Orthogroup	Cochlearia_excelsa	Capsella_rubella
OG0007844	g2381	XP_023638222.1
OG0007845	g2389	XP_006291790.1
OG0007846	g2409	XP_006293211.1
OG0007847	g940, g28448	XP_006282084.1
OG0007848	g28445	XP_006279801.1
OG0007849	g28430	XP_006281523.1
OG0007850	g28426, g41291	XP_006280149.1
OG0007852	g28421	XP_006280958.1
OG0007853	g914	XP_006280717.1
OG0007854	g41275, g913	XP_006279677.1
OG0007855	g24400	XP_006283871.1
OG0007856	g13510	XP_006296716.1
OG0007857	g11701	XP_006298341.1
OG0007858	g13514, g6447	XP_006299616.1
OG0007859	g6421	XP_006297348.1
OG0007860	g35820	XP_006298708.1
OG0007861	g6362	XP_023641750.1
OG0007862	g13594	XP_006298491.1
OG0007863	g44970	XP_023643876.1
OG0007864	g18043	XP_006300368.1
OG0007865	g41818	XP_006300743.1
OG0007866	g41798	XP_006301498.1
OG0007867	g41778	XP_023642838.1
OG0007868	g41777	XP_006300299.1
OG0007869	g13639, g44913	XP_006301418.1
OG0007871	g10106	XP_023637040.1
OG0007872	g44905	XP_023643716.1
OG0007873	g41691	XP_006302174.2
OG0007874	g44904	XP_023644114.1
OG0007875	g41688	XP_006302407.1
OG0007876	g44891	XP_006302470.1
OG0007877	g44885, g41641	XP_006302128.1
OG0007878	g41637	XP_006302399.2
OG0007881	g44867	XP_006301917.2
OG0007882	g44849	XP_006301618.1
OG0007883	g41563	XP_006301738.1
OG0007884	g44842	XP_006302341.1
OG0007885	g6002	XP_006298137.1
OG0007886	g11029	XP_023635382.1
OG0007887	g13949	XP_006298812.1
OG0007888	g13947	XP_006297211.1
OG0007889	g13922, g5971	XP_023641620.1
OG0007890	g16704	XP_006291510.1
OG0007891	g5967	XP_006293028.1
OG0007892	g13903	XP_006300293.2
OG0007893	g38156	XP_006294890.1
OG0007894	g51977	XP_006295195.1
OG0007895	g51974	XP_006294851.1
OG0007896	g51972	XP_006294842.1
OG0007898	g51952	XP_006295098.1
OG0007899	g51947, g38146	XP_006293704.1
OG0007900	g51915	XP_006295545.1
OG0007902	g51868	XP_006294355.1
OG0007904	g37352	XP_006293648.1
OG0007905	g51848	XP_006293965.1
OG0007906	g37339	XP_006295818.1
OG0007908	g51784	XP_006295819.1
OG0007909	g51778	XP_023639351.1
OG0007911	g38125	XP_006296100.1
OG0007912	g51748	XP_006294913.1
OG0007913	g7630	XP_023641627.1
OG0007914	g38109	XP_023640693.1
OG0007915	g37296	XP_006294631.1
OG0007916	g37293	XP_006293560.1
OG0007917	g38108, g37292	XP_023640214.1
OG0007918	g37291	XP_006293497.2
OG0007919	g51738	XP_006294866.1
OG0007920	g51734	XP_006295035.1
OG0007921	g32225	XP_006305289.2
OG0007922	g37264	XP_006295108.1
OG0007923	g51709	XP_023640291.1
OG0007924	g37240, g51689	XP_006294617.1
OG0007925	g51677	XP_006295903.1
OG0007926	g13067	XP_006296678.1
OG0007927	g51665	XP_006295343.1
OG0007928	g51664, g38085	XP_006296475.1
OG0007929	g38081	XP_006295025.2
OG0007930	g51635	XP_023639901.1
OG0007931	g51630	XP_006295079.1
OG0007932	g37196	XP_006294887.1
OG0007933	g37194, g51627	XP_006293893.1
OG0007934	g51619	XP_006296293.2
OG0007935	g40409	XP_006289154.1
OG0007936	g40415, g25654	XP_006290188.2
OG0007937	g18964	XP_006292412.1
OG0007938	g40436	XP_006287494.1
OG0007939	g40441	XP_006287881.1
OG0007940	g40447	XP_006286991.1
OG0007941	g25603	XP_006289429.1
OG0007942	g38528, g50866	XP_006293831.1
OG0007943	g38517	XP_006294766.2
OG0007944	g38508	XP_006293551.1
OG0007945	g50895, g38495	XP_006295667.1
OG0007946	g38486	XP_023640030.1
OG0007947	g38483	XP_023640929.1
OG0007948	g38476	XP_023640798.1
OG0007949	g32257	XP_006282862.1, XP_006303162.1
OG0007950	g38471, g36918	XP_006294574.1
OG0007951	g50906	XP_006294685.1
OG0007952	g50905	XP_006295757.1
OG0007953	g36914	XP_006293682.1
OG0007954	g36912	XP_006294990.1
OG0007955	g38436	XP_023640057.1
OG0007956	g50965	XP_006294776.1
OG0007957	g27289, g38401	XP_006295798.1
OG0007958	g50971	XP_006296121.1
OG0007959	g38304	XP_006293830.1
OG0007960	g51046	XP_006293760.1
OG0007961	g38291	XP_006293899.2
OG0007962	g50984	XP_006296338.1
OG0007963	g51068	XP_006293919.2
OG0007964	g23829	XP_023635593.1
OG0007965	g23830	XP_006283726.1
OG0007966	g47501	XP_006283365.1
OG0007967	g53742	XP_006307521.1
OG0007968	g28176	XP_023645326.1
OG0007969	g53812	XP_006307397.1
OG0007970	g53907, g35965	XP_006305116.1
OG0007971	g36168	XP_006305434.1
OG0007972	g50773	XP_006305394.1
OG0007973	g32973	XP_023633002.1
OG0007974	g32992	XP_006303282.1
OG0007975	g50756, g32837	XP_006303971.2
OG0007976	g32749	XP_006303943.1
OG0007977	g32742, g50739	XP_006306856.1
OG0007978	g32730	XP_006305703.1
OG0007979	g50717	XP_006305458.1
OG0007980	g50715, g32704	XP_006307022.1
OG0007982	g40274	XP_023636553.1
OG0007983	g40295	XP_006288526.1
OG0007984	g40300	XP_006286584.2
OG0007985	g40333, g25776	XP_006289826.1
OG0007986	g16736	XP_023634789.1, XP_006284615.1
OG0007987	g25690	XP_006287969.1
OG0007988	g40398	XP_006287228.1
OG0007990	g29092, g4891	XP_006287336.1
OG0007991	g4884	XP_006289450.1
OG0007992	g4872, g29106	XP_023636211.1
OG0007993	g29108	XP_006286419.1
OG0007994	g18530	XP_006288080.1
OG0007995	g4863	XP_006287497.1
OG0007996	g4811	XP_023636212.1
OG0007997	g13818	XP_006300089.1
OG0007998	g5915, g13860	XP_006299260.1
OG0008000	g43231	XP_006300273.2, XP_006295530.2
OG0008001	g37771	XP_006294213.1
OG0008002	g50837	XP_006294141.1
OG0008003	g40306	XP_006290194.1
OG0008004	g37729	XP_006296482.1
OG0008005	g50823	XP_006294109.1
OG0008006	g50818	XP_006293500.1
OG0008007	g37643	XP_006295978.1
OG0008008	g52294	XP_006295877.2
OG0008009	g37642	XP_006293673.2
OG0008010	g37641	XP_006295060.1
OG0008012	g37635	XP_006293676.1
OG0008013	g52283	XP_006296393.1
OG0008014	g37621	XP_006295876.1
OG0008015	g37608	XP_006294463.1
OG0008016	g52196	XP_006294915.1
OG0008017	g37569	XP_006293727.1
OG0008018	g52185, g37563	XP_006293394.1
OG0008019	g52165	XP_006294265.1
OG0008020	g52158	XP_023639790.1
OG0008021	g52157	XP_023639499.1
OG0008022	g52153	XP_006294506.1
OG0008023	g52141	XP_006296295.1
OG0008025	g37479	XP_006294098.1
OG0008026	g52089	XP_023639668.1
OG0008027	g52039	XP_006294465.1
OG0008028	g52031, g37435	XP_023640548.1
OG0008029	g52020	XP_023639912.1
OG0008030	g37409	XP_006294452.1
OG0008031	g38159, g38161, g38163	XP_006294798.1
OG0008032	g37387	XP_006296485.1, XP_023639540.1
OG0008033	g40666	XP_006281890.1
OG0008034	g10889	XP_006282206.1
OG0008035	g40672, g10908	XP_006282104.1
OG0008036	g12710	XP_006298265.1
OG0008037	g7923, g12738	XP_006299938.1
OG0008038	g12741	XP_006297923.1
OG0008039	g7912, g12696	XP_006299569.1
OG0008040	g7901	XP_006299473.1
OG0008041	g5261	XP_006286922.1
OG0008042	g7864, g12681	XP_006296709.1
OG0008043	g12670, g7848	XP_006297231.1
OG0008044	g12662	XP_006298755.2
OG0008045	g7832	XP_006298826.1
OG0008046	g12634	XP_006297811.1
OG0008047	g12780	XP_006299961.1
OG0008048	g7813	XP_006299967.1
OG0008049	g12801, g7797	XP_006296725.1
OG0008050	g7794	XP_023642559.1
OG0008051	g7792	XP_006297959.1
OG0008052	g12612, g7790	XP_006298440.1
OG0008053	g7762	XP_023642128.1
OG0008054	g12823	XP_006298299.1
OG0008055	g7733	XP_023641799.1
OG0008056	g7719, g12842	XP_006297044.1
OG0008057	g12844	XP_006300215.2
OG0008058	g12857	XP_006298431.1
OG0008059	g7704	XP_006296886.1
OG0008060	g12864	XP_006296949.1
OG0008062	g7682	XP_006300146.1
OG0008063	g7677	XP_023642229.1
OG0008064	g7669	XP_006298092.2
OG0008065	g12921	XP_006297632.1
OG0008066	g10255	XP_006298397.1
OG0008067	g12930	XP_006298618.1
OG0008068	g12931	XP_006298844.1
OG0008069	g12938	XP_006298270.1
OG0008070	g7626	XP_006298475.1
OG0008071	g12433	XP_023642689.1
OG0008074	g7519	XP_006299014.1
OG0008075	g13015	XP_006297513.2
OG0008076	g13018	XP_006299294.1
OG0008077	g12409	XP_023641399.1
OG0008078	g7510	XP_006297844.1
OG0008079	g13050	XP_006297189.1
OG0008080	g13054, g7484	XP_006296961.1
OG0008081	g7472	XP_006296729.1
OG0008082	g12387	XP_006299999.1
OG0008083	g13070	XP_006281180.1
OG0008084	g13084	XP_006299482.1
OG0008085	g17410	XP_006284160.1
OG0008086	g7425, g12370	XP_023642484.1
OG0008087	g12356	XP_006298091.1
OG0008088	g12355, g7413	XP_006298102.1
OG0008089	g13108	XP_006298090.1
OG0008091	g12331	XP_006298380.1
OG0008092	g12327	XP_023641495.1
OG0008093	g7378	XP_006297904.1
OG0008094	g12320	XP_006298786.1
OG0008095	g12319	XP_023641595.1
OG0008096	g7364	XP_006296618.1
OG0008097	g7363	XP_006297639.1
OG0008098	g13124	XP_006298425.1
OG0008099	g13125, g7350	XP_023642119.1
OG0008100	g7343	XP_006297768.2
OG0008101	g12297, g13129	XP_006297385.1
OG0008102	g7334	XP_006299462.1
OG0008103	g7318	XP_006296688.1
OG0008104	g12286	XP_023641654.1
OG0008105	g7309, g13140	XP_006300016.1
OG0008106	g7295, g13142	XP_023641078.1
OG0008107	g7293	XP_023641396.1
OG0008108	g12272	XP_006299890.1
OG0008109	g13145, g7290	XP_006299067.1
OG0008110	g12255, g13152	XP_006299970.1
OG0008111	g7264	XP_006299899.1
OG0008112	g13160	XP_006298149.1
OG0008113	g12243	XP_006298924.1
OG0008114	g7237	XP_006288537.1, XP_006298419.1
OG0008115	g13201	XP_006298101.1
OG0008116	g7205	XP_006299589.1
OG0008117	g12210	XP_023641293.1
OG0008118	g13207	XP_006299792.1, XP_023641290.1
OG0008119	g13210, g7189	XP_006298170.1
OG0008120	g7173, g12194	XP_006297883.1
OG0008122	g12180, g7163	XP_006297156.1
OG0008123	g7143, g12162	XP_023642082.1
OG0008124	g12160	XP_023641103.1
OG0008125	g12151, g7119	XP_006297964.1
OG0008126	g12150, g7118	XP_006299372.1
OG0008127	g12138	XP_006298161.1
OG0008128	g12115	XP_006298689.1
OG0008129	g7063, g13244	XP_006298699.1
OG0008131	g7057, g12108	XP_006298512.1
OG0008132	g12102	XP_006297115.1
OG0008134	g7020	XP_006299175.1
OG0008137	g6996, g12073	XP_006297124.1
OG0008138	g12058, g6978	XP_006299552.2
OG0008139	g6954	XP_006298881.1
OG0008140	g6949	XP_006298441.1
OG0008141	g13287, g12046	XP_006298577.1
OG0008142	g6941	XP_006298145.1
OG0008143	g6919	XP_006298110.1
OG0008146	g12027	XP_006298549.1
OG0008147	g6905	XP_023641577.1
OG0008149	g6882	XP_023641415.1
OG0008150	g13310	XP_006298499.1
OG0008151	g13315, g11995	XP_023642321.1
OG0008152	g16918, g23266	XP_006283519.1
OG0008153	g13320	XP_006299410.1
OG0008154	g6853	XP_006297395.1
OG0008155	g6850	XP_006297926.1
OG0008156	g6825, g11974	XP_006298564.1
OG0008157	g11962	XP_006297417.2
OG0008158	g13337	XP_006298597.1
OG0008159	g13338, g6799	XP_006297212.2
OG0008160	g6793	XP_006297570.1
OG0008161	g22882	XP_023634605.1
OG0008162	g16759	XP_023634458.1
OG0008163	g6750	XP_006296794.1
OG0008164	g47191	XP_006285173.1
OG0008165	g13356	XP_023641572.1
OG0008167	g11888	XP_023642727.1
OG0008168	g6692	XP_006297362.1
OG0008169	g11879	XP_006297313.1
OG0008170	g6686	XP_006297757.1
OG0008171	g896	XP_006280617.1
OG0008172	g41227	XP_006282345.2
OG0008173	g888, g28385	XP_023639638.1
OG0008174	g46691	XP_006285608.1
OG0008175	g46726	XP_006283142.1
OG0008176	g45037	XP_006283389.1
OG0008177	g10301	XP_006279397.1
OG0008178	g11750	XP_006297936.1
OG0008179	g6515	XP_006298134.1
OG0008180	g13470	XP_006298691.1
OG0008181	g11761	XP_006298606.1
OG0008182	g11768	XP_006297933.2
OG0008183	g24515	XP_006298653.1
OG0008185	g6564	XP_006298057.1
OG0008186	g13434	XP_023642485.1
OG0008187	g13425	XP_006298746.1
OG0008188	g11820, g6591	XP_006298022.1
OG0008189	g6592	XP_006293233.1, XP_023641356.1
OG0008190	g13410	XP_006298614.1
OG0008191	g6595	XP_023641622.1
OG0008192	g11844	XP_023642659.1
OG0008193	g10775	XP_006292770.1
OG0008194	g11867	XP_006296594.1
OG0008195	g6672	XP_006297976.1
OG0008196	g6673	XP_006298617.1
OG0008197	g23421	XP_006284097.1
OG0008198	g23422	XP_006284349.1
OG0008199	g47734	XP_006283218.1
OG0008200	g23427	XP_006284662.1
OG0008201	g23435, g23431	XP_006283080.1
OG0008202	g23439	XP_023635190.1
OG0008203	g47724	XP_006282765.1
OG0008204	g23453	XP_006283055.1
OG0008205	g44976	XP_023644057.1
OG0008206	g45041	XP_006302327.1
OG0008207	g45049	XP_006301644.1
OG0008208	g45140	XP_006279425.1
OG0008209	g43701	XP_006300856.1
OG0008210	g43827	XP_006302501.1
OG0008211	g43893	XP_006293748.1
OG0008212	g41134	XP_006302622.1
OG0008213	g41135	XP_023643201.1
OG0008214	g41730, g41445	XP_006288171.1
OG0008215	g29073	XP_023636416.1
OG0008216	g29060	XP_006287641.1
OG0008217	g29047	XP_023635873.1
OG0008218	g4921	XP_006280872.1, XP_023636577.1
OG0008219	g29036, g41478	XP_023636230.1
OG0008220	g18503	XP_006289303.1
OG0008221	g25107, g25018	XP_006283898.1
OG0008222	g10224	XP_006279717.1
OG0008223	g10261	XP_006279691.2
OG0008224	g19242	XP_006290607.1
OG0008225	g19258	XP_006292182.1
OG0008226	g19262	XP_006292558.1
OG0008227	g2417	XP_006291291.1
OG0008228	g11335, g2426	XP_006292260.1
OG0008229	g19285	XP_006291208.1
OG0008230	g2460	XP_006292370.1
OG0008231	g19294	XP_006293287.1
OG0008232	g19295	XP_006292079.1
OG0008233	g19306, g2469	XP_006290290.1
OG0008234	g19322	XP_023637869.1
OG0008235	g49277, g26856, g30725	XP_006303364.2
OG0008236	g30769, g49346	XP_006307506.1
OG0008237	g49369	XP_006306020.2
OG0008238	g30772	XP_006305772.2
OG0008239	g49378	XP_006305500.1
OG0008240	g30796, g49390	XP_006305276.1
OG0008242	g49402	XP_006307604.1
OG0008243	g26903	XP_023644693.1
OG0008245	g30815	XP_006303226.1
OG0008246	g30818, g49414	XP_006307489.1
OG0008247	g49422	XP_006306523.1
OG0008248	g30833	XP_006307439.1
OG0008249	g30834, g26920	XP_006305712.1
OG0008250	g49427	XP_006306864.1
OG0008251	g49430	XP_006304520.2
OG0008252	g49437	XP_006304565.1
OG0008253	g30845	XP_023645530.1
OG0008254	g49445	XP_006305335.1
OG0008255	g47497	XP_006283629.1
OG0008256	g30871	XP_006305986.1
OG0008257	g49456	XP_006304286.1
OG0008258	g26939, g30877	XP_006306448.1
OG0008259	g30899, g49469	XP_006303497.2
OG0008260	g30906	XP_006306965.1
OG0008261	g30924	XP_006303761.1
OG0008262	g49492	XP_023645167.1
OG0008263	g30927, g49493	XP_006307581.1
OG0008264	g49496, g30930	XP_023632544.1
OG0008265	g49500	XP_023633266.1
OG0008266	g30952	XP_006303598.1
OG0008267	g49515	XP_023633111.1
OG0008268	g49517	XP_006305373.1
OG0008269	g26963	XP_023644997.1
OG0008271	g49532, g30974	XP_023645254.1
OG0008272	g26970	XP_006305076.1
OG0008273	g30997, g26975	XP_006306755.1
OG0008274	g26977, g31003	XP_006307661.1
OG0008275	g49552	XP_006307063.1
OG0008276	g31025	XP_006305915.1
OG0008277	g49561	XP_006305953.1
OG0008278	g27001	XP_006306685.1
OG0008279	g31050	XP_006307276.1
OG0008280	g31055	XP_023645703.1
OG0008281	g27004, g31056	XP_023633268.1
OG0008282	g49583	XP_006306385.1
OG0008283	g31107	XP_006306352.1
OG0008284	g49613	XP_006307476.1
OG0008285	g31124, g49672	XP_006307126.1
OG0008286	g31126, g49671	XP_006306373.1
OG0008287	g31128	XP_006304461.1
OG0008288	g49657	XP_006303594.1
OG0008289	g31154	XP_006306703.1
OG0008290	g49638	XP_023645314.1
OG0008291	g27068, g31175	XP_006304709.1
OG0008292	g38331	XP_006280151.2
OG0008293	g27094	XP_006305461.1
OG0008294	g49702	XP_006306034.1
OG0008295	g49713, g31226	XP_023633235.1
OG0008296	g49720	XP_006306176.1
OG0008297	g31233	XP_006307457.1
OG0008299	g49723	XP_006306697.2
OG0008300	g27106, g31238	XP_023645860.1
OG0008301	g31241	XP_006304225.1
OG0008302	g31243	XP_006303228.1
OG0008303	g31249	XP_023646005.1
OG0008304	g31264	XP_006306313.1
OG0008305	g47566	XP_006285906.1
OG0008306	g27137	XP_023644819.1
OG0008307	g27142	XP_006306832.1
OG0008308	g31316, g27155	XP_006304167.1
OG0008309	g49777	XP_006305141.1
OG0008310	g31321	XP_023633245.1
OG0008311	g31332	XP_006300892.1
OG0008312	g31338, g49784	XP_006307610.2
OG0008313	g31339, g49785	XP_006304804.1
OG0008314	g27178	XP_006305062.1
OG0008315	g27188, g31383	XP_006307537.1
OG0008316	g49821	XP_006303251.1
OG0008317	g49823, g31388	XP_006305183.1
OG0008318	g27190	XP_006303822.1
OG0008320	g49859	XP_006305015.1
OG0008321	g49861	XP_006304861.1
OG0008322	g49862	XP_006303574.1
OG0008323	g27210, g49871	XP_023644843.1
OG0008324	g31451	XP_006306205.1
OG0008325	g49877	XP_006303717.1
OG0008326	g27256	XP_006307549.1
OG0008327	g31486	XP_006303979.1
OG0008328	g31506	XP_006305210.1
OG0008329	g27264, g31519	XP_006307508.1
OG0008330	g27268	XP_006306515.1
OG0008331	g27269, g31527	XP_006304526.1
OG0008332	g27280	XP_006305840.1
OG0008333	g31537	XP_006303284.1
OG0008334	g49915	XP_023632727.1
OG0008335	g31550	XP_006306862.1
OG0008337	g31553	XP_006306970.2
OG0008338	g31586	XP_006306014.1
OG0008339	g31561	XP_006305566.2
OG0008341	g31569	XP_006307523.1
OG0008342	g49928	XP_006307139.2
OG0008343	g31574	XP_023632949.1
OG0008344	g31596, g27302	XP_006305911.1
OG0008345	g49939, g31597	XP_006304401.1
OG0008346	g31618	XP_023644737.1
OG0008347	g49965, g31642	XP_006303890.1
OG0008348	g31661	XP_006305777.1
OG0008349	g27352	XP_006303354.2
OG0008350	g41687, g44897	XP_006302499.1
OG0008351	g31722	XP_006303573.1
OG0008352	g31756	XP_006303188.1
OG0008353	g31763	XP_023632809.1
OG0008354	g31766	XP_006305717.1
OG0008355	g31772	XP_006303901.1
OG0008357	g31795	XP_023633012.1
OG0008359	g31797	XP_006307360.1
OG0008360	g27421	XP_006307358.2
OG0008361	g50061	XP_006306072.1
OG0008362	g50062	XP_023644829.1
OG0008363	g31816	XP_006304206.1
OG0008364	g50079, g31835	XP_006304867.1
OG0008365	g50099, g27442	XP_006306683.2
OG0008366	g31887	XP_006307667.1
OG0008367	g50105	XP_006303154.1
OG0008368	g31890	XP_006307252.1
OG0008369	g50119, g27450	XP_006307043.1
OG0008370	g31915, g50131	XP_006303317.1
OG0008371	g50134	XP_006307295.1
OG0008372	g31946	XP_006306922.2
OG0008373	g50150	XP_006306658.1
OG0008374	g50157, g27470	XP_006306869.1
OG0008375	g31964	XP_006303575.2
OG0008376	g31985	XP_006306088.2
OG0008377	g50192	XP_006307071.1
OG0008378	g31997	XP_006304297.1
OG0008379	g50201	XP_006303607.1
OG0008380	g50202	XP_006303211.1
OG0008381	g27491	XP_006307189.1
OG0008382	g27492	XP_023643873.1, XP_023645193.1
OG0008383	g50211	XP_006304198.1
OG0008385	g32027	XP_006304067.1
OG0008386	g32046, g50278	XP_006305765.1
OG0008387	g40354	XP_006287133.1
OG0008389	g45949	XP_006300777.1
OG0008390	g44649	XP_006300829.1
OG0008391	g45921	XP_006302043.1
OG0008392	g45917, g44656	XP_023641022.1, XP_023643284.1
OG0008393	g45911	XP_006300960.1
OG0008394	g44662	XP_006300424.1
OG0008395	g45896	XP_006302853.1
OG0008396	g45894	XP_023643747.1
OG0008397	g45884	XP_023643546.1
OG0008398	g44678	XP_006302873.1
OG0008399	g45854, g22228	XP_006300899.1
OG0008400	g45850	XP_006303034.1
OG0008401	g45833	XP_023643397.1
OG0008402	g45831	XP_006300446.1
OG0008403	g17228	XP_006284668.1
OG0008404	g32648	XP_006304185.1
OG0008405	g50690	XP_006305115.1
OG0008406	g40815	XP_006300370.1
OG0008407	g40846	XP_006302684.2
OG0008408	g44248	XP_006302696.1
OG0008409	g40847	XP_023643226.1
OG0008410	g40853	XP_006302563.1
OG0008411	g40866	XP_006302629.1
OG0008412	g27633	XP_006303863.1
OG0008413	g44225, g40912	XP_006302349.1
OG0008414	g50468	XP_023645511.1
OG0008415	g44195	XP_006300326.1
OG0008416	g40946	XP_006301587.1
OG0008417	g38262	XP_006302148.1
OG0008418	g44154	XP_006300546.1
OG0008420	g44124	XP_006302027.2
OG0008421	g41187, g41202	XP_006302316.1
OG0008422	g41050	XP_006301836.1
OG0008423	g44069	XP_006300736.1
OG0008424	g41061	XP_006302570.1
OG0008425	g41076	XP_006302042.1
OG0008426	g41078, g44021	XP_006302446.1
OG0008427	g50389	XP_006304358.1
OG0008428	g40775	XP_006302966.1
OG0008429	g40768	XP_006300890.1
OG0008430	g40759	XP_006300553.1
OG0008431	g40749	XP_006301812.1
OG0008432	g40732	XP_006301683.1
OG0008433	g40633	XP_006282004.1
OG0008434	g40635	XP_023641145.1
OG0008435	g10914, g40663	XP_006280954.1
OG0008436	g10912	XP_023641201.1
OG0008437	g40723	XP_006281218.1
OG0008438	g10841	XP_006282304.1
OG0008439	g11050	XP_006281843.1
OG0008440	g18419, g16317	XP_023642815.1
OG0008441	g40486	XP_023643720.1
OG0008442	g40482	XP_006279512.1
OG0008444	g40464	XP_006287750.1
OG0008445	g40460	XP_006288769.1
OG0008446	g25556, g40457	XP_006287620.1
OG0008447	g16995	XP_006285614.1
OG0008448	g17594, g24387	XP_023634881.1
OG0008449	g17593	XP_006283974.1
OG0008450	g42114, g54040	XP_023645297.1
OG0008451	g28108, g54047	XP_006303585.1
OG0008452	g36302	XP_006303387.1
OG0008453	g28098, g36356	XP_006303438.1
OG0008454	g54099	XP_006307560.1
OG0008455	g54122	XP_006305976.1
OG0008456	g46174	XP_006302797.1
OG0008457	g22713	XP_006283960.1
OG0008458	g22732	XP_006285621.1
OG0008459	g22746	XP_006283901.1
OG0008460	g22764	XP_006283532.1
OG0008461	g22779	XP_006283990.1
OG0008462	g22800, g18290	XP_006285120.1
OG0008463	g18287	XP_006283269.1
OG0008464	g22803	XP_006284822.1
OG0008465	g22812	XP_006283492.1
OG0008467	g22818	XP_006283903.1
OG0008468	g22846	XP_006285964.2
OG0008469	g22849	XP_006286095.1
OG0008470	g22870	XP_006284246.1
OG0008471	g47979	XP_006283606.1
OG0008472	g22892	XP_023634772.1
OG0008473	g22902	XP_006285193.1
OG0008474	g22916	XP_006286076.2
OG0008475	g22922	XP_006283005.1, XP_006290550.1
OG0008476	g47965, g22938	XP_006284108.1
OG0008477	g47946	XP_006284061.1
OG0008478	g47932	XP_006283590.2
OG0008479	g22998	XP_023634155.1
OG0008480	g23014	XP_023634716.1
OG0008481	g23010	XP_006284702.1
OG0008482	g23009	XP_006286192.1
OG0008483	g23038	XP_006284672.2
OG0008484	g23042	XP_006285956.1
OG0008485	g23075	XP_006286142.1
OG0008486	g47883	XP_006284498.1
OG0008487	g47880, g23086	XP_006285233.1
OG0008488	g23116	XP_006284005.1
OG0008489	g23134	XP_006283905.1
OG0008490	g47804	XP_006285689.1
OG0008491	g23278, g16930	XP_006282661.1
OG0008492	g16929	XP_006284420.1
OG0008493	g16926	XP_006283914.1
OG0008494	g23260	XP_006286020.1
OG0008495	g23248	XP_006284289.1
OG0008496	g23213, g47829	XP_006283680.1
OG0008497	g23205	XP_006285283.1
OG0008498	g23201, g47837	XP_006283815.1
OG0008499	g47840	XP_006283426.2
OG0008500	g18159	XP_023635183.1
OG0008501	g23155	XP_006284537.1
OG0008502	g47862	XP_006284635.2
OG0008503	g47863	XP_006285691.1
OG0008504	g23137	XP_006284297.2
OG0008505	g23282	XP_006282554.1
OG0008506	g23284	XP_006283209.1
OG0008507	g47796	XP_023633932.1
OG0008508	g23321	XP_006284466.1
OG0008509	g47782, g16955	XP_023634069.1
OG0008510	g23329	XP_006284065.1
OG0008511	g16959, g47777	XP_006284480.1
OG0008512	g47769, g23350	XP_006283637.1
OG0008513	g50976	XP_006294420.1
OG0008514	g11741	XP_023641123.1
OG0008515	g6486, g11734	XP_006297507.1
OG0008516	g6478	XP_023641504.1
OG0008517	g6477	XP_023641505.1
OG0008518	g11728	XP_006297247.1
OG0008519	g46008	XP_023643580.1
OG0008520	g46004	XP_023643659.1
OG0008521	g46002	XP_006302918.1
OG0008522	g44608	XP_023643149.1
OG0008523	g44611	XP_006302551.1
OG0008524	g44615	XP_023643818.1
OG0008525	g18007	XP_006302881.2
OG0008526	g44617	XP_006301744.2
OG0008527	g45961	XP_006300302.1
OG0008528	g45963	XP_006302172.1
OG0008529	g32064	XP_006306219.1
OG0008530	g50291	XP_006307417.1
OG0008531	g32101	XP_006305600.1
OG0008532	g50325, g27566	XP_006303932.1
OG0008533	g27573, g32123	XP_006307636.1
OG0008534	g50364	XP_006307269.1
OG0008535	g32170	XP_006306992.1
OG0008536	g27629	XP_006303401.1
OG0008537	g23834	XP_006285129.1
OG0008538	g39538	XP_006286487.2
OG0008539	g28286, g1382	XP_006281172.1
OG0008540	g25423	XP_006286549.1
OG0008541	g39511	XP_006288567.2
OG0008542	g39508	XP_006288081.1
OG0008543	g39492	XP_006288590.1
OG0008544	g45261	XP_006287840.1
OG0008545	g39468	XP_023636324.1
OG0008546	g25400	XP_006286665.1
OG0008547	g39487	XP_023636291.1
OG0008548	g25371	XP_006289072.1
OG0008549	g25368	XP_006287312.1
OG0008550	g25363	XP_006286877.1
OG0008551	g47590	XP_023633665.1
OG0008552	g50849	XP_006294110.1
OG0008553	g50397	XP_006305832.1
OG0008554	g50384	XP_006304969.1
OG0008555	g50376	XP_023645470.1
OG0008556	g32190, g50373	XP_006307460.1
OG0008557	g50372	XP_006305408.1
OG0008558	g23696	XP_006285834.1
OG0008559	g17109	XP_023634960.1
OG0008560	g17088, g23637	XP_006286036.1
OG0008561	g23638, g17089	XP_006284199.1
OG0008562	g47629	XP_006282698.1
OG0008563	g17079, g23622	XP_006284998.1
OG0008564	g23618	XP_006283929.1
OG0008565	g23589	XP_006283816.1
OG0008567	g17070, g17115	XP_006284669.1
OG0008568	g17067	XP_006286280.1, XP_006283985.1
OG0008569	g23581	XP_006285537.1
OG0008570	g17064	XP_006285510.1
OG0008571	g47662	XP_006284665.1
OG0008572	g30993	XP_006304456.1
OG0008573	g27138, g31298	XP_006306774.1
OG0008574	g31557	XP_006303938.1
OG0008575	g32085, g50308	XP_023645578.1
OG0008576	g50361, g32152	XP_006306753.1
OG0008577	g32200	XP_006307606.1
OG0008579	g43578	XP_023638422.1
OG0008580	g28171, g28159	XP_006294272.1
OG0008581	g53833	XP_006303534.1
OG0008582	g36358, g36354	XP_006306152.1
OG0008584	g40785	XP_006300810.1
OG0008585	g44123	XP_006301572.1
OG0008586	g18022, g18025, g44851	XP_006301038.1
OG0008587	g44783, g45768, g36533	XP_006300685.1
