Orthogroup	Cochlearia_excelsa	Eutrema_salsugineum
OG0007536	g44416	XP_006390241.1
OG0007537	g46248	XP_006390243.1
OG0007538	g46243	XP_024008392.1
OG0007539	g44432	XP_024010392.1
OG0007540	g46233	XP_006390271.1
OG0007541	g46226	XP_006390284.1
OG0007542	g10383	XP_006395325.1
OG0007543	g46188	XP_006390336.2
OG0007544	g46181	XP_006390354.1
OG0007545	g14032, g6091	XP_006409312.1
OG0007546	g14027, g6088	XP_006409305.1
OG0007547	g14025	XP_006409301.1
OG0007548	g6046	XP_006409248.1
OG0007549	g19378	XP_006404087.1
OG0007550	g19379	XP_006404088.1
OG0007551	g19383	XP_006404093.1
OG0007552	g39413	XP_006401558.1
OG0007553	g28485	XP_006401561.1
OG0007554	g19506	XP_006404356.1
OG0007555	g54385	XP_006392561.2
OG0007556	g54365	XP_006392597.1
OG0007557	g51421	XP_006398501.1
OG0007558	g36707	XP_006392662.1
OG0007559	g54335, g36700	XP_006392675.1
OG0007560	g36696	XP_006392680.1
OG0007561	g36687, g54344	XP_006392709.1
OG0007563	g54292	XP_006392791.1
OG0007564	g54284, g36620	XP_006392803.1
OG0007565	g36599	XP_006392838.1
OG0007566	g51568, g23508	XP_006410779.1
OG0007567	g38031	XP_006410798.1
OG0007568	g38033	XP_006410804.1
OG0007569	g11446	XP_006419077.1
OG0007570	g3131	XP_006419120.1
OG0007571	g41154	XP_006402165.1
OG0007572	g28260	XP_006402114.1
OG0007573	g41246	XP_006401764.1, XP_024009650.1
OG0007574	g28400	XP_006401750.1
OG0007575	g901	XP_006401748.1
OG0007576	g28405	XP_006401742.1
OG0007577	g1468	XP_006402220.1
OG0007578	g28253	XP_006402127.1
OG0007579	g17889	XP_006397414.1
OG0007580	g46880	XP_006403088.1
OG0007581	g46872	XP_006395958.1
OG0007582	g46940	XP_024005034.1
OG0007583	g24752, g24757	XP_006414963.1
OG0007584	g46652	XP_006414949.1
OG0007585	g46988	XP_006414920.1
OG0007586	g46995, g24635	XP_006414898.2
OG0007587	g47009	XP_006414863.2
OG0007588	g24535	XP_006414737.1
OG0007589	g24534	XP_006414736.1
OG0007590	g24522	XP_024005091.1
OG0007591	g24501, g47068	XP_024005187.1
OG0007592	g24499	XP_024016513.1, XP_006414644.1
OG0007593	g47080	XP_006414635.1
OG0007594	g17688	XP_006414565.1
OG0007595	g24471	XP_006414556.1
OG0007597	g24425	XP_006414453.2
OG0007598	g44582	XP_006390602.1
OG0007599	g46032	XP_006390592.1
OG0007600	g44574	XP_024007146.1
OG0007601	g44573	XP_006390565.1
OG0007602	g44556, g46094	XP_006390506.1
OG0007603	g46096	XP_024008509.1
OG0007604	g46143, g44518	XP_006390420.1
OG0007605	g46145	XP_006390414.1
OG0007606	g44508	XP_006390394.1
OG0007607	g41530	XP_006391130.1
OG0007608	g53374, g36754	XP_006402043.1
OG0007609	g44785	XP_006391073.2
OG0007610	g45769	XP_006391066.1
OG0007611	g23550, g47675	XP_024005894.1
OG0007612	g23546, g17038	XP_006412944.1
OG0007613	g23538	XP_006412933.1
OG0007614	g23531, g47679	XP_006412918.1
OG0007615	g23488	XP_006412863.2
OG0007616	g28407	XP_006403563.1
OG0007617	g16640	XP_024007066.1
OG0007619	g40783	XP_006391734.1
OG0007620	g40806	XP_006391689.1
OG0007621	g43418, g43419	XP_024014575.1
OG0007622	g16873, g16872	XP_024014606.1
OG0007623	g28414	XP_006395284.1
OG0007625	g10192	XP_006395065.1
OG0007626	g10505	XP_006395464.1
OG0007627	g10516	XP_006395478.1
OG0007628	g10545	XP_006395520.1
OG0007629	g1598	XP_006395528.1
OG0007630	g10552	XP_006395531.1
OG0007631	g10573	XP_006395561.1
OG0007632	g1587	XP_006395580.1
OG0007633	g28304	XP_006402032.1
OG0007634	g45826	XP_006390945.1
OG0007636	g45819	XP_006390957.1
OG0007637	g45817	XP_006390964.1
OG0007638	g44724	XP_006390965.1
OG0007641	g10949	XP_006398323.1
OG0007642	g40607	XP_006398311.1
OG0007643	g10253	XP_006395169.2
OG0007644	g10955	XP_024011012.1
OG0007645	g10957	XP_006398293.1
OG0007646	g40602	XP_006398290.1
OG0007647	g40600	XP_006398289.1
OG0007649	g10986	XP_006398210.1
OG0007650	g46865	XP_006395941.1
OG0007651	g10997	XP_006398191.1
OG0007652	g54136	XP_006393248.1
OG0007653	g54138	XP_006393245.1
OG0007654	g23734, g17150	XP_006413267.1
OG0007655	g28059	XP_024006322.1
OG0007656	g36430, g54164	XP_024006362.1
OG0007657	g36439, g54165	XP_006393162.1
OG0007658	g54209, g36455	XP_006393130.1
OG0007659	g36471	XP_006393098.1
OG0007660	g54190	XP_006393070.1
OG0007661	g54188	XP_006393057.1
OG0007662	g54219, g36513	XP_006393024.1
OG0007663	g28032	XP_024006239.1
OG0007664	g28031, g36521	XP_006392999.1
OG0007665	g36531	XP_006392976.1
OG0007666	g30893	XP_006418077.1
OG0007667	g54250	XP_006392964.1
OG0007668	g36553	XP_006392953.1
OG0007670	g54274	XP_006392872.1
OG0007671	g50012	XP_006416683.1
OG0007672	g37026	XP_006403358.1
OG0007673	g38482	XP_024014101.1
OG0007674	g37040	XP_006403341.1
OG0007675	g11141	XP_006403338.1
OG0007676	g37065	XP_024003808.1
OG0007677	g51366	XP_024003747.1
OG0007678	g51399	XP_006410531.1
OG0007679	g51400	XP_024016807.1
OG0007680	g51405	XP_006410539.1
OG0007681	g51410	XP_006410545.1
OG0007683	g51447	XP_024003780.1
OG0007684	g37095, g37076	XP_006410603.1
OG0007685	g51471	XP_024016673.1
OG0007686	g10184	XP_006395053.1
OG0007687	g51523	XP_006410705.1
OG0007688	g51539	XP_006410739.1
OG0007689	g49661	XP_006417655.1
OG0007691	g51551	XP_006410760.1
OG0007692	g24128	XP_006413979.1
OG0007693	g47302, g24148	XP_006414000.1
OG0007694	g24155	XP_006414038.1
OG0007695	g17470	XP_006414089.1
OG0007696	g47273	XP_006414101.1
OG0007697	g24191	XP_006414115.1
OG0007698	g17496, g24223	XP_006414155.1
OG0007699	g24226	XP_006414160.1
OG0007700	g47248, g24229	XP_006414169.1
OG0007701	g47240	XP_006414183.1
OG0007702	g24233, g17519	XP_006414184.1
OG0007703	g47238, g24242	XP_006414195.1
OG0007704	g47235	XP_024005509.1
OG0007705	g24246	XP_006414206.1
OG0007707	g10946, g40622	XP_006398331.1
OG0007708	g19323	XP_006403947.1
OG0007709	g2500, g2501, g2499	XP_006403954.1
OG0007710	g2496	XP_024013653.1
OG0007711	g2508	XP_024013722.1
OG0007712	g19341, g2540	XP_006403994.1
OG0007713	g2541	XP_006403996.1
OG0007714	g23884	XP_006413536.1
OG0007715	g23894	XP_006413548.1
OG0007716	g882	XP_024012679.1
OG0007717	g28370, g41222	XP_006401826.1
OG0007718	g878	XP_024011245.1, XP_006401836.1
OG0007719	g41175, g41193	XP_006401921.1
OG0007720	g41163	XP_006401980.1
OG0007722	g1351	XP_006402039.1
OG0007723	g1362, g28300	XP_006402047.1
OG0007724	g6585	XP_006396089.1, XP_006403308.1
OG0007725	g36064, g14326	XP_024016163.1
OG0007726	g14236	XP_006409539.1
OG0007727	g6150	XP_024016525.1
OG0007728	g6139	XP_006409450.1
OG0007729	g6126, g14103	XP_006409415.1
OG0007730	g13716	XP_006409372.1
OG0007731	g14050	XP_024016446.1
OG0007732	g14042	XP_006409334.1
OG0007733	g47487, g23850	XP_006413474.2
OG0007734	g23860	XP_006413492.1
OG0007735	g23858	XP_006413488.1
OG0007736	g23878	XP_006413523.1
OG0007738	g23928	XP_006413600.1
OG0007739	g23933	XP_006413609.1
OG0007740	g23946, g47435	XP_024005479.1
OG0007741	g17294	XP_006413650.2
OG0007742	g47419, g17303	XP_006413670.1
OG0007743	g47413	XP_006413677.1
OG0007744	g40747	XP_024015350.1
OG0007745	g24079	XP_006413916.1
OG0007746	g24075	XP_006413907.1
OG0007747	g47335	XP_006413896.1
OG0007748	g24065	XP_006413888.1
OG0007750	g24063	XP_006413878.1
OG0007751	g47344, g17374	XP_006413863.1
OG0007752	g24008	XP_006413777.1
OG0007753	g47391	XP_006413747.1
OG0007754	g47400	XP_006413737.1
OG0007755	g29023	XP_006400335.1
OG0007756	g19648, g9639	XP_006393862.1
OG0007757	g40262	XP_006397186.1
OG0007758	g37137	XP_006405271.1
OG0007759	g37015	XP_006403367.1
OG0007760	g24355, g2666	XP_006414348.1
OG0007761	g24327	XP_024005512.1
OG0007762	g47179, g24316	XP_006414307.1
OG0007763	g47183	XP_006414303.1
OG0007764	g24307	XP_006414296.1
OG0007765	g7640	XP_006407932.1
OG0007766	g12721	XP_006408556.2
OG0007767	g12716	XP_006408520.2
OG0007768	g7930	XP_006408508.2
OG0007769	g7929	XP_006408507.1
OG0007772	g19643	XP_006393820.1
OG0007773	g19633	XP_006413331.1, XP_006393827.1
OG0007774	g9629	XP_006393831.2
OG0007775	g2476	XP_006403920.1
OG0007776	g11145	XP_006402294.1
OG0007777	g18771	XP_006402298.1
OG0007778	g18768	XP_006402302.1
OG0007779	g18746	XP_006402324.1
OG0007781	g18691	XP_006402377.1
OG0007782	g1768	XP_006402402.1
OG0007783	g1769, g18683	XP_006402403.1
OG0007784	g1776	XP_006402409.1
OG0007785	g1780	XP_024012901.1
OG0007786	g1794	XP_006403729.1, XP_006402429.1
OG0007787	g1815	XP_006402444.1
OG0007788	g1818	XP_006402447.1
OG0007789	g1836	XP_024012896.1
OG0007790	g1844	XP_006409459.1
OG0007792	g1870	XP_006402497.1
OG0007793	g1871	XP_006402499.2
OG0007795	g18803	XP_006402558.2
OG0007797	g18826	XP_006402587.1
OG0007798	g11192	XP_006402609.1
OG0007799	g18859	XP_024012776.1
OG0007800	g52131	XP_006397551.1, XP_006402660.1
OG0007801	g11199	XP_006402662.1
OG0007802	g18879	XP_006402667.1
OG0007803	g2025	XP_006402679.1
OG0007804	g2024	XP_006402682.1
OG0007805	g2021, g18896	XP_006402692.1
OG0007806	g52114	XP_006397504.1
OG0007807	g18909	XP_006402722.1
OG0007808	g18913	XP_006402732.1
OG0007809	g11204	XP_006402743.1
OG0007810	g18920	XP_006402744.1
OG0007811	g18929	XP_006402750.1
OG0007812	g1997	XP_006402757.1
OG0007813	g1989	XP_006402765.1
OG0007814	g2035	XP_024012809.1
OG0007815	g1409	XP_006402140.1
OG0007816	g2122	XP_006402850.1
OG0007817	g18979	XP_024012805.1
OG0007818	g18982, g2118	XP_006402862.1
OG0007819	g2081	XP_006402903.1
OG0007820	g19002, g2071	XP_006402923.2
OG0007821	g2070	XP_006402924.1
OG0007822	g2144	XP_006402982.1
OG0007823	g11265	XP_006403010.1
OG0007824	g10274	XP_024006704.1
OG0007825	g19081	XP_006403452.2
OG0007826	g19048, g2171	XP_006403029.1
OG0007828	g2196	XP_024013435.1
OG0007829	g19141	XP_024013454.1
OG0007830	g36100, g30085	XP_006403553.1
OG0007831	g19151	XP_006403572.1
OG0007832	g2290	XP_024013540.1
OG0007833	g11298, g2292	XP_006403580.1
OG0007834	g19157, g2295	XP_006403587.1
OG0007835	g11300, g2296	XP_024013835.1
OG0007836	g2297	XP_024013541.1
OG0007837	g19159	XP_006403593.1
OG0007838	g11303	XP_006403614.1
OG0007839	g31387	XP_006417228.1
OG0007840	g2327	XP_006403642.1
OG0007841	g19174	XP_006403654.1
OG0007842	g2338	XP_006403668.1
OG0007843	g19191, g2344	XP_006403677.1
OG0007844	g2381	XP_006403722.1, XP_024016099.1
OG0007845	g2389	XP_006403744.1
OG0007846	g2409	XP_006403775.1
OG0007847	g940, g28448	XP_006401641.1
OG0007848	g28445	XP_024011209.1
OG0007849	g28430	XP_006401691.1
OG0007850	g28426, g41291	XP_006401696.1
OG0007851	g28422	XP_024005531.1
OG0007852	g28421	XP_006401709.1
OG0007853	g914	XP_006401723.1
OG0007854	g41275, g913	XP_006401724.1
OG0007855	g24400	XP_006414394.1
OG0007856	g13510	XP_006418732.1
OG0007857	g11701	XP_006418714.1
OG0007858	g13514, g6447	XP_006418711.1
OG0007859	g6421	XP_006418657.1
OG0007860	g35820	XP_006418599.1
OG0007861	g6362	XP_006418553.1
OG0007862	g13594	XP_006396107.1
OG0007863	g44970	XP_006391436.1
OG0007864	g18043	XP_006391441.1
OG0007865	g41818	XP_024012728.1
OG0007866	g41798	XP_024010876.1
OG0007867	g41778	XP_006391501.2
OG0007868	g41777	XP_006391502.1
OG0007869	g13639, g44913	XP_006391291.2
OG0007871	g10106	XP_006394890.1
OG0007872	g44905	XP_006391285.1
OG0007873	g41691	XP_006391283.1
OG0007874	g44904	XP_024011178.1
OG0007875	g41688	XP_006391275.1
OG0007876	g44891	XP_006391251.1
OG0007877	g44885, g41641	XP_006391233.1
OG0007878	g41637	XP_006391228.1
OG0007881	g44867	XP_006391194.2
OG0007882	g44849	XP_006391156.1
OG0007883	g41563	XP_006391147.1
OG0007884	g44842	XP_006391143.1
OG0007885	g6002	XP_006409143.1
OG0007886	g11029	XP_006398114.1
OG0007887	g13949	XP_006409125.1
OG0007888	g13947	XP_006409114.1
OG0007889	g13922, g5971	XP_006409080.1
OG0007890	g16704	XP_006395788.1
OG0007891	g5967	XP_006409069.1
OG0007892	g13903	XP_024015990.1
OG0007893	g38156	XP_006411389.1
OG0007894	g51977	XP_024003999.1
OG0007895	g51974	XP_006411379.1
OG0007896	g51972	XP_006411374.1
OG0007898	g51952	XP_006411345.1
OG0007899	g38146	XP_006411339.1
OG0007900	g51915	XP_006411320.1
OG0007901	g51903	XP_006411310.1
OG0007902	g51868	XP_024003889.1
OG0007904	g37352	XP_006411265.1
OG0007905	g51848	XP_006411256.1
OG0007906	g37339	XP_006411242.1
OG0007908	g51784	XP_006411184.1
OG0007909	g51778	XP_006411176.1
OG0007911	g38125	XP_006411163.1
OG0007912	g51748	XP_006411125.1
OG0007913	g7630	XP_006407916.2
OG0007914	g38109	XP_006411108.2
OG0007915	g37296	XP_024004187.1
OG0007916	g37293	XP_006411102.1
OG0007917	g38108, g37292	XP_006411099.1
OG0007918	g37291	XP_006411098.1
OG0007919	g51738	XP_006411097.1
OG0007920	g51734	XP_006411087.2
OG0007921	g32225	XP_024007863.1
OG0007922	g37264	XP_006404224.2, XP_006411044.1
OG0007923	g51709	XP_024003840.1
OG0007924	g37240, g51689	XP_006410999.1
OG0007925	g51677	XP_006410986.1
OG0007926	g13067	XP_006407616.1
OG0007927	g51665	XP_006410966.1
OG0007928	g51664, g38085	XP_006410965.1
OG0007929	g38081	XP_006410959.1
OG0007930	g51635	XP_006410923.1
OG0007931	g51630	XP_006410900.1
OG0007932	g37196	XP_006410891.1
OG0007933	g37194, g51627	XP_024016761.1
OG0007934	g51619	XP_006410874.1, XP_024004149.1
OG0007935	g40409	XP_006396749.1
OG0007936	g40415, g25654	XP_024010158.1
OG0007937	g18964	XP_006398533.1
OG0007938	g40436	XP_006396694.1
OG0007939	g40441	XP_006396690.1
OG0007940	g40447	XP_006396676.1
OG0007941	g25603	XP_006396766.1
OG0007942	g38528, g50866	XP_006404595.1
OG0007943	g38517	XP_006404640.1
OG0007944	g38508	XP_006404663.1
OG0007945	g50895, g38495	XP_024013884.1
OG0007946	g38486	XP_006404717.1
OG0007947	g38483	XP_024014338.1
OG0007948	g38476	XP_024014143.1
OG0007949	g32257	XP_006415795.1
OG0007950	g38471, g36918	XP_006404740.1
OG0007951	g50906	XP_006404753.1
OG0007952	g50905	XP_006404754.1
OG0007953	g36914	XP_006404783.1
OG0007954	g36912	XP_006404814.2
OG0007955	g38436	XP_006404820.1
OG0007956	g50965	XP_006404868.2
OG0007957	g27289, g38401	XP_006404895.1
OG0007958	g50971	XP_006404912.1
OG0007959	g38304	XP_006408838.2
OG0007960	g51046	XP_006405159.1, XP_006405160.1
OG0007961	g38291	XP_006408789.1
OG0007962	g50984	XP_006404976.1
OG0007963	g51068	XP_024016085.1
OG0007964	g23829	XP_006413415.1
OG0007965	g23830	XP_006413416.1
OG0007966	g47501	XP_006413447.1
OG0007967	g53742	XP_024006350.1
OG0007968	g28176	XP_006393759.1
OG0007969	g53812	XP_024006188.1
OG0007970	g53907	XP_006393710.1
OG0007971	g36168	XP_006406258.1, XP_006395919.1
OG0007972	g50773	XP_024010632.1
OG0007973	g32973	XP_006397465.1
OG0007975	g50756, g32837	XP_006397417.1
OG0007976	g32749	XP_006396076.1
OG0007977	g32742, g50739	XP_006415033.1
OG0007978	g32730	XP_006415050.2
OG0007979	g50717	XP_006415059.1
OG0007980	g50715, g32704	XP_006415063.1
OG0007982	g40274	XP_024009789.1
OG0007983	g40295	XP_006397093.1
OG0007984	g40300	XP_006397084.1
OG0007985	g40333, g25776	XP_006397011.1
OG0007986	g16736	XP_006405943.1
OG0007987	g25690	XP_006396868.1
OG0007988	g40398	XP_006396794.1
OG0007989	g29082	XP_006400460.1
OG0007990	g29092, g4891	XP_006400464.1
OG0007991	g4884	XP_006400469.1
OG0007992	g4872, g29106	XP_006400484.1
OG0007993	g29108	XP_006400490.1
OG0007994	g18530	XP_006394867.1
OG0007995	g4863	XP_006394875.1
OG0007996	g4811	XP_006394915.1
OG0007997	g13818	XP_006408937.1
OG0007998	g5915, g13860	XP_006408949.1
OG0008000	g43231	XP_006398011.1
OG0008001	g37771	XP_006397995.1
OG0008002	g50837	XP_024010819.1
OG0008003	g40306	XP_006397073.1
OG0008004	g37729	XP_006397937.1
OG0008005	g50823	XP_006397928.1
OG0008006	g50818	XP_006397921.1
OG0008007	g37643	XP_006397793.1
OG0008008	g52294	XP_006397791.1
OG0008009	g37642	XP_006397790.1
OG0008010	g37641	XP_024010725.1
OG0008012	g37635	XP_006397759.1
OG0008013	g52283	XP_024010814.1
OG0008014	g37621	XP_006397747.1
OG0008015	g37608	XP_006397721.1
OG0008016	g52196	XP_006397665.1, XP_006414077.2
OG0008017	g37569	XP_006397663.1
OG0008018	g52185, g37563	XP_006397646.1
OG0008019	g52165	XP_024010733.1
OG0008020	g52158	XP_006397580.1
OG0008021	g52157	XP_006397578.1
OG0008022	g52153	XP_006397577.2
OG0008023	g52141	XP_006397562.1
OG0008025	g37479	XP_024016857.1
OG0008026	g52089	XP_006411560.1
OG0008027	g52039	XP_006411480.1
OG0008028	g52031, g37435	XP_024003748.1
OG0008029	g52020	XP_006411464.1
OG0008030	g37409	XP_006411448.1
OG0008031	g38159, g38161, g38163	XP_006411404.1
OG0008032	g37387	XP_006411401.1
OG0008033	g40666	XP_006398384.1
OG0008034	g10889	XP_006398420.2
OG0008035	g40672, g10908	XP_006398395.1
OG0008036	g12710	XP_006408481.1
OG0008037	g7923, g12738	XP_024015667.1
OG0008038	g12741	XP_006408472.1
OG0008039	g7912, g12696	XP_006408460.1
OG0008040	g7901	XP_006408444.1
OG0008041	g5261	XP_006399853.2
OG0008042	g7864, g12681	XP_006408404.1
OG0008043	g7848	XP_006408370.1
OG0008044	g12662	XP_006408346.1
OG0008045	g7832	XP_006408336.1
OG0008046	g12634	XP_006408302.1
OG0008047	g12780	XP_006408281.1
OG0008048	g7813	XP_006408274.1
OG0008049	g12801	XP_006408233.1
OG0008050	g12614, g7794	XP_006408230.1
OG0008051	g7792	XP_006408226.1
OG0008052	g12612, g7790	XP_024015745.1
OG0008053	g7762	XP_024015132.1
OG0008054	g12823	XP_006395014.1
OG0008055	g7733	XP_006408132.1
OG0008056	g12842	XP_006408113.1
OG0008057	g12844	XP_006408109.2
OG0008058	g12857	XP_006408089.1
OG0008059	g7704	XP_006408084.1
OG0008060	g12864	XP_006408072.1
OG0008062	g7682	XP_006408009.2
OG0008063	g7677	XP_006408004.1
OG0008064	g7669	XP_006407994.1
OG0008065	g12921	XP_006407979.1
OG0008066	g10255	XP_024007110.1
OG0008067	g7636, g12930	XP_006407928.1
OG0008068	g7635, g12931	XP_006407927.1
OG0008069	g12938	XP_006407917.1
OG0008070	g7626	XP_006407902.1
OG0008074	g7519	XP_006407721.1
OG0008075	g13015	XP_006407708.1
OG0008076	g13018	XP_006407713.1
OG0008077	g12409	XP_006407710.1
OG0008078	g7510	XP_006407701.1
OG0008079	g13050	XP_006407669.1
OG0008080	g13054, g7484	XP_006407665.1
OG0008081	g7472, g13061	XP_006407642.1
OG0008082	g12387	XP_006407615.1
OG0008083	g13070	XP_024015772.1
OG0008084	g13084	XP_024015061.1
OG0008085	g17410	XP_006413964.1
OG0008086	g12370	XP_006407555.1, XP_024012434.1
OG0008087	g12356	XP_024015707.1
OG0008088	g12355, g7413	XP_006407507.1
OG0008089	g13108	XP_024015657.1
OG0008091	g12331	XP_006407465.1
OG0008092	g12327	XP_006407460.1
OG0008094	g12320	XP_006407438.1
OG0008095	g12319	XP_006407436.1
OG0008096	g7364	XP_006407422.1
OG0008097	g7363	XP_006407421.1
OG0008098	g13124	XP_024015780.1
OG0008099	g13125, g7350	XP_006407406.1
OG0008100	g7343	XP_006407391.1
OG0008101	g12297, g13129	XP_006407390.1
OG0008102	g7334	XP_006407376.1
OG0008103	g7318	XP_006407349.2
OG0008104	g12286	XP_006407342.1
OG0008105	g7309, g13140	XP_006407330.1
OG0008106	g7295	XP_006407314.1
OG0008107	g7293	XP_006407312.1
OG0008108	g12272	XP_006407311.1
OG0008109	g13145, g7290	XP_006407305.1
OG0008110	g12255, g13152	XP_006407276.1
OG0008111	g7264	XP_006407270.1
OG0008112	g13160	XP_006407252.1
OG0008113	g12243	XP_006407241.2
OG0008114	g7237	XP_006407219.1
OG0008115	g13201	XP_006407159.1
OG0008116	g7205	XP_006407153.1
OG0008117	g12210, g7198	XP_024015355.1
OG0008118	g13207	XP_006407135.2
OG0008119	g13210, g7189	XP_024014932.1
OG0008120	g7173, g12194	XP_006407105.1
OG0008122	g12180, g7163	XP_006407083.1
OG0008123	g7143, g12162	XP_006407042.1
OG0008125	g12151, g7119	XP_006407016.1
OG0008126	g12150, g7118	XP_006407015.1
OG0008127	g12138	XP_006406962.1
OG0008128	g12115	XP_006406937.1
OG0008129	g7063, g13244	XP_006406934.1
OG0008131	g7057, g12108	XP_006406916.1
OG0008132	g12102	XP_024015454.1
OG0008133	g7038, g12096	XP_006406868.1
OG0008134	g7020	XP_006406849.1
OG0008136	g7004, g13262	XP_006406829.1
OG0008137	g6996, g12073	XP_024014848.1
OG0008138	g12058, g6978	XP_006406773.1
OG0008139	g6954	XP_006406743.1
OG0008140	g6949	XP_006406738.1
OG0008141	g13287, g12046	XP_006406726.1
OG0008142	g6941	XP_006406725.1
OG0008143	g6919	XP_006406689.1
OG0008146	g12027	XP_006406669.1
OG0008147	g6905	XP_006406653.1
OG0008149	g6882	XP_006406616.1
OG0008150	g13310	XP_006406590.1
OG0008151	g13315, g11995	XP_006406576.1
OG0008152	g16918, g23266	XP_006412516.1, XP_006412468.1
OG0008153	g13320	XP_006406569.1
OG0008154	g6853	XP_006406559.1
OG0008155	g6850	XP_006406556.1
OG0008156	g6825, g11974	XP_006406532.1
OG0008157	g11962	XP_006406518.1
OG0008158	g13337	XP_006406499.1
OG0008159	g13338, g6799	XP_006406497.1
OG0008160	g6793	XP_006406487.1
OG0008161	g22882	XP_006411940.1
OG0008162	g16759	XP_024014579.1, XP_024014759.1
OG0008163	g6750	XP_006406406.1
OG0008164	g47191	XP_006414286.1
OG0008165	g6719, g25984	XP_024015384.1
OG0008167	g11888	XP_006406335.1
OG0008168	g6692	XP_006406325.1
OG0008169	g11879	XP_006406308.1
OG0008170	g6686	XP_006406304.1
OG0008171	g896	XP_006401766.1
OG0008172	g41227	XP_006401804.1
OG0008173	g888	XP_006401794.1
OG0008174	g46691	XP_006405605.1
OG0008175	g46726	XP_006395256.1, XP_006405686.1
OG0008176	g46819	XP_006405902.1
OG0008177	g10301	XP_006395230.1
OG0008178	g11750	XP_006418851.1
OG0008179	g6515	XP_006406004.1
OG0008180	g13470	XP_024014897.1
OG0008181	g11761	XP_006406049.1
OG0008182	g11768	XP_024015321.1
OG0008183	g24515	XP_006414671.1
OG0008185	g6564	XP_006406121.1
OG0008186	g13434	XP_006406132.1
OG0008187	g13425	XP_006406158.1
OG0008188	g11820, g6591	XP_006406179.1
OG0008190	g6596, g13410	XP_006406205.1
OG0008191	g6595	XP_006406203.1
OG0008192	g13406, g11844	XP_006406211.1
OG0008193	g10775	XP_006395872.1
OG0008194	g11867	XP_006406265.2
OG0008195	g6672	XP_006406271.1
OG0008196	g6673	XP_006406274.1
OG0008197	g23421	XP_006412730.1
OG0008198	g23422	XP_006412731.1
OG0008199	g47734, g23425	XP_006412734.1
OG0008200	g23427	XP_006412737.1
OG0008201	g23435, g23431	XP_006412749.1
OG0008202	g23439	XP_006412761.1
OG0008203	g47724	XP_006412777.1
OG0008204	g23453	XP_024005331.1
OG0008205	g44976	XP_024008570.1
OG0008206	g45041	XP_006391329.1
OG0008207	g45049	XP_006391520.1
OG0008208	g45140	XP_006397390.1
OG0008209	g43701	XP_006391601.1
OG0008210	g43827	XP_006392532.1
OG0008211	g43893	XP_006392500.1
OG0008212	g41134	XP_006392494.1
OG0008213	g41135	XP_006392492.1
OG0008214	g41730, g41445	XP_024012638.1
OG0008215	g29073	XP_006400438.1
OG0008216	g29060	XP_006400407.1
OG0008217	g29047	XP_006400399.1
OG0008218	g4921	XP_024012395.1
OG0008219	g29036	XP_006400371.1
OG0008221	g25107, g25018	XP_006395917.2
OG0008222	g10224	XP_006395131.1
OG0008223	g10261	XP_024013234.1, XP_024007509.1
OG0008224	g19242	XP_006403799.1
OG0008225	g19258	XP_006403809.1
OG0008226	g19262	XP_006403813.1
OG0008227	g2417	XP_006403820.1
OG0008228	g11335, g2426	XP_006403839.2
OG0008229	g19285	XP_006403866.1
OG0008230	g2460	XP_006403885.2
OG0008231	g19294	XP_006403887.1
OG0008232	g19295	XP_006403895.1
OG0008233	g19306	XP_006403907.1
OG0008234	g19322	XP_006403945.2
OG0008235	g49277, g26856, g30725	XP_006418500.1
OG0008236	g30769, g49346	XP_006418386.1
OG0008238	g30772	XP_006418339.1
OG0008239	g49378	XP_006418326.1
OG0008240	g30796, g49390	XP_006418297.1
OG0008242	g49402	XP_006418263.1
OG0008243	g26903	XP_006418259.1
OG0008245	g30815	XP_006418247.1
OG0008246	g30818, g49414	XP_006418242.1
OG0008248	g30833	XP_006418222.1
OG0008249	g30834, g26920	XP_006418221.1
OG0008250	g49427	XP_006418208.1
OG0008251	g49430	XP_006418200.1
OG0008252	g49437	XP_006418183.1
OG0008253	g30845	XP_024008864.1
OG0008254	g49445	XP_006418156.1
OG0008255	g47497	XP_024005402.1
OG0008256	g30871	XP_006418129.1
OG0008257	g49456	XP_006418117.1
OG0008258	g26939, g30877	XP_006418116.1
OG0008259	g30899, g49469	XP_006418086.2, XP_024012220.1
OG0008260	g30906	XP_006418069.1
OG0008261	g30924	XP_006418044.2
OG0008262	g49492	XP_006418036.1
OG0008263	g30927, g49493	XP_006418030.1
OG0008264	g30930	XP_024008242.1
OG0008265	g49500	XP_006418023.1
OG0008266	g30952	XP_006417992.1
OG0008267	g49515	XP_024008961.1
OG0008268	g49517	XP_006417979.1
OG0008269	g26963	XP_006417978.1
OG0008270	g49527	XP_024008905.1
OG0008271	g49532, g30974	XP_006417960.2
OG0008272	g26970	XP_006417945.1
OG0008273	g30997, g26975	XP_006417924.1
OG0008274	g26977, g31003	XP_006417913.1
OG0008275	g49552	XP_006417880.1
OG0008276	g31025	XP_006396961.1
OG0008277	g49561	XP_006417850.1
OG0008278	g27001	XP_006417827.1
OG0008279	g31050	XP_024008630.1
OG0008280	g31055	XP_006417818.1
OG0008281	g27004, g31056	XP_006417816.1
OG0008282	g49583	XP_006417780.1
OG0008283	g31107	XP_024008088.1
OG0008284	g49613	XP_006417713.1
OG0008285	g31124, g49672	XP_006417677.1
OG0008286	g31126, g49671	XP_024008249.1
OG0008287	g31128	XP_006417668.1
