Orthogroup	Cochlearia_excelsa	Cardamine_hirsuta
OG0010411	g10204, g4784	CARHR182340
OG0010412	g4640, g10199	CARHR182230
OG0010413	g41149	CARHR258800
OG0010414	g41164	CARHR264190
OG0010415	g28357, g41198, g41182	CARHR264930
OG0010416	g28374, g41225	CARHR265480
OG0010417	g41247	CARHR265910
OG0010418	g39322, g39317, g28626	CARHR271010
OG0010419	g19644	CARHR281210
OG0010422	g27627	CARHR026960
OG0010424	g23093, g23089	CARHR289140
OG0010426	g10380	CARHR152090
OG0010437	g23393	CARHR238380
OG0010438	g23390	CARHR238410
OG0010440	g23389	CARHR238450
OG0010441	g23383	CARHR238530
OG0010442	g47755	CARHR238600
OG0010443	g38311	CARHR115430
OG0010444	g47452	CARHR230180
OG0010445	g19545	CARHR155180
OG0010446	g19426	CARHR157400
OG0010447	g19422	CARHR157330
OG0010448	g19419	CARHR157230
OG0010449	g19464, g19465	CARHR157160
OG0010450	g2758	CARHR156700
OG0010451	g19485	CARHR156880
OG0010452	g2728	CARHR156920
OG0010453	g2746	CARHR156490
OG0010454	g10822	CARHR143680
OG0010455	g10765	CARHR144270
OG0010456	g10724, g13694	CARHR144880
OG0010457	g1510	CARHR144560
OG0010458	g10756	CARHR292390, CARHR144390
OG0010459	g46673	CARHR261580
OG0010460	g46677, g16844	CARHR261730
OG0010461	g41491	CARHR195050
OG0010462	g32267, g4955, g4953	CARHR195330
OG0010463	g29012	CARHR195380
OG0010464	g28991	CARHR195560
OG0010465	g28988	CARHR195660
OG0010466	g29129	CARHR195710
OG0010467	g29136	CARHR195810
OG0010468	g29141	CARHR195870
OG0010469	g4999	CARHR195990
OG0010470	g26993	CARHR006580
OG0010471	g29176	CARHR216530
OG0010472	g45738	CARHR196520
OG0010473	g45735	CARHR196710
OG0010474	g45734, g5043	CARHR196730
OG0010475	g5047	CARHR196880
OG0010476	g45721	CARHR113410, CARHR152480, CARHR197120
OG0010477	g5061	CARHR197140
OG0010478	g45717	CARHR197250
OG0010479	g51469	CARHR128900
OG0010480	g29245	CARHR197870
OG0010481	g5114	CARHR197890
OG0010482	g45681	CARHR198220
OG0010483	g38328	CARHR053450, CARHR198440
OG0010485	g5169	CARHR198580
OG0010486	g29292, g5175	CARHR198610
OG0010487	g29300, g5178	CARHR198680
OG0010488	g24577	CARHR219920
OG0010489	g5193	CARHR198970
OG0010490	g29330	CARHR199530
OG0010491	g29335	CARHR199630
OG0010492	g29336	CARHR199640
OG0010493	g5242	CARHR199650
OG0010494	g5253	CARHR199740
OG0010495	g5257	CARHR199780
OG0010496	g29348	CARHR199920
OG0010497	g29353	CARHR199970
OG0010498	g29370, g53780	CARHR200270
OG0010499	g5286	CARHR200280
OG0010500	g5295	CARHR200460
OG0010501	g29389	CARHR200540
OG0010502	g50577	CARHR051620
OG0010503	g5302	CARHR200600
OG0010504	g45859	CARHR284310
OG0010505	g5314	CARHR200820
OG0010506	g5317	CARHR200870
OG0010507	g29406	CARHR200990
OG0010508	g5327	CARHR201020
OG0010509	g5345	CARHR201330
OG0010510	g5347	CARHR201340
OG0010511	g45574	CARHR201510
OG0010512	g29438	CARHR201670
OG0010513	g5369	CARHR201710
OG0010514	g5372, g45568, g29445	CARHR201770
OG0010515	g5385	CARHR202140
OG0010517	g29473, g45556	CARHR202370
OG0010518	g5395	CARHR202390
OG0010519	g45538	CARHR202850
OG0010520	g29500	CARHR202890
OG0010521	g5418	CARHR202970, CARHR202960, CARHR202980
OG0010522	g5428	CARHR203190
OG0010523	g5445	CARHR203550
OG0010524	g29548	CARHR203650
OG0010525	g45518, g5451	CARHR203790, CARHR069350
OG0010526	g29558	CARHR203900
OG0010527	g5456	CARHR203980
OG0010528	g29564	CARHR204030
OG0010529	g13533	CARHR102200
OG0010530	g6626	CARHR097680
OG0010531	g29580	CARHR204500
OG0010532	g29582	CARHR204520
OG0010533	g5499	CARHR204580
OG0010534	g45500	CARHR204640
OG0010535	g29587	CARHR204650
OG0010537	g5525	CARHR205230
OG0010538	g29609	CARHR205380
OG0010539	g29619, g29620	CARHR205550
OG0010540	g39623	CARHR251290
OG0010541	g39626, g25492	CARHR251310
OG0010542	g39628	CARHR251380
OG0010543	g25503	CARHR251570
OG0010544	g45194	CARHR251590
OG0010545	g25507	CARHR251580
OG0010546	g39636	CARHR251620
OG0010547	g39642	CARHR251720
OG0010548	g25515	CARHR251750
OG0010549	g23796	CARHR232500
OG0010550	g23800	CARHR232470
OG0010552	g47523	CARHR232170
OG0010553	g40150	CARHR119210, CARHR119110
OG0010554	g40148	CARHR119150
OG0010555	g40142	CARHR119330
OG0010556	g40122	CARHR119760, CARHR119750
OG0010557	g40108	CARHR120040
OG0010558	g37803	CARHR120270
OG0010559	g37810	CARHR120460
OG0010560	g40085	CARHR120500
OG0010561	g40082	CARHR120530
OG0010562	g40078	CARHR120640
OG0010563	g40059	CARHR121090
OG0010564	g40057	CARHR121160
OG0010565	g43769	CARHR121290
OG0010566	g40032	CARHR121390
OG0010567	g39976	CARHR121630
OG0010568	g40010, g51114	CARHR122070
OG0010569	g37870	CARHR122460
OG0010570	g40018	CARHR122470
OG0010571	g39969	CARHR122900
OG0010572	g39961	CARHR123130
OG0010574	g39912	CARHR123930
OG0010575	g39897	CARHR124180
OG0010576	g50891	CARHR113230, CARHR109820
OG0010577	g51230	CARHR124450
OG0010578	g51231	CARHR124480
OG0010579	g39876	CARHR124570
OG0010581	g39858	CARHR124810
OG0010582	g39836	CARHR125170
OG0010583	g51264	CARHR125410
OG0010584	g37915	CARHR125490
OG0010586	g51278	CARHR125690
OG0010587	g39815	CARHR125880
OG0010588	g38282	CARHR118450
OG0010590	g51305, g35972	CARHR126440
OG0010591	g39797	CARHR126240
OG0010593	g39794	CARHR126170
OG0010594	g51315	CARHR126740
OG0010595	g51319	CARHR126830
OG0010596	g39763	CARHR126880, CARHR126890
OG0010597	g39759	CARHR126940
OG0010598	g39742	CARHR127440
OG0010599	g46867	CARHR180120
OG0010600	g18344	CARHR294330
OG0010601	g46869	CARHR006240
OG0010602	g39703	CARHR179550
OG0010603	g39678	CARHR179100
OG0010604	g39668	CARHR251990
OG0010605	g3053	CARHR251970
OG0010606	g39650	CARHR251950, CARHR251870
OG0010607	g7745	CARHR251830
OG0010608	g39647	CARHR251790
OG0010609	g36268	CARHR037490
OG0010610	g28113	CARHR037340
OG0010611	g36264	CARHR037330
OG0010612	g53987	CARHR036900
OG0010613	g32291, g50420	CARHR134170
OG0010614	g36194	CARHR036350
OG0010615	g50430	CARHR027200
OG0010616	g32313	CARHR027550
OG0010617	g50456	CARHR027740
OG0010618	g50467	CARHR027890
OG0010619	g32353	CARHR027950
OG0010620	g50488	CARHR028020
OG0010621	g32373	CARHR028250
OG0010622	g32404, g32403	CARHR028950
OG0010623	g32410, g27688	CARHR029030
OG0010624	g27691	CARHR029580, CARHR029570
OG0010625	g32422	CARHR029490
OG0010626	g32430	CARHR029390
OG0010627	g32443, g50523	CARHR029310
OG0010630	g32451	CARHR029650
OG0010631	g50531	CARHR029760
OG0010632	g27703	CARHR029880
OG0010633	g32470	CARHR029890
OG0010634	g16766	CARHR212610
OG0010636	g50567	CARHR030340
OG0010637	g32509	CARHR030500
OG0010638	g50571, g24905	CARHR030540, CARHR005150
OG0010639	g27757	CARHR030610
OG0010640	g27756	CARHR030660
OG0010641	g27735	CARHR286980
OG0010642	g32533	CARHR031050
OG0010645	g50615	CARHR031210
OG0010646	g50618, g32548	CARHR031290
OG0010647	g27769	CARHR031480
OG0010649	g50634	CARHR031730
OG0010650	g17521, g50648	CARHR031930
OG0010651	g50656	CARHR032040, CARHR032050
OG0010652	g32631	CARHR032060
OG0010653	g32633	CARHR032080
OG0010654	g10705	CARHR145110
OG0010655	g10695	CARHR145240
OG0010656	g10693	CARHR145260
OG0010657	g37461	CARHR137830
OG0010658	g1526	CARHR145440
OG0010659	g1529	CARHR145490
OG0010660	g10661	CARHR145840
OG0010661	g40	CARHR280980
OG0010663	g9652	CARHR280820
OG0010664	g9661	CARHR280760
OG0010665	g60	CARHR280700
OG0010666	g67	CARHR280510
OG0010667	g72	CARHR280440
OG0010668	g73	CARHR280430
OG0010669	g75	CARHR280400
OG0010670	g88	CARHR280220
OG0010673	g25854	CARHR260360
OG0010674	g9692	CARHR279840
OG0010675	g130	CARHR279760
OG0010676	g132	CARHR279740
OG0010677	g9700	CARHR279630
OG0010679	g9710	CARHR215690, CARHR279470
OG0010680	g9722	CARHR279150
OG0010681	g187	CARHR293730
OG0010682	g9746	CARHR278760
OG0010683	g208	CARHR278710
OG0010684	g215	CARHR278600
OG0010685	g236	CARHR278310
OG0010686	g9774	CARHR278200
OG0010687	g246	CARHR278110
OG0010688	g9781	CARHR278090
OG0010689	g9790	CARHR277940
OG0010690	g260	CARHR277870
OG0010691	g268	CARHR277770
OG0010692	g271	CARHR277730
OG0010693	g9800	CARHR277720
OG0010694	g9801	CARHR277680
OG0010695	g297, g9815	CARHR277310
OG0010696	g302	CARHR277230
OG0010697	g14048	CARHR212500
OG0010698	g9844	CARHR276510
OG0010699	g345	CARHR276390
OG0010700	g354, g9853	CARHR276310
OG0010701	g9867, g368	CARHR276030
OG0010702	g9870	CARHR275930
OG0010703	g9885	CARHR275520
OG0010704	g408	CARHR275430
OG0010705	g424	CARHR275140
OG0010706	g453, g9950	CARHR274500
OG0010707	g469	CARHR204870, CARHR190340
OG0010709	g471	CARHR190300
OG0010710	g18634	CARHR266750
OG0010711	g9961, g488	CARHR190100
OG0010712	g18586	CARHR189950
OG0010713	g29723	CARHR207760
OG0010714	g508	CARHR189670
OG0010715	g513	CARHR189560
OG0010716	g514	CARHR189540
OG0010718	g18573	CARHR189450
OG0010719	g9998	CARHR189340
OG0010720	g10014	CARHR188960
OG0010721	g10017	CARHR188950
OG0010722	g18568	CARHR188900
OG0010724	g35793, g18566	CARHR188790
OG0010725	g10027, g568	CARHR188570
OG0010726	g604	CARHR187850
OG0010727	g607	CARHR187790
OG0010728	g10065, g608	CARHR187780
OG0010729	g13536	CARHR102260
OG0010730	g622	CARHR187540
OG0010731	g10086, g623	CARHR187520
OG0010732	g29120	CARHR193400
OG0010733	g29110	CARHR193590
OG0010734	g28982	CARHR193280
OG0010737	g41412	CARHR192780
OG0010738	g41411	CARHR192770
OG0010739	g701	CARHR192760
OG0010741	g28949	CARHR192650
OG0010742	g715	CARHR192510
OG0010743	g28927	CARHR192210
OG0010744	g28922	CARHR192120
OG0010746	g41381	CARHR191920
OG0010747	g755	CARHR191770
OG0010748	g760	CARHR191690
OG0010749	g763	CARHR191650
OG0010750	g41369, g28898	CARHR191640
OG0010751	g28895	CARHR191580
OG0010752	g768	CARHR191520
OG0010753	g28877	CARHR191270
OG0010754	g790, g43749	CARHR191220
OG0010755	g796	CARHR191100
OG0010756	g28867, g41356	CARHR191040
OG0010757	g800	CARHR191030
OG0010758	g802	CARHR151360
OG0010759	g41353	CARHR190970
OG0010760	g41351	CARHR190770
OG0010761	g28849	CARHR274440
OG0010762	g844	CARHR274160
OG0010763	g846	CARHR274110
OG0010764	g41321	CARHR274040
OG0010765	g51884	CARHR135530
OG0010766	g1276	CARHR273090
OG0010767	g28746	CARHR266600, CARHR273020
OG0010768	g28742	CARHR285850
OG0010769	g28741	CARHR285840
OG0010770	g39236, g1273, g28732	CARHR285800
OG0010771	g39237, g1270	CARHR060400, CARHR285790
OG0010772	g28708	CARHR285340
OG0010773	g39255	CARHR285250
OG0010774	g1235	CARHR285190
OG0010775	g1224	CARHR272740
OG0010777	g28716	CARHR272640
OG0010778	g1163	CARHR272190
OG0010779	g28696	CARHR272070
OG0010780	g28695	CARHR272050
OG0010781	g28694	CARHR272060
OG0010782	g28689	CARHR271990
OG0010783	g28685	CARHR271910
OG0010784	g28677	CARHR271810
OG0010785	g28680	CARHR271840
OG0010786	g28679	CARHR271830
OG0010788	g28667	CARHR271670
OG0010789	g28661	CARHR271560
OG0010790	g1136	CARHR271530
OG0010791	g1134	CARHR271500
OG0010792	g28655	CARHR271460
OG0010793	g39304	CARHR271250
OG0010794	g28625	CARHR271000
OG0010795	g39331	CARHR270670
OG0010796	g1083	CARHR270510
OG0010797	g39338	CARHR270490
OG0010798	g1076	CARHR152790
OG0010800	g39355	CARHR269580
OG0010801	g28544	CARHR269490, CARHR054630
OG0010802	g1043	CARHR269420
OG0010803	g28527	CARHR269040
OG0010804	g39365	CARHR269020
OG0010805	g39366	CARHR268910
OG0010806	g45997	CARHR065370
OG0010808	g1012	CARHR268730
OG0010809	g998	CARHR268510
OG0010810	g28505	CARHR268450
OG0010812	g28495, g983	CARHR268250
OG0010813	g2647	CARHR157890
OG0010814	g2676	CARHR157770
OG0010815	g19438	CARHR157640
OG0010816	g28449	CARHR267100
OG0010817	g946	CARHR267330
OG0010818	g39432	CARHR267390
OG0010819	g955	CARHR267640
OG0010820	g39556	CARHR250490
OG0010821	g41148	CARHR287080
OG0010822	g25469	CARHR250730
OG0010823	g39590	CARHR250840
OG0010824	g39591	CARHR250850
OG0010825	g39601	CARHR250980
OG0010826	g25479	CARHR251010
OG0010827	g39605	CARHR251060
OG0010828	g29639	CARHR205880
OG0010829	g45474	CARHR036420
OG0010830	g32211	CARHR026200, CARHR026220, CARHR026230
OG0010831	g45468	CARHR206130
OG0010832	g45466	CARHR206160
OG0010833	g5576	CARHR206170
OG0010834	g5580	CARHR206230
OG0010835	g45462, g29655	CARHR206350
OG0010836	g29669	CARHR206620
OG0010837	g29690	CARHR206960
OG0010838	g45449	CARHR206940
OG0010839	g45446	CARHR153190, CARHR206840
OG0010840	g5613	CARHR206820
OG0010842	g29724	CARHR207770
OG0010843	g29725	CARHR290790, CARHR207780
OG0010844	g5639	CARHR207850
OG0010845	g5643	CARHR207920
OG0010847	g29757	CARHR208260
OG0010848	g5656	CARHR208310
OG0010849	g45414, g40769	CARHR208470
OG0010850	g38396	CARHR118160
OG0010851	g5684	CARHR208790
OG0010852	g27583	CARHR025120
OG0010853	g45395, g5693	CARHR208950
OG0010855	g29820	CARHR209530, CARHR208850, CARHR208870
OG0010856	g29821	CARHR208840, CARHR209560
OG0010857	g5720	CARHR209670
OG0010858	g5733	CARHR209920
OG0010860	g29839	CARHR040510
OG0010861	g5756	CARHR210230
OG0010862	g45341	CARHR210600
OG0010863	g45337	CARHR210660
OG0010864	g45329	CARHR210780
OG0010865	g45317	CARHR210820
OG0010866	g5793	CARHR211130
OG0010868	g5797	CARHR211220
OG0010869	g45302, g5801	CARHR211350
OG0010871	g45300	CARHR211480
OG0010872	g5818	CARHR211610
OG0010873	g45290	CARHR211670
OG0010874	g5845	CARHR211970
OG0010875	g5863	CARHR212180
OG0010876	g3249	CARHR212250
OG0010877	g39333, g45282	CARHR212310
OG0010878	g16836	CARHR261410
OG0010879	g16834	CARHR261360
OG0010880	g46657, g16808	CARHR213430
OG0010881	g16800	CARHR213220
OG0010882	g16787	CARHR212970
OG0010883	g16784	CARHR212910
OG0010884	g16779, g16781	CARHR287630
OG0010885	g23993	CARHR046110
OG0010886	g46621	CARHR212480
OG0010887	g44269	CARHR143590, CARHR212390
OG0010888	g13829	CARHR262750, CARHR074700, CARHR262770
OG0010889	g44264	CARHR074670
OG0010890	g13598	CARHR074190
OG0010891	g46581	CARHR074820
OG0010892	g46560	CARHR073820
OG0010893	g46548	CARHR073650
OG0010894	g44312	CARHR073340
OG0010895	g46518	CARHR073020
OG0010896	g44343	CARHR072700
OG0010897	g2873, g19551	CARHR155250
OG0010898	g44354	CARHR072180
OG0010899	g18286	CARHR246240
OG0010900	g46450	CARHR071920
OG0010901	g46436	CARHR071750
OG0010902	g46431	CARHR071690
OG0010903	g46417	CARHR071550
OG0010904	g46415	CARHR071530
OG0010905	g46393	CARHR071350
OG0010906	g14076	CARHR071230
OG0010907	g46374	CARHR071110
OG0010908	g44363	CARHR070910, CARHR070950
OG0010909	g46353	CARHR070890
OG0010910	g46337	CARHR070730
OG0010911	g46322	CARHR070570
OG0010912	g46289	CARHR070130
OG0010914	g11548	CARHR153710
OG0010915	g44407	CARHR069840
OG0010916	g38395	CARHR118020
OG0010918	g26900	CARHR002120
OG0010919	g46229	CARHR069100
OG0010920	g44468, g46193	CARHR068670
OG0010921	g44479	CARHR068490
OG0010922	g46182	CARHR068440, CARHR068450
OG0010923	g14024, g6086	CARHR107660
OG0010924	g14023	CARHR107670
OG0010925	g14008	CARHR107880
OG0010926	g6814	CARHR094700
OG0010927	g28483	CARHR267800
OG0010928	g2729	CARHR156160
OG0010929	g19513, g2731	CARHR156180
OG0010930	g27970, g5	CARHR046060
OG0010931	g54382, g54377, g54381	CARHR045820
OG0010932	g27984	CARHR044950
OG0010933	g36683	CARHR044440
OG0010934	g28143	CARHR036120
OG0010935	g28000	CARHR044000
OG0010936	g36659	CARHR043910
OG0010937	g54298	CARHR043760
OG0010938	g54296, g36633	CARHR043690
OG0010939	g36610	CARHR043410
OG0010940	g38281	CARHR118440
OG0010942	g37149	CARHR130370
OG0010943	g37156	CARHR130450
OG0010944	g38029	CARHR130460
OG0010946	g51587	CARHR130770
OG0010947	g51599	CARHR130920
OG0010948	g19594	CARHR150920
OG0010949	g11449	CARHR151120
OG0010950	g3138	CARHR104350
OG0010952	g17890	CARHR217090
OG0010953	g13527, g46864	CARHR216920
OG0010954	g41249	CARHR265920
OG0010955	g1421	CARHR258460
OG0010956	g1455	CARHR258760
OG0010957	g17920	CARHR286850
OG0010958	g46977	CARHR218670
OG0010959	g24705	CARHR218870
OG0010960	g47002	CARHR219170
OG0010961	g24579	CARHR219860
OG0010962	g17777	CARHR220020, CARHR220010
OG0010963	g13596	CARHR103900
OG0010964	g17756	CARHR220300
OG0010965	g24539	CARHR220450, CARHR220440
OG0010966	g47038	CARHR220180
OG0010967	g47057	CARHR220830
OG0010968	g47078	CARHR221340
OG0010969	g46714	CARHR263390
OG0010970	g47083	CARHR221540
OG0010971	g1594	CARHR147580
OG0010972	g47092	CARHR221910
OG0010973	g24466	CARHR221960
OG0010974	g24457	CARHR222200
OG0010975	g17647	CARHR290010
OG0010976	g27499	CARHR022120
OG0010977	g1461	CARHR258820
OG0010978	g24407	CARHR290420
OG0010979	g24403	CARHR290520
OG0010980	g24410	CARHR290380
OG0010981	g46025	CARHR065940
OG0010984	g44572	CARHR066420
OG0010986	g44564, g46068	CARHR066580
OG0010987	g46076	CARHR066610
OG0010988	g46083	CARHR066730
OG0010989	g51550	CARHR130140
OG0010990	g46095	CARHR066890
OG0010991	g46098	CARHR066920
OG0010992	g46101	CARHR066960
OG0010993	g44555	CARHR067040
OG0010994	g46109	CARHR067090
OG0010995	g44544	CARHR067300
OG0010996	g46131	CARHR067500
OG0010997	g44532	CARHR067650
OG0010998	g17987	CARHR067730
OG0010999	g44520	CARHR067740
OG0011001	g44497	CARHR068160
OG0011002	g46169	CARHR068180
OG0011003	g46170	CARHR068190
OG0011004	g44826	CARHR061370
OG0011005	g44821	CARHR061470
OG0011006	g45770	CARHR061890
OG0011007	g45776	CARHR061940, CARHR061930
OG0011009	g44773	CARHR062100
OG0011010	g36055	CARHR286840
OG0011011	g23532, g17026	CARHR236500
OG0011013	g23523, g23522	CARHR236640
OG0011014	g23513	CARHR236720
OG0011015	g23509	CARHR236800
OG0011016	g17016	CARHR236810
OG0011017	g11645	CARHR102920
OG0011019	g40792	CARHR047640
OG0011020	g50758, g40793	CARHR047610
OG0011021	g44261	CARHR047410
OG0011022	g40803	CARHR047050
OG0011023	g40804	CARHR047030
OG0011024	g1737, g43525	CARHR047020
OG0011025	g16871	CARHR262220
OG0011026	g16859	CARHR102570
OG0011027	g16855	CARHR102620
OG0011028	g16852	CARHR261970
OG0011029	g16853	CARHR261930
OG0011030	g16850	CARHR261960
OG0011031	g4318	CARHR261910
OG0011032	g18099	CARHR222340
OG0011033	g10359	CARHR292480
OG0011034	g10442	CARHR149650
OG0011035	g10415	CARHR292520
OG0011036	g3435	CARHR152720
OG0011037	g10458	CARHR149260
OG0011038	g10498	CARHR040910
OG0011040	g10527	CARHR148200
OG0011041	g10551	CARHR147810
OG0011042	g10558	CARHR147660
OG0011043	g10567	CARHR147500
OG0011045	g10588	CARHR147090
OG0011046	g10602	CARHR146860
OG0011047	g1579	CARHR146800
OG0011049	g1572	CARHR288560
OG0011050	g10621	CARHR288550
OG0011051	g44735, g44730	CARHR062800
OG0011053	g44747	CARHR028160
OG0011054	g45809	CARHR062550
OG0011055	g45805	CARHR062500
OG0011056	g44762	CARHR062380, CARHR062370
OG0011060	g10956	CARHR175650
OG0011061	g40228	CARHR259680
OG0011062	g40598	CARHR175870
OG0011063	g40205	CARHR259340
OG0011064	g40595	CARHR175940
OG0011065	g40589	CARHR176020
OG0011066	g40581	CARHR176150
OG0011067	g40574	CARHR176280
OG0011068	g10978, g40570	CARHR176430
OG0011071	g40556	CARHR176680
OG0011072	g10984	CARHR176690
OG0011073	g10985	CARHR176700
OG0011074	g45083	CARHR057110
OG0011075	g28077	CARHR039540
OG0011076	g2030	CARHR170050
OG0011077	g54148	CARHR039760
OG0011078	g36410, g54152	CARHR039860
OG0011079	g36413	CARHR039940
OG0011080	g28064	CARHR040000
OG0011081	g36428, g28062	CARHR040140
OG0011082	g28055	CARHR040480
OG0011083	g28053	CARHR040540
OG0011084	g54199	CARHR040710
OG0011085	g36460	CARHR040720
OG0011086	g54198	CARHR040810
OG0011087	g28049	CARHR040830
OG0011088	g36164	CARHR040970
OG0011089	g36482	CARHR041010
OG0011090	g36487	CARHR041150
OG0011091	g36489	CARHR041190
OG0011092	g28040	CARHR041380
OG0011093	g28034	CARHR041540
OG0011094	g54216	CARHR041730
OG0011095	g36514	CARHR041800
OG0011096	g54230	CARHR041910
OG0011097	g28027	CARHR042040, CARHR042030
OG0011098	g54249	CARHR042120
OG0011099	g54262	CARHR042490
OG0011101	g36571	CARHR042560, CARHR260380
OG0011102	g37030	CARHR181730
OG0011103	g49150	CARHR181740
OG0011104	g37033	CARHR181470
OG0011105	g37960	CARHR127550
OG0011106	g51367	CARHR127580
OG0011107	g51368	CARHR127590
OG0011108	g51391	CARHR127840
OG0011109	g51394, g37074, g37967	CARHR127850
OG0011110	g37075	CARHR128020
OG0011111	g51404	CARHR128000
OG0011112	g51406	CARHR128040
OG0011113	g23749, g37087	CARHR128360
OG0011114	g37079	CARHR128620
OG0011115	g37078	CARHR128630
OG0011116	g51455	CARHR128680
OG0011117	g51457	CARHR128720
OG0011118	g51462	CARHR128830
OG0011119	g37983	CARHR128880
OG0011120	g51476	CARHR128980
OG0011121	g38000	CARHR129440
OG0011122	g37132	CARHR129460
OG0011123	g1506	CARHR144330
OG0011124	g24124	CARHR226290
OG0011125	g3831, g17434	CARHR226150
OG0011126	g13844	CARHR111330
OG0011127	g24154	CARHR225830
OG0011128	g43837	CARHR055600
OG0011129	g17465	CARHR225560
OG0011130	g47277	CARHR225420
OG0011131	g24179	CARHR225370
OG0011132	g47274, g44156	CARHR225290
OG0011134	g24185	CARHR225220
OG0011135	g24193	CARHR225090
OG0011136	g52221	CARHR224640
OG0011137	g24235	CARHR224510
OG0011138	g24281	CARHR223930, CARHR223870
OG0011139	g47212	CARHR224170
OG0011140	g24264	CARHR224070
OG0011141	g24277	CARHR223910
OG0011142	g17554	CARHR223820
OG0011146	g19343	CARHR160340
OG0011147	g41569	CARHR060890
OG0011148	g11602	CARHR065130
OG0011149	g19358	CARHR160120
OG0011150	g2553	CARHR160110
OG0011151	g7812	CARHR077790
OG0011152	g19362	CARHR159900
OG0011153	g47461	CARHR230920
OG0011154	g23898	CARHR230750
OG0011155	g10397	CARHR151870
OG0011156	g41223	CARHR265420
OG0011157	g1301, g28359	CARHR265000
OG0011158	g28351, g1319	CARHR264690
OG0011159	g1330	CARHR264310
OG0011160	g28332	CARHR264090
OG0011161	g28313	CARHR256990
OG0011162	g28321	CARHR256900
OG0011163	g28316	CARHR256960
OG0011164	g28323, g1340	CARHR256840
OG0011165	g14691	CARHR104810
OG0011166	g6245	CARHR105160
OG0011167	g6338	CARHR104050
OG0011168	g18893	CARHR169830
OG0011169	g6254	CARHR105170
OG0011170	g13668	CARHR043820
OG0011171	g6191	CARHR284800
OG0011172	g6187	CARHR105400
OG0011173	g14345	CARHR286460
OG0011174	g13700	CARHR106150
OG0011175	g14216, g6148	CARHR106250
OG0011176	g6143	CARHR106370
OG0011177	g10308	CARHR153570
OG0011178	g6387	CARHR106660
OG0011179	g6140, g14194	CARHR106700
OG0011180	g14060	CARHR107190
OG0011181	g6120	CARHR107210
OG0011182	g23859	CARHR231350
OG0011183	g47476	CARHR231220
OG0011184	g19627	CARHR281620
OG0011185	g17275	CARHR229900
OG0011187	g17306	CARHR229150
OG0011188	g23968	CARHR229080
OG0011189	g17310, g47410	CARHR228870
OG0011190	g47407	CARHR228810
OG0011192	g12105	CARHR091060
OG0011193	g17395	CARHR226770
OG0011194	g28247	CARHR292440
OG0011195	g47329, g24073	CARHR226860
OG0011196	g24066, g47336	CARHR227090
OG0011197	g24059	CARHR227220
OG0011198	g17373	CARHR227400
OG0011199	g47373, g1733	CARHR227990
OG0011200	g6333	CARHR104010
OG0011201	g47384	CARHR228250
OG0011202	g24002	CARHR228260, CARHR228270
OG0011203	g47396	CARHR228450
OG0011204	g24095	CARHR226600
OG0011205	g24119	CARHR226450
OG0011206	g52076	CARHR137760
OG0011207	g25850	CARHR260450
OG0011208	g40265	CARHR260470
OG0011209	g18449	CARHR285110
OG0011210	g36997	CARHR181930
OG0011211	g37008	CARHR181820
OG0011212	g37014	CARHR181510
OG0011213	g18440	CARHR181620
OG0011214	g24357	CARHR222770
OG0011215	g17582, g24349	CARHR222850
OG0011216	g17590	CARHR222730
OG0011217	g16410, g47175	CARHR223190
OG0011218	g24323	CARHR223220
OG0011219	g47185	CARHR223430
OG0011220	g47187	CARHR223480
OG0011221	g47195	CARHR223610
OG0011222	g47196, g24302	CARHR223640
OG0011223	g17557	CARHR223700
OG0011224	g27786	CARHR032110
OG0011225	g50659	CARHR032090
OG0011226	g7942	CARHR075240
OG0011227	g19626	CARHR281630
OG0011228	g19622	CARHR281730
OG0011229	g10	CARHR281770
OG0011231	g24055	CARHR257450, CARHR281810, CARHR281800
OG0011232	g18769	CARHR173500
OG0011233	g18765	CARHR173450
OG0011234	g11146, g1742	CARHR173410
OG0011235	g1744	CARHR173070
OG0011236	g18795	CARHR172840
OG0011237	g18796	CARHR172810
OG0011238	g1758	CARHR172800
OG0011239	g11150	CARHR172790
OG0011240	g1766	CARHR172590
OG0011241	g1787	CARHR172310
OG0011242	g1796	CARHR172240
OG0011243	g1802	CARHR172230
OG0011244	g11161	CARHR172150
OG0011245	g1816	CARHR172090
OG0011247	g11167	CARHR171820
OG0011249	g18689	CARHR171500
OG0011250	g1887	CARHR171230
OG0011251	g1888	CARHR171220
OG0011252	g18800	CARHR171090
OG0011253	g1897, g18801	CARHR171080
OG0011254	g1901	CARHR171010
OG0011255	g18821, g1916	CARHR170800
OG0011256	g1930	CARHR170530
OG0011257	g18856	CARHR000090
OG0011258	g1952	CARHR170240, CARHR147080
OG0011259	g1957	CARHR170210
OG0011260	g1965	CARHR170110
OG0011261	g18880	CARHR170030
OG0011262	g47695	CARHR237190
OG0011263	g2005	CARHR169520
OG0011264	g18911	CARHR169480
OG0011265	g2004	CARHR169450
OG0011266	g18914	CARHR169420
OG0011267	g3495	CARHR114550
OG0011268	g1986	CARHR168990
OG0011269	g1983, g18946	CARHR168960
OG0011270	g2042	CARHR168390
OG0011271	g18995	CARHR167390
OG0011272	g40331	CARHR255860
OG0011273	g47717	CARHR237820
OG0011274	g44835	CARHR061320
OG0011275	g2062	CARHR167030
OG0011276	g19007	CARHR167020
OG0011277	g19009	CARHR166990
OG0011278	g19010	CARHR166980
