Orthogroup	Cochlearia_excelsa	Raphanus_sativus
OG0007992	g4872, g29106	XP_018472480.1
OG0007993	g29108	XP_018475296.1, XP_018444219.1
OG0007994	g18530	XP_018454955.1, XP_018454961.1, XP_018479315.1
OG0007995	g4863	XP_018452422.1
OG0007996	g4811	XP_018471902.1, XP_018456685.1
OG0007997	g13818	XP_018434108.1
OG0007998	g5915, g13860	XP_018439878.1, XP_018454360.1
OG0008000	g43231	XP_018481088.1
OG0008001	g37771	XP_018434503.1, XP_018434538.1
OG0008002	g50837	XP_018441444.1
OG0008003	g40306	XP_018475542.1, XP_018456855.1, XP_018456850.1
OG0008004	g37729	XP_018474833.1, XP_018433397.1
OG0008005	g50823	XP_018461796.1, XP_018473100.1, XP_018434187.1, XP_018466790.1
OG0008006	g50818	XP_018434279.1, XP_018434303.1, XP_018478508.1
OG0008007	g37643	XP_018464998.1, XP_018480452.1
OG0008008	g52294	XP_018464997.1, XP_018480785.1, XP_018433988.1
OG0008009	g37642	XP_018441544.1, XP_018482507.1, XP_018479147.1
OG0008010	g37641	XP_018479152.1, XP_018482511.1, XP_018475754.1
OG0008011	g18851	XP_018473902.1
OG0008012	g37635	XP_018436609.1, XP_018484256.1, XP_018479132.1
OG0008013	g52283	XP_018479126.1, XP_018478178.1, XP_018436460.1
OG0008014	g37621	XP_018434269.1, XP_018434255.1
OG0008015	g37608	XP_018481043.1, XP_018466942.1, XP_018436971.1
OG0008016	g52196	XP_018437343.1, XP_018478704.1
OG0008017	g37569	XP_018440713.1
OG0008018	g52185, g37563	XP_018480921.1, XP_018440449.1
OG0008019	g52165	XP_018467273.1, XP_018433763.1, XP_018472750.1
OG0008020	g52158	XP_018475948.1, XP_018484030.1, XP_018484375.1
OG0008021	g52157	XP_018484378.1, XP_018484031.1, XP_018475951.1
OG0008022	g52153	XP_018473419.1, XP_018478962.1, XP_018478971.1
OG0008023	g52141	XP_018478049.1, XP_018478045.1, XP_018438669.1
OG0008025	g37479	XP_018439969.1, XP_018485151.1
OG0008026	g52089	XP_018440680.1, XP_018465143.1, XP_018473221.1
OG0008027	g52039	XP_018433730.1, XP_018478659.1, XP_018478746.1
OG0008028	g52031, g37435	XP_018480606.1, XP_018480628.1, XP_018480672.1
OG0008029	g52020	XP_018474595.1, XP_018479955.1
OG0008030	g37409	XP_018436444.1
OG0008031	g38159, g38161, g38163	XP_018477884.1
OG0008032	g37387	XP_018462469.1
OG0008033	g40666	XP_018455882.1, XP_018482944.1
OG0008034	g10889	XP_018478145.1, XP_018454634.1
OG0008035	g40672, g10908	XP_018463323.1, XP_018433418.1
OG0008036	g12710	XP_018488811.1, XP_018492790.1
OG0008037	g7923, g12738	XP_018489269.1, XP_018444431.1
OG0008038	g12741	XP_018433025.1, XP_018486617.1
OG0008039	g7912, g12696	XP_018488828.1, XP_018485961.1, XP_018433503.1
OG0008040	g7901	XP_018462868.1, XP_018489321.1
OG0008041	g5261	XP_018445842.1, XP_018470677.1, XP_018470682.1
OG0008042	g7864, g12681	XP_018493260.1, XP_018440951.1, XP_018441410.1
OG0008044	g12662	XP_018436799.1, XP_018490660.1, XP_018485726.1
OG0008045	g7832	XP_018492965.1, XP_018487379.1, XP_018492091.1
OG0008046	g12634	XP_018486057.1, XP_018439818.1
OG0008047	g12780	XP_018489179.1
OG0008048	g7813	XP_018432749.1
OG0008049	g12801	XP_018493483.1
OG0008050	g12614, g7794	XP_018432890.1
OG0008051	g7792	XP_018490471.1, XP_018434651.1
OG0008052	g12612, g7790	XP_018486215.1, XP_018440914.1
OG0008053	g7762	XP_018493288.1
OG0008054	g12823	XP_018439563.1, XP_018439562.1, XP_018493254.1
OG0008055	g7733	XP_018491333.1, XP_018491337.1, XP_018464605.1, XP_018490486.1
OG0008056	g12842	XP_018492427.1, XP_018493274.1
OG0008057	g12844	XP_018489610.1, XP_018466602.1, XP_018490037.1
OG0008058	g12857	XP_018489419.1, XP_018436882.1
OG0008059	g7704	XP_018439567.1, XP_018441176.1, XP_018493164.1
OG0008060	g12864	XP_018489549.1, XP_018490580.1, XP_018492642.1
OG0008062	g7682	XP_018488963.1, XP_018492934.1
OG0008063	g7677	XP_018491959.1, XP_018492931.1, XP_018486073.1
OG0008064	g7669	XP_018488817.1, XP_018464769.1
OG0008065	g12921	XP_018491100.1, XP_018462366.1, XP_018487334.1
OG0008066	g10255	XP_018484433.1
OG0008067	g7636, g12930	XP_018489809.1, XP_018440175.1, XP_018440199.1
OG0008068	g7635, g12931	XP_018492810.1, XP_018440179.1, XP_018440202.1
OG0008069	g12938	XP_018488315.1, XP_018435311.1, XP_018435310.1
OG0008070	g7626	XP_018492937.1, XP_018437788.1
OG0008071	g12433	XP_018436711.1
OG0008074	g7519	XP_018439417.1, XP_018464979.1, XP_018491876.1
OG0008076	g13018	XP_018489479.1
OG0008077	g12409	XP_018433604.1, XP_018439325.1, XP_018492177.1
OG0008078	g7510	XP_018439334.1
OG0008079	g13050	XP_018489972.1, XP_018434544.1
OG0008080	g13054	XP_018441990.1, XP_018491236.1
OG0008081	g7472, g13061	XP_018486332.1, XP_018433096.1
OG0008082	g12387	XP_018432521.1, XP_018462972.1, XP_018490185.1
OG0008083	g13070	XP_018433061.1, XP_018437643.1, XP_018487194.1
OG0008084	g13084	XP_018490763.1, XP_018439648.1, XP_018491467.1
OG0008085	g17410	XP_018467695.1, XP_018447987.1
OG0008086	g12370	XP_018433303.1, XP_018463111.1
OG0008087	g12356	XP_018461709.1, XP_018437337.1, XP_018486345.1
OG0008088	g12355, g7413	XP_018493205.1, XP_018485459.1
OG0008091	g7391	XP_018487485.1
OG0008092	g12327	XP_018440196.1, XP_018435347.1, XP_018486961.1
OG0008093	g7378	XP_018489103.1
OG0008094	g12320	XP_018488673.1, XP_018488343.1
OG0008095	g12319	XP_018493132.1
OG0008096	g7364	XP_018439098.1, XP_018439150.1
OG0008097	g7363	XP_018464407.1, XP_018491874.1, XP_018436914.1
OG0008098	g13124	XP_018489795.1, XP_018491322.1, XP_018491093.1
OG0008099	g13125, g7350	XP_018491319.1, XP_018489793.1, XP_018491089.1
OG0008100	g12298, g7343	XP_018486718.1, XP_018491058.1
OG0008101	g12297, g13129	XP_018486293.1, XP_018486276.1
OG0008102	g7334	XP_018438431.1, XP_018489873.1
OG0008103	g7318	XP_018490423.1, XP_018485911.1
OG0008104	g12286	XP_018491887.1, XP_018490430.1, XP_018488816.1
OG0008105	g7309, g13140	XP_018441086.1, XP_018490426.1
OG0008106	g7295, g13142	XP_018433345.1, XP_018486050.1
OG0008107	g7293	XP_018465540.1, XP_018491300.1, XP_018440397.1
OG0008108	g12272	XP_018491301.1
OG0008109	g7290	XP_018438009.1, XP_018489803.1
OG0008110	g12255, g13152	XP_018489585.1, XP_018488287.1, XP_018461989.1
OG0008111	g7264	XP_018486439.1, XP_018434060.1
OG0008112	g13160	XP_018489568.1, XP_018489562.1, XP_018486582.1
OG0008113	g12243	XP_018463776.1, XP_018490008.1, XP_018489502.1
OG0008114	g7237	XP_018493510.1
OG0008115	g13201	XP_018438439.1, XP_018434803.1, XP_018493270.1
OG0008116	g7205	XP_018490192.1, XP_018434802.1, XP_018437945.1
OG0008117	g7198	XP_018459545.1, XP_018488284.1
OG0008118	g13207	XP_018487522.1
OG0008119	g13210, g7189	XP_018486823.1, XP_018486221.1
OG0008120	g7173, g12194	XP_018433687.1, XP_018491063.1, XP_018491064.1
OG0008122	g12180, g7163	XP_018485855.1, XP_018467241.1, XP_018491921.1
OG0008123	g7143, g12162	XP_018492176.1
OG0008124	g12160	XP_018492752.1
OG0008125	g12151, g7119	XP_018489336.1, XP_018487226.1, XP_018487245.1
OG0008126	g12150	XP_018433341.1
OG0008127	g12138	XP_018437534.1, XP_018437514.1, XP_018486947.1
OG0008128	g12115	XP_018467603.1, XP_018437065.1
OG0008129	g7063, g13244	XP_018434954.1, XP_018487026.1
OG0008131	g7057, g12108	XP_018486566.1, XP_018492475.1
OG0008132	g12102	XP_018441020.1, XP_018441028.1, XP_018492973.1
OG0008133	g7038, g12096	XP_018493181.1, XP_018434604.1, XP_018434630.1
OG0008134	g7020	XP_018490126.1, XP_018485682.1
OG0008136	g7004	XP_018437816.1
OG0008136	g13262	XP_018432792.1
OG0008137	g6996	XP_018486383.1
OG0008137	g12073	XP_018433415.1
OG0008138	g12058, g6978	XP_018486020.1, XP_018488397.1
OG0008139	g6954	XP_018434787.1, XP_018490653.1, XP_018491508.1, XP_018438202.1
OG0008140	g6949	XP_018438664.1, XP_018491507.1, XP_018490652.1
OG0008141	g13287	XP_018487559.1, XP_018439476.1
OG0008142	g6941	XP_018439474.1, XP_018486717.1
OG0008143	g6919	XP_018440207.1, XP_018493546.1, XP_018489286.1
OG0008146	g12027	XP_018487017.1, XP_018462304.1
OG0008147	g6905	XP_018489679.1
OG0008149	g6882	XP_018438582.1
OG0008150	g13310	XP_018436886.1, XP_018488974.1
OG0008151	g13315, g11995	XP_018487147.1
OG0008152	g16918, g23266	XP_018451359.1, XP_018471271.1
OG0008153	g13320	XP_018492688.1, XP_018492884.1, XP_018491758.1, XP_018492889.1
OG0008154	g6853	XP_018492910.1, XP_018466819.1, XP_018436884.1
OG0008155	g6850	XP_018491130.1, XP_018462105.1, XP_018439527.1
OG0008156	g6825, g11974	XP_018489177.1, XP_018461602.1, XP_018489224.1, XP_018489201.1
OG0008157	g11962	XP_018487366.1, XP_018464419.1, XP_018488244.1
OG0008158	g13337	XP_018489668.1, XP_018488602.1, XP_018492200.1
OG0008159	g13338, g6799	XP_018487219.1, XP_018493575.1, XP_018492202.1
OG0008160	g6793	XP_018488406.1, XP_018461326.1, XP_018433212.1
OG0008161	g22882	XP_018452664.1, XP_018452350.1
OG0008162	g16759	XP_018458761.1, XP_018443869.1, XP_018478375.1
OG0008163	g6750	XP_018489621.1, XP_018489366.1, XP_018491330.1
OG0008164	g47191	XP_018468811.1, XP_018465246.1
OG0008165	g6719, g25984	XP_018490978.1
OG0008167	g11888	XP_018486740.1, XP_018465131.1, XP_018486638.1
OG0008168	g6692	XP_018458224.1, XP_018458221.1
OG0008169	g11879	XP_018492179.1, XP_018493168.1, XP_018486525.1
OG0008170	g6686	XP_018459590.1, XP_018485702.1
OG0008171	g896	XP_018468015.1, XP_018463557.1
OG0008172	g41227	XP_018470563.1, XP_018468290.1, XP_018474701.1
OG0008173	g888, g28385	XP_018472984.1, XP_018456301.1, XP_018457176.1
OG0008174	g46691	XP_018463038.1
OG0008175	g46726	XP_018452652.1, XP_018483291.1
OG0008176	g46819	XP_018451569.1
OG0008177	g10301	XP_018440007.1, XP_018483617.1, XP_018483619.1
OG0008178	g11750	XP_018432853.1, XP_018440038.1
OG0008179	g6515	XP_018486511.1, XP_018467547.1, XP_018433963.1
OG0008180	g13470	XP_018491479.1, XP_018466023.1
OG0008181	g11761	XP_018464842.1, XP_018485806.1
OG0008182	g11768	XP_018488659.1, XP_018464578.1, XP_018460319.1
OG0008183	g24515	XP_018447042.1
OG0008185	g6564	XP_018492315.1, XP_018492313.1
OG0008186	g13434	XP_018463903.1, XP_018441804.1, XP_018490757.1
OG0008187	g13425	XP_018491952.1, XP_018485385.1
OG0008188	g11820, g6591	XP_018491746.1, XP_018487132.1
OG0008189	g6592	XP_018441314.1
OG0008190	g6596, g13410	XP_018488848.1, XP_018436995.1
OG0008191	g6595	XP_018492466.1, XP_018440787.1
OG0008192	g13406, g11844	XP_018441593.1, XP_018486017.1
OG0008193	g10775	XP_018453250.1, XP_018439851.1
OG0008194	g11867	XP_018458552.1, XP_018458553.1, XP_018487631.1
OG0008195	g6672	XP_018432883.1, XP_018458253.1, XP_018458549.1
OG0008196	g6673	XP_018492547.1, XP_018492545.1, XP_018485990.1
OG0008197	g23421	XP_018468621.1, XP_018454414.1
OG0008198	g23422	XP_018467804.1, XP_018468594.1
OG0008199	g47734, g23425	XP_018451648.1, XP_018472371.1
OG0008200	g23427	XP_018449653.1, XP_018469084.1, XP_018461141.1
OG0008201	g23435, g23431	XP_018482903.1, XP_018471291.1
OG0008202	g23439	XP_018470497.1, XP_018470024.1, XP_018477677.1
OG0008203	g47724	XP_018450305.1, XP_018478566.1
OG0008204	g23453	XP_018469040.1, XP_018467805.1, XP_018450296.1
OG0008205	g44976	XP_018445029.1, XP_018459509.1
OG0008206	g45041	XP_018461880.1, XP_018462408.1, XP_018449880.1
OG0008207	g45049	XP_018448378.1, XP_018442600.1
OG0008208	g45140	XP_018470211.1
OG0008209	g43701	XP_018457868.1, XP_018456814.1, XP_018456799.1
OG0008210	g43827	XP_018456879.1, XP_018456883.1
OG0008211	g43893	XP_018457058.1
OG0008212	g41134	XP_018488875.1
OG0008213	g41135	XP_018457403.1, XP_018457381.1
OG0008214	g41730, g41445	XP_018468445.1, XP_018443092.1
OG0008215	g29073	XP_018461585.1, XP_018452928.1, XP_018446607.1
OG0008216	g29060	XP_018476013.1, XP_018471065.1
OG0008217	g29047	XP_018476012.1, XP_018446986.1
OG0008218	g4921	XP_018444881.1, XP_018444740.1
OG0008219	g29036	XP_018476700.1, XP_018469091.1, XP_018443277.1, XP_018444464.1
OG0008220	g18503	XP_018435629.1
OG0008222	g10224	XP_018440523.1
OG0008223	g10261	XP_018477756.1, XP_018435643.1
OG0008224	g19242	XP_018477612.1, XP_018477614.1, XP_018477567.1
OG0008225	g19258	XP_018463558.1, XP_018478224.1, XP_018484037.1
OG0008226	g19262	XP_018461915.1, XP_018480752.1
OG0008227	g2417	XP_018442457.1, XP_018459160.1, XP_018459165.1, XP_018482798.1, XP_018463065.1
OG0008228	g11335, g2426	XP_018482800.1, XP_018440990.1, XP_018438818.1
OG0008229	g19285	XP_018433144.1, XP_018437077.1, XP_018478786.1
OG0008230	g2460	XP_018478414.1, XP_018478420.1, XP_018468282.1
OG0008231	g19294	XP_018478418.1, XP_018478411.1, XP_018433624.1
OG0008232	g19295	XP_018437388.1, XP_018437687.1, XP_018478972.1
OG0008233	g19306	XP_018470674.1
OG0008233	g2469	XP_018478984.1
OG0008234	g19322	XP_018485035.1, XP_018480370.1, XP_018440172.1
OG0008235	g49277, g26856, g30725	XP_018469563.1, XP_018486925.1
OG0008236	g49346	XP_018485625.1, XP_018490428.1
OG0008238	g30772	XP_018489126.1, XP_018469783.1
OG0008239	g49378	XP_018487488.1
OG0008240	g30796, g49390	XP_018475359.1, XP_018493524.1
OG0008242	g49402	XP_018493131.1, XP_018433531.1, XP_018451243.1
OG0008243	g26903	XP_018449564.1, XP_018484715.1, XP_018485669.1
OG0008245	g30815	XP_018443264.1
OG0008246	g30818, g49414	XP_018462682.1, XP_018441205.1
OG0008247	g49422	XP_018447120.1, XP_018489009.1
OG0008248	g30833	XP_018451310.1, XP_018469593.1, XP_018490528.1
OG0008249	g30834, g26920	XP_018469574.1, XP_018451312.1
OG0008250	g49427	XP_018491850.1
OG0008251	g49430	XP_018447857.1, XP_018447678.1
OG0008252	g49437	XP_018447244.1
OG0008253	g30845	XP_018487361.1, XP_018447427.1, XP_018451878.1
OG0008254	g49445	XP_018447558.1, XP_018447580.1
OG0008255	g47497	XP_018485305.1, XP_018485297.1, XP_018472335.1
OG0008256	g30871	XP_018447303.1, XP_018447323.1, XP_018461438.1, XP_018437554.1
OG0008257	g49456	XP_018480413.1
OG0008258	g30877	XP_018489991.1, XP_018471050.1
OG0008259	g30899, g49469	XP_018449912.1, XP_018487912.1, XP_018489733.1
OG0008260	g30906	XP_018448184.1, XP_018485968.1
OG0008261	g30924	XP_018487844.1, XP_018466571.1, XP_018487931.1
OG0008262	g49492	XP_018468752.1, XP_018471238.1, XP_018486757.1
OG0008263	g30927, g49493	XP_018472809.1, XP_018487310.1
OG0008264	g49496, g30930	XP_018467669.1
OG0008265	g49500	XP_018441607.1, XP_018441618.1, XP_018447306.1
OG0008266	g30952	XP_018450521.1, XP_018450524.1
OG0008267	g49515	XP_018486679.1, XP_018447290.1, XP_018448187.1
OG0008268	g49517	XP_018438277.1, XP_018451380.1
OG0008269	g26963	XP_018447605.1, XP_018489682.1
OG0008270	g49527	XP_018490055.1, XP_018450032.1
OG0008271	g49532, g30974	XP_018451538.1, XP_018434188.1
OG0008272	g26970	XP_018453207.1, XP_018447370.1
OG0008273	g26975	XP_018492898.1, XP_018449063.1
OG0008274	g26977, g31003	XP_018449070.1, XP_018433183.1
OG0008275	g49552	XP_018472554.1, XP_018463434.1, XP_018490590.1
OG0008276	g31025	XP_018449375.1, XP_018487944.1, XP_018463433.1
OG0008277	g49561	XP_018462291.1, XP_018450676.1, XP_018437155.1
OG0008278	g27001	XP_018489387.1, XP_018464602.1, XP_018466152.1
OG0008279	g31050	XP_018493232.1, XP_018489389.1, XP_018461517.1
OG0008280	g31055	XP_018461515.1, XP_018489391.1, XP_018488046.1
OG0008281	g27004	XP_018489393.1
OG0008281	g31056	XP_018434758.1
OG0008282	g49583	XP_018490220.1, XP_018463194.1, XP_018489362.1
OG0008283	g31107	XP_018471740.1, XP_018471717.1, XP_018466166.1
OG0008284	g49613	XP_018447167.1
OG0008285	g31124, g49672	XP_018441710.1, XP_018451292.1
OG0008286	g31126, g49671	XP_018466589.1, XP_018451293.1
OG0008287	g31128	XP_018487959.1, XP_018436323.1
OG0008288	g49657	XP_018471764.1, XP_018461721.1, XP_018448215.1
OG0008289	g31154	XP_018451691.1, XP_018435502.1
OG0008290	g49638	XP_018466923.1
OG0008291	g27068	XP_018448965.1, XP_018448967.1, XP_018435665.1
OG0008292	g38331	XP_018433385.1, XP_018433330.1
OG0008293	g27094	XP_018483290.1, XP_018460004.1, XP_018450849.1
OG0008294	g49702	XP_018433085.1, XP_018437773.1, XP_018483806.1
OG0008295	g49713, g31226	XP_018437259.1, XP_018435006.1
OG0008296	g49720	XP_018432670.1, XP_018439070.1, XP_018490239.1
OG0008297	g31233	XP_018433452.1, XP_018465573.1, XP_018483703.1
OG0008298	g27102	XP_018433407.1
OG0008299	g49723	XP_018491481.1, XP_018486123.1, XP_018440003.1
OG0008300	g31238	XP_018441046.1, XP_018435283.1
OG0008301	g31241	XP_018434733.1, XP_018434327.1
OG0008302	g31243	XP_018434202.1, XP_018439021.1
OG0008303	g31249	XP_018490053.1, XP_018488420.1
OG0008304	g31264	XP_018441640.1, XP_018432784.1, XP_018432717.1
OG0008305	g47566	XP_018484461.1, XP_018484325.1, XP_018470526.1
OG0008306	g27137	XP_018442197.1, XP_018485496.1
OG0008307	g27142	XP_018490860.1, XP_018490859.1, XP_018443217.1
OG0008308	g31316, g27155	XP_018447764.1, XP_018454103.1
OG0008309	g49777	XP_018463286.1, XP_018454027.1, XP_018447599.1, XP_018450573.1
OG0008310	g31321	XP_018465249.1, XP_018465989.1, XP_018458286.1
OG0008311	g31332	XP_018452240.1
OG0008312	g49784	XP_018449110.1
OG0008313	g31339, g49785	XP_018458299.1, XP_018463029.1
OG0008314	g27178	XP_018449113.1, XP_018447717.1, XP_018462882.1
OG0008315	g27188, g31383	XP_018447432.1, XP_018442755.1
OG0008316	g49821	XP_018451246.1, XP_018491997.1
OG0008317	g49823, g31388	XP_018452287.1, XP_018451868.1
OG0008318	g27190	XP_018439497.1, XP_018484928.1, XP_018485475.1
OG0008320	g49859	XP_018436656.1, XP_018436698.1
OG0008321	g49861	XP_018447399.1, XP_018447408.1, XP_018465241.1, XP_018468171.1
OG0008322	g49862	XP_018447412.1, XP_018447404.1, XP_018468182.1, XP_018465322.1
OG0008323	g27210	XP_018434982.1, XP_018441791.1
OG0008324	g31451	XP_018467109.1
OG0008325	g49877	XP_018437571.1
OG0008325	g31465	XP_018484771.1
OG0008326	g27256	XP_018441348.1, XP_018480829.1
OG0008327	g31486	XP_018438785.1, XP_018433070.1
OG0008328	g31506	XP_018488228.1, XP_018435162.1, XP_018463763.1, XP_018442088.1
OG0008329	g27264, g31519	XP_018443458.1, XP_018433007.1
OG0008330	g27268	XP_018484870.1, XP_018449746.1
OG0008331	g27269, g31527	XP_018437465.1, XP_018492730.1
OG0008332	g27280	XP_018437610.1, XP_018485634.1
OG0008333	g31537	XP_018462150.1, XP_018438481.1, XP_018482081.1
OG0008334	g49913	XP_018438708.1
OG0008335	g31550	XP_018451753.1, XP_018449955.1, XP_018435896.1
OG0008337	g31553	XP_018434729.1, XP_018459578.1
OG0008338	g31586	XP_018479809.1, XP_018440612.1
OG0008339	g31561	XP_018491021.1, XP_018449959.1, XP_018447801.1
OG0008340	g31565	XP_018436043.1
OG0008341	g31569	XP_018491139.1, XP_018438606.1
OG0008342	g49928	XP_018433067.1, XP_018482420.1
OG0008343	g31574	XP_018434137.1, XP_018434081.1, XP_018450501.1
OG0008344	g31596	XP_018438080.1, XP_018433139.1
OG0008345	g31597	XP_018438091.1
OG0008346	g31618	XP_018466946.1, XP_018440758.1, XP_018441214.1
OG0008347	g49965, g31642	XP_018440211.1, XP_018493086.1
OG0008348	g31661	XP_018436973.1, XP_018450740.1
OG0008349	g27352	XP_018459774.1, XP_018459761.1, XP_018434517.1
OG0008350	g41687, g44897	XP_018449656.1, XP_018446652.1
OG0008351	g31722	XP_018483384.1, XP_018483358.1, XP_018449824.1, XP_018461060.1
OG0008352	g31756	XP_018450385.1, XP_018433274.1
OG0008353	g31763	XP_018483597.1, XP_018449671.1
OG0008354	g31766	XP_018450007.1, XP_018440825.1
OG0008355	g31772	XP_018440824.1, XP_018470151.1
OG0008356	g50039	XP_018439823.1
OG0008357	g31795	XP_018449151.1, XP_018449148.1, XP_018441405.1
OG0008359	g31797	XP_018441403.1, XP_018470225.1
OG0008360	g27421	XP_018449842.1, XP_018447659.1, XP_018436079.1
OG0008361	g50061	XP_018438678.1, XP_018440769.1, XP_018455204.1
OG0008362	g50062	XP_018451739.1
OG0008363	g31816	XP_018455308.1, XP_018447576.1
OG0008364	g50079, g31835	XP_018450591.1, XP_018449931.1
OG0008365	g50099, g27442	XP_018450525.1, XP_018465119.1
OG0008366	g31887	XP_018449497.1
OG0008367	g50105	XP_018449494.1, XP_018465882.1, XP_018437637.1
OG0008368	g31890	XP_018439173.1
OG0008369	g50119, g27450	XP_018451367.1
OG0008370	g31915, g50131	XP_018437619.1, XP_018486970.1
OG0008371	g50134	XP_018436115.1
OG0008372	g31946	XP_018447040.1, XP_018485537.1
OG0008373	g50150	XP_018451074.1, XP_018436158.1
OG0008374	g50157	XP_018450990.1, XP_018437645.1
OG0008375	g31964	XP_018447288.1
OG0008376	g31985	XP_018438675.1, XP_018469237.1
OG0008377	g50192	XP_018435218.1, XP_018435602.1
OG0008378	g31997	XP_018438767.1, XP_018439813.1
OG0008379	g50201	XP_018492683.1, XP_018462520.1, XP_018448273.1
OG0008380	g50202	XP_018489956.1, XP_018448107.1, XP_018462519.1
OG0008381	g27491	XP_018441468.1, XP_018434547.1, XP_018437950.1
OG0008382	g27492	XP_018488653.1, XP_018451270.1
OG0008383	g50211	XP_018456218.1, XP_018449210.1, XP_018450520.1, XP_018450519.1
OG0008384	g27512	XP_018447057.1, XP_018448280.1, XP_018467748.1
OG0008385	g32027	XP_018437720.1, XP_018482995.1
OG0008386	g32046, g50278	XP_018468362.1, XP_018436757.1
OG0008387	g40354	XP_018458961.1, XP_018467029.1, XP_018475333.1
OG0008389	g45949	XP_018452798.1, XP_018455459.1, XP_018446849.1
OG0008390	g44649	XP_018452590.1, XP_018444404.1, XP_018468650.1
OG0008391	g45921	XP_018452526.1, XP_018446417.1, XP_018460190.1
OG0008392	g45917, g44656	XP_018445041.1, XP_018452307.1
OG0008393	g45911	XP_018464640.1, XP_018460726.1, XP_018456305.1
OG0008394	g44662	XP_018446470.1, XP_018446469.1, XP_018469265.1
OG0008395	g45896	XP_018451742.1, XP_018461377.1, XP_018453467.1
OG0008396	g45894	XP_018461373.1
OG0008397	g45884	XP_018474836.1, XP_018458039.1
OG0008398	g18009	XP_018454826.1
OG0008398	g44678	XP_018461691.1, XP_018442249.1
OG0008399	g45854, g22228	XP_018465819.1, XP_018471527.1, XP_018453457.1
OG0008400	g45850	XP_018469445.1, XP_018444724.1
OG0008401	g45833	XP_018472124.1, XP_018442091.1
OG0008402	g45831	XP_018457377.1, XP_018457387.1, XP_018471722.1
OG0008403	g17228	XP_018462505.1, XP_018468593.1
OG0008404	g32648	XP_018444238.1
OG0008405	g50690	XP_018447044.1, XP_018443061.1
OG0008406	g40815	XP_018455169.1
OG0008407	g40846	XP_018452063.1
OG0008408	g44248	XP_018454482.1
OG0008409	g40847	XP_018452604.1
OG0008410	g40853	XP_018452909.1, XP_018452853.1
OG0008411	g40866	XP_018452890.1, XP_018463914.1
OG0008412	g27633	XP_018450557.1, XP_018489054.1
OG0008413	g44225	XP_018454837.1
OG0008413	g40912	XP_018454657.1
OG0008414	g50468	XP_018450481.1, XP_018450485.1, XP_018449219.1
OG0008415	g44195	XP_018437590.1
OG0008416	g40946	XP_018438454.1
OG0008417	g38262	XP_018441495.1
OG0008418	g44154	XP_018433556.1, XP_018433542.1
OG0008420	g44124	XP_018439917.1
OG0008421	g41187, g41202	XP_018453301.1, XP_018463779.1
OG0008422	g41050	XP_018463220.1, XP_018454711.1, XP_018436865.1
OG0008423	g44069	XP_018463235.1, XP_018452759.1
OG0008424	g41061	XP_018466156.1, XP_018438729.1
OG0008425	g41076	XP_018441916.1, XP_018441911.1
OG0008426	g41078, g44021	XP_018457555.1, XP_018439410.1
OG0008427	g50389	XP_018448158.1, XP_018448142.1
OG0008428	g40775	XP_018456149.1
OG0008429	g40768	XP_018465597.1, XP_018457491.1, XP_018456633.1
OG0008430	g40759	XP_018457518.1, XP_018457523.1, XP_018457444.1
OG0008431	g40749	XP_018456803.1, XP_018456817.1, XP_018454762.1
OG0008432	g40732	XP_018434816.1
OG0008433	g40633	XP_018484188.1
OG0008434	g40635	XP_018464470.1, XP_018483137.1
OG0008435	g10914, g40663	XP_018484991.1, XP_018434030.1
OG0008436	g10912	XP_018441586.1, XP_018457149.1, XP_018461668.1
OG0008437	g40723	XP_018477237.1, XP_018464945.1
OG0008438	g10841	XP_018441247.1, XP_018433111.1
OG0008439	g40494, g11050	XP_018455642.1, XP_018467291.1, XP_018477586.1
OG0008440	g18419, g16317	XP_018481542.1, XP_018464494.1
OG0008441	g40486	XP_018456691.1, XP_018454747.1, XP_018434331.1
OG0008442	g40482	XP_018435742.1, XP_018455309.1
OG0008443	g25542	XP_018455637.1
OG0008444	g40464	XP_018451973.1, XP_018471502.1
OG0008445	g40460	XP_018473324.1, XP_018456425.1
OG0008446	g40457	XP_018476524.1
OG0008447	g16995	XP_018481725.1, XP_018435683.1
OG0008448	g17594, g24387	XP_018485244.1, XP_018485235.1, XP_018470594.1
OG0008449	g17593	XP_018477656.1, XP_018477658.1
OG0008450	g42114, g54040	XP_018450489.1, XP_018489548.1
OG0008451	g54047	XP_018490283.1
OG0008452	g36302	XP_018447122.1, XP_018488717.1
OG0008453	g28098, g36356	XP_018490928.1
OG0008454	g54099	XP_018462316.1, XP_018490932.1, XP_018447513.1
OG0008455	g54122	XP_018483867.1, XP_018489524.1, XP_018459860.1, XP_018449970.1
OG0008456	g46174	XP_018442693.1, XP_018442952.1, XP_018443214.1
OG0008457	g22713	XP_018471020.1, XP_018477318.1, XP_018459479.1
OG0008458	g22732	XP_018447709.1, XP_018468629.1
OG0008459	g22746	XP_018478589.1
OG0008461	g22779	XP_018468304.1
OG0008462	g22800, g18290	XP_018469683.1, XP_018450315.1
OG0008463	g18287	XP_018479011.1, XP_018479010.1, XP_018469676.1
OG0008464	g22803	XP_018468926.1, XP_018449475.1, XP_018451760.1
OG0008465	g22812	XP_018468316.1, XP_018478772.1
OG0008466	g18284	XP_018481745.1, XP_018466732.1
OG0008467	g22818	XP_018448100.1, XP_018477206.1
OG0008468	g22846	XP_018450217.1, XP_018449020.1, XP_018482448.1
