Orthogroup	Rorippa_islandica	Raphanus_sativus
OG0009189	Roisl.0006s0543.1.p	XP_018434819.1, XP_018460279.1
OG0009190	Roisl.0006s0535.1.p	XP_018436242.1, XP_018449263.1
OG0009191	Roisl.0006s0482.1.p	XP_018450667.1, XP_018450668.1
OG0009192	Roisl.0006s0456.1.p	XP_018434226.1, XP_018487196.1
OG0009193	Roisl.0006s0454.1.p	XP_018489447.1, XP_018435647.1
OG0009194	Roisl.0006s0452.1.p	XP_018450968.1, XP_018435630.1
OG0009196	Roisl.0006s0424.1.p	XP_018492077.1, XP_018491588.1
OG0009197	Roisl.0006s0422.1.p	XP_018492078.1, XP_018438292.1
OG0009198	Roisl.0006s0420.1.p	XP_018447649.1
OG0009199	Roisl.0019s0709.1.p	XP_018452040.1
OG0009200	Roisl.0006s0391.1.p	XP_018493115.1, XP_018470007.1
OG0009201	Roisl.0028s1029.1.p	XP_018478238.1, XP_018478222.1
OG0009202	Roisl.0028s1033.1.p	XP_018461271.1, XP_018481200.1, XP_018437498.1
OG0009203	Roisl.0028s1048.1.p	XP_018441407.1, XP_018484911.1
OG0009204	Roisl.0028s1051.1.p	XP_018473052.1, XP_018441528.1
OG0009205	Roisl.0054s0023.1.p	XP_018438178.1, XP_018479913.1, XP_018475280.1
OG0009206	Roisl.0022s0282.1.p	XP_018448344.1
OG0009207	Roisl.0032s0060.1.p, Roisl.0017s0019.1.p	XP_018439469.1
OG0009208	Roisl.0020s0154.1.p, Roisl.0020s0155.1.p	XP_018437334.1, XP_018456416.1
OG0009209	Roisl.0027s0101.1.p	XP_018441621.1
OG0009210	Roisl.0027s0038.1.p	XP_018434438.1
OG0009211	Roisl.0188s0085.1.p	XP_018481288.1, XP_018463892.1
OG0009212	Roisl.0032s0077.1.p	XP_018473531.1, XP_018452281.1
OG0009213	Roisl.0214s0164.1.p	XP_018466818.1, XP_018474453.1
OG0009214	Roisl.0031s0074.1.p	XP_018468482.1, XP_018455066.1
OG0009215	Roisl.0053s0085.1.p	XP_018445488.1, XP_018443692.1
OG0009216	Roisl.0015s0132.1.p, Roisl.0015s0143.1.p	XP_018474106.1, XP_018466687.1, XP_018434501.1
OG0009217	Roisl.0053s0050.1.p	XP_018451685.1, XP_018458121.1
OG0009219	Roisl.0082s0044.1.p	XP_018485266.1, XP_018447607.1
OG0009220	Roisl.0058s0029.1.p	XP_018480042.1, XP_018478510.1
OG0009221	Roisl.0075s0148.1.p	XP_018451282.1
OG0009222	Roisl.0075s0149.1.p	XP_018447310.1, XP_018477228.1
OG0009223	Roisl.0001s0437.1.p	XP_018471430.1, XP_018471432.1
OG0009224	Roisl.0002s0252.1.p	XP_018450386.1, XP_018469303.1
OG0009225	Roisl.0002s0249.1.p	XP_018444558.1, XP_018444511.1
OG0009226	Roisl.0002s0204.1.p	XP_018468632.1, XP_018444654.1
OG0009227	Roisl.0002s0198.1.p	XP_018451537.1, XP_018447869.1
OG0009228	Roisl.0002s0157.1.p	XP_018450805.1
OG0009229	Roisl.0002s0148.1.p	XP_018471239.1, XP_018477495.1
OG0009230	Roisl.0019s0189.1.p	XP_018452860.1, XP_018464234.1
OG0009231	Roisl.0019s0185.1.p	XP_018470254.1, XP_018470252.1
OG0009232	Roisl.0019s0178.1.p	XP_018456525.1, XP_018433320.1, XP_018433276.1, XP_018442145.1
OG0009233	Roisl.0019s0170.1.p	XP_018472050.1
OG0009234	Roisl.0019s0134.1.p	XP_018446862.1
OG0009235	Roisl.0019s0130.1.p	XP_018450879.1, XP_018457736.1
OG0009236	Roisl.0019s0110.1.p	XP_018447034.1, XP_018454618.1, XP_018456158.1
OG0009237	Roisl.0019s0091.1.p	XP_018452364.1, XP_018442658.1
OG0009238	Roisl.0004s0516.1.p	XP_018457805.1
OG0009239	Roisl.0004s0493.1.p	XP_018442624.1, XP_018448684.1, XP_018468280.1
OG0009240	Roisl.0004s0492.1.p	XP_018445074.1
OG0009241	Roisl.0198s0011.1.p	XP_018438118.1
OG0009242	Roisl.0004s0476.1.p	XP_018445082.1
OG0009243	Roisl.0004s0468.1.p	XP_018445135.1, XP_018445182.1, XP_018443536.1
OG0009244	Roisl.0019s0696.1.p	XP_018442315.1, XP_018470082.1
OG0009245	Roisl.0019s0671.1.p	XP_018453071.1, XP_018468456.1
OG0009246	Roisl.0019s0653.1.p	XP_018446680.1, XP_018451958.1
OG0009247	Roisl.0019s0642.1.p	XP_018453348.1, XP_018446893.1
OG0009248	Roisl.0019s0607.1.p	XP_018443014.1, XP_018456111.1
OG0009250	Roisl.0044s0011.1.p	XP_018469657.1
OG0009251	Roisl.0044s0013.1.p	XP_018467855.1, XP_018478883.1
OG0009252	Roisl.0044s0020.1.p	XP_018449065.1, XP_018463994.1, XP_018484281.1
OG0009253	Roisl.0044s0030.1.p	XP_018470933.1, XP_018460042.1, XP_018465739.1
OG0009254	Roisl.0044s0046.1.p	XP_018451421.1, XP_018470192.1
OG0009255	Roisl.0031s0091.1.p, Roisl.0002s0184.1.p	XP_018472026.1
OG0009256	Roisl.0050s0120.1.p, Roisl.0012s0008.1.p	XP_018455673.1, XP_018455674.1
OG0009257	Roisl.0050s0118.1.p	XP_018456066.1
OG0009258	Roisl.0050s0100.1.p	XP_018455366.1, XP_018454283.1
OG0009259	Roisl.0009s0264.1.p	XP_018458823.1, XP_018442965.1
OG0009260	Roisl.0213s0760.1.p	XP_018480981.1, XP_018478345.1
OG0009261	Roisl.0009s0227.1.p	XP_018481251.1, XP_018442856.1
OG0009262	Roisl.0009s0225.1.p	XP_018481722.1
OG0009263	Roisl.0009s0223.1.p	XP_018478009.1
OG0009264	Roisl.0012s0031.1.p	XP_018473201.1, XP_018453669.1, XP_018466167.1
OG0009265	Roisl.0054s0010.1.p	XP_018452825.1
OG0009266	Roisl.0011s0573.1.p	XP_018463684.1, XP_018454766.1
OG0009267	Roisl.0011s0566.1.p	XP_018440701.1, XP_018483500.1
OG0009268	Roisl.0007s0032.1.p, Roisl.0011s0561.1.p	XP_018480654.1, XP_018454607.1
OG0009269	Roisl.0035s0019.1.p	XP_018481452.1, XP_018438809.1
OG0009270	Roisl.0011s0554.1.p	XP_018477391.1, XP_018433158.1
OG0009271	Roisl.0011s0529.1.p	XP_018439073.1, XP_018480910.1, XP_018462451.1
OG0009272	Roisl.0011s0490.1.p	XP_018484560.1, XP_018456598.1
OG0009273	Roisl.0011s0488.1.p	XP_018484624.1, XP_018456601.1
OG0009274	Roisl.0011s0487.1.p	XP_018456597.1, XP_018484622.1
OG0009275	Roisl.0011s0484.1.p	XP_018465162.1, XP_018438687.1, XP_018481391.1
OG0009276	Roisl.0011s0482.1.p	XP_018456115.1, XP_018437339.1
OG0009277	Roisl.0011s0476.1.p	XP_018441964.1, XP_018483088.1
OG0009278	Roisl.0011s0474.1.p	XP_018483086.1
OG0009279	Roisl.0011s0459.1.p	XP_018435678.1
OG0009280	Roisl.0011s0442.1.p	XP_018483056.1
OG0009281	Roisl.0011s0420.1.p	XP_018461337.1, XP_018467398.1
OG0009282	Roisl.0011s0419.1.p	XP_018480762.1, XP_018433267.1
OG0009283	Roisl.0011s0418.1.p	XP_018480760.1, XP_018434637.1
OG0009284	Roisl.0011s0364.1.p	XP_018466024.1, XP_018442062.1, XP_018481518.1
OG0009285	Roisl.0011s0363.1.p	XP_018484486.1, XP_018452632.1
OG0009286	Roisl.0011s0348.1.p	XP_018456430.1, XP_018483301.1
OG0009287	Roisl.0214s0174.1.p	XP_018475417.1, XP_018465733.1
OG0009288	Roisl.0011s0333.1.p	XP_018433533.1, XP_018460865.1
OG0009289	Roisl.0012s0050.1.p	XP_018476643.1
OG0009290	Roisl.0019s0590.1.p	XP_018445318.1, XP_018452015.1
OG0009291	Roisl.0019s0619.1.p	XP_018457776.1, XP_018444520.1, XP_018462360.1
OG0009292	Roisl.0041s0043.1.p	XP_018477698.1
OG0009293	Roisl.0005s0232.1.p	XP_018436733.1
OG0009294	Roisl.0005s0254.1.p	XP_018433547.1, XP_018459606.1
OG0009295	Roisl.0014s0074.1.p	XP_018484431.1
OG0009296	Roisl.0005s0271.1.p	XP_018460942.1, XP_018452291.1
OG0009297	Roisl.0005s0272.1.p	XP_018452172.1
OG0009298	Roisl.0005s0318.1.p	XP_018434460.1, XP_018452879.1
OG0009299	Roisl.0021s0640.1.p	XP_018446658.1, XP_018446655.1
OG0009300	Roisl.0012s0390.1.p	XP_018483948.1, XP_018464161.1, XP_018439315.1
OG0009301	Roisl.0012s0373.1.p	XP_018433172.1
OG0009302	Roisl.0006s0038.1.p	XP_018447275.1, XP_018467836.1
OG0009303	Roisl.0006s0080.1.p	XP_018432973.1
OG0009304	Roisl.0006s0087.1.p	XP_018466859.1, XP_018447669.1
OG0009305	Roisl.0006s0093.1.p	XP_018481307.1, XP_018486019.1, XP_018440190.1
OG0009306	Roisl.0006s0097.1.p	XP_018488639.1, XP_018477406.1, XP_018477419.1
OG0009307	Roisl.0007s0605.1.p	XP_018451475.1
OG0009308	Roisl.0006s0198.1.p	XP_018485289.1, XP_018447827.1
OG0009309	Roisl.0006s0226.1.p	XP_018449146.1, XP_018487206.1
OG0009310	Roisl.0006s0229.1.p	XP_018492039.1, XP_018449144.1
OG0009311	Roisl.0006s0251.1.p	XP_018447055.1, XP_018453799.1
OG0009312	Roisl.0006s0313.1.p	XP_018469584.1, XP_018490148.1
OG0009313	Roisl.0006s0315.1.p	XP_018486948.1
OG0009314	Roisl.0006s0323.1.p	XP_018486426.1, XP_018490305.1
OG0009315	Roisl.0006s0370.1.p	XP_018447796.1, XP_018487183.1
OG0009316	Roisl.0214s0275.1.p	XP_018477607.1, XP_018460394.1
OG0009317	Roisl.0028s0759.1.p	XP_018466686.1, XP_018474919.1, XP_018485025.1
OG0009318	Roisl.0028s0769.1.p	XP_018436341.1, XP_018467212.1, XP_018485116.1
OG0009319	Roisl.0028s0786.1.p	XP_018477123.1
OG0009320	Roisl.0028s0803.1.p	XP_018434051.1
OG0009321	Roisl.0028s0809.1.p	XP_018434434.1
OG0009322	Roisl.0028s0822.1.p	XP_018437555.1, XP_018481299.1, XP_018459898.1
OG0009323	Roisl.0028s0856.1.p	YP_006665988.1, XP_018434712.1
OG0009324	Roisl.0028s0862.1.p	XP_018438003.1
OG0009325	Roisl.0028s0871.1.p	XP_018463017.1, XP_018476386.1
OG0009326	Roisl.0028s0873.1.p	XP_018461502.1, XP_018438639.1
OG0009327	Roisl.0028s0883.1.p	XP_018462946.1, XP_018462945.1, XP_018474088.1
OG0009328	Roisl.0028s0897.1.p	XP_018481188.1, XP_018439076.1
OG0009329	Roisl.0028s0899.1.p	XP_018482473.1
OG0009330	Roisl.0028s0905.1.p	XP_018482489.1, XP_018438464.1
OG0009331	Roisl.0028s0931.1.p	XP_018459527.1, XP_018441111.1
OG0009332	Roisl.0028s0944.1.p	XP_018434598.1
OG0009333	Roisl.0028s0959.1.p	XP_018477998.1, XP_018438000.1
OG0009334	Roisl.0214s0191.1.p	XP_018476003.1, XP_018439477.1
OG0009335	Roisl.0028s0988.1.p	XP_018464745.1, XP_018476793.1
OG0009336	Roisl.0028s1001.1.p	XP_018479898.1, XP_018464073.1, XP_018475557.1
OG0009337	Roisl.0028s1004.1.p	XP_018480423.1, XP_018459733.1
OG0009338	Roisl.0028s1006.1.p	XP_018484530.1, XP_018476035.1
OG0009339	Roisl.0091s0367.1.p	XP_018449895.1, XP_018467901.1
OG0009340	Roisl.0017s0353.1.p	XP_018477456.1
OG0009341	Roisl.0091s0391.1.p	XP_018477757.1, XP_018471682.1
OG0009342	Roisl.0091s0421.1.p	XP_018478305.1, XP_018446313.1
OG0009343	Roisl.0091s0410.1.p	XP_018481568.1, XP_018468871.1
OG0009344	Roisl.0091s0408.1.p	XP_018458967.1
OG0009345	Roisl.0091s0520.1.p	XP_018447623.1, XP_018456396.1
OG0009346	Roisl.0091s0529.1.p	XP_018451513.1, XP_018470548.1
OG0009347	Roisl.0091s0547.1.p	XP_018480755.1, XP_018481102.1
OG0009348	Roisl.0091s0548.1.p	XP_018453264.1, XP_018481196.1
OG0009349	Roisl.0091s0565.1.p	XP_018471498.1
OG0009350	Roisl.0091s0613.1.p	XP_018481974.1, XP_018477778.1, XP_018468995.1
OG0009351	Roisl.0091s0616.1.p	XP_018469042.1, XP_018444778.1
OG0009352	Roisl.0091s0618.1.p	XP_018480396.1, XP_018448660.1
OG0009353	Roisl.0208s0047.1.p	XP_018437423.1
OG0009354	Roisl.0046s1049.1.p	XP_018439842.1
OG0009355	Roisl.0046s1044.1.p	XP_018437112.1, XP_018468772.1
OG0009356	Roisl.0075s0089.1.p	XP_018472990.1, XP_018466395.1
OG0009357	Roisl.0046s1025.1.p	XP_018441465.1
OG0009358	Roisl.0046s1007.1.p	XP_018437608.1, XP_018455313.1, XP_018455427.1
OG0009359	Roisl.0046s0996.1.p	XP_018434504.1, XP_018468364.1
OG0009360	Roisl.0046s0994.1.p	XP_018441091.1, XP_018448468.1
OG0009361	Roisl.0046s0985.1.p	XP_018478822.1
OG0009362	Roisl.0046s0983.1.p	XP_018478367.1
OG0009363	Roisl.0008s0146.1.p	XP_018471475.1, XP_018471462.1, XP_018484488.1
OG0009364	Roisl.0214s0155.1.p	XP_018459723.1, XP_018457155.1
OG0009365	Roisl.0189s0120.1.p	XP_018473284.1
OG0009367	Roisl.0189s0183.1.p	XP_018473075.1
OG0009368	Roisl.0189s0236.1.p	XP_018469328.1, XP_018452707.1
OG0009369	Roisl.0208s0052.1.p	XP_018490231.1, XP_018438727.1
OG0009370	Roisl.0188s0012.1.p	XP_018486359.1, XP_018453031.1
OG0009371	Roisl.0062s0019.1.p, Roisl.0062s0014.1.p	XP_018457932.1
OG0009372	Roisl.0045s0059.1.p	XP_018438657.1
OG0009373	Roisl.0045s0037.1.p	XP_018491590.1, XP_018490571.1, XP_018433506.1
OG0009374	Roisl.0045s0034.1.p	XP_018454562.1, XP_018437199.1
OG0009375	Roisl.0053s0150.1.p	XP_018493421.1, XP_018441581.1
OG0009376	Roisl.0066s0282.1.p, Roisl.0066s0280.1.p	XP_018433199.1
OG0009377	Roisl.0018s0364.1.p	XP_018432531.1
OG0009378	Roisl.0066s0224.1.p	XP_018452747.1, XP_018433432.1
OG0009379	Roisl.0066s0218.1.p	XP_018452793.1, XP_018439297.1
OG0009380	Roisl.0008s0221.1.p	XP_018445692.1, XP_018446033.1
OG0009381	Roisl.0008s0215.1.p	XP_018469942.1, XP_018482586.1
OG0009382	Roisl.0008s0198.1.p	XP_018479121.1, XP_018470097.1
OG0009383	Roisl.0008s0202.1.p	XP_018470092.1
OG0009384	Roisl.0091s0014.1.p	XP_018477197.1, XP_018468695.1
OG0009385	Roisl.0091s0018.1.p	XP_018448927.1, XP_018458809.1
OG0009386	Roisl.0091s0049.1.p	XP_018478292.1, XP_018447522.1
OG0009387	Roisl.0091s0062.1.p	XP_018482082.1, XP_018468808.1
OG0009388	Roisl.0091s0088.1.p	XP_018480952.1, XP_018455587.1
OG0009389	Roisl.0091s0108.1.p	XP_018450762.1, XP_018468429.1
OG0009390	Roisl.0009s0021.1.p	XP_018480390.1
OG0009391	Roisl.0091s0130.1.p	XP_018484110.1
OG0009392	Roisl.0009s0036.1.p	XP_018460641.1, XP_018478257.1
OG0009393	Roisl.0091s0306.1.p	XP_018449994.1, XP_018469143.1, XP_018465044.1
OG0009394	Roisl.0091s0286.1.p	XP_018448511.1, XP_018469227.1
OG0009395	Roisl.0091s0279.1.p	XP_018455922.1
OG0009396	Roisl.0091s0267.1.p	XP_018447136.1, XP_018467953.1
OG0009397	Roisl.0091s0266.1.p	XP_018467963.1
OG0009398	Roisl.0012s0285.1.p	XP_018471226.1
OG0009400	Roisl.0007s0433.1.p	XP_018482988.1, XP_018458907.1
OG0009401	Roisl.0091s0225.1.p	XP_018449796.1, XP_018447573.1
OG0009402	Roisl.0091s0212.1.p	XP_018449291.1
OG0009403	Roisl.0091s0199.1.p	XP_018468643.1
OG0009404	Roisl.0011s0242.1.p	XP_018463735.1, XP_018481106.1, XP_018434316.1
OG0009405	Roisl.0091s0179.1.p	XP_018455735.1
OG0009406	Roisl.0214s0500.1.p	XP_018440721.1, XP_018435252.1, XP_018435254.1
OG0009407	Roisl.0075s0009.1.p	XP_018463594.1, XP_018477496.1
OG0009408	Roisl.0002s0034.1.p	XP_018470657.1, XP_018453437.1
OG0009409	Roisl.0002s0017.1.p	XP_018478465.1
OG0009410	Roisl.0002s0007.1.p	XP_018480407.1, XP_018478173.1
OG0009411	Roisl.0091s0692.1.p	XP_018471493.1
OG0009412	Roisl.0053s0014.1.p, Roisl.0091s0683.1.p	XP_018472315.1
OG0009413	Roisl.0091s0658.1.p	XP_018471873.1
OG0009414	Roisl.0091s0640.1.p	XP_018481903.1, XP_018447091.1
OG0009415	Roisl.0091s0634.1.p	XP_018451182.1, XP_018451949.1
OG0009416	Roisl.0016s0034.1.p	XP_018438894.1, XP_018491628.1
OG0009417	Roisl.0016s0045.1.p	XP_018491985.1, XP_018492019.1
OG0009418	Roisl.0016s0047.1.p	XP_018491986.1, XP_018432711.1, XP_018465216.1
OG0009419	Roisl.0016s0069.1.p	XP_018485946.1, XP_018466173.1
OG0009421	Roisl.0024s0608.1.p	XP_018456771.1, XP_018433311.1
OG0009422	Roisl.0024s0633.1.p	XP_018441002.1
OG0009423	Roisl.0024s0634.1.p	XP_018457965.1, XP_018441000.1
OG0009424	Roisl.0046s0693.1.p	XP_018436249.1, XP_018457964.1
OG0009425	Roisl.0024s0636.1.p	XP_018437090.1, XP_018455608.1
OG0009426	Roisl.0024s0657.1.p	XP_018456207.1, XP_018440129.1
OG0009427	Roisl.0024s0662.1.p	XP_018438940.1
OG0009428	Roisl.0018s0469.1.p	XP_018432949.1, XP_018459633.1
OG0009429	Roisl.0018s0467.1.p	XP_018490964.1
OG0009430	Roisl.0018s0452.1.p	XP_018481158.1, XP_018488663.1
OG0009431	Roisl.0018s0436.1.p	XP_018446812.1, XP_018492925.1, XP_018484009.1
OG0009432	Roisl.0018s0430.1.p	XP_018487228.1, XP_018487214.1, XP_018481045.1
OG0009433	Roisl.0018s0379.1.p	XP_018445940.1, XP_018485761.1, XP_018466607.1
OG0009434	Roisl.0018s0377.1.p	XP_018491340.1
OG0009435	Roisl.0018s0358.1.p	XP_018446225.1, XP_018444351.1
OG0009436	Roisl.0018s0326.1.p	XP_018485700.1, XP_018447026.1
OG0009437	Roisl.0018s0323.1.p	XP_018490241.1, XP_018490246.1
OG0009438	Roisl.0039s0068.1.p	XP_018435240.1, XP_018435297.1
OG0009439	Roisl.0018s0312.1.p	XP_018484385.1, XP_018492511.1
OG0009440	Roisl.0018s0310.1.p	XP_018492510.1
OG0009441	Roisl.0018s0288.1.p	XP_018467448.1, XP_018490840.1, XP_018491000.1
OG0009442	Roisl.0018s0257.1.p	XP_018492411.1, XP_018492400.1
OG0009443	Roisl.0082s0639.1.p, Roisl.0028s0815.1.p	XP_018436342.1
OG0009444	Roisl.0018s0236.1.p	XP_018478635.1, XP_018478619.1
OG0009445	Roisl.0018s0223.1.p	XP_018484570.1, XP_018492877.1
OG0009446	Roisl.0018s0219.1.p	XP_018465152.1, XP_018478556.1, XP_018478654.1
OG0009447	Roisl.0018s0188.1.p	XP_018488999.1, XP_018489010.1
OG0009448	Roisl.0018s0180.1.p, Roisl.0018s0183.1.p	XP_018485143.1, XP_018490062.1
OG0009449	Roisl.0018s0171.1.p	XP_018487237.1, XP_018444168.1
OG0009450	Roisl.0018s0170.1.p	XP_018444198.1, XP_018432803.1
OG0009451	Roisl.0018s0166.1.p	XP_018489033.1
OG0009452	Roisl.0018s0161.1.p	XP_018493179.1
OG0009453	Roisl.0018s0105.1.p	XP_018477976.1, XP_018462700.1
OG0009454	Roisl.0018s0062.1.p, Roisl.0050s0025.1.p	XP_018488775.1
OG0009455	Roisl.0018s0059.1.p	XP_018442925.1, XP_018487129.1
OG0009456	Roisl.0018s0048.1.p	XP_018460700.1, XP_018492131.1, XP_018442129.1
OG0009457	Roisl.0018s0045.1.p	XP_018486548.1, XP_018486527.1
OG0009458	Roisl.0018s0041.1.p	XP_018444803.1
OG0009459	Roisl.0018s0008.1.p	XP_018432854.1
OG0009460	Roisl.0026s0006.1.p	XP_018492763.1, XP_018446596.1
OG0009461	Roisl.0026s0014.1.p	XP_018442430.1, XP_018485908.1
OG0009462	Roisl.0026s0023.1.p	XP_018493313.1, XP_018445501.1
OG0009463	Roisl.0026s0036.1.p	XP_018481018.1, XP_018445001.1
OG0009464	Roisl.0026s0045.1.p	XP_018443622.1
OG0009465	Roisl.0026s0068.1.p	XP_018461781.1, XP_018480145.1, XP_018490092.1
OG0009466	Roisl.0026s0073.1.p	XP_018486052.1, XP_018445165.1
OG0009467	Roisl.0026s0088.1.p	XP_018481757.1, XP_018490237.1
OG0009468	Roisl.0026s0103.1.p	XP_018487254.1, XP_018462483.1
OG0009469	Roisl.0204s0095.1.p	XP_018493030.1, XP_018493045.1
OG0009470	Roisl.0026s0183.1.p	XP_018466335.1, XP_018486154.1
OG0009471	Roisl.0026s0190.1.p	XP_018493410.1
OG0009472	Roisl.0026s0205.1.p	XP_018492480.1, XP_018446220.1
OG0009473	Roisl.0026s0206.1.p	XP_018492478.1, XP_018492482.1, XP_018445833.1
OG0009474	Roisl.0046s1653.1.p	XP_018486124.1, XP_018432542.1
OG0009475	Roisl.0046s1634.1.p	XP_018487252.1, XP_018462538.1
OG0009476	Roisl.0046s1595.1.p	XP_018490677.1, XP_018489659.1
OG0009477	Roisl.0046s1579.1.p	XP_018478199.1
OG0009478	Roisl.0046s1546.1.p	XP_018444940.1, XP_018481418.1, XP_018481386.1
OG0009479	Roisl.0046s1532.1.p	XP_018480625.1, XP_018487316.1
OG0009480	Roisl.0046s1526.1.p	XP_018477452.1, XP_018486435.1
OG0009481	Roisl.0084s0010.1.p	XP_018483771.1
OG0009482	Roisl.0084s0008.1.p	XP_018478000.1
OG0009483	Roisl.0046s1485.1.p	XP_018443165.1, XP_018432553.1
OG0009484	Roisl.0046s1481.1.p	XP_018492496.1, XP_018445863.1
OG0009485	Roisl.0046s1460.1.p	XP_018487325.1, XP_018464743.1
OG0009486	Roisl.0046s1457.1.p	XP_018493408.1
OG0009487	Roisl.0046s1453.1.p	XP_018443131.1, XP_018446131.1
OG0009488	Roisl.0046s1421.1.p	XP_018485512.1, XP_018445915.1
OG0009489	Roisl.0046s1420.1.p	XP_018445917.1
OG0009491	Roisl.0046s1402.1.p	XP_018480119.1, XP_018432923.1
OG0009492	Roisl.0079s0165.1.p	XP_018443873.1, XP_018491306.1
OG0009493	Roisl.0046s1393.1.p	XP_018486350.1, XP_018481560.1
OG0009494	Roisl.0046s1388.1.p	XP_018492709.1, XP_018459337.1
OG0009495	Roisl.0007s0044.1.p	XP_018473493.1, XP_018436861.1
OG0009496	Roisl.0046s1383.1.p	XP_018458885.1, XP_018485847.1
OG0009497	Roisl.0046s1363.1.p	XP_018464827.1, XP_018481182.1
OG0009498	Roisl.0046s1326.1.p	XP_018463623.1, XP_018464021.1, XP_018446433.1
OG0009500	Roisl.0046s1296.1.p	XP_018448912.1, XP_018490352.1
OG0009501	Roisl.0046s1295.1.p	XP_018450837.1, XP_018485995.1
OG0009502	Roisl.0046s1291.1.p	XP_018461241.1, XP_018486797.1, XP_018461245.1, XP_018489728.1
OG0009503	Roisl.0046s1259.1.p	XP_018458102.1, XP_018477923.1
OG0009504	Roisl.0046s1258.1.p	XP_018492775.1
OG0009505	Roisl.0046s1305.1.p	XP_018459759.1, XP_018459773.1
OG0009506	Roisl.0184s0104.1.p	XP_018453303.1, XP_018462448.1
OG0009507	Roisl.0184s0090.1.p	XP_018468365.1
OG0009508	Roisl.0031s0133.1.p	XP_018466548.1, XP_018457033.1
OG0009509	Roisl.0031s0132.1.p	XP_018457035.1, XP_018469902.1, XP_018456842.1
OG0009510	Roisl.0031s0121.1.p	XP_018468223.1, XP_018464561.1
OG0009511	Roisl.0031s0118.1.p	XP_018474408.1, XP_018474182.1
OG0009512	Roisl.0031s0109.1.p	XP_018456555.1, XP_018474181.1
OG0009514	Roisl.0002s0065.1.p	XP_018470396.1, XP_018478855.1
OG0009515	Roisl.0053s0224.1.p	XP_018490084.1
OG0009516	Roisl.0053s0214.1.p	XP_018487007.1, XP_018486457.1
OG0009517	Roisl.0053s0156.1.p	XP_018491019.1
OG0009518	Roisl.0213s0661.1.p	XP_018434583.1, XP_018485922.1
OG0009519	Roisl.0053s0253.1.p	XP_018492550.1
OG0009520	Roisl.0038s0047.1.p, Roisl.0053s0247.1.p	XP_018486177.1
OG0009521	Roisl.0024s0033.1.p	XP_018460359.1, XP_018446882.1, XP_018460360.1
OG0009522	Roisl.0024s0101.1.p	XP_018466581.1, XP_018443090.1, XP_018472221.1
OG0009523	Roisl.0019s0846.1.p	XP_018442891.1, XP_018442555.1
OG0009524	Roisl.0019s0840.1.p	XP_018472060.1, XP_018443155.1
OG0009525	Roisl.0019s0839.1.p	XP_018472059.1, XP_018442490.1
OG0009526	Roisl.0019s0815.1.p	XP_018445953.1, XP_018471741.1
OG0009527	Roisl.0019s0800.1.p	XP_018446000.1, XP_018445765.1
OG0009528	Roisl.0185s0051.1.p	XP_018447007.1, XP_018446228.1
OG0009529	Roisl.0019s0765.1.p	XP_018447006.1, XP_018446227.1, XP_018445736.1, XP_018463419.1
OG0009530	Roisl.0019s0750.1.p	XP_018468726.1, XP_018452801.1
OG0009531	Roisl.0019s0748.1.p	XP_018445099.1, XP_018452684.1
OG0009532	Roisl.0019s0741.1.p	XP_018444832.1
OG0009533	Roisl.0019s0737.1.p	XP_018468706.1, XP_018451980.1
OG0009534	Roisl.0019s0712.1.p	XP_018453331.1, XP_018448182.1
OG0009535	Roisl.0053s0121.1.p	XP_018450688.1, XP_018451773.1
OG0009536	Roisl.0053s0129.1.p	XP_018458160.1
OG0009537	Roisl.0036s0018.1.p	XP_018463019.1
OG0009538	Roisl.0066s0118.1.p	XP_018437556.1
OG0009539	Roisl.0066s0101.1.p	XP_018454770.1, XP_018434532.1
OG0009540	Roisl.0066s0038.1.p	XP_018440909.1, XP_018454669.1
OG0009541	Roisl.0066s0005.1.p	XP_018455751.1, XP_018438475.1, XP_018438477.1
OG0009542	Roisl.0214s0351.1.p	XP_018462596.1, XP_018434518.1
OG0009543	Roisl.0214s0352.1.p	XP_018456620.1
OG0009544	Roisl.0214s0369.1.p	XP_018454902.1, XP_018464874.1
OG0009545	Roisl.0028s0500.1.p	XP_018483310.1
OG0009546	Roisl.0028s0524.1.p	XP_018482198.1, XP_018441837.1
OG0009547	Roisl.0028s0540.1.p	XP_018433135.1, XP_018477184.1, XP_018478115.1
OG0009548	Roisl.0028s0547.1.p	XP_018484427.1, XP_018484456.1
OG0009549	Roisl.0028s0551.1.p	XP_018475020.1, XP_018482000.1
OG0009550	Roisl.0028s0562.1.p	XP_018476491.1
OG0009551	Roisl.0028s0582.1.p	XP_018478573.1, XP_018461155.1
OG0009552	Roisl.0028s0583.1.p	XP_018476455.1, XP_018478750.1
OG0009553	Roisl.0028s0600.1.p	XP_018464840.1, XP_018458718.1
OG0009554	Roisl.0028s0604.1.p	XP_018478227.1, XP_018458716.1
OG0009555	Roisl.0017s0415.1.p	XP_018475565.1, XP_018458714.1
OG0009556	Roisl.0017s0402.1.p	XP_018481532.1, XP_018459966.1, XP_018438379.1, XP_018474019.1
OG0009557	Roisl.0017s0399.1.p	XP_018475721.1, XP_018477569.1
OG0009558	Roisl.0017s0365.1.p	XP_018477146.1, XP_018433762.1
OG0009559	Roisl.0017s0361.1.p	XP_018465759.1, XP_018436993.1, XP_018476174.1
OG0009560	Roisl.0017s0358.1.p	XP_018483975.1
