Orthogroup	Rorippa_islandica	Eutrema_salsugineum
OG0005572	Roisl.0004s0345.1.p	XP_006390299.1
OG0005573	Roisl.0004s0353.1.p	XP_006390306.1
OG0005574	Roisl.0053s0327.1.p	XP_006406007.1
OG0005575	Roisl.0004s0360.1.p	XP_006390318.1
OG0005576	Roisl.0004s0380.1.p	XP_006390337.1
OG0005577	Roisl.0004s0391.1.p	XP_006390356.1, XP_024009623.1
OG0005578	Roisl.0191s0589.1.p	XP_006396403.1
OG0005579	Roisl.0191s0346.1.p	XP_006415946.1
OG0005580	Roisl.0025s0061.1.p	XP_006395368.2
OG0005581	Roisl.0066s0139.1.p	XP_006409240.1
OG0005582	Roisl.0006s0537.1.p	XP_006392663.1
OG0005583	Roisl.0006s0501.1.p	XP_006392700.1
OG0005584	Roisl.0006s0414.1.p	XP_006392792.1
OG0005585	Roisl.0006s0408.1.p, Roisl.0006s0410.1.p, Roisl.0013s0201.1.p	XP_024005965.1
OG0005586	Roisl.0006s0405.1.p	XP_006392800.1
OG0005587	Roisl.0028s1021.1.p	XP_006410763.1
OG0005588	Roisl.0054s0026.1.p	XP_006410825.2
OG0005589	Roisl.0054s0027.1.p	XP_006410826.1, XP_024011897.1
OG0005590	Roisl.0031s0066.1.p	XP_006401759.1
OG0005591	Roisl.0031s0075.1.p	XP_006401753.2
OG0005592	Roisl.0031s0084.1.p	XP_006401743.1
OG0005593	Roisl.0002s0246.1.p, Roisl.0019s0085.1.p	XP_006414638.1
OG0005594	Roisl.0019s0165.1.p	XP_006390582.1
OG0005595	Roisl.0019s0164.1.p	XP_006390581.1
OG0005596	Roisl.0019s0138.1.p	XP_006390558.1
OG0005597	Roisl.0004s0481.1.p	XP_006390448.1
OG0005598	Roisl.0004s0480.1.p	XP_006390447.1
OG0005599	Roisl.0004s0479.1.p	XP_024009433.1
OG0005600	Roisl.0014s0016.1.p	XP_006395207.1
OG0005601	Roisl.0004s0449.1.p	XP_006390417.1
OG0005602	Roisl.0004s0434.1.p	XP_006390404.2
OG0005603	Roisl.0004s0417.1.p	XP_006390385.1
OG0005604	Roisl.0019s0698.1.p	XP_006391124.1
OG0005605	Roisl.0019s0692.1.p	XP_006391117.1
OG0005606	Roisl.0019s0663.1.p	XP_006391086.1
OG0005607	Roisl.0019s0630.1.p	XP_006391055.1
OG0005608	Roisl.0015s0120.1.p	XP_006415750.1
OG0005609	Roisl.0019s0612.1.p	XP_006391033.1
OG0005610	Roisl.0022s0518.1.p, Roisl.0022s0517.1.p	XP_024005799.1
OG0005612	Roisl.0044s0042.1.p	XP_006412896.1
OG0005613	Roisl.0044s0047.1.p	XP_006412890.1
OG0005614	Roisl.0044s0058.1.p	XP_006412879.1
OG0005615	Roisl.0210s0990.1.p	XP_006399786.1
OG0005616	Roisl.0044s0064.1.p	XP_006412876.1
OG0005617	Roisl.0063s0047.1.p	XP_006404567.1
OG0005618	Roisl.0050s0121.1.p	XP_006391706.1
OG0005619	Roisl.0025s0032.1.p	XP_006395383.1
OG0005620	Roisl.0188s0068.1.p	XP_006395309.1
OG0005621	Roisl.0025s0046.1.p	XP_006395375.1
OG0005622	Roisl.0011s0562.1.p	XP_024007368.1
OG0005623	Roisl.0011s0550.1.p, Roisl.0046s0129.1.p	XP_006395424.1
OG0005624	Roisl.0066s0315.1.p, Roisl.0038s0041.1.p	XP_006396114.1
OG0005625	Roisl.0011s0498.1.p	XP_006395487.1
OG0005626	Roisl.0011s0483.1.p	XP_006395501.1
OG0005627	Roisl.0011s0383.1.p	XP_006395586.1
OG0005628	Roisl.0011s0358.1.p	XP_006395615.1
OG0005629	Roisl.0019s0558.1.p	XP_006390971.1
OG0005631	Roisl.0019s0580.1.p	XP_006390997.2
OG0005632	Roisl.0005s0193.1.p, Roisl.0005s0190.1.p	XP_024011025.1
OG0005633	Roisl.0005s0194.1.p	XP_006398319.1
OG0005634	Roisl.0005s0225.1.p	XP_024011011.1
OG0005635	Roisl.0005s0247.1.p, Roisl.0194s0037.1.p	XP_006398274.1
OG0005637	Roisl.0005s0300.1.p	XP_006398220.1
OG0005638	Roisl.0005s0319.1.p	XP_006398204.1
OG0005639	Roisl.0006s0096.1.p	XP_006393154.1
OG0005640	Roisl.0006s0190.1.p	XP_006393064.1
OG0005641	Roisl.0006s0299.1.p	XP_006392954.1
OG0005642	Roisl.0028s0787.1.p	XP_006410530.1
OG0005643	Roisl.0028s0840.1.p	XP_006410580.1
OG0005644	Roisl.0028s0844.1.p	XP_006410584.1
OG0005645	Roisl.0007s0527.1.p	XP_006416850.1
OG0005646	Roisl.0209s0479.1.p	XP_006404357.1
OG0005647	Roisl.0028s0940.1.p	XP_006410683.1
OG0005648	Roisl.0028s0946.1.p	XP_006410687.1
OG0005649	Roisl.0091s0363.1.p	XP_006413976.1
OG0005650	Roisl.0091s0364.1.p	XP_006413977.1
OG0005651	Roisl.0091s0374.1.p	XP_006413983.2
OG0005652	Roisl.0091s0422.1.p	XP_006414044.1
OG0005653	Roisl.0091s0452.1.p	XP_006414079.1
OG0005654	Roisl.0091s0509.1.p	XP_006414141.1
OG0005655	Roisl.0091s0573.1.p	XP_006414213.1
OG0005656	Roisl.0091s0606.1.p	XP_006414243.1
OG0005657	Roisl.0005s0181.1.p	XP_006398330.1
OG0005658	Roisl.0046s1064.1.p	XP_006403950.1
OG0005659	Roisl.0046s1053.1.p	XP_006403965.1
OG0005660	Roisl.0008s0173.1.p	XP_006413532.1
OG0005661	Roisl.0008s0142.1.p	XP_006413555.1
OG0005662	Roisl.0189s0184.1.p	XP_006401905.1
OG0005663	Roisl.0189s0242.1.p	XP_006401988.2
OG0005664	Roisl.0189s0269.1.p	XP_006402013.1
OG0005665	Roisl.0013s0169.1.p	XP_006393517.1
OG0005666	Roisl.0045s0069.1.p	XP_006409555.1
OG0005667	Roisl.0066s0253.1.p	XP_024016178.1
OG0005668	Roisl.0008s0190.1.p	XP_006413515.1
OG0005669	Roisl.0091s0114.1.p	XP_024005439.1
OG0005670	Roisl.0091s0124.1.p	XP_006413702.1
OG0005671	Roisl.0091s0258.1.p	XP_006413859.1
OG0005672	Roisl.0091s0238.1.p	XP_006413836.1
OG0005673	Roisl.0091s0221.1.p	XP_024005924.1
OG0005674	Roisl.0091s0211.1.p	XP_006413805.1
OG0005675	Roisl.0091s0321.1.p	XP_006413933.1
OG0005677	Roisl.0022s0279.1.p	XP_006405932.2, XP_024006174.1
OG0005678	Roisl.0002s0018.1.p	XP_006414347.1
OG0005679	Roisl.0015s0080.1.p	XP_006415797.1
OG0005680	Roisl.0091s0688.1.p	XP_024005632.1
OG0005681	Roisl.0091s0630.1.p	XP_006414272.1
OG0005682	Roisl.0024s0644.1.p	XP_006401440.1
OG0005683	Roisl.0024s0646.1.p	XP_024007099.1
OG0005684	Roisl.0018s0491.1.p	XP_024012794.1
OG0005685	Roisl.0018s0463.1.p	XP_006402297.1
OG0005686	Roisl.0018s0425.1.p	XP_024012829.1
OG0005687	Roisl.0018s0393.1.p	XP_006402365.1
OG0005688	Roisl.0018s0344.1.p	XP_006402404.2
OG0005689	Roisl.0022s0036.1.p	XP_006391565.1
OG0005690	Roisl.0018s0300.1.p	XP_006402448.1
OG0005691	Roisl.0018s0282.1.p	XP_024013015.1
OG0005692	Roisl.0018s0267.1.p	XP_024012788.1
OG0005694	Roisl.0018s0218.1.p	XP_006402526.1
OG0005695	Roisl.0018s0205.1.p	XP_006402541.1
OG0005696	Roisl.0018s0189.1.p	XP_006402556.1
OG0005697	Roisl.0018s0119.1.p	XP_006402625.1
OG0005698	Roisl.0002s0276.1.p	XP_006397104.1, XP_006402673.2
OG0005699	Roisl.0028s0275.1.p	XP_006397496.1
OG0005700	Roisl.0018s0039.1.p	XP_006402707.1
OG0005701	Roisl.0018s0029.1.p	XP_006402719.1
OG0005703	Roisl.0026s0099.1.p	XP_006402827.1
OG0005703	Roisl.0028s0399.1.p	XP_006411481.1
OG0005704	Roisl.0026s0142.1.p	XP_006402870.1
OG0005705	Roisl.0026s0151.1.p	XP_006402875.1
OG0005706	Roisl.0026s0192.1.p	XP_006402918.1
OG0005707	Roisl.0026s0204.1.p	XP_006402930.1
OG0005708	Roisl.0046s1662.1.p	XP_006402972.1
OG0005709	Roisl.0046s1640.1.p	XP_006402994.1
OG0005710	Roisl.0046s1629.1.p	XP_006403005.2
OG0005711	Roisl.0046s1625.1.p	XP_006403009.1
OG0005712	Roisl.0046s1613.1.p	XP_024012838.1
OG0005713	Roisl.0046s1465.1.p	XP_006403534.1
OG0005714	Roisl.0046s1459.1.p	XP_006403543.1
OG0005715	Roisl.0007s0105.1.p	XP_006416415.2
OG0005716	Roisl.0046s1378.1.p	XP_006403630.1
OG0005717	Roisl.0046s1350.1.p	XP_006403661.1
OG0005719	Roisl.0031s0096.1.p	XP_006401728.1
OG0005720	Roisl.0031s0095.1.p	XP_006401729.2
OG0005721	Roisl.0213s0780.1.p	XP_006418566.1
OG0005722	Roisl.0038s0013.1.p	XP_006396096.1
OG0005723	Roisl.0024s0040.1.p, Roisl.0024s0041.1.p	XP_006391429.1
OG0005724	Roisl.0024s0099.1.p	XP_024011307.1
OG0005725	Roisl.0019s0849.1.p	XP_024013760.1
OG0005726	Roisl.0019s0841.1.p	XP_006391290.2
OG0005727	Roisl.0019s0813.1.p	XP_006391254.1
OG0005728	Roisl.0019s0801.1.p	XP_006391237.1
OG0005729	Roisl.0019s0725.1.p	XP_006391150.1
OG0005730	Roisl.0019s0724.1.p	XP_024006574.1
OG0005731	Roisl.0019s0713.1.p	XP_006391141.1
OG0005732	Roisl.0066s0114.1.p	XP_006409205.1
OG0005733	Roisl.0066s0079.1.p	XP_006409173.1
OG0005734	Roisl.0016s0110.1.p	XP_024015430.1
OG0005735	Roisl.0214s0348.1.p	XP_006409044.1
OG0005736	Roisl.0214s0342.1.p	XP_024016419.1
OG0005738	Roisl.0028s0567.1.p	XP_006411329.1
OG0005739	Roisl.0028s0589.1.p	XP_024016864.1
OG0005740	Roisl.0017s0393.1.p	XP_006411251.1
OG0005741	Roisl.0017s0385.1.p	XP_006411243.2
OG0005742	Roisl.0017s0349.1.p	XP_006411207.1
OG0005743	Roisl.0017s0338.1.p	XP_006411192.1
OG0005744	Roisl.0017s0306.1.p	XP_006411160.1
OG0005745	Roisl.0017s0303.1.p	XP_024016873.1
OG0005746	Roisl.0017s0301.1.p	XP_006411155.1
OG0005747	Roisl.0214s0133.1.p	XP_006397383.1
OG0005748	Roisl.0017s0283.1.p	XP_006411135.1
OG0005749	Roisl.0017s0201.1.p	XP_006411052.1
OG0005750	Roisl.0017s0199.1.p	XP_006411050.1
OG0005751	Roisl.0017s0169.1.p	XP_006411010.1
OG0005752	Roisl.0017s0150.1.p	XP_006410991.1
OG0005753	Roisl.0017s0146.1.p	XP_006410987.1
OG0005754	Roisl.0017s0110.1.p	XP_006410953.1
OG0005755	Roisl.0017s0108.1.p	XP_024004192.1
OG0005756	Roisl.0017s0080.1.p	XP_006410921.1
OG0005757	Roisl.0017s0041.1.p	XP_006410882.1
OG0005758	Roisl.0021s0483.1.p	XP_024008638.1
OG0005759	Roisl.0082s0164.1.p	XP_006396734.1
OG0005760	Roisl.0082s0186.1.p	XP_024007224.1, XP_006396712.1
OG0005761	Roisl.0082s0227.1.p	XP_024010037.1
OG0005762	Roisl.0204s0153.1.p, Roisl.0082s0232.1.p	XP_006396663.1
OG0005764	Roisl.0046s0588.1.p	XP_024014085.1
OG0005765	Roisl.0046s0516.1.p	XP_006404773.1
OG0005766	Roisl.0001s0381.1.p	XP_006404774.1
OG0005767	Roisl.0021s0596.1.p	XP_006404905.1
OG0005768	Roisl.0179s0123.1.p	XP_006393773.1
OG0005769	Roisl.0179s0075.1.p	XP_006393740.1
OG0005770	Roisl.0040s0066.1.p	XP_006415077.2
OG0005771	Roisl.0040s0081.1.p, Roisl.0040s0080.1.p	XP_024009173.1
OG0005772	Roisl.0184s0014.1.p	XP_006397298.1
OG0005773	Roisl.0184s0011.1.p	XP_024009786.1
OG0005774	Roisl.0020s0120.1.p	XP_006397075.1
OG0005775	Roisl.0057s0038.1.p	XP_006396999.1
OG0005776	Roisl.0213s0635.1.p	XP_006396969.1
OG0005777	Roisl.0213s0595.1.p	XP_006396889.1
OG0005778	Roisl.0213s0559.1.p, Roisl.0056s0017.1.p	XP_006396880.1
OG0005779	Roisl.0213s0547.1.p	XP_006396857.1
OG0005780	Roisl.0210s1633.1.p	XP_006400471.1
OG0005781	Roisl.0046s0309.1.p	XP_006394880.1
OG0005782	Roisl.0046s0447.1.p	XP_006394999.1
OG0005783	Roisl.0214s0408.1.p	XP_006408917.2
OG0005786	Roisl.0067s0047.1.p	XP_006397968.1
OG0005787	Roisl.0067s0072.1.p	XP_006397940.1
OG0005788	Roisl.0035s0009.1.p	XP_006397922.1
OG0005789	Roisl.0035s0045.1.p	XP_006397885.1
OG0005790	Roisl.0035s0057.1.p	XP_006397873.2
OG0005791	Roisl.0035s0059.1.p	XP_006397870.1
OG0005792	Roisl.0035s0086.1.p	XP_006397846.1
OG0005793	Roisl.0007s0679.1.p	XP_006416994.1
OG0005794	Roisl.0035s0148.1.p	XP_006397784.1
OG0005796	Roisl.0028s0040.1.p	XP_006397722.1
OG0005797	Roisl.0028s0050.1.p	XP_006397716.1
OG0005798	Roisl.0028s0065.1.p	XP_006397699.2
OG0005799	Roisl.0028s0121.1.p	XP_006397648.1
OG0005800	Roisl.0028s0168.1.p	XP_006397600.1
OG0005801	Roisl.0028s0247.1.p	XP_006410095.2
OG0005802	Roisl.0028s0295.1.p	XP_006397483.1
OG0005803	Roisl.0028s0334.1.p	XP_024003940.1
OG0005804	Roisl.0028s0353.1.p	XP_006411528.1
OG0005805	Roisl.0028s0356.1.p	XP_006411519.1
OG0005806	Roisl.0028s0371.1.p	XP_006411500.1
OG0005807	Roisl.0209s0094.1.p	XP_006391351.1
OG0005808	Roisl.0028s0382.1.p	XP_006411494.1
OG0005809	Roisl.0028s0414.1.p	XP_006411470.1
OG0005810	Roisl.0028s0418.1.p	XP_006411468.1
OG0005811	Roisl.0028s0422.1.p	XP_006411463.2
OG0005812	Roisl.0028s0452.1.p	XP_006411429.1
OG0005813	Roisl.0005s0053.1.p	XP_006398419.1
OG0005814	Roisl.0016s0104.1.p	XP_006408471.1
OG0005815	Roisl.0016s0153.1.p	XP_006392945.1
OG0005816	Roisl.0016s0188.1.p	XP_006408406.1
OG0005817	Roisl.0016s0211.1.p	XP_006408382.1
OG0005818	Roisl.0016s0214.1.p	XP_006408379.1
OG0005819	Roisl.0016s0231.1.p	XP_006408357.1
OG0005820	Roisl.0016s0241.1.p	XP_006408347.1
OG0005821	Roisl.0016s0252.1.p	XP_006408333.1
OG0005822	Roisl.0016s0372.1.p	XP_006408199.1
OG0005823	Roisl.0039s0017.1.p	XP_006408126.1
OG0005824	Roisl.0039s0043.1.p	XP_006408102.1
OG0005825	Roisl.0039s0046.1.p	XP_006408099.1
OG0005826	Roisl.0039s0071.1.p	XP_006408069.1
OG0005827	Roisl.0039s0125.1.p	XP_006408014.1
OG0005828	Roisl.0079s0003.1.p	XP_006407968.2
OG0005829	Roisl.0079s0005.1.p	XP_006407966.1
OG0005830	Roisl.0079s0019.1.p	XP_006407949.1
OG0005831	Roisl.0079s0041.1.p	XP_006407929.1
OG0005832	Roisl.0079s0060.1.p	XP_006407909.1
OG0005833	Roisl.0079s0074.1.p	XP_006407895.1
OG0005834	Roisl.0079s0079.1.p	XP_006407890.1
OG0005835	Roisl.0079s0088.1.p	XP_006407882.1
OG0005836	Roisl.0079s0096.1.p	XP_006407870.1
OG0005837	Roisl.0079s0129.1.p	XP_006407844.2
OG0005838	Roisl.0079s0131.1.p	XP_006407842.1
OG0005839	Roisl.0079s0155.1.p	XP_006407821.1
OG0005840	Roisl.0079s0216.1.p	XP_006407760.1
OG0005841	Roisl.0079s0280.1.p, Roisl.0019s0460.1.p	XP_006407700.2
OG0005842	Roisl.0079s0292.1.p	XP_006407686.1
OG0005843	Roisl.0074s0306.1.p	XP_006406839.1
OG0005844	Roisl.0074s0958.1.p	XP_006407538.1
OG0005845	Roisl.0074s0918.1.p	XP_006407489.1
OG0005846	Roisl.0074s0907.1.p	XP_006407480.1
OG0005847	Roisl.0074s0890.1.p	XP_006407468.1
OG0005848	Roisl.0074s0837.1.p	XP_006407423.2
OG0005849	Roisl.0074s0788.1.p	XP_006407362.1
OG0005850	Roisl.0074s0730.1.p	XP_006407297.1
OG0005851	Roisl.0074s0721.1.p	XP_006407287.1
OG0005852	Roisl.0074s0719.1.p	XP_024015720.1
OG0005853	Roisl.0074s0649.1.p	XP_006400162.1
OG0005854	Roisl.0074s0662.1.p	XP_006407237.1
OG0005855	Roisl.0002s0139.1.p	XP_006414482.1
OG0005856	Roisl.0074s0616.1.p	XP_006407180.1
OG0005857	Roisl.0074s0591.1.p	XP_024015465.1
OG0005858	Roisl.0074s0560.1.p	XP_006407123.1
OG0005859	Roisl.0074s0557.1.p	XP_006407120.1
OG0005860	Roisl.0074s0550.1.p	XP_006407113.1
OG0005861	Roisl.0074s0467.1.p	XP_006407025.1
OG0005862	Roisl.0074s0463.1.p	XP_006407022.1
OG0005863	Roisl.0074s0394.1.p	XP_006406951.1
OG0005864	Roisl.0074s0352.1.p, Roisl.0014s0030.1.p	XP_024015215.1
OG0005865	Roisl.0074s0341.1.p	XP_006406887.1
OG0005866	Roisl.0074s0321.1.p	XP_006406857.1
OG0005867	Roisl.0074s0294.1.p	XP_006406831.1
OG0005868	Roisl.0041s0072.1.p	XP_006403397.1
OG0005869	Roisl.0074s0242.1.p	XP_006406778.1
OG0005870	Roisl.0074s0217.1.p	XP_006406751.1
OG0005871	Roisl.0074s0192.1.p	XP_006406720.1
OG0005872	Roisl.0074s0172.1.p	XP_024015486.1
OG0005873	Roisl.0074s0153.1.p	XP_006406685.1
OG0005874	Roisl.0074s0138.1.p	XP_024015601.1
OG0005875	Roisl.0074s0116.1.p	XP_006406638.1
OG0005876	Roisl.0074s0114.1.p	XP_024015314.1
OG0005877	Roisl.0074s0087.1.p	XP_006406605.1
OG0005878	Roisl.0074s0062.1.p	XP_006406575.1
OG0005879	Roisl.0074s0055.1.p	XP_006406567.1
OG0005880	Roisl.0074s0037.1.p	XP_006406548.1
OG0005881	Roisl.0074s0034.1.p	XP_006406545.1
OG0005882	Roisl.0018s0464.1.p	XP_024015783.1
OG0005883	Roisl.0028s0003.1.p	XP_006406508.1
OG0005884	Roisl.0115s0508.1.p	XP_006406256.1
OG0005885	Roisl.0028s0022.1.p	XP_006406488.2
OG0005886	Roisl.0115s0307.1.p	XP_024015568.1
OG0005887	Roisl.0115s0310.1.p	XP_006406436.1
OG0005888	Roisl.0115s0322.1.p	XP_024015518.1
OG0005890	Roisl.0115s0349.1.p	XP_006406401.1
OG0005891	Roisl.0115s0352.1.p	XP_006406400.1
OG0005892	Roisl.0115s0391.1.p	XP_024015457.1
OG0005894	Roisl.0053s0106.1.p	XP_006395922.1
OG0005895	Roisl.0115s0626.1.p	XP_024015205.1
OG0005896	Roisl.0053s0324.1.p	XP_006406003.1
OG0005897	Roisl.0053s0338.1.p	XP_006406019.1
OG0005898	Roisl.0053s0370.1.p	XP_006406063.1
OG0005899	Roisl.0053s0373.1.p	XP_006406066.1
OG0005900	Roisl.0115s0635.1.p	XP_006406124.1
OG0005901	Roisl.0115s0618.1.p	XP_006406137.1, XP_006410306.1, XP_006396697.2
OG0005902	Roisl.0115s0610.1.p	XP_006406144.1
OG0005903	Roisl.0115s0603.1.p	XP_006406154.1
OG0005904	Roisl.0115s0592.1.p	XP_006406168.1
OG0005905	Roisl.0115s0571.1.p	XP_006406200.1
OG0005906	Roisl.0003s0031.1.p	XP_006412732.1
OG0005907	Roisl.0024s0021.1.p	XP_024007915.1
OG0005908	Roisl.0046s0473.1.p	XP_006395023.1
OG0005909	Roisl.0068s0004.1.p	XP_006395042.1
OG0005910	Roisl.0036s0031.1.p	XP_006395128.1
OG0005911	Roisl.0214s0388.1.p	XP_006408905.1
OG0005912	Roisl.0046s1178.1.p	XP_006403838.1
OG0005913	Roisl.0046s1145.1.p	XP_006403876.1
OG0005914	Roisl.0046s1143.1.p	XP_024013665.1
OG0005915	Roisl.0191s0488.1.p, Roisl.0210s0060.1.p	XP_006418450.1
OG0005916	Roisl.0210s0066.1.p	XP_024009089.1
OG0005917	Roisl.0210s0118.1.p	XP_006418399.1
OG0005918	Roisl.0210s0155.1.p	XP_024008848.1, XP_006418361.1
OG0005920	Roisl.0210s0219.1.p, Roisl.0082s0291.1.p	XP_006418292.1
OG0005921	Roisl.0210s0269.1.p	XP_006418245.1
OG0005922	Roisl.0210s0340.1.p	XP_006418175.1
OG0005923	Roisl.0210s0375.1.p	XP_006418133.1
OG0005924	Roisl.0091s0710.1.p	XP_024008485.1
OG0005925	Roisl.0091s0832.1.p	XP_006417994.1
OG0005926	Roisl.0091s0885.1.p	XP_006417952.1
OG0005927	Roisl.0091s0954.1.p	XP_006417870.2
OG0005928	Roisl.0091s0975.1.p	XP_006417847.1
OG0005929	Roisl.0091s0990.1.p	XP_006417824.1
OG0005930	Roisl.0091s1064.1.p	XP_006417760.1
OG0005932	Roisl.0091s1029.1.p	XP_006417797.1
OG0005933	Roisl.0091s1049.1.p	XP_006417769.1
OG0005934	Roisl.0091s1078.1.p	XP_024008970.1
OG0005935	Roisl.0091s1107.1.p	XP_006417712.1
OG0005936	Roisl.0091s1122.1.p	XP_006417699.1
OG0005937	Roisl.0091s1153.1.p	XP_006417662.1
OG0005938	Roisl.0091s1168.1.p	XP_006417643.1
OG0005939	Roisl.0091s1174.1.p	XP_006417634.1
OG0005940	Roisl.0091s1241.1.p	XP_006417559.1
OG0005942	Roisl.0021s0013.1.p, Roisl.0021s0010.1.p	XP_006417545.2
OG0005943	Roisl.0021s0032.1.p	XP_006408719.2, XP_006417524.1
OG0005944	Roisl.0191s0246.1.p	XP_006417502.1
OG0005945	Roisl.0021s0080.1.p	XP_006417484.1
OG0005946	Roisl.0021s0087.1.p	XP_006417478.1
OG0005947	Roisl.0021s0157.1.p	XP_006417414.2
OG0005948	Roisl.0021s0159.1.p	XP_006417411.1
OG0005949	Roisl.0021s0204.1.p	XP_006417371.1
OG0005949	Roisl.0209s0718.1.p	XP_006392007.1
OG0005950	Roisl.0021s0209.1.p	XP_006417368.1
OG0005951	Roisl.0021s0278.1.p	XP_006417290.1
OG0005952	Roisl.0021s0292.1.p	XP_006417275.1
OG0005954	Roisl.0021s0347.1.p	XP_006417219.1
OG0005955	Roisl.0007s0651.1.p	XP_006416966.1
OG0005956	Roisl.0007s0618.1.p	XP_006416939.1
OG0005958	Roisl.0007s0494.1.p	XP_006416821.1
OG0005959	Roisl.0007s0476.1.p	XP_006416805.1
OG0005960	Roisl.0007s0468.1.p	XP_006416794.1
OG0005961	Roisl.0007s0454.1.p, Roisl.0007s0455.1.p	XP_024007882.1
OG0005962	Roisl.0007s0453.1.p	XP_006416777.1
OG0005963	Roisl.0007s0420.1.p	XP_006416742.1
OG0005964	Roisl.0007s0362.1.p	XP_006416677.1
OG0005965	Roisl.0007s0321.1.p	XP_006416638.1
OG0005966	Roisl.0007s0304.1.p	XP_006416617.1
OG0005967	Roisl.0007s0278.1.p	XP_006416592.1
OG0005968	Roisl.0007s0214.1.p	XP_006416533.1
OG0005969	Roisl.0007s0195.1.p	XP_006416517.1
OG0005970	Roisl.0007s0161.1.p	XP_006416472.1
OG0005971	Roisl.0007s0125.1.p	XP_024009111.1
OG0005972	Roisl.0049s0069.1.p	XP_006416284.1
OG0005973	Roisl.0191s0021.1.p	XP_006416248.1
OG0005974	Roisl.0191s0044.1.p	XP_024008899.1
OG0005975	Roisl.0191s0055.1.p	XP_006416219.1
OG0005977	Roisl.0191s0082.1.p	XP_006416194.2
OG0005978	Roisl.0191s0084.1.p	XP_006416193.1
OG0005979	Roisl.0191s0115.1.p	XP_006416153.1
OG0005980	Roisl.0019s0345.1.p	XP_006390745.1
OG0005981	Roisl.0019s0365.1.p	XP_006390766.1
OG0005982	Roisl.0019s0416.1.p	XP_024007640.1
OG0005983	Roisl.0019s0461.1.p	XP_006390852.1
OG0005984	Roisl.0209s0139.1.p	XP_006415139.1
OG0005985	Roisl.0010s0165.1.p	XP_006391745.1
OG0005986	Roisl.0209s0741.1.p	XP_024013259.1
OG0005987	Roisl.0214s0769.1.p	XP_006392331.1, XP_006392344.1
OG0005988	Roisl.0009s0009.1.p	XP_006391597.1, XP_006405287.1
OG0005989	Roisl.0019s0792.1.p	XP_006391227.1
OG0005990	Roisl.0005s0122.1.p	XP_006398365.1
OG0005991	Roisl.0005s0110.1.p	XP_006398376.1
OG0005992	Roisl.0005s0024.1.p	XP_006398455.1
OG0005993	Roisl.0005s0020.1.p	XP_006398458.1
OG0005994	Roisl.0005s0007.1.p	XP_006398471.1
OG0005995	Roisl.0082s0314.1.p	XP_006396588.1
OG0005996	Roisl.0044s0123.1.p	XP_006412816.1
OG0005997	Roisl.0013s0161.1.p, Roisl.0013s0162.1.p	XP_006393505.1
OG0005998	Roisl.0115s0665.1.p	XP_006411732.1
OG0005999	Roisl.0015s0112.1.p	XP_006415759.1
OG0006000	Roisl.0013s0047.1.p	XP_006393318.1
OG0006001	Roisl.0013s0016.1.p	XP_006393267.1
OG0006002	Roisl.0001s0486.1.p	XP_006411778.1, XP_006396545.2, XP_006404682.1
OG0006003	Roisl.0001s0470.1.p	XP_006411795.1
OG0006004	Roisl.0001s0394.1.p	XP_006411864.1
OG0006005	Roisl.0001s0357.1.p	XP_006411905.1
OG0006006	Roisl.0001s0325.1.p	XP_006411934.1
OG0006007	Roisl.0001s0294.1.p	XP_006411966.1
OG0006008	Roisl.0001s0268.1.p	XP_006411996.1
OG0006009	Roisl.0001s0263.1.p	XP_006412001.1, XP_006404939.1
OG0006010	Roisl.0001s0236.1.p	XP_006412024.1
OG0006011	Roisl.0001s0195.1.p	XP_006412066.1
OG0006012	Roisl.0001s0116.1.p	XP_006412157.1
OG0006013	Roisl.0001s0107.1.p	XP_006412166.1
OG0006015	Roisl.0001s0040.1.p	XP_006412231.1
OG0006016	Roisl.0003s0323.1.p	XP_006412416.1
OG0006017	Roisl.0008s0278.1.p	XP_006412363.1
OG0006018	Roisl.0008s0305.1.p	XP_024005394.1
OG0006019	Roisl.0008s0306.1.p	XP_024009460.1, XP_006412334.1
OG0006020	Roisl.0008s0307.1.p	XP_006412333.1
OG0006021	Roisl.0003s0219.1.p	XP_006412522.1
OG0006022	Roisl.0003s0142.1.p	XP_006412609.1
OG0006023	Roisl.0003s0136.1.p	XP_024005076.1
OG0006024	Roisl.0003s0102.1.p	XP_006412650.2
OG0006025	Roisl.0003s0088.1.p	XP_006412669.1
OG0006026	Roisl.0019s0315.1.p	XP_006390717.1
OG0006027	Roisl.0019s0319.1.p	XP_006390722.1
OG0006028	Roisl.0191s0185.1.p	XP_024008854.1
OG0006029	Roisl.0191s0213.1.p	XP_006416054.1
OG0006030	Roisl.0191s0367.1.p	XP_006415927.2
OG0006031	Roisl.0191s0533.1.p	XP_006396290.1
OG0006032	Roisl.0191s0528.1.p	XP_006396284.1
OG0006033	Roisl.0015s0017.1.p	XP_006396203.1
OG0006034	Roisl.0214s0056.1.p	XP_006418499.1
OG0006035	Roisl.0022s0325.1.p	XP_006413158.1
OG0006036	Roisl.0022s0424.1.p	XP_006413057.1
OG0006037	Roisl.0011s0272.1.p	XP_006395681.1
OG0006039	Roisl.0021s0300.1.p	XP_024008775.1
OG0006040	Roisl.0007s0421.1.p	XP_024007742.1
OG0006041	Roisl.0191s0357.1.p	XP_006415936.1
OG0006042	Roisl.0191s0435.1.p	XP_024009132.1
