Orthogroup	Rorippa_islandica	Conringia_planisiliqua
OG0006474	Roisl.0011s0502.1.p	CP13_g19300_DN3_SP8_c.t1
OG0006475	Roisl.0011s0414.1.p	CP13_g19372_DN2_SP0_c.t1
OG0006476	Roisl.0011s0413.1.p	CP13_g19373_DN2_SP0_c.t1
OG0006477	Roisl.0011s0382.1.p	CP13_g19399_DN3_SP8_c.t1
OG0006478	Roisl.0008s0247.1.p	CP19_g18218_DN3_SP0_c.t1
OG0006479	Roisl.0011s0350.1.p	CP13_g19420_DN3_SP8_c.t1
OG0006480	Roisl.0025s0034.1.p	CP13_g19213_DN3_SP6_c.t1
OG0006481	Roisl.0011s0325.1.p	CP13_g19445_DN3_SP0_c.t1
OG0006482	Roisl.0019s0544.1.p	CP9_g28598_DN3_SP0_c.t1
OG0006483	Roisl.0019s0545.1.p	CP9_g28597_DN3_SP3_c.t1
OG0006484	Roisl.0019s0579.1.p	CP9_g28561_DN3_SP0_c.t1
OG0006485	Roisl.0019s0581.1.p	CP9_g28559_DN3_SP0_c.t1
OG0006486	Roisl.0019s0593.1.p	CP9_g28541_DN3_SP3_c.t1
OG0006488	Roisl.0005s0220.1.p	CP13_g19911_DN3_SP8_c.t1
OG0006489	Roisl.0005s0245.1.p	CP13_g19924_DN3_SP5_c.t1
OG0006490	Roisl.0005s0290.1.p	CP13_g19959_DN3_SP7_c.t1
OG0006491	Roisl.0210s0130.1.p	CP1_g36509_DN3_SP5_c.t1
OG0006492	Roisl.0012s0386.1.p	CP13_g20054_DN3_SP0_c.t1
OG0006493	Roisl.0006s0023.1.p	CP1_g38147_DN3_SP6_c.t1
OG0006494	Roisl.0006s0032.1.p	CP1_g38138_DN3_SP3_c.t1
OG0006495	Roisl.0006s0051.1.p	CP1_g38118_DN3_SP0_c.t1
OG0006496	Roisl.0006s0067.1.p	CP1_g38102_DN3_SP4_c.t1
OG0006497	Roisl.0006s0100.1.p	CP1_g38069_DN3_SP8_c.t1
OG0006498	Roisl.0189s0129.1.p	CP8_g53183_DN3_SP4_c.t1
OG0006499	Roisl.0006s0214.1.p	CP1_g37969_DN3_SP8_c.t1
OG0006500	Roisl.0006s0216.1.p	CP1_g37967_DN3_SP8_c.t1
OG0006501	Roisl.0006s0289.1.p	CP1_g37898_DN3_SP8_c.t1
OG0006502	Roisl.0006s0272.1.p	CP1_g37883_DN3_SP0_c.t1
OG0006503	Roisl.0080s0863.1.p	CP13_g20466_DN3_SP7_c.t1, CP4_g26021_DN3_SP2_c.t1
OG0006504	Roisl.0028s0811.1.p	CP4_g25335_DN3_SP2_c.t1
OG0006505	Roisl.0028s0863.1.p	CP6_g7569_DN3_SP0_c.t1, CP4_g25286_DN3_SP8_c.t1
OG0006506	Roisl.0028s0865.1.p	CP4_g25284_DN3_SP2_c.t1
OG0006507	Roisl.0028s0869.1.p	CP4_g25280_DN1_SP0_c.t1
OG0006508	Roisl.0028s0893.1.p, Roisl.0028s0891.1.p	CP4_g25261_DN3_SP0_c.t1
OG0006509	Roisl.0028s0906.1.p	CP4_g25250_DN3_SP0_c.t1
OG0006510	Roisl.0028s0935.1.p	CP4_g25224_DN3_SP8_c.t1
OG0006511	Roisl.0028s0980.1.p	CP4_g25184_DN3_SP8_c.t1
OG0006512	Roisl.0028s0989.1.p	CP4_g25175_DN3_SP3_c.t1
OG0006513	Roisl.0028s1000.1.p	CP4_g25164_DN3_SP3_c.t1
OG0006516	Roisl.0091s0380.1.p	CP6_g6883_DN3_SP8_c.t1
OG0006517	Roisl.0091s0381.1.p	CP6_g6886_DN3_SP7_c.t1
OG0006518	Roisl.0074s0258.1.p, Roisl.0091s0387.1.p	CP6_g6892_DN3_SP1_c.t1
OG0006519	Roisl.0091s0392.1.p	CP6_g6897_DN3_SP8_c.t1
OG0006520	Roisl.0091s0426.1.p	CP6_g6923_DN1_SP0_c.t1
OG0006521	Roisl.0091s0436.1.p	CP6_g6934_DN3_SP0_c.t1
OG0006522	Roisl.0091s0474.1.p	CP6_g6970_DN3_SP0_c.t1
OG0006523	Roisl.0184s0175.1.p	CP13_g19127_DN3_SP7_c.t1
OG0006524	Roisl.0091s0479.1.p	CP6_g6974_DN3_SP0_c.t1
OG0006525	Roisl.0091s0502.1.p	CP6_g6997_DN3_SP4_c.t1
OG0006526	Roisl.0091s0510.1.p	CP6_g7006_DN3_SP7_c.t1
OG0006527	Roisl.0091s0524.1.p	CP6_g7024_DN3_SP7_c.t1
OG0006528	Roisl.0091s0532.1.p	CP6_g7031_DN3_SP0_c.t1
OG0006529	Roisl.0091s0540.1.p	CP6_g7037_DN3_SP8_c.t1
OG0006530	Roisl.0091s0562.1.p	CP6_g7063_DN3_SP2_c.t1
OG0006531	Roisl.0091s0588.1.p	CP6_g7085_DN3_SP1_c.t1
OG0006532	Roisl.0091s0617.1.p	CP6_g7114_DN3_SP0_c.t1
OG0006533	Roisl.0091s0620.1.p	CP6_g7118_DN1_SP1_c.t1
OG0006534	Roisl.0046s1058.1.p	CP3_g14259_DN3_SP3_c.t1
OG0006535	Roisl.0046s1052.1.p	CP3_g14265_DN3_SP2_c.t1, CP3_g14269_DN3_SP0_c.t1
OG0006536	Roisl.0046s1045.1.p	CP3_g14284_DN3_SP2_c.t1
OG0006537	Roisl.0046s1041.1.p	CP3_g14288_DN3_SP2_c.t1
OG0006538	Roisl.0046s0982.1.p	CP3_g14336_DN3_SP0_c.t1
OG0006539	Roisl.0008s0172.1.p	CP20_g4322_DN3_SP1_c.t1, CP19_g18293_DN3_SP8_c.t1
OG0006540	Roisl.0008s0145.1.p	CP19_g18315_DN3_SP4_c.t1
OG0006541	Roisl.0031s0012.1.p	CP8_g53206_DN3_SP6_c.t1
OG0006542	Roisl.0012s0029.1.p	CP8_g52964_DN2_SP8_c.t1
OG0006543	Roisl.0189s0276.1.p	CP8_g52993_DN3_SP0_c.t1
OG0006544	Roisl.0189s0267.1.p	CP8_g53008_DN3_SP1_c.t1
OG0006545	Roisl.0188s0004.1.p	CP15_g35833_DN3_SP3_c.t1
OG0006546	Roisl.0045s0100.1.p	CP17_g5004_DN3_SP7_c.t1
OG0006547	Roisl.0045s0093.1.p, Roisl.0045s0091.1.p	CP17_g4849_DN3_SP6_c.t1
OG0006549	Roisl.0066s0233.1.p	CP10_g43843_DN3_SP0_c.t1
OG0006550	Roisl.0008s0212.1.p	CP19_g18250_DN3_SP8_c.t1
OG0006551	Roisl.0008s0210.1.p	CP19_g18251_DN3_SP7_c.t1
OG0006552	Roisl.0008s0191.1.p	CP19_g18273_DN3_SP8_c.t1
OG0006553	Roisl.0008s0184.1.p	CP19_g18281_DN3_SP5_c.t1
OG0006555	Roisl.0019s0031.1.p, Roisl.0214s0116.1.p, Roisl.0091s0055.1.p	CP22_g17375_DN1_SP0_c.t1
OG0006556	Roisl.0091s0058.1.p	CP19_g18414_DN2_SP3_c.t1
OG0006557	Roisl.0091s0059.1.p	CP19_g18415_DN3_SP7_c.t1
OG0006558	Roisl.0091s0094.1.p	CP19_g18451_DN3_SP4_c.t1
OG0006559	Roisl.0008s0058.1.p	CP2_g49847_DN3_SP0_c.t1
OG0006560	Roisl.0010s0146.1.p, Roisl.0027s0010.1.p, Roisl.0050s0023.1.p	CP2_g48951_DN3_SP0_c.t1
OG0006561	Roisl.0091s0276.1.p	CP6_g6799_DN3_SP8_c.t1
OG0006562	Roisl.0074s0848.1.p	CP10_g43121_DN1_SP0_c.t1
OG0006562	Roisl.0022s0330.1.p	CP19_g17969_DN3_SP0_c.t1
OG0006563	Roisl.0091s0240.1.p	CP6_g6764_DN3_SP8_c.t1
OG0006564	Roisl.0091s0232.1.p, Roisl.0091s0231.1.p	CP6_g6759_DN3_SP3_c.t1
OG0006565	Roisl.0118s0003.1.p	CP8_g53220_DN3_SP4_c.t1
OG0006566	Roisl.0091s0217.1.p	CP6_g6744_DN3_SP6_c.t1
OG0006567	Roisl.0091s0209.1.p	CP6_g6737_DN3_SP2_c.t1
OG0006568	Roisl.0091s0189.1.p	CP6_g6711_DN3_SP0_c.t1
OG0006569	Roisl.0091s0187.1.p	CP6_g6709_DN3_SP1_c.t1
OG0006570	Roisl.0091s0167.1.p	CP6_g6688_DN1_SP0_c.t1
OG0006571	Roisl.0091s0152.1.p	CP19_g18514_DN3_SP0_c.t1
OG0006572	Roisl.0091s0137.1.p	CP19_g18497_DN3_SP3_c.t1
OG0006573	Roisl.0091s0319.1.p	CP6_g6836_DN3_SP5_c.t1
OG0006574	Roisl.0091s0330.1.p	CP6_g6846_DN3_SP2_c.t1
OG0006575	Roisl.0002s0025.1.p	CP6_g7209_DN3_SP0_c.t1
OG0006576	Roisl.0091s0685.1.p	CP6_g7174_DN3_SP0_c.t1
OG0006577	Roisl.0091s0676.1.p	CP6_g7152_DN3_SP0_c.t1
OG0006578	Roisl.0091s0641.1.p	CP6_g7138_DN3_SP3_c.t1
OG0006579	Roisl.0024s0619.1.p	CP2_g47583_DN3_SP4_c.t1
OG0006580	Roisl.0024s0621.1.p	CP2_g47581_DN2_SP0_c.t1
OG0006581	Roisl.0024s0641.1.p	CP2_g47552_DN3_SP8_c.t1
OG0006582	Roisl.0018s0487.1.p	CP3_g13053_DN3_SP8_c.t1
OG0006583	Roisl.0018s0460.1.p	CP3_g13081_DN3_SP5_c.t1
OG0006584	Roisl.0018s0429.1.p	CP3_g13111_DN3_SP8_c.t1
OG0006585	Roisl.0018s0400.1.p	CP5_g1793_DN3_SP0_c.t1
OG0006586	Roisl.0018s0332.1.p	CP3_g13188_DN3_SP7_c.t1
OG0006587	Roisl.0018s0327.1.p	CP3_g13193_DN3_SP0_c.t1
OG0006588	Roisl.0018s0297.1.p	CP3_g13222_DN3_SP6_c.t1
OG0006589	Roisl.0018s0295.1.p	CP3_g13224_DN3_SP2_c.t1
OG0006590	Roisl.0018s0250.1.p	CP3_g13267_DN3_SP7_c.t1
OG0006591	Roisl.0018s0241.1.p	CP3_g13274_DN3_SP3_c.t1
OG0006592	Roisl.0018s0220.1.p	CP3_g13295_DN3_SP8_c.t1
OG0006593	Roisl.0018s0193.1.p	CP3_g13321_DN3_SP7_c.t1
OG0006594	Roisl.0055s0037.1.p	CP3_g13366_DN3_SP6_c.t1
OG0006595	Roisl.0018s0091.1.p	CP3_g13408_DN3_SP5_c.t1
OG0006596	Roisl.0026s0013.1.p	CP3_g13483_DN3_SP0_c.t1
OG0006597	Roisl.0026s0017.1.p	CP3_g13487_DN3_SP8_c.t1
OG0006599	Roisl.0012s0040.1.p	CP8_g52950_DN2_SP0_c.t1
OG0006600	Roisl.0026s0137.1.p	CP3_g13591_DN3_SP0_c.t1
OG0006601	Roisl.0026s0143.1.p	CP3_g13597_DN2_SP0_c.t1
OG0006602	Roisl.0026s0166.1.p	CP3_g13619_DN3_SP8_c.t1
OG0006603	Roisl.0026s0214.1.p	CP3_g13667_DN3_SP8_c.t1
OG0006604	Roisl.0046s1651.1.p	CP3_g13698_DN3_SP8_c.t1
OG0006605	Roisl.0046s1622.1.p	CP3_g13729_DN3_SP8_c.t1
OG0006606	Roisl.0046s1602.1.p	CP3_g13748_DN3_SP2_c.t1
OG0006607	Roisl.0046s1587.1.p, Roisl.0046s1582.1.p	CP3_g13760_DN3_SP0_c.t1
OG0006609	Roisl.0046s1534.1.p	CP3_g13805_DN3_SP8_c.t1
OG0006610	Roisl.0046s1511.1.p	CP3_g13833_DN3_SP0_c.t1
OG0006611	Roisl.0046s1478.1.p	CP3_g13859_DN3_SP8_c.t1
OG0006612	Roisl.0046s1468.1.p	CP3_g13867_DN3_SP0_c.t1
OG0006613	Roisl.0046s1342.1.p	CP3_g13991_DN1_SP0_c.t1
OG0006614	Roisl.0046s1261.1.p	CP3_g14073_DN3_SP3_c.t1
OG0006615	Roisl.0184s0108.1.p	CP8_g53352_DN3_SP8_c.t1
OG0006616	Roisl.0184s0102.1.p	CP8_g53344_DN3_SP3_c.t1
OG0006617	Roisl.0184s0085.1.p	CP8_g53341_DN3_SP0_c.t1
OG0006618	Roisl.0002s0056.1.p	CP6_g7237_DN3_SP0_c.t1
OG0006620	Roisl.0053s0237.1.p	CP12_g30829_DN3_SP6_c.t1
OG0006621	Roisl.0024s0111.1.p	CP9_g28268_DN3_SP0_c.t1
OG0006622	Roisl.0019s0782.1.p	CP9_g28352_DN1_SP0_c.t1
OG0006623	Roisl.0019s0778.1.p	CP9_g28356_DN3_SP8_c.t1
OG0006624	Roisl.0019s0743.1.p	CP9_g28391_DN1_SP0_c.t1
OG0006625	Roisl.0019s0727.1.p	CP9_g28407_DN3_SP6_c.t1
OG0006626	Roisl.0014s0132.1.p	CP2_g48754_DN3_SP3_c.t1
OG0006627	Roisl.0066s0100.1.p	CP10_g43701_DN3_SP6_c.t1
OG0006628	Roisl.0066s0067.1.p	CP1_g39402_DN3_SP8_c.t1
OG0006629	Roisl.0066s0066.1.p	CP10_g43674_DN3_SP0_c.t1
OG0006630	Roisl.0206s0039.1.p	CP10_g43618_DN3_SP0_c.t1
OG0006631	Roisl.0206s0021.1.p	CP10_g43602_DN3_SP0_c.t1
OG0006632	Roisl.0011s0082.1.p	CP13_g19632_DN3_SP0_c.t1
OG0006633	Roisl.0214s0343.1.p	CP10_g43582_DN3_SP8_c.t1
OG0006634	Roisl.0016s0117.1.p	CP10_g42193_DN3_SP0_c.t1
OG0006635	Roisl.0214s0358.1.p	CP10_g43569_DN2_SP8_c.t1
OG0006636	Roisl.0214s0359.1.p	CP10_g43568_DN3_SP3_c.t1
OG0006637	Roisl.0214s0381.1.p	CP10_g43545_DN3_SP0_c.t1
OG0006638	Roisl.0028s0561.1.p	CP4_g24653_DN3_SP6_c.t1
OG0006640	Roisl.0035s0145.1.p	CP4_g24118_DN3_SP0_c.t1
OG0006641	Roisl.0028s0614.1.p	CP4_g24695_DN3_SP1_c.t1
OG0006642	Roisl.0017s0414.1.p	CP4_g24699_DN3_SP1_c.t1
OG0006643	Roisl.0017s0405.1.p	CP4_g24707_DN3_SP8_c.t1
OG0006644	Roisl.0017s0394.1.p	CP4_g24718_DN3_SP8_c.t1
OG0006645	Roisl.0017s0360.1.p	CP4_g24742_DN3_SP8_c.t1
OG0006646	Roisl.0017s0350.1.p	CP4_g24748_DN3_SP0_c.t1
OG0006647	Roisl.0017s0336.1.p	CP4_g24764_DN3_SP5_c.t1
OG0006648	Roisl.0091s1040.1.p	CP1_g37042_DN3_SP5_c.t1
OG0006649	Roisl.0017s0232.1.p	CP4_g24858_DN3_SP8_c.t1
OG0006650	Roisl.0017s0222.1.p	CP4_g24866_DN3_SP2_c.t1
OG0006651	Roisl.0017s0213.1.p	CP4_g24876_DN3_SP6_c.t1
OG0006652	Roisl.0017s0195.1.p	CP4_g24890_DN3_SP8_c.t1
OG0006653	Roisl.0017s0193.1.p	CP4_g24892_DN3_SP0_c.t1
OG0006654	Roisl.0017s0188.1.p	CP4_g24900_DN3_SP8_c.t1
OG0006655	Roisl.0017s0185.1.p	CP4_g24903_DN3_SP3_c.t1
OG0006656	Roisl.0025s0090.1.p	CP13_g19185_DN3_SP0_c.t1, CP2_g49762_DN3_SP0_c.t1
OG0006657	Roisl.0017s0175.1.p	CP4_g24913_DN3_SP8_c.t1
OG0006658	Roisl.0017s0160.1.p	CP4_g24924_DN3_SP8_c.t1
OG0006659	Roisl.0017s0152.1.p	CP4_g24931_DN3_SP1_c.t1
OG0006660	Roisl.0017s0098.1.p	CP4_g24980_DN3_SP4_c.t1
OG0006661	Roisl.0017s0087.1.p	CP4_g24991_DN3_SP6_c.t1
OG0006662	Roisl.0017s0079.1.p	CP4_g25000_DN2_SP0_c.t1
OG0006663	Roisl.0017s0023.1.p	CP4_g25053_DN3_SP3_c.t1
OG0006664	Roisl.0082s0170.1.p	CP19_g18450_DN3_SP2_c.t1, CP11_g31804_DN3_SP7_c.t1
OG0006665	Roisl.0082s0218.1.p	CP11_g31862_DN2_SP0_c.t1
OG0006666	Roisl.0213s0537.1.p	CP20_g4391_DN3_SP8_c.t1
OG0006667	Roisl.0213s0538.1.p	CP20_g4390_DN3_SP8_c.t1
OG0006668	Roisl.0210s1637.1.p	CP8_g54416_DN3_SP5_c.t1
OG0006670	Roisl.0115s0001.1.p, Roisl.0063s0053.1.p	CP16_g54760_DN3_SP8_c.t1
OG0006671	Roisl.0082s0125.1.p	CP16_g54786_DN3_SP0_c.t1
OG0006672	Roisl.0046s0654.1.p	CP16_g54813_DN2_SP0_c.t1
OG0006673	Roisl.0046s0641.1.p	CP16_g54827_DN3_SP0_c.t1
OG0006674	Roisl.0046s0620.1.p	CP16_g54845_DN3_SP0_c.t1
OG0006675	Roisl.0006s0572.1.p	CP16_g55007_DN3_SP8_c.t1
OG0006676	Roisl.0082s0488.1.p	CP18_g12478_DN3_SP8_c.t1
OG0006677	Roisl.0214s0020.1.p	CP16_g55178_DN3_SP8_c.t1
OG0006678	Roisl.0022s0296.1.p	CP19_g18002_DN3_SP7_c.t1
OG0006679	Roisl.0022s0107.1.p	CP19_g18188_DN3_SP8_c.t1
OG0006680	Roisl.0056s0062.1.p	CP7_g44463_DN3_SP2_c.t1
OG0006682	Roisl.0193s0006.1.p	CP7_g44504_DN3_SP2_c.t1
OG0006683	Roisl.0184s0156.1.p	CP20_g4079_DN3_SP0_c.t1
OG0006684	Roisl.0020s0055.1.p	CP20_g4142_DN3_SP7_c.t1
OG0006685	Roisl.0006s0008.1.p	CP1_g38162_DN3_SP4_c.t1
OG0006686	Roisl.0213s0605.1.p	CP20_g4325_DN3_SP8_c.t1
OG0006687	Roisl.0213s0604.1.p	CP20_g4326_DN3_SP7_c.t1
OG0006688	Roisl.0046s0311.1.p	CP2_g48530_DN3_SP8_c.t1
OG0006689	Roisl.0046s0375.1.p	CP2_g48580_DN3_SP2_c.t1
OG0006690	Roisl.0008s0257.1.p	CP19_g18209_DN3_SP7_c.t1
OG0006691	Roisl.0046s0395.1.p	CP2_g48595_DN3_SP6_c.t1
OG0006692	Roisl.0046s0399.1.p	CP2_g48599_DN3_SP5_c.t1
OG0006693	Roisl.0046s0415.1.p	CP2_g48612_DN3_SP5_c.t1
OG0006695	Roisl.0214s0399.1.p	CP10_g43531_DN3_SP0_c.t1
OG0006696	Roisl.0214s0431.1.p	CP12_g29870_DN3_SP8_c.t1
OG0006697	Roisl.0214s0443.1.p	CP12_g29858_DN3_SP0_c.t1
OG0006698	Roisl.0214s0447.1.p	CP12_g29857_DN3_SP8_c.t1
OG0006700	Roisl.0035s0073.1.p	CP4_g24051_DN3_SP1_c.t1
OG0006701	Roisl.0035s0079.1.p	CP4_g24058_DN3_SP0_c.t1
OG0006702	Roisl.0035s0080.1.p	CP4_g24059_DN1_SP5_c.t1
OG0006703	Roisl.0035s0109.1.p	CP4_g24082_DN3_SP0_c.t1
OG0006704	Roisl.0035s0119.1.p	CP4_g24093_DN2_SP0_c.t1
OG0006705	Roisl.0035s0128.1.p	CP4_g24101_DN3_SP1_c.t1
OG0006706	Roisl.0035s0150.1.p	CP4_g24123_DN3_SP2_c.t1
OG0006707	Roisl.0035s0167.1.p	CP4_g24142_DN3_SP8_c.t1
OG0006708	Roisl.0035s0182.1.p	CP4_g24156_DN3_SP4_c.t1
OG0006709	Roisl.0035s0187.1.p	CP4_g24158_DN3_SP4_c.t1
OG0006710	Roisl.0028s0037.1.p	CP4_g24187_DN3_SP0_c.t1
OG0006712	Roisl.0028s0079.1.p	CP4_g24224_DN3_SP1_c.t1
OG0006713	Roisl.0028s0088.1.p	CP4_g24232_DN3_SP8_c.t1
OG0006716	Roisl.0028s0156.1.p	CP4_g24296_DN1_SP0_c.t1
OG0006717	Roisl.0028s0193.1.p	CP4_g24331_DN3_SP3_c.t1
OG0006718	Roisl.0028s0223.1.p	CP4_g24357_DN3_SP8_c.t1
OG0006719	Roisl.0028s0227.1.p	CP4_g24359_DN3_SP1_c.t1
OG0006720	Roisl.0028s0238.1.p, Roisl.0028s0239.1.p	CP4_g24364_DN3_SP5_c.t1
OG0006721	Roisl.0209s0034.1.p, Roisl.0028s0240.1.p	CP4_g24365_DN3_SP6_c.t1, CP4_g24366_DN3_SP0_c.t1
OG0006722	Roisl.0028s0274.1.p	CP4_g24396_DN3_SP4_c.t1
OG0006723	Roisl.0028s0298.1.p	CP4_g24414_DN2_SP8_c.t1, CP14_g23163_DN2_SP0_c.t1
OG0006725	Roisl.0028s0368.1.p	CP4_g24477_DN3_SP8_c.t1
OG0006726	Roisl.0028s0376.1.p	CP4_g24487_DN3_SP4_c.t1
OG0006727	Roisl.0028s0393.1.p	CP4_g24497_DN3_SP5_c.t1
OG0006729	Roisl.0028s0477.1.p	CP4_g24577_DN3_SP5_c.t1
OG0006730	Roisl.0028s0492.1.p	CP4_g24589_DN3_SP7_c.t1
OG0006731	Roisl.0028s0495.1.p	CP4_g24592_DN3_SP1_c.t1
OG0006732	Roisl.0005s0075.1.p	CP13_g19786_DN3_SP5_c.t1
OG0006733	Roisl.0008s0276.1.p	CP5_g680_DN3_SP5_c.t1
OG0006734	Roisl.0016s0113.1.p	CP10_g42189_DN3_SP8_c.t1
OG0006735	Roisl.0052s0010.1.p	CP8_g53414_DN3_SP8_c.t1
OG0006736	Roisl.0016s0163.1.p	CP10_g42232_DN3_SP8_c.t1
OG0006737	Roisl.0016s0198.1.p	CP10_g42260_DN2_SP0_c.t1
OG0006738	Roisl.0016s0216.1.p	CP10_g42277_DN3_SP8_c.t1
OG0006739	Roisl.0016s0218.1.p	CP10_g42279_DN3_SP8_c.t1
OG0006741	Roisl.0016s0274.1.p	CP10_g42333_DN3_SP8_c.t1
OG0006742	Roisl.0016s0297.1.p	CP10_g42353_DN2_SP0_c.t1
OG0006743	Roisl.0016s0314.1.p	CP10_g42369_DN3_SP8_c.t1
OG0006744	Roisl.0016s0320.1.p	CP10_g42376_DN3_SP8_c.t1
OG0006745	Roisl.0016s0380.1.p	CP10_g42430_DN3_SP1_c.t1
OG0006746	Roisl.0039s0055.1.p	CP10_g42521_DN3_SP0_c.t1
OG0006747	Roisl.0039s0057.1.p	CP10_g42523_DN3_SP3_c.t1
OG0006748	Roisl.0039s0072.1.p	CP10_g42540_DN3_SP8_c.t1
OG0006749	Roisl.0039s0081.1.p	CP10_g42544_DN3_SP6_c.t1
OG0006750	Roisl.0015s0067.1.p	CP7_g45183_DN3_SP0_c.t1
OG0006751	Roisl.0039s0138.1.p	CP10_g42601_DN3_SP0_c.t1
OG0006752	Roisl.0039s0139.1.p	CP10_g42602_DN3_SP2_c.t1
OG0006753	Roisl.0079s0068.1.p	CP10_g42686_DN1_SP0_c.t1
OG0006755	Roisl.0079s0116.1.p	CP10_g42732_DN3_SP0_c.t1
OG0006756	Roisl.0079s0126.1.p	CP10_g42740_DN3_SP6_c.t1
OG0006757	Roisl.0014s0084.1.p	CP2_g48773_DN3_SP0_c.t1, CP10_g42741_DN3_SP8_c.t1
OG0006758	Roisl.0079s0130.1.p	CP10_g42746_DN3_SP3_c.t1
OG0006759	Roisl.0079s0134.1.p	CP10_g42749_DN3_SP0_c.t1
OG0006760	Roisl.0079s0144.1.p	CP10_g42758_DN2_SP2_c.t1
OG0006761	Roisl.0079s0156.1.p	CP10_g42772_DN3_SP0_c.t1
OG0006762	Roisl.0079s0176.1.p	CP10_g42786_DN3_SP8_c.t1
OG0006763	Roisl.0079s0180.1.p	CP10_g42790_DN3_SP0_c.t1
OG0006764	Roisl.0079s0181.1.p	CP10_g42791_DN3_SP7_c.t1
OG0006765	Roisl.0079s0239.1.p	CP2_g49223_DN3_SP1_c.t1, CP10_g42844_DN3_SP3_c.t1
OG0006766	Roisl.0079s0256.1.p	CP10_g42865_DN3_SP3_c.t1
OG0006767	Roisl.0079s0273.1.p	CP10_g42883_DN3_SP2_c.t1
OG0006768	Roisl.0079s0265.1.p	CP10_g42875_DN3_SP6_c.t1
OG0006769	Roisl.0079s0286.1.p	CP10_g42894_DN3_SP0_c.t1
OG0006770	Roisl.0074s1020.1.p	CP10_g42968_DN1_SP0_c.t1
OG0006771	Roisl.0074s0863.1.p	CP10_g43103_DN3_SP0_c.t1
OG0006772	Roisl.0074s0919.1.p	CP10_g43058_DN3_SP4_c.t1
OG0006773	Roisl.0074s0906.1.p	CP10_g43070_DN3_SP0_c.t1
OG0006774	Roisl.0074s0905.1.p	CP10_g43071_DN3_SP8_c.t1
OG0006775	Roisl.0204s0104.1.p, Roisl.0074s0868.1.p	CP10_g43100_DN3_SP5_c.t1
OG0006776	Roisl.0074s0847.1.p	CP10_g43122_DN3_SP0_c.t1
OG0006777	Roisl.0074s0968.1.p	CP10_g43123_DN3_SP3_c.t1
OG0006778	Roisl.0074s0843.1.p	CP10_g43126_DN3_SP0_c.t1
OG0006779	Roisl.0074s0833.1.p	CP10_g43134_DN3_SP0_c.t1
OG0006780	Roisl.0074s0832.1.p	CP10_g43136_DN3_SP8_c.t1
OG0006782	Roisl.0074s0760.1.p	CP10_g43205_DN3_SP0_c.t1, CP10_g43206_DN2_SP7_c.t1
OG0006783	Roisl.0074s0740.1.p	CP10_g43225_DN3_SP8_c.t1
OG0006785	Roisl.0074s0717.1.p	CP10_g43247_DN3_SP6_c.t1
OG0006786	Roisl.0074s0698.1.p	CP10_g43257_DN3_SP8_c.t1
OG0006787	Roisl.0033s0115.1.p	CP10_g43258_DN3_SP0_c.t1
OG0006788	Roisl.0074s0622.1.p	CP10_g43328_DN3_SP8_c.t1
OG0006789	Roisl.0074s0613.1.p	CP10_g43333_DN3_SP8_c.t1
OG0006790	Roisl.0074s0584.1.p	CP10_g43359_DN3_SP8_c.t1
OG0006792	Roisl.0074s0555.1.p	CP10_g43385_DN3_SP0_c.t1
OG0006793	Roisl.0074s0552.1.p	CP10_g43388_DN3_SP2_c.t1
OG0006794	Roisl.0074s0516.1.p	CP10_g43421_DN3_SP0_c.t1
OG0006796	Roisl.0074s0489.1.p	CP10_g43445_DN3_SP6_c.t1
OG0006797	Roisl.0074s0475.1.p	CP10_g43459_DN3_SP0_c.t1
OG0006798	Roisl.0074s0446.1.p	CP10_g43486_DN3_SP7_c.t1
OG0006799	Roisl.0074s0420.1.p	CP12_g29874_DN3_SP8_c.t1
OG0006800	Roisl.0074s0403.1.p	CP12_g29889_DN3_SP0_c.t1
OG0006801	Roisl.0074s0366.1.p	CP12_g29929_DN3_SP7_c.t1
OG0006802	Roisl.0074s0361.1.p	CP12_g29934_DN3_SP8_c.t1
OG0006803	Roisl.0074s0325.1.p	CP12_g29973_DN3_SP8_c.t1
OG0006804	Roisl.0074s0320.1.p	CP12_g29978_DN3_SP8_c.t1
OG0006805	Roisl.0210s0356.1.p	CP1_g36657_DN3_SP0_c.t1
OG0006806	Roisl.0074s0231.1.p	CP12_g30051_DN3_SP0_c.t1
OG0006807	Roisl.0074s0219.1.p	CP12_g30060_DN3_SP8_c.t1
OG0006808	Roisl.0074s0200.1.p	CP12_g30081_DN3_SP8_c.t1
OG0006809	Roisl.0074s0191.1.p	CP12_g30090_DN3_SP0_c.t1
OG0006810	Roisl.0015s0081.1.p	CP2_g50502_DN3_SP0_c.t1
OG0006811	Roisl.0074s0182.1.p	CP12_g30094_DN3_SP8_c.t1
OG0006812	Roisl.0074s0181.1.p	CP12_g30095_DN3_SP5_c.t1
OG0006813	Roisl.0074s0162.1.p	CP12_g30110_DN3_SP8_c.t1
OG0006814	Roisl.0074s0150.1.p	CP12_g30121_DN3_SP3_c.t1
OG0006815	Roisl.0074s0121.1.p	CP12_g30151_DN3_SP8_c.t1
OG0006816	Roisl.0074s0112.1.p	CP12_g30156_DN3_SP7_c.t1
OG0006817	Roisl.0074s0090.1.p	CP12_g30176_DN3_SP6_c.t1
OG0006818	Roisl.0074s0084.1.p	CP12_g30184_DN3_SP8_c.t1
