Orthogroup	Rorippa_islandica	Arabidopsis_thaliana
OG0011390	Roisl.0189s0147.1.p	AT5G52170.2
OG0011391	Roisl.0017s0295.1.p	AT2G39260.1
OG0011393	Roisl.0017s0276.1.p	AT2G39050.1
OG0011394	Roisl.0017s0269.1.p	AT2G38970.1
OG0011395	Roisl.0017s0262.1.p	AT2G38920.1
OG0011396	Roisl.0210s1343.1.p	AT5G16453.1
OG0011397	Roisl.0009s0125.1.p	AT5G41020.1
OG0011398	Roisl.0017s0219.1.p	AT2G38510.1
OG0011399	Roisl.0027s0144.1.p	AT2G26470.1
OG0011400	Roisl.0017s0204.1.p	AT2G38420.1
OG0011401	Roisl.0017s0198.1.p	AT2G38360.1
OG0011402	Roisl.0213s0716.1.p	AT4G13500.1, AT2G05310.1
OG0011403	Roisl.0017s0179.1.p, Roisl.0033s0162.1.p	AT2G38152.1
OG0011404	Roisl.0017s0168.1.p	AT2G38080.1
OG0011405	Roisl.0017s0167.1.p	AT2G38070.1
OG0011406	Roisl.0017s0159.1.p	AT2G38000.1
OG0011407	Roisl.0017s0148.1.p	AT2G37920.1
OG0011408	Roisl.0017s0112.1.p	AT2G37650.1
OG0011409	Roisl.0017s0102.1.p	AT2G37560.1
OG0011410	Roisl.0017s0067.1.p	AT2G37260.1
OG0011411	Roisl.0017s0053.1.p	AT2G37150.3
OG0011412	Roisl.0017s0036.1.p	AT2G36990.1
OG0011413	Roisl.0082s0173.1.p	AT4G03820.4
OG0011414	Roisl.0082s0199.1.p	AT4G04370.1
OG0011415	Roisl.0082s0234.1.p	AT4G04870.1
OG0011416	Roisl.0082s0236.1.p	AT4G04885.1
OG0011417	Roisl.0082s0250.1.p	AT4G04920.1
OG0011418	Roisl.0209s0206.1.p	AT4G12060.1
OG0011419	Roisl.0213s0521.1.p	AT4G12010.1
OG0011420	Roisl.0213s0524.1.p	AT4G11980.1
OG0011422	Roisl.0213s0530.1.p	AT4G11910.1
OG0011423	Roisl.0209s0223.1.p	AT4G12250.1
OG0011424	Roisl.0063s0032.1.p	AT2G21160.1
OG0011425	Roisl.0063s0033.1.p	AT2G21170.1
OG0011426	Roisl.0082s0132.1.p	AT2G21500.1
OG0011427	Roisl.0082s0111.1.p	AT2G21660.1
OG0011428	Roisl.0204s0162.1.p	AT2G21720.2
OG0011429	Roisl.0046s0627.1.p	AT2G22090.2
OG0011430	Roisl.0046s0624.1.p	AT2G22122.1
OG0011431	Roisl.0046s0542.1.p	AT2G22860.1
OG0011432	Roisl.0006s0555.1.p	AT2G23740.2
OG0011433	Roisl.0004s0007.1.p	AT2G24270.2
OG0011434	Roisl.0023s0064.1.p	AT2G25320.3
OG0011435	Roisl.0023s0073.1.p	AT2G25420.4
OG0011436	Roisl.0023s0029.1.p	AT2G25190.1
OG0011437	Roisl.0214s0011.1.p	AT2G24960.1
OG0011438	Roisl.0051s0011.1.p	AT2G24370.1
OG0011439	Roisl.0015s0104.1.p	AT1G27390.1
OG0011440	Roisl.0015s0103.1.p	AT1G27385.4
OG0011441	Roisl.0179s0122.1.p	AT1G43700.1
OG0011442	Roisl.0179s0067.1.p	AT1G44446.1
OG0011443	Roisl.0179s0057.1.p, Roisl.0179s0051.1.p	AT1G44750.1
OG0011444	Roisl.0179s0053.1.p	AT1G44760.2
OG0011445	Roisl.0210s2161.1.p	AT1G36940.2
OG0011446	Roisl.0210s2157.1.p	AT1G36390.1
OG0011447	Roisl.0003s0247.1.p	AT4G32320.1
OG0011449	Roisl.0048s0015.1.p	AT1G34790.1
OG0011450	Roisl.0056s0023.1.p	AT1G34270.1
OG0011451	Roisl.0056s0027.1.p	AT1G34260.1
OG0011452	Roisl.0082s0533.1.p	AT1G34110.1
OG0011453	Roisl.0040s0053.1.p	AT1G33780.1
OG0011454	Roisl.0040s0059.1.p	AT1G33700.1
OG0011455	Roisl.0040s0070.1.p	AT1G33480.1
OG0011456	Roisl.0040s0090.1.p	AT1G33360.1
OG0011457	Roisl.0184s0148.1.p	AT4G09680.1
OG0011458	Roisl.0020s0040.1.p	AT4G08320.2
OG0011459	Roisl.0032s0062.1.p	AT4G08920.1
OG0011460	Roisl.0032s0083.1.p	AT4G09010.3
OG0011461	Roisl.0020s0066.1.p	AT4G10030.1
OG0011462	Roisl.0020s0133.1.p	AT4G10440.1
OG0011463	Roisl.0057s0021.1.p	AT4G10620.1
OG0011464	Roisl.0057s0033.1.p	AT4G10760.1
OG0011465	Roisl.0057s0039.1.p	AT4G10840.1
OG0011466	Roisl.0195s0025.1.p, Roisl.0213s0623.1.p	AT4G11110.1
OG0011467	Roisl.0213s0572.1.p	AT4G11400.1
OG0011468	Roisl.0213s0575.1.p	AT4G11410.1
OG0011469	Roisl.0210s1621.1.p	AT5G19080.1
OG0011470	Roisl.0210s1634.1.p	AT5G19150.1
OG0011471	Roisl.0210s1640.1.p	AT5G19210.2
OG0011472	Roisl.0210s1649.1.p	AT5G19320.1
OG0011473	Roisl.0046s0313.1.p	AT5G26731.1
OG0011474	Roisl.0046s0357.1.p	AT5G27000.1
OG0011475	Roisl.0046s0393.1.p	AT5G27650.1
OG0011476	Roisl.0046s0406.1.p	AT5G27460.1
OG0011477	Roisl.0046s0410.1.p	AT5G27420.1
OG0011478	Roisl.0046s0426.1.p	AT5G27270.1
OG0011479	Roisl.0046s0428.1.p	AT5G27240.1
OG0011480	Roisl.0046s0446.1.p	AT5G27970.2
OG0011481	Roisl.0046s0463.1.p	AT5G28300.1
OG0011482	Roisl.0214s0409.1.p, Roisl.0053s0417.1.p	AT2G20050.1
OG0011483	Roisl.0214s0422.1.p	AT2G20190.1
OG0011484	Roisl.0214s0428.1.p	AT2G20250.2
OG0011485	Roisl.0214s0441.1.p	AT2G20370.1
OG0011486	Roisl.0189s0266.1.p	AT5G51140.2
OG0011487	Roisl.0214s0454.1.p	AT2G20480.1
OG0011488	Roisl.0214s0471.1.p	AT2G20562.1
OG0011489	Roisl.0214s0475.1.p	AT2G20570.2
OG0011490	Roisl.0214s0490.1.p	AT2G20670.1
OG0011491	Roisl.0214s0515.1.p	AT2G20830.2
OG0011493	Roisl.0033s0108.1.p	AT2G48120.1
OG0011494	Roisl.0067s0007.1.p	AT2G48090.2
OG0011495	Roisl.0055s0061.1.p, Roisl.0067s0019.1.p	AT2G47990.1
OG0011496	Roisl.0067s0046.1.p	AT2G47730.1
OG0011497	Roisl.0067s0055.1.p	AT2G47620.1
OG0011498	Roisl.0067s0067.1.p	AT2G47500.1
OG0011499	Roisl.0067s0071.1.p	AT2G47470.1
OG0011500	Roisl.0067s0079.1.p	AT2G47390.1
OG0011501	Roisl.0067s0082.1.p	AT2G47360.1
OG0011502	Roisl.0035s0005.1.p	AT2G47300.2
OG0011503	Roisl.0035s0026.1.p	AT2G47140.1
OG0011504	Roisl.0035s0040.1.p	AT2G46980.2
OG0011505	Roisl.0035s0063.1.p	AT2G46770.1
OG0011506	Roisl.0035s0075.1.p	AT2G46650.1
OG0011507	Roisl.0035s0084.1.p	AT2G46550.1
OG0011508	Roisl.0035s0132.1.p	AT2G46200.1
OG0011509	Roisl.0035s0136.1.p	AT2G46150.1
OG0011510	Roisl.0035s0158.1.p	AT2G45890.1
OG0011511	Roisl.0035s0160.1.p	AT2G45870.1
OG0011512	Roisl.0035s0169.1.p	AT2G45770.1
OG0011513	Roisl.0035s0189.1.p	AT2G45650.1
OG0011514	Roisl.0028s0034.1.p	AT2G45460.3
OG0011515	Roisl.0028s0048.1.p	AT2G45360.1
OG0011516	Roisl.0028s0124.1.p	AT2G44640.1
OG0011517	Roisl.0028s0135.1.p	AT2G44520.1
OG0011518	Roisl.0028s0189.1.p	AT2G44000.1
OG0011519	Roisl.0028s0192.1.p	AT2G43970.1
OG0011520	Roisl.0028s0217.1.p	AT2G43760.1
OG0011521	Roisl.0028s0218.1.p	AT2G43750.1
OG0011522	Roisl.0028s0291.1.p	AT2G43210.1
OG0011523	Roisl.0028s0292.1.p	AT2G43200.1
OG0011524	Roisl.0028s0299.1.p	AT2G43120.2
OG0011525	Roisl.0028s0300.1.p	AT2G43110.1
OG0011526	Roisl.0028s0303.1.p	AT2G43080.1
OG0011527	Roisl.0028s0306.1.p	AT2G43060.1
OG0011528	Roisl.0028s0319.1.p	AT2G42950.1
OG0011529	Roisl.0028s0322.1.p	AT2G42910.1
OG0011530	Roisl.0214s0504.1.p	AT2G20800.1
OG0011531	Roisl.0028s0344.1.p	AT2G42710.1
OG0011532	Roisl.0028s0405.1.p	AT2G42130.4
OG0011533	Roisl.0028s0412.1.p	AT2G42070.1
OG0011534	Roisl.0028s0445.1.p	AT2G41720.1
OG0011535	Roisl.0028s0443.1.p	AT2G41750.1
OG0011536	Roisl.0028s0442.1.p	AT2G41760.1
OG0011537	Roisl.0028s0436.1.p	AT2G41830.1
OG0011538	Roisl.0028s0457.1.p	AT2G41640.1
OG0011539	Roisl.0028s0460.1.p	AT2G41600.7
OG0011540	Roisl.0028s0464.1.p	AT2G41540.1
OG0011541	Roisl.0028s0465.1.p	AT2G41530.1
OG0011542	Roisl.0028s0471.1.p	AT2G41480.1
OG0011543	Roisl.0028s0480.1.p	AT2G41410.1
OG0011544	Roisl.0005s0042.1.p	AT5G47390.1
OG0011546	Roisl.0005s0044.1.p	AT5G47370.1
OG0011547	Roisl.0005s0045.1.p	AT5G47360.1
OG0011548	Roisl.0005s0067.1.p	AT5G47090.1
OG0011549	Roisl.0016s0098.1.p	AT3G01250.1
OG0011550	Roisl.0016s0108.1.p	AT3G01160.1
OG0011551	Roisl.0016s0109.1.p	AT3G01150.1
OG0011552	Roisl.0016s0122.1.p	AT3G01050.1
OG0011553	Roisl.0016s0140.1.p	AT3G02150.2
OG0011554	Roisl.0016s0152.1.p	AT3G02260.1
OG0011555	Roisl.0016s0212.1.p	AT3G02810.1
OG0011556	Roisl.0016s0248.1.p	AT3G03130.1
OG0011557	Roisl.0016s0256.1.p	AT3G03210.1
OG0011558	Roisl.0016s0298.1.p	AT3G03610.4
OG0011559	Roisl.0016s0304.1.p	AT3G03660.3
OG0011560	Roisl.0016s0313.1.p	AT3G03760.1
OG0011561	Roisl.0016s0319.1.p	AT3G03800.1
OG0011562	Roisl.0016s0344.1.p	AT3G04020.1
OG0011563	Roisl.0016s0357.1.p	AT3G04160.2
OG0011564	Roisl.0016s0364.1.p	AT3G04240.1
OG0011565	Roisl.0016s0368.1.p	AT3G04290.1
OG0011566	Roisl.0016s0386.1.p	AT3G04480.1
OG0011569	Roisl.0209s0007.1.p	AT3G04820.1
OG0011570	Roisl.0039s0039.1.p	AT3G05160.1
OG0011571	Roisl.0039s0041.1.p	AT3G05180.1
OG0011572	Roisl.0039s0063.1.p	AT3G05390.1
OG0011573	Roisl.0039s0090.1.p	AT3G05600.1
OG0011574	Roisl.0039s0099.1.p	AT3G05675.1
OG0011575	Roisl.0039s0102.1.p	AT3G05690.2
OG0011576	Roisl.0019s0625.1.p	AT1G69430.1
OG0011578	Roisl.0039s0155.1.p	AT3G06080.2
OG0011579	Roisl.0079s0014.1.p	AT3G06370.3
OG0011580	Roisl.0079s0034.1.p	AT3G06510.2
OG0011581	Roisl.0079s0070.1.p	AT3G06810.1
OG0011582	Roisl.0079s0076.1.p	AT3G06880.4
OG0011583	Roisl.0079s0078.1.p	AT3G06910.1
OG0011584	Roisl.0079s0085.1.p	AT3G06980.1
OG0011585	Roisl.0079s0109.1.p	AT3G07210.1
OG0011586	Roisl.0079s0200.1.p, Roisl.0214s0714.1.p	AT3G08000.1
OG0011587	Roisl.0079s0208.1.p	AT3G08505.1
OG0011588	Roisl.0079s0231.1.p	AT3G08760.1
OG0011589	Roisl.0079s0233.1.p	AT3G08780.1
OG0011590	Roisl.0079s0253.1.p	AT3G08950.1
OG0011591	Roisl.0079s0284.1.p	AT3G09270.1
OG0011592	Roisl.0079s0290.1.p	AT3G09320.1
OG0011593	Roisl.0079s0300.1.p	AT3G09430.1
OG0011594	Roisl.0079s0304.1.p	AT3G09470.2
OG0011595	Roisl.0079s0322.1.p	AT3G09670.1
OG0011596	Roisl.0074s1042.1.p, Roisl.0079s0347.1.p	AT3G09870.1
OG0011597	Roisl.0074s1036.1.p	AT3G09890.1
OG0011598	Roisl.0074s1031.1.p	AT3G09925.1
OG0011599	Roisl.0074s1010.1.p	AT3G10160.1
OG0011600	Roisl.0074s1000.1.p	AT3G10260.3
OG0011601	Roisl.0074s0996.1.p	AT3G10310.2
OG0011602	Roisl.0074s0975.1.p	AT3G10440.1
OG0011603	Roisl.0074s0947.1.p	AT3G10650.1
OG0011604	Roisl.0074s0939.1.p	AT3G10730.1
OG0011605	Roisl.0074s0913.1.p	AT3G10970.1
OG0011606	Roisl.0074s0896.1.p	AT3G11110.1
OG0011607	Roisl.0074s0875.1.p	AT3G11330.1
OG0011608	Roisl.0074s0856.1.p	AT3G11520.1
OG0011609	Roisl.0074s0841.1.p	AT3G11670.1
OG0011610	Roisl.0074s0816.1.p	AT3G11900.1
OG0011611	Roisl.0074s0814.1.p	AT3G11920.1
OG0011612	Roisl.0074s0808.1.p	AT3G11964.2
OG0011613	Roisl.0074s0794.1.p	AT3G12090.1
OG0011614	Roisl.0074s0787.1.p	AT3G12145.1
OG0011615	Roisl.0074s0782.1.p	AT3G12200.2
OG0011616	Roisl.0074s0768.1.p	AT3G12380.2
OG0011617	Roisl.0074s0761.1.p	AT3G12490.2
OG0011619	Roisl.0074s0734.1.p	AT3G12720.1
OG0011620	Roisl.0074s0708.1.p	AT3G12930.1
OG0011621	Roisl.0074s0683.1.p	AT3G13140.1
OG0011622	Roisl.0074s0679.1.p	AT3G13175.1
OG0011623	Roisl.0074s0671.1.p	AT3G13224.2
OG0011624	Roisl.0074s0669.1.p	AT3G13225.2
OG0011625	Roisl.0074s0599.1.p	AT3G13800.1
OG0011626	Roisl.0019s0513.1.p	AT1G70190.1
OG0011627	Roisl.0074s0574.1.p	AT3G14020.1
OG0011628	Roisl.0074s0554.1.p	AT3G14180.1
OG0011629	Roisl.0074s0536.1.p	AT3G14280.1
OG0011630	Roisl.0074s0527.1.p	AT3G14360.1
OG0011631	Roisl.0074s0509.1.p	AT3G14560.1
OG0011632	Roisl.0074s0494.1.p	AT3G14720.1
OG0011633	Roisl.0074s0476.1.p	AT3G14910.1
OG0011634	Roisl.0074s0469.1.p	AT3G14980.1
OG0011635	Roisl.0074s0459.1.p	AT3G15070.1
OG0011636	Roisl.0074s0447.1.p	AT3G15180.2
OG0011637	Roisl.0074s0432.1.p	AT3G15350.1
OG0011638	Roisl.0074s0401.1.p	AT3G15530.1
OG0011639	Roisl.0074s0373.1.p	AT3G15780.1
OG0011640	Roisl.0074s0371.1.p	AT3G15800.1
OG0011641	Roisl.0074s0365.1.p	AT3G15860.1
OG0011642	Roisl.0074s0339.1.p, Roisl.0184s0216.1.p	AT3G16070.1
OG0011644	Roisl.0074s0309.1.p	AT3G16360.2
OG0011645	Roisl.0074s0260.1.p	AT3G16840.2
OG0011646	Roisl.0074s0254.1.p	AT3G16890.1
OG0011647	Roisl.0074s0177.1.p	AT3G17660.2
OG0011648	Roisl.0074s0143.1.p	AT3G17940.1
OG0011649	Roisl.0074s0115.1.p	AT3G18200.2
OG0011650	Roisl.0074s0109.1.p	AT3G18230.1
OG0011651	Roisl.0074s0104.1.p	AT3G18270.1
OG0011652	Roisl.0074s0094.1.p	AT3G18360.1
OG0011653	Roisl.0074s0091.1.p	AT3G18390.1
OG0011654	Roisl.0074s0079.1.p	AT3G18520.2
OG0011655	Roisl.0074s0069.1.p	AT3G18630.1, AT2G10550.1
OG0011656	Roisl.0074s0060.1.p	AT3G18730.1
OG0011658	Roisl.0011s0034.1.p	AT2G01410.1
OG0011659	Roisl.0074s0040.1.p	AT3G18930.1
OG0011660	Roisl.0074s0038.1.p	AT3G18940.1
OG0011661	Roisl.0074s0015.1.p	AT3G19184.2
OG0011663	Roisl.0028s0017.1.p	AT3G19508.1
OG0011664	Roisl.0115s0281.1.p	AT3G19680.1
OG0011665	Roisl.0115s0306.1.p	AT3G19910.1
OG0011666	Roisl.0115s0355.1.p	AT3G20330.1
OG0011667	Roisl.0115s0363.1.p	AT3G20390.2
OG0011668	Roisl.0115s0452.1.p	AT3G21150.1
OG0011669	Roisl.0115s0463.1.p	AT3G21215.1
OG0011670	Roisl.0115s0469.1.p	AT3G21260.3
OG0011671	Roisl.0031s0049.1.p	AT5G52880.1
OG0011672	Roisl.0009s0309.1.p	AT5G39680.1
OG0011673	Roisl.0009s0311.1.p	AT5G39660.1
OG0011674	Roisl.0070s0010.1.p	AT5G39500.1
OG0011675	Roisl.0070s0016.1.p	AT5G39420.1
OG0011676	Roisl.0070s0018.1.p	AT5G39400.1
OG0011677	Roisl.0213s0830.1.p	AT5G38895.3
OG0011678	Roisl.0213s0824.1.p	AT5G38840.1
OG0011679	Roisl.0213s0814.1.p	AT5G38720.2
OG0011680	Roisl.0213s0801.1.p	AT5G38640.1
OG0011681	Roisl.0213s0791.1.p	AT5G38510.1
OG0011682	Roisl.0064s0041.1.p	AT5G37790.1
OG0011683	Roisl.0210s2197.1.p	AT5G37370.1
OG0011684	Roisl.0210s2230.1.p	AT5G37010.1
OG0011685	Roisl.0008s0112.1.p	AT5G36960.1
OG0011686	Roisl.0055s0044.1.p	AT5G47920.1
OG0011687	Roisl.0053s0306.1.p	AT3G23740.1
OG0011688	Roisl.0053s0329.1.p	AT3G23590.1
OG0011689	Roisl.0213s0775.1.p, Roisl.0053s0331.1.p	AT3G23570.1
OG0011690	Roisl.0053s0372.1.p	AT3G23210.1
OG0011691	Roisl.0053s0376.1.p	AT3G23175.1
OG0011692	Roisl.0045s0011.1.p	AT2G15970.1
OG0011693	Roisl.0053s0392.1.p	AT1G61410.1, AT3G23100.1
OG0011694	Roisl.0053s0401.1.p	AT3G23020.1
OG0011695	Roisl.0053s0408.1.p	AT3G22960.1
OG0011696	Roisl.0046s1569.1.p	AT3G55760.1
OG0011697	Roisl.0115s0552.1.p	AT3G22100.1
OG0011698	Roisl.0115s0601.1.p	AT3G22490.1
OG0011699	Roisl.0024s0004.1.p	AT1G66360.1
OG0011700	Roisl.0115s0580.1.p	AT3G22290.1
OG0011701	Roisl.0115s0569.1.p	AT3G22190.1
OG0011702	Roisl.0115s0538.1.p	AT3G21810.1
OG0011703	Roisl.0115s0521.1.p	AT3G21670.1
OG0011704	Roisl.0115s0513.1.p	AT3G21600.1
OG0011705	Roisl.0191s0416.1.p	AT1G25510.1
OG0011706	Roisl.0003s0046.1.p, Roisl.0003s0049.1.p	AT4G30390.1
OG0011707	Roisl.0003s0034.1.p	AT4G30250.2
OG0011708	Roisl.0003s0022.1.p	AT4G30150.1
OG0011709	Roisl.0044s0137.1.p	AT4G29905.1
OG0011710	Roisl.0024s0022.1.p	AT1G66510.1
OG0011711	Roisl.0024s0016.1.p	AT1G66430.1
OG0011712	Roisl.0209s0058.1.p	AT1G65950.1
OG0011713	Roisl.0209s0061.1.p	AT1G65960.2
OG0011714	Roisl.0195s0020.1.p	AT1G64880.1
OG0011715	Roisl.0022s0040.1.p	AT1G65410.1
OG0011716	Roisl.0083s0047.1.p	AT1G54490.1
OG0011717	Roisl.0189s0039.1.p	AT1G54650.3
OG0011718	Roisl.0071s0007.1.p	AT1G54860.1
OG0011719	Roisl.0089s0004.1.p	AT1G54940.1
OG0011720	Roisl.0184s0056.1.p	AT1G54990.1
OG0011721	Roisl.0210s1611.1.p	AT5G19010.1
OG0011722	Roisl.0210s1580.1.p	AT5G18680.1
OG0011723	Roisl.0210s1570.1.p	AT5G18610.1
OG0011724	Roisl.0210s1550.1.p	AT5G18440.1
OG0011725	Roisl.0210s1539.1.p	AT5G18310.2
OG0011726	Roisl.0046s0469.1.p	AT5G28590.1
OG0011727	Roisl.0068s0002.1.p	AT5G29560.1
OG0011728	Roisl.0036s0087.1.p	AT5G49400.1
OG0011729	Roisl.0014s0117.1.p	AT5G48630.2
OG0011730	Roisl.0046s1214.1.p	AT3G52460.1
OG0011731	Roisl.0046s1207.1.p	AT3G52390.2
OG0011732	Roisl.0046s1179.1.p	AT3G52150.1
OG0011733	Roisl.0046s1176.1.p	AT3G52120.3
OG0011734	Roisl.0046s1170.1.p	AT3G52080.1
OG0011735	Roisl.0046s1168.1.p	AT3G52070.1
OG0011736	Roisl.0046s1164.1.p	AT3G52040.1
OG0011737	Roisl.0046s1158.1.p	AT3G51960.2
OG0011738	Roisl.0046s1150.1.p	AT3G51880.2
OG0011739	Roisl.0009s0013.1.p	AT5G41960.1
OG0011740	Roisl.0046s1117.1.p, Roisl.0046s1129.1.p	AT3G51710.1
OG0011741	Roisl.0046s1107.1.p	AT3G51590.1
OG0011742	Roisl.0046s1100.1.p	AT3G51510.1
OG0011743	Roisl.0046s1099.1.p	AT3G51500.1
OG0011744	Roisl.0210s0006.1.p	AT1G02160.2
OG0011745	Roisl.0210s0012.1.p	AT1G02130.1
OG0011746	Roisl.0210s0035.1.p	AT1G01930.1
OG0011747	Roisl.0210s0054.1.p	AT1G01780.1
OG0011748	Roisl.0210s0073.1.p	AT1G01630.1
OG0011749	Roisl.0210s0086.1.p	AT1G01510.1
OG0011750	Roisl.0210s0087.1.p	AT1G01500.1
OG0011751	Roisl.0210s0090.1.p	AT1G01480.1
OG0011752	Roisl.0210s0093.1.p	AT1G01460.1
OG0011753	Roisl.0210s0095.1.p	AT1G01450.1
OG0011754	Roisl.0210s0105.1.p	AT1G01320.1
OG0011755	Roisl.0210s0110.1.p	AT1G01290.1
OG0011756	Roisl.0210s0112.1.p	AT1G01260.1
OG0011757	Roisl.0210s0119.1.p	AT4G07524.1, AT1G01200.1
OG0011758	Roisl.0210s0138.1.p	AT1G01030.1
OG0011759	Roisl.0210s0173.1.p	AT1G02420.1
OG0011760	Roisl.0210s0177.1.p	AT1G02470.1
OG0011761	Roisl.0210s0194.1.p	AT1G02680.1
OG0011762	Roisl.0210s0196.1.p, Roisl.0091s0865.1.p	AT5G61710.1
OG0011763	Roisl.0210s0201.1.p	AT1G02730.1
OG0011764	Roisl.0210s0227.1.p	AT1G02960.2
OG0011765	Roisl.0210s0238.1.p	AT1G03000.1
OG0011766	Roisl.0210s0254.1.p	AT1G03150.1
OG0011767	Roisl.0210s0297.1.p	AT1G03610.1
OG0011768	Roisl.0210s0312.1.p	AT1G03780.3
OG0011769	Roisl.0210s0313.1.p	AT1G03790.1
OG0011770	Roisl.0210s0364.1.p	AT1G04290.1
OG0011771	Roisl.0210s0371.1.p	AT1G04360.1
OG0011772	Roisl.0210s0378.1.p	AT1G04420.1
OG0011773	Roisl.0210s0380.1.p	AT1G04440.1
OG0011774	Roisl.0210s0382.1.p	AT1G04450.1
OG0011775	Roisl.0091s0711.1.p	AT1G04690.1
OG0011776	Roisl.0091s0726.1.p	AT1G04830.2
OG0011777	Roisl.0091s0729.1.p	AT1G04850.1
OG0011778	Roisl.0091s0738.1.p	AT1G04910.1
OG0011779	Roisl.0210s0525.1.p	AT1G05430.1
OG0011780	Roisl.0091s0804.1.p	AT1G05490.1
OG0011781	Roisl.0091s0818.1.p	AT1G05600.1
OG0011782	Roisl.0091s0830.1.p	AT1G05700.2
OG0011783	Roisl.0091s0843.1.p	AT1G05805.1
OG0011784	Roisl.0091s0857.1.p	AT1G05910.1
OG0011785	Roisl.0091s0896.1.p	AT1G06260.1
OG0011786	Roisl.0091s0909.1.p	AT1G06420.1
OG0011787	Roisl.0091s0913.1.p	AT1G06460.1
OG0011788	Roisl.0091s0927.1.p	AT1G06590.1
OG0011789	Roisl.0091s0968.1.p	AT1G07010.3
OG0011790	Roisl.0091s0979.1.p	AT1G07130.1
OG0011791	Roisl.0008s0255.1.p	AT4G24400.1
OG0011792	Roisl.0091s0992.1.p	AT1G07230.1
OG0011793	Roisl.0091s1005.1.p	AT1G07340.1
OG0011794	Roisl.0091s1054.1.p	AT1G07745.1
OG0011795	Roisl.0091s1075.1.p	AT1G07960.1
OG0011796	Roisl.0053s0167.1.p	AT3G25070.2
OG0011797	Roisl.0091s1092.1.p	AT1G08110.4
OG0011798	Roisl.0091s1136.1.p	AT1G08490.1
OG0011799	Roisl.0091s1142.1.p	AT1G08550.1
OG0011800	Roisl.0091s1156.1.p	AT1G08680.4
OG0011801	Roisl.0189s0139.1.p	AT5G52210.1
OG0011802	Roisl.0091s1161.1.p	AT1G08750.1
OG0011803	Roisl.0091s1167.1.p	AT1G08810.1
OG0011804	Roisl.0091s1170.1.p	AT1G08840.3
OG0011805	Roisl.0091s1179.1.p	AT1G08960.1
OG0011806	Roisl.0214s0801.1.p, Roisl.0091s1195.1.p	AT1G09150.1
OG0011807	Roisl.0021s0039.1.p	AT1G09930.1
OG0011808	Roisl.0091s1205.1.p	AT1G09220.1
OG0011809	Roisl.0091s1229.1.p	AT1G09460.1
OG0011810	Roisl.0091s1237.1.p	AT1G09550.1
OG0011811	Roisl.0091s1239.1.p	AT1G09570.3
OG0011812	Roisl.0021s0012.1.p	AT1G09750.1
OG0011813	Roisl.0021s0033.1.p	AT1G09880.3
OG0011814	Roisl.0191s0242.1.p, Roisl.0021s0053.1.p	AT1G10050.3
OG0011815	Roisl.0021s0117.1.p	AT1G10522.1
OG0011816	Roisl.0022s0372.1.p	AT4G27060.1
OG0011817	Roisl.0021s0143.1.p	AT1G10720.1
OG0011818	Roisl.0021s0167.1.p	AT1G10900.1
OG0011819	Roisl.0214s0795.1.p	AT4G16095.1
OG0011820	Roisl.0021s0177.1.p	AT1G11020.1
OG0011821	Roisl.0021s0210.1.p	AT1G11320.1
OG0011822	Roisl.0021s0227.1.p	AT1G11480.1
OG0011823	Roisl.0021s0266.1.p	AT1G11790.1
OG0011824	Roisl.0021s0281.1.p	AT1G11925.1
OG0011825	Roisl.0021s0282.1.p	AT1G11930.1
OG0011826	Roisl.0021s0293.1.p	AT1G12030.1
OG0011827	Roisl.0021s0297.1.p	AT1G12060.1
OG0011828	Roisl.0021s0299.1.p	AT1G12070.1
OG0011829	Roisl.0021s0313.1.p	AT1G12230.2
OG0011830	Roisl.0021s0325.1.p	AT1G12330.1
OG0011831	Roisl.0021s0341.1.p	AT1G12520.1
OG0011832	Roisl.0021s0367.1.p	AT1G12770.1
OG0011833	Roisl.0021s0372.1.p	AT1G12805.1
OG0011834	Roisl.0021s0416.1.p	AT1G13190.1
OG0011835	Roisl.0021s0429.1.p	AT1G13300.1
OG0011836	Roisl.0021s0430.1.p	AT1G13310.1
OG0011837	Roisl.0021s0436.1.p	AT1G13380.1
OG0011838	Roisl.0021s0451.1.p	AT1G13590.1
OG0011839	Roisl.0021s0459.1.p	AT1G13630.4
OG0011840	Roisl.0021s0485.1.p	AT1G13810.1
OG0011841	Roisl.0007s0766.1.p	AT1G13920.4
OG0011842	Roisl.0007s0765.1.p	AT1G13930.1
OG0011843	Roisl.0007s0666.1.p	AT1G14710.1
OG0011844	Roisl.0007s0664.1.p	AT1G14730.1
OG0011845	Roisl.0007s0659.1.p	AT1G14760.1
OG0011846	Roisl.0007s0619.1.p	AT1G15130.1
OG0011848	Roisl.0007s0612.1.p	AT1G15215.4
OG0011849	Roisl.0007s0576.1.p	AT1G15530.1
OG0011850	Roisl.0007s0568.1.p	AT1G15660.1
OG0011852	Roisl.0007s0526.1.p	AT1G16060.1
OG0011853	Roisl.0007s0502.1.p	AT1G16320.1
OG0011854	Roisl.0007s0493.1.p	AT1G16420.1
OG0011855	Roisl.0007s0463.1.p	AT1G16720.2
OG0011856	Roisl.0007s0458.1.p	AT1G16770.1
OG0011857	Roisl.0007s0446.1.p	AT1G16870.1
OG0011858	Roisl.0007s0409.1.p	AT1G17200.1
OG0011859	Roisl.0007s0407.1.p	AT1G17220.1
OG0011860	Roisl.0007s0392.1.p	AT1G17360.1
