Orthogroup	Rorippa_islandica	Arabidopsis_arenosa
OG0006137	Roisl.0210s0604.1.p	jg4708
OG0006140	Roisl.0210s0557.1.p	jg4662
OG0006141	Roisl.0210s0529.1.p	jg4629
OG0006142	Roisl.0210s0508.1.p	jg4610
OG0006143	Roisl.0082s0371.1.p	jg7897
OG0006144	Roisl.0082s0365.1.p	jg7902
OG0006145	Roisl.0082s0358.1.p	jg7907
OG0006146	Roisl.0082s0345.1.p	jg7918
OG0006147	Roisl.0082s0342.1.p	jg7921
OG0006148	Roisl.0082s0341.1.p	jg7922
OG0006149	Roisl.0082s0337.1.p	jg7925
OG0006150	Roisl.0022s0155.1.p	jg9957
OG0006151	Roisl.0022s0142.1.p	jg9975
OG0006152	Roisl.0209s0510.1.p	jg17569
OG0006153	Roisl.0209s0496.1.p	jg17574
OG0006154	Roisl.0204s0097.1.p	jg17635
OG0006155	Roisl.0204s0069.1.p	jg17658
OG0006156	Roisl.0204s0023.1.p, Roisl.0204s0020.1.p	jg17708
OG0006157	Roisl.0082s0551.1.p	jg17759
OG0006158	Roisl.0082s0566.1.p	jg17770
OG0006159	Roisl.0082s0577.1.p	jg7224
OG0006160	Roisl.0082s0598.1.p	jg17802
OG0006161	Roisl.0082s0603.1.p	jg17808
OG0006162	Roisl.0082s0644.1.p	jg17850
OG0006163	Roisl.0019s0321.1.p	jg2822
OG0006164	Roisl.0209s0521.1.p	jg17948
OG0006165	Roisl.0082s0746.1.p	jg17970
OG0006166	Roisl.0082s0747.1.p	jg17971
OG0006167	Roisl.0082s0755.1.p	jg17985
OG0006168	Roisl.0033s0016.1.p	jg18037
OG0006169	Roisl.0033s0039.1.p	jg18063
OG0006170	Roisl.0033s0050.1.p	jg18075
OG0006171	Roisl.0033s0051.1.p	jg18076
OG0006172	Roisl.0033s0058.1.p	jg18081
OG0006173	Roisl.0033s0095.1.p	jg18118
OG0006174	Roisl.0033s0102.1.p	jg18136
OG0006175	Roisl.0033s0161.1.p, Roisl.0033s0109.1.p	jg18142
OG0006176	Roisl.0033s0154.1.p	jg18149
OG0006177	Roisl.0017s0501.1.p	jg18220
OG0006178	Roisl.0017s0499.1.p	jg15322, jg18222
OG0006179	Roisl.0017s0477.1.p	jg18242
OG0006180	Roisl.0017s0473.1.p	jg18244
OG0006181	Roisl.0028s0639.1.p	jg18326
OG0006182	Roisl.0028s0637.1.p	jg18322
OG0006183	Roisl.0028s0627.1.p	jg18311
OG0006184	Roisl.0017s0431.1.p	jg18293
OG0006185	Roisl.0028s0684.1.p	jg18379
OG0006186	Roisl.0012s0095.1.p	jg20902
OG0006187	Roisl.0053s0339.1.p	jg26601
OG0006188	Roisl.0012s0186.1.p	jg20817
OG0006189	Roisl.0012s0201.1.p	jg20804
OG0006190	Roisl.0012s0209.1.p	jg20799
OG0006191	Roisl.0012s0221.1.p	jg20788
OG0006192	Roisl.0022s0175.1.p	jg9937
OG0006193	Roisl.0013s0196.1.p	jg32785
OG0006194	Roisl.0066s0354.1.p	jg32730
OG0006195	Roisl.0213s0038.1.p	jg31297
OG0006196	Roisl.0213s0048.1.p	jg31307
OG0006197	Roisl.0213s0091.1.p	jg31355
OG0006198	Roisl.0213s0113.1.p	jg31380
OG0006199	Roisl.0213s0114.1.p	jg31381
OG0006200	Roisl.0213s0137.1.p	jg31401
OG0006201	Roisl.0213s0167.1.p	jg31437
OG0006202	Roisl.0213s0178.1.p	jg31453
OG0006203	Roisl.0213s0184.1.p	jg31458
OG0006204	Roisl.0213s0236.1.p	jg31517
OG0006205	Roisl.0213s0259.1.p, Roisl.0111s0012.1.p	jg26963, jg31538
OG0006206	Roisl.0213s0269.1.p	jg31548
OG0006207	Roisl.0213s0271.1.p	jg31550
OG0006208	Roisl.0213s0278.1.p	jg31563
OG0006209	Roisl.0213s0292.1.p	jg31579
OG0006210	Roisl.0028s0874.1.p	jg31584
OG0006211	Roisl.0213s0302.1.p	jg31588
OG0006212	Roisl.0213s0307.1.p	jg31601
OG0006213	Roisl.0213s0415.1.p	jg31745
OG0006215	Roisl.0213s0496.1.p	jg31840
OG0006216	Roisl.0024s0310.1.p	jg23421
OG0006217	Roisl.0209s0205.1.p	jg31866
OG0006218	Roisl.0011s0162.1.p	jg13071
OG0006219	Roisl.0011s0177.1.p	jg13083
OG0006220	Roisl.0011s0249.1.p	jg13144
OG0006221	Roisl.0011s0255.1.p	jg13152
OG0006222	Roisl.0074s0108.1.p	jg25946
OG0006223	Roisl.0024s0584.1.p	jg23704
OG0006224	Roisl.0024s0581.1.p	jg23701
OG0006225	Roisl.0024s0519.1.p	jg23636
OG0006226	Roisl.0024s0495.1.p	jg23617
OG0006227	Roisl.0024s0486.1.p	jg23609
OG0006228	Roisl.0024s0453.1.p	jg23571
OG0006229	Roisl.0024s0449.1.p	jg23566
OG0006230	Roisl.0024s0446.1.p	jg23563
OG0006231	Roisl.0024s0424.1.p	jg23543
OG0006232	Roisl.0024s0407.1.p	jg23526
OG0006233	Roisl.0024s0401.1.p	jg23520
OG0006234	Roisl.0024s0391.1.p	jg23507
OG0006235	Roisl.0024s0380.1.p	jg22815, jg23498
OG0006236	Roisl.0024s0368.1.p	jg23487
OG0006237	Roisl.0024s0353.1.p	jg27143, jg27147, jg23473
OG0006238	Roisl.0024s0307.1.p	jg23418
OG0006239	Roisl.0024s0288.1.p	jg23399
OG0006240	Roisl.0024s0277.1.p	jg23388
OG0006241	Roisl.0024s0264.1.p	jg23371
OG0006242	Roisl.0024s0234.1.p	jg23328
OG0006243	Roisl.0024s0186.1.p	jg23280
OG0006244	Roisl.0024s0172.1.p	jg23264
OG0006245	Roisl.0024s0168.1.p	jg23258
OG0006246	Roisl.0028s0912.1.p, Roisl.0018s0181.1.p	jg18615
OG0006247	Roisl.0024s0149.1.p	jg23235
OG0006248	Roisl.0024s0147.1.p	jg23233
OG0006249	Roisl.0068s0003.1.p	jg6906
OG0006250	Roisl.0024s0128.1.p	jg23212
OG0006251	Roisl.0024s0127.1.p	jg23211
OG0006252	Roisl.0080s0008.1.p	jg23192
OG0006253	Roisl.0080s0012.1.p	jg23188
OG0006254	Roisl.0080s0020.1.p	jg23178
OG0006255	Roisl.0080s0022.1.p	jg23176, jg32020
OG0006256	Roisl.0080s0028.1.p	jg23169
OG0006257	Roisl.0080s0088.1.p	jg23110
OG0006258	Roisl.0080s0127.1.p, Roisl.0080s0126.1.p	jg23074
OG0006259	Roisl.0080s0133.1.p	jg23068
OG0006261	Roisl.0080s0161.1.p	jg23042
OG0006262	Roisl.0080s0165.1.p	jg23039
OG0006263	Roisl.0080s0168.1.p	jg23037
OG0006264	Roisl.0210s1973.1.p	jg6146
OG0006265	Roisl.0210s1994.1.p	jg6178
OG0006266	Roisl.0210s1995.1.p	jg6179
OG0006267	Roisl.0210s2020.1.p	jg6201
OG0006268	Roisl.0210s2001.1.p, Roisl.0210s2029.1.p	jg6211
OG0006269	Roisl.0046s0081.1.p	jg6263
OG0006270	Roisl.0046s0082.1.p	jg6264
OG0006271	Roisl.0046s0158.1.p	jg6350
OG0006272	Roisl.0046s0159.1.p	jg6351
OG0006273	Roisl.0046s0194.1.p	jg6388
OG0006274	Roisl.0046s0234.1.p	jg6436
OG0006275	Roisl.0046s0258.1.p	jg6458
OG0006276	Roisl.0046s0260.1.p	jg6461
OG0006277	Roisl.0046s0263.1.p	jg6467
OG0006278	Roisl.0046s0294.1.p	jg6516
OG0006279	Roisl.0210s1663.1.p	jg5805, jg5806
OG0006280	Roisl.0210s1656.1.p	jg5798
OG0006281	Roisl.0210s1690.1.p	jg5832
OG0006282	Roisl.0210s1713.1.p	jg5854
OG0006283	Roisl.0210s1727.1.p	jg5868, jg19377
OG0006284	Roisl.0210s1746.1.p	jg5883
OG0006285	Roisl.0036s0084.1.p	jg21578
OG0006286	Roisl.0210s1759.1.p	jg5896
OG0006287	Roisl.0210s1787.1.p	jg5926
OG0006288	Roisl.0210s1838.1.p	jg5976
OG0006289	Roisl.0210s1856.1.p	jg5996
OG0006290	Roisl.0210s1868.1.p	jg6010
OG0006291	Roisl.0210s1871.1.p	jg6013
OG0006292	Roisl.0210s1880.1.p	jg6031
OG0006293	Roisl.0080s0205.1.p	jg23005
OG0006294	Roisl.0080s0215.1.p	jg22996
OG0006295	Roisl.0080s0248.1.p	jg22964
OG0006296	Roisl.0214s0411.1.p, Roisl.0066s0296.1.p	jg28217
OG0006297	Roisl.0080s0294.1.p	jg22917, jg21624
OG0006298	Roisl.0080s0396.1.p	jg22817
OG0006299	Roisl.0080s0405.1.p	jg22802
OG0006300	Roisl.0080s0460.1.p	jg22740
OG0006301	Roisl.0091s0063.1.p	jg10271
OG0006302	Roisl.0091s0891.1.p	jg28972
OG0006303	Roisl.0080s0472.1.p	jg22729
OG0006304	Roisl.0080s0487.1.p	jg22711
OG0006305	Roisl.0091s0608.1.p	jg10889
OG0006306	Roisl.0080s0526.1.p, Roisl.0080s0527.1.p	jg7265, jg22675
OG0006307	Roisl.0080s0536.1.p	jg22666
OG0006308	Roisl.0080s0538.1.p	jg22664
OG0006309	Roisl.0019s0324.1.p	jg2819
OG0006310	Roisl.0080s0575.1.p	jg22624, jg22626
OG0006311	Roisl.0080s0606.1.p	jg22592
OG0006312	Roisl.0080s0599.1.p	jg22600
OG0006313	Roisl.0032s0102.1.p, Roisl.0046s0902.1.p	jg14821
OG0006314	Roisl.0080s0614.1.p	jg22582
OG0006315	Roisl.0195s0022.1.p	jg22568
OG0006316	Roisl.0080s0664.1.p	jg22531
OG0006317	Roisl.0080s0665.1.p	jg22530
OG0006318	Roisl.0080s0700.1.p	jg22477
OG0006319	Roisl.0080s0720.1.p	jg22457, jg2115
OG0006320	Roisl.0080s0819.1.p	jg22340
OG0006321	Roisl.0213s0005.1.p	jg11835
OG0006322	Roisl.0080s0874.1.p	jg22290
OG0006323	Roisl.0046s0889.1.p	jg14805
OG0006324	Roisl.0046s0852.1.p	jg14761
OG0006325	Roisl.0046s0849.1.p	jg14757
OG0006326	Roisl.0210s2040.1.p, Roisl.0046s0812.1.p	jg14713
OG0006327	Roisl.0046s0798.1.p	jg14700
OG0006328	Roisl.0052s0039.1.p	jg22192
OG0006329	Roisl.0052s0045.1.p	jg22202
OG0006330	Roisl.0082s0443.1.p	jg7981
OG0006331	Roisl.0082s0395.1.p	jg7858
OG0006332	Roisl.0210s0465.1.p	jg4565
OG0006333	Roisl.0210s0470.1.p	jg4568
OG0006334	Roisl.0214s0854.1.p	jg1333
OG0006335	Roisl.0210s0435.1.p	jg4525
OG0006336	Roisl.0210s0408.1.p	jg4497
OG0006337	Roisl.0042s0005.1.p	jg4454, jg4437
OG0006338	Roisl.0042s0009.1.p	jg4432
OG0006339	Roisl.0042s0017.1.p	jg4422, jg4508
OG0006340	Roisl.0042s0024.1.p	jg4412
OG0006341	Roisl.0042s0028.1.p	jg4406
OG0006342	Roisl.0042s0038.1.p	jg4387
OG0006344	Roisl.0042s0122.1.p	jg4299
OG0006345	Roisl.0042s0128.1.p	jg4291
OG0006346	Roisl.0042s0148.1.p	jg4273
OG0006348	Roisl.0042s0157.1.p	jg4243
OG0006351	Roisl.0030s0181.1.p	jg4204
OG0006352	Roisl.0006s0117.1.p, Roisl.0030s0178.1.p	jg4201
OG0006353	Roisl.0030s0177.1.p	jg4200
OG0006354	Roisl.0030s0169.1.p	jg4190
OG0006355	Roisl.0030s0121.1.p	jg4142
OG0006356	Roisl.0030s0115.1.p	jg4133
OG0006357	Roisl.0030s0058.1.p	jg4075, jg4072
OG0006359	Roisl.0030s0029.1.p	jg4045
OG0006360	Roisl.0030s0020.1.p	jg4039
OG0006361	Roisl.0030s0018.1.p	jg4037
OG0006362	Roisl.0034s0170.1.p	jg4009
OG0006363	Roisl.0034s0138.1.p	jg3971
OG0006364	Roisl.0034s0147.1.p	jg3981
OG0006365	Roisl.0034s0148.1.p	jg3982
OG0006366	Roisl.0034s0133.1.p	jg3963
OG0006367	Roisl.0034s0111.1.p	jg3935
OG0006368	Roisl.0012s0045.1.p	jg14273, jg17675
OG0006369	Roisl.0014s0011.1.p	jg21350
OG0006370	Roisl.0034s0066.1.p	jg3888
OG0006371	Roisl.0074s0098.1.p	jg25956, jg25955
OG0006372	Roisl.0009s0015.1.p	jg12842
OG0006373	Roisl.0115s0063.1.p	jg30597
OG0006374	Roisl.0019s0368.1.p	jg3739, jg12411
OG0006375	Roisl.0115s0077.1.p	jg3728
OG0006376	Roisl.0115s0100.1.p	jg3708, jg17235
OG0006377	Roisl.0115s0115.1.p	jg3693
OG0006378	Roisl.0115s0161.1.p	jg3651
OG0006379	Roisl.0115s0190.1.p	jg3628
OG0006380	Roisl.0115s0191.1.p	jg3627
OG0006381	Roisl.0082s0737.1.p, Roisl.0082s0738.1.p, Roisl.0004s0046.1.p	jg3523
OG0006382	Roisl.0004s0051.1.p	jg3517
OG0006383	Roisl.0004s0082.1.p	jg3490
OG0006384	Roisl.0004s0120.1.p	jg3449
OG0006385	Roisl.0004s0165.1.p	jg3401
OG0006386	Roisl.0091s0539.1.p	jg10820
OG0006387	Roisl.0004s0197.1.p	jg3359
OG0006388	Roisl.0004s0205.1.p	jg3351
OG0006389	Roisl.0004s0248.1.p	jg3304
OG0006390	Roisl.0004s0320.1.p	jg3230
OG0006391	Roisl.0004s0323.1.p	jg3228
OG0006392	Roisl.0004s0337.1.p	jg3214
OG0006393	Roisl.0004s0359.1.p	jg3192
OG0006394	Roisl.0004s0374.1.p	jg3177
OG0006395	Roisl.0209s0688.1.p	jg33045, jg798
OG0006396	Roisl.0066s0208.1.p	jg27863
OG0006397	Roisl.0066s0163.1.p	jg27905
OG0006398	Roisl.0046s0917.1.p	jg14838
OG0006399	Roisl.0046s0916.1.p	jg14837
OG0006400	Roisl.0080s0882.1.p	jg22281
OG0006401	Roisl.0209s0481.1.p	jg14569
OG0006402	Roisl.0079s0029.1.p	jg24592
OG0006403	Roisl.0021s0500.1.p	jg33771
OG0006404	Roisl.0021s0516.1.p	jg33756
OG0006405	Roisl.0021s0517.1.p	jg33755
OG0006406	Roisl.0021s0538.1.p	jg33716
OG0006407	Roisl.0011s0282.1.p	jg27007, jg13182
OG0006408	Roisl.0021s0560.1.p	jg33694
OG0006409	Roisl.0006s0514.1.p, Roisl.0210s2074.1.p	jg33666
OG0006410	Roisl.0006s0494.1.p	jg33648
OG0006411	Roisl.0006s0490.1.p	jg33644
OG0006412	Roisl.0006s0477.1.p, Roisl.0006s0475.1.p	jg33631
OG0006413	Roisl.0006s0444.1.p	jg33592
OG0006414	Roisl.0006s0430.1.p	jg33573, jg33571
OG0006415	Roisl.0006s0377.1.p	jg33509
OG0006416	Roisl.0006s0375.1.p	jg33507
OG0006417	Roisl.0028s1022.1.p	jg18728
OG0006418	Roisl.0028s1032.1.p	jg18736
OG0006419	Roisl.0191s0342.1.p	jg31085, jg31084
OG0006420	Roisl.0091s0465.1.p	jg10743
OG0006421	Roisl.0037s0017.1.p	jg14148
OG0006422	Roisl.0037s0011.1.p	jg14151
OG0006423	Roisl.0054s0009.1.p	jg13829
OG0006424	Roisl.0214s0356.1.p, Roisl.0184s0081.1.p, Roisl.0213s0017.1.p	jg11861
OG0006425	Roisl.0031s0077.1.p	jg22029
OG0006426	Roisl.0031s0083.1.p	jg22035
OG0006427	Roisl.0214s0073.1.p	jg21644
OG0006428	Roisl.0214s0189.1.p	jg21694
OG0006429	Roisl.0058s0046.1.p	jg11562
OG0006430	Roisl.0058s0020.1.p	jg11527
OG0006431	Roisl.0053s0005.1.p	jg11508
OG0006432	Roisl.0075s0084.1.p	jg11440
OG0006433	Roisl.0075s0135.1.p	jg11380
OG0006434	Roisl.0075s0182.1.p	jg11340
OG0006435	Roisl.0004s0448.1.p	jg3104
OG0006436	Roisl.0002s0163.1.p	jg11171
OG0006437	Roisl.0002s0156.1.p	jg11166
OG0006438	Roisl.0002s0135.1.p	jg11138
OG0006439	Roisl.0002s0105.1.p	jg11110
OG0006440	Roisl.0002s0087.1.p	jg11090
OG0006441	Roisl.0019s0217.1.p	jg2913
OG0006442	Roisl.0019s0163.1.p	jg2963
OG0006443	Roisl.0019s0131.1.p	jg2991
OG0006444	Roisl.0179s0117.1.p, Roisl.0019s0132.1.p	jg2990
OG0006445	Roisl.0019s0103.1.p	jg3015
OG0006446	Roisl.0019s0100.1.p	jg3018
OG0006447	Roisl.0004s0519.1.p	jg3032
OG0006448	Roisl.0004s0514.1.p	jg3038
OG0006449	Roisl.0004s0061.1.p, Roisl.0004s0060.1.p	jg3510
OG0006450	Roisl.0004s0452.1.p	jg3100
OG0006451	Roisl.0004s0419.1.p	jg3131
OG0006452	Roisl.0004s0416.1.p	jg3135
OG0006454	Roisl.0019s0664.1.p	jg2466
OG0006455	Roisl.0019s0603.1.p	jg2502
OG0006457	Roisl.0044s0015.1.p	jg9562
OG0006458	Roisl.0044s0029.1.p	jg9549
OG0006459	Roisl.0044s0036.1.p	jg9543
OG0006460	Roisl.0044s0037.1.p	jg9542
OG0006461	Roisl.0044s0074.1.p	jg9512
OG0006462	Roisl.0050s0103.1.p	jg465
OG0006463	Roisl.0012s0037.1.p	jg21743
OG0006464	Roisl.0011s0284.1.p	jg13183
OG0006465	Roisl.0184s0190.1.p	jg13751
OG0006466	Roisl.0185s0062.1.p	jg13864
OG0006467	Roisl.0025s0095.1.p	jg13642
OG0006468	Roisl.0037s0084.1.p	jg14077
OG0006469	Roisl.0035s0017.1.p	jg20130
OG0006470	Roisl.0011s0552.1.p	jg13511
OG0006471	Roisl.0011s0537.1.p	jg13474
OG0006472	Roisl.0011s0530.1.p	jg13469
OG0006473	Roisl.0011s0511.1.p	jg13425
OG0006474	Roisl.0011s0502.1.p	jg13412
OG0006476	Roisl.0011s0413.1.p	jg13323
OG0006477	Roisl.0011s0382.1.p	jg13293
OG0006478	Roisl.0008s0247.1.p	jg10047, jg10049
OG0006479	Roisl.0011s0350.1.p	jg13253
OG0006480	Roisl.0025s0034.1.p	jg13565
OG0006481	Roisl.0011s0325.1.p	jg13224
OG0006482	Roisl.0019s0544.1.p	jg2589
OG0006483	Roisl.0019s0545.1.p	jg2588, jg13738
OG0006484	Roisl.0019s0579.1.p	jg2547
OG0006485	Roisl.0019s0581.1.p	jg2544
OG0006486	Roisl.0019s0593.1.p	jg2529
OG0006487	Roisl.0019s0621.1.p	jg2522
OG0006488	Roisl.0005s0220.1.p	jg20464
OG0006489	Roisl.0005s0245.1.p	jg20488
OG0006490	Roisl.0005s0290.1.p	jg20527
OG0006491	Roisl.0210s0130.1.p	jg28520
OG0006492	Roisl.0012s0386.1.p	jg20607
OG0006493	Roisl.0006s0023.1.p	jg33078
OG0006494	Roisl.0006s0032.1.p	jg33088
OG0006495	Roisl.0006s0051.1.p	jg33112
OG0006496	Roisl.0006s0067.1.p	jg33126, jg33134
OG0006497	Roisl.0006s0100.1.p	jg33183
OG0006498	Roisl.0189s0129.1.p	jg21921
OG0006499	Roisl.0006s0214.1.p	jg33318
OG0006500	Roisl.0006s0216.1.p	jg33320
OG0006501	Roisl.0006s0289.1.p	jg33408
OG0006502	Roisl.0006s0272.1.p	jg33428
OG0006503	Roisl.0080s0863.1.p, Roisl.0009s0248.1.p	jg22299
OG0006504	Roisl.0028s0811.1.p	jg18509
OG0006505	Roisl.0028s0863.1.p	jg18558
OG0006506	Roisl.0028s0865.1.p	jg18560
OG0006507	Roisl.0028s0869.1.p	jg18564
OG0006508	Roisl.0028s0893.1.p, Roisl.0028s0891.1.p	jg18597
OG0006509	Roisl.0028s0906.1.p	jg18609
OG0006510	Roisl.0028s0935.1.p	jg18638
OG0006511	Roisl.0028s0980.1.p	jg18688
OG0006512	Roisl.0028s0989.1.p	jg17994, jg18698
OG0006513	Roisl.0028s1000.1.p	jg18708
OG0006515	Roisl.0115s0693.1.p	jg10651
OG0006516	Roisl.0091s0380.1.p	jg10655
OG0006517	Roisl.0091s0381.1.p	jg8174, jg10656
OG0006518	Roisl.0074s0258.1.p, Roisl.0091s0387.1.p	jg10662
OG0006519	Roisl.0091s0392.1.p	jg10666
OG0006520	Roisl.0091s0426.1.p	jg10705
OG0006521	Roisl.0091s0436.1.p	jg10712
OG0006522	Roisl.0091s0474.1.p	jg10751
OG0006523	Roisl.0184s0175.1.p	jg13740
OG0006524	Roisl.0091s0479.1.p	jg10754
OG0006525	Roisl.0091s0502.1.p	jg10782
OG0006526	Roisl.0091s0510.1.p	jg10792
OG0006527	Roisl.0091s0524.1.p	jg10807
OG0006528	Roisl.0091s0532.1.p	jg10815
OG0006529	Roisl.0091s0540.1.p	jg10821, jg6349
OG0006530	Roisl.0091s0562.1.p	jg10849
OG0006531	Roisl.0091s0588.1.p	jg10872
OG0006532	Roisl.0091s0617.1.p	jg10896
OG0006533	Roisl.0091s0620.1.p	jg10899
OG0006534	Roisl.0046s1058.1.p	jg14989
OG0006535	Roisl.0046s1052.1.p	jg14983
OG0006536	Roisl.0046s1045.1.p	jg14968
OG0006537	Roisl.0046s1041.1.p	jg14963
OG0006538	Roisl.0046s0982.1.p	jg14906
OG0006539	Roisl.0008s0172.1.p	jg10131
OG0006540	Roisl.0008s0145.1.p	jg10155
OG0006541	Roisl.0031s0012.1.p	jg21951
OG0006542	Roisl.0012s0029.1.p	jg21747
OG0006544	Roisl.0189s0267.1.p	jg21773
OG0006545	Roisl.0188s0004.1.p	jg27356
OG0006546	Roisl.0045s0100.1.p	jg27552
OG0006547	Roisl.0045s0093.1.p, Roisl.0045s0091.1.p	jg27558
OG0006548	Roisl.0053s0146.1.p	jg27654, jg27658, jg27656, jg27653
OG0006549	Roisl.0066s0233.1.p	jg27833
OG0006550	Roisl.0008s0212.1.p	jg10084
OG0006551	Roisl.0008s0210.1.p	jg10085
OG0006552	Roisl.0008s0191.1.p	jg10107
OG0006553	Roisl.0008s0184.1.p	jg10116
OG0006554	Roisl.0091s0051.1.p	jg10255
OG0006555	Roisl.0019s0031.1.p, Roisl.0214s0116.1.p, Roisl.0091s0055.1.p	jg28258, jg10258
OG0006556	Roisl.0091s0058.1.p	jg10261
OG0006557	Roisl.0091s0059.1.p	jg10262
OG0006558	Roisl.0091s0094.1.p	jg10306
OG0006559	Roisl.0008s0058.1.p	jg1363
OG0006560	Roisl.0010s0146.1.p, Roisl.0027s0010.1.p, Roisl.0050s0023.1.p	jg548, jg551
OG0006561	Roisl.0091s0276.1.p	jg10538
OG0006563	Roisl.0091s0240.1.p	jg10480
OG0006564	Roisl.0091s0232.1.p, Roisl.0091s0231.1.p	jg10472
OG0006565	Roisl.0118s0003.1.p	jg17199
OG0006566	Roisl.0091s0217.1.p	jg10453
OG0006567	Roisl.0091s0209.1.p	jg10444
OG0006568	Roisl.0091s0189.1.p	jg10422
OG0006569	Roisl.0091s0187.1.p	jg10420
OG0006570	Roisl.0091s0167.1.p	jg10400
OG0006571	Roisl.0091s0152.1.p	jg10385
OG0006572	Roisl.0091s0137.1.p	jg10367
OG0006573	Roisl.0091s0319.1.p	jg10594
OG0006574	Roisl.0091s0330.1.p	jg10609
OG0006575	Roisl.0002s0025.1.p	jg11010
OG0006576	Roisl.0091s0685.1.p	jg10957
OG0006577	Roisl.0091s0676.1.p	jg10931
OG0006578	Roisl.0091s0641.1.p	jg10917
OG0006579	Roisl.0024s0619.1.p	jg23734
OG0006580	Roisl.0024s0621.1.p	jg23736
OG0006581	Roisl.0024s0641.1.p	jg23756
OG0006582	Roisl.0018s0487.1.p	jg16442
OG0006583	Roisl.0018s0460.1.p	jg16406, jg16397, jg16390
OG0006584	Roisl.0018s0429.1.p	jg16360
OG0006585	Roisl.0018s0400.1.p	jg16334
OG0006586	Roisl.0018s0332.1.p	jg16271
OG0006587	Roisl.0018s0327.1.p	jg16260
OG0006588	Roisl.0018s0297.1.p	jg16233
OG0006589	Roisl.0018s0295.1.p	jg16231
OG0006590	Roisl.0018s0250.1.p	jg16183
OG0006591	Roisl.0018s0241.1.p	jg16177
OG0006592	Roisl.0018s0220.1.p	jg16155
OG0006593	Roisl.0018s0193.1.p	jg16129
OG0006594	Roisl.0055s0037.1.p	jg21069
OG0006595	Roisl.0018s0091.1.p	jg16030
OG0006596	Roisl.0026s0013.1.p	jg15900
OG0006597	Roisl.0026s0017.1.p	jg15896
OG0006599	Roisl.0012s0040.1.p	jg21740
OG0006600	Roisl.0026s0137.1.p	jg15768
OG0006601	Roisl.0026s0143.1.p	jg15761
OG0006602	Roisl.0026s0166.1.p	jg15740
OG0006603	Roisl.0026s0214.1.p	jg15701
OG0006604	Roisl.0046s1651.1.p	jg15621
OG0006605	Roisl.0046s1622.1.p	jg15588
OG0006606	Roisl.0046s1602.1.p	jg15570
OG0006607	Roisl.0046s1587.1.p, Roisl.0046s1582.1.p	jg15551, jg15544
OG0006608	Roisl.0046s1537.1.p	jg15485
OG0006609	Roisl.0046s1534.1.p	jg15483
OG0006610	Roisl.0046s1511.1.p	jg15453
OG0006611	Roisl.0046s1478.1.p	jg15426
OG0006612	Roisl.0046s1468.1.p	jg15419
OG0006613	Roisl.0046s1342.1.p	jg15298
OG0006614	Roisl.0046s1261.1.p	jg15212
OG0006615	Roisl.0184s0108.1.p	jg22147
OG0006616	Roisl.0184s0102.1.p	jg22136
OG0006617	Roisl.0184s0085.1.p	jg22131
OG0006618	Roisl.0002s0056.1.p	jg11049
OG0006619	Roisl.0053s0198.1.p	jg26801
OG0006620	Roisl.0053s0237.1.p	jg26748
OG0006621	Roisl.0024s0111.1.p	jg2247
OG0006622	Roisl.0019s0782.1.p	jg2326
OG0006623	Roisl.0019s0778.1.p	jg2335, jg2330
OG0006624	Roisl.0019s0743.1.p	jg2379
OG0006625	Roisl.0019s0727.1.p	jg2392
OG0006626	Roisl.0014s0132.1.p	jg21439
OG0006627	Roisl.0066s0100.1.p	jg27962
OG0006628	Roisl.0066s0067.1.p	jg28002
OG0006629	Roisl.0066s0066.1.p	jg28003
OG0006630	Roisl.0206s0039.1.p	jg28090
OG0006631	Roisl.0206s0021.1.p	jg28113
OG0006632	Roisl.0011s0082.1.p	jg12985
OG0006633	Roisl.0214s0343.1.p	jg28129
OG0006634	Roisl.0016s0117.1.p	jg24000
OG0006635	Roisl.0214s0358.1.p	jg28148
OG0006636	Roisl.0214s0359.1.p	jg28149
OG0006637	Roisl.0214s0381.1.p	jg28173
OG0006638	Roisl.0028s0561.1.p	jg19331
OG0006639	Roisl.0028s0586.1.p	jg19309
OG0006640	Roisl.0035s0145.1.p	jg20002
OG0006641	Roisl.0028s0614.1.p	jg19276
OG0006642	Roisl.0017s0414.1.p	jg19270
OG0006643	Roisl.0017s0405.1.p	jg19254
OG0006644	Roisl.0017s0394.1.p	jg19243
OG0006645	Roisl.0017s0360.1.p	jg19212
OG0006646	Roisl.0017s0350.1.p	jg19198
OG0006647	Roisl.0017s0336.1.p	jg19183
OG0006648	Roisl.0091s1040.1.p	jg29114
OG0006649	Roisl.0017s0232.1.p	jg19047
OG0006650	Roisl.0017s0222.1.p	jg19040
OG0006651	Roisl.0017s0213.1.p	jg19031
OG0006652	Roisl.0017s0195.1.p	jg19010
OG0006653	Roisl.0017s0193.1.p	jg19008
OG0006654	Roisl.0017s0188.1.p	jg19004, jg18997
OG0006655	Roisl.0017s0185.1.p	jg18993
OG0006656	Roisl.0025s0090.1.p	jg13633
OG0006657	Roisl.0017s0175.1.p	jg18980
OG0006658	Roisl.0017s0160.1.p	jg18967
OG0006659	Roisl.0017s0152.1.p	jg18961
OG0006660	Roisl.0017s0098.1.p	jg18911
OG0006661	Roisl.0017s0087.1.p	jg18899
OG0006662	Roisl.0017s0079.1.p	jg18886
OG0006663	Roisl.0017s0023.1.p	jg18829
OG0006664	Roisl.0082s0170.1.p	jg7675
OG0006665	Roisl.0082s0218.1.p	jg7718
