Orthogroup	Rorippa_islandica	Cardamine_glauca
OG0009866	Roisl.0074s0105.1.p	Cg004G1248400
OG0009867	Roisl.0074s0101.1.p	Cg004G1248800
OG0009868	Roisl.0011s0139.1.p	Cg002G0685100
OG0009869	Roisl.0074s0092.1.p	Cg004G1249700
OG0009870	Roisl.0074s0088.1.p	Cg004G1250100
OG0009871	Roisl.0074s0081.1.p	Cg004G1250900
OG0009872	Roisl.0074s0076.1.p	Cg004G1251400
OG0009873	Roisl.0074s0070.1.p	Cg004G1252000
OG0009874	Roisl.0074s0066.1.p	Cg004G1252400
OG0009875	Roisl.0074s0052.1.p	Cg004G1253900
OG0009876	Roisl.0074s0036.1.p	Cg004G1255500
OG0009877	Roisl.0074s0032.1.p	Cg004G1255900
OG0009878	Roisl.0074s0027.1.p	Cg004G1256300
OG0009879	Roisl.0074s0023.1.p	Cg004G1256500
OG0009880	Roisl.0074s0018.1.p	Cg004G1257000
OG0009881	Roisl.0011s0013.1.p	Cg002G0696100
OG0009882	Roisl.0028s0016.1.p	Cg004G1260600
OG0009883	Roisl.0028s0018.1.p	Cg004G1260800
OG0009884	Roisl.0115s0274.1.p	Cg004G1262600
OG0009885	Roisl.0115s0277.1.p	Cg004G1262700
OG0009886	Roisl.0115s0298.1.p	Cg004G1264700
OG0009887	Roisl.0021s0267.1.p	Cg006G2144900
OG0009888	Roisl.0115s0312.1.p	Cg004G1266100
OG0009889	Roisl.0115s0335.1.p	Cg004G1268900
OG0009890	Roisl.0115s0336.1.p	Cg004G1269000
OG0009891	Roisl.0115s0343.1.p	Cg004G1269500
OG0009892	Roisl.0115s0354.1.p	Cg004G1270400
OG0009893	Roisl.0115s0393.1.p	Cg004G1273800
OG0009894	Roisl.0115s0422.1.p	Cg004G1276300
OG0009895	Roisl.0022s0071.1.p	Cg001G0360600
OG0009896	Roisl.0213s0827.1.p	Cg001G0355500
OG0009897	Roisl.0051s0031.1.p	Cg005G1742600
OG0009898	Roisl.0213s0803.1.p	Cg001G0353400
OG0009899	Roisl.0213s0793.1.p	Cg001G0352100
OG0009900	Roisl.0046s0041.1.p	Cg001G0349600
OG0009901	Roisl.0210s2198.1.p	Cg001G0332200
OG0009901	Roisl.0210s2177.1.p	Cg006G2052800
OG0009902	Roisl.0008s0096.1.p	Cg001G0323900
OG0009903	Roisl.0008s0086.1.p	Cg001G0322700
OG0009904	Roisl.0188s0128.1.p	Cg008G2888300, Cg009G2989100
OG0009905	Roisl.0053s0345.1.p	Cg004G1302900
OG0009906	Roisl.0053s0346.1.p	Cg004G1302800
OG0009907	Roisl.0053s0384.1.p	Cg004G1299100
OG0009908	Roisl.0053s0410.1.p	Cg004G1296400
OG0009909	Roisl.0214s0520.1.p	Cg004G1446300
OG0009910	Roisl.0115s0627.1.p	Cg004G1294400
OG0009911	Roisl.0115s0594.1.p	Cg004G1291200
OG0009912	Roisl.0115s0581.1.p	Cg004G1290200
OG0009913	Roisl.0115s0577.1.p	Cg004G1289800
OG0009914	Roisl.0115s0549.1.p	Cg004G1287100
OG0009916	Roisl.0115s0543.1.p	Cg004G1286800
OG0009917	Roisl.0115s0542.1.p	Cg004G1286700
OG0009918	Roisl.0115s0539.1.p	Cg004G1286400
OG0009919	Roisl.0115s0527.1.p	Cg004G1285200
OG0009920	Roisl.0115s0498.1.p	Cg004G1282900
OG0009921	Roisl.0115s0479.1.p	Cg004G1281000
OG0009922	Roisl.0003s0044.1.p	Cg001G0098800
OG0009923	Roisl.0003s0040.1.p	Cg001G0099300
OG0009924	Roisl.0189s0225.1.p	Cg003G0896800
OG0009925	Roisl.0003s0012.1.p	Cg001G0102100
OG0009926	Roisl.0003s0003.1.p	Cg001G0103000
OG0009927	Roisl.0055s0008.1.p	Cg007G2425500
OG0009928	Roisl.0195s0016.1.p	Cg007G2382700
OG0009929	Roisl.0022s0044.1.p	Cg007G2402300
OG0009930	Roisl.0083s0033.1.p	Cg008G2974800
OG0009931	Roisl.0210s1607.1.p	Cg008G2754200
OG0009932	Roisl.0210s1601.1.p	Cg008G2753500
OG0009933	Roisl.0068s0006.1.p	Cg008G2837600
OG0009934	Roisl.0046s0484.1.p	Cg008G2835800
OG0009935	Roisl.0046s0485.1.p	Cg008G2835900
OG0009936	Roisl.0046s0486.1.p	Cg008G2836000
OG0009937	Roisl.0036s0043.1.p	Cg008G2864600, Cg008G2849300
OG0009938	Roisl.0036s0042.1.p	Cg008G2849500, Cg008G2864800
OG0009939	Roisl.0214s0195.1.p	Cg003G0829400, Cg003G0877300
OG0009940	Roisl.0046s1184.1.p	Cg002G0506300
OG0009941	Roisl.0046s1175.1.p	Cg002G0507300
OG0009942	Roisl.0046s1172.1.p	Cg002G0507600
OG0009943	Roisl.0046s1167.1.p	Cg002G0508100
OG0009944	Roisl.0046s1152.1.p	Cg002G0509800
OG0009945	Roisl.0046s1098.1.p	Cg002G0513900
OG0009946	Roisl.0046s1088.1.p	Cg002G0514800
OG0009947	Roisl.0046s1077.1.p	Cg002G0515800
OG0009948	Roisl.0046s1071.1.p	Cg002G0516400
OG0009949	Roisl.0210s0008.1.p	Cg006G2256000
OG0009950	Roisl.0210s0017.1.p	Cg006G2255200
OG0009951	Roisl.0210s0020.1.p	Cg006G2254900
OG0009952	Roisl.0210s0025.1.p, Roisl.0210s0026.1.p	Cg006G2254400
OG0009953	Roisl.0210s0070.1.p	Cg006G2250800
OG0009954	Roisl.0210s0079.1.p	Cg006G2250100
OG0009955	Roisl.0082s0058.1.p	Cg006G1892300
OG0009956	Roisl.0210s0106.1.p	Cg006G2247500
OG0009957	Roisl.0210s0113.1.p	Cg006G2246900
OG0009958	Roisl.0210s0120.1.p	Cg006G2246200
OG0009959	Roisl.0210s0126.1.p	Cg006G2245500
OG0009960	Roisl.0210s0134.1.p	Cg006G2244700
OG0009961	Roisl.0210s0170.1.p	Cg006G2242000
OG0009962	Roisl.0210s0176.1.p	Cg006G2241400
OG0009963	Roisl.0210s0202.1.p	Cg006G2238900
OG0009964	Roisl.0066s0305.1.p, Roisl.0210s0203.1.p	Cg006G2238800
OG0009965	Roisl.0210s0209.1.p	Cg006G2238200
OG0009966	Roisl.0210s0239.1.p	Cg006G2236000
OG0009967	Roisl.0210s0240.1.p	Cg006G2235900
OG0009968	Roisl.0210s0248.1.p	Cg006G2235200
OG0009969	Roisl.0210s0250.1.p	Cg006G2235000
OG0009970	Roisl.0210s0259.1.p	Cg006G2234200
OG0009971	Roisl.0210s0283.1.p	Cg006G2231900
OG0009972	Roisl.0210s0289.1.p	Cg005G1671600
OG0009973	Roisl.0210s0298.1.p	Cg006G2230800
OG0009974	Roisl.0210s0299.1.p	Cg006G2230700
OG0009975	Roisl.0210s0318.1.p	Cg006G2228900
OG0009976	Roisl.0210s0323.1.p	Cg006G2228300
OG0009977	Roisl.0210s0331.1.p	Cg006G2227400
OG0009978	Roisl.0210s0336.1.p	Cg006G2226900
OG0009979	Roisl.0210s0366.1.p	Cg006G2223900
OG0009980	Roisl.0210s0387.1.p	Cg006G2221800
OG0009981	Roisl.0210s0391.1.p	Cg006G2221400
OG0009982	Roisl.0091s0707.1.p	Cg006G2220100
OG0009983	Roisl.0091s0709.1.p, Roisl.0028s0859.1.p	Cg006G2219900
OG0009984	Roisl.0091s0712.1.p	Cg006G2219500
OG0009985	Roisl.0091s0721.1.p	Cg006G2218700
OG0009986	Roisl.0091s0722.1.p	Cg006G2218600
OG0009987	Roisl.0091s0771.1.p	Cg006G2214100
OG0009988	Roisl.0091s0772.1.p	Cg006G2214000
OG0009989	Roisl.0091s0797.1.p	Cg006G2211600
OG0009990	Roisl.0091s0801.1.p	Cg006G2211300
OG0009991	Roisl.0091s0805.1.p	Cg006G2210900
OG0009992	Roisl.0091s0815.1.p	Cg006G2210100
OG0009993	Roisl.0091s0867.1.p	Cg006G2204800
OG0009994	Roisl.0091s0874.1.p	Cg006G2204300
OG0009995	Roisl.0091s0895.1.p	Cg006G2202500
OG0009996	Roisl.0091s0898.1.p	Cg006G2202200
OG0009997	Roisl.0091s0906.1.p	Cg006G2201400
OG0009998	Roisl.0091s0921.1.p	Cg006G2199800
OG0009999	Roisl.0091s0925.1.p	Cg006G2199400
OG0010000	Roisl.0091s0931.1.p	Cg006G2199000
OG0010001	Roisl.0091s0997.1.p, Roisl.0091s0995.1.p	Cg006G2192100
OG0010002	Roisl.0091s1016.1.p	Cg006G2190400
OG0010003	Roisl.0091s1041.1.p	Cg006G2187800
OG0010004	Roisl.0091s1077.1.p	Cg006G2184600
OG0010005	Roisl.0091s1081.1.p	Cg006G2184200
OG0010006	Roisl.0091s1096.1.p	Cg006G2182700
OG0010007	Roisl.0091s1105.1.p	Cg006G2181700
OG0010008	Roisl.0091s1114.1.p	Cg006G2180500
OG0010009	Roisl.0091s1115.1.p	Cg006G2180400
OG0010010	Roisl.0091s1131.1.p	Cg006G2179300
OG0010011	Roisl.0091s1137.1.p	Cg006G2178700
OG0010012	Roisl.0091s1144.1.p	Cg006G2178000
OG0010013	Roisl.0091s1145.1.p	Cg006G2177900
OG0010014	Roisl.0091s1150.1.p	Cg006G2177500
OG0010015	Roisl.0015s0094.1.p	Cg006G2002300
OG0010016	Roisl.0091s1154.1.p	Cg006G2177100
OG0010017	Roisl.0091s1157.1.p	Cg006G2176800
OG0010018	Roisl.0091s1164.1.p	Cg006G2176000
OG0010019	Roisl.0022s0041.1.p	Cg008G2825100
OG0010020	Roisl.0091s1169.1.p	Cg006G2175400
OG0010021	Roisl.0091s1171.1.p	Cg006G2175200
OG0010022	Roisl.0091s1188.1.p	Cg006G2173600
OG0010023	Roisl.0210s2098.1.p	Cg006G1911300
OG0010024	Roisl.0091s1215.1.p	Cg006G2171000
OG0010025	Roisl.0091s1219.1.p	Cg006G2170600
OG0010026	Roisl.0091s1223.1.p	Cg006G2170200
OG0010026	Roisl.0214s0866.1.p	Cg007G2327200
OG0010027	Roisl.0091s1235.1.p	Cg006G2168900
OG0010028	Roisl.0091s1236.1.p	Cg006G2168800
OG0010029	Roisl.0021s0114.1.p	Cg006G2158800
OG0010030	Roisl.0021s0133.1.p	Cg006G2156800
OG0010031	Roisl.0021s0134.1.p	Cg006G2156700
OG0010032	Roisl.0021s0135.1.p	Cg006G2156600
OG0010033	Roisl.0021s0145.1.p	Cg006G2155700
OG0010034	Roisl.0021s0151.1.p	Cg006G2155500
OG0010036	Roisl.0021s0165.1.p	Cg006G2154100
OG0010036	Roisl.0214s0545.1.p	Cg007G2297900
OG0010037	Roisl.0002s0084.1.p	Cg001G0246300
OG0010038	Roisl.0021s0189.1.p	Cg006G2151900
OG0010039	Roisl.0021s0191.1.p	Cg006G2151600
OG0010040	Roisl.0021s0217.1.p	Cg006G2149300
OG0010041	Roisl.0021s0218.1.p	Cg006G2149200
OG0010042	Roisl.0021s0231.1.p	Cg006G2148200
OG0010043	Roisl.0021s0241.1.p	Cg006G2147400
OG0010044	Roisl.0209s0642.1.p	Cg007G2286100
OG0010045	Roisl.0021s0255.1.p	Cg006G2145900
OG0010046	Roisl.0021s0268.1.p	Cg006G2144800
OG0010047	Roisl.0021s0269.1.p	Cg006G2144700
OG0010048	Roisl.0021s0279.1.p	Cg006G2143600
OG0010049	Roisl.0021s0310.1.p	Cg006G2141300
OG0010050	Roisl.0021s0327.1.p	Cg006G2139900
OG0010051	Roisl.0021s0387.1.p	Cg006G2134000
OG0010052	Roisl.0021s0390.1.p	Cg006G2133700
OG0010053	Roisl.0021s0395.1.p	Cg006G2133400
OG0010054	Roisl.0021s0426.1.p	Cg006G2130700
OG0010055	Roisl.0021s0433.1.p	Cg006G2130000
OG0010056	Roisl.0021s0478.1.p	Cg006G2126700
OG0010057	Roisl.0021s0489.1.p	Cg006G2125600
OG0010058	Roisl.0007s0748.1.p	Cg006G2123500
OG0010059	Roisl.0007s0764.1.p	Cg006G2124800
OG0010060	Roisl.0007s0730.1.p	Cg006G2122200
OG0010061	Roisl.0007s0727.1.p	Cg006G2121900
OG0010062	Roisl.0007s0723.1.p	Cg006G2121300
OG0010063	Roisl.0188s0132.1.p	Cg005G1707000
OG0010064	Roisl.0007s0678.1.p	Cg006G2117300
OG0010065	Roisl.0007s0636.1.p	Cg006G2113600
OG0010066	Roisl.0007s0634.1.p	Cg006G2113400
OG0010067	Roisl.0007s0631.1.p	Cg006G2113200
OG0010068	Roisl.0007s0628.1.p	Cg006G2112900
OG0010069	Roisl.0007s0609.1.p	Cg006G2111200
OG0010070	Roisl.0007s0588.1.p	Cg006G2109200
OG0010071	Roisl.0007s0585.1.p	Cg006G2108900
OG0010072	Roisl.0007s0574.1.p	Cg006G2107900
OG0010073	Roisl.0007s0567.1.p	Cg006G2107400
OG0010074	Roisl.0007s0535.1.p	Cg006G2104000
OG0010075	Roisl.0007s0229.1.p, Roisl.0007s0529.1.p	Cg006G2103500
OG0010077	Roisl.0007s0497.1.p	Cg006G2100700
OG0010078	Roisl.0007s0495.1.p	Cg006G2100400
OG0010079	Roisl.0007s0484.1.p	Cg006G2099300
OG0010080	Roisl.0007s0481.1.p	Cg006G2099000
OG0010081	Roisl.0002s0180.1.p	Cg001G0256900
OG0010082	Roisl.0007s0445.1.p	Cg006G2095800
OG0010083	Roisl.0007s0419.1.p	Cg006G2093500
OG0010084	Roisl.0007s0414.1.p	Cg006G2093000
OG0010085	Roisl.0007s0390.1.p	Cg006G2090800
OG0010086	Roisl.0019s0205.1.p	Cg007G2498900
OG0010087	Roisl.0007s0363.1.p	Cg006G2088200
OG0010088	Roisl.0007s0317.1.p	Cg006G2083600
OG0010089	Roisl.0007s0315.1.p	Cg006G2079700
OG0010090	Roisl.0007s0307.1.p	Cg006G2082800
OG0010091	Roisl.0007s0290.1.p	Cg006G2081100
OG0010092	Roisl.0007s0277.1.p	Cg006G2079800
OG0010093	Roisl.0007s0272.1.p	Cg006G2079300
OG0010094	Roisl.0007s0265.1.p	Cg006G2078800
OG0010095	Roisl.0007s0256.1.p	Cg006G2077900
OG0010096	Roisl.0007s0242.1.p	Cg006G2076100
OG0010097	Roisl.0007s0206.1.p	Cg006G2073500
OG0010098	Roisl.0007s0200.1.p	Cg006G2072600
OG0010099	Roisl.0007s0188.1.p	Cg006G2071300
OG0010100	Roisl.0007s0185.1.p	Cg006G2071100
OG0010101	Roisl.0007s0182.1.p	Cg006G2070800
OG0010102	Roisl.0007s0169.1.p	Cg006G2069400
OG0010103	Roisl.0007s0163.1.p	Cg006G2068900
OG0010104	Roisl.0007s0154.1.p	Cg006G2068000
OG0010105	Roisl.0007s0142.1.p	Cg006G2066400
OG0010106	Roisl.0007s0139.1.p	Cg006G2066100
OG0010107	Roisl.0007s0136.1.p	Cg006G2065800
OG0010108	Roisl.0007s0135.1.p	Cg006G2065700
OG0010109	Roisl.0007s0112.1.p	Cg006G2063900
OG0010110	Roisl.0007s0111.1.p	Cg006G2063800
OG0010111	Roisl.0007s0072.1.p	Cg006G2060300
OG0010112	Roisl.0007s0048.1.p	Cg006G2058000
OG0010113	Roisl.0007s0047.1.p	Cg006G2057900
OG0010114	Roisl.0007s0034.1.p	Cg006G2056500
OG0010115	Roisl.0007s0019.1.p	Cg006G2055700
OG0010116	Roisl.0191s0034.1.p	Cg006G2046600
OG0010117	Roisl.0191s0036.1.p	Cg006G2046400
OG0010118	Roisl.0191s0037.1.p	Cg006G2046300
OG0010119	Roisl.0011s0061.1.p	Cg002G0691400
OG0010120	Roisl.0191s0058.1.p	Cg006G2043900
OG0010121	Roisl.0191s0095.1.p	Cg006G2040200
OG0010122	Roisl.0191s0105.1.p	Cg006G2039400
OG0010123	Roisl.0191s0106.1.p	Cg006G2039300
OG0010124	Roisl.0191s0133.1.p	Cg006G2036500
OG0010125	Roisl.0191s0145.1.p	Cg006G2035400
OG0010126	Roisl.0019s0323.1.p	Cg007G2488600
OG0010127	Roisl.0019s0330.1.p	Cg007G2488000
OG0010128	Roisl.0019s0332.1.p	Cg007G2487800
OG0010129	Roisl.0019s0357.1.p	Cg007G2485800
OG0010130	Roisl.0019s0462.1.p	Cg007G2477100
OG0010131	Roisl.0019s0476.1.p	Cg007G2475800
OG0010132	Roisl.0019s0483.1.p	Cg007G2474900
OG0010133	Roisl.0019s0494.1.p	Cg007G2474100
OG0010134	Roisl.0019s0495.1.p	Cg007G2474000
OG0010135	Roisl.0019s0496.1.p	Cg007G2473900
OG0010136	Roisl.0019s0497.1.p	Cg007G2473800
OG0010137	Roisl.0019s0506.1.p	Cg007G2473000
OG0010138	Roisl.0019s0509.1.p	Cg007G2472700
OG0010139	Roisl.0019s0533.1.p	Cg007G2470400
OG0010140	Roisl.0040s0107.1.p	Cg006G1939700
OG0010141	Roisl.0208s0023.1.p	Cg002G0598800
OG0010142	Roisl.0055s0035.1.p	Cg003G0805800, Cg008G2904200
OG0010144	Roisl.0010s0136.1.p	Cg007G2271900
OG0010145	Roisl.0010s0103.1.p	Cg007G2273600
OG0010146	Roisl.0010s0104.1.p	Cg007G2273700
OG0010147	Roisl.0010s0049.1.p	Cg007G2278100
OG0010148	Roisl.0209s0575.1.p	Cg007G2280800
OG0010149	Roisl.0040s0086.1.p	Cg006G1937800
OG0010150	Roisl.0209s0675.1.p	Cg007G2288000
OG0010151	Roisl.0209s0684.1.p	Cg007G2288500
OG0010152	Roisl.0209s0686.1.p	Cg007G2288700
OG0010153	Roisl.0209s0722.1.p	Cg007G2291000
OG0010154	Roisl.0209s0725.1.p	Cg007G2291900
OG0010155	Roisl.0209s0728.1.p	Cg007G2292200
OG0010156	Roisl.0214s0534.1.p	Cg007G2299100
OG0010157	Roisl.0214s0575.1.p	Cg007G2295300
OG0010158	Roisl.0214s0578.1.p	Cg007G2301400
OG0010159	Roisl.0214s0622.1.p	Cg007G2305400
OG0010160	Roisl.0214s0627.1.p	Cg007G2306200
OG0010161	Roisl.0214s0634.1.p	Cg007G2307000
OG0010162	Roisl.0214s0668.1.p	Cg007G2310600
OG0010163	Roisl.0214s0681.1.p	Cg007G2311800
OG0010164	Roisl.0214s0716.1.p	Cg007G2315700
OG0010165	Roisl.0214s0731.1.p, Roisl.0214s0724.1.p	Cg007G2316000
OG0010167	Roisl.0191s0535.1.p	Cg014G3048100, Cg003G0707400
OG0010168	Roisl.0214s0754.1.p	Cg007G2317800
OG0010169	Roisl.0214s0765.1.p	Cg007G2318600
OG0010170	Roisl.0214s0856.1.p	Cg007G2326300
OG0010171	Roisl.0002s0150.1.p	Cg001G0251900
OG0010172	Roisl.0050s0090.1.p	Cg007G2263500
OG0010173	Roisl.0050s0054.1.p	Cg007G2260800
OG0010174	Roisl.0050s0051.1.p	Cg007G2260500
OG0010175	Roisl.0020s0028.1.p	Cg003G0808700
OG0010176	Roisl.0005s0132.1.p	Cg008G2975900
OG0010177	Roisl.0005s0113.1.p	Cg008G2977200
OG0010178	Roisl.0005s0111.1.p	Cg008G2977500
OG0010179	Roisl.0005s0012.1.p	Cg008G2986300
OG0010180	Roisl.0005s0011.1.p	Cg008G2986400
OG0010181	Roisl.0012s0334.1.p	Cg008G2949500
OG0010182	Roisl.0012s0330.1.p	Cg008G2949100
OG0010183	Roisl.0055s0056.1.p	Cg008G2897100, Cg008G2894300, Cg008G2895200
OG0010184	Roisl.0012s0294.1.p	Cg008G2946200
OG0010185	Roisl.0012s0286.1.p	Cg008G2946000
OG0010186	Roisl.0008s0245.1.p	Cg001G0160900
OG0010187	Roisl.0082s0257.1.p	Cg003G0738500, Cg003G0859500
OG0010188	Roisl.0044s0089.1.p	Cg001G0108500
OG0010189	Roisl.0019s0041.1.p, Roisl.0044s0117.1.p, Roisl.0019s0052.1.p, Roisl.0019s0054.1.p, Roisl.0019s0028.1.p, Roisl.0044s0115.1.p	Cg001G0106500
OG0010192	Roisl.0013s0072.1.p	Cg006G1844900
OG0010193	Roisl.0013s0058.1.p	Cg006G1843100
OG0010194	Roisl.0013s0052.1.p	Cg006G1842400
OG0010195	Roisl.0013s0048.1.p	Cg006G1841800
OG0010196	Roisl.0013s0014.1.p	Cg006G1838500
OG0010197	Roisl.0004s0403.1.p	Cg007G2520100
OG0010198	Roisl.0004s0405.1.p	Cg007G2519900
OG0010199	Roisl.0115s0766.1.p	Cg001G0001600
OG0010200	Roisl.0115s0765.1.p	Cg001G0001700
OG0010201	Roisl.0115s0753.1.p	Cg001G0002900
OG0010202	Roisl.0115s0744.1.p	Cg001G0003900
OG0010203	Roisl.0115s0735.1.p	Cg001G0004900
OG0010204	Roisl.0115s0734.1.p	Cg001G0005000
OG0010205	Roisl.0115s0705.1.p	Cg001G0007800
OG0010206	Roisl.0115s0679.1.p	Cg001G0010100
OG0010207	Roisl.0214s0338.1.p, Roisl.0115s0669.1.p	Cg001G0011200
OG0010208	Roisl.0115s0659.1.p	Cg001G0012200
OG0010209	Roisl.0115s0649.1.p	Cg001G0013300
OG0010210	Roisl.0001s0494.1.p	Cg001G0015600
OG0010211	Roisl.0001s0488.1.p	Cg001G0016000
OG0010212	Roisl.0001s0481.1.p	Cg001G0016500
OG0010213	Roisl.0001s0477.1.p	Cg001G0016900
OG0010214	Roisl.0001s0447.1.p	Cg001G0019700
OG0010215	Roisl.0001s0439.1.p	Cg001G0020300
OG0010216	Roisl.0001s0438.1.p	Cg001G0020400
OG0010217	Roisl.0001s0436.1.p	Cg001G0020600
OG0010218	Roisl.0001s0410.1.p	Cg001G0023600
OG0010219	Roisl.0001s0402.1.p	Cg001G0024400
OG0010220	Roisl.0001s0395.1.p	Cg001G0025200
OG0010221	Roisl.0001s0382.1.p	Cg001G0026500
OG0010222	Roisl.0001s0374.1.p	Cg001G0027200
OG0010223	Roisl.0001s0358.1.p	Cg001G0028300
OG0010224	Roisl.0001s0351.1.p	Cg001G0028900
OG0010225	Roisl.0001s0341.1.p	Cg001G0029900
OG0010226	Roisl.0075s0180.1.p	Cg001G0268700
OG0010227	Roisl.0001s0295.1.p	Cg001G0033800
OG0010228	Roisl.0001s0274.1.p	Cg001G0035700
OG0010229	Roisl.0001s0272.1.p	Cg001G0035900
OG0010230	Roisl.0001s0257.1.p, Roisl.0214s0217.1.p	Cg001G0037300
OG0010231	Roisl.0001s0224.1.p	Cg001G0040100
OG0010232	Roisl.0001s0203.1.p	Cg001G0043000
OG0010233	Roisl.0001s0197.1.p	Cg001G0043500
OG0010234	Roisl.0001s0136.1.p	Cg001G0048800
OG0010235	Roisl.0001s0130.1.p	Cg001G0049100
OG0010236	Roisl.0075s0190.1.p, Roisl.0001s0115.1.p	Cg001G0050500
OG0010237	Roisl.0001s0102.1.p	Cg001G0052000
OG0010238	Roisl.0001s0079.1.p	Cg001G0053700
OG0010239	Roisl.0001s0072.1.p	Cg001G0054300
OG0010240	Roisl.0001s0056.1.p	Cg001G0055600
OG0010241	Roisl.0001s0052.1.p	Cg001G0056000
OG0010242	Roisl.0001s0051.1.p	Cg001G0056100
OG0010243	Roisl.0001s0046.1.p	Cg001G0056600
OG0010244	Roisl.0015s0063.1.p	Cg006G2005500
OG0010245	Roisl.0001s0042.1.p	Cg001G0056800
OG0010246	Roisl.0003s0342.1.p	Cg001G0071000
OG0010247	Roisl.0003s0279.1.p	Cg001G0076100
OG0010248	Roisl.0003s0286.1.p	Cg001G0075500
OG0010249	Roisl.0003s0291.1.p, Roisl.0003s0297.1.p	Cg001G0075000
OG0010250	Roisl.0003s0328.1.p	Cg001G0072200
OG0010251	Roisl.0003s0330.1.p	Cg001G0072000
OG0010252	Roisl.0003s0344.1.p, Roisl.0066s0306.1.p	Cg001G0070800
OG0010253	Roisl.0003s0347.1.p	Cg001G0070500
OG0010254	Roisl.0008s0260.1.p	Cg001G0069900
OG0010255	Roisl.0008s0272.1.p	Cg001G0068800
OG0010256	Roisl.0008s0274.1.p	Cg001G0068600
OG0010257	Roisl.0008s0279.1.p	Cg001G0068100
OG0010258	Roisl.0008s0280.1.p	Cg001G0068000
OG0010259	Roisl.0008s0282.1.p	Cg001G0067800
OG0010260	Roisl.0008s0283.1.p	Cg001G0067700
OG0010262	Roisl.0214s0215.1.p	Cg003G0880000, Cg003G0831400
OG0010263	Roisl.0008s0344.1.p	Cg001G0062000
OG0010264	Roisl.0008s0354.1.p	Cg001G0061400
OG0010265	Roisl.0003s0230.1.p	Cg001G0081300
OG0010266	Roisl.0003s0199.1.p	Cg001G0084800
OG0010267	Roisl.0003s0190.1.p	Cg001G0085700
OG0010268	Roisl.0003s0188.1.p	Cg001G0086100
OG0010269	Roisl.0003s0170.1.p	Cg001G0087900
OG0010270	Roisl.0003s0168.1.p	Cg001G0088100
OG0010271	Roisl.0003s0167.1.p, Roisl.0001s0162.1.p	Cg001G0088200
OG0010272	Roisl.0003s0156.1.p	Cg001G0089000
OG0010275	Roisl.0003s0096.1.p	Cg001G0094200
OG0010276	Roisl.0053s0283.1.p	Cg004G1309000
OG0010277	Roisl.0053s0278.1.p	Cg004G1309500
OG0010278	Roisl.0019s0223.1.p	Cg007G2497500
OG0010279	Roisl.0019s0235.1.p	Cg007G2496400
OG0010280	Roisl.0019s0272.1.p	Cg007G2492800
OG0010281	Roisl.0019s0284.1.p	Cg007G2492100
OG0010282	Roisl.0019s0285.1.p	Cg007G2492000
OG0010283	Roisl.0019s0308.1.p	Cg007G2490100
OG0010284	Roisl.0019s0313.1.p	Cg007G2489600
OG0010285	Roisl.0019s0322.1.p	Cg007G2488700
OG0010286	Roisl.0191s0289.1.p	Cg006G2023100, Cg006G2023200
OG0010287	Roisl.0191s0293.1.p	Cg006G2022700
OG0010288	Roisl.0191s0311.1.p	Cg006G2020600
OG0010289	Roisl.0191s0339.1.p	Cg006G2018400
OG0010290	Roisl.0191s0368.1.p	Cg006G2015400
OG0010291	Roisl.0191s0396.1.p	Cg006G2013000
OG0010292	Roisl.0015s0098.1.p	Cg006G2001900
OG0010293	Roisl.0191s0677.1.p	Cg014G3035400, Cg003G0720200
OG0010294	Roisl.0191s0676.1.p	Cg003G0720100, Cg014G3035500
OG0010295	Roisl.0191s0672.1.p	Cg014G3035900, Cg003G0719700
OG0010296	Roisl.0191s0670.1.p	Cg014G3036100, Cg003G0719500
OG0010297	Roisl.0191s0659.1.p	Cg014G3037000, Cg003G0719000
OG0010298	Roisl.0191s0653.1.p	Cg014G3037500, Cg003G0718500
OG0010299	Roisl.0191s0587.1.p	Cg003G0712000, Cg014G3044000
OG0010300	Roisl.0191s0590.1.p	Cg003G0712300, Cg014G3043700
OG0010301	Roisl.0191s0608.1.p	Cg014G3041600, Cg003G0714000
OG0010302	Roisl.0025s0064.1.p	Cg002G0635400
OG0010303	Roisl.0191s0621.1.p	Cg014G3040100, Cg003G0715500
OG0010304	Roisl.0191s0641.1.p	Cg003G0717300, Cg014G3038300
OG0010305	Roisl.0191s0642.1.p	Cg014G3038200, Cg003G0717400
OG0010306	Roisl.0191s0646.1.p	Cg003G0717900, Cg014G3038000
OG0010307	Roisl.0191s0558.1.p	Cg014G3047000, Cg003G0708800
OG0010308	Roisl.0191s0529.1.p	Cg003G0706800, Cg014G3048700
OG0010309	Roisl.0191s0525.1.p	Cg003G0706400, Cg014G3049100
OG0010310	Roisl.0191s0512.1.p	Cg003G0705100, Cg014G3050500
OG0010311	Roisl.0191s0501.1.p, Roisl.0191s0506.1.p	Cg014G3051000, Cg003G0704600
OG0010312	Roisl.0191s0500.1.p	Cg003G0704500, Cg014G3051100
OG0010313	Roisl.0191s0495.1.p	Cg014G3051500, Cg003G0704100
OG0010314	Roisl.0191s0491.1.p	Cg014G3052000, Cg003G0703700
OG0010315	Roisl.0191s0478.1.p	Cg003G0702900
OG0010316	Roisl.0015s0045.1.p	Cg014G3054900, Cg003G0701000
OG0010317	Roisl.0018s0231.1.p	Cg002G0418500
OG0010318	Roisl.0063s0017.1.p	Cg005G1778700
