Orthogroup	Rorippa_islandica	Alyssum_gmelinii
OG0008357	Roisl.0007s0273.1.p	Ag034G3948100
OG0008358	Roisl.0007s0270.1.p	Ag034G3948400
OG0008359	Roisl.0007s0269.1.p	Ag034G3949000
OG0008360	Roisl.0007s0245.1.p	Ag034G3955100
OG0008361	Roisl.0007s0235.1.p	Ag034G3957700
OG0008362	Roisl.0007s0234.1.p	Ag034G3957800
OG0008363	Roisl.0007s0266.1.p, Roisl.0007s0222.1.p	Ag034G3958200
OG0008364	Roisl.0007s0198.1.p	Ag034G3961700
OG0008365	Roisl.0007s0151.1.p	Ag034G3968800
OG0008366	Roisl.0007s0148.1.p	Ag034G3970200
OG0008367	Roisl.0007s0147.1.p	Ag034G3970300
OG0008368	Roisl.0007s0141.1.p	Ag034G3972600
OG0008369	Roisl.0007s0121.1.p	Ag034G3975200
OG0008370	Roisl.0007s0103.1.p	Ag034G3978600
OG0008371	Roisl.0007s0095.1.p	Ag034G3980100
OG0008372	Roisl.0007s0069.1.p	Ag034G3985400
OG0008373	Roisl.0007s0058.1.p	Ag034G3987200
OG0008374	Roisl.0007s0049.1.p	Ag034G3989700
OG0008375	Roisl.0007s0022.1.p	Ag034G3995700
OG0008376	Roisl.0049s0041.1.p	Ag034G4001100
OG0008377	Roisl.0049s0051.1.p	Ag034G4003200
OG0008378	Roisl.0049s0055.1.p	Ag034G4004200
OG0008379	Roisl.0049s0065.1.p	Ag034G4006800
OG0008380	Roisl.0049s0066.1.p	Ag034G4006900
OG0008381	Roisl.0049s0073.1.p	Ag034G4008200
OG0008382	Roisl.0049s0078.1.p	Ag034G4009100
OG0008383	Roisl.0191s0016.1.p	Ag034G4011300
OG0008384	Roisl.0191s0041.1.p, Roisl.0046s1191.1.p	Ag034G4014400
OG0008385	Roisl.0191s0065.1.p	Ag034G4019000
OG0008386	Roisl.0191s0140.1.p	Ag034G4034500
OG0008387	Roisl.0213s0617.1.p	Ag034G4035100
OG0008388	Roisl.0191s0149.1.p	Ag034G4036000
OG0008389	Roisl.0019s0338.1.p	Ag034G4040800
OG0008390	Roisl.0019s0361.1.p	Ag034G4043800
OG0008391	Roisl.0019s0377.1.p	Ag034G4046700
OG0008392	Roisl.0019s0380.1.p	Ag034G4047100
OG0008393	Roisl.0019s0402.1.p	Ag034G4048700
OG0008394	Roisl.0019s0407.1.p	Ag034G4049000
OG0008395	Roisl.0019s0422.1.p	Ag034G4051600
OG0008396	Roisl.0019s0424.1.p	Ag034G4051800
OG0008397	Roisl.0019s0437.1.p	Ag034G4054100
OG0008400	Roisl.0019s0499.1.p	Ag034G4064800
OG0008401	Roisl.0019s0515.1.p	Ag034G4069400, Ag016G2345600
OG0008402	Roisl.0019s0517.1.p	Ag034G4069800
OG0008403	Roisl.0008s0225.1.p	Ag052G4849600
OG0008404	Roisl.0209s0128.1.p, Roisl.0027s0094.1.p	Ag052G4854500
OG0008405	Roisl.0040s0103.1.p	Ag052G4857700
OG0008406	Roisl.0050s0092.1.p	Ag024G2861700, Ag024G2861500, Ag002G0091800, Ag002G0091400, Ag024G2858600
OG0008407	Roisl.0027s0015.1.p, Roisl.0010s0151.1.p	Ag019G2542200, Ag002G0133900
OG0008408	Roisl.0027s0014.1.p, Roisl.0010s0150.1.p	Ag019G2542100, Ag002G0134000
OG0008409	Roisl.0010s0149.1.p, Roisl.0027s0013.1.p	Ag002G0134700
OG0008410	Roisl.0010s0129.1.p	Ag002G0155500
OG0008411	Roisl.0010s0106.1.p	Ag002G0164400
OG0008412	Roisl.0015s0109.1.p	Ag002G0176300
OG0008413	Roisl.0209s0563.1.p	Ag002G0181600
OG0008414	Roisl.0213s0103.1.p	Ag002G0197300
OG0008415	Roisl.0209s0655.1.p	Ag002G0197900
OG0008416	Roisl.0209s0659.1.p	Ag002G0198600
OG0008417	Roisl.0209s0670.1.p	Ag002G0199600
OG0008418	Roisl.0209s0740.1.p	Ag002G0214900
OG0008420	Roisl.0214s0602.1.p	Ag002G0236300
OG0008421	Roisl.0214s0643.1.p	Ag002G0244600
OG0008422	Roisl.0214s0693.1.p	Ag002G0251000
OG0008423	Roisl.0214s0695.1.p	Ag002G0251300
OG0008424	Roisl.0214s0744.1.p	Ag002G0255700
OG0008425	Roisl.0214s0793.1.p	Ag002G0259900
OG0008426	Roisl.0214s0838.1.p	Ag002G0264000
OG0008427	Roisl.0191s0451.1.p	Ag024G2882000
OG0008427	Roisl.0191s0450.1.p	Ag024G2882700
OG0008428	Roisl.0050s0055.1.p	Ag024G2884600
OG0008429	Roisl.0050s0052.1.p	Ag024G2885400
OG0008430	Roisl.0050s0040.1.p	Ag024G2892000
OG0008431	Roisl.0050s0021.1.p	Ag024G2896200
OG0008432	Roisl.0050s0005.1.p	Ag024G2898900
OG0008433	Roisl.0005s0266.1.p, Roisl.0005s0159.1.p	Ag016G2286000, Ag016G2285600
OG0008434	Roisl.0005s0142.1.p	Ag016G2293700
OG0008435	Roisl.0005s0105.1.p	Ag016G2311900
OG0008436	Roisl.0005s0098.1.p	Ag016G2313100
OG0008437	Roisl.0005s0009.1.p	Ag016G2334000
OG0008438	Roisl.0005s0006.1.p	Ag016G2334300
OG0008439	Roisl.0012s0290.1.p	Ag016G2354600
OG0008440	Roisl.0012s0288.1.p	Ag016G2355000
OG0008441	Roisl.0012s0266.1.p	Ag016G2359700
OG0008442	Roisl.0012s0258.1.p	Ag016G2364200
OG0008443	Roisl.0091s0207.1.p	Ag016G2371900
OG0008444	Roisl.0082s0273.1.p	Ag016G2385800
OG0008445	Roisl.0082s0261.1.p	Ag016G2390400
OG0008446	Roisl.0082s0252.1.p	Ag016G2397100
OG0008447	Roisl.0044s0139.1.p	Ag065G5127900
OG0008448	Roisl.0002s0050.1.p	Ag025G2909100
OG0008449	Roisl.0002s0049.1.p	Ag025G2909200
OG0008450	Roisl.0013s0140.1.p	Ag025G2922400
OG0008451	Roisl.0013s0133.1.p, Roisl.0214s0112.1.p	Ag025G2924700
OG0008452	Roisl.0013s0119.1.p	Ag025G2931200
OG0008453	Roisl.0013s0077.1.p	Ag025G2943400
OG0008454	Roisl.0013s0069.1.p	Ag025G2945400
OG0008455	Roisl.0013s0024.1.p	Ag025G2965500
OG0008456	Roisl.0004s0404.1.p	Ag072G5255000
OG0008457	Roisl.0001s0520.1.p	Ag011G1049800
OG0008458	Roisl.0001s0496.1.p	Ag011G1054800
OG0008459	Roisl.0001s0478.1.p	Ag011G1059100
OG0008460	Roisl.0001s0463.1.p	Ag011G1060900
OG0008461	Roisl.0001s0340.1.p, Roisl.0001s0448.1.p	Ag011G1064000
OG0008462	Roisl.0001s0427.1.p	Ag011G1067500
OG0008463	Roisl.0001s0417.1.p	Ag011G1069100
OG0008464	Roisl.0001s0412.1.p	Ag011G1070300
OG0008465	Roisl.0001s0403.1.p	Ag011G1072100
OG0008466	Roisl.0001s0399.1.p	Ag011G1072900, Ag011G1072800
OG0008467	Roisl.0001s0397.1.p	Ag011G1075800
OG0008468	Roisl.0001s0356.1.p	Ag011G1080700
OG0008469	Roisl.0001s0353.1.p	Ag011G1081000
OG0008470	Roisl.0001s0331.1.p	Ag011G1084600
OG0008471	Roisl.0001s0318.1.p	Ag011G1089400
OG0008473	Roisl.0001s0296.1.p, Roisl.0019s0069.1.p	Ag011G1093800
OG0008474	Roisl.0001s0280.1.p	Ag011G1097000
OG0008475	Roisl.0001s0270.1.p	Ag011G1098800
OG0008476	Roisl.0001s0253.1.p	Ag011G1101300
OG0008477	Roisl.0001s0219.1.p	Ag011G1113000
OG0008478	Roisl.0001s0192.1.p	Ag011G1117500
OG0008479	Roisl.0001s0167.1.p	Ag011G1226700, Ag011G1123400
OG0008480	Roisl.0001s0141.1.p	Ag011G1126800
OG0008481	Roisl.0001s0146.1.p	Ag011G1130100
OG0008482	Roisl.0001s0147.1.p	Ag011G1130200
OG0008483	Roisl.0001s0106.1.p	Ag011G1144000
OG0008484	Roisl.0001s0091.1.p	Ag011G1146100
OG0008485	Roisl.0001s0062.1.p	Ag011G1150600
OG0008486	Roisl.0001s0060.1.p	Ag011G1150800
OG0008487	Roisl.0001s0047.1.p	Ag011G1153000
OG0008488	Roisl.0001s0020.1.p	Ag011G1160100
OG0008489	Roisl.0001s0007.1.p	Ag011G1164700
OG0008490	Roisl.0003s0238.1.p	Ag011G1169500
OG0008491	Roisl.0003s0239.1.p	Ag011G1169600
OG0008492	Roisl.0003s0240.1.p	Ag011G1169800
OG0008493	Roisl.0003s0243.1.p	Ag011G1170700
OG0008494	Roisl.0003s0274.1.p	Ag011G1176300
OG0008495	Roisl.0003s0289.1.p	Ag011G1181500
OG0008496	Roisl.0003s0333.1.p	Ag011G1187600
OG0008497	Roisl.0003s0346.1.p	Ag011G1190900
OG0008498	Roisl.0008s0258.1.p	Ag011G1192500
OG0008500	Roisl.0008s0287.1.p	Ag011G1198800, Ag011G1199200
OG0008501	Roisl.0008s0323.1.p	Ag011G1213300
OG0008502	Roisl.0008s0352.1.p	Ag011G1219800
OG0008503	Roisl.0008s0356.1.p	Ag011G1220300
OG0008504	Roisl.0008s0358.1.p	Ag011G1220600
OG0008505	Roisl.0003s0234.1.p	Ag011G1223800
OG0008506	Roisl.0003s0232.1.p	Ag011G1224000
OG0008507	Roisl.0003s0205.1.p	Ag011G1235400
OG0008508	Roisl.0003s0164.1.p	Ag011G1251300
OG0008509	Roisl.0003s0154.1.p	Ag011G1255600
OG0008510	Roisl.0003s0153.1.p	Ag011G1256200
OG0008511	Roisl.0003s0141.1.p	Ag011G1260100
OG0008512	Roisl.0003s0130.1.p	Ag011G1262100
OG0008513	Roisl.0004s0002.1.p	Ag011G1271100
OG0008514	Roisl.0209s0341.1.p, Roisl.0053s0294.1.p	Ag064G5104400
OG0008515	Roisl.0053s0280.1.p	Ag064G5106800
OG0008516	Roisl.0053s0274.1.p	Ag064G5108400
OG0008517	Roisl.0053s0273.1.p	Ag064G5108500
OG0008518	Roisl.0053s0255.1.p	Ag064G5111600
OG0008519	Roisl.0019s0230.1.p	Ag018G2436600
OG0008520	Roisl.0019s0241.1.p	Ag018G2437800
OG0008521	Roisl.0019s0245.1.p	Ag018G2438700
OG0008522	Roisl.0019s0261.1.p	Ag018G2441400
OG0008523	Roisl.0019s0271.1.p	Ag018G2442900
OG0008524	Roisl.0019s0282.1.p	Ag018G2443500
OG0008526	Roisl.0019s0290.1.p	Ag018G2446100
OG0008527	Roisl.0019s0291.1.p	Ag018G2446200
OG0008528	Roisl.0019s0294.1.p	Ag018G2446800
OG0008529	Roisl.0191s0160.1.p	Ag018G2453600
OG0008530	Roisl.0191s0172.1.p	Ag018G2456200
OG0008531	Roisl.0191s0183.1.p	Ag018G2458200
OG0008532	Roisl.0191s0274.1.p	Ag018G2467100
OG0008533	Roisl.0191s0290.1.p	Ag018G2470000
OG0008534	Roisl.0191s0361.1.p	Ag018G2478400
OG0008535	Roisl.0191s0386.1.p	Ag018G2481200
OG0008536	Roisl.0015s0093.1.p	Ag018G2483500
OG0008537	Roisl.0022s0093.1.p	Ag019G2488800
OG0008539	Roisl.0012s0053.1.p	Ag019G2502400
OG0008540	Roisl.0191s0625.1.p	Ag019G2505000
OG0008541	Roisl.0191s0630.1.p	Ag019G2506200
OG0008542	Roisl.0210s1615.1.p, Roisl.0191s0634.1.p	Ag019G2507800
OG0008543	Roisl.0191s0650.1.p	Ag019G2512300
OG0008544	Roisl.0191s0564.1.p	Ag019G2517100
OG0008545	Roisl.0191s0557.1.p, Roisl.0191s0555.1.p, Roisl.0191s0559.1.p	Ag019G2517700
OG0008546	Roisl.0191s0548.1.p	Ag019G2517900
OG0008547	Roisl.0191s0524.1.p	Ag019G2525800
OG0008548	Roisl.0191s0509.1.p	Ag019G2529200
OG0008549	Roisl.0191s0493.1.p	Ag019G2530400
OG0008550	Roisl.0191s0475.1.p	Ag019G2532700
OG0008551	Roisl.0022s0320.1.p, Roisl.0022s0319.1.p	Ag019G2534100, Ag019G2548200, Ag019G2539700
OG0008552	Roisl.0063s0019.1.p	Ag019G2551500
OG0008553	Roisl.0015s0068.1.p	Ag010G0982800
OG0008554	Roisl.0191s0433.1.p	Ag010G0984700
OG0008555	Roisl.0191s0413.1.p	Ag010G0987000
OG0008556	Roisl.0191s0408.1.p	Ag010G0988100
OG0008557	Roisl.0191s0407.1.p	Ag010G0988200
OG0008558	Roisl.0022s0306.1.p	Ag010G0992000
OG0008559	Roisl.0022s0361.1.p	Ag010G1004500
OG0008560	Roisl.0022s0402.1.p	Ag010G1007000
OG0008561	Roisl.0022s0401.1.p	Ag010G1007200
OG0008562	Roisl.0022s0408.1.p	Ag010G1009900
OG0008563	Roisl.0022s0423.1.p	Ag010G1013600
OG0008564	Roisl.0022s0428.1.p	Ag010G1014200
OG0008565	Roisl.0022s0463.1.p	Ag010G1017500
OG0008566	Roisl.0191s0348.1.p	Ag010G1019200
OG0008567	Roisl.0022s0471.1.p	Ag010G1019500
OG0008568	Roisl.0022s0473.1.p	Ag010G1019900
OG0008569	Roisl.0022s0474.1.p	Ag010G1020800
OG0008570	Roisl.0022s0477.1.p	Ag010G1021100
OG0008571	Roisl.0022s0508.1.p	Ag010G1024800
OG0008649	Roisl.0003s0051.1.p	Ag046G4526800, Ag047G4537900
OG0008650	Roisl.0003s0055.1.p	Ag047G4539700, Ag046G4528800
OG0008651	Roisl.0091s0009.1.p	Ag033G3503300, Ag093G5463100, Ag033G3503500, Ag093G5463200
OG0008652	Roisl.0091s0013.1.p	Ag093G5464000
OG0008653	Roisl.0209s0366.1.p	Ag055G4902400
OG0008654	Roisl.0209s0383.1.p	Ag055G4903200
OG0008655	Roisl.0046s0783.1.p	Ag055G4912900
OG0008656	Roisl.0046s0780.1.p	Ag055G4913500
OG0008657	Roisl.0021s0098.1.p, Roisl.0021s0105.1.p	Ag055G4914800
OG0008658	Roisl.0053s0096.1.p, Roisl.0046s0771.1.p	Ag055G4917900
OG0008659	Roisl.0046s0714.1.p	Ag055G4924700
OG0008660	Roisl.0046s0725.1.p	Ag055G4927900, Ag013G1488500
OG0008661	Roisl.0046s0742.1.p	Ag055G4929800
OG0008662	Roisl.0011s0002.1.p	Ag074G5266300, Ag035G4082500
OG0008663	Roisl.0011s0084.1.p	Ag074G5276500
OG0008664	Roisl.0009s0189.1.p	Ag005G0786200
OG0008665	Roisl.0210s1519.1.p	Ag013G1341300
OG0008666	Roisl.0210s1487.1.p	Ag013G1345300
OG0008667	Roisl.0210s1486.1.p	Ag013G1346000
OG0008668	Roisl.0210s1467.1.p, Roisl.0016s0296.1.p	Ag013G1355500
OG0008669	Roisl.0074s0640.1.p	Ag019G2542800, Ag013G1357200
OG0008670	Roisl.0210s1426.1.p	Ag013G1368500
OG0008671	Roisl.0210s1380.1.p	Ag013G1380400
OG0008672	Roisl.0210s1379.1.p	Ag013G1380500
OG0008673	Roisl.0210s1372.1.p	Ag013G1382200
OG0008674	Roisl.0210s1369.1.p	Ag013G1382500
OG0008675	Roisl.0210s1367.1.p, Roisl.0012s0083.1.p	Ag013G1382700
OG0008676	Roisl.0210s1360.1.p	Ag013G1383300
OG0008677	Roisl.0210s1347.1.p	Ag013G1386800
OG0008678	Roisl.0210s1331.1.p, Roisl.0005s0368.1.p	Ag013G1391500
OG0008679	Roisl.0028s0133.1.p	Ag013G1392600, Ag003G0341200
OG0008680	Roisl.0210s1320.1.p	Ag013G1394600
OG0008681	Roisl.0210s1313.1.p	Ag013G1395900
OG0008682	Roisl.0210s1309.1.p	Ag013G1396500
OG0008683	Roisl.0210s1294.1.p	Ag013G1400800
OG0008684	Roisl.0210s1277.1.p	Ag013G1404900
OG0008685	Roisl.0210s1275.1.p	Ag013G1405300
OG0008686	Roisl.0210s1274.1.p	Ag013G1405500
OG0008687	Roisl.0038s0038.1.p	Ag013G1408800, Ag029G3123900
OG0008688	Roisl.0210s1261.1.p	Ag013G1409100
OG0008689	Roisl.0210s1258.1.p	Ag013G1410000
OG0008691	Roisl.0210s1231.1.p	Ag013G1418300
OG0008692	Roisl.0028s0673.1.p	Ag013G1424500, Ag013G1669600
OG0008693	Roisl.0210s1208.1.p	Ag013G1424700
OG0008694	Roisl.0091s0731.1.p	Ag013G1438100
OG0008695	Roisl.0074s0409.1.p	Ag013G1443600, Ag014G2011700
OG0008696	Roisl.0210s1127.1.p	Ag013G1449400
OG0008697	Roisl.0210s1120.1.p	Ag013G1450800, Ag013G1450900
OG0008698	Roisl.0210s1090.1.p	Ag013G1455400
OG0008699	Roisl.0210s1085.1.p	Ag013G1455900
OG0008700	Roisl.0080s0785.1.p	Ag013G1461300, Ag004G0740400
OG0008701	Roisl.0210s1063.1.p	Ag013G1462500
OG0008702	Roisl.0210s1051.1.p	Ag013G1464000
OG0008703	Roisl.0210s1026.1.p	Ag013G1468700
OG0008704	Roisl.0210s1018.1.p	Ag013G1469900
OG0008705	Roisl.0210s1003.1.p	Ag013G1476100
OG0008706	Roisl.0210s1002.1.p	Ag068G5230600, Ag013G1476200
OG0008707	Roisl.0210s0998.1.p	Ag013G1477700
OG0008708	Roisl.0210s0995.1.p	Ag013G1478500
OG0008709	Roisl.0210s0994.1.p	Ag013G1478900
OG0008710	Roisl.0210s0970.1.p	Ag013G1485000, Ag013G1484900
OG0008711	Roisl.0210s0967.1.p	Ag052G4837500, Ag013G1485500
OG0008712	Roisl.0210s0957.1.p	Ag013G1486900
OG0008713	Roisl.0210s0956.1.p	Ag013G1487000
OG0008714	Roisl.0210s0951.1.p	Ag013G1487900
OG0008715	Roisl.0210s0943.1.p	Ag013G1489000
OG0008716	Roisl.0210s0925.1.p	Ag013G1491400
OG0008717	Roisl.0210s0923.1.p	Ag013G1494000
OG0008718	Roisl.0210s0916.1.p	Ag013G1495100
OG0008719	Roisl.0210s0915.1.p	Ag013G1495200
OG0008720	Roisl.0210s0910.1.p	Ag013G1495800
OG0008721	Roisl.0210s0873.1.p	Ag013G1500500
OG0008722	Roisl.0210s0848.1.p	Ag013G1505600
OG0008723	Roisl.0080s0823.1.p	Ag013G1509200, Ag004G0746500
OG0008724	Roisl.0210s0830.1.p	Ag013G1511200
OG0008725	Roisl.0210s0814.1.p	Ag013G1513600
OG0008726	Roisl.0210s0813.1.p	Ag013G1513700
OG0008727	Roisl.0210s0788.1.p	Ag013G1518900
OG0008728	Roisl.0210s0781.1.p	Ag013G1520300
OG0008729	Roisl.0210s0766.1.p	Ag013G1523900
OG0008730	Roisl.0210s0731.1.p	Ag013G1529700
OG0008731	Roisl.0210s0717.1.p	Ag013G1532000
OG0008732	Roisl.0210s0699.1.p	Ag013G1536800
OG0008733	Roisl.0210s0680.1.p	Ag013G1540700
OG0008735	Roisl.0210s0636.1.p	Ag013G1547600
OG0008736	Roisl.0210s0631.1.p	Ag013G1548400
OG0008737	Roisl.0210s0611.1.p	Ag013G1551900
OG0008738	Roisl.0210s0608.1.p	Ag013G1552400
OG0008739	Roisl.0188s0119.1.p	Ag042G4406400, Ag013G1553500
OG0008740	Roisl.0214s0199.1.p	Ag013G1554900
OG0008741	Roisl.0210s0589.1.p	Ag013G1555900
OG0008742	Roisl.0210s0566.1.p	Ag013G1559400
OG0008743	Roisl.0210s0548.1.p	Ag013G1561600
OG0008744	Roisl.0210s0536.1.p	Ag013G1562900
OG0008745	Roisl.0210s0532.1.p	Ag013G1563200
OG0008746	Roisl.0210s0523.1.p	Ag013G1564900
OG0008747	Roisl.0210s0501.1.p	Ag013G1568500
OG0008748	Roisl.0082s0389.1.p	Ag013G1570800
OG0008749	Roisl.0082s0387.1.p	Ag013G1571000
OG0008750	Roisl.0082s0357.1.p	Ag013G1573900
OG0008751	Roisl.0082s0356.1.p	Ag013G1574000
OG0008752	Roisl.0082s0338.1.p	Ag013G1576400
OG0008753	Roisl.0022s0152.1.p	Ag013G1578100
OG0008754	Roisl.0012s0011.1.p	Ag013G1578400
OG0008755	Roisl.0022s0134.1.p	Ag013G1580200
OG0008756	Roisl.0022s0133.1.p	Ag013G1580300
OG0008757	Roisl.0191s0572.1.p	Ag019G2514900
OG0008758	Roisl.0029s0067.1.p	Ag013G1584200
OG0008759	Roisl.0029s0059.1.p	Ag013G1584600
OG0008760	Roisl.0010s0016.1.p	Ag013G1586500
OG0008761	Roisl.0029s0006.1.p	Ag013G1587400
OG0008762	Roisl.0204s0124.1.p	Ag013G1591600
OG0008763	Roisl.0204s0108.1.p	Ag013G1593000
OG0008764	Roisl.0204s0085.1.p	Ag013G1593500
OG0008765	Roisl.0204s0084.1.p	Ag013G1593600
OG0008766	Roisl.0204s0051.1.p	Ag013G1596200
OG0008767	Roisl.0027s0057.1.p	Ag033G3608000, Ag033G3606900
OG0008767	Roisl.0209s0300.1.p	Ag013G1596400, Ag017G2414100
OG0008768	Roisl.0204s0027.1.p	Ag013G1597400, Ag013G1597300
OG0008769	Roisl.0204s0022.1.p	Ag013G1598000
OG0008770	Roisl.0204s0017.1.p	Ag013G1598200
OG0008771	Roisl.0204s0009.1.p	Ag013G1598900
OG0008772	Roisl.0082s0544.1.p	Ag013G1600200
OG0008773	Roisl.0082s0553.1.p	Ag013G1601700
OG0008774	Roisl.0082s0558.1.p	Ag013G1602000
OG0008775	Roisl.0082s0560.1.p	Ag013G1602100
OG0008776	Roisl.0082s0597.1.p	Ag013G1605200
OG0008777	Roisl.0082s0602.1.p	Ag013G1605900
OG0008778	Roisl.0082s0625.1.p, Roisl.0017s0025.1.p, Roisl.0033s0163.1.p	Ag013G1607700
OG0008779	Roisl.0082s0633.1.p	Ag013G1608400
OG0008780	Roisl.0082s0649.1.p	Ag013G1610200
OG0008781	Roisl.0082s0650.1.p	Ag013G1610300
OG0008782	Roisl.0082s0651.1.p	Ag013G1610400, Ag023G2845300
OG0008783	Roisl.0082s0659.1.p	Ag013G1611400
OG0008784	Roisl.0082s0660.1.p	Ag013G1611500
OG0008785	Roisl.0082s0671.1.p	Ag013G1612300
OG0008786	Roisl.0082s0693.1.p	Ag013G1613800
OG0008787	Roisl.0082s0728.1.p	Ag013G1619000
OG0008788	Roisl.0082s0729.1.p	Ag013G1619100
OG0008789	Roisl.0033s0015.1.p	Ag013G1625100
OG0008790	Roisl.0033s0021.1.p	Ag013G1625600
OG0008791	Roisl.0033s0025.1.p	Ag013G1626100, Ag026G2995800, Ag013G1626300
OG0008792	Roisl.0033s0029.1.p	Ag013G1630700
OG0008793	Roisl.0033s0043.1.p	Ag013G1633100
OG0008794	Roisl.0033s0056.1.p	Ag013G1634300
OG0008795	Roisl.0033s0070.1.p	Ag013G1636000
OG0008796	Roisl.0033s0074.1.p	Ag013G1636200
OG0008797	Roisl.0033s0094.1.p	Ag013G1638000
OG0008798	Roisl.0033s0142.1.p	Ag013G1642300
OG0008799	Roisl.0033s0132.1.p	Ag013G1642800
OG0008800	Roisl.0033s0131.1.p	Ag013G1642900
OG0008801	Roisl.0033s0120.1.p	Ag013G1643900
OG0008802	Roisl.0033s0114.1.p	Ag013G1644900
OG0008803	Roisl.0033s0110.1.p	Ag013G1645200
OG0008805	Roisl.0017s0520.1.p	Ag013G1647100
OG0008806	Roisl.0017s0479.1.p	Ag013G1652600
OG0008807	Roisl.0017s0472.1.p	Ag013G1653400
OG0008809	Roisl.0017s0437.1.p	Ag013G1659200
OG0008810	Roisl.0028s0636.1.p	Ag013G1661300
OG0008811	Roisl.0028s0616.1.p	Ag013G1663700
OG0008812	Roisl.0185s0059.1.p	Ag013G1665700
OG0008814	Roisl.0028s0668.1.p	Ag013G1669100
OG0008815	Roisl.0028s0708.1.p	Ag013G1672400
OG0008816	Roisl.0028s0720.1.p	Ag013G1673300
OG0008817	Roisl.0028s0728.1.p	Ag013G1674200
OG0008818	Roisl.0028s0729.1.p	Ag013G1674400
OG0008819	Roisl.0028s0732.1.p	Ag013G1674700
OG0008820	Roisl.0028s0737.1.p	Ag013G1675200
OG0008821	Roisl.0012s0093.1.p	Ag013G1676100
OG0008822	Roisl.0012s0125.1.p	Ag013G1679300
OG0008823	Roisl.0012s0139.1.p	Ag013G1680700
OG0008824	Roisl.0012s0178.1.p, Roisl.0012s0162.1.p	Ag013G1682300
OG0008825	Roisl.0012s0184.1.p	Ag013G1683300
OG0008826	Roisl.0012s0187.1.p	Ag013G1683500
OG0008827	Roisl.0022s0094.1.p	Ag013G1688200
OG0008828	Roisl.0012s0249.1.p	Ag013G1689500
OG0008829	Roisl.0082s0322.1.p	Ag013G1691000
OG0008829	Roisl.0210s0302.1.p	Ag034G3687300
OG0008830	Roisl.0022s0159.1.p	Ag013G1693100
OG0008831	Roisl.0022s0161.1.p	Ag013G1693300
OG0008832	Roisl.0022s0178.1.p	Ag013G1694800
OG0008833	Roisl.0013s0172.1.p	Ag013G1701800
OG0008834	Roisl.0013s0177.1.p	Ag013G1702000
OG0008835	Roisl.0013s0183.1.p	Ag013G1702700
OG0008836	Roisl.0013s0190.1.p	Ag013G1703700
OG0008838	Roisl.0013s0209.1.p	Ag013G1704800
OG0008839	Roisl.0066s0384.1.p	Ag013G1708800
OG0008840	Roisl.0066s0359.1.p	Ag013G1710400
OG0008841	Roisl.0066s0337.1.p	Ag013G1711800
OG0008842	Roisl.0213s0037.1.p	Ag013G1713000
OG0008843	Roisl.0213s0050.1.p	Ag013G1714400
OG0008844	Roisl.0213s0074.1.p	Ag013G1717200
OG0008846	Roisl.0213s0090.1.p	Ag013G1719600
OG0008847	Roisl.0213s0104.1.p	Ag013G1721200
OG0008848	Roisl.0213s0149.1.p	Ag013G1726200
OG0008849	Roisl.0213s0172.1.p	Ag013G1728600
OG0008850	Roisl.0213s0173.1.p	Ag013G1728700
OG0008851	Roisl.0213s0177.1.p	Ag013G1729300
OG0008852	Roisl.0213s0222.1.p	Ag013G1734100
OG0008853	Roisl.0198s0029.1.p	Ag013G1734900
OG0008854	Roisl.0213s0235.1.p	Ag013G1735700
OG0008855	Roisl.0213s0256.1.p	Ag013G1738000
OG0008856	Roisl.0213s0265.1.p	Ag013G1740300
OG0008857	Roisl.0213s0293.1.p	Ag013G1743700
OG0008858	Roisl.0213s0328.1.p	Ag013G1748100
OG0008859	Roisl.0213s0331.1.p	Ag013G1748400
OG0008861	Roisl.0213s0348.1.p	Ag013G1751600
OG0008862	Roisl.0213s0360.1.p	Ag013G1752500
OG0008863	Roisl.0213s0371.1.p	Ag013G1753000
OG0008864	Roisl.0213s0374.1.p	Ag013G1753400
OG0008865	Roisl.0213s0401.1.p	Ag013G1755900
OG0008866	Roisl.0213s0414.1.p	Ag013G1756700
OG0008867	Roisl.0214s0211.1.p	Ag013G1757900
OG0008868	Roisl.0213s0432.1.p	Ag013G1759000
OG0008869	Roisl.0213s0459.1.p	Ag013G1761900
OG0008870	Roisl.0213s0476.1.p	Ag013G1763500
OG0008871	Roisl.0209s0191.1.p	Ag013G1767100
OG0008872	Roisl.0209s0165.1.p	Ag013G1769500
OG0008873	Roisl.0028s0948.1.p	Ag013G1769600
OG0008874	Roisl.0011s0147.1.p	Ag062G5051300
OG0008875	Roisl.0011s0175.1.p, Roisl.0011s0176.1.p	Ag062G5054700
OG0008876	Roisl.0011s0245.1.p	Ag062G5061100
OG0008877	Roisl.0009s0326.1.p	Ag062G5063100, Ag014G1964100
OG0008878	Roisl.0024s0598.1.p	Ag004G0417500
OG0008879	Roisl.0024s0595.1.p	Ag034G3843700, Ag004G0418000
OG0008880	Roisl.0024s0593.1.p	Ag004G0418200
OG0008881	Roisl.0024s0575.1.p	Ag004G0420000
OG0008882	Roisl.0024s0573.1.p	Ag004G0420200
OG0008883	Roisl.0024s0570.1.p	Ag004G0420400
OG0008884	Roisl.0024s0563.1.p	Ag004G0420900
OG0008885	Roisl.0024s0555.1.p	Ag004G0421900
OG0008886	Roisl.0024s0536.1.p	Ag004G0423900
