Orthogroup	Rorippa_islandica	Camelina_sativa
OG0010922	Roisl.0004s0386.1.p	XP_019093945.1, XP_019085008.1, XP_019083378.1
OG0010923	Roisl.0066s0194.1.p	XP_010489377.1
OG0010924	Roisl.0066s0193.1.p	XP_010514977.1, XP_010490376.1, XP_010467521.1
OG0010925	Roisl.0066s0177.1.p	XP_010514759.1, XP_010489393.1, XP_010467541.1
OG0010926	Roisl.0074s0003.1.p	XP_010507617.1, XP_010466069.1, XP_010487866.1
OG0010927	Roisl.0080s0887.1.p, Roisl.0015s0181.1.p	XP_010482856.1, XP_010443026.1, XP_010448247.1
OG0010928	Roisl.0209s0459.1.p	XP_010503352.1, XP_010515058.1, XP_010426197.1
OG0010929	Roisl.0209s0462.1.p	XP_010426199.1, XP_010503357.1, XP_010515059.1
OG0010930	Roisl.0007s0813.1.p	XP_010462493.1, XP_010480194.1, XP_010501253.1
OG0010931	Roisl.0007s0779.1.p	XP_010501242.1, XP_010480172.1, XP_010462478.1
OG0010932	Roisl.0006s0540.1.p	XP_010480059.1, XP_010462375.1
OG0010933	Roisl.0006s0488.1.p	XP_010501074.1, XP_010479993.1, XP_010462315.1
OG0010934	Roisl.0179s0024.1.p	XP_010500167.1, XP_010461463.1, XP_010479062.1
OG0010935	Roisl.0006s0448.1.p	XP_010501029.1, XP_010462276.1, XP_010462277.1, XP_010479947.1
OG0010936	Roisl.0006s0441.1.p	XP_010462262.1, XP_010501021.1, XP_010479938.1
OG0010937	Roisl.0006s0425.1.p	XP_010481171.1, XP_010479918.1, XP_019094695.1, XP_010501004.1, XP_010462251.1
OG0010938	Roisl.0006s0421.1.p	XP_010500996.1, XP_010479910.1, XP_010462241.1
OG0010939	Roisl.0006s0390.1.p	XP_010462194.1, XP_010500954.1, XP_010479869.2
OG0010940	Roisl.0198s0054.1.p	XP_010472664.1, XP_010429658.1, XP_010417423.1
OG0010941	Roisl.0006s0385.1.p	XP_010500947.1, XP_010462180.1, XP_010479860.1
OG0010942	Roisl.0028s1043.1.p	XP_010509509.1, XP_010505146.1, XP_010516822.1
OG0010943	Roisl.0028s1049.1.p	XP_010505151.1, XP_010509500.1, XP_010516831.1
OG0010944	Roisl.0028s1050.1.p	XP_010505155.1, XP_010516835.1, XP_010509499.1
OG0010945	Roisl.0054s0017.1.p	XP_010509476.1, XP_010505185.1, XP_010516860.1
OG0010946	Roisl.0054s0025.1.p	XP_010509468.1, XP_010505194.1, XP_010516869.1
OG0010947	Roisl.0054s0038.1.p	XP_010505211.1
OG0010948	Roisl.0027s0105.1.p	XP_010514841.1, XP_010425939.1, XP_010503157.1
OG0010949	Roisl.0027s0089.1.p	XP_010503140.1, XP_010514818.1, XP_010425922.1
OG0010950	Roisl.0037s0003.1.p	XP_010503100.1, XP_010412527.1, XP_010425868.1
OG0010951	Roisl.0188s0054.1.p	XP_010425719.1, XP_010502865.1, XP_010514632.1
OG0010952	Roisl.0213s0010.1.p	XP_010435378.1, XP_010450322.1, XP_010440675.1
OG0010953	Roisl.0053s0069.1.p	XP_010450410.1, XP_010440760.1, XP_010435462.1
OG0010954	Roisl.0031s0060.1.p	XP_010482675.1, XP_010442846.1, XP_010445408.1
OG0010955	Roisl.0214s0176.1.p	XP_010442497.1, XP_010482323.1, XP_010441655.1
OG0010956	Roisl.0214s0075.1.p	XP_010442473.1, XP_010482295.1, XP_010441329.1
OG0010957	Roisl.0213s0020.1.p	XP_010440684.1, XP_010449641.1, XP_010435386.1, XP_010450333.1
OG0010958	Roisl.0058s0050.1.p	XP_010440664.1, XP_010435307.1, XP_010450304.1
OG0010959	Roisl.0058s0014.1.p	XP_010451616.1, XP_010445472.1, XP_010435289.1, XP_010440603.1
OG0010960	Roisl.0075s0056.1.p	XP_010450197.1, XP_010450196.1, XP_010440566.1, XP_010435251.1, XP_010436637.1
OG0010961	Roisl.0075s0106.1.p	XP_019089308.1, XP_010450145.1, XP_010435211.1
OG0010962	Roisl.0075s0123.1.p, Roisl.0075s0122.1.p	XP_010450134.1, XP_010435205.1, XP_010450117.1
OG0010963	Roisl.0038s0019.1.p	XP_010412986.1, XP_010467129.1, XP_010488801.1
OG0010964	Roisl.0075s0151.1.p	XP_010450086.1, XP_010435175.1, XP_019087713.1
OG0010965	Roisl.0075s0168.1.p	XP_010445447.1, XP_010450071.1
OG0010966	Roisl.0082s0090.1.p	XP_010440526.1, XP_010435182.1, XP_010450101.1
OG0010967	Roisl.0075s0216.1.p	XP_010440444.1, XP_010435103.1, XP_010450020.1
OG0010968	Roisl.0002s0248.1.p	XP_010449989.1, XP_010440389.1, XP_010435066.1
OG0010969	Roisl.0213s0854.1.p	XP_010450841.1, XP_010435809.1, XP_010441033.1
OG0010970	Roisl.0002s0226.1.p	XP_010440373.1, XP_010449971.1, XP_010435047.1
OG0010971	Roisl.0011s0433.1.p	XP_010502587.1, XP_010514300.1, XP_010425359.1
OG0010973	Roisl.0002s0194.1.p	XP_010435042.1, XP_010449958.1
OG0010974	Roisl.0002s0161.1.p	XP_010434302.1, XP_019086912.1, XP_010440306.1, XP_010434982.1
OG0010975	Roisl.0002s0138.1.p	XP_010434941.1, XP_010449919.1, XP_010440275.1
OG0010976	Roisl.0191s0009.1.p	XP_010498640.1, XP_010477430.1
OG0010977	Roisl.0214s0066.1.p	XP_010441256.1, XP_010442464.1, XP_010482285.1
OG0010978	Roisl.0002s0091.1.p	XP_010440237.1, XP_010451480.1
OG0010979	Roisl.0002s0085.1.p	XP_010449875.1, XP_010440230.1, XP_010434905.1
OG0010980	Roisl.0002s0094.1.p	XP_010440240.1, XP_010449882.1, XP_010434912.1
OG0010981	Roisl.0019s0193.1.p	XP_010428198.2, XP_010471340.1
OG0010982	Roisl.0019s0172.1.p	XP_010428221.1, XP_010428222.1, XP_010471370.1, XP_010416103.1
OG0010983	Roisl.0019s0171.1.p	XP_019093683.1, XP_019083079.1, XP_019085826.1
OG0010984	Roisl.0019s0145.1.p	XP_010428261.2, XP_010416141.1
OG0010985	Roisl.0019s0141.1.p	XP_010471403.1, XP_019084990.1, XP_010416151.1
OG0010986	Roisl.0019s0126.1.p	XP_010428282.1, XP_010419182.1, XP_010471416.1
OG0010987	Roisl.0019s0123.1.p	XP_010416169.1, XP_019085623.1, XP_010471420.1
OG0010988	Roisl.0019s0112.1.p	XP_010416180.1, XP_010428298.1, XP_010471431.1
OG0010989	Roisl.0028s1015.1.p	XP_010505115.1, XP_010509541.1, XP_010412891.1
OG0010990	Roisl.0019s0095.1.p	XP_019094005.1, XP_019094004.1, XP_010471453.1, XP_010428320.2
OG0010991	Roisl.0019s0092.1.p	XP_010428323.1, XP_010416202.1, XP_010471458.1
OG0010992	Roisl.0019s0088.1.p	XP_010471464.1, XP_010416204.1, XP_010428329.1
OG0010993	Roisl.0004s0515.1.p	XP_010428346.1, XP_010416221.1, XP_010474326.1
OG0010994	Roisl.0004s0510.1.p	XP_010416227.1, XP_010428355.1, XP_010471487.1
OG0010995	Roisl.0004s0489.1.p	XP_010471505.1, XP_019083710.1, XP_010428391.1
OG0010996	Roisl.0004s0478.1.p	XP_010471511.1, XP_010428407.1, XP_010416276.1
OG0010997	Roisl.0004s0466.1.p	XP_010416292.2, XP_010471528.1, XP_010428423.1
OG0010998	Roisl.0004s0454.1.p	XP_019082824.1, XP_019085003.1, XP_019093058.1
OG0010999	Roisl.0004s0453.1.p	XP_010471535.1, XP_010428432.1
OG0011000	Roisl.0004s0437.1.p	XP_010419201.1
OG0011000	Roisl.0004s0438.1.p	XP_010431516.1, XP_010419199.1
OG0011001	Roisl.0004s0415.1.p	XP_010428477.1, XP_010416343.1, XP_010471577.1
OG0011002	Roisl.0004s0414.1.p	XP_010428478.1, XP_010416344.1, XP_010471581.1
OG0011003	Roisl.0004s0413.1.p	XP_010428482.1, XP_010416345.1, XP_010471584.1
OG0011004	Roisl.0019s0697.1.p	XP_010511863.1, XP_010415482.1
OG0011005	Roisl.0019s0687.1.p	XP_010415494.1, XP_010511877.1, XP_010470825.1
OG0011006	Roisl.0019s0644.1.p	XP_010415530.1, XP_010511925.1, XP_010470875.1
OG0011007	Roisl.0019s0640.1.p	XP_010511931.1, XP_010440257.1, XP_010415535.1, XP_010470882.1
OG0011008	Roisl.0019s0629.1.p	XP_010511940.1, XP_010415541.1, XP_010470888.1
OG0011009	Roisl.0019s0602.1.p	XP_010415554.1, XP_010511943.1, XP_010470891.1
OG0011010	Roisl.0213s0019.1.p	XP_010440683.1, XP_010436662.1, XP_010450332.1, XP_010497193.2
OG0011011	Roisl.0044s0018.1.p	XP_010438394.1, XP_010447926.1, XP_010433173.1
OG0011012	Roisl.0044s0031.1.p	XP_010447910.1, XP_010438376.1, XP_010433159.1
OG0011013	Roisl.0044s0032.1.p	XP_010447909.1, XP_010438374.1, XP_010433158.1
OG0011014	Roisl.0044s0045.1.p	XP_010447905.1, XP_010438364.1, XP_010433150.1
OG0011015	Roisl.0044s0055.1.p	XP_010447895.1, XP_010433141.1, XP_010438354.1
OG0011016	Roisl.0044s0056.1.p	XP_010447894.1, XP_010438352.1, XP_010433140.1
OG0011017	Roisl.0213s0734.1.p	XP_010412464.1, XP_010467046.1, XP_010488738.1
OG0011019	Roisl.0010s0194.1.p	XP_010430475.1, XP_010418405.1, XP_010473619.1
OG0011020	Roisl.0010s0197.1.p	XP_010430477.1, XP_010418407.1, XP_010473621.1
OG0011021	Roisl.0010s0200.1.p	XP_010430488.1, XP_010473624.1, XP_010418414.1
OG0011022	Roisl.0050s0108.1.p	XP_010418430.1, XP_010473636.1, XP_010430506.1
OG0011023	Roisl.0050s0106.1.p	XP_010418431.1, XP_010473638.1, XP_010430508.1
OG0011024	Roisl.0050s0104.1.p	XP_010430509.1, XP_019083059.1, XP_010473641.1
OG0011025	Roisl.0009s0270.1.p	XP_010450749.1, XP_010441112.1, XP_010435964.1, XP_010435965.1
OG0011026	Roisl.0213s0773.1.p	XP_010497053.1, XP_010464870.1, XP_010486822.1
OG0011027	Roisl.0213s0765.1.p	XP_010518606.1, XP_010467023.1, XP_019096674.1
OG0011028	Roisl.0009s0239.1.p	XP_010450724.1, XP_010435941.1, XP_010436826.1
OG0011029	Roisl.0009s0235.1.p	XP_010441147.1, XP_010435939.1, XP_010450721.1
OG0011030	Roisl.0009s0232.1.p	XP_010450719.1
OG0011031	Roisl.0009s0231.1.p, Roisl.0046s0850.1.p	XP_010450716.1
OG0011032	Roisl.0002s0147.1.p	XP_010440289.1, XP_010468810.1, XP_010434956.1
OG0011033	Roisl.0184s0196.1.p, Roisl.0025s0074.1.p	XP_010425729.1, XP_010514642.1
OG0011034	Roisl.0025s0033.1.p	XP_019100112.1, XP_010425584.1, XP_010514516.1
OG0011035	Roisl.0025s0070.1.p	XP_010502845.1, XP_010514548.1, XP_010425626.1
OG0011036	Roisl.0037s0063.1.p	XP_010514752.1, XP_010427110.1, XP_010503069.1
OG0011037	Roisl.0011s0574.1.p	XP_010514491.1, XP_010502786.1
OG0011038	Roisl.0006s0147.1.p	XP_010514427.1, XP_010502702.1, XP_010425480.1
OG0011039	Roisl.0011s0514.1.p	XP_010502685.1, XP_010425460.1, XP_010514413.1
OG0011040	Roisl.0011s0491.1.p	XP_010514384.1, XP_010425437.1, XP_010502659.1
OG0011041	Roisl.0011s0454.1.p	XP_010502614.1, XP_010514336.1
OG0011042	Roisl.0011s0439.1.p	XP_010425378.1, XP_010502600.1, XP_010514322.1
OG0011043	Roisl.0011s0425.1.p	XP_010425367.1, XP_010514296.1, XP_010502578.1
OG0011044	Roisl.0011s0417.1.p	XP_010502556.1, XP_010514281.1, XP_010425339.1
OG0011045	Roisl.0011s0381.1.p	XP_019085288.1, XP_010502507.1
OG0011046	Roisl.0011s0359.1.p	XP_010518615.1, XP_010514217.1, XP_010425249.1, XP_010502475.1
OG0011047	Roisl.0011s0349.1.p	XP_010514211.1, XP_010425243.1, XP_010502470.1
OG0011048	Roisl.0011s0345.1.p	XP_010425233.2, XP_010514201.1, XP_010502462.1
OG0011049	Roisl.0011s0332.1.p	XP_010514187.1, XP_010502452.1, XP_010425220.1
OG0011050	Roisl.0011s0331.1.p	XP_019100058.1, XP_010425219.1, XP_010514184.1
OG0011051	Roisl.0019s0563.1.p	XP_010415631.1, XP_010512028.1, XP_010470973.1
OG0011052	Roisl.0019s0567.1.p	XP_010512025.1, XP_010470968.1, XP_010415625.1
OG0011053	Roisl.0213s0138.1.p	XP_010478253.1, XP_010499406.1
OG0011054	Roisl.0019s0577.1.p	XP_010512006.1, XP_010470956.1, XP_019083269.1
OG0011055	Roisl.0019s0583.1.p	XP_010415603.1, XP_010470943.1, XP_010511995.1
OG0011056	Roisl.0019s0595.1.p	XP_010415590.1, XP_010470930.1, XP_010511974.1
OG0011057	Roisl.0019s0616.1.p	XP_010470917.1, XP_010415575.1, XP_010511960.1
OG0011058	Roisl.0019s0614.1.p	XP_010470915.1, XP_010470914.1, XP_010511957.1, XP_010415572.1
OG0011059	Roisl.0005s0187.1.p	XP_010484781.1, XP_010494800.1, XP_010481466.1, XP_010441598.1
OG0011060	Roisl.0005s0203.1.p	XP_010481490.1, XP_010441621.1, XP_010494780.1
OG0011061	Roisl.0032s0034.1.p	XP_010436385.1, XP_010455288.1
OG0011062	Roisl.0005s0221.1.p	XP_010481502.1, XP_010494771.1
OG0011063	Roisl.0020s0032.1.p	XP_010421848.1, XP_010438450.1, XP_010455247.1
OG0011064	Roisl.0005s0231.1.p	XP_010494755.1, XP_010481511.1, XP_010441645.1
OG0011065	Roisl.0005s0238.1.p	XP_010481516.1, XP_010441654.1, XP_019097737.1
OG0011066	Roisl.0005s0257.1.p	XP_010494733.1, XP_010481526.1, XP_010441665.1
OG0011067	Roisl.0005s0206.1.p	XP_010441683.1, XP_010481543.1, XP_010494687.1
OG0011068	Roisl.0005s0289.1.p	XP_010481552.1, XP_010441694.1, XP_010494673.1
OG0011069	Roisl.0005s0295.1.p	XP_019087558.1, XP_019097578.1, XP_010481563.1
OG0011071	Roisl.0005s0312.1.p	XP_010481594.1, XP_010494643.1, XP_010441734.1
OG0011072	Roisl.0005s0313.1.p	XP_010481595.1, XP_010494640.1
OG0011073	Roisl.0005s0314.1.p	XP_010481596.1, XP_010441735.1, XP_010494638.1
OG0011074	Roisl.0022s0045.1.p	XP_010511441.1, XP_010415082.1, XP_010470417.1
OG0011075	Roisl.0006s0014.1.p	XP_010461789.1, XP_010500492.1, XP_010479384.1
OG0011076	Roisl.0018s0078.1.p	XP_010469290.2
OG0011077	Roisl.0006s0036.1.p	XP_010479442.1, XP_010500522.1, XP_010461819.1
OG0011078	Roisl.0006s0044.1.p	XP_010500529.1, XP_010461830.1, XP_010461827.1, XP_010479449.1
OG0011079	Roisl.0006s0054.1.p	XP_010500541.1, XP_010461839.1, XP_010479424.1
OG0011080	Roisl.0006s0059.1.p	XP_010479408.1, XP_010500548.1, XP_010461846.1
OG0011081	Roisl.0006s0068.1.p	XP_010500558.1
OG0011082	Roisl.0006s0101.1.p	XP_010500615.1
OG0011083	Roisl.0006s0106.1.p, Roisl.0006s0108.1.p	XP_019099470.1, XP_010479512.1, XP_010461907.1
OG0011084	Roisl.0006s0124.1.p	XP_010500643.1, XP_010479532.1, XP_010461920.1
OG0011085	Roisl.0006s0125.1.p	XP_010479533.1, XP_010461921.1, XP_010500644.1
OG0011086	Roisl.0006s0133.1.p	XP_010479537.1, XP_010461924.1, XP_010500647.1
OG0011087	Roisl.0006s0135.1.p	XP_010479539.1, XP_010461927.1, XP_010500649.1
OG0011088	Roisl.0006s0152.1.p	XP_010479552.1, XP_010500666.1, XP_010461934.1
OG0011089	Roisl.0006s0158.1.p	XP_010479556.1, XP_010501950.1, XP_019091148.1
OG0011090	Roisl.0006s0173.1.p	XP_010479573.1, XP_010500683.1, XP_010461946.1
OG0011091	Roisl.0006s0177.1.p	XP_010500686.1, XP_010461948.1, XP_010479575.1
OG0011092	Roisl.0006s0189.1.p	XP_010461957.1, XP_019099477.1, XP_010479591.1
OG0011093	Roisl.0006s0195.1.p	XP_010500715.1, XP_010461969.1, XP_010479621.1
OG0011094	Roisl.0006s0213.1.p	XP_010479647.1, XP_010500737.1, XP_010461993.1
OG0011095	Roisl.0006s0219.1.p	XP_010463386.1, XP_010501961.1, XP_010479655.1
OG0011096	Roisl.0006s0230.1.p	XP_010500758.1, XP_010479670.1, XP_010462009.1
OG0011097	Roisl.0006s0246.1.p, Roisl.0006s0308.1.p	XP_019087497.1, XP_019094340.1, XP_010500785.1
OG0011098	Roisl.0006s0254.1.p	XP_010462035.1, XP_010479698.1, XP_010500790.1
OG0011099	Roisl.0006s0275.1.p	XP_010479744.1, XP_010500836.1, XP_010462073.1
OG0011100	Roisl.0006s0269.1.p	XP_010500846.2, XP_019091624.1
OG0011101	Roisl.0006s0268.1.p	XP_010479753.1, XP_010462085.1, XP_010500849.1
OG0011102	Roisl.0214s0318.1.p	XP_010442120.1, XP_010494230.1, XP_010494226.1, XP_019095420.1
OG0011103	Roisl.0214s0317.1.p	XP_019097471.1, XP_019097252.1, XP_010495622.1, XP_010442119.1, XP_010481944.1
OG0011104	Roisl.0214s0311.1.p	XP_010481941.1, XP_010442115.1, XP_010494237.1
OG0011105	Roisl.0028s0753.1.p	XP_010469458.1, XP_010413846.1, XP_010509870.1
OG0011106	Roisl.0028s0756.1.p	XP_019093508.1, XP_010509866.1, XP_010413842.1
OG0011107	Roisl.0028s0757.1.p	XP_010469454.1, XP_010413841.1, XP_010509864.1
OG0011108	Roisl.0028s0778.1.p	XP_010413814.1, XP_010469433.1, XP_010509837.1
OG0011109	Roisl.0028s0780.1.p	XP_010469431.1, XP_010413812.1, XP_010509833.1
OG0011110	Roisl.0028s0796.1.p	XP_010509817.1, XP_010413795.1, XP_010469413.1
OG0011111	Roisl.0028s0795.1.p	XP_010509819.1, XP_010469414.1, XP_010497641.1, XP_010413796.1
OG0011112	Roisl.0028s0799.1.p	XP_010473852.1, XP_019082947.1, XP_010509812.1
OG0011113	Roisl.0028s0831.1.p	XP_010469378.1, XP_010413760.1, XP_010509776.1
OG0011114	Roisl.0028s0860.1.p	XP_010516599.1, XP_010504915.1, XP_010509741.1
OG0011115	Roisl.0028s0861.1.p	XP_010509740.1, XP_010504916.1, XP_010516600.1
OG0011116	Roisl.0028s0866.1.p	XP_019102459.1, XP_019099864.1, XP_019101319.1
OG0011117	Roisl.0028s0870.1.p	XP_010516610.1, XP_010509731.1, XP_010504927.1
OG0011118	Roisl.0028s0880.1.p	XP_010504942.1, XP_010516626.1, XP_010509720.1
OG0011119	Roisl.0028s0882.1.p	XP_010509716.1, XP_010516627.1, XP_010504943.1
OG0011120	Roisl.0028s0896.1.p	XP_010516643.1, XP_010509701.1
OG0011121	Roisl.0028s0947.1.p	XP_010505031.1
OG0011122	Roisl.0028s0949.1.p	XP_010516706.1, XP_010505033.1, XP_010509630.1
OG0011123	Roisl.0011s0077.1.p	XP_010502168.1, XP_010513905.1, XP_010424950.1, XP_010513977.2
OG0011124	Roisl.0091s0358.1.p	XP_010439705.1, XP_010434407.1, XP_010449340.1
OG0011125	Roisl.0091s0377.1.p	XP_010434430.1, XP_010449367.1, XP_010439729.1
OG0011126	Roisl.0214s0492.1.p	XP_010489007.1, XP_010467780.1
OG0011127	Roisl.0091s0415.1.p	XP_010449441.1
OG0011128	Roisl.0083s0048.1.p	XP_010414889.1, XP_010511188.1, XP_010511187.1, XP_010470345.1
OG0011129	Roisl.0091s0441.1.p	XP_010449480.1, XP_010434498.1, XP_010439823.1
OG0011130	Roisl.0091s0457.1.p	XP_010434516.1, XP_010439838.1, XP_010496243.1
OG0011131	Roisl.0091s0462.1.p	XP_010434521.1, XP_010496237.1, XP_010439841.1
OG0011132	Roisl.0091s0469.1.p	XP_010439851.1, XP_010496226.1, XP_010434529.1
OG0011133	Roisl.0091s0475.1.p	XP_010517537.1, XP_010439857.2, XP_010434539.1
OG0011134	Roisl.0091s0477.1.p	XP_010439858.1, XP_010434540.1, XP_010517538.1
OG0011135	Roisl.0091s0489.1.p	XP_010517557.1, XP_010439874.1, XP_010434553.1
OG0011136	Roisl.0091s0535.1.p	XP_010449538.1, XP_010434602.1, XP_010439924.1
OG0011137	Roisl.0091s0549.1.p	XP_010434618.1, XP_010449556.1, XP_010439942.1
OG0011138	Roisl.0091s0607.1.p	XP_010510213.1, XP_010469736.1, XP_010414144.1
OG0011139	Roisl.0091s0584.1.p	XP_010439993.1, XP_010434656.1, XP_010449604.1
OG0011140	Roisl.0091s0593.1.p	XP_010449617.1, XP_010434666.1, XP_010440004.1
OG0011141	Roisl.0091s0609.1.p	XP_010449639.1, XP_010434691.1, XP_010440030.1
OG0011142	Roisl.0091s0619.1.p	XP_010434705.1, XP_010449652.1, XP_010440040.1
OG0011143	Roisl.0046s1060.1.p	XP_010426650.1, XP_010503788.1, XP_010515491.1
OG0011144	Roisl.0046s1048.1.p	XP_010503768.1, XP_019102322.1, XP_010426631.1
OG0011145	Roisl.0046s1043.1.p	XP_010503763.1, XP_010424889.1, XP_010515469.1
OG0011146	Roisl.0046s1032.1.p	XP_010515454.1, XP_010424903.1, XP_010503749.1
OG0011147	Roisl.0019s0740.1.p	XP_010415438.1, XP_010470763.1, XP_010511807.1
OG0011149	Roisl.0046s1002.1.p	XP_010426602.1, XP_010515432.1, XP_010503727.1
OG0011150	Roisl.0046s1001.1.p	XP_010507374.1, XP_010412699.1, XP_010431217.1
OG0011151	Roisl.0016s0311.1.p	XP_010463833.1, XP_010513722.1, XP_010485725.1
OG0011152	Roisl.0046s0980.1.p	XP_010503712.1, XP_010426584.1, XP_010515401.1
OG0011153	Roisl.0008s0157.1.p	XP_010439160.1, XP_010433891.1, XP_010448690.1
OG0011154	Roisl.0008s0140.1.p	XP_010439179.1, XP_010448715.1
OG0011156	Roisl.0189s0113.1.p	XP_010482605.1, XP_010442770.1, XP_010444854.1
OG0011157	Roisl.0189s0157.1.p	XP_010444347.1, XP_010442728.1
OG0011158	Roisl.0189s0187.1.p	XP_010442687.1, XP_010482524.1, XP_010443931.1
OG0011159	Roisl.0189s0222.1.p	XP_010443409.1, XP_010482491.1, XP_010442660.1
OG0011160	Roisl.0189s0241.1.p	XP_010442615.1, XP_010443042.1, XP_010482466.1
OG0011161	Roisl.0189s0275.1.p	XP_010442588.1, XP_010426309.1, XP_010432693.1, XP_010482438.1
OG0011162	Roisl.0189s0265.1.p	XP_010482447.1, XP_010442598.1, XP_010426301.1
OG0011163	Roisl.0189s0274.1.p, Roisl.0189s0271.1.p	XP_010426306.1, XP_010482441.1, XP_010442594.1
OG0011164	Roisl.0189s0260.1.p	XP_010482450.1, XP_010442602.1, XP_010426297.1
OG0011165	Roisl.0066s0422.1.p	XP_010488850.1, XP_010518434.1, XP_010467250.1, XP_010467248.1
OG0011166	Roisl.0188s0042.1.p	XP_010518509.1, XP_010488837.1
OG0011167	Roisl.0214s0130.1.p	XP_010496141.1, XP_010488814.1
OG0011168	Roisl.0018s0057.1.p	XP_010512202.1, XP_010413693.1, XP_010469359.1
OG0011169	Roisl.0188s0040.1.p	XP_010488836.1, XP_010467176.1, XP_010518533.1
OG0011170	Roisl.0006s0428.1.p	XP_010479926.1, XP_010462253.1, XP_010501009.1
OG0011171	Roisl.0047s0038.1.p	XP_010517803.2, XP_019096810.1, XP_010467264.1
OG0011172	Roisl.0047s0029.1.p	XP_010467275.1, XP_010488934.1, XP_010517914.1
OG0011173	Roisl.0047s0046.1.p	XP_010467257.1, XP_010517725.1, XP_010488913.1
OG0011174	Roisl.0045s0028.1.p	XP_010517215.1, XP_010467325.1, XP_010489177.1
OG0011175	Roisl.0045s0017.1.p	XP_010517092.2, XP_019096520.1, XP_010467337.1, XP_010517082.2
OG0011176	Roisl.0045s0004.1.p	XP_010489190.1, XP_019084077.1, XP_010467344.1
OG0011177	Roisl.0185s0082.1.p	XP_010502756.1, XP_010425524.1, XP_010514457.1
OG0011179	Roisl.0012s0003.1.p	XP_010489218.1, XP_010516684.1, XP_010467374.1
OG0011180	Roisl.0066s0263.1.p	XP_010515965.1, XP_010489292.1, XP_010467421.1
OG0011181	Roisl.0066s0261.1.p	XP_010467424.1, XP_010515932.1, XP_010489294.1
OG0011182	Roisl.0008s0205.1.p	XP_010433839.1, XP_010448634.1, XP_010439111.1
OG0011183	Roisl.0008s0192.1.p	XP_010448652.1, XP_010439130.2, XP_010433857.1, XP_010445164.1
OG0011184	Roisl.0024s0666.1.p	XP_010444833.1, XP_010465902.1, XP_019095694.1
OG0011185	Roisl.0091s0033.1.p	XP_010448815.1, XP_019086973.1, XP_010433978.1
OG0011187	Roisl.0091s0095.1.p	XP_019086072.1, XP_010439354.1, XP_010448915.1
OG0011188	Roisl.0091s0100.1.p	XP_019088953.1, XP_019087200.1, XP_019086123.1
OG0011189	Roisl.0091s0115.1.p	XP_010439371.1, XP_019089580.1, XP_010434087.1
OG0011190	Roisl.0091s0121.1.p	XP_010448954.1, XP_010439385.1, XP_010434094.1
OG0011191	Roisl.0091s0314.1.p	XP_010449284.1, XP_010434352.1, XP_010439650.1
OG0011192	Roisl.0074s0355.1.p	XP_010465585.1, XP_010487435.1, XP_010503583.1
OG0011193	Roisl.0091s0307.1.p	XP_010439627.1, XP_010434336.1, XP_010449269.1
OG0011194	Roisl.0082s0084.1.p	XP_010461383.1, XP_010478978.1, XP_019099406.1, XP_010434639.1
OG0011195	Roisl.0091s0300.1.p	XP_010449235.1, XP_010434327.2, XP_019087823.1
OG0011196	Roisl.0091s0281.1.p	XP_010449208.1, XP_010434307.1
OG0011197	Roisl.0091s0268.1.p	XP_010434284.1, XP_010439581.1, XP_010449173.1
OG0011198	Roisl.0091s0250.1.p	XP_010439561.1, XP_010434266.1
OG0011199	Roisl.0091s0195.1.p	XP_019094868.1, XP_010449072.1, XP_010439484.1, XP_010434186.1
OG0011200	Roisl.0038s0001.1.p	XP_010467147.2, XP_010413117.1
OG0011201	Roisl.0091s0173.1.p	XP_010439455.1, XP_010449036.1, XP_010434159.1
OG0011202	Roisl.0091s0172.1.p	XP_010449035.1, XP_010439453.1, XP_010434158.1
OG0011203	Roisl.0091s0154.1.p	XP_010439436.1, XP_010434137.1
OG0011204	Roisl.0091s0322.1.p	XP_010449295.1, XP_019087828.1, XP_010436474.1
OG0011205	Roisl.0091s0335.1.p	XP_010439668.1, XP_010449317.1, XP_010434374.1
OG0011206	Roisl.0028s0352.1.p	XP_010506098.1, XP_010517801.1, XP_010508545.1
OG0011207	Roisl.0060s0009.1.p	XP_010438332.1, XP_010455346.1, XP_010421854.1
OG0011208	Roisl.0060s0005.1.p	XP_010455350.1, XP_010421857.1, XP_010438299.1
OG0011209	Roisl.0189s0013.1.p	XP_019097996.1, XP_019095998.1, XP_019088586.1
OG0011210	Roisl.0189s0030.1.p	XP_010494184.1, XP_010481986.1, XP_010442170.1
OG0011211	Roisl.0055s0034.1.p	XP_010481980.1, XP_010494191.1, XP_010442175.1
OG0011212	Roisl.0036s0099.1.p	XP_010481973.1, XP_010494200.1
OG0011213	Roisl.0055s0055.1.p	XP_010442130.1, XP_010481960.1, XP_010494213.1
OG0011214	Roisl.0002s0023.1.p	XP_010434831.1, XP_010449793.1, XP_010440163.1
OG0011215	Roisl.0002s0016.1.p	XP_010434818.1, XP_010440151.1, XP_019089133.1
OG0011216	Roisl.0002s0029.1.p	XP_010440170.1, XP_010449802.1, XP_010434839.1
OG0011217	Roisl.0091s0651.1.p	XP_010434788.1, XP_010449733.1, XP_010440119.1
OG0011218	Roisl.0091s0656.1.p	XP_010440112.1
OG0011218	Roisl.0053s0010.1.p	XP_019086097.1, XP_010449728.1
OG0011219	Roisl.0091s0674.1.p	XP_010434768.1, XP_019087408.1, XP_019089126.1
