Orthogroup	Rorippa_islandica	Cardamine_hirsuta
OG0007977	Roisl.0082s0531.1.p	CARHR033630
OG0007978	Roisl.0193s0011.1.p	CARHR033380
OG0007979	Roisl.0040s0051.1.p	CARHR033200
OG0007980	Roisl.0040s0054.1.p	CARHR033170
OG0007981	Roisl.0053s0032.1.p	CARHR260830
OG0007982	Roisl.0053s0031.1.p	CARHR260810
OG0007983	Roisl.0020s0086.1.p	CARHR256690, CARHR261240
OG0007984	Roisl.0020s0110.1.p	CARHR256400
OG0007985	Roisl.0057s0034.1.p	CARHR255830
OG0007986	Roisl.0210s2189.1.p	CARHR215800
OG0007987	Roisl.0213s0552.1.p	CARHR254710
OG0007988	Roisl.0209s0213.1.p	CARHR254060
OG0007989	Roisl.0210s1617.1.p	CARHR193940
OG0007990	Roisl.0210s1622.1.p	CARHR193900
OG0007991	Roisl.0210s1631.1.p	CARHR193830
OG0007992	Roisl.0210s1645.1.p	CARHR193680
OG0007993	Roisl.0210s1651.1.p	CARHR193620
OG0007994	Roisl.0046s0299.1.p	CARHR187140
OG0007995	Roisl.0046s0305.1.p	CARHR187060
OG0007996	Roisl.0046s0343.1.p	CARHR186680
OG0007997	Roisl.0214s0423.1.p	CARHR110700
OG0007998	Roisl.0214s0435.1.p	CARHR110850
OG0007999	Roisl.0214s0455.1.p	CARHR111040
OG0008000	Roisl.0067s0004.1.p	CARHR143520
OG0008001	Roisl.0067s0014.1.p	CARHR143420
OG0008002	Roisl.0067s0033.1.p	CARHR143250
OG0008003	Roisl.0020s0121.1.p	CARHR256290
OG0008004	Roisl.0067s0076.1.p	CARHR142810
OG0008005	Roisl.0067s0083.1.p	CARHR142740
OG0008006	Roisl.0035s0010.1.p	CARHR142660
OG0008007	Roisl.0035s0140.1.p	CARHR141350
OG0008008	Roisl.0035s0142.1.p	CARHR141330
OG0008009	Roisl.0035s0143.1.p	CARHR141310
OG0008010	Roisl.0035s0146.1.p	CARHR141290
OG0008012	Roisl.0035s0156.1.p	CARHR141190
OG0008013	Roisl.0035s0164.1.p	CARHR141100
OG0008014	Roisl.0035s0183.1.p	CARHR140900
OG0008015	Roisl.0028s0043.1.p	CARHR140590
OG0008016	Roisl.0028s0100.1.p	CARHR140090
OG0008017	Roisl.0028s0102.1.p	CARHR140050
OG0008018	Roisl.0028s0123.1.p	CARHR139860
OG0008019	Roisl.0028s0145.1.p	CARHR139600
OG0008020	Roisl.0028s0184.1.p	CARHR139220
OG0008021	Roisl.0028s0185.1.p	CARHR139210
OG0008022	Roisl.0028s0186.1.p	CARHR139200
OG0008023	Roisl.0028s0199.1.p	CARHR139080
OG0008024	Roisl.0028s0251.1.p	CARHR138680
OG0008025	Roisl.0028s0311.1.p	CARHR138080
OG0008026	Roisl.0028s0327.1.p	CARHR137950
OG0008027	Roisl.0028s0400.1.p	CARHR137240
OG0008028	Roisl.0028s0406.1.p	CARHR137180, CARHR228030
OG0008029	Roisl.0028s0421.1.p	CARHR137050
OG0008030	Roisl.0028s0439.1.p	CARHR136880
OG0008031	Roisl.0028s0482.1.p, Roisl.0028s0481.1.p	CARHR136510
OG0008032	Roisl.0028s0486.1.p	CARHR136470
OG0008033	Roisl.0005s0101.1.p	CARHR174540
OG0008034	Roisl.0005s0052.1.p	CARHR174130
OG0008035	Roisl.0005s0087.1.p	CARHR174460
OG0008036	Roisl.0016s0093.1.p	CARHR075740
OG0008037	Roisl.0016s0095.1.p	CARHR075760
OG0008038	Roisl.0016s0103.1.p	CARHR075840
OG0008039	Roisl.0016s0115.1.p	CARHR075970
OG0008040	Roisl.0016s0138.1.p	CARHR076110
OG0008041	Roisl.0210s1054.1.p	CARHR199850
OG0008042	Roisl.0016s0190.1.p	CARHR076580
OG0008043	Roisl.0016s0220.1.p	CARHR076900
OG0008044	Roisl.0016s0242.1.p	CARHR077080
OG0008045	Roisl.0016s0250.1.p	CARHR077170
OG0008046	Roisl.0016s0280.1.p	CARHR077460
OG0008047	Roisl.0016s0303.1.p	CARHR077700
OG0008048	Roisl.0016s0309.1.p	CARHR077770
OG0008049	Roisl.0016s0340.1.p	CARHR078130
OG0008050	Roisl.0016s0345.1.p	CARHR078160
OG0008051	Roisl.0016s0349.1.p	CARHR078200
OG0008052	Roisl.0016s0351.1.p	CARHR078220
OG0008053	Roisl.0016s0388.1.p	CARHR078650
OG0008055	Roisl.0039s0011.1.p	CARHR079220
OG0008056	Roisl.0039s0031.1.p	CARHR079410
OG0008057	Roisl.0039s0036.1.p	CARHR079460
OG0008058	Roisl.0039s0056.1.p	CARHR079670
OG0008059	Roisl.0039s0062.1.p	CARHR079720
OG0008060	Roisl.0039s0069.1.p	CARHR079850
OG0008061	Roisl.0039s0074.1.p	CARHR079910
OG0008062	Roisl.0039s0131.1.p	CARHR080420
OG0008063	Roisl.0039s0136.1.p	CARHR080470
OG0008064	Roisl.0039s0142.1.p	CARHR080520
OG0008065	Roisl.0039s0160.1.p	CARHR080640
OG0008066	Roisl.0079s0137.1.p	CARHR082090
OG0008067	Roisl.0079s0042.1.p	CARHR081140
OG0008068	Roisl.0079s0043.1.p	CARHR081150
OG0008069	Roisl.0079s0053.1.p	CARHR081260
OG0008070	Roisl.0079s0067.1.p	CARHR081400
OG0008071	Roisl.0079s0177.1.p	CARHR082470
OG0008072	Roisl.0079s0217.1.p	CARHR082910
OG0008074	Roisl.0079s0258.1.p	CARHR083340
OG0008075	Roisl.0079s0274.1.p	CARHR083520
OG0008076	Roisl.0079s0267.1.p	CARHR083430
OG0008077	Roisl.0079s0270.1.p	CARHR083470
OG0008078	Roisl.0079s0279.1.p	CARHR083570
OG0008079	Roisl.0079s0307.1.p	CARHR083910
OG0008080	Roisl.0079s0311.1.p	CARHR083970
OG0008081	Roisl.0079s0331.1.p	CARHR084170
OG0008082	Roisl.0074s1022.1.p	CARHR084520
OG0008083	Roisl.0074s1014.1.p	CARHR084600
OG0008084	Roisl.0074s0987.1.p	CARHR084860
OG0008085	Roisl.0091s0349.1.p	CARHR226340
OG0008086	Roisl.0074s0962.1.p	CARHR085050
OG0008087	Roisl.0074s0937.1.p	CARHR085330
OG0008088	Roisl.0074s0936.1.p	CARHR085340
OG0008089	Roisl.0074s0922.1.p	CARHR085470
OG0008090	Roisl.0074s0910.1.p	CARHR085570
OG0008091	Roisl.0074s0886.1.p	CARHR085770
OG0008092	Roisl.0074s0879.1.p	CARHR085840
OG0008093	Roisl.0074s0860.1.p	CARHR086030
OG0008095	Roisl.0074s0854.1.p	CARHR086090
OG0008096	Roisl.0074s0836.1.p	CARHR086240
OG0008097	Roisl.0074s0835.1.p	CARHR086250
OG0008098	Roisl.0074s0824.1.p	CARHR086350
OG0008099	Roisl.0074s0821.1.p	CARHR086370
OG0008100	Roisl.0074s0811.1.p	CARHR086490
OG0008101	Roisl.0074s0810.1.p	CARHR086500
OG0008102	Roisl.0074s0796.1.p	CARHR086630
OG0008103	Roisl.0074s0777.1.p	CARHR086820
OG0008104	Roisl.0074s0773.1.p	CARHR086860
OG0008105	Roisl.0074s0762.1.p	CARHR086980
OG0008106	Roisl.0074s0745.1.p	CARHR087130
OG0008107	Roisl.0074s0743.1.p	CARHR087150
OG0008108	Roisl.0074s0742.1.p	CARHR087160
OG0008109	Roisl.0074s0737.1.p	CARHR087210
OG0008110	Roisl.0074s0703.1.p	CARHR087500
OG0008111	Roisl.0074s0696.1.p	CARHR087610
OG0008112	Roisl.0074s0677.1.p	CARHR087780
OG0008113	Roisl.0074s0664.1.p	CARHR087900
OG0008113	Roisl.0021s0521.1.p	CARHR045420
OG0008114	Roisl.0074s0647.1.p	CARHR088090
OG0008115	Roisl.0074s0595.1.p	CARHR088630
OG0008116	Roisl.0074s0590.1.p	CARHR088690
OG0008117	Roisl.0074s0580.1.p	CARHR088780
OG0008118	Roisl.0074s0573.1.p	CARHR088840
OG0008119	Roisl.0074s0561.1.p	CARHR088970
OG0008120	Roisl.0074s0542.1.p	CARHR089150
OG0008121	Roisl.0074s0534.1.p	CARHR265370, CARHR213460, CARHR089500
OG0008122	Roisl.0074s0522.1.p	CARHR089380
OG0008123	Roisl.0074s0486.1.p	CARHR089750
OG0008124	Roisl.0074s0478.1.p	CARHR089830
OG0008125	Roisl.0074s0457.1.p	CARHR090050
OG0008126	Roisl.0074s0456.1.p	CARHR090060
OG0008127	Roisl.0074s0405.1.p	CARHR090550
OG0008128	Roisl.0074s0383.1.p	CARHR090750
OG0008129	Roisl.0074s0381.1.p	CARHR090770
OG0008130	Roisl.0074s0375.1.p	CARHR090850
OG0008131	Roisl.0074s0370.1.p	CARHR090900
OG0008132	Roisl.0074s0340.1.p	CARHR091220
OG0008133	Roisl.0074s0327.1.p	CARHR091360
OG0008134	Roisl.0074s0315.1.p	CARHR091510
OG0008135	Roisl.0074s0298.1.p	CARHR091660
OG0008135	Roisl.0074s0299.1.p	CARHR091650
OG0008136	Roisl.0074s0292.1.p	CARHR091720
OG0008137	Roisl.0074s0271.1.p	CARHR091990
OG0008138	Roisl.0074s0235.1.p	CARHR092310
OG0008139	Roisl.0074s0212.1.p	CARHR092600
OG0008140	Roisl.0074s0205.1.p	CARHR092690
OG0008141	Roisl.0074s0197.1.p	CARHR092780
OG0008142	Roisl.0074s0196.1.p	CARHR092790
OG0008143	Roisl.0074s0159.1.p	CARHR093140
OG0008144	Roisl.0074s0158.1.p	CARHR093150
OG0008146	Roisl.0074s0142.1.p	CARHR093280
OG0008148	Roisl.0006s0468.1.p	CARHR044240
OG0008149	Roisl.0074s0095.1.p	CARHR093700
OG0008150	Roisl.0074s0074.1.p	CARHR093940
OG0008151	Roisl.0074s0064.1.p	CARHR094060
OG0008152	Roisl.0003s0270.1.p	CARHR240440, CARHR053370
OG0008153	Roisl.0074s0057.1.p	CARHR094150
OG0008154	Roisl.0074s0048.1.p	CARHR094250
OG0008155	Roisl.0074s0045.1.p	CARHR094300
OG0008156	Roisl.0074s0019.1.p	CARHR094550
OG0008157	Roisl.0074s0007.1.p	CARHR094670
OG0008158	Roisl.0028s0013.1.p	CARHR094890
OG0008159	Roisl.0028s0015.1.p	CARHR094910
OG0008160	Roisl.0115s0263.1.p	CARHR094980
OG0008161	Roisl.0001s0320.1.p	CARHR245410
OG0008162	Roisl.0200s0015.1.p	CARHR212530
OG0008163	Roisl.0115s0341.1.p	CARHR095850
OG0008164	Roisl.0091s0644.1.p	CARHR223560
OG0008165	Roisl.0115s0371.1.p	CARHR096220, CARHR096210
OG0008166	Roisl.0008s0359.1.p	CARHR133860
OG0008167	Roisl.0115s0423.1.p	CARHR096770
OG0008168	Roisl.0115s0440.1.p	CARHR096890
OG0008169	Roisl.0115s0453.1.p	CARHR097020
OG0008170	Roisl.0115s0457.1.p	CARHR097060
OG0008171	Roisl.0031s0051.1.p	CARHR265850
OG0008172	Roisl.0031s0025.1.p	CARHR265590
OG0008173	Roisl.0031s0031.1.p	CARHR265650
OG0008174	Roisl.0009s0310.1.p	CARHR262620
OG0008175	Roisl.0213s0828.1.p	CARHR263670
OG0008176	Roisl.0210s2192.1.p	CARHR215780
OG0008177	Roisl.0206s0003.1.p	CARHR284360
OG0008178	Roisl.0053s0315.1.p	CARHR099670
OG0008179	Roisl.0053s0325.1.p	CARHR099550
OG0008181	Roisl.0053s0361.1.p	CARHR099260
OG0008182	Roisl.0053s0393.1.p	CARHR099000
OG0008183	Roisl.0053s0409.1.p	CARHR098890
OG0008184	Roisl.0115s0645.1.p	CARHR098860
OG0008185	Roisl.0115s0641.1.p	CARHR050050
OG0008186	Roisl.0115s0623.1.p	CARHR098600
OG0008187	Roisl.0115s0600.1.p	CARHR098380
OG0008188	Roisl.0115s0589.1.p	CARHR098260
OG0008190	Roisl.0115s0559.1.p	CARHR098040
OG0008191	Roisl.0115s0565.1.p	CARHR098060
OG0008192	Roisl.0115s0553.1.p, Roisl.0053s0390.1.p, Roisl.0115s0562.1.p	CARHR097960
OG0008193	Roisl.0011s0060.1.p	CARHR144180
OG0008194	Roisl.0115s0497.1.p	CARHR097420
OG0008195	Roisl.0115s0491.1.p	CARHR097390
OG0008196	Roisl.0115s0489.1.p	CARHR097370
OG0008197	Roisl.0003s0033.1.p	CARHR238150
OG0008198	Roisl.0003s0032.1.p	CARHR238140
OG0008199	Roisl.0003s0029.1.p	CARHR238110
OG0008200	Roisl.0003s0026.1.p	CARHR238080
OG0008201	Roisl.0003s0020.1.p	CARHR238020
OG0008202	Roisl.0003s0017.1.p	CARHR237990
OG0008203	Roisl.0003s0009.1.p	CARHR237930
OG0008204	Roisl.0003s0001.1.p	CARHR237840
OG0008205	Roisl.0024s0023.1.p	CARHR058440
OG0008206	Roisl.0209s0053.1.p	CARHR057840
OG0008207	Roisl.0209s0030.1.p	CARHR119180, CARHR057580
OG0008208	Roisl.0083s0021.1.p	CARHR056150
OG0008209	Roisl.0214s0788.1.p	CARHR054140
OG0008210	Roisl.0083s0040.1.p	CARHR055580
OG0008211	Roisl.0194s0005.1.p	CARHR055770
OG0008212	Roisl.0189s0045.1.p	CARHR055820
OG0008213	Roisl.0189s0048.1.p	CARHR055840
OG0008214	Roisl.0210s1616.1.p	CARHR193950
OG0008215	Roisl.0210s1596.1.p	CARHR194170
OG0008216	Roisl.0210s1567.1.p	CARHR194440
OG0008217	Roisl.0210s1560.1.p	CARHR194510
OG0008218	Roisl.0210s1546.1.p	CARHR194630
OG0008219	Roisl.0210s1532.1.p	CARHR194830
OG0008220	Roisl.0046s0465.1.p	CARHR185120
OG0008221	Roisl.0012s0090.1.p	CARHR180480
OG0008222	Roisl.0036s0030.1.p	CARHR182860
OG0008223	Roisl.0014s0069.1.p	CARHR183600
OG0008224	Roisl.0046s1220.1.p	CARHR162260
OG0008225	Roisl.0046s1206.1.p	CARHR162150
OG0008226	Roisl.0046s1204.1.p	CARHR162120
OG0008227	Roisl.0046s1195.1.p	CARHR162020
OG0008228	Roisl.0046s1177.1.p	CARHR161870
OG0008229	Roisl.0046s1155.1.p	CARHR161560
OG0008230	Roisl.0046s1135.1.p	CARHR161380
OG0008231	Roisl.0046s1133.1.p	CARHR161360
OG0008232	Roisl.0046s1115.1.p	CARHR161260
OG0008233	Roisl.0046s1101.1.p	CARHR161100
OG0008234	Roisl.0046s1066.1.p	CARHR160750
OG0008235	Roisl.0210s0009.1.p	CARHR000190
OG0008236	Roisl.0210s0125.1.p	CARHR001330
OG0008237	Roisl.0210s0174.1.p	CARHR001760
OG0008238	Roisl.0210s0175.1.p	CARHR001770
OG0008239	Roisl.0210s0186.1.p	CARHR001880
OG0008240	Roisl.0210s0215.1.p	CARHR002200
OG0008241	Roisl.0210s0234.1.p	CARHR002320
OG0008242	Roisl.0210s0251.1.p	CARHR002460
OG0008243	Roisl.0210s0257.1.p	CARHR002510
OG0008244	Roisl.0210s0260.1.p	CARHR002570
OG0008245	Roisl.0210s0267.1.p, Roisl.0021s0103.1.p	CARHR005920, CARHR002620
OG0008246	Roisl.0210s0272.1.p	CARHR002720
OG0008247	Roisl.0210s0291.1.p	CARHR002910
OG0008248	Roisl.0210s0295.1.p	CARHR002930
OG0008249	Roisl.0210s0296.1.p	CARHR002940
OG0008250	Roisl.0210s0308.1.p	CARHR003070
OG0008251	Roisl.0210s0316.1.p	CARHR003150
OG0008252	Roisl.0210s0332.1.p	CARHR003320
OG0008253	Roisl.0210s0337.1.p	CARHR003360
OG0008254	Roisl.0210s0353.1.p	CARHR003520
OG0008255	Roisl.0008s0241.1.p	CARHR231670
OG0008256	Roisl.0210s0379.1.p	CARHR003770
OG0008257	Roisl.0091s0695.1.p	CARHR003900
OG0008258	Roisl.0091s0696.1.p	CARHR003910
OG0008259	Roisl.0091s0732.1.p	CARHR004270
OG0008260	Roisl.0091s0752.1.p	CARHR004450
OG0008261	Roisl.0091s0783.1.p	CARHR004770
OG0008262	Roisl.0091s0791.1.p	CARHR004850
OG0008263	Roisl.0091s0794.1.p	CARHR004880
OG0008264	Roisl.0091s0799.1.p	CARHR004920, CARHR054160, CARHR054150
OG0008265	Roisl.0091s0803.1.p	CARHR004960
OG0008266	Roisl.0091s0834.1.p	CARHR005270
OG0008267	Roisl.0091s0839.1.p	CARHR005310
OG0008268	Roisl.0091s0849.1.p	CARHR005390
OG0008269	Roisl.0091s0850.1.p	CARHR005400
OG0008270	Roisl.0091s0863.1.p	CARHR005510
OG0008271	Roisl.0091s0875.1.p	CARHR005590
OG0008272	Roisl.0091s0890.1.p	CARHR005740
OG0008273	Roisl.0091s0908.1.p	CARHR006020
OG0008274	Roisl.0091s0914.1.p	CARHR006080
OG0008275	Roisl.0091s0944.1.p	CARHR006470
OG0008276	Roisl.0091s0945.1.p	CARHR006490
OG0008277	Roisl.0091s0972.1.p	CARHR006740
OG0008278	Roisl.0091s0989.1.p	CARHR006920
OG0008279	Roisl.0091s0991.1.p	CARHR006940
OG0008280	Roisl.0091s1000.1.p	CARHR007010
OG0008281	Roisl.0091s1002.1.p	CARHR007040
OG0008282	Roisl.0091s1044.1.p	CARHR007450
OG0008283	Roisl.0091s1097.1.p	CARHR007970, CARHR007960
OG0008284	Roisl.0091s1106.1.p	CARHR008070, CARHR008060
OG0008285	Roisl.0091s1141.1.p	CARHR008440
OG0008286	Roisl.0091s1143.1.p	CARHR008460
OG0008287	Roisl.0091s1147.1.p	CARHR008510
OG0008288	Roisl.0091s1165.1.p	CARHR008710
OG0008289	Roisl.0091s1183.1.p	CARHR008900
OG0008290	Roisl.0091s1193.1.p	CARHR009000
OG0008291	Roisl.0091s1210.1.p	CARHR009240
OG0008292	Roisl.0031s0022.1.p	CARHR265560
OG0008293	Roisl.0021s0003.1.p	CARHR009630
OG0008294	Roisl.0021s0019.1.p	CARHR009760
OG0008295	Roisl.0021s0038.1.p	CARHR009970
OG0008296	Roisl.0021s0047.1.p	CARHR010100
OG0008297	Roisl.0021s0050.1.p	CARHR010130
OG0008298	Roisl.0021s0052.1.p	CARHR010150
OG0008298	Roisl.0191s0245.1.p	CARHR010040
OG0008299	Roisl.0021s0065.1.p	CARHR010230
OG0008300	Roisl.0021s0069.1.p	CARHR010270
OG0008301	Roisl.0021s0072.1.p	CARHR010300
OG0008302	Roisl.0021s0081.1.p	CARHR010380
OG0008303	Roisl.0021s0097.1.p	CARHR010550
OG0008304	Roisl.0021s0129.1.p	CARHR010780
OG0008305	Roisl.0022s0250.1.p	CARHR233460
OG0008306	Roisl.0021s0181.1.p	CARHR034020, CARHR011250
OG0008307	Roisl.0021s0190.1.p	CARHR011340
OG0008308	Roisl.0021s0223.1.p	CARHR011710
OG0008309	Roisl.0021s0224.1.p	CARHR011720
OG0008310	Roisl.0021s0229.1.p	CARHR011780
OG0008311	Roisl.0209s0627.1.p	CARHR050140
OG0008311	Roisl.0021s0258.1.p	CARHR012050
OG0008312	Roisl.0021s0271.1.p	CARHR012170
OG0008313	Roisl.0021s0273.1.p	CARHR012190
OG0008314	Roisl.0021s0283.1.p	CARHR012290
OG0008315	Roisl.0021s0332.1.p	CARHR012710
OG0008316	Roisl.0021s0335.1.p	CARHR012740
OG0008317	Roisl.0021s0340.1.p	CARHR012790
OG0008318	Roisl.0021s0342.1.p	CARHR012820
OG0008319	Roisl.0021s0356.1.p	CARHR012970
OG0008320	Roisl.0021s0391.1.p	CARHR013330
OG0008321	Roisl.0021s0397.1.p	CARHR013370
OG0008322	Roisl.0021s0398.1.p	CARHR013380
OG0008323	Roisl.0021s0417.1.p	CARHR013570
OG0008324	Roisl.0021s0432.1.p	CARHR013710
OG0008325	Roisl.0021s0452.1.p	CARHR013930
OG0008326	Roisl.0007s0757.1.p	CARHR014370
OG0008327	Roisl.0007s0761.1.p	CARHR014340
OG0008328	Roisl.0007s0733.1.p	CARHR014580
OG0008329	Roisl.0007s0716.1.p	CARHR014760
OG0008330	Roisl.0007s0705.1.p	CARHR014860
OG0008331	Roisl.0007s0704.1.p	CARHR014870
OG0008332	Roisl.0007s0687.1.p	CARHR015030
OG0008333	Roisl.0007s0681.1.p	CARHR015100
OG0008334	Roisl.0007s0676.1.p	CARHR015160
OG0008335	Roisl.0007s0663.1.p	CARHR015270
OG0008336	Roisl.0007s0662.1.p	CARHR100360
OG0008336	Roisl.0007s0656.1.p	CARHR015520
OG0008337	Roisl.0007s0657.1.p	CARHR015320
OG0008338	Roisl.0007s0607.1.p	CARHR015800
OG0008339	Roisl.0007s0643.1.p	CARHR015430
OG0008340	Roisl.0011s0044.1.p	CARHR144040
OG0008341	Roisl.0007s0633.1.p	CARHR015540
OG0008342	Roisl.0007s0630.1.p	CARHR015560
OG0008343	Roisl.0007s0622.1.p	CARHR015630
OG0008344	Roisl.0007s0592.1.p	CARHR015930
OG0008345	Roisl.0007s0591.1.p	CARHR015940
OG0008346	Roisl.0007s0551.1.p	CARHR016320
OG0008347	Roisl.0007s0507.1.p	CARHR016740
OG0008348	Roisl.0007s0461.1.p	CARHR017200
OG0008349	Roisl.0007s0449.1.p	CARHR017310
OG0008350	Roisl.0021s0641.1.p	CARHR056500
OG0008352	Roisl.0007s0314.1.p	CARHR018790
OG0008353	Roisl.0007s0308.1.p	CARHR018850
OG0008354	Roisl.0007s0305.1.p	CARHR018890
OG0008355	Roisl.0007s0299.1.p	CARHR018970
OG0008356	Roisl.0007s0298.1.p	CARHR018990
OG0008357	Roisl.0007s0273.1.p	CARHR019240
OG0008358	Roisl.0007s0270.1.p	CARHR019280
OG0008359	Roisl.0007s0269.1.p	CARHR019290
OG0008360	Roisl.0007s0245.1.p	CARHR019510
OG0008361	Roisl.0007s0235.1.p	CARHR019610
OG0008362	Roisl.0007s0234.1.p	CARHR019620
OG0008363	Roisl.0007s0266.1.p, Roisl.0007s0222.1.p	CARHR019660
OG0008364	Roisl.0007s0198.1.p	CARHR019890
OG0008365	Roisl.0007s0151.1.p	CARHR020330
OG0008366	Roisl.0007s0148.1.p	CARHR020360
OG0008367	Roisl.0007s0147.1.p	CARHR020370
OG0008368	Roisl.0007s0141.1.p	CARHR020420
OG0008369	Roisl.0007s0121.1.p	CARHR020600
OG0008370	Roisl.0007s0103.1.p	CARHR020790
OG0008371	Roisl.0007s0095.1.p	CARHR020860
OG0008372	Roisl.0007s0069.1.p	CARHR021120
OG0008373	Roisl.0007s0058.1.p	CARHR021200
OG0008374	Roisl.0007s0049.1.p	CARHR021270
OG0008375	Roisl.0007s0022.1.p	CARHR021510
OG0008376	Roisl.0049s0041.1.p	CARHR021730
OG0008377	Roisl.0049s0051.1.p	CARHR021830
OG0008378	Roisl.0049s0055.1.p	CARHR021860
OG0008379	Roisl.0049s0065.1.p	CARHR021940
OG0008380	Roisl.0049s0066.1.p	CARHR021950
OG0008381	Roisl.0049s0073.1.p	CARHR022010
OG0008382	Roisl.0049s0078.1.p	CARHR022060
OG0008383	Roisl.0191s0016.1.p	CARHR022250
OG0008384	Roisl.0191s0041.1.p	CARHR022430
OG0008385	Roisl.0191s0065.1.p	CARHR022700
OG0008386	Roisl.0191s0140.1.p	CARHR023420
OG0008387	Roisl.0213s0617.1.p	CARHR255410
OG0008388	Roisl.0191s0149.1.p	CARHR023540
OG0008389	Roisl.0019s0338.1.p	CARHR290940
OG0008390	Roisl.0019s0361.1.p	CARHR291160
OG0008391	Roisl.0019s0377.1.p	CARHR064640
OG0008392	Roisl.0019s0380.1.p	CARHR064610
OG0008393	Roisl.0019s0402.1.p	CARHR064500
OG0008394	Roisl.0019s0407.1.p	CARHR064470
OG0008395	Roisl.0019s0422.1.p	CARHR064320
OG0008396	Roisl.0019s0424.1.p	CARHR064300
OG0008397	Roisl.0019s0437.1.p	CARHR064190
OG0008400	Roisl.0019s0499.1.p	CARHR063530
OG0008401	Roisl.0019s0515.1.p	CARHR063250
OG0008402	Roisl.0019s0517.1.p	CARHR063240
OG0008403	Roisl.0008s0225.1.p	CARHR231530
OG0008404	Roisl.0209s0128.1.p	CARHR032330
OG0008404	Roisl.0027s0094.1.p	CARHR151050
OG0008405	Roisl.0040s0103.1.p	CARHR054100, CARHR054090, CARHR032640
OG0008406	Roisl.0050s0092.1.p	CARHR046870
OG0008407	Roisl.0027s0015.1.p, Roisl.0010s0151.1.p	CARHR048140
OG0008408	Roisl.0027s0014.1.p, Roisl.0010s0150.1.p	CARHR048150
OG0008409	Roisl.0010s0149.1.p, Roisl.0027s0013.1.p	CARHR048160
OG0008410	Roisl.0010s0129.1.p	CARHR048380
OG0008411	Roisl.0010s0106.1.p	CARHR048650
OG0008412	Roisl.0015s0109.1.p	CARHR027030
OG0008413	Roisl.0209s0563.1.p	CARHR049530
OG0008414	Roisl.0213s0103.1.p	CARHR027900
OG0008415	Roisl.0209s0655.1.p	CARHR050580, CARHR050590
OG0008416	Roisl.0209s0659.1.p	CARHR050620
OG0008417	Roisl.0209s0670.1.p	CARHR050660
OG0008418	Roisl.0209s0740.1.p	CARHR051520
OG0008419	Roisl.0198s0013.1.p	CARHR217330
OG0008419	Roisl.0018s0006.1.p	CARHR214210
OG0008420	Roisl.0214s0602.1.p	CARHR052630
OG0008421	Roisl.0214s0643.1.p	CARHR053050
OG0008422	Roisl.0214s0693.1.p	CARHR283800
OG0008423	Roisl.0214s0695.1.p	CARHR283830
OG0008424	Roisl.0214s0744.1.p	CARHR053640
OG0008425	Roisl.0214s0793.1.p	CARHR054180
OG0008426	Roisl.0214s0838.1.p	CARHR054490
OG0008427	Roisl.0191s0451.1.p	CARHR026260
OG0008427	Roisl.0191s0450.1.p	CARHR026250
OG0008428	Roisl.0050s0055.1.p	CARHR046570
OG0008429	Roisl.0050s0052.1.p	CARHR046540
OG0008430	Roisl.0050s0040.1.p	CARHR046440
OG0008431	Roisl.0050s0021.1.p	CARHR046330
OG0008432	Roisl.0050s0005.1.p	CARHR046190
OG0008433	Roisl.0005s0266.1.p	CARHR175320, CARHR175220
OG0008434	Roisl.0005s0142.1.p	CARHR175020
OG0008435	Roisl.0005s0105.1.p	CARHR174590
OG0008436	Roisl.0005s0098.1.p	CARHR174520
OG0008437	Roisl.0005s0009.1.p	CARHR173610
OG0008438	Roisl.0005s0006.1.p	CARHR173580
OG0008439	Roisl.0012s0290.1.p	CARHR178570
OG0008440	Roisl.0012s0288.1.p	CARHR178590
OG0008441	Roisl.0012s0266.1.p	CARHR178780
OG0008442	Roisl.0012s0258.1.p	CARHR178870
OG0008443	Roisl.0091s0207.1.p	CARHR227820
OG0008444	Roisl.0082s0273.1.p	CARHR252400
OG0008445	Roisl.0082s0261.1.p	CARHR252520
OG0008446	Roisl.0082s0252.1.p	CARHR252590
OG0008447	Roisl.0044s0139.1.p	CARHR237790
OG0008448	Roisl.0002s0050.1.p	CARHR222550
OG0008449	Roisl.0002s0049.1.p	CARHR222560
OG0008450	Roisl.0013s0140.1.p	CARHR037730
OG0008451	Roisl.0013s0133.1.p, Roisl.0214s0112.1.p	CARHR037770
OG0008452	Roisl.0013s0119.1.p	CARHR037940
OG0008453	Roisl.0013s0077.1.p	CARHR038670
OG0008454	Roisl.0013s0069.1.p	CARHR038850
OG0008455	Roisl.0013s0024.1.p	CARHR039240
OG0008456	Roisl.0004s0404.1.p	CARHR068260
OG0008457	Roisl.0001s0520.1.p	CARHR247210
OG0008458	Roisl.0001s0496.1.p	CARHR247000
OG0008459	Roisl.0001s0478.1.p	CARHR246830
OG0008460	Roisl.0001s0463.1.p	CARHR246700
OG0008461	Roisl.0001s0340.1.p	CARHR246530
OG0008461	Roisl.0001s0448.1.p	CARHR246540
OG0008462	Roisl.0001s0427.1.p	CARHR246360
OG0008463	Roisl.0001s0417.1.p	CARHR246260
OG0008464	Roisl.0001s0412.1.p	CARHR246220
OG0008465	Roisl.0001s0403.1.p	CARHR246130
OG0008467	Roisl.0001s0397.1.p	CARHR246060
OG0008468	Roisl.0001s0356.1.p	CARHR245680
