Orthogroup	Rorippa_islandica	Arabidopsis_lyrata_NCBI
OG0007921	Roisl.0191s0463.1.p	XP_020866088.1
OG0007922	Roisl.0017s0192.1.p	XP_020868306.1
OG0007923	Roisl.0017s0186.1.p	XP_002879733.1, XP_020883347.1
OG0007924	Roisl.0017s0158.1.p	XP_020884799.1
OG0007925	Roisl.0017s0145.1.p	XP_020885599.1
OG0007926	Roisl.0074s1023.1.p	XP_020887571.1
OG0007927	Roisl.0017s0125.1.p	XP_002879706.1
OG0007928	Roisl.0017s0123.1.p	XP_002881549.1
OG0007929	Roisl.0017s0116.1.p	XP_020885727.1
OG0007930	Roisl.0017s0082.1.p	XP_020883435.1
OG0007931	Roisl.0017s0059.1.p	XP_002881495.1
OG0007932	Roisl.0017s0050.1.p	XP_002879652.1
OG0007933	Roisl.0017s0047.1.p	XP_020883879.1
OG0007934	Roisl.0017s0032.1.p	XP_002879636.1
OG0007935	Roisl.0082s0151.1.p, Roisl.0082s0150.1.p	XP_002874780.2
OG0007936	Roisl.0082s0163.1.p	XP_020877661.1
OG0007937	Roisl.0011s0037.1.p	XP_020881166.1
OG0007938	Roisl.0082s0200.1.p	XP_002872692.1
OG0007939	Roisl.0082s0203.1.p	XP_020877696.1
OG0007940	Roisl.0082s0219.1.p	XP_020878301.1
OG0007941	Roisl.0209s0239.1.p	XP_002874769.1
OG0007942	Roisl.0082s0135.1.p	XP_020884194.1
OG0007943	Roisl.0046s0653.1.p	XP_002880402.1
OG0007944	Roisl.0046s0623.1.p	XP_002878591.1
OG0007945	Roisl.0046s0599.1.p	XP_020883253.1
OG0007946	Roisl.0046s0583.1.p	XP_020884932.1
OG0007947	Roisl.0046s0576.1.p	XP_020884236.1
OG0007948	Roisl.0046s0563.1.p	XP_020884304.1
OG0007949	Roisl.0015s0083.1.p	XP_020876880.1, XP_002893455.1
OG0007950	Roisl.0046s0557.1.p	XP_020885815.1
OG0007951	Roisl.0046s0541.1.p	XP_002878640.1, XP_002886010.1
OG0007952	Roisl.0046s0540.1.p	XP_002883959.1, XP_002880467.1
OG0007953	Roisl.0046s0505.1.p	XP_002880484.2
OG0007954	Roisl.0006s0595.1.p	XP_002878676.1
OG0007955	Roisl.0006s0590.1.p	XP_020884079.1
OG0007956	Roisl.0021s0566.1.p	XP_002880529.1
OG0007957	Roisl.0021s0584.1.p	XP_020885728.1
OG0007958	Roisl.0021s0599.1.p	XP_020884090.1
OG0007959	Roisl.0082s0513.1.p	XP_020883137.1
OG0007960	Roisl.0023s0097.1.p	XP_020883593.1
OG0007961	Roisl.0043s0042.1.p	XP_002880771.1
OG0007962	Roisl.0051s0016.1.p	XP_002880583.2
OG0007963	Roisl.0078s0003.1.p	XP_020883367.1
OG0007964	Roisl.0022s0102.1.p	XP_020873252.1
OG0007965	Roisl.0022s0101.1.p	XP_002869712.1
OG0007966	Roisl.0008s0246.1.p	XP_020873383.1
OG0007967	Roisl.0185s0003.1.p	XP_020870458.1
OG0007968	Roisl.0179s0102.1.p	XP_002893966.1
OG0007969	Roisl.0179s0080.1.p	XP_002893979.1
OG0007970	Roisl.0179s0042.1.p	XP_020867251.1
OG0007971	Roisl.0179s0037.1.p	XP_020870594.1
OG0007972	Roisl.0210s2121.1.p	XP_020868074.1
OG0007973	Roisl.0210s2104.1.p	XP_020867772.1
OG0007974	Roisl.0046s0065.1.p	XP_002891184.1
OG0007975	Roisl.0056s0009.1.p	XP_002891109.1
OG0007976	Roisl.0056s0031.1.p	XP_020868483.1
OG0007977	Roisl.0082s0531.1.p	XP_002891078.1
OG0007978	Roisl.0193s0011.1.p	XP_002893798.1
OG0007979	Roisl.0040s0051.1.p	XP_002891062.1
OG0007980	Roisl.0040s0054.1.p	XP_020868526.1
OG0007981	Roisl.0053s0032.1.p	XP_002872465.1
OG0007982	Roisl.0053s0031.1.p	XP_002872462.1
OG0007983	Roisl.0020s0086.1.p	XP_020876080.1, XP_020879231.1
OG0007984	Roisl.0020s0110.1.p	XP_002874617.1
OG0007985	Roisl.0057s0034.1.p	XP_020876689.1
OG0007986	Roisl.0210s2189.1.p	XP_002870500.1
OG0007987	Roisl.0213s0552.1.p	XP_002872608.1
OG0007988	Roisl.0209s0213.1.p	XP_002874754.1
OG0007989	Roisl.0210s1617.1.p	XP_020879015.1
OG0007990	Roisl.0210s1622.1.p	XP_020878367.1
OG0007991	Roisl.0210s1631.1.p	XP_020877047.1
OG0007992	Roisl.0210s1645.1.p	XP_002871877.1
OG0007993	Roisl.0210s1651.1.p	XP_002873942.2
OG0007994	Roisl.0046s0299.1.p	XP_002874307.1
OG0007995	Roisl.0046s0305.1.p	XP_020878278.1
OG0007996	Roisl.0046s0343.1.p	XP_020878872.1
OG0007997	Roisl.0214s0423.1.p	XP_020888877.1
OG0007998	Roisl.0214s0435.1.p	XP_020889323.1
OG0007999	Roisl.0214s0455.1.p	XP_020887327.1
OG0008000	Roisl.0067s0004.1.p	XP_002880347.1
OG0008001	Roisl.0067s0014.1.p	XP_002882142.2
OG0008002	Roisl.0067s0033.1.p	XP_020874837.1, XP_002880326.1
OG0008003	Roisl.0020s0121.1.p	XP_002874620.1
OG0008004	Roisl.0067s0076.1.p	XP_002880301.1
OG0008005	Roisl.0067s0083.1.p	XP_002880296.1
OG0008006	Roisl.0035s0010.1.p	XP_020885622.1
OG0008007	Roisl.0035s0140.1.p	XP_020884048.1
OG0008008	Roisl.0035s0142.1.p	XP_002882049.1
OG0008009	Roisl.0035s0143.1.p	XP_020884253.1
OG0008010	Roisl.0035s0146.1.p	XP_002882046.1
OG0008011	Roisl.0035s0121.1.p	XP_020872654.1
OG0008012	Roisl.0035s0156.1.p	XP_020883943.1
OG0008013	Roisl.0035s0164.1.p	XP_020884872.1
OG0008014	Roisl.0035s0183.1.p	XP_020885215.1
OG0008015	Roisl.0028s0043.1.p	XP_020884177.1
OG0008016	Roisl.0028s0100.1.p	XP_002880142.1
OG0008017	Roisl.0028s0102.1.p	XP_020885502.1
OG0008018	Roisl.0028s0123.1.p	XP_020884829.1
OG0008019	Roisl.0028s0145.1.p	XP_020884819.1
OG0008020	Roisl.0028s0184.1.p	XP_002880080.1
OG0008021	Roisl.0028s0185.1.p	XP_002880079.1
OG0008022	Roisl.0028s0186.1.p	XP_002881946.1
OG0008023	Roisl.0028s0199.1.p	XP_002880074.1
OG0008024	Roisl.0028s0251.1.p	XP_020883603.1
OG0008025	Roisl.0028s0311.1.p	XP_020884243.1
OG0008026	Roisl.0028s0327.1.p	XP_020884060.1
OG0008027	Roisl.0028s0400.1.p	XP_002879972.1
OG0008028	Roisl.0028s0406.1.p	XP_002881822.1
OG0008029	Roisl.0028s0421.1.p	XP_002881810.2
OG0008030	Roisl.0028s0439.1.p	XP_002881799.1
OG0008032	Roisl.0028s0486.1.p	XP_020884809.1
OG0008033	Roisl.0005s0101.1.p	XP_020871346.1
OG0008034	Roisl.0005s0052.1.p	XP_020871835.1
OG0008035	Roisl.0005s0087.1.p	XP_020884496.1
OG0008036	Roisl.0016s0093.1.p	XP_020887569.1
OG0008037	Roisl.0016s0095.1.p	XP_002882189.1
OG0008038	Roisl.0016s0103.1.p	XP_002882193.1
OG0008039	Roisl.0016s0115.1.p	XP_020888684.1
OG0008040	Roisl.0016s0138.1.p	XP_020886913.1
OG0008041	Roisl.0210s1054.1.p	XP_002873619.1
OG0008042	Roisl.0016s0190.1.p	XP_020887146.1
OG0008043	Roisl.0016s0220.1.p	XP_002882256.1
OG0008044	Roisl.0016s0242.1.p	XP_002884353.1
OG0008045	Roisl.0016s0250.1.p	XP_002884361.1
OG0008046	Roisl.0016s0280.1.p	XP_002882294.1
OG0008047	Roisl.0016s0303.1.p	XP_020888931.1
OG0008048	Roisl.0016s0309.1.p	XP_002882303.1
OG0008049	Roisl.0016s0340.1.p	XP_020887037.1
OG0008050	Roisl.0016s0345.1.p	XP_002884424.1
OG0008051	Roisl.0016s0349.1.p	XP_020887019.1
OG0008052	Roisl.0016s0351.1.p	XP_002884428.1
OG0008055	Roisl.0039s0011.1.p	XP_020886434.1
OG0008056	Roisl.0039s0031.1.p	XP_020887058.1
OG0008057	Roisl.0039s0036.1.p	XP_020886887.1
OG0008058	Roisl.0039s0056.1.p	XP_002884502.1
OG0008059	Roisl.0039s0062.1.p	XP_020887235.1
OG0008060	Roisl.0039s0069.1.p	XP_002884514.1
OG0008061	Roisl.0039s0074.1.p	XP_002882421.2
OG0008062	Roisl.0039s0131.1.p	XP_002884544.1
OG0008063	Roisl.0039s0136.1.p	XP_020887154.1
OG0008064	Roisl.0039s0142.1.p	XP_002882446.1
OG0008065	Roisl.0039s0160.1.p	XP_020888616.1
OG0008066	Roisl.0079s0137.1.p	XP_020889058.1
OG0008067	Roisl.0079s0042.1.p	XP_002884595.1
OG0008068	Roisl.0079s0043.1.p	XP_002882482.1
OG0008069	Roisl.0079s0053.1.p	XP_020886055.1
OG0008070	Roisl.0079s0067.1.p	XP_002884609.1, XP_002862415.1
OG0008072	Roisl.0079s0217.1.p	XP_020887472.1
OG0008073	Roisl.0079s0247.1.p	XP_020887192.1
OG0008074	Roisl.0079s0258.1.p	XP_020888739.1
OG0008075	Roisl.0079s0274.1.p	XP_002882608.1
OG0008076	Roisl.0079s0267.1.p	XP_020886468.1, XP_020886469.1
OG0008077	Roisl.0079s0270.1.p	XP_020889483.1
OG0008078	Roisl.0079s0279.1.p	XP_002882609.1
OG0008079	Roisl.0079s0307.1.p	XP_002882622.1
OG0008080	Roisl.0079s0311.1.p	XP_002884741.1
OG0008081	Roisl.0079s0331.1.p	XP_002882636.1
OG0008082	Roisl.0074s1022.1.p	XP_002884771.1
OG0008083	Roisl.0074s1014.1.p	XP_020888603.1
OG0008084	Roisl.0074s0987.1.p	XP_002884791.1
OG0008085	Roisl.0091s0349.1.p	XP_002869983.1
OG0008086	Roisl.0074s0962.1.p	XP_002882679.1
OG0008087	Roisl.0074s0937.1.p	XP_002882695.1
OG0008088	Roisl.0074s0936.1.p	XP_002884813.1
OG0008089	Roisl.0074s0922.1.p	XP_002882702.1
OG0008090	Roisl.0074s0910.1.p	XP_002882707.1
OG0008091	Roisl.0074s0886.1.p	XP_020888300.1
OG0008092	Roisl.0074s0879.1.p	XP_002884839.1
OG0008093	Roisl.0074s0860.1.p	XP_002882734.1
OG0008094	Roisl.0074s0855.1.p	XP_020888330.1
OG0008095	Roisl.0074s0854.1.p	XP_020888213.1
OG0008096	Roisl.0074s0836.1.p	XP_020888301.1
OG0008097	Roisl.0074s0835.1.p	XP_020888264.1
OG0008098	Roisl.0074s0824.1.p	XP_020888303.1
OG0008099	Roisl.0074s0821.1.p	XP_002884867.1
OG0008100	Roisl.0074s0811.1.p	XP_002884874.1
OG0008101	Roisl.0074s0810.1.p	XP_002884875.1
OG0008102	Roisl.0074s0796.1.p	XP_002882764.1
OG0008103	Roisl.0074s0777.1.p	XP_020888237.1
OG0008104	Roisl.0074s0773.1.p	XP_002882774.1
OG0008105	Roisl.0074s0762.1.p	XP_002882777.1
OG0008106	Roisl.0074s0745.1.p	XP_020886408.1
OG0008107	Roisl.0074s0743.1.p	XP_002882784.1
OG0008108	Roisl.0074s0742.1.p	XP_002884916.1
OG0008109	Roisl.0074s0737.1.p	XP_020886403.1
OG0008110	Roisl.0074s0703.1.p	XP_002884935.1
OG0008111	Roisl.0074s0696.1.p	XP_002882803.1
OG0008112	Roisl.0074s0677.1.p	XP_020888501.1
OG0008114	Roisl.0074s0647.1.p	XP_002882825.1
OG0008115	Roisl.0074s0595.1.p	XP_002882855.1
OG0008116	Roisl.0074s0590.1.p	XP_020888037.1
OG0008117	Roisl.0074s0580.1.p	XP_002884999.1
OG0008118	Roisl.0074s0573.1.p, Roisl.0074s0572.1.p	XP_002884991.1
OG0008119	Roisl.0074s0561.1.p	XP_020886612.1
OG0008120	Roisl.0074s0542.1.p	XP_002885024.1
OG0008122	Roisl.0074s0522.1.p	XP_020886081.1
OG0008123	Roisl.0074s0486.1.p	XP_002885057.1
OG0008124	Roisl.0074s0478.1.p	XP_020888802.1
OG0008125	Roisl.0074s0457.1.p	XP_020888077.1
OG0008126	Roisl.0074s0456.1.p	XP_002882914.1
OG0008127	Roisl.0074s0405.1.p	XP_002882947.1
OG0008128	Roisl.0074s0383.1.p	XP_020888139.1
OG0008129	Roisl.0074s0381.1.p	XP_020889433.1
OG0008130	Roisl.0074s0375.1.p	XP_002882960.1
OG0008131	Roisl.0074s0370.1.p	XP_002885109.1
OG0008132	Roisl.0074s0340.1.p	XP_002882975.1
OG0008133	Roisl.0074s0327.1.p	XP_002885127.1
OG0008134	Roisl.0074s0315.1.p	XP_002885133.1
OG0008135	Roisl.0074s0298.1.p	XP_020889199.1
OG0008135	Roisl.0074s0299.1.p	XP_020889194.1
OG0008136	Roisl.0074s0292.1.p	XP_020889187.1
OG0008137	Roisl.0074s0271.1.p	XP_002885164.1
OG0008138	Roisl.0074s0235.1.p	XP_002885186.1
OG0008139	Roisl.0074s0212.1.p	XP_002883055.1
OG0008140	Roisl.0074s0205.1.p	XP_002885207.1
OG0008141	Roisl.0074s0197.1.p	XP_002885212.1
OG0008142	Roisl.0074s0196.1.p	XP_002885213.1
OG0008143	Roisl.0074s0159.1.p	XP_002883087.1
OG0008144	Roisl.0074s0158.1.p	XP_020889156.1
OG0008146	Roisl.0074s0142.1.p	XP_002883098.1
OG0008148	Roisl.0006s0468.1.p	XP_002894469.1
OG0008149	Roisl.0074s0095.1.p	XP_002883125.1
OG0008150	Roisl.0074s0074.1.p	XP_002885264.1
OG0008151	Roisl.0074s0064.1.p	XP_002883143.1, XP_002883144.1
OG0008152	Roisl.0003s0270.1.p	XP_020872660.1
OG0008153	Roisl.0074s0057.1.p	XP_002885278.1
OG0008154	Roisl.0074s0048.1.p	XP_002885281.1
OG0008155	Roisl.0074s0045.1.p	XP_002885282.1
OG0008156	Roisl.0074s0019.1.p	XP_002885296.1
OG0008157	Roisl.0074s0007.1.p	XP_020889547.1
OG0008158	Roisl.0028s0013.1.p	XP_002883184.1
OG0008159	Roisl.0028s0015.1.p	XP_002885310.1
OG0008160	Roisl.0115s0263.1.p	XP_020887668.1
OG0008161	Roisl.0001s0320.1.p	XP_020872238.1
OG0008162	Roisl.0200s0015.1.p	XP_020874353.1
OG0008163	Roisl.0115s0341.1.p	XP_002883238.1
OG0008164	Roisl.0091s0644.1.p	XP_020874214.1
OG0008165	Roisl.0115s0371.1.p	XP_020889522.1
OG0008166	Roisl.0008s0359.1.p	XP_020875279.1
OG0008167	Roisl.0115s0423.1.p	XP_020889078.1
OG0008168	Roisl.0115s0440.1.p	XP_002862673.1, XP_020886038.1
OG0008169	Roisl.0115s0453.1.p	XP_020887855.1
OG0008170	Roisl.0115s0457.1.p	XP_020887651.1
OG0008171	Roisl.0031s0051.1.p	XP_002865937.1
OG0008172	Roisl.0031s0025.1.p	XP_002865922.1
OG0008173	Roisl.0031s0031.1.p	XP_002865926.1
OG0008174	Roisl.0009s0310.1.p	XP_002870769.1
OG0008175	Roisl.0213s0828.1.p	XP_002868749.1
OG0008176	Roisl.0210s2192.1.p	XP_002870515.1
OG0008177	Roisl.0206s0003.1.p	XP_002863831.1
OG0008178	Roisl.0053s0315.1.p	XP_020887229.1
OG0008179	Roisl.0053s0325.1.p	XP_020887532.1
OG0008180	Roisl.0053s0341.1.p	XP_020871968.1, XP_020886006.1
OG0008181	Roisl.0053s0361.1.p	XP_002883419.1
OG0008182	Roisl.0053s0393.1.p	XP_020889464.1
OG0008183	Roisl.0053s0409.1.p	XP_002885533.1, XP_002862508.1
OG0008184	Roisl.0115s0645.1.p	XP_002885529.1
OG0008185	Roisl.0115s0641.1.p	XP_020886931.1
OG0008186	Roisl.0115s0623.1.p	XP_002885523.1
OG0008187	Roisl.0115s0600.1.p	XP_002883370.1
OG0008188	Roisl.0115s0589.1.p	XP_020886713.1
OG0008190	Roisl.0115s0559.1.p	XP_002885485.1
OG0008191	Roisl.0115s0565.1.p	XP_020886687.1
OG0008192	Roisl.0115s0553.1.p, Roisl.0053s0390.1.p, Roisl.0115s0562.1.p	XP_020886756.1
OG0008193	Roisl.0011s0060.1.p	XP_002876765.1
OG0008194	Roisl.0115s0497.1.p	XP_002862350.2, XP_020886755.1
OG0008195	Roisl.0115s0491.1.p	XP_002883305.1
OG0008196	Roisl.0115s0489.1.p	XP_002885437.1
OG0008197	Roisl.0003s0033.1.p	XP_020875010.1
OG0008198	Roisl.0003s0032.1.p	XP_002869385.1
OG0008199	Roisl.0003s0029.1.p	XP_020873120.1
OG0008200	Roisl.0003s0026.1.p	XP_020874549.1
OG0008201	Roisl.0003s0020.1.p	XP_002867367.1
OG0008202	Roisl.0003s0017.1.p	XP_002867369.1
OG0008203	Roisl.0003s0009.1.p	XP_020874303.1
OG0008205	Roisl.0024s0023.1.p	XP_002888518.1, XP_002886966.1
OG0008206	Roisl.0209s0053.1.p	XP_020891091.1
OG0008207	Roisl.0209s0030.1.p	XP_020891388.1
OG0008208	Roisl.0083s0021.1.p	XP_020889998.1
OG0008209	Roisl.0214s0788.1.p	XP_020890633.1
OG0008210	Roisl.0083s0040.1.p	XP_002894583.1
OG0008211	Roisl.0194s0005.1.p	XP_020885801.1
OG0008212	Roisl.0189s0045.1.p	XP_002891907.1, XP_002870786.2
OG0008213	Roisl.0189s0048.1.p	XP_020868131.1
OG0008214	Roisl.0210s1616.1.p	XP_002873926.1
OG0008215	Roisl.0210s1596.1.p	XP_020878235.1
OG0008216	Roisl.0210s1567.1.p	XP_002871823.1
OG0008217	Roisl.0210s1560.1.p	XP_002871819.1
OG0008218	Roisl.0210s1546.1.p	XP_020878953.1
OG0008219	Roisl.0210s1532.1.p	XP_020879004.1
OG0008220	Roisl.0046s0465.1.p	XP_002872312.1
OG0008221	Roisl.0012s0090.1.p	XP_020874918.1
OG0008222	Roisl.0036s0030.1.p	XP_002863925.1
OG0008223	Roisl.0014s0069.1.p	XP_002863898.1
OG0008224	Roisl.0046s1220.1.p	XP_020881616.1
OG0008225	Roisl.0046s1206.1.p	XP_002876141.1
OG0008226	Roisl.0046s1204.1.p	XP_002876138.1
OG0008227	Roisl.0046s1195.1.p	XP_020879658.1
OG0008228	Roisl.0046s1177.1.p	XP_002877844.1
OG0008229	Roisl.0046s1155.1.p	XP_020882150.1
OG0008230	Roisl.0046s1135.1.p	XP_002877820.1
OG0008231	Roisl.0046s1133.1.p	XP_002876101.1
OG0008232	Roisl.0046s1115.1.p	XP_020882321.1
OG0008233	Roisl.0046s1101.1.p	XP_002876092.1
OG0008234	Roisl.0046s1066.1.p	XP_020880216.1
OG0008235	Roisl.0210s0009.1.p	XP_002889330.1
OG0008236	Roisl.0210s0125.1.p	XP_020866513.1
OG0008237	Roisl.0210s0174.1.p	XP_020869088.1
OG0008238	Roisl.0210s0175.1.p	XP_002892108.2
OG0008239	Roisl.0210s0186.1.p	XP_020870586.1, XP_020869410.1
OG0008240	Roisl.0210s0215.1.p	XP_020868245.1
OG0008241	Roisl.0210s0234.1.p	XP_002892141.1
OG0008242	Roisl.0210s0251.1.p	XP_002889437.1
OG0008243	Roisl.0210s0257.1.p	XP_002889441.2
OG0008244	Roisl.0210s0260.1.p	XP_020870316.1
OG0008245	Roisl.0210s0267.1.p, Roisl.0021s0103.1.p	XP_020870308.1
OG0008246	Roisl.0210s0272.1.p	XP_020870319.1
OG0008247	Roisl.0210s0291.1.p	XP_020869776.1
OG0008248	Roisl.0210s0295.1.p	XP_002892170.1
OG0008249	Roisl.0210s0296.1.p	XP_020869877.1
OG0008250	Roisl.0210s0308.1.p	XP_020866086.1
OG0008251	Roisl.0210s0316.1.p	XP_002892181.1
OG0008252	Roisl.0210s0332.1.p	XP_002894569.2, XP_020869466.1
OG0008253	Roisl.0210s0337.1.p	XP_020869778.1
OG0008254	Roisl.0210s0353.1.p	XP_020870536.1
OG0008255	Roisl.0008s0241.1.p	XP_002867673.1
OG0008256	Roisl.0210s0379.1.p	XP_020867603.1
OG0008257	Roisl.0091s0695.1.p	XP_020869409.1
OG0008258	Roisl.0091s0696.1.p	XP_002889515.1
OG0008259	Roisl.0091s0732.1.p	XP_002892249.2
OG0008260	Roisl.0091s0752.1.p	XP_002892260.1
OG0008261	Roisl.0091s0783.1.p	XP_020868040.1
OG0008262	Roisl.0091s0791.1.p	XP_020870008.1
OG0008263	Roisl.0091s0794.1.p	XP_020866405.1
OG0008264	Roisl.0091s0799.1.p	XP_020869859.1
OG0008265	Roisl.0091s0803.1.p	XP_020869673.1
OG0008266	Roisl.0091s0834.1.p	XP_020870211.1
OG0008267	Roisl.0091s0839.1.p	XP_020869328.1
OG0008268	Roisl.0091s0849.1.p	XP_020867688.1
OG0008269	Roisl.0091s0850.1.p	XP_020867690.1
OG0008270	Roisl.0091s0863.1.p	XP_002889579.1
OG0008271	Roisl.0091s0875.1.p	XP_002892318.1
OG0008272	Roisl.0091s0890.1.p	XP_002889591.1
OG0008273	Roisl.0091s0908.1.p	XP_020868466.1
OG0008274	Roisl.0091s0914.1.p	XP_002889605.1
OG0008275	Roisl.0091s0944.1.p	XP_020868596.1
OG0008276	Roisl.0091s0945.1.p	XP_002889618.1
OG0008277	Roisl.0091s0972.1.p	XP_020867297.1
OG0008278	Roisl.0091s0989.1.p	XP_002892387.1
OG0008279	Roisl.0091s0991.1.p	XP_002892388.1
OG0008280	Roisl.0091s1000.1.p	XP_020866078.1
OG0008281	Roisl.0091s1002.1.p	XP_020866492.1
OG0008282	Roisl.0091s1044.1.p	XP_002892412.1
OG0008283	Roisl.0091s1097.1.p	XP_002892440.1
OG0008284	Roisl.0091s1106.1.p	XP_020870529.1
OG0008285	Roisl.0091s1141.1.p	XP_020868665.1
OG0008286	Roisl.0091s1143.1.p	XP_002892462.1
OG0008287	Roisl.0091s1147.1.p	XP_020866309.1
OG0008288	Roisl.0091s1165.1.p	XP_020868148.1
OG0008289	Roisl.0091s1183.1.p	XP_020867394.1
OG0008290	Roisl.0091s1193.1.p	XP_002892483.1
OG0008291	Roisl.0091s1210.1.p	XP_002889740.1
OG0008292	Roisl.0031s0022.1.p	XP_002864182.1
OG0008293	Roisl.0021s0003.1.p	XP_020868190.1
OG0008294	Roisl.0021s0019.1.p	XP_020868180.1
OG0008295	Roisl.0021s0038.1.p	XP_020868195.1
OG0008296	Roisl.0021s0047.1.p	XP_002892542.1
OG0008297	Roisl.0021s0050.1.p	XP_002892543.1
OG0008298	Roisl.0021s0052.1.p	XP_020870478.1
OG0008299	Roisl.0021s0065.1.p	XP_002889791.1
OG0008300	Roisl.0021s0069.1.p	XP_020868765.1
OG0008301	Roisl.0021s0072.1.p	XP_020869998.1
OG0008302	Roisl.0021s0081.1.p	XP_002892557.1
OG0008303	Roisl.0021s0097.1.p	XP_020866470.1
OG0008304	Roisl.0021s0129.1.p	XP_020870794.1
OG0008305	Roisl.0022s0250.1.p	XP_002867586.1
OG0008306	Roisl.0021s0181.1.p	XP_020868471.1
OG0008307	Roisl.0021s0190.1.p	XP_002889850.1
OG0008308	Roisl.0021s0223.1.p	XP_020868647.1
OG0008309	Roisl.0021s0224.1.p	XP_002889868.1
OG0008310	Roisl.0021s0229.1.p	XP_020866364.1
OG0008311	Roisl.0209s0627.1.p	XP_002886493.1
OG0008312	Roisl.0021s0271.1.p	XP_020866976.1
OG0008313	Roisl.0021s0273.1.p	XP_020866968.1
OG0008314	Roisl.0021s0283.1.p	XP_002892665.1
OG0008315	Roisl.0021s0332.1.p	XP_020870193.1
OG0008316	Roisl.0021s0335.1.p	XP_020867627.1
OG0008317	Roisl.0021s0340.1.p	XP_002892692.1
OG0008318	Roisl.0021s0342.1.p	XP_002892694.1
OG0008319	Roisl.0021s0355.1.p, Roisl.0021s0356.1.p	XP_002889953.1
OG0008320	Roisl.0021s0391.1.p	XP_002889979.1
OG0008321	Roisl.0021s0397.1.p	XP_002889980.1
OG0008322	Roisl.0021s0398.1.p	XP_002889981.1
OG0008323	Roisl.0021s0417.1.p	XP_020869892.1
OG0008324	Roisl.0021s0432.1.p	XP_002890001.1
OG0008325	Roisl.0021s0452.1.p	XP_002892761.1
OG0008326	Roisl.0007s0757.1.p	XP_020868249.1
OG0008327	Roisl.0007s0761.1.p	XP_020868567.1
OG0008328	Roisl.0007s0733.1.p	XP_020870646.1
OG0008329	Roisl.0007s0716.1.p	XP_020867066.1
OG0008330	Roisl.0007s0705.1.p	XP_002892805.1
OG0008331	Roisl.0007s0704.1.p	XP_002890054.1
OG0008332	Roisl.0007s0687.1.p	XP_002892816.1
OG0008333	Roisl.0007s0681.1.p	XP_020866304.1
OG0008334	Roisl.0007s0676.1.p	XP_002892820.1
OG0008335	Roisl.0007s0663.1.p	XP_002892826.1
OG0008336	Roisl.0007s0662.1.p	XP_020866262.1, XP_020879742.1
OG0008337	Roisl.0007s0657.1.p	XP_020870534.1
OG0008338	Roisl.0007s0607.1.p	XP_002890096.1
OG0008339	Roisl.0007s0643.1.p	XP_020869340.1
OG0008340	Roisl.0011s0044.1.p	XP_020880920.1
OG0008341	Roisl.0007s0633.1.p	XP_002890082.1
OG0008342	Roisl.0007s0630.1.p	XP_002892845.1
OG0008343	Roisl.0007s0622.1.p	XP_020867015.1
OG0008344	Roisl.0007s0592.1.p	XP_002890102.1
OG0008345	Roisl.0007s0591.1.p	XP_002892865.1
OG0008346	Roisl.0007s0551.1.p	XP_002890125.1
OG0008347	Roisl.0007s0507.1.p	XP_020868648.1
OG0008348	Roisl.0007s0461.1.p	XP_002890186.1
OG0008349	Roisl.0007s0449.1.p	XP_020868122.1
OG0008350	Roisl.0021s0641.1.p	XP_002886792.1
OG0008351	Roisl.0007s0359.1.p	XP_002892964.1
OG0008352	Roisl.0007s0314.1.p	XP_002892987.1
OG0008353	Roisl.0007s0308.1.p	XP_020869506.1
OG0008354	Roisl.0007s0305.1.p	XP_002890269.1
OG0008355	Roisl.0007s0299.1.p	XP_002893000.1
OG0008356	Roisl.0007s0298.1.p	XP_020867436.1
OG0008357	Roisl.0007s0273.1.p	XP_020867610.1
OG0008358	Roisl.0007s0270.1.p	XP_002893006.1
OG0008359	Roisl.0007s0269.1.p	XP_020867617.1
OG0008360	Roisl.0007s0245.1.p	XP_002890302.2
OG0008361	Roisl.0007s0235.1.p	XP_020870012.1
OG0008362	Roisl.0007s0234.1.p	XP_020870014.1
OG0008363	Roisl.0007s0266.1.p, Roisl.0007s0222.1.p	XP_002893028.1
OG0008364	Roisl.0007s0198.1.p	XP_002893040.1
OG0008365	Roisl.0007s0151.1.p	XP_002893071.1
OG0008366	Roisl.0007s0148.1.p	XP_020866995.1
OG0008367	Roisl.0007s0147.1.p	XP_002893077.1
OG0008368	Roisl.0007s0141.1.p	XP_002893081.1
OG0008369	Roisl.0007s0121.1.p	XP_020870468.1
OG0008370	Roisl.0007s0103.1.p	XP_020869122.1
OG0008371	Roisl.0007s0095.1.p	XP_020866918.1, XP_002893108.1
OG0008372	Roisl.0007s0069.1.p	XP_020869264.1
OG0008373	Roisl.0007s0058.1.p	XP_002890407.1
OG0008374	Roisl.0007s0049.1.p	XP_020870736.1
OG0008375	Roisl.0007s0022.1.p	XP_002890425.1
OG0008376	Roisl.0049s0041.1.p	XP_002890437.2
OG0008378	Roisl.0049s0055.1.p	XP_002893169.1
OG0008379	Roisl.0049s0065.1.p	XP_020868554.1
OG0008380	Roisl.0049s0066.1.p	XP_020868555.1
OG0008381	Roisl.0049s0073.1.p	XP_020868864.1
OG0008382	Roisl.0049s0078.1.p	XP_020866889.1
OG0008383	Roisl.0191s0016.1.p	XP_002893188.1
OG0008384	Roisl.0191s0041.1.p	XP_020869353.1
OG0008385	Roisl.0191s0065.1.p	XP_002890509.1
OG0008386	Roisl.0191s0140.1.p	XP_020870660.1
