Orthogroup	Rorippa_islandica	Capsella_rubella
OG0008013	Roisl.0035s0164.1.p	XP_006296393.1
OG0008014	Roisl.0035s0183.1.p	XP_006295876.1
OG0008015	Roisl.0028s0043.1.p	XP_006294463.1
OG0008016	Roisl.0028s0100.1.p	XP_006294915.1
OG0008017	Roisl.0028s0102.1.p	XP_006293727.1
OG0008018	Roisl.0028s0123.1.p	XP_006293394.1
OG0008019	Roisl.0028s0145.1.p	XP_006294265.1
OG0008020	Roisl.0028s0184.1.p	XP_023639790.1
OG0008021	Roisl.0028s0185.1.p	XP_023639499.1
OG0008022	Roisl.0028s0186.1.p	XP_006294506.1
OG0008023	Roisl.0028s0199.1.p	XP_006296295.1
OG0008024	Roisl.0028s0251.1.p	XP_006295328.1
OG0008025	Roisl.0028s0311.1.p	XP_006294098.1
OG0008026	Roisl.0028s0327.1.p	XP_023639668.1
OG0008027	Roisl.0028s0400.1.p	XP_006294465.1
OG0008028	Roisl.0028s0406.1.p	XP_023640548.1
OG0008029	Roisl.0028s0421.1.p	XP_023639912.1
OG0008030	Roisl.0028s0439.1.p	XP_006294452.1
OG0008031	Roisl.0028s0482.1.p, Roisl.0028s0481.1.p	XP_006294798.1
OG0008032	Roisl.0028s0486.1.p	XP_006296485.1
OG0008033	Roisl.0005s0101.1.p	XP_006281890.1
OG0008034	Roisl.0005s0052.1.p	XP_006282206.1
OG0008035	Roisl.0005s0087.1.p	XP_006282104.1
OG0008036	Roisl.0016s0093.1.p	XP_006298265.1
OG0008037	Roisl.0016s0095.1.p	XP_006299938.1
OG0008038	Roisl.0016s0103.1.p	XP_006297923.1
OG0008039	Roisl.0016s0115.1.p	XP_006299569.1
OG0008040	Roisl.0016s0138.1.p	XP_006299473.1
OG0008041	Roisl.0210s1054.1.p	XP_006286922.1
OG0008042	Roisl.0016s0190.1.p	XP_006296709.1
OG0008043	Roisl.0016s0220.1.p	XP_006297231.1
OG0008044	Roisl.0016s0242.1.p	XP_006298755.2
OG0008045	Roisl.0016s0250.1.p	XP_006298826.1
OG0008046	Roisl.0016s0280.1.p	XP_006297811.1
OG0008047	Roisl.0016s0303.1.p	XP_006299961.1
OG0008048	Roisl.0016s0309.1.p	XP_006299967.1
OG0008049	Roisl.0016s0340.1.p	XP_006296725.1
OG0008050	Roisl.0016s0345.1.p	XP_023642559.1
OG0008051	Roisl.0016s0349.1.p	XP_006297959.1
OG0008052	Roisl.0016s0351.1.p	XP_006298440.1
OG0008055	Roisl.0039s0011.1.p	XP_023641799.1
OG0008056	Roisl.0039s0031.1.p	XP_006297044.1
OG0008057	Roisl.0039s0036.1.p	XP_006300215.2
OG0008058	Roisl.0039s0056.1.p	XP_006298431.1
OG0008059	Roisl.0039s0062.1.p	XP_006296886.1
OG0008060	Roisl.0039s0069.1.p	XP_006296949.1
OG0008061	Roisl.0039s0074.1.p	XP_023642026.1
OG0008062	Roisl.0039s0131.1.p	XP_006300146.1
OG0008063	Roisl.0039s0136.1.p	XP_023642229.1
OG0008064	Roisl.0039s0142.1.p	XP_006298092.2
OG0008065	Roisl.0039s0160.1.p	XP_006297632.1
OG0008066	Roisl.0079s0137.1.p	XP_006298397.1
OG0008067	Roisl.0079s0042.1.p	XP_006298618.1
OG0008068	Roisl.0079s0043.1.p	XP_006298844.1
OG0008069	Roisl.0079s0053.1.p	XP_006298270.1
OG0008070	Roisl.0079s0067.1.p	XP_006298475.1
OG0008071	Roisl.0079s0177.1.p	XP_023642689.1
OG0008072	Roisl.0079s0217.1.p	XP_023642678.1
OG0008073	Roisl.0079s0247.1.p	XP_023641837.1
OG0008074	Roisl.0079s0258.1.p	XP_006299014.1
OG0008075	Roisl.0079s0274.1.p	XP_006297513.2
OG0008076	Roisl.0079s0267.1.p	XP_006299294.1
OG0008077	Roisl.0079s0270.1.p	XP_023641399.1
OG0008078	Roisl.0079s0279.1.p	XP_006297844.1
OG0008079	Roisl.0079s0307.1.p	XP_006297189.1
OG0008080	Roisl.0079s0311.1.p	XP_006296961.1
OG0008081	Roisl.0079s0331.1.p	XP_006296729.1
OG0008082	Roisl.0074s1022.1.p	XP_006299999.1
OG0008083	Roisl.0074s1014.1.p	XP_006281180.1
OG0008084	Roisl.0074s0987.1.p	XP_006299482.1
OG0008085	Roisl.0091s0349.1.p	XP_006284160.1
OG0008086	Roisl.0074s0962.1.p	XP_023642484.1
OG0008087	Roisl.0074s0937.1.p	XP_006298091.1
OG0008088	Roisl.0074s0936.1.p	XP_006298102.1
OG0008089	Roisl.0074s0922.1.p	XP_006298090.1
OG0008090	Roisl.0074s0910.1.p	XP_006300021.2
OG0008091	Roisl.0074s0886.1.p	XP_006298380.1
OG0008092	Roisl.0074s0879.1.p	XP_023641495.1
OG0008093	Roisl.0074s0860.1.p	XP_006297904.1
OG0008095	Roisl.0074s0854.1.p	XP_023641595.1
OG0008096	Roisl.0074s0836.1.p	XP_006296618.1
OG0008097	Roisl.0074s0835.1.p	XP_006297639.1
OG0008098	Roisl.0074s0824.1.p	XP_006298425.1
OG0008099	Roisl.0074s0821.1.p	XP_023642119.1
OG0008100	Roisl.0074s0811.1.p	XP_006297768.2
OG0008101	Roisl.0074s0810.1.p	XP_006297385.1
OG0008102	Roisl.0074s0796.1.p	XP_006299462.1
OG0008103	Roisl.0074s0777.1.p	XP_006296688.1
OG0008104	Roisl.0074s0773.1.p	XP_023641654.1
OG0008105	Roisl.0074s0762.1.p	XP_006300016.1
OG0008106	Roisl.0074s0745.1.p	XP_023641078.1
OG0008107	Roisl.0074s0743.1.p	XP_023641396.1
OG0008108	Roisl.0074s0742.1.p	XP_006299890.1
OG0008109	Roisl.0074s0737.1.p	XP_006299067.1
OG0008110	Roisl.0074s0703.1.p	XP_006299970.1
OG0008111	Roisl.0074s0696.1.p	XP_006299899.1
OG0008112	Roisl.0074s0677.1.p	XP_006298149.1
OG0008113	Roisl.0021s0521.1.p	XP_006298924.1
OG0008114	Roisl.0074s0647.1.p	XP_006288537.1, XP_006298419.1
OG0008115	Roisl.0074s0595.1.p	XP_006298101.1
OG0008116	Roisl.0074s0590.1.p	XP_006299589.1
OG0008117	Roisl.0074s0580.1.p	XP_023641293.1
OG0008118	Roisl.0074s0573.1.p	XP_006299792.1
OG0008118	Roisl.0074s0572.1.p	XP_023641290.1
OG0008119	Roisl.0074s0561.1.p	XP_006298170.1
OG0008120	Roisl.0074s0542.1.p	XP_006297883.1
OG0008121	Roisl.0074s0534.1.p	XP_006299971.1
OG0008122	Roisl.0074s0522.1.p	XP_006297156.1
OG0008123	Roisl.0074s0486.1.p	XP_023642082.1
OG0008124	Roisl.0074s0478.1.p	XP_023641103.1
OG0008125	Roisl.0074s0457.1.p	XP_006297964.1
OG0008126	Roisl.0074s0456.1.p	XP_006299372.1
OG0008127	Roisl.0074s0405.1.p	XP_006298161.1
OG0008128	Roisl.0074s0383.1.p	XP_006298689.1
OG0008129	Roisl.0074s0381.1.p	XP_006298699.1
OG0008130	Roisl.0074s0375.1.p	XP_006298791.1
OG0008131	Roisl.0074s0370.1.p	XP_006298512.1
OG0008132	Roisl.0074s0340.1.p	XP_006297115.1
OG0008133	Roisl.0074s0327.1.p	XP_006297268.1
OG0008134	Roisl.0074s0315.1.p	XP_006299175.1
OG0008135	Roisl.0074s0298.1.p	XP_023641538.1
OG0008135	Roisl.0074s0299.1.p	XP_006296757.1
OG0008136	Roisl.0074s0292.1.p	XP_006299431.1
OG0008137	Roisl.0074s0271.1.p	XP_006297124.1
OG0008138	Roisl.0074s0235.1.p	XP_006299552.2
OG0008139	Roisl.0074s0212.1.p	XP_006298881.1
OG0008140	Roisl.0074s0205.1.p	XP_006298441.1
OG0008141	Roisl.0074s0197.1.p	XP_006298577.1
OG0008142	Roisl.0074s0196.1.p	XP_006298145.1
OG0008143	Roisl.0074s0159.1.p	XP_006298110.1
OG0008144	Roisl.0074s0158.1.p	XP_006297794.1
OG0008146	Roisl.0074s0142.1.p	XP_006298549.1
OG0008148	Roisl.0006s0468.1.p	XP_006303819.1
OG0008149	Roisl.0074s0095.1.p	XP_023641415.1
OG0008150	Roisl.0074s0074.1.p	XP_006298499.1
OG0008151	Roisl.0074s0064.1.p	XP_023642321.1
OG0008152	Roisl.0003s0270.1.p	XP_006283519.1
OG0008153	Roisl.0074s0057.1.p	XP_006299410.1
OG0008154	Roisl.0074s0048.1.p	XP_006297395.1
OG0008155	Roisl.0074s0045.1.p	XP_006297926.1
OG0008156	Roisl.0074s0019.1.p	XP_006298564.1
OG0008157	Roisl.0074s0007.1.p	XP_006297417.2
OG0008158	Roisl.0028s0013.1.p	XP_006298597.1
OG0008159	Roisl.0028s0015.1.p	XP_006297212.2
OG0008160	Roisl.0115s0263.1.p	XP_006297570.1
OG0008161	Roisl.0001s0320.1.p	XP_023634605.1
OG0008162	Roisl.0200s0015.1.p	XP_023634458.1
OG0008163	Roisl.0115s0341.1.p	XP_006296794.1
OG0008164	Roisl.0091s0644.1.p	XP_006285173.1
OG0008165	Roisl.0115s0371.1.p	XP_023641572.1
OG0008166	Roisl.0008s0359.1.p	XP_023635443.1
OG0008167	Roisl.0115s0423.1.p	XP_023642727.1
OG0008168	Roisl.0115s0440.1.p	XP_006297362.1
OG0008169	Roisl.0115s0453.1.p	XP_006297313.1
OG0008170	Roisl.0115s0457.1.p	XP_006297757.1
OG0008171	Roisl.0031s0051.1.p	XP_006280617.1
OG0008172	Roisl.0031s0025.1.p	XP_006282345.2
OG0008173	Roisl.0031s0031.1.p	XP_023639638.1
OG0008174	Roisl.0009s0310.1.p	XP_006285608.1
OG0008175	Roisl.0213s0828.1.p	XP_006283142.1
OG0008176	Roisl.0210s2192.1.p	XP_006283389.1
OG0008177	Roisl.0206s0003.1.p	XP_006279397.1
OG0008178	Roisl.0053s0315.1.p	XP_006297936.1
OG0008179	Roisl.0053s0325.1.p	XP_006298134.1
OG0008180	Roisl.0053s0341.1.p	XP_006298691.1
OG0008181	Roisl.0053s0361.1.p	XP_006298606.1
OG0008182	Roisl.0053s0393.1.p	XP_006297933.2
OG0008183	Roisl.0053s0409.1.p	XP_006298653.1
OG0008184	Roisl.0115s0645.1.p	XP_023642765.1
OG0008185	Roisl.0115s0641.1.p	XP_006298057.1
OG0008186	Roisl.0115s0623.1.p	XP_023642485.1
OG0008187	Roisl.0115s0600.1.p	XP_006298746.1
OG0008188	Roisl.0115s0589.1.p	XP_006298022.1
OG0008190	Roisl.0115s0559.1.p	XP_006298614.1
OG0008191	Roisl.0115s0565.1.p	XP_023641622.1
OG0008192	Roisl.0115s0553.1.p, Roisl.0053s0390.1.p, Roisl.0115s0562.1.p	XP_023642659.1
OG0008193	Roisl.0011s0060.1.p	XP_006292770.1
OG0008194	Roisl.0115s0497.1.p	XP_006296594.1
OG0008195	Roisl.0115s0491.1.p	XP_006297976.1
OG0008196	Roisl.0115s0489.1.p	XP_006298617.1
OG0008197	Roisl.0003s0033.1.p	XP_006284097.1
OG0008198	Roisl.0003s0032.1.p	XP_006284349.1
OG0008199	Roisl.0003s0029.1.p	XP_006283218.1
OG0008200	Roisl.0003s0026.1.p	XP_006284662.1
OG0008201	Roisl.0003s0020.1.p	XP_006283080.1
OG0008202	Roisl.0003s0017.1.p	XP_023635190.1
OG0008203	Roisl.0003s0009.1.p	XP_006282765.1
OG0008205	Roisl.0024s0023.1.p	XP_023644057.1
OG0008206	Roisl.0209s0053.1.p	XP_006302327.1
OG0008207	Roisl.0209s0030.1.p	XP_006301644.1
OG0008208	Roisl.0083s0021.1.p	XP_006279425.1
OG0008209	Roisl.0214s0788.1.p	XP_006300856.1
OG0008210	Roisl.0083s0040.1.p	XP_006302501.1
OG0008211	Roisl.0194s0005.1.p	XP_006293748.1
OG0008212	Roisl.0189s0045.1.p	XP_006302622.1
OG0008213	Roisl.0189s0048.1.p	XP_023643201.1
OG0008214	Roisl.0210s1616.1.p	XP_006288171.1
OG0008215	Roisl.0210s1596.1.p	XP_023636416.1
OG0008216	Roisl.0210s1567.1.p	XP_006287641.1
OG0008217	Roisl.0210s1560.1.p	XP_023635873.1
OG0008218	Roisl.0210s1546.1.p	XP_006280872.1, XP_023636577.1
OG0008219	Roisl.0210s1532.1.p	XP_023636230.1
OG0008220	Roisl.0046s0465.1.p	XP_006289303.1
OG0008221	Roisl.0012s0090.1.p	XP_006283898.1
OG0008222	Roisl.0036s0030.1.p	XP_006279717.1
OG0008223	Roisl.0014s0069.1.p	XP_006279691.2
OG0008224	Roisl.0046s1220.1.p	XP_006290607.1
OG0008225	Roisl.0046s1206.1.p	XP_006292182.1
OG0008226	Roisl.0046s1204.1.p	XP_006292558.1
OG0008227	Roisl.0046s1195.1.p	XP_006291291.1
OG0008228	Roisl.0046s1177.1.p	XP_006292260.1
OG0008229	Roisl.0046s1155.1.p	XP_006291208.1
OG0008230	Roisl.0046s1135.1.p	XP_006292370.1
OG0008231	Roisl.0046s1133.1.p	XP_006293287.1
OG0008232	Roisl.0046s1115.1.p	XP_006292079.1
OG0008233	Roisl.0046s1101.1.p	XP_006290290.1
OG0008234	Roisl.0046s1066.1.p	XP_023637869.1
OG0008235	Roisl.0210s0009.1.p	XP_006303364.2
OG0008236	Roisl.0210s0125.1.p	XP_006307506.1
OG0008237	Roisl.0210s0174.1.p	XP_006306020.2
OG0008238	Roisl.0210s0175.1.p	XP_006305772.2
OG0008239	Roisl.0210s0186.1.p	XP_006305500.1
OG0008240	Roisl.0210s0215.1.p	XP_006305276.1
OG0008241	Roisl.0210s0234.1.p	XP_006306600.1
OG0008242	Roisl.0210s0251.1.p	XP_006307604.1
OG0008243	Roisl.0210s0257.1.p	XP_023644693.1
OG0008244	Roisl.0210s0260.1.p	XP_006307322.1
OG0008245	Roisl.0210s0267.1.p, Roisl.0021s0103.1.p	XP_006303226.1
OG0008246	Roisl.0210s0272.1.p	XP_006307489.1
OG0008247	Roisl.0210s0291.1.p	XP_006306523.1
OG0008248	Roisl.0210s0295.1.p	XP_006307439.1
OG0008249	Roisl.0210s0296.1.p	XP_006305712.1
OG0008250	Roisl.0210s0308.1.p	XP_006306864.1
OG0008251	Roisl.0210s0316.1.p	XP_006304520.2
OG0008252	Roisl.0210s0332.1.p	XP_006304565.1
OG0008253	Roisl.0210s0337.1.p	XP_023645530.1
OG0008254	Roisl.0210s0353.1.p	XP_006305335.1
OG0008255	Roisl.0008s0241.1.p	XP_006283629.1
OG0008256	Roisl.0210s0379.1.p	XP_006305986.1
OG0008257	Roisl.0091s0695.1.p	XP_006304286.1
OG0008258	Roisl.0091s0696.1.p	XP_006306448.1
OG0008259	Roisl.0091s0732.1.p	XP_006303497.2
OG0008260	Roisl.0091s0752.1.p	XP_006306965.1
OG0008261	Roisl.0091s0783.1.p	XP_006303761.1
OG0008262	Roisl.0091s0791.1.p	XP_023645167.1
OG0008263	Roisl.0091s0794.1.p	XP_006307581.1
OG0008264	Roisl.0091s0799.1.p	XP_023632544.1
OG0008265	Roisl.0091s0803.1.p	XP_023633266.1
OG0008266	Roisl.0091s0834.1.p	XP_006303598.1
OG0008267	Roisl.0091s0839.1.p	XP_023633111.1
OG0008268	Roisl.0091s0849.1.p	XP_006305373.1
OG0008269	Roisl.0091s0850.1.p	XP_023644997.1
OG0008270	Roisl.0091s0863.1.p	XP_006304386.1
OG0008271	Roisl.0091s0875.1.p	XP_023645254.1
OG0008272	Roisl.0091s0890.1.p	XP_006305076.1
OG0008273	Roisl.0091s0908.1.p	XP_006306755.1
OG0008274	Roisl.0091s0914.1.p	XP_006307661.1
OG0008275	Roisl.0091s0944.1.p	XP_006307063.1
OG0008276	Roisl.0091s0945.1.p	XP_006305915.1
OG0008277	Roisl.0091s0972.1.p	XP_006305953.1
OG0008278	Roisl.0091s0989.1.p	XP_006306685.1
OG0008279	Roisl.0091s0991.1.p	XP_006307276.1
OG0008280	Roisl.0091s1000.1.p	XP_023645703.1
OG0008281	Roisl.0091s1002.1.p	XP_023633268.1
OG0008282	Roisl.0091s1044.1.p	XP_006306385.1
OG0008283	Roisl.0091s1097.1.p	XP_006306352.1
OG0008284	Roisl.0091s1106.1.p	XP_006307476.1
OG0008285	Roisl.0091s1141.1.p	XP_006307126.1
OG0008286	Roisl.0091s1143.1.p	XP_006306373.1
OG0008287	Roisl.0091s1147.1.p	XP_006304461.1
OG0008288	Roisl.0091s1165.1.p	XP_006303594.1
OG0008289	Roisl.0091s1183.1.p	XP_006306703.1
OG0008290	Roisl.0091s1193.1.p	XP_023645314.1
OG0008291	Roisl.0091s1210.1.p	XP_006304709.1
OG0008292	Roisl.0031s0022.1.p	XP_006280151.2
OG0008293	Roisl.0021s0003.1.p	XP_006305461.1
OG0008294	Roisl.0021s0019.1.p	XP_006306034.1
OG0008295	Roisl.0021s0038.1.p	XP_023633235.1
OG0008296	Roisl.0021s0047.1.p	XP_006306176.1
OG0008297	Roisl.0021s0050.1.p	XP_006307457.1
OG0008298	Roisl.0021s0052.1.p	XP_023645735.1
OG0008299	Roisl.0021s0065.1.p	XP_006306697.2
OG0008300	Roisl.0021s0069.1.p	XP_023645860.1
OG0008301	Roisl.0021s0072.1.p	XP_006304225.1
OG0008302	Roisl.0021s0081.1.p	XP_006303228.1
OG0008303	Roisl.0021s0097.1.p	XP_023646005.1
OG0008304	Roisl.0021s0129.1.p	XP_006306313.1
OG0008305	Roisl.0022s0250.1.p	XP_006285906.1
OG0008306	Roisl.0021s0181.1.p	XP_023644819.1
OG0008307	Roisl.0021s0190.1.p	XP_006306832.1
OG0008308	Roisl.0021s0223.1.p	XP_006304167.1
OG0008309	Roisl.0021s0224.1.p	XP_006305141.1
OG0008310	Roisl.0021s0229.1.p	XP_023633245.1
OG0008311	Roisl.0209s0627.1.p	XP_006300892.1
OG0008311	Roisl.0021s0258.1.p	XP_023645868.1
OG0008312	Roisl.0021s0271.1.p	XP_006307610.2
OG0008313	Roisl.0021s0273.1.p	XP_006304804.1
OG0008314	Roisl.0021s0283.1.p	XP_006305062.1
OG0008315	Roisl.0021s0332.1.p	XP_006307537.1
OG0008316	Roisl.0021s0335.1.p	XP_006303251.1
OG0008317	Roisl.0021s0340.1.p	XP_006305183.1
OG0008318	Roisl.0021s0342.1.p	XP_006303822.1
OG0008319	Roisl.0021s0355.1.p, Roisl.0021s0356.1.p	XP_023632593.1
OG0008320	Roisl.0021s0391.1.p	XP_006305015.1
OG0008321	Roisl.0021s0397.1.p	XP_006304861.1
OG0008322	Roisl.0021s0398.1.p	XP_006303574.1
OG0008323	Roisl.0021s0417.1.p	XP_023644843.1
OG0008324	Roisl.0021s0432.1.p	XP_006306205.1
OG0008325	Roisl.0021s0452.1.p	XP_006303717.1
OG0008326	Roisl.0007s0757.1.p	XP_006307549.1
OG0008327	Roisl.0007s0761.1.p	XP_006303979.1
OG0008328	Roisl.0007s0733.1.p	XP_006305210.1
OG0008329	Roisl.0007s0716.1.p	XP_006307508.1
OG0008330	Roisl.0007s0705.1.p	XP_006306515.1
OG0008331	Roisl.0007s0704.1.p	XP_006304526.1
OG0008332	Roisl.0007s0687.1.p	XP_006305840.1
OG0008333	Roisl.0007s0681.1.p	XP_006303284.1
OG0008334	Roisl.0007s0676.1.p	XP_023632727.1
OG0008335	Roisl.0007s0663.1.p	XP_006306862.1
OG0008336	Roisl.0007s0662.1.p	XP_006293203.2
OG0008336	Roisl.0007s0656.1.p	XP_006306054.1
OG0008337	Roisl.0007s0657.1.p	XP_006306970.2
OG0008338	Roisl.0007s0607.1.p	XP_006306014.1
OG0008339	Roisl.0007s0643.1.p	XP_006305566.2
OG0008340	Roisl.0011s0044.1.p	XP_006292215.1
OG0008341	Roisl.0007s0633.1.p	XP_006307523.1
OG0008342	Roisl.0007s0630.1.p	XP_006307139.2
OG0008343	Roisl.0007s0622.1.p	XP_023632949.1
OG0008344	Roisl.0007s0592.1.p	XP_006305911.1
OG0008345	Roisl.0007s0591.1.p	XP_006304401.1
OG0008346	Roisl.0007s0551.1.p	XP_023644737.1
OG0008347	Roisl.0007s0507.1.p	XP_006303890.1
OG0008348	Roisl.0007s0461.1.p	XP_006305777.1
OG0008349	Roisl.0007s0449.1.p	XP_006303354.2
OG0008350	Roisl.0021s0641.1.p	XP_006302499.1
OG0008351	Roisl.0007s0359.1.p	XP_006303573.1
OG0008352	Roisl.0007s0314.1.p	XP_006303188.1
OG0008353	Roisl.0007s0308.1.p	XP_023632809.1
OG0008354	Roisl.0007s0305.1.p	XP_006305717.1
OG0008355	Roisl.0007s0299.1.p	XP_006303901.1
OG0008356	Roisl.0007s0298.1.p	XP_006303925.1
OG0008357	Roisl.0007s0273.1.p	XP_023633012.1
OG0008358	Roisl.0007s0270.1.p	XP_023633020.1
OG0008359	Roisl.0007s0269.1.p	XP_006307360.1
OG0008360	Roisl.0007s0245.1.p	XP_006307358.2
OG0008361	Roisl.0007s0235.1.p	XP_006306072.1
OG0008362	Roisl.0007s0234.1.p	XP_023644829.1
OG0008363	Roisl.0007s0266.1.p, Roisl.0007s0222.1.p	XP_006304206.1
OG0008364	Roisl.0007s0198.1.p	XP_006304867.1
OG0008365	Roisl.0007s0151.1.p	XP_006306683.2
OG0008366	Roisl.0007s0148.1.p	XP_006307667.1
OG0008367	Roisl.0007s0147.1.p	XP_006303154.1
OG0008368	Roisl.0007s0141.1.p	XP_006307252.1
OG0008369	Roisl.0007s0121.1.p	XP_006307043.1
OG0008370	Roisl.0007s0103.1.p	XP_006303317.1
OG0008371	Roisl.0007s0095.1.p	XP_006307295.1
OG0008372	Roisl.0007s0069.1.p	XP_006306922.2
OG0008373	Roisl.0007s0058.1.p	XP_006306658.1
OG0008374	Roisl.0007s0049.1.p	XP_006306869.1
OG0008375	Roisl.0007s0022.1.p	XP_006303575.2
OG0008376	Roisl.0049s0041.1.p	XP_006306088.2
OG0008377	Roisl.0049s0051.1.p	XP_006307071.1
OG0008378	Roisl.0049s0055.1.p	XP_006304297.1
OG0008379	Roisl.0049s0065.1.p	XP_006303607.1
OG0008380	Roisl.0049s0066.1.p	XP_006303211.1
OG0008381	Roisl.0049s0073.1.p	XP_006307189.1
OG0008382	Roisl.0049s0078.1.p	XP_023643873.1, XP_023645193.1
OG0008383	Roisl.0191s0016.1.p	XP_006304198.1
OG0008384	Roisl.0191s0041.1.p	XP_006305058.1
OG0008385	Roisl.0191s0065.1.p	XP_006304067.1
OG0008386	Roisl.0191s0140.1.p	XP_006305765.1
OG0008387	Roisl.0213s0617.1.p	XP_006287133.1
OG0008388	Roisl.0191s0149.1.p	XP_006303687.1
OG0008389	Roisl.0019s0338.1.p	XP_006300777.1
OG0008390	Roisl.0019s0361.1.p	XP_006300829.1
OG0008391	Roisl.0019s0377.1.p	XP_006302043.1
OG0008392	Roisl.0019s0380.1.p	XP_023641022.1, XP_023643284.1
OG0008393	Roisl.0019s0402.1.p	XP_006300960.1
OG0008394	Roisl.0019s0407.1.p	XP_006300424.1
OG0008395	Roisl.0019s0422.1.p	XP_006302853.1
OG0008396	Roisl.0019s0424.1.p	XP_023643747.1
OG0008397	Roisl.0019s0437.1.p	XP_023643546.1
OG0008398	Roisl.0019s0448.1.p	XP_006302873.1
OG0008400	Roisl.0019s0499.1.p	XP_006303034.1
OG0008401	Roisl.0019s0515.1.p	XP_023643397.1
OG0008402	Roisl.0019s0517.1.p	XP_006300446.1
OG0008403	Roisl.0008s0225.1.p	XP_006284668.1
OG0008404	Roisl.0209s0128.1.p	XP_006304185.1
OG0008405	Roisl.0040s0103.1.p	XP_006305115.1
OG0008406	Roisl.0050s0092.1.p	XP_006300370.1
OG0008407	Roisl.0027s0015.1.p, Roisl.0010s0151.1.p	XP_006302684.2
OG0008408	Roisl.0027s0014.1.p, Roisl.0010s0150.1.p	XP_006302696.1
OG0008409	Roisl.0010s0149.1.p, Roisl.0027s0013.1.p	XP_023643226.1
OG0008410	Roisl.0010s0129.1.p	XP_006302563.1
OG0008411	Roisl.0010s0106.1.p	XP_006302629.1
OG0008412	Roisl.0015s0109.1.p	XP_006303863.1
OG0008413	Roisl.0209s0563.1.p	XP_006302349.1
OG0008414	Roisl.0213s0103.1.p	XP_023645511.1
OG0008415	Roisl.0209s0655.1.p	XP_006300326.1
OG0008416	Roisl.0209s0659.1.p	XP_006301587.1
OG0008417	Roisl.0209s0670.1.p	XP_006302148.1
OG0008418	Roisl.0209s0740.1.p	XP_006300546.1
OG0008420	Roisl.0214s0602.1.p	XP_006302027.2
OG0008421	Roisl.0214s0643.1.p	XP_006302316.1
OG0008422	Roisl.0214s0693.1.p	XP_006301836.1
OG0008423	Roisl.0214s0695.1.p	XP_006300736.1
OG0008424	Roisl.0214s0744.1.p	XP_006302570.1
OG0008425	Roisl.0214s0793.1.p	XP_006302042.1
OG0008426	Roisl.0214s0838.1.p	XP_006302446.1
OG0008427	Roisl.0191s0451.1.p	XP_006304358.1
OG0008428	Roisl.0050s0055.1.p	XP_006302966.1
OG0008429	Roisl.0050s0052.1.p	XP_006300890.1
OG0008430	Roisl.0050s0040.1.p	XP_006300553.1
OG0008431	Roisl.0050s0021.1.p	XP_006301812.1
OG0008432	Roisl.0050s0005.1.p	XP_006301683.1
OG0008433	Roisl.0005s0266.1.p	XP_006282004.1
OG0008434	Roisl.0005s0142.1.p	XP_023641145.1
OG0008435	Roisl.0005s0105.1.p	XP_006280954.1
OG0008436	Roisl.0005s0098.1.p	XP_023641201.1
OG0008437	Roisl.0005s0009.1.p	XP_006281218.1
OG0008438	Roisl.0005s0006.1.p	XP_006282304.1
OG0008439	Roisl.0012s0290.1.p	XP_006281843.1
OG0008440	Roisl.0012s0288.1.p	XP_023642815.1
OG0008441	Roisl.0012s0266.1.p	XP_023643720.1
OG0008442	Roisl.0012s0258.1.p	XP_006279512.1
OG0008443	Roisl.0091s0207.1.p	XP_023635476.1
OG0008444	Roisl.0082s0273.1.p	XP_006287750.1
OG0008445	Roisl.0082s0261.1.p	XP_006288769.1
OG0008446	Roisl.0082s0252.1.p	XP_006287620.1
OG0008447	Roisl.0044s0139.1.p	XP_006285614.1
OG0008448	Roisl.0002s0050.1.p	XP_023634881.1
OG0008449	Roisl.0002s0049.1.p	XP_006283974.1
OG0008450	Roisl.0013s0140.1.p	XP_023645297.1
OG0008451	Roisl.0013s0133.1.p, Roisl.0214s0112.1.p	XP_006303585.1
OG0008452	Roisl.0013s0119.1.p	XP_006303387.1
OG0008453	Roisl.0013s0077.1.p	XP_006303438.1
OG0008454	Roisl.0013s0069.1.p	XP_006307560.1
OG0008455	Roisl.0013s0024.1.p	XP_006305976.1
OG0008456	Roisl.0004s0404.1.p	XP_006302797.1
OG0008457	Roisl.0001s0520.1.p	XP_006283960.1
OG0008458	Roisl.0001s0496.1.p	XP_006285621.1
OG0008459	Roisl.0001s0478.1.p	XP_006283901.1
OG0008460	Roisl.0001s0463.1.p	XP_006283532.1
OG0008461	Roisl.0001s0448.1.p	XP_006283990.1
OG0008462	Roisl.0001s0427.1.p	XP_006285120.1
OG0008463	Roisl.0001s0417.1.p	XP_006283269.1
OG0008464	Roisl.0001s0412.1.p	XP_006284822.1
OG0008465	Roisl.0001s0403.1.p	XP_006283492.1
OG0008467	Roisl.0001s0397.1.p	XP_006283903.1
OG0008468	Roisl.0001s0356.1.p	XP_006285964.2
OG0008469	Roisl.0001s0353.1.p	XP_006286095.1
OG0008470	Roisl.0001s0331.1.p	XP_006284246.1
OG0008471	Roisl.0001s0318.1.p	XP_006283606.1
OG0008472	Roisl.0001s0306.1.p	XP_023634772.1
OG0008473	Roisl.0001s0296.1.p, Roisl.0019s0069.1.p	XP_006285193.1
OG0008474	Roisl.0001s0280.1.p	XP_006286076.2
OG0008475	Roisl.0001s0270.1.p	XP_006283005.1, XP_006290550.1
OG0008476	Roisl.0001s0253.1.p	XP_006284108.1
