Orthogroup	Rorippa_islandica	Cochlearia_excelsa
OG0008083	Roisl.0074s1014.1.p	g13070
OG0008084	Roisl.0074s0987.1.p	g13084
OG0008085	Roisl.0091s0349.1.p	g17410
OG0008086	Roisl.0074s0962.1.p	g7425, g12370
OG0008087	Roisl.0074s0937.1.p	g12356
OG0008088	Roisl.0074s0936.1.p	g12355, g7413
OG0008089	Roisl.0074s0922.1.p	g13108
OG0008091	Roisl.0074s0886.1.p	g12331
OG0008092	Roisl.0074s0879.1.p	g12327
OG0008093	Roisl.0074s0860.1.p	g7378
OG0008094	Roisl.0074s0855.1.p	g12320
OG0008095	Roisl.0074s0854.1.p	g12319
OG0008096	Roisl.0074s0836.1.p	g7364
OG0008097	Roisl.0074s0835.1.p	g7363
OG0008098	Roisl.0074s0824.1.p	g13124
OG0008099	Roisl.0074s0821.1.p	g13125, g7350
OG0008100	Roisl.0074s0811.1.p	g12298, g7343
OG0008101	Roisl.0074s0810.1.p	g12297, g13129
OG0008102	Roisl.0074s0796.1.p	g7334
OG0008103	Roisl.0074s0777.1.p	g7318
OG0008104	Roisl.0074s0773.1.p	g12286
OG0008105	Roisl.0074s0762.1.p	g7309, g13140
OG0008106	Roisl.0074s0745.1.p	g7295, g13142
OG0008107	Roisl.0074s0743.1.p	g7293
OG0008108	Roisl.0074s0742.1.p	g12272
OG0008109	Roisl.0074s0737.1.p	g13145, g7290
OG0008110	Roisl.0074s0703.1.p	g12255, g13152
OG0008111	Roisl.0074s0696.1.p	g7264
OG0008112	Roisl.0074s0677.1.p	g13160
OG0008113	Roisl.0074s0664.1.p, Roisl.0021s0521.1.p	g12243
OG0008114	Roisl.0074s0647.1.p	g7237
OG0008115	Roisl.0074s0595.1.p	g13201
OG0008116	Roisl.0074s0590.1.p	g7205
OG0008117	Roisl.0074s0580.1.p	g12210, g7198
OG0008118	Roisl.0074s0573.1.p, Roisl.0074s0572.1.p	g13207
OG0008119	Roisl.0074s0561.1.p	g13210, g7189
OG0008120	Roisl.0074s0542.1.p	g7173, g12194
OG0008122	Roisl.0074s0522.1.p	g12180, g7163
OG0008123	Roisl.0074s0486.1.p	g7143, g12162
OG0008124	Roisl.0074s0478.1.p	g12160
OG0008125	Roisl.0074s0457.1.p	g12151, g7119
OG0008126	Roisl.0074s0456.1.p	g12150, g7118
OG0008127	Roisl.0074s0405.1.p	g12138
OG0008128	Roisl.0074s0383.1.p, Roisl.0006s0571.1.p	g12115
OG0008129	Roisl.0074s0381.1.p	g7063, g13244
OG0008131	Roisl.0074s0370.1.p	g7057, g12108
OG0008132	Roisl.0074s0340.1.p	g12102
OG0008133	Roisl.0074s0327.1.p	g7038, g12096
OG0008134	Roisl.0074s0315.1.p	g7020
OG0008136	Roisl.0018s0383.1.p	g13262
OG0008137	Roisl.0074s0271.1.p	g6996, g12073
OG0008138	Roisl.0074s0235.1.p	g12058, g6978
OG0008139	Roisl.0074s0212.1.p	g6954
OG0008140	Roisl.0074s0205.1.p	g6949
OG0008141	Roisl.0074s0197.1.p	g13287, g12046
OG0008142	Roisl.0074s0196.1.p	g6941
OG0008143	Roisl.0074s0159.1.p	g6919
OG0008146	Roisl.0074s0142.1.p	g12027
OG0008149	Roisl.0074s0095.1.p	g6882
OG0008150	Roisl.0022s0507.1.p, Roisl.0074s0074.1.p	g13310
OG0008151	Roisl.0074s0064.1.p	g13315, g11995
OG0008152	Roisl.0003s0270.1.p	g16918, g23266
OG0008153	Roisl.0074s0057.1.p	g13320
OG0008154	Roisl.0074s0048.1.p	g6853
OG0008155	Roisl.0074s0045.1.p	g6850
OG0008156	Roisl.0074s0019.1.p	g6825, g11974
OG0008157	Roisl.0074s0007.1.p	g11962
OG0008158	Roisl.0028s0013.1.p	g13337
OG0008159	Roisl.0028s0015.1.p	g13338, g6799
OG0008160	Roisl.0115s0263.1.p	g6793
OG0008161	Roisl.0001s0320.1.p	g22882
OG0008162	Roisl.0200s0015.1.p	g16759
OG0008163	Roisl.0115s0341.1.p	g6750
OG0008164	Roisl.0091s0644.1.p	g47191
OG0008165	Roisl.0115s0371.1.p	g13356
OG0008167	Roisl.0115s0423.1.p	g11888
OG0008168	Roisl.0115s0440.1.p	g6692
OG0008169	Roisl.0115s0453.1.p	g11879
OG0008170	Roisl.0115s0457.1.p	g6686
OG0008171	Roisl.0031s0051.1.p	g896
OG0008172	Roisl.0031s0025.1.p	g41227
OG0008173	Roisl.0031s0031.1.p	g888, g28385
OG0008174	Roisl.0009s0310.1.p	g46691
OG0008175	Roisl.0213s0828.1.p	g46726
OG0008176	Roisl.0210s2192.1.p	g45037
OG0008177	Roisl.0206s0003.1.p	g10301
OG0008178	Roisl.0053s0315.1.p	g11750
OG0008179	Roisl.0053s0325.1.p	g6515
OG0008180	Roisl.0053s0341.1.p	g13470
OG0008181	Roisl.0053s0361.1.p	g11761
OG0008182	Roisl.0053s0393.1.p	g11768
OG0008183	Roisl.0053s0409.1.p	g24515
OG0008185	Roisl.0115s0641.1.p	g6564
OG0008186	Roisl.0115s0623.1.p	g13434
OG0008187	Roisl.0115s0600.1.p	g13425
OG0008188	Roisl.0115s0589.1.p	g11820, g6591
OG0008190	Roisl.0115s0559.1.p	g13410
OG0008191	Roisl.0115s0565.1.p	g6595
OG0008192	Roisl.0115s0553.1.p, Roisl.0053s0390.1.p, Roisl.0115s0562.1.p	g11844
OG0008193	Roisl.0011s0060.1.p	g10775
OG0008194	Roisl.0115s0497.1.p	g11867
OG0008195	Roisl.0115s0491.1.p	g6672
OG0008196	Roisl.0115s0489.1.p	g6673
OG0008197	Roisl.0003s0033.1.p	g23421
OG0008198	Roisl.0003s0032.1.p	g23422
OG0008199	Roisl.0003s0029.1.p	g47734
OG0008200	Roisl.0003s0026.1.p	g23427
OG0008201	Roisl.0003s0020.1.p	g23435, g23431
OG0008202	Roisl.0003s0017.1.p	g23439
OG0008203	Roisl.0003s0009.1.p	g47724
OG0008204	Roisl.0044s0131.1.p, Roisl.0003s0001.1.p	g23453
OG0008205	Roisl.0024s0023.1.p	g44976
OG0008206	Roisl.0209s0053.1.p	g45041
OG0008207	Roisl.0209s0030.1.p	g45049
OG0008208	Roisl.0083s0021.1.p	g45140
OG0008209	Roisl.0214s0788.1.p	g43701
OG0008210	Roisl.0083s0040.1.p	g43827
OG0008211	Roisl.0194s0005.1.p	g43893
OG0008212	Roisl.0189s0045.1.p	g41134
OG0008213	Roisl.0189s0048.1.p	g41135
OG0008214	Roisl.0210s1616.1.p	g41730, g41445
OG0008215	Roisl.0210s1596.1.p	g29073
OG0008216	Roisl.0210s1567.1.p	g29060
OG0008217	Roisl.0210s1560.1.p	g29047
OG0008218	Roisl.0210s1546.1.p	g4921
OG0008219	Roisl.0210s1532.1.p	g29036, g41478
OG0008220	Roisl.0046s0465.1.p	g18503
OG0008221	Roisl.0012s0090.1.p	g25107, g25018
OG0008222	Roisl.0036s0030.1.p	g10224
OG0008223	Roisl.0014s0069.1.p	g10261
OG0008224	Roisl.0046s1220.1.p	g19242
OG0008225	Roisl.0046s1206.1.p	g19258
OG0008226	Roisl.0046s1204.1.p	g19262
OG0008227	Roisl.0046s1195.1.p	g2417
OG0008228	Roisl.0046s1177.1.p	g11335, g2426
OG0008229	Roisl.0046s1155.1.p	g19285
OG0008230	Roisl.0046s1135.1.p	g2460
OG0008231	Roisl.0046s1133.1.p	g19294
OG0008232	Roisl.0046s1115.1.p	g19295
OG0008233	Roisl.0046s1101.1.p	g19306, g2469
OG0008234	Roisl.0046s1066.1.p	g19322
OG0008235	Roisl.0210s0009.1.p	g49277, g26856, g30725
OG0008236	Roisl.0210s0125.1.p	g30769
OG0008237	Roisl.0210s0174.1.p	g49369
OG0008238	Roisl.0210s0175.1.p	g30772
OG0008239	Roisl.0210s0186.1.p	g49378
OG0008240	Roisl.0210s0215.1.p	g30796, g49390
OG0008242	Roisl.0210s0251.1.p	g49402
OG0008243	Roisl.0210s0257.1.p	g26903
OG0008245	Roisl.0210s0267.1.p, Roisl.0021s0103.1.p	g30815
OG0008246	Roisl.0210s0272.1.p	g30818, g49414
OG0008247	Roisl.0210s0291.1.p	g49422
OG0008248	Roisl.0210s0295.1.p	g30833
OG0008249	Roisl.0210s0296.1.p	g30834, g26920
OG0008250	Roisl.0210s0308.1.p	g49427
OG0008251	Roisl.0210s0316.1.p	g49430
OG0008252	Roisl.0210s0332.1.p	g49437
OG0008253	Roisl.0210s0337.1.p	g30845
OG0008254	Roisl.0210s0353.1.p	g49445
OG0008255	Roisl.0008s0241.1.p	g47497
OG0008256	Roisl.0210s0379.1.p	g30871
OG0008257	Roisl.0091s0695.1.p	g49456
OG0008258	Roisl.0091s0696.1.p	g26939, g30877
OG0008259	Roisl.0091s0732.1.p	g30899, g49469
OG0008260	Roisl.0091s0752.1.p	g30906
OG0008261	Roisl.0091s0783.1.p	g30924
OG0008262	Roisl.0091s0791.1.p	g49492
OG0008263	Roisl.0091s0794.1.p	g30927, g49493
OG0008264	Roisl.0091s0799.1.p	g49496, g30930
OG0008265	Roisl.0091s0803.1.p	g49500
OG0008266	Roisl.0091s0834.1.p	g30952
OG0008267	Roisl.0091s0839.1.p	g49515
OG0008268	Roisl.0091s0849.1.p	g49517
OG0008269	Roisl.0091s0850.1.p	g26963
OG0008270	Roisl.0091s0863.1.p	g49527
OG0008271	Roisl.0091s0875.1.p	g49532, g30974
OG0008272	Roisl.0091s0890.1.p	g26970
OG0008273	Roisl.0091s0908.1.p	g30997, g26975
OG0008274	Roisl.0091s0914.1.p	g26977, g31003
OG0008275	Roisl.0091s0944.1.p	g49552
OG0008276	Roisl.0091s0945.1.p	g31025
OG0008277	Roisl.0091s0972.1.p	g49561
OG0008278	Roisl.0091s0989.1.p	g27001
OG0008279	Roisl.0091s0991.1.p	g31050
OG0008280	Roisl.0091s1000.1.p	g31055
OG0008281	Roisl.0091s1002.1.p	g27004, g31056
OG0008282	Roisl.0091s1044.1.p	g49583
OG0008283	Roisl.0091s1097.1.p	g31107
OG0008284	Roisl.0091s1106.1.p	g49613
OG0008285	Roisl.0091s1141.1.p	g31124, g49672
OG0008286	Roisl.0091s1143.1.p	g31126, g49671
OG0008287	Roisl.0091s1147.1.p	g31128
OG0008288	Roisl.0091s1165.1.p	g49657
OG0008289	Roisl.0091s1183.1.p	g31154
OG0008290	Roisl.0091s1193.1.p	g49638
OG0008291	Roisl.0091s1210.1.p	g27068, g31175
OG0008292	Roisl.0031s0022.1.p	g38331
OG0008293	Roisl.0021s0003.1.p	g27094
OG0008294	Roisl.0021s0019.1.p	g49702
OG0008295	Roisl.0021s0038.1.p	g49713, g31226
OG0008296	Roisl.0021s0047.1.p	g49720
OG0008297	Roisl.0021s0050.1.p	g31233
OG0008298	Roisl.0191s0245.1.p	g27102
OG0008299	Roisl.0021s0065.1.p	g49723
OG0008300	Roisl.0021s0069.1.p	g27106, g31238
OG0008301	Roisl.0021s0072.1.p	g31241
OG0008302	Roisl.0021s0081.1.p	g31243
OG0008303	Roisl.0021s0097.1.p	g31249
OG0008304	Roisl.0021s0129.1.p	g31264
OG0008305	Roisl.0022s0250.1.p	g47566
OG0008306	Roisl.0021s0181.1.p	g27137
OG0008307	Roisl.0021s0190.1.p	g27142
OG0008308	Roisl.0021s0223.1.p	g31316, g27155
OG0008309	Roisl.0021s0224.1.p	g49777
OG0008310	Roisl.0021s0229.1.p	g31321
OG0008311	Roisl.0209s0627.1.p	g31332
OG0008312	Roisl.0021s0271.1.p	g31338, g49784
OG0008313	Roisl.0021s0273.1.p	g31339, g49785
OG0008314	Roisl.0021s0283.1.p	g27178
OG0008315	Roisl.0021s0332.1.p	g27188, g31383
OG0008316	Roisl.0021s0335.1.p	g49821
OG0008317	Roisl.0021s0340.1.p	g49823, g31388
OG0008318	Roisl.0021s0342.1.p	g27190
OG0008320	Roisl.0021s0391.1.p	g49859
OG0008321	Roisl.0021s0397.1.p	g49861
OG0008322	Roisl.0021s0398.1.p	g49862
OG0008323	Roisl.0021s0417.1.p	g27210, g49871
OG0008324	Roisl.0021s0432.1.p	g31451
OG0008325	Roisl.0021s0452.1.p	g49877
OG0008326	Roisl.0007s0757.1.p	g27256
OG0008327	Roisl.0007s0761.1.p	g31486
OG0008328	Roisl.0007s0733.1.p	g31506
OG0008329	Roisl.0007s0716.1.p	g27264, g31519
OG0008330	Roisl.0007s0705.1.p	g27268
OG0008331	Roisl.0007s0704.1.p	g27269, g31527
OG0008332	Roisl.0007s0687.1.p	g27280
OG0008333	Roisl.0007s0681.1.p	g31537
OG0008334	Roisl.0007s0676.1.p	g49915
OG0008335	Roisl.0007s0663.1.p	g31550
OG0008337	Roisl.0007s0657.1.p	g27284, g31553
OG0008338	Roisl.0007s0607.1.p	g31586
OG0008339	Roisl.0007s0643.1.p	g31561
OG0008341	Roisl.0007s0633.1.p	g31569
OG0008342	Roisl.0007s0630.1.p	g49928
OG0008343	Roisl.0007s0622.1.p	g31574
OG0008344	Roisl.0007s0592.1.p	g31596, g27302
OG0008345	Roisl.0007s0591.1.p	g49939, g31597
OG0008346	Roisl.0007s0551.1.p	g31618
OG0008347	Roisl.0007s0507.1.p	g49965, g31642
OG0008348	Roisl.0007s0461.1.p	g31661
OG0008349	Roisl.0007s0449.1.p	g27352
OG0008350	Roisl.0021s0641.1.p	g41687, g44897
OG0008351	Roisl.0007s0359.1.p	g31722
OG0008352	Roisl.0007s0314.1.p	g31756
OG0008353	Roisl.0007s0308.1.p	g31763
OG0008354	Roisl.0007s0305.1.p	g31766
OG0008355	Roisl.0007s0299.1.p	g31772
OG0008357	Roisl.0007s0273.1.p	g31795
OG0008359	Roisl.0007s0269.1.p	g31797
OG0008360	Roisl.0007s0245.1.p	g27421
OG0008361	Roisl.0007s0235.1.p	g50061
OG0008362	Roisl.0007s0234.1.p	g50062
OG0008363	Roisl.0007s0266.1.p, Roisl.0007s0222.1.p	g31816
OG0008364	Roisl.0007s0198.1.p	g50079, g31835
OG0008365	Roisl.0007s0151.1.p	g50099, g27442
OG0008366	Roisl.0007s0148.1.p	g31887
OG0008367	Roisl.0007s0147.1.p	g50105
OG0008368	Roisl.0007s0141.1.p	g31890
OG0008369	Roisl.0007s0121.1.p	g50119, g27450
OG0008370	Roisl.0007s0103.1.p	g31915, g50131
OG0008371	Roisl.0007s0095.1.p	g50134
OG0008372	Roisl.0007s0069.1.p	g31946
OG0008373	Roisl.0007s0058.1.p	g50150
OG0008374	Roisl.0007s0049.1.p	g50157, g27470
OG0008375	Roisl.0007s0022.1.p	g31964
OG0008376	Roisl.0049s0041.1.p	g31985
OG0008377	Roisl.0049s0051.1.p	g50192
OG0008378	Roisl.0049s0055.1.p	g31997
OG0008379	Roisl.0049s0065.1.p	g50201
OG0008380	Roisl.0049s0066.1.p	g50202
OG0008381	Roisl.0049s0073.1.p	g27491
OG0008382	Roisl.0049s0078.1.p	g27492
OG0008383	Roisl.0191s0016.1.p	g50211
OG0008384	Roisl.0046s1191.1.p	g27512
OG0008385	Roisl.0191s0065.1.p	g32027
OG0008386	Roisl.0191s0140.1.p	g32046, g50278
OG0008387	Roisl.0213s0617.1.p	g40354
OG0008389	Roisl.0019s0338.1.p	g45949
OG0008390	Roisl.0019s0361.1.p	g44649
OG0008391	Roisl.0019s0377.1.p	g45921
OG0008392	Roisl.0019s0380.1.p	g45917, g44656
OG0008393	Roisl.0019s0402.1.p	g45911
OG0008394	Roisl.0019s0407.1.p	g44662
OG0008395	Roisl.0019s0422.1.p	g45896
OG0008396	Roisl.0019s0424.1.p	g45894
OG0008397	Roisl.0019s0437.1.p	g45884
OG0008398	Roisl.0019s0448.1.p	g44678
OG0008400	Roisl.0019s0499.1.p	g45850
OG0008401	Roisl.0019s0515.1.p	g45833
OG0008402	Roisl.0019s0517.1.p	g45831
OG0008404	Roisl.0209s0128.1.p, Roisl.0027s0094.1.p	g32648
OG0008405	Roisl.0040s0103.1.p	g50690
OG0008406	Roisl.0050s0092.1.p	g40815
OG0008407	Roisl.0027s0015.1.p, Roisl.0010s0151.1.p	g40846
OG0008408	Roisl.0027s0014.1.p, Roisl.0010s0150.1.p	g44248
OG0008409	Roisl.0010s0149.1.p, Roisl.0027s0013.1.p	g40847
OG0008410	Roisl.0010s0129.1.p	g40853
OG0008411	Roisl.0010s0106.1.p	g40866
OG0008412	Roisl.0015s0109.1.p	g27633
OG0008413	Roisl.0209s0563.1.p	g44225, g40912
OG0008414	Roisl.0213s0103.1.p	g50468
OG0008415	Roisl.0209s0655.1.p	g44195
OG0008416	Roisl.0209s0659.1.p	g40946
OG0008417	Roisl.0209s0670.1.p	g38262
OG0008418	Roisl.0209s0740.1.p	g44154
OG0008420	Roisl.0214s0602.1.p	g44124
OG0008421	Roisl.0214s0643.1.p	g41187, g41202
OG0008422	Roisl.0214s0693.1.p	g41050
OG0008423	Roisl.0214s0695.1.p	g44069
OG0008424	Roisl.0214s0744.1.p	g41061
OG0008425	Roisl.0214s0793.1.p	g41076
OG0008426	Roisl.0214s0838.1.p	g41078, g44021
OG0008427	Roisl.0191s0451.1.p, Roisl.0191s0450.1.p	g50389
OG0008428	Roisl.0050s0055.1.p	g40775
OG0008429	Roisl.0050s0052.1.p	g40768
OG0008430	Roisl.0050s0040.1.p	g40759
OG0008431	Roisl.0050s0021.1.p	g40749
OG0008432	Roisl.0050s0005.1.p	g40732
OG0008433	Roisl.0005s0266.1.p	g40633
OG0008434	Roisl.0005s0142.1.p	g40635
OG0008435	Roisl.0005s0105.1.p	g10914, g40663
OG0008436	Roisl.0005s0098.1.p	g10912
OG0008437	Roisl.0005s0009.1.p	g40723
OG0008438	Roisl.0005s0006.1.p	g10841
OG0008439	Roisl.0012s0290.1.p	g11050
OG0008440	Roisl.0012s0288.1.p	g18419, g16317
OG0008441	Roisl.0012s0266.1.p	g40486
OG0008442	Roisl.0012s0258.1.p	g40482
OG0008444	Roisl.0082s0273.1.p	g40464
OG0008445	Roisl.0082s0261.1.p	g40460
OG0008446	Roisl.0082s0252.1.p	g25556, g40457
OG0008447	Roisl.0044s0139.1.p	g16995
OG0008448	Roisl.0002s0050.1.p	g17594, g24387
OG0008449	Roisl.0002s0049.1.p	g17593
OG0008450	Roisl.0013s0140.1.p	g42114, g54040
OG0008451	Roisl.0013s0133.1.p, Roisl.0214s0112.1.p	g28108, g54047
OG0008452	Roisl.0013s0119.1.p	g36302
OG0008453	Roisl.0013s0077.1.p	g28098, g36356
OG0008454	Roisl.0013s0069.1.p	g54099
OG0008455	Roisl.0013s0024.1.p	g54122
OG0008456	Roisl.0004s0404.1.p	g46174
OG0008457	Roisl.0001s0520.1.p	g22713
OG0008458	Roisl.0001s0496.1.p	g22732
OG0008459	Roisl.0001s0478.1.p	g22746
OG0008460	Roisl.0001s0463.1.p	g22764
OG0008461	Roisl.0001s0340.1.p, Roisl.0001s0448.1.p	g22779
OG0008462	Roisl.0001s0427.1.p	g22800, g18290
OG0008463	Roisl.0001s0417.1.p	g18287
OG0008464	Roisl.0001s0412.1.p	g22803
OG0008465	Roisl.0001s0403.1.p	g22812
OG0008466	Roisl.0001s0399.1.p	g18284
OG0008467	Roisl.0001s0397.1.p	g22818
OG0008468	Roisl.0001s0356.1.p	g22846
OG0008469	Roisl.0001s0353.1.p	g22849
OG0008470	Roisl.0001s0331.1.p	g22870
OG0008471	Roisl.0001s0318.1.p	g47979
OG0008472	Roisl.0001s0306.1.p	g22892
OG0008473	Roisl.0001s0296.1.p, Roisl.0019s0069.1.p	g22902
OG0008474	Roisl.0001s0280.1.p	g22916
OG0008475	Roisl.0001s0270.1.p	g22922
OG0008476	Roisl.0001s0253.1.p	g47965, g22938
OG0008477	Roisl.0001s0219.1.p	g47946
OG0008478	Roisl.0001s0192.1.p	g47932
OG0008479	Roisl.0001s0167.1.p	g22998
OG0008480	Roisl.0001s0141.1.p	g23014
OG0008481	Roisl.0001s0146.1.p	g23010
OG0008482	Roisl.0001s0147.1.p	g47918, g23009
OG0008483	Roisl.0001s0106.1.p	g23038
OG0008484	Roisl.0001s0091.1.p	g23042
OG0008485	Roisl.0001s0062.1.p	g23075
OG0008486	Roisl.0001s0060.1.p	g47883
OG0008487	Roisl.0001s0047.1.p	g47880, g23086
OG0008488	Roisl.0001s0020.1.p	g23116
OG0008489	Roisl.0001s0007.1.p	g23134
OG0008490	Roisl.0003s0238.1.p	g47804
OG0008491	Roisl.0003s0239.1.p	g23278, g16930
OG0008492	Roisl.0003s0240.1.p	g16929
OG0008493	Roisl.0003s0243.1.p	g16926
OG0008494	Roisl.0003s0274.1.p	g23260
OG0008495	Roisl.0003s0289.1.p	g23248
OG0008496	Roisl.0003s0333.1.p	g23213, g47829
OG0008497	Roisl.0003s0346.1.p	g23205
OG0008498	Roisl.0008s0258.1.p	g23201, g47837
OG0008499	Roisl.0008s0263.1.p	g47840
OG0008500	Roisl.0008s0287.1.p	g18159
OG0008501	Roisl.0008s0323.1.p	g23155
OG0008502	Roisl.0008s0352.1.p	g47862
OG0008503	Roisl.0008s0356.1.p	g47863
OG0008504	Roisl.0008s0358.1.p	g23137
OG0008505	Roisl.0003s0234.1.p	g23282
OG0008506	Roisl.0003s0232.1.p	g23284
OG0008507	Roisl.0003s0205.1.p	g47796
OG0008508	Roisl.0003s0164.1.p	g23321
OG0008509	Roisl.0003s0154.1.p	g47782, g16955
OG0008510	Roisl.0003s0153.1.p	g23329
OG0008511	Roisl.0003s0141.1.p	g16959, g47777
OG0008512	Roisl.0003s0130.1.p	g47769, g23350
OG0008513	Roisl.0004s0002.1.p	g50976
OG0008514	Roisl.0209s0341.1.p, Roisl.0053s0294.1.p	g11741
OG0008515	Roisl.0053s0280.1.p	g6486, g11734
OG0008516	Roisl.0053s0274.1.p	g6478
OG0008517	Roisl.0053s0273.1.p	g6477
OG0008518	Roisl.0053s0255.1.p	g11728
OG0008519	Roisl.0019s0230.1.p	g46008
OG0008520	Roisl.0019s0241.1.p	g46004
OG0008521	Roisl.0019s0245.1.p	g46002
OG0008522	Roisl.0019s0261.1.p	g44608
OG0008523	Roisl.0019s0271.1.p	g44611
OG0008524	Roisl.0019s0282.1.p	g44615
OG0008525	Roisl.0019s0283.1.p	g18007
OG0008526	Roisl.0019s0290.1.p	g44617
OG0008527	Roisl.0019s0291.1.p	g45961
OG0008528	Roisl.0019s0294.1.p	g45963
OG0008529	Roisl.0191s0160.1.p	g32064
OG0008530	Roisl.0191s0172.1.p	g50291
OG0008531	Roisl.0191s0183.1.p	g32101
OG0008532	Roisl.0191s0274.1.p	g50325, g27566
OG0008533	Roisl.0191s0290.1.p	g27573, g32123
OG0008534	Roisl.0191s0361.1.p	g50364
OG0008535	Roisl.0191s0386.1.p	g32170
OG0008536	Roisl.0015s0093.1.p	g27629
OG0008537	Roisl.0022s0093.1.p	g23834
OG0008539	Roisl.0012s0053.1.p	g28286, g1382
OG0008540	Roisl.0191s0625.1.p	g25423
OG0008541	Roisl.0191s0630.1.p	g39511
OG0008542	Roisl.0191s0634.1.p	g39508
OG0008543	Roisl.0191s0650.1.p	g39492
OG0008544	Roisl.0191s0564.1.p	g45261
OG0008545	Roisl.0191s0557.1.p, Roisl.0191s0555.1.p, Roisl.0191s0559.1.p	g39468
OG0008546	Roisl.0191s0548.1.p	g25400
OG0008547	Roisl.0191s0524.1.p	g39487
OG0008548	Roisl.0191s0509.1.p	g25371
OG0008549	Roisl.0191s0493.1.p	g25368
OG0008550	Roisl.0191s0475.1.p	g25363
OG0008551	Roisl.0022s0320.1.p, Roisl.0022s0319.1.p	g47590
OG0008552	Roisl.0063s0019.1.p	g50849
OG0008553	Roisl.0015s0068.1.p	g50397
OG0008554	Roisl.0191s0433.1.p	g50384
OG0008555	Roisl.0191s0413.1.p	g50376
OG0008556	Roisl.0191s0408.1.p	g32190, g50373
OG0008557	Roisl.0191s0407.1.p	g50372
OG0008558	Roisl.0022s0306.1.p	g23696
OG0008559	Roisl.0022s0361.1.p	g17109
OG0008560	Roisl.0022s0402.1.p	g17088, g23637
OG0008561	Roisl.0022s0401.1.p	g23638, g17089
OG0008562	Roisl.0022s0408.1.p	g47629
OG0008563	Roisl.0022s0423.1.p	g17079, g23622
OG0008564	Roisl.0022s0428.1.p	g23618
OG0008565	Roisl.0022s0463.1.p	g23589
OG0008567	Roisl.0022s0471.1.p	g17070, g17115
OG0008568	Roisl.0022s0473.1.p	g17067
OG0008569	Roisl.0022s0474.1.p	g23581
OG0008570	Roisl.0022s0477.1.p	g17064
OG0008571	Roisl.0022s0508.1.p	g47662
OG0008572	Roisl.0091s0903.1.p	g30993
OG0008573	Roisl.0021s0182.1.p	g27138, g31298
OG0008574	Roisl.0007s0650.1.p	g31557
OG0008575	Roisl.0191s0224.1.p	g32085, g50308
OG0008576	Roisl.0191s0354.1.p, Roisl.0191s0352.1.p	g50361, g32152
OG0008577	Roisl.0191s0425.1.p	g32200
OG0008581	Roisl.0179s0078.1.p	g53833
OG0008582	Roisl.0179s0071.1.p	g36358, g36354
OG0008584	Roisl.0010s0191.1.p	g40785
OG0008585	Roisl.0214s0612.1.p, Roisl.0214s0615.1.p, Roisl.0214s0613.1.p, Roisl.0214s0616.1.p	g44123
OG0008586	Roisl.0019s0735.1.p	g18022, g18025, g44851
OG0008587	Roisl.0019s0646.1.p	g44783, g45768, g36533
OG0008589	Roisl.0001s0549.1.p, Roisl.0053s0379.1.p	g18475
OG0008589	Roisl.0019s0809.1.p, Roisl.0039s0013.1.p	g7729
OG0008592	Roisl.0074s0602.1.p	g7210
OG0008594	Roisl.0053s0396.1.p	g6553, g13452
OG0008596	Roisl.0204s0155.1.p	g50883, g38520
OG0008598	Roisl.0046s0558.1.p	g38472, g43539
OG0008599	Roisl.0046s0555.1.p	g38470
OG0008600	Roisl.0006s0591.1.p	g50952, g38437
OG0008601	Roisl.0021s0604.1.p	g50973
OG0008602	Roisl.0004s0006.1.p	g50979
OG0008603	Roisl.0189s0073.1.p	g38319, g51067
OG0008604	Roisl.0033s0100.1.p	g39892
OG0008605	Roisl.0028s0824.1.p	g37088, g51432
OG0008607	Roisl.0011s0493.1.p	g10525
OG0008609	Roisl.0184s0225.1.p	g10350
OG0008611	Roisl.0210s1109.1.p	g5214, g29322
OG0008612	Roisl.0210s1398.1.p	g13733, g29154
OG0008615	Roisl.0213s0534.1.p	g25675
OG0008616	Roisl.0209s0756.1.p, Roisl.0209s0755.1.p, Roisl.0003s0315.1.p	g23239
OG0008617	Roisl.0022s0300.1.p	g17132, g23701
OG0008618	Roisl.0008s0235.1.p	g47492, g23846
OG0008619	Roisl.0008s0231.1.p	g47489
OG0008620	Roisl.0091s0296.1.p	g40514
OG0008621	Roisl.0074s0839.1.p, Roisl.0074s0840.1.p	g12314, g12313
OG0008623	Roisl.0014s0070.1.p	g1665
OG0008624	Roisl.0014s0003.1.p	g10290
OG0008626	Roisl.0036s0033.1.p	g10230, g5771, g5770
OG0008627	Roisl.0036s0069.1.p	g10212
OG0008628	Roisl.0214s0244.1.p	g28281
OG0008629	Roisl.0031s0112.1.p	g917
OG0008630	Roisl.0031s0136.1.p	g927, g28433
OG0008631	Roisl.0210s0598.1.p	g29581
OG0008632	Roisl.0075s0167.1.p, Roisl.0075s0158.1.p, Roisl.0075s0165.1.p, Roisl.0075s0157.1.p, Roisl.0075s0166.1.p	g17728
