Orthogroup	Rorippa_islandica	Noccaea_praecox
OG0011441	Roisl.0179s0122.1.p	Np004G2031700
OG0011442	Roisl.0179s0067.1.p	Np004G2025800
OG0011443	Roisl.0179s0057.1.p, Roisl.0179s0051.1.p	Np004G2025400
OG0011444	Roisl.0179s0053.1.p	Np004G2025300
OG0011445	Roisl.0210s2161.1.p	Np004G2049200
OG0011446	Roisl.0210s2157.1.p	Np004G2049000
OG0011447	Roisl.0003s0247.1.p	Np005G2704900
OG0011448	Roisl.0048s0030.1.p	Np004G2041200
OG0011449	Roisl.0048s0015.1.p	Np004G2040800
OG0011450	Roisl.0056s0023.1.p	Np004G2086700
OG0011451	Roisl.0056s0027.1.p	Np004G2086600
OG0011452	Roisl.0082s0533.1.p	Np004G2084300
OG0011453	Roisl.0040s0053.1.p	Np004G2068600
OG0011454	Roisl.0040s0059.1.p	Np004G2067900
OG0011455	Roisl.0040s0070.1.p	Np004G2064300
OG0011456	Roisl.0040s0090.1.p	Np004G2062900
OG0011457	Roisl.0184s0148.1.p	Np003G1773700, Np001G0315100
OG0011458	Roisl.0020s0040.1.p	Np003G1754400
OG0011459	Roisl.0032s0062.1.p	Np003G1760400
OG0011460	Roisl.0032s0083.1.p	Np003G1762500, Np002G1176300
OG0011461	Roisl.0020s0066.1.p	Np003G1778800
OG0011462	Roisl.0020s0133.1.p	Np003G1784100
OG0011463	Roisl.0057s0021.1.p	Np003G1787300
OG0011464	Roisl.0057s0033.1.p	Np003G1788600, Np003G1793500
OG0011465	Roisl.0057s0039.1.p	Np003G1795800
OG0011466	Roisl.0195s0025.1.p, Roisl.0213s0623.1.p	Np003G1799800
OG0011467	Roisl.0213s0572.1.p	Np003G1804300, Np003G1804600
OG0011468	Roisl.0213s0575.1.p	Np003G1805400
OG0011469	Roisl.0210s1621.1.p	Np003G1469600
OG0011470	Roisl.0210s1634.1.p	Np003G1470400
OG0011471	Roisl.0210s1640.1.p	Np003G1471400
OG0011472	Roisl.0210s1649.1.p	Np003G1472800
OG0011473	Roisl.0046s0313.1.p	Np001G0140200
OG0011475	Roisl.0046s0393.1.p	Np001G0148500
OG0011476	Roisl.0046s0406.1.p	Np001G0149900
OG0011477	Roisl.0046s0410.1.p	Np001G0150500
OG0011478	Roisl.0046s0426.1.p	Np001G0152500
OG0011479	Roisl.0046s0428.1.p	Np001G0152700
OG0011480	Roisl.0046s0446.1.p	Np001G0154600
OG0011481	Roisl.0046s0463.1.p	Np001G0156300
OG0011482	Roisl.0214s0409.1.p, Roisl.0053s0417.1.p	Np007G3725100
OG0011483	Roisl.0214s0422.1.p	Np007G3723900
OG0011484	Roisl.0214s0428.1.p	Np007G3722900
OG0011485	Roisl.0214s0441.1.p	Np007G3721400
OG0011486	Roisl.0189s0266.1.p	Np003G1843700
OG0011487	Roisl.0214s0454.1.p	Np007G3720400
OG0011488	Roisl.0214s0471.1.p	Np007G3719400
OG0011489	Roisl.0214s0475.1.p	Np007G3719100
OG0011490	Roisl.0214s0490.1.p	Np007G3718100
OG0011491	Roisl.0214s0515.1.p	Np007G3716100
OG0011492	Roisl.0067s0003.1.p	Np003G1778300
OG0011493	Roisl.0033s0108.1.p	Np006G3204100
OG0011494	Roisl.0067s0007.1.p	Np006G3204800
OG0011495	Roisl.0067s0019.1.p	Np001G0651400
OG0011496	Roisl.0067s0046.1.p	Np006G3209500
OG0011497	Roisl.0067s0055.1.p	Np006G3210400
OG0011498	Roisl.0067s0067.1.p	Np006G3212000
OG0011499	Roisl.0067s0071.1.p	Np006G3212500
OG0011500	Roisl.0067s0079.1.p	Np006G3214100
OG0011501	Roisl.0067s0082.1.p	Np006G3214400
OG0011502	Roisl.0035s0005.1.p	Np005G3062000
OG0011503	Roisl.0035s0026.1.p	Np006G3218300, Np004G2414600
OG0011504	Roisl.0035s0040.1.p	Np006G3238100, Np006G3220500
OG0011505	Roisl.0035s0063.1.p	Np006G3223800
OG0011506	Roisl.0035s0075.1.p	Np006G3225800
OG0011507	Roisl.0035s0084.1.p	Np006G3226800
OG0011508	Roisl.0035s0132.1.p	Np004G1992900
OG0011509	Roisl.0035s0136.1.p	Np006G3232100
OG0011510	Roisl.0035s0158.1.p	Np006G3235500
OG0011511	Roisl.0035s0160.1.p	Np006G3235800
OG0011512	Roisl.0035s0169.1.p	Np006G3236700
OG0011513	Roisl.0035s0189.1.p	Np006G3240200
OG0011514	Roisl.0028s0034.1.p	Np006G3242700
OG0011515	Roisl.0028s0048.1.p	Np006G3244600
OG0011516	Roisl.0028s0124.1.p	Np006G3254400
OG0011517	Roisl.0028s0135.1.p	Np006G3256000
OG0011518	Roisl.0028s0189.1.p	Np006G3261900, Np006G3261800
OG0011519	Roisl.0028s0192.1.p	Np006G3262200
OG0011520	Roisl.0028s0217.1.p	Np006G3264800
OG0011521	Roisl.0028s0218.1.p	Np006G3264900
OG0011522	Roisl.0028s0291.1.p	Np006G3273000
OG0011524	Roisl.0028s0299.1.p	Np006G3274900
OG0011525	Roisl.0028s0300.1.p	Np006G3275000
OG0011526	Roisl.0028s0303.1.p	Np006G3275400
OG0011527	Roisl.0028s0306.1.p	Np006G3275600
OG0011528	Roisl.0028s0319.1.p	Np006G3277500
OG0011529	Roisl.0028s0322.1.p	Np006G3278300
OG0011530	Roisl.0214s0504.1.p	Np003G1440600
OG0011531	Roisl.0028s0344.1.p	Np006G3281100
OG0011532	Roisl.0028s0405.1.p	Np006G3289300, Np006G3289600
OG0011533	Roisl.0028s0412.1.p	Np006G3290400
OG0011534	Roisl.0028s0445.1.p	Np006G3297800
OG0011535	Roisl.0028s0443.1.p	Np006G3296900
OG0011536	Roisl.0028s0442.1.p	Np006G3296700
OG0011537	Roisl.0028s0436.1.p	Np006G3295900
OG0011538	Roisl.0028s0457.1.p	Np006G3299200, Np006G3299500, Np006G3298600
OG0011539	Roisl.0028s0460.1.p	Np006G3299800
OG0011540	Roisl.0028s0464.1.p	Np006G3300100
OG0011541	Roisl.0028s0465.1.p	Np006G3300200
OG0011542	Roisl.0028s0471.1.p	Np006G3301000
OG0011543	Roisl.0028s0480.1.p	Np006G3301900
OG0011544	Roisl.0005s0042.1.p	Np001G0310700
OG0011547	Roisl.0005s0045.1.p	Np001G0169900
OG0011548	Roisl.0005s0067.1.p	Np006G3649800, Np001G0332100
OG0011549	Roisl.0016s0098.1.p	Np007G4244900
OG0011550	Roisl.0016s0108.1.p	Np007G4243600
OG0011551	Roisl.0016s0109.1.p	Np007G4243500
OG0011552	Roisl.0016s0122.1.p	Np007G4240900
OG0011553	Roisl.0016s0140.1.p	Np007G4238300
OG0011554	Roisl.0016s0152.1.p	Np007G4236800
OG0011555	Roisl.0016s0212.1.p	Np007G4230100
OG0011556	Roisl.0016s0248.1.p	Np007G4225500
OG0011557	Roisl.0016s0256.1.p	Np007G4224900
OG0011558	Roisl.0016s0298.1.p	Np007G4218500
OG0011559	Roisl.0016s0304.1.p	Np007G4217200
OG0011560	Roisl.0016s0313.1.p	Np007G4216000
OG0011561	Roisl.0016s0319.1.p	Np007G4215400
OG0011562	Roisl.0016s0344.1.p	Np007G4214400, Np007G4212300
OG0011563	Roisl.0016s0357.1.p	Np007G4208900
OG0011564	Roisl.0016s0364.1.p	Np007G4208700
OG0011565	Roisl.0016s0368.1.p	Np007G4207900
OG0011566	Roisl.0016s0386.1.p	Np007G4205300
OG0011569	Roisl.0209s0007.1.p	Np007G4200100
OG0011571	Roisl.0039s0041.1.p	Np007G4192600
OG0011572	Roisl.0039s0063.1.p	Np007G4189200
OG0011573	Roisl.0039s0090.1.p	Np007G4185600
OG0011574	Roisl.0039s0099.1.p	Np007G4184700
OG0011575	Roisl.0039s0102.1.p	Np007G4184100
OG0011576	Roisl.0019s0625.1.p	Np002G0870000
OG0011578	Roisl.0039s0155.1.p	Np007G4176100
OG0011579	Roisl.0079s0014.1.p	Np007G4172300
OG0011580	Roisl.0079s0034.1.p	Np007G4169200
OG0011581	Roisl.0079s0070.1.p	Np007G4164000
OG0011582	Roisl.0079s0076.1.p	Np007G4163200, Np001G0700400
OG0011583	Roisl.0079s0078.1.p	Np007G4162900
OG0011584	Roisl.0079s0085.1.p	Np007G4162100
OG0011585	Roisl.0079s0109.1.p	Np001G0314700, Np007G4158400
OG0011586	Roisl.0079s0200.1.p, Roisl.0214s0714.1.p	Np007G4146100
OG0011587	Roisl.0079s0208.1.p	Np007G4145000
OG0011588	Roisl.0079s0231.1.p	Np007G4142800
OG0011589	Roisl.0079s0233.1.p	Np002G0877000, Np007G4142300
OG0011590	Roisl.0079s0253.1.p	Np007G4139800
OG0011591	Roisl.0079s0284.1.p	Np007G4136100, Np007G4135900
OG0011592	Roisl.0079s0290.1.p	Np007G4135100
OG0011593	Roisl.0079s0300.1.p	Np007G4134300
OG0011594	Roisl.0079s0304.1.p	Np007G4133900
OG0011595	Roisl.0079s0322.1.p	Np007G4131300, Np007G4005500
OG0011596	Roisl.0074s1042.1.p, Roisl.0079s0347.1.p	Np007G4127800
OG0011597	Roisl.0074s1036.1.p	Np007G4127600
OG0011598	Roisl.0074s1031.1.p	Np007G4127000
OG0011599	Roisl.0074s1010.1.p	Np007G4121900
OG0011600	Roisl.0074s1000.1.p	Np007G4120600
OG0011601	Roisl.0074s0996.1.p	Np007G4120100
OG0011602	Roisl.0074s0975.1.p	Np007G4118400
OG0011603	Roisl.0074s0947.1.p	Np007G4114700
OG0011604	Roisl.0074s0939.1.p	Np007G4113500
OG0011605	Roisl.0074s0913.1.p	Np007G4110500
OG0011606	Roisl.0074s0896.1.p	Np007G4108600
OG0011607	Roisl.0074s0875.1.p	Np007G4105200
OG0011608	Roisl.0074s0856.1.p	Np004G2186700, Np007G4102800
OG0011609	Roisl.0074s0841.1.p	Np007G4100600
OG0011610	Roisl.0074s0816.1.p	Np007G4097000
OG0011611	Roisl.0074s0814.1.p	Np007G4096700
OG0011612	Roisl.0074s0808.1.p	Np007G4096000
OG0011613	Roisl.0074s0794.1.p	Np007G4093600
OG0011614	Roisl.0074s0787.1.p	Np007G4092900
OG0011615	Roisl.0074s0782.1.p	Np007G4092300
OG0011616	Roisl.0074s0768.1.p	Np007G4090300
OG0011617	Roisl.0074s0761.1.p	Np007G4089500
OG0011619	Roisl.0074s0734.1.p	Np007G4086500
OG0011620	Roisl.0074s0708.1.p	Np007G4083900
OG0011621	Roisl.0074s0683.1.p	Np007G4080100
OG0011622	Roisl.0074s0679.1.p	Np007G4079700
OG0011623	Roisl.0074s0671.1.p	Np007G4078900
OG0011624	Roisl.0074s0669.1.p	Np007G4078700
OG0011625	Roisl.0074s0599.1.p	Np007G4066000
OG0011626	Roisl.0019s0513.1.p	Np002G0856900
OG0011627	Roisl.0074s0574.1.p	Np007G4062900
OG0011628	Roisl.0074s0554.1.p	Np007G4059700
OG0011629	Roisl.0074s0536.1.p	Np007G4057900
OG0011630	Roisl.0074s0527.1.p	Np007G4056600
OG0011631	Roisl.0074s0509.1.p	Np007G4053700
OG0011632	Roisl.0074s0494.1.p	Np007G4051900
OG0011633	Roisl.0074s0476.1.p	Np006G3239500, Np007G4049300
OG0011634	Roisl.0074s0469.1.p	Np007G4048200
OG0011635	Roisl.0074s0459.1.p	Np007G4047000
OG0011636	Roisl.0074s0447.1.p	Np007G4045500
OG0011637	Roisl.0074s0432.1.p	Np007G4042500
OG0011638	Roisl.0074s0401.1.p	Np007G4035300
OG0011639	Roisl.0074s0373.1.p	Np007G3900100
OG0011640	Roisl.0074s0371.1.p	Np007G3900300
OG0011642	Roisl.0074s0339.1.p, Roisl.0184s0216.1.p	Np007G3903400
OG0011643	Roisl.0213s0349.1.p, Roisl.0074s0322.1.p	Np007G3904900
OG0011644	Roisl.0074s0309.1.p	Np007G3907200
OG0011645	Roisl.0074s0260.1.p	Np007G3915700
OG0011646	Roisl.0074s0254.1.p	Np007G3916800
OG0011647	Roisl.0074s0177.1.p	Np007G3928600
OG0011648	Roisl.0074s0143.1.p	Np007G3946200
OG0011649	Roisl.0074s0115.1.p	Np007G3939700
OG0011650	Roisl.0074s0109.1.p	Np007G3940400
OG0011651	Roisl.0074s0104.1.p	Np007G3940900
OG0011652	Roisl.0074s0094.1.p	Np007G3942700
OG0011653	Roisl.0074s0091.1.p	Np007G3943100
OG0011654	Roisl.0074s0079.1.p	Np007G3945300
OG0011655	Roisl.0074s0069.1.p	Np007G3947000
OG0011656	Roisl.0074s0060.1.p	Np007G3949100
OG0011658	Roisl.0011s0034.1.p	Np001G0278200
OG0011659	Roisl.0074s0040.1.p	Np007G3952700
OG0011660	Roisl.0074s0038.1.p	Np007G3952800
OG0011661	Roisl.0074s0015.1.p	Np007G3958800
OG0011663	Roisl.0028s0017.1.p	Np007G3964600
OG0011664	Roisl.0115s0281.1.p	Np007G3970800
OG0011665	Roisl.0115s0306.1.p	Np007G3976900
OG0011666	Roisl.0115s0355.1.p	Np007G3993500, Np003G1430900
OG0011667	Roisl.0115s0363.1.p	Np007G3996500
OG0011669	Roisl.0115s0463.1.p	Np007G3811400
OG0011670	Roisl.0115s0469.1.p	Np007G3812000
OG0011671	Roisl.0031s0049.1.p	Np003G1649700
OG0011672	Roisl.0009s0309.1.p	Np005G3158600
OG0011673	Roisl.0009s0311.1.p	Np005G3158400
OG0011674	Roisl.0070s0010.1.p	Np005G3155400
OG0011675	Roisl.0070s0016.1.p	Np005G3154600
OG0011676	Roisl.0070s0018.1.p	Np005G3154200
OG0011677	Roisl.0213s0830.1.p	Np005G3144200
OG0011678	Roisl.0213s0824.1.p	Np005G3143300
OG0011679	Roisl.0213s0814.1.p	Np005G3140400
OG0011680	Roisl.0213s0801.1.p	Np005G3138600, Np003G1376300
OG0011681	Roisl.0213s0791.1.p	Np005G3135200
OG0011682	Roisl.0064s0041.1.p	Np005G3125200
OG0011683	Roisl.0210s2197.1.p	Np005G3115600
OG0011684	Roisl.0210s2230.1.p	Np005G3111700
OG0011685	Roisl.0008s0112.1.p	Np005G3111300
OG0011686	Roisl.0055s0044.1.p	Np001G0181700
OG0011687	Roisl.0053s0306.1.p	Np007G3854100
OG0011688	Roisl.0053s0329.1.p	Np007G3849200
OG0011689	Roisl.0213s0775.1.p, Roisl.0053s0331.1.p	Np007G3848800
OG0011690	Roisl.0053s0372.1.p	Np007G3843200
OG0011691	Roisl.0053s0376.1.p	Np007G3842800
OG0011693	Roisl.0053s0392.1.p	Np007G3840700, Np007G3840600
OG0011694	Roisl.0053s0401.1.p	Np007G3839900
OG0011695	Roisl.0053s0408.1.p	Np007G3839200
OG0011696	Roisl.0046s1569.1.p	Np007G3838900
OG0011697	Roisl.0115s0552.1.p	Np007G3826000
OG0011698	Roisl.0115s0601.1.p	Np007G3832900
OG0011699	Roisl.0024s0004.1.p	Np002G0952000
OG0011700	Roisl.0115s0580.1.p	Np007G3830000
OG0011701	Roisl.0115s0569.1.p	Np007G3827400
OG0011702	Roisl.0115s0538.1.p	Np007G3822500, Np007G3818100
OG0011703	Roisl.0115s0521.1.p	Np007G3819700
OG0011704	Roisl.0115s0513.1.p	Np007G3816000, Np007G3817400
OG0011705	Roisl.0191s0416.1.p	Np004G2090900
OG0011706	Roisl.0003s0046.1.p, Roisl.0003s0049.1.p	Np005G2733700
OG0011707	Roisl.0003s0034.1.p	Np005G2735600, Np005G2735400
OG0011708	Roisl.0003s0022.1.p	Np005G2741600
OG0011709	Roisl.0044s0137.1.p	Np005G2745600
OG0011710	Roisl.0024s0022.1.p	Np002G0947000
OG0011711	Roisl.0024s0016.1.p	Np002G0949800
OG0011712	Roisl.0209s0058.1.p	Np002G0968300
OG0011713	Roisl.0209s0061.1.p	Np002G0968100
OG0011714	Roisl.0195s0020.1.p	Np002G1012200
OG0011715	Roisl.0022s0040.1.p	Np002G0986500
OG0011716	Roisl.0083s0047.1.p	Np002G1034700
OG0011717	Roisl.0189s0039.1.p	Np002G1051700
OG0011718	Roisl.0071s0007.1.p	Np002G1063200
OG0011719	Roisl.0089s0004.1.p	Np002G1065000
OG0011720	Roisl.0184s0056.1.p	Np002G1067500
OG0011721	Roisl.0210s1611.1.p	Np003G1468700
OG0011722	Roisl.0210s1580.1.p	Np003G1465100
OG0011723	Roisl.0210s1570.1.p	Np003G1464400
OG0011724	Roisl.0210s1550.1.p	Np005G3084200, Np003G1460000
OG0011725	Roisl.0210s1539.1.p	Np003G1458600
OG0011726	Roisl.0046s0469.1.p	Np001G0157000
OG0011727	Roisl.0068s0002.1.p	Np001G0160300, Np001G0159100
OG0011728	Roisl.0036s0087.1.p	Np001G0164200
OG0011729	Roisl.0014s0117.1.p	Np001G0173500
OG0011730	Roisl.0046s1214.1.p	Np001G0545800
OG0011731	Roisl.0046s1207.1.p	Np001G0544800
OG0011732	Roisl.0046s1179.1.p	Np001G0541000
OG0011733	Roisl.0046s1176.1.p	Np001G0540700
OG0011734	Roisl.0046s1170.1.p	Np001G0539700
OG0011735	Roisl.0046s1168.1.p	Np001G0539500
OG0011736	Roisl.0046s1164.1.p	Np001G0539200
OG0011737	Roisl.0046s1158.1.p	Np001G0538500
OG0011738	Roisl.0046s1150.1.p	Np001G0537500
OG0011739	Roisl.0009s0013.1.p	Np005G3201800
OG0011740	Roisl.0046s1117.1.p, Roisl.0046s1129.1.p	Np001G0535400
OG0011741	Roisl.0046s1107.1.p	Np001G0533800
OG0011742	Roisl.0046s1100.1.p	Np001G0533100
OG0011743	Roisl.0046s1099.1.p	Np001G0533000
OG0011744	Roisl.0210s0006.1.p	Np004G2599100
OG0011745	Roisl.0210s0012.1.p	Np004G2598600
OG0011746	Roisl.0210s0035.1.p	Np004G2596200
OG0011747	Roisl.0210s0054.1.p	Np004G2594200
OG0011748	Roisl.0210s0073.1.p	Np004G2592200
OG0011749	Roisl.0210s0086.1.p	Np004G2589900
OG0011750	Roisl.0210s0087.1.p	Np004G2589500
OG0011751	Roisl.0210s0090.1.p	Np004G2589200
OG0011752	Roisl.0210s0093.1.p	Np004G2589000
OG0011754	Roisl.0210s0105.1.p	Np004G2587500
OG0011755	Roisl.0210s0110.1.p	Np005G2806300, Np005G2806100, Np004G2587100
OG0011756	Roisl.0210s0112.1.p	Np004G2586900
OG0011757	Roisl.0210s0119.1.p	Np004G2586100
OG0011758	Roisl.0210s0138.1.p	Np004G2584100
OG0011759	Roisl.0210s0173.1.p	Np001G0350600, Np004G2579900
OG0011760	Roisl.0210s0177.1.p	Np004G2579500
OG0011761	Roisl.0210s0194.1.p	Np001G0140500
OG0011762	Roisl.0210s0196.1.p, Roisl.0091s0865.1.p	Np004G2577600
OG0011763	Roisl.0210s0201.1.p	Np004G2577100
OG0011764	Roisl.0210s0227.1.p	Np004G2574600
OG0011765	Roisl.0210s0238.1.p	Np004G2574200
OG0011766	Roisl.0210s0254.1.p	Np004G2572300
OG0011767	Roisl.0210s0297.1.p	Np004G2568100
OG0011768	Roisl.0210s0312.1.p	Np004G2566300
OG0011769	Roisl.0210s0313.1.p	Np004G2565900
OG0011770	Roisl.0210s0364.1.p	Np004G2560000
OG0011771	Roisl.0210s0371.1.p	Np004G2559400
OG0011772	Roisl.0210s0378.1.p	Np004G2558900
OG0011773	Roisl.0210s0380.1.p	Np004G2558700
OG0011775	Roisl.0091s0711.1.p	Np004G2555200
OG0011776	Roisl.0091s0726.1.p	Np004G2553600
OG0011777	Roisl.0091s0729.1.p	Np004G2553400
OG0011778	Roisl.0091s0738.1.p	Np004G2552900
OG0011779	Roisl.0210s0525.1.p	Np004G2545100
OG0011781	Roisl.0091s0818.1.p	Np004G2543200
OG0011783	Roisl.0091s0843.1.p	Np004G2539500
OG0011784	Roisl.0091s0857.1.p	Np004G2538000
OG0011785	Roisl.0091s0896.1.p	Np004G2534900
OG0011786	Roisl.0091s0909.1.p	Np004G2533300
OG0011787	Roisl.0091s0913.1.p	Np004G2532800
OG0011788	Roisl.0091s0927.1.p	Np004G2531100
OG0011789	Roisl.0091s0968.1.p	Np004G2526400
OG0011790	Roisl.0091s0979.1.p	Np004G2525200
OG0011791	Roisl.0008s0255.1.p	Np005G2823200
OG0011792	Roisl.0091s0992.1.p	Np004G2523400
OG0011793	Roisl.0091s1005.1.p	Np004G2522200
OG0011794	Roisl.0091s1054.1.p	Np004G2517100
OG0011795	Roisl.0091s1075.1.p	Np004G2514600
OG0011796	Roisl.0053s0167.1.p	Np007G3877500
OG0011797	Roisl.0091s1092.1.p	Np004G2512700
OG0011798	Roisl.0091s1136.1.p	Np004G2508400
OG0011799	Roisl.0091s1142.1.p	Np004G2507500
OG0011800	Roisl.0091s1156.1.p	Np004G2505700
OG0011801	Roisl.0189s0139.1.p	Np003G1664600
OG0011802	Roisl.0091s1161.1.p	Np004G2505100
OG0011803	Roisl.0091s1167.1.p	Np004G2504300
OG0011804	Roisl.0091s1170.1.p	Np004G2504000
OG0011805	Roisl.0091s1179.1.p	Np004G2502900, Np004G2450000
OG0011806	Roisl.0214s0801.1.p, Roisl.0091s1195.1.p	Np004G2500900
OG0011807	Roisl.0021s0039.1.p	Np004G2490900
OG0011808	Roisl.0091s1205.1.p	Np004G2499800
OG0011809	Roisl.0091s1229.1.p	Np004G2497100
OG0011810	Roisl.0091s1237.1.p	Np004G2496200, Np004G2496300
OG0011811	Roisl.0091s1239.1.p	Np004G2496000
OG0011812	Roisl.0021s0012.1.p	Np004G2493300
OG0011813	Roisl.0021s0033.1.p	Np004G2491500
OG0011814	Roisl.0191s0242.1.p, Roisl.0021s0053.1.p, Roisl.0213s0812.1.p	Np004G2488500
OG0011815	Roisl.0021s0117.1.p	Np004G2482200, Np007G3865100
OG0011816	Roisl.0022s0372.1.p	Np005G2785100
OG0011817	Roisl.0021s0143.1.p	Np004G2479300
OG0011818	Roisl.0021s0167.1.p	Np004G2477200
OG0011820	Roisl.0021s0177.1.p	Np004G2476000
OG0011821	Roisl.0021s0210.1.p	Np006G3347900, Np004G2472400
OG0011822	Roisl.0021s0227.1.p	Np004G2468900
OG0011823	Roisl.0021s0266.1.p	Np004G2463300
OG0011824	Roisl.0021s0281.1.p	Np004G2460700
OG0011825	Roisl.0021s0282.1.p	Np004G2460600
OG0011826	Roisl.0021s0293.1.p	Np004G2458900
OG0011827	Roisl.0021s0297.1.p	Np004G2458500
OG0011828	Roisl.0021s0299.1.p	Np004G2458300
OG0011829	Roisl.0021s0313.1.p	Np004G2457000
OG0011830	Roisl.0021s0325.1.p	Np004G2455500
OG0011831	Roisl.0021s0341.1.p	Np004G2452800
OG0011832	Roisl.0021s0367.1.p	Np004G2448600
OG0011833	Roisl.0021s0372.1.p	Np004G2447900
OG0011834	Roisl.0021s0416.1.p	Np004G2441600
OG0011835	Roisl.0021s0429.1.p	Np004G2440000
OG0011836	Roisl.0021s0430.1.p	Np004G2439900
OG0011837	Roisl.0021s0436.1.p	Np004G2437200
OG0011838	Roisl.0021s0451.1.p	Np004G2434000
OG0011839	Roisl.0021s0459.1.p	Np004G2433200
OG0011840	Roisl.0021s0485.1.p	Np004G2430400, Np004G2430700
OG0011841	Roisl.0007s0766.1.p	Np004G2429500
OG0011842	Roisl.0007s0765.1.p	Np004G2429300
OG0011843	Roisl.0007s0666.1.p	Np004G2417700
OG0011844	Roisl.0007s0664.1.p	Np004G2417500
OG0011845	Roisl.0007s0659.1.p	Np004G2417000
OG0011846	Roisl.0007s0619.1.p	Np004G2412500
OG0011848	Roisl.0007s0612.1.p	Np004G2269300, Np004G2411600, Np004G2411900
OG0011849	Roisl.0007s0576.1.p	Np004G2407600
OG0011850	Roisl.0007s0568.1.p	Np004G2406900
OG0011852	Roisl.0007s0526.1.p	Np004G2401800
OG0011853	Roisl.0007s0502.1.p	Np004G2399700
OG0011854	Roisl.0007s0493.1.p	Np004G2398600
OG0011855	Roisl.0007s0463.1.p	Np004G2394800
OG0011857	Roisl.0007s0446.1.p	Np004G2393400
OG0011858	Roisl.0007s0409.1.p	Np004G2389700
OG0011859	Roisl.0007s0407.1.p	Np004G2389500
OG0011860	Roisl.0007s0392.1.p	Np004G2387800
OG0011861	Roisl.0007s0360.1.p	Np004G2383100
OG0011862	Roisl.0007s0352.1.p	Np004G2382200
OG0011863	Roisl.0007s0350.1.p	Np004G2381900
OG0011864	Roisl.0007s0345.1.p	Np004G2381100
OG0011865	Roisl.0007s0339.1.p	Np004G2380500
OG0011866	Roisl.0007s0319.1.p	Np004G2377300
OG0011867	Roisl.0007s0293.1.p	Np004G2373900
OG0011868	Roisl.0007s0292.1.p	Np004G2373800
OG0011869	Roisl.0007s0257.1.p	Np004G2369800
OG0011870	Roisl.0007s0204.1.p	Np004G2364500
OG0011871	Roisl.0007s0180.1.p	Np004G2360600
OG0011872	Roisl.0007s0178.1.p	Np004G2359800
OG0011873	Roisl.0007s0173.1.p	Np004G2359300
OG0011874	Roisl.0007s0140.1.p	Np004G2355600
OG0011875	Roisl.0007s0131.1.p	Np004G2354500
OG0011876	Roisl.0007s0124.1.p	Np004G2354200
OG0011877	Roisl.0007s0098.1.p	Np004G2351500
OG0011878	Roisl.0007s0092.1.p	Np004G2350800
OG0011879	Roisl.0007s0088.1.p	Np004G2350300
OG0011880	Roisl.0007s0078.1.p	Np004G2349300
OG0011881	Roisl.0007s0076.1.p	Np004G2349100
OG0011882	Roisl.0213s0862.1.p	Np002G0978900
OG0011883	Roisl.0007s0057.1.p	Np004G2347300
OG0011884	Roisl.0007s0056.1.p	Np004G2347200
OG0011885	Roisl.0007s0050.1.p	Np004G2346200, Np001G0298700
OG0011886	Roisl.0049s0076.1.p	Np004G2336000
OG0011887	Roisl.0049s0077.1.p	Np004G2335900
OG0011888	Roisl.0191s0100.1.p	Np004G2319000
OG0011889	Roisl.0002s0022.1.p	Np005G3000900
OG0011890	Roisl.0191s0108.1.p	Np004G2317300
OG0011891	Roisl.0006s0549.1.p	Np006G3666900
OG0011892	Roisl.0191s0122.1.p	Np004G2312800
OG0011893	Roisl.0191s0127.1.p	Np004G2312300
OG0011894	Roisl.0019s0356.1.p	Np002G0835500
OG0011895	Roisl.0053s0090.1.p	Np005G3106500
OG0011896	Roisl.0019s0362.1.p	Np002G0836100
OG0011897	Roisl.0025s0099.1.p, Roisl.0025s0097.1.p	Np001G0196400
OG0011898	Roisl.0019s0403.1.p	Np002G0839300
OG0011899	Roisl.0019s0420.1.p, Roisl.0019s0419.1.p, Roisl.0019s0421.1.p	Np002G0841500
OG0011900	Roisl.0019s0426.1.p	Np002G0843000
OG0011902	Roisl.0019s0488.1.p	Np002G0849000, Np002G0853500
OG0011903	Roisl.0019s0511.1.p	Np002G0856400
OG0011904	Roisl.0209s0150.1.p	Np004G2056900
OG0011905	Roisl.0189s0092.1.p	Np006G3636600
OG0011906	Roisl.0010s0154.1.p	Np002G1223600
OG0011907	Roisl.0010s0107.1.p	Np002G1212700
OG0011908	Roisl.0010s0108.1.p	Np002G1212600
OG0011909	Roisl.0010s0082.1.p	Np002G1210000
OG0011910	Roisl.0010s0081.1.p	Np002G1209700
OG0011911	Roisl.0010s0068.1.p	Np002G1207400
OG0011912	Roisl.0209s0567.1.p	Np002G1198900
OG0011913	Roisl.0209s0571.1.p	Np002G1198800
OG0011914	Roisl.0209s0578.1.p	Np002G1197500
OG0011915	Roisl.0209s0637.1.p	Np002G1189100
OG0011916	Roisl.0209s0648.1.p	Np002G1187600
OG0011917	Roisl.0209s0654.1.p	Np002G1187200
OG0011918	Roisl.0209s0673.1.p	Np002G1185600
OG0011919	Roisl.0038s0061.1.p	Np007G3895300
OG0011921	Roisl.0209s0775.1.p	Np002G1172600
OG0011922	Roisl.0214s0564.1.p	Np002G1165700
OG0011923	Roisl.0214s0586.1.p	Np002G1161500
OG0011924	Roisl.0214s0611.1.p	Np002G1158600, Np002G1159100
OG0011925	Roisl.0214s0620.1.p	Np002G1157300
OG0011926	Roisl.0214s0623.1.p	Np002G1156900
