Orthogroup	Euclidium_syriacum	Erysimum_linariifolium
OG0007341	ESY1_g10822_DN3_SP8_c0.t1	El001G025740
OG0007342	ESY1_g10745_DN3_SP1_c0.t1	El001G026470
OG0007344	ESY1_g10676_DN3_SP8_c0.t1	El001G027030
OG0007345	ESY1_g10516_DN3_SP3_c0.t1	El001G027830
OG0007346	ESY1_g11786_DN3_SP8_c0.t1	El001G028200
OG0007347	ESY1_g11397_DN3_SP8_c0.t1	El001G030310
OG0007348	ESY1_g11395_DN3_SP8_c0.t1	El001G030330
OG0007349	ESY1_g11861_DN3_SP4_c0.t1	El003G174740, El001G031200
OG0007350	ESY1_g12126_DN3_SP8_c0.t1, ESY12_g51944_DN3_SP1_c0.t1	El001G032370
OG0007351	ESY1_g12151_DN1_SP4_c0.t1	El001G032580
OG0007352	ESY1_g12272_DN3_SP7_c0.t1	El001G033220
OG0007353	ESY1_g12407_DN3_SP0_c0.t1	El001G034300
OG0007354	ESY1_g12417_DN3_SP8_c8.t1	El001G034390
OG0007355	ESY1_g12558_DN3_SP6_c0.t1	El001G035520
OG0007356	ESY2_g37081_DN3_SP0_c0.t1	El002G137140
OG0007357	ESY9_g45424_DN3_SP0_c0.t1	El006G291110
OG0007358	ESY10_g15017_DN3_SP0_c0.t1	El007G337950
OG0007361	ESY10_g14749_DN3_SP7_c0.t1	El007G366920
OG0007364	ESY16_g61687_DN3_SP0_c0.t1	El006G296710
OG0007367	ESY3_g28358_DN3_SP0_c0.t1	El005G265230
OG0007368	ESY2_g36027_DN3_SP0_c0.t1, ESY10_g14555_DN2_SP0_c0.t1	El004G227910
OG0007370	ESY4_g25059_DN3_SP2_c0.t1	El003G150820
OG0007372	ESY5_g5004_DN2_SP0_c0.t1	El002G086450
OG0007373	ESY5_g3793_DN3_SP3_c0.t1	El002G095800
OG0007374	ESY3_g29766_DN3_SP0_c0.t1	El005G254620
OG0007375	ESY7_g18271_DN3_SP0_c18.t1	El003G184700
OG0007376	ESY3_g30649_DN3_SP0_c3.t1	El005G252650
OG0007379	ESY7_g18408_DN3_SP0_c0.t1	El001G068600
OG0007380	ESY9_g43547_DN3_SP0_c0.t1	El003G163950, El003G163970
OG0007382	ESY11_g54880_DN3_SP0_c0.t1	El003G168540, El003G168530
OG0007383	ESY3_g32429_DN3_SP0_c0.t1	El006G296930
OG0007384	ESY4_g25524_DN3_SP0_c0.t1	El007G349360, El001G009060, El001G009070
OG0007385	ESY7_g17215_DN3_SP0_c0.t1	El001G063840
OG0007386	ESY10_g15745_DN3_SP0_c0.t1	El001G048190
OG0007387	ESY6_g48276_DN3_SP0_c0.t1	El007G335470, El007G335460, El002G119690
OG0007388	ESY6_g48424_DN3_SP3_c3.t1	El007G334390
OG0007392	ESY1_g10513_DN3_SP0_c0.t1	El002G109540
OG0007393	ESY11_g54323_DN3_SP0_c0.t1	El005G276990, El005G277000
OG0007396	ESY10_g14143_DN3_SP0_c0.t1	El001G038910, El001G038930, El001G038900
OG0007397	ESY2_g38415_DN2_SP0_c0.t1, ESY2_g38871_DN2_SP0_c0.t1, ESY1_g9130_DN2_SP0_c0.t1, ESY13_g56910_DN1_SP0_c0.t1	El006G288450, El005G268360, El006G318630, El001G040580, El005G250930, El001G035860, El001G000390
OG0007398	ESY1_g8044_DN2_SP0_c0.t1	El001G015530, El001G015520
OG0007400	ESY6_g46675_DN3_SP0_c0.t1	El007G341660, El007G341650
OG0007413	ESY4_g23940_DN2_SP7_c0.t1	El003G155690
OG0007414	ESY4_g24016_DN3_SP0_c0.t1, ESY5_g5173_DN3_SP1_c0.t1	El003G155400
OG0007415	ESY4_g24021_DN3_SP8_c0.t1	El003G155380
OG0007416	ESY4_g24133_DN2_SP1_c0.t1	El003G155210
OG0007417	ESY4_g24165_DN3_SP8_c0.t1	El003G155120
OG0007418	ESY4_g24197_DN3_SP0_c0.t1	El003G154990
OG0007419	ESY34_g45717_DN3_SP1_c0.t1	El003G153850, El003G153980
OG0007420	ESY4_g24397_DN3_SP0_c0.t1	El003G153610
OG0007421	ESY4_g24432_DN3_SP8_c0.t1	El003G153350
OG0007422	ESY4_g24477_DN3_SP0_c0.t1	El003G153140
OG0007423	ESY4_g24500_DN3_SP8_c10.t1	El003G153060
OG0007424	ESY4_g24571_DN3_SP8_c0.t1	El003G152810
OG0007425	ESY4_g24664_DN3_SP7_c0.t1	El003G152420
OG0007426	ESY4_g24829_DN3_SP4_c17.t1	El003G151800
OG0007427	ESY4_g24857_DN3_SP8_c0.t1	El003G151690
OG0007428	ESY4_g24873_DN2_SP0_c0.t1	El003G151590
OG0007429	ESY4_g24891_DN2_SP0_c0.t1	El003G151550
OG0007430	ESY4_g24904_DN3_SP0_c0.t1	El003G151440
OG0007431	ESY4_g24920_DN3_SP0_c0.t1	El003G151420
OG0007432	ESY4_g24991_DN3_SP0_c0.t1	El003G151200
OG0007433	ESY8_g59128_DN2_SP0_c16.t1	El003G155970
OG0007434	ESY4_g25083_DN3_SP8_c0.t1	El003G150660
OG0007435	ESY4_g25094_DN1_SP0_c0.t1	El003G150650
OG0007436	ESY4_g25098_DN2_SP2_c0.t1	El003G150610
OG0007437	ESY4_g25294_DN3_SP0_c0.t1	El003G150590
OG0007438	ESY4_g25249_DN3_SP0_c0.t1	El003G150480
OG0007439	ESY4_g25205_DN3_SP7_c0.t1	El003G150210
OG0007440	ESY4_g25166_DN3_SP4_c0.t1	El003G149990
OG0007441	ESY4_g25965_DN3_SP4_c34.t1	El003G149450
OG0007442	ESY4_g25983_DN3_SP5_c0.t1	El003G149570
OG0007443	ESY4_g25883_DN3_SP1_c0.t1	El003G149250
OG0007444	ESY4_g25884_DN3_SP5_c0.t1	El003G149260
OG0007445	ESY4_g25803_DN3_SP5_c0.t1	El003G148860
OG0007446	ESY4_g25720_DN3_SP8_c0.t1, ESY8_g58116_DN3_SP0_c0.t1	El003G148270
OG0007448	ESY4_g25691_DN3_SP8_c0.t1	El003G148480
OG0007449	ESY4_g25687_DN3_SP8_c0.t1	El003G148500
OG0007450	ESY4_g25683_DN2_SP7_c0.t1	El003G148560
OG0007451	ESY4_g25626_DN3_SP4_c21.t1	El003G148000
OG0007452	ESY4_g25619_DN3_SP1_c0.t1	El003G147950
OG0007453	ESY4_g25580_DN2_SP0_c0.t1	El003G147860
OG0007454	ESY4_g25577_DN3_SP8_c0.t1	El003G147840
OG0007456	ESY4_g25506_DN3_SP8_c0.t1	El003G147480
OG0007457	ESY16_g61991_DN3_SP0_c0.t1	El002G118170
OG0007458	ESY16_g61907_DN3_SP2_c0.t1	El002G118760
OG0007459	ESY16_g61905_DN3_SP0_c0.t1	El002G118780
OG0007460	ESY16_g61807_DN3_SP6_c0.t1	El002G119140
OG0007461	ESY16_g61764_DN3_SP6_c0.t1	El002G119470
OG0007462	ESY16_g61758_DN3_SP8_c0.t1	El002G119530
OG0007463	ESY16_g61746_DN3_SP0_c0.t1	El002G119620
OG0007464	ESY16_g61544_DN3_SP0_c0.t1	El003G170460
OG0007465	ESY16_g61500_DN3_SP5_c0.t1	El003G170730
OG0007466	ESY16_g61473_DN3_SP3_c0.t1	El003G171200
OG0007467	ESY16_g61456_DN3_SP8_c0.t1	El003G171310
OG0007468	ESY2_g34289_DN3_SP1_c0.t1	El004G210720
OG0007469	ESY2_g34260_DN3_SP2_c5.t1	El004G209200
OG0007470	ESY2_g34189_DN3_SP3_c0.t1	El003G172810
OG0007471	ESY2_g34185_DN3_SP0_c0.t1	El004G206920
OG0007472	ESY7_g18545_DN3_SP6_c0.t1	El001G074310
OG0007473	ESY2_g34073_DN3_SP0_c0.t1, ESY2_g34104_DN3_SP2_c0.t1	El004G204530
OG0007474	ESY2_g34065_DN3_SP1_c0.t1	El004G202480
OG0007475	ESY8_g59626_DN3_SP0_c39.t1	El004G200130
OG0007476	ESY2_g33889_DN3_SP0_c0.t1	El004G199870
OG0007477	ESY5_g3602_DN3_SP3_c0.t1	El002G094210
OG0007479	ESY2_g33816_DN3_SP1_c0.t1	El004G199180
OG0007480	ESY2_g33811_DN3_SP0_c0.t1	El004G199140
OG0007481	ESY10_g14670_DN3_SP8_c0.t1	El001G035980
OG0007482	ESY10_g14657_DN3_SP5_c0.t1, ESY16_g62463_DN3_SP3_c0.t1	El001G036080
OG0007483	ESY10_g14646_DN3_SP2_c0.t1	El001G036170
OG0007484	ESY10_g14549_DN3_SP1_c5.t1	El001G036790
OG0007485	ESY5_g2843_DN3_SP6_c0.t1	El002G098790
OG0007486	ESY10_g14335_DN3_SP8_c0.t1	El001G037950
OG0007487	ESY10_g14309_DN3_SP1_c0.t1	El001G038080
OG0007488	ESY10_g14294_DN3_SP0_c0.t1	El001G038190
OG0007489	ESY10_g14229_DN3_SP3_c0.t1	El001G038430
OG0007490	ESY10_g14195_DN3_SP8_c0.t1	El001G038600
OG0007491	ESY5_g4102_DN3_SP0_c0.t1, ESY5_g4096_DN3_SP0_c0.t1	El002G103450
OG0007493	ESY10_g14027_DN3_SP0_c0.t1	El001G039800
OG0007494	ESY10_g14007_DN1_SP0_c0.t1	El001G040040
OG0007495	ESY10_g13943_DN3_SP8_c0.t1	El001G040740
OG0007496	ESY10_g13930_DN3_SP6_c0.t1	El001G040810
OG0007497	ESY10_g13877_DN3_SP4_c0.t1	El001G041290
OG0007498	ESY10_g13814_DN3_SP5_c0.t1	El001G041560
OG0007499	ESY10_g13799_DN3_SP8_c5.t1	El001G041630, El001G041650
OG0007500	ESY8_g60161_DN3_SP0_c0.t1	El003G192080
OG0007500	ESY10_g13779_DN3_SP0_c0.t1	El001G041690
OG0007501	ESY10_g13758_DN3_SP3_c0.t1	El001G041890
OG0007502	ESY10_g13757_DN3_SP0_c0.t1	El001G041900
OG0007503	ESY10_g13711_DN3_SP3_c0.t1	El001G042250
OG0007504	ESY21_g55763_DN3_SP0_c0.t1	El001G042670
OG0007505	ESY2_g34567_DN3_SP5_c0.t1	El001G045020
OG0007506	ESY2_g34570_DN3_SP8_c0.t1	El001G045070
OG0007507	ESY2_g35098_DN2_SP0_c0.t1	El001G045490, El003G188970
OG0007508	ESY12_g51720_DN3_SP0_c0.t1, ESY2_g35105_DN3_SP0_c0.t1	El001G045630
OG0007509	ESY2_g35154_DN3_SP1_c0.t1	El001G046260
OG0007510	ESY2_g35175_DN3_SP0_c2.t1	El004G217290
OG0007511	ESY2_g35195_DN3_SP0_c0.t1	El004G217070
OG0007512	ESY2_g35215_DN3_SP0_c0.t1	El004G216310
OG0007513	ESY6_g48501_DN2_SP0_c0.t1, ESY2_g35262_DN3_SP0_c0.t1, ESY6_g48502_DN2_SP0_c0.t1	El004G215300
OG0007514	ESY2_g35267_DN3_SP0_c0.t1	El004G215210
OG0007515	ESY2_g35313_DN3_SP0_c0.t1	El004G214250
OG0007516	ESY2_g34380_DN1_SP0_c0.t1	El004G212700
OG0007517	ESY7_g17121_DN3_SP0_c0.t1	El001G063040, El001G064650
OG0007518	ESY2_g33262_DN3_SP7_c0.t1	El004G193960
OG0007519	ESY2_g36246_DN3_SP8_c0.t1	El002G140000
OG0007520	ESY2_g33335_DN3_SP0_c0.t1	El004G194740
OG0007521	ESY2_g33361_DN3_SP0_c0.t1	El004G195110
OG0007522	ESY2_g33448_DN3_SP4_c0.t1	El004G195780
OG0007523	ESY2_g33532_DN3_SP5_c0.t1	El008G369310, El004G196260, El008G369300
OG0007524	ESY2_g33536_DN3_SP0_c0.t1	El004G196350, El008G369180
OG0007525	ESY2_g33564_DN3_SP0_c0.t1, ESY5_g3850_DN3_SP0_c0.t1	El004G196720
OG0007526	ESY2_g33587_DN3_SP8_c0.t1	El004G196980
OG0007527	ESY2_g33674_DN3_SP3_c0.t1	El004G198050
OG0007530	ESY3_g30096_DN3_SP0_c0.t1	El005G248440
OG0007531	ESY3_g30094_DN3_SP8_c0.t1	El005G248420
OG0007532	ESY3_g30093_DN3_SP0_c0.t1	El005G248410
OG0007533	ESY3_g30076_DN2_SP0_c0.t1, ESY3_g30075_DN2_SP3_c0.t1	El005G248270
OG0007534	ESY4_g23878_DN2_SP4_c0.t1	El003G155950
OG0007535	ESY13_g56306_DN3_SP1_c0.t1	El003G158660
OG0007536	ESY13_g56261_DN3_SP3_c0.t1	El003G158520
OG0007537	ESY13_g56222_DN1_SP0_c0.t1, ESY13_g56220_DN2_SP0_c0.t1	El003G158430
OG0007538	ESY12_g50998_DN3_SP2_c0.t1	El006G288650
OG0007539	ESY12_g51617_DN2_SP0_c0.t1	El006G288740
OG0007540	ESY12_g50968_DN3_SP8_c0.t1	El006G288780
OG0007541	ESY3_g30870_DN3_SP0_c0.t1	El005G244340
OG0007542	ESY3_g30838_DN3_SP1_c0.t1, ESY3_g30873_DN3_SP0_c0.t1, ESY3_g30871_DN1_SP0_c0.t1	El005G244350
OG0007543	ESY3_g30878_DN3_SP0_c15.t1	El005G244400
OG0007544	ESY3_g30952_DN2_SP0_c0.t1	El005G244680
OG0007545	ESY3_g30957_DN3_SP1_c0.t1	El005G244720
OG0007546	ESY3_g30982_DN3_SP8_c0.t1	El005G244940
OG0007547	ESY3_g30998_DN3_SP8_c23.t1	El005G245040
OG0007548	ESY7_g19234_DN3_SP8_c0.t1	El001G078930
OG0007549	ESY6_g49319_DN3_SP0_c0.t1	El005G245300
OG0007550	ESY3_g31034_DN1_SP0_c0.t1	El005G245420
OG0007551	ESY3_g31075_DN3_SP8_c0.t1	El005G245690
OG0007552	ESY3_g31105_DN3_SP7_c0.t1	El005G245890
OG0007553	ESY7_g19068_DN3_SP5_c7.t1, ESY6_g46485_DN1_SP0_c0.t1	El001G077950
OG0007554	ESY3_g31153_DN3_SP8_c0.t1	El005G246170
OG0007555	ESY3_g31223_DN3_SP7_c0.t1	El005G246680
OG0007556	ESY3_g31232_DN3_SP1_c20.t1	El005G246740
OG0007557	ESY3_g31246_DN3_SP3_c0.t1	El005G246950
OG0007558	ESY3_g31269_DN3_SP8_c0.t1	El005G247080
OG0007559	ESY3_g31283_DN3_SP1_c0.t1	El005G247280
OG0007560	ESY3_g31326_DN3_SP0_c0.t1	El005G247380
OG0007561	ESY3_g31322_DN3_SP8_c0.t1	El005G247420
OG0007562	ESY3_g31311_DN3_SP2_c0.t1	El005G247540
OG0007563	ESY4_g23889_DN3_SP0_c0.t1	El003G155890
OG0007564	ESY3_g31295_DN3_SP7_c0.t1	El005G247720
OG0007565	ESY3_g31294_DN3_SP0_c12.t1	El005G247730
OG0007567	ESY3_g30057_DN3_SP8_c0.t1	El005G248110
OG0007568	ESY3_g30059_DN3_SP0_c0.t1	El005G248130
OG0007570	ESY15_g65183_DN3_SP8_c0.t1	El007G344830
OG0007571	ESY10_g14949_DN3_SP0_c0.t1	El007G365840
OG0007572	ESY1_g6211_DN3_SP0_c0.t1	El002G130140
OG0007573	ESY11_g54649_DN3_SP0_c0.t1	El007G343530
OG0007574	ESY24_g32842_DN2_SP0_c0.t1	El007G343470
OG0007575	ESY12_g52264_DN2_SP0_c0.t1	El007G343370
OG0007576	ESY6_g45843_DN3_SP8_c0.t1	El007G343330
OG0007577	ESY4_g25909_DN3_SP0_c0.t1	El003G149320
OG0007578	ESY6_g46813_DN3_SP0_c0.t1	El007G341140
OG0007579	ESY6_g47358_DN3_SP3_c0.t1	El007G339830
OG0007580	ESY6_g47171_DN3_SP0_c0.t1	El007G339910
OG0007581	ESY6_g47218_DN3_SP8_c0.t1	El007G340040
OG0007582	ESY6_g47192_DN3_SP0_c0.t1	El007G340160
OG0007583	ESY6_g47189_DN3_SP0_c0.t1, ESY6_g48453_DN3_SP0_c0.t1	El007G340190
OG0007584	ESY6_g47362_DN3_SP7_c0.t1	El007G339780, El006G299870
OG0007585	ESY6_g47407_DN3_SP3_c0.t1	El007G339700
OG0007586	ESY6_g47600_DN3_SP8_c0.t1	El007G338550
OG0007587	ESY6_g47548_DN3_SP6_c0.t1	El007G338760
OG0007588	ESY6_g47857_DN3_SP8_c0.t1	El007G338010
OG0007589	ESY6_g47888_DN2_SP0_c0.t1	El007G337830
OG0007590	ESY6_g47966_DN3_SP0_c0.t1	El007G337390
OG0007591	ESY6_g48066_DN3_SP0_c0.t1	El007G336520
OG0007592	ESY6_g48105_DN3_SP0_c0.t1	El007G336260
OG0007593	ESY6_g48159_DN3_SP7_c0.t1	El007G336060
OG0007594	ESY6_g48169_DN3_SP8_c0.t1	El007G335960
OG0007595	ESY5_g3682_DN3_SP0_c0.t1	El002G094840
OG0007596	ESY4_g22208_DN1_SP0_c0.t1, ESY6_g48330_DN3_SP0_c6.t1	El007G335040
OG0007597	ESY6_g48364_DN3_SP3_c0.t1, ESY8_g58143_DN3_SP0_c0.t1	El007G334860
OG0007598	ESY6_g48367_DN3_SP7_c0.t1	El007G334830
OG0007599	ESY6_g48373_DN3_SP0_c0.t1	El007G334750
OG0007600	ESY6_g48429_DN3_SP0_c0.t1	El007G334330
OG0007601	ESY6_g48434_DN1_SP2_c0.t1	El007G334260
OG0007602	ESY6_g48480_DN2_SP4_c0.t1	El007G333930
OG0007603	ESY6_g48513_DN3_SP1_c0.t1	El007G333780
OG0007604	ESY6_g48556_DN3_SP0_c0.t1	El007G333370
OG0007605	ESY1_g11977_DN2_SP0_c0.t1	El001G049450
OG0007606	ESY7_g17765_DN3_SP8_c0.t1	El001G068320
OG0007607	ESY7_g18411_DN3_SP0_c0.t1	El001G068580
OG0007608	ESY7_g18399_DN3_SP6_c0.t1	El001G068660
OG0007609	ESY7_g18392_DN3_SP8_c0.t1	El001G068720
OG0007610	ESY7_g18378_DN3_SP4_c0.t1	El001G068850
OG0007611	ESY7_g18346_DN3_SP2_c0.t1	El001G069110
OG0007612	ESY2_g33797_DN3_SP0_c0.t1, ESY7_g18328_DN2_SP0_c0.t1	El001G069240
OG0007613	ESY7_g18299_DN3_SP0_c0.t1	El001G069400
OG0007614	ESY7_g18291_DN3_SP8_c0.t1	El001G069490
OG0007615	ESY7_g18270_DN2_SP0_c0.t1	El001G069580
OG0007616	ESY7_g18249_DN3_SP8_c0.t1	El001G069760
OG0007617	ESY7_g18191_DN3_SP8_c0.t1	El001G070180
OG0007618	ESY7_g18188_DN2_SP0_c0.t1	El001G070210
OG0007619	ESY7_g18154_DN3_SP1_c0.t1	El001G070440
OG0007620	ESY7_g18117_DN3_SP3_c0.t1	El001G070880
OG0007621	ESY7_g18064_DN3_SP8_c0.t1	El001G071290
OG0007622	ESY7_g17811_DN2_SP0_c0.t1	El001G072810
OG0007623	ESY7_g17783_DN3_SP0_c0.t1	El001G073040
OG0007624	ESY7_g17766_DN3_SP3_c0.t1	El001G073160
OG0007625	ESY7_g18703_DN1_SP0_c0.t1	El001G073250
OG0007626	ESY7_g18649_DN3_SP8_c0.t1	El001G073630
OG0007627	ESY7_g18645_DN2_SP0_c0.t1	El001G073670
OG0007628	ESY7_g18612_DN3_SP8_c0.t1	El001G073900
OG0007629	ESY7_g18517_DN3_SP7_c0.t1	El001G074510
OG0007630	ESY7_g18510_DN3_SP0_c0.t1	El001G074570
OG0007631	ESY9_g42439_DN3_SP0_c0.t1	El003G169700, El003G169640
OG0007632	ESY9_g42505_DN3_SP5_c0.t1	El003G168990
OG0007633	ESY9_g42531_DN3_SP0_c0.t1	El003G168830
OG0007634	ESY9_g42545_DN3_SP1_c0.t1	El003G168710
OG0007635	ESY9_g42552_DN3_SP0_c0.t1	El003G168650
OG0007637	ESY7_g16159_DN3_SP6_c0.t1	El001G005710
OG0007638	ESY9_g42779_DN3_SP8_c0.t1	El003G167420
OG0007640	ESY9_g42896_DN3_SP0_c11.t1	El003G166970
OG0007642	ESY9_g43215_DN3_SP0_c0.t1	El003G165890
OG0007643	ESY9_g43238_DN2_SP0_c0.t1	El003G165730
OG0007643	ESY7_g16672_DN3_SP0_c0.t1	El007G361600
OG0007644	ESY6_g49396_DN3_SP0_c0.t1, ESY5_g5025_DN3_SP0_c0.t1	El007G328570
OG0007645	ESY9_g43315_DN3_SP8_c19.t1	El003G165360
OG0007646	ESY9_g43378_DN3_SP8_c0.t1	El003G165090
OG0007647	ESY7_g16455_DN3_SP0_c0.t1	El001G004770
OG0007648	ESY9_g43528_DN3_SP0_c0.t1	El003G164630
OG0007649	ESY9_g43610_DN3_SP8_c0.t1	El003G164250
OG0007650	ESY9_g43717_DN3_SP3_c0.t1	El003G163590
OG0007651	ESY9_g43737_DN3_SP8_c0.t1	El003G163550
OG0007652	ESY9_g43747_DN2_SP0_c0.t1	El003G163400
OG0007653	ESY9_g43756_DN3_SP0_c0.t1	El003G163250
OG0007654	ESY9_g43784_DN3_SP7_c5.t1	El003G162970
OG0007655	ESY9_g43801_DN3_SP0_c0.t1	El003G162890
OG0007656	ESY9_g43853_DN3_SP0_c0.t1	El003G162790
OG0007657	ESY26_g42324_DN3_SP8_c0.t1	El003G162600
OG0007658	ESY26_g42395_DN3_SP0_c0.t1	El003G162390
OG0007659	ESY26_g42410_DN3_SP0_c0.t1	El003G162320
OG0007660	ESY23_g160_DN3_SP8_c0.t1	El003G161450
OG0007661	ESY23_g210_DN3_SP5_c0.t1	El003G161250
OG0007662	ESY23_g309_DN3_SP0_c0.t1	El003G160960
OG0007663	ESY14_g19780_DN3_SP4_c0.t1	El002G120950
OG0007664	ESY14_g19797_DN3_SP0_c0.t1	El002G120990
OG0007665	ESY14_g19932_DN3_SP0_c0.t1	El002G121160
OG0007666	ESY14_g20154_DN3_SP1_c0.t1	El002G122180
OG0007667	ESY14_g20597_DN3_SP8_c0.t1	El002G123270
OG0007668	ESY14_g21109_DN2_SP8_c0.t1	El002G125120
OG0007669	ESY14_g21495_DN3_SP6_c0.t1	El002G128190
OG0007670	ESY4_g21977_DN3_SP8_c0.t1	El002G130580
OG0007671	ESY4_g21964_DN3_SP2_c0.t1	El002G129400
OG0007672	ESY4_g22568_DN3_SP0_c0.t1	El002G130680
OG0007673	ESY3_g30688_DN3_SP8_c0.t1	El005G242990
OG0007674	ESY4_g22632_DN3_SP3_c0.t1	El002G113720
OG0007675	ESY4_g22670_DN3_SP0_c0.t1	El002G113940
OG0007676	ESY2_g33524_DN3_SP8_c0.t1	El006G315920
OG0007677	ESY4_g22892_DN3_SP0_c0.t1	El002G114230
OG0007678	ESY4_g22926_DN3_SP8_c0.t1	El002G114330
OG0007679	ESY4_g23079_DN3_SP0_c0.t1	El002G115080
OG0007680	ESY7_g16970_DN3_SP0_c0.t1	El002G116360
OG0007681	ESY4_g23638_DN3_SP0_c0.t1	El002G116650
OG0007682	ESY4_g23715_DN3_SP0_c0.t1	El002G117360
OG0007683	ESY9_g43242_DN3_SP0_c0.t1	El002G117380
OG0007684	ESY4_g23779_DN3_SP0_c0.t1, ESY16_g62221_DN3_SP8_c0.t1	El002G117450
OG0007685	ESY4_g25359_DN3_SP0_c0.t1	El003G146740
OG0007686	ESY7_g19362_DN3_SP6_c0.t1	El001G079630
OG0007687	ESY4_g26022_DN3_SP8_c0.t1	El003G146410
OG0007688	ESY4_g26115_DN3_SP0_c0.t1	El003G146240
OG0007689	ESY4_g26123_DN3_SP0_c0.t1, ESY4_g26121_DN3_SP0_c0.t1	El003G146180
OG0007690	ESY4_g26192_DN3_SP1_c0.t1	El003G145900
OG0007691	ESY4_g26250_DN3_SP0_c0.t1	El003G145680
OG0007692	ESY4_g26252_DN3_SP0_c0.t1	El003G145660
OG0007693	ESY4_g26308_DN3_SP6_c0.t1	El003G145430
OG0007694	ESY3_g31065_DN3_SP2_c0.t1	El003G145180
OG0007695	ESY8_g59572_DN3_SP0_c12.t1	El006G318450
OG0007696	ESY4_g26424_DN3_SP1_c0.t1	El003G145030
OG0007697	ESY4_g26537_DN3_SP3_c0.t1	El003G144520
OG0007698	ESY4_g26561_DN3_SP8_c0.t1	El003G144650
OG0007699	ESY4_g26573_DN3_SP0_c0.t1	El003G144360
OG0007700	ESY4_g26574_DN3_SP0_c0.t1	El003G172940, El003G144350
OG0007701	ESY4_g26594_DN3_SP8_c0.t1	El003G144200
OG0007702	ESY4_g26610_DN3_SP2_c0.t1	El003G143910
OG0007703	ESY4_g26642_DN3_SP0_c0.t1	El003G143770
OG0007704	ESY4_g26694_DN3_SP0_c0.t1	El003G143510
OG0007705	ESY4_g26722_DN3_SP0_c0.t1	El003G143270
OG0007706	ESY4_g26752_DN3_SP8_c0.t1	El003G143010
OG0007707	ESY4_g26925_DN3_SP7_c0.t1	El003G141970
OG0007708	ESY17_g39819_DN3_SP0_c0.t1, ESY4_g26146_DN3_SP0_c0.t1	El003G182840
OG0007709	ESY17_g40275_DN3_SP8_c0.t1	El003G185500
OG0007710	ESY8_g60953_DN2_SP0_c0.t1	El003G188450
OG0007711	ESY7_g17355_DN3_SP0_c0.t1	El006G296120
OG0007712	ESY9_g43862_DN3_SP0_c0.t1	El006G296030
OG0007713	ESY9_g43872_DN3_SP6_c0.t1	El006G295940
OG0007714	ESY5_g3427_DN1_SP0_c0.t1	El002G093140
OG0007715	ESY16_g61977_DN3_SP2_c0.t1, ESY7_g18152_DN3_SP3_c0.t1, ESY16_g61982_DN3_SP0_c0.t1	El002G118270
OG0007716	ESY7_g17087_DN3_SP0_c0.t1	El001G062590
OG0007717	ESY9_g43877_DN3_SP4_c0.t1	El006G295820
OG0007719	ESY25_g62807_DN2_SP0_c0.t1	El001G009880
OG0007720	ESY19_g41269_DN2_SP0_c0.t1	El001G010480
OG0007721	ESY19_g41755_DN3_SP0_c0.t1	El001G011150
OG0007722	ESY4_g23339_DN3_SP0_c0.t1	El002G116010
OG0007724	ESY1_g5862_DN3_SP7_c0.t1	El006G297760
OG0007725	ESY1_g6165_DN3_SP1_c0.t1	El006G297880
OG0007726	ESY16_g61723_DN3_SP0_c0.t1	El006G297940
OG0007727	ESY16_g61719_DN3_SP5_c0.t1	El006G297950
OG0007728	ESY1_g6092_DN3_SP0_c0.t1	El006G298370
OG0007729	ESY1_g5978_DN3_SP0_c0.t1	El006G298450
OG0007730	ESY1_g6382_DN3_SP0_c0.t1	El007G357970
OG0007731	ESY25_g62584_DN3_SP8_c0.t1	El001G009020
OG0007732	ESY18_g63806_DN3_SP0_c0.t1	El001G008000
OG0007733	ESY18_g63604_DN3_SP8_c0.t1	El001G007720
OG0007734	ESY18_g63290_DN3_SP0_c0.t1	El001G007330
OG0007735	ESY18_g62969_DN3_SP0_c0.t1	El001G006190
OG0007736	ESY7_g16093_DN2_SP0_c0.t1	El001G005900
OG0007737	ESY7_g16217_DN3_SP0_c0.t1	El001G005590
OG0007738	ESY7_g16382_DN3_SP7_c0.t1	El001G005040
OG0007739	ESY6_g49277_DN3_SP7_c0.t1	El001G060200
OG0007740	ESY7_g16436_DN3_SP0_c0.t1	El001G004940
OG0007741	ESY7_g16647_DN3_SP0_c0.t1	El007G361490
OG0007742	ESY7_g16730_DN3_SP1_c0.t1	El007G363080, El007G363020, El007G362450
OG0007743	ESY7_g16788_DN3_SP0_c0.t1, ESY4_g24308_DN2_SP0_c0.t1	El007G363320
OG0007744	ESY7_g16810_DN3_SP3_c0.t1	El007G363730
OG0007745	ESY7_g16861_DN3_SP0_c0.t1	El007G364150
OG0007746	ESY10_g15247_DN3_SP8_c0.t1	El007G364290
OG0007747	ESY10_g15201_DN3_SP0_c0.t1	El007G364700
OG0007748	ESY10_g15128_DN3_SP0_c0.t1	El007G364520
OG0007749	ESY10_g15106_DN3_SP1_c0.t1	El007G364480
OG0007750	ESY10_g15065_DN3_SP8_c0.t1	El007G365380
OG0007751	ESY7_g19081_DN3_SP0_c0.t1	El001G078020
OG0007752	ESY10_g15034_DN3_SP0_c0.t1	El007G365440
OG0007753	ESY10_g15009_DN3_SP0_c0.t1	El007G365580
OG0007754	ESY10_g14943_DN3_SP1_c0.t1	El007G365890
OG0007755	ESY3_g31919_DN3_SP0_c0.t1	El003G172020, El004G204700
