Orthogroup	Euclidium_syriacum	Cardamine_glauca
OG0005829	ESY15_g64957_DN3_SP2_c0.t1	Cg006G219040
OG0005830	ESY13_g57229_DN3_SP8_c0.t1	Cg006G219150
OG0005831	ESY13_g57604_DN3_SP7_c0.t1	Cg001G016470
OG0005832	ESY8_g59292_DN2_SP0_c0.t1, ESY7_g18711_DN3_SP0_c0.t1	Cg005G187380, Cg005G187370
OG0005833	ESY9_g43540_DN3_SP1_c0.t1	Cg001G015870
OG0005834	ESY13_g56866_DN3_SP1_c0.t1	Cg001G015780
OG0005836	ESY8_g59483_DN3_SP8_c0.t1	Cg005G190540
OG0005837	ESY8_g59520_DN3_SP8_c0.t1	Cg005G190870, Cg008G303480
OG0005838	ESY5_g2876_DN3_SP4_c0.t1	Cg006G230790
OG0005839	ESY5_g2840_DN3_SP0_c0.t1	Cg006G231160
OG0005840	ESY5_g2726_DN3_SP7_c0.t1	Cg006G232020
OG0005841	ESY5_g2630_DN3_SP0_c0.t1, ESY15_g64251_DN3_SP0_c0.t1	Cg006G232560
OG0005842	ESY5_g3868_DN3_SP0_c0.t1	Cg006G233080
OG0005843	ESY5_g3844_DN3_SP8_c0.t1	Cg006G233260
OG0005844	ESY5_g3813_DN3_SP2_c0.t1	Cg006G233390
OG0005845	ESY5_g3787_DN3_SP8_c0.t1	Cg006G233620
OG0005846	ESY5_g3767_DN3_SP8_c0.t1	Cg006G233720
OG0005847	ESY5_g3731_DN3_SP1_c0.t1	Cg006G234000
OG0005848	ESY5_g3702_DN3_SP0_c0.t1	Cg006G234280
OG0005849	ESY5_g3643_DN3_SP3_c0.t1	Cg006G234640
OG0005851	ESY2_g34663_DN3_SP0_c0.t1, ESY5_g3507_DN2_SP0_c0.t1	Cg006G235420
OG0005852	ESY5_g3490_DN3_SP3_c0.t1	Cg006G235540
OG0005852	ESY2_g34032_DN3_SP0_c0.t1	Cg007G251030
OG0005853	ESY5_g3395_DN3_SP8_c0.t1	Cg006G236010
OG0005854	ESY5_g3330_DN3_SP0_c0.t1	Cg006G236450
OG0005855	ESY5_g3279_DN3_SP0_c0.t1	Cg006G236760
OG0005856	ESY5_g3165_DN3_SP7_c0.t1	Cg006G237380
OG0005857	ESY5_g3133_DN2_SP8_c0.t1	Cg006G237660
OG0005858	ESY5_g4442_DN3_SP0_c0.t1	Cg006G238110
OG0005859	ESY5_g4472_DN2_SP0_c0.t1	Cg006G238340
OG0005860	ESY5_g4509_DN2_SP0_c0.t1	Cg006G238570
OG0005861	ESY5_g4582_DN3_SP0_c0.t1	Cg006G239130
OG0005862	ESY5_g4959_DN3_SP8_c0.t1	Cg006G241700
OG0005863	ESY5_g4960_DN3_SP7_c0.t1	Cg006G241720
OG0005864	ESY7_g17360_DN1_SP0_c0.t1, ESY5_g4965_DN1_SP0_c0.t1	Cg006G241760
OG0005865	ESY5_g5243_DN3_SP7_c0.t1	Cg006G243310
OG0005866	ESY5_g5358_DN3_SP6_c0.t1	Cg006G243940
OG0005867	ESY5_g5436_DN3_SP2_c0.t1	Cg006G244230
OG0005868	ESY5_g5515_DN3_SP0_c0.t1	Cg006G244940
OG0005870	ESY7_g17622_DN3_SP0_c0.t1	Cg008G294550
OG0005871	ESY7_g17655_DN3_SP0_c0.t1	Cg008G294290
OG0005872	ESY7_g17488_DN3_SP1_c0.t1	Cg008G295390
OG0005873	ESY7_g17425_DN3_SP8_c0.t1	Cg008G295910
OG0005874	ESY3_g31999_DN3_SP0_c0.t1, ESY3_g32001_DN3_SP0_c0.t1	Cg008G296260, Cg008G296270
OG0005875	ESY7_g17157_DN3_SP4_c0.t1	Cg008G297810
OG0005876	ESY7_g17031_DN3_SP0_c0.t1	Cg008G298820, Cg008G298810, Cg008G298800
OG0005877	ESY7_g16897_DN3_SP0_c0.t1	Cg008G299570
OG0005879	ESY10_g15864_DN3_SP0_c0.t1	Cg008G307920
OG0005880	ESY10_g15876_DN3_SP7_c0.t1	Cg008G308150
OG0005881	ESY15_g64225_DN3_SP8_c50.t1	Cg008G308410
OG0005882	ESY16_g62118_DN3_SP8_c0.t1	Cg008G310760, Cg008G309100
OG0005883	ESY15_g64470_DN2_SP0_c17.t1	Cg008G309670, Cg008G311500
OG0005884	ESY7_g17709_DN3_SP8_c0.t1	Cg008G293870
OG0005885	ESY7_g18917_DN3_SP0_c0.t1	Cg008G286250
OG0005886	ESY6_g49926_DN3_SP3_c0.t1	Cg008G305520
OG0005887	ESY6_g50015_DN3_SP2_c0.t1	Cg008G304540
OG0005888	ESY6_g50125_DN3_SP0_c0.t1	Cg008G303570
OG0005889	ESY6_g49569_DN3_SP6_c0.t1	Cg003G108690
OG0005890	ESY6_g49507_DN3_SP6_c0.t1	Cg003G109160
OG0005891	ESY6_g49388_DN3_SP0_c13.t1, ESY6_g49188_DN1_SP0_c0.t1	Cg003G109990
OG0005892	ESY6_g49363_DN3_SP2_c0.t1	Cg003G110230
OG0005892	ESY1_g8455_DN3_SP8_c0.t1	Cg002G059650
OG0005893	ESY6_g49821_DN3_SP8_c17.t1	Cg003G110560
OG0005894	ESY6_g48624_DN3_SP0_c0.t1, ESY6_g48630_DN3_SP0_c0.t1	Cg003G106300
OG0005895	ESY6_g48623_DN1_SP0_c0.t1	Cg003G106250
OG0005896	ESY6_g48609_DN3_SP0_c0.t1	Cg003G106170
OG0005897	ESY6_g48602_DN3_SP0_c0.t1	Cg003G106110
OG0005898	ESY6_g48587_DN3_SP0_c0.t1	Cg003G106000
OG0005899	ESY3_g31187_DN3_SP0_c0.t1	Cg004G126760
OG0005900	ESY6_g48562_DN3_SP7_c0.t1	Cg003G105810
OG0005901	ESY1_g10160_DN3_SP8_c0.t1	Cg002G055380
OG0005902	ESY1_g9934_DN3_SP0_c0.t1	Cg002G056420
OG0005903	ESY1_g9609_DN3_SP3_c24.t1	Cg002G057680
OG0005904	ESY1_g8996_DN3_SP8_c0.t1	Cg002G058900
OG0005907	ESY2_g34397_DN2_SP0_c0.t1	Cg007G269140
OG0005908	ESY2_g35472_DN3_SP0_c0.t1	Cg007G270300
OG0005909	ESY2_g35685_DN3_SP0_c0.t1	Cg007G272020
OG0005909	ESY8_g60623_DN3_SP0_c0.t1	Cg001G039970
OG0005911	ESY2_g35053_DN3_SP1_c0.t1	Cg007G278660
OG0005912	ESY2_g34628_DN3_SP7_c0.t1	Cg007G277990
OG0005913	ESY2_g34743_DN3_SP0_c0.t1	Cg007G277080
OG0005914	ESY2_g34774_DN3_SP7_c0.t1	Cg007G276830
OG0005915	ESY2_g36001_DN3_SP0_c1.t1	Cg007G275730
OG0005916	ESY2_g35970_DN3_SP0_c0.t1	Cg007G275480
OG0005917	ESY2_g34990_DN3_SP0_c0.t1	Cg007G275120
OG0005918	ESY5_g4351_DN3_SP3_c0.t1	Cg006G228760
OG0005919	ESY2_g36124_DN3_SP8_c0.t1	Cg007G279300
OG0005920	ESY2_g36137_DN3_SP1_c0.t1	Cg007G279370
OG0005921	ESY2_g36625_DN3_SP8_c0.t1	Cg007G280580
OG0005922	ESY2_g36546_DN3_SP0_c0.t1	Cg007G281270
OG0005924	ESY3_g30130_DN3_SP0_c0.t1	Cg004G128640
OG0005925	ESY3_g30174_DN3_SP8_c0.t1	Cg004G129030
OG0005926	ESY3_g30297_DN3_SP2_c0.t1	Cg004G129820
OG0005928	ESY6_g48232_DN2_SP0_c0.t1, ESY3_g30455_DN3_SP5_c0.t1	Cg004G130880
OG0005929	ESY2_g36968_DN3_SP8_c18.t1, ESY2_g36966_DN1_SP0_c67.t1, ESY2_g36967_DN2_SP0_c34.t1	Cg006G196640
OG0005930	ESY2_g37037_DN3_SP7_c0.t1	Cg006G197150
OG0005931	ESY3_g29782_DN3_SP7_c0.t1	Cg004G134130
OG0005932	ESY3_g29678_DN3_SP4_c0.t1	Cg004G135060
OG0005933	ESY8_g60168_DN3_SP0_c0.t1	Cg007G249120
OG0005934	ESY3_g29387_DN3_SP8_c0.t1, ESY7_g19348_DN3_SP0_c0.t1, ESY5_g5075_DN3_SP0_c0.t1	Cg004G136400
OG0005935	ESY3_g29324_DN3_SP1_c0.t1	Cg004G136710
OG0005936	ESY3_g29251_DN3_SP8_c0.t1	Cg004G137160
OG0005937	ESY2_g36341_DN2_SP0_c0.t1	Cg004G138030
OG0005939	ESY3_g28760_DN3_SP0_c0.t1	Cg004G139620
OG0005940	ESY3_g28810_DN3_SP0_c0.t1	Cg004G139810
OG0005941	ESY3_g28344_DN3_SP0_c0.t1	Cg004G141160
OG0005942	ESY3_g28259_DN3_SP0_c0.t1	Cg004G141440
OG0005943	ESY3_g28201_DN3_SP0_c0.t1	Cg004G141470
OG0005944	ESY3_g27883_DN3_SP8_c0.t1	Cg004G142600
OG0005946	ESY17_g39856_DN3_SP5_c0.t1	Cg001G032230
OG0005947	ESY11_g53514_DN3_SP8_c0.t1	Cg004G149300
OG0005948	ESY4_g24639_DN3_SP0_c0.t1, ESY11_g53869_DN3_SP8_c0.t1	Cg004G152590
OG0005949	ESY11_g54189_DN3_SP8_c0.t1	Cg004G154170
OG0005950	ESY11_g54266_DN3_SP0_c0.t1	Cg004G154460
OG0005951	ESY11_g54606_DN3_SP1_c0.t1	Cg004G155720
OG0005952	ESY11_g54642_DN2_SP8_c0.t1	Cg004G155920
OG0005953	ESY11_g54806_DN2_SP0_c0.t1, ESY11_g54805_DN1_SP0_c0.t1, ESY11_g54807_DN3_SP0_c0.t1	Cg004G156350
OG0005954	ESY11_g54852_DN3_SP8_c0.t1	Cg004G156620
OG0005955	ESY2_g36378_DN3_SP0_c0.t1, ESY8_g60355_DN1_SP0_c0.t1	Cg006G194410
OG0005956	ESY2_g36336_DN3_SP8_c0.t1	Cg006G194670
OG0005957	ESY2_g36872_DN3_SP0_c0.t1	Cg006G196160
OG0005958	ESY10_g14411_DN3_SP1_c0.t1, ESY2_g36978_DN3_SP6_c0.t1	Cg001G022860, Cg006G196750
OG0005960	ESY2_g37930_DN2_SP0_c0.t1, ESY2_g37932_DN3_SP0_c0.t1	Cg006G201080
OG0005961	ESY2_g37891_DN3_SP8_c0.t1	Cg006G200870
OG0005962	ESY2_g38305_DN3_SP8_c0.t1	Cg006G201790
OG0005963	ESY2_g38609_DN3_SP0_c0.t1	Cg001G025570
OG0005964	ESY1_g10382_DN3_SP0_c0.t1	Cg002G054400
OG0005965	ESY1_g10251_DN3_SP7_c0.t1	Cg002G055000
OG0005966	ESY1_g10870_DN3_SP0_c0.t1, ESY1_g10871_DN3_SP0_c0.t1	Cg002G051840
OG0005967	ESY1_g10614_DN1_SP0_c0.t1	Cg002G050320
OG0005968	ESY1_g10548_DN3_SP0_c0.t1	Cg002G050060
OG0005969	ESY1_g11773_DN3_SP2_c0.t1	Cg002G049340
OG0005970	ESY1_g11756_DN3_SP6_c0.t1	Cg002G049230
OG0005971	ESY1_g11651_DN3_SP0_c0.t1	Cg002G048810
OG0005972	ESY1_g11650_DN3_SP0_c0.t1, ESY1_g11649_DN3_SP0_c0.t1	Cg002G048800
OG0005973	ESY1_g11292_DN3_SP7_c7.t1	Cg002G047340
OG0005974	ESY1_g12271_DN3_SP0_c0.t1	Cg002G045420
OG0005975	ESY1_g12348_DN3_SP0_c0.t1	Cg004G137710, Cg002G044990
OG0005976	ESY1_g12330_DN3_SP0_c0.t1	Cg002G045160
OG0005977	ESY1_g12579_DN3_SP8_c0.t1	Cg002G043310
OG0005978	ESY1_g12591_DN3_SP8_c0.t1	Cg002G043200
OG0005979	ESY2_g37302_DN3_SP0_c0.t1, ESY2_g37300_DN2_SP0_c0.t1	Cg006G198510
OG0005982	ESY1_g11975_DN3_SP0_c0.t1, ESY1_g11973_DN2_SP0_c0.t1	Cg002G046520
OG0005983	ESY10_g15096_DN3_SP1_c0.t1	Cg008G323740
OG0005986	ESY2_g34954_DN3_SP0_c0.t1	Cg007G274740
OG0005987	ESY4_g23862_DN1_SP0_c0.t1	Cg001G012720
OG0005988	ESY4_g25906_DN3_SP8_c0.t1	Cg001G006980
OG0005989	ESY5_g3391_DN3_SP5_c0.t1	Cg006G236040
OG0005992	ESY2_g34475_DN3_SP0_c0.t1	Cg007G268450
OG0005995	ESY11_g54968_DN2_SP0_c31.t1	Cg004G157110, Cg004G157100
OG0005996	ESY3_g30508_DN3_SP0_c0.t1	Cg004G131090
OG0005997	ESY3_g31281_DN3_SP0_c0.t1	Cg004G127380
OG0005999	ESY8_g58924_DN3_SP6_c0.t1	Cg005G178790
OG0006000	ESY7_g18875_DN3_SP0_c0.t1, ESY7_g18874_DN2_SP0_c0.t1	Cg006G212620, Cg006G212530
OG0006001	ESY8_g60241_DN3_SP0_c0.t1	Cg001G041410
OG0006002	ESY1_g11166_DN3_SP0_c0.t1	Cg003G086400
OG0006007	ESY8_g58333_DN3_SP0_c0.t1, ESY16_g61490_DN3_SP0_c0.t1	Cg001G024630
OG0006009	ESY6_g46334_DN2_SP3_c0.t1	Cg003G097990
OG0006016	ESY4_g24209_DN3_SP3_c0.t1	Cg001G011620
OG0006017	ESY11_g54514_DN3_SP0_c0.t1	Cg004G155440
OG0006018	ESY4_g24616_DN2_SP0_c0.t1	Cg001G010090
OG0006019	ESY8_g59522_DN3_SP4_c0.t1	Cg005G190910
OG0006020	ESY4_g24720_DN3_SP0_c0.t1	Cg001G009780
OG0006021	ESY5_g3104_DN3_SP5_c0.t1	Cg005G186050, Cg006G237790
OG0006022	ESY4_g24821_DN3_SP8_c0.t1	Cg001G009390
OG0006023	ESY4_g24847_DN3_SP0_c0.t1, ESY12_g52050_DN3_SP0_c0.t1	Cg001G009310
OG0006024	ESY8_g59410_DN3_SP1_c0.t1	Cg005G189740
OG0006025	ESY4_g23555_DN3_SP0_c0.t1	Cg006G216210
OG0006026	ESY4_g25857_DN2_SP0_c0.t1	Cg001G006790
OG0006027	ESY4_g25838_DN3_SP5_c0.t1	Cg001G006720
OG0006028	ESY4_g25835_DN3_SP8_c0.t1	Cg001G006710
OG0006029	ESY11_g53522_DN2_SP0_c0.t1	Cg004G150400, Cg004G149380
OG0006030	ESY4_g25566_DN3_SP4_c0.t1	Cg001G005550
OG0006032	ESY4_g25545_DN2_SP8_c0.t1	Cg001G005400
OG0006033	ESY4_g25433_DN3_SP8_c10.t1	Cg003G108310
OG0006034	ESY16_g61927_DN3_SP0_c0.t1	Cg006G214930
OG0006035	ESY16_g61743_DN3_SP6_c0.t1	Cg006G213850
OG0006036	ESY16_g61666_DN2_SP8_c0.t1	Cg006G205920, Cg006G205900, Cg006G205980, Cg006G205970, Cg006G213370
OG0006037	ESY16_g61636_DN3_SP0_c0.t1	Cg006G213110, Cg004G135730
OG0006038	ESY16_g61615_DN3_SP5_c0.t1	Cg001G024020
OG0006039	ESY16_g61477_DN3_SP8_c0.t1	Cg001G024750
OG0006040	ESY2_g34246_DN3_SP1_c0.t1, ESY5_g3223_DN3_SP0_c0.t1	Cg007G255800, Cg007G255810
OG0006041	ESY2_g34118_DN3_SP2_c0.t1	Cg007G252410
OG0006042	ESY3_g31185_DN3_SP0_c0.t1	Cg001G023900
OG0006042	ESY2_g34006_DN3_SP8_c0.t1	Cg003G086200
OG0006043	ESY2_g33989_DN3_SP0_c0.t1	Cg007G250590
OG0006044	ESY5_g3541_DN3_SP0_c0.t1	Cg006G235190
OG0006045	ESY10_g14662_DN3_SP5_c0.t1	Cg002G075740
OG0006046	ESY11_g52423_DN3_SP8_c0.t1	Cg001G031300, Cg004G146090
OG0006047	ESY10_g14622_DN3_SP8_c0.t1	Cg002G075440
OG0006049	ESY10_g14470_DN3_SP0_c0.t1	Cg002G074800
OG0006050	ESY2_g35672_DN3_SP0_c0.t1, ESY2_g36426_DN3_SP0_c0.t1	Cg007G271910
OG0006051	ESY10_g14356_DN3_SP0_c0.t1	Cg002G074390
OG0006052	ESY10_g14220_DN3_SP7_c0.t1	Cg002G073810
OG0006053	ESY10_g14127_DN3_SP4_c0.t1	Cg002G073420
OG0006054	ESY5_g2568_DN3_SP7_c0.t1	Cg006G232930
OG0006055	ESY10_g14002_DN3_SP0_c0.t1	Cg002G072800
OG0006056	ESY10_g13898_DN3_SP5_c0.t1	Cg001G037130, Cg002G072090
OG0006057	ESY10_g13776_DN3_SP0_c0.t1	Cg002G071420
OG0006058	ESY10_g13728_DN3_SP0_c0.t1	Cg002G071220
OG0006059	ESY10_g13681_DN3_SP0_c0.t1	Cg002G071040
OG0006060	ESY10_g13674_DN3_SP0_c0.t1	Cg002G070990
OG0006061	ESY21_g55638_DN3_SP3_c0.t1	Cg002G068670
OG0006062	ESY21_g55613_DN3_SP8_c0.t1	Cg002G068700
OG0006063	ESY7_g17801_DN3_SP0_c0.t1	Cg002G069040, Cg001G030820
OG0006064	ESY21_g55311_DN3_SP8_c0.t1	Cg002G069390
OG0006066	ESY2_g34548_DN3_SP0_c0.t1	Cg002G070150
OG0006067	ESY2_g35151_DN3_SP3_c0.t1	Cg002G065480
OG0006068	ESY2_g35218_DN3_SP0_c0.t1	Cg007G266330, Cg007G266320
OG0006069	ESY2_g35289_DN3_SP8_c0.t1	Cg007G264840
OG0006071	ESY2_g33276_DN3_SP7_c0.t1	Cg007G245780
OG0006072	ESY8_g59974_DN1_SP0_c0.t1	Cg001G043030, Cg007G245800
OG0006073	ESY2_g33444_DN3_SP0_c0.t1	Cg007G246610
OG0006074	ESY2_g33486_DN3_SP8_c0.t1	Cg007G246880
OG0006075	ESY2_g33585_DN3_SP8_c0.t1	Cg007G247360
OG0006076	ESY12_g51092_DN3_SP0_c0.t1	Cg005G164720
OG0006077	ESY12_g51049_DN3_SP8_c0.t1	Cg005G164900
OG0006078	ESY3_g30916_DN3_SP6_c0.t1	Cg004G124980
OG0006079	ESY3_g31078_DN3_SP8_c0.t1	Cg004G126000
OG0006080	ESY3_g31179_DN3_SP8_c0.t1	Cg004G126680
OG0006081	ESY7_g18765_DN3_SP8_c0.t1, ESY3_g31290_DN3_SP0_c0.t1	Cg008G287200
OG0006082	ESY3_g30074_DN3_SP6_c0.t1	Cg004G128200
OG0006085	ESY6_g45905_DN3_SP0_c0.t1	Cg003G097630
OG0006086	ESY6_g46499_DN3_SP0_c0.t1	Cg003G098260
OG0006087	ESY13_g56617_DN3_SP0_c0.t1	Cg001G015180
OG0006088	ESY6_g47180_DN3_SP0_c0.t1	Cg003G099760
OG0006089	ESY4_g23846_DN3_SP0_c0.t1, ESY4_g23824_DN3_SP0_c0.t1	Cg001G012800
OG0006090	ESY6_g47460_DN3_SP8_c0.t1	Cg003G100490
OG0006091	ESY10_g14664_DN3_SP0_c0.t1	Cg002G075760
OG0006092	ESY6_g47501_DN3_SP0_c0.t1	Cg003G100710
OG0006093	ESY6_g47624_DN3_SP0_c0.t1, ESY7_g17452_DN3_SP0_c0.t1, ESY6_g47625_DN3_SP8_c0.t1	Cg003G101510
OG0006094	ESY6_g47881_DN3_SP0_c0.t1	Cg003G101770
OG0006095	ESY6_g47908_DN3_SP5_c0.t1	Cg003G101890
OG0006096	ESY6_g47918_DN3_SP0_c0.t1	Cg003G101960
OG0006097	ESY6_g47982_DN2_SP0_c0.t1	Cg003G102350
OG0006098	ESY6_g48081_DN3_SP0_c0.t1	Cg003G103020
OG0006099	ESY6_g48298_DN3_SP7_c0.t1	Cg003G104260
OG0006100	ESY6_g48443_DN3_SP0_c0.t1	Cg003G105120
OG0006101	ESY6_g48472_DN3_SP8_c0.t1	Cg003G105200
OG0006102	ESY5_g2922_DN3_SP0_c0.t1	Cg006G230410
OG0006103	ESY6_g48538_DN3_SP1_c0.t1	Cg003G105550
OG0006104	ESY12_g52041_DN3_SP0_c0.t1, ESY11_g53644_DN3_SP0_c0.t1, ESY5_g2710_DN3_SP0_c0.t1	Cg006G232180
OG0006105	ESY6_g48541_DN3_SP5_c0.t1	Cg003G105580
OG0006106	ESY7_g18352_DN3_SP0_c0.t1	Cg008G292910
OG0006107	ESY7_g18344_DN3_SP8_c0.t1	Cg008G292820
OG0006108	ESY7_g18195_DN3_SP8_c0.t1	Cg008G291940
OG0006109	ESY7_g18004_DN3_SP1_c0.t1	Cg008G290740
OG0006110	ESY7_g17978_DN3_SP0_c0.t1	Cg008G290540
OG0006111	ESY7_g17866_DN3_SP8_c15.t1	Cg008G289940
OG0006112	ESY7_g17786_DN3_SP8_c0.t1	Cg008G289540
OG0006113	ESY7_g18679_DN3_SP7_c0.t1	Cg008G289220
OG0006114	ESY7_g18644_DN3_SP0_c0.t1	Cg008G288960
OG0006115	ESY7_g18640_DN3_SP0_c0.t1	Cg008G288920
OG0006116	ESY7_g18583_DN3_SP1_c0.t1, ESY7_g17986_DN3_SP1_c0.t1	Cg008G288520
OG0006117	ESY6_g49423_DN3_SP8_c0.t1	Cg003G109780
OG0006118	ESY3_g32627_DN3_SP0_c0.t1	Cg001G023680
OG0006119	ESY9_g42463_DN3_SP0_c0.t1	Cg001G023390
OG0006120	ESY9_g42520_DN3_SP0_c0.t1	Cg001G023020
OG0006121	ESY9_g42529_DN3_SP0_c0.t1	Cg001G022950
OG0006122	ESY9_g42651_DN3_SP0_c0.t1	Cg001G022460
OG0006123	ESY9_g42657_DN3_SP0_c0.t1	Cg001G022410
OG0006124	ESY9_g42709_DN3_SP2_c0.t1	Cg001G022210
OG0006125	ESY9_g43005_DN3_SP8_c0.t1	Cg001G021190
OG0006126	ESY8_g59107_DN3_SP1_c0.t1	Cg005G182440
OG0006127	ESY9_g43275_DN3_SP8_c0.t1	Cg001G020460
OG0006128	ESY9_g43424_DN3_SP1_c0.t1	Cg001G019880
OG0006129	ESY9_g43472_DN3_SP0_c0.t1	Cg001G019690
OG0006130	ESY9_g43618_DN3_SP0_c0.t1	Cg001G019380
OG0006131	ESY9_g43687_DN3_SP0_c0.t1	Cg001G019010
OG0006132	ESY26_g42287_DN3_SP2_c0.t1	Cg001G018230
OG0006133	ESY26_g42309_DN1_SP0_c0.t1, ESY26_g42308_DN3_SP1_c0.t1	Cg001G018120
OG0006134	ESY23_g144_DN2_SP0_c0.t1	Cg001G017460
OG0006135	ESY23_g167_DN3_SP7_c0.t1	Cg001G017250
OG0006136	ESY23_g237_DN3_SP0_c0.t1	Cg001G017090
OG0006137	ESY23_g369_DN3_SP8_c0.t1	Cg001G016880
OG0006138	ESY18_g63946_DN3_SP8_c0.t1	Cg003G083220
OG0006139	ESY14_g20153_DN3_SP0_c0.t1	Cg006G210970
OG0006140	ESY14_g21155_DN3_SP1_c0.t1	Cg006G204100
OG0006141	ESY14_g20949_DN3_SP8_c0.t1	Cg006G205360
OG0006142	ESY4_g22318_DN3_SP7_c0.t1	Cg001G016750
OG0006143	ESY12_g52145_DN3_SP6_c0.t1	Cg005G161830
OG0006144	ESY4_g22199_DN3_SP0_c0.t1	Cg006G218840
OG0006145	ESY4_g22881_DN3_SP0_c0.t1	Cg006G218650
OG0006146	ESY4_g22251_DN3_SP0_c0.t1	Cg006G203440, Cg006G203430
OG0006147	ESY4_g22736_DN3_SP4_c0.t1	Cg006G218200
OG0006148	ESY4_g22741_DN2_SP5_c0.t1	Cg006G218180
OG0006149	ESY4_g23077_DN2_SP0_c0.t1	Cg006G217570
OG0006150	ESY4_g23156_DN2_SP0_c0.t1, ESY4_g23195_DN2_SP0_c0.t1	Cg006G217450
OG0006151	ESY4_g23199_DN3_SP0_c0.t1	Cg006G217420
OG0006152	ESY4_g23223_DN3_SP1_c0.t1	Cg006G217200, Cg006G217170
OG0006153	ESY4_g23488_DN3_SP0_c0.t1, ESY12_g51971_DN3_SP2_c0.t1	Cg006G216350
OG0006154	ESY2_g33522_DN1_SP0_c0.t1, ESY2_g33523_DN3_SP0_c0.t1	Cg006G216260
OG0006155	ESY4_g23639_DN3_SP8_c0.t1	Cg006G216050
OG0006156	ESY4_g23656_DN3_SP8_c20.t1	Cg006G216010
OG0006157	ESY4_g26014_DN3_SP6_c0.t1	Cg001G004420
OG0006158	ESY4_g26304_DN3_SP0_c0.t1	Cg001G003450
OG0006159	ESY4_g26409_DN3_SP0_c0.t1	Cg001G003110
OG0006161	ESY4_g26675_DN1_SP3_c0.t1	Cg001G001830
OG0006162	ESY4_g26772_DN3_SP0_c0.t1	Cg001G001150
OG0006163	ESY4_g26910_DN3_SP8_c0.t1	Cg001G000490
OG0006164	ESY17_g40307_DN3_SP7_c0.t1	Cg001G036180
OG0006165	ESY8_g61036_DN3_SP8_c0.t1	Cg001G038220
OG0006166	ESY8_g60984_DN3_SP0_c0.t1	Cg001G038440
OG0006167	ESY3_g31780_DN3_SP0_c0.t1	Cg004G121100
OG0006168	ESY16_g61952_DN3_SP8_c0.t1	Cg006G214960
OG0006169	ESY16_g61848_DN3_SP8_c0.t1	Cg006G214520
OG0006170	ESY9_g44221_DN2_SP0_c0.t1	Cg005G170440
OG0006171	ESY9_g43272_DN3_SP1_c0.t1, ESY7_g16846_DN2_SP0_c0.t1	Cg003G085150, Cg003G085160
OG0006172	ESY19_g41756_DN3_SP0_c0.t1	Cg003G087110
OG0006173	ESY1_g5887_DN2_SP0_c0.t1	Cg005G172580
OG0006174	ESY3_g30519_DN3_SP0_c0.t1, ESY1_g6163_DN2_SP1_c0.t1	Cg005G172780
OG0006175	ESY4_g21742_DN2_SP0_c0.t1	Cg008G317490
OG0006176	ESY3_g29280_DN3_SP7_c0.t1	Cg003G084460
OG0006177	ESY25_g62590_DN3_SP8_c0.t1	Cg003G083890
OG0006178	ESY18_g63002_DN3_SP0_c0.t1	Cg003G081560
OG0006179	ESY18_g63318_DN3_SP0_c0.t1	Cg003G082220
OG0006180	ESY18_g63164_DN3_SP0_c0.t1	Cg003G081920
OG0006181	ESY18_g63139_DN3_SP8_c0.t1	Cg003G081870
OG0006182	ESY18_g63003_DN3_SP7_c0.t1	Cg003G081570
OG0006183	ESY7_g16115_DN3_SP7_c0.t1	Cg003G080970
OG0006184	ESY7_g16220_DN3_SP0_c0.t1	Cg003G080620
OG0006185	ESY7_g16325_DN2_SP0_c0.t1	Cg003G080440, Cg003G093480
OG0006186	ESY7_g16442_DN3_SP0_c0.t1	Cg003G093930, Cg003G080060
OG0006187	ESY7_g16738_DN3_SP8_c0.t1	Cg004G156400
OG0006188	ESY7_g16778_DN3_SP0_c0.t1	Cg008G322420
OG0006189	ESY10_g15125_DN3_SP8_c0.t1	Cg008G323590
OG0006190	ESY10_g15111_DN3_SP0_c0.t1	Cg008G323600
OG0006192	ESY10_g14734_DN3_SP8_c0.t1	Cg008G325390
OG0006193	ESY11_g52794_DN3_SP8_c0.t1	Cg004G146570
OG0006194	ESY5_g4701_DN3_SP8_c0.t1	Cg006G239990
OG0006195	ESY2_g38313_DN3_SP8_c0.t1	Cg001G031060
OG0006196	ESY5_g3715_DN3_SP0_c0.t1	Cg001G029650
OG0006197	ESY15_g65960_DN3_SP8_c0.t1	Cg001G028830, Cg001G028820
OG0006198	ESY22_g40430_DN3_SP0_c0.t1, ESY22_g40408_DN3_SP0_c0.t1	Cg001G027820
OG0006199	ESY22_g40534_DN3_SP1_c0.t1	Cg001G027630, Cg001G027640
OG0006200	ESY22_g41063_DN3_SP8_c0.t1, ESY1_g5785_DN2_SP0_c0.t1	Cg001G026630
OG0006201	ESY2_g38738_DN3_SP0_c0.t1	Cg001G025780
OG0006202	ESY8_g60116_DN3_SP0_c22.t1	Cg001G042190
OG0006203	ESY8_g60073_DN3_SP1_c0.t1, ESY8_g60117_DN3_SP0_c0.t1	Cg001G042340
OG0006204	ESY12_g51593_DN2_SP2_c0.t1	Cg005G158750
OG0006205	ESY12_g51613_DN3_SP0_c0.t1	Cg005G158890
OG0006206	ESY12_g51616_DN3_SP0_c15.t1	Cg005G158920
OG0006207	ESY12_g51662_DN3_SP0_c0.t1	Cg005G159100
OG0006208	ESY12_g51672_DN3_SP0_c0.t1	Cg005G159170
