Orthogroup	Euclidium_syriacum	Brassica_napus
OG0005791	ESY3_g31511_DN3_SP0_c0.t1	XP_013693433.1, XP_048636039.1, XP_048626170.1, XP_013648020.1, XP_048628822.1
OG0005792	ESY3_g31433_DN3_SP7_c0.t1	XP_048615348.1, XP_048636038.1, XP_048630082.1, XP_048630088.1, XP_048600822.1
OG0005793	ESY3_g31441_DN3_SP0_c0.t1	XP_022571494.1, XP_013644005.1, XP_013684673.2, XP_048606101.1, XP_048600823.1, XP_013640821.1
OG0005794	ESY3_g31450_DN3_SP0_c0.t1	XP_013640803.2, XP_013640812.1, XP_013693890.2, XP_013643997.2, XP_013684670.2, XP_013682255.2
OG0005795	ESY3_g30670_DN3_SP0_c0.t1	XP_048600037.1, XP_013701338.2, XP_013696522.2, XP_013750587.2
OG0005796	ESY15_g64737_DN3_SP8_c0.t1	XP_013717384.1, XP_013726594.1, XP_048612095.1, XP_013672341.1, XP_013750957.2
OG0005797	ESY3_g30715_DN3_SP3_c0.t1	XP_013697586.2, XP_013684634.2, XP_022555172.1, XP_013724125.2, XP_048600801.1
OG0005798	ESY3_g30769_DN2_SP0_c0.t1	XP_013698345.1, XP_013750485.2, XP_013648131.1, XP_013736103.2
OG0005799	ESY12_g50886_DN3_SP0_c0.t1	XP_013692914.1, XP_013747679.2, XP_048611153.1, XP_013687730.2
OG0005800	ESY12_g50819_DN3_SP4_c0.t1	XP_013734527.1, XP_013716989.2, XP_013748063.1, XP_013693885.1
OG0005801	ESY9_g44845_DN3_SP7_c0.t1	XP_048611065.1, XP_022574096.2, XP_013692063.2, XP_013748342.2
OG0005802	ESY1_g6716_DN3_SP0_c0.t1, ESY9_g45529_DN3_SP7_c0.t1	XP_013744849.1, XP_013677129.1, XP_013748299.2
OG0005803	ESY9_g44593_DN3_SP0_c0.t1	XP_048611041.1, XP_013690853.1, XP_013740533.1, XP_013752452.2, XP_013752266.2, XP_013669891.1
OG0005804	ESY1_g11100_DN3_SP8_c0.t1	XP_013737884.1, XP_048633953.1, XP_013678326.2, XP_013661171.2
OG0005805	ESY9_g44805_DN3_SP0_c0.t1	XP_013744744.2, XP_048629495.1, XP_013680626.1, XP_013686667.2, XP_013748336.2
OG0005806	ESY9_g44951_DN3_SP0_c0.t1	XP_048636508.1, XP_013692331.2, XP_013689136.2, XP_048631657.1, XP_013723937.1
OG0005807	ESY3_g32590_DN3_SP3_c0.t1, ESY1_g12497_DN3_SP0_c0.t1	XP_013706643.1, XP_048611070.1, XP_013723948.2, XP_048629515.1, XP_013689143.2
OG0005808	ESY9_g45254_DN3_SP8_c0.t1	XP_013745094.1, XP_013702647.1, XP_013748227.2, XP_013707775.1
OG0005809	ESY9_g45364_DN3_SP8_c0.t1	XP_013745114.1, XP_013702680.1, XP_013706905.1, XP_048631688.1, XP_013703396.1, XP_013748254.2
OG0005810	ESY9_g45348_DN3_SP0_c0.t1	XP_013748248.2, XP_013707410.1, XP_013734675.2, XP_013707251.1
OG0005811	ESY9_g45328_DN3_SP0_c0.t1	XP_013701889.2, XP_013745102.2, XP_022574897.2, XP_013748244.3, XP_013734676.2, NP_001303027.1
OG0005812	ESY5_g2912_DN3_SP4_c0.t1	XP_013673757.2, XP_022564402.2, XP_048594129.1, XP_013659555.2, XP_013710826.1
OG0005813	ESY5_g3043_DN3_SP0_c0.t1, ESY5_g3044_DN3_SP0_c0.t1	XP_013662678.1, XP_013641662.1, XP_048614136.1, XP_013658516.3, XP_013659701.2, XP_048614134.1, XP_013641663.2, XP_013646627.2
OG0005814	ESY5_g3051_DN3_SP1_c0.t1	XP_013662684.1, XP_013641659.1
OG0005815	ESY5_g4419_DN3_SP6_c17.t1	XP_013660472.2, XP_013641629.1, XP_013682929.1, XP_013708088.1, XP_013710225.1, XP_013710332.1
OG0005816	ESY5_g4407_DN3_SP0_c0.t1	XP_013710224.1, XP_013680944.2, XP_013646619.1, XP_048614150.1
OG0005817	ESY5_g4366_DN3_SP6_c0.t1	XP_048597627.1, XP_048621149.1, XP_013641589.1, XP_013744555.1
OG0005818	ESY2_g35886_DN3_SP0_c0.t1	XP_013701892.2, XP_013649594.1, XP_013648835.2, XP_048616013.1
OG0005819	ESY5_g4269_DN1_SP0_c0.t1	XP_013715915.1, XP_013675602.1
OG0005819	ESY9_g43057_DN2_SP0_c0.t1, ESY1_g11740_DN3_SP0_c0.t1	XP_048591552.1
OG0005820	ESY5_g4044_DN3_SP0_c8.t1	XP_013651670.1, XP_013694104.1, XP_013646707.1, XP_013713989.1, XP_013746545.1, XP_048594052.1
OG0005821	ESY5_g3947_DN1_SP0_c0.t1	XP_013642247.2, XP_013642250.2, XP_013705644.1, XP_013653432.1
OG0005823	ESY5_g2390_DN3_SP2_c0.t1	XP_013643815.1, XP_013653389.2, XP_048594016.1, XP_013728292.1, XP_013695293.2, XP_013642372.1
OG0005824	ESY5_g2290_DN3_SP0_c0.t1	XP_013752350.1, XP_022550257.2, XP_022567902.1, XP_013722066.1, XP_013651604.2, XP_013663812.1
OG0005825	ESY5_g2032_DN3_SP6_c0.t1	XP_022544517.2, XP_048618647.1, XP_013662880.1, XP_048593980.1, XP_022546004.2
OG0005826	ESY5_g1944_DN3_SP7_c0.t1	XP_013693489.2, XP_048626846.1, XP_013662824.1, XP_013710964.1, XP_013732632.2
OG0005827	ESY5_g1878_DN3_SP1_c0.t1	XP_022552053.2, XP_013662851.1
OG0005828	ESY7_g17661_DN3_SP0_c0.t1	XP_022576034.1, XP_013727616.1, XP_048629815.1, XP_048625155.1, XP_013667858.2
OG0005829	ESY15_g64957_DN3_SP2_c0.t1	XP_013721639.2, XP_013653223.2, XP_013685339.2, XP_048593922.1
OG0005830	ESY13_g57229_DN3_SP8_c0.t1	XP_013662515.1, XP_013652999.2, XP_013657167.1, XP_013663220.1
OG0005831	ESY13_g57604_DN3_SP7_c0.t1	XP_048619059.1, XP_013741515.1, XP_013690450.1, XP_013739210.1, XP_013723546.1, XP_013723982.1
OG0005832	ESY8_g59292_DN2_SP0_c0.t1, ESY7_g18711_DN3_SP0_c0.t1	XP_013667816.2, XP_013748013.1, XP_013709878.1, XP_013664006.2
OG0005833	ESY9_g43540_DN3_SP1_c0.t1	XP_048600127.1, XP_013739590.2, XP_013704063.2, XP_013657000.1
OG0005834	ESY13_g56866_DN3_SP1_c0.t1	XP_013707281.2, XP_013656999.1, XP_013671268.1, XP_013739617.2
OG0005836	ESY8_g59483_DN3_SP8_c0.t1	XP_048630002.1, XP_048597431.1, XP_013711463.2, XP_013743754.2, XP_013743864.1
OG0005837	ESY8_g59520_DN3_SP8_c0.t1	XP_048633637.1, XP_048612334.1
OG0005838	ESY5_g2876_DN3_SP4_c0.t1	XP_013662196.2, XP_013708035.2, XP_013677758.1, XP_013661617.1
OG0005839	ESY5_g2840_DN3_SP0_c0.t1	XP_013677775.2, XP_013657405.1, XP_013730965.2, XP_022563202.1, XP_022558854.1, XP_048638262.1
OG0005840	ESY5_g2726_DN3_SP7_c0.t1	XP_013707826.1, XP_013664675.1, NP_001303195.1, XP_013641360.2, XP_013657364.1, XP_013677803.2
OG0005841	ESY5_g2630_DN3_SP0_c0.t1, ESY15_g64251_DN3_SP0_c0.t1	XP_013677817.2, XP_013657348.1, XP_013692981.1, XP_048638149.1
OG0005842	ESY5_g3868_DN3_SP0_c0.t1	XP_013657316.1, XP_013677844.2, XP_013702540.1, XP_048597748.1
OG0005843	ESY5_g3844_DN3_SP8_c0.t1	XP_048638183.1, XP_048613974.1, XP_013707824.1, XP_013693036.2
OG0005844	ESY5_g3813_DN3_SP2_c0.t1	XP_013707993.1, XP_048597753.1, XP_013697715.2, XP_013745407.2, XP_022543873.1, XP_048614698.1
OG0005845	ESY5_g3787_DN3_SP8_c0.t1	XP_013655283.2, XP_013675224.1, XP_048613986.1, XP_048638195.1, XP_022563731.2, XP_048597761.1
OG0005846	ESY5_g3767_DN3_SP8_c0.t1	NP_001302563.1, XP_013711797.2, XP_013677881.1, XP_013657479.1, XP_048638198.1, XP_013698339.2
OG0005847	ESY5_g3731_DN3_SP1_c0.t1	XP_048621304.1, XP_013710245.2, XP_013710056.1, XP_013657466.2
OG0005848	ESY5_g3702_DN3_SP0_c0.t1	XP_048622311.1, XP_013657446.2, XP_048597775.1, XP_048621319.1, XP_048613953.1, XP_013696673.2
OG0005849	ESY5_g3643_DN3_SP3_c0.t1	XP_048613943.1, XP_013645409.2, XP_013712293.2, XP_013712248.1
OG0005851	ESY11_g54686_DN3_SP0_c0.t1, ESY1_g12174_DN3_SP0_c0.t1	XP_048638082.1, XP_048613918.1, XP_048613920.1
OG0005852	ESY5_g3490_DN3_SP3_c0.t1, ESY2_g34032_DN3_SP0_c0.t1	XP_013653089.1, XP_013645709.1, XP_013657762.1, XP_013750787.2
OG0005853	ESY5_g3395_DN3_SP8_c0.t1	XP_013698453.1, NP_001303208.1, XP_022569926.1, XP_048597816.1
OG0005854	ESY5_g3330_DN3_SP0_c0.t1	XP_013713929.1, XP_013716374.2, XP_048593499.1, XP_013695611.1, XP_013640986.2
OG0005855	ESY5_g3279_DN3_SP0_c0.t1	XP_048622247.1, XP_013750872.1, XP_013750870.1, XP_013657692.1, XP_013711766.1, XP_013711767.2
OG0005856	ESY5_g3165_DN3_SP7_c0.t1	XP_013712942.2, XP_013670563.1, XP_013641058.1, XP_013711893.2
OG0005857	ESY5_g3133_DN2_SP8_c0.t1	XP_048597847.1, XP_013672645.1, XP_013711333.1, XP_013641088.1, XP_013654565.3
OG0005858	ESY5_g4442_DN3_SP0_c0.t1	XP_013695932.2, XP_013716342.2, XP_013710477.1, XP_013646474.2, XP_048594251.1
OG0005859	ESY5_g4472_DN2_SP0_c0.t1	XP_013711858.2, XP_013641155.1, XP_013657573.1, XP_013729525.1
OG0005860	ESY5_g4509_DN2_SP0_c0.t1	XP_048613824.1, XP_013716275.2, XP_048621398.1, XP_013716273.2, XP_048621399.1
OG0005861	ESY5_g4582_DN3_SP0_c0.t1	XP_048621416.1, XP_013716528.2, XP_013657531.1, XP_013694290.2, XP_048599466.1
OG0005862	ESY5_g4959_DN3_SP8_c0.t1	XP_048599376.1, XP_013666455.2, XP_048594310.1, XP_013720524.1, XP_048607512.1, XP_048611267.1, XP_048636070.1
OG0005863	ESY5_g4960_DN3_SP7_c0.t1	XP_048599375.1, XP_048613688.1, XP_048597913.1, XP_013720426.1, XP_022547258.2
OG0005864	ESY5_g4965_DN1_SP0_c0.t1	XP_048621962.1
OG0005865	ESY5_g5243_DN3_SP7_c0.t1	XP_013664870.1, XP_048622069.1, XP_022563761.1, XP_013695911.2, XP_013695678.2, XP_013719230.2
OG0005866	ESY5_g5358_DN3_SP6_c0.t1	XP_013666378.1, XP_013673015.1, XP_013647731.2, XP_048627084.1, XP_013695254.1, XP_048607681.1
OG0005867	ESY5_g5436_DN3_SP2_c0.t1	XP_048608579.1, XP_048627077.1, XP_013703325.2, XP_048627650.1, XP_048617822.1, XP_048617823.1, XP_013697818.2, XP_013666351.2
OG0005868	ESY5_g5515_DN3_SP0_c0.t1	XP_048637320.1, XP_048620346.1, XP_013653604.2, XP_013666295.1
OG0005870	ESY7_g17622_DN3_SP0_c0.t1	XP_013714614.2, XP_022565938.1, XP_013727807.2, XP_013713050.1, XP_013662404.1
OG0005871	ESY7_g17655_DN3_SP0_c0.t1	XP_013714878.1, XP_048625154.1, XP_022549269.1, XP_013662409.1
OG0005872	ESY7_g17488_DN3_SP1_c0.t1	XP_013682588.1, XP_048598259.1, XP_013659605.1, NP_001303187.1, NP_001302793.1
OG0005873	ESY7_g17425_DN3_SP8_c0.t1	XP_048625103.1, XP_013667782.2, XP_048602338.1, XP_013662342.1, XP_013728854.1, XP_013728332.2
OG0005874	ESY3_g31999_DN3_SP0_c0.t1, ESY3_g32001_DN3_SP0_c0.t1	XP_013666028.1, XP_013720912.1, XP_048602350.1, XP_013686319.1
OG0005875	ESY7_g17157_DN3_SP4_c0.t1	XP_022555105.1, XP_013649788.2, XP_013683098.2, XP_013722358.1
OG0005876	ESY7_g17031_DN3_SP0_c0.t1	XP_013730171.2, XP_013727740.2, XP_022551541.2
OG0005877	ESY7_g16897_DN3_SP0_c0.t1	XP_013729934.2, XP_022565611.1, XP_013682047.2, XP_013682037.2, XP_048630920.1, XP_048608027.1, XP_048608028.1
OG0005878	ESY15_g64580_DN2_SP0_c0.t1	XP_048595320.1, XP_013643890.2, XP_013703793.2
OG0005879	ESY10_g15864_DN3_SP0_c0.t1	XP_013644131.1, XP_013644064.2, XP_048595306.1, XP_022568433.1
OG0005880	ESY10_g15876_DN3_SP7_c0.t1	XP_013644072.2, XP_013644140.1, XP_013660812.3, XP_022568420.1
OG0005881	ESY15_g64225_DN3_SP8_c50.t1	XP_013644078.1, XP_013706307.1, XP_022548002.2, XP_013660818.3, XP_013699332.2, XP_013642768.3
OG0005882	ESY16_g62118_DN3_SP8_c0.t1	XP_013699459.2, XP_048602991.1, XP_048618172.1, XP_048591195.1
OG0005883	ESY15_g64470_DN2_SP0_c17.t1	XP_013644332.2, XP_048591216.1, XP_013660749.2, XP_013724315.1
OG0005884	ESY7_g17709_DN3_SP8_c0.t1	XP_013727319.1, XP_013667384.3
OG0005885	ESY7_g18917_DN3_SP0_c0.t1	XP_048624469.1, XP_013719025.2, XP_013737860.1, XP_048598559.1
OG0005886	ESY6_g49926_DN3_SP3_c0.t1	XP_013644016.1, XP_013643771.2, XP_013737467.2, XP_013660857.2
OG0005887	ESY6_g50015_DN3_SP2_c0.t1	XP_013660980.2, XP_013660983.2, NP_001302889.1, XP_013643707.2, XP_013675859.1
OG0005888	ESY6_g50125_DN3_SP0_c0.t1	XP_013661028.2, XP_013661019.1, XP_022543375.2, XP_013643465.2
OG0005889	ESY6_g49569_DN3_SP6_c0.t1	XP_013707024.1, XP_013736973.1, XP_013742277.2, XP_013678234.2, XP_013677616.2, XP_013661071.1
OG0005890	ESY6_g49507_DN3_SP6_c0.t1	XP_048603217.1, XP_013678255.1, XP_013741166.1, XP_013736925.1, XP_013724255.1
OG0005891	ESY6_g49388_DN3_SP0_c13.t1, ESY6_g49188_DN1_SP0_c0.t1	XP_048603311.1, XP_013683508.2, XP_013661111.1, XP_048626662.1, XP_022565745.1
OG0005892	ESY1_g8455_DN3_SP8_c0.t1	XP_013731611.1, XP_013748535.1
OG0005893	ESY6_g49821_DN3_SP8_c17.t1	XP_013697587.2, XP_013661183.2, XP_048628563.1, XP_013642922.2, XP_048606687.1
OG0005894	ESY6_g48630_DN3_SP0_c0.t1	XP_013737726.2, XP_048598937.1, XP_013682702.1, XP_048603009.1
OG0005895	ESY6_g48623_DN1_SP0_c0.t1	XP_013682778.1, XP_013683549.2, XP_048624027.1
OG0005896	ESY6_g48609_DN3_SP0_c0.t1	XP_013713915.2, XP_048598120.1, XP_013670005.2, XP_013682408.2, XP_013682409.1
OG0005897	ESY6_g48602_DN3_SP0_c0.t1	XP_013680591.1, XP_013732256.1, XP_013713919.2, XP_013713712.2
OG0005898	ESY6_g48587_DN3_SP0_c0.t1	XP_013682419.1, XP_013732187.1, XP_013682798.2, XP_013683589.2
OG0005899	ESY3_g31187_DN3_SP0_c0.t1	XP_013750257.1, XP_048615230.1, XP_048600678.1, XP_013647570.2, XP_013681110.1, XP_013648161.1, XP_048629137.1
OG0005900	ESY6_g48562_DN3_SP7_c0.t1	XP_013683734.1, XP_013713749.2, XP_013722219.1, XP_013716576.1, XP_013732007.1, XP_048608191.1
OG0005901	ESY1_g10160_DN3_SP8_c0.t1	XP_013663031.1, XP_013662934.2, XP_013647410.2, XP_013740551.2
OG0005902	ESY1_g9934_DN3_SP0_c0.t1	XP_013646931.1, XP_048632448.1, XP_013674329.2, XP_048596975.1, XP_048619502.1, XP_048632700.1
OG0005903	ESY1_g9609_DN3_SP3_c24.t1	XP_013726095.1, XP_013652820.1, XP_013696863.1, XP_048638557.1, XP_013745125.2, XP_013749845.1
OG0005904	ESY1_g8996_DN3_SP8_c0.t1	XP_048608839.1, XP_022543202.1, XP_013742226.1, XP_013705069.1, XP_048627397.1, XP_013737732.1
OG0005905	ESY3_g32325_DN3_SP0_c0.t1, ESY3_g32322_DN3_SP0_c0.t1, ESY3_g32326_DN3_SP0_c0.t1	XP_048590733.1, XP_048605725.1
OG0005906	ESY10_g15005_DN2_SP0_c0.t1	XP_048590767.1, XP_013732074.2
OG0005906	ESY6_g49903_DN3_SP0_c0.t1	XP_048625690.1, XP_048595351.1
OG0005907	ESY2_g34397_DN2_SP0_c0.t1	XP_013716721.2, XP_013651398.1, XP_048591854.1, XP_022570775.2, XP_013700729.1
OG0005908	ESY4_g25289_DN3_SP0_c0.t1, ESY4_g25276_DN2_SP0_c0.t1, ESY4_g25274_DN3_SP0_c0.t1, ESY4_g25280_DN3_SP0_c0.t1, ESY4_g25275_DN3_SP0_c0.t1, ESY4_g25286_DN3_SP0_c0.t1, ESY2_g35684_DN3_SP1_c0.t1	XP_013701241.1, XP_013728851.2
OG0005909	ESY2_g35685_DN3_SP0_c0.t1	XP_013673632.1
OG0005911	ESY2_g35053_DN3_SP1_c0.t1	XP_013718961.1, XP_013700198.2, XP_013652094.2, XP_013695997.2, XP_013696018.1
OG0005912	ESY2_g34628_DN3_SP7_c0.t1	XP_013646849.1, XP_013665648.1, XP_013643823.1, XP_013722086.1, XP_013743828.1
OG0005913	ESY2_g34743_DN3_SP0_c0.t1	XP_013674885.1, XP_013718783.1, XP_013721145.1, XP_013652113.1, XP_013717864.1, XP_048617445.1
OG0005914	ESY2_g34774_DN3_SP7_c0.t1	XP_013717815.1, XP_013698864.1, XP_048614011.1, XP_013648770.1, XP_013721140.1
OG0005915	ESY2_g36001_DN3_SP0_c1.t1	XP_013649916.1, XP_013699323.1, XP_013648911.1, XP_013652121.1, XP_013671075.1, XP_013693184.2
OG0005916	ESY2_g35970_DN3_SP0_c0.t1	XP_048591737.1, XP_013682530.2, XP_048613806.1, XP_048613783.1, XP_022568253.1
OG0005917	ESY2_g34990_DN3_SP0_c0.t1	XP_013700637.2, XP_013652412.2, XP_013674873.1, XP_013726508.1, XP_013682505.1
OG0005918	ESY5_g4351_DN3_SP3_c0.t1	XP_013641572.1, XP_022559617.1, XP_013731195.2, XP_013710128.2, XP_013680654.1, XP_048629929.1, XP_013710796.2
OG0005919	ESY2_g36124_DN3_SP8_c0.t1	XP_013650141.1, XP_013651315.2, XP_013694019.1, XP_013737426.1, XP_013640489.1
OG0005920	ESY2_g36137_DN3_SP1_c0.t1	XP_013685899.1, XP_048592349.1, XP_013676783.1, XP_048626327.1, XP_013694075.1
OG0005921	ESY2_g36625_DN3_SP8_c0.t1	XP_048603416.1, XP_013725889.1, XP_013650324.2, XP_013727031.1
OG0005922	ESY2_g36546_DN3_SP0_c0.t1	XP_048612071.1, XP_013714927.1, XP_013694579.1
OG0005924	ESY3_g30130_DN3_SP0_c0.t1	XP_013677558.1, XP_013695860.2, XP_022567377.1, XP_013673189.1, XP_013681465.1, XP_013640073.1
OG0005925	ESY3_g30174_DN3_SP8_c0.t1	XP_022550982.1, XP_013673224.1, XP_048635871.1, XP_013668246.1
OG0005926	ESY3_g30297_DN3_SP2_c0.t1	XP_013686375.1, XP_013686376.1, XP_013684809.1, XP_022564780.1, XP_022575469.2
OG0005928	ESY6_g48232_DN2_SP0_c0.t1, ESY3_g30455_DN3_SP5_c0.t1	XP_022550950.1, XP_022543819.2, XP_013719685.1, XP_048635802.1, XP_013677243.1
OG0005929	ESY2_g36968_DN3_SP8_c18.t1, ESY2_g36966_DN1_SP0_c67.t1, ESY2_g36967_DN2_SP0_c34.t1	XP_048636940.1, XP_013742803.1, XP_013707403.2, XP_013672320.1, XP_022545452.2
OG0005930	ESY2_g37037_DN3_SP7_c0.t1	XP_013698918.1, XP_013744842.1
OG0005930	ESY2_g37272_DN3_SP0_c0.t1	XP_013698091.1, XP_013702807.1
OG0005931	ESY3_g29782_DN3_SP7_c0.t1	XP_013681164.1, XP_048635658.1, XP_048614423.1, XP_013639968.1, XP_013707228.1, XP_013728168.1
OG0005932	ESY3_g29678_DN3_SP4_c0.t1	XP_013675277.2, XP_048600507.1, XP_013656045.1, XP_013736488.1, XP_022561043.1, XP_022576079.1
OG0005933	ESY8_g60168_DN3_SP0_c0.t1	XP_013713900.1, XP_013699278.1
OG0005935	ESY3_g29324_DN3_SP1_c0.t1	XP_013684912.1, XP_048632478.1, XP_013721256.1, XP_048628649.1, XP_048635347.1
OG0005936	ESY3_g29251_DN3_SP8_c0.t1	XP_013640886.1, XP_013697877.2, XP_013697424.1, XP_048628355.1, XP_048635302.1
OG0005937	ESY3_g29124_DN3_SP1_c0.t1, ESY2_g36341_DN2_SP0_c0.t1	XP_013640349.2, XP_013702376.2, XP_022558354.1, XP_048630321.1, XP_013718132.2
OG0005939	ESY3_g28760_DN3_SP0_c0.t1	XP_013751568.2, XP_022556691.1, XP_013683726.1, XP_048627838.1, XP_013647913.2
OG0005940	ESY3_g28810_DN3_SP0_c0.t1	XP_013674410.1, XP_013646729.1, XP_013684978.1, XP_022572309.1, XP_013741125.2
OG0005941	ESY3_g28344_DN3_SP0_c0.t1	XP_013653030.1, XP_013750555.1, XP_013648092.1, XP_013672471.2
OG0005942	ESY3_g28259_DN3_SP0_c0.t1	XP_022544368.2, XP_013653016.2, XP_013732912.2, XP_048592693.1
OG0005943	ESY3_g28201_DN3_SP0_c0.t1	XP_013730365.1, XP_013670988.1, XP_048592511.1, XP_013706242.2, XP_013685438.2, XP_022570669.1
OG0005944	ESY3_g27883_DN3_SP8_c0.t1	XP_013746487.2, XP_013660170.1, XP_013655141.2, XP_013726554.1, XP_048592474.1
OG0005945	ESY7_g18039_DN1_SP0_c0.t1, ESY7_g18170_DN2_SP0_c0.t1, ESY7_g16433_DN2_SP0_c0.t1, ESY7_g18169_DN3_SP0_c0.t1, ESY7_g16434_DN3_SP0_c0.t1, ESY7_g18040_DN1_SP0_c0.t1	XP_013701405.2, XP_022545224.1
OG0005946	ESY17_g39856_DN3_SP5_c0.t1	XP_013693118.1, XP_013662613.1, XP_048592589.1, XP_013672378.1, XP_013656890.2, XP_013685456.1
OG0005947	ESY11_g53514_DN3_SP8_c0.t1	XP_022561347.1, XP_013736696.1, XP_013707793.1, XP_013729276.1
OG0005948	ESY4_g24639_DN3_SP0_c0.t1, ESY11_g53869_DN3_SP8_c0.t1	XP_013655846.2, XP_013741198.1, XP_013681933.1
OG0005949	ESY11_g54189_DN3_SP8_c0.t1	XP_013652882.1, XP_013647226.1, XP_048616610.1, XP_013643383.1, XP_013685195.1
OG0005950	ESY11_g54266_DN3_SP0_c0.t1	XP_013729041.1, XP_013652862.2, XP_013680215.1, XP_022566106.2, XP_013652967.1
OG0005951	ESY11_g54606_DN3_SP1_c0.t1	XP_013653484.1, XP_013695864.2, XP_013652734.2, XP_048619735.1
OG0005952	ESY11_g54642_DN2_SP8_c0.t1	XP_013670901.2, XP_013744439.2, XP_013664447.1, XP_013732465.2, XP_013671731.2, XP_013696702.2
OG0005953	ESY11_g54806_DN2_SP0_c0.t1, ESY11_g54805_DN1_SP0_c0.t1, ESY11_g54807_DN3_SP0_c0.t1, ESY11_g54803_DN2_SP0_c0.t1	XP_013732483.2, XP_013701238.1, XP_048618610.1, XP_022545209.1
OG0005954	ESY11_g54852_DN3_SP8_c0.t1	XP_022566032.2, XP_013682646.1, XP_013652634.1, XP_048597533.1, XP_022570779.1, XP_013664355.1
OG0005955	ESY2_g36378_DN3_SP0_c0.t1, ESY8_g60355_DN1_SP0_c0.t1	XP_013649413.1, XP_013725259.2, XP_048629837.1, XP_013668608.2, XP_013698669.1
OG0005956	ESY2_g36336_DN3_SP8_c0.t1	XP_048637684.1, XP_013692267.2, XP_013714876.1, XP_048594352.1
OG0005957	ESY2_g36872_DN3_SP0_c0.t1	XP_048625429.1, XP_048607853.1, XP_013668094.1, XP_013710032.1
OG0005958	ESY10_g14411_DN3_SP1_c0.t1, ESY2_g36978_DN3_SP6_c0.t1	XP_013702180.2, XP_048637721.1, XP_013721834.2
OG0005960	ESY2_g37930_DN2_SP0_c0.t1, ESY2_g37932_DN3_SP0_c0.t1	XP_013670056.2, XP_048636321.1, XP_022576044.2, XP_013719991.1, XP_013655579.1
OG0005961	ESY2_g37891_DN3_SP8_c0.t1	XP_013655576.2, XP_013719993.2, XP_013727323.1, XP_048635557.1, XP_022575178.1
OG0005962	ESY2_g38305_DN3_SP8_c0.t1	XP_048593560.1, XP_048593625.1, XP_048622189.1, XP_048637981.1, XP_048637984.1, XP_048617751.1
OG0005963	ESY2_g38609_DN3_SP0_c0.t1	XP_013715401.1, XP_013742919.1, XP_013654713.1, XP_013708466.1, XP_013692514.1, XP_013744117.1
OG0005964	ESY1_g10382_DN3_SP0_c0.t1	XP_013705564.2, XP_013672570.1, XP_013686677.1, XP_013742115.2
OG0005965	ESY1_g10251_DN3_SP7_c0.t1	XP_013686715.1, XP_013742694.1, XP_048620518.1, XP_013662963.2
OG0005966	ESY1_g10870_DN3_SP0_c0.t1, ESY1_g10871_DN3_SP0_c0.t1	XP_048592972.1, XP_013687339.1, XP_013742446.2, XP_013708790.1, XP_013708828.1
OG0005967	ESY1_g10614_DN1_SP0_c0.t1	XP_013663462.1, XP_013655936.1, XP_013742304.1, XP_022557868.1
OG0005968	ESY1_g10548_DN3_SP0_c0.t1	XP_022564617.2, XP_013663434.2, XP_013702749.2, XP_013648022.2
OG0005969	ESY1_g11773_DN3_SP2_c0.t1	XP_013663373.1, XP_013701678.1, XP_013743010.1, XP_048633889.1, XP_013742218.1
OG0005970	ESY1_g11756_DN3_SP6_c0.t1	XP_048593011.1, XP_013746405.1, XP_013695249.1, XP_013708443.2, XP_013663354.2
OG0005971	ESY1_g11651_DN3_SP0_c0.t1	XP_013706108.1, XP_013652023.2, XP_013746399.1, XP_022553981.1, XP_013752487.1, XP_013710383.1
OG0005972	ESY1_g11650_DN3_SP0_c0.t1, ESY1_g11649_DN3_SP0_c0.t1	NP_001303181.1, NP_001302875.1, XP_048597178.1, XP_048620715.1
OG0005973	ESY1_g11292_DN3_SP7_c7.t1	XP_022564101.2, XP_013643623.2, XP_048626608.1, XP_013648319.2, XP_013724431.2
OG0005974	ESY1_g12271_DN3_SP0_c0.t1	XP_013644352.2, XP_013741935.2, XP_013711191.2, XP_013712421.1, XP_013652041.2
OG0005975	ESY1_g12348_DN3_SP0_c0.t1	XP_013690024.2, XP_013709601.1, XP_048597315.1
OG0005976	ESY1_g12330_DN3_SP0_c0.t1	XP_013699423.2, XP_013648449.2, XP_048609852.1, XP_048634244.1, XP_013663896.2
OG0005977	ESY1_g12579_DN3_SP8_c0.t1	XP_013706563.1, XP_013648530.2
OG0005978	ESY1_g12591_DN3_SP8_c0.t1	XP_013741804.1, NP_001302789.1, XP_013664041.2, XP_013664040.2, XP_013692692.2
OG0005979	ESY2_g37302_DN3_SP0_c0.t1, ESY2_g37300_DN2_SP0_c0.t1	XP_048637762.1, XP_048637761.1, XP_048616385.1, XP_048606484.1, XP_022546410.2
OG0005980	ESY10_g14869_DN1_SP0_c0.t1, ESY10_g14865_DN3_SP0_c0.t1, ESY22_g40882_DN3_SP0_c0.t1	XP_048617645.1, XP_013696676.2
OG0005982	ESY1_g11975_DN3_SP0_c0.t1, ESY1_g11973_DN2_SP0_c0.t1	XP_013746366.1, XP_048597275.1, XP_048620800.1, XP_048617769.1, XP_048591619.1
OG0005983	ESY10_g15096_DN3_SP1_c0.t1	NP_001302543.1, XP_013662888.1, XP_013704055.1, XP_022571479.1, XP_013698158.2, XP_013704057.2
OG0005986	ESY2_g34954_DN3_SP0_c0.t1	XP_048617383.1, XP_048592185.1
