Orthogroup	Euclidium_syriacum	Cardamine_amara
OG0005870	ESY7_g17622_DN3_SP0_c0.t1	evm.model.RL_4.2188
OG0005871	ESY7_g17655_DN3_SP0_c0.t1	evm.model.RL_4.2213
OG0005872	ESY7_g17488_DN3_SP1_c0.t1	evm.model.RL_4.2118
OG0005873	ESY7_g17425_DN3_SP8_c0.t1	evm.model.RL_4.2075
OG0005874	ESY3_g31999_DN3_SP0_c0.t1, ESY3_g32001_DN3_SP0_c0.t1	evm.model.RL_4.2042
OG0005875	ESY7_g17157_DN3_SP4_c0.t1	evm.model.RL_4.1892
OG0005876	ESY7_g17031_DN3_SP0_c0.t1	evm.model.RL_4.1806, evm.model.RL_4.1807
OG0005877	ESY7_g16897_DN3_SP0_c0.t1	evm.model.RL_4.1741
OG0005878	ESY15_g64580_DN2_SP0_c0.t1	evm.model.RL_4.1017, evm.model.RL_4.1016, evm.model.RL_4.1015
OG0005879	ESY10_g15864_DN3_SP0_c0.t1	evm.model.RL_4.953
OG0005880	ESY10_g15876_DN3_SP7_c0.t1	evm.model.RL_4.934
OG0005881	ESY15_g64225_DN3_SP8_c50.t1	evm.model.RL_4.921
OG0005882	ESY16_g62118_DN3_SP8_c0.t1	evm.model.RL_4.885
OG0005883	ESY15_g64470_DN2_SP0_c17.t1	evm.model.RL_4.846
OG0005884	ESY7_g17709_DN3_SP8_c0.t1	evm.model.RL_4.2253
OG0005885	ESY7_g18917_DN3_SP0_c0.t1	evm.model.RL_4.2999
OG0005886	ESY6_g49926_DN3_SP3_c0.t1	evm.model.RL_4.1167
OG0005887	ESY6_g50015_DN3_SP2_c0.t1	evm.model.RL_4.1237
OG0005888	ESY6_g50125_DN3_SP0_c0.t1	evm.model.RL_4.1339
OG0005889	ESY6_g49569_DN3_SP6_c0.t1	evm.model.RL_8.2169
OG0005890	ESY6_g49507_DN3_SP6_c0.t1	evm.model.RL_8.2217
OG0005891	ESY6_g49388_DN3_SP0_c13.t1, ESY6_g49188_DN1_SP0_c0.t1	evm.model.RL_8.2292
OG0005892	ESY6_g49363_DN3_SP2_c0.t1	evm.model.RL_8.2314
OG0005892	ESY1_g8455_DN3_SP8_c0.t1	evm.model.RL_7.1637
OG0005893	ESY6_g49821_DN3_SP8_c17.t1	evm.model.RL_8.2348
OG0005893	ESY6_g49304_DN2_SP0_c0.t1	evm.model.RL_3.1818
OG0005894	ESY6_g48624_DN3_SP0_c0.t1, ESY6_g48630_DN3_SP0_c0.t1	evm.model.RL_8.1950
OG0005895	ESY6_g48623_DN1_SP0_c0.t1	evm.model.RL_8.1941, evm.model.RL_8.1942
OG0005896	ESY6_g48609_DN3_SP0_c0.t1	evm.model.RL_8.1934
OG0005897	ESY6_g48602_DN3_SP0_c0.t1	evm.model.RL_8.1927
OG0005898	ESY6_g48587_DN3_SP0_c0.t1	evm.model.RL_8.1917
OG0005899	ESY3_g31187_DN3_SP0_c0.t1	evm.model.RL_1.1011
OG0005900	ESY6_g48562_DN3_SP7_c0.t1	evm.model.RL_8.1897
OG0005901	ESY1_g10160_DN3_SP8_c0.t1	evm.model.RL_7.1238
OG0005902	ESY1_g9934_DN3_SP0_c0.t1	evm.model.RL_7.1345
OG0005903	ESY1_g9609_DN3_SP3_c24.t1	evm.model.RL_7.1469
OG0005904	ESY1_g8996_DN3_SP8_c0.t1	evm.model.RL_7.1565
OG0005905	ESY3_g32325_DN3_SP0_c0.t1, ESY3_g32322_DN3_SP0_c0.t1, ESY3_g32326_DN3_SP0_c0.t1	evm.model.RL_7.1746, evm.model.RL_7.1744
OG0005906	ESY6_g49903_DN3_SP0_c0.t1	evm.model.RL_4.1145, evm.model.RL_2.495
OG0005907	ESY2_g34397_DN2_SP0_c0.t1	evm.model.RL_3.1275
OG0005908	ESY2_g35472_DN3_SP0_c0.t1	evm.model.RL_3.1382, evm.model.RL_3.1385
OG0005909	ESY2_g35685_DN3_SP0_c0.t1	evm.model.RL_3.1558
OG0005909	ESY8_g60623_DN3_SP0_c0.t1	evm.model.RL_2.256
OG0005911	ESY2_g35053_DN3_SP1_c0.t1	evm.model.RL_3.2199
OG0005912	ESY2_g34628_DN3_SP7_c0.t1	evm.model.RL_3.2138
OG0005915	ESY2_g36001_DN3_SP0_c1.t1	evm.model.RL_3.1937
OG0005916	ESY2_g35970_DN3_SP0_c0.t1	evm.model.RL_3.1914
OG0005917	ESY2_g34990_DN3_SP0_c0.t1	evm.model.RL_3.1878
OG0005918	ESY5_g4351_DN3_SP3_c0.t1	evm.model.RL_5.1564
OG0005919	ESY2_g36124_DN3_SP8_c0.t1	evm.model.RL_3.2258
OG0005920	ESY2_g36137_DN3_SP1_c0.t1	evm.model.RL_3.2267
OG0005921	ESY2_g36625_DN3_SP8_c0.t1	evm.model.RL_3.2395
OG0005922	ESY2_g36546_DN3_SP0_c0.t1	evm.model.RL_3.2451
OG0005924	ESY3_g30130_DN3_SP0_c0.t1	evm.model.RL_1.1189
OG0005925	ESY3_g30174_DN3_SP8_c0.t1	evm.model.RL_1.1225
OG0005926	ESY3_g30297_DN3_SP2_c0.t1	evm.model.RL_1.1307
OG0005928	ESY6_g48232_DN2_SP0_c0.t1, ESY3_g30455_DN3_SP5_c0.t1	evm.model.RL_1.1395
OG0005929	ESY2_g36968_DN3_SP8_c18.t1, ESY2_g36966_DN1_SP0_c67.t1, ESY2_g36967_DN2_SP0_c34.t1	evm.model.RL_5.3765
OG0005930	ESY2_g37037_DN3_SP7_c0.t1	evm.model.RL_5.3724
OG0005931	ESY3_g29782_DN3_SP7_c0.t1	evm.model.RL_1.1678
OG0005932	ESY3_g29678_DN3_SP4_c0.t1	evm.model.RL_1.1751
OG0005933	ESY8_g60168_DN3_SP0_c0.t1	evm.model.RL_3.342
OG0005934	ESY3_g29387_DN3_SP8_c0.t1, ESY7_g19348_DN3_SP0_c0.t1, ESY5_g5075_DN3_SP0_c0.t1	evm.model.RL_1.1869
OG0005935	ESY3_g29324_DN3_SP1_c0.t1	evm.model.RL_1.1909
OG0005936	ESY3_g29251_DN3_SP8_c0.t1	evm.model.RL_1.1947
OG0005937	ESY2_g36341_DN2_SP0_c0.t1	evm.model.RL_1.2031
OG0005939	ESY3_g28760_DN3_SP0_c0.t1	evm.model.RL_1.2148
OG0005940	ESY3_g28810_DN3_SP0_c0.t1	evm.model.RL_1.2166
OG0005941	ESY3_g28344_DN3_SP0_c0.t1	evm.model.RL_1.2260
OG0005942	ESY3_g28259_DN3_SP0_c0.t1	evm.model.RL_1.2282
OG0005943	ESY3_g28201_DN3_SP0_c0.t1	evm.model.RL_1.2286
OG0005944	ESY3_g27883_DN3_SP8_c0.t1	evm.model.RL_1.2365
OG0005945	ESY7_g18039_DN1_SP0_c0.t1, ESY7_g18170_DN2_SP0_c0.t1, ESY7_g16433_DN2_SP0_c0.t1	evm.model.RL_1.2552
OG0005947	ESY11_g53514_DN3_SP8_c0.t1	evm.model.RL_1.2717
OG0005948	ESY4_g24639_DN3_SP0_c0.t1, ESY11_g53869_DN3_SP8_c0.t1	evm.model.RL_1.2843
OG0005949	ESY11_g54189_DN3_SP8_c0.t1	evm.model.RL_1.2986
OG0005950	ESY11_g54266_DN3_SP0_c0.t1	evm.model.RL_1.3016.2.687c87f0
OG0005952	ESY11_g54642_DN2_SP8_c0.t1	evm.model.RL_1.3139
OG0005953	ESY11_g54806_DN2_SP0_c0.t1, ESY11_g54805_DN1_SP0_c0.t1, ESY11_g54807_DN3_SP0_c0.t1	evm.model.RL_1.3180
OG0005953	ESY11_g54803_DN2_SP0_c0.t1	evm.model.RL_1.3179
OG0005954	ESY11_g54852_DN3_SP8_c0.t1	evm.model.RL_1.3201
OG0005955	ESY2_g36378_DN3_SP0_c0.t1, ESY8_g60355_DN1_SP0_c0.t1	evm.model.RL_5.3971
OG0005956	ESY2_g36336_DN3_SP8_c0.t1	evm.model.RL_5.3944
OG0005957	ESY2_g36872_DN3_SP0_c0.t1	evm.model.RL_5.3808.1.687c88c5
OG0005958	ESY10_g14411_DN3_SP1_c0.t1, ESY2_g36978_DN3_SP6_c0.t1	evm.model.RL_5.3757
OG0005960	ESY2_g37930_DN2_SP0_c0.t1, ESY2_g37932_DN3_SP0_c0.t1	evm.model.RL_5.2138
OG0005961	ESY2_g37891_DN3_SP8_c0.t1	evm.model.RL_5.2131
OG0005962	ESY2_g38305_DN3_SP8_c0.t1	evm.model.RL_5.2205
OG0005963	ESY2_g38609_DN3_SP0_c0.t1	evm.model.RL_2.1115
OG0005964	ESY1_g10382_DN3_SP0_c0.t1	evm.model.RL_7.1147
OG0005965	ESY1_g10251_DN3_SP7_c0.t1	evm.model.RL_7.1205.2.687c84b8, evm.model.RL_7.1209
OG0005966	ESY1_g10870_DN3_SP0_c0.t1, ESY1_g10871_DN3_SP0_c0.t1	evm.model.RL_7.905
OG0005967	ESY1_g10614_DN1_SP0_c0.t1	evm.model.RL_7.761, evm.model.RL_6.2139
OG0005968	ESY1_g10548_DN3_SP0_c0.t1	evm.model.RL_7.745.1.687c84b6
OG0005969	ESY1_g11773_DN3_SP2_c0.t1	evm.model.RL_7.670
OG0005970	ESY1_g11756_DN3_SP6_c0.t1	evm.model.RL_7.662
OG0005971	ESY1_g11651_DN3_SP0_c0.t1	evm.model.RL_7.616
OG0005972	ESY1_g11650_DN3_SP0_c0.t1, ESY1_g11649_DN3_SP0_c0.t1	evm.model.RL_7.614, evm.model.RL_7.615
OG0005973	ESY1_g11292_DN3_SP7_c7.t1	evm.model.RL_7.449
OG0005974	ESY1_g12271_DN3_SP0_c0.t1	evm.model.RL_7.238
OG0005975	ESY1_g12348_DN3_SP0_c0.t1	evm.model.RL_7.200
OG0005976	ESY1_g12330_DN3_SP0_c0.t1	evm.model.RL_7.213
OG0005977	ESY1_g12579_DN3_SP8_c0.t1	evm.model.RL_7.21
OG0005978	ESY1_g12591_DN3_SP8_c0.t1	evm.model.RL_7.10.3.687c84b2
OG0005979	ESY2_g37302_DN3_SP0_c0.t1, ESY2_g37300_DN2_SP0_c0.t1	evm.model.RL_5.1945, evm.model.RL_5.1946, evm.model.RL_5.1944
OG0005982	ESY1_g11975_DN3_SP0_c0.t1, ESY1_g11973_DN2_SP0_c0.t1	evm.model.RL_7.355
OG0005983	ESY10_g15096_DN3_SP1_c0.t1	evm.model.RL_4.190
OG0005987	ESY4_g23862_DN1_SP0_c0.t1	evm.model.RL_2.2306
OG0005988	ESY4_g25906_DN3_SP8_c0.t1	evm.model.RL_2.2850
OG0005991	ESY23_g18_DN3_SP0_c0.t1	evm.model.RL_2.1817
OG0005992	ESY2_g34475_DN3_SP0_c0.t1	evm.model.RL_3.1213
OG0005993	ESY2_g34933_DN3_SP0_c0.t1, ESY2_g34931_DN3_SP0_c0.t1	evm.model.RL_3.1831.1.687c84bd
OG0005995	ESY11_g54968_DN2_SP0_c31.t1	evm.model.RL_1.3263
OG0005995	ESY11_g54969_DN3_SP0_c0.t1	evm.model.RL_1.3264
OG0005996	ESY3_g30508_DN3_SP0_c0.t1	evm.model.RL_1.1414
OG0005997	ESY3_g31281_DN3_SP0_c0.t1	evm.model.RL_1.1067
OG0005998	ESY7_g18498_DN3_SP0_c0.t1	evm.model.RL_4.2834
OG0005999	ESY8_g58924_DN3_SP6_c0.t1	evm.model.RL_6.954, evm.model.RL_6.953
OG0006000	ESY7_g18875_DN3_SP0_c0.t1, ESY7_g18874_DN2_SP0_c0.t1	evm.model.RL_4.2131
OG0006001	ESY8_g60241_DN3_SP0_c0.t1	evm.model.RL_2.60
OG0006002	ESY1_g11166_DN3_SP0_c0.t1	evm.model.RL_8.875
OG0006002	ESY6_g50591_DN3_SP0_c0.t1	evm.model.RL_8.2577
OG0006004	ESY3_g31683_DN3_SP0_c0.t1, ESY3_g31681_DN3_SP0_c0.t1, ESY3_g31685_DN2_SP0_c0.t1	evm.model.RL_4.893, evm.model.RL_1.483, evm.model.RL_1.482
OG0006007	ESY8_g58333_DN3_SP0_c0.t1, ESY16_g61490_DN3_SP0_c0.t1	evm.model.RL_2.1209, evm.model.RL_2.486
OG0006009	ESY6_g46334_DN2_SP3_c0.t1	evm.model.RL_8.1250
OG0006016	ESY4_g24209_DN3_SP3_c0.t1	evm.model.RL_2.2408
OG0006017	ESY11_g54514_DN3_SP0_c0.t1	evm.model.RL_1.3106
OG0006018	ESY4_g24616_DN2_SP0_c0.t1	evm.model.RL_2.2555
OG0006019	ESY8_g59522_DN3_SP4_c0.t1	evm.model.RL_6.268
OG0006020	ESY4_g24720_DN3_SP0_c0.t1	evm.model.RL_2.2583
OG0006021	ESY5_g3104_DN3_SP5_c0.t1	evm.model.RL_5.2319, evm.model.RL_5.683
OG0006022	ESY4_g24821_DN3_SP8_c0.t1	evm.model.RL_2.2618
OG0006023	ESY4_g24847_DN3_SP0_c0.t1, ESY12_g52050_DN3_SP0_c0.t1	evm.model.RL_2.2630
OG0006024	ESY8_g59410_DN3_SP1_c0.t1	evm.model.RL_6.361
OG0006025	ESY4_g23555_DN3_SP0_c0.t1	evm.model.RL_5.2912
OG0006026	ESY4_g25857_DN2_SP0_c0.t1	evm.model.RL_2.2868
OG0006027	ESY4_g25838_DN3_SP5_c0.t1	evm.model.RL_2.2877
OG0006028	ESY4_g25835_DN3_SP8_c0.t1	evm.model.RL_2.2878.2.687c86e7
OG0006029	ESY11_g53522_DN2_SP0_c0.t1	evm.model.RL_1.2721
OG0006032	ESY4_g25545_DN2_SP8_c0.t1	evm.model.RL_2.3006
OG0006033	ESY4_g25433_DN3_SP8_c10.t1	evm.model.RL_8.2129
OG0006034	ESY16_g61927_DN3_SP0_c0.t1	evm.model.RL_5.2806
OG0006035	ESY16_g61743_DN3_SP6_c0.t1	evm.model.RL_5.2736.1.687c88bd
OG0006036	ESY16_g61666_DN2_SP8_c0.t1	evm.model.RL_5.2704.3.687c88bc
OG0006037	ESY16_g61636_DN3_SP0_c0.t1	evm.model.RL_5.2686, evm.model.RL_1.1813
OG0006038	ESY16_g61615_DN3_SP5_c0.t1	evm.model.RL_2.1256
OG0006039	ESY16_g61477_DN3_SP8_c0.t1	evm.model.RL_2.1198
OG0006040	ESY2_g34246_DN3_SP1_c0.t1, ESY5_g3223_DN3_SP0_c0.t1	evm.model.RL_5.1939.1.687c88b8, evm.model.RL_3.678, evm.model.RL_1.2828, evm.model.RL_1.2829
OG0006041	ESY2_g34118_DN3_SP2_c0.t1	evm.model.RL_3.581
OG0006042	ESY2_g34006_DN3_SP8_c0.t1	evm.model.RL_8.868
OG0006043	ESY2_g33989_DN3_SP0_c0.t1	evm.model.RL_3.466
OG0006044	ESY5_g3541_DN3_SP0_c0.t1	evm.model.RL_5.942
OG0006045	ESY10_g14662_DN3_SP5_c0.t1	evm.model.RL_7.2662
OG0006046	ESY11_g52423_DN3_SP8_c0.t1	evm.model.RL_2.780, evm.model.RL_1.2403, evm.model.RL_1.2548
OG0006047	ESY10_g14622_DN3_SP8_c0.t1	evm.model.RL_7.2688
OG0006049	ESY10_g14470_DN3_SP0_c0.t1	evm.model.RL_7.2612
OG0006050	ESY2_g35672_DN3_SP0_c0.t1, ESY2_g36426_DN3_SP0_c0.t1	evm.model.RL_3.1548
OG0006051	ESY10_g14356_DN3_SP0_c0.t1	evm.model.RL_7.2577
OG0006052	ESY10_g14220_DN3_SP7_c0.t1	evm.model.RL_7.2525
OG0006053	ESY10_g14127_DN3_SP4_c0.t1	evm.model.RL_7.2491
OG0006054	ESY5_g2568_DN3_SP7_c0.t1	evm.model.RL_5.1156
OG0006055	ESY10_g14002_DN3_SP0_c0.t1	evm.model.RL_7.2427
OG0006056	ESY10_g13898_DN3_SP5_c0.t1	evm.model.RL_2.425, evm.model.RL_7.2368
OG0006057	ESY10_g13776_DN3_SP0_c0.t1	evm.model.RL_7.2319
OG0006058	ESY10_g13728_DN3_SP0_c0.t1	evm.model.RL_7.2292
OG0006059	ESY10_g13681_DN3_SP0_c0.t1	evm.model.RL_7.2279
OG0006060	ESY10_g13674_DN3_SP0_c0.t1	evm.model.RL_7.2274
OG0006061	ESY21_g55638_DN3_SP3_c0.t1	evm.model.RL_7.2220
OG0006062	ESY21_g55613_DN3_SP8_c0.t1	evm.model.RL_7.2217
OG0006063	ESY7_g17802_DN3_SP0_c0.t1, ESY7_g17804_DN3_SP0_c0.t1	evm.model.RL_7.2204
OG0006063	ESY7_g17801_DN3_SP0_c0.t1	evm.model.RL_7.2205
OG0006064	ESY21_g55311_DN3_SP8_c0.t1	evm.model.RL_7.2177.2.687c84bc
OG0006065	ESY2_g34538_DN3_SP0_c0.t1	evm.model.RL_2.257
OG0006067	ESY2_g35151_DN3_SP3_c0.t1	evm.model.RL_7.2053
OG0006068	ESY2_g35218_DN3_SP0_c0.t1	evm.model.RL_3.1044, evm.model.RL_3.1043, evm.model.RL_3.1045
OG0006069	ESY2_g35289_DN3_SP8_c0.t1	evm.model.RL_3.971
OG0006070	ESY2_g35329_DN3_SP0_c0.t1	evm.model.RL_3.945
OG0006071	ESY2_g33276_DN3_SP7_c0.t1	evm.model.RL_3.30
OG0006072	ESY8_g59974_DN1_SP0_c0.t1	evm.model.RL_2.196
OG0006073	ESY2_g33444_DN3_SP0_c0.t1	evm.model.RL_3.130.4.687c84b9
OG0006074	ESY2_g33486_DN3_SP8_c0.t1	evm.model.RL_3.154
OG0006075	ESY2_g33585_DN3_SP8_c0.t1	evm.model.RL_3.190
OG0006076	ESY12_g51092_DN3_SP0_c0.t1	evm.model.RL_6.2257
OG0006077	ESY12_g51049_DN3_SP8_c0.t1	evm.model.RL_6.2236
OG0006078	ESY3_g30916_DN3_SP6_c0.t1	evm.model.RL_1.843
OG0006079	ESY3_g31078_DN3_SP8_c0.t1	evm.model.RL_1.945
OG0006080	ESY3_g31179_DN3_SP8_c0.t1	evm.model.RL_1.1004
OG0006081	ESY7_g18765_DN3_SP8_c0.t1, ESY3_g31290_DN3_SP0_c0.t1	evm.model.RL_4.2906
OG0006082	ESY3_g30074_DN3_SP6_c0.t1	evm.model.RL_1.1148
OG0006085	ESY6_g45905_DN3_SP0_c0.t1	evm.model.RL_8.1218
OG0006086	ESY6_g46499_DN3_SP0_c0.t1	evm.model.RL_8.1274
OG0006087	ESY13_g56617_DN3_SP0_c0.t1	evm.model.RL_2.2075
OG0006088	ESY6_g47180_DN3_SP0_c0.t1	evm.model.RL_8.1391
OG0006089	ESY4_g23846_DN3_SP0_c0.t1, ESY4_g23824_DN3_SP0_c0.t1	evm.model.RL_2.2303
OG0006090	ESY6_g47460_DN3_SP8_c0.t1	evm.model.RL_8.1452
OG0006092	ESY6_g47501_DN3_SP0_c0.t1	evm.model.RL_8.1463
OG0006093	ESY6_g47624_DN3_SP0_c0.t1, ESY7_g17452_DN3_SP0_c0.t1, ESY6_g47625_DN3_SP8_c0.t1	evm.model.RL_8.1520
OG0006094	ESY6_g47881_DN3_SP0_c0.t1	evm.model.RL_8.1540
OG0006095	ESY6_g47908_DN3_SP5_c0.t1	evm.model.RL_8.1551
OG0006096	ESY6_g47918_DN3_SP0_c0.t1	evm.model.RL_8.1560
OG0006097	ESY6_g47982_DN2_SP0_c0.t1	evm.model.RL_8.1599
OG0006098	ESY6_g48081_DN3_SP0_c0.t1	evm.model.RL_8.1655
OG0006099	ESY6_g48298_DN3_SP7_c0.t1	evm.model.RL_8.1751.2.687c855d, evm.model.RL_6.2
OG0006100	ESY6_g48443_DN3_SP0_c0.t1	evm.model.RL_8.1828
OG0006101	ESY6_g48472_DN3_SP8_c0.t1	evm.model.RL_8.1837
OG0006102	ESY5_g2922_DN3_SP0_c0.t1	evm.model.RL_5.1397
OG0006103	ESY6_g48538_DN3_SP1_c0.t1	evm.model.RL_8.1873
OG0006104	ESY12_g52041_DN3_SP0_c0.t1, ESY11_g53644_DN3_SP0_c0.t1, ESY5_g2710_DN3_SP0_c0.t1	evm.model.RL_5.1225
OG0006105	ESY6_g48541_DN3_SP5_c0.t1	evm.model.RL_8.1876
OG0006106	ESY7_g18352_DN3_SP0_c0.t1	evm.model.RL_4.2341
OG0006107	ESY7_g18344_DN3_SP8_c0.t1	evm.model.RL_4.2348
OG0006108	ESY7_g18195_DN3_SP8_c0.t1	evm.model.RL_4.2440
OG0006109	ESY7_g18004_DN3_SP1_c0.t1	evm.model.RL_4.2547
OG0006110	ESY7_g17978_DN3_SP0_c0.t1	evm.model.RL_4.2565
OG0006111	ESY7_g17866_DN3_SP8_c15.t1	evm.model.RL_4.2630
OG0006112	ESY7_g17786_DN3_SP8_c0.t1	evm.model.RL_4.2674
OG0006113	ESY7_g18679_DN3_SP7_c0.t1	evm.model.RL_4.2710, evm.model.RL_4.2709
OG0006114	ESY7_g18644_DN3_SP0_c0.t1	evm.model.RL_4.2737
OG0006115	ESY7_g18640_DN3_SP0_c0.t1	evm.model.RL_4.2740
OG0006116	ESY7_g18583_DN3_SP1_c0.t1, ESY7_g17986_DN3_SP1_c0.t1	evm.model.RL_4.2780
OG0006117	ESY6_g49423_DN3_SP8_c0.t1	evm.model.RL_8.2271
OG0006118	ESY3_g32627_DN3_SP0_c0.t1	evm.model.RL_2.1285
OG0006119	ESY9_g42463_DN3_SP0_c0.t1	evm.model.RL_2.1308
OG0006120	ESY9_g42520_DN3_SP0_c0.t1	evm.model.RL_6.2542, evm.model.RL_2.1341
OG0006121	ESY9_g42529_DN3_SP0_c0.t1	evm.model.RL_2.1349
OG0006122	ESY9_g42651_DN3_SP0_c0.t1	evm.model.RL_2.1395
OG0006124	ESY9_g42709_DN3_SP2_c0.t1	evm.model.RL_2.1413
OG0006125	ESY9_g43005_DN3_SP8_c0.t1	evm.model.RL_2.1511
OG0006126	ESY8_g59107_DN3_SP1_c0.t1	evm.model.RL_6.754
OG0006127	ESY9_g43275_DN3_SP8_c0.t1	evm.model.RL_2.1574
OG0006128	ESY9_g43424_DN3_SP1_c0.t1	evm.model.RL_2.1622
OG0006129	ESY9_g43472_DN3_SP0_c0.t1	evm.model.RL_2.1641
OG0006130	ESY9_g43618_DN3_SP0_c0.t1	evm.model.RL_2.1666
OG0006131	ESY9_g43687_DN3_SP0_c0.t1	evm.model.RL_2.1703
OG0006132	ESY26_g42287_DN3_SP2_c0.t1	evm.model.RL_2.1779
OG0006133	ESY26_g42309_DN1_SP0_c0.t1, ESY26_g42308_DN3_SP1_c0.t1	evm.model.RL_2.1790
OG0006134	ESY23_g144_DN2_SP0_c0.t1	evm.model.RL_2.1858
OG0006135	ESY23_g167_DN3_SP7_c0.t1	evm.model.RL_2.1879
OG0006136	ESY23_g237_DN3_SP0_c0.t1	evm.model.RL_2.1894
OG0006137	ESY23_g369_DN3_SP8_c0.t1	evm.model.RL_2.1918
OG0006138	ESY18_g63946_DN3_SP8_c0.t1	evm.model.RL_8.815, evm.model.RL_8.816, evm.model.RL_8.703
OG0006139	ESY14_g20153_DN3_SP0_c0.t1	evm.model.RL_5.2570
OG0006140	ESY14_g21155_DN3_SP1_c0.t1	evm.model.RL_5.2315
OG0006141	ESY14_g20949_DN3_SP8_c0.t1	evm.model.RL_5.2361
OG0006142	ESY4_g22318_DN3_SP7_c0.t1	evm.model.RL_2.1930
OG0006143	ESY12_g52145_DN3_SP6_c0.t1	evm.model.RL_6.2520
OG0006144	ESY4_g22199_DN3_SP0_c0.t1	evm.model.RL_5.3110
OG0006145	ESY4_g22881_DN3_SP0_c0.t1	evm.model.RL_5.3092
OG0006146	ESY4_g22251_DN3_SP0_c0.t1	evm.model.RL_5.2283
OG0006147	ESY4_g22736_DN3_SP4_c0.t1	evm.model.RL_5.3058
OG0006148	ESY4_g22741_DN2_SP5_c0.t1	evm.model.RL_5.3056.8.687c88bf
OG0006149	ESY4_g23077_DN2_SP0_c0.t1	evm.model.RL_5.3007
OG0006150	ESY4_g23156_DN2_SP0_c0.t1, ESY4_g23195_DN2_SP0_c0.t1	evm.model.RL_5.2996
OG0006151	ESY4_g23199_DN3_SP0_c0.t1	evm.model.RL_5.2993
OG0006152	ESY4_g23223_DN3_SP1_c0.t1	evm.model.RL_5.2989
OG0006153	ESY4_g23488_DN3_SP0_c0.t1, ESY12_g51971_DN3_SP2_c0.t1	evm.model.RL_5.2935
OG0006154	ESY2_g33522_DN1_SP0_c0.t1, ESY2_g33523_DN3_SP0_c0.t1	evm.model.RL_5.2944
OG0006155	ESY4_g23639_DN3_SP8_c0.t1	evm.model.RL_6.1556, evm.model.RL_5.2896
OG0006156	ESY4_g23656_DN3_SP8_c20.t1	evm.model.RL_5.2892
OG0006157	ESY4_g26014_DN3_SP6_c0.t1	evm.model.RL_2.3099
OG0006158	ESY4_g26304_DN3_SP0_c0.t1	evm.model.RL_2.3187
OG0006159	ESY4_g26409_DN3_SP0_c0.t1	evm.model.RL_2.3223
OG0006161	ESY4_g26675_DN1_SP3_c0.t1	evm.model.RL_2.3338
OG0006161	ESY8_g59700_DN3_SP2_c0.t1	evm.model.RL_6.139
OG0006162	ESY4_g26772_DN3_SP0_c0.t1	evm.model.RL_2.3402
OG0006163	ESY4_g26910_DN3_SP8_c0.t1	evm.model.RL_2.3462
OG0006164	ESY17_g40307_DN3_SP7_c0.t1	evm.model.RL_2.477
OG0006165	ESY8_g61036_DN3_SP8_c0.t1	evm.model.RL_2.370
OG0006166	ESY8_g60984_DN3_SP0_c0.t1	evm.model.RL_2.356, evm.model.RL_2.359, evm.model.RL_2.349, evm.model.RL_2.465, evm.model.RL_2.350
OG0006167	ESY3_g31780_DN3_SP0_c0.t1	evm.model.RL_1.454
OG0006168	ESY16_g61952_DN3_SP8_c0.t1	evm.model.RL_5.2808
OG0006169	ESY16_g61848_DN3_SP8_c0.t1	evm.model.RL_5.2788
OG0006170	ESY9_g44221_DN2_SP0_c0.t1	evm.model.RL_6.1706
OG0006171	ESY9_g43272_DN3_SP1_c0.t1, ESY7_g16846_DN2_SP0_c0.t1	evm.model.RL_8.820
OG0006172	ESY19_g41756_DN3_SP0_c0.t1	evm.model.RL_8.917.1.687c8559
OG0006173	ESY1_g5887_DN2_SP0_c0.t1	evm.model.RL_6.1489
OG0006174	ESY3_g30519_DN3_SP0_c0.t1, ESY1_g6163_DN2_SP1_c0.t1	evm.model.RL_6.1474
OG0006175	ESY4_g21742_DN2_SP0_c0.t1	evm.model.RL_4.690, evm.model.RL_4.688, evm.model.RL_4.689
OG0006176	ESY3_g29280_DN3_SP7_c0.t1	evm.model.RL_8.792
OG0006177	ESY25_g62590_DN3_SP8_c0.t1	evm.model.RL_8.749
OG0006178	ESY18_g63002_DN3_SP0_c0.t1	evm.model.RL_8.559
OG0006179	ESY18_g63318_DN3_SP0_c0.t1	evm.model.RL_8.621.1.687c8557
OG0006180	ESY18_g63164_DN3_SP0_c0.t1	evm.model.RL_8.601
OG0006181	ESY18_g63139_DN3_SP8_c0.t1	evm.model.RL_8.596
OG0006182	ESY18_g63003_DN3_SP7_c0.t1	evm.model.RL_8.560
OG0006183	ESY7_g16115_DN3_SP7_c0.t1	evm.model.RL_8.513
OG0006184	ESY7_g16220_DN3_SP0_c0.t1	evm.model.RL_8.479
OG0006185	ESY7_g16325_DN2_SP0_c0.t1	evm.model.RL_8.466
OG0006186	ESY7_g16442_DN3_SP0_c0.t1	evm.model.RL_8.423.1.687c8556
OG0006187	ESY3_g32309_DN3_SP0_c0.t1	evm.model.RL_1.3182
OG0006187	ESY7_g16738_DN3_SP8_c0.t1	evm.model.RL_4.332
OG0006188	ESY7_g16778_DN3_SP0_c0.t1	evm.model.RL_4.301
OG0006189	ESY10_g15125_DN3_SP8_c0.t1	evm.model.RL_4.199
OG0006190	ESY10_g15111_DN3_SP0_c0.t1	evm.model.RL_4.200, evm.model.RL_4.198
OG0006192	ESY10_g14734_DN3_SP8_c0.t1	evm.model.RL_4.5
