Orthogroup	Euclidium_syriacum	Alyssum_gmelinii
OG0008643	ESY24_g33237_DN3_SP8_c0.t1	Ag008G675520
OG0008644	ESY24_g33228_DN3_SP0_c0.t1	Ag008G677360
OG0008645	ESY11_g52348_DN3_SP0_c0.t1	Ag004G301340, Ag008G664640, Ag002G163030
OG0008646	ESY6_g46489_DN3_SP0_c0.t1	Ag008G680250
OG0008647	ESY6_g49410_DN3_SP0_c0.t1	Ag008G680750
OG0008648	ESY6_g46871_DN3_SP8_c0.t1	Ag008G683450
OG0008650	ESY6_g47230_DN3_SP8_c0.t1	Ag008G683070
OG0008651	ESY6_g47202_DN3_SP5_c0.t1	Ag008G684890
OG0008652	ESY6_g47188_DN3_SP0_c0.t1	Ag008G684830
OG0008653	ESY6_g47416_DN2_SP0_c0.t1	Ag008G686530
OG0008654	ESY6_g47419_DN3_SP0_c0.t1	Ag008G686630
OG0008655	ESY6_g47461_DN3_SP7_c0.t1	Ag008G686990
OG0008657	ESY6_g47601_DN3_SP7_c0.t1	Ag008G688320, Ag008G690090
OG0008658	ESY6_g47506_DN3_SP0_c0.t1	Ag008G687540
OG0008659	ESY6_g47616_DN3_SP7_c0.t1	Ag008G689910, Ag008G688580
OG0008660	ESY6_g47628_DN3_SP7_c0.t1	Ag008G689610, Ag008G688820
OG0008662	ESY6_g47972_DN3_SP0_c0.t1	Ag008G694290
OG0008663	ESY6_g47987_DN3_SP8_c0.t1	Ag008G694850
OG0008664	ESY6_g48003_DN3_SP3_c0.t1	Ag008G694940
OG0008665	ESY6_g48056_DN3_SP0_c0.t1	Ag008G695750
OG0008666	ESY6_g48068_DN3_SP0_c0.t1	Ag008G696070
OG0008667	ESY6_g48069_DN1_SP0_c0.t1	Ag008G696120
OG0008668	ESY6_g48161_DN3_SP7_c0.t1	Ag008G697680
OG0008669	ESY6_g48210_DN3_SP0_c0.t1	Ag008G698620
OG0008670	ESY6_g48212_DN3_SP0_c0.t1	Ag008G698640
OG0008671	ESY6_g48271_DN3_SP0_c0.t1	Ag008G699680
OG0008672	ESY6_g48294_DN3_SP1_c0.t1	Ag008G699950
OG0008673	ESY6_g48296_DN3_SP8_c0.t1	Ag008G700030
OG0008674	ESY6_g48359_DN3_SP0_c0.t1	Ag008G700870
OG0008675	ESY6_g48381_DN3_SP8_c0.t1	Ag008G701440
OG0008676	ESY6_g48402_DN2_SP0_c0.t1	Ag008G701880
OG0008677	ESY6_g48423_DN3_SP8_c0.t1	Ag008G702320
OG0008678	ESY6_g48473_DN3_SP0_c0.t1	Ag008G703890
OG0008679	ESY6_g48523_DN3_SP0_c0.t1	Ag008G704570
OG0008680	ESY6_g48543_DN3_SP8_c0.t1	Ag008G705120
OG0008681	ESY6_g48544_DN3_SP0_c0.t1	Ag008G705130
OG0008682	ESY15_g65080_DN3_SP6_c0.t1	Ag007G644200
OG0008683	ESY15_g64844_DN3_SP8_c0.t1	Ag007G644550
OG0008684	ESY15_g64860_DN3_SP0_c0.t1	Ag007G644670
OG0008685	ESY7_g18428_DN3_SP8_c0.t1	Ag007G611470
OG0008686	ESY7_g18426_DN3_SP8_c0.t1	Ag007G611400
OG0008687	ESY7_g18403_DN3_SP8_c0.t1	Ag007G610450
OG0008688	ESY7_g18397_DN3_SP8_c0.t1	Ag007G610360
OG0008689	ESY7_g18395_DN3_SP0_c0.t1	Ag007G610300
OG0008690	ESY7_g18390_DN3_SP7_c0.t1	Ag007G610220
OG0008691	ESY7_g18338_DN3_SP0_c0.t1	Ag007G609420
OG0008692	ESY7_g18337_DN3_SP5_c0.t1	Ag007G609400
OG0008693	ESY7_g18317_DN3_SP0_c0.t1	Ag007G609160
OG0008694	ESY7_g18281_DN3_SP8_c0.t1	Ag007G608560
OG0008695	ESY7_g18257_DN3_SP8_c0.t1	Ag007G608320
OG0008696	ESY7_g18252_DN3_SP0_c0.t1	Ag001G091020, Ag005G489340, Ag001G091090, Ag007G608180
OG0008697	ESY4_g25767_DN2_SP0_c0.t1	Ag007G608020
OG0008698	ESY7_g18165_DN3_SP3_c0.t1	Ag007G607160
OG0008699	ESY7_g18077_DN3_SP8_c0.t1	Ag007G605610
OG0008700	ESY7_g18043_DN3_SP0_c0.t1	Ag007G604950
OG0008701	ESY7_g18020_DN3_SP0_c0.t1	Ag007G604680
OG0008702	ESY7_g17981_DN3_SP0_c0.t1	Ag007G604310
OG0008703	ESY7_g17931_DN3_SP1_c0.t1	Ag007G603450
OG0008704	ESY7_g17896_DN3_SP0_c0.t1	Ag007G602970
OG0008705	ESY7_g17877_DN3_SP2_c0.t1	Ag007G602670
OG0008706	ESY7_g17821_DN3_SP2_c0.t1	Ag007G602170
OG0008708	ESY7_g17771_DN3_SP8_c0.t1	Ag007G601640
OG0008709	ESY7_g18688_DN3_SP8_c0.t1	Ag007G601260
OG0008710	ESY7_g18659_DN3_SP0_c0.t1	Ag007G600890
OG0008711	ESY7_g18616_DN3_SP0_c0.t1	Ag007G600550
OG0008712	ESY7_g18613_DN3_SP8_c0.t1	Ag007G600520
OG0008713	ESY7_g18603_DN2_SP0_c0.t1	Ag007G600290
OG0008714	ESY7_g18563_DN3_SP0_c0.t1	Ag007G599900
OG0008715	ESY9_g42422_DN3_SP4_c0.t1	Ag006G577810
OG0008716	ESY9_g42478_DN3_SP6_c0.t1	Ag006G577230
OG0008717	ESY9_g42485_DN3_SP2_c0.t1	Ag006G577180
OG0008718	ESY9_g42499_DN3_SP0_c0.t1	Ag006G576990
OG0008719	ESY9_g42501_DN3_SP0_c0.t1	Ag006G576900
OG0008720	ESY9_g42502_DN3_SP0_c0.t1	Ag006G576880
OG0008721	ESY9_g42530_DN3_SP0_c0.t1	Ag006G576470
OG0008724	ESY9_g42885_DN3_SP0_c0.t1	Ag002G104070, Ag006G572070
OG0008725	ESY9_g42887_DN3_SP0_c0.t1	Ag006G572020
OG0008726	ESY9_g42897_DN3_SP0_c0.t1	Ag006G571880
OG0008728	ESY9_g42983_DN3_SP7_c0.t1	Ag006G570890
OG0008729	ESY9_g43006_DN3_SP0_c0.t1	Ag006G570700
OG0008730	ESY9_g43222_DN3_SP0_c0.t1, ESY9_g43227_DN3_SP0_c0.t1	Ag006G559300
OG0008731	ESY9_g43232_DN3_SP6_c0.t1	Ag006G559360
OG0008732	ESY9_g43260_DN3_SP0_c0.t1	Ag006G559880
OG0008733	ESY7_g16587_DN3_SP0_c0.t1	Ag006G561500
OG0008734	ESY9_g43401_DN3_SP0_c0.t1	Ag006G563350
OG0008735	ESY9_g43442_DN3_SP8_c0.t1	Ag006G564070, Ag005G404420
OG0008736	ESY1_g10904_DN1_SP0_c0.t1, ESY9_g43538_DN3_SP8_c0.t1	Ag006G565220
OG0008737	ESY9_g43571_DN3_SP1_c0.t1	Ag006G567160
OG0008738	ESY9_g43798_DN2_SP0_c0.t1	Ag006G552120, Ag008G705610, Ag005G409050
OG0008739	ESY18_g62995_DN3_SP0_c0.t1	Ag002G143090
OG0008740	ESY26_g42245_DN3_SP5_c0.t1	Ag006G551410
OG0008741	ESY26_g42323_DN3_SP0_c0.t1	Ag006G550910
OG0008742	ESY26_g42359_DN3_SP0_c0.t1	Ag006G550360
OG0008743	ESY26_g42366_DN3_SP8_c0.t1	Ag006G550270
OG0008744	ESY23_g32_DN3_SP8_c0.t1	Ag006G547510, Ag006G549620
OG0008746	ESY2_g35566_DN3_SP0_c0.t1	Ag004G345020
OG0008747	ESY23_g296_DN3_SP2_c0.t1	Ag006G544450, Ag006G543120
OG0008748	ESY25_g62577_DN3_SP2_c0.t1	Ag002G147960
OG0008749	ESY14_g20388_DN2_SP0_c0.t1	Ag006G539880, Ag006G537400
OG0008751	ESY14_g20548_DN3_SP1_c0.t1	Ag006G538820, Ag006G536310
OG0008752	ESY9_g43269_DN3_SP0_c6.t1	Ag006G536130
OG0008753	ESY14_g20621_DN3_SP8_c0.t1	Ag006G535700
OG0008754	ESY14_g20738_DN3_SP0_c0.t1	Ag006G535110
OG0008755	ESY14_g21525_DN3_SP1_c0.t1	Ag006G532520
OG0008756	ESY14_g20874_DN3_SP8_c0.t1	Ag002G203200
OG0008757	ESY4_g22494_DN3_SP0_c0.t1	Ag007G584730
OG0008759	ESY10_g14902_DN3_SP0_c0.t1	Ag007G583930
OG0008760	ESY4_g22858_DN3_SP0_c0.t1	Ag007G583390
OG0008761	ESY2_g35926_DN3_SP8_c0.t1	Ag003G236480
OG0008762	ESY4_g23098_DN3_SP0_c0.t1	Ag007G582310
OG0008763	ESY4_g23126_DN2_SP3_c0.t1	Ag007G582260
OG0008764	ESY4_g23300_DN3_SP0_c0.t1	Ag007G581640
OG0008765	ESY4_g23691_DN3_SP2_c0.t1	Ag007G580290
OG0008766	ESY16_g62067_DN3_SP8_c0.t1	Ag007G579930
OG0008767	ESY16_g62046_DN3_SP0_c0.t1	Ag007G579810
OG0008768	ESY16_g62020_DN3_SP5_c0.t1	Ag007G579720
OG0008769	ESY4_g25295_DN3_SP1_c0.t1	Ag003G286380
OG0008770	ESY4_g26015_DN3_SP0_c0.t1	Ag003G286570
OG0008771	ESY4_g26125_DN3_SP0_c0.t1	Ag003G287360, Ag003G287700, Ag003G287710
OG0008772	ESY4_g26246_DN3_SP0_c0.t1	Ag003G288830
OG0008773	ESY4_g26307_DN3_SP7_c0.t1	Ag003G289310
OG0008774	ESY4_g26405_DN3_SP8_c0.t1	Ag003G289970
OG0008775	ESY4_g26426_DN3_SP0_c0.t1	Ag003G290390
OG0008776	ESY4_g26460_DN3_SP8_c0.t1	Ag003G290720
OG0008777	ESY4_g26468_DN3_SP0_c0.t1	Ag003G290830
OG0008778	ESY4_g26582_DN2_SP1_c0.t1	Ag003G292150
OG0008779	ESY4_g26584_DN3_SP5_c0.t1	Ag003G292170
OG0008780	ESY4_g26612_DN3_SP8_c0.t1	Ag003G292660
OG0008782	ESY4_g26643_DN3_SP0_c0.t1	Ag003G292880
OG0008783	ESY4_g26704_DN2_SP0_c0.t1	Ag003G293490
OG0008784	ESY4_g26792_DN3_SP0_c0.t1	Ag003G295140
OG0008785	ESY16_g62147_DN3_SP8_c0.t1	Ag003G252450
OG0008786	ESY17_g40003_DN3_SP1_c0.t1	Ag007G643500
OG0008788	ESY8_g61155_DN3_SP8_c0.t1	Ag007G646550
OG0008790	ESY8_g60891_DN3_SP7_c0.t1	Ag007G648130
OG0008791	ESY16_g62022_DN3_SP4_c0.t1	Ag007G579730
OG0008792	ESY7_g18886_DN3_SP0_c0.t1	Ag006G501130, Ag006G501140, Ag006G501120
OG0008793	ESY16_g61763_DN3_SP7_c0.t1	Ag007G578490
OG0008794	ESY3_g30061_DN3_SP0_c0.t1	Ag002G164330
OG0008795	ESY19_g41581_DN2_SP0_c0.t1	Ag002G156090
OG0008796	ESY1_g5917_DN3_SP4_c0.t1	Ag002G159680
OG0008798	ESY1_g6178_DN3_SP8_c0.t1	Ag002G157820
OG0008800	ESY12_g51831_DN3_SP0_c0.t1	Ag002G202240
OG0008801	ESY1_g12075_DN3_SP0_c0.t1	Ag005G465980
OG0008802	ESY18_g64192_DN3_SP8_c0.t1	Ag002G147920
OG0008803	ESY4_g22498_DN3_SP8_c0.t1	Ag004G341360
OG0008805	ESY18_g63000_DN3_SP2_c0.t1	Ag002G144840
OG0008806	ESY18_g62972_DN3_SP0_c0.t1	Ag002G142680
OG0008807	ESY18_g62938_DN3_SP8_c0.t1	Ag002G142450
OG0008808	ESY7_g16087_DN3_SP0_c0.t1	Ag002G141610
OG0008809	ESY7_g16358_DN3_SP8_c0.t1	Ag002G138390, Ag002G137720
OG0008810	ESY7_g16454_DN2_SP5_c0.t1	Ag002G131390
OG0008811	ESY7_g16478_DN3_SP2_c0.t1	Ag002G129640
OG0008812	ESY7_g16588_DN3_SP8_c0.t1	Ag002G127050
OG0008813	ESY7_g16603_DN3_SP1_c0.t1	Ag002G126810
OG0008814	ESY7_g16663_DN3_SP8_c0.t1	Ag002G124940
OG0008815	ESY7_g16722_DN3_SP5_c0.t1	Ag002G102590
OG0008816	ESY7_g16779_DN3_SP0_c0.t1	Ag002G103800
OG0008817	ESY7_g16855_DN3_SP0_c0.t1	Ag002G110150, Ag002G106580
OG0008818	ESY7_g16862_DN3_SP3_c0.t1	Ag002G110620, Ag002G107120
OG0008819	ESY10_g14982_DN3_SP0_c0.t1	Ag002G120000
OG0008820	ESY10_g14969_DN2_SP0_c0.t1	Ag002G120090
OG0008821	ESY10_g14912_DN3_SP8_c0.t1	Ag002G115530, Ag002G120830
OG0008822	ESY10_g14755_DN3_SP2_c0.t1	Ag002G123610
OG0008823	ESY10_g14754_DN3_SP0_c1.t1	Ag002G123620
OG0008824	ESY6_g50505_DN3_SP8_c28.t1	Ag001G042880
OG0008825	ESY17_g39774_DN2_SP6_c0.t1	Ag001G043200
OG0008826	ESY17_g39141_DN2_SP0_c0.t1, ESY3_g30550_DN2_SP0_c0.t1	Ag001G043780, Ag001G045830
OG0008827	ESY17_g39948_DN3_SP1_c0.t1	Ag001G039380, Ag001G043920
OG0008828	ESY5_g2772_DN3_SP0_c0.t1	Ag001G038870
OG0008829	ESY3_g28058_DN3_SP8_c0.t1	Ag005G430930, Ag005G429900
OG0008830	ESY15_g65512_DN3_SP0_c0.t1	Ag001G037450
OG0008832	ESY28_g55052_DN3_SP8_c0.t1	Ag001G036890
OG0008833	ESY22_g40824_DN3_SP2_c0.t1	Ag001G035540
OG0008834	ESY22_g41064_DN3_SP0_c0.t1	Ag001G034370
OG0008835	ESY22_g41123_DN2_SP0_c0.t1	Ag001G034280
OG0008836	ESY2_g38853_DN3_SP0_c0.t1	Ag001G033700
OG0008837	ESY2_g38803_DN3_SP8_c0.t1	Ag001G033550
OG0008838	ESY8_g60349_DN3_SP0_c0.t1	Ag007G651230
OG0008839	ESY8_g60154_DN3_SP0_c0.t1	Ag002G177840
OG0008840	ESY8_g60273_DN3_SP8_c0.t1	Ag007G653830
OG0008841	ESY8_g60143_DN3_SP0_c0.t1	Ag007G655710
OG0008842	ESY8_g60144_DN3_SP2_c0.t1	Ag007G655670
OG0008843	ESY8_g60066_DN3_SP0_c0.t1	Ag007G656460
OG0008844	ESY8_g58370_DN3_SP1_c0.t1	Ag006G555220
OG0008845	ESY8_g59993_DN3_SP8_c0.t1	Ag007G657560
OG0008846	ESY12_g52320_DN3_SP7_c0.t1, ESY12_g51915_DN3_SP0_c0.t1	Ag002G206620
OG0008847	ESY12_g52308_DN3_SP7_c0.t1	Ag002G206540
OG0008848	ESY12_g52304_DN3_SP8_c0.t1	Ag002G206500
OG0008849	ESY12_g51636_DN3_SP4_c0.t1	Ag002G204110
OG0008850	ESY12_g51658_DN3_SP0_c0.t1	Ag002G203800
OG0008851	ESY12_g51676_DN3_SP0_c0.t1	Ag002G203630
OG0008852	ESY12_g51740_DN3_SP0_c0.t1	Ag002G203010
OG0008853	ESY12_g51754_DN1_SP0_c0.t1	Ag002G202930
OG0008854	ESY12_g51829_DN3_SP3_c0.t1	Ag002G202380
OG0008855	ESY12_g51890_DN3_SP1_c0.t1	Ag002G201660
OG0008856	ESY12_g51933_DN3_SP8_c0.t1	Ag002G201350
OG0008857	ESY12_g51941_DN3_SP7_c0.t1	Ag002G201150
OG0008858	ESY12_g51974_DN3_SP3_c0.t1	Ag002G200980
OG0008859	ESY1_g12015_DN2_SP0_c0.t1	Ag001G092470
OG0008860	ESY12_g52113_DN3_SP0_c0.t1	Ag002G198820
OG0008861	ESY12_g52130_DN1_SP0_c0.t1, ESY12_g52133_DN3_SP0_c7.t1	Ag002G198620
OG0008862	ESY12_g52138_DN2_SP0_c0.t1	Ag002G198580
OG0008863	ESY12_g52140_DN1_SP0_c0.t1	Ag002G198570
OG0008864	ESY12_g52168_DN3_SP0_c0.t1	Ag002G198180
OG0008865	ESY12_g51488_DN3_SP8_c0.t1	Ag002G196820
OG0008866	ESY12_g51532_DN3_SP0_c0.t1	Ag002G196250
OG0008867	ESY1_g11294_DN3_SP6_c0.t1	Ag001G089650
OG0008868	ESY12_g51585_DN3_SP2_c6.t1	Ag002G194960, Ag003G251900
OG0008869	ESY12_g51332_DN2_SP0_c0.t1	Ag002G193980
OG0008870	ESY12_g51323_DN3_SP0_c0.t1	Ag002G193720
OG0008871	ESY12_g51310_DN3_SP0_c0.t1	Ag002G193570
OG0008872	ESY7_g18231_DN3_SP0_c0.t1	Ag007G607920, Ag007G607960, Ag007G607910, Ag007G607930
OG0008873	ESY12_g51241_DN3_SP0_c0.t1	Ag002G191960
OG0008874	ESY12_g51210_DN3_SP8_c0.t1	Ag002G192550
OG0008875	ESY12_g51153_DN3_SP5_c0.t1	Ag002G190980
OG0008876	ESY12_g51148_DN3_SP0_c0.t1	Ag002G190830
OG0008877	ESY7_g19593_DN3_SP8_c0.t1	Ag006G491690
OG0008878	ESY7_g19581_DN3_SP0_c0.t1	Ag006G491940, Ag004G387600
OG0008879	ESY7_g19576_DN3_SP8_c0.t1	Ag006G491990
OG0008880	ESY7_g19559_DN3_SP2_c0.t1, ESY1_g11192_DN2_SP0_c0.t1	Ag006G492290
OG0008881	ESY7_g19489_DN3_SP5_c0.t1	Ag006G493080
OG0008882	ESY7_g19446_DN2_SP0_c0.t1	Ag006G493810
OG0008883	ESY7_g19376_DN3_SP0_c0.t1	Ag006G494790
OG0008884	ESY7_g19239_DN3_SP0_c0.t1	Ag006G496170
OG0008885	ESY7_g19223_DN3_SP8_c8.t1	Ag006G496580
OG0008886	ESY7_g19203_DN3_SP5_c0.t1	Ag006G496820
OG0008887	ESY7_g19150_DN3_SP0_c0.t1	Ag006G497410
OG0008888	ESY6_g49873_DN3_SP8_c0.t1	Ag008G719520
OG0008889	ESY6_g49854_DN3_SP0_c0.t1	Ag008G719310
OG0008890	ESY6_g49857_DN2_SP0_c0.t1	Ag008G719380
OG0008891	ESY6_g49303_DN3_SP8_c14.t1	Ag008G719170
OG0008892	ESY6_g49246_DN3_SP0_c0.t1	Ag008G718320
OG0008893	ESY6_g49243_DN3_SP7_c0.t1	Ag008G718300
OG0008895	ESY6_g49194_DN3_SP8_c0.t1	Ag008G717770
OG0008896	ESY6_g49591_DN3_SP6_c0.t1	Ag008G724730
OG0008897	ESY6_g49152_DN3_SP4_c0.t1	Ag008G716770
OG0008898	ESY6_g49149_DN3_SP8_c0.t1	Ag008G716690
OG0008899	ESY6_g49126_DN3_SP0_c0.t1	Ag008G716420
OG0008900	ESY6_g49116_DN3_SP3_c0.t1	Ag008G716350
OG0008901	ESY6_g49110_DN2_SP4_c0.t1	Ag008G716300
OG0008902	ESY6_g49082_DN3_SP8_c0.t1	Ag008G716160
OG0008903	ESY6_g49033_DN3_SP8_c0.t1	Ag008G715110
OG0008904	ESY6_g49030_DN3_SP0_c0.t1	Ag008G715040
OG0008905	ESY6_g48985_DN3_SP8_c0.t1	Ag004G342670, Ag008G713990
OG0008906	ESY6_g48964_DN3_SP2_c0.t1	Ag008G713010
OG0008907	ESY6_g48950_DN3_SP8_c0.t1	Ag008G712730
OG0008908	ESY6_g48896_DN3_SP1_c0.t1	Ag008G711400
OG0008909	ESY6_g49607_DN3_SP8_c0.t1	Ag008G730330
OG0008910	ESY6_g48854_DN3_SP8_c0.t1	Ag008G710460
OG0008911	ESY6_g48853_DN3_SP4_c0.t1	Ag008G710450
OG0008912	ESY6_g48845_DN2_SP1_c0.t1	Ag008G709970
OG0008913	ESY6_g48826_DN3_SP7_c0.t1	Ag008G710020
OG0008914	ESY6_g48820_DN3_SP0_c0.t1	Ag008G709860
OG0008915	ESY6_g48684_DN3_SP7_c0.t1	Ag008G707760
OG0008916	ESY6_g48678_DN3_SP1_c0.t1	Ag008G707680
OG0008917	ESY1_g12541_DN3_SP0_c0.t1	Ag008G709180
OG0008918	ESY6_g48693_DN3_SP0_c0.t1	Ag008G708140
OG0008919	ESY6_g48663_DN3_SP8_c0.t1	Ag008G707480
OG0008920	ESY6_g48668_DN3_SP8_c0.t1	Ag008G707120
OG0008921	ESY6_g48659_DN3_SP0_c0.t1, ESY3_g28828_DN3_SP0_c0.t1	Ag008G707050
OG0008922	ESY6_g49624_DN3_SP0_c0.t1	Ag008G730220
OG0008923	ESY6_g49619_DN3_SP8_c0.t1	Ag008G730270
OG0008924	ESY5_g3096_DN3_SP0_c0.t1	Ag004G308220
OG0008925	ESY6_g49601_DN3_SP6_c11.t1	Ag008G730480
OG0008927	ESY6_g50697_DN3_SP8_c17.t1	Ag008G731060
OG0008928	ESY6_g50640_DN3_SP0_c0.t1	Ag008G731570
OG0008930	ESY6_g50563_DN3_SP8_c0.t1	Ag008G732240
OG0008931	ESY6_g50545_DN3_SP1_c0.t1	Ag008G732440, Ag008G698380
OG0008932	ESY6_g50543_DN3_SP8_c0.t1	Ag008G732490
OG0008933	ESY6_g50426_DN2_SP0_c0.t1	Ag008G733770
OG0008934	ESY6_g50437_DN3_SP0_c0.t1	Ag008G733990
OG0008935	ESY6_g50404_DN3_SP1_c13.t1	Ag008G734180
OG0008936	ESY6_g50387_DN3_SP4_c10.t1	Ag008G734390
OG0008937	ESY6_g50364_DN3_SP5_c0.t1	Ag008G734780
OG0008938	ESY6_g50324_DN3_SP0_c0.t1	Ag008G734980
OG0008939	ESY6_g50310_DN3_SP5_c0.t1	Ag008G735000, Ag004G318200
OG0008940	ESY6_g50323_DN3_SP8_c0.t1	Ag001G100120
OG0008941	ESY6_g50275_DN3_SP0_c0.t1	Ag001G099930
OG0008942	ESY6_g50266_DN3_SP1_c0.t1	Ag001G099860
OG0008943	ESY6_g50256_DN3_SP0_c0.t1	Ag001G099810, Ag001G099820
OG0008944	ESY6_g50243_DN3_SP3_c0.t1	Ag001G099540
OG0008945	ESY6_g50228_DN3_SP0_c0.t1	Ag001G099350
OG0008946	ESY6_g50761_DN3_SP8_c0.t1	Ag001G099140
OG0008947	ESY20_g12969_DN3_SP8_c0.t1	Ag006G516960
OG0008948	ESY5_g5529_DN3_SP7_c0.t1	Ag004G297750
OG0008949	ESY20_g12940_DN3_SP7_c0.t1	Ag006G497340
OG0008951	ESY20_g12926_DN3_SP0_c19.t1	Ag006G519850
OG0008952	ESY20_g13006_DN3_SP2_c0.t1	Ag006G516460
OG0008953	ESY20_g13055_DN3_SP0_c0.t1	Ag006G515380
OG0008954	ESY20_g13089_DN3_SP0_c0.t1	Ag006G514890
OG0008955	ESY20_g13173_DN3_SP8_c12.t1	Ag006G512580
OG0008956	ESY20_g13188_DN3_SP1_c0.t1	Ag006G512250
OG0008957	ESY20_g13214_DN3_SP0_c0.t1	Ag006G511610
OG0008958	ESY20_g13298_DN3_SP0_c0.t1	Ag006G497780, Ag006G509550
OG0008959	ESY20_g13312_DN3_SP0_c0.t1	Ag006G508570
OG0008960	ESY8_g58319_DN3_SP0_c0.t1	Ag007G599260
OG0008961	ESY8_g58317_DN3_SP5_c0.t1	Ag007G599240
OG0008962	ESY20_g12832_DN3_SP0_c0.t1	Ag007G588220
OG0008963	ESY8_g58110_DN3_SP8_c0.t1	Ag007G587240
OG0008964	ESY8_g58108_DN3_SP8_c0.t1	Ag007G587260
OG0008965	ESY20_g12897_DN3_SP8_c0.t1	Ag007G587630
OG0008966	ESY20_g12885_DN3_SP0_c0.t1	Ag007G587700
OG0008967	ESY20_g12827_DN3_SP8_c0.t1	Ag007G588280
OG0008968	ESY20_g12793_DN3_SP2_c0.t1	Ag007G588490
OG0008969	ESY20_g12810_DN3_SP5_c0.t1	Ag007G588400
OG0008970	ESY20_g12739_DN3_SP0_c0.t1	Ag007G617030, Ag007G588790
OG0008971	ESY20_g12744_DN3_SP1_c4.t1	Ag007G588720
OG0008972	ESY20_g12694_DN3_SP2_c0.t1	Ag007G589730
OG0008973	ESY9_g42715_DN3_SP0_c13.t1	Ag006G518260, Ag007G589700
OG0008974	ESY20_g12684_DN3_SP0_c0.t1	Ag007G589620
OG0008975	ESY2_g36445_DN3_SP5_c0.t1	Ag001G000020
OG0008977	ESY8_g58477_DN3_SP0_c0.t1	Ag007G591180
OG0008978	ESY8_g58551_DN3_SP0_c0.t1	Ag007G591360
OG0008979	ESY8_g58525_DN3_SP3_c0.t1	Ag007G591570
OG0008980	ESY8_g58494_DN3_SP4_c0.t1	Ag007G591910
OG0008982	ESY8_g58669_DN3_SP0_c0.t1	Ag007G592670
OG0008983	ESY8_g58673_DN3_SP0_c0.t1	Ag007G592710
OG0008984	ESY8_g58790_DN3_SP7_c0.t1	Ag007G594090
OG0008985	ESY8_g58829_DN2_SP0_c0.t1	Ag007G594720
OG0008986	ESY8_g58831_DN2_SP4_c0.t1	Ag007G594780
OG0008987	ESY8_g58858_DN3_SP0_c0.t1	Ag007G594960
OG0008988	ESY8_g58861_DN3_SP1_c0.t1	Ag007G594990
OG0008989	ESY8_g58898_DN2_SP0_c0.t1	Ag007G595350
OG0008990	ESY8_g58902_DN3_SP3_c0.t1	Ag007G595420
OG0008991	ESY8_g58934_DN3_SP8_c0.t1	Ag007G595810
OG0008992	ESY8_g58947_DN3_SP8_c0.t1	Ag007G595920
OG0008993	ESY8_g58970_DN1_SP0_c0.t1	Ag007G596130
OG0008994	ESY8_g59010_DN3_SP6_c0.t1	Ag007G596660, Ag007G596670
OG0008995	ESY8_g59011_DN3_SP0_c0.t1	Ag007G596680
OG0008996	ESY8_g59064_DN3_SP4_c0.t1	Ag007G597270
OG0008997	ESY8_g59055_DN3_SP3_c0.t1	Ag007G597120
OG0008998	ESY8_g59049_DN3_SP8_c0.t1	Ag007G597060
OG0008999	ESY8_g59028_DN3_SP1_c0.t1	Ag007G596930
OG0009000	ESY8_g59189_DN3_SP0_c0.t1	Ag007G628250, Ag007G628290
OG0009001	ESY8_g59212_DN3_SP0_c0.t1	Ag006G527370
OG0009002	ESY8_g59285_DN3_SP0_c0.t1	Ag006G527800
OG0009003	ESY7_g16884_DN3_SP0_c0.t1	Ag006G508460
OG0009004	ESY16_g62193_DN3_SP4_c0.t1	Ag003G251740
OG0009005	ESY16_g62196_DN3_SP8_c0.t1	Ag003G251690
OG0009006	ESY16_g62327_DN3_SP7_c0.t1	Ag003G251070
OG0009007	ESY3_g32616_DN3_SP0_c0.t1	Ag001G100290
OG0009008	ESY3_g32614_DN3_SP0_c0.t1	Ag001G100320
OG0009010	ESY3_g32651_DN3_SP3_c0.t1	Ag001G100660
OG0009011	ESY3_g32650_DN3_SP7_c0.t1	Ag001G100640
OG0009012	ESY3_g32664_DN3_SP8_c0.t1	Ag001G100760
OG0009013	ESY16_g62573_DN3_SP8_c0.t1	Ag003G248680
OG0009014	ESY16_g62359_DN3_SP6_c0.t1	Ag003G250980
OG0009015	ESY16_g62395_DN3_SP7_c0.t1	Ag005G480700
OG0009016	ESY3_g32569_DN3_SP6_c0.t1	Ag005G490240
OG0009017	ESY3_g32534_DN3_SP0_c0.t1	Ag005G489920
OG0009018	ESY3_g32475_DN2_SP3_c0.t1	Ag005G489150
OG0009019	ESY3_g32469_DN3_SP7_c0.t1	Ag005G489100
OG0009020	ESY3_g32433_DN3_SP0_c0.t1	Ag005G488500
OG0009021	ESY3_g32404_DN1_SP0_c0.t1	Ag005G488390
OG0009022	ESY3_g32383_DN3_SP8_c0.t1	Ag005G488140
OG0009023	ESY3_g32362_DN3_SP0_c0.t1	Ag005G488060
OG0009024	ESY3_g32361_DN2_SP0_c0.t1	Ag005G488050
OG0009025	ESY3_g32302_DN3_SP8_c0.t1	Ag005G487600, Ag005G487620
OG0009026	ESY3_g32254_DN3_SP6_c0.t1	Ag005G486980
OG0009027	ESY3_g32132_DN3_SP0_c0.t1	Ag005G486250
OG0009028	ESY3_g32113_DN3_SP5_c0.t1	Ag005G486150
OG0009029	ESY3_g32112_DN3_SP0_c0.t1	Ag005G486120
OG0009030	ESY3_g32046_DN3_SP8_c0.t1	Ag005G485770
