Orthogroup	Euclidium_syriacum	Noccaea_praecox
OG0005346	ESY6_g49739_DN2_SP0_c0.t1	Np001G006490
OG0005346	ESY1_g9116_DN3_SP0_c0.t1	Np001G048400
OG0005347	ESY6_g49629_DN3_SP0_c0.t1	Np001G005430
OG0005350	ESY6_g50707_DN3_SP0_c0.t1	Np001G004720
OG0005351	ESY6_g50620_DN3_SP0_c0.t1	Np001G004050
OG0005352	ESY6_g50614_DN3_SP6_c0.t1	Np001G004000
OG0005353	ESY6_g50501_DN3_SP0_c0.t1	Np001G003070
OG0005354	ESY6_g50477_DN2_SP0_c0.t1	Np001G002890
OG0005355	ESY6_g50429_DN3_SP6_c0.t1	Np001G002420
OG0005356	ESY6_g50431_DN3_SP3_c0.t1	Np001G002400
OG0005357	ESY6_g50359_DN3_SP0_c0.t1, ESY4_g25115_DN2_SP0_c0.t1	Np001G001560
OG0005358	ESY9_g43413_DN3_SP5_c0.t1, ESY6_g50276_DN3_SP0_c0.t1	Np001G000790
OG0005359	ESY6_g50236_DN3_SP8_c0.t1	Np001G000500
OG0005360	ESY5_g5573_DN3_SP8_c0.t1	Np004G259860, Np003G189920
OG0005361	ESY20_g13364_DN3_SP1_c0.t1	Np003G189830
OG0005362	ESY20_g12991_DN3_SP0_c0.t1	Np003G188940
OG0005364	ESY5_g5444_DN3_SP8_c0.t1	Np004G258490
OG0005365	ESY20_g13127_DN3_SP2_c0.t1	Np003G187710
OG0005366	ESY8_g58315_DN3_SP4_c0.t1	Np003G185600
OG0005367	ESY5_g5015_DN3_SP0_c0.t1	Np004G255900
OG0005368	ESY8_g58530_DN3_SP0_c38.t1, ESY20_g13330_DN3_SP0_c34.t1	Np006G356300
OG0005369	ESY20_g12713_DN3_SP0_c0.t1	Np006G357220
OG0005370	ESY8_g58433_DN3_SP8_c5.t1	Np006G355390
OG0005371	ESY8_g58483_DN3_SP3_c15.t1	Np006G355080
OG0005372	ESY8_g58550_DN3_SP0_c0.t1	Np006G354880
OG0005373	ESY8_g58966_DN3_SP6_c0.t1	Np006G358900
OG0005374	ESY8_g59045_DN3_SP0_c0.t1	Np006G360780
OG0005375	ESY8_g59146_DN3_SP0_c9.t1, ESY8_g59147_DN3_SP0_c8.t1, ESY8_g59145_DN3_SP0_c9.t1	Np006G362000
OG0005376	ESY4_g25125_DN3_SP0_c0.t1	Np005G262960
OG0005377	ESY3_g32671_DN3_SP8_c0.t1	Np002G122260
OG0005378	ESY3_g32396_DN3_SP0_c0.t1	Np007G422770
OG0005379	ESY3_g32359_DN3_SP0_c0.t1	Np007G422590
OG0005380	ESY7_g17078_DN3_SP8_c0.t1	Np003G145580
OG0005381	ESY3_g31707_DN3_SP0_c0.t1	Np007G418770
OG0005382	ESY3_g31622_DN3_SP0_c0.t1	Np007G417920
OG0005383	ESY7_g17713_DN3_SP8_c0.t1	Np007G417530, Np007G417540, Np003G140540
OG0005384	ESY3_g31516_DN3_SP0_c0.t1	Np007G416890
OG0005384	ESY3_g30265_DN3_SP0_c0.t1	Np007G416870
OG0005385	ESY3_g31449_DN3_SP8_c0.t1	Np007G416340
OG0005386	ESY3_g31386_DN3_SP2_c0.t1	Np007G415530
OG0005387	ESY3_g30692_DN3_SP6_c0.t1	Np007G415170
OG0005388	ESY9_g45682_DN3_SP8_c0.t1	Np006G332430
OG0005389	ESY9_g45671_DN3_SP0_c0.t1	Np006G332470
OG0005390	ESY9_g45567_DN3_SP8_c0.t1	Np006G333410
OG0005391	ESY9_g45498_DN3_SP0_c0.t1	Np006G333920
OG0005392	ESY9_g45446_DN3_SP0_c9.t1	Np006G334370
OG0005393	ESY1_g10893_DN3_SP0_c0.t1	Np001G057730
OG0005394	ESY9_g45393_DN3_SP0_c0.t1	Np006G334860
OG0005395	ESY9_g44084_DN3_SP8_c0.t1	Np006G339780
OG0005396	ESY9_g44656_DN3_SP0_c0.t1	Np006G337970
OG0005397	ESY9_g44821_DN3_SP5_c0.t1	Np006G337190
OG0005398	ESY9_g44890_DN3_SP0_c0.t1, ESY9_g44912_DN3_SP0_c0.t1	Np006G336990
OG0005399	ESY9_g45151_DN1_SP0_c0.t1	Np006G336390
OG0005400	ESY9_g45234_DN3_SP8_c0.t1	Np006G335950
OG0005401	ESY3_g31364_DN2_SP0_c0.t1	Np007G415370
OG0005402	ESY9_g45272_DN3_SP0_c0.t1	Np006G335630
OG0005403	ESY3_g32106_DN3_SP0_c0.t1, ESY4_g26653_DN1_SP0_c0.t1	Np004G240350
OG0005404	ESY2_g36147_DN3_SP1_c0.t1, ESY5_g4391_DN3_SP8_c0.t1	Np004G239270
OG0005405	ESY5_g4178_DN3_SP4_c0.t1	Np004G237100
OG0005406	ESY5_g4156_DN3_SP3_c0.t1	Np004G236940
OG0005407	ESY5_g4146_DN3_SP0_c0.t1	Np004G236800
OG0005408	ESY5_g4144_DN3_SP7_c3.t1	Np004G236780
OG0005409	ESY5_g4115_DN3_SP5_c0.t1	Np004G236600
OG0005410	ESY5_g4036_DN3_SP0_c0.t1	Np004G235780
OG0005411	ESY5_g3988_DN3_SP0_c0.t1	Np004G235420
OG0005412	ESY5_g3928_DN3_SP8_c0.t1	Np004G234850
OG0005413	ESY7_g17956_DN3_SP1_c0.t1	Np004G233740
OG0005414	ESY2_g35083_DN3_SP0_c0.t1	Np002G074450
OG0005415	ESY5_g2331_DN3_SP0_c0.t1	Np004G232540
OG0005416	ESY5_g2323_DN3_SP8_c0.t1	Np004G232490
OG0005417	ESY2_g35730_DN3_SP1_c0.t1	Np002G083380, Np004G231770
OG0005418	ESY2_g35682_DN3_SP4_c0.t1	Np002G083600
OG0005419	ESY5_g1747_DN3_SP8_c0.t1	Np004G227980
OG0005420	ESY4_g25060_DN3_SP0_c0.t1, ESY5_g3484_DN3_SP0_c0.t1	Np004G227660, Np002G092390
OG0005421	ESY5_g1570_DN3_SP8_c0.t1	Np004G227110
OG0005422	ESY5_g1292_DN3_SP0_c0.t1, ESY5_g5402_DN3_SP0_c0.t1	Np004G226070, Np004G225240
OG0005424	ESY1_g11475_DN3_SP0_c0.t1	Np004G209740
OG0005425	ESY5_g591_DN3_SP0_c0.t1	Np004G209750
OG0005426	ESY13_g56863_DN3_SP0_c0.t1	Np005G281280
OG0005427	ESY13_g56604_DN3_SP8_c0.t1	Np005G280580
OG0005429	ESY8_g59480_DN3_SP1_c0.t1	Np006G366390
OG0005430	ESY8_g59713_DN3_SP8_c0.t1	Np006G369140
OG0005431	ESY5_g2848_DN3_SP0_c0.t1	Np006G324540, Np004G241680
OG0005432	ESY5_g3772_DN3_SP0_c0.t1, ESY7_g19415_DN3_SP0_c0.t1	Np004G245740
OG0005433	ESY5_g3761_DN3_SP0_c0.t1	Np004G245830
OG0005435	ESY5_g3547_DN3_SP0_c0.t1	Np004G247800
OG0005436	ESY5_g3407_DN2_SP8_c0.t1	Np004G248860
OG0005437	ESY5_g3414_DN3_SP5_c0.t1	Np004G248820
OG0005438	ESY5_g3344_DN3_SP0_c0.t1, ESY5_g3341_DN1_SP0_c0.t1	Np004G249380
OG0005439	ESY5_g3293_DN3_SP0_c0.t1	Np004G249760
OG0005440	ESY5_g3283_DN3_SP8_c0.t1	Np004G249810
OG0005441	ESY5_g3202_DN3_SP0_c0.t1	Np004G250410
OG0005442	ESY5_g3095_DN3_SP8_c0.t1	Np004G251120
OG0005443	ESY5_g597_DN1_SP0_c0.t1, ESY5_g4430_DN3_SP0_c0.t1	Np004G251350
OG0005444	ESY5_g4640_DN3_SP0_c0.t1	Np004G253010
OG0005445	ESY5_g4765_DN3_SP0_c0.t1, ESY5_g4764_DN3_SP0_c0.t1	Np004G254020
OG0005445	ESY5_g4766_DN3_SP2_c0.t1	Np004G254110
OG0005446	ESY5_g4784_DN3_SP7_c2.t1	Np004G254270
OG0005447	ESY5_g5457_DN2_SP0_c0.t1	Np001G049870, Np004G258610
OG0005448	ESY7_g17682_DN2_SP1_c0.t1	Np003G140780
OG0005449	ESY7_g17590_DN3_SP0_c0.t1	Np003G141500
OG0005450	ESY7_g17664_DN2_SP0_c0.t1	Np003G140940
OG0005451	ESY7_g17557_DN3_SP8_c0.t1, ESY2_g33357_DN3_SP2_c0.t1	Np003G141700
OG0005452	ESY7_g17325_DN3_SP2_c0.t1	Np003G143310
OG0005453	ESY7_g17284_DN3_SP8_c0.t1	Np003G143650
OG0005454	ESY7_g17182_DN3_SP0_c0.t1	Np003G144660
OG0005455	ESY7_g17148_DN3_SP0_c0.t1	Np003G144940
OG0005456	ESY7_g17126_DN3_SP7_c0.t1	Np003G145140
OG0005457	ESY7_g17516_DN3_SP0_c0.t1	Np003G145970
OG0005458	ESY10_g15285_DN3_SP0_c0.t1	Np001G013970
OG0005459	ESY10_g15509_DN3_SP6_c0.t1	Np001G014880
OG0005460	ESY6_g48346_DN3_SP3_c0.t1	Np001G015730
OG0005461	ESY15_g64463_DN3_SP1_c0.t1	Np001G017140
OG0005462	ESY7_g18447_DN3_SP2_c0.t1	Np003G132490
OG0005463	ESY7_g18786_DN3_SP1_c0.t1, ESY15_g65070_DN3_SP0_c0.t1	Np003G131540
OG0005464	ESY7_g18916_DN3_SP0_c0.t1	Np003G130450
OG0005465	ESY7_g18966_DN3_SP4_c0.t1	Np003G129920
OG0005466	ESY7_g19010_DN3_SP0_c0.t1	Np003G129540
OG0005467	ESY7_g19025_DN3_SP7_c0.t1	Np003G129370
OG0005468	ESY7_g19027_DN3_SP4_c0.t1	Np003G129350
OG0005469	ESY7_g19087_DN3_SP0_c0.t1	Np003G129060
OG0005470	ESY6_g49937_DN3_SP8_c0.t1	Np001G013320
OG0005471	ESY6_g49421_DN3_SP7_c0.t1	Np001G008450
OG0005472	ESY6_g49420_DN3_SP0_c0.t1	Np001G008440
OG0005473	ESY6_g49399_DN3_SP5_c0.t1	Np001G007830, Np004G246170
OG0005474	ESY6_g49361_DN3_SP0_c0.t1	Np001G007350
OG0005475	ESY6_g48578_DN3_SP2_c0.t1	Np003G154630
OG0005476	ESY1_g10081_DN1_SP0_c0.t1	Np001G052530
OG0005477	ESY6_g49843_DN3_SP1_c0.t1	Np001G007100
OG0005478	ESY1_g8346_DN3_SP1_c0.t1	Np001G046930
OG0005478	ESY6_g48644_DN3_SP0_c0.t1	Np003G153980
OG0005479	ESY1_g7838_DN3_SP0_c0.t1	Np001G045470
OG0005480	ESY6_g49271_DN3_SP0_c0.t1	Np003G148210
OG0005481	ESY5_g3251_DN3_SP0_c0.t1	Np002G091100
OG0005482	ESY3_g31483_DN3_SP8_c0.t1	Np007G415990
OG0005484	ESY2_g34435_DN3_SP0_c0.t1	Np002G088840
OG0005485	ESY2_g35385_DN3_SP3_c0.t1	Np002G087280
OG0005486	ESY2_g35432_DN3_SP0_c0.t1	Np002G086780
OG0005488	ESY2_g35638_DN3_SP8_c0.t1	Np002G084070
OG0005489	ESY2_g35690_DN3_SP7_c0.t1	Np002G083560
OG0005490	ESY2_g35035_DN3_SP0_c0.t1	Np002G073740
OG0005492	ESY2_g34692_DN3_SP0_c0.t1	Np002G075800
OG0005494	ESY2_g34816_DN3_SP0_c0.t1	Np002G077180
OG0005495	ESY2_g36061_DN3_SP6_c0.t1	Np002G077840
OG0005496	ESY2_g36051_DN1_SP0_c0.t1	Np002G077930
OG0005497	ESY2_g36036_DN3_SP8_c0.t1	Np002G078010
OG0005498	ESY2_g34949_DN3_SP1_c0.t1	Np002G079510
OG0005499	ESY2_g34947_DN3_SP0_c22.t1	Np002G079530
OG0005500	ESY2_g34895_DN3_SP0_c0.t1	Np002G080640, Np002G080120
OG0005501	ESY6_g49962_DN3_SP0_c0.t1	Np005G304530
OG0005502	ESY5_g4309_DN3_SP0_c0.t1, ESY2_g35856_DN3_SP0_c0.t1	Np002G081880
OG0005503	ESY6_g50377_DN2_SP0_c0.t1, ESY2_g35803_DN3_SP0_c0.t1	Np002G082580
OG0005504	ESY2_g36102_DN3_SP0_c0.t1	Np002G073410
OG0005505	ESY2_g36636_DN3_SP6_c0.t1	Np002G071430
OG0005506	ESY2_g36609_DN3_SP1_c0.t1	Np002G071130
OG0005507	ESY2_g36568_DN3_SP8_c5.t1	Np002G070830
OG0005508	ESY3_g30113_DN3_SP8_c0.t1	Np007G408580
OG0005509	ESY3_g30188_DN3_SP0_c0.t1	Np007G407790
OG0005511	ESY3_g30565_DN3_SP8_c0.t1	Np007G403950
OG0005512	ESY3_g30560_DN3_SP2_c0.t1	Np002G086550, Np007G403890
OG0005513	ESY3_g29964_DN3_SP0_c0.t1	Np007G390730, Np007G390790, Np007G381920
OG0005514	ESY3_g29945_DN3_SP8_c0.t1	Np007G391010
OG0005516	ESY2_g38581_DN3_SP1_c0.t1	Np005G301730
OG0005517	ESY3_g29869_DN3_SP0_c0.t1	Np007G391850
OG0005518	ESY3_g29793_DN3_SP8_c0.t1	Np007G392690
OG0005519	ESY3_g29705_DN3_SP0_c0.t1	Np007G393950
OG0005520	ESY3_g29631_DN3_SP0_c0.t1	Np007G394810, Np007G375200
OG0005521	ESY3_g29624_DN3_SP0_c0.t1	Np007G394960
OG0005522	ESY3_g29600_DN3_SP4_c0.t1	Np007G395180
OG0005523	ESY3_g29484_DN3_SP0_c17.t1	Np007G395810
OG0005525	ESY3_g29248_DN3_SP8_c0.t1	Np007G399290
OG0005526	ESY3_g29193_DN3_SP8_c0.t1	Np007G380290, Np003G166300
OG0005527	ESY3_g28795_DN3_SP6_c0.t1	Np007G383280
OG0005528	ESY4_g25392_DN3_SP8_c0.t1	Np005G266300
OG0005529	ESY7_g19147_DN3_SP0_c0.t1	Np003G128700, Np005G300770, Np005G300790
OG0005530	ESY4_g25829_DN3_SP8_c0.t1	Np005G263900
OG0005531	ESY11_g53933_DN3_SP8_c0.t1	Np007G376560
OG0005532	ESY11_g53948_DN3_SP6_c0.t1	Np007G376420
OG0005534	ESY4_g26239_DN3_SP6_c0.t1	Np005G268090
OG0005535	ESY11_g54723_DN3_SP8_c0.t1	Np007G372700
OG0005536	ESY2_g36273_DN1_SP8_c0.t1	Np004G191290
OG0005537	ESY2_g36224_DN3_SP0_c0.t1	Np004G191840
OG0005538	ESY2_g36222_DN3_SP0_c0.t1	Np004G191850
OG0005539	ESY2_g36207_DN3_SP0_c0.t1	Np004G192070
OG0005540	ESY2_g36849_DN3_SP7_c0.t1	Np004G192620
OG0005541	ESY2_g36926_DN3_SP0_c0.t1	Np004G193280
OG0005542	ESY2_g37463_DN3_SP8_c0.t1	Np004G196670
OG0005543	ESY2_g37720_DN3_SP0_c0.t1	Np004G198350
OG0005545	ESY2_g38087_DN3_SP7_c0.t1	Np002G088650, Np002G088660, Np002G088640, Np002G088630, Np002G088520, Np004G199850
OG0005546	ESY1_g11062_DN3_SP8_c0.t1	Np001G056560
OG0005547	ESY1_g11008_DN3_SP0_c0.t1	Np001G056950
OG0005548	ESY1_g10199_DN3_SP8_c0.t1	Np001G053490
OG0005549	ESY2_g34575_DN1_SP0_c0.t1, ESY1_g10182_DN2_SP0_c0.t1	Np001G053380
OG0005550	ESY1_g11667_DN3_SP0_c0.t1, ESY1_g12058_DN3_SP0_c0.t1	Np001G062100
OG0005551	ESY1_g11630_DN3_SP8_c0.t1	Np001G062430
OG0005552	ESY1_g11534_DN3_SP0_c0.t1	Np001G062850
OG0005553	ESY1_g11499_DN3_SP8_c0.t1	Np001G063020
OG0005554	ESY1_g12176_DN3_SP8_c0.t1	Np001G066650
OG0005555	ESY1_g12410_DN3_SP2_c0.t1	Np001G068260
OG0005556	ESY1_g12480_DN3_SP8_c0.t1	Np001G068910
OG0005557	ESY1_g12517_DN3_SP0_c0.t1	Np001G069290
OG0005558	ESY22_g40929_DN3_SP0_c0.t1	Np005G303810
OG0005561	ESY9_g45366_DN3_SP0_c0.t1	Np006G335060
OG0005562	ESY12_g51309_DN3_SP0_c0.t1, ESY12_g51308_DN3_SP0_c0.t1	Np006G328700
OG0005563	ESY12_g51693_DN3_SP0_c0.t1	Np006G323470
OG0005566	ESY5_g2909_DN2_SP0_c0.t1	Np004G241010
OG0005567	ESY3_g32245_DN3_SP0_c0.t1	Np001G058450, Np003G138270, Np001G055580
OG0005568	ESY3_g31312_DN3_SP2_c0.t1	Np007G409910
OG0005569	ESY8_g58151_DN3_SP0_c0.t1	Np001G040480
OG0005571	ESY3_g28893_DN3_SP0_c3.t1, ESY1_g6967_DN1_SP0_c100.t1	Np003G182100
OG0005572	ESY7_g17484_DN2_SP8_c0.t1	Np003G142040
OG0005573	ESY7_g17743_DN1_SP0_c0.t1	Np003G161330
OG0005573	ESY7_g17742_DN1_SP0_c0.t1	Np003G161320, Np003G161310
OG0005575	ESY10_g14218_DN2_SP0_c0.t1	Np001G024690, Np001G024700
OG0005576	ESY6_g50186_DN3_SP0_c0.t1	Np001G010360
OG0005577	ESY3_g32345_DN3_SP0_c0.t1	Np007G422420
OG0005579	ESY11_g53227_DN3_SP0_c0.t1, ESY11_g53665_DN3_SP0_c0.t1	Np007G378100
OG0005582	ESY11_g54787_DN3_SP1_c0.t1	Np003G175910
OG0005583	ESY4_g24013_DN3_SP0_c0.t1	Np005G276380
OG0005584	ESY7_g16596_DN2_SP0_c0.t1, ESY3_g29020_DN2_SP0_c0.t1, ESY7_g16574_DN1_SP0_c0.t1	Np001G006160
OG0005592	ESY4_g24271_DN3_SP0_c0.t1	Np005G275470
OG0005593	ESY4_g24518_DN3_SP0_c0.t1	Np005G274160
OG0005594	ESY5_g3145_DN3_SP0_c0.t1	Np002G090910
OG0005595	ESY4_g24683_DN3_SP0_c0.t1	Np005G273050
OG0005596	ESY4_g24726_DN3_SP5_c0.t1	Np005G272810
OG0005597	ESY4_g24729_DN3_SP0_c0.t1	Np005G272790
OG0005598	ESY4_g24758_DN3_SP0_c0.t1	Np005G272620
OG0005599	ESY4_g24764_DN3_SP8_c12.t1	Np005G272540
OG0005600	ESY4_g24861_DN3_SP0_c0.t1	Np005G272130
OG0005601	ESY4_g24925_DN3_SP0_c0.t1	Np005G271640
OG0005603	ESY4_g25197_DN3_SP8_c7.t1	Np005G270110
OG0005604	ESY4_g25100_DN3_SP2_c0.t1	Np005G263100
OG0005605	ESY4_g25120_DN3_SP2_c0.t1	Np005G263010
OG0005606	ESY4_g25830_DN3_SP7_c0.t1	Np005G263870
OG0005607	ESY4_g25766_DN3_SP7_c0.t1	Np005G264340
OG0005608	ESY6_g49064_DN3_SP0_c0.t1	Np003G150080
OG0005609	ESY9_g43952_DN3_SP8_c0.t1	Np006G340290
OG0005611	ESY2_g34157_DN3_SP0_c0.t1	Np002G112520
OG0005613	ESY2_g33928_DN3_SP5_c0.t1	Np002G116970
OG0005614	ESY2_g33813_DN3_SP5_c0.t1	Np002G118690
OG0005615	ESY10_g14668_DN3_SP5_c0.t1	Np001G032870
OG0005616	ESY10_g14438_DN3_SP4_c0.t1	Np001G025910
OG0005617	ESY10_g14372_DN3_SP8_c0.t1	Np001G025320
OG0005618	ESY10_g14159_DN3_SP6_c0.t1	Np001G024180
OG0005619	ESY6_g49634_DN3_SP0_c0.t1	Np004G243350
OG0005621	ESY10_g14123_DN3_SP8_c0.t1	Np001G023930
OG0005622	ESY10_g13980_DN3_SP4_c0.t1	Np001G023030
OG0005623	ESY10_g13976_DN3_SP7_c0.t1	Np001G022990
OG0005624	ESY10_g13771_DN3_SP8_c0.t1	Np001G021400
OG0005625	ESY21_g55517_DN3_SP8_c0.t1	Np001G020060
OG0005626	ESY2_g34573_DN2_SP0_c0.t1	Np001G018910
OG0005627	ESY2_g34581_DN3_SP8_c0.t1	Np001G018830
OG0005628	ESY2_g35184_DN3_SP0_c1.t1	Np002G092920, Np002G093060
OG0005629	ESY17_g39980_DN3_SP2_c0.t1	Np005G310660
OG0005630	ESY8_g59989_DN3_SP8_c0.t1	Np002G124720, Np005G320210
OG0005631	ESY2_g33394_DN3_SP0_c0.t1, ESY2_g33395_DN3_SP0_c0.t1	Np002G123260
OG0005632	ESY7_g17410_DN3_SP1_c0.t1	Np003G142670
OG0005633	ESY5_g3860_DN3_SP0_c0.t1	Np002G122210
OG0005634	ESY2_g33586_DN3_SP8_c0.t1	Np004G245170, Np002G121310
OG0005635	ESY13_g56283_DN3_SP2_c0.t1	Np005G280020
OG0005637	ESY12_g50947_DN2_SP7_c0.t1	Np006G331280
OG0005638	ESY3_g30960_DN3_SP0_c0.t1	Np007G413260
OG0005638	ESY7_g19453_DN3_SP0_c0.t1	Np003G126890
OG0005639	ESY3_g30986_DN3_SP0_c0.t1	Np007G412930
OG0005640	ESY6_g49323_DN3_SP8_c0.t1	Np007G412610
OG0005642	ESY6_g46592_DN3_SP8_c0.t1	Np003G167460
OG0005643	ESY6_g47351_DN3_SP0_c0.t1	Np003G164220
OG0005644	ESY6_g47191_DN3_SP1_c15.t1	Np003G164610, Np005G277220
OG0005646	ESY6_g47988_DN3_SP1_c0.t1	Np003G160460
OG0005647	ESY6_g48110_DN3_SP8_c6.t1	Np003G158630
OG0005648	ESY6_g48180_DN3_SP0_c0.t1	Np003G158130
OG0005649	ESY6_g48261_DN3_SP0_c0.t1	Np003G157500
OG0005650	ESY6_g48377_DN3_SP8_c0.t1	Np003G156470
OG0005651	ESY6_g48430_DN3_SP0_c0.t1	Np003G156040
OG0005652	ESY6_g48517_DN3_SP0_c0.t1	Np003G155230
OG0005653	ESY6_g48546_DN3_SP8_c0.t1	Np003G154990
OG0005654	ESY15_g65081_DN3_SP8_c0.t1	Np001G018290
OG0005655	ESY7_g18427_DN3_SP7_c0.t1	Np003G140020
OG0005656	ESY7_g18422_DN3_SP1_c0.t1	Np003G139980
OG0005657	ESY7_g18391_DN3_SP3_c0.t1	Np003G139690
OG0005659	ESY7_g18244_DN2_SP8_c0.t1	Np003G138470
OG0005660	ESY7_g18240_DN3_SP1_c0.t1	Np003G138450
OG0005661	ESY7_g18228_DN3_SP8_c0.t1	Np003G138390
OG0005662	ESY7_g18167_DN3_SP8_c0.t1	Np003G137930
OG0005663	ESY7_g17828_DN3_SP0_c0.t1	Np003G135470
OG0005664	ESY7_g17809_DN3_SP2_c0.t1	Np003G135350
OG0005665	ESY7_g18647_DN2_SP0_c22.t1	Np003G134320
OG0005666	ESY9_g42420_DN3_SP0_c0.t1	Np005G296070
OG0005667	ESY9_g42440_DN3_SP1_c0.t1	Np005G294900
OG0005668	ESY10_g14937_DN3_SP4_c0.t1	Np001G033800
OG0005669	ESY9_g42958_DN3_SP0_c0.t1, ESY9_g42956_DN3_SP0_c0.t1	Np003G150580, Np005G290050
OG0005670	ESY9_g42972_DN3_SP0_c10.t1	Np005G289850
OG0005671	ESY9_g43146_DN3_SP0_c0.t1, ESY9_g43139_DN2_SP0_c0.t1	Np005G289220
OG0005672	ESY7_g16723_DN3_SP1_c15.t1, ESY9_g43153_DN3_SP8_c0.t1	Np005G289180
OG0005673	ESY9_g43447_DN3_SP1_c0.t1	Np005G287590
OG0005674	ESY9_g43749_DN3_SP4_c0.t1	Np005G285680
OG0005676	ESY26_g42294_DN3_SP8_c0.t1	Np005G284740
OG0005677	ESY2_g33623_DN3_SP0_c0.t1	Np005G283400
OG0005678	ESY14_g20584_DN3_SP7_c0.t1	Np004G208730
OG0005679	ESY4_g21966_DN3_SP8_c0.t1	Np004G200480
OG0005680	ESY4_g22701_DN2_SP0_c0.t1	Np004G211210
OG0005681	ESY4_g23224_DN3_SP0_c0.t1	Np004G212460
OG0005682	ESY4_g23253_DN3_SP0_c0.t1	Np004G212660
OG0005683	ESY16_g62040_DN2_SP0_c0.t1	Np004G214780
OG0005684	ESY4_g26013_DN3_SP3_c0.t1	Np005G267210
OG0005686	ESY4_g26221_DN3_SP0_c0.t1	Np005G268060
OG0005687	ESY4_g26347_DN3_SP0_c0.t1	Np005G268640
OG0005688	ESY8_g59611_DN3_SP8_c0.t1	Np006G367840
OG0005689	ESY4_g26579_DN3_SP5_c0.t1	Np005G269750
OG0005690	ESY4_g26629_DN3_SP1_c0.t1	Np005G262730
OG0005691	ESY4_g26685_DN3_SP5_c0.t1	Np005G262190
OG0005692	ESY4_g26709_DN3_SP4_c0.t1	Np005G262030
OG0005694	ESY4_g26789_DN3_SP0_c15.t1	Np005G261580
OG0005695	ESY8_g61109_DN3_SP0_c0.t1	Np005G313420
OG0005696	ESY16_g61765_DN3_SP0_c0.t1	Np006G340360, Np004G218170
OG0005697	ESY9_g43874_DN3_SP0_c0.t1	Np006G340780
OG0005698	ESY1_g5786_DN3_SP0_c0.t1	Np006G342480
OG0005699	ESY1_g5974_DN2_SP0_c0.t1	Np001G041570
OG0005700	ESY5_g3544_DN3_SP8_c0.t1	Np003G139680
OG0005701	ESY1_g5973_DN3_SP0_c0.t1	Np001G041660
OG0005702	ESY4_g22252_DN3_SP5_c0.t1	Np004G201440
OG0005703	ESY18_g62993_DN3_SP0_c0.t1	Np003G182130
OG0005704	ESY7_g16091_DN3_SP3_c0.t1	Np003G182730
OG0005705	ESY7_g16800_DN3_SP0_c0.t1	Np001G037160
OG0005706	ESY7_g16799_DN3_SP0_c0.t1	Np001G037170
OG0005707	ESY10_g15202_DN3_SP8_c0.t1	Np004G191870, Np001G036590
OG0005708	ESY10_g15097_DN3_SP0_c0.t1	Np001G035400
OG0005709	ESY10_g15021_DN3_SP8_c0.t1	Np001G034520
OG0005710	ESY10_g14783_DN3_SP8_c0.t1	Np001G031850
OG0005711	ESY10_g14787_DN3_SP8_c0.t1	Np001G031880
OG0005712	ESY10_g14756_DN2_SP0_c0.t1	Np001G032150, Np008G429020
OG0005713	ESY10_g14759_DN3_SP0_c0.t1	Np001G032120
OG0005714	ESY17_g39541_DN3_SP1_c0.t1	Np005G310540
OG0005715	ESY15_g65599_DN3_SP8_c0.t1	Np005G309260
OG0005716	ESY22_g40797_DN3_SP0_c0.t1	Np004G201840, Np005G304340
OG0005717	ESY3_g29002_DN3_SP8_c0.t1	Np007G381580, Np007G381570, Np007G381830
OG0005718	ESY12_g52266_DN3_SP7_c0.t1	Np006G320950
OG0005719	ESY12_g52223_DN3_SP0_c0.t1	Np006G321250
OG0005720	ESY12_g51441_DN3_SP0_c0.t1	Np006G321520
OG0005721	ESY12_g51615_DN3_SP2_c0.t1	Np006G322350
OG0005722	ESY1_g12372_DN3_SP2_c0.t1	Np006G322610
OG0005723	ESY12_g51674_DN2_SP0_c0.t1	Np006G322750, Np006G325560
OG0005724	ESY1_g12345_DN3_SP1_c1.t1	Np001G067640
OG0005725	ESY12_g51839_DN2_SP5_c0.t1	Np006G323900, Np001G066870
OG0005726	ESY7_g18867_DN3_SP0_c0.t1, ESY1_g12215_DN3_SP0_c0.t1, ESY12_g51854_DN3_SP8_c0.t1	Np001G066820
OG0005727	ESY12_g51883_DN3_SP0_c0.t1, ESY12_g51884_DN3_SP2_c0.t1	Np006G324220
OG0005729	ESY1_g12038_DN3_SP8_c0.t1	Np001G065970
OG0005730	ESY12_g52042_DN3_SP0_c0.t1	Np006G325390
OG0005731	ESY12_g52095_DN1_SP0_c0.t1	Np006G325780
OG0005732	ESY12_g52097_DN2_SP2_c0.t1	Np006G325800, Np006G332310
OG0005733	ESY12_g51468_DN3_SP0_c0.t1, ESY12_g51467_DN3_SP0_c0.t1, ESY12_g51466_DN3_SP0_c0.t1	Np006G326950
OG0005734	ESY12_g51486_DN3_SP7_c0.t1	Np006G327090
OG0005735	ESY12_g51340_DN3_SP8_c0.t1	Np006G328370
OG0005736	ESY12_g51156_DN3_SP8_c0.t1	Np006G330070
OG0005737	ESY3_g31053_DN1_SP0_c0.t1	Np003G126170
OG0005738	ESY7_g19515_DN3_SP8_c0.t1	Np003G126460
OG0005739	ESY6_g49897_DN3_SP0_c0.t1	Np001G013800
OG0005740	ESY6_g49896_DN3_SP0_c0.t1	Np001G013810
