Orthogroup	Euclidium_syriacum	Cochlearia_excelsa
OG0005856	ESY5_g3165_DN3_SP7_c0.t1	g27034, g31131, g49663
OG0005857	ESY5_g3133_DN2_SP8_c0.t1	g31116
OG0005858	ESY5_g4442_DN3_SP0_c0.t1	g27018
OG0005859	ESY5_g4472_DN2_SP0_c0.t1	g27013, g49589
OG0005860	ESY5_g4509_DN2_SP0_c0.t1	g31070, g49568
OG0005861	ESY5_g4582_DN3_SP0_c0.t1	g31043
OG0005862	ESY5_g4959_DN3_SP8_c0.t1	g26945
OG0005863	ESY5_g4960_DN3_SP7_c0.t1	g30885
OG0005864	ESY7_g17360_DN1_SP0_c0.t1, ESY5_g4965_DN1_SP0_c0.t1	g30883
OG0005865	ESY5_g5243_DN3_SP7_c0.t1	g30807
OG0005866	ESY5_g5358_DN3_SP6_c0.t1	g49367
OG0005867	ESY5_g5436_DN3_SP2_c0.t1	g49355
OG0005868	ESY5_g5515_DN3_SP0_c0.t1	g49306, g49308
OG0005869	ESY4_g25936_DN3_SP0_c0.t1	g45661
OG0005870	ESY7_g17622_DN3_SP0_c0.t1	g29312
OG0005871	ESY7_g17655_DN3_SP0_c0.t1	g29320, g5212, g5210
OG0005872	ESY7_g17488_DN3_SP1_c0.t1	g5134, g45685
OG0005873	ESY7_g17425_DN3_SP8_c0.t1	g5098
OG0005874	ESY3_g31999_DN3_SP0_c0.t1, ESY3_g32001_DN3_SP0_c0.t1	g25077
OG0005875	ESY7_g17157_DN3_SP4_c0.t1	g28987, g4989
OG0005876	ESY7_g17031_DN3_SP0_c0.t1	g4917
OG0005877	ESY7_g16897_DN3_SP0_c0.t1	g4884
OG0005878	ESY15_g64580_DN2_SP0_c0.t1	g4771, g52874, g18509
OG0005879	ESY10_g15864_DN3_SP0_c0.t1	g4755
OG0005880	ESY10_g15876_DN3_SP7_c0.t1	g10188, g4666
OG0005881	ESY15_g64225_DN3_SP8_c50.t1	g10194
OG0005882	ESY16_g62118_DN3_SP8_c0.t1	g10218
OG0005883	ESY15_g64470_DN2_SP0_c17.t1	g10238, g1637
OG0005884	ESY7_g17709_DN3_SP8_c0.t1	g5249
OG0005885	ESY7_g18917_DN3_SP0_c0.t1	g29729
OG0005886	ESY6_g49926_DN3_SP3_c0.t1	g10085, g617
OG0005887	ESY6_g50015_DN3_SP2_c0.t1	g10028, g569
OG0005888	ESY6_g50125_DN3_SP0_c0.t1	g18580, g36086
OG0005889	ESY6_g49569_DN3_SP6_c0.t1	g442
OG0005890	ESY6_g49507_DN3_SP6_c0.t1	g9900
OG0005891	ESY6_g49388_DN3_SP0_c13.t1, ESY6_g49188_DN1_SP0_c0.t1	g9869, g372
OG0005892	ESY1_g8455_DN3_SP8_c0.t1	g19514
OG0005893	ESY6_g49821_DN3_SP8_c17.t1	g9842
OG0005894	ESY6_g48630_DN3_SP0_c0.t1	g1213
OG0005895	ESY6_g48623_DN1_SP0_c0.t1	g1209
OG0005896	ESY6_g48609_DN3_SP0_c0.t1	g1201, g28720
OG0005897	ESY6_g48602_DN3_SP0_c0.t1	g1195
OG0005898	ESY6_g48587_DN3_SP0_c0.t1	g28727, g39279
OG0005900	ESY6_g48562_DN3_SP7_c0.t1	g28692
OG0005901	ESY1_g10160_DN3_SP8_c0.t1	g2471
OG0005902	ESY1_g9934_DN3_SP0_c0.t1	g2572
OG0005903	ESY1_g9609_DN3_SP3_c24.t1	g19414
OG0005904	ESY1_g8996_DN3_SP8_c0.t1	g2768, g19487
OG0005905	ESY3_g32325_DN3_SP0_c0.t1, ESY3_g32322_DN3_SP0_c0.t1, ESY3_g32326_DN3_SP0_c0.t1	g11436
OG0005906	ESY10_g15005_DN2_SP0_c0.t1	g3387
OG0005906	ESY6_g49903_DN3_SP0_c0.t1	g10097
OG0005907	ESY2_g34397_DN2_SP0_c0.t1	g44789
OG0005908	ESY4_g25289_DN3_SP0_c0.t1, ESY4_g25276_DN2_SP0_c0.t1, ESY4_g25274_DN3_SP0_c0.t1, ESY4_g25280_DN3_SP0_c0.t1, ESY4_g25275_DN3_SP0_c0.t1, ESY4_g25286_DN3_SP0_c0.t1, ESY2_g35684_DN3_SP1_c0.t1	g45821
OG0005908	ESY2_g35472_DN3_SP0_c0.t1	g18016
OG0005909	ESY2_g35685_DN3_SP0_c0.t1	g45929
OG0005911	ESY2_g35053_DN3_SP1_c0.t1	g46405
OG0005912	ESY2_g34628_DN3_SP7_c0.t1	g46349
OG0005913	ESY2_g34743_DN3_SP0_c0.t1	g46273
OG0005914	ESY2_g34774_DN3_SP7_c0.t1	g46258, g44408
OG0005915	ESY2_g36001_DN3_SP0_c1.t1	g44473, g46191
OG0005916	ESY2_g35970_DN3_SP0_c0.t1	g44485
OG0005917	ESY2_g34990_DN3_SP0_c0.t1	g46153
OG0005918	ESY5_g4351_DN3_SP3_c0.t1	g31687
OG0005919	ESY2_g36124_DN3_SP8_c0.t1	g46467, g44355
OG0005920	ESY2_g36137_DN3_SP1_c0.t1	g44353
OG0005921	ESY2_g36625_DN3_SP8_c0.t1	g46553
OG0005922	ESY2_g36546_DN3_SP0_c0.t1	g44279
OG0005923	ESY5_g2914_DN3_SP8_c0.t1, ESY2_g36531_DN2_SP0_c0.t1	g27298
OG0005924	ESY3_g30130_DN3_SP0_c0.t1	g7272
OG0005925	ESY3_g30174_DN3_SP8_c0.t1	g7256, g12248
OG0005926	ESY3_g30297_DN3_SP2_c0.t1	g7206, g13204
OG0005928	ESY6_g48232_DN2_SP0_c0.t1, ESY3_g30455_DN3_SP5_c0.t1	g12164, g13224
OG0005929	ESY2_g36968_DN3_SP8_c18.t1, ESY2_g36966_DN1_SP0_c67.t1, ESY2_g36967_DN2_SP0_c34.t1	g36600
OG0005930	ESY2_g37037_DN3_SP7_c0.t1	g36581
OG0005931	ESY3_g29782_DN3_SP7_c0.t1	g12042
OG0005932	ESY3_g29678_DN3_SP4_c0.t1	g6879
OG0005933	ESY8_g60168_DN3_SP0_c0.t1	g46658
OG0005935	ESY3_g29324_DN3_SP1_c0.t1	g6768
OG0005936	ESY3_g29251_DN3_SP8_c0.t1	g6746, g11923
OG0005937	ESY3_g29124_DN3_SP1_c0.t1, ESY2_g36341_DN2_SP0_c0.t1	g11881, g6689
OG0005939	ESY3_g28760_DN3_SP0_c0.t1	g6586
OG0005940	ESY3_g28810_DN3_SP0_c0.t1	g6575, g13430
OG0005941	ESY3_g28344_DN3_SP0_c0.t1	g6515
OG0005942	ESY3_g28259_DN3_SP0_c0.t1	g6504
OG0005943	ESY3_g28201_DN3_SP0_c0.t1	g6499
OG0005944	ESY3_g27883_DN3_SP8_c0.t1	g6447, g13514
OG0005945	ESY7_g18039_DN1_SP0_c0.t1, ESY7_g18170_DN2_SP0_c0.t1, ESY7_g16433_DN2_SP0_c0.t1	g6369
OG0005945	ESY7_g18169_DN3_SP0_c0.t1, ESY7_g16434_DN3_SP0_c0.t1, ESY7_g18040_DN1_SP0_c0.t1	g6370
OG0005946	ESY17_g39856_DN3_SP5_c0.t1	g17887
OG0005947	ESY11_g53514_DN3_SP8_c0.t1	g13682
OG0005948	ESY4_g24639_DN3_SP0_c0.t1, ESY11_g53869_DN3_SP8_c0.t1	g14086
OG0005949	ESY11_g54189_DN3_SP8_c0.t1	g6069, g6029
OG0005950	ESY11_g54266_DN3_SP0_c0.t1	g6016
OG0005951	ESY11_g54606_DN3_SP1_c0.t1	g33351, g33353
OG0005952	ESY11_g54642_DN2_SP8_c0.t1	g13904
OG0005953	ESY11_g54806_DN2_SP0_c0.t1, ESY11_g54805_DN1_SP0_c0.t1, ESY11_g54807_DN3_SP0_c0.t1	g13870, g5937
OG0005954	ESY11_g54852_DN3_SP8_c0.t1	g5918
OG0005955	ESY2_g36378_DN3_SP0_c0.t1, ESY8_g60355_DN1_SP0_c0.t1	g36739
OG0005956	ESY2_g36336_DN3_SP8_c0.t1	g36725
OG0005957	ESY2_g36872_DN3_SP0_c0.t1	g29460
OG0005958	ESY10_g14411_DN3_SP1_c0.t1, ESY2_g36978_DN3_SP6_c0.t1	g36596, g54280
OG0005960	ESY2_g37930_DN2_SP0_c0.t1, ESY2_g37932_DN3_SP0_c0.t1	g36357, g28097
OG0005961	ESY2_g37891_DN3_SP8_c0.t1	g23338, g23339, g54099
OG0005962	ESY2_g38305_DN3_SP8_c0.t1	g54040, g42114
OG0005963	ESY2_g38609_DN3_SP0_c0.t1	g17622
OG0005964	ESY1_g10382_DN3_SP0_c0.t1	g19257
OG0005965	ESY1_g10251_DN3_SP7_c0.t1	g2453
OG0005966	ESY1_g10870_DN3_SP0_c0.t1, ESY1_g10871_DN3_SP0_c0.t1	g11287
OG0005967	ESY1_g10614_DN1_SP0_c0.t1	g19050
OG0005968	ESY1_g10548_DN3_SP0_c0.t1	g19036, g3762, g2160
OG0005969	ESY1_g11773_DN3_SP2_c0.t1	g2065
OG0005970	ESY1_g11756_DN3_SP6_c0.t1	g2072
OG0005971	ESY1_g11651_DN3_SP0_c0.t1	g2111
OG0005972	ESY1_g11650_DN3_SP0_c0.t1, ESY1_g11649_DN3_SP0_c0.t1	g18985
OG0005973	ESY1_g11292_DN3_SP7_c7.t1	g18907, g2006
OG0005974	ESY1_g12271_DN3_SP0_c0.t1	g1869
OG0005976	ESY1_g12330_DN3_SP0_c0.t1	g1838
OG0005977	ESY1_g12579_DN3_SP8_c0.t1	g18693, g18694
OG0005978	ESY1_g12591_DN3_SP8_c0.t1	g18708
OG0005979	ESY2_g37302_DN3_SP0_c0.t1, ESY2_g37300_DN2_SP0_c0.t1	g54190
OG0005980	ESY10_g14869_DN1_SP0_c0.t1, ESY10_g14865_DN3_SP0_c0.t1, ESY22_g40882_DN3_SP0_c0.t1	g44070
OG0005982	ESY1_g11975_DN3_SP0_c0.t1, ESY1_g11973_DN2_SP0_c0.t1	g18864
OG0005983	ESY10_g15096_DN3_SP1_c0.t1	g40621
OG0005987	ESY4_g23862_DN1_SP0_c0.t1	g23588
OG0005988	ESY4_g25906_DN3_SP8_c0.t1	g18152
OG0005989	ESY5_g3391_DN3_SP5_c0.t1	g49715
OG0005992	ESY2_g34475_DN3_SP0_c0.t1	g44846
OG0005995	ESY11_g54968_DN2_SP0_c31.t1, ESY11_g54969_DN3_SP0_c0.t1	g13828
OG0005996	ESY3_g30508_DN3_SP0_c0.t1	g12158, g7133
OG0005997	ESY3_g31281_DN3_SP0_c0.t1	g7370
OG0005998	ESY7_g18498_DN3_SP0_c0.t1	g45472
OG0005999	ESY8_g58924_DN3_SP6_c0.t1	g40031
OG0006000	ESY7_g18875_DN3_SP0_c0.t1, ESY7_g18874_DN2_SP0_c0.t1	g5145
OG0006001	ESY8_g60241_DN3_SP0_c0.t1	g46661
OG0006002	ESY6_g50591_DN3_SP0_c0.t1	g9732
OG0006007	ESY8_g58333_DN3_SP0_c0.t1, ESY16_g61490_DN3_SP0_c0.t1	g47168
OG0006009	ESY6_g46334_DN2_SP3_c0.t1	g1332, g28334
OG0006016	ESY4_g24209_DN3_SP3_c0.t1	g47685
OG0006017	ESY11_g54514_DN3_SP0_c0.t1	g13922, g5971
OG0006018	ESY4_g24616_DN2_SP0_c0.t1	g23407
OG0006019	ESY8_g59522_DN3_SP4_c0.t1	g36893
OG0006020	ESY4_g24720_DN3_SP0_c0.t1	g47754
OG0006021	ESY5_g3104_DN3_SP5_c0.t1	g49615
OG0006022	ESY4_g24821_DN3_SP8_c0.t1	g47767
OG0006023	ESY4_g24847_DN3_SP0_c0.t1	g47773
OG0006023	ESY12_g52050_DN3_SP0_c0.t1	g23344
OG0006024	ESY8_g59410_DN3_SP1_c0.t1, ESY4_g24962_DN1_SP0_c0.t1	g36891
OG0006025	ESY4_g23555_DN3_SP0_c0.t1	g32450
OG0006026	ESY4_g25857_DN2_SP0_c0.t1	g23169
OG0006027	ESY4_g25838_DN3_SP5_c0.t1	g47844, g23165
OG0006028	ESY4_g25835_DN3_SP8_c0.t1	g23164
OG0006029	ESY11_g53522_DN2_SP0_c0.t1	g14326, g36064
OG0006030	ESY4_g25566_DN3_SP4_c0.t1	g23065
OG0006032	ESY4_g25545_DN2_SP8_c0.t1	g23042
OG0006033	ESY4_g25433_DN3_SP8_c10.t1	g18226
OG0006034	ESY16_g61927_DN3_SP0_c0.t1	g50591
OG0006035	ESY16_g61743_DN3_SP6_c0.t1	g32598, g50632
OG0006036	ESY16_g61666_DN2_SP8_c0.t1	g50653
OG0006037	ESY16_g61636_DN3_SP0_c0.t1	g32635, g13331
OG0006038	ESY16_g61615_DN3_SP5_c0.t1	g24304
OG0006039	ESY16_g61477_DN3_SP8_c0.t1	g24350
OG0006040	ESY2_g34246_DN3_SP1_c0.t1	g43903
OG0006041	ESY2_g34118_DN3_SP2_c0.t1	g41072
OG0006042	ESY3_g31185_DN3_SP0_c0.t1, ESY2_g34006_DN3_SP8_c0.t1	g41028
OG0006043	ESY2_g33989_DN3_SP0_c0.t1	g44124
OG0006044	ESY5_g3541_DN3_SP0_c0.t1	g27128, g31276
OG0006045	ESY10_g14662_DN3_SP5_c0.t1	g10823
OG0006047	ESY10_g14622_DN3_SP8_c0.t1	g10800
OG0006049	ESY10_g14470_DN3_SP0_c0.t1	g10736
OG0006050	ESY2_g35672_DN3_SP0_c0.t1, ESY2_g36426_DN3_SP0_c0.t1	g45925
OG0006051	ESY10_g14356_DN3_SP0_c0.t1	g10701
OG0006052	ESY10_g14220_DN3_SP7_c0.t1	g10667
OG0006053	ESY10_g14127_DN3_SP4_c0.t1	g10649
OG0006054	ESY5_g2568_DN3_SP7_c0.t1	g31421, g49859
OG0006055	ESY10_g14002_DN3_SP0_c0.t1	g1580, g10600
OG0006056	ESY10_g13898_DN3_SP5_c0.t1	g10562
OG0006057	ESY10_g13776_DN3_SP0_c0.t1	g10522
OG0006059	ESY10_g13681_DN3_SP0_c0.t1	g10494, g1617
OG0006060	ESY10_g13674_DN3_SP0_c0.t1	g1618
OG0006061	ESY21_g55638_DN3_SP3_c0.t1	g10443
OG0006062	ESY21_g55613_DN3_SP8_c0.t1	g10440
OG0006063	ESY7_g17801_DN3_SP0_c0.t1	g10418
OG0006064	ESY21_g55311_DN3_SP8_c0.t1	g10405
OG0006065	ESY2_g34538_DN3_SP0_c0.t1	g16482
OG0006066	ESY2_g34548_DN3_SP0_c0.t1	g10376
OG0006067	ESY2_g35151_DN3_SP3_c0.t1	g10325
OG0006068	ESY2_g35218_DN3_SP0_c0.t1	g18048, g18047
OG0006069	ESY2_g35289_DN3_SP8_c0.t1	g45041
OG0006070	ESY2_g35329_DN3_SP0_c0.t1	g45068
OG0006071	ESY2_g33276_DN3_SP7_c0.t1	g40759
OG0006072	ESY8_g59974_DN1_SP0_c0.t1	g40761
OG0006073	ESY2_g33444_DN3_SP0_c0.t1	g44260, g40785
OG0006074	ESY2_g33486_DN3_SP8_c0.t1	g44254
OG0006075	ESY2_g33585_DN3_SP8_c0.t1	g40866
OG0006076	ESY12_g51092_DN3_SP0_c0.t1	g38157
OG0006077	ESY12_g51049_DN3_SP8_c0.t1	g51974
OG0006078	ESY3_g30916_DN3_SP6_c0.t1	g13039, g7501, g12400
OG0006079	ESY3_g31078_DN3_SP8_c0.t1	g13084
OG0006080	ESY3_g31179_DN3_SP8_c0.t1	g12343, g7403
OG0006081	ESY3_g31290_DN3_SP0_c0.t1	g29683
OG0006082	ESY3_g30074_DN3_SP6_c0.t1	g12281, g7308
OG0006085	ESY6_g45905_DN3_SP0_c0.t1	g28319
OG0006086	ESY6_g46499_DN3_SP0_c0.t1	g28349
OG0006087	ESY13_g56617_DN3_SP0_c0.t1	g17160
OG0006088	ESY6_g47180_DN3_SP0_c0.t1	g28396
OG0006089	ESY4_g23846_DN3_SP0_c0.t1, ESY4_g23824_DN3_SP0_c0.t1	g23594
OG0006090	ESY6_g47460_DN3_SP8_c0.t1	g28431
OG0006091	ESY10_g14664_DN3_SP0_c0.t1	g10825
OG0006092	ESY6_g47501_DN3_SP0_c0.t1	g35314, g35038, g28438
OG0006093	ESY6_g47624_DN3_SP0_c0.t1, ESY7_g17452_DN3_SP0_c0.t1, ESY6_g47625_DN3_SP8_c0.t1	g949
OG0006094	ESY6_g47881_DN3_SP0_c0.t1	g28485
OG0006095	ESY6_g47908_DN3_SP5_c0.t1	g966
OG0006096	ESY6_g47918_DN3_SP0_c0.t1	g39402
OG0006097	ESY6_g47982_DN2_SP0_c0.t1	g994
OG0006098	ESY6_g48081_DN3_SP0_c0.t1	g28526
OG0006099	ESY6_g48298_DN3_SP7_c0.t1	g28566
OG0006100	ESY6_g48443_DN3_SP0_c0.t1	g1111, g28646
OG0006101	ESY6_g48472_DN3_SP8_c0.t1	g28649, g1117
OG0006102	ESY5_g2922_DN3_SP0_c0.t1	g31600
OG0006104	ESY12_g52041_DN3_SP0_c0.t1, ESY11_g53644_DN3_SP0_c0.t1, ESY5_g2710_DN3_SP0_c0.t1	g31478
OG0006105	ESY6_g48541_DN3_SP5_c0.t1	g28678
OG0006106	ESY7_g18352_DN3_SP0_c0.t1	g5304, g29395
OG0006107	ESY7_g18344_DN3_SP8_c0.t1	g45594, g45595
OG0006108	ESY7_g18195_DN3_SP8_c0.t1	g5370, g45569
OG0006109	ESY7_g18004_DN3_SP1_c0.t1	g29503, g5419
OG0006110	ESY7_g17978_DN3_SP0_c0.t1	g29516, g29518
OG0006111	ESY7_g17866_DN3_SP8_c15.t1	g5453, g45517
OG0006112	ESY7_g17786_DN3_SP8_c0.t1	g5480, g45505
OG0006113	ESY7_g18679_DN3_SP7_c0.t1	g5504
OG0006114	ESY7_g18644_DN3_SP0_c0.t1	g29599
OG0006115	ESY7_g18640_DN3_SP0_c0.t1	g5517
OG0006116	ESY7_g18583_DN3_SP1_c0.t1, ESY7_g17986_DN3_SP1_c0.t1	g45486, g29613
OG0006117	ESY6_g49423_DN3_SP8_c0.t1	g9876
OG0006118	ESY3_g32627_DN3_SP0_c0.t1	g24270
OG0006119	ESY9_g42463_DN3_SP0_c0.t1	g47223, g47218, g47219, g24250
OG0006120	ESY9_g42520_DN3_SP0_c0.t1	g47244
OG0006121	ESY9_g42529_DN3_SP0_c0.t1	g17516, g47247
OG0006122	ESY9_g42651_DN3_SP0_c0.t1	g47264, g24188
OG0006123	ESY9_g42657_DN3_SP0_c0.t1	g47266
OG0006124	ESY9_g42709_DN3_SP2_c0.t1	g17470
OG0006125	ESY9_g43005_DN3_SP8_c0.t1	g17410
OG0006126	ESY8_g59107_DN3_SP1_c0.t1	g40149
OG0006127	ESY9_g43275_DN3_SP8_c0.t1	g17385
OG0006128	ESY9_g43424_DN3_SP1_c0.t1	g24034
OG0006129	ESY9_g43472_DN3_SP0_c0.t1	g24018, g47371
OG0006130	ESY9_g43618_DN3_SP0_c0.t1	g47387, g24001
OG0006131	ESY9_g43687_DN3_SP0_c0.t1	g17312
OG0006132	ESY26_g42287_DN3_SP2_c0.t1	g23946, g47435
OG0006133	ESY26_g42309_DN1_SP0_c0.t1	g17278
OG0006133	ESY26_g42308_DN3_SP1_c0.t1	g35309, g34354, g35032
OG0006134	ESY23_g144_DN2_SP0_c0.t1	g23889
OG0006135	ESY23_g167_DN3_SP7_c0.t1	g47467, g23881
OG0006136	ESY23_g237_DN3_SP0_c0.t1	g47474, g23871
OG0006137	ESY23_g369_DN3_SP8_c0.t1	g47483, g23852
OG0006138	ESY18_g63946_DN3_SP8_c0.t1	g40334
OG0006139	ESY14_g20153_DN3_SP0_c0.t1	g27807
OG0006140	ESY14_g21155_DN3_SP1_c0.t1	g36168
OG0006141	ESY14_g20949_DN3_SP8_c0.t1	g28176
OG0006142	ESY4_g22318_DN3_SP7_c0.t1	g17225, g47488
OG0006143	ESY12_g52145_DN3_SP6_c0.t1	g52145
OG0006144	ESY4_g22199_DN3_SP0_c0.t1	g32300, g32301, g32297, g50438
OG0006145	ESY4_g22881_DN3_SP0_c0.t1	g27646
OG0006146	ESY4_g22251_DN3_SP0_c0.t1	g28134, g36200
OG0006147	ESY4_g22736_DN3_SP4_c0.t1	g50466, g32345
OG0006148	ESY4_g22741_DN2_SP5_c0.t1	g50468
OG0006149	ESY4_g23077_DN2_SP0_c0.t1	g32387
OG0006150	ESY4_g23156_DN2_SP0_c0.t1, ESY4_g23195_DN2_SP0_c0.t1	g32393
OG0006151	ESY4_g23199_DN3_SP0_c0.t1	g32398
OG0006152	ESY4_g23223_DN3_SP1_c0.t1	g50506
OG0006153	ESY4_g23488_DN3_SP0_c0.t1, ESY12_g51971_DN3_SP2_c0.t1	g32435
OG0006154	ESY2_g33522_DN1_SP0_c0.t1, ESY2_g33523_DN3_SP0_c0.t1	g32448
OG0006155	ESY4_g23639_DN3_SP8_c0.t1	g27701
OG0006156	ESY4_g23656_DN3_SP8_c20.t1	g50537
OG0006157	ESY4_g26014_DN3_SP6_c0.t1	g22975
OG0006158	ESY4_g26304_DN3_SP0_c0.t1	g22907
OG0006159	ESY4_g26409_DN3_SP0_c0.t1	g22873
OG0006161	ESY4_g26675_DN1_SP3_c0.t1	g22765
OG0006162	ESY4_g26772_DN3_SP0_c0.t1	g22701
OG0006163	ESY4_g26910_DN3_SP8_c0.t1	g18342
OG0006164	ESY17_g40307_DN3_SP7_c0.t1	g46803, g18123
OG0006165	ESY8_g61036_DN3_SP8_c0.t1	g46739
OG0006166	ESY8_g60984_DN3_SP0_c0.t1	g46732
OG0006167	ESY3_g31780_DN3_SP0_c0.t1	g7709, g12856
OG0006168	ESY16_g61952_DN3_SP8_c0.t1	g27748
OG0006169	ESY16_g61848_DN3_SP8_c0.t1	g50604, g50607
OG0006170	ESY9_g44221_DN2_SP0_c0.t1	g37148
OG0006171	ESY9_g43272_DN3_SP1_c0.t1, ESY7_g16846_DN2_SP0_c0.t1	g40267
OG0006172	ESY19_g41756_DN3_SP0_c0.t1	g40216
OG0006173	ESY1_g5887_DN2_SP0_c0.t1	g51410
OG0006174	ESY3_g30519_DN3_SP0_c0.t1, ESY1_g6163_DN2_SP1_c0.t1	g51397
OG0006175	ESY4_g21742_DN2_SP0_c0.t1	g18451
OG0006176	ESY3_g29280_DN3_SP7_c0.t1	g40277
OG0006177	ESY25_g62590_DN3_SP8_c0.t1	g40305
OG0006179	ESY18_g63318_DN3_SP0_c0.t1	g25699, g25710, g40375
OG0006180	ESY18_g63164_DN3_SP0_c0.t1	g40381, g25170, g40167, g40164
OG0006181	ESY18_g63139_DN3_SP8_c0.t1	g25676, g25679
OG0006182	ESY18_g63003_DN3_SP7_c0.t1	g40398
OG0006183	ESY7_g16115_DN3_SP7_c0.t1	g40418
OG0006184	ESY7_g16220_DN3_SP0_c0.t1	g45154, g25591
OG0006185	ESY7_g16325_DN2_SP0_c0.t1	g45174
OG0006186	ESY7_g16442_DN3_SP0_c0.t1	g43697, g40462
OG0006187	ESY7_g16738_DN3_SP8_c0.t1	g11007
OG0006188	ESY7_g16778_DN3_SP0_c0.t1	g40554
OG0006189	ESY10_g15125_DN3_SP8_c0.t1	g40609
OG0006190	ESY10_g15111_DN3_SP0_c0.t1	g40610
OG0006192	ESY10_g14734_DN3_SP8_c0.t1	g40730, g10830
OG0006193	ESY11_g52794_DN3_SP8_c0.t1	g27130
OG0006194	ESY5_g4701_DN3_SP8_c0.t1	g30983
OG0006195	ESY2_g38313_DN3_SP8_c0.t1	g24839
OG0006196	ESY5_g3715_DN3_SP0_c0.t1	g46987, g24697
OG0006197	ESY15_g65960_DN3_SP8_c0.t1	g47013
OG0006198	ESY22_g40430_DN3_SP0_c0.t1, ESY22_g40408_DN3_SP0_c0.t1	g24532
OG0006199	ESY22_g40534_DN3_SP1_c0.t1	g35962, g41859, g42722, g1828, g24530
OG0006200	ESY22_g41063_DN3_SP8_c0.t1, ESY1_g5785_DN2_SP0_c0.t1	g24480
OG0006201	ESY2_g38738_DN3_SP0_c0.t1	g5208, g15976, g47111
OG0006202	ESY8_g60116_DN3_SP0_c22.t1	g44967, g18118
OG0006203	ESY8_g60073_DN3_SP1_c0.t1, ESY8_g60117_DN3_SP0_c0.t1	g16780, g16782, g16775
OG0006204	ESY12_g51593_DN2_SP2_c0.t1	g37702
OG0006205	ESY12_g51613_DN3_SP0_c0.t1	g37697
OG0006206	ESY12_g51616_DN3_SP0_c15.t1	g37696
OG0006207	ESY12_g51662_DN3_SP0_c0.t1	g37675
OG0006208	ESY12_g51672_DN3_SP0_c0.t1	g50785, g37672
OG0006209	ESY1_g12347_DN3_SP6_c0.t1	g1823
OG0006210	ESY12_g51734_DN3_SP0_c45.t1	g38247
OG0006211	ESY12_g51891_DN3_SP1_c0.t1	g37609
OG0006212	ESY12_g51911_DN3_SP2_c11.t1	g37604
OG0006213	ESY12_g51973_DN3_SP0_c0.t1	g38241, g37580
OG0006214	ESY1_g11005_DN3_SP0_c0.t1, ESY12_g51995_DN3_SP2_c0.t1	g37573, g52219
OG0006215	ESY12_g52028_DN3_SP6_c0.t1	g52192
OG0006216	ESY12_g52172_DN1_SP0_c0.t1	g52131
OG0006217	ESY12_g52181_DN3_SP8_c0.t1	g37517, g52127, g38220
OG0006218	ESY12_g51482_DN3_SP8_c6.t1	g52114
OG0006219	ESY12_g51358_DN3_SP0_c0.t1	g52063, g52070
OG0006220	ESY1_g11641_DN3_SP0_c0.t1	g2116
OG0006221	ESY1_g11712_DN3_SP8_c0.t1	g2086
OG0006223	ESY7_g19598_DN3_SP0_c0.t1	g5827
OG0006224	ESY7_g19497_DN3_SP0_c0.t1	g16718, g5095
OG0006225	ESY7_g19431_DN3_SP2_c0.t1	g5776
OG0006226	ESY7_g17701_DN3_SP7_c0.t1	g5245, g29337
OG0006227	ESY7_g19276_DN3_SP0_c0.t1	g5722
OG0006228	ESY7_g19176_DN3_SP8_c10.t1	g29804
OG0006230	ESY6_g49193_DN3_SP8_c0.t1	g41400
OG0006231	ESY6_g49179_DN3_SP0_c0.t1	g41394
OG0006232	ESY6_g49106_DN3_SP0_c0.t1	g41366, g28891
OG0006233	ESY6_g49067_DN3_SP0_c0.t1	g41363, g28887
OG0006234	ESY6_g49063_DN3_SP0_c0.t1, ESY8_g58545_DN3_SP0_c0.t1	g41362
OG0006235	ESY6_g48939_DN3_SP1_c0.t1	g28827
OG0006236	ESY6_g48888_DN3_SP0_c0.t1	g858
OG0006237	ESY1_g8127_DN3_SP8_c0.t1	g19548
OG0006238	ESY6_g48680_DN3_SP7_c0.t1	g28706, g1247
OG0006239	ESY6_g48653_DN3_SP0_c0.t1	g39260
OG0006240	ESY6_g49744_DN3_SP8_c0.t1	g317
OG0006241	ESY6_g49668_DN3_SP0_c0.t1, ESY8_g60833_DN3_SP0_c0.t1, ESY6_g49670_DN3_SP0_c0.t1, ESY16_g61704_DN3_SP0_c0.t1	g18641
OG0006242	ESY6_g49664_DN3_SP0_c0.t1	g289
OG0006243	ESY6_g49596_DN3_SP8_c0.t1	g9794
OG0006244	ESY29_g13610_DN1_SP0_c0.t1, ESY16_g62275_DN2_SP0_c0.t1	g13705, g14213
OG0006246	ESY6_g50628_DN3_SP8_c0.t1	g210, g18647
OG0006247	ESY6_g50513_DN3_SP3_c0.t1	g158
OG0006248	ESY6_g50496_DN3_SP8_c0.t1	g150, g9712
OG0006249	ESY6_g50484_DN3_SP4_c0.t1	g9706
OG0006250	ESY6_g50470_DN3_SP0_c0.t1	g9702
OG0006251	ESY6_g50285_DN3_SP0_c0.t1	g9634
OG0006253	ESY20_g13345_DN3_SP3_c0.t1	g45278
OG0006254	ESY20_g13007_DN3_SP0_c0.t1	g45256, g39486
OG0006255	ESY20_g13100_DN3_SP0_c0.t1	g39506
OG0006256	ESY20_g13163_DN3_SP0_c0.t1	g25439, g39527
OG0006257	ESY20_g13224_DN2_SP0_c0.t1	g25465
