Orthogroup	Euclidium_syriacum	Odontarrhena_muralis
OG0005488	ESY2_g35638_DN3_SP8_c0.t1	Om005G206730
OG0005489	ESY2_g35690_DN3_SP7_c0.t1	Om005G206130
OG0005490	ESY2_g35035_DN3_SP0_c0.t1	Om004G133670
OG0005492	ESY2_g34692_DN3_SP0_c0.t1	Om004G135560
OG0005494	ESY2_g34816_DN3_SP0_c0.t1	Om004G136760
OG0005495	ESY2_g36061_DN3_SP6_c0.t1	Om004G138280
OG0005496	ESY2_g36051_DN1_SP0_c0.t1	Om004G138210
OG0005497	ESY2_g36036_DN3_SP8_c0.t1	Om004G138010
OG0005498	ESY2_g34949_DN3_SP1_c0.t1	Om004G139770
OG0005499	ESY2_g34947_DN3_SP0_c22.t1	Om004G139790
OG0005500	ESY2_g34895_DN3_SP0_c0.t1	Om004G140330
OG0005501	ESY6_g49962_DN3_SP0_c0.t1	Om001G037390, Om006G240160
OG0005502	ESY5_g4309_DN3_SP0_c0.t1	Om005G198880
OG0005502	ESY2_g35856_DN3_SP0_c0.t1	Om004G142110
OG0005503	ESY6_g50377_DN2_SP0_c0.t1, ESY2_g35803_DN3_SP0_c0.t1	Om004G142670
OG0005504	ESY2_g36102_DN3_SP0_c0.t1	Om004G133210
OG0005505	ESY2_g36636_DN3_SP6_c0.t1	Om004G131160
OG0005506	ESY2_g36609_DN3_SP1_c0.t1	Om004G130790
OG0005507	ESY2_g36568_DN3_SP8_c5.t1	Om004G130390
OG0005508	ESY3_g30113_DN3_SP8_c0.t1	Om002G056600
OG0005509	ESY3_g30188_DN3_SP0_c0.t1	Om002G057400
OG0005511	ESY3_g30565_DN3_SP8_c0.t1	Om002G060700
OG0005512	ESY3_g30560_DN3_SP2_c0.t1	Om002G060780
OG0005513	ESY3_g29964_DN3_SP0_c0.t1	Om002G062420, Om003G110240
OG0005514	ESY3_g29945_DN3_SP8_c0.t1	Om002G062630
OG0005515	ESY3_g29933_DN3_SP0_c0.t1	Om002G062710
OG0005516	ESY2_g38581_DN3_SP1_c0.t1	Om003G100790
OG0005517	ESY3_g29869_DN3_SP0_c0.t1	Om002G063520
OG0005518	ESY2_g38071_DN3_SP0_c0.t1	Om002G064100
OG0005519	ESY3_g29705_DN3_SP0_c0.t1	Om002G065090
OG0005520	ESY3_g29631_DN3_SP0_c0.t1	Om002G065780
OG0005521	ESY3_g29624_DN3_SP0_c0.t1	Om002G065890
OG0005522	ESY3_g29600_DN3_SP4_c0.t1	Om002G066080
OG0005523	ESY3_g29484_DN3_SP0_c17.t1	Om002G066460, Om002G066420, Om002G066480
OG0005524	ESY3_g29414_DN3_SP0_c0.t1, ESY3_g29415_DN3_SP0_c0.t1	Om002G066920
OG0005525	ESY3_g29248_DN3_SP8_c0.t1	Om002G068000
OG0005526	ESY3_g29193_DN3_SP8_c0.t1	Om002G068500
OG0005527	ESY3_g28795_DN3_SP6_c0.t1	Om002G070820
OG0005528	ESY4_g25392_DN3_SP8_c0.t1	Om001G034480
OG0005530	ESY4_g25829_DN3_SP8_c0.t1	Om001G031350
OG0005531	ESY11_g53933_DN3_SP8_c0.t1	Om002G083320
OG0005532	ESY11_g53948_DN3_SP6_c0.t1	Om002G083450
OG0005534	ESY4_g26239_DN3_SP6_c0.t1	Om001G036190
OG0005535	ESY11_g54723_DN3_SP8_c0.t1	Om002G087600
OG0005536	ESY2_g36273_DN1_SP8_c0.t1	Om003G090680
OG0005537	ESY2_g36224_DN3_SP0_c0.t1	Om003G091360
OG0005538	ESY2_g36222_DN3_SP0_c0.t1	Om003G091370
OG0005539	ESY2_g36207_DN3_SP0_c0.t1	Om003G091620
OG0005540	ESY2_g36849_DN3_SP7_c0.t1	Om003G092400, Om007G303580
OG0005541	ESY2_g36926_DN3_SP0_c0.t1	Om003G093210, Om003G093220
OG0005542	ESY2_g37463_DN3_SP8_c0.t1	Om003G097010
OG0005543	ESY2_g37720_DN3_SP0_c0.t1	Om003G098380
OG0005545	ESY2_g38087_DN3_SP7_c0.t1	Om003G099800
OG0005546	ESY1_g11062_DN3_SP8_c0.t1	Om006G254320, Om006G254300
OG0005547	ESY1_g11008_DN3_SP0_c0.t1	Om006G253760
OG0005548	ESY1_g10199_DN3_SP8_c0.t1	Om006G256980
OG0005549	ESY2_g34575_DN1_SP0_c0.t1, ESY1_g10182_DN2_SP0_c0.t1	Om006G257090
OG0005550	ESY1_g11667_DN3_SP0_c0.t1, ESY1_g12058_DN3_SP0_c0.t1	Om003G120570
OG0005551	ESY1_g11630_DN3_SP8_c0.t1	Om003G120850
OG0005552	ESY1_g11534_DN3_SP0_c0.t1	Om003G121420
OG0005553	ESY1_g11499_DN3_SP8_c0.t1	Om003G121610
OG0005554	ESY1_g12176_DN3_SP8_c0.t1	Om003G125890
OG0005555	ESY11_g54526_DN3_SP1_c0.t1	Om003G127640
OG0005555	ESY1_g12410_DN3_SP2_c0.t1	Om003G127660
OG0005556	ESY1_g12480_DN3_SP8_c0.t1	Om003G128160
OG0005557	ESY1_g12517_DN3_SP0_c0.t1	Om003G128620, Om003G128660
OG0005558	ESY22_g40929_DN3_SP0_c0.t1	Om003G102120
OG0005561	ESY9_g45366_DN3_SP0_c0.t1	Om002G076370, Om008G333310
OG0005562	ESY12_g51309_DN3_SP0_c0.t1, ESY12_g51308_DN3_SP0_c0.t1	Om008G326790, Om008G326800
OG0005563	ESY12_g51693_DN3_SP0_c0.t1	Om008G321420
OG0005566	ESY5_g2909_DN2_SP0_c0.t1	Om005G196050
OG0005567	ESY3_g32245_DN3_SP0_c0.t1	Om004G163920, Om007G287860
OG0005568	ESY3_g31312_DN3_SP2_c0.t1	Om002G055390
OG0005569	ESY8_g58151_DN3_SP0_c0.t1	Om007G277450
OG0005571	ESY4_g25333_DN1_SP0_c0.t1	Om002G073900
OG0005572	ESY7_g17484_DN2_SP8_c0.t1	Om007G300250
OG0005573	ESY7_g17743_DN1_SP0_c0.t1	Om003G115290, Om003G115300
OG0005575	ESY10_g14218_DN2_SP0_c0.t1	Om006G237950
OG0005576	ESY6_g50186_DN3_SP0_c0.t1	Om006G237760
OG0005578	ESY6_g47787_DN1_SP0_c66.t1	Om006G265310
OG0005579	ESY11_g53227_DN3_SP0_c0.t1, ESY11_g53665_DN3_SP0_c0.t1	Om002G081820
OG0005583	ESY4_g24013_DN3_SP0_c0.t1	Om001G022720
OG0005584	ESY7_g16596_DN2_SP0_c0.t1, ESY3_g29020_DN2_SP0_c0.t1, ESY7_g16574_DN1_SP0_c0.t1	Om006G234410, Om006G234400
OG0005592	ESY4_g24271_DN3_SP0_c0.t1	Om001G023910
OG0005593	ESY4_g24518_DN3_SP0_c0.t1	Om001G025560
OG0005594	ESY5_g3145_DN3_SP0_c0.t1	Om005G186500, Om004G148690
OG0005595	ESY4_g24683_DN3_SP0_c0.t1	Om001G026510
OG0005596	ESY4_g24726_DN3_SP5_c0.t1	Om001G026780
OG0005597	ESY4_g24729_DN3_SP0_c0.t1	Om001G026790
OG0005598	ESY4_g24758_DN3_SP0_c0.t1	Om001G027020
OG0005599	ESY4_g24764_DN3_SP8_c12.t1	Om001G027050
OG0005600	ESY4_g24861_DN3_SP0_c0.t1	Om001G027640
OG0005601	ESY4_g24925_DN3_SP0_c0.t1	Om001G028000
OG0005603	ESY4_g25197_DN3_SP8_c7.t1	Om001G029500
OG0005604	ESY4_g25100_DN3_SP2_c0.t1	Om001G030220
OG0005605	ESY4_g25120_DN3_SP2_c0.t1	Om001G029990
OG0005606	ESY4_g25830_DN3_SP7_c0.t1	Om001G031330, Om001G031340
OG0005607	ESY4_g25766_DN3_SP7_c0.t1	Om001G031990
OG0005608	ESY6_g49064_DN3_SP0_c0.t1	Om006G243420
OG0005609	ESY9_g43952_DN3_SP8_c0.t1	Om008G338480
OG0005611	ESY2_g34157_DN3_SP0_c0.t1	Om005G217900, Om011G365550
OG0005612	ESY7_g18360_DN3_SP0_c29.t1	Om004G162210
OG0005613	ESY2_g33928_DN3_SP5_c0.t1	Om005G221800
OG0005614	ESY2_g33813_DN3_SP5_c0.t1	Om005G223490, Om006G269900
OG0005615	ESY10_g14668_DN3_SP5_c0.t1	Om006G275480
OG0005617	ESY10_g14372_DN3_SP8_c0.t1	Om006G274540, Om007G318360
OG0005618	ESY10_g14159_DN3_SP6_c0.t1	Om006G273690
OG0005619	ESY6_g49634_DN3_SP0_c0.t1	Om005G193460
OG0005621	ESY10_g14123_DN3_SP8_c0.t1	Om001G021930
OG0005622	ESY10_g13980_DN3_SP4_c0.t1	Om006G272690
OG0005623	ESY10_g13976_DN3_SP7_c0.t1	Om006G272650
OG0005624	ESY10_g13771_DN3_SP8_c0.t1	Om006G271670
OG0005625	ESY21_g55517_DN3_SP8_c0.t1	Om006G269910
OG0005626	ESY2_g34573_DN2_SP0_c0.t1	Om006G269370
OG0005627	ESY2_g34581_DN3_SP8_c0.t1	Om006G269310
OG0005628	ESY2_g35184_DN3_SP0_c1.t1	Om005G212890
OG0005629	ESY17_g39980_DN3_SP2_c0.t1	Om007G312880
OG0005630	ESY8_g59989_DN3_SP8_c0.t1	Om005G228820
OG0005631	ESY2_g33394_DN3_SP0_c0.t1, ESY2_g33395_DN3_SP0_c0.t1	Om005G226950
OG0005632	ESY7_g17410_DN3_SP1_c0.t1	Om007G299370, Om008G358110
OG0005633	ESY5_g3860_DN3_SP0_c0.t1	Om005G192300
OG0005633	ESY2_g33534_DN3_SP0_c0.t1	Om005G226080
OG0005634	ESY2_g33586_DN3_SP8_c0.t1	Om005G225530
OG0005635	ESY13_g56283_DN3_SP2_c0.t1	Om001G017000
OG0005637	ESY12_g50947_DN2_SP7_c0.t1	Om008G329390
OG0005638	ESY7_g19453_DN3_SP0_c0.t1	Om004G175440
OG0005639	ESY3_g30986_DN3_SP0_c0.t1	Om002G052400
OG0005640	ESY6_g49323_DN3_SP8_c0.t1	Om002G052800
OG0005642	ESY6_g46592_DN3_SP8_c0.t1	Om003G113040
OG0005643	ESY6_g47351_DN3_SP0_c0.t1	Om003G114700
OG0005644	ESY6_g47191_DN3_SP1_c15.t1	Om003G114320
OG0005645	ESY6_g47942_DN3_SP8_c0.t1	Om003G116480
OG0005646	ESY6_g47988_DN3_SP1_c0.t1	Om003G117000
OG0005647	ESY6_g48110_DN3_SP8_c6.t1	Om003G118100
OG0005648	ESY6_g48180_DN3_SP0_c0.t1	Om003G118520
OG0005649	ESY6_g48261_DN3_SP0_c0.t1	Om003G119140
OG0005650	ESY6_g48377_DN3_SP8_c0.t1	Om006G249740
OG0005651	ESY6_g48430_DN3_SP0_c0.t1	Om006G249390
OG0005652	ESY6_g48517_DN3_SP0_c0.t1	Om006G248460
OG0005653	ESY6_g48546_DN3_SP8_c0.t1	Om006G248140
OG0005654	ESY15_g65081_DN3_SP8_c0.t1	Om007G307740
OG0005655	ESY7_g18427_DN3_SP7_c0.t1	Om004G161550
OG0005656	ESY7_g18422_DN3_SP1_c0.t1	Om004G161600
OG0005657	ESY7_g18391_DN3_SP3_c0.t1	Om004G161970
OG0005659	ESY7_g18244_DN2_SP8_c0.t1	Om004G163210
OG0005660	ESY7_g18240_DN3_SP1_c0.t1	Om004G163280
OG0005661	ESY7_g18228_DN3_SP8_c0.t1	Om004G163360
OG0005662	ESY7_g18167_DN3_SP8_c0.t1	Om004G163940
OG0005664	ESY7_g17809_DN3_SP2_c0.t1	Om004G167040
OG0005665	ESY7_g18647_DN2_SP0_c22.t1	Om004G167900
OG0005666	ESY9_g42420_DN3_SP0_c0.t1	Om001G000050
OG0005667	ESY9_g42440_DN3_SP1_c0.t1	Om001G000250
OG0005668	ESY10_g14937_DN3_SP4_c0.t1	Om008G361680
OG0005669	ESY9_g42958_DN3_SP0_c0.t1, ESY9_g42956_DN3_SP0_c0.t1	Om001G004040
OG0005670	ESY9_g42972_DN3_SP0_c10.t1	Om001G004120
OG0005671	ESY9_g43148_DN3_SP0_c0.t1	Om001G004800
OG0005672	ESY7_g16723_DN3_SP1_c15.t1, ESY9_g43153_DN3_SP8_c0.t1	Om001G004920
OG0005673	ESY9_g43447_DN3_SP1_c0.t1	Om001G006970
OG0005674	ESY9_g43749_DN3_SP4_c0.t1	Om001G008810
OG0005676	ESY26_g42294_DN3_SP8_c0.t1	Om001G009560
OG0005677	ESY2_g33623_DN3_SP0_c0.t1	Om008G332510
OG0005678	ESY14_g20584_DN3_SP7_c0.t1	Om001G013350
OG0005679	ESY4_g21966_DN3_SP8_c0.t1	Om007G287060
OG0005680	ESY4_g22701_DN2_SP0_c0.t1	Om007G288660
OG0005681	ESY4_g23224_DN3_SP0_c0.t1	Om007G289730
OG0005682	ESY4_g23253_DN3_SP0_c0.t1	Om007G289950
OG0005683	ESY16_g62040_DN2_SP0_c0.t1	Om007G291640
OG0005684	ESY4_g26013_DN3_SP3_c0.t1	Om001G035160, Om001G035170
OG0005686	ESY4_g26221_DN3_SP0_c0.t1	Om001G036140
OG0005687	ESY4_g26347_DN3_SP0_c0.t1	Om001G036940
OG0005688	ESY8_g59611_DN3_SP8_c0.t1	Om004G154420
OG0005689	ESY4_g26579_DN3_SP5_c0.t1	Om001G038720
OG0005690	ESY4_g26629_DN3_SP1_c0.t1	Om001G038970
OG0005691	ESY4_g26685_DN3_SP5_c0.t1	Om001G039630
OG0005692	ESY4_g26709_DN3_SP4_c0.t1	Om001G039750
OG0005694	ESY4_g26789_DN3_SP0_c15.t1	Om001G040390
OG0005695	ESY8_g61109_DN3_SP0_c0.t1	Om007G314650
OG0005696	ESY16_g61765_DN3_SP0_c0.t1	Om007G277150
OG0005697	ESY9_g43874_DN3_SP0_c0.t1	Om008G339030
OG0005698	ESY1_g5786_DN3_SP0_c0.t1	Om008G340210
OG0005699	ESY1_g5974_DN2_SP0_c0.t1	Om001G029280
OG0005700	ESY5_g3544_DN3_SP8_c0.t1	Om001G023900
OG0005700	ESY7_g17929_DN1_SP0_c0.t1	Om001G001460, Om001G011430
OG0005701	ESY1_g5973_DN3_SP0_c0.t1	Om003G110590
OG0005702	ESY4_g22252_DN3_SP5_c0.t1	Om007G287780
OG0005703	ESY18_g62993_DN3_SP0_c0.t1	Om008G348200, Om008G352940, Om008G352930
OG0005704	ESY7_g16091_DN3_SP3_c0.t1	Om008G353520
OG0005705	ESY7_g16800_DN3_SP0_c0.t1	Om008G358370, Om008G358350
OG0005706	ESY7_g16799_DN3_SP0_c0.t1	Om008G358360
OG0005707	ESY10_g15202_DN3_SP8_c0.t1	Om008G359490
OG0005708	ESY10_g15097_DN3_SP0_c0.t1	Om008G359940, Om008G359980
OG0005709	ESY10_g15021_DN3_SP8_c0.t1	Om008G361060
OG0005710	ESY10_g14783_DN3_SP8_c0.t1	Om008G362700
OG0005711	ESY10_g14787_DN3_SP8_c0.t1	Om008G362710
OG0005712	ESY10_g14756_DN2_SP0_c0.t1	Om008G362830
OG0005713	ESY10_g14759_DN3_SP0_c0.t1	Om008G362800, Om003G091100
OG0005714	ESY17_g39541_DN3_SP1_c0.t1	Om003G105690
OG0005715	ESY15_g65599_DN3_SP8_c0.t1	Om003G104060
OG0005716	ESY22_g40797_DN3_SP0_c0.t1	Om003G102470
OG0005717	ESY3_g29002_DN3_SP8_c0.t1	Om002G069690
OG0005718	ESY12_g52266_DN3_SP7_c0.t1	Om008G319100
OG0005719	ESY12_g52223_DN3_SP0_c0.t1	Om008G319380, Om008G319390
OG0005720	ESY12_g51441_DN3_SP0_c0.t1	Om008G319660
OG0005721	ESY12_g51615_DN3_SP2_c0.t1	Om008G320310
OG0005722	ESY1_g12372_DN3_SP2_c0.t1	Om008G320590, Om003G127320
OG0005723	ESY12_g51674_DN2_SP0_c0.t1	Om008G320710
OG0005724	ESY1_g12345_DN3_SP1_c1.t1	Om003G126990, Om003G127000
OG0005725	ESY12_g51839_DN2_SP5_c0.t1	Om008G321770
OG0005726	ESY7_g18867_DN3_SP0_c0.t1, ESY1_g12215_DN3_SP0_c0.t1, ESY12_g51854_DN3_SP8_c0.t1	Om003G126000
OG0005727	ESY12_g51883_DN3_SP0_c0.t1, ESY12_g51884_DN3_SP2_c0.t1	Om008G322110
OG0005729	ESY1_g12038_DN3_SP8_c0.t1	Om008G322880, Om003G124970
OG0005730	ESY12_g52042_DN3_SP0_c0.t1	Om008G323130
OG0005731	ESY12_g52095_DN1_SP0_c0.t1	Om008G323610
OG0005732	ESY12_g52097_DN2_SP2_c0.t1	Om008G323650, Om008G323640
OG0005733	ESY12_g51468_DN3_SP0_c0.t1, ESY12_g51467_DN3_SP0_c0.t1, ESY12_g51466_DN3_SP0_c0.t1	Om008G325150, Om008G325160
OG0005734	ESY12_g51486_DN3_SP7_c0.t1	Om008G325370
OG0005735	ESY12_g51340_DN3_SP8_c0.t1	Om008G326530
OG0005736	ESY12_g51156_DN3_SP8_c0.t1	Om008G327910
OG0005737	ESY3_g31053_DN1_SP0_c0.t1	Om004G176100
OG0005738	ESY7_g19515_DN3_SP8_c0.t1	Om004G175970
OG0005739	ESY6_g49897_DN3_SP0_c0.t1	Om006G240820
OG0005740	ESY6_g49896_DN3_SP0_c0.t1	Om006G240830
OG0005741	ESY2_g35574_DN3_SP8_c0.t1	Om006G240860
OG0005742	ESY6_g49300_DN3_SP8_c0.t1	Om006G241380
OG0005743	ESY2_g37303_DN3_SP0_c0.t1	Om003G096060
OG0005744	ESY6_g49172_DN3_SP8_c0.t1	Om006G242480
OG0005746	ESY6_g49048_DN3_SP1_c0.t1	Om004G129490, Om006G243620
OG0005747	ESY6_g49024_DN3_SP0_c0.t1	Om006G243880
OG0005748	ESY6_g49013_DN3_SP0_c0.t1	Om006G244080, Om003G094950
OG0005749	ESY6_g48944_DN3_SP7_c0.t1	Om006G244710
OG0005750	ESY6_g48912_DN3_SP0_c0.t1	Om006G245070
OG0005751	ESY6_g48658_DN3_SP8_c0.t1	Om006G247110
OG0005752	ESY6_g49611_DN3_SP8_c0.t1	Om006G233720
OG0005753	ESY5_g3536_DN3_SP0_c0.t1, ESY5_g3537_DN3_SP0_c0.t1, ESY6_g49605_DN3_SP0_c0.t1, ESY6_g49606_DN3_SP0_c0.t1	Om006G233650
OG0005754	ESY6_g50655_DN3_SP0_c0.t1	Om006G232800
OG0005755	ESY6_g50629_DN3_SP0_c0.t1	Om006G232690
OG0005756	ESY6_g50539_DN3_SP0_c0.t1	Om006G232100
OG0005758	ESY6_g50283_DN3_SP0_c0.t1	Om006G229720
OG0005759	ESY20_g12987_DN3_SP6_c0.t1	Om004G157870
OG0005760	ESY20_g12947_DN3_SP0_c0.t1	Om004G157600
OG0005761	ESY20_g13016_DN3_SP0_c34.t1	Om004G158060
OG0005762	ESY20_g13021_DN3_SP0_c0.t1	Om004G158140
OG0005763	ESY20_g13120_DN2_SP0_c0.t1	Om004G158790
OG0005764	ESY20_g13299_DN3_SP8_c0.t1	Om004G160290, Om004G160310
OG0005765	ESY8_g58297_DN3_SP1_c0.t1	Om007G302210
OG0005766	ESY8_g58260_DN3_SP6_c0.t1	Om007G302780
OG0005767	ESY8_g58217_DN3_SP1_c0.t1	Om007G293060
OG0005769	ESY8_g58175_DN3_SP1_c0.t1	Om007G292800
OG0005769	ESY4_g26385_DN3_SP4_c0.t1	Om005G180920
OG0005770	ESY8_g58160_DN3_SP8_c0.t1	Om007G277370
OG0005771	ESY20_g12851_DN3_SP8_c0.t1	Om007G278210
OG0005772	ESY20_g12850_DN3_SP0_c0.t1	Om007G278220
OG0005773	ESY20_g12714_DN3_SP7_c0.t1	Om007G279040
OG0005774	ESY8_g58380_DN3_SP0_c0.t1	Om007G279850
OG0005775	ESY8_g58678_DN3_SP8_c0.t1	Om007G281830
OG0005777	ESY8_g58863_DN3_SP8_c0.t1	Om001G016480, Om007G283190
OG0005778	ESY8_g58449_DN3_SP8_c0.t1	Om007G280360
OG0005779	ESY8_g58979_DN2_SP0_c0.t1	Om007G284040
OG0005780	ESY8_g59078_DN3_SP3_c5.t1, ESY2_g34621_DN3_SP0_c1.t1	Om007G284970
OG0005781	ESY8_g59077_DN1_SP0_c0.t1	Om007G284960
OG0005782	ESY4_g25956_DN3_SP8_c0.t1	Om001G030610
OG0005783	ESY3_g31697_DN3_SP0_c0.t1	Om001G041320
OG0005784	ESY7_g17671_DN2_SP0_c0.t1	Om007G301900
OG0005785	ESY3_g32571_DN3_SP6_c0.t1	Om002G043090
OG0005786	ESY3_g32510_DN3_SP0_c0.t1, ESY3_g32512_DN3_SP2_c0.t1, ESY3_g32368_DN3_SP1_c0.t1	Om002G043590
OG0005787	ESY3_g32497_DN3_SP8_c0.t1	Om002G043660
OG0005788	ESY3_g32492_DN3_SP8_c0.t1	Om002G043720
OG0005789	ESY3_g32330_DN3_SP8_c0.t1, ESY3_g32109_DN3_SP0_c0.t1	Om002G044810
OG0005790	ESY3_g31625_DN3_SP6_c0.t1	Om002G048200
OG0005791	ESY3_g31511_DN3_SP0_c0.t1	Om002G049230
OG0005792	ESY3_g31433_DN3_SP7_c0.t1	Om002G049410
OG0005793	ESY3_g31441_DN3_SP0_c0.t1	Om002G049480
OG0005794	ESY3_g31450_DN3_SP0_c0.t1	Om002G049550
OG0005795	ESY3_g30670_DN3_SP0_c0.t1	Om002G050340
OG0005796	ESY15_g64737_DN3_SP8_c0.t1	Om001G034370
OG0005797	ESY3_g30715_DN3_SP3_c0.t1	Om002G050610
OG0005798	ESY3_g30769_DN2_SP0_c0.t1	Om002G050990
OG0005799	ESY12_g50886_DN3_SP0_c0.t1	Om008G329840
OG0005800	ESY12_g50819_DN3_SP4_c0.t1	Om008G330420
OG0005801	ESY9_g44845_DN3_SP7_c0.t1	Om008G335540
OG0005802	ESY1_g6716_DN3_SP0_c0.t1, ESY9_g45529_DN3_SP7_c0.t1	Om008G331940
OG0005803	ESY9_g44593_DN3_SP0_c0.t1	Om008G336480
OG0005804	ESY1_g11100_DN3_SP8_c0.t1	Om006G254520
OG0005805	ESY9_g44805_DN3_SP0_c0.t1	Om008G335760
OG0005806	ESY9_g44951_DN3_SP0_c0.t1	Om008G335270
OG0005807	ESY3_g32590_DN3_SP3_c0.t1, ESY1_g12497_DN3_SP0_c0.t1	Om006G238450
OG0005808	ESY9_g45254_DN3_SP8_c0.t1	Om008G334060
OG0005809	ESY9_g45364_DN3_SP8_c0.t1	Om008G333330
OG0005810	ESY9_g45348_DN3_SP0_c0.t1	Om008G333450
OG0005811	ESY9_g45328_DN3_SP0_c0.t1	Om008G333710
OG0005812	ESY5_g2912_DN3_SP4_c0.t1	Om005G196070
OG0005813	ESY5_g3043_DN3_SP0_c0.t1, ESY5_g3044_DN3_SP0_c0.t1	Om005G197270
OG0005814	ESY5_g3051_DN3_SP1_c0.t1	Om005G197340
OG0005815	ESY5_g4419_DN3_SP6_c17.t1	Om005G197620
OG0005816	ESY5_g4407_DN3_SP0_c0.t1	Om005G197740
OG0005817	ESY5_g4366_DN3_SP6_c0.t1	Om005G198230
OG0005818	ESY2_g35886_DN3_SP0_c0.t1	Om004G141870
OG0005819	ESY5_g4269_DN1_SP0_c0.t1	Om005G199280, Om005G199290
OG0005820	ESY5_g4044_DN3_SP0_c8.t1	Om005G201590
OG0005821	ESY5_g3947_DN1_SP0_c0.t1	Om005G202550
OG0005823	ESY5_g2390_DN3_SP2_c0.t1	Om005G204220
OG0005824	ESY5_g2290_DN3_SP0_c0.t1	Om005G205000
OG0005825	ESY5_g2032_DN3_SP6_c0.t1	Om004G143810
OG0005826	ESY5_g1944_DN3_SP7_c0.t1	Om004G144430
OG0005827	ESY5_g1878_DN3_SP1_c0.t1	Om004G144590
OG0005828	ESY7_g17661_DN3_SP0_c0.t1	Om007G301780
OG0005829	ESY15_g64957_DN3_SP2_c0.t1	Om003G107210
OG0005830	ESY13_g57229_DN3_SP8_c0.t1	Om001G030130, Om003G099200
OG0005831	ESY13_g57604_DN3_SP7_c0.t1	Om004G151280
OG0005832	ESY8_g59292_DN2_SP0_c0.t1, ESY7_g18711_DN3_SP0_c0.t1	Om004G164430, Om006G239110
OG0005833	ESY9_g43540_DN3_SP1_c0.t1	Om007G285850
OG0005834	ESY13_g56866_DN3_SP1_c0.t1	Om007G285900
OG0005836	ESY8_g59483_DN3_SP8_c0.t1	Om004G154960, Om004G152820, Om004G154950
OG0005837	ESY8_g59520_DN3_SP8_c0.t1	Om006G238360, Om004G155240, Om004G152380
OG0005838	ESY5_g2876_DN3_SP4_c0.t1	Om005G195700
OG0005839	ESY5_g2840_DN3_SP0_c0.t1	Om005G195170
OG0005840	ESY5_g2726_DN3_SP7_c0.t1	Om005G194060
OG0005841	ESY5_g2630_DN3_SP0_c0.t1, ESY15_g64251_DN3_SP0_c0.t1	Om005G193080
OG0005842	ESY5_g3868_DN3_SP0_c0.t1	Om005G192360
OG0005843	ESY5_g3844_DN3_SP8_c0.t1	Om005G192170
OG0005844	ESY5_g3813_DN3_SP2_c0.t1	Om005G191980
OG0005845	ESY5_g3787_DN3_SP8_c0.t1	Om005G191630
OG0005846	ESY5_g3767_DN3_SP8_c0.t1	Om005G191480
OG0005847	ESY5_g3731_DN3_SP1_c0.t1	Om005G191100
OG0005848	ESY5_g3702_DN3_SP0_c0.t1	Om005G190800
OG0005849	ESY5_g3643_DN3_SP3_c0.t1, ESY5_g3647_DN3_SP0_c0.t1, ESY5_g3646_DN3_SP0_c0.t1	Om005G190170
OG0005851	ESY11_g54686_DN3_SP0_c0.t1, ESY1_g12174_DN3_SP0_c0.t1	Om003G121680
OG0005852	ESY2_g34032_DN3_SP0_c0.t1	Om005G189080
OG0005853	ESY5_g3395_DN3_SP8_c0.t1	Om005G188420
OG0005855	ESY5_g3279_DN3_SP0_c0.t1	Om005G187400
OG0005856	ESY5_g3165_DN3_SP7_c0.t1	Om005G186690
OG0005857	ESY5_g3133_DN2_SP8_c0.t1	Om005G186360
OG0005858	ESY5_g4442_DN3_SP0_c0.t1	Om005G185860
OG0005859	ESY5_g4472_DN2_SP0_c0.t1	Om005G185550
OG0005860	ESY5_g4509_DN2_SP0_c0.t1	Om005G185290
OG0005861	ESY5_g4582_DN3_SP0_c0.t1	Om005G184590
OG0005862	ESY5_g4959_DN3_SP8_c0.t1	Om005G181820
OG0005863	ESY5_g4960_DN3_SP7_c0.t1	Om005G181810
OG0005864	ESY7_g17360_DN1_SP0_c0.t1	Om005G181470
OG0005865	ESY5_g5243_DN3_SP7_c0.t1	Om005G179900
OG0005866	ESY5_g5358_DN3_SP6_c0.t1	Om005G179200, Om007G286680
OG0005867	ESY5_g5436_DN3_SP2_c0.t1	Om005G178880
OG0005868	ESY5_g5515_DN3_SP0_c0.t1	Om005G178040, Om005G178180
OG0005869	ESY4_g25936_DN3_SP0_c0.t1	Om007G301230
OG0005870	ESY7_g17622_DN3_SP0_c0.t1	Om007G301410
OG0005871	ESY7_g17655_DN3_SP0_c0.t1	Om007G301710
OG0005872	ESY7_g17488_DN3_SP1_c0.t1	Om007G300320
OG0005873	ESY7_g17425_DN3_SP8_c0.t1	Om007G299540
OG0005874	ESY3_g31999_DN3_SP0_c0.t1, ESY3_g32001_DN3_SP0_c0.t1	Om008G332300, Om007G299040
OG0005875	ESY7_g17157_DN3_SP4_c0.t1	Om007G296920
OG0005876	ESY7_g17031_DN3_SP0_c0.t1	Om007G295790, Om007G295800
OG0005877	ESY7_g16897_DN3_SP0_c0.t1	Om007G294920
OG0005878	ESY15_g64580_DN2_SP0_c0.t1	Om007G293450
OG0005879	ESY10_g15864_DN3_SP0_c0.t1	Om007G303460
OG0005880	ESY10_g15876_DN3_SP7_c0.t1	Om007G303650
OG0005881	ESY15_g64225_DN3_SP8_c50.t1	Om007G303760
OG0005882	ESY16_g62118_DN3_SP8_c0.t1	Om007G304440
OG0005883	ESY15_g64470_DN2_SP0_c17.t1	Om007G306130, Om009G363280
