Orthogroup	Euclidium_syriacum	Cardamine_hirsuta
OG0005983	ESY10_g15096_DN3_SP1_c0.t1	CARHR175450
OG0005987	ESY4_g23862_DN1_SP0_c0.t1	CARHR235640
OG0005988	ESY4_g25906_DN3_SP8_c0.t1	CARHR241450
OG0005989	ESY5_g3391_DN3_SP5_c0.t1	CARHR010050
OG0005991	ESY23_g18_DN3_SP0_c0.t1	CARHR230170
OG0005992	ESY2_g34475_DN3_SP0_c0.t1	CARHR061040
OG0005993	ESY2_g34933_DN3_SP0_c0.t1, ESY2_g34931_DN3_SP0_c0.t1	CARHR067290
OG0005995	ESY11_g54968_DN2_SP0_c31.t1	CARHR111370
OG0005995	ESY11_g54969_DN3_SP0_c0.t1	CARHR111390
OG0005996	ESY3_g30508_DN3_SP0_c0.t1	CARHR089890
OG0005997	ESY3_g31281_DN3_SP0_c0.t1	CARHR086160
OG0005999	ESY8_g58924_DN3_SP6_c0.t1	CARHR121430
OG0006000	ESY7_g18875_DN3_SP0_c0.t1, ESY7_g18874_DN2_SP0_c0.t1	CARHR198310
OG0006001	ESY8_g60241_DN3_SP0_c0.t1	CARHR213810
OG0006002	ESY6_g50591_DN3_SP0_c0.t1	CARHR278960
OG0006004	ESY3_g31683_DN3_SP0_c0.t1, ESY3_g31681_DN3_SP0_c0.t1, ESY3_g31685_DN2_SP0_c0.t1	CARHR182590, CARHR080000, CARHR079990
OG0006007	ESY8_g58333_DN3_SP0_c0.t1, ESY16_g61490_DN3_SP0_c0.t1	CARHR223030
OG0006008	ESY18_g63988_DN2_SP0_c0.t1	CARHR288360
OG0006009	ESY6_g46334_DN2_SP3_c0.t1	CARHR264260
OG0006016	ESY4_g24209_DN3_SP3_c0.t1	CARHR236680
OG0006017	ESY11_g54514_DN3_SP0_c0.t1	CARHR109660
OG0006018	ESY4_g24616_DN2_SP0_c0.t1	CARHR238300
OG0006019	ESY8_g59522_DN3_SP4_c0.t1	CARHR184850
OG0006020	ESY4_g24720_DN3_SP0_c0.t1	CARHR238590
OG0006021	ESY5_g3104_DN3_SP5_c0.t1	CARHR008100
OG0006022	ESY4_g24821_DN3_SP8_c0.t1	CARHR239030
OG0006023	ESY4_g24847_DN3_SP0_c0.t1, ESY12_g52050_DN3_SP0_c0.t1	CARHR239110
OG0006024	ESY8_g59410_DN3_SP1_c0.t1	CARHR117290
OG0006025	ESY4_g23555_DN3_SP0_c0.t1	CARHR029630
OG0006026	ESY4_g25857_DN2_SP0_c0.t1	CARHR241650
OG0006027	ESY4_g25838_DN3_SP5_c0.t1	CARHR241720
OG0006028	ESY4_g25835_DN3_SP8_c0.t1	CARHR241730
OG0006030	ESY4_g25566_DN3_SP4_c0.t1	CARHR242990
OG0006032	ESY4_g25545_DN2_SP8_c0.t1	CARHR243140
OG0006033	ESY4_g25433_DN3_SP8_c10.t1	CARHR274300
OG0006034	ESY16_g61927_DN3_SP0_c0.t1	CARHR030830
OG0006035	ESY16_g61743_DN3_SP6_c0.t1	CARHR031610
OG0006036	ESY16_g61666_DN2_SP8_c0.t1	CARHR031990
OG0006037	ESY16_g61636_DN3_SP0_c0.t1	CARHR032130
OG0006038	ESY16_g61615_DN3_SP5_c0.t1	CARHR223590
OG0006039	ESY16_g61477_DN3_SP8_c0.t1	CARHR222840
OG0006040	ESY2_g34246_DN3_SP1_c0.t1, ESY5_g3223_DN3_SP0_c0.t1	CARHR154190
OG0006041	ESY2_g34118_DN3_SP2_c0.t1	CARHR053940
OG0006042	ESY2_g34006_DN3_SP8_c0.t1	CARHR292010
OG0006043	ESY2_g33989_DN3_SP0_c0.t1	CARHR052630
OG0006044	ESY5_g3541_DN3_SP0_c0.t1	CARHR010990
OG0006045	ESY10_g14662_DN3_SP5_c0.t1	CARHR143670
OG0006046	ESY11_g52423_DN3_SP8_c0.t1	CARHR218240, CARHR103610
OG0006047	ESY10_g14622_DN3_SP8_c0.t1	CARHR143970
OG0006049	ESY10_g14470_DN3_SP0_c0.t1	CARHR144680
OG0006050	ESY2_g35672_DN3_SP0_c0.t1, ESY2_g36426_DN3_SP0_c0.t1	CARHR291250
OG0006051	ESY10_g14356_DN3_SP0_c0.t1	CARHR145160
OG0006052	ESY10_g14220_DN3_SP7_c0.t1	CARHR145700
OG0006053	ESY10_g14127_DN3_SP4_c0.t1	CARHR146210
OG0006054	ESY5_g2568_DN3_SP7_c0.t1	CARHR013330
OG0006055	ESY10_g14002_DN3_SP0_c0.t1	CARHR146900
OG0006056	ESY10_g13898_DN3_SP5_c0.t1	CARHR214740, CARHR147590
OG0006057	ESY10_g13776_DN3_SP0_c0.t1	CARHR148280
OG0006058	ESY10_g13728_DN3_SP0_c0.t1	CARHR148510
OG0006059	ESY10_g13681_DN3_SP0_c0.t1	CARHR148670
OG0006060	ESY10_g13674_DN3_SP0_c0.t1	CARHR148730
OG0006061	ESY21_g55638_DN3_SP3_c0.t1	CARHR149640
OG0006062	ESY21_g55613_DN3_SP8_c0.t1	CARHR149680
OG0006063	ESY7_g17801_DN3_SP0_c0.t1	CARHR292610
OG0006064	ESY21_g55311_DN3_SP8_c0.t1	CARHR286610, CARHR286640
OG0006065	ESY2_g34538_DN3_SP0_c0.t1	CARHR262500, CARHR152050
OG0006066	ESY2_g34548_DN3_SP0_c0.t1	CARHR152140
OG0006067	ESY2_g35151_DN3_SP3_c0.t1	CARHR153310
OG0006068	ESY2_g35218_DN3_SP0_c0.t1	CARHR058910, CARHR058900, CARHR058870, CARHR058860
OG0006069	ESY2_g35289_DN3_SP8_c0.t1	CARHR057840
OG0006070	ESY2_g35329_DN3_SP0_c0.t1	CARHR057300
OG0006071	ESY2_g33276_DN3_SP7_c0.t1	CARHR046440
OG0006072	ESY8_g59974_DN1_SP0_c0.t1	CARHR212510
OG0006073	ESY2_g33444_DN3_SP0_c0.t1	CARHR047670
OG0006074	ESY2_g33486_DN3_SP8_c0.t1	CARHR047910
OG0006075	ESY2_g33585_DN3_SP8_c0.t1	CARHR048650
OG0006076	ESY12_g51092_DN3_SP0_c0.t1	CARHR136370
OG0006077	ESY12_g51049_DN3_SP8_c0.t1	CARHR136220
OG0006078	ESY3_g30916_DN3_SP6_c0.t1	CARHR083710
OG0006079	ESY3_g31078_DN3_SP8_c0.t1	CARHR084860
OG0006080	ESY3_g31179_DN3_SP8_c0.t1	CARHR085500
OG0006081	ESY7_g18765_DN3_SP8_c0.t1, ESY3_g31290_DN3_SP0_c0.t1	CARHR207110
OG0006082	ESY3_g30074_DN3_SP6_c0.t1	CARHR086990
OG0006085	ESY6_g45905_DN3_SP0_c0.t1	CARHR256940
OG0006086	ESY6_g46499_DN3_SP0_c0.t1	CARHR264600
OG0006087	ESY13_g56617_DN3_SP0_c0.t1	CARHR233030
OG0006088	ESY6_g47180_DN3_SP0_c0.t1	CARHR265970
OG0006089	ESY4_g23846_DN3_SP0_c0.t1, ESY4_g23824_DN3_SP0_c0.t1	CARHR235570
OG0006091	ESY10_g14664_DN3_SP0_c0.t1	CARHR143650
OG0006092	ESY6_g47501_DN3_SP0_c0.t1	CARHR266860
OG0006093	ESY6_g47624_DN3_SP0_c0.t1, ESY7_g17452_DN3_SP0_c0.t1, ESY6_g47625_DN3_SP8_c0.t1	CARHR267530
OG0006094	ESY6_g47881_DN3_SP0_c0.t1	CARHR267820
OG0006095	ESY6_g47908_DN3_SP5_c0.t1	CARHR267960
OG0006096	ESY6_g47918_DN3_SP0_c0.t1	CARHR268040
OG0006097	ESY6_g47982_DN2_SP0_c0.t1	CARHR268430
OG0006098	ESY6_g48081_DN3_SP0_c0.t1	CARHR269030
OG0006099	ESY6_g48298_DN3_SP7_c0.t1	CARHR270540
OG0006100	ESY6_g48443_DN3_SP0_c0.t1	CARHR271300
OG0006101	ESY6_g48472_DN3_SP8_c0.t1	CARHR271380
OG0006102	ESY5_g2922_DN3_SP0_c0.t1	CARHR015980
OG0006103	ESY6_g48538_DN3_SP1_c0.t1	CARHR271790
OG0006104	ESY12_g52041_DN3_SP0_c0.t1, ESY11_g53644_DN3_SP0_c0.t1, ESY5_g2710_DN3_SP0_c0.t1	CARHR038500, CARHR014180
OG0006105	ESY6_g48541_DN3_SP5_c0.t1	CARHR271820
OG0006106	ESY7_g18352_DN3_SP0_c0.t1	CARHR200660
OG0006107	ESY7_g18344_DN3_SP8_c0.t1	CARHR200740
OG0006108	ESY7_g18195_DN3_SP8_c0.t1	CARHR201720
OG0006109	ESY7_g18004_DN3_SP1_c0.t1	CARHR202990
OG0006110	ESY7_g17978_DN3_SP0_c0.t1	CARHR203160
OG0006111	ESY7_g17866_DN3_SP8_c15.t1	CARHR203840
OG0006112	ESY7_g17786_DN3_SP8_c0.t1	CARHR204320
OG0006113	ESY7_g18679_DN3_SP7_c0.t1	CARHR204700, CARHR204680, CARHR204690
OG0006114	ESY7_g18644_DN3_SP0_c0.t1	CARHR205060
OG0006115	ESY7_g18640_DN3_SP0_c0.t1	CARHR205090
OG0006116	ESY7_g18583_DN3_SP1_c0.t1, ESY7_g17986_DN3_SP1_c0.t1	CARHR205480
OG0006117	ESY6_g49423_DN3_SP8_c0.t1	CARHR275780
OG0006118	ESY3_g32627_DN3_SP0_c0.t1	CARHR223940
OG0006119	ESY9_g42463_DN3_SP0_c0.t1	CARHR224280
OG0006120	ESY9_g42520_DN3_SP0_c0.t1	CARHR224620
OG0006121	ESY9_g42529_DN3_SP0_c0.t1	CARHR224660
OG0006122	ESY9_g42651_DN3_SP0_c0.t1	CARHR225190
OG0006123	ESY9_g42657_DN3_SP0_c0.t1	CARHR225250
OG0006124	ESY9_g42709_DN3_SP2_c0.t1	CARHR225400
OG0006125	ESY9_g43005_DN3_SP8_c0.t1	CARHR226340
OG0006126	ESY8_g59107_DN3_SP1_c0.t1	CARHR119140
OG0006127	ESY9_g43275_DN3_SP8_c0.t1	CARHR227140
OG0006128	ESY9_g43424_DN3_SP1_c0.t1	CARHR227730
OG0006129	ESY9_g43472_DN3_SP0_c0.t1	CARHR227920
OG0006130	ESY9_g43618_DN3_SP0_c0.t1	CARHR228340
OG0006131	ESY9_g43687_DN3_SP0_c0.t1	CARHR228780
OG0006132	ESY26_g42287_DN3_SP2_c0.t1	CARHR229690
OG0006133	ESY26_g42309_DN1_SP0_c0.t1, ESY26_g42308_DN3_SP1_c0.t1	CARHR229860
OG0006134	ESY23_g144_DN2_SP0_c0.t1	CARHR230770
OG0006135	ESY23_g167_DN3_SP7_c0.t1	CARHR231020
OG0006136	ESY23_g237_DN3_SP0_c0.t1	CARHR231200
OG0006137	ESY23_g369_DN3_SP8_c0.t1	CARHR231450
OG0006138	ESY18_g63946_DN3_SP8_c0.t1	CARHR255810
OG0006139	ESY14_g20153_DN3_SP0_c0.t1	CARHR033390
OG0006140	ESY14_g21155_DN3_SP1_c0.t1	CARHR036100
OG0006141	ESY14_g20949_DN3_SP8_c0.t1	CARHR035660
OG0006142	ESY4_g22318_DN3_SP7_c0.t1	CARHR269150, CARHR269140, CARHR231560
OG0006143	ESY12_g52145_DN3_SP6_c0.t1	CARHR257120, CARHR139130
OG0006144	ESY4_g22199_DN3_SP0_c0.t1	CARHR027310
OG0006145	ESY4_g22881_DN3_SP0_c0.t1	CARHR027500
OG0006146	ESY4_g22251_DN3_SP0_c0.t1	CARHR036570
OG0006147	ESY4_g22736_DN3_SP4_c0.t1	CARHR027880
OG0006148	ESY4_g22741_DN2_SP5_c0.t1	CARHR027900
OG0006149	ESY4_g23077_DN2_SP0_c0.t1	CARHR028510
OG0006150	ESY4_g23156_DN2_SP0_c0.t1, ESY4_g23195_DN2_SP0_c0.t1	CARHR028610
OG0006151	ESY4_g23199_DN3_SP0_c0.t1	CARHR028640
OG0006152	ESY4_g23223_DN3_SP1_c0.t1	CARHR028710
OG0006153	ESY4_g23488_DN3_SP0_c0.t1, ESY12_g51971_DN3_SP2_c0.t1	CARHR029350
OG0006154	ESY2_g33522_DN1_SP0_c0.t1, ESY2_g33523_DN3_SP0_c0.t1	CARHR029240
OG0006155	ESY4_g23639_DN3_SP8_c0.t1	CARHR029770
OG0006156	ESY4_g23656_DN3_SP8_c20.t1	CARHR029810
OG0006157	ESY4_g26014_DN3_SP6_c0.t1	CARHR244090
OG0006158	ESY4_g26304_DN3_SP0_c0.t1	CARHR245070
OG0006159	ESY4_g26409_DN3_SP0_c0.t1	CARHR245460
OG0006161	ESY4_g26675_DN1_SP3_c0.t1	CARHR246690
OG0006162	ESY4_g26772_DN3_SP0_c0.t1	CARHR247400
OG0006163	ESY4_g26910_DN3_SP8_c0.t1	CARHR294350
OG0006164	ESY17_g40307_DN3_SP7_c0.t1	CARHR215400
OG0006165	ESY8_g61036_DN3_SP8_c0.t1	CARHR213930
OG0006166	ESY8_g60984_DN3_SP0_c0.t1	CARHR291790
OG0006167	ESY3_g31780_DN3_SP0_c0.t1	CARHR079660
OG0006168	ESY16_g61952_DN3_SP8_c0.t1	CARHR030790
OG0006169	ESY16_g61848_DN3_SP8_c0.t1	CARHR031030
OG0006170	ESY9_g44221_DN2_SP0_c0.t1	CARHR130360
OG0006171	ESY9_g43272_DN3_SP1_c0.t1, ESY7_g16846_DN2_SP0_c0.t1	CARHR260620, CARHR260610
OG0006172	ESY19_g41756_DN3_SP0_c0.t1	CARHR259520
OG0006173	ESY1_g5887_DN2_SP0_c0.t1	CARHR128070
OG0006174	ESY3_g30519_DN3_SP0_c0.t1, ESY1_g6163_DN2_SP1_c0.t1	CARHR127930
OG0006175	ESY4_g21742_DN2_SP0_c0.t1	CARHR284980, CARHR284990
OG0006176	ESY3_g29280_DN3_SP7_c0.t1	CARHR260930
OG0006177	ESY25_g62590_DN3_SP8_c0.t1	CARHR256300
OG0006178	ESY18_g63990_DN3_SP0_c0.t1, ESY18_g63002_DN3_SP0_c0.t1	CARHR255880
OG0006179	ESY18_g63318_DN3_SP0_c0.t1	CARHR254850, CARHR101260
OG0006180	ESY18_g63164_DN3_SP0_c0.t1	CARHR254530
OG0006181	ESY18_g63139_DN3_SP8_c0.t1	CARHR254450
OG0006182	ESY18_g63003_DN3_SP7_c0.t1	CARHR254060
OG0006183	ESY7_g16115_DN3_SP7_c0.t1	CARHR264340, CARHR253480
OG0006184	ESY7_g16220_DN3_SP0_c0.t1	CARHR253050
OG0006185	ESY7_g16325_DN2_SP0_c0.t1	CARHR252890
OG0006186	ESY7_g16442_DN3_SP0_c0.t1	CARHR252470
OG0006187	ESY7_g16738_DN3_SP8_c0.t1	CARHR177390
OG0006188	ESY7_g16778_DN3_SP0_c0.t1	CARHR176770
OG0006189	ESY10_g15125_DN3_SP8_c0.t1	CARHR175540
OG0006190	ESY10_g15111_DN3_SP0_c0.t1	CARHR175530
OG0006192	ESY10_g14734_DN3_SP8_c0.t1	CARHR173520
OG0006193	ESY11_g52794_DN3_SP8_c0.t1	CARHR103920
OG0006194	ESY5_g4701_DN3_SP8_c0.t1	CARHR005750
OG0006195	ESY2_g38313_DN3_SP8_c0.t1	CARHR218300
OG0006196	ESY5_g3715_DN3_SP0_c0.t1	CARHR218900
OG0006197	ESY15_g65960_DN3_SP8_c0.t1	CARHR219510
OG0006198	ESY22_g40430_DN3_SP0_c0.t1, ESY22_g40408_DN3_SP0_c0.t1	CARHR220580, CARHR099250
OG0006199	ESY22_g40534_DN3_SP1_c0.t1	CARHR220620
OG0006200	ESY22_g41063_DN3_SP8_c0.t1, ESY1_g5785_DN2_SP0_c0.t1	CARHR221870
OG0006201	ESY2_g38738_DN3_SP0_c0.t1	CARHR290050
OG0006202	ESY8_g60116_DN3_SP0_c22.t1	CARHR213060
OG0006203	ESY8_g60073_DN3_SP1_c0.t1, ESY8_g60117_DN3_SP0_c0.t1	CARHR213570, CARHR289170
OG0006204	ESY12_g51593_DN2_SP2_c0.t1	CARHR142290
OG0006205	ESY12_g51613_DN3_SP0_c0.t1	CARHR142150
OG0006206	ESY12_g51616_DN3_SP0_c15.t1	CARHR142120
OG0006207	ESY12_g51662_DN3_SP0_c0.t1	CARHR141960
OG0006208	ESY12_g51672_DN3_SP0_c0.t1	CARHR141870
OG0006209	ESY1_g12347_DN3_SP6_c0.t1	CARHR263800, CARHR263810, CARHR172020
OG0006210	ESY12_g51734_DN3_SP0_c45.t1	CARHR141470
OG0006211	ESY12_g51891_DN3_SP1_c0.t1	CARHR140600
OG0006212	ESY12_g51911_DN3_SP2_c11.t1	CARHR140550
OG0006213	ESY12_g51973_DN3_SP0_c0.t1	CARHR140310
OG0006214	ESY1_g11005_DN3_SP0_c0.t1, ESY12_g51995_DN3_SP2_c0.t1	CARHR140190
OG0006215	ESY12_g52028_DN3_SP6_c0.t1	CARHR139970
OG0006216	ESY12_g52172_DN1_SP0_c0.t1	CARHR138940
OG0006217	ESY12_g52181_DN3_SP8_c0.t1	CARHR138900
OG0006218	ESY12_g51482_DN3_SP8_c6.t1	CARHR138440
OG0006219	ESY12_g51358_DN3_SP0_c0.t1	CARHR137720
OG0006220	ESY1_g11641_DN3_SP0_c0.t1	CARHR167790
OG0006221	ESY1_g11712_DN3_SP8_c0.t1	CARHR167490
OG0006223	ESY7_g19598_DN3_SP0_c0.t1	CARHR211760
OG0006224	ESY7_g19497_DN3_SP0_c0.t1	CARHR211030
OG0006225	ESY7_g19431_DN3_SP2_c0.t1	CARHR210520
OG0006226	ESY7_g17701_DN3_SP7_c0.t1	CARHR199660
OG0006227	ESY5_g3485_DN3_SP0_c0.t1	CARHR209760
OG0006228	ESY7_g19176_DN3_SP8_c10.t1	CARHR209240
OG0006230	ESY6_g49193_DN3_SP8_c0.t1	CARHR192280
OG0006231	ESY6_g49179_DN3_SP0_c0.t1	CARHR192160
OG0006232	ESY6_g49106_DN3_SP0_c0.t1	CARHR191570
OG0006233	ESY6_g49067_DN3_SP0_c0.t1	CARHR191460
OG0006234	ESY6_g49063_DN3_SP0_c0.t1	CARHR191420
OG0006235	ESY6_g48939_DN3_SP1_c0.t1	CARHR274240
OG0006236	ESY6_g48888_DN3_SP0_c0.t1	CARHR117410, CARHR273820, CARHR273830
OG0006237	ESY1_g8127_DN3_SP8_c0.t1	CARHR155240
OG0006238	ESY6_g48680_DN3_SP7_c0.t1	CARHR285370
OG0006239	ESY6_g48653_DN3_SP0_c0.t1	CARHR272820
OG0006240	ESY6_g49744_DN3_SP8_c0.t1	CARHR276970
OG0006241	ESY6_g49668_DN3_SP0_c0.t1, ESY8_g60833_DN3_SP0_c0.t1, ESY6_g49670_DN3_SP0_c0.t1, ESY16_g61704_DN3_SP0_c0.t1	CARHR277380
OG0006242	ESY6_g49664_DN3_SP0_c0.t1	CARHR277410
OG0006243	ESY6_g49596_DN3_SP8_c0.t1	CARHR096010, CARHR277890
OG0006244	ESY29_g13610_DN1_SP0_c0.t1, ESY16_g62275_DN2_SP0_c0.t1	CARHR106440
OG0006245	ESY6_g50631_DN3_SP0_c0.t1	CARHR278660
OG0006246	ESY6_g50628_DN3_SP8_c0.t1	CARHR278690
OG0006247	ESY6_g50513_DN3_SP3_c0.t1	CARHR279270
OG0006248	ESY6_g50496_DN3_SP8_c0.t1	CARHR279450
OG0006249	ESY6_g50484_DN3_SP4_c0.t1	CARHR279510
OG0006250	ESY6_g50470_DN3_SP0_c0.t1	CARHR279610
OG0006251	ESY6_g50285_DN3_SP0_c0.t1	CARHR281140
OG0006252	ESY6_g50245_DN3_SP0_c0.t1	CARHR281380
OG0006253	ESY20_g13345_DN3_SP3_c0.t1	CARHR248270
OG0006254	ESY20_g13007_DN3_SP0_c0.t1	CARHR249020
OG0006255	ESY20_g13100_DN3_SP0_c0.t1	CARHR250180
OG0006256	ESY20_g13163_DN3_SP0_c0.t1	CARHR249730
OG0006257	ESY20_g13224_DN2_SP0_c0.t1	CARHR250560
OG0006259	ESY20_g13279_DN3_SP6_c0.t1	CARHR250890
OG0006260	ESY20_g13283_DN3_SP8_c0.t1	CARHR250910
OG0006261	ESY8_g58135_DN3_SP0_c0.t1	CARHR144050, CARHR179440
OG0006262	ESY20_g12847_DN3_SP0_c0.t1, ESY20_g12848_DN3_SP0_c0.t1	CARHR127450
OG0006263	ESY20_g12789_DN3_SP0_c0.t1	CARHR127140
OG0006264	ESY20_g12749_DN3_SP1_c0.t1	CARHR126900
OG0006265	ESY20_g12674_DN3_SP1_c0.t1	CARHR126220
OG0006266	ESY8_g58426_DN3_SP0_c0.t1	CARHR125360
OG0006266	ESY8_g58403_DN3_SP0_c0.t1	CARHR125550
OG0006267	ESY8_g58414_DN2_SP1_c0.t1	CARHR125440
OG0006268	ESY8_g58534_DN3_SP0_c0.t1	CARHR124760
OG0006269	ESY8_g58511_DN2_SP0_c0.t1	CARHR124560
OG0006270	ESY8_g58658_DN3_SP0_c0.t1	CARHR123750, CARHR123780
OG0006271	ESY8_g58748_DN3_SP0_c0.t1	CARHR123000
OG0006272	ESY8_g58749_DN3_SP0_c0.t1	CARHR122990
OG0006273	ESY8_g58771_DN3_SP0_c0.t1	CARHR122880
OG0006274	ESY8_g58772_DN3_SP8_c0.t1	CARHR122870
OG0006275	ESY8_g58927_DN3_SP0_c0.t1	CARHR121400
OG0006276	ESY8_g59006_DN3_SP1_c0.t1	CARHR120480
OG0006277	ESY16_g62211_DN3_SP0_c14.t1	CARHR235090
OG0006278	ESY3_g32617_DN3_SP5_c0.t1	CARHR125830, CARHR075530
OG0006279	ESY7_g19678_DN3_SP8_c0.t1	CARHR212340
OG0006280	ESY3_g30770_DN2_SP7_c0.t1	CARHR082910
OG0006281	ESY7_g19657_DN3_SP0_c0.t1	CARHR212210
OG0006282	ESY16_g62505_DN3_SP8_c0.t1	CARHR234110
OG0006283	ESY3_g32581_DN3_SP2_c0.t1, ESY3_g32582_DN3_SP1_c0.t1	CARHR075850
OG0006284	ESY3_g32558_DN2_SP1_c0.t1, ESY3_g32557_DN3_SP0_c0.t1	CARHR076000
OG0006285	ESY7_g17408_DN3_SP0_c0.t1	CARHR197560
OG0006286	ESY3_g32318_DN3_SP8_c0.t1, ESY4_g26290_DN3_SP0_c0.t1, ESY3_g32316_DN3_SP0_c0.t1, ESY3_g32317_DN3_SP0_c0.t1	CARHR077410
OG0006287	ESY3_g32281_DN3_SP6_c0.t1	CARHR077550, CARHR077540
OG0006288	ESY3_g32238_DN3_SP8_c0.t1	CARHR077780
OG0006289	ESY3_g32174_DN3_SP0_c0.t1	CARHR077980
OG0006290	ESY3_g32045_DN3_SP6_c0.t1	CARHR078480
OG0006291	ESY3_g31766_DN3_SP0_c0.t1	CARHR079720
OG0006294	ESY3_g31401_DN3_SP0_c0.t1	CARHR081910
OG0006295	ESY12_g50907_DN3_SP8_c0.t1	CARHR135580
OG0006296	ESY12_g50904_DN3_SP8_c15.t1	CARHR135570
OG0006297	ESY9_g45597_DN3_SP8_c0.t1	CARHR134600
OG0006298	ESY9_g45551_DN3_SP0_c0.t1	CARHR134430
OG0006299	ESY9_g45449_DN3_SP6_c10.t1, ESY10_g15027_DN3_SP0_c0.t1, ESY3_g29263_DN1_SP0_c0.t1, ESY3_g29264_DN3_SP0_c0.t1	CARHR133880
OG0006300	ESY9_g45389_DN3_SP0_c0.t1	CARHR133450
OG0006301	ESY9_g44065_DN3_SP0_c0.t1	CARHR130160
OG0006302	ESY9_g44324_DN3_SP8_c0.t1	CARHR130600
OG0006303	ESY3_g32022_DN3_SP0_c0.t1	CARHR130800
OG0006304	ESY1_g11082_DN3_SP0_c0.t1	CARHR163560
OG0006305	ESY9_g44865_DN3_SP6_c0.t1	CARHR132070
OG0006307	ESY9_g45309_DN3_SP8_c0.t1	CARHR133020
OG0006308	ESY5_g2971_DN3_SP8_c0.t1	CARHR016330
OG0006309	ESY5_g3025_DN3_SP8_c0.t1	CARHR016660
OG0006310	ESY5_g3065_DN3_SP7_c0.t1	CARHR017040
OG0006311	ESY5_g3066_DN3_SP8_c0.t1	CARHR017050
OG0006312	ESY5_g4405_DN3_SP4_c0.t1	CARHR017280
OG0006313	ESY5_g4389_DN1_SP0_c0.t1	CARHR017460
OG0006314	ESY5_g4369_DN3_SP0_c0.t1	CARHR017640
OG0006316	ESY5_g4225_DN3_SP0_c0.t1	CARHR018850
OG0006317	ESY5_g4239_DN3_SP8_c0.t1	CARHR018710
OG0006318	ESY5_g4112_DN3_SP4_c4.t1	CARHR019740
OG0006319	ESY5_g3962_DN3_SP8_c0.t1	CARHR020760
OG0006320	ESY5_g3952_DN3_SP1_c0.t1	CARHR020860
OG0006321	ESY2_g34754_DN3_SP6_c0.t1	CARHR069870
OG0006322	ESY5_g3916_DN3_SP2_c0.t1	CARHR021200
OG0006323	ESY5_g3911_DN3_SP0_c0.t1	CARHR021250
OG0006324	ESY5_g2421_DN1_SP0_c0.t1	CARHR021940
OG0006325	ESY5_g2202_DN3_SP0_c0.t1	CARHR023170
OG0006326	ESY5_g1422_DN3_SP0_c0.t1	CARHR025290
OG0006327	ESY5_g1363_DN3_SP8_c0.t1	CARHR025410
OG0006328	ESY19_g41937_DN3_SP7_c0.t1, ESY8_g59827_DN3_SP0_c0.t1	CARHR060150
OG0006329	ESY13_g57818_DN3_SP8_c0.t1	CARHR026850
OG0006330	ESY13_g57390_DN3_SP0_c0.t1	CARHR134210
OG0006331	ESY13_g57210_DN3_SP8_c0.t1	CARHR027130
OG0006332	ESY13_g58043_DN3_SP0_c0.t1	CARHR027070
OG0006333	ESY13_g57254_DN3_SP4_c0.t1	CARHR231640
OG0006334	ESY13_g57255_DN2_SP0_c0.t1	CARHR231650
OG0006335	ESY13_g57633_DN3_SP8_c0.t1	CARHR232010
OG0006336	ESY13_g56940_DN3_SP0_c0.t1	CARHR232280
OG0006337	ESY13_g56699_DN3_SP0_c0.t1	CARHR232670
OG0006339	ESY8_g59699_DN3_SP2_c0.t1	CARHR113590
OG0006340	ESY8_g59867_DN3_SP8_c0.t1	CARHR112220
OG0006341	ESY5_g2886_DN3_SP4_c0.t1	CARHR015680
OG0006342	ESY5_g2853_DN3_SP8_c0.t1	CARHR015370
OG0006343	ESY5_g2851_DN3_SP8_c0.t1	CARHR015340
OG0006344	ESY5_g2796_DN2_SP0_c0.t1	CARHR014860
OG0006345	ESY2_g34975_DN3_SP2_c0.t1	CARHR067770
OG0006346	ESY5_g3829_DN3_SP6_c0.t1	CARHR012860
OG0006347	ESY5_g3809_DN3_SP8_c0.t1	CARHR012770
OG0006348	ESY10_g14011_DN2_SP0_c0.t1, ESY3_g30695_DN3_SP0_c0.t1	CARHR184130
OG0006349	ESY5_g3635_DN3_SP8_c0.t1	CARHR011500
OG0006350	ESY5_g4427_DN3_SP0_c0.t1	CARHR107500, CARHR007900
OG0006351	ESY5_g3378_DN3_SP8_c0.t1	CARHR009900
OG0006352	ESY5_g3422_DN3_SP0_c0.t1	CARHR010240
OG0006353	ESY5_g3211_DN3_SP0_c0.t1	CARHR008810
OG0006354	ESY5_g3132_DN3_SP5_c0.t1	CARHR008250
OG0006355	ESY5_g4462_DN3_SP0_c0.t1, ESY7_g18430_DN3_SP0_c0.t1	CARHR007650
OG0006356	ESY5_g4565_DN3_SP0_c0.t1	CARHR102160, CARHR006930
OG0006357	ESY5_g4602_DN3_SP0_c0.t1	CARHR006650
OG0006358	ESY5_g4620_DN3_SP6_c0.t1	CARHR006540
OG0006359	ESY1_g10133_DN3_SP5_c0.t1	CARHR160850
OG0006360	ESY5_g4696_DN3_SP0_c0.t1	CARHR005820
OG0006361	ESY5_g4708_DN3_SP0_c14.t1	CARHR005690
OG0006362	ESY5_g4878_DN3_SP0_c0.t1	CARHR004550
OG0006363	ESY5_g5079_DN3_SP2_c0.t1	CARHR003390
OG0006364	ESY5_g5180_DN3_SP8_c0.t1	CARHR002640, CARHR002690
OG0006365	ESY5_g5178_DN3_SP0_c0.t1	CARHR002720
