Orthogroup	Arabidopsis_lyrata_NCBI	Cardamine_hirsuta
OG0008881	XP_020871940.1	CARHR280750
OG0008882	XP_020881949.1	CARHR280730
OG0008883	XP_002866723.1	CARHR280710
OG0008884	XP_002865032.1	CARHR280630
OG0008885	XP_020880969.1	CARHR280540
OG0008886	XP_020882263.1	CARHR280350
OG0008887	XP_002866710.1	CARHR280310
OG0008888	XP_002866702.1	CARHR280120
OG0008889	XP_002864994.1	CARHR280040
OG0008890	XP_002864987.2	CARHR279940
OG0008891	XP_020880205.1	CARHR279640
OG0008892	XP_020869986.1	CARHR279610
OG0008893	XP_002864962.1	CARHR279520
OG0008894	XP_020869091.1	CARHR279200
OG0008895	XP_002866651.1	CARHR279050
OG0008896	XP_002864941.1	CARHR279040
OG0008897	XP_002866650.1	CARHR279020
OG0008898	XP_020884850.1	CARHR293750
OG0008899	XP_020881391.1	CARHR293840
OG0008900	XP_002866636.1	CARHR278830
OG0008901	XP_002864912.1	CARHR278610
OG0008902	XP_020879555.1	CARHR278260
OG0008903	XP_020883582.1, XP_020871562.1	CARHR278150
OG0008904	XP_020871996.1	CARHR277970
OG0008905	XP_002864878.1	CARHR277850
OG0008906	XP_002866581.1	CARHR277790
OG0008907	XP_020869699.1	CARHR277710
OG0008908	XP_002866568.1	CARHR277550
OG0008909	XP_020882783.1	CARHR277330
OG0008910	XP_020879484.1	CARHR277190
OG0008911	XP_020891742.1	CARHR277070
OG0008912	XP_002866523.1	CARHR276750
OG0008913	XP_020871852.1	CARHR276660
OG0008914	XP_002866511.1	CARHR276600
OG0008915	XP_020886496.1	CARHR276530
OG0008916	XP_020869063.1	CARHR276450
OG0008917	XP_020871222.1	CARHR276340
OG0008918	XP_020889253.1	CARHR276300
OG0008919	XP_002864795.1	CARHR276210
OG0008920	XP_002864788.1	CARHR276140
OG0008921	XP_020886232.1	CARHR276070
OG0008922	XP_002864773.2	CARHR275920
OG0008923	XP_020883397.1	CARHR275840
OG0008924	XP_002864765.1	CARHR275810
OG0008925	XP_020871838.1	CARHR275780
OG0008926	XP_002864757.1	CARHR275620
OG0008927	XP_020871767.1	CARHR275530
OG0008928	XP_020884104.1	CARHR275200
OG0008929	XP_020871859.1	CARHR274840
OG0008930	XP_020879049.1	CARHR190490
OG0008931	XP_020876213.1	CARHR190380
OG0008932	XP_002874114.1	CARHR190350
OG0008933	XP_020876798.1	CARHR190230
OG0008934	XP_002872053.1	CARHR190200
OG0008935	XP_020877040.1	CARHR190060
OG0008936	XP_020879566.1	CARHR190030
OG0008937	XP_020877423.1	CARHR189940
OG0008938	XP_002874154.1	CARHR189620
OG0008939	XP_002872101.1	CARHR189310
OG0008940	XP_020878792.1	CARHR189020
OG0008942	XP_020879242.1	CARHR188870
OG0008943	XP_002874211.2	CARHR188850
OG0008944	XP_020878330.1	CARHR188770
OG0008945	XP_020878031.1	CARHR188510
OG0008946	XP_020878463.1	CARHR188480, CARHR150640, CARHR188460
OG0008947	XP_002872141.1	CARHR188340
OG0008948	XP_002872143.1	CARHR188320
OG0008949	XP_002874247.1	CARHR188220
OG0008950	XP_002872158.1	CARHR188060
OG0008951	XP_020877856.1	CARHR187630
OG0008952	XP_002874284.1	CARHR187560
OG0008953	XP_002874305.1	CARHR187150
OG0008954	XP_020878089.1	CARHR193340
OG0008955	XP_002873958.2	CARHR193260
OG0008956	XP_002873956.1	CARHR064710
OG0008957	XP_002873955.1	CARHR193300
OG0008958	XP_020878092.1	CARHR193310
OG0008959	XP_002871895.1	CARHR193330
OG0008960	XP_002871903.1	CARHR193170
OG0008961	XP_020877542.1	CARHR193160
OG0008962	XP_002871905.1	CARHR233770, CARHR193150
OG0008963	XP_002873970.1	CARHR192970
OG0008964	XP_020878783.1	CARHR192940
OG0008965	XP_002871924.1	CARHR192700
OG0008966	XP_020876287.1	CARHR192660
OG0008967	XP_020876167.1	CARHR192620
OG0008968	XP_020876652.1	CARHR192580
OG0008969	XP_002871942.1	CARHR192310
OG0008970	XP_002874011.1	CARHR192110
OG0008971	XP_020876169.1	CARHR192000
OG0008972	XP_002874019.1	CARHR191980
OG0008973	XP_020877927.1	CARHR191890
OG0008974	XP_020878923.1	CARHR191860
OG0008975	XP_002871965.1	CARHR191820
OG0008976	XP_002871966.1	CARHR191800
OG0008977	XP_002874035.2	CARHR191620
OG0008978	XP_020877824.1	CARHR191500
OG0008980	XP_002874065.1	CARHR191190
OG0008981	XP_020875807.1	CARHR191140
OG0008982	XP_002872013.1	CARHR190950
OG0008983	XP_002866013.1	CARHR267210
OG0008984	XP_002874096.1	CARHR190720
OG0008985	XP_002872028.1	CARHR190530
OG0008986	XP_002866391.2	CARHR274380
OG0008987	XP_020882586.1	CARHR274010
OG0008988	XP_020887607.1	CARHR118670, CARHR273890
OG0008989	XP_020871576.1	CARHR273620
OG0008990	XP_020884083.1	CARHR273580
OG0008991	XP_020871499.1	CARHR273370
OG0008992	XP_020884140.1, XP_002862718.1	CARHR273470
OG0008993	XP_002866346.1	CARHR273340
OG0008994	XP_002864612.1, XP_002863037.1	CARHR285400
OG0008995	XP_002866314.1	CARHR285370
OG0008996	XP_020885125.1	CARHR285240
OG0008997	XP_020871705.1	CARHR285200
OG0008998	XP_002862813.1, XP_020871703.1, XP_020886064.1	CARHR272880
OG0008999	XP_002866282.1	CARHR272510
OG0009000	XP_020871899.1	CARHR272240
OG0009001	XP_002864562.1	CARHR272110
OG0009002	XP_020872025.1	CARHR271970
OG0009003	XP_020868896.1	CARHR021430
OG0009004	XP_002864546.1	CARHR271850
OG0009005	XP_002889195.2	CARHR072010
OG0009006	XP_020870801.1	CARHR271660
OG0009007	XP_002864522.1	CARHR271390
OG0009008	XP_002866212.1	CARHR271320
OG0009009	XP_002864516.1	CARHR271170
OG0009010	XP_020871616.1	CARHR271100
OG0009011	XP_020887360.1	CARHR271080
OG0009012	XP_002864505.1	CARHR270990
OG0009013	XP_020866733.1	CARHR270970
OG0009014	XP_020879980.1	CARHR270940
OG0009014	XP_002866189.1	CARHR270960
OG0009015	XP_020874557.1, XP_020888380.1	CARHR270720
OG0009016	XP_002866175.1	CARHR270710
OG0009017	XP_002866170.1	CARHR270630
OG0009018	XP_002864483.1	CARHR270590
OG0009019	XP_020868651.1	CARHR270540
OG0009020	XP_020888728.1	CARHR270500
OG0009021	XP_002866156.1	CARHR270270
OG0009022	XP_002866155.1	CARHR270230
OG0009023	XP_002866138.1	CARHR269800
OG0009024	XP_020871324.1	CARHR269780
OG0009025	XP_002864442.1, XP_020872433.1	CARHR269620
OG0009026	XP_002864444.1	CARHR269690
OG0009027	XP_020871165.1	CARHR269340
OG0009028	XP_020874772.1, XP_002864418.1	CARHR269330
OG0009029	XP_002864415.1	CARHR269240
OG0009030	XP_002864403.1	CARHR268930
OG0009031	XP_020871114.1	CARHR268920
OG0009032	XP_020871595.1	CARHR268860
OG0009033	XP_002864397.1	CARHR268850
OG0009034	XP_002866082.1	CARHR268570
OG0009035	XP_002864378.1	CARHR268490
OG0009036	XP_002866077.1	CARHR268470
OG0009037	XP_020883492.1	CARHR268410
OG0009038	XP_002864367.1	CARHR268320
OG0009039	XP_002875971.1	CARHR158550
OG0009040	XP_020881478.1	CARHR158130
OG0009041	XP_002875957.1	CARHR158100
OG0009042	XP_002875940.1	CARHR157930
OG0009043	XP_020879990.1	CARHR157850
OG0009044	XP_020879730.1	CARHR157710
OG0009045	XP_020881401.1	CARHR157530
OG0009046	XP_002866029.2	CARHR267420
OG0009047	XP_002864323.1	CARHR267560
OG0009048	XP_020877043.1	CARHR250540, CARHR034320
OG0009049	XP_020879176.1	CARHR251150
OG0009050	XP_020885042.1	CARHR115500
OG0009051	XP_002871269.1	CARHR205740
OG0009052	XP_002870439.2	CARHR217830, CARHR217820
OG0009053	XP_002887871.1	CARHR046320
OG0009054	XP_020878979.1	CARHR206330
OG0009055	XP_020878472.1	CARHR206520
OG0009056	XP_002873256.1	CARHR206750, CARHR206760
OG0009057	XP_002871218.1	CARHR207160
OG0009058	XP_020877584.1	CARHR207010
OG0009059	XP_020876020.1	CARHR206950
OG0009060	XP_020879256.1	CARHR194530
OG0009061	XP_020879257.1	CARHR194540
OG0009062	XP_002893431.2	CARHR026320
OG0009063	XP_020876035.1	CARHR206770
OG0009064	XP_002890701.2	CARHR026460
OG0009065	XP_002873233.1	CARHR207220
OG0009066	XP_020876037.1	CARHR207210
OG0009067	XP_002871179.1	CARHR207490
OG0009068	XP_002873219.1	CARHR207590
OG0009069	XP_020876017.1	CARHR034480
OG0009070	XP_020875932.1	CARHR207790
OG0009071	XP_002871156.1	CARHR207840
OG0009072	XP_002871148.1	CARHR207950
OG0009073	XP_020875957.1	CARHR208040
OG0009074	XP_020875945.1	CARHR208070
OG0009075	XP_020882997.1	CARHR137850
OG0009076	XP_002871133.1	CARHR208200
OG0009077	XP_002873180.1	CARHR208270
OG0009078	XP_002873179.1	CARHR208280
OG0009079	XP_020876040.1	CARHR208450
OG0009080	XP_002871094.1	CARHR208820
OG0009081	XP_020878102.1	CARHR208960
OG0009082	XP_002871083.1	CARHR209030
OG0009083	XP_020878499.1	CARHR209060
OG0009084	XP_002872956.2	CARHR248490
OG0009085	XP_020877420.1	CARHR209260
OG0009086	XP_002873124.1	CARHR209330
OG0009087	XP_020878263.1	CARHR209390
OG0009088	XP_002873114.1	CARHR209470
OG0009089	XP_020878220.1	CARHR209540
OG0009090	XP_020879120.1	CARHR209570
OG0009091	XP_002865827.1	CARHR257380
OG0009092	XP_020879145.1	CARHR209630
OG0009093	XP_020878186.1	CARHR209810, CARHR209800
OG0009094	XP_002873100.1	CARHR209820
OG0009095	XP_002871026.1	CARHR210020
OG0009096	XP_002871018.1	CARHR210120
OG0009097	XP_020877442.1	CARHR210180
OG0009098	XP_020879554.1	CARHR210440
OG0009099	XP_002891274.1	CARHR035480
OG0009100	XP_002870977.1	CARHR210840
OG0009101	XP_002873049.1	CARHR211020
OG0009102	XP_002870962.1	CARHR211140
OG0009103	XP_020876148.1	CARHR211230
OG0009104	XP_020878230.1	CARHR211340
OG0009105	XP_002873003.1	CARHR211940
OG0009106	XP_002870908.1	CARHR212000
OG0009107	XP_002870903.1	CARHR212060
OG0009108	XP_020871318.1, XP_020878915.1	CARHR212120
OG0009109	XP_020878984.1	CARHR229670
OG0009110	XP_002870897.2	CARHR212150
OG0009111	XP_020875798.1	CARHR212340
OG0009112	XP_002868644.2	CARHR261350
OG0009113	XP_020875222.1	CARHR213690
OG0009114	XP_020873878.1	CARHR213670
OG0009115	XP_002877012.2	CARHR148250
OG0009116	XP_002868618.1	CARHR213320
OG0009117	XP_020875424.1	CARHR213290
OG0009118	XP_002870652.1	CARHR213270
OG0009119	XP_002882558.2	CARHR082660
OG0009120	XP_002870604.2	CARHR212590
OG0009121	XP_002889316.1	CARHR074500
OG0009122	XP_020890014.1	CARHR074540
OG0009123	XP_020891643.1	CARHR074580
OG0009124	XP_020891644.1	CARHR074660
OG0009125	XP_020889728.1	CARHR074440
OG0009126	XP_002889310.1	CARHR074390
OG0009127	XP_002887845.1	CARHR074370
OG0009128	XP_002889307.1	CARHR074340
OG0009129	XP_020891037.1	CARHR074290
OG0009130	XP_002887838.1	CARHR074250
OG0009131	XP_002887834.1	CARHR074160
OG0009132	XP_020891524.1	CARHR074060
OG0009133	XP_020891465.1	CARHR073930
OG0009134	XP_020891661.1	CARHR073890
OG0009135	XP_020890867.1	CARHR073880
OG0009136	XP_020891170.1	CARHR073710
OG0009137	XP_020890635.1	CARHR073620
OG0009138	XP_020889627.1	CARHR073510
OG0009139	XP_002889266.1	CARHR073490
OG0009140	XP_020890544.1	CARHR073460
OG0009141	XP_020889666.1	CARHR073140
OG0009142	XP_002889231.1	CARHR072760
OG0009143	XP_002889221.2	CARHR072550
OG0009144	XP_002889209.1	CARHR072340
OG0009145	XP_002887755.1	CARHR072240
OG0009146	XP_002887746.1	CARHR072080
OG0009147	XP_002887736.1	CARHR071940
OG0009148	XP_002862994.1	CARHR071900
OG0009149	XP_020890024.1	CARHR071880
OG0009150	XP_020891408.1	CARHR071560
OG0009151	XP_002889174.1	CARHR071510
OG0009152	XP_020891389.1	CARHR071330
OG0009153	XP_020880391.1	CARHR049880
OG0009154	XP_020865944.1	CARHR071260
OG0009155	XP_020865682.1	CARHR071200
OG0009156	XP_020891586.1	CARHR070880
OG0009157	XP_002889141.1	CARHR070870
OG0009158	XP_020889752.1	CARHR070770
OG0009159	XP_002887672.1	CARHR256330, CARHR070690
OG0009161	XP_020890620.1	CARHR070530
OG0009162	XP_020890487.1	CARHR070450
OG0009163	XP_002887642.2	CARHR070040
OG0009164	XP_002889084.1	CARHR070000
OG0009165	XP_002889075.1	CARHR069870
OG0009166	XP_020890789.1	CARHR069690
OG0009167	XP_002893876.2	CARHR034210
OG0009168	XP_002884998.1	CARHR088750
OG0009169	XP_002889052.1	CARHR069540
OG0009170	XP_020891721.1	CARHR069480
OG0009171	XP_002889038.1	CARHR069090
OG0009172	XP_002883773.1	CARHR105000
OG0009173	XP_020891135.1	CARHR068690
OG0009174	XP_002889017.2	CARHR068580
OG0009175	XP_002887578.1	CARHR068540
OG0009176	XP_002884069.1	CARHR107770
OG0009177	XP_002884071.1	CARHR107810
OG0009178	XP_020887343.1, XP_020886304.1	CARHR107960
OG0009179	XP_002886135.1	CARHR108390
OG0009180	XP_002877710.1	CARHR158980
OG0009181	XP_002864348.1	CARHR267890
OG0009182	XP_020885230.1	CARHR267880
OG0009183	XP_002866052.1	CARHR267850
OG0009184	XP_002894566.1	CARHR046000
OG0009185	XP_020868865.1, XP_020867801.1	CARHR045730
OG0009186	XP_002891861.1	CARHR045630
OG0009187	XP_020866609.1	CARHR045560
OG0009188	XP_020868867.1	CARHR045370
OG0009189	XP_020866478.1	CARHR044980
OG0009190	XP_002891826.2	CARHR044910
OG0009191	XP_002894476.1	CARHR044380
OG0009192	XP_020868938.1	CARHR044090
OG0009193	XP_002894460.1	CARHR044070
OG0009194	XP_020870407.1	CARHR044040
OG0009196	XP_020867142.1	CARHR043740
OG0009197	XP_002891754.2	CARHR043720
OG0009198	XP_002894443.1	CARHR043680
OG0009199	XP_002888666.1	CARHR070940, CARHR061250
OG0009200	XP_002891736.2	CARHR043420
OG0009201	XP_020883719.1, XP_020866454.1	CARHR130260
OG0009203	XP_020883697.1	CARHR130440
OG0009204	XP_002881432.1	CARHR130470
OG0009205	XP_020884245.1	CARHR130750
OG0009206	XP_020873702.1	CARHR233750
OG0009207	XP_020885659.1	CARHR131240, CARHR131250, CARHR131310
OG0009208	XP_002877401.1	CARHR150500, CARHR150490
OG0009209	XP_020882371.1	CARHR150990
OG0009210	XP_020880271.1, XP_020880269.1	CARHR151500
OG0009211	XP_020881316.1	CARHR152070
OG0009212	XP_020878944.1	CARHR260070
OG0009213	XP_020869578.1	CARHR258440
OG0009214	XP_020877901.1	CARHR266040
OG0009215	XP_002870452.1	CARHR216730
OG0009216	XP_020875180.1	CARHR217140, CARHR217150
OG0009217	XP_020873163.1	CARHR217810
OG0009218	XP_020877018.1	CARHR218110
OG0009219	XP_002863290.1	CARHR218150
OG0009220	XP_020877133.1	CARHR218970
OG0009221	XP_002868304.1	CARHR220270
OG0009222	XP_020874346.1	CARHR220290
OG0009223	XP_002866918.1	CARHR246460
OG0009224	XP_020874697.1	CARHR221250
OG0009225	XP_002870283.1	CARHR221330
OG0009226	XP_002870260.1	CARHR221870
OG0009227	XP_020873905.1	CARHR221930
OG0009228	XP_020872795.1	CARHR222220
OG0009229	XP_002868198.1	CARHR222330
OG0009230	XP_020891632.1	CARHR065980
OG0009231	XP_020889759.1	CARHR066020
OG0009232	XP_002887472.1	CARHR066070
OG0009233	XP_002888910.2	CARHR066150
OG0009234	XP_002887487.1	CARHR066510
OG0009235	XP_002888932.1	CARHR066540
OG0009236	XP_002888940.1	CARHR066750
OG0009237	XP_020891646.1	CARHR066930
OG0009238	XP_020889634.1	CARHR067030
OG0009239	XP_002888964.1	CARHR067260
OG0009240	XP_002888965.1	CARHR067270
OG0009241	XP_020877397.1	CARHR186440, CARHR286000
OG0009242	XP_002888969.1	CARHR067520
OG0009243	XP_020890839.1	CARHR067630
OG0009244	XP_020889959.1	CARHR061380
OG0009245	XP_020891060.1	CARHR061640
OG0009246	XP_020891421.1	CARHR061790
OG0009247	XP_002887219.1	CARHR061910
OG0009248	XP_002887227.1	CARHR062150
OG0009249	XP_002869497.1	CARHR236280
OG0009250	XP_020873170.1	CARHR236420
OG0009251	XP_002869488.1	CARHR236440
OG0009252	XP_002869477.1	CARHR236520
OG0009253	XP_002869471.1	CARHR236620
OG0009254	XP_020874783.1	CARHR236730
OG0009255	XP_002865955.1	CARHR266240
OG0009256	XP_002887934.1	CARHR047320
OG0009257	XP_020891384.1	CARHR047280, CARHR047310
OG0009258	XP_020891548.1	CARHR046980
OG0009259	XP_002870740.1	CARHR262180
OG0009260	XP_002883656.1	CARHR102650
OG0009261	XP_020874900.1	CARHR261850
OG0009262	XP_020872271.1	CARHR261830, CARHR261840
OG0009263	XP_020873173.1	CARHR261820
OG0009264	XP_002865826.1	CARHR257390
OG0009265	XP_002877216.1	CARHR153160
OG0009266	XP_002875402.1	CARHR149240
OG0009267	XP_020880938.1	CARHR149170
OG0009268	XP_020879782.1	CARHR149060
OG0009269	XP_002880286.1	CARHR142580
OG0009270	XP_020880902.1	CARHR148950
OG0009271	XP_002875379.1	CARHR148660
OG0009272	XP_020881959.1	CARHR148190
OG0009273	XP_002875350.1	CARHR148150
OG0009274	XP_020880793.1	CARHR148140
OG0009275	XP_020881280.1	CARHR148100
OG0009276	XP_020881058.1	CARHR148080
OG0009277	XP_020881618.1	CARHR148000
OG0009278	XP_020880413.1	CARHR147980
OG0009280	XP_020880230.1	CARHR147680
OG0009281	XP_002875320.2	CARHR147450
OG0009282	XP_002875318.1	CARHR147440
OG0009283	XP_002876970.1	CARHR147430
OG0009284	XP_002876940.1	CARHR146920
OG0009285	XP_020880390.1	CARHR146910
OG0009286	XP_020879979.1	CARHR146790
OG0009287	XP_020871315.1	CARHR258450
OG0009288	XP_020882201.1	CARHR146640
OG0009289	XP_002864076.2	CARHR257520
OG0009290	XP_002887238.1	CARHR062420
OG0009291	XP_020891193.1	CARHR062250
OG0009292	XP_020891361.1	CARHR285010
OG0009293	XP_002865214.1	CARHR175960
OG0009294	XP_020871630.1	CARHR176130
OG0009295	XP_020870843.1	CARHR183510
OG0009296	XP_002863460.1	CARHR176250
OG0009297	XP_020871281.1	CARHR176260
OG0009298	XP_002863489.1	CARHR176750
OG0009300	XP_020885876.1	CARHR177470
OG0009301	XP_002865286.1, XP_002863535.1	CARHR177680
OG0009302	XP_020866726.1	CARHR039780
OG0009303	XP_002894237.2	CARHR040290
OG0009304	XP_020870394.1	CARHR040350
OG0009305	XP_002891571.2	CARHR040400
OG0009306	XP_020867278.1	CARHR040440
OG0009307	XP_020866385.1	CARHR015810
OG0009308	XP_020870847.1	CARHR041570
OG0009309	XP_020868162.1	CARHR041860
OG0009310	XP_002894330.1	CARHR041890
OG0009311	XP_020869290.1	CARHR042090
OG0009312	XP_002894386.1	CARHR042690
OG0009313	XP_020868988.1	CARHR042710
OG0009314	XP_020869503.1	CARHR042810
OG0009315	XP_002894417.1	CARHR043220
OG0009316	XP_002863705.1	CARHR181050
OG0009317	XP_002881291.2	CARHR127610
OG0009318	XP_020882861.1	CARHR127730
OG0009319	XP_020884020.1	CARHR127910
OG0009320	XP_002881318.1	CARHR128060
OG0009321	XP_020884235.1	CARHR128130
OG0009322	XP_002881326.1	CARHR128270
OG0009323	XP_020883207.1	CARHR128610
OG0009324	XP_002879502.1	CARHR128640
OG0009325	XP_002879508.1	CARHR128730
OG0009326	XP_002881348.1	CARHR128750
OG0009327	XP_002879512.1	CARHR128890
OG0009328	XP_020883018.1	CARHR128990
OG0009329	XP_020884734.1	CARHR129020
OG0009330	XP_002879524.1	CARHR129060
OG0009331	XP_002881379.1	CARHR129300
OG0009332	XP_002879543.1	CARHR129420
OG0009333	XP_020884542.1	CARHR129580
OG0009334	XP_020883693.1	CARHR129850
OG0009335	XP_002879565.1	CARHR129890
OG0009336	XP_002879573.1	CARHR130010
OG0009337	XP_002879574.1	CARHR130040
OG0009338	XP_020883698.1	CARHR130060
OG0009339	XP_002867938.2	CARHR226210
OG0009340	XP_002879817.1	CARHR134650
OG0009341	XP_020874534.1	CARHR226010
OG0009342	XP_020874305.1	CARHR225770
OG0009343	XP_002867966.1	CARHR225860
OG0009344	XP_002867965.1	CARHR288450, CARHR225840
OG0009345	XP_020875354.1	CARHR224810
OG0009346	XP_020874070.1	CARHR224680
OG0009347	XP_002868035.1	CARHR224530
OG0009348	XP_002870084.1	CARHR224520
OG0009349	XP_002870092.1	CARHR224370
OG0009350	XP_002870113.1	CARHR223890
OG0009351	XP_002868076.1	CARHR223850
OG0009352	XP_002868078.1	CARHR223830
OG0009353	XP_002875592.1	CARHR152450
OG0009354	XP_002876060.1	CARHR160530
OG0009355	XP_002876053.1	CARHR160470
OG0009356	XP_002892940.2	CARHR261670, CARHR017820
OG0009357	XP_002877770.1	CARHR160290
OG0009358	XP_002877758.1	CARHR160170
OG0009359	XP_002877750.1	CARHR160070
OG0009360	XP_020881437.1	CARHR160030
OG0009361	XP_002877747.2	CARHR159950
OG0009362	XP_020881880.1	CARHR159930
OG0009363	XP_020873419.1	CARHR230810
OG0009364	XP_020885293.1	CARHR258380
OG0009365	XP_020866916.1	CARHR265330
OG0009366	XP_002864158.1	CARHR265170
OG0009367	XP_002864135.2	CARHR264720
OG0009368	XP_002865859.2	CARHR264120
OG0009369	XP_002877261.1	CARHR152390
OG0009370	XP_002885847.1	CARHR105010
OG0009371	XP_020888076.1	CARHR105360
OG0009372	XP_020888072.1	CARHR105830
OG0009373	XP_002885975.1	CARHR106070
OG0009374	XP_020886008.1	CARHR106090
OG0009375	XP_002886213.1	CARHR106470
OG0009376	XP_020888000.1	CARHR107010
OG0009377	XP_002878450.1, XP_002886992.1	CARHR172660
OG0009378	XP_020887617.1	CARHR293520
OG0009379	XP_020889279.1	CARHR293590
OG0009380	XP_002869739.1	CARHR231490
OG0009381	XP_020873608.1	CARHR231450
OG0009382	XP_002869758.1	CARHR231280
OG0009383	XP_020873761.1	CARHR231330, CARHR231320
OG0009384	XP_020873599.1	CARHR230070
OG0009385	XP_002867739.1	CARHR230040
OG0009386	XP_020873637.1	CARHR229680
OG0009387	XP_002869817.2	CARHR229500
OG0009388	XP_020873706.1	CARHR229230
OG0009389	XP_002869840.1	CARHR228960
OG0009390	XP_020875603.1	CARHR212680
OG0009391	XP_020873814.1	CARHR228720
OG0009392	XP_002870621.1	CARHR212820
OG0009393	XP_002867898.1	CARHR226780
OG0009394	XP_020872465.1	CARHR227010
OG0009395	XP_002869942.1	CARHR227110
OG0009396	XP_020874732.1	CARHR227230
OG0009397	XP_002867883.1	CARHR227240
OG0009398	XP_002869928.1	CARHR227290
OG0009399	XP_002875712.1	CARHR257470
OG0009400	XP_020869202.1	CARHR017480, CARHR154100
OG0009401	XP_020874073.1	CARHR227660
OG0009402	XP_020886920.1, XP_020875595.1	CARHR227780
OG0009403	XP_002869893.1	CARHR227920
OG0009404	XP_002876879.1	CARHR145700
OG0009405	XP_020873289.1	CARHR228190
OG0009406	XP_002886302.1	CARHR111430
OG0009407	XP_002863819.1	CARHR194620
OG0009408	XP_002868142.1	CARHR222690
OG0009409	XP_002870157.1	CARHR222840
OG0009410	XP_020873981.1, XP_020873982.1	CARHR222950
OG0009411	XP_020873975.1	CARHR223080, CARHR223070
OG0009412	XP_020872071.1	CARHR223160
OG0009413	XP_002870137.1	CARHR223240
OG0009414	XP_002868088.1	CARHR223600
OG0009415	XP_002868086.1	CARHR223650
OG0009416	XP_020887817.1	CARHR075140
OG0009417	XP_020886882.1	CARHR075250
OG0009418	XP_002884269.2	CARHR075270
OG0009419	XP_020886092.1	CARHR075480
OG0009420	XP_020886962.1	CARHR075600
OG0009421	XP_002865052.1	CARHR281040
OG0009422	XP_020890730.1	CARHR281280
OG0009423	XP_002865067.1	CARHR281290
OG0009424	XP_002875870.1	CARHR156560
OG0009425	XP_002865069.1	CARHR281310
OG0009426	XP_020883882.1	CARHR281520
OG0009427	XP_020883935.1	CARHR281570
OG0009428	XP_020879986.1	CARHR291690
OG0009429	XP_020882369.1	CARHR291710
OG0009430	XP_002878496.1	CARHR173420
OG0009431	XP_002878489.2	CARHR173270
OG0009432	XP_020879778.1	CARHR173210
OG0009433	XP_020880113.1	CARHR172760
OG0009434	XP_020872231.1, XP_020880111.1	CARHR172730
OG0009435	XP_002878447.1, XP_002886995.1	CARHR172620
OG0009436	XP_002878423.1	CARHR172320
OG0009437	XP_020880851.1	CARHR172290
OG0009438	XP_020871341.1	CARHR079780, CARHR079800
OG0009439	XP_020880827.1	CARHR172180
OG0009440	XP_020880816.1	CARHR172160
OG0009441	XP_020880810.1	CARHR171980
OG0009443	XP_020884731.1	CARHR128210
OG0009444	XP_020881578.1	CARHR171510
OG0009445	XP_020880000.1	CARHR171410
OG0009446	XP_020882045.1	CARHR171370
OG0009447	XP_020881340.1	CARHR171060
OG0009448	XP_002876569.1	CARHR171000
OG0009449	XP_020880430.1	CARHR170930
OG0009450	XP_002878340.1	CARHR170920
OG0009451	XP_002878336.1	CARHR170860
OG0009452	XP_002878335.2	CARHR170810
OG0009453	XP_020880247.1	CARHR170260
OG0009454	XP_020881165.1	CARHR169870
OG0009455	XP_020882000.1	CARHR169850
OG0009456	XP_020880167.1	CARHR169730
OG0009457	XP_020881019.1	CARHR169680
OG0009459	XP_002878249.1	CARHR169330
OG0009460	XP_002878240.1	CARHR169180
OG0009461	XP_020880594.1	CARHR169100
OG0009462	XP_002878231.1	CARHR169030
OG0009463	XP_002878226.1	CARHR168940
OG0009464	XP_002876463.1	CARHR168840
OG0009465	XP_020882013.1	CARHR168570
OG0009466	XP_002878190.1	CARHR168500
OG0009467	XP_002876449.1	CARHR168320
OG0009468	XP_002876442.1	CARHR168170
OG0009469	XP_020880189.1	CARHR119890
OG0009470	XP_002876398.2	CARHR167300
OG0009471	XP_020881248.1	CARHR167250
OG0009472	XP_002876389.1	CARHR167090
OG0009473	XP_020881755.1	CARHR167080
OG0009474	XP_020881349.1	CARHR166630
OG0009475	XP_002878077.2	CARHR166450
OG0009476	XP_002878055.1	CARHR166050
OG0009477	XP_020882246.1	CARHR165960
OG0009478	XP_002878038.1	CARHR165610
OG0009479	XP_020880023.1	CARHR165440
OG0009480	XP_020882421.1	CARHR165380
OG0009481	XP_002876292.1	CARHR165270
OG0009482	XP_002876290.1	CARHR165250
OG0009483	XP_020881680.1	CARHR164930
OG0009484	XP_002876277.1	CARHR164900
OG0009485	XP_020881416.1	CARHR164690
OG0009486	XP_020881252.1	CARHR164640
OG0009487	XP_020882037.1	CARHR164600
OG0009488	XP_020880993.1	CARHR164270
OG0009489	XP_002877971.1	CARHR164260
OG0009490	XP_002877965.2	CARHR164190
OG0009491	XP_020881263.1	CARHR164140
OG0009492	XP_020882385.1	CARHR082370
OG0009493	XP_002877960.1	CARHR164060, CARHR164070
OG0009494	XP_002877956.1	CARHR164000
OG0009495	XP_002893137.1	CARHR021320
OG0009496	XP_002876238.1	CARHR163950
OG0009497	XP_020881326.1	CARHR163770
OG0009498	XP_020880625.1	CARHR163390
OG0009499	XP_020882275.1	CARHR163080
OG0009500	XP_020881976.1	CARHR163100
OG0009501	XP_020882285.1	CARHR163110
OG0009502	XP_002877903.2	CARHR163000
OG0009503	XP_020881381.1	CARHR162740
OG0009504	XP_002877890.1	CARHR162730
OG0009505	XP_002876157.1	CARHR162390
OG0009507	XP_002864265.1	CARHR266820
OG0009508	XP_020885204.1	CARHR266700
