Orthogroup	Arabidopsis_lyrata_NCBI	Alyssum_gmelinii
OG0006434	XP_020873064.1	Ag007G0897400
OG0006435	XP_020889773.1	Ag007G0900100, Ag018G2441000, Ag018G2439400
OG0006436	XP_020874786.1	Ag007G0919300
OG0006437	XP_020872794.1	Ag007G0920000
OG0006438	XP_002870223.2	Ag007G0925000
OG0006439	XP_002870210.1	Ag007G0932100
OG0006440	XP_020874335.1	Ag025G2901000, Ag007G0934900
OG0006441	XP_020891519.1	Ag078G5327000
OG0006442	XP_020865615.1	Ag078G5340000
OG0006443	XP_002888931.1	Ag078G5347400
OG0006444	XP_002888930.1	Ag078G5348000, Ag078G5347700
OG0006445	XP_002888943.1	Ag078G5358400
OG0006446	XP_020891780.1	Ag078G5359000
OG0006447	XP_002887514.1	Ag078G5362600
OG0006448	XP_020865790.1	Ag078G5363900
OG0006449	XP_020891183.1	Ag078G5368800
OG0006450	XP_020889960.1	Ag078G5384100
OG0006451	XP_002888991.1	Ag078G5394200
OG0006452	XP_020891423.1	Ag072G5257500, Ag078G5396500
OG0006453	XP_002888678.1	Ag056G4938000
OG0006454	XP_020889923.1	Ag056G4942400
OG0006455	XP_020865847.1	Ag056G4948500
OG0006456	XP_020874387.1	Ag045G4510700
OG0006457	XP_002869483.1	Ag045G4513000
OG0006458	XP_020873897.1	Ag045G4516100
OG0006459	XP_002867435.1	Ag045G4517100
OG0006460	XP_020874520.1	Ag045G4517200
OG0006461	XP_002869446.1	Ag045G4524800
OG0006462	XP_002886373.1	Ag002G0103000, Ag063G5089700
OG0006463	XP_020879409.1	Ag012G1273100
OG0006464	XP_020880293.1	Ag012G1275500, Ag085G5415300
OG0006465	XP_020882183.1	Ag012G1276900
OG0006466	XP_002875539.1	Ag012G1285700
OG0006467	XP_002875462.1	Ag012G1291500
OG0006468	XP_002875629.1	Ag066G5150100, Ag066G5150200, Ag012G1293300
OG0006469	XP_020884295.1	Ag003G0294100, Ag012G1301900
OG0006471	XP_020881534.1	Ag012G1306300
OG0006472	XP_020881963.1	Ag012G1307500
OG0006473	XP_020879644.1	Ag012G1310100
OG0006474	XP_020880796.1	Ag012G1311700
OG0006475	XP_020881157.1	Ag012G1325700
OG0006476	XP_020881155.1	Ag012G1325800
OG0006477	XP_020880977.1	Ag012G1328100
OG0006478	XP_020873739.1	Ag012G1328900
OG0006479	XP_002875287.1	Ag012G1334000
OG0006480	XP_020880976.1	Ag012G1338100
OG0006481	XP_002875266.2	Ag012G1340200
OG0006482	XP_020875235.1	Ag057G4952100, Ag033G3595200
OG0006483	XP_002863106.1	Ag057G4952700
OG0006484	XP_020865971.1	Ag057G4960700
OG0006485	XP_020891323.1	Ag057G4961800
OG0006486	XP_002888720.1	Ag031G3365900, Ag036G4122200, Ag057G4964400
OG0006487	XP_002887232.1	Ag057G4966200
OG0006488	XP_020887467.1	Ag058G4980400, Ag006G0802300
OG0006489	XP_002865219.1	Ag006G0808900, Ag058G4973600
OG0006490	XP_020871944.1	Ag006G0825500
OG0006491	XP_002889386.1	Ag014G2108900, Ag027G3067000, Ag003G0404000, Ag006G0826300, Ag034G3663900
OG0006492	XP_020871593.1	Ag006G0841000
OG0006493	XP_020866741.1	Ag083G5410300, Ag001G0002200
OG0006494	XP_020866708.1	Ag001G0007200, Ag001G0007400
OG0006495	XP_020890727.1, XP_002894222.1	Ag001G0012000
OG0006496	XP_002894227.1	Ag001G0020000
OG0006497	XP_020869935.1	Ag001G0031200
OG0006498	XP_020871701.1, XP_020885934.1	Ag051G4806700, Ag001G0043800
OG0006499	XP_002874949.2, XP_020868774.1	Ag001G0061500
OG0006500	XP_002891647.1	Ag001G0061700
OG0006501	XP_002894368.2	Ag001G0075200
OG0006502	XP_002891695.1	Ag001G0078600
OG0006503	XP_002864352.1	Ag023G2800800
OG0006505	XP_020882793.1	Ag023G2820300
OG0006506	XP_002881344.2	Ag023G2820800
OG0006507	XP_020871737.1, XP_020885052.1	Ag023G2821200
OG0006508	XP_002879516.2	Ag023G2825300
OG0006509	XP_020885623.1	Ag023G2828300
OG0006510	XP_020883102.1	Ag023G2833300
OG0006511	XP_020883916.1	Ag023G2842600
OG0006512	XP_020883501.1, XP_020883711.1	Ag023G2843700
OG0006513	XP_020883729.1	Ag023G2846300
OG0006514	XP_002879008.1	Ag023G2848500, Ag023G2848700, Ag023G2847600, Ag023G2848600, Ag052G4839700, Ag016G2374100, Ag002G0159800, Ag033G3521600
OG0006515	XP_020874446.1	Ag050G4744600, Ag050G4744100
OG0006516	XP_020889255.1	Ag050G4745500
OG0006517	XP_002869995.1	Ag050G4747100
OG0006518	XP_020874457.1	Ag050G4748500
OG0006519	XP_002867953.1	Ag050G4749600
OG0006520	XP_020875075.1	Ag050G4763000
OG0006521	XP_002867978.1	Ag050G4764900
OG0006523	XP_002877163.1	Ag050G4772500
OG0006524	XP_020873920.1	Ag050G4773800
OG0006525	XP_020874375.1	Ag050G4777100
OG0006526	XP_002870067.1	Ag050G4778600
OG0006527	XP_002868018.1	Ag050G4783700
OG0006528	XP_002868029.1	Ag050G4786000
OG0006529	XP_020875001.1	Ag050G4789900
OG0006530	XP_002868047.1	Ag050G4793800
OG0006531	XP_002868061.1	Ag050G4796700
OG0006532	XP_020873210.1	Ag050G4798800
OG0006533	XP_020872312.1	Ag050G4799300
OG0006534	XP_002876066.1	Ag008G0937200, Ag008G0964900
OG0006535	XP_002877783.1	Ag008G0938100, Ag008G0964000
OG0006536	XP_002876054.1	Ag008G0941600
OG0006537	XP_002876050.1	Ag008G0942200
OG0006538	XP_020880699.1	Ag008G0954000
OG0006539	XP_002867698.1	Ag077G5316700, Ag033G3487700
OG0006540	XP_020873674.1	Ag077G5320000, Ag033G3490400
OG0006541	XP_002865917.1	Ag051G4803000, Ag073G5262900
OG0006542	XP_002864082.1	Ag051G4829700
OG0006543	XP_002864095.1	Ag051G4832200
OG0006544	XP_002864098.1	Ag051G4834300, Ag003G0400500
OG0006545	XP_020886994.1	Ag044G4474800
OG0006546	XP_002885951.1	Ag044G4482800
OG0006547	XP_020888694.1	Ag044G4483300
OG0006548	XP_002886204.1	Ag044G4489800
OG0006549	XP_002884040.1	Ag044G4501400
OG0006550	XP_002869745.1	Ag033G3478900, Ag052G4845300
OG0006551	XP_002867682.1	Ag052G4844100, Ag033G3479800
OG0006552	XP_020873481.1	Ag052G4839900, Ag033G3483600
OG0006553	XP_002869766.1	Ag052G4838200, Ag033G3485000
OG0006554	XP_020873604.1	Ag033G3514200
OG0006555	XP_002869810.1	Ag033G3515000
OG0006556	XP_020873672.1	Ag033G3515900
OG0006557	XP_020873494.1	Ag033G3516100
OG0006558	XP_020873490.1	Ag033G3528100
OG0006559	XP_002894658.1	Ag002G0267300, Ag033G3541100
OG0006560	XP_020889815.1, XP_020889812.1	Ag033G3548200, Ag002G0138300
OG0006561	XP_002869939.1	Ag033G3578700
OG0006562	XP_002884853.1	Ag033G3588400
OG0006563	XP_020873941.1	Ag033G3591900
OG0006564	XP_002869913.2	Ag033G3596200
OG0006565	XP_020883618.1	Ag033G3597100
OG0006566	XP_020873937.1	Ag033G3600800
OG0006567	XP_020875375.1	Ag033G3601600
OG0006568	XP_020873263.1	Ag033G3608200, Ag052G4838000
OG0006569	XP_020873789.1	Ag033G3608800
OG0006570	XP_002869876.1	Ag033G3614400
OG0006571	XP_020873792.1, XP_002869867.1	Ag033G3619900
OG0006572	XP_002867819.1	Ag033G3624800
OG0006573	XP_020874011.1	Ag033G3635000
OG0006574	XP_020874978.1	Ag033G3641700
OG0006575	XP_020873998.1	Ag031G3138400
OG0006576	XP_002870142.1	Ag031G3141600
OG0006577	XP_002870131.1	Ag031G3144700
OG0006578	XP_002868090.1	Ag031G3146300
OG0006579	XP_020867707.1	Ag031G3158300
OG0006580	XP_020877538.1	Ag031G3158500
OG0006581	XP_020872027.1	Ag031G3161900
OG0006582	XP_002878518.1	Ag031G3169200
OG0006583	XP_002878502.1	Ag031G3172400
OG0006584	XP_002878486.1	Ag031G3176100
OG0006585	XP_002878470.1	Ag031G3179200
OG0006586	XP_002876654.2	Ag031G3192900
OG0006587	XP_020880831.1	Ag031G3194500
OG0006588	XP_020880818.1	Ag031G3202300
OG0006589	XP_020880806.1	Ag031G3202600
OG0006590	XP_002876606.1	Ag031G3209600
OG0006591	XP_002876601.1	Ag031G3210900
OG0006592	XP_020880325.1	Ag031G3213900
OG0006593	XP_020882453.1	Ag031G3217000
OG0006594	XP_020870282.1	Ag031G3225500
OG0006595	XP_020880942.1	Ag031G3234500
OG0006596	XP_002878236.1	Ag031G3260400
OG0006597	XP_020880562.1	Ag031G3260700
OG0006598	XP_020880600.1	Ag031G3260900
OG0006599	XP_002865825.1	Ag031G3280600
OG0006600	XP_002878162.1	Ag011G1241300, Ag031G3293600
OG0006601	XP_020879643.1	Ag031G3294900
OG0006602	XP_002878144.1	Ag031G3299500
OG0006603	XP_002878113.1	Ag031G3310700
OG0006604	XP_020881352.1	Ag031G3320300
OG0006605	XP_020880893.1	Ag031G3326000
OG0006606	XP_002876346.1	Ag031G3330100
OG0006607	XP_002876341.1	Ag031G3333100
OG0006608	XP_002876305.1	Ag031G3343600
OG0006609	XP_002876302.1	Ag031G3344000
OG0006610	XP_020882281.1	Ag031G3354400
OG0006611	XP_002878004.1	Ag031G3360400
OG0006612	XP_020880472.1	Ag031G3362300, Ag019G2496200
OG0006613	XP_020882069.1	Ag031G3386900
OG0006614	XP_020881373.1	Ag031G3406700
OG0006615	XP_020884353.1	Ag020G2563200
OG0006616	XP_002864273.1	Ag020G2564200
OG0006617	XP_002865988.1	Ag020G2565600
OG0006618	XP_002868157.1	Ag053G4869500, Ag025G2907600
OG0006619	XP_002883543.1	Ag029G3097300
OG0006620	XP_002885644.1	Ag095G5471400, Ag064G5114500
OG0006621	XP_002888583.1	Ag067G5182500
OG0006622	XP_002887146.1	Ag067G5194000
OG0006623	XP_020891080.1	Ag067G5194800
OG0006624	XP_002887165.2	Ag067G5200300
OG0006625	XP_002887176.1	Ag067G5202700
OG0006626	XP_020871714.1	Ag081G5401100
OG0006627	XP_020886105.1	Ag042G4380100
OG0006628	XP_002884131.1	Ag042G4390100
OG0006629	XP_020889069.1	Ag042G4390200
OG0006630	XP_002884178.1	Ag042G4408100
OG0006631	XP_020886959.1	Ag042G4415600
OG0006632	XP_002875094.1	Ag042G4420100, Ag042G4420200
OG0006633	XP_020888403.1	Ag042G4420500
OG0006634	XP_002884295.1	Ag042G4425500, Ag014G1775200
OG0006635	XP_002883983.1	Ag042G4426300
OG0006636	XP_002883982.1	Ag042G4426400
OG0006637	XP_020889360.1	Ag042G4430400
OG0006638	XP_020883959.1	Ag039G4196300
OG0006639	XP_002879871.1	Ag039G4202300
OG0006640	XP_020885488.1	Ag003G0311700, Ag039G4203800
OG0006641	XP_002881704.1	Ag039G4212000
OG0006642	XP_002879855.1, XP_002862876.2	Ag039G4213100
OG0006643	XP_020884758.1	Ag039G4217200
OG0006644	XP_020884620.1	Ag039G4219200
OG0006645	XP_020883522.1	Ag039G4226200
OG0006646	XP_002879815.1	Ag039G4232000
OG0006647	XP_002881666.1	Ag039G4238900
OG0006648	XP_020868458.1	Ag034G3744300, Ag039G4259100
OG0006649	XP_002879759.1	Ag039G4272000
OG0006650	XP_020882924.1	Ag039G4275400
OG0006651	XP_002879748.2	Ag039G4279900
OG0006652	XP_020882751.1, XP_020873636.1, XP_020884751.1, XP_002862900.2	Ag039G4284500
OG0006653	XP_002879739.1	Ag039G4285800
OG0006654	XP_020883343.1	Ag039G4287700
OG0006655	XP_020883765.1, XP_002862263.1	Ag039G4288700
OG0006656	XP_020879692.1	Ag039G4288900
OG0006657	XP_020883876.1	Ag039G4289900
OG0006658	XP_020884788.1	Ag039G4292600
OG0006659	XP_002881554.1	Ag039G4294100
OG0006660	XP_002881514.1	Ag039G4309500
OG0006661	XP_020882802.1	Ag039G4312400
OG0006662	XP_002881531.2, XP_020882818.1	Ag039G4313900
OG0006663	XP_002879629.2	Ag039G4331200
OG0006664	XP_020877718.1	Ag066G5135300
OG0006665	XP_002874807.1	Ag066G5146000
OG0006666	XP_002874728.1, XP_002874727.1	Ag030G3130600
OG0006667	XP_002874726.1	Ag030G3130800
OG0006668	XP_002871869.1	Ag038G4147100, Ag030G3133800
OG0006669	XP_020884999.1, XP_002880370.1	Ag015G2179000
OG0006670	XP_002878546.2	Ag015G2180000
OG0006671	XP_020884489.1	Ag015G2183700
OG0006672	XP_020883541.1	Ag015G2186500
OG0006673	XP_020883231.1	Ag015G2187800
OG0006674	XP_002878602.1	Ag015G2190100
OG0006675	XP_020882836.1	Ag015G2200300
OG0006676	XP_002880747.1	Ag015G2209900
OG0006677	XP_002878803.1	Ag015G2216300
OG0006678	XP_002869612.1	Ag015G2236100
OG0006679	XP_002867655.1	Ag015G2238300
OG0006680	XP_020870382.1	Ag015G2265300
OG0006681	XP_020868520.1	Ag015G2270200, Ag052G4864500
OG0006682	XP_020868503.1	Ag015G2270700, Ag052G4864100
OG0006683	XP_020878361.1	Ag021G2583400, Ag026G3000000
OG0006684	XP_020878991.1	Ag021G2596400
OG0006685	XP_002894192.1	Ag021G2607200, Ag025G2975300
OG0006686	XP_020877942.1	Ag021G2615500
OG0006687	XP_020877941.1	Ag021G2615600
OG0006688	XP_002874312.1	Ag038G4156400
OG0006689	XP_020876958.1	Ag038G4166600
OG0006690	XP_002869719.1	Ag038G4167500, Ag003G0415500, Ag010G0984200
OG0006691	XP_020876941.1	Ag038G4169900
OG0006692	XP_002872266.2	Ag038G4171100, Ag014G1832600
OG0006693	XP_020876908.1	Ag038G4172800
OG0006694	XP_002874392.1	Ag038G4174100
OG0006695	XP_002883961.1	Ag096G5472400, Ag096G5472500, Ag088G5426800
OG0006696	XP_002883934.1	Ag088G5434000
OG0006697	XP_020887251.1	Ag088G5436900
OG0006698	XP_020888113.1	Ag088G5437000
OG0006699	XP_020874702.1	Ag003G0362600
OG0006700	XP_002882082.1, XP_002882084.1	Ag003G0302200
OG0006701	XP_002880254.1	Ag003G0303500
OG0006702	XP_002880253.1	Ag003G0303600
OG0006703	XP_020883467.1	Ag003G0306800
OG0006704	XP_020882878.1	Ag003G0308100
OG0006705	XP_020884504.1	Ag003G0309800
OG0006706	XP_002882044.1	Ag003G0312200
OG0006708	XP_020884251.1	Ag003G0317600
OG0006709	XP_002882025.1	Ag003G0317800
OG0006711	XP_002882002.1	Ag003G0325000
OG0006712	XP_002881994.1	Ag003G0328200, Ag003G0328500
OG0006713	XP_020882677.1	Ag003G0329400
OG0006714	XP_002880148.1	Ag003G0329700
OG0006715	XP_002881979.1	Ag003G0335200
OG0006716	XP_020885116.1	Ag003G0345000
OG0006717	XP_020885149.1	Ag003G0350200
OG0006718	XP_002880063.1	Ag003G0355700
OG0006719	XP_002880059.1	Ag003G0357400
OG0006720	XP_002881921.1	Ag003G0358200
OG0006721	XP_002881920.1	Ag003G0358400
OG0006722	XP_020883364.1	Ag003G0365800
OG0006723	XP_002881887.2	Ag003G0369000
OG0006724	XP_020884910.1	Ag003G0375400
OG0006725	XP_002881856.1	Ag003G0384400
OG0006726	XP_002862496.1, XP_002881841.1	Ag003G0390900
OG0006727	XP_020885222.1	Ag003G0393800
OG0006728	XP_002879935.1	Ag003G0408500
OG0006729	XP_020883866.1	Ag003G0411200
OG0006730	XP_020884524.1	Ag003G0415900
OG0006731	XP_020885413.1	Ag003G0416300
OG0006732	XP_020885095.1	Ag016G2317300, Ag037G4136800
OG0006733	XP_002869217.1	Ag011G1196600, Ag011G1199000, Ag037G4137200
OG0006734	XP_020886315.1	Ag014G1774400
OG0006735	XP_002866042.1	Ag014G1776300
OG0006736	XP_020886897.1	Ag014G1781300
OG0006737	XP_002884331.1	Ag014G1786600
OG0006738	XP_020889326.1	Ag014G1792100
OG0006739	XP_020889319.1	Ag018G2451500, Ag014G1792300
OG0006741	XP_020888661.1	Ag014G1800200, Ag014G1799400
OG0006742	XP_002884398.1	Ag014G1805600
OG0006743	XP_020887002.1	Ag014G1807700
OG0006744	XP_020887012.1	Ag014G1809000
OG0006745	XP_020886791.1	Ag014G1818000
OG0006746	XP_020888047.1	Ag014G1832200
OG0006747	XP_002884503.1, XP_020888111.1	Ag014G1832500
OG0006748	XP_002882419.1	Ag014G1837200
OG0006749	XP_020887581.1	Ag014G1837900
OG0006750	XP_002893444.1	Ag014G1838400
OG0006751	XP_002882443.1	Ag014G1847900
OG0006752	XP_020888592.1	Ag014G1848000
OG0006753	XP_002882493.1	Ag014G1861500
OG0006754	XP_020886396.1	Ag014G1862400
OG0006755	XP_002862294.2, XP_002884637.2	Ag014G1867400
OG0006756	XP_002884642.1	Ag014G1868000
OG0006757	XP_020887489.1	Ag014G1868100
OG0006758	XP_020888862.1	Ag014G1871400
OG0006759	XP_020888989.1	Ag014G1872200
OG0006760	XP_020888953.1	Ag014G1873500
OG0006761	XP_020888762.1	Ag014G1874900
OG0006762	XP_002882547.1	Ag014G1876900
OG0006763	XP_020887692.1	Ag014G1877300
OG0006764	XP_020887693.1	Ag014G1877500
OG0006765	XP_020887216.1	Ag014G1884900
OG0006766	XP_020888740.1	Ag014G1887000
OG0006767	XP_020889320.1	Ag014G1888200
OG0006768	XP_020886470.1	Ag014G1888400
OG0006769	XP_002882611.1, XP_002862963.1	Ag014G1893200
OG0006770	XP_020888966.1	Ag014G1907000
OG0006771	XP_020888243.1	Ag014G1934100, Ag014G1911800
OG0006772	XP_020887354.1	Ag014G1924300
OG0006773	XP_020888280.1	Ag014G1925400
OG0006774	XP_002884829.1	Ag014G1925500
OG0006775	XP_020888273.1	Ag014G1933700
OG0006776	XP_002882739.2	Ag014G1938000
OG0006777	XP_002884854.2	Ag014G1938100
OG0006778	XP_002884855.1, XP_002862710.1	Ag014G1938500
OG0006779	XP_020888240.1	Ag014G1939700
OG0006780	XP_002884861.1	Ag014G1939800
OG0006782	XP_002884907.1	Ag014G1950200
OG0006783	XP_002884917.1	Ag014G1953100
OG0006785	XP_002882795.1	Ag014G1956900
OG0006786	XP_002884937.2	Ag014G1958400
OG0006787	XP_020884017.1	Ag014G1958900
OG0006788	XP_002882838.1	Ag014G1971800, Ag014G1966100
OG0006789	XP_020872518.1, XP_020888550.1	Ag014G1972900
OG0006790	XP_020888793.1	Ag014G1976900, Ag002G0214200
OG0006791	XP_002872474.1, XP_002872473.1	Ag014G1981600, Ag014G1987000, Ag014G1982200, Ag014G1982000
OG0006792	XP_020887168.1	Ag014G1987400, Ag014G1986700
OG0006793	XP_002882871.1	Ag014G1987700, Ag014G2020000
OG0006794	XP_002885045.1	Ag014G1993700
OG0006795	XP_002882885.2	Ag014G1996500
OG0006796	XP_002885055.1	Ag014G1999400
OG0006797	XP_002882902.1	Ag014G2002000
OG0006798	XP_002882919.1	Ag014G2006200
OG0006799	XP_020888545.1	Ag014G2010700
OG0006800	XP_002882949.1	Ag014G2014300
OG0006801	XP_020887061.1	Ag014G2021600
OG0006802	XP_020886989.1	Ag014G2022300
OG0006803	XP_002885129.1	Ag014G2027900
OG0006804	XP_002885131.1	Ag014G2029200
OG0006805	XP_002889497.1	Ag014G2043400
OG0006806	XP_020889215.1	Ag014G2048500
OG0006807	XP_020889090.1	Ag014G2050700
OG0006808	XP_020889142.1	Ag014G2057200
OG0006809	XP_002885215.1	Ag014G2060900
OG0006812	XP_002883071.1	Ag014G2062000
OG0006813	XP_002885227.1	Ag014G2064900
OG0006814	XP_020889189.1	Ag014G2069200
OG0006815	XP_020889028.1	Ag014G2074400
OG0006816	XP_002883119.1	Ag014G2077200, Ag014G2077100
OG0006817	XP_002885255.1	Ag014G2083900
OG0006818	XP_020888393.1	Ag014G2084600
OG0006819	XP_002885279.1	Ag014G2093900
OG0006820	XP_002883155.1	Ag014G2098800
OG0006821	XP_002893020.1	Ag014G2103600, Ag034G3954900
OG0006822	XP_002883220.1	Ag014G2143000
OG0006823	XP_020889037.1	Ag014G2144000
OG0006824	XP_002885368.1	Ag014G2153400
OG0006825	XP_020889358.1	Ag014G2158200
OG0006826	XP_002885385.1	Ag014G2162700
OG0006827	XP_020887690.1	Ag014G2162800
OG0006828	XP_002883270.1	Ag014G2168800, Ag027G3072300
OG0006829	XP_002883277.1	Ag027G3070600, Ag014G2170600
OG0006830	XP_020886944.1	Ag014G2173200, Ag027G3068300
OG0006831	XP_002883292.1	Ag027G3065600, Ag014G2175200
OG0006832	XP_020868177.1	Ag034G3777900, Ag026G3003100
OG0006833	XP_020872858.1	Ag061G5031400
OG0006834	XP_020875000.1	Ag061G5041900
OG0006835	XP_002865571.1	Ag061G5049600
OG0006836	XP_020882954.1	Ag061G5050600
OG0006837	XP_002883458.1	Ag027G3005800, Ag064G5101200
OG0006838	XP_020886723.1, XP_002862780.1	Ag027G3030600
OG0006840	XP_002885448.1	Ag027G3058200
OG0006841	XP_002867378.1	Ag068G5231100
OG0006842	XP_020874506.1	Ag068G5232200
OG0006843	XP_002888301.1	Ag036G4112700
OG0006844	XP_020890955.1	Ag036G4113100
OG0006845	XP_020878001.1	Ag060G5003600, Ag060G5004400
OG0006846	XP_002871828.1	Ag060G5005300
OG0006847	XP_020878736.1	Ag060G5010200
OG0006848	XP_002873881.1	Ag060G5014300
OG0006849	XP_002865732.1	Ag043G4437600
OG0006850	XP_020878365.1	Ag043G4453600
OG0006851	XP_020878216.1	Ag043G4458100
OG0006852	XP_020881411.1	Ag017G2405400
OG0006853	XP_002877854.1, XP_002877852.1	Ag017G2413200
OG0006854	XP_020881889.1, XP_020880640.1	Ag017G2414900
OG0006855	XP_002877843.1	Ag017G2415900
OG0006856	XP_002877842.1	Ag017G2416100
OG0006857	XP_002885456.1	Ag017G2416300
OG0006858	XP_002877806.1	Ag017G2430200
OG0006859	XP_002877804.1	Ag017G2431800
OG0006860	XP_020879928.1	Ag017G2433700
OG0006861	XP_020879932.1	Ag017G2433900
OG0006862	XP_002889356.1	Ag034G3656100
OG0006863	XP_020869667.1	Ag034G3656600
OG0006864	XP_002889363.1	Ag034G3659100
OG0006865	XP_020866515.1	Ag034G3663300
OG0006866	XP_020868097.1	Ag034G3667000
OG0006867	XP_002889401.1	Ag034G3668800
OG0006868	XP_002892134.2	Ag034G3675600
OG0006869	XP_002889428.1	Ag034G3676100
OG0006870	XP_020867757.1	Ag034G3677500
OG0006871	XP_020866429.1	Ag034G3690900
OG0006872	XP_002892205.1	Ag034G3696400
OG0006873	XP_020887387.1	Ag034G3697700
OG0006874	XP_002892228.1	Ag034G3700200
OG0006875	XP_020866003.1	Ag034G3701700
OG0006876	XP_002892240.1	Ag034G3703100
OG0006877	XP_020881128.1	Ag034G3705000
OG0006878	XP_020870547.1	Ag034G3705500
OG0006879	XP_020869001.1	Ag034G3707800
OG0006880	XP_020868039.1	Ag034G3711000
OG0006882	XP_002889584.1	Ag034G3723700
OG0006883	XP_002892320.1	Ag034G3723900
OG0006884	XP_002889606.1	Ag034G3728200
OG0006885	XP_002889609.1	Ag034G3729000
OG0006886	XP_002889620.1	Ag034G3731800
OG0006887	XP_020866669.1	Ag034G3732900
OG0006888	XP_020870307.1	Ag034G3733200
OG0006889	XP_020873708.1	Ag034G3741100
OG0006890	XP_002892434.1	Ag034G3751400
OG0006891	XP_002892447.2	Ag034G3753300
OG0006892	XP_002892452.1	Ag034G3754200
OG0006893	XP_020870331.1	Ag034G3755400
OG0006894	XP_002889697.1	Ag034G3756900
OG0006895	XP_020868146.1	Ag034G3760700
OG0006896	XP_020867647.1	Ag034G3762000
OG0006897	XP_002889727.1	Ag034G3762900
OG0006898	XP_020867886.1	Ag034G3764600
OG0006899	XP_002889742.1	Ag034G3768800
OG0006900	XP_020868197.1	Ag034G3776200
OG0006901	XP_020868825.1	Ag034G3779900
OG0006902	XP_002892549.1	Ag034G3782300
OG0006903	XP_002886670.1	Ag034G3787800
OG0006904	XP_020868835.1	Ag034G3789200
OG0006905	XP_020866629.1	Ag034G3794700
OG0006906	XP_002892615.1	Ag034G3798700
OG0006907	XP_002889853.1	Ag034G3801300
OG0006908	XP_002892623.1	Ag034G3801600
OG0006909	XP_002892624.1	Ag034G3801900, Ag034G3802000, Ag034G3802100
OG0006910	XP_002889859.1	Ag034G3803200
OG0006911	XP_002889861.1	Ag034G3804000
OG0006912	XP_002889880.1	Ag034G3810000
OG0006913	XP_020870705.1	Ag034G3811200
OG0006914	XP_020868950.1	Ag034G3813400
OG0006915	XP_020869488.1	Ag034G3813600, Ag034G3813700
OG0006916	XP_002889915.1	Ag034G3819900
OG0006917	XP_002892680.1	Ag034G3821500
OG0006918	XP_020868459.1	Ag034G3823200
OG0006919	XP_020876851.1	Ag019G2539500, Ag034G3825700, Ag019G2513800, Ag034G4018400, Ag034G4018100
OG0006920	XP_002889951.2, XP_002889943.1	Ag034G3827200
OG0006921	XP_020866538.1	Ag034G3834800
OG0006922	XP_020867113.1	Ag034G3835400
OG0006923	XP_002892768.1	Ag034G3847500
OG0006924	XP_020869268.1	Ag034G3851100
OG0006925	XP_002892779.1	Ag034G3851300
OG0006926	XP_002890032.1	Ag034G3853400
OG0006927	XP_020870392.1	Ag034G3862400
OG0006928	XP_002890064.1	Ag034G3866200
OG0006929	XP_020873206.1, XP_020870532.1	Ag034G3871300
OG0006930	XP_020870535.1	Ag034G3871400
OG0006931	XP_020870780.1	Ag034G3879100
OG0006932	XP_020866389.1	Ag034G3881000
OG0006933	XP_002890099.1	Ag034G3882700
OG0006934	XP_002892867.1	Ag034G3883600
OG0006935	XP_020866082.1	Ag034G3890000
OG0006936	XP_020868672.1	Ag034G3891300
OG0006937	XP_002893066.1, XP_020867552.1	Ag034G3896800
OG0006938	XP_020867600.1	Ag034G3898900
OG0006939	XP_020881552.1	Ag034G3905300
OG0006940	XP_002892924.1	Ag034G3907400
OG0006941	XP_020867447.1	Ag034G3908100
OG0006942	XP_002890208.1	Ag034G3915300
OG0006943	XP_002890221.2	Ag034G3920500
OG0006944	XP_020869018.1	Ag034G3928300
OG0006945	XP_020867108.1	Ag034G3929100
OG0006946	XP_020866541.1	Ag034G3932200, Ag034G3932300
OG0006947	XP_002892968.1	Ag034G3933000
OG0006948	XP_020866821.1	Ag034G3933500
OG0006949	XP_002890254.1	Ag034G3935100
OG0006950	XP_020869444.1	Ag034G3942700
OG0006951	XP_002890278.1	Ag034G3944700
OG0006952	XP_020869741.1	Ag034G3948000
OG0006953	XP_002890304.1	Ag034G3955300
OG0006954	XP_020870042.1	Ag034G3961000
OG0006955	XP_020870089.1	Ag034G3964500
OG0006956	XP_020870294.1	Ag034G3964900
OG0006957	XP_020869861.1	Ag034G3976300, Ag034G3976500, Ag034G3976600
OG0006958	XP_020866683.1	Ag034G3984700
OG0006959	XP_020870749.1	Ag034G3988700
OG0006960	XP_002890414.1	Ag034G3990300
OG0006961	XP_002890423.2	Ag034G3995300
OG0006962	XP_002890441.1	Ag034G4002000
OG0006963	XP_002893165.1	Ag034G4003800
OG0006964	XP_002893185.1	Ag034G4010800
OG0006965	XP_020869594.1	Ag034G4011100
OG0006966	XP_020870864.1	Ag034G4011500
OG0006967	XP_002890490.1	Ag034G4014200
OG0006968	XP_002863522.1	Ag034G4015500, Ag025G2927700
OG0006969	XP_002870307.1	Ag034G4027000
OG0006970	XP_002888847.2	Ag034G4041500
OG0006971	XP_020889860.1, XP_002887360.2	Ag034G4047300
OG0006972	XP_002887343.1	Ag034G4052400
OG0006973	XP_020890159.1	Ag034G4073000
OG0006974	XP_020873354.1	Ag052G4849400
OG0006975	XP_002869735.1	Ag052G4850500
OG0006976	XP_020888783.1	Ag002G0154000, Ag011G1176400
OG0006977	XP_020865601.1	Ag002G0158000
OG0006978	XP_020865977.1, XP_020871991.1	Ag002G0161600, Ag002G0162100
