Orthogroup	Arabidopsis_lyrata_NCBI	Arabidopsis_thaliana
OG0009325	XP_002879508.1	AT2G34630.2
OG0009326	XP_002881348.1	AT2G34650.1
OG0009327	XP_002879512.1	AT2G34730.1
OG0009328	XP_020883018.1	AT2G34830.2
OG0009329	XP_020884734.1	AT2G34860.1
OG0009330	XP_002879524.1	AT2G34910.1
OG0009331	XP_002881379.1	AT2G35155.1
OG0009332	XP_002879543.1	AT2G35260.1
OG0009333	XP_020884542.1	AT2G35420.1
OG0009334	XP_020883693.1	AT2G35630.1
OG0009335	XP_002879565.1	AT2G35650.1
OG0009336	XP_002879573.1	AT2G35765.1
OG0009337	XP_002879574.1	AT2G35790.1
OG0009338	XP_020883698.1	AT2G35800.1
OG0009339	XP_002867938.2	AT4G19420.4
OG0009340	XP_002879817.1	AT2G39780.1
OG0009341	XP_020874534.1	AT4G19140.1
OG0009342	XP_020874305.1	AT4G18890.1
OG0009343	XP_002867966.1	AT4G18990.1
OG0009344	XP_002867965.1	AT4G19003.1
OG0009345	XP_020875354.1	AT4G18040.1
OG0009346	XP_020874070.1	AT4G17940.1
OG0009347	XP_002868035.1	AT4G17800.1
OG0009348	XP_002870084.1	AT4G17790.1
OG0009349	XP_002870092.1	AT4G17650.1
OG0009350	XP_002870113.1	AT4G17260.1
OG0009351	XP_002868076.1	AT4G17240.1
OG0009352	XP_002868078.1	AT4G17220.1
OG0009353	XP_002875592.1	AT3G42960.1
OG0009354	XP_002876060.1	AT3G50950.1
OG0009355	XP_002876053.1	AT3G50900.1
OG0009356	XP_002892940.2	AT1G17240.2
OG0009357	XP_002877770.1	AT3G50780.1
OG0009358	XP_002877758.1	AT3G50660.1
OG0009359	XP_002877750.1	AT3G50560.1
OG0009360	XP_020881437.1	AT3G50530.2
OG0009361	XP_002877747.2	AT3G50440.1
OG0009362	XP_020881880.1	AT3G50420.1
OG0009363	XP_020873419.1	AT4G23490.1
OG0009364	XP_020885293.1	AT5G50230.1
OG0009365	XP_020866916.1	AT5G52380.1
OG0009366	XP_002864158.1	AT5G52240.1
OG0009367	XP_002864135.2	AT5G51840.1
OG0009368	XP_002865859.2	AT5G51400.1
OG0009369	XP_002877261.1	AT3G42880.1
OG0009370	XP_002885847.1	AT2G11910.1
OG0009371	XP_020888076.1	AT2G14170.1
OG0009372	XP_020888072.1	AT2G15560.1
OG0009373	XP_002885975.1	AT2G15695.1
OG0009374	XP_020886008.1	AT2G15760.1
OG0009375	XP_002886213.1	AT2G16250.1
OG0009376	XP_020888000.1	AT2G16750.1
OG0009377	XP_002878450.1, XP_002886992.1	AT3G62330.1
OG0009378	XP_020887617.1	AT2G17220.1
OG0009379	XP_020889279.1	AT2G17250.1
OG0009380	XP_002869739.1	AT4G24090.1
OG0009381	XP_020873608.1	AT4G24050.1
OG0009382	XP_002869758.1	AT4G23885.1
OG0009383	XP_020873761.1	AT4G23910.1
OG0009384	XP_020873599.1	AT4G23010.3
OG0009385	XP_002867739.1	AT4G22980.1
OG0009386	XP_020873637.1	AT4G22750.1
OG0009387	XP_002869817.2	AT4G22620.1
OG0009388	XP_020873706.1	AT4G22320.1
OG0009389	XP_002869840.1	AT4G22130.1
OG0009390	XP_020875603.1	AT5G41880.1
OG0009391	XP_020873814.1	AT4G21920.1
OG0009392	XP_002870621.1	AT5G41760.1
OG0009393	XP_002867898.1	AT4G20000.1
OG0009394	XP_020872465.1	AT4G20190.1
OG0009395	XP_002869942.1	AT4G20280.1
OG0009396	XP_020874732.1	AT4G20400.1
OG0009397	XP_002867883.1	AT4G20410.2
OG0009398	XP_002869928.1	AT4G20740.1
OG0009399	XP_002875712.1	AT3G45110.1
OG0009399	XP_002875715.1	AT3G45150.1
OG0009400	XP_020869202.1	AT1G16970.1
OG0009401	XP_020874073.1	AT4G21070.1
OG0009402	XP_020886920.1, XP_020875595.1	AT4G21192.1
OG0009403	XP_002869893.1	AT4G21330.1
OG0009404	XP_002876879.1	AT2G03350.1
OG0009405	XP_020873289.1	AT4G21530.1
OG0009406	XP_002886302.1	AT2G20760.1
OG0009407	XP_002863819.1	AT5G42120.1
OG0009408	XP_002868142.1	AT4G16330.2
OG0009409	XP_002870157.1	AT4G16450.1
OG0009410	XP_020873981.1, XP_020873982.1	AT4G16535.1
OG0009411	XP_020873975.1	AT4G16580.1
OG0009412	XP_020872071.1	AT4G16660.2
OG0009413	XP_002870137.1	AT4G16710.1
OG0009414	XP_002868088.1	AT4G17040.1
OG0009415	XP_002868086.1	AT4G17070.1
OG0009416	XP_020887817.1	AT3G01790.1
OG0009417	XP_020886882.1	AT3G01670.2
OG0009418	XP_002884269.2	AT3G01650.1
OG0009419	XP_020886092.1	AT3G01480.1
OG0009420	XP_020886962.1	AT3G01380.2
OG0009421	XP_002865052.1	AT5G66680.1
OG0009422	XP_020890730.1	AT5G66470.1
OG0009423	XP_002865067.1	AT5G66460.1
OG0009424	XP_002875870.1	AT3G47840.1
OG0009425	XP_002865069.1	AT5G66440.1
OG0009426	XP_020883882.1	AT5G66210.1
OG0009427	XP_020883935.1	AT5G66170.2
OG0009428	XP_020879986.1	AT3G63260.1
OG0009429	XP_020882369.1	AT3G63240.1
OG0009430	XP_002878496.1	AT3G63110.1
OG0009431	XP_002878489.2	AT3G62980.1
OG0009432	XP_020879778.1	AT3G62920.1
OG0009433	XP_020880113.1	AT3G62410.1
OG0009434	XP_020872231.1, XP_020880111.1	AT3G62390.1
OG0009435	XP_002878447.1, XP_002886995.1	AT3G62280.1
OG0009436	XP_002878423.1	AT3G61960.1
OG0009437	XP_020880851.1	AT3G61930.1
OG0009438	XP_020871341.1	AT3G05440.1
OG0009439	XP_020880827.1	AT3G61850.4
OG0009440	XP_020880816.1	AT3G61830.1
OG0009441	XP_020880810.1	AT3G61670.1
OG0009442	XP_002878376.1	AT3G61360.1
OG0009443	XP_020884731.1	AT2G34100.1
OG0009444	XP_020881578.1	AT3G61200.1
OG0009445	XP_020880000.1	AT3G61130.1
OG0009446	XP_020882045.1	AT3G61060.2
OG0009447	XP_020881340.1	AT3G60660.1
OG0009448	XP_002876569.1	AT3G60590.3
OG0009449	XP_020880430.1	AT3G60530.1
OG0009450	XP_002878340.1	AT3G60520.1
OG0009451	XP_002878336.1	AT3G60480.3
OG0009452	XP_002878335.2	AT3G60460.1
OG0009453	XP_020880247.1	AT3G59950.1
OG0009454	XP_020881165.1	AT3G59490.2
OG0009455	XP_020882000.1	AT3G59470.2
OG0009456	XP_020880167.1	AT3G59350.6
OG0009457	XP_020881019.1	AT3G59300.3
OG0009458	XP_020879610.1	AT3G59260.1
OG0009459	XP_002878249.1	AT3G58970.1
OG0009460	XP_002878240.1	AT3G58790.1
OG0009461	XP_020880594.1	AT3G58720.3
OG0009462	XP_002878231.1	AT3G58640.1
OG0009463	XP_002878226.1	AT3G58550.1
OG0009464	XP_002876463.1	AT3G58450.1
OG0009465	XP_020882013.1	AT3G58190.1
OG0009466	XP_002878190.1	AT3G58140.1
OG0009467	XP_002876449.1	AT3G58000.1
OG0009468	XP_002876442.1	AT3G57860.1
OG0009469	XP_020880189.1	AT3G57170.1
OG0009470	XP_002876398.2	AT3G57120.1
OG0009471	XP_020881248.1	AT3G57060.2
OG0009472	XP_002876389.1	AT3G56940.1
OG0009473	XP_020881755.1	AT3G56930.1
OG0009474	XP_020881349.1	AT3G56510.1
OG0009475	XP_002878077.2	AT3G56290.1
OG0009476	XP_002878055.1	AT3G55970.1
OG0009477	XP_020882246.1	AT3G55850.5
OG0009478	XP_002878038.1	AT3G55550.1
OG0009479	XP_020880023.1	AT3G55420.1
OG0009480	XP_020882421.1	AT3G55370.3
OG0009481	XP_002876292.1	AT3G55270.1
OG0009482	XP_002876290.1	AT3G55250.1
OG0009483	XP_020881680.1	AT3G54950.1
OG0009484	XP_002876277.1	AT3G54920.1
OG0009485	XP_020881416.1	AT3G54750.3
OG0009486	XP_020881252.1	AT3G54720.1
OG0009487	XP_020882037.1	AT3G54680.1
OG0009488	XP_020880993.1	AT3G54360.1
OG0009489	XP_002877971.1	AT3G54350.1
OG0009490	XP_002877965.2	AT3G54270.1
OG0009491	XP_020881263.1	AT3G54220.1
OG0009492	XP_020882385.1	AT3G54170.1
OG0009493	XP_002877960.1	AT3G54150.1
OG0009494	XP_002877956.1	AT3G54120.1
OG0009495	XP_002893137.1	AT1G20890.1
OG0009496	XP_002876238.1	AT3G54050.1
OG0009497	XP_020881326.1	AT3G53850.1
OG0009498	XP_020880625.1	AT3G53490.1
OG0009499	XP_020882275.1	AT3G53220.1
OG0009500	XP_020881976.1	AT3G53200.1
OG0009501	XP_020882285.1	AT3G53190.1
OG0009502	XP_002877903.2	AT3G53150.1
OG0009503	XP_020881381.1	AT3G52870.1
OG0009504	XP_002877890.1	AT3G52860.1
OG0009505	XP_002876157.1	AT3G52570.1
OG0009506	XP_002864283.1	AT5G53800.1
OG0009507	XP_002864265.1	AT5G53660.1
OG0009508	XP_020885204.1	AT5G53570.2
OG0009509	XP_002864250.1	AT5G53560.1
OG0009510	XP_020872011.1	AT5G53486.4
OG0009511	XP_002864244.1	AT5G53460.1
OG0009512	XP_002864237.1	AT5G53350.1
OG0009513	XP_020866449.1	AT5G53330.1
OG0009515	XP_020889494.1	AT3G24515.3
OG0009516	XP_002885656.1	AT3G24570.1
OG0009517	XP_002885694.1, XP_002885686.1, XP_002883585.1	AT3G25180.1
OG0009518	XP_020888718.1	AT2G05830.1
OG0009519	XP_002885629.1	AT3G23920.1
OG0009520	XP_002885639.1	AT3G24315.1
OG0009521	XP_020891491.1	AT1G66680.1
OG0009522	XP_020891684.1	AT1G67170.1
OG0009523	XP_020891343.1	AT1G67325.2
OG0009524	XP_020890351.1	AT1G67350.1
OG0009525	XP_020890350.1	AT1G67360.1
OG0009526	XP_020890661.1	AT1G67560.1
OG0009527	XP_020890573.1	AT1G67690.1
OG0009528	XP_020891137.1	AT1G67950.2
OG0009529	XP_002887161.1	AT1G67970.1
OG0009530	XP_002888638.1	AT1G68110.1
OG0009531	XP_020891777.1	AT1G68130.1
OG0009532	XP_020891732.1	AT1G68190.2
OG0009533	XP_002887172.2	AT1G68230.2
OG0009534	XP_002887182.2	AT1G68440.1
OG0009535	XP_002870472.2	AT5G36210.1
OG0009536	XP_020874640.1	AT5G36250.2
OG0009537	XP_002865682.1	AT5G48830.2
OG0009538	XP_002884095.2	AT2G18000.2
OG0009539	XP_002886149.1	AT3G46120.1, AT2G18130.1
OG0009540	XP_002884146.1	AT2G18630.1
OG0009541	XP_002886248.2	AT2G19000.1
OG0009542	XP_020886456.1	AT2G19530.1
OG0009543	XP_020886453.1	AT2G19540.1
OG0009544	XP_020885899.1	AT2G19690.2
OG0009545	XP_020883226.1	AT2G41220.1
OG0009546	XP_020884298.1	AT2G40990.1
OG0009547	XP_020883147.1	AT2G40820.4
OG0009548	XP_020885563.1	AT2G40770.1
OG0009549	XP_002879888.1	AT2G40740.3
OG0009550	XP_020884297.1	AT2G40640.1
OG0009551	XP_002879873.1	AT2G40490.1
OG0009552	XP_020885047.1	AT2G40480.1
OG0009553	XP_002881718.1	AT2G40370.1
OG0009554	XP_002879865.1	AT2G40320.1
OG0009555	XP_020884759.1	AT2G40220.1
OG0009556	XP_020883885.1	AT2G40113.1
OG0009557	XP_020885674.1	AT2G40095.1
OG0009558	XP_020885427.1	AT2G39870.1
OG0009559	XP_020885108.1	AT2G39840.1
OG0009560	XP_002879823.1	AT2G39810.1
OG0009561	XP_020885114.1	AT2G39805.2
OG0009562	XP_002879812.2	AT2G39705.1
OG0009563	XP_020881675.1	AT3G43610.2
OG0009564	XP_002881660.1	AT2G39510.1
OG0009565	XP_020885188.1, XP_020871527.1	AT2G39490.1
OG0009566	XP_020883756.1	AT2G39440.1
OG0009567	XP_002881637.1	AT2G39220.1
OG0009568	XP_002881631.1	AT2G39130.1
OG0009569	XP_002879771.1	AT2G38880.11
OG0009570	XP_020885330.1	AT2G38790.1
OG0009571	XP_002879764.1	AT2G38780.6
OG0009572	XP_020885243.1	AT2G38730.1
OG0009573	XP_020883841.1	AT2G38710.1
OG0009574	XP_020883843.1	AT2G38695.3
OG0009575	XP_020885084.1	AT2G38610.1
OG0009576	XP_002879756.2	AT2G38600.1
OG0009577	XP_020882855.1	AT2G38490.1
OG0009578	XP_002881599.1	AT2G38480.1
OG0009579	XP_020882676.1	AT2G38320.1
OG0009580	XP_020883346.1, XP_002881574.1	AT2G38270.1
OG0009581	XP_020885159.1	AT2G38110.1
OG0009582	XP_020884790.1	AT2G38040.1
OG0009583	XP_002881557.1	AT2G37980.1
OG0009584	XP_002875070.1	AT2G01390.1
OG0009585	XP_002879711.1	AT2G37860.3
OG0009586	XP_020882729.1	AT2G37780.1
OG0009587	XP_020884875.1	AT2G37430.1
OG0009588	XP_020883436.1	AT2G37410.1
OG0009589	XP_020882859.1	AT2G37370.1
OG0009590	XP_002875109.1	AT2G02050.1
OG0009591	XP_002879662.1	AT2G37330.1
OG0009592	XP_002874500.1	AT4G08960.1
OG0009593	XP_002879658.1	AT2G37250.1
OG0009594	XP_002881491.1	AT2G37130.1
OG0009595	XP_020884272.1	AT2G37050.3
OG0009596	XP_002881482.1	AT2G36930.1
OG0009597	XP_002879630.2	AT2G36910.1
OG0009598	XP_020877677.1	AT4G12540.1
OG0009599	XP_020877750.1	AT4G12580.1
OG0009600	XP_002872684.1	AT4G04210.1
OG0009601	XP_002874796.2	AT4G04360.1
OG0009602	XP_002874806.1	AT4G04630.1
OG0009603	XP_002875075.1	AT2G01490.1
OG0009604	XP_002874817.1	AT4G04880.2
OG0009605	XP_020877674.1	AT4G12070.1
OG0009606	XP_020877741.1	AT4G12360.1
OG0009607	XP_020877728.1	AT4G12390.1
OG0009608	XP_002874771.1	AT4G12420.1
OG0009609	XP_020884100.1	AT2G21230.3
OG0009610	XP_020884326.1	AT2G21300.1
OG0009611	XP_020883409.1	AT2G21550.1
OG0009612	XP_020884184.1	AT2G21630.1
OG0009613	XP_020882745.1	AT2G21880.1
OG0009614	XP_002880404.1	AT2G21900.1
OG0009615	XP_002880505.1	AT2G23450.1
OG0009616	XP_020885336.1	AT2G23820.2
OG0009617	XP_002880525.1	AT2G23770.1
OG0009618	XP_020885751.1	AT2G24310.1
OG0009619	XP_002880669.1	AT2G25280.1
OG0009620	XP_002878825.1	AT2G25110.1
OG0009621	XP_020882784.1	AT2G26410.1
OG0009622	XP_020884443.1	AT2G26330.1
OG0009623	XP_020883372.1	AT2G26280.1
OG0009624	XP_020882815.1	AT2G26490.1
OG0009625	XP_002869708.1	AT4G24640.1
OG0009626	XP_002893967.1	AT1G43850.1
OG0009627	XP_002880700.1	AT2G25720.1
OG0009628	XP_002891232.1	AT1G60360.1
OG0009629	XP_020869568.1	AT1G36310.1
OG0009630	XP_020869395.1	AT1G35470.2
OG0009631	XP_020868806.1	AT1G34780.1
OG0009632	XP_020870139.1	AT1G34750.1
OG0009633	XP_020868640.1	AT1G34355.1
OG0009634	XP_020868500.1	AT1G33811.1
OG0009635	XP_002893773.1	AT1G33520.1
OG0009636	XP_002872460.1	AT4G09750.1
OG0009637	XP_002872459.2	AT4G09730.1
OG0009638	XP_020877467.1	AT4G08540.1
OG0009639	XP_020877477.1	AT4G08390.1
OG0009640	XP_002872510.1	AT4G10360.1
OG0009641	XP_020878669.1	AT4G10610.1
OG0009642	XP_020879539.1	AT4G10640.1
OG0009643	XP_020878346.1	AT4G10720.1
OG0009644	XP_020878080.1	AT4G10790.1
OG0009645	XP_020876840.1	AT4G11790.1
OG0009646	XP_002873939.1	AT5G19260.1
OG0009647	XP_002871876.1	AT5G19280.2
OG0009648	XP_020876088.1	AT5G26330.1
OG0009649	XP_020876781.1	AT5G26570.1
OG0009650	XP_020878691.1	AT5G26740.1
OG0009651	XP_020875862.1	AT5G26670.1
OG0009652	XP_020879066.1	AT5G26770.5
OG0009653	XP_002872246.1	AT5G26940.1
OG0009654	XP_002872252.1	AT5G27920.1
OG0009655	XP_002876899.1	AT2G03820.1
OG0009656	XP_020876942.1	AT5G27740.1
OG0009657	XP_020876875.1	AT5G27610.1
OG0009658	XP_020876935.1	AT5G27450.1
OG0009659	XP_002874372.1	AT5G27430.1
OG0009660	XP_002874422.1	AT5G28290.1
OG0009661	XP_002886005.1	AT2G20020.1
OG0009662	XP_020888825.1	AT2G20080.1
OG0009663	XP_020887554.1	AT2G20180.2
OG0009664	XP_002886273.1	AT2G20310.1
OG0009665	XP_020887675.1	AT2G20362.1
OG0009666	XP_002886281.1	AT2G20470.1
OG0009667	XP_020887862.1	AT2G20815.3
OG0009668	XP_002875776.1	AT3G46220.2
OG0009669	XP_020880060.1	AT3G46210.1
OG0009670	XP_020882529.1	AT3G46200.1
OG0009671	XP_020885097.1	AT2G48060.2
OG0009672	XP_020883158.1	AT2G48020.1
OG0009673	XP_002880338.1, XP_002867172.1	AT2G47980.1
OG0009674	XP_020874861.1, XP_020884407.1	AT2G47940.1
OG0009675	XP_020874885.1, XP_002882136.1	AT2G47900.3
OG0009676	XP_020874876.1, XP_020884406.1	AT2G47890.1
OG0009677	XP_020882912.1	AT2G47820.1
OG0009678	XP_002882126.1	AT2G47670.1
OG0009679	XP_002880262.1	AT2G46735.1
OG0009680	XP_002880260.1	AT2G46710.1
OG0009681	XP_002880255.1	AT2G46630.1
OG0009682	XP_020884075.1	AT2G46510.1
OG0009683	XP_020873640.1	AT4G27120.1
OG0009684	XP_002882072.1	AT2G46505.1
OG0009685	XP_020883109.1	AT2G46500.1
OG0009686	XP_020884577.1, XP_020891119.1	AT2G46455.2
OG0009687	XP_002891292.1	AT1G44575.1
OG0009688	XP_020885825.1, XP_002862557.2	AT2G46250.1
OG0009689	XP_020883020.1	AT2G46225.2
OG0009690	XP_002880221.1	AT2G46160.1
OG0009691	XP_002882050.1	AT2G46080.1
OG0009692	XP_020883402.1	AT2G46020.2
OG0009693	XP_020885574.1	AT2G45750.1
OG0009694	XP_020883901.1	AT2G45730.1
OG0009695	XP_020883898.1	AT2G45720.1
OG0009696	XP_002882023.1	AT2G45640.1
OG0009697	XP_020885584.1	AT2G45500.5
OG0009698	XP_002882016.2	AT2G45490.1
OG0009699	XP_020882833.1	AT2G45420.1
OG0009700	XP_002880168.1	AT2G45270.1
OG0009701	XP_002882003.2	AT2G45260.1
OG0009702	XP_002882001.1	AT2G45200.2
OG0009703	XP_002880158.1	AT2G45130.1
OG0009704	XP_002880154.1	AT2G45050.1
OG0009705	XP_002880152.1	AT1G45332.1, AT2G45030.1
OG0009706	XP_002881977.1	AT2G44730.1
OG0009707	XP_002880111.1	AT2G44420.2
OG0009708	XP_002880093.1	AT2G44190.1
OG0009709	XP_002880085.2	AT2G44130.1
OG0009710	XP_020884221.1	AT2G43800.1
OG0009711	XP_002881907.1	AT2G43490.1
OG0009712	XP_020883360.1	AT2G43370.1
OG0009713	XP_020883301.1	AT2G43320.1
OG0009714	XP_002881895.1	AT2G43290.1
OG0009715	XP_020885826.1	AT2G43050.1
OG0009716	XP_020884148.1	AT2G43040.1
OG0009717	XP_020885411.1	AT2G42940.1
OG0009718	XP_020885406.1	AT2G42890.1
OG0009719	XP_020868342.1	AT5G46730.1
OG0009720	XP_002881875.1	AT2G42820.1
OG0009721	XP_020885461.1	AT2G42570.1
OG0009722	XP_020885459.1	AT2G42560.1
OG0009723	XP_002879984.1, XP_002862495.1	AT2G42410.3
OG0009724	XP_020867124.1, XP_020885340.1	AT2G42400.1
OG0009725	XP_002879982.1	AT2G42360.1
OG0009726	XP_020884269.1	AT2G42320.1
OG0009727	XP_020884199.1	AT2G41710.4
OG0009728	XP_020884032.1	AT2G41820.1
OG0009729	XP_020884034.1	AT2G41850.1
OG0009730	XP_020883889.1	AT2G41475.1
OG0009731	XP_020886333.1	AT3G19430.2
OG0009732	XP_020887097.1	AT5G47020.1
OG0009733	XP_020886317.1	AT3G01120.1
OG0009734	XP_002884306.1	AT3G02170.1
OG0009735	XP_020886899.1	AT3G02360.1
OG0009736	XP_002884317.1	AT3G02410.1
OG0009737	XP_020887334.1	AT3G02550.1
OG0009738	XP_020886871.1	AT3G02600.1
OG0009739	XP_002882254.1	AT3G02840.1
OG0009740	XP_020887905.1	AT3G02910.1
OG0009741	XP_020887187.1	AT3G03140.1
OG0009742	XP_002884362.1	AT3G03200.1
OG0009743	XP_002884363.1	AT3G03220.1
OG0009744	XP_020888670.1	AT3G03420.1
OG0009745	XP_020887852.1	AT3G03570.1
OG0009746	XP_020887017.1	AT3G03950.3
OG0009747	XP_002884425.1	AT3G04060.1
OG0009748	XP_020889020.1	AT3G04340.1
OG0009749	XP_002882351.1	AT3G04460.2
OG0009750	XP_002882363.1	AT3G04570.1
OG0009751	XP_020886591.1	AT3G04580.1
OG0009752	XP_020888471.1	AT3G04630.3
OG0009753	XP_020888964.1	AT3G04670.1
OG0009754	XP_020888965.1	AT3G04700.1
OG0009755	XP_020886530.1	AT3G04730.1
OG0009756	XP_002882382.1	AT3G04910.1
OG0009757	XP_020888680.1	AT3G05000.1
OG0009758	XP_020887059.1	AT3G05070.1
OG0009759	XP_002882397.1	AT3G05155.1
OG0009760	XP_020887072.1	AT3G05670.1
OG0009761	XP_020887654.1	AT3G06050.1
OG0009762	XP_002884557.2	AT3G06070.1
OG0009763	XP_002882456.2	AT3G06230.1
OG0009764	XP_002882459.1	AT3G06270.1
OG0009765	XP_020886810.1	AT3G06290.1
OG0009766	XP_002884578.1	AT3G06420.1
OG0009767	XP_002884589.1	AT3G06540.1
OG0009768	XP_020887671.1	AT3G66654.1
OG0009769	XP_020888898.1	AT3G06790.1
OG0009770	XP_020873835.1	AT4G26810.1
OG0009771	XP_020885978.1	AT3G06890.1
OG0009772	XP_002882509.1	AT3G07070.1
OG0009773	XP_002884625.1	AT3G07090.1
OG0009774	XP_002882512.1	AT3G07120.1
OG0009775	XP_002882516.1	AT3G07195.2
OG0009776	XP_020886553.1	AT3G07300.3
OG0009777	XP_002884641.1	AT3G07310.1
OG0009778	XP_020889414.1	AT3G07350.1
OG0009779	XP_020887273.1	AT3G07540.1
OG0009780	XP_020885965.1	AT3G07630.1
OG0009781	XP_020886391.1	AT3G07650.1
OG0009782	XP_002882549.1	AT3G07770.1
OG0009783	XP_020886253.1	AT3G07940.1
OG0009784	XP_002882562.1	AT3G07950.1
OG0009785	XP_002882563.1	AT3G07960.1
OG0009786	XP_020888170.1	AT3G07970.1
OG0009787	XP_020872159.1	AT4G27810.1
OG0009788	XP_020887426.1	AT3G08030.1
OG0009789	XP_020889442.1	AT3G08500.1
OG0009790	XP_020887357.1	AT3G08620.1
OG0009791	XP_002882599.1	AT3G09020.1
OG0009792	XP_002882604.1	AT3G09085.1
OG0009793	XP_002884726.1, XP_002862960.2	AT3G09280.1
OG0009794	XP_020888591.1	AT3G09330.1, AT3G09340.1
OG0009795	XP_002884733.1	AT3G09400.1
OG0009796	XP_020888370.1	AT3G09830.1
OG0009797	XP_020888737.1	AT3G09980.1
OG0009798	XP_002882654.1	AT3G10130.1
OG0009799	XP_020887297.1	AT3G10140.1
OG0009800	XP_020888890.1	AT3G10350.2
OG0009801	XP_002884795.1	AT3G10520.1
OG0009802	XP_002871106.1	AT5G04630.1
OG0009802	XP_020888985.1	AT3G10560.1
OG0009803	XP_002887019.1	AT1G66245.1
OG0009804	XP_002882690.1	AT3G10680.1
OG0009805	XP_002884817.1	AT3G10870.1
OG0009806	XP_020887368.1	AT3G10960.1
OG0009807	XP_020890125.1, XP_020888217.1	AT3G11040.3
OG0009808	XP_020888260.1	AT3G11430.1
OG0009809	XP_002884847.1	AT3G11490.1
OG0009810	XP_020888254.1, XP_020888252.1	AT3G11890.2, AT3G11860.1
OG0009811	XP_020888201.1	AT3G11960.1
OG0009812	XP_020888231.1	AT3G11980.1
OG0009813	XP_020888277.1	AT3G12050.1
OG0009814	XP_020888278.1	AT3G12150.1
OG0009815	XP_020888309.1	AT3G12210.2
OG0009816	XP_020888293.1	AT3G12290.1
OG0009817	XP_020888234.1	AT3G12360.1
OG0009818	XP_020888232.1	AT3G12560.1
OG0009819	XP_020878756.1	AT4G10100.1
OG0009820	XP_020887931.1	AT3G12710.1
OG0009821	XP_020885935.1	AT2G07640.1, AT3G12800.1
OG0009822	XP_020886355.1	AT3G12820.1
OG0009823	XP_002882800.1	AT3G12980.1
OG0009824	XP_020889344.1	AT3G13060.2
OG0009825	XP_020889348.1	AT3G13065.1
OG0009826	XP_020889349.1	AT3G13070.1
OG0009827	XP_020888530.1	AT3G13227.1
OG0009828	XP_020887694.1	AT3G13235.1
OG0009829	XP_002884963.1	AT3G13360.2
OG0009830	XP_002882830.1	AT3G13540.1
OG0009831	XP_002884975.1	AT3G13620.1
OG0009832	XP_020888551.1	AT3G13740.3
OG0009833	XP_002882842.1	AT3G13750.1
OG0009834	XP_002885011.1	AT3G14075.1
OG0009835	XP_002882873.1	AT3G14220.1
OG0009836	XP_020886985.1	AT3G14240.1
OG0009837	XP_002885027.1, XP_020888655.1	AT3G14260.1
OG0009838	XP_020889365.1	AT3G14270.1
OG0009839	XP_002865562.1	AT5G42180.1
OG0009840	XP_020886672.1	AT3G14350.1
OG0009841	XP_002885044.1	AT3G14430.1
OG0009842	XP_002885053.1	AT3G14740.2
OG0009843	XP_002885068.1	AT3G15110.1
OG0009844	XP_020886654.1	AT3G15115.1
OG0009845	XP_020873709.1	AT4G26730.1, AT2G16030.1
OG0009846	XP_020887184.1	AT3G15260.1
OG0009847	XP_020887186.1	AT3G15270.1
OG0009848	XP_002885078.2	AT3G15300.1
OG0009849	XP_002885083.1	AT3G15353.1
OG0009850	XP_002882952.1	AT3G15550.1
OG0009851	XP_002885111.1	AT3G15840.1
OG0009852	XP_020887887.1	AT3G16130.1
OG0009853	XP_020889011.1	AT3G16150.1
OG0009854	XP_002882983.1	AT3G16170.1
OG0009855	XP_002885130.1	AT3G16210.1
OG0009856	XP_020888624.1	AT3G16320.1
OG0009857	XP_020889183.1	AT3G16370.1
OG0009858	XP_020889145.1	AT3G16850.1
OG0009859	XP_020889118.1	AT3G16857.2
OG0009860	XP_002883054.1	AT3G17210.1
OG0009861	XP_020874018.1, XP_020874017.1	AT4G27570.1, AT4G27560.1
OG0009862	XP_020889154.1	AT3G17810.1
OG0009863	XP_002883095.1	AT3G17900.1
OG0009864	XP_002883104.1	AT3G18050.1
OG0009865	XP_002877681.1	AT3G49500.1
OG0009866	XP_020886620.1	AT3G18260.1
OG0009867	XP_002883123.1	AT3G18290.1
OG0009868	XP_020881088.1	AT2G02370.1
OG0009869	XP_002885254.1	AT3G18380.2
OG0009870	XP_020887393.1	AT3G18420.1
OG0009871	XP_020889438.1	AT3G18510.1
OG0009872	XP_002883140.1	AT3G18560.1
OG0009873	XP_020887093.1	AT3G18620.1
OG0009874	XP_020888702.1	AT3G18660.2
OG0009875	XP_020887505.1	AT3G18790.1
OG0009876	XP_020887460.1	AT3G18960.1, AT4G01580.1
OG0009877	XP_020888402.1	AT3G19010.1
OG0009878	XP_020887643.1	AT3G19050.1
OG0009879	XP_002883162.1	AT3G19090.2
OG0009880	XP_002885297.1	AT3G19160.1
OG0009881	XP_020881657.1	AT2G01180.3
OG0009882	XP_002885311.1	AT3G19500.1
OG0009883	XP_020888181.1	AT3G19510.1
OG0009884	XP_002883196.1	AT3G19650.1
OG0009885	XP_020887626.1	AT3G19670.1
OG0009886	XP_002885336.1	AT3G19850.1
OG0009887	XP_002892657.1	AT1G11800.1
OG0009888	XP_020887414.1	AT3G19970.1
OG0009889	XP_020888190.1	AT3G20190.1
OG0009890	XP_020888189.1	AT3G20200.1
OG0009891	XP_020888887.1	AT3G20260.1
OG0009892	XP_002885366.1	AT3G20320.1
OG0009893	XP_002885393.1	AT3G20660.1
