Orthogroup	Arabidopsis_lyrata_NCBI	Arabidopsis_arenosa
OG0006471	XP_020881534.1	jg13474
OG0006472	XP_020881963.1	jg13469
OG0006473	XP_020879644.1	jg13425
OG0006474	XP_020880796.1	jg13412
OG0006476	XP_020881155.1	jg13323
OG0006477	XP_020880977.1	jg13293
OG0006478	XP_020873739.1	jg10047
OG0006479	XP_002875287.1	jg13253
OG0006480	XP_020880976.1	jg13565
OG0006481	XP_002875266.2	jg13224
OG0006482	XP_020875235.1	jg2589
OG0006483	XP_002863106.1	jg2588, jg13738
OG0006484	XP_020865971.1	jg2547
OG0006485	XP_020891323.1	jg2544
OG0006486	XP_002888720.1	jg2529
OG0006487	XP_002887232.1	jg2522
OG0006488	XP_020887467.1	jg20464
OG0006489	XP_002865219.1	jg20488
OG0006490	XP_020871944.1	jg20527
OG0006491	XP_002889386.1	jg28520
OG0006492	XP_020871593.1	jg20607
OG0006493	XP_020866741.1	jg33078
OG0006494	XP_020866708.1	jg33088
OG0006495	XP_020890727.1, XP_002894222.1	jg33112
OG0006496	XP_002894227.1	jg33134
OG0006497	XP_020869935.1	jg33183
OG0006498	XP_020871701.1, XP_020885934.1	jg21921
OG0006499	XP_002874949.2, XP_020868774.1	jg33318
OG0006500	XP_002891647.1	jg33320
OG0006501	XP_002894368.2	jg33408
OG0006502	XP_002891695.1	jg33428
OG0006503	XP_002864352.1	jg22299
OG0006505	XP_020882793.1	jg18558
OG0006506	XP_002881344.2	jg18560
OG0006507	XP_020871737.1, XP_020885052.1	jg18564
OG0006508	XP_002879516.2	jg18597
OG0006509	XP_020885623.1	jg18609
OG0006510	XP_020883102.1	jg18638
OG0006511	XP_020883916.1	jg18688
OG0006512	XP_020883501.1	jg17994
OG0006512	XP_020883711.1	jg18698
OG0006513	XP_020883729.1	jg18708
OG0006514	XP_002879008.1	jg17488, jg17503, jg17499, jg8466, jg17581, jg17482
OG0006515	XP_020874446.1	jg10651
OG0006516	XP_020889255.1	jg10655
OG0006517	XP_002869995.1	jg10656
OG0006518	XP_020874457.1	jg10662
OG0006519	XP_002867953.1	jg10666
OG0006520	XP_020875075.1	jg10705
OG0006521	XP_002867978.1	jg10712
OG0006522	XP_002867993.1	jg10751
OG0006523	XP_002877163.1	jg13740
OG0006524	XP_020873920.1	jg10754
OG0006525	XP_020874375.1	jg10782
OG0006526	XP_002870067.1	jg10792
OG0006527	XP_002868018.1	jg10807
OG0006528	XP_002868029.1	jg10815
OG0006529	XP_020875001.1	jg10821, jg6349
OG0006530	XP_002868047.1	jg10849
OG0006531	XP_002868061.1	jg10872
OG0006532	XP_020873210.1	jg10896
OG0006533	XP_020872312.1	jg10899
OG0006534	XP_002876066.1	jg14989
OG0006535	XP_002877783.1	jg14983
OG0006536	XP_002876054.1	jg14968
OG0006537	XP_002876050.1	jg14963
OG0006538	XP_020880699.1	jg14906
OG0006539	XP_002867698.1	jg10131
OG0006540	XP_020873674.1	jg10155
OG0006541	XP_002865917.1	jg21951
OG0006542	XP_002864082.1	jg21747
OG0006543	XP_002864095.1	jg21768
OG0006544	XP_002864098.1	jg21773
OG0006545	XP_020886994.1	jg27356
OG0006546	XP_002885951.1	jg27552
OG0006547	XP_020888694.1	jg27558
OG0006548	XP_002886204.1	jg27654, jg27658, jg27656, jg27653
OG0006549	XP_002884040.1	jg27833
OG0006550	XP_002869745.1	jg10084
OG0006551	XP_002867682.1	jg10085
OG0006552	XP_020873481.1	jg10107
OG0006553	XP_002869766.1	jg10116
OG0006554	XP_020873604.1	jg10255
OG0006555	XP_002869810.1	jg10258
OG0006556	XP_020873672.1	jg10261
OG0006557	XP_020873494.1	jg10262
OG0006558	XP_020873490.1	jg10306
OG0006559	XP_002894658.1	jg1363
OG0006560	XP_020889815.1, XP_020889812.1	jg548, jg551
OG0006561	XP_002869939.1	jg10538
OG0006563	XP_020873941.1	jg10480
OG0006564	XP_002869913.2	jg10472
OG0006565	XP_020883618.1	jg17199
OG0006566	XP_020873937.1	jg10453
OG0006567	XP_020875375.1	jg10444
OG0006568	XP_020873263.1	jg10422
OG0006569	XP_020873789.1	jg10420
OG0006570	XP_002869876.1	jg10400
OG0006571	XP_002869867.1	jg10385
OG0006572	XP_002867819.1	jg10367
OG0006573	XP_020874011.1	jg10594
OG0006574	XP_020874978.1	jg10609
OG0006575	XP_020873998.1	jg11010
OG0006576	XP_002870142.1	jg10957
OG0006577	XP_002870131.1	jg10931
OG0006578	XP_002868090.1	jg10917
OG0006579	XP_020867707.1	jg23734
OG0006580	XP_020877538.1	jg23736
OG0006581	XP_020872027.1	jg23756
OG0006582	XP_002878518.1	jg16442
OG0006583	XP_002878502.1	jg16406, jg16397, jg16390
OG0006584	XP_002878486.1	jg16360
OG0006585	XP_002878470.1	jg16334
OG0006586	XP_002876654.2	jg16271
OG0006587	XP_020880831.1	jg16260
OG0006588	XP_020880818.1	jg16233
OG0006589	XP_020880806.1	jg16231
OG0006590	XP_002876606.1	jg16183
OG0006591	XP_002876601.1	jg16177
OG0006592	XP_020880325.1	jg16155
OG0006593	XP_020882453.1	jg16129
OG0006594	XP_020870282.1	jg21069
OG0006595	XP_020880942.1	jg16030
OG0006596	XP_002878236.1	jg15900
OG0006597	XP_020880562.1	jg15896
OG0006598	XP_020880600.1	jg15894
OG0006599	XP_002865825.1	jg21740
OG0006600	XP_002878162.1	jg15768
OG0006601	XP_020879643.1	jg15761
OG0006602	XP_002878144.1	jg15740
OG0006603	XP_002878113.1	jg15701
OG0006604	XP_020881352.1	jg15621
OG0006605	XP_020880893.1	jg15588
OG0006606	XP_002876346.1	jg15570
OG0006607	XP_002876341.1	jg15551, jg15544
OG0006608	XP_002876305.1	jg15485
OG0006609	XP_002876302.1	jg15483
OG0006610	XP_020882281.1	jg15453
OG0006611	XP_002878004.1	jg15426
OG0006612	XP_020880472.1	jg15419
OG0006613	XP_020882069.1	jg15298
OG0006614	XP_020881373.1	jg15212
OG0006615	XP_020884353.1	jg22147
OG0006616	XP_002864273.1	jg22136
OG0006617	XP_002865988.1	jg22131
OG0006618	XP_002868157.1	jg11049
OG0006619	XP_002883543.1	jg26801
OG0006620	XP_002885644.1	jg26748
OG0006621	XP_002888583.1	jg2247
OG0006622	XP_002887146.1	jg2326
OG0006623	XP_020891080.1	jg2335, jg2330
OG0006624	XP_002887165.2	jg2379
OG0006625	XP_002887176.1	jg2392
OG0006626	XP_020871714.1	jg21439
OG0006627	XP_020886105.1	jg27962
OG0006628	XP_002884131.1	jg28002
OG0006629	XP_020889069.1	jg28003
OG0006630	XP_002884178.1	jg28090
OG0006631	XP_020886959.1	jg28113
OG0006632	XP_002875094.1	jg12985
OG0006633	XP_020888403.1	jg28129
OG0006634	XP_002884295.1	jg24000
OG0006635	XP_002883983.1	jg28148
OG0006636	XP_002883982.1	jg28149
OG0006637	XP_020889360.1	jg28173
OG0006638	XP_020883959.1	jg19331
OG0006639	XP_002879871.1	jg19309
OG0006640	XP_020885488.1	jg20002
OG0006641	XP_002881704.1	jg19276
OG0006642	XP_002879855.1, XP_002862876.2	jg19270
OG0006643	XP_020884758.1	jg19254
OG0006644	XP_020884620.1	jg19243
OG0006645	XP_020883522.1	jg19212
OG0006646	XP_002879815.1	jg19198
OG0006647	XP_002881666.1	jg19183
OG0006648	XP_020868458.1	jg29114
OG0006649	XP_002879759.1	jg19047
OG0006650	XP_020882924.1	jg19040
OG0006651	XP_002879748.2	jg19031
OG0006652	XP_020882751.1	jg19010
OG0006653	XP_002879739.1	jg19008
OG0006654	XP_020883343.1	jg19004, jg18997
OG0006655	XP_020883765.1, XP_002862263.1	jg18993
OG0006656	XP_020879692.1	jg13633
OG0006657	XP_020883876.1	jg18980
OG0006658	XP_020884788.1	jg18967
OG0006659	XP_002881554.1	jg18961
OG0006660	XP_002881514.1	jg18911
OG0006661	XP_020882802.1	jg18899
OG0006662	XP_002881531.2, XP_020882818.1	jg18886
OG0006663	XP_002879629.2	jg18829
OG0006664	XP_020877718.1	jg7675
OG0006665	XP_002874807.1	jg7718
OG0006666	XP_002874728.1	jg7583
OG0006666	XP_002874727.1	jg7582
OG0006667	XP_002874726.1	jg7581
OG0006668	XP_002871869.1	jg5779
OG0006669	XP_020884999.1	jg16539
OG0006670	XP_002878546.2	jg16547
OG0006671	XP_020884489.1	jg16574
OG0006672	XP_020883541.1	jg16602
OG0006673	XP_020883231.1	jg16626
OG0006674	XP_002878602.1	jg16649
OG0006675	XP_020882836.1	jg16815
OG0006676	XP_002880747.1	jg10823, jg17261
OG0006677	XP_002878803.1	jg17015
OG0006678	XP_002869612.1	jg9815
OG0006679	XP_002867655.1	jg10016
OG0006680	XP_020870382.1	jg32113
OG0006681	XP_020868520.1	jg32071
OG0006682	XP_020868503.1	jg32067
OG0006683	XP_020878361.1	jg7277
OG0006684	XP_020878991.1	jg7328
OG0006685	XP_002894192.1	jg33069
OG0006686	XP_020877942.1	jg7490
OG0006687	XP_020877941.1	jg7491
OG0006688	XP_002874312.1	jg6545
OG0006689	XP_020876958.1	jg6612
OG0006690	XP_002869719.1	jg10033
OG0006691	XP_020876941.1	jg6642
OG0006692	XP_002872266.2	jg6647
OG0006693	XP_020876908.1	jg6664
OG0006694	XP_002874392.1	jg6687
OG0006695	XP_002883961.1	jg28196
OG0006696	XP_002883934.1	jg28239
OG0006697	XP_020887251.1	jg28256
OG0006698	XP_020888113.1	jg28259
OG0006699	XP_020874702.1	jg12665
OG0006700	XP_002882082.1, XP_002882084.1	jg20073
OG0006701	XP_002880254.1	jg20067
OG0006702	XP_002880253.1	jg20066
OG0006703	XP_020883467.1	jg20040
OG0006704	XP_020882878.1	jg20032
OG0006705	XP_020884504.1	jg20021
OG0006706	XP_002882044.1	jg19997
OG0006707	XP_020883117.1	jg19977
OG0006708	XP_020884251.1	jg19963
OG0006709	XP_002882025.1	jg19961
OG0006710	XP_002880179.1	jg19935
OG0006711	XP_002882002.1	jg19910
OG0006712	XP_002881994.1	jg19873
OG0006713	XP_020882677.1	jg19862
OG0006714	XP_002880148.1	jg19861
OG0006715	XP_002881979.1	jg19835
OG0006716	XP_020885116.1	jg19784
OG0006717	XP_020885149.1	jg19743
OG0006718	XP_002880063.1	jg19714
OG0006719	XP_002880059.1	jg19709
OG0006720	XP_002881921.1	jg19702, jg19703
OG0006721	XP_002881920.1	jg19701
OG0006722	XP_020883364.1	jg19664
OG0006723	XP_002881887.2	jg19638
OG0006724	XP_020884910.1	jg19605
OG0006725	XP_002881856.1	jg19565
OG0006726	XP_002862496.1, XP_002881841.1	jg19543
OG0006727	XP_020885222.1	jg19529
OG0006728	XP_002879935.1	jg19437
OG0006729	XP_020883866.1	jg19428
OG0006730	XP_020884524.1	jg19411
OG0006731	XP_020885413.1	jg19407, jg19409
OG0006732	XP_020885095.1	jg20351
OG0006733	XP_002869217.1	jg9046
OG0006734	XP_020886315.1	jg23995
OG0006735	XP_002866042.1	jg22245, jg22249
OG0006736	XP_020886897.1	jg24050
OG0006737	XP_002884331.1	jg24086
OG0006738	XP_020889326.1	jg24107
OG0006739	XP_020889319.1	jg24110
OG0006740	XP_002884359.1	jg24139
OG0006741	XP_020888661.1	jg24180
OG0006742	XP_002884398.1	jg24207
OG0006743	XP_020887002.1	jg24225
OG0006744	XP_020887012.1	jg24234
OG0006745	XP_020886791.1	jg24316
OG0006746	XP_020888047.1	jg24431
OG0006747	XP_002884503.1	jg24434
OG0006748	XP_002882419.1	jg24455
OG0006749	XP_020887581.1	jg24464
OG0006750	XP_002893444.1	jg31223
OG0006751	XP_002882443.1	jg24528
OG0006752	XP_020888592.1	jg24529
OG0006753	XP_002882493.1	jg24628
OG0006754	XP_020886396.1	jg24637
OG0006755	XP_002862294.2, XP_002884637.2	jg24678
OG0006756	XP_002884642.1	jg24685
OG0006757	XP_020887489.1	jg24687
OG0006758	XP_020888862.1	jg24691
OG0006759	XP_020888989.1	jg24695
OG0006760	XP_020888953.1	jg24706
OG0006761	XP_020888762.1	jg24715
OG0006762	XP_002882547.1	jg24733
OG0006763	XP_020887692.1	jg24736
OG0006764	XP_020887693.1	jg24737
OG0006765	XP_020887216.1	jg24797
OG0006766	XP_020888740.1	jg24816
OG0006767	XP_020889320.1	jg24837
OG0006768	XP_020886470.1	jg24826
OG0006769	XP_002882611.1, XP_002862963.1	jg24852
OG0006770	XP_020888966.1	jg24935
OG0006771	XP_020888243.1	jg25095
OG0006772	XP_020887354.1	jg25037
OG0006773	XP_020888280.1	jg25051
OG0006774	XP_002884829.1	jg25052
OG0006775	XP_020888273.1	jg25092
OG0006776	XP_002882739.2	jg25112
OG0006777	XP_002884854.2	jg25113
OG0006778	XP_002884855.1	jg25116
OG0006779	XP_020888240.1	jg25125
OG0006780	XP_002884861.1	jg25126
OG0006781	XP_002884891.1	jg25175
OG0006782	XP_002884907.1	jg25204
OG0006783	XP_002884917.1	jg25222
OG0006784	XP_002884923.1	jg25229
OG0006785	XP_002882795.1	jg25246
OG0006786	XP_002884937.2	jg25264
OG0006787	XP_020884017.1	jg18179, jg18183
OG0006788	XP_002882838.1	jg25355
OG0006789	XP_020872518.1, XP_020888550.1	jg25366
OG0006790	XP_020888793.1	jg25397
OG0006791	XP_002872474.1	jg7314
OG0006791	XP_002872473.1	jg7312
OG0006792	XP_020887168.1	jg25425
OG0006793	XP_002882871.1	jg25427
OG0006794	XP_002885045.1	jg25457
OG0006795	XP_002882885.2	jg25475
OG0006796	XP_002885055.1	jg25493
OG0006797	XP_002882902.1	jg25509
OG0006798	XP_002882919.1	jg25543
OG0006799	XP_020888545.1	jg25575
OG0006800	XP_002882949.1	jg25597
OG0006801	XP_020887061.1	jg25629
OG0006802	XP_020886989.1	jg25632
OG0006803	XP_002885129.1	jg25666
OG0006804	XP_002885131.1	jg25672
OG0006805	XP_002889497.1	jg28738
OG0006806	XP_020889215.1	jg25791
OG0006807	XP_020889090.1	jg25813
OG0006808	XP_020889142.1	jg25846
OG0006809	XP_002885215.1	jg25855
OG0006810	XP_020876204.1	jg11653
OG0006811	XP_002883070.1	jg25862
OG0006812	XP_002883071.1	jg25863
OG0006813	XP_002885227.1	jg25885
OG0006814	XP_020889189.1	jg25902
OG0006815	XP_020889028.1	jg25936
OG0006816	XP_002883119.1	jg25943
OG0006817	XP_002885255.1	jg25971
OG0006818	XP_020888393.1	jg25978
OG0006819	XP_002885279.1	jg26009
OG0006820	XP_002883155.1	jg26022
OG0006821	XP_002893020.1	jg30412
OG0006822	XP_002883220.1	jg26148
OG0006823	XP_020889037.1	jg26151
OG0006824	XP_002885368.1	jg26189
OG0006825	XP_020889358.1	jg26212, jg16924
OG0006826	XP_002885385.1	jg26216
OG0006827	XP_020887690.1	jg26217
OG0006828	XP_002883270.1	jg26251
OG0006829	XP_002883277.1	jg26261
OG0006830	XP_020886944.1	jg26284
OG0006831	XP_002883292.1	jg26301
OG0006832	XP_020868177.1	jg29357
OG0006833	XP_020872858.1	jg12380
OG0006835	XP_002865571.1	jg21273
OG0006836	XP_020882954.1	jg21244
OG0006837	XP_002883458.1	jg26638
OG0006838	XP_020886723.1, XP_002862780.1	jg26515
OG0006839	XP_020886686.1	jg26467
OG0006840	XP_002885448.1	jg26351
OG0006841	XP_002867378.1	jg9423
OG0006843	XP_002888301.1	jg1798
OG0006844	XP_020890955.1	jg1765
OG0006845	XP_020878001.1	jg5718
OG0006846	XP_002871828.1	jg5715
OG0006847	XP_020878736.1	jg5690
OG0006848	XP_002873881.1	jg5671
OG0006849	XP_002865732.1	jg21569
OG0006850	XP_020878365.1	jg6862
OG0006851	XP_020878216.1	jg21374
OG0006852	XP_020881411.1	jg15168
OG0006853	XP_002877852.1	jg15135
OG0006854	XP_020881889.1, XP_020880640.1	jg15126
OG0006855	XP_002877843.1	jg15121
OG0006856	XP_002877842.1	jg15118
OG0006857	XP_002885456.1	jg26361
OG0006858	XP_002877806.1	jg15033
OG0006859	XP_002877804.1	jg15026
OG0006860	XP_020879928.1	jg15012
OG0006861	XP_020879932.1	jg15010
OG0006862	XP_002889356.1	jg28453
OG0006864	XP_002889363.1	jg28473
OG0006865	XP_020866515.1	jg28511
OG0006866	XP_020868097.1	jg28533
OG0006867	XP_002889401.1	jg28550
OG0006868	XP_002892134.2	jg28604
OG0006869	XP_002889428.1	jg10967
OG0006870	XP_020867757.1	jg28619
OG0006871	XP_020866429.1	jg28703
OG0006872	XP_002892205.1	jg28745
OG0006873	XP_020887387.1	jg27600
OG0006874	XP_002892228.1	jg28779
OG0006875	XP_020866003.1	jg28788
OG0006876	XP_002892240.1	jg28798
OG0006877	XP_020881128.1	jg14254
OG0006878	XP_020870547.1	jg28818
OG0006879	XP_020869001.1	jg28844
OG0006880	XP_020868039.1	jg28861
OG0006881	XP_020867573.1	jg28903
OG0006882	XP_002889584.1	jg28956
OG0006883	XP_002892320.1	jg28959
OG0006884	XP_002889606.1	jg28999
OG0006885	XP_002889609.1	jg29007
OG0006886	XP_002889620.1	jg29030
OG0006887	XP_020866669.1	jg29047
OG0006888	XP_020870307.1	jg29051
OG0006889	XP_020873708.1	jg10041, jg10039
OG0006890	XP_002892434.1	jg29170
OG0006891	XP_002892447.2	jg29183
OG0006892	XP_002892452.1	jg29191
OG0006893	XP_020870331.1	jg29199
OG0006894	XP_002889697.1	jg29211
OG0006895	XP_020868146.1	jg29241
OG0006896	XP_020867647.1	jg29251
OG0006897	XP_002889727.1	jg29256
OG0006898	XP_020867886.1	jg29272
OG0006899	XP_002889742.1	jg29293
OG0006900	XP_020868197.1	jg29344
OG0006901	XP_020868825.1	jg29373
OG0006902	XP_002892549.1	jg29391
OG0006903	XP_002886670.1	jg1091
OG0006904	XP_020868835.1	jg29442
OG0006905	XP_020866629.1	jg29481
OG0006906	XP_002892615.1	jg29512
OG0006907	XP_002889853.1	jg29531
OG0006908	XP_002892623.1	jg29535
OG0006909	XP_002892624.1	jg29537
OG0006910	XP_002889859.1	jg29542, jg29544
OG0006911	XP_002889861.1	jg29553
OG0006912	XP_002889880.1	jg29599
OG0006913	XP_020870705.1	jg29605
OG0006914	XP_020868950.1	jg29615
OG0006915	XP_020869488.1	jg29617
OG0006916	XP_002889915.1	jg29654
OG0006917	XP_002892680.1	jg29669
OG0006918	XP_020868459.1	jg29685
OG0006919	XP_020876851.1	jg8223
OG0006920	XP_002889951.2, XP_002889943.1	jg29713
OG0006921	XP_020866538.1	jg29753
OG0006922	XP_020867113.1	jg29760
OG0006923	XP_002892768.1	jg29837
OG0006924	XP_020869268.1	jg29857
OG0006925	XP_002892779.1	jg29859
OG0006926	XP_002890032.1	jg29865
OG0006927	XP_020870392.1	jg29912
OG0006928	XP_002890064.1	jg29937
OG0006929	XP_020873206.1, XP_020870532.1	jg29965
OG0006930	XP_020870535.1	jg29966
OG0006931	XP_020870780.1	jg29995
OG0006932	XP_020866389.1	jg30009
OG0006933	XP_002890099.1	jg30022
OG0006934	XP_002892867.1	jg30031
OG0006935	XP_020866082.1	jg30068
OG0006936	XP_020868672.1	jg30072
OG0006937	XP_002893066.1	jg30502
OG0006937	XP_020867552.1	jg30090
OG0006938	XP_020867600.1	jg30107
OG0006939	XP_020881552.1	jg13566
OG0006940	XP_002892924.1	jg30203, jg30191
OG0006941	XP_020867447.1	jg30209
OG0006942	XP_002890208.1	jg30242
OG0006943	XP_002890221.2	jg30259
OG0006944	XP_020869018.1	jg30288
OG0006945	XP_020867108.1	jg30294
OG0006946	XP_020866541.1	jg30305
OG0006947	XP_002892968.1	jg30307
OG0006948	XP_020866821.1	jg30309
OG0006949	XP_002890254.1	jg30321
OG0006950	XP_020869444.1	jg30356
OG0006951	XP_002890278.1	jg6068, jg30370
OG0006952	XP_020869741.1	jg30384
OG0006953	XP_002890304.1	jg30416
OG0006954	XP_020870042.1	jg30449
OG0006955	XP_020870089.1	jg30479
OG0006956	XP_020879687.1	jg13463
OG0006956	XP_020870294.1	jg30482
OG0006958	XP_020866683.1	jg30601
OG0006959	XP_020870749.1	jg30627
OG0006960	XP_002890414.1	jg30635
OG0006961	XP_002890423.2	jg30647
OG0006962	XP_002890441.1	jg30687
OG0006963	XP_002893165.1	jg30695
OG0006964	XP_002893185.1	jg30735
OG0006965	XP_020869594.1	jg30739
OG0006966	XP_020870864.1	jg30742
OG0006967	XP_002890490.1	jg30766
OG0006968	XP_002863522.1	jg20600
OG0006969	XP_002870307.1	jg11312
OG0006970	XP_002888847.2	jg2800
OG0006971	XP_020889860.1	jg2751
OG0006971	XP_002887360.2	jg2753
OG0006972	XP_002887343.1	jg2720
OG0006973	XP_020890159.1	jg2598
OG0006974	XP_020873354.1	jg10071
OG0006975	XP_002869735.1	jg10068
OG0006976	XP_020888783.1	jg27856
OG0006977	XP_020865601.1	jg578
OG0006978	XP_020865977.1, XP_020871991.1	jg592
OG0006979	XP_020865857.1	jg677
OG0006980	XP_020890412.1	jg693
OG0006981	XP_020890073.1	jg773
OG0006982	XP_020890108.1	jg794
OG0006983	XP_002893460.1	jg31258
OG0006984	XP_020890036.1	jg867
OG0006985	XP_020890077.1	jg877
OG0006985	XP_020890131.1	jg876
OG0006986	XP_002888245.1	jg1178
OG0006987	XP_020890618.1	jg430
OG0006988	XP_002887260.1	jg2578
OG0006989	XP_002887868.1	jg361
OG0006990	XP_002870592.1	jg12863
OG0006991	XP_020870568.1	jg20401
OG0006992	XP_002865173.1	jg20397
OG0006993	XP_002863392.1	jg20388
OG0006994	XP_020888209.1	jg20282
OG0006995	XP_002865110.1	jg20272
OG0006996	XP_020887390.1	jg25371
OG0006997	XP_020891054.1	jg20670
OG0006998	XP_002874841.1	jg7805
OG0006999	XP_002867403.1	jg9484
OG0007000	XP_002867397.1	jg9461
OG0007001	XP_002894090.1, XP_002891407.1	jg32877
OG0007002	XP_002891413.1	jg32891
OG0007003	XP_020891237.1	jg3153
OG0007004	XP_002889003.1	jg3149
OG0007006	XP_002866800.1	jg8302, jg8309
OG0007007	XP_020872762.1	jg8357
OG0007008	XP_020874670.1	jg8384
OG0007009	XP_002866847.1	jg8410
OG0007010	XP_002868904.2	jg8411
OG0007011	XP_002866909.1, XP_020872367.1	jg8514
OG0007012	XP_020874925.1	jg8555
OG0007013	XP_020875165.1	jg8573
OG0007014	XP_002868991.1	jg8596
OG0007015	XP_002866965.2	jg8617
OG0007016	XP_020874858.1	jg8646
OG0007017	XP_002866995.1	jg8664
OG0007018	XP_002869026.1	jg8665
OG0007019	XP_002867029.1	jg8708
OG0007020	XP_020875306.1	jg8735
OG0007021	XP_020874957.1	jg8764
OG0007022	XP_020875053.1	jg8771
OG0007023	XP_002867069.1	jg8794
OG0007024	XP_002888084.1	jg813
OG0007025	XP_020875345.1	jg8845
OG0007027	XP_002867097.1	jg8857
OG0007028	XP_020872041.1	jg8867
OG0007029	XP_002869127.1	jg8874
OG0007030	XP_020875245.1	jg8882
OG0007031	XP_002869288.1	jg9171
OG0007032	XP_020874339.1	jg9170
OG0007033	XP_002869285.1	jg9164
OG0007034	XP_020873929.1	jg9134
OG0007035	XP_020874675.1	jg9132
OG0007036	XP_020872497.1	jg9116
OG0007037	XP_002869242.1	jg9109
OG0007038	XP_002879472.1	jg18484
OG0007039	XP_020883194.1	jg17228
OG0007040	XP_020872316.1	jg9074
OG0007042	XP_020872810.1	jg9020
OG0007043	XP_002885852.1	jg27363
OG0007044	XP_002867164.1	jg9005
OG0007045	XP_020872573.1	jg8995
OG0007046	XP_002869186.1	jg8975
OG0007047	XP_020874428.1	jg8972
OG0007049	XP_002869176.1	jg8958
OG0007050	XP_020875287.1	jg8955
OG0007051	XP_020873212.1	jg9197
OG0007053	XP_020875642.1	jg9270
OG0007054	XP_002867305.1	jg9271
OG0007055	XP_020875696.1	jg9283
OG0007056	XP_020873214.1	jg9287
OG0007057	XP_020872912.1	jg9303
OG0007058	XP_020873957.1	jg9307
OG0007059	XP_020872116.1	jg9329
OG0007060	XP_002883465.1	jg26651
OG0007061	XP_002883508.1	jg26717
OG0007062	XP_002888882.2	jg2888
OG0007063	XP_020890571.1	jg2871
OG0007064	XP_020889937.1	jg2855
OG0007065	XP_020869495.1	jg30915, jg32006
OG0007066	XP_020869255.1	jg30926
OG0007067	XP_002890615.1	jg31012
OG0007068	XP_002880726.1	jg17227
OG0007069	XP_002872868.2	jg8043
OG0007070	XP_002874976.2	jg8089
OG0007071	XP_002872926.1	jg8158
OG0007072	XP_020882440.1, XP_020879669.1	jg14028
OG0007072	XP_020879449.1	jg8137
OG0007073	XP_002872909.2	jg8120
OG0007074	XP_020878700.1	jg8106
OG0007075	XP_020878862.1	jg8172
OG0007076	XP_020879138.1	jg8224
OG0007077	XP_020878532.1	jg8244
OG0007078	XP_002880489.1	jg16780
OG0007078	XP_002881814.1	jg19498
OG0007079	XP_020866849.1	jg31231
OG0007080	XP_020873253.1	jg10062
OG0007081	XP_020872099.1	jg9622
OG0007082	XP_020868823.1	jg28566
OG0007083	XP_002892774.1	jg29847
OG0007084	XP_020870053.1	jg30218
OG0007085	XP_020869347.1	jg30264
OG0007086	XP_020870030.1	jg30918
OG0007087	XP_002893394.1	jg31097
OG0007088	XP_020870569.1	jg31217
OG0007089	XP_002893450.1	jg31233, jg31234
OG0007090	XP_002890717.1	jg31253
OG0007091	XP_020884395.1, XP_020876421.1, XP_020878913.1	jg13503
OG0007091	XP_020887730.1	jg7025
OG0007092	XP_020889924.1	jg17448
OG0007092	XP_020876951.1, XP_020891679.1, XP_020883128.1, XP_020870691.1, XP_020865746.1, XP_020882414.1, XP_020868796.1, XP_020877531.1	jg1635, jg1255, jg14015
OG0007093	XP_020891360.1	jg2883
OG0007094	XP_002883469.1	jg26661
OG0007094	XP_002885442.1, XP_020882734.1	jg26343
OG0007095	XP_002886002.1	jg28218
OG0007095	XP_002878847.1	jg17089
OG0007096	XP_020882297.1	jg12914
OG0007097	XP_002875280.1	jg13242
OG0007098	XP_020881677.1	jg13707
OG0007099	XP_002875532.1	jg13856
OG0007100	XP_002875645.2	jg14122
OG0007101	XP_002875806.1	jg14472
OG0007101	XP_002875805.1	jg14471
OG0007102	XP_002876125.1	jg15120
OG0007103	XP_020881135.1	jg15249
OG0007104	XP_020880495.1	jg15920
OG0007105	XP_020878766.1	jg5701
OG0007106	XP_002872237.1	jg6579
OG0007107	XP_002874578.1	jg7271
OG0007108	XP_002872624.1	jg7577
OG0007110	XP_002869631.1	jg9853
OG0007111	XP_020873849.1	jg10215
OG0007112	XP_020874538.1	jg10693
OG0007113	XP_020872129.1	jg12310
OG0007114	XP_020871554.1	jg20430
OG0007114	XP_002863402.2	jg20429
OG0007115	XP_002865623.1, XP_020871395.1	jg21358
OG0007116	XP_002863975.1	jg21547
OG0007117	YP_009357266.1	jg137, jg291
OG0007128	XP_002876714.1	jg16403, jg16395, jg16411
OG0007129	XP_002867733.1	jg10218
OG0007130	XP_002864328.1	jg22234
OG0007131	XP_020871760.1	jg23305
OG0007132	XP_002875905.1	jg14662
OG0007133	XP_020880375.1	jg14656
OG0007134	XP_002875887.1	jg14635
OG0007135	XP_002877585.1	jg14596
OG0007136	XP_002877582.1	jg14592
OG0007137	XP_002875060.1	jg12902
OG0007138	XP_020882525.1	jg12918
OG0007139	XP_020875255.1	jg9477
OG0007140	XP_020882316.1	jg12973
OG0007141	XP_020881075.1	jg13032
OG0007142	XP_002879712.1	jg18951
OG0007143	XP_020869647.1	jg20387
OG0007144	XP_020890356.1	jg3488
OG0007145	XP_002873846.1	jg5605
OG0007146	XP_002873841.1	jg5599
OG0007147	XP_002871767.1	jg5578
OG0007148	XP_002873828.1	jg5576
OG0007149	XP_020876528.1	jg5553
OG0007150	XP_020878886.1	jg5547
OG0007151	XP_002871744.1	jg5522
OG0007152	XP_020879326.1	jg5507
OG0007153	XP_002871726.1	jg5487
OG0007154	XP_002868800.1	jg12320
