Orthogroup	Arabidopsis_lyrata_NCBI	Cochlearia_excelsa
OG0010923	XP_020889263.1	g14024, g6086
OG0010924	XP_020889254.1	g14023
OG0010925	XP_002884073.1	g14008
OG0010926	XP_020887148.1	g6814
OG0010927	XP_002866048.1	g28483
OG0010928	XP_002875844.1	g2729
OG0010929	XP_002875846.1	g19513, g2731
OG0010930	XP_002894568.1	g27970, g5
OG0010931	XP_020868969.1	g54382, g54377, g54381
OG0010932	XP_020868917.1	g27984
OG0010933	XP_020866689.1	g36683
OG0010934	XP_002891303.1	g28143
OG0010935	XP_002891767.2	g28000
OG0010936	XP_020868068.1	g36659
OG0010937	XP_020867191.1	g54298
OG0010938	XP_002891753.1	g54296, g36633
OG0010939	XP_020867173.1	g36610
OG0010940	XP_020884429.1	g38281
OG0010942	XP_002879594.1	g37149
OG0010943	XP_020883028.1	g37156
OG0010944	XP_020885464.1	g38029
OG0010946	XP_020885071.1	g51587
OG0010947	XP_002881457.1	g51599
OG0010948	XP_020882054.1	g19594
OG0010949	XP_020882126.1	g11449
OG0010950	XP_020881451.1	g3138
OG0010952	XP_002870398.1	g17890
OG0010953	XP_020874987.1	g13527, g46864
OG0010954	XP_002865942.2	g41249
OG0010955	XP_020888352.1	g1421
OG0010956	XP_020871824.1	g1455
OG0010957	XP_020874570.1	g17920
OG0010958	XP_020877125.1	g46977
OG0010959	XP_002863143.1	g24705
OG0010960	XP_002868358.1	g47002
OG0010961	XP_020872780.1	g24579
OG0010962	XP_002868321.1	g17777
OG0010963	XP_002883742.1	g13596
OG0010964	XP_020872629.1	g17756
OG0010965	XP_020875003.1, XP_002870325.1	g24539
OG0010966	XP_020875649.1	g47038
OG0010967	XP_002870303.1	g47057
OG0010968	XP_002868250.1	g47078
OG0010969	XP_020872927.1	g46714
OG0010970	XP_020874810.1	g47083
OG0010971	XP_020880093.1	g1594
OG0010972	XP_020875427.1	g47092
OG0010973	XP_020872751.1	g24466
OG0010974	XP_002870238.2	g24457
OG0010975	XP_002870226.1	g17647
OG0010976	XP_020870614.1	g27499
OG0010977	XP_002865763.1	g1461
OG0010978	XP_002870202.1	g24407
OG0010979	XP_020874334.1	g24403
OG0010980	XP_020875197.1	g24410
OG0010981	XP_002887465.1	g46025
OG0010984	XP_002888926.1	g44572
OG0010986	XP_002888934.1	g44564, g46068
OG0010987	XP_002887490.1	g46076
OG0010988	XP_020891507.1	g46083
OG0010989	XP_020883705.1	g51550
OG0010990	XP_002888947.1	g46095
OG0010991	XP_020889683.1	g46098
OG0010992	XP_020891440.1	g46101
OG0010993	XP_020889636.1	g44555
OG0010994	XP_002887517.1	g46109
OG0010995	XP_020890799.1	g44544
OG0010996	XP_002887533.1	g46131
OG0010997	XP_020890836.1	g44532
OG0010998	XP_002887542.2	g17987
OG0010999	XP_002888978.1	g44520
OG0011001	XP_020890792.1	g44497
OG0011002	XP_020891671.1	g46169
OG0011003	XP_002887563.1	g46170
OG0011004	XP_020889957.1	g44826
OG0011005	XP_002888676.1	g44821
OG0011006	XP_020890488.1	g45770
OG0011007	XP_020890341.1	g45776
OG0011009	XP_020889979.1	g44773
OG0011011	XP_020872278.1	g23532, g17026
OG0011012	XP_002869469.2	g23524
OG0011013	XP_002869824.1, XP_002869468.1	g23523, g23522
OG0011014	XP_020874785.1	g23513
OG0011015	XP_020875093.1	g23509
OG0011016	XP_020875095.1	g17016
OG0011017	XP_002883670.1	g11645
OG0011019	XP_020891432.1	g40792
OG0011020	XP_020865587.1	g50758, g40793
OG0011021	XP_002886385.1	g44261
OG0011022	XP_002886375.1	g40803
OG0011023	XP_002887930.2	g40804
OG0011024	XP_002887928.2	g1737, g43525
OG0011025	XP_020872931.1	g16871
OG0011026	XP_020888391.1	g16859
OG0011027	XP_020889283.1	g16855
OG0011028	XP_002870724.1	g16852
OG0011029	XP_020875497.1	g16853
OG0011030	XP_002868670.2	g16850
OG0011031	XP_002868667.2	g4318
OG0011032	XP_002870232.1	g18099
OG0011033	XP_002877167.1	g10359
OG0011035	XP_020880258.1	g10415
OG0011036	XP_020882052.1	g3435
OG0011037	XP_002875403.1	g10458
OG0011038	XP_020881033.1	g10498
OG0011039	XP_002877028.1	g16584
OG0011040	XP_020882219.1	g10527
OG0011041	XP_020881347.1	g10551
OG0011042	XP_002876985.1	g10558
OG0011043	XP_020880967.1	g10567
OG0011045	XP_020880634.1	g10588
OG0011046	XP_002875289.1	g10602
OG0011047	XP_002876934.1	g1579
OG0011049	XP_020882295.1	g1572
OG0011050	XP_020882482.1	g10621
OG0011051	XP_002887254.1	g44735, g44730
OG0011053	XP_020869629.1	g44747
OG0011054	XP_002887246.1	g45809
OG0011055	XP_020889921.1	g45805
OG0011056	XP_002888719.1	g44762
OG0011057	XP_020889918.1	g45791
OG0011060	XP_002863424.1	g10956
OG0011061	XP_020877522.1	g40228
OG0011062	XP_020871072.1	g40598
OG0011063	XP_020877525.1	g40205
OG0011065	XP_020871651.1	g40589
OG0011066	XP_002863452.1	g40581
OG0011067	XP_002863461.1	g40574
OG0011068	XP_002865236.1	g10978, g40570
OG0011071	XP_020882029.1	g40556
OG0011072	XP_020881997.1	g10984
OG0011073	XP_020882009.1	g10985
OG0011074	XP_002886918.1	g45083
OG0011076	XP_020881635.1	g2030
OG0011077	XP_020866720.1	g54148
OG0011078	XP_020866758.1	g36410, g54152
OG0011080	XP_002894225.1	g28064
OG0011081	XP_020866690.1	g36428, g28062
OG0011082	XP_020867277.1	g28055
OG0011083	XP_002891579.1	g28053
OG0011084	XP_002891587.1	g54199
OG0011085	XP_002894267.1	g36460
OG0011086	XP_020868766.1	g54198
OG0011087	XP_020868718.1	g28049
OG0011088	XP_020870232.1	g36164
OG0011089	XP_002891603.1	g36482
OG0011090	XP_002894295.1	g36487
OG0011091	XP_002891620.1	g36489
OG0011092	XP_020868770.1	g28040
OG0011093	XP_002891637.1	g28034
OG0011094	XP_020868773.1	g54216
OG0011095	XP_002894327.1	g36514
OG0011096	XP_002891655.1	g54230
OG0011097	XP_020866555.1	g28027
OG0011098	XP_002891673.1	g54249
OG0011099	XP_002894377.2	g54262
OG0011101	XP_020867992.1	g36571
OG0011102	XP_020871632.1	g37030
OG0011103	XP_002865484.1	g49150
OG0011104	XP_002863734.1, XP_002862988.1	g37033
OG0011105	XP_002881287.1	g37960
OG0011106	XP_020882723.1	g51367
OG0011107	XP_002879458.1	g51368
OG0011108	XP_002881299.1	g51391
OG0011109	XP_020882909.1	g51394, g37074, g37967
OG0011110	XP_002881312.1	g37075
OG0011111	XP_020882717.1	g51404
OG0011112	XP_020882856.1	g51406
OG0011113	XP_020882689.1	g23749, g37087
OG0011114	XP_002881342.2	g37079
OG0011115	XP_002879501.1	g37078
OG0011116	XP_002881345.1	g51455
OG0011117	XP_002862643.1, XP_002879507.2	g51457
OG0011119	XP_002862435.2, XP_020885641.1	g37983
OG0011120	XP_002879517.1	g51476
OG0011121	XP_020884324.1	g38000
OG0011122	XP_002862457.1, XP_002881388.1	g37132
OG0011123	XP_020881056.1	g1506
OG0011124	XP_020874296.1	g24124
OG0011126	XP_002884217.2	g13844
OG0011127	XP_020874531.1	g24154
OG0011128	XP_002894585.1	g43837
OG0011129	XP_020875074.1	g17465
OG0011130	XP_020873059.1	g47277
OG0011131	XP_002867987.1	g24179
OG0011132	XP_020872694.1	g47274, g44156
OG0011134	XP_020873918.1	g24185
OG0011135	XP_002870057.1	g24193
OG0011136	XP_020875457.1	g52221
OG0011137	XP_020872424.1	g24235
OG0011138	XP_002879317.1	g24281
OG0011139	XP_002870100.2	g47212
OG0011140	XP_002870101.1	g24264
OG0011141	XP_002868075.2	g24277
OG0011142	XP_002870116.1	g17554
OG0011146	XP_002877772.1	g19343
OG0011147	XP_020889723.1	g41569
OG0011148	XP_020865776.1	g11602
OG0011149	XP_020882221.1	g19358
OG0011150	XP_002877754.2	g2553
OG0011151	XP_002884409.1	g7812
OG0011152	XP_020879914.1	g19362
OG0011153	XP_002869776.1	g47461
OG0011154	XP_002869781.1	g23898
OG0011155	XP_002877137.1	g10397
OG0011156	XP_020888598.1	g41223
OG0011157	XP_020890672.1	g1301, g28359
OG0011158	XP_020871832.1	g28351, g1319
OG0011159	XP_002864117.1	g1330
OG0011160	XP_002864105.1	g28332
OG0011161	XP_002865842.1	g28313
OG0011162	XP_002864099.1	g28321
OG0011163	XP_020883755.1	g28316
OG0011164	XP_020877578.1	g28323, g1340
OG0011165	XP_002885881.1	g14691
OG0011166	XP_020886779.1	g6245
OG0011167	XP_020889548.1	g6338
OG0011168	XP_002878272.1	g18893
OG0011169	XP_002885870.1	g6254
OG0011170	XP_020867144.1	g13668
OG0011171	XP_020886833.1	g6191
OG0011172	XP_020887709.1	g6187
OG0011173	XP_020888469.1	g14345
OG0011174	XP_002885981.1	g13700
OG0011175	XP_020886987.1	g14216, g6148
OG0011177	XP_020880456.1	g10308
OG0011178	XP_020886223.1	g6387
OG0011179	XP_002886229.1	g6140, g14194
OG0011180	XP_020888122.1	g14060
OG0011181	XP_020889371.1	g6120
OG0011182	XP_002869753.1	g23859
OG0011183	XP_020873391.1	g47476
OG0011184	XP_002866772.1	g19627
OG0011185	XP_020873428.1	g17275
OG0011187	XP_002867779.1	g17306
OG0011188	XP_002867785.1	g23968
OG0011189	XP_002867796.1	g17310, g47410
OG0011190	XP_020873812.1	g47407
OG0011191	XP_020874055.1	g24085
OG0011192	XP_020889474.1	g12105
OG0011193	XP_020872705.1	g17395
OG0011194	XP_002891240.1	g28247
OG0011195	XP_020875611.1	g47329, g24073
OG0011196	XP_002869944.1	g24066, g47336
OG0011197	XP_020874737.1	g24059
OG0011198	XP_020872370.1	g17373
OG0011199	XP_002867851.1	g47373, g1733
OG0011200	XP_020889552.1	g6333
OG0011201	XP_020873649.1	g47384
OG0011202	XP_020873613.1	g24002
OG0011203	XP_002869869.1	g47396
OG0011204	XP_020875675.1	g24095
OG0011205	XP_020872410.1	g24119
OG0011206	XP_002879997.1	g52076
OG0011207	XP_002874575.1	g25850
OG0011208	XP_020879097.1	g40265
OG0011209	XP_020869432.1	g18449
OG0011210	XP_002865515.1	g36997
OG0011211	XP_020871551.1	g37008
OG0011212	XP_020888717.1	g37014
OG0011213	XP_020878400.1	g18440
OG0011214	XP_020873971.1	g24357
OG0011215	XP_020873986.1	g17582, g24349
OG0011216	XP_002870164.2	g17590
OG0011217	XP_002870139.1	g16410, g47175
OG0011218	XP_002870138.1	g24323
OG0011219	XP_020875275.1	g47185
OG0011220	XP_020875366.1	g47187
OG0011221	XP_020873205.1	g47195
OG0011222	XP_002868087.2	g47196, g24302
OG0011223	XP_020874547.1	g17557
OG0011224	XP_020870566.1	g27786
OG0011225	XP_002891004.1	g50659
OG0011226	XP_020887863.1	g7942
OG0011227	XP_002865086.1	g19626
OG0011228	XP_020882796.1	g19622
OG0011229	XP_002866779.1	g10
OG0011231	XP_002866782.1	g24055
OG0011232	XP_020880691.1	g18769
OG0011233	XP_002876710.1	g18765
OG0011235	XP_020881115.1	g1744
OG0011236	XP_020879848.1	g18795
OG0011237	XP_020882444.1	g18796
OG0011238	XP_020880949.1	g1758
OG0011239	XP_002876675.1	g11150
OG0011240	XP_020880149.1	g1766
OG0011241	XP_020880824.1	g1787
OG0011242	XP_020880841.1	g1796
OG0011243	XP_020880817.1	g1802
OG0011244	XP_020880820.1	g11161
OG0011245	XP_020880815.1	g1816
OG0011247	XP_020880139.1, XP_020880137.1	g11167
OG0011249	XP_020882508.1	g18689
OG0011250	XP_002878351.2	g1887
OG0011251	XP_020880474.1	g1888
OG0011252	XP_020882513.1	g18800
OG0011253	XP_002876575.1	g1897, g18801
OG0011254	XP_020881915.1	g1901
OG0011255	XP_002876557.1	g18821, g1916
OG0011256	XP_020882474.1	g1930
OG0011257	XP_002876539.1	g18856
OG0011258	XP_020880396.1	g1952
OG0011259	XP_020879667.1	g1957
OG0011260	XP_002878289.1	g1965
OG0011261	XP_020880264.1	g18880
OG0011262	XP_020875341.1	g47695
OG0011263	XP_020880477.1	g2005
OG0011264	XP_002878258.1	g18911
OG0011265	XP_002878256.1	g2004
OG0011266	XP_002878254.1	g18914
OG0011267	XP_002877294.1	g3495
OG0011268	XP_002878229.1	g1986
OG0011269	XP_020880496.1	g1983, g18946
OG0011270	XP_020881354.1	g2042
OG0011271	XP_020880193.1	g18995
OG0011272	XP_002872535.1	g40331
OG0011273	XP_002867380.1	g47717
OG0011274	XP_002887188.1	g44835
OG0011275	XP_020881114.1	g2062
OG0011276	XP_002876383.1	g19007
OG0011277	XP_020880087.1	g19009
OG0011278	XP_020880090.1	g19010
OG0011279	XP_002876376.2	g2136
OG0011280	XP_002876374.1	g19018
OG0011281	XP_020881193.1	g19020
OG0011282	XP_002876362.1	g2158
OG0011283	XP_002876361.2	g6211, g19033
OG0011284	XP_020882509.1	g19044
OG0011285	XP_002878068.1	g11267
OG0011286	XP_002876345.1	g2174
OG0011287	XP_020882492.1	g19057
OG0011288	XP_020881975.1	g28268, g11273, g2186
OG0011289	XP_020881974.1	g19067
OG0011290	XP_002876325.1	g19069
OG0011291	XP_002878043.1	g19070
OG0011292	XP_002876312.1	g19074
OG0011293	XP_020882549.1	g2232
OG0011294	XP_002876284.1	g2236
OG0011296	XP_002876273.1	g2241
OG0011297	XP_020880471.1	g2266
OG0011298	XP_002878000.1	g19134
OG0011299	XP_002876265.1	g2272
OG0011300	XP_020880886.1	g2273
OG0011301	XP_002877993.1	g19146
OG0011302	XP_020881310.1	g2276
OG0011303	XP_020879948.1	g2286
OG0011304	XP_002877981.1	g19150
OG0011305	XP_020879621.1	g2291
OG0011306	XP_002877962.1	g19162
OG0011307	XP_020891599.1	g41652
OG0011308	XP_020880911.1	g2318
OG0011309	XP_020881464.1	g2321
OG0011310	XP_002877947.1	g2325
OG0011311	XP_002877927.1	g2341
OG0011312	XP_002877922.1	g11309
OG0011313	XP_020882455.1	g11311
OG0011314	XP_020881161.1	g2378
OG0011315	XP_002877894.1	g2391
OG0011316	XP_002876173.1	g19216
OG0011318	XP_020880195.1	g19226
OG0011319	XP_020870600.1	g28471
OG0011320	XP_020879304.1	g941
OG0011321	XP_020885260.1	g28442
OG0011322	XP_002864285.2	g933
OG0011323	XP_002864270.1	g28440
OG0011324	XP_020888687.1	g28427
OG0011325	XP_020866435.1	g41281
OG0011326	XP_020871764.1	g41274
OG0011327	XP_002870180.1	g24397
OG0011328	XP_002883542.1	g6444
OG0011329	XP_020886069.1	g11699, g6439
OG0011331	XP_020888531.1, XP_002883570.1	g11683
OG0011332	XP_020887624.1	g6432
OG0011333	XP_020888747.1, XP_020888688.1	g6412
OG0011334	XP_002883618.1	g6392
OG0011335	XP_020887311.1	g13526
OG0011336	XP_002885743.1	g6368
OG0011337	XP_002883629.1	g13529, g35823
OG0011338	XP_020888455.1	g6366
OG0011339	XP_020888053.1	g11630
OG0011340	XP_020887912.1	g7478
OG0011341	XP_002888528.1	g18051
OG0011342	XP_002888550.1	g44963, g44955
OG0011343	XP_002887087.2	g44952
OG0011344	XP_002887099.1	g44929
OG0011345	XP_020889599.1	g41727
OG0011346	XP_002887137.1	g41644
OG0011347	XP_020890574.1	g44887
OG0011348	XP_020890756.1	g41628
OG0011349	XP_002888635.1	g44872
OG0011350	XP_020870299.1	g32239
OG0011351	XP_002887162.1	g44871
OG0011352	XP_002887158.1	g44863
OG0011353	XP_020891773.1	g41575
OG0011354	XP_002888661.1	g41556
OG0011355	XP_020889603.1	g41547
OG0011356	XP_002887184.1	g41533
OG0011357	XP_002865659.1	g10241
OG0011358	XP_020887468.1	g13759
OG0011359	XP_002884107.2	g6028, g6077
OG0011360	XP_002884113.1	g13983
OG0011361	XP_020887498.1	g6022
OG0011362	XP_020887657.1	g6020
OG0011363	XP_002886165.1	g6012
OG0011364	XP_002886168.1	g6008
OG0011365	XP_002886173.1	g13954
OG0011366	XP_002886182.2	g6000
OG0011367	XP_020887456.1	g5996
OG0011368	XP_002886254.1	g13937
OG0011369	XP_002884186.1	g13934
OG0011371	XP_020887857.1	g5976
OG0011373	XP_020887629.1	g5958
OG0011374	XP_002883987.1	g5954
OG0011375	XP_020886858.1	g13809
OG0011376	XP_020889302.1	g13895
OG0011377	XP_002883969.1	g13811
OG0011378	XP_002881764.2	g51980
OG0011379	XP_020885386.1	g37374
OG0011380	XP_020883151.1	g51960
OG0011381	XP_002879895.2	g51958
OG0011382	XP_020883149.1	g51956
OG0011383	XP_002879885.1	g38144
OG0011384	XP_020883743.1	g51881
OG0011385	XP_002881716.1	g37356
OG0011386	XP_020873458.1, XP_020885381.1	g51869
OG0011387	XP_020883692.1	g51843
OG0011388	XP_020885074.1	g51841
OG0011389	XP_020885493.1	g51800
OG0011390	XP_020871109.1	g869
OG0011391	XP_002881640.1	g38122
OG0011392	XP_002862305.2, XP_002881628.1	g38114
OG0011393	XP_002879782.2, XP_002862306.2	g51749
OG0011394	XP_020884556.1	g37306
OG0011395	XP_002881625.1	g37301
OG0011396	XP_020878351.1	g45729
OG0011397	XP_002868619.1	g46655
OG0011398	XP_002879750.1	g37281
OG0011399	XP_002880802.1	g36793
OG0011400	XP_002879744.2	g51719
OG0011401	XP_020882757.1	g51715, g37271
OG0011402	XP_002885795.1	g6352
OG0011403	XP_002881568.1, XP_020883119.1	g51703
OG0011404	XP_020884796.1	g51693
OG0011405	XP_020884792.1	g37248
OG0011406	XP_020884797.1	g51690
OG0011408	XP_002879690.2	g51661, g37226
OG0011409	XP_002879682.1	g37222, g51648
OG0011410	XP_020885179.1	g38069
OG0011411	XP_020883317.1	g37197
OG0011412	XP_020883891.1	g38053
OG0011413	XP_020877683.1	g40420
OG0011414	XP_002874797.1	g16068
OG0011415	XP_002874816.1	g25578
OG0011416	XP_020876361.1	g25566
OG0011417	XP_020876346.1	g25558
OG0011418	XP_002874745.1	g45144
OG0011419	XP_002874741.1	g45142
OG0011420	XP_020877709.1	g45141
OG0011422	XP_020877714.1	g40386
OG0011423	XP_020877685.1	g40401
OG0011424	XP_002878536.1	g50853
OG0011425	XP_002880361.1	g50854
OG0011426	XP_020884885.1	g50867
OG0011428	XP_020884329.1	g50881
OG0011429	XP_002880416.2	g50890
OG0011431	XP_002878639.1	g50907, g36917
OG0011432	XP_020883261.1	g36900
OG0011433	XP_020883583.1	g38391
OG0011434	XP_020883371.1	g38333
OG0011435	XP_020885371.1	g38332
OG0011436	XP_020885218.1	g38337, g51036
OG0011437	XP_020885417.1	g38349
OG0011438	XP_020884158.1	g38383
OG0011439	XP_002893465.1	g50411, g27625
OG0011440	XP_020866467.1	g27626
OG0011441	XP_002891267.1	g53740
OG0011442	XP_020869082.1	g53850
OG0011443	XP_020869228.1	g1258
OG0011444	XP_002893992.1	g35950, g53898
OG0011445	XP_002891222.1	g35910
OG0011446	XP_020870054.1	g4980, g35928
OG0011447	XP_020872797.1	g16925
OG0011448	XP_002893857.1	g32891
OG0011449	XP_020868807.1	g50757
OG0011450	XP_002893820.1	g32766
OG0011451	XP_002891093.1	g32765
OG0011452	XP_020868478.1	g32738
OG0011453	XP_020868512.1	g32705, g50716
OG0011454	XP_020867036.1	g32692
OG0011455	XP_020866357.1	g32678
OG0011456	XP_020866631.1	g50702
OG0011457	XP_020879291.1	g40268
OG0011458	XP_020877469.1	g40211
OG0011459	XP_002874505.2	g40237
OG0011460	XP_020877471.1	g40243
OG0011461	XP_020878564.1	g25839
OG0011462	XP_002874627.1	g40311
OG0011463	XP_002872528.1	g40325
OG0011464	XP_002874646.1	g40332
OG0011465	XP_020877817.1	g42686
OG0011466	XP_002872549.1	g40349
OG0011467	XP_020879313.1	g40369
OG0011468	XP_002874690.1	g40370
OG0011469	XP_002871858.2	g4892
OG0011470	XP_002873934.1	g29095
OG0011471	XP_020876549.1	g41433
OG0011472	XP_020878275.1	g29107
OG0011473	XP_020878437.1	g4857
OG0011474	XP_020876872.1	g4803
OG0011475	XP_020876868.1	g10136
OG0011476	XP_002872270.1	g10146
OG0011477	XP_002874373.1	g10150
OG0011478	XP_020876871.1	g4769
OG0011479	XP_020876867.1	g4770
OG0011480	XP_020876859.1	g4715
OG0011481	XP_020878175.1	g10165
OG0011482	XP_020887116.1	g13869
OG0011483	XP_002883939.1	g5929
OG0011484	XP_002883936.1	g5920
OG0011485	XP_020886975.1	g5909
OG0011486	XP_002865844.1	g28320
OG0011487	XP_002886282.1	g5905
OG0011489	XP_020888082.1	g5901
OG0011490	XP_002886297.1	g13845
OG0011491	XP_002886308.1	g13839
OG0011492	XP_020882837.1	g37778
OG0011493	XP_020883658.1	g52162
OG0011494	XP_020884430.1	g37777
OG0011495	XP_002882139.1	g22970
OG0011496	XP_002880321.2	g37751
OG0011497	XP_002880316.1	g37745
OG0011498	XP_002880308.1	g50830
OG0011499	XP_002880305.1	g37732
OG0011500	XP_002882118.2	g37726
OG0011501	XP_002880297.1	g50824
OG0011502	XP_020885513.1	g50820
OG0011503	XP_020885331.1	g37715
OG0011504	XP_020885614.1	g37705
OG0011505	XP_002882089.2	g37695
OG0011506	XP_020885068.1	g50792
OG0011507	XP_020882705.1	g37673, g50786
OG0011508	XP_020884503.1	g38247
OG0011510	XP_020885385.1, XP_020870261.1	g52288
OG0011511	XP_020883210.1	g52285
OG0011512	XP_020885255.1	g52278
OG0011513	XP_020884706.1	g37618
OG0011514	XP_020885066.1	g37612
OG0011515	XP_020882827.1	g37606
OG0011516	XP_002880127.1	g52184
OG0011517	XP_020883491.1	g52169
OG0011518	XP_020882654.1	g52148
OG0011519	XP_002881943.1	g52146
OG0011520	XP_002880066.1	g52130
OG0011521	XP_002881929.1	g52129
OG0011522	XP_020879709.1, XP_020883351.1	g37491
OG0011523	XP_002880030.1	g38206
OG0011524	XP_002880027.1	g52106
OG0011525	XP_002862502.1, XP_002880026.1	g37486
OG0011526	XP_002880022.1	g38203
OG0011527	XP_020885395.1	g52095
OG0011528	XP_020885408.1	g37475, g38198
OG0011529	XP_020885409.1	g37472
OG0011530	XP_002886305.1	g5931
OG0011531	XP_002880001.1	g52079, g48947
OG0011532	XP_020884528.1	g37436
OG0011533	XP_020884630.1	g52027
OG0011535	XP_002881795.1	g37405
OG0011537	XP_020884029.1	g52006
OG0011538	XP_020883282.1	g52001
OG0011539	XP_020885525.1	g38166
OG0011540	XP_020884162.1	g37397
OG0011541	XP_002881781.1	g37394
OG0011542	XP_002881778.1	g51996
OG0011543	XP_002881773.1	g37389
OG0011544	XP_002865122.1	g10871, g40699
OG0011545	XP_020878770.1	g10872
OG0011546	XP_020871204.1	g10873
OG0011547	XP_002863348.1	g10882
OG0011548	XP_002865145.1	g10900
OG0011549	XP_020888152.1	g12703
OG0011550	XP_002882196.1	g7918
OG0011551	XP_002884293.1	g7917
OG0011552	XP_002884296.1	g12743, g12694
OG0011553	XP_020886906.1	g7897
OG0011554	XP_020886888.1	g7883
OG0011555	XP_020889327.1	g7856
OG0011556	XP_020887189.1	g12657
OG0011557	XP_020885938.1	g12654
OG0011558	XP_020888934.1	g7818
OG0011559	XP_020888937.1	g12781
OG0011560	XP_002882305.1	g7810
OG0011561	XP_020887022.1	g12620
OG0011562	XP_002882326.2	g7795
OG0011563	XP_020887009.1	g12796
OG0011564	XP_002884434.1	g12795
OG0011565	XP_020888614.1	g7781
OG0011566	XP_020886790.1	g7772, g7763
OG0011567	XP_002884458.1	g7746
OG0011568	XP_020888960.1	g12591
OG0011569	XP_020889397.1	g7740
OG0011572	XP_020887240.1	g12861
OG0011573	XP_002884518.1	g12873
OG0011574	XP_020887076.1	g12536
OG0011575	XP_020888748.1	g12877
OG0011576	XP_002887236.1	g44763
OG0011577	XP_020887891.1	g12523
OG0011579	XP_002884574.1	g7651
OG0011580	XP_020886774.1	g7642
OG0011581	XP_020888895.1	g7624
OG0011582	XP_020888426.1	g12466
OG0011583	XP_002884614.1	g7621
OG0011584	XP_020887473.1	g7324, g7615
OG0011585	XP_002884633.1	g7604, g12449
OG0011586	XP_002884675.2	g7553
OG0011587	XP_020889252.1	g12420
OG0011588	XP_020887095.1	g13000
OG0011589	XP_020887215.1	g7536, g13001
OG0011590	XP_020886941.1	g7524, g13011
OG0011591	XP_002884725.1	g13028
OG0011592	XP_020886599.1	g12402
OG0011593	XP_020887258.1	g7493
OG0011594	XP_002884738.1	g7490
OG0011595	XP_020885880.1	g13058
OG0011596	XP_020888379.1	g7462
OG0011597	XP_020888376.1	g7460, g13064
OG0011598	XP_002884765.1	g7457
OG0011600	XP_020886431.1	g13073
OG0011601	XP_020887594.1	g13081, g7440
OG0011602	XP_020887375.1	g7433
OG0011603	XP_002884804.1	g12362
OG0011604	XP_020886843.1, XP_020887446.1	g12358
OG0011605	XP_020888353.1	g7401
OG0011607	XP_020888257.1	g13115, g7387
OG0011608	XP_020888271.1	g7375
OG0011609	XP_002862712.1, XP_002884857.1	g12315
OG0011610	XP_002882754.1	g7346
OG0011611	XP_020888229.1	g12301
OG0011612	XP_020888199.1	g7342
OG0011613	XP_002884881.1	g7332
OG0011616	XP_002884900.1	g7312
OG0011617	XP_002884906.2	g7308
OG0011618	XP_002884914.1	g7300
OG0011619	XP_002884922.1	g12269
OG0011620	XP_002882797.1	g12258
OG0011622	XP_002884950.1	g13158
OG0011623	XP_020888745.1	g7255
OG0011624	XP_020887515.1	g12246
OG0011625	XP_002882849.1	g7209
OG0011626	XP_020865861.1	g45834
OG0011628	XP_002885017.1	g7185
OG0011629	XP_020889366.1	g12191
OG0011630	XP_002882876.1	g7165
OG0011631	XP_002882882.1	g12176
OG0011632	XP_020886334.1	g12166
OG0011633	XP_020888815.1	g7135
OG0011634	XP_020887453.1	g7131
OG0011635	XP_020887448.1	g7120
OG0011636	XP_020886884.1	g7112
OG0011637	XP_020886017.1	g7100
OG0011638	XP_020887162.1	g12134
OG0011640	XP_002882964.1	g7058
OG0011641	XP_002885112.1	g7053
OG0011642	XP_002885123.1	g13251
OG0011643	XP_020887317.1	g7033
OG0011644	XP_002883002.2	g7015
OG0011645	XP_020889101.1	g6989
OG0011646	XP_002885175.1	g12064
OG0011647	XP_002883076.2	g12037
OG0011648	XP_020889188.1	g6913
OG0011649	XP_002885242.1	g12018
OG0011650	XP_020887520.1	g6889
OG0011651	XP_020886619.1	g12014
OG0011652	XP_002885253.1	g12010
OG0011653	XP_002883129.1	g12008, g6880
OG0011654	XP_002883138.1	g12003
OG0011655	XP_020887094.1	g6861
OG0011656	XP_002885276.1	g13317, g11993
OG0011658	XP_020880999.1	g10802
OG0011659	XP_020886741.1	g6847
OG0011660	XP_020889370.1	g6846
OG0011661	XP_020887707.1	g6822
OG0011662	XP_020887476.1	g13336
OG0011663	XP_002885312.1	g13339
OG0011664	XP_020887916.1	g6779
OG0011665	XP_020888116.1	g13351
OG0011666	XP_002885367.1	g6743
OG0011667	XP_002885370.1	g6740
OG0011669	XP_020886951.1	g6684
OG0011670	XP_002885432.1	g11874, g6682
OG0011671	XP_002865935.1	g41242
OG0011672	XP_020872920.1	g46690
OG0011673	XP_002870770.1	g16889
OG0011674	XP_020872915.1	g46700
OG0011675	XP_020872929.1	g46701
OG0011676	XP_002870781.1	g46702
OG0011677	XP_002870814.1	g46724
OG0011678	XP_002870819.2	g18085
OG0011679	XP_002868754.1	g46732
OG0011680	XP_020874231.1	g46735
OG0011681	XP_020874801.1	g46741
OG0011682	XP_020875185.1	g46777
OG0011683	XP_002870520.1	g16743
OG0011684	XP_002868503.1	g46834
OG0011685	XP_002868485.1	g16734
OG0011686	XP_020871317.1	g10300
OG0011687	XP_020888504.1	g6509
OG0011688	XP_002883436.1	g6521
OG0011689	XP_020885970.1	g6524
OG0011690	XP_020889077.1	g6544
OG0011691	XP_002885556.1	g6547
OG0011693	XP_002883399.1	g13453
OG0011694	XP_002863007.2, XP_002885540.1	g6556
