Orthogroup	Arabidopsis_lyrata_NCBI	Rorippa_islandica
OG0009440	XP_020880816.1	Roisl.0018s0310.1.p
OG0009441	XP_020880810.1	Roisl.0018s0288.1.p
OG0009442	XP_002878376.1	Roisl.0018s0257.1.p
OG0009443	XP_020884731.1	Roisl.0082s0639.1.p, Roisl.0028s0815.1.p
OG0009444	XP_020881578.1	Roisl.0018s0236.1.p
OG0009445	XP_020880000.1	Roisl.0018s0223.1.p
OG0009446	XP_020882045.1	Roisl.0018s0219.1.p
OG0009447	XP_020881340.1	Roisl.0018s0188.1.p
OG0009448	XP_002876569.1	Roisl.0018s0183.1.p
OG0009449	XP_020880430.1	Roisl.0018s0171.1.p
OG0009450	XP_002878340.1	Roisl.0018s0170.1.p
OG0009451	XP_002878336.1	Roisl.0012s0230.1.p, Roisl.0016s0158.1.p, Roisl.0079s0173.1.p, Roisl.0018s0166.1.p
OG0009452	XP_002878335.2	Roisl.0018s0161.1.p
OG0009453	XP_020880247.1	Roisl.0018s0105.1.p
OG0009454	XP_020881165.1	Roisl.0018s0062.1.p, Roisl.0050s0025.1.p
OG0009455	XP_020882000.1	Roisl.0018s0059.1.p
OG0009456	XP_020880167.1	Roisl.0018s0048.1.p
OG0009457	XP_020881019.1	Roisl.0018s0045.1.p
OG0009459	XP_002878249.1	Roisl.0018s0008.1.p
OG0009460	XP_002878240.1	Roisl.0026s0006.1.p
OG0009461	XP_020880594.1	Roisl.0026s0014.1.p
OG0009462	XP_002878231.1	Roisl.0026s0023.1.p
OG0009463	XP_002878226.1	Roisl.0026s0036.1.p
OG0009464	XP_002876463.1	Roisl.0026s0045.1.p
OG0009465	XP_020882013.1	Roisl.0026s0068.1.p
OG0009466	XP_002878190.1	Roisl.0026s0073.1.p
OG0009467	XP_002876449.1	Roisl.0026s0088.1.p
OG0009468	XP_002876442.1	Roisl.0026s0103.1.p
OG0009469	XP_020880189.1	Roisl.0204s0095.1.p
OG0009470	XP_002876398.2	Roisl.0026s0183.1.p
OG0009471	XP_020881248.1	Roisl.0026s0190.1.p
OG0009472	XP_002876389.1	Roisl.0026s0205.1.p
OG0009473	XP_020881755.1	Roisl.0026s0206.1.p
OG0009474	XP_020881349.1	Roisl.0046s1653.1.p
OG0009475	XP_002878077.2	Roisl.0046s1634.1.p
OG0009476	XP_002878055.1	Roisl.0046s1595.1.p
OG0009477	XP_020882246.1	Roisl.0046s1579.1.p
OG0009478	XP_002878038.1	Roisl.0046s1546.1.p
OG0009479	XP_020880023.1	Roisl.0046s1532.1.p
OG0009480	XP_020882421.1	Roisl.0046s1526.1.p
OG0009481	XP_002876292.1	Roisl.0046s1518.1.p
OG0009482	XP_002876290.1	Roisl.0084s0008.1.p
OG0009483	XP_020881680.1	Roisl.0046s1485.1.p
OG0009484	XP_002876277.1	Roisl.0046s1481.1.p
OG0009485	XP_020881416.1	Roisl.0046s1460.1.p
OG0009486	XP_020881252.1	Roisl.0046s1457.1.p
OG0009487	XP_020882037.1	Roisl.0046s1453.1.p
OG0009488	XP_020880993.1	Roisl.0046s1421.1.p
OG0009489	XP_002877971.1	Roisl.0046s1420.1.p
OG0009490	XP_002877965.2	Roisl.0046s1407.1.p, Roisl.0046s1408.1.p
OG0009491	XP_020881263.1	Roisl.0046s1402.1.p
OG0009492	XP_020882385.1	Roisl.0079s0165.1.p
OG0009493	XP_002877960.1	Roisl.0046s1393.1.p
OG0009494	XP_002877956.1	Roisl.0046s1388.1.p
OG0009495	XP_002893137.1	Roisl.0007s0044.1.p
OG0009496	XP_002876238.1	Roisl.0046s1383.1.p
OG0009497	XP_020881326.1	Roisl.0046s1363.1.p
OG0009498	XP_020880625.1	Roisl.0046s1326.1.p
OG0009499	XP_020882275.1	Roisl.0046s1298.1.p
OG0009500	XP_020881976.1	Roisl.0046s1296.1.p
OG0009501	XP_020882285.1	Roisl.0046s1295.1.p
OG0009502	XP_002877903.2	Roisl.0046s1291.1.p
OG0009503	XP_020881381.1	Roisl.0046s1259.1.p
OG0009504	XP_002877890.1	Roisl.0046s1258.1.p
OG0009505	XP_002876157.1	Roisl.0046s1305.1.p
OG0009506	XP_002864283.1	Roisl.0184s0104.1.p
OG0009507	XP_002864265.1	Roisl.0184s0090.1.p
OG0009508	XP_020885204.1	Roisl.0031s0133.1.p
OG0009509	XP_002864250.1	Roisl.0031s0132.1.p
OG0009510	XP_020872011.1	Roisl.0031s0121.1.p
OG0009511	XP_002864244.1	Roisl.0031s0118.1.p
OG0009512	XP_002864237.1	Roisl.0031s0109.1.p
OG0009513	XP_020866449.1	Roisl.0031s0107.1.p
OG0009514	XP_002870182.1	Roisl.0002s0065.1.p
OG0009515	XP_020889494.1	Roisl.0053s0224.1.p
OG0009516	XP_002885656.1	Roisl.0053s0214.1.p
OG0009517	XP_002885694.1, XP_002885686.1, XP_002883585.1	Roisl.0053s0156.1.p
OG0009518	XP_020888718.1	Roisl.0213s0661.1.p
OG0009519	XP_002885629.1	Roisl.0053s0253.1.p
OG0009520	XP_002885639.1	Roisl.0038s0047.1.p
OG0009521	XP_020891491.1	Roisl.0024s0033.1.p
OG0009522	XP_020891684.1	Roisl.0024s0101.1.p
OG0009523	XP_020891343.1	Roisl.0019s0846.1.p
OG0009524	XP_020890351.1	Roisl.0019s0840.1.p
OG0009525	XP_020890350.1	Roisl.0019s0839.1.p
OG0009526	XP_020890661.1	Roisl.0019s0815.1.p
OG0009527	XP_020890573.1	Roisl.0019s0800.1.p
OG0009528	XP_020891137.1	Roisl.0019s0767.1.p, Roisl.0185s0051.1.p
OG0009529	XP_002887161.1	Roisl.0019s0765.1.p
OG0009530	XP_002888638.1	Roisl.0019s0750.1.p
OG0009531	XP_020891777.1	Roisl.0019s0748.1.p
OG0009532	XP_020891732.1	Roisl.0019s0741.1.p
OG0009533	XP_002887172.2	Roisl.0019s0737.1.p
OG0009534	XP_002887182.2	Roisl.0019s0712.1.p
OG0009535	XP_002870472.2	Roisl.0053s0121.1.p
OG0009536	XP_020874640.1	Roisl.0053s0129.1.p
OG0009537	XP_002865682.1	Roisl.0036s0018.1.p
OG0009538	XP_002884095.2	Roisl.0066s0118.1.p
OG0009539	XP_002886149.1	Roisl.0066s0101.1.p
OG0009540	XP_002884146.1	Roisl.0066s0038.1.p
OG0009541	XP_002886248.2	Roisl.0066s0005.1.p
OG0009542	XP_020886456.1	Roisl.0214s0351.1.p
OG0009543	XP_020886453.1	Roisl.0214s0352.1.p
OG0009544	XP_020885899.1	Roisl.0214s0369.1.p
OG0009545	XP_020883226.1	Roisl.0028s0500.1.p
OG0009546	XP_020884298.1	Roisl.0028s0524.1.p
OG0009547	XP_020883147.1	Roisl.0028s0540.1.p
OG0009548	XP_020885563.1	Roisl.0028s0547.1.p
OG0009549	XP_002879888.1	Roisl.0028s0551.1.p
OG0009550	XP_020884297.1	Roisl.0028s0562.1.p
OG0009551	XP_002879873.1	Roisl.0028s0582.1.p
OG0009552	XP_020885047.1	Roisl.0028s0583.1.p
OG0009553	XP_002881718.1	Roisl.0028s0600.1.p
OG0009554	XP_002879865.1	Roisl.0028s0604.1.p
OG0009555	XP_020884759.1	Roisl.0017s0415.1.p
OG0009556	XP_020883885.1	Roisl.0017s0402.1.p
OG0009557	XP_020885674.1	Roisl.0017s0399.1.p
OG0009558	XP_020885427.1	Roisl.0017s0365.1.p
OG0009559	XP_020885108.1	Roisl.0017s0361.1.p
OG0009560	XP_002879823.1	Roisl.0017s0358.1.p, Roisl.0033s0157.1.p
OG0009561	XP_020885114.1	Roisl.0017s0357.1.p
OG0009562	XP_002879812.2	Roisl.0017s0343.1.p
OG0009563	XP_020881675.1	Roisl.0011s0536.1.p
OG0009564	XP_002881660.1	Roisl.0017s0329.1.p
OG0009565	XP_020885188.1, XP_020871527.1	Roisl.0017s0325.1.p
OG0009566	XP_020883756.1	Roisl.0017s0318.1.p
OG0009567	XP_002881637.1	Roisl.0017s0292.1.p
OG0009568	XP_002881631.1	Roisl.0017s0285.1.p
OG0009569	XP_002879771.1	Roisl.0017s0258.1.p
OG0009570	XP_020885330.1	Roisl.0017s0248.1.p
OG0009571	XP_002879764.1	Roisl.0017s0247.1.p
OG0009572	XP_020885243.1	Roisl.0017s0239.1.p
OG0009573	XP_020883841.1	Roisl.0017s0237.1.p
OG0009574	XP_020883843.1	Roisl.0017s0235.1.p
OG0009575	XP_020885084.1	Roisl.0017s0226.1.p
OG0009576	XP_002879756.2	Roisl.0017s0225.1.p
OG0009577	XP_020882855.1	Roisl.0017s0216.1.p
OG0009578	XP_002881599.1	Roisl.0017s0214.1.p
OG0009579	XP_020882676.1	Roisl.0017s0194.1.p
OG0009580	XP_020883346.1, XP_002881574.1	Roisl.0017s0187.1.p
OG0009581	XP_020885159.1	Roisl.0017s0171.1.p
OG0009582	XP_020884790.1	Roisl.0017s0164.1.p
OG0009583	XP_002881557.1	Roisl.0017s0156.1.p
OG0009584	XP_002875070.1	Roisl.0011s0032.1.p
OG0009585	XP_002879711.1	Roisl.0017s0143.1.p
OG0009586	XP_020882729.1	Roisl.0017s0132.1.p
OG0009587	XP_020884875.1	Roisl.0017s0086.1.p
OG0009588	XP_020883436.1	Roisl.0017s0083.1.p
OG0009589	XP_020882859.1	Roisl.0017s0077.1.p
OG0009590	XP_002875109.1	Roisl.0011s0110.1.p
OG0009591	XP_002879662.1	Roisl.0017s0074.1.p
OG0009592	XP_002874500.1	Roisl.0032s0087.1.p
OG0009593	XP_002879658.1	Roisl.0017s0066.1.p
OG0009594	XP_002881491.1	Roisl.0017s0052.1.p
OG0009595	XP_020884272.1	Roisl.0017s0044.1.p
OG0009596	XP_002881482.1	Roisl.0017s0028.1.p
OG0009597	XP_002879630.2	Roisl.0017s0027.1.p
OG0009598	XP_020877677.1	Roisl.0082s0152.1.p
OG0009599	XP_020877750.1	Roisl.0082s0158.1.p
OG0009600	XP_002872684.1	Roisl.0082s0188.1.p, Roisl.0082s0190.1.p
OG0009601	XP_002874796.2	Roisl.0082s0240.1.p
OG0009602	XP_002874806.1	Roisl.0082s0217.1.p
OG0009603	XP_002875075.1	Roisl.0011s0043.1.p
OG0009604	XP_002874817.1	Roisl.0082s0235.1.p
OG0009605	XP_020877674.1	Roisl.0209s0207.1.p
OG0009606	XP_020877741.1	Roisl.0209s0232.1.p
OG0009607	XP_020877728.1	Roisl.0209s0237.1.p
OG0009608	XP_002874771.1	Roisl.0209s0240.1.p
OG0009610	XP_020884326.1	Roisl.0063s0050.1.p
OG0009611	XP_020883409.1	Roisl.0082s0126.1.p
OG0009612	XP_020884184.1	Roisl.0082s0114.1.p
OG0009613	XP_020882745.1	Roisl.0046s0652.1.p
OG0009614	XP_002880404.1	Roisl.0046s0651.1.p
OG0009615	XP_002880505.1	Roisl.0006s0579.1.p
OG0009616	XP_020885336.1	Roisl.0021s0568.1.p
OG0009617	XP_002880525.1	Roisl.0006s0552.1.p
OG0009618	XP_020885751.1	Roisl.0004s0015.1.p
OG0009619	XP_002880669.1	Roisl.0023s0053.1.p
OG0009620	XP_002878825.1	Roisl.0023s0012.1.p
OG0009621	XP_020882784.1	Roisl.0198s0051.1.p
OG0009622	XP_020884443.1	Roisl.0198s0059.1.p
OG0009623	XP_020883372.1	Roisl.0037s0038.1.p, Roisl.0043s0038.1.p
OG0009624	XP_020882815.1	Roisl.0040s0041.1.p
OG0009625	XP_002869708.1	Roisl.0022s0109.1.p
OG0009626	XP_002893967.1	Roisl.0185s0014.1.p
OG0009627	XP_002880700.1	Roisl.0017s0381.1.p
OG0009628	XP_002891232.1	Roisl.0017s0310.1.p
OG0009629	XP_020869568.1	Roisl.0210s2150.1.p
OG0009630	XP_020869395.1	Roisl.0210s2080.1.p
OG0009631	XP_020868806.1	Roisl.0048s0017.1.p
OG0009632	XP_020870139.1	Roisl.0048s0021.1.p
OG0009633	XP_020868640.1	Roisl.0056s0060.1.p
OG0009634	XP_020868500.1	Roisl.0040s0049.1.p
OG0009635	XP_002893773.1	Roisl.0040s0067.1.p
OG0009636	XP_002872460.1	Roisl.0184s0135.1.p
OG0009637	XP_002872459.2	Roisl.0184s0138.1.p
OG0009638	XP_020877467.1	Roisl.0184s0025.1.p
OG0009639	XP_020877477.1	Roisl.0184s0002.1.p
OG0009640	XP_002872510.1	Roisl.0020s0122.1.p
OG0009641	XP_020878669.1	Roisl.0057s0020.1.p
OG0009642	XP_020879539.1	Roisl.0057s0024.1.p
OG0009644	XP_020878080.1	Roisl.0057s0035.1.p
OG0009645	XP_020876840.1	Roisl.0213s0542.1.p
OG0009646	XP_002873939.1	Roisl.0210s1643.1.p
OG0009647	XP_002871876.1	Roisl.0210s1644.1.p
OG0009648	XP_020876088.1	Roisl.0046s0304.1.p
OG0009649	XP_020876781.1	Roisl.0046s0307.1.p
OG0009650	XP_020878691.1	Roisl.0046s0312.1.p
OG0009651	XP_020875862.1	Roisl.0046s0322.1.p
OG0009652	XP_020879066.1	Roisl.0046s0334.1.p
OG0009653	XP_002872246.1	Roisl.0046s0350.1.p
OG0009654	XP_002872252.1	Roisl.0046s0366.1.p
OG0009655	XP_002876899.1	Roisl.0209s0065.1.p
OG0009656	XP_020876942.1	Roisl.0046s0382.1.p
OG0009657	XP_020876875.1	Roisl.0046s0396.1.p
OG0009658	XP_020876935.1	Roisl.0046s0407.1.p
OG0009659	XP_002874372.1	Roisl.0046s0409.1.p
OG0009660	XP_002874422.1	Roisl.0046s0462.1.p
OG0009661	XP_002886005.1	Roisl.0214s0407.1.p
OG0009662	XP_020888825.1	Roisl.0214s0413.1.p
OG0009663	XP_020887554.1	Roisl.0214s0421.1.p
OG0009664	XP_002886273.1	Roisl.0214s0434.1.p
OG0009665	XP_020887675.1	Roisl.0214s0440.1.p
OG0009666	XP_002886281.1	Roisl.0214s0453.1.p
OG0009667	XP_020887862.1	Roisl.0214s0509.1.p, Roisl.0214s0395.1.p
OG0009668	XP_002875776.1, XP_020869543.1	Roisl.0209s0324.1.p
OG0009669	XP_020880060.1	Roisl.0209s0323.1.p
OG0009670	XP_020882529.1	Roisl.0209s0317.1.p
OG0009671	XP_020885097.1	Roisl.0067s0011.1.p
OG0009672	XP_020883158.1	Roisl.0067s0015.1.p
OG0009673	XP_002880338.1, XP_002867172.1	Roisl.0067s0020.1.p
OG0009674	XP_020874861.1, XP_020884407.1	Roisl.0067s0023.1.p
OG0009675	XP_020874885.1, XP_002882136.1	Roisl.0067s0027.1.p
OG0009676	XP_020874876.1, XP_020884406.1	Roisl.0067s0029.1.p
OG0009677	XP_020882912.1	Roisl.0067s0036.1.p
OG0009678	XP_002882126.1	Roisl.0067s0051.1.p
OG0009679	XP_002880262.1	Roisl.0035s0066.1.p
OG0009680	XP_002880260.1	Roisl.0035s0068.1.p
OG0009681	XP_002880255.1	Roisl.0035s0077.1.p
OG0009682	XP_020884075.1	Roisl.0035s0089.1.p
OG0009683	XP_020873640.1	Roisl.0022s0379.1.p
OG0009684	XP_002882072.1	Roisl.0035s0090.1.p
OG0009685	XP_020883109.1	Roisl.0035s0091.1.p
OG0009686	XP_020884577.1	Roisl.0035s0097.1.p
OG0009687	XP_002891292.1	Roisl.0179s0059.1.p
OG0009688	XP_020885825.1, XP_002862557.2	Roisl.0035s0125.1.p
OG0009689	XP_020883020.1	Roisl.0035s0127.1.p
OG0009690	XP_002880221.1	Roisl.0035s0135.1.p
OG0009691	XP_002882050.1	Roisl.0035s0141.1.p
OG0009692	XP_020883402.1	Roisl.0035s0147.1.p
OG0009693	XP_020885574.1	Roisl.0035s0174.1.p
OG0009694	XP_020883901.1	Roisl.0035s0176.1.p
OG0009695	XP_020883898.1	Roisl.0035s0177.1.p
OG0009696	XP_002882023.1	Roisl.0035s0190.1.p
OG0009697	XP_020885584.1	Roisl.0028s0029.1.p
OG0009698	XP_002882016.2	Roisl.0028s0030.1.p
OG0009699	XP_020882833.1	Roisl.0028s0039.1.p
OG0009700	XP_002880168.1	Roisl.0028s0058.1.p
OG0009701	XP_002882003.2	Roisl.0028s0059.1.p
OG0009702	XP_002882001.1	Roisl.0028s0064.1.p
OG0009703	XP_002880158.1	Roisl.0028s0073.1.p
OG0009704	XP_002880154.1	Roisl.0028s0080.1.p
OG0009705	XP_002880152.1	Roisl.0028s0082.1.p
OG0009706	XP_002881977.1	Roisl.0028s0114.1.p
OG0009707	XP_002880111.1	Roisl.0028s0147.1.p
OG0009708	XP_002880093.1	Roisl.0028s0170.1.p
OG0009709	XP_002880085.2	Roisl.0028s0177.1.p
OG0009710	XP_020884221.1	Roisl.0028s0211.1.p
OG0009711	XP_002881907.1	Roisl.0028s0259.1.p
OG0009712	XP_020883360.1	Roisl.0028s0271.1.p
OG0009713	XP_020883301.1	Roisl.0028s0276.1.p
OG0009714	XP_002881895.1	Roisl.0028s0278.1.p
OG0009715	XP_020885826.1	Roisl.0028s0307.1.p
OG0009716	XP_020884148.1	Roisl.0028s0309.1.p
OG0009717	XP_020885411.1	Roisl.0028s0320.1.p
OG0009718	XP_020885406.1	Roisl.0028s0324.1.p
OG0009720	XP_002881875.1	Roisl.0028s0333.1.p
OG0009721	XP_020885461.1	Roisl.0028s0357.1.p
OG0009722	XP_020885459.1	Roisl.0028s0358.1.p
OG0009723	XP_002879984.1, XP_002862495.1	Roisl.0028s0372.1.p
OG0009724	XP_020867124.1, XP_020885340.1	Roisl.0028s0373.1.p
OG0009725	XP_002879982.1	Roisl.0028s0381.1.p
OG0009726	XP_020884269.1	Roisl.0028s0389.1.p
OG0009727	XP_020884199.1	Roisl.0028s0446.1.p
OG0009728	XP_020884032.1	Roisl.0028s0437.1.p
OG0009729	XP_020884034.1	Roisl.0028s0433.1.p
OG0009730	XP_020883889.1	Roisl.0028s0472.1.p
OG0009732	XP_020887097.1	Roisl.0005s0086.1.p
OG0009733	XP_020886317.1	Roisl.0016s0112.1.p
OG0009734	XP_002884306.1	Roisl.0016s0142.1.p
OG0009735	XP_020886899.1	Roisl.0016s0164.1.p
OG0009736	XP_002884317.1	Roisl.0016s0167.1.p
OG0009737	XP_020887334.1	Roisl.0016s0187.1.p
OG0009738	XP_020886871.1	Roisl.0016s0193.1.p
OG0009739	XP_002882254.1	Roisl.0016s0215.1.p
OG0009740	XP_020887905.1	Roisl.0016s0225.1.p
OG0009741	XP_020887187.1	Roisl.0016s0249.1.p
OG0009742	XP_002884362.1	Roisl.0016s0255.1.p
OG0009743	XP_002884363.1	Roisl.0016s0257.1.p
OG0009744	XP_020888670.1	Roisl.0016s0278.1.p
OG0009745	XP_020887852.1	Roisl.0016s0292.1.p, Roisl.0039s0153.1.p
OG0009746	XP_020887017.1	Roisl.0016s0335.1.p
OG0009747	XP_002884425.1	Roisl.0016s0348.1.p
OG0009748	XP_020889020.1	Roisl.0016s0376.1.p
OG0009749	XP_002882351.1	Roisl.0016s0384.1.p
OG0009756	XP_002882382.1	Roisl.0039s0008.1.p
OG0009758	XP_020887059.1	Roisl.0039s0030.1.p
OG0009759	XP_002882397.1	Roisl.0039s0038.1.p
OG0009760	XP_020887072.1	Roisl.0039s0097.1.p
OG0009761	XP_020887654.1	Roisl.0039s0147.1.p
OG0009762	XP_002884557.2	Roisl.0039s0149.1.p
OG0009763	XP_002882456.2	Roisl.0213s0686.1.p, Roisl.0079s0002.1.p
OG0009764	XP_002882459.1	Roisl.0079s0006.1.p
OG0009765	XP_020886810.1	Roisl.0079s0007.1.p
OG0009766	XP_002884578.1	Roisl.0079s0020.1.p
OG0009767	XP_002884589.1	Roisl.0079s0037.1.p
OG0009768	XP_020887671.1	Roisl.0079s0048.1.p
OG0009769	XP_020888898.1	Roisl.0079s0069.1.p
OG0009770	XP_020873835.1	Roisl.0022s0347.1.p
OG0009771	XP_020885978.1	Roisl.0079s0077.1.p
OG0009772	XP_002882509.1	Roisl.0079s0093.1.p
OG0009773	XP_002884625.1	Roisl.0079s0095.1.p
OG0009774	XP_002882512.1	Roisl.0079s0099.1.p
OG0009775	XP_002882516.1	Roisl.0079s0107.1.p
OG0009776	XP_020886553.1	Roisl.0079s0124.1.p
OG0009777	XP_002884641.1	Roisl.0079s0125.1.p
OG0009778	XP_020889414.1	Roisl.0079s0128.1.p
OG0009779	XP_020887273.1	Roisl.0079s0150.1.p
OG0009780	XP_020885965.1	Roisl.0079s0161.1.p
OG0009781	XP_020886391.1	Roisl.0079s0163.1.p
OG0009782	XP_002882549.1	Roisl.0079s0178.1.p
OG0009783	XP_020886253.1	Roisl.0079s0193.1.p
OG0009784	XP_002882562.1	Roisl.0079s0194.1.p
OG0009785	XP_002882563.1	Roisl.0079s0195.1.p
OG0009786	XP_020888170.1	Roisl.0079s0196.1.p
OG0009787	XP_020872159.1	Roisl.0022s0452.1.p
OG0009788	XP_020887426.1	Roisl.0079s0203.1.p
OG0009789	XP_020889442.1	Roisl.0079s0206.1.p
OG0009790	XP_020887357.1	Roisl.0079s0218.1.p
OG0009791	XP_002882599.1	Roisl.0079s0260.1.p
OG0009792	XP_002882604.1	Roisl.0079s0269.1.p
OG0009793	XP_002884726.1, XP_002862960.2	Roisl.0079s0285.1.p
OG0009794	XP_020888591.1	Roisl.0079s0291.1.p
OG0009795	XP_002884733.1	Roisl.0079s0297.1.p
OG0009796	XP_020888370.1	Roisl.0079s0343.1.p
OG0009797	XP_020888737.1	Roisl.0074s1025.1.p
OG0009798	XP_002882654.1	Roisl.0074s1013.1.p
OG0009799	XP_020887297.1	Roisl.0074s1012.1.p
OG0009800	XP_020888890.1	Roisl.0074s0991.1.p
OG0009801	XP_002884795.1	Roisl.0074s0964.1.p
OG0009802	XP_002871106.1	Roisl.0030s0189.1.p
OG0009803	XP_002887019.1	Roisl.0074s0956.1.p
OG0009804	XP_002882690.1	Roisl.0074s0944.1.p
OG0009805	XP_002884817.1	Roisl.0074s0924.1.p
OG0009806	XP_020887368.1	Roisl.0074s0914.1.p
OG0009807	XP_020890125.1, XP_020888217.1	Roisl.0074s0904.1.p
OG0009808	XP_020888260.1	Roisl.0074s0864.1.p
OG0009809	XP_002884847.1	Roisl.0074s0859.1.p
OG0009810	XP_020888254.1, XP_020888252.1	Roisl.0074s0817.1.p
OG0009811	XP_020888201.1	Roisl.0074s0809.1.p
OG0009812	XP_020888231.1	Roisl.0074s0806.1.p
OG0009813	XP_020888277.1	Roisl.0074s0797.1.p
OG0009814	XP_020888278.1	Roisl.0074s0786.1.p
OG0009815	XP_020888309.1	Roisl.0074s0781.1.p
OG0009816	XP_020888293.1	Roisl.0074s0775.1.p
OG0009817	XP_020888234.1	Roisl.0074s0770.1.p
OG0009818	XP_020888232.1	Roisl.0074s0752.1.p
OG0009819	XP_020878756.1	Roisl.0020s0078.1.p
OG0009820	XP_020887931.1	Roisl.0074s0735.1.p
OG0009821	XP_020885935.1	Roisl.0074s0726.1.p
OG0009822	XP_020886355.1	Roisl.0074s0724.1.p
OG0009823	XP_002882800.1	Roisl.0074s0701.1.p
OG0009824	XP_020889344.1	Roisl.0074s0695.1.p
OG0009825	XP_020889348.1	Roisl.0074s0693.1.p
OG0009826	XP_020889349.1	Roisl.0074s0692.1.p
OG0009827	XP_020888530.1	Roisl.0074s0670.1.p
OG0009828	XP_020887694.1	Roisl.0074s0665.1.p
OG0009829	XP_002884963.1	Roisl.0074s0656.1.p
OG0009830	XP_002882830.1	Roisl.0074s0635.1.p
OG0009831	XP_002884975.1	Roisl.0074s0626.1.p
OG0009832	XP_020872509.1, XP_020888551.1	Roisl.0074s0612.1.p
OG0009833	XP_002882842.1	Roisl.0074s0610.1.p
OG0009834	XP_002885011.1	Roisl.0074s0565.1.p
OG0009835	XP_002882873.1	Roisl.0074s0545.1.p
OG0009836	XP_020886985.1	Roisl.0074s0541.1.p
OG0009837	XP_002885027.1, XP_020888655.1	Roisl.0074s0538.1.p
OG0009838	XP_020889365.1	Roisl.0074s0537.1.p
OG0009839	XP_002865562.1	Roisl.0075s0012.1.p
OG0009840	XP_020886672.1	Roisl.0074s0528.1.p
OG0009841	XP_002885044.1	Roisl.0074s0518.1.p
OG0009842	XP_002885053.1	Roisl.0074s0492.1.p
OG0009843	XP_002885068.1	Roisl.0074s0455.1.p
OG0009844	XP_020886654.1	Roisl.0074s0454.1.p
OG0009845	XP_020873709.1	Roisl.0022s0338.1.p
OG0009846	XP_020887184.1	Roisl.0074s0439.1.p
OG0009847	XP_020887186.1	Roisl.0074s0440.1.p
OG0009848	XP_002885078.2	Roisl.0074s0436.1.p
OG0009849	XP_002885083.1	Roisl.0074s0426.1.p
OG0009850	XP_002882952.1	Roisl.0074s0395.1.p
OG0009851	XP_002885111.1	Roisl.0074s0367.1.p
OG0009852	XP_020887887.1	Roisl.0074s0333.1.p
OG0009853	XP_020889011.1	Roisl.0074s0331.1.p
OG0009854	XP_002882983.1	Roisl.0074s0329.1.p
OG0009855	XP_002885130.1	Roisl.0074s0324.1.p
OG0009856	XP_020888624.1	Roisl.0074s0313.1.p
OG0009857	XP_020889183.1	Roisl.0074s0308.1.p, Roisl.0074s0307.1.p
OG0009858	XP_020889145.1	Roisl.0074s0259.1.p
OG0009859	XP_020889118.1	Roisl.0074s0257.1.p
OG0009860	XP_002883054.1	Roisl.0074s0218.1.p
OG0009861	XP_020874018.1, XP_020874017.1	Roisl.0022s0417.1.p
OG0009862	XP_020889154.1	Roisl.0074s0157.1.p
OG0009863	XP_002883095.1	Roisl.0074s0147.1.p
OG0009864	XP_002883104.1	Roisl.0074s0133.1.p
OG0009865	XP_002877681.1	Roisl.0046s0885.1.p
OG0009866	XP_020886620.1	Roisl.0074s0105.1.p
OG0009867	XP_002883123.1	Roisl.0074s0101.1.p
OG0009868	XP_020881088.1	Roisl.0011s0139.1.p
OG0009869	XP_002885254.1	Roisl.0074s0092.1.p
OG0009870	XP_020887393.1	Roisl.0074s0088.1.p
OG0009871	XP_020889438.1	Roisl.0074s0081.1.p
OG0009872	XP_002883140.1	Roisl.0074s0076.1.p
OG0009873	XP_020887093.1	Roisl.0074s0070.1.p
OG0009874	XP_020888702.1	Roisl.0074s0066.1.p
OG0009875	XP_020887505.1	Roisl.0074s0052.1.p
OG0009876	XP_020887460.1	Roisl.0074s0036.1.p
OG0009877	XP_020888402.1	Roisl.0074s0032.1.p
OG0009878	XP_020887643.1	Roisl.0074s0027.1.p
OG0009879	XP_002883162.1	Roisl.0074s0023.1.p
OG0009880	XP_002885297.1	Roisl.0074s0018.1.p
OG0009881	XP_020881657.1	Roisl.0011s0013.1.p
OG0009882	XP_002885311.1	Roisl.0028s0016.1.p
OG0009883	XP_020888181.1	Roisl.0028s0018.1.p
OG0009884	XP_002883196.1	Roisl.0115s0274.1.p
OG0009885	XP_020887626.1	Roisl.0115s0277.1.p
OG0009886	XP_002885336.1	Roisl.0115s0298.1.p
OG0009887	XP_002892657.1	Roisl.0021s0267.1.p
OG0009888	XP_020887414.1	Roisl.0115s0312.1.p
OG0009889	XP_020888190.1	Roisl.0115s0335.1.p
OG0009890	XP_020888189.1	Roisl.0115s0336.1.p
OG0009891	XP_020888887.1	Roisl.0115s0343.1.p
OG0009892	XP_002885366.1	Roisl.0115s0354.1.p
OG0009893	XP_002885393.1	Roisl.0115s0393.1.p
OG0009894	XP_002885409.1	Roisl.0115s0422.1.p
OG0009895	XP_002870798.1	Roisl.0022s0071.1.p
OG0009896	XP_002868750.1	Roisl.0213s0827.1.p
OG0009897	XP_002880588.1	Roisl.0051s0031.1.p
OG0009898	XP_002868760.1	Roisl.0213s0803.1.p
OG0009899	XP_020875447.1	Roisl.0213s0793.1.p
OG0009900	XP_002870862.1	Roisl.0046s0041.1.p
OG0009901	XP_020874764.1	Roisl.0210s2198.1.p, Roisl.0210s2177.1.p
OG0009902	XP_020875059.1	Roisl.0008s0096.1.p
OG0009903	XP_020874235.1	Roisl.0008s0086.1.p
