Orthogroup	Arabidopsis_lyrata_NCBI	Brassica_rapa
OG0007422	XP_002864588.2	XP_009120392.1, XP_009126739.1
OG0007423	XP_020889210.1	XP_009120386.2, XP_009132031.2
OG0007424	XP_020884463.1	XP_009132047.1, XP_009120361.1
OG0007425	XP_002866271.1	XP_033141387.1, XP_033137716.1
OG0007426	XP_002868500.1	XP_009120352.1, XP_009132051.2
OG0007427	XP_002866244.1	XP_009120317.1, XP_009126798.1, XP_009132090.1
OG0007428	XP_020889695.1	XP_009132098.1, XP_009126811.1
OG0007429	XP_002866234.1	XP_009132104.1, XP_009132100.2
OG0007430	XP_002866232.1	XP_009120298.1, XP_009126812.1
OG0007431	XP_020871802.1	NP_001288998.1, XP_009120283.1
OG0007432	XP_002864517.1	XP_009126837.1, XP_009120264.2
OG0007433	XP_020871173.1	XP_009134064.1, XP_009127346.1
OG0007434	XP_020877944.1	XP_009120216.1, XP_033141599.1
OG0007435	XP_002864493.1	XP_009120221.1, XP_009132155.1
OG0007436	XP_020885786.1	XP_009126900.2, XP_009120228.1
OG0007437	XP_002866185.1	XP_009126899.1
OG0007438	XP_020879968.1	XP_033138482.1, XP_009126855.1, XP_033144590.1
OG0007439	XP_002866171.1	XP_033137350.1, XP_009126920.1
OG0007440	XP_020871282.1	XP_009120166.1, XP_009126934.1
OG0007441	XP_002864440.1	XP_009126959.1, XP_009120134.1
OG0007442	XP_002864434.1	XP_009126966.1, XP_009120123.1
OG0007443	XP_002866119.1	XP_009120106.1
OG0007444	XP_002867440.2	XP_009129498.1
OG0007445	XP_020886956.1	XP_009120081.1, XP_009126995.1
OG0007446	XP_002866074.2	XP_033138695.1, XP_033143598.1
OG0007447	XP_020883573.1	XP_009120026.2, XP_033144441.1
OG0007448	XP_020871693.1	XP_009132418.1, XP_009120019.1
OG0007449	XP_020882144.1	XP_009150133.1, XP_009149726.1
OG0007450	XP_020881665.1	XP_033137193.1
OG0007451	XP_002875924.1	NP_001288988.1, XP_009149794.1
OG0007452	XP_020890010.1, XP_020871255.1	XP_009127114.1, XP_009119941.1
OG0007453	XP_002866035.1	XP_009127107.1, XP_009119956.1
OG0007454	XP_020870625.1	XP_009119960.1
OG0007455	XP_002872847.1	XP_009144579.1, XP_009111302.1
OG0007456	XP_020877293.1	XP_009111296.1, XP_009111297.1
OG0007457	XP_020878201.1	XP_018512841.1
OG0007458	XP_020878646.1	XP_009134400.2
OG0007459	XP_002873309.1	XP_009122337.2, XP_009132222.2
OG0007460	XP_002871263.1	XP_009130987.1, XP_033144299.1, XP_009122353.2
OG0007461	XP_002871260.1	XP_009122359.2, XP_009130986.1
OG0007462	XP_002873291.1	XP_009122387.1
OG0007463	XP_020878473.1	XP_009125778.1, XP_009122281.1, XP_009130955.1
OG0007464	XP_002873260.1	XP_033141940.1
OG0007465	XP_002873258.1	XP_009130946.1, XP_009122252.1
OG0007467	XP_002871182.1	XP_009122183.1, XP_009125618.1
OG0007468	XP_002871174.1	XP_033137772.1
OG0007469	XP_020875958.1	XP_033137337.1, XP_009125593.1
OG0007470	XP_020875999.1	XP_009125592.1, XP_009130876.1
OG0007471	XP_002871116.1	XP_033141394.1, XP_009122566.1
OG0007472	XP_002873156.1	XP_033137791.1, XP_009125565.1
OG0007473	XP_020878100.1	XP_009130810.2, XP_033137417.1
OG0007474	XP_020878200.1	XP_009125546.1, XP_009122630.1
OG0007475	XP_002882655.1	XP_009146864.1
OG0007476	XP_020876684.1	XP_009122660.1, XP_009125526.1
OG0007477	XP_002873117.1	XP_009125522.1
OG0007479	XP_020879105.1	XP_009122704.1
OG0007480	XP_002877454.2, XP_002871031.1	XP_009109562.1
OG0007482	XP_020877439.1	XP_018510733.2, XP_009125484.1
OG0007483	XP_020877438.1	XP_009122732.1
OG0007484	XP_002871010.1	XP_009125478.1
OG0007485	XP_002870987.1	XP_009125459.1, XP_009122758.1
OG0007487	XP_020878417.1	XP_009130708.1, XP_009122770.1
OG0007488	XP_002873050.2	XP_009130699.1
OG0007489	XP_002870971.1	XP_009122779.1, XP_009130701.2
OG0007490	XP_002870972.1	XP_009125445.1, XP_009130702.2
OG0007491	XP_002870975.1	XP_009130706.1, XP_009122776.1
OG0007492	XP_002873041.2	XP_009122798.1
OG0007493	XP_002873031.1	XP_009130668.1, XP_033139515.1, XP_009125432.1
OG0007494	XP_020876700.1	XP_009125431.1, XP_009122822.1
OG0007495	XP_002870938.1	XP_033142361.1, XP_009130666.1, XP_009122830.1
OG0007496	XP_020876846.1	XP_033142362.1, XP_009130664.2
OG0007497	XP_002870929.1	XP_033139516.1, XP_009130661.1, XP_033139521.1
OG0007498	XP_002872989.1	XP_033141016.1, XP_033143440.1
OG0007499	XP_020875311.1	XP_009125170.1, XP_009140062.1
OG0007500	XP_020875110.1	XP_009125200.3, XP_009140127.1
OG0007501	XP_002870609.1	XP_009125207.1, XP_009140130.1
OG0007502	XP_020874352.1	XP_009140145.1, XP_009125216.1
OG0007503	XP_002889322.1	XP_009104430.1, XP_009106776.2
OG0007504	XP_002887824.1	XP_009104471.1, XP_009104470.1
OG0007506	XP_020890394.1	XP_009106733.1, XP_009128405.1
OG0007507	XP_002889279.1	XP_009128610.1, XP_009104476.1
OG0007508	XP_002889274.1	XP_009104483.1, XP_009128394.1
OG0007509	XP_020889625.1	XP_009106701.1, XP_009104503.2
OG0007510	XP_002889261.1	XP_009106687.1, XP_009104509.1
OG0007511	XP_020887873.1	XP_009139797.1
OG0007512	XP_020891291.1	XP_009104538.1, XP_033140665.1
OG0007513	XP_002887768.1	XP_009106631.1
OG0007514	XP_020891706.1	XP_009128336.1, XP_009106624.1
OG0007516	XP_020891606.1	XP_009106621.2, XP_009104551.1, XP_009128332.1
OG0007517	XP_020891455.1	XP_033140002.1, XP_009106616.2
OG0007518	XP_020890475.1	XP_009106590.2
OG0007519	XP_002887754.1	XP_009128310.1, XP_009106588.2
OG0007520	XP_020890471.1	XP_009106585.1, XP_009128308.1
OG0007521	XP_020890469.1	XP_009106577.1
OG0007522	XP_020874391.1, XP_002889183.1	XP_009104577.1
OG0007523	XP_002889175.1	XP_009106461.1, XP_009104588.1
OG0007524	XP_002887714.1, XP_002889170.1	XP_009106450.1
OG0007525	XP_020889669.1	XP_033140003.1, XP_009106420.1
OG0007526	XP_020891396.1	XP_033131944.1, XP_009128253.1
OG0007527	XP_002862810.1, XP_002889151.1	XP_009106413.1
OG0007528	XP_020891160.1	XP_009104621.1, XP_009128230.1
OG0007529	XP_020890262.1	XP_009148792.2, XP_009104629.1, XP_009106387.1
OG0007530	XP_002889129.1	XP_033131406.1
OG0007531	XP_020891372.1	XP_009106379.2, XP_009106380.1
OG0007532	XP_002889123.1	XP_009106373.1, XP_009128206.2
OG0007533	XP_020891063.1	XP_009124582.1
OG0007534	XP_002887655.1	XP_009128194.1, XP_009104660.1
OG0007535	XP_002889071.1	XP_009104685.1, XP_009106280.1
OG0007536	XP_020890402.1	XP_009106258.1, XP_009128151.1
OG0007537	XP_020890532.1	XP_009106257.1, XP_009128150.1
OG0007538	XP_020891364.1	XP_009104690.2
OG0007539	XP_020891601.1	XP_009128134.1
OG0007540	XP_002887611.1	XP_009106235.1, NP_001288944.1
OG0007541	XP_002889037.1	XP_009106216.1, XP_009128120.1
OG0007542	XP_020867911.1	XP_009151828.1
OG0007543	XP_002889015.1	XP_009104716.1, XP_009106177.1
OG0007544	XP_020889991.1	XP_009106166.1, XP_009104725.1
OG0007545	XP_020887586.1	XP_033131355.1, XP_009112426.1
OG0007546	XP_020889265.1	XP_009121114.1, XP_009150790.1
OG0007547	XP_020889257.1	XP_009121111.1, XP_009112431.1
OG0007548	XP_020886201.1, XP_020886205.1	XP_009121084.1, XP_009150762.1
OG0007549	XP_002876006.1	XP_009136529.1, XP_033137082.1
OG0007550	XP_020879668.1	XP_033143148.1, XP_033142679.1
OG0007551	XP_002876002.1	XP_009115675.1, XP_009101504.1
OG0007552	XP_020871906.1	XP_009132435.1, XP_009119983.1
OG0007553	XP_002864339.1	XP_009127082.1, XP_009119980.1
OG0007554	XP_020880467.1	XP_018511750.2
OG0007555	XP_020867920.1	XP_009104133.1
OG0007556	XP_002891855.1	XP_009106823.1, XP_009147474.1
OG0007557	XP_020881344.1	XP_009101365.3
OG0007558	XP_002894498.2	XP_009106888.1
OG0007559	XP_002891819.1	XP_009147522.1, XP_009107086.1
OG0007560	XP_002891815.1	XP_009106903.1
OG0007561	XP_020869246.1	XP_009147536.2, XP_009107068.1
OG0007562	XP_002891779.1	XP_009147572.1, XP_009106956.1
OG0007563	XP_002891751.1	XP_009144772.1
OG0007564	XP_002891741.1	XP_009144779.1, XP_009106984.1
OG0007565	XP_002894423.1	XP_033128365.1, XP_009107009.1
OG0007566	XP_002881426.2	XP_009141558.1, XP_009143617.1
OG0007567	XP_002881435.1	XP_009143603.2, XP_009141571.1
OG0007568	XP_020885008.1	XP_009133074.1, XP_009143597.1
OG0007569	XP_020881049.1	XP_009143958.3, XP_009149874.1
OG0007570	XP_020881178.1	XP_009150310.1
OG0007571	XP_002864045.1	XP_018511116.1
OG0007572	XP_002865797.1	XP_009107437.1
OG0007573	XP_020884884.1	XP_009119833.1
OG0007574	XP_002864215.1	XP_009127200.2, XP_018510966.1
OG0007575	XP_002864216.1	XP_009127199.1, XP_009119848.1
OG0007576	XP_002865954.1	XP_018510958.2, XP_009127193.1
OG0007577	XP_020883228.1	XP_009134029.1, XP_009127371.1
OG0007578	XP_002865788.1	XP_009134059.1
OG0007579	XP_020882122.1	XP_009128467.1, XP_009105135.1
OG0007580	XP_020873019.1	XP_009124279.2, XP_009124296.2
OG0007581	XP_020874944.1	XP_009108018.1, XP_009124268.1
OG0007582	XP_020877042.1	XP_009124133.2
OG0007583	XP_020876124.1	XP_009107684.2, XP_009139647.1
OG0007584	XP_002863159.2	XP_009110710.2
OG0007585	XP_020876302.1	XP_009107695.1, XP_009139633.1
OG0007586	XP_002863127.1	XP_009116100.1
OG0007587	XP_020875020.1	XP_009107737.1
OG0007588	XP_002870320.1	XP_009109576.1, XP_009147030.1
OG0007589	XP_002868291.1	XP_009109578.1, XP_009147042.1
OG0007590	XP_020874731.1	XP_009132998.1
OG0007591	XP_002868255.1	XP_009148303.1
OG0007592	XP_020872377.1	XP_009148228.1
OG0007593	XP_002870279.1	XP_033133471.1, XP_009148100.1
OG0007594	XP_020873925.1	XP_009107828.1, XP_009147826.1
OG0007595	XP_020875428.1	XP_009144719.1, XP_009147724.1
OG0007597	XP_002868185.1	XP_009135963.1, XP_033143278.1
OG0007598	XP_020891650.1	XP_009105583.1, XP_009105957.1
OG0007599	XP_020889764.1	XP_009127970.1, XP_009105966.3
OG0007600	XP_020891484.1	XP_009104813.1, XP_018508726.1
OG0007601	XP_020890987.1	XP_009104812.2, XP_009105998.1
OG0007602	XP_002888946.1	XP_009106037.1, XP_009104793.1
OG0007603	XP_002888948.1	XP_009104792.1
OG0007604	XP_002888979.1	XP_033140334.1, XP_009106115.1
OG0007605	XP_020889775.1	XP_009128050.1, XP_009106121.1
OG0007606	XP_020865800.1	XP_009106130.1, XP_009128062.1
OG0007607	XP_002888669.1	XP_009105042.1, XP_009127638.1
OG0007608	XP_002869280.1	XP_033137858.1
OG0007609	XP_020865836.1	XP_009105439.2
OG0007610	XP_020890489.1	XP_009105453.1, XP_009127697.1
OG0007611	XP_002867447.1	XP_009129595.2, XP_018513264.1
OG0007612	XP_002869496.1	XP_009129556.1, XP_009109088.1
OG0007613	XP_002867442.1	XP_033133043.1, XP_009129517.1
OG0007614	XP_020872111.1	NP_001288908.1, XP_009129331.2
OG0007615	XP_020872513.1	XP_033142707.1, XP_009128940.1
OG0007616	XP_020889610.1	XP_009119854.1
OG0007617	XP_020882059.1	XP_033128910.1
OG0007618	XP_002876064.1	XP_009115783.1, XP_033143276.1
OG0007619	XP_020865783.1	XP_009112931.2, XP_009112755.1
OG0007620	XP_020891602.1	XP_009112905.1, XP_009112789.1
OG0007621	XP_002870742.1	XP_009139941.1
OG0007622	XP_020872997.1	XP_009125122.1
OG0007623	XP_020880243.1	XP_009129297.2, XP_009151779.1
OG0007625	XP_002863981.1	XP_009129790.1
OG0007626	XP_020880279.1	XP_009151978.1, XP_033136074.1
OG0007627	XP_002875359.1	XP_009129445.1, XP_009111557.1
OG0007628	XP_002876992.1	XP_009129479.1, XP_009152025.1
OG0007629	XP_002875337.1	NP_001288919.1, XP_033141877.1
OG0007630	XP_020881191.1	XP_009129489.1, XP_009152027.2
OG0007631	XP_020881154.1	XP_009121525.1, XP_009152062.1
OG0007632	XP_002876948.2	XP_009152075.1
OG0007633	XP_002864092.1	XP_009127327.1, XP_009140882.2
OG0007634	XP_020875288.1	XP_009104975.1
OG0007635	XP_020875218.1	XP_009127767.1, XP_009105659.1
OG0007636	XP_002888742.1	XP_009127765.1, XP_009105651.1
OG0007637	XP_002888739.1	NP_001288882.1, XP_009105649.1
OG0007638	XP_020891410.1	XP_009127762.1, XP_009105648.1
OG0007639	XP_002883723.1	XP_009136192.2, XP_009136191.1
OG0007641	XP_002863413.1	XP_009101527.2, XP_009128851.2
OG0007642	XP_020871684.1	XP_009128849.1, XP_009101532.1
OG0007643	XP_020867823.1	XP_009111847.1, XP_033129727.1
OG0007644	XP_020877684.1	XP_009101541.1, XP_009114371.1
OG0007645	XP_020881547.1	XP_009128843.1, XP_009101543.1
OG0007646	XP_002863429.1	XP_009101546.1
OG0007647	XP_020871910.1	XP_033136858.1, XP_033128303.1
OG0007649	XP_002863486.1	XP_009113865.1, XP_009101601.1
OG0007650	XP_020874722.1	XP_009108012.1, XP_009124261.1
OG0007651	XP_002863496.1	XP_009101615.1, XP_009128776.2
OG0007652	XP_020866700.1	XP_009147896.1
OG0007653	XP_020866729.1	XP_033128449.1, XP_009145103.1
OG0007654	XP_002869652.1	XP_009139574.1, XP_009137557.1
OG0007655	XP_002891556.1	XP_009147852.1, XP_009107239.1
OG0007656	XP_002891561.1	XP_009107230.1
OG0007657	XP_002862239.2, XP_002894247.1	XP_009147844.1
OG0007658	XP_002891583.1	XP_009107215.1, XP_009144949.1
OG0007659	XP_020867440.1	XP_009147797.1
OG0007660	XP_002891623.2	XP_033133227.1, XP_009147774.1
OG0007661	XP_020870845.1	XP_009147768.1, XP_009107210.1
OG0007663	XP_020868714.1	XP_009107171.2, XP_009144891.1
OG0007664	XP_020870960.1	XP_009147732.1, XP_009144882.1
OG0007665	XP_002891672.1	XP_009107162.1, XP_009147721.1
OG0007666	XP_002892254.1	XP_009111070.1, XP_009119229.1
OG0007667	XP_020867267.1	XP_009107152.1, XP_009144860.1
OG0007668	XP_020868586.1	XP_009147709.2, XP_009107147.1
OG0007669	XP_020872582.1, XP_002878690.2, XP_002894376.1	XP_009144853.1, XP_009107136.1
OG0007670	XP_002891714.1	XP_009147666.1
OG0007671	XP_020867668.1	XP_009149216.1
OG0007672	XP_002865489.1	XP_009114042.1
OG0007673	XP_020884237.1	XP_009112507.1
OG0007674	XP_020871179.1	XP_009123701.1
OG0007675	XP_002863726.1	XP_009114031.1, XP_009101832.1
OG0007676	XP_020883912.1	XP_033146275.1, XP_009143852.2
OG0007677	XP_002881288.1	XP_009143846.1, XP_009141327.1
OG0007678	XP_020882698.1	XP_009132955.2
OG0007679	XP_002881309.1	XP_009143827.1, XP_033144109.1
OG0007680	XP_020884338.1	XP_009143823.1, XP_033146283.1
OG0007681	XP_002879476.1	XP_009141356.2, XP_009143816.1, XP_033147734.1
OG0007682	XP_002879496.1	XP_009141379.1, XP_033147631.1
OG0007683	XP_020882748.1, XP_020866109.1, XP_020887867.1, XP_020877205.1	XP_009141382.1
OG0007684	XP_020882795.1	XP_009132992.1
OG0007685	XP_002879515.1	XP_009143740.1
OG0007686	XP_020866081.1	XP_009111887.1, XP_009151292.1
OG0007687	XP_020885828.1	XP_009141486.1, XP_009143666.1
OG0007688	XP_002879568.1	XP_009143633.1, XP_009133039.1, XP_009141508.1
OG0007689	XP_002889710.1	XP_009148127.1
OG0007690	XP_002881415.1	XP_009143624.1
OG0007691	XP_002881417.1	XP_009133054.1, XP_009141529.1
OG0007692	XP_020874820.1	XP_009132805.1, XP_009137008.1
OG0007693	XP_002869997.1	XP_009108417.1, XP_009132578.1
OG0007694	XP_020874544.1	XP_009132328.1
OG0007695	XP_020872740.1	XP_009108369.1, XP_009131946.1
OG0007696	XP_002867990.1	XP_009131743.1
OG0007697	XP_002870050.2	XP_009131633.1
OG0007698	XP_020874386.1	XP_009108350.2, XP_009137641.1, XP_009136901.1
OG0007699	XP_020874565.1	XP_009131264.1, XP_009136894.1
OG0007700	XP_002868028.2	XP_009131185.2, XP_009108348.1
OG0007701	XP_002868034.1	XP_009131074.1, XP_009136877.1
OG0007702	XP_002870083.1	XP_009136875.2, XP_018512318.1
OG0007703	XP_020875211.1	XP_033142013.1, XP_009130911.1
OG0007704	XP_020872104.1	XP_009130900.1
OG0007705	XP_020872602.1	XP_033144030.1, XP_009130831.2
OG0007706	XP_020874563.1	XP_033144195.1
OG0007707	XP_002863404.1	XP_009114359.1
OG0007708	XP_020881060.1	XP_009136591.1, XP_009115791.1
OG0007709	XP_020881522.1	XP_009136585.1
OG0007710	XP_002877787.2	XP_009136584.1, XP_009149275.2
OG0007711	XP_002877785.1	XP_009115784.1, XP_009136581.1
OG0007712	XP_002877776.1	XP_009115760.1, XP_009136563.1
OG0007713	XP_020882600.1	XP_018509755.1
OG0007714	XP_020873682.1	XP_009109294.1, XP_009137240.1
OG0007715	XP_002869777.1	XP_009137085.1, XP_009137356.1
OG0007716	XP_002864174.1	XP_009127239.1, XP_018512633.1
OG0007717	XP_020888605.1	XP_009106753.1, XP_009127240.1
OG0007718	XP_020871985.1	XP_009127247.1
OG0007719	XP_020884727.1	XP_009127275.1, XP_009107247.1
OG0007720	XP_020885632.1	XP_009127310.1, XP_009107451.3
OG0007722	XP_020871172.1	XP_033144703.1
OG0007723	XP_002865829.1	XP_009132685.1, XP_009127330.2
OG0007724	XP_020889550.1	XP_009136183.1, XP_033131101.1
OG0007725	XP_002883867.1	XP_009136260.2, XP_009123224.2, XP_009102324.1
OG0007726	XP_002883906.1	XP_018511356.1, XP_009119404.1
OG0007727	XP_020888194.1	XP_009136283.1, XP_018510993.1
OG0007728	XP_020887679.1	XP_033132103.1, XP_009136298.1
OG0007729	XP_002884010.1	XP_009121209.1, XP_033134141.1
OG0007730	XP_002884023.2	XP_009136343.1, XP_009121197.2
OG0007731	XP_020888417.1, XP_020887822.1	XP_009136361.1
OG0007732	XP_020889063.1	XP_009121145.1, XP_009150850.1
OG0007733	XP_002869738.2	XP_009137694.1
OG0007734	XP_002867683.2	XP_009137406.1, XP_009137519.2
OG0007735	XP_002869750.1	XP_009137577.2, XP_033144434.1
OG0007736	XP_002869767.1	XP_009137386.1, XP_009137352.1
OG0007737	XP_020873836.1	XP_009137060.1, XP_009108604.1
OG0007738	XP_020873547.1	XP_009137300.1, XP_009136467.1
OG0007739	XP_020873584.1	XP_033143987.1, XP_009136276.1
OG0007740	XP_020873654.1	XP_009136100.1
OG0007741	XP_020873320.1	XP_009108566.2, XP_009135969.1
OG0007742	XP_020873830.1	XP_009135828.1, XP_009137252.1
OG0007743	XP_002867780.2	XP_033144984.1, XP_009135747.2
OG0007744	XP_020890977.1	XP_009112864.1
OG0007745	XP_002867901.1	XP_009133332.1
OG0007746	XP_020872857.1	XP_009133425.1
OG0007747	XP_020874756.1	XP_009108461.1, XP_009133507.1
OG0007748	XP_020873189.1	XP_009137141.1, XP_009108464.1, XP_009133589.1
OG0007750	XP_002869938.1	XP_009137142.1, XP_009133685.1
OG0007751	XP_020875644.1	XP_009108477.1, XP_009133895.1
OG0007752	XP_002869886.1	XP_009134790.1, XP_033134042.1
OG0007753	XP_002867832.1	XP_009137205.2, XP_009135044.1
OG0007754	XP_002867828.1	XP_009135200.1
OG0007755	XP_020867418.1	XP_009131618.1, XP_009121038.2
OG0007756	XP_002866746.1	XP_033131224.1, XP_009112325.3
OG0007757	XP_002874573.1	XP_009134148.1
OG0007758	XP_002865565.1	XP_009123676.1
OG0007759	XP_020888476.1, XP_002865507.1	XP_009123690.2
OG0007760	XP_020873987.1	XP_009136767.1
OG0007761	XP_002868110.1	XP_009123028.1, XP_033130672.1
OG0007762	XP_020872170.1	XP_033144813.1, XP_009145506.1
OG0007763	XP_020875352.1	XP_033133302.1, XP_009145457.2
OG0007764	XP_020874277.1	XP_009145362.1, XP_009108276.1
OG0007765	XP_020887927.1	XP_009124836.1, XP_018514259.1
OG0007766	XP_002882161.1	XP_009148929.1, XP_009128941.1
OG0007767	XP_002882176.1	XP_009134610.1, XP_009147443.1
OG0007768	XP_020886095.1	XP_009125018.1, XP_009147435.1
OG0007769	XP_002884279.1	XP_009147433.2, XP_009125020.2
OG0007770	XP_020887381.1	XP_009147432.1
OG0007771	XP_002865054.1, XP_002865055.2	XP_033131225.1
OG0007772	XP_020881936.1	XP_009130567.1, XP_009112289.1
OG0007773	XP_020890008.1	XP_009138942.1, XP_009112294.1
OG0007774	XP_020887419.1	XP_009112298.1, XP_009103535.1
OG0007775	XP_002876084.1	XP_009115820.1, XP_009149040.1
OG0007776	XP_020879987.1	XP_009116990.1, XP_009138647.1
OG0007777	XP_002876713.1	XP_009116986.1, XP_009138694.1
OG0007778	XP_020880693.1	XP_009138644.1, XP_009116985.1
OG0007779	XP_020879773.1	XP_033135535.1, XP_009138703.1
OG0007782	XP_002878441.2	XP_033146735.1, XP_009116896.1, XP_009104376.2
OG0007783	XP_020882210.1	XP_009104375.1, XP_009116895.1, XP_009138737.2
OG0007784	XP_020881991.1, XP_020882476.1	XP_009116890.1, XP_009104368.1
OG0007785	XP_002878438.1, XP_020881996.1, XP_002877692.2	XP_009116885.1
OG0007786	XP_002878422.2	XP_009116861.1
OG0007787	XP_002876638.1	XP_009104347.1, XP_009116844.1
OG0007788	XP_020880808.1	XP_009104342.1
OG0007789	XP_020882196.1	XP_009116828.1, XP_033130914.1
OG0007790	XP_002878387.2	XP_009104313.2
OG0007791	XP_002876615.1	XP_009104311.1, XP_009138769.1
OG0007792	XP_002876605.2	XP_018513919.2, XP_009116796.1
OG0007793	XP_002876602.1	XP_009104298.1, XP_009116790.1
OG0007794	XP_020881577.1	XP_009138785.1
OG0007795	XP_002876573.2	XP_009116745.2, XP_009138822.2
OG0007796	XP_002876567.1	XP_009138830.2, NP_001288999.1
OG0007797	XP_002878332.1	XP_018508443.1, XP_009138837.2
OG0007798	XP_002876540.1	XP_009116697.1, XP_009138863.1
OG0007799	XP_002876536.1	XP_009116686.1, XP_009138871.1
OG0007800	XP_002881930.1	XP_009142963.1
OG0007801	XP_020880123.1	XP_033136061.1, XP_033130972.1
OG0007802	XP_020881634.1	XP_009104216.1, XP_009116635.1
OG0007803	XP_002876509.1	XP_009116620.1, XP_009138906.1
OG0007804	XP_002878275.1	XP_009104211.1
OG0007805	XP_002878269.2	XP_009116599.1, XP_009104203.2
OG0007806	XP_002881898.1	XP_009133598.1, XP_009142928.1
OG0007807	XP_020880567.1	XP_009104183.1, XP_009116580.1
OG0007808	XP_020880480.1	XP_009104179.2, XP_009138930.1
OG0007809	XP_020880614.1	XP_033145456.1, XP_033136058.1
OG0007810	XP_020880574.1	XP_009142863.1
OG0007811	XP_020880543.1	XP_018510668.2, XP_009138936.1
OG0007812	XP_002876476.1	XP_009116551.1, XP_009138938.1
OG0007813	XP_020880580.1	XP_009116540.1, XP_009104155.1
OG0007814	XP_002876459.1	XP_033146061.1, XP_033131110.1
OG0007815	XP_020889851.1	XP_009134057.1
OG0007816	XP_020881361.1	XP_033136012.1
OG0007817	XP_020880322.1	XP_033131301.1, XP_009116470.2
OG0007818	XP_002876426.1	XP_033146475.1, XP_033136033.1
OG0007819	XP_002876399.1	XP_009104042.1, XP_009116421.1
OG0007820	XP_020879810.1	XP_009116403.1
OG0007821	XP_020879809.1	XP_009116402.1, XP_009104036.1
OG0007822	XP_002878087.1	XP_009104005.1, XP_009116348.1
OG0007823	XP_002876354.1	XP_009116319.1
OG0007824	XP_020871585.1	XP_009151638.1, XP_033140530.1
OG0007825	XP_020882173.1	XP_009116248.1
OG0007826	XP_020880897.1	XP_009116300.1, XP_009139123.1
OG0007827	XP_002876336.1	XP_009103971.2, XP_009139135.1
OG0007828	XP_020880021.1	XP_009116239.1
OG0007829	XP_020882034.1	XP_033144182.1, XP_009116144.1
OG0007830	XP_020881311.1	XP_009116139.1
OG0007831	XP_002877980.1	XP_009139237.1, XP_033131980.1
OG0007832	XP_002876254.1	XP_009116130.1
OG0007833	XP_002877976.1	XP_009139245.1, XP_009116125.1
OG0007834	XP_020879680.1	XP_009116122.1, XP_009139246.1
OG0007835	XP_020880907.1	XP_009116120.1, XP_009103913.1
OG0007836	XP_002877969.1	XP_009116119.1
OG0007837	XP_020882450.1	XP_009116117.1, XP_009139249.1
OG0007838	XP_020882512.1	XP_009139265.1, XP_009116101.1
OG0007839	XP_020867854.1	XP_009148586.1, XP_009110642.1
OG0007840	XP_002877946.1	XP_009103884.1, XP_009116085.1
OG0007841	XP_002877941.1	XP_009116075.1, XP_033146228.1
OG0007842	XP_020882300.1	XP_009116059.2, XP_009139385.1
OG0007843	XP_020880624.1	XP_009116049.1, XP_009103868.2
OG0007844	XP_020881160.1	XP_009125249.1
OG0007845	XP_020881387.1	XP_009117152.2, XP_009148754.1
OG0007846	XP_002877881.1	XP_009115970.1, XP_009148738.1
OG0007847	XP_002866009.1	XP_009127127.1, XP_033138219.1
OG0007849	XP_002864249.1	XP_009119903.1
OG0007850	XP_020866586.1	XP_009127162.1, XP_009119898.1
OG0007851	XP_002865973.1	XP_009132476.1
OG0007852	XP_020868326.1	XP_009132477.1, XP_009119885.1
OG0007853	XP_002865967.1	XP_033139994.1, XP_033137960.1
OG0007854	XP_020871536.1	XP_033137961.1, XP_033143121.1
OG0007855	XP_002870183.1	XP_009136739.1
OG0007856	XP_020889030.1	XP_009102502.2, XP_009136076.1
OG0007857	XP_002885661.2	XP_009102491.1
OG0007858	XP_002885662.1	XP_009112680.1, XP_009136081.1, XP_033131782.1
OG0007859	XP_002883575.1, XP_002863088.1	XP_009136103.1, XP_009102430.1
OG0007860	XP_020888784.1	XP_009102398.2
OG0007861	XP_002883661.1	XP_009136149.1
OG0007862	XP_002885821.1	XP_009136187.1
OG0007863	XP_002887079.1	XP_009127490.1, XP_009105233.1
OG0007864	XP_020865921.1	XP_009127492.1, XP_009105236.2
OG0007865	XP_020891751.1	XP_009127513.1, XP_009105248.1
OG0007866	XP_020890237.1	XP_009105251.1
OG0007867	XP_002887112.1	XP_033130790.1, XP_009127535.1
OG0007868	XP_020890358.1	XP_009127537.1, XP_009105259.1
OG0007869	XP_002887113.1	XP_033131513.1, XP_009127546.1
OG0007871	XP_002872223.1	XP_018508099.1
OG0007872	XP_020890349.1	XP_009105282.1
OG0007873	XP_002888596.1	XP_009105121.3, XP_009127554.1
OG0007874	XP_002887120.1	XP_009105283.1, XP_009105120.1
OG0007875	XP_002887123.1	XP_009105286.1, XP_009127556.1
OG0007876	XP_020891579.1	XP_009127566.1, XP_009105302.1
OG0007877	XP_002888617.1	XP_009105107.1, XP_009105312.1
OG0007878	XP_002887140.1	XP_009105320.1, XP_009127574.1
OG0007879	XP_002888623.1	XP_018511813.2, XP_018508310.1, XP_018508285.1
OG0007880	XP_002890703.1	XP_009105080.1
OG0007881	XP_020890542.1	XP_009105353.1, XP_009105069.1
OG0007882	XP_020891208.1	XP_009105374.1
OG0007883	XP_002888657.1	XP_009105380.2, XP_009127624.2
OG0007884	XP_020889609.1	XP_009127627.1, XP_009105384.1
OG0007885	XP_020886144.1	XP_033129531.1, XP_009102240.1
