Orthogroup	Arabidopsis_lyrata_NCBI	Noccaea_praecox
OG0010536	XP_002873337.1	Np003G1342100
OG0010537	XP_002871297.1	Np003G1341100
OG0010538	XP_002873324.1	Np003G1338100
OG0010539	XP_002871279.1	Np003G1335700
OG0010540	XP_002874887.1	Np003G1859000
OG0010541	XP_020876389.1	Np003G1858500
OG0010542	XP_020876394.1	Np003G1857600
OG0010543	XP_020876373.1	Np003G1856000
OG0010544	XP_002874879.1	Np003G1855900
OG0010545	XP_002872793.1	Np003G1855800
OG0010546	XP_002872791.1	Np003G1855400
OG0010547	XP_002872788.1	Np003G1854100
OG0010548	XP_002874868.1	Np003G1853700
OG0010549	XP_020873511.1	Np005G2812000
OG0010550	XP_020873627.1	Np005G2812500
OG0010552	XP_002869704.2	Np005G2816400
OG0010553	XP_002880847.1	Np006G3616500
OG0010554	XP_002880853.1	Np006G3615900
OG0010555	XP_020883962.1	Np006G3615300
OG0010557	XP_020884929.1	Np006G3607700
OG0010558	XP_020885678.1	Np006G3580500
OG0010559	XP_002880970.1	Np006G3582000, Np006G3582300, Np006G3581500
OG0010560	XP_002879135.2	Np006G3583700, Np005G3169400, Np005G3169300
OG0010561	XP_020883817.1	Np006G3584000, Np006G3584400, Np007G3949000
OG0010562	XP_020883814.1	Np006G3585300
OG0010563	XP_002880944.2	Np006G3589700
OG0010565	XP_020884302.1	Np006G3591700
OG0010566	XP_020884595.1	Np006G3593200
OG0010567	XP_002879169.1	Np006G3595900
OG0010568	XP_020885602.1	Np006G3600100
OG0010569	XP_002879205.1, XP_002863050.1	Np006G3604100
OG0010570	XP_002879206.1	Np006G3604600
OG0010571	XP_002879218.1	Np008G4281700, Np006G3501700
OG0010572	XP_020884192.1	Np006G3512300
OG0010573	XP_002881092.1, XP_002862558.2	Np006G3525800
OG0010574	XP_020883048.1	Np006G3475600, Np006G3532400
OG0010575	XP_002879276.1	Np006G3471200, Np006G3537000
OG0010576	XP_020885784.1	Np006G3693500
OG0010577	XP_002879288.2	Np006G3541100, Np006G3489000
OG0010578	XP_002881145.1	Np006G3541400, Np006G3488700
OG0010579	XP_020883333.1, XP_002881149.1	Np006G3486900, Np006G3542900
OG0010580	XP_002879310.1	Np006G3481700, Np006G3547700
OG0010581	XP_020882931.1	Np006G3547900, Np006G3481400
OG0010582	XP_020885039.1	Np006G3552900, Np002G1154400
OG0010583	XP_020883446.1	Np006G3555100
OG0010584	XP_020883314.1	Np006G3555800
OG0010585	XP_002881205.1	Np006G3557400
OG0010586	XP_020873889.1, XP_020885271.1	Np006G3558700
OG0010587	XP_020873544.1, XP_020885043.1	Np006G3560800
OG0010588	XP_002878955.1	Np006G3626500
OG0010589	XP_020882868.1	Np006G3570300
OG0010590	XP_020882865.1	Np006G3570100
OG0010591	XP_020884167.1	Np006G3567300
OG0010592	XP_002881224.1	Np006G3567000
OG0010593	XP_002862849.2, XP_002879386.2	Np006G3566300
OG0010594	XP_002879418.1	Np006G3573500
OG0010595	XP_002881251.1	Np006G3575100
OG0010596	XP_002879425.1	Np006G3575600
OG0010597	XP_020884256.1, XP_002862860.1	Np006G3576400
OG0010598	XP_020884392.1	Np006G3452500, Np009G4319800
OG0010599	XP_020871773.1	Np001G0412300
OG0010600	XP_002868849.1	Np005G2604900
OG0010601	XP_020871090.1	Np001G0411000
OG0010602	XP_020889093.1	Np001G0406900
OG0010603	XP_002865380.1	Np006G3545600, Np001G0401800
OG0010604	XP_002874860.1	Np003G1850800
OG0010605	XP_002874862.1	Np003G1851000
OG0010606	XP_002872772.1	Np003G1851600
OG0010607	XP_020876351.1	Np003G1852100
OG0010608	XP_002872780.1	Np003G1852800
OG0010609	XP_002894079.1	Np004G2002200
OG0010610	XP_020868954.1	Np004G2003300
OG0010611	XP_020870675.1	Np004G2003500
OG0010612	XP_020869926.1	Np004G2009000
OG0010613	XP_020869260.1	Np004G2104200
OG0010614	XP_020870344.1	Np004G2018800
OG0010615	XP_020868009.1	Np004G2105300
OG0010616	XP_020867714.1	Np004G2109000
OG0010617	XP_002890766.1	Np004G2111000, Np002G0963900
OG0010618	XP_002893526.1	Np004G2113500
OG0010619	XP_002890777.1	Np004G2114400
OG0010620	XP_020868887.1	Np004G2115300
OG0010621	XP_020867308.1	Np004G2118000
OG0010622	XP_020870775.1	Np004G2127500
OG0010623	XP_020867534.1	Np004G2128700
OG0010624	XP_002890835.1	Np004G2130900
OG0010625	XP_020868544.1	Np004G2131600
OG0010626	XP_002893595.1	Np004G2132500
OG0010627	XP_020866018.1	Np004G2133400
OG0010628	XP_020870272.1	Np004G2134000
OG0010629	XP_002890853.1	Np004G2134100
OG0010630	XP_002890861.1	Np004G2135400
OG0010631	XP_002893614.1	Np004G2137500
OG0010632	XP_020866846.1	Np004G2138900
OG0010633	XP_020866844.1	Np004G2139000
OG0010634	XP_020872091.1	Np005G3201700
OG0010635	XP_002866446.1	Np001G0463300
OG0010636	XP_002890910.1	Np004G2147200
OG0010637	XP_002893669.1	Np004G2149300
OG0010638	XP_002893671.1	Np004G2149700
OG0010640	XP_002893832.1	Np004G2154200
OG0010641	XP_020870909.1	Np004G2161500, Np004G2162800
OG0010642	XP_002893683.1	Np004G2166800, Np004G2167900
OG0010643	XP_020868760.1	Np004G2168200
OG0010644	XP_020870972.1	Np004G2173100
OG0010645	XP_002890953.1	Np004G2173500
OG0010646	XP_020870481.1	Np004G2175200
OG0010648	XP_020870518.1	Np004G2197500
OG0010649	XP_002890985.1	Np004G2051200
OG0010650	XP_020868036.1	Np004G2052900
OG0010651	XP_002893730.1	Np002G0916700
OG0010652	XP_020866842.1	Np004G2055400
OG0010653	XP_002893733.1	Np004G2055600
OG0010655	XP_020880428.1	Np001G0251500
OG0010656	XP_020881040.1	Np001G0251300
OG0010657	XP_002880004.1	Np006G3280300
OG0010658	XP_002876856.1	Np001G0249300
OG0010659	XP_020880259.1	Np001G0248900
OG0010660	XP_002875207.1	Np001G0245700
OG0010661	XP_002866743.2	Np001G0011000, Np002G0798800
OG0010662	XP_020871290.1	Np001G0013100
OG0010663	XP_020889415.1	Np001G0014200
OG0010664	XP_002865040.2	Np001G0015100
OG0010665	XP_002886978.1, XP_002866722.1	Np001G0015500
OG0010666	XP_020890566.1	Np001G0017600, Np006G3678600
OG0010667	XP_002865019.1	Np001G0018300
OG0010668	XP_020871310.1	Np001G0018400
OG0010669	XP_020888075.1	Np001G0018900
OG0010670	XP_002866705.1	Np001G0021000
OG0010671	XP_020871103.1	Np001G0021600
OG0010672	XP_002864997.1	Np001G0022900
OG0010673	XP_002874566.1	Np003G1768400, Np003G1769200
OG0010674	XP_020885160.1	Np001G0025300
OG0010675	XP_020871656.1	Np001G0026300
OG0010676	XP_002866688.1	Np001G0027600, Np001G0026500, Np001G0026800
OG0010677	XP_020880255.1	Np001G0028000
OG0010678	XP_002888784.1, XP_002891096.1	Np004G2307800, Np004G2308100, Np002G0803500
OG0010679	XP_002866674.1	Np001G0029800
OG0010680	XP_002864947.1	Np001G0033600
OG0010681	XP_020878883.1	Np001G0036600
OG0010682	XP_020871889.1	Np001G0040300
OG0010683	XP_002866632.1	Np001G0041000
OG0010684	XP_020885850.1	Np001G0042400
OG0010685	XP_020887458.1	Np001G0045600
OG0010686	XP_002866607.1	Np001G0046900
OG0010687	XP_020869949.1	Np001G0048200
OG0010688	XP_002864885.2	Np001G0048400
OG0010689	XP_020870113.1	Np001G0051000
OG0010690	XP_020890385.1	Np001G0051700
OG0010691	XP_020880340.1, XP_020871140.1	Np001G0052800
OG0010692	XP_002866578.1	Np001G0053300
OG0010693	XP_002864868.1	Np001G0053400
OG0010694	XP_020869705.1	Np001G0054000
OG0010695	XP_002866556.1	Np001G0059200
OG0010696	XP_020885690.1	Np001G0060500
OG0010697	XP_002868562.2	Np005G3202500
OG0010698	XP_020871805.1	Np001G0070100
OG0010699	XP_020877892.1	Np001G0083500, Np001G0084000, Np001G0071600
OG0010700	XP_020889249.1	Np001G0072400
OG0010701	XP_002864778.1	Np001G0075900
OG0010702	XP_002864774.1	Np001G0077700
OG0010703	XP_020870066.1	Np001G0087400
OG0010704	XP_002866447.1	Np001G0088700
OG0010705	XP_020871237.1	Np001G0092900
OG0010706	XP_002864705.1	Np001G0099400
OG0010707	XP_020877375.1	Np001G0102600
OG0010708	XP_002874117.1	Np001G0103100
OG0010709	XP_020877539.1	Np001G0103200
OG0010710	XP_002864257.1, XP_002864258.1	Np001G0062000, Np001G0081600, Np001G0061800
OG0010711	XP_002872056.1	Np001G0105200
OG0010712	XP_020876251.1	Np001G0107200
OG0010713	XP_020875969.1	Np003G1305300
OG0010714	XP_002872081.1	Np001G0110100
OG0010715	XP_002872087.1	Np001G0111800
OG0010716	XP_020876101.1	Np001G0111900
OG0010717	XP_002872092.1	Np001G0112500
OG0010718	XP_002872093.1	Np001G0112900, Np001G0113000
OG0010719	XP_020879459.1	Np001G0113800
OG0010720	XP_020876769.1	Np001G0117900
OG0010721	XP_020876771.1	Np001G0118000
OG0010722	XP_002872117.1	Np001G0118600
OG0010723	XP_002874207.1	Np001G0118800
OG0010724	XP_020878332.1	Np001G0119900
OG0010725	XP_002872132.1	Np001G0121800
OG0010726	XP_020876236.1	Np001G0131400
OG0010727	XP_020877862.1	Np001G0131900
OG0010728	XP_002874269.2	Np001G0132200
OG0010729	XP_020887411.1	Np007G3886100
OG0010730	XP_020876142.1	Np001G0135100
OG0010731	XP_020877850.1	Np001G0135200
OG0010732	XP_002871890.1	Np003G1475200
OG0010733	XP_002873944.1	Np003G1473300
OG0010734	XP_002873957.1	Np003G1477200
OG0010735	XP_002871908.1	Np003G1479100
OG0010736	XP_020876097.1	Np003G1480300
OG0010737	XP_002871918.1	Np003G1482900
OG0010738	XP_002871919.1	Np003G1483000
OG0010739	XP_020878816.1	Np003G1483100
OG0010740	XP_020879497.1	Np003G1483500
OG0010741	XP_020876284.1	Np003G1484200
OG0010742	XP_002873991.1	Np003G1486000
OG0010743	XP_002874005.1	Np003G1488700
OG0010744	XP_002871954.1	Np003G1489900
OG0010745	XP_020879050.1	Np003G1490500
OG0010746	XP_020877548.1	Np003G1492800
OG0010748	XP_020877383.1	Np003G1497700
OG0010749	XP_002871976.1	Np003G1498100
OG0010750	XP_020879124.1	Np003G1498300
OG0010751	XP_020879170.1	Np003G1498800
OG0010752	XP_020877823.1	Np003G1499600
OG0010753	XP_002874059.1	Np003G1503100
OG0010754	XP_002874063.1	Np003G1503700
OG0010755	XP_002872002.1	Np003G1505200
OG0010756	XP_002872004.1	Np003G1505800
OG0010757	XP_020877230.1	Np003G1506200
OG0010758	XP_020879351.1	Np003G1506400
OG0010759	XP_002872009.1	Np003G1506900
OG0010760	XP_002874093.1	Np003G1509400
OG0010761	XP_020871589.1	Np003G1514100
OG0010762	XP_020871538.1	Np003G1517700
OG0010763	XP_020889184.1	Np003G1518400
OG0010764	XP_020882552.1	Np003G1519000
OG0010765	XP_002879869.2	Np006G3316600
OG0010766	XP_020886208.1	Np003G1528000
OG0010767	XP_002866338.1	Np003G1528500
OG0010768	XP_020881164.1	Np003G1530200
OG0010769	XP_002864637.1	Np003G1528400, Np003G1530300
OG0010770	XP_002864634.1	Np003G1530700
OG0010771	XP_002864633.1	Np003G1530800
OG0010772	XP_002864610.1, XP_002863038.2	Np003G1535500
OG0010773	XP_020885138.1	Np003G1536800
OG0010774	XP_002864603.1	Np006G3510300, Np003G1537400
OG0010775	XP_002862630.1, XP_002866293.1	Np003G1539800
OG0010776	XP_002866289.1	Np003G1540800
OG0010777	XP_020889204.1	Np003G1541100
OG0010778	XP_002866259.2	Np003G1546300
OG0010779	XP_002864559.1	Np003G1547400
OG0010780	XP_020878386.1	Np003G1547500
OG0010781	XP_002864558.1	Np003G1547600
OG0010782	XP_020872022.1	Np003G1548300
OG0010783	XP_002866250.1	Np003G1549500
OG0010784	XP_020888187.1	Np003G1550600
OG0010785	XP_002866245.1	Np003G1550300
OG0010786	XP_002864545.1	Np003G1550400
OG0010787	XP_020888153.1	Np003G1550800
OG0010788	XP_020870810.1	Np003G1551800
OG0010789	XP_002864530.1	Np003G1552600
OG0010790	XP_020871851.1	Np003G1553300
OG0010791	XP_020872003.1	Np003G1553600
OG0010792	XP_020885499.1	Np003G1554500
OG0010793	XP_020883257.1	Np003G1559600
OG0010794	XP_020868903.1, XP_020872774.1	Np003G1563100
OG0010795	XP_020874595.1, XP_002866173.1	Np003G1567900
OG0010796	XP_020888738.1	Np003G1571600
OG0010797	XP_020885454.1	Np003G1571900
OG0010798	XP_020871932.1	Np003G1573600
OG0010799	XP_002864456.1	Np003G1576100
OG0010800	XP_020885706.1	Np003G1582600
OG0010801	XP_002866128.1	Np003G1583100
OG0010802	XP_002866123.1	Np003G1584200
OG0010803	XP_002864408.1	Np003G1592700
OG0010804	XP_002864407.1	Np003G1592900
OG0010805	XP_020886950.1	Np003G1594000
OG0010806	XP_020890632.1	Np002G0824800
OG0010808	XP_002866094.1	Np003G1600400
OG0010809	XP_002866078.1	Np003G1604600
OG0010811	XP_002864368.1	Np003G1607200
OG0010812	XP_020871688.1	Np003G1609300
OG0010813	XP_002877643.1	Np001G0499200
OG0010814	XP_020880010.1	Np001G0497700
OG0010815	XP_020879952.1	Np001G0494900
OG0010816	XP_002864295.1	Np003G1620200
OG0010817	XP_020871334.1	Np003G1622700
OG0010818	XP_020871510.1	Np003G1623900
OG0010819	XP_002866040.1	Np003G1627000
OG0010820	XP_020879161.1	Np003G1868700
OG0010821	XP_002874481.1	Np003G1751500
OG0010822	XP_020878258.1	Np003G1866200
OG0010823	XP_020879270.1	Np003G1864900
OG0010824	XP_002872830.1	Np003G1864600
OG0010825	XP_020877237.1	Np003G1862400
OG0010826	XP_020877977.1	Np003G1862200
OG0010827	XP_020878174.1	Np003G1861900
OG0010828	XP_020878751.1	Np003G1331700
OG0010829	XP_020877916.1	Np003G1329400
OG0010830	XP_020867737.1	Np004G2093800
OG0010831	XP_020878562.1	Np003G1327300
OG0010833	XP_020877939.1	Np003G1326900
OG0010834	XP_020879447.1	Np003G1326300
OG0010835	XP_002871232.1	Np003G1325400, Np003G1309600
OG0010836	XP_020878860.1	Np003G1322600, Np003G1322000
OG0010837	XP_002873245.1	Np003G1316000
OG0010838	XP_002871206.1	Np003G1315700
OG0010839	XP_020876010.1	Np003G1314500
OG0010840	XP_020875914.1	Np003G1314100
OG0010841	XP_020875912.1	Np003G1305800
OG0010842	XP_002871164.1	Np003G1305200
OG0010843	XP_002871163.1	Np003G1305100
OG0010844	XP_002871155.1	Np003G1304100
OG0010846	XP_002871136.1	Np003G1298800
OG0010847	XP_020876012.1	Np003G1297500
OG0010848	XP_020876009.1	Np003G1297100
OG0010849	XP_020875921.1	Np003G1294500
OG0010850	XP_002878725.1	Np006G3663500
OG0010851	XP_020877973.1	Np003G1290900
OG0010852	XP_020868744.1	Np004G2269500
OG0010853	XP_002873145.1	Np003G1289200
OG0010854	XP_002871061.2	Np003G1284000
OG0010855	XP_020878251.1	Np003G1282400
OG0010856	XP_020878752.1	Np003G1282000
OG0010857	XP_020879580.1	Np003G1280700, Np007G4126400
OG0010858	XP_020879481.1	Np003G1276500, Np003G1278600
OG0010859	XP_002873085.1	Np003G1274400
OG0010860	XP_020878375.1	Np003G1274200
OG0010861	XP_020875866.1	Np003G1272500
OG0010862	XP_002870989.1	Np003G1269800
OG0010863	XP_020875852.1	Np003G1269100
OG0010864	XP_002870980.1	Np003G1268200
OG0010865	XP_002870978.1	Np003G1267800
OG0010866	XP_002870963.1	Np003G1264400
OG0010867	XP_020876147.1	Np003G1263100
OG0010868	XP_002870956.1	Np003G1262600
OG0010869	XP_020878229.1	Np003G1261200
OG0010870	XP_020869141.1, XP_002873028.1	Np003G1258500
OG0010871	XP_020878836.1	Np003G1258300
OG0010872	XP_020876845.1	Np003G1257200
OG0010873	XP_020878909.1	Np003G1256600
OG0010874	XP_020876631.1	Np003G1252800
OG0010875	XP_020878360.1	Np007G3768200
OG0010876	XP_002870894.1	Np003G1249900
OG0010877	XP_002872984.1	Np003G1249100
OG0010878	XP_020875146.1	Np005G3179500
OG0010879	XP_020872222.1	Np005G3180300
OG0010880	XP_020874791.1	Np005G3185900
OG0010881	XP_020874318.1, XP_020872635.1	Np005G3189800
OG0010882	XP_020875084.1	Np005G3193200
OG0010883	XP_020874297.1	Np005G3194300
OG0010884	XP_002868585.1	Np005G3196600
OG0010885	XP_020866229.1	Np002G1039500, Np002G1039600, Np002G1039100
OG0010886	XP_020874915.1	Np005G3202400
OG0010887	XP_020891105.1	Np002G0701800
OG0010888	XP_020891190.1	Np002G0701000
OG0010889	XP_002887861.1	Np002G0700700
OG0010890	XP_002889297.1	Np002G0707500
OG0010891	XP_002887830.1	Np002G0708400
OG0010892	XP_020890869.1	Np002G0712100
OG0010893	XP_020865878.1	Np002G0714000
OG0010894	XP_020865897.1	Np002G0717600
OG0010895	XP_002889241.1	Np002G0722800
OG0010896	XP_020891354.1	Np002G0726800
OG0010897	XP_002877492.1	Np001G0462300
OG0010898	XP_002887749.1	Np002G0731700
OG0010900	XP_002889191.1	Np002G0734600
OG0010901	XP_020890609.1, XP_020874383.1	Np002G0735600
OG0010902	XP_020865941.1	Np002G0736200, Np002G0736600
OG0010903	XP_020889827.1	Np002G0738400
OG0010904	XP_002887716.1	Np002G0739100
OG0010905	XP_002889165.2	Np002G0743200
OG0010906	XP_002887697.1	Np002G0745300
OG0010907	XP_020890149.1	Np002G0747300
OG0010908	XP_020891585.1	Np002G0749800
OG0010909	XP_002887681.1	Np002G0750000
OG0010910	XP_020890261.1	Np002G0751900
OG0010911	XP_002889122.2	Np002G0754300
OG0010912	XP_002887647.1	Np002G0761800
OG0010914	XP_002875584.1	Np001G0431900
OG0010915	XP_020891253.1	Np001G0485600, Np003G1598200, Np002G0767000
OG0010916	XP_002878728.1, XP_002878730.1	Np006G3662900
OG0010917	XP_002889055.1	Np001G0186700
OG0010918	XP_020868980.1	Np004G2576400
OG0010919	XP_002887607.2	Np002G0776400
OG0010920	XP_020889655.1	Np002G0781200
OG0010921	XP_002887574.1	Np002G0783500
OG0010922	XP_002889010.1	Np002G0784100
OG0010923	XP_020889263.1	Np007G3758200
OG0010924	XP_020889254.1	Np007G3758100
OG0010925	XP_002884073.1	Np007G3756500
OG0010926	XP_020887148.1	Np007G3960500
OG0010927	XP_002866048.1	Np003G1631000
OG0010928	XP_002875844.1	Np001G0472400
OG0010929	XP_002875846.1	Np001G0473200
OG0010930	XP_002894568.1	Np004G1900400
OG0010931	XP_020868969.1	Np004G1902400
OG0010932	XP_020868917.1	Np004G1912600
OG0010933	XP_020866689.1	Np004G1919800
OG0010934	XP_002891303.1	Np004G2022500
OG0010935	XP_002891767.2	Np004G1925200
OG0010936	XP_020868068.1	Np004G1926500
OG0010937	XP_020867191.1	Np004G1928400
OG0010938	XP_002891753.1	Np004G1928800
OG0010939	XP_020867173.1	Np004G1933800
OG0010940	XP_020884429.1	Np006G3626400
OG0010941	XP_020867200.1	Np004G1934600
OG0010942	XP_002879594.1	Np006G3395700
OG0010943	XP_020883028.1	Np006G3395000
OG0010944	XP_020885464.1	Np006G3394900
OG0010945	XP_020884826.1	Np006G3391900
OG0010946	XP_020885071.1	Np006G3391100
OG0010947	XP_002881457.1	Np006G3387400
OG0010948	XP_020882054.1	Np001G0447400
OG0010949	XP_020882126.1	Np001G0446000
OG0010950	XP_020881451.1	Np001G0441400
OG0010951	XP_002877160.1	Np001G0190100
OG0010952	XP_002870398.1	Np005G3094400
OG0010953	XP_020874987.1	Np005G3104400
OG0010954	XP_002865942.2	Np003G1646700
OG0010955	XP_020888352.1	Np003G1737400
OG0010956	XP_020871824.1	Np003G1743800
OG0010957	XP_020874570.1	Np005G3095500
OG0010958	XP_020877125.1	Np005G3083600
OG0010959	XP_002863143.1	Np005G3086700
OG0010961	XP_020872780.1	Np005G3066600
OG0010962	XP_002868321.1	Np005G3064000
OG0010963	XP_002883742.1	Np002G1086000, Np007G3898600
OG0010964	XP_020872629.1	Np005G3059500
OG0010965	XP_020875003.1, XP_002870325.1	Np005G3058100
OG0010966	XP_020875649.1	Np005G3061300
OG0010967	XP_002870303.1	Np005G3048400
OG0010968	XP_002868250.1	Np005G3042000
OG0010969	XP_020872927.1	Np005G3146700
OG0010970	XP_020874810.1	Np005G3038700
OG0010971	XP_020880093.1	Np001G0223400
OG0010972	XP_020875427.1	Np005G3034700
OG0010973	XP_020872751.1	Np005G3034000
OG0010974	XP_002870238.2	Np005G3029700
OG0010975	XP_002870226.1	Np005G3024900, Np001G0337100
OG0010976	XP_020870614.1	Np004G2333200
OG0010977	XP_002865763.1	Np003G1745800
OG0010978	XP_002870202.1	Np005G3017200
OG0010979	XP_020874334.1	Np005G3016200
OG0010980	XP_020875197.1	Np005G3019000
OG0010981	XP_002887465.1	Np002G0816800
OG0010982	XP_020889971.1	Np002G0814400
OG0010983	XP_020891726.1	Np002G0814300
OG0010984	XP_002888926.1	Np002G0812100
OG0010985	XP_002887483.1	Np002G0811200
OG0010986	XP_002888934.1	Np002G0810100
OG0010987	XP_002887490.1	Np002G0809600
OG0010988	XP_020891507.1	Np002G0808100
OG0010989	XP_020883705.1	Np006G3398800
OG0010990	XP_002888947.1	Np002G0802400
OG0010991	XP_020889683.1	Np002G0802100
OG0010992	XP_020891440.1	Np002G0801800
OG0010994	XP_002887517.1	Np002G0807500
OG0010995	XP_020890799.1	Np002G0796200
OG0010996	XP_002887533.1	Np002G0794900
OG0010997	XP_020890836.1	Np002G0793200
OG0010998	XP_002887542.2	Np002G0792200
OG0010999	XP_002888978.1	Np002G0792100
OG0011001	XP_020890792.1	Np002G0788100
OG0011002	XP_020891671.1	Np002G0788200
OG0011003	XP_002887563.1	Np002G0787600
OG0011004	XP_020889957.1	Np002G0888800
OG0011005	XP_002888676.1	Np002G0887800
OG0011006	XP_020890488.1	Np002G0876500
OG0011007	XP_020890341.1	Np002G0876000
OG0011008	XP_002887224.1	Np002G0875300
OG0011009	XP_020889979.1	Np002G0874000
OG0011010	XP_002868397.1	Np005G3095400
OG0011011	XP_020872278.1	Np005G2760300
OG0011012	XP_002869469.2	Np005G2758700
OG0011013	XP_002869824.1, XP_002869468.1	Np005G2758500
OG0011014	XP_020874785.1	Np005G2757100
OG0011015	XP_020875093.1	Np005G2755700
OG0011016	XP_020875095.1	Np005G2755600
OG0011017	XP_002883670.1	Np007G3889800
OG0011019	XP_020891432.1	Np002G1228900
OG0011020	XP_020865587.1	Np002G1229300
OG0011021	XP_002886385.1	Np003G1810000, Np002G1231800
OG0011022	XP_002886375.1	Np002G1233900
OG0011023	XP_002887930.2	Np002G1234200
OG0011024	XP_002887928.2	Np002G1234700
OG0011025	XP_020872931.1	Np005G3163600, Np005G3163900
OG0011026	XP_020888391.1	Np005G3165800
OG0011027	XP_020889283.1	Np005G3167000
OG0011028	XP_002870724.1	Np006G3415800
OG0011029	XP_020875497.1	Np005G3167300
OG0011030	XP_002868670.2	Np005G3167900
OG0011031	XP_002868667.2	Np005G3168100
OG0011032	XP_002870232.1	Np005G3168400
OG0011033	XP_002877167.1	Np001G0188900
OG0011035	XP_020880258.1	Np001G0198700
OG0011036	XP_020882052.1	Np001G0437200
OG0011037	XP_002875403.1	Np001G0203900
OG0011038	XP_020881033.1	Np001G0209700
OG0011039	XP_002877028.1	Np001G0211600
OG0011040	XP_020882219.1	Np001G0216700
OG0011041	XP_020881347.1	Np001G0220600
OG0011042	XP_002876985.1	Np001G0223000, Np001G0223500
OG0011043	XP_020880967.1	Np001G0225000
OG0011044	XP_020879622.1	Np001G0225900
OG0011045	XP_020880634.1	Np001G0230100
OG0011046	XP_002875289.1	Np001G0232800
OG0011047	XP_002876934.1	Np001G0233500
OG0011048	XP_020882216.1	Np001G0234100
OG0011049	XP_020882295.1	Np001G0235500
OG0011050	XP_020882482.1	Np001G0235600
OG0011051	XP_002887254.1	Np002G0864600
OG0011052	XP_020890537.1	Np002G0864800
OG0011053	XP_020869629.1	Np002G0865800
OG0011054	XP_002887246.1	Np002G0867500
OG0011055	XP_020889921.1	Np002G0868500
OG0011056	XP_002888719.1	Np002G0870300
OG0011057	XP_020889918.1	Np002G0871900
OG0011058	XP_020891678.1	Np002G0872500
OG0011060	XP_002863424.1	Np001G0359800
OG0011061	XP_020877522.1	Np003G1758600
OG0011062	XP_020871072.1	Np001G0365800
OG0011063	XP_020877525.1	Np003G1753700
OG0011065	XP_020871651.1	Np007G3791600
OG0011066	XP_002863452.1	Np001G0362000
OG0011067	XP_002863461.1	Np001G0369200
OG0011068	XP_002865236.1	Np001G0370300
OG0011069	XP_020879184.1, XP_002863471.1	Np001G0371100
OG0011071	XP_020882029.1	Np001G0373200
OG0011072	XP_020881997.1	Np001G0373300
OG0011073	XP_020882009.1	Np001G0373500
OG0011074	XP_002886918.1	Np002G0985100
OG0011075	XP_020866744.1	Np004G1981500
OG0011076	XP_020881635.1	Np001G0649200
OG0011077	XP_020866720.1	Np004G1977700
OG0011078	XP_020866758.1	Np004G1976800
OG0011079	XP_002891539.1	Np004G1972900
OG0011080	XP_002894225.1	Np004G1971800
OG0011081	XP_020866690.1	Np004G1970800
OG0011082	XP_020867277.1	Np004G1966600
OG0011083	XP_002891579.1	Np004G1966300
OG0011084	XP_002891587.1	Np004G1964300
OG0011085	XP_002894267.1	Np004G1964200
OG0011086	XP_020868766.1	Np004G1963900
OG0011087	XP_020868718.1	Np004G1963700, Np004G1998100
OG0011088	XP_020870232.1	Np004G1962300
OG0011089	XP_002891603.1	Np004G1962000
OG0011090	XP_002894295.1	Np004G2555900, Np004G1959600
OG0011091	XP_002891620.1	Np004G1959200
OG0011092	XP_020868770.1	Np004G1957600
OG0011093	XP_002891637.1	Np004G1956900
OG0011094	XP_020868773.1	Np002G0950500, Np004G1947000, Np004G1954700
OG0011095	XP_002894327.1	Np004G1953900
OG0011096	XP_002891655.1	Np004G1952400
OG0011097	XP_020866555.1	Np004G1950700
OG0011098	XP_002891673.1	Np004G1949700
OG0011099	XP_002894377.2	Np004G1944800
OG0011100	XP_002891698.2	Np004G1944300
OG0011101	XP_020867992.1	Np004G1944100
OG0011102	XP_020871632.1	Np001G0422900
OG0011103	XP_002865484.1	Np001G0422800
OG0011104	XP_002863734.1, XP_002862988.1	Np001G0422300
OG0011105	XP_002881287.1	Np009G4325400, Np006G3448400
OG0011106	XP_020882723.1	Np006G3440600
OG0011107	XP_002879458.1	Np006G3440500
OG0011108	XP_002881299.1	Np006G3435900
OG0011109	XP_020882909.1	Np006G3435000
OG0011110	XP_002881312.1	Np006G3432500
OG0011111	XP_020882717.1	Np006G3432800
OG0011112	XP_020882856.1	Np006G3431600
OG0011113	XP_020882689.1	Np006G3425900
OG0011114	XP_002881342.2	Np006G3419500
OG0011115	XP_002879501.1	Np006G3419400
OG0011116	XP_002881345.1	Np001G0612100, Np006G3418800
OG0011117	XP_002862643.1, XP_002879507.2	Np006G3418100
OG0011118	XP_020884308.1	Np006G3416600
OG0011119	XP_002862435.2, XP_020885641.1	Np006G3416500
OG0011121	XP_020884324.1	Np006G3407300
OG0011122	XP_002862457.1, XP_002881388.1	Np006G3407100
OG0011123	XP_020881056.1	Np001G0266400
OG0011124	XP_020874296.1	Np005G2898100
OG0011126	XP_002884217.2	Np007G3717700
OG0011127	XP_020874531.1	Np005G2906000
OG0011128	XP_002894585.1	Np002G1034800
OG0011129	XP_020875074.1	Np005G2911200
OG0011130	XP_020873059.1	Np005G2914000
OG0011131	XP_002867987.1	Np005G2915000
OG0011132	XP_020872694.1	Np005G2916200
OG0011133	XP_020873919.1	Np005G2917200
OG0011134	XP_020873918.1	Np005G2917400
OG0011135	XP_002870057.1	Np005G2919800
