Orthogroup	Arabidopsis_lyrata_NCBI	Arabis_alpina
OG0007834	XP_020879680.1	Aa_G300500.h1.t1
OG0007835	XP_020880907.1	Aa_G300490.h1.t1
OG0007836	XP_002877969.1	Aa_G300480.h1.t1
OG0007837	XP_020882450.1	Aa_G277000.h1.t1
OG0007838	XP_020882512.1	Aa_G348550.h1.t1
OG0007839	XP_020867854.1	Aa_G10810.h1.t1
OG0007840	XP_002877946.1	Aa_G393770.h1.t1
OG0007841	XP_002877941.1	Aa_G297370.h1.t1
OG0007842	XP_020882300.1	Aa_G744990.h1.t1
OG0007843	XP_020880624.1	Aa_G402250.h1.t1
OG0007844	XP_020881160.1	Aa_G211610.h1.t1
OG0007845	XP_020881387.1	Aa_G395680.h1.t1
OG0007846	XP_002877881.1	Aa_G698160.h1.t1
OG0007847	XP_002866009.1	Aa_G141220.h1.t1
OG0007849	XP_002864249.1	Aa_G372310.h1.t1
OG0007850	XP_020866586.1	Aa_G349230.h1.t1
OG0007851	XP_002865973.1	Aa_G198250.h1.t1
OG0007852	XP_020868326.1	Aa_G198230.h1.t1
OG0007853	XP_002865967.1	Aa_G517980.h1.t1
OG0007854	XP_020871536.1	Aa_G517990.h1.t1
OG0007855	XP_002870183.1	Aa_G468240.h1.t1, Aa_G468230.h1.t1
OG0007856	XP_020889030.1	Aa_G491200.h1.t1
OG0007858	XP_002885662.1	Aa_G378050.h1.t1
OG0007859	XP_002883575.1, XP_002863088.1	Aa_G77000.h1.t1
OG0007860	XP_020888784.1	Aa_G80.h1.t1, Aa_G80.h2.t1
OG0007861	XP_002883661.1	Aa_G330.h1.t1
OG0007862	XP_002885821.1	Aa_G116400.h1.t1
OG0007863	XP_002887079.1	Aa_G3650.h1.t1
OG0007864	XP_020865921.1	Aa_G3780.h1.t1
OG0007865	XP_020891751.1	Aa_G63780.h1.t1
OG0007866	XP_020890237.1	Aa_G220830.h1.t1
OG0007867	XP_002887112.1	Aa_G303710.h1.t1
OG0007868	XP_020890358.1	Aa_G303720.h1.t1
OG0007869	XP_002887113.1	Aa_G29240.h1.t1
OG0007871	XP_002872223.1	Aa_G40970.h1.t1
OG0007872	XP_020890349.1	Aa_G553530.h1.t1
OG0007873	XP_002888596.1	Aa_G39330.h1.t1
OG0007874	XP_002887120.1	Aa_G335140.h1.t1
OG0007875	XP_002887123.1	Aa_G449640.h1.t1
OG0007876	XP_020891579.1	Aa_G7130.h1.t1
OG0007877	XP_002888617.1	Aa_G282880.h1.t1
OG0007878	XP_002887140.1	Aa_G282900.h1.t1
OG0007879	XP_002888623.1	Aa_G156830.h1.t1
OG0007880	XP_002890703.1	Aa_G285630.h1.t1
OG0007881	XP_020890542.1	Aa_G545250.h2.t1, Aa_G545250.h1.t1
OG0007882	XP_020891208.1	Aa_G286660.h1.t1
OG0007883	XP_002888657.1	Aa_G141430.h1.t1
OG0007884	XP_020889609.1	Aa_G283930.h1.t1
OG0007885	XP_020886144.1	Aa_G688040.h1.t1
OG0007886	XP_002863545.1	Aa_G123660.h1.t1
OG0007887	XP_020888691.1	Aa_G426610.h1.t1
OG0007888	XP_002886266.1	Aa_G185910.h1.t1, Aa_G63040.h1.t1
OG0007889	XP_002886236.1	Aa_G484140.h1.t1
OG0007890	XP_020881090.1	Aa_G323140.h1.t1
OG0007891	XP_002877107.1	Aa_G244890.h1.t1
OG0007892	XP_002886030.1	Aa_G230170.h1.t1
OG0007894	XP_020885739.1	Aa_G88460.h1.t1
OG0007895	XP_002879910.2	Aa_G88510.h1.t1
OG0007896	XP_020884137.1	Aa_G718940.h1.t1
OG0007897	XP_020880798.1	Aa_G178560.h1.t1
OG0007898	XP_002879695.1, XP_020885566.1	Aa_G281290.h1.t1
OG0007899	XP_002881735.1	Aa_G401800.h1.t1
OG0007900	XP_020883495.1	Aa_G677910.h1.t1
OG0007901	XP_020882786.1	Aa_G518440.h1.t1
OG0007902	XP_002879851.1	Aa_G494600.h1.t1
OG0007903	XP_020884499.1, XP_020884498.1	Aa_G499630.h1.t1, Aa_G499640.h1.t1
OG0007904	XP_020884066.1	Aa_G677200.h1.t1
OG0007905	XP_020885457.1	Aa_G224220.h1.t1
OG0007906	XP_002881688.1	Aa_G292290.h1.t1
OG0007907	XP_020889692.1	Aa_G807960.h1.t1
OG0007908	XP_020884991.1	Aa_G461880.h1.t1
OG0007909	XP_020890256.1, XP_020883750.1	Aa_G357570.h1.t1
OG0007910	XP_002881652.1	Aa_G661230.h1.t1
OG0007911	XP_020884010.1	Aa_G745890.h1.t1
OG0007912	XP_002879780.1	Aa_G216810.h2.t1, Aa_G216810.h1.t1
OG0007913	XP_020889006.1	Aa_G47260.h1.t1
OG0007914	XP_020883834.1	Aa_G269520.h1.t1
OG0007915	XP_020885465.1	Aa_G269490.h1.t1
OG0007916	XP_020884661.1, XP_002881616.1	Aa_G594380.h1.t1
OG0007917	XP_020885328.1	Aa_G594400.h1.t1
OG0007918	XP_020884583.1	Aa_G594410.h1.t1
OG0007919	XP_020884582.1	Aa_G594420.h1.t1
OG0007920	XP_020883844.1	Aa_G820050.h1.t1
OG0007921	XP_020866088.1	Aa_G431870.h1.t1
OG0007922	XP_020868306.1	Aa_G471900.h1.t1
OG0007923	XP_002879733.1, XP_020883347.1	Aa_G66280.h1.t1
OG0007924	XP_020884799.1	Aa_G150840.h1.t1
OG0007925	XP_020885599.1	Aa_G115290.h1.t1
OG0007926	XP_020887571.1	Aa_G616430.h1.t1
OG0007927	XP_002879706.1	Aa_G272450.h1.t1
OG0007929	XP_020885727.1	Aa_G617070.h1.t1, Aa_G617070.h2.t1
OG0007930	XP_020883435.1	Aa_G249250.h1.t1
OG0007931	XP_002881495.1	Aa_G457200.h1.t1
OG0007932	XP_002879652.1	Aa_G548160.h1.t1
OG0007933	XP_020883879.1	Aa_G531190.h1.t1
OG0007934	XP_002879636.1	Aa_G135740.h1.t1, Aa_G135720.h1.t1
OG0007935	XP_002874780.2	Aa_G93590.h1.t1
OG0007936	XP_020877661.1	Aa_G300060.h1.t1
OG0007937	XP_020881166.1	Aa_G278040.h1.t1
OG0007938	XP_002872692.1	Aa_G320570.h1.t1
OG0007939	XP_020877696.1	Aa_G320620.h1.t1
OG0007940	XP_020878301.1	Aa_G476480.h1.t1
OG0007941	XP_002874769.1	Aa_G94120.h1.t1
OG0007942	XP_020884194.1	Aa_G50390.h1.t1
OG0007943	XP_002880402.1	Aa_G651750.h1.t1
OG0007944	XP_002878591.1	Aa_G100200.h1.t1
OG0007945	XP_020883253.1	Aa_G407240.h1.t1
OG0007946	XP_020884932.1	Aa_G311490.h1.t1
OG0007947	XP_020884236.1	Aa_G311530.h1.t1
OG0007948	XP_020884304.1	Aa_G224810.h1.t1
OG0007949	XP_020876880.1, XP_002893455.1	Aa_G61790.h1.t1
OG0007950	XP_020885815.1	Aa_G540290.h1.t1
OG0007951	XP_002878640.1, XP_002886010.1	Aa_G428720.h1.t1
OG0007952	XP_002883959.1, XP_002880467.1	Aa_G428710.h1.t1
OG0007953	XP_002880484.2	Aa_G288620.h1.t1
OG0007955	XP_020884079.1	Aa_G253060.h1.t1
OG0007956	XP_002880529.1	Aa_G312600.h1.t1
OG0007957	XP_020885728.1	Aa_G166800.h1.t1
OG0007958	XP_020884090.1	Aa_G655240.h1.t1
OG0007959	XP_020883137.1	Aa_G480880.h1.t1
OG0007960	XP_020883593.1	Aa_G269890.h1.t1
OG0007961	XP_002880771.1	Aa_G734340.h1.t1
OG0007962	XP_002880583.2	Aa_G310010.h1.t1
OG0007963	XP_020883367.1	Aa_G35750.h1.t1
OG0007964	XP_020873252.1	Aa_G92180.h1.t1
OG0007965	XP_002869712.1	Aa_G92170.h1.t1
OG0007966	XP_020873383.1	Aa_G92250.h1.t1
OG0007967	XP_020870458.1, XP_002891270.1	Aa_G301320.h1.t1
OG0007968	XP_002893966.1	Aa_G605330.h1.t1
OG0007970	XP_020867251.1	Aa_G82580.h1.t1
OG0007971	XP_020870594.1	Aa_G458990.h1.t1
OG0007972	XP_020868074.1	Aa_G529520.h1.t1
OG0007973	XP_020867772.1	Aa_G260100.h1.t1
OG0007974	XP_002891184.1	Aa_G322430.h1.t1
OG0007975	XP_002891109.1	Aa_G372580.h1.t1
OG0007976	XP_020868483.1	Aa_G377010.h1.t1
OG0007977	XP_002891078.1	Aa_G377090.h1.t1, Aa_G25310.h1.t1
OG0007978	XP_002893798.1	Aa_G57230.h1.t1
OG0007979	XP_002891062.1	Aa_G433780.h1.t1
OG0007980	XP_020868526.1	Aa_G433820.h1.t1
OG0007981	XP_002872465.1	Aa_G390530.h1.t1
OG0007982	XP_002872462.1	Aa_G390510.h1.t1
OG0007983	XP_020879231.1	Aa_G154400.h1.t1
OG0007984	XP_002874617.1	Aa_G1075680.h2.t1, Aa_G1075680.h1.t1
OG0007985	XP_020876689.1	Aa_G107460.h1.t1
OG0007986	XP_002870500.1	Aa_G442310.h1.t1
OG0007987	XP_002872608.1	Aa_G452370.h1.t1
OG0007988	XP_002874754.1	Aa_G35070.h1.t1
OG0007989	XP_020879015.1	Aa_G516130.h1.t1
OG0007990	XP_020878367.1	Aa_G120360.h1.t1
OG0007991	XP_020877047.1	Aa_G128880.h1.t1
OG0007992	XP_002871877.1	Aa_G362820.h1.t1, Aa_G362840.h1.t1
OG0007993	XP_002873942.2	Aa_G95650.h1.t1
OG0007994	XP_002874307.1	Aa_G95630.h1.t1
OG0007995	XP_020878278.1	Aa_G112610.h1.t1
OG0007996	XP_020878872.1	Aa_G122200.h1.t1
OG0007997	XP_020888877.1	Aa_G212220.h1.t1
OG0007998	XP_020889323.1	Aa_G639380.h1.t1
OG0007999	XP_020887327.1	Aa_G194820.h1.t1
OG0008000	XP_002880347.1	Aa_G13260.h1.t1
OG0008001	XP_002882142.2	Aa_G13100.h1.t1
OG0008002	XP_020874837.1, XP_002880326.1	Aa_G12920.h1.t1
OG0008003	XP_002874620.1	Aa_G425060.h1.t1
OG0008004	XP_002880301.1	Aa_G226190.h1.t1
OG0008005	XP_002880296.1	Aa_G226110.h1.t1
OG0008006	XP_020885622.1	Aa_G249850.h1.t1
OG0008007	XP_020884048.1	Aa_G16880.h1.t1
OG0008008	XP_002882049.1	Aa_G16900.h1.t1
OG0008009	XP_020884253.1	Aa_G16910.h1.t1
OG0008010	XP_002882046.1	Aa_G16940.h1.t1
OG0008012	XP_020883943.1	Aa_G17070.h1.t1
OG0008013	XP_020884872.1	Aa_G17150.h1.t1
OG0008014	XP_020885215.1	Aa_G15950.h1.t1
OG0008015	XP_020884177.1	Aa_G16270.h1.t1
OG0008016	XP_002880142.1	Aa_G467070.h1.t1
OG0008017	XP_020885502.1	Aa_G467090.h1.t1
OG0008018	XP_020884829.1	Aa_G265070.h1.t1
OG0008019	XP_020884819.1	Aa_G288460.h1.t1
OG0008020	XP_002880080.1	Aa_G595240.h1.t1
OG0008021	XP_002880079.1	Aa_G595230.h1.t1
OG0008022	XP_002881946.1	Aa_G595220.h1.t1
OG0008023	XP_002880074.1	Aa_G360650.h1.t1
OG0008024	XP_020883603.1	Aa_G581340.h1.t1, Aa_G581340.h2.t1
OG0008025	XP_020884243.1	Aa_G734120.h1.t1
OG0008026	XP_020884060.1	Aa_G200020.h1.t1
OG0008027	XP_002879972.1	Aa_G230760.h1.t1
OG0008028	XP_002881822.1	Aa_G67380.h1.t1
OG0008029	XP_002881810.2	Aa_G67240.h1.t1
OG0008030	XP_002881799.1	Aa_G145730.h1.t1
OG0008031	XP_002879928.1	Aa_G188520.h1.t1
OG0008032	XP_020884809.1, XP_002880411.2	Aa_G124070.h1.t1
OG0008033	XP_020871346.1	Aa_G115050.h1.t1
OG0008034	XP_020871835.1	Aa_G156660.h1.t1
OG0008035	XP_020884496.1	Aa_G41300.h1.t1
OG0008036	XP_020887569.1	Aa_G14810.h1.t1
OG0008037	XP_002882189.1	Aa_G14790.h1.t1
OG0008038	XP_002882193.1	Aa_G14720.h1.t1
OG0008039	XP_020888684.1	Aa_G14600.h1.t1
OG0008040	XP_020886913.1	Aa_G71680.h1.t1
OG0008041	XP_002873619.1	Aa_G526400.h1.t1, Aa_G526380.h1.t1
OG0008043	XP_002882256.1	Aa_G250260.h1.t1
OG0008044	XP_002884353.1	Aa_G111760.h1.t1
OG0008045	XP_002884361.1	Aa_G111670.h1.t1
OG0008046	XP_002882294.1	Aa_G47620.h1.t1
OG0008047	XP_020888931.1	Aa_G44980.h1.t1
OG0008048	XP_002882303.1	Aa_G45030.h1.t1
OG0008049	XP_020887037.1	Aa_G185690.h1.t1
OG0008050	XP_002884424.1	Aa_G618750.h1.t1
OG0008051	XP_020887019.1	Aa_G553050.h1.t1
OG0008052	XP_002884428.1	Aa_G553070.h1.t1
OG0008054	XP_002882374.1	Aa_G4490.h1.t1
OG0008055	XP_020886434.1	Aa_G4630.h1.t1
OG0008056	XP_020887058.1	Aa_G4860.h1.t1
OG0008057	XP_020886887.1	Aa_G4910.h1.t1
OG0008058	XP_002884502.1	Aa_G75530.h1.t1
OG0008059	XP_020887235.1	Aa_G75580.h1.t1
OG0008060	XP_002884514.1	Aa_G75720.h1.t1
OG0008061	XP_002882421.2	Aa_G75790.h1.t1
OG0008062	XP_002884544.1	Aa_G205820.h1.t1
OG0008063	XP_020887154.1	Aa_G205870.h1.t1
OG0008064	XP_002882446.1	Aa_G205930.h1.t1
OG0008065	XP_020888616.1	Aa_G163080.h1.t1
OG0008066	XP_020889058.1	Aa_G28510.h1.t1
OG0008068	XP_002882482.1	Aa_G47370.h1.t1
OG0008069	XP_020886055.1	Aa_G47270.h1.t1
OG0008070	XP_002884609.1, XP_002862415.1	Aa_G47110.h1.t1
OG0008072	XP_020887472.1	Aa_G500870.h1.t1
OG0008073	XP_020887192.1	Aa_G24220.h1.t1
OG0008074	XP_020888739.1	Aa_G24090.h1.t1
OG0008075	XP_002882608.1	Aa_G101490.h1.t1
OG0008076	XP_020886468.1, XP_020886469.1	Aa_G101430.h1.t1
OG0008077	XP_020889483.1	Aa_G101400.h1.t1
OG0008078	XP_002882609.1	Aa_G101330.h1.t1
OG0008079	XP_002882622.1	Aa_G34880.h2.t1, Aa_G34880.h1.t1
OG0008080	XP_002884741.1	Aa_G34810.h1.t1
OG0008081	XP_002882636.1	Aa_G34640.h1.t1
OG0008082	XP_002884771.1	Aa_G616440.h1.t1
OG0008083	XP_020888603.1	Aa_G551310.h1.t1
OG0008084	XP_002884791.1	Aa_G338720.h1.t1
OG0008085	XP_002869983.1	Aa_G460300.h1.t1
OG0008086	XP_002882679.1	Aa_G137240.h1.t1
OG0008087	XP_002882695.1	Aa_G136970.h1.t1
OG0008088	XP_002884813.1	Aa_G136960.h1.t1
OG0008089	XP_002882702.1	Aa_G136850.h1.t1
OG0008090	XP_002882707.1	Aa_G743030.h1.t1
OG0008092	XP_002884839.1	Aa_G195470.h1.t1
OG0008094	XP_020888330.1	Aa_G216060.h1.t1
OG0008095	XP_020888213.1	Aa_G216050.h1.t1
OG0008096	XP_020888301.1	Aa_G102810.h1.t1
OG0008097	XP_020888264.1	Aa_G102820.h1.t1
OG0008098	XP_020888303.1	Aa_G5630.h1.t1
OG0008099	XP_002884867.1	Aa_G5610.h1.t1
OG0008101	XP_002884875.1	Aa_G5470.h1.t1
OG0008102	XP_002882764.1	Aa_G5330.h1.t1, Aa_G5340.h1.t1
OG0008103	XP_020888237.1	Aa_G40580.h1.t1
OG0008104	XP_002882774.1	Aa_G40540.h1.t1, Aa_G167270.h1.t1
OG0008105	XP_002882777.1	Aa_G40410.h1.t1
OG0008106	XP_020886408.1	Aa_G40220.h1.t1
OG0008107	XP_002882784.1	Aa_G40200.h1.t1
OG0008108	XP_002884916.1	Aa_G40190.h1.t1
OG0008109	XP_020886403.1	Aa_G40140.h1.t1
OG0008110	XP_002884935.1	Aa_G290310.h1.t1
OG0008111	XP_002882803.1	Aa_G290240.h1.t1
OG0008112	XP_020888501.1	Aa_G374000.h1.t1
OG0008113	XP_020887697.1	Aa_G373900.h1.t1
OG0008114	XP_002882825.1	Aa_G176090.h1.t1
OG0008115	XP_002882855.1	Aa_G243350.h1.t1
OG0008116	XP_020888037.1	Aa_G641610.h1.t1
OG0008118	XP_002884991.1	Aa_G237650.h1.t1
OG0008119	XP_020886612.1	Aa_G237550.h1.t1
OG0008120	XP_002885024.1	Aa_G76690.h1.t1
OG0008122	XP_020886081.1	Aa_G56220.h1.t1
OG0008123	XP_002885057.1	Aa_G140280.h1.t1
OG0008124	XP_020888802.1	Aa_G1450.h1.t1
OG0008125	XP_020888077.1	Aa_G1220.h1.t1
OG0008126	XP_002882914.1	Aa_G1200.h1.t1
OG0008127	XP_002882947.1	Aa_G421880.h1.t1
OG0008128	XP_020888139.1	Aa_G32040.h1.t1
OG0008129	XP_020889433.1	Aa_G32060.h1.t1
OG0008130	XP_002882960.1	Aa_G32200.h1.t1
OG0008131	XP_002885109.1	Aa_G32250.h1.t1
OG0008132	XP_002882975.1	Aa_G241910.h1.t1
OG0008133	XP_002885127.1	Aa_G223370.h1.t1
OG0008134	XP_002885133.1	Aa_G223510.h1.t1
OG0008136	XP_020889187.1	Aa_G367510.h1.t1
OG0008137	XP_002885164.1	Aa_G97070.h1.t1
OG0008138	XP_002885186.1	Aa_G56910.h1.t1
OG0008139	XP_002883055.1	Aa_G527550.h1.t1
OG0008140	XP_002885207.1	Aa_G53630.h1.t1
OG0008141	XP_002885212.1	Aa_G53540.h1.t1
OG0008142	XP_002885213.1	Aa_G53530.h1.t1
OG0008143	XP_002883087.1	Aa_G498890.h1.t1
OG0008144	XP_020889156.1	Aa_G498900.h1.t1
OG0008146	XP_002883098.1	Aa_G176960.h1.t1
OG0008147	XP_002883108.1	Aa_G86810.h1.t1
OG0008149	XP_002883125.1	Aa_G82050.h1.t1
OG0008150	XP_002885264.1	Aa_G104700.h1.t1
OG0008151	XP_002883143.1, XP_002883144.1	Aa_G522280.h1.t1
OG0008152	XP_020872660.1	Aa_G9740.h1.t1
OG0008153	XP_002885278.1	Aa_G922750.h1.t1, Aa_G922750.h2.t1
OG0008154	XP_002885281.1	Aa_G429460.h1.t1
OG0008155	XP_002885282.1	Aa_G342850.h1.t1
OG0008156	XP_002885296.1	Aa_G382290.h1.t1
OG0008157	XP_020889547.1	Aa_G371340.h1.t1
OG0008158	XP_002883184.1	Aa_G20160.h1.t1
OG0008159	XP_002885310.1	Aa_G20190.h1.t1
OG0008160	XP_020887668.1	Aa_G604180.h1.t1
OG0008161	XP_020872238.1	Aa_G214230.h1.t1
OG0008162	XP_020874353.1	Aa_G184900.h1.t1
OG0008163	XP_002883238.1	Aa_G152530.h1.t1
OG0008164	XP_020874214.1	Aa_G173290.h1.t1
OG0008165	XP_020889522.1	Aa_G250540.h1.t1
OG0008166	XP_020875279.1	Aa_G64110.h1.t1
OG0008167	XP_020889078.1	Aa_G136650.h1.t1
OG0008168	XP_002862673.1, XP_020886038.1	Aa_G161920.h1.t1
OG0008169	XP_020887855.1	Aa_G162020.h1.t1
OG0008170	XP_020887651.1	Aa_G430380.h1.t1
OG0008171	XP_002865937.1	Aa_G398440.h1.t1
OG0008172	XP_002865922.1	Aa_G238040.h1.t1
OG0008173	XP_002865926.1	Aa_G190330.h1.t1
OG0008174	XP_002870769.1	Aa_G169320.h1.t1
OG0008175	XP_002868749.1	Aa_G365230.h1.t1
OG0008176	XP_002870515.1	Aa_G266720.h1.t1
OG0008177	XP_002863831.1	Aa_G103490.h1.t1
OG0008178	XP_020887229.1	Aa_G428250.h1.t1
OG0008179	XP_020887532.1	Aa_G293440.h1.t1
OG0008180	XP_020871968.1	Aa_G261500.h1.t1
OG0008181	XP_002883419.1	Aa_G543600.h1.t1
OG0008182	XP_020889464.1	Aa_G391640.h1.t1
OG0008183	XP_002885533.1, XP_002862508.1	Aa_G51870.h1.t1, Aa_G408730.h1.t1
OG0008184	XP_002885529.1	Aa_G413540.h1.t1
OG0008185	XP_020886931.1	Aa_G413600.h1.t1
OG0008186	XP_002885523.1	Aa_G280080.h1.t1
OG0008187	XP_002883370.1	Aa_G212420.h1.t1
OG0008188	XP_020886713.1	Aa_G326750.h1.t1
OG0008189	XP_002877064.1	Aa_G326740.h1.t1
OG0008189	XP_002883358.1	Aa_G326760.h1.t1
OG0008190	XP_002885485.1	Aa_G698510.h1.t1
OG0008191	XP_020886687.1	Aa_G603130.h1.t1
OG0008192	XP_020886756.1	Aa_G384930.h1.t1
OG0008193	XP_002876765.1	Aa_G640070.h1.t1
OG0008194	XP_002862350.2, XP_020886755.1	Aa_G388600.h1.t1
OG0008195	XP_002883305.1	Aa_G229440.h1.t1
OG0008196	XP_002885437.1	Aa_G229430.h1.t1
OG0008197	XP_020875010.1	Aa_G279930.h1.t1
OG0008198	XP_002869385.1	Aa_G279910.h1.t1
OG0008199	XP_020873120.1	Aa_G368090.h1.t1
OG0008200	XP_020874549.1	Aa_G620360.h1.t1
OG0008201	XP_002867367.1	Aa_G172860.h1.t1
OG0008202	XP_002867369.1	Aa_G543310.h1.t1
OG0008203	XP_020874303.1	Aa_G506660.h1.t1
OG0008204	XP_020875440.1	Aa_G289470.h1.t1
OG0008205	XP_002888518.1, XP_002886966.1	Aa_G214910.h1.t1, Aa_G966540.h1.t1
OG0008206	XP_020891091.1	Aa_G282740.h1.t1
OG0008207	XP_020891388.1	Aa_G359630.h1.t1
OG0008208	XP_020889998.1	Aa_G213070.h1.t1
OG0008209	XP_020890633.1	Aa_G669770.h1.t1, Aa_G882550.h1.t1
OG0008210	XP_002894583.1	Aa_G62070.h1.t1
OG0008211	XP_020885801.1	Aa_G456080.h1.t1
OG0008212	XP_002891907.1, XP_002870786.2	Aa_G6720.h1.t1
OG0008213	XP_020868131.1	Aa_G256280.h1.t1
OG0008214	XP_002873926.1	Aa_G83560.h1.t1
OG0008215	XP_020878235.1	Aa_G126140.h1.t1
OG0008216	XP_002871823.1	Aa_G280280.h1.t1
OG0008217	XP_002871819.1	Aa_G280200.h1.t1
OG0008218	XP_020878953.1	Aa_G416080.h1.t1
OG0008219	XP_020879004.1	Aa_G411000.h1.t1
OG0008221	XP_020874918.1	Aa_G236270.h1.t1, Aa_G447140.h1.t1
OG0008223	XP_002863898.1	Aa_G28550.h1.t1
OG0008224	XP_020881616.1	Aa_G328480.h1.t1
OG0008225	XP_002876141.1	Aa_G478780.h1.t1
OG0008226	XP_002876138.1	Aa_G114570.h1.t1
OG0008227	XP_020879658.1	Aa_G114500.h1.t1
OG0008228	XP_002877844.1	Aa_G300360.h1.t1
OG0008229	XP_020882150.1	Aa_G87970.h1.t1
OG0008230	XP_002877820.1	Aa_G236030.h1.t1
OG0008231	XP_002876101.1	Aa_G178550.h1.t1
OG0008232	XP_020882321.1	Aa_G726980.h1.t1
OG0008233	XP_002876092.1	Aa_G122850.h1.t1
OG0008234	XP_020880216.1	Aa_G326340.h1.t1
OG0008235	XP_002889330.1	Aa_G106280.h1.t1
OG0008236	XP_020866513.1	Aa_G290650.h1.t1
OG0008237	XP_020869088.1	Aa_G6370.h1.t1
OG0008238	XP_002892108.2	Aa_G6380.h1.t1
OG0008239	XP_020870586.1, XP_020869410.1	Aa_G6470.h1.t1, Aa_G6480.h1.t1
OG0008240	XP_020868245.1	Aa_G6770.h1.t1
OG0008241	XP_002892141.1	Aa_G6950.h1.t1
OG0008242	XP_002889437.1	Aa_G228310.h1.t1
OG0008243	XP_002889441.2	Aa_G358030.h1.t1
OG0008244	XP_020870316.1	Aa_G135120.h1.t1
OG0008245	XP_020870308.1	Aa_G135100.h1.t1
OG0008246	XP_020870319.1	Aa_G135050.h1.t1
OG0008247	XP_020869776.1	Aa_G134860.h1.t1
OG0008248	XP_002892170.1	Aa_G134840.h1.t1
OG0008249	XP_020869877.1	Aa_G134830.h1.t1
OG0008250	XP_020866086.1	Aa_G134690.h1.t1
OG0008251	XP_002892181.1	Aa_G134610.h1.t1
OG0008252	XP_002894569.2, XP_020869466.1	Aa_G400270.h1.t1
OG0008253	XP_020869778.1	Aa_G400310.h1.t1
OG0008254	XP_020870536.1	Aa_G217720.h1.t1
OG0008255	XP_002867673.1	Aa_G320700.h1.t1
OG0008256	XP_020867603.1	Aa_G38740.h1.t1
OG0008257	XP_020869409.1	Aa_G38870.h1.t1
OG0008258	XP_002889515.1	Aa_G38880.h1.t1
OG0008259	XP_002892249.2	Aa_G217800.h1.t1
OG0008260	XP_002892260.1	Aa_G493510.h1.t1
OG0008261	XP_020868040.1	Aa_G218990.h1.t1
OG0008262	XP_020870008.1	Aa_G219070.h1.t1
OG0008263	XP_020866405.1	Aa_G219090.h1.t1
OG0008264	XP_020869859.1	Aa_G79280.h1.t1
OG0008265	XP_020869673.1	Aa_G79330.h1.t1
OG0008266	XP_020870211.1	Aa_G219970.h1.t1
OG0008267	XP_020869328.1	Aa_G220020.h1.t1
OG0008268	XP_020867688.1	Aa_G114740.h1.t1, Aa_G220660.h1.t1
OG0008269	XP_020867690.1	Aa_G220650.h1.t1
OG0008270	XP_002889579.1	Aa_G140050.h1.t1
OG0008271	XP_002892318.1	Aa_G140130.h1.t1
OG0008272	XP_002889591.1	Aa_G469740.h1.t1
OG0008273	XP_020868466.1	Aa_G22850.h1.t1
OG0008274	XP_002889605.1	Aa_G22790.h1.t1
OG0008275	XP_020868596.1	Aa_G22430.h1.t1
OG0008276	XP_002889618.1	Aa_G22410.h1.t1
OG0008277	XP_020867297.1	Aa_G663690.h1.t1
OG0008278	XP_002892387.1	Aa_G182230.h1.t1
OG0008279	XP_002892388.1	Aa_G182210.h1.t1
OG0008280	XP_020866078.1	Aa_G275850.h1.t1
OG0008281	XP_020866492.1	Aa_G275830.h1.t1
OG0008282	XP_002892412.1	Aa_G257680.h1.t1, Aa_G686500.h1.t1
OG0008284	XP_020870529.1	Aa_G151800.h1.t1, Aa_G151810.h1.t1
OG0008285	XP_020868665.1	Aa_G442640.h1.t1
OG0008286	XP_002892462.1	Aa_G442620.h1.t1
OG0008287	XP_020866309.1	Aa_G442580.h1.t1
OG0008288	XP_020868148.1	Aa_G92620.h1.t1, Aa_G80730.h1.t1
OG0008289	XP_020867394.1	Aa_G19280.h1.t1
OG0008290	XP_002892483.1	Aa_G19180.h1.t1
OG0008291	XP_002889740.1	Aa_G394800.h1.t1
OG0008292	XP_002864182.1	Aa_G697320.h1.t1, Aa_G238080.h1.t1
OG0008293	XP_020868190.1	Aa_G161020.h1.t1
OG0008294	XP_020868180.1	Aa_G160850.h1.t1
OG0008295	XP_020868195.1	Aa_G550210.h1.t1
OG0008296	XP_002892542.1	Aa_G440230.h1.t1
OG0008297	XP_002892543.1	Aa_G171310.h1.t1
OG0008299	XP_002889791.1	Aa_G495660.h1.t1
OG0008300	XP_020868765.1	Aa_G165500.h1.t1
OG0008301	XP_020869998.1	Aa_G446350.h1.t1
OG0008302	XP_002892557.1	Aa_G446400.h1.t1
OG0008303	XP_020866470.1	Aa_G226560.h1.t1, Aa_G226540.h1.t1
OG0008304	XP_020870794.1	Aa_G535910.h1.t1
OG0008305	XP_002867586.1	Aa_G240660.h1.t1
OG0008306	XP_020868471.1	Aa_G457660.h1.t1
OG0008307	XP_002889850.1	Aa_G572760.h1.t1
OG0008308	XP_020868647.1	Aa_G688400.h1.t1
OG0008309	XP_002889868.1	Aa_G688390.h1.t1
OG0008310	XP_020866364.1	Aa_G469880.h1.t1
OG0008311	XP_002886493.1	Aa_G548740.h1.t1
OG0008312	XP_020866976.1	Aa_G338870.h1.t1
OG0008313	XP_020866968.1	Aa_G647510.h1.t1
OG0008314	XP_002892665.1	Aa_G299000.h1.t1
OG0008315	XP_020870193.1	Aa_G270640.h1.t1
OG0008316	XP_020867627.1	Aa_G10850.h1.t1
OG0008317	XP_002892692.1	Aa_G10790.h1.t1
