Orthogroup	Arabidopsis_lyrata_NCBI	Capsella_rubella
OG0005761	XP_002872709.1	XP_006288870.1
OG0005762	XP_020878411.1	XP_006287112.1
OG0005764	XP_020884108.1	XP_006296098.1
OG0005765	XP_020883123.1	XP_006294264.1
OG0005766	XP_020883124.1	XP_006295352.1
OG0005767	XP_002878721.2	XP_023640986.1
OG0005768	XP_020867469.1	XP_006307198.2
OG0005769	XP_020870126.1	XP_006306050.1
OG0005770	XP_020866348.1	XP_006304771.2
OG0005771	XP_020870413.1	XP_006306798.1
OG0005772	XP_020877499.1	XP_006286377.1
OG0005773	XP_020877506.1	XP_006288349.2
OG0005774	XP_002872508.1	XP_006288402.1
OG0005775	XP_002874650.1	XP_023636641.1
OG0005776	XP_002872544.1	XP_006289656.1
OG0005777	XP_002874697.1	XP_006287353.1
OG0005778	XP_020878226.1	XP_006288574.1
OG0005779	XP_020877950.1	XP_006287290.2
OG0005780	XP_002871864.1	XP_006288577.1
OG0005781	XP_020879019.1	XP_006288650.1
OG0005782	XP_002874409.2	XP_023635889.1
OG0005783	XP_002886004.1	XP_006300042.1
OG0005784	XP_020886964.1	XP_023641069.1
OG0005785	XP_020888562.1	XP_006298870.1
OG0005786	XP_002882129.1	XP_006295139.1
OG0005787	XP_020882893.1	XP_006295685.1
OG0005788	XP_002882115.1, XP_002862591.1	XP_006296221.1
OG0005789	XP_020883381.1	XP_006294837.1
OG0005790	XP_002880266.1	XP_023640058.1
OG0005791	XP_020884216.1	XP_023640574.1
OG0005792	XP_020882715.1	XP_006296369.1
OG0005793	XP_002892819.1	XP_006306556.1
OG0005794	XP_020883406.1	XP_006295673.1
OG0005796	XP_002882012.2	XP_006296305.1
OG0005797	XP_002880173.1	XP_006293447.2
OG0005798	XP_002882000.1	XP_006294955.1
OG0005799	XP_020883933.1	XP_006296201.1
OG0005800	XP_020885316.1	XP_006293351.2
OG0005802	XP_020883359.1	XP_006293647.1
OG0005803	XP_020884516.1	XP_023640498.1
OG0005804	XP_002879996.1	XP_006296565.1
OG0005805	XP_020883437.1	XP_006295804.1
OG0005806	XP_002879985.1	XP_006296375.1
OG0005807	XP_002888484.1	XP_023643540.1
OG0005808	XP_002879981.1	XP_006294953.1
OG0005809	XP_020885492.1	XP_006294827.1
OG0005810	XP_020885171.1	XP_006295481.1
OG0005811	XP_002879961.1	XP_023639911.1
OG0005812	XP_020884764.1, XP_020883284.1	XP_006294692.1
OG0005813	XP_020871816.1	XP_006279696.1
OG0005814	XP_002882194.1	XP_006299954.2
OG0005815	XP_020886893.1	XP_006297226.1
OG0005816	XP_020887335.1	XP_006298650.1
OG0005817	XP_002884340.1	XP_006298583.1
OG0005818	XP_002882253.1	XP_006296584.2
OG0005819	XP_002884349.2	XP_006299229.1
OG0005820	XP_020887941.1	XP_006297191.1
OG0005821	XP_002882277.1	XP_006298723.1
OG0005822	XP_002882341.1	XP_006299649.1
OG0005823	XP_020886443.1, XP_002862604.2	XP_006296847.1
OG0005824	XP_020886934.1	XP_006297819.1
OG0005825	XP_020889042.1	XP_006296629.1
OG0005826	XP_020889560.1	XP_006298819.1
OG0005827	XP_020888765.1	XP_006296605.1
OG0005828	XP_020889519.1	XP_006299272.1
OG0005829	XP_020889520.1	XP_006296751.1
OG0005830	XP_002884577.1	XP_006297647.1
OG0005831	XP_020888482.1	XP_023641977.1
OG0005832	XP_020888042.1	XP_006298655.1
OG0005833	XP_020886395.1	XP_006297065.1
OG0005834	XP_020886625.1, XP_020886623.1, XP_020888780.1	XP_006296956.1
OG0005835	XP_002884620.1	XP_006297183.1
OG0005836	XP_020886450.1	XP_023641630.1
OG0005837	XP_020871803.1	XP_023642009.1
OG0005838	XP_020889422.1	XP_006298437.1
OG0005839	XP_020889562.1	XP_006297942.1
OG0005840	XP_020887471.1	XP_006299350.1
OG0005841	XP_020889251.1	XP_006297548.2
OG0005842	XP_020888548.1	XP_006297974.1
OG0005843	XP_002885138.1	XP_023642008.1
OG0005844	XP_002883823.1, XP_002882684.2	XP_006297941.2
OG0005845	XP_020887352.1	XP_023641584.1
OG0005846	XP_020888195.1	XP_006296753.2
OG0005847	XP_020888267.1	XP_006297665.1
OG0005848	XP_002884858.2	XP_006299615.2
OG0005849	XP_020888288.1	XP_006298127.1
OG0005850	XP_020887977.1	XP_006298400.1
OG0005851	XP_002884931.1	XP_006299769.1
OG0005852	XP_002882793.1	XP_006300038.1
OG0005853	XP_020889282.1	XP_023642724.1, XP_006299795.1
OG0005854	XP_020887424.1	XP_006300220.1
OG0005855	XP_020874897.1	XP_006283124.1
OG0005856	XP_020888907.1	XP_023641071.1
OG0005857	XP_020888039.1	XP_006297048.2
OG0005858	XP_020886605.1	XP_006300053.1
OG0005859	XP_020886607.1	XP_023642802.1
OG0005860	XP_020886171.1	XP_006299671.1
OG0005861	XP_020887689.1	XP_023642140.1
OG0005862	XP_020887933.1	XP_006297817.1
OG0005863	XP_002885094.1	XP_006297661.1
OG0005864	XP_020889490.1	XP_023642379.1
OG0005865	XP_002885122.2, XP_020876099.1	XP_006299634.1
OG0005866	XP_020887447.1	XP_006298401.1
OG0005867	XP_020889166.1	XP_006297850.1
OG0005868	XP_020891245.1, XP_020891233.1	XP_006280258.1
OG0005869	XP_002885183.1	XP_006298702.1
OG0005870	XP_002885193.2	XP_006299452.1
OG0005871	XP_020889152.1	XP_023642231.1
OG0005872	XP_002883079.1	XP_006299424.1
OG0005873	XP_020889125.1	XP_006299778.1
OG0005874	XP_002862807.1, XP_002885236.1	XP_023642285.1
OG0005875	XP_002883118.1	XP_006299414.1
OG0005876	XP_020888593.1	XP_006297861.1
OG0005877	XP_020887394.1	XP_006300163.1
OG0005878	XP_020889312.1	XP_006299814.1
OG0005879	XP_002883148.1	XP_006299288.1
OG0005880	XP_020888552.1	XP_006297564.1
OG0005881	XP_020887459.1	XP_006299472.1
OG0005882	XP_002878504.1	XP_006299791.2
OG0005883	XP_002883175.1	XP_006297872.1
OG0005884	XP_002883311.1	XP_006297509.1
OG0005885	XP_020888461.1	XP_006298849.1
OG0005886	XP_020888115.1	XP_006297645.1
OG0005887	XP_020888183.1	XP_006297993.2
OG0005888	XP_020886278.1	XP_006298273.1
OG0005890	XP_020887099.1	XP_006296699.1
OG0005891	XP_002885364.1	XP_006297578.2
OG0005892	XP_020889428.1	XP_006297611.2
OG0005893	XP_002875511.1	XP_006292942.1
OG0005894	XP_020872591.1	XP_006286274.1
OG0005895	XP_002883376.1	XP_006299680.1
OG0005896	XP_002883441.1	XP_006298111.1
OG0005897	XP_002883434.1	XP_006299834.1
OG0005898	XP_002885560.1, XP_002862443.1	XP_006299256.1
OG0005899	XP_002883411.1	XP_006296632.1
OG0005900	XP_020889509.1	XP_006297773.1
OG0005901	XP_020886726.1	XP_006298700.1
OG0005902	XP_020886725.1	XP_006299850.1
OG0005903	XP_020886697.1	XP_006297264.1
OG0005904	XP_020886717.1, XP_020886706.1	XP_006297830.1
OG0005905	XP_020886701.1	XP_023641088.1
OG0005906	XP_002867361.1, XP_002885912.1	XP_023634929.1
OG0005907	XP_020865711.1, XP_020891553.1	XP_006302299.1
OG0005908	XP_002874431.1	XP_006288662.1
OG0005909	XP_020878420.1	XP_006279350.1
OG0005910	XP_020871351.1	XP_006279665.1
OG0005911	XP_020888433.1	XP_023642686.1
OG0005912	XP_002876127.1	XP_023637771.1
OG0005913	XP_020882619.1	XP_023637974.1
OG0005914	XP_002877826.1	XP_006292505.1
OG0005915	XP_002872947.1	XP_023636725.1
OG0005916	XP_020869978.1	XP_023632606.1
OG0005917	XP_002892083.1	XP_006298860.1
OG0005918	XP_002892097.1	XP_006303523.1
OG0005919	XP_002892102.2	XP_006305278.2
OG0005921	XP_002892156.1	XP_006305805.1
OG0005922	XP_002892194.2	XP_006304095.1
OG0005923	XP_020867546.1	XP_023645141.1
OG0005924	XP_002892236.1	XP_006307575.1
OG0005925	XP_020869170.1	XP_006304227.2
OG0005926	XP_002889588.1	XP_006303295.1
OG0005927	XP_002892364.2	XP_006303778.2
OG0005928	XP_020868782.1	XP_023632671.1
OG0005929	XP_002889636.1	XP_023645704.1
OG0005930	XP_002889668.1	XP_006305282.1
OG0005931	XP_002889650.1	XP_006303645.1
OG0005932	XP_020870888.1	XP_006305860.2
OG0005933	XP_020870227.1	XP_006304468.1
OG0005934	XP_020870251.1	XP_023632553.1
OG0005935	XP_020869177.1	XP_006306574.1
OG0005936	XP_002892455.1	XP_006305762.1
OG0005937	XP_002889707.1	XP_006305485.1
OG0005938	XP_002892474.1	XP_006305005.1
OG0005939	XP_020867654.1	XP_006306375.1
OG0005940	XP_020868194.1	XP_006305565.2
OG0005941	XP_020868168.1	XP_006306924.1
OG0005942	XP_020868165.1	XP_006306713.1
OG0005943	XP_002889774.1	XP_006307357.1
OG0005944	XP_020870480.1	XP_023645736.1
OG0005945	XP_002889798.1	XP_006304865.1
OG0005946	XP_002889801.1	XP_006304481.2
OG0005947	XP_020869790.1	XP_023632565.1
OG0005948	XP_002892604.1	XP_006304871.1
OG0005950	XP_020867006.1	XP_006307103.1, XP_023645614.1
OG0005951	XP_020866972.1	XP_006303952.2
OG0005952	XP_020870639.1	XP_006304168.1
OG0005953	XP_002892685.1	XP_006304458.1
OG0005954	XP_020868098.1	XP_006307242.1
OG0005955	XP_002892832.1	XP_006306978.1
OG0005956	XP_002892851.1	XP_006305465.1
OG0005957	XP_020867226.1	XP_023645700.1
OG0005958	XP_002890164.2, XP_002890163.2	XP_006304976.2, XP_006305874.2
OG0005959	XP_002892915.1	XP_023645068.1
OG0005960	XP_020867781.1	XP_006304968.1
OG0005961	XP_020867023.1	XP_006306572.1
OG0005962	XP_002890189.1	XP_006303877.1
OG0005963	XP_020867100.1	XP_006304166.1
OG0005964	XP_020867105.1	XP_006306735.1
OG0005965	XP_002892985.1	XP_023633134.1
OG0005966	XP_020867937.1	XP_006305253.2
OG0005967	XP_020869593.1	XP_006305192.1
OG0005968	XP_020867018.1	XP_006305169.2
OG0005969	XP_020868414.1	XP_006303306.1
OG0005970	XP_020869006.1	XP_023644882.1
OG0005971	XP_002893088.1	XP_023645594.1
OG0005972	XP_020867397.1	XP_023644743.1
OG0005973	XP_002890472.1, XP_002890479.1	XP_006303459.1
OG0005974	XP_020866234.1	XP_006303556.1
OG0005975	XP_020869717.1	XP_006305384.1
OG0005976	XP_020867641.1	XP_006304083.1
OG0005977	XP_002893233.1	XP_006304982.1
OG0005978	XP_020866361.1, XP_020869830.1	XP_006303849.1
OG0005979	XP_002893249.1	XP_006304697.1
OG0005980	XP_002888846.1	XP_006301512.1
OG0005981	XP_020890593.1	XP_006302798.1
OG0005982	XP_020890563.1	XP_023642852.1
OG0005983	XP_020891058.1	XP_006302673.1
OG0005984	XP_002891016.1	XP_006303476.1
OG0005985	XP_020890197.1	XP_006300388.2
OG0005986	XP_020890026.1	XP_006300585.2
OG0005987	XP_002888232.2	XP_006302442.1
OG0005988	XP_002870598.1	XP_006284679.1
OG0005989	XP_002888618.2	XP_006301374.1
OG0005990	XP_002865168.1	XP_006281989.1
OG0005991	XP_020869595.1	XP_006280877.1
OG0005992	XP_002863335.1	XP_006281322.1
OG0005993	XP_020890369.1	XP_006279501.1
OG0005994	XP_002863324.1	XP_006280763.1
OG0005995	XP_020876501.1	XP_006288147.2
OG0005996	XP_020874723.1	XP_006283498.1
OG0005997	XP_002894085.2	XP_023632605.1
OG0005998	XP_020874824.1	XP_006286302.1
OG0005999	XP_020869584.1	XP_023632888.1
OG0006000	XP_002891473.1	XP_006304539.1
OG0006001	XP_020866806.1	XP_006306539.2
OG0006002	XP_020874614.1	XP_006284376.1
OG0006003	XP_002866895.1	XP_006285007.1
OG0006004	XP_002868978.1	XP_006283511.1
OG0006005	XP_002868995.1	XP_006285787.1
OG0006006	XP_020874902.1	XP_006285080.1
OG0006007	XP_002866994.1	XP_006285103.1
OG0006008	XP_002869034.1	XP_006283951.1
OG0006009	XP_020874729.1	XP_006284092.1
OG0006010	XP_002869044.1	XP_006282477.1
OG0006011	XP_020874953.1	XP_023635447.1
OG0006012	XP_020875501.1	XP_006284334.1
OG0006013	XP_002886065.1	XP_006296785.1
OG0006013	XP_002867098.1	XP_006283144.1
OG0006014	XP_002869129.1	XP_006284711.2
OG0006015	XP_002869148.1	XP_006282971.1
OG0006016	XP_020872057.1	XP_006284030.2
OG0006017	XP_002867183.1	XP_006283309.1
OG0006018	XP_020874337.1	XP_006283169.1
OG0006019	XP_020874338.1	XP_006285495.1
OG0006020	XP_002869202.1	XP_006283255.1
OG0006021	XP_002869296.2	XP_006283917.1
OG0006022	XP_020874008.1	XP_006284457.1
OG0006023	XP_020875698.1	XP_006285818.1
OG0006024	XP_002867323.1	XP_006283288.1
OG0006025	XP_020872462.1	XP_006283029.1
OG0006026	XP_002887407.1	XP_006301977.1
OG0006027	XP_002887403.1	XP_006302793.1
OG0006028	XP_020870027.1	XP_023633052.1
OG0006029	XP_020869771.1	XP_006307216.1
OG0006030	XP_020869572.1	XP_006303557.1
OG0006031	XP_020878927.1	XP_006286696.1
OG0006032	XP_002874992.1	XP_006287558.1
OG0006033	XP_002875048.1	XP_023635805.1
OG0006034	XP_020877405.1	XP_023637725.1
OG0006035	XP_002867553.1	XP_023633666.1
OG0006036	XP_020875088.1	XP_006284069.1
OG0006037	XP_002875226.1	XP_006291635.1
OG0006038	XP_020869175.1	XP_006304284.1
OG0006038	XP_020868968.1	XP_023633009.1
OG0006039	XP_002889914.1	XP_023633149.1
OG0006040	XP_020866814.1	XP_023645914.1
OG0006041	XP_020867942.1	XP_006304248.1
OG0006042	XP_020866583.1	XP_006304090.1
OG0006043	XP_020867735.1	XP_006307530.1
OG0006044	XP_002890979.1	XP_006304001.1
OG0006045	XP_002891255.2	XP_006303784.2
OG0006046	XP_002891953.1, XP_002891956.1	XP_006300407.1
OG0006046	XP_020868309.1	XP_023643461.1
OG0006047	XP_020886486.1	XP_006299685.1
OG0006048	XP_020871682.1, XP_020879710.1, XP_020890965.1, XP_020866816.1, XP_002863189.2, XP_020890969.1, XP_020874618.1, XP_020866206.1, XP_020877145.1, XP_020884666.1	XP_023634296.1
OG0006049	XP_020882435.1	XP_006291966.1
OG0006050	XP_002875253.2	XP_006292701.1
OG0006051	XP_020882608.1	XP_023638692.1
OG0006052	XP_020880295.1	XP_006281920.1
OG0006053	XP_002877752.1	XP_006292956.1
OG0006055	XP_020875294.1	XP_006282863.1
OG0006056	XP_002870069.1	XP_023635327.1
OG0006057	XP_002863668.1, XP_002862895.2, XP_002862894.1, XP_002863670.1	XP_006280856.2
OG0006058	XP_002863928.1	XP_006281552.1
OG0006061	XP_002885764.1	XP_006299174.1, XP_006300185.2
OG0006061	XP_002882313.1	XP_023642634.1
OG0006061	XP_002882312.2	XP_006298940.1
OG0006062	XP_020883476.1	XP_006296368.2
OG0006062	XP_020882979.1	XP_023640642.1
OG0006075	XP_020875737.1	XP_006284659.1
OG0006076	XP_020873914.1	XP_006283330.1
OG0006077	XP_002869368.1	XP_006285720.1
OG0006078	XP_020873425.1	XP_006284940.1
OG0006079	XP_020881273.1	XP_006291868.1
OG0006080	XP_020880385.1	XP_006290393.2
OG0006081	XP_020880381.1	XP_006290288.1
OG0006082	XP_002875058.1	XP_023638782.1
OG0006083	XP_020879971.1	XP_006293033.1
OG0006084	XP_002876751.1	XP_006291000.1
OG0006085	XP_020880919.1	XP_006290827.1
OG0006086	XP_020878196.1	XP_006288472.1
OG0006087	XP_020877676.1, XP_002880886.1	XP_006294169.1
OG0006088	XP_002873843.1	XP_006287722.1
OG0006089	XP_020877287.1	XP_023637340.1
OG0006090	XP_020878208.1	XP_006287470.1
OG0006091	XP_020878392.1	XP_006289489.1
OG0006092	XP_002888077.1	XP_006301000.1
OG0006093	XP_002883139.1	XP_023642531.1
OG0006094	XP_002873773.1	XP_006286538.1
OG0006095	XP_020877887.1	XP_023636321.1
OG0006096	XP_002871706.1	XP_006287845.1
OG0006097	XP_002873740.1	XP_006289166.1
OG0006098	XP_002877146.1	XP_006291203.2
OG0006099	XP_002873736.1	XP_006286878.1
OG0006100	XP_020876587.1	XP_006287794.1
OG0006101	XP_020876568.1	XP_006287012.1
OG0006102	XP_020876565.1	XP_006289759.1
OG0006103	XP_002873721.1	XP_006288784.1
OG0006104	XP_020876599.1	XP_023636800.1
OG0006105	XP_020878554.1	XP_006288918.1
OG0006106	XP_020887063.1	XP_006299015.1
OG0006107	XP_002867358.1	XP_006284057.2
OG0006108	XP_020887433.1	XP_006297075.1
OG0006109	XP_020877697.1	XP_006287903.1
OG0006110	XP_020877426.1	XP_006289291.1
OG0006111	XP_002871627.1	XP_006289437.1
OG0006112	XP_020877009.1	XP_023635881.1
OG0006113	XP_002876750.2	XP_006290380.2
OG0006114	XP_002871615.1	XP_006286583.1
OG0006115	XP_020876226.1	XP_006289133.1
OG0006116	XP_020876224.1	XP_006288790.1
OG0006117	XP_002878815.1	XP_006293967.1
OG0006118	XP_020879431.1	XP_006287238.1
OG0006119	XP_020877242.1	XP_006287834.1
OG0006120	XP_020879194.1	XP_023636695.1
OG0006121	XP_020877371.1	XP_006287212.1
OG0006122	XP_002871569.1	XP_006288814.1
OG0006123	XP_002873606.2	XP_006289522.1
OG0006124	XP_020879368.1	XP_006289857.2
OG0006125	XP_002873592.1	XP_006289366.1
OG0006126	XP_002873588.1	XP_006287724.1
OG0006127	XP_002873579.1	XP_023636187.1
OG0006128	XP_002873573.1	XP_006287244.1
OG0006129	XP_020876258.1	XP_006286516.2
OG0006130	XP_020877547.1	XP_006289197.1
OG0006131	XP_002871477.1	XP_023637325.1
OG0006132	XP_002871466.1	XP_006287304.1
OG0006133	XP_002871402.1	XP_006288396.1
OG0006134	XP_020879534.1	XP_006298528.1, XP_006288635.1
OG0006135	XP_020876170.1	XP_006287236.1
OG0006136	XP_002871352.1	XP_006289881.1
OG0006137	XP_020877628.1	XP_006287433.2
OG0006138	XP_020879139.1	XP_023637469.1
OG0006139	XP_002871315.1	XP_006288859.1
OG0006140	XP_002873343.1	XP_023637349.1
OG0006141	XP_020878451.1	XP_023637480.1
OG0006142	XP_002871282.1	XP_006287649.1
OG0006143	XP_002872802.1	XP_006288698.2
OG0006144	XP_002872801.1	XP_006287594.1
OG0006145	XP_020876416.1	XP_006287671.2
OG0006146	XP_002874874.2	XP_006289383.1
OG0006147	XP_002874873.2	XP_006289467.1
OG0006148	XP_020876382.1	XP_023637211.1
OG0006149	XP_002874870.1	XP_006286433.1
OG0006150	XP_020873681.1	XP_006284394.1
OG0006151	XP_020873822.1	XP_006284781.1
OG0006152	XP_020883961.1	XP_006293644.1
OG0006153	XP_020885705.1, XP_020883305.1	XP_006294822.1
OG0006154	XP_002880905.1	XP_006295959.1
OG0006155	XP_020883386.1	XP_006293742.1
OG0006156	XP_020885799.1	XP_006295314.1
OG0006157	XP_002879116.2	XP_006295618.1
OG0006158	XP_002879112.2	XP_006293415.2
OG0006160	XP_020884860.1	XP_006296175.1
OG0006161	XP_020884596.1	XP_006296284.1
OG0006162	XP_002879181.1	XP_006295104.2
OG0006163	XP_002888854.2	XP_006301750.2
OG0006164	XP_020870346.1, XP_020887103.1, XP_020885256.1	XP_006294944.1
OG0006165	XP_002881056.1	XP_006295337.1
OG0006166	XP_002879217.1	XP_006295244.1
OG0006167	XP_020884702.1	XP_023640033.1
OG0006168	XP_020878396.1, XP_002879244.1	XP_006293478.1
OG0006169	XP_020882690.1	XP_006295044.1
OG0006170	XP_020884301.1	XP_023640753.1
OG0006171	XP_020885697.1	XP_006294402.2
OG0006172	XP_002881107.2	XP_006295535.1
OG0006173	XP_020884476.1	XP_023640248.1
OG0006174	XP_020885289.1	XP_006295885.1
OG0006175	XP_020884623.1	XP_006295576.1
OG0006176	XP_020883083.1	XP_006294266.1
OG0006177	XP_002881181.1, XP_002862292.1	XP_006294867.2
OG0006178	XP_020885708.1	XP_006294593.2
OG0006179	XP_002879343.1	XP_006296254.1
OG0006180	XP_020884471.1	XP_023640141.1
OG0006181	XP_002879396.1	XP_006295515.1
OG0006182	XP_002881231.2	XP_023639755.1
OG0006183	XP_020885303.1	XP_006293358.1
OG0006184	XP_002881217.1	XP_023640592.1
OG0006185	XP_020883862.1	XP_006294836.1
OG0006186	XP_020865954.1	XP_023637734.1, XP_023638596.1
OG0006187	XP_002883433.1	XP_006296683.1
OG0006188	XP_020889040.1	XP_006282250.1
OG0006189	XP_020871711.1	XP_006280634.1
OG0006190	XP_020871100.1	XP_023638898.1
OG0006191	XP_002865384.1	XP_006280379.1
OG0006192	XP_020873815.1	XP_006281357.1, XP_023634075.1
OG0006193	XP_020870995.1	XP_023645221.1
OG0006194	XP_002891331.1	XP_006305155.2
OG0006195	XP_002890747.1	XP_006304444.1
OG0006196	XP_002893493.1	XP_006306828.1
OG0006197	XP_020870237.1	XP_006305356.2
OG0006198	XP_002890780.1	XP_006304249.1
OG0006199	XP_020868878.1	XP_006303989.1
OG0006200	XP_002890784.1	XP_006305866.2
OG0006201	XP_002893552.1	XP_006304398.1
OG0006202	XP_020869070.1	XP_006303448.1
OG0006203	XP_002893557.1	XP_006304199.1
OG0006204	XP_002890828.1	XP_006307238.1
OG0006205	XP_002893591.2	XP_023645006.1
OG0006206	XP_020870278.1	XP_006305027.1
OG0006207	XP_020866626.1	XP_006304941.1
OG0006208	XP_002890857.1, XP_002862322.1	XP_006304081.1
OG0006209	XP_020869951.1	XP_023645521.1
OG0006211	XP_002890870.1	XP_006306918.1
OG0006212	XP_020866845.1	XP_006304382.2
OG0006213	XP_020868800.1	XP_023632634.1
OG0006214	XP_020867083.1	XP_006303193.1
OG0006215	XP_020868671.1	XP_006307262.1
OG0006216	XP_020890584.1	XP_006279609.1
OG0006217	XP_020866628.1	XP_006303942.1
OG0006218	XP_002876826.1	XP_023637792.1
OG0006219	XP_020880979.1	XP_006290789.1
OG0006220	XP_002876886.1	XP_006292753.1
OG0006221	XP_020881752.1	XP_006291384.1
OG0006222	XP_020888581.1	XP_006297776.1
OG0006223	XP_002865048.1	XP_006280305.1
OG0006224	XP_020868027.1	XP_006280835.1
OG0006225	XP_020871220.1	XP_006281433.1
OG0006226	XP_002864990.1	XP_006281181.1
OG0006227	XP_002862566.1, XP_002864983.1	XP_006279718.1
OG0006228	XP_020871887.1	XP_023640922.1
OG0006229	XP_020865703.1	XP_023636781.1
OG0006230	XP_020882334.1	XP_006279476.2
OG0006231	XP_020882283.1, XP_020871153.1	XP_006280832.1
OG0006232	XP_020879057.1	XP_006280731.1
OG0006233	XP_002864940.1	XP_006280815.1
OG0006234	XP_002866646.1	XP_023639017.1
OG0006236	XP_002864923.1	XP_006281145.1
OG0006237	XP_020871249.1	XP_023638776.1
OG0006238	XP_020871152.1	XP_006282032.1, XP_023634156.1
OG0006239	XP_002866593.1	XP_023638183.1
OG0006240	XP_020890390.1	XP_006280668.1
OG0006241	XP_020885086.1	XP_006280478.1
OG0006242	XP_002864854.1	XP_023633277.1
OG0006243	XP_002866535.1	XP_006281489.2
OG0006244	XP_002864831.1	XP_006281521.1
OG0006245	XP_002864828.1	XP_006279846.1, XP_006280732.1
OG0006246	XP_002879528.2	XP_023639962.1
OG0006247	XP_020887970.1	XP_006280321.1
OG0006248	XP_002866510.1	XP_006280395.1
OG0006249	XP_020878419.1	XP_023643110.1
OG0006250	XP_020877881.1	XP_006281969.1
OG0006251	XP_020877884.1	XP_006280220.1
OG0006252	XP_002866486.1	XP_006280427.1
OG0006253	XP_002864786.1	XP_006281134.1
OG0006254	XP_020891165.1	XP_006279635.1
OG0006255	XP_020871540.1	XP_023632690.1
OG0006256	XP_002866477.1	XP_006279587.1
OG0006257	XP_002864744.1	XP_006282324.1
OG0006258	XP_020889153.1	XP_006280431.1
OG0006259	XP_020871209.1	XP_006281203.1
OG0006261	XP_002864713.1	XP_023643421.1
OG0006262	XP_020878514.1	XP_006280693.1
OG0006263	XP_020878503.1	XP_006281938.1
OG0006264	XP_002874111.1	XP_006287009.1
OG0006265	XP_002872049.1	XP_006288850.1
OG0006266	XP_002874123.1	XP_006287711.1
OG0006267	XP_020879171.1	XP_006288138.1
OG0006268	XP_020876249.1	XP_006289897.1
OG0006269	XP_020879306.1	XP_006288314.2
OG0006270	XP_002874170.1	XP_006287402.2
OG0006271	XP_002872127.1	XP_006288231.1
OG0006272	XP_002874225.1	XP_006286769.1
OG0006273	XP_002872142.1	XP_006288555.1
OG0006274	XP_020877898.1	XP_006287577.1
OG0006275	XP_020877845.1	XP_006287378.1
OG0006276	XP_020877872.1	XP_006289163.1
OG0006277	XP_020877868.1	XP_006288129.1
OG0006278	XP_002874303.1	XP_006288778.1
OG0006279	XP_020879400.1, XP_020879403.1	XP_006287950.1
OG0006280	XP_020877967.1	XP_006287044.1
OG0006281	XP_002873960.1	XP_006289719.1
OG0006282	XP_020878289.1	XP_006289344.1
OG0006283	XP_020879021.1	XP_006287693.1
OG0006284	XP_020876286.1	XP_006288954.1
OG0006285	XP_020871920.1	XP_006281254.1
OG0006286	XP_020879156.1	XP_006289386.1
OG0006287	XP_020878303.1	XP_006286910.2
OG0006288	XP_020878847.1	XP_006287369.1
OG0006289	XP_002874038.1	XP_006288608.1
OG0006290	XP_020877336.1	XP_006288502.1
OG0006291	XP_020877828.1	XP_023637189.1
OG0006292	XP_020876640.1	XP_006289493.1
OG0006293	XP_002866389.1	XP_006280883.2
OG0006294	XP_020871953.1	XP_006282160.1
OG0006295	XP_002864672.1, XP_002862257.1	XP_006281054.1
OG0006296	XP_002886003.1	XP_006298209.1
OG0006297	XP_020871504.1	XP_006280768.2
OG0006298	XP_020872986.1, XP_020871288.1	XP_006281961.1
OG0006299	XP_020887723.1	XP_006282192.1
OG0006300	XP_020867057.1	XP_006282057.2
OG0006301	XP_002867758.1	XP_006285440.1
OG0006302	XP_002889592.1	XP_006286997.1
OG0006303	XP_020878285.1	XP_006282322.1
OG0006304	XP_002866247.1	XP_006281161.1
OG0006305	XP_002870111.1	XP_023633859.1
OG0006306	XP_020881209.1	XP_023633150.1
OG0006307	XP_002866221.1	XP_006280546.1
OG0006308	XP_002864521.1	XP_006280778.1
OG0006309	XP_020891267.1	XP_006302324.1
OG0006310	XP_020887338.1	XP_006280548.1
OG0006311	XP_020888998.1	XP_006282246.1
OG0006312	XP_020868644.1	XP_023641323.1
OG0006313	XP_002877689.1	XP_006290602.1
OG0006314	XP_002864488.1, XP_002863022.1	XP_006281308.1
OG0006316	XP_020871814.1	XP_006281368.1
OG0006317	XP_020877852.1	XP_006279759.1
OG0006318	XP_002864443.1	XP_006280109.1
OG0006319	XP_002864429.1, XP_002888517.1, XP_002886967.1	XP_006280439.1
OG0006320	XP_020890634.1	XP_006281358.1
OG0006321	XP_020874341.1	XP_006284327.1
OG0006322	XP_002864350.1	XP_006281153.1
OG0006323	XP_002877683.1	XP_006291082.1
OG0006324	XP_002875955.1	XP_006290776.1
OG0006325	XP_002875954.1	XP_006291163.1
OG0006326	XP_020880789.1	XP_006291794.1
OG0006327	XP_020881403.1	XP_006291593.1
OG0006328	XP_020871546.1	XP_023635607.1
OG0006329	XP_002866025.1	XP_006280456.1
OG0006330	XP_020879248.1	XP_006286580.1
OG0006331	XP_020878566.1	XP_006289099.2
OG0006332	XP_020878912.1	XP_023637023.1
OG0006333	XP_002871264.2	XP_006289257.1
OG0006334	XP_020870466.1	XP_006302637.1
OG0006335	XP_020878775.1	XP_006289710.1
OG0006336	XP_002873277.1	XP_006288803.1
OG0006337	XP_002873267.1	XP_006288164.1
OG0006338	XP_020877974.1	XP_006287123.1
OG0006339	XP_002873255.1, XP_002871235.1	XP_006289054.1, XP_006290095.1
OG0006340	XP_002871214.1	XP_006288389.2
OG0006341	XP_002873248.1	XP_006289999.1
