Orthogroup	Arabidopsis_lyrata_NCBI	Cardamine_glauca
OG0008036	XP_020887569.1	Cg004G1079100
OG0008037	XP_002882189.1	Cg004G1079300
OG0008038	XP_002882193.1	Cg004G1079800
OG0008039	XP_020888684.1	Cg004G1081100
OG0008040	XP_020886913.1	Cg004G1082900
OG0008041	XP_002873619.1	Cg008G2699600
OG0008042	XP_020887146.1	Cg004G1087200
OG0008043	XP_002882256.1	Cg004G1090600
OG0008044	XP_002884353.1	Cg004G1092400
OG0008045	XP_002884361.1	Cg004G1093200
OG0008046	XP_002882294.1	Cg004G1095700
OG0008047	XP_020888931.1	Cg004G1098000
OG0008048	XP_002882303.1	Cg004G1098700
OG0008049	XP_020887037.1	Cg004G1101200
OG0008050	XP_002884424.1	Cg004G1101700, Cg004G1111600
OG0008051	XP_020887019.1	Cg004G1102100
OG0008052	XP_002884428.1	Cg004G1102300
OG0008054	XP_002882374.1	Cg004G1108500
OG0008055	XP_020886434.1	Cg004G1110200
OG0008056	XP_020887058.1	Cg004G1112300
OG0008057	XP_020886887.1	Cg004G1112900
OG0008058	XP_002884502.1	Cg004G1115100
OG0008059	XP_020887235.1	Cg004G1115600
OG0008060	XP_002884514.1	Cg004G1116400
OG0008061	XP_002882421.2	Cg004G1116900
OG0008062	XP_002884544.1	Cg004G1121900
OG0008063	XP_020887154.1	Cg004G1122700
OG0008064	XP_002882446.1	Cg004G1123200
OG0008065	XP_020888616.1	Cg004G1124400
OG0008066	XP_020889058.1	Cg004G1138600
OG0008067	XP_002884595.1	Cg004G1130000
OG0008068	XP_002882482.1	Cg004G1130100
OG0008069	XP_020886055.1	Cg004G1131000
OG0008072	XP_020887472.1	Cg004G1145900
OG0008073	XP_020887192.1	Cg004G1148600
OG0008074	XP_020888739.1	Cg004G1149700
OG0008075	XP_002882608.1	Cg004G1151300
OG0008076	XP_020886468.1, XP_020886469.1	Cg004G1150600
OG0008077	XP_020889483.1	Cg004G1150900
OG0008078	XP_002882609.1	Cg004G1151800
OG0008079	XP_002882622.1	Cg004G1154700
OG0008080	XP_002884741.1	Cg004G1155100
OG0008081	XP_002882636.1	Cg004G1156800
OG0008082	XP_002884771.1	Cg004G1159400
OG0008083	XP_020888603.1	Cg004G1160200
OG0008084	XP_002884791.1	Cg004G1163000
OG0008085	XP_002869983.1	Cg001G0205700
OG0008086	XP_002882679.1	Cg004G1164500
OG0008087	XP_002882695.1	Cg004G1167100
OG0008088	XP_002884813.1	Cg004G1167200
OG0008089	XP_002882702.1	Cg004G1169200
OG0008090	XP_002882707.1	Cg004G1170300
OG0008091	XP_020888300.1	Cg004G1172000
OG0008092	XP_002884839.1	Cg004G1172900
OG0008093	XP_002882734.1	Cg004G1174500
OG0008095	XP_020888213.1	Cg004G1175100, Cg004G1378100
OG0008096	XP_020888301.1	Cg004G1177000
OG0008097	XP_020888264.1	Cg004G1177100
OG0008098	XP_020888303.1	Cg004G1177900
OG0008099	XP_002884867.1	Cg004G1178100
OG0008100	XP_002884874.1	Cg004G1179100
OG0008101	XP_002884875.1	Cg004G1179200
OG0008102	XP_002882764.1	Cg004G1180400
OG0008103	XP_020888237.1	Cg004G1182300
OG0008104	XP_002882774.1	Cg004G1182700
OG0008105	XP_002882777.1	Cg004G1183800
OG0008106	XP_020886408.1	Cg004G1185200
OG0008107	XP_002882784.1	Cg004G1185400
OG0008108	XP_002884916.1	Cg004G1185500
OG0008109	XP_020886403.1	Cg004G1186000
OG0008110	XP_002884935.1	Cg004G1189000
OG0008111	XP_002882803.1	Cg004G1189900
OG0008112	XP_020888501.1	Cg004G1191900
OG0008114	XP_002882825.1	Cg004G1194500
OG0008115	XP_002882855.1	Cg004G1199100
OG0008116	XP_020888037.1	Cg004G1199600
OG0008117	XP_002884999.1	Cg004G1200400
OG0008118	XP_002884991.1	Cg004G1201100
OG0008119	XP_020886612.1	Cg004G1203100
OG0008120	XP_002885024.1	Cg004G1204500
OG0008122	XP_020886081.1	Cg004G1206300
OG0008123	XP_002885057.1	Cg004G1209900
OG0008124	XP_020888802.1	Cg004G1210600
OG0008125	XP_020888077.1	Cg004G1212600
OG0008126	XP_002882914.1	Cg004G1212700
OG0008127	XP_002882947.1	Cg004G1218800
OG0008128	XP_020888139.1	Cg004G1221400
OG0008129	XP_020889433.1	Cg004G1221500
OG0008130	XP_002882960.1	Cg004G1222100
OG0008131	XP_002885109.1	Cg004G1222600
OG0008132	XP_002882975.1	Cg004G1224900
OG0008133	XP_002885127.1	Cg004G1226200
OG0008134	XP_002885133.1	Cg004G1227400
OG0008135	XP_020889199.1	Cg004G1229300
OG0008135	XP_020889194.1	Cg004G1229200
OG0008136	XP_020889187.1	Cg004G1230000
OG0008137	XP_002885164.1	Cg004G1232300
OG0008138	XP_002885186.1	Cg004G1235400
OG0008139	XP_002883055.1	Cg004G1238100
OG0008140	XP_002885207.1	Cg004G1238800
OG0008141	XP_002885212.1	Cg004G1240000
OG0008142	XP_002885213.1	Cg004G1240100
OG0008143	XP_002883087.1	Cg004G1243100
OG0008144	XP_020889156.1	Cg004G1243200
OG0008146	XP_002883098.1	Cg004G1245000
OG0008147	XP_002883108.1	Cg004G1246300
OG0008149	XP_002883125.1	Cg004G1249400
OG0008150	XP_002885264.1	Cg004G1251600
OG0008151	XP_002883143.1, XP_002883144.1	Cg004G1252600
OG0008152	XP_020872660.1	Cg001G0077600
OG0008153	XP_002885278.1	Cg004G1253400
OG0008154	XP_002885281.1	Cg004G1254300
OG0008155	XP_002885282.1	Cg004G1254600
OG0008156	XP_002885296.1	Cg004G1256900
OG0008157	XP_020889547.1	Cg004G1258200
OG0008158	XP_002883184.1	Cg004G1260300
OG0008159	XP_002885310.1	Cg004G1260500
OG0008160	XP_020887668.1	Cg004G1261300
OG0008161	XP_020872238.1	Cg001G0031200
OG0008162	XP_020874353.1	Cg001G0393700
OG0008163	XP_002883238.1	Cg004G1269300
OG0008164	XP_020874214.1	Cg001G0233400
OG0008165	XP_020889522.1	Cg004G1271800
OG0008167	XP_020889078.1	Cg004G1276400
OG0008168	XP_002862673.1, XP_020886038.1	Cg004G1277800
OG0008169	XP_020887855.1	Cg004G1278800
OG0008170	XP_020887651.1	Cg004G1279100
OG0008171	XP_002865937.1	Cg003G0911700
OG0008172	XP_002865922.1	Cg003G0909100
OG0008173	XP_002865926.1	Cg003G0909600
OG0008174	XP_002870769.1	Cg001G0365500
OG0008175	XP_002868749.1	Cg001G0355700
OG0008176	XP_002870515.1	Cg001G0331600
OG0008177	XP_002863831.1	Cg009G2992300, Cg008G2889600
OG0008178	XP_020887229.1	Cg004G1306300
OG0008179	XP_020887532.1	Cg004G1305400
OG0008180	XP_020871968.1, XP_020886006.1	Cg004G1304100
OG0008181	XP_002883419.1	Cg004G1301500
OG0008182	XP_020889464.1	Cg004G1298100
OG0008183	XP_002885533.1, XP_002862508.1	Cg004G1296500
OG0008184	XP_002885529.1	Cg004G1296100
OG0008186	XP_002885523.1	Cg004G1294100
OG0008187	XP_002883370.1	Cg004G1291800
OG0008188	XP_020886713.1	Cg004G1290700
OG0008189	XP_002877064.1, XP_002883358.1	Cg004G1290600
OG0008190	XP_002885485.1	Cg004G1288000
OG0008191	XP_020886687.1	Cg004G1288800
OG0008192	XP_020886756.1	Cg004G1287500
OG0008193	XP_002876765.1	Cg002G0691500
OG0008194	XP_002862350.2, XP_020886755.1	Cg004G1282800
OG0008195	XP_002883305.1	Cg004G1282200
OG0008196	XP_002885437.1	Cg004G1281900
OG0008197	XP_020875010.1	Cg001G0100100
OG0008198	XP_002869385.1	Cg001G0100300, Cg001G0100200
OG0008199	XP_020873120.1	Cg001G0100600
OG0008200	XP_020874549.1	Cg001G0100900
OG0008201	XP_002867367.1	Cg001G0101600
OG0008202	XP_002867369.1	Cg001G0101900
OG0008203	XP_020874303.1	Cg001G0102500
OG0008205	XP_002888518.1, XP_002886966.1	Cg007G2427900, Cg007G2429300
OG0008206	XP_020891091.1	Cg007G2420200
OG0008207	XP_020891388.1	Cg007G2417000
OG0008208	XP_020889998.1	Cg007G2377400
OG0008209	XP_020890633.1	Cg007G2321700
OG0008210	XP_002894583.1	Cg007G2359800
OG0008211	XP_020885801.1	Cg007G2351800
OG0008212	XP_002891907.1, XP_002870786.2	Cg007G2349900
OG0008213	XP_020868131.1	Cg007G2349700
OG0008214	XP_002873926.1	Cg008G2755000
OG0008215	XP_020878235.1	Cg008G2752600
OG0008216	XP_002871823.1	Cg008G2749900
OG0008217	XP_002871819.1	Cg008G2749200
OG0008218	XP_020878953.1	Cg008G2747800
OG0008219	XP_020879004.1	Cg008G2746500
OG0008220	XP_002872312.1	Cg008G2834200
OG0008222	XP_002863925.1	Cg008G2850600, Cg008G2866100
OG0008223	XP_002863898.1	Cg008G2873200
OG0008224	XP_020881616.1	Cg002G0503500
OG0008225	XP_002876141.1	Cg002G0504600
OG0008226	XP_002876138.1	Cg002G0504800
OG0008227	XP_020879658.1	Cg002G0505600
OG0008228	XP_002877844.1	Cg002G0507100
OG0008229	XP_020882150.1	Cg002G0509500
OG0008230	XP_002877820.1	Cg002G0511300
OG0008232	XP_020882321.1	Cg002G0512400
OG0008233	XP_002876092.1	Cg002G0513600
OG0008234	XP_020880216.1	Cg002G0516700
OG0008235	XP_002889330.1	Cg006G2255900
OG0008236	XP_020866513.1	Cg006G2245600
OG0008237	XP_020869088.1	Cg006G2241600
OG0008238	XP_002892108.2	Cg006G2241500
OG0008239	XP_020870586.1, XP_020869410.1	Cg006G2240500
OG0008240	XP_020868245.1	Cg006G2237600
OG0008241	XP_002892141.1	Cg006G2236300
OG0008242	XP_002889437.1	Cg006G2234900
OG0008243	XP_002889441.2	Cg006G2234400
OG0008244	XP_020870316.1	Cg006G2233800
OG0008245	XP_020870308.1	Cg006G2233400
OG0008246	XP_020870319.1	Cg006G2233000
OG0008247	XP_020869776.1	Cg006G2231300
OG0008248	XP_002892170.1	Cg006G2231100
OG0008249	XP_020869877.1	Cg006G2231000
OG0008250	XP_020866086.1	Cg006G2229900
OG0008251	XP_002892181.1	Cg006G2229100
OG0008252	XP_002894569.2, XP_020869466.1	Cg006G2227300
OG0008253	XP_020869778.1	Cg006G2226700
OG0008254	XP_020870536.1	Cg006G2225200
OG0008255	XP_002867673.1	Cg001G0161300
OG0008256	XP_020867603.1	Cg006G2222600
OG0008257	XP_020869409.1	Cg006G2221200
OG0008258	XP_002889515.1	Cg006G2221100
OG0008259	XP_002892249.2	Cg006G2217700
OG0008260	XP_002892260.1	Cg006G2216000
OG0008261	XP_020868040.1	Cg006G2213100
OG0008262	XP_020870008.1	Cg006G2212300
OG0008263	XP_020866405.1	Cg006G2212000
OG0008264	XP_020869859.1	Cg006G2211500
OG0008265	XP_020869673.1	Cg006G2211100
OG0008266	XP_020870211.1	Cg006G2208300
OG0008267	XP_020869328.1	Cg006G2208000
OG0008268	XP_020867688.1	Cg006G2206600
OG0008269	XP_020867690.1	Cg006G2206500
OG0008270	XP_002889579.1	Cg006G2205000
OG0008271	XP_002892318.1	Cg006G2204200
OG0008272	XP_002889591.1	Cg006G2202900
OG0008273	XP_020868466.1	Cg006G2201100
OG0008274	XP_002889605.1	Cg006G2200400
OG0008275	XP_020868596.1	Cg006G2197600
OG0008276	XP_002889618.1	Cg006G2197500
OG0008277	XP_020867297.1	Cg006G2194700
OG0008278	XP_002892387.1	Cg006G2192700
OG0008279	XP_002892388.1	Cg006G2192500
OG0008280	XP_020866078.1	Cg006G2191800
OG0008281	XP_020866492.1	Cg006G2191700
OG0008282	XP_002892412.1	Cg006G2187300
OG0008283	XP_002892440.1	Cg006G2182600, Cg006G2182500
OG0008284	XP_020870529.1	Cg006G2181600
OG0008285	XP_020868665.1	Cg006G2178300
OG0008286	XP_002892462.1	Cg006G2178100
OG0008287	XP_020866309.1	Cg006G2177700
OG0008288	XP_020868148.1	Cg006G2175900
OG0008289	XP_020867394.1	Cg006G2174000
OG0008290	XP_002892483.1	Cg006G2173100
OG0008291	XP_002889740.1	Cg006G2171500
OG0008292	XP_002864182.1	Cg003G0908800
OG0008293	XP_020868190.1	Cg006G2167600
OG0008294	XP_020868180.1	Cg006G2165900
OG0008295	XP_020868195.1	Cg006G2164200
OG0008296	XP_002892542.1	Cg006G2163400
OG0008297	XP_002892543.1	Cg006G2163100
OG0008298	XP_020870478.1	Cg006G2162900
OG0008299	XP_002889791.1	Cg006G2162000
OG0008300	XP_020868765.1	Cg006G2161600
OG0008301	XP_020869998.1	Cg006G2161400
OG0008302	XP_002892557.1	Cg006G2160800
OG0008303	XP_020866470.1	Cg006G2159700
OG0008304	XP_020870794.1	Cg006G2157200
OG0008305	XP_002867586.1	Cg001G0143600
OG0008306	XP_020868471.1	Cg006G2152800
OG0008307	XP_002889850.1	Cg006G2151800
OG0008308	XP_020868647.1	Cg006G2148900
OG0008309	XP_002889868.1	Cg006G2148600
OG0008310	XP_020866364.1	Cg003G0833200
OG0008312	XP_020866976.1	Cg006G2144500
OG0008313	XP_020866968.1	Cg006G2144200
OG0008314	XP_002892665.1	Cg006G2143300
OG0008315	XP_020870193.1	Cg006G2139300
OG0008316	XP_020867627.1	Cg006G2139000
OG0008317	XP_002892692.1	Cg006G2138500
OG0008318	XP_002892694.1	Cg006G2138300
OG0008319	XP_002889953.1	Cg006G2137300
OG0008320	XP_002889979.1	Cg006G2133600
OG0008321	XP_002889980.1	Cg006G2133200
OG0008322	XP_002889981.1	Cg006G2133100
OG0008323	XP_020869892.1	Cg006G2131400
OG0008324	XP_002890001.1	Cg006G2130100
OG0008325	XP_002892761.1	Cg006G2128100
OG0008326	XP_020868249.1	Cg006G2124000
OG0008327	XP_020868567.1	Cg006G2124500
OG0008328	XP_020870646.1	Cg006G2122400
OG0008329	XP_020867066.1	Cg006G2120600
OG0008330	XP_002892805.1	Cg006G2119600
OG0008331	XP_002890054.1	Cg006G2119500
OG0008332	XP_002892816.1	Cg006G2118200
OG0008333	XP_020866304.1	Cg006G2117600
OG0008334	XP_002892820.1	Cg006G2117000
OG0008335	XP_002892826.1	Cg006G2115900
OG0008336	XP_020879742.1	Cg004G1312700
OG0008337	XP_020870534.1	Cg006G2115400
OG0008338	XP_002890096.1	Cg006G2111000
OG0008339	XP_020869340.1	Cg006G2114400
OG0008341	XP_002890082.1	Cg006G2113300
OG0008342	XP_002892845.1	Cg006G2113100
OG0008343	XP_020867015.1	Cg006G2112300
OG0008344	XP_002890102.1	Cg006G2109500
OG0008345	XP_002892865.1	Cg006G2109400
OG0008346	XP_002890125.1	Cg006G2105700
OG0008347	XP_020868648.1	Cg006G2101800
OG0008348	XP_002890186.1	Cg006G2097200
OG0008349	XP_020868122.1	Cg006G2096200
OG0008350	XP_002886792.1	Cg007G2389600
OG0008351	XP_002892964.1	Cg006G2087800
OG0008352	XP_002892987.1	Cg006G2083500
OG0008353	XP_020869506.1	Cg006G2082900
OG0008354	XP_002890269.1	Cg006G2082700
OG0008355	XP_002893000.1	Cg006G2082000
OG0008356	XP_020867436.1	Cg006G2081900
OG0008357	XP_020867610.1	Cg006G2079400
OG0008358	XP_002893006.1	Cg006G2079100
OG0008359	XP_020867617.1	Cg006G2079000
OG0008360	XP_002890302.2	Cg006G2076400
OG0008361	XP_020870012.1	Cg006G2075400
OG0008362	XP_020870014.1	Cg006G2075300
OG0008363	XP_002893028.1	Cg006G2075000
OG0008364	XP_002893040.1	Cg006G2072300
OG0008365	XP_002893071.1	Cg006G2067600
OG0008366	XP_020866995.1	Cg006G2067000
OG0008367	XP_002893077.1	Cg006G2066900
OG0008368	XP_002893081.1	Cg006G2066300
OG0008369	XP_020870468.1	Cg006G2064600
OG0008370	XP_020869122.1	Cg006G2063000
OG0008371	XP_020866918.1, XP_002893108.1	Cg006G2062300
OG0008372	XP_020869264.1	Cg006G2060100
OG0008373	XP_002890407.1	Cg006G2059300
OG0008374	XP_020870736.1	Cg006G2058100
OG0008375	XP_002890425.1	Cg006G2056000
OG0008376	XP_002890437.2	Cg006G2053500
OG0008377	XP_020867511.1	Cg006G2052300
OG0008378	XP_002893169.1	Cg006G2051900
OG0008379	XP_020868554.1	Cg006G2050900
OG0008380	XP_020868555.1	Cg006G2050800
OG0008381	XP_020868864.1	Cg006G2050100
OG0008382	XP_020866889.1	Cg006G2049600
OG0008383	XP_002893188.1	Cg006G2047700
OG0008384	XP_020869353.1	Cg006G2045900
OG0008385	XP_002890509.1	Cg006G2043000
OG0008386	XP_020870660.1	Cg006G2035900
OG0008387	XP_020878308.1	Cg003G0761800
OG0008388	XP_020869677.1	Cg006G2034800
OG0008389	XP_020865926.1	Cg007G2487200
OG0008390	XP_020891539.1	Cg007G2485400
OG0008391	XP_020891622.1	Cg007G2483900
OG0008392	XP_002889448.1, XP_020889861.1	Cg007G2483600
OG0008393	XP_020889945.1	Cg007G2482600
OG0008394	XP_002888823.1	Cg007G2482200
OG0008395	XP_020890812.1	Cg007G2480800
OG0008396	XP_002888813.1	Cg007G2480500
OG0008397	XP_020889607.1	Cg007G2479500
OG0008398	XP_002887328.1	Cg007G2478200
OG0008399	XP_020891124.1	Cg007G2474300
OG0008400	XP_002888770.1	Cg007G2473600
OG0008401	XP_020891317.1	Cg007G2472100
OG0008402	XP_020890265.1	Cg007G2471900
OG0008403	XP_020873787.1	Cg001G0162800
OG0008404	XP_020869011.1	Cg006G1942800
OG0008405	XP_020867956.1	Cg006G1939300
OG0008406	XP_002887922.1	Cg007G2263800
OG0008407	XP_002886415.1, XP_002886405.1, XP_020890362.1	Cg007G2270900
OG0008408	XP_002886416.1, XP_002886406.2, XP_002886413.2	Cg007G2271000
OG0008409	XP_020890359.1, XP_020889810.1	Cg007G2271100
OG0008410	XP_002886431.1	Cg007G2272300
OG0008411	XP_020865808.1	Cg007G2273900
OG0008412	XP_002893467.1	Cg006G2000800
OG0008413	XP_020889606.1	Cg007G2279900
OG0008414	XP_002893527.1	Cg006G1991100
OG0008415	XP_002886509.1	Cg007G2287100, Cg007G2287000
OG0008416	XP_002886514.1	Cg007G2287500, Cg007G2287400
OG0008417	XP_002888075.1	Cg007G2287800
OG0008418	XP_020890116.1	Cg007G2293600
OG0008420	XP_002888143.1	Cg007G2303800
OG0008421	XP_020891611.1	Cg007G2307800
OG0008422	XP_002888199.2	Cg007G2312600
OG0008423	XP_002888202.1	Cg007G2312800
OG0008424	XP_002888251.1	Cg007G2317100
OG0008425	XP_002888265.1, XP_002886720.1	Cg007G2322200
OG0008426	XP_002894681.1	Cg007G2325100
OG0008427	XP_020870039.1	Cg006G2007700
OG0008428	XP_002887892.1	Cg007G2260900, Cg007G2261000
OG0008429	XP_002887890.1	Cg007G2260600
OG0008430	XP_020889977.1	Cg007G2259600
OG0008431	XP_020890980.1	Cg007G2258300
OG0008432	XP_020865663.1, XP_020891654.1	Cg007G2256900, Cg003G0830600, Cg003G0878700
OG0008433	XP_020881089.1	Cg008G2973400, Cg008G2973100
OG0008434	XP_020888653.1	Cg008G2974300
OG0008435	XP_020866805.1	Cg008G2978100
OG0008436	XP_002865152.2	Cg008G2978400
OG0008437	XP_002865106.1	Cg008G2986500
OG0008438	XP_020871674.1	Cg008G2986800
OG0008439	XP_002863567.1	Cg008G2946300
OG0008441	XP_020871686.1	Cg008G2943800
OG0008442	XP_020871325.1	Cg008G2942900
OG0008443	XP_002867858.1	Cg001G0192100
OG0008444	XP_020876407.1	Cg003G0737100, Cg003G0861200
OG0008445	XP_002872727.1	Cg003G0738200, Cg003G0859800
OG0008446	XP_002874821.1	Cg003G0739100, Cg003G0858700
OG0008447	XP_002869406.1	Cg001G0103800
OG0008448	XP_020874392.1	Cg001G0243300
OG0008449	XP_002870174.1	Cg001G0243200
OG0008450	XP_020868362.1	Cg006G1851900
OG0008451	XP_020868389.1	Cg006G1851500
OG0008452	XP_020868395.1	Cg006G1849900
OG0008453	XP_020868767.1	Cg006G1845400
OG0008454	XP_002894135.1	Cg006G1844400
OG0008455	XP_020866183.1	Cg006G1839700
OG0008456	XP_002887567.1	Cg007G2520000
OG0008457	XP_002868910.1	Cg001G0013500
OG0008458	XP_002868925.2	Cg001G0015400
OG0008459	XP_020872223.1	Cg001G0016800
OG0008460	XP_002866901.1	Cg001G0018200
OG0008461	XP_002866910.1	Cg001G0019600
OG0008462	XP_020873029.1	Cg001G0021600
OG0008463	XP_020872863.1	Cg001G0022600
OG0008464	XP_002866930.1	Cg001G0023400
OG0008465	XP_020875498.1	Cg001G0024300
OG0008466	XP_002868971.1	Cg001G0024800
OG0008467	XP_020874972.1	Cg001G0025000
OG0008469	XP_020875668.1	Cg001G0028700
OG0008470	XP_020874746.1	Cg001G0030200
OG0008471	XP_020872237.1	Cg001G0031400
OG0008472	XP_002869016.1	Cg001G0032600
OG0008473	XP_020875402.1	Cg001G0033700
OG0008474	XP_002867005.1	Cg001G0035300
OG0008475	XP_020874307.1	Cg001G0036100
OG0008476	XP_020874273.1	Cg001G0037700
OG0008477	XP_002869049.1	Cg001G0040700
OG0008478	XP_020875052.1	Cg001G0044000
OG0008479	XP_002869084.1	Cg001G0046200
OG0008480	XP_002867079.1	Cg001G0048200
OG0008481	XP_020873090.1	Cg001G0047700
OG0008482	XP_002869094.1	Cg001G0047600
OG0008483	XP_020874644.1	Cg001G0051500
OG0008484	XP_020872042.1	Cg001G0052700
OG0008485	XP_002869137.1	Cg001G0055000
OG0008486	XP_002869138.2	Cg001G0055200
OG0008487	XP_002869145.1	Cg001G0056500
OG0008488	XP_002867126.1	Cg001G0058900
OG0008489	XP_002869170.1	Cg001G0059700
OG0008490	XP_020872422.1	Cg001G0080500
OG0008491	XP_020872421.1	Cg001G0080400
OG0008492	XP_020872064.1	Cg001G0080300
OG0008493	XP_002867248.1	Cg001G0080100
OG0008494	XP_002869265.2	Cg001G0076700
OG0008495	XP_020872446.1, XP_020875632.1	Cg001G0075200
OG0008496	XP_020875138.1	Cg001G0071800
OG0008497	XP_002869223.1	Cg001G0070600
OG0008498	XP_002869221.1	Cg001G0070100
OG0008499	XP_002869219.1	Cg001G0069600
OG0008500	XP_020872153.1	Cg001G0067500
OG0008501	XP_020875097.1	Cg001G0063900
OG0008502	XP_002867140.1	Cg001G0061600
OG0008503	XP_020874466.1	Cg001G0061200
OG0008504	XP_002869178.1	Cg001G0061000
OG0008505	XP_020873103.1	Cg001G0080900
OG0008506	XP_020874315.1	Cg001G0081100
OG0008507	XP_020873921.1	Cg001G0084200
OG0008508	XP_002867298.1	Cg001G0088300
OG0008509	XP_002869327.1	Cg001G0089200
OG0008510	XP_002869328.1	Cg001G0089300
OG0008511	XP_020874009.1	Cg001G0090400
OG0008512	XP_002869343.1	Cg001G0091500
OG0008513	XP_002878735.2	Cg005G1743700
OG0008514	XP_020885989.1	Cg004G1308100
OG0008515	XP_002883479.1	Cg004G1309300
OG0008516	XP_002883484.1	Cg004G1309800
OG0008517	XP_020887971.1	Cg004G1309900
OG0008518	XP_002885627.1	Cg004G1312500
OG0008519	XP_020865945.1	Cg007G2496800
OG0008520	XP_002887438.1	Cg007G2495600
OG0008521	XP_020891596.1	Cg007G2495400
OG0008522	XP_020890564.1	Cg007G2493700
OG0008523	XP_020889689.1	Cg007G2492900
OG0008524	XP_020891695.1	Cg007G2492300
OG0008525	XP_002887424.2	Cg007G2492200
OG0008526	XP_020889938.1	Cg007G2491700
OG0008527	XP_020889936.1	Cg007G2491600
OG0008528	XP_002888860.1	Cg007G2491300
OG0008529	XP_020870912.1	Cg006G2033900
OG0008530	XP_002893279.1	Cg006G2032700
OG0008531	XP_002890583.1	Cg006G2031800
OG0008532	XP_002890614.1	Cg006G2024500
OG0008533	XP_002890619.1	Cg006G2023000
OG0008534	XP_020870377.1	Cg006G2016300
OG0008535	XP_020867481.1	Cg006G2014100
OG0008536	XP_020868421.1	Cg006G2002400
OG0008537	XP_020873353.1	Cg001G0158900
OG0008538	XP_020879250.1	Cg003G0711500, Cg014G3044300
OG0008539	XP_002864075.1	Cg003G0885700
OG0008540	XP_002872881.1	Cg014G3039800, Cg003G0715800
OG0008541	XP_002874970.2	Cg014G3039300, Cg003G0716300
OG0008542	XP_002872885.1	Cg014G3038900, Cg003G0716700
OG0008543	XP_020878933.1	Cg014G3037800, Cg003G0718200
OG0008544	XP_020876522.1	Cg014G3046400, Cg003G0709400
OG0008545	XP_020877995.1	Cg003G0708900, Cg014G3046900
OG0008546	XP_020877996.1	Cg003G0708700, Cg014G3047100
OG0008547	XP_002874990.1	Cg003G0706300, Cg014G3049200
OG0008548	XP_020878513.1	Cg003G0704900, Cg014G3050700
OG0008549	XP_002872940.1	Cg014G3051700, Cg003G0703900
OG0008550	XP_020878881.1	Cg003G0702600, Cg014G3053400
OG0008551	XP_020873293.1	Cg001G0137000
OG0008552	XP_002878531.1	Cg005G1778500
OG0008553	XP_002893445.1	Cg006G2005000
OG0008554	XP_020866582.1	Cg006G2009200
OG0008555	XP_020868418.1	Cg006G2011200
OG0008556	XP_002890682.1	Cg006G2011700
OG0008557	XP_002890680.1	Cg006G2011800
OG0008558	XP_020873715.1	Cg001G0138200
OG0008559	XP_020873520.1	Cg001G0133500
OG0008560	XP_020872191.1	Cg001G0129100
OG0008561	XP_020874358.1	Cg001G0129200
OG0008562	XP_002869561.1	Cg001G0128400
OG0008563	XP_002867493.1	Cg001G0127000
OG0008564	XP_020872218.1	Cg001G0126500
OG0008565	XP_002869530.1	Cg001G0123500
OG0008566	XP_020870509.1	Cg006G2017400
OG0008567	XP_020873015.1	Cg001G0122600
OG0008568	XP_020872772.1	Cg001G0122400
OG0008569	XP_002867471.1	Cg001G0122300
OG0008570	XP_020872771.1	Cg001G0122000
OG0008571	XP_002867454.1	Cg001G0118700
OG0008572	XP_002892335.1	Cg006G2201800, Cg003G0838200
OG0008573	XP_020868472.1	Cg006G2152700
OG0008574	XP_020866299.1	Cg006G2114900
OG0008575	XP_020870851.1	Cg006G2027300
OG0008576	XP_002890651.1	Cg006G2016900
OG0008577	XP_020868537.1	Cg006G2010100
OG0008578	XP_020882325.1, XP_002868362.1, XP_020881718.1	Cg004G1352400, Cg002G0478400, Cg008G2890200, Cg005G1652900
OG0008579	XP_020871377.1	Cg009G2992600
OG0008580	XP_020868876.1	Cg001G0310300
OG0008580	XP_020870624.1	Cg001G0310200
OG0008581	XP_002888605.1, XP_002893981.1	Cg006G1876000, Cg006G1876400, Cg006G1876200
OG0008582	XP_002891288.1	Cg006G1874800
OG0008583	XP_020889446.1	Cg004G1207100
OG0008584	XP_020890267.1	Cg007G2267800
OG0008585	XP_020891776.1	Cg007G2304700
OG0008586	XP_020889793.1	Cg007G2450800
OG0008587	XP_020890576.1	Cg007G2459400
OG0008588	XP_020880773.1, XP_002889161.2	Cg007G2548800
OG0008592	XP_020888832.1	Cg004G1198500
OG0008594	XP_020886845.1	Cg004G1297800
OG0008596	XP_002878572.2	Cg005G1771200
OG0008597	XP_002878584.2	Cg005G1768400, Cg005G1768800, Cg005G1769200, Cg005G1769000, Cg005G1769400, Cg005G1769500
OG0008598	XP_020882825.1	Cg005G1761100
OG0008599	XP_002878634.1	Cg005G1760800
OG0008600	XP_002878680.1	Cg005G1755800
OG0008601	XP_002880550.1	Cg005G1747900
OG0008602	XP_002880568.1	Cg005G1744300
OG0008603	XP_002880699.1	Cg005G1723200
OG0008604	XP_020884374.1	Cg005G1624700
OG0008605	XP_002879483.1	Cg005G1590700
OG0008606	XP_002875078.1, XP_002875080.1	Cg002G0692600
OG0008610	XP_002871506.1	Cg008G2686500
OG0008611	XP_020877066.1	Cg008G2704800
OG0008612	XP_002871745.1	Cg008G2733500
OG0008613	XP_002874171.2	Cg008G2797700, Cg008G2797600
OG0008615	XP_020877701.1	Cg003G0754500
OG0008616	XP_020872697.1	Cg001G0073500
OG0008617	XP_020873390.1	Cg001G0138600
