Orthogroup	Camelina_sativa	Odontarrhena_muralis
OG0005716	XP_010435075.1, XP_010449999.1	Om003G102470
OG0005717	XP_010488174.1, XP_010510399.1, XP_010466409.1	Om002G069690
OG0005718	XP_010518486.1, XP_010507861.1	Om008G319100
OG0005719	XP_010507890.1, XP_010506783.2, XP_010518446.1	Om008G319380, Om008G319390
OG0005720	XP_010507911.1, XP_010506762.1, XP_010518422.1	Om008G319660
OG0005721	XP_010518356.1, XP_010507971.1, XP_010506696.1	Om008G320310
OG0005722	XP_010413337.1, XP_010469031.1, XP_010512564.1, XP_010473799.1	Om008G320590, Om003G127320
OG0005724	XP_010413362.1, XP_010513775.1, XP_019098532.1, XP_010473783.1	Om003G126990, Om003G127000
OG0005725	XP_010518205.1, XP_010508125.1, XP_010506534.1, XP_010413492.1, XP_010512441.1	Om008G321770
OG0005726	XP_019101728.1, XP_010469129.1	Om003G126000
OG0005727	XP_010508163.1, XP_010518169.1, XP_019096019.1	Om008G322110
OG0005728	XP_010506433.1, XP_010518106.1, XP_010508227.1	Om008G322770
OG0005730	XP_010518071.1, XP_010508268.1	Om008G323130
OG0005731	XP_010506354.1, XP_010508306.1, XP_010518031.1	Om008G323610
OG0005732	XP_010508309.1, XP_010518028.1, XP_010506351.1	Om008G323650, Om008G323640
OG0005734	XP_010508442.1, XP_010506205.1, XP_010517896.1	Om008G325370
OG0005735	XP_010508564.1, XP_010506075.1, XP_010517774.1	Om008G326530
OG0005736	XP_010505929.1, XP_010508711.1, XP_019082312.1, XP_010507476.1, XP_010412795.1	Om008G327910
OG0005737	XP_010452038.1, XP_010423905.1, XP_010490621.1	Om004G176100
OG0005738	XP_010490643.1, XP_010423881.1, XP_010452058.1	Om004G175970
OG0005739	XP_010454968.1, XP_010493879.1, XP_010421491.1, XP_010495515.1	Om006G240820
OG0005740	XP_010454970.1, XP_010493881.1, XP_010421492.1	Om006G240830
OG0005741	XP_010454235.1, XP_010420759.1, XP_010493025.1	Om006G240860
OG0005742	XP_010420788.1, XP_010454258.1, XP_010493053.1	Om006G241380
OG0005743	XP_010461952.1, XP_010500691.1, XP_010479580.1	Om003G096060
OG0005744	XP_010454378.1, XP_010420918.1, XP_010493182.1	Om006G242480
OG0005745	XP_010420926.1, XP_010454386.1, XP_010493190.1	Om006G242560
OG0005746	XP_010493297.1, XP_010421010.1, XP_010454484.1	Om006G243620
OG0005747	XP_010454511.1, XP_010421037.1, XP_010493333.1	Om006G243880
OG0005748	XP_010421053.1, XP_010454525.1, XP_010493351.1	Om006G244080, Om003G094950
OG0005749	XP_010504328.1, XP_010456632.1, XP_010483713.1	Om006G244710
OG0005750	XP_010443829.1, XP_010483674.1, XP_010456276.1	Om006G245070
OG0005751	XP_010483504.1, XP_010443640.1, XP_010454399.1	Om006G247110
OG0005752	XP_010444307.1, XP_010484148.1, XP_010461084.1	Om006G233720
OG0005753	XP_010484152.1, XP_010461129.1	Om006G233650
OG0005754	XP_010444399.1, XP_010484247.1, XP_010462937.1	Om006G232800
OG0005755	XP_010462856.1, XP_010444413.1, XP_010484260.1	Om006G232690
OG0005756	XP_010484324.1, XP_010444494.1, XP_010462197.1	Om006G232100
OG0005757	XP_010446296.2, XP_019095809.1, XP_010465056.1, XP_010445627.2, XP_010496576.1	Om003G091260, Om006G229850, Om002G087080
OG0005758	XP_010465241.1, XP_010484623.1, XP_010444774.1	Om006G229720
OG0005759	XP_010427345.1, XP_010456250.1, XP_010419627.1	Om004G157870
OG0005760	XP_010456287.1, XP_010427014.1, XP_010419584.1	Om004G157600
OG0005761	XP_010457010.1, XP_010427611.1, XP_010422787.1	Om004G158060
OG0005762	XP_010422780.1, XP_010456221.1, XP_010427675.1	Om004G158140
OG0005763	XP_010428511.1, XP_010456142.1, XP_010422708.1	Om004G158790
OG0005764	XP_010422548.1, XP_010430124.1, XP_010455911.1	Om004G160290
OG0005765	XP_010422488.1, XP_010430792.1, XP_010507070.1, XP_010456755.1, XP_010455985.1	Om007G302210
OG0005766	XP_010455893.1, XP_010422467.1, XP_010431041.1	Om007G302780
OG0005767	XP_010494435.1, XP_019087728.1, XP_010481754.1	Om007G293060
OG0005768	XP_010451167.1, XP_010494430.1, XP_010441910.1, XP_010481761.1	Om007G293030
OG0005769	XP_010475021.1, XP_010482730.1, XP_010457407.1	Om005G180920
OG0005770	XP_010441944.1, XP_010481782.1, XP_010494405.1	Om007G277370
OG0005771	XP_010509881.1, XP_010413858.1, XP_010469466.1	Om007G278210
OG0005772	XP_010469470.1, XP_010509884.1, XP_010413861.1	Om007G278220
OG0005773	XP_010413956.1, XP_010469554.1, XP_010509977.1	Om007G279040
OG0005774	XP_010510120.2	Om007G279850
OG0005775	XP_010469886.1, XP_010414292.1, XP_010510394.1	Om007G281830
OG0005776	XP_010414321.1, XP_010510417.1, XP_010469904.1	Om007G282040
OG0005777	XP_010414472.1, XP_010470041.1, XP_010510571.1	Om001G016480, Om007G283190
OG0005779	XP_010414606.1, XP_010470155.1, XP_010510697.1, XP_019098760.1	Om007G284040
OG0005780	XP_010510803.1, XP_010473108.1, XP_010417866.1	Om007G284970
OG0005781	XP_010510802.1	Om007G284960
OG0005782	XP_010447265.1, XP_010437785.1	Om001G030610
OG0005783	XP_010515871.1, XP_010504138.1, XP_010427025.1	Om001G041320
OG0005784	XP_010424087.1, XP_010453508.1, XP_010492190.1	Om007G301900
OG0005785	XP_010426612.1, XP_010485421.1, XP_010463575.1	Om002G043090
OG0005786	XP_010463628.1, XP_010485474.1, XP_010468062.1	Om002G043590
OG0005787	XP_010476066.1, XP_010485478.1, XP_010463640.1	Om002G043660
OG0005788	XP_010487836.1, XP_010485485.1, XP_019092815.1	Om002G043720
OG0005789	XP_010485673.1, XP_010463784.1, XP_010509440.1, XP_010485674.1, XP_010509982.1, XP_010463787.1	Om002G044810
OG0005790	XP_019091988.1, XP_019100179.1	Om002G048200
OG0005791	XP_010486175.1, XP_010489700.1, XP_010464234.1, XP_010442070.1	Om002G049230
OG0005792	XP_010486202.1, XP_010444190.1, XP_010464260.1	Om002G049410
OG0005793	XP_010445098.1, XP_010486210.1, XP_010464269.1	Om002G049480
OG0005794	XP_010464278.1, XP_019092600.1, XP_019100365.1	Om002G049550
OG0005795	XP_010464389.1, XP_010486322.1, XP_010455414.1	Om002G050340
OG0005796	XP_010473361.1, XP_010418122.1, XP_010430161.1	Om001G034370
OG0005797	XP_019096820.1, XP_010457697.1, XP_010464420.1	Om002G050610
OG0005798	XP_010462718.1, XP_010462804.1, XP_010486398.1, XP_010486399.1, XP_010464467.1	Om002G050990
OG0005799	XP_010508864.1, XP_010505777.1, XP_010517467.1	Om008G329840
OG0005800	XP_010508897.1, XP_010517432.1	Om008G330420
OG0005801	XP_010505338.1, XP_019101269.1, XP_010517019.1	Om008G335540
OG0005802	XP_010505622.1, XP_010509012.1, XP_010517297.1	Om008G331940
OG0005803	XP_010505237.1, XP_010509421.1, XP_010516919.1	Om008G336480
OG0005805	XP_010505321.1, XP_010509343.2, XP_010517008.1, XP_010517006.1	Om008G335760
OG0005806	XP_010509298.1, XP_010517035.1, XP_010507599.1, XP_010505355.1	Om008G335270
OG0005807	XP_010505368.1, XP_010509286.1, XP_010517045.1	Om006G238450
OG0005808	XP_019100752.1, XP_010509198.1, XP_010517117.1, XP_019100505.1, XP_019100753.1	Om008G334060
OG0005809	XP_010517175.1, XP_010509160.1	Om008G333330
OG0005810	XP_010497710.2, XP_010509145.1, XP_010517153.1, XP_010505487.1	Om008G333450
OG0005811	XP_010507611.1, XP_010517143.1, XP_010509125.1	Om008G333710
OG0005812	XP_010459068.1, XP_010476622.1, XP_010497089.1	Om005G196070
OG0005813	XP_010462739.1, XP_010497803.1, XP_010476745.1	Om005G197270
OG0005814	XP_010475575.1, XP_010488185.1, XP_010458016.1, XP_010497841.1	Om005G197340
OG0005815	XP_010459206.1, XP_010497985.1, XP_010476779.1	Om005G197620
OG0005816	XP_010498009.1, XP_010459229.1, XP_010476808.1	Om005G197740
OG0005817	XP_010459279.1, XP_010476849.1, XP_010498054.1, XP_010477189.1, XP_010498389.1	Om005G198230
OG0005818	XP_010471360.1, XP_010416089.1, XP_019084983.1	Om004G141870
OG0005819	XP_010476944.1, XP_010498156.1, XP_010459393.1	Om005G199280, Om005G199290
OG0005820	XP_010469767.1, XP_010510248.1, XP_010477183.1	Om005G201590
OG0005821	XP_010497840.2, XP_010459731.1, XP_010498478.1, XP_010477283.1	Om005G202550
OG0005822	XP_010477307.1, XP_010498496.1, XP_010459748.1	Om005G202680
OG0005823	XP_010498639.1, XP_010477429.1, XP_010459904.1	Om005G204220
OG0005824	XP_019099140.1, XP_019091544.1, XP_019095002.1	Om005G205000
OG0005825	XP_019099159.1, XP_010460133.1, XP_019094268.1	Om004G143810
OG0005826	XP_010460154.1, XP_010498885.1, XP_010477684.1, XP_010477682.1	Om004G144430
OG0005827	XP_010442813.1, XP_010482437.1, XP_019088565.1, XP_010477732.1, XP_010460181.1, XP_010498928.1	Om004G144590
OG0005828	XP_010492202.1, XP_010453522.1, XP_010420032.1	Om007G301780
OG0005829	XP_010499243.1, XP_010478101.1, XP_010460516.1	Om003G107210
OG0005830	XP_010478084.1, XP_010460503.1, XP_010499224.1	Om001G030130, Om003G099200
OG0005831	XP_010433769.1, XP_010448566.1, XP_010439042.1	Om004G151280
OG0005832	XP_010429570.2, XP_010472579.1	Om004G164430, Om006G239110
OG0005833	XP_010433704.1, XP_010438948.1, XP_010448496.1	Om007G285850
OG0005834	XP_010448482.1, XP_010438927.1, XP_010433696.1	Om007G285900
OG0005835	XP_010438897.1, XP_010433656.1, XP_010448448.1	Om007G286250, Om002G075680, Om001G002070
OG0005836	XP_010417156.1, XP_010429368.1, XP_010472412.2	Om004G154960, Om004G152820, Om004G154950
OG0005838	XP_010476584.1, XP_010496794.1, XP_019095279.1, XP_010459025.1	Om005G195700
OG0005839	XP_010476539.1, XP_010458983.1	Om005G195170
OG0005840	XP_010458864.1, XP_010476427.1, XP_010495680.1	Om005G194060
OG0005841	XP_010495254.1, XP_010458789.1, XP_010476333.1	Om005G193080
OG0005842	XP_010494708.1, XP_010476262.1, XP_010458720.1	Om005G192360
OG0005843	XP_010458698.1, XP_010476240.1, XP_010494499.1	Om005G192170
OG0005844	XP_019094781.1, XP_010494272.1, XP_010458679.1	Om005G191980
OG0005845	XP_010458654.1, XP_010476191.1, XP_010493962.1	Om005G191630
OG0005846	XP_010458634.1, XP_010493752.1, XP_010476167.1	Om005G191480
OG0005847	XP_010476130.1, XP_010493434.1, XP_010458601.1	Om005G191100
OG0005848	XP_010493101.1, XP_010476098.1, XP_010458572.1	Om005G190800
OG0005849	XP_010476039.1, XP_010458517.1, XP_010492667.1	Om005G190170
OG0005850	XP_010476045.1, XP_010492578.1, XP_010458519.1, XP_019094868.1, XP_019098940.1, XP_010458518.1	Om005G190160
OG0005853	XP_010458319.1, XP_010490497.1, XP_010475856.1	Om005G188420
OG0005855	XP_010458213.1, XP_010475761.1, XP_010489912.1, XP_010497714.1	Om005G187400
OG0005856	XP_010458110.1, XP_010489225.1, XP_010475673.1	Om005G186690
OG0005857	XP_010488808.1, XP_010475635.1, XP_010458074.1	Om005G186360
OG0005858	XP_010458018.1, XP_010488231.1, XP_010475581.1	Om005G185860
OG0005859	XP_010457975.1, XP_010475542.1	Om005G185550
OG0005860	XP_010457933.1, XP_010487532.1, XP_010475510.1	Om005G185290
OG0005861	XP_010457871.1, XP_010487104.1, XP_010475460.1	Om005G184590
OG0005862	XP_019095283.1, XP_010501317.1, XP_010457528.1	Om005G181820
OG0005863	XP_010475133.1, XP_010484103.1, XP_010457526.1	Om005G181810
OG0005864	XP_010484021.1, XP_010492608.1, XP_010453848.1, XP_010475128.1, XP_010457521.1	Om005G198080, Om005G181470
OG0005865	XP_010474909.1, XP_010481505.1	Om005G179900
OG0005866	XP_010474659.1, XP_010480954.1, XP_010457217.1	Om005G179200, Om007G286680
OG0005867	XP_010457176.1, XP_010474690.1, XP_010480692.1	Om005G178880
OG0005868	XP_010474782.1, XP_010457091.1, XP_010479920.1	Om005G178040
OG0005870	XP_010453557.1, XP_010492239.1, XP_010420071.1	Om007G301410
OG0005871	XP_010492211.1, XP_010453527.1, XP_010420034.2	Om007G301710
OG0005872	XP_010492337.1, XP_010453641.1, XP_010420167.1	Om007G300320
OG0005873	XP_010453698.1, XP_010420232.1, XP_010492405.1	Om007G299540
OG0005875	XP_010453950.1, XP_010424140.2, XP_010492708.1	Om007G296920
OG0005876	XP_019097904.1, XP_010420610.1, XP_010454090.1	Om007G295790, Om007G295800
OG0005877	XP_010492960.1, XP_010454178.1, XP_010420702.1	Om007G294920
OG0005878	XP_010494033.1, XP_010421650.1	Om007G293450
OG0005879	XP_010511211.1, XP_010470377.1, XP_010414919.1	Om007G303460
OG0005880	XP_010440662.1, XP_010442417.1, XP_010482226.1	Om007G303650
OG0005881	XP_010482214.1, XP_010440503.1	Om007G303760
OG0005882	XP_019090527.1, XP_010442361.1, XP_010442356.1	Om007G304440
OG0005883	XP_010482134.1, XP_010439512.1, XP_010442322.1	Om007G306130, Om009G363280
OG0005885	XP_010452445.1, XP_010423472.1, XP_010491075.1	Om004G171590
OG0005886	XP_010454924.1, XP_010421440.1, XP_010493838.1	Om008G352090, Om006G240560
OG0005887	XP_010493737.1, XP_010421337.1, XP_010454818.1	Om006G239540
OG0005888	XP_010421198.1, XP_010454675.1, XP_010493520.1	Om006G238500
OG0005889	XP_010443914.1, XP_010483757.1, XP_010456883.1	Om006G237200
OG0005890	XP_010457328.1, XP_010443964.1, XP_010483810.1	Om006G236680
OG0005891	XP_010458375.1, XP_010483921.1, XP_010444062.1	Om006G258360, Om006G235760
OG0005893	XP_010459323.1, XP_010444132.1, XP_010483992.1	Om006G235010
OG0005894	XP_010483471.1, XP_010443620.1, XP_010454117.1	Om006G247420
OG0005895	XP_010483466.1, XP_010443610.1, XP_010454035.1	Om006G247460
OG0005896	XP_010483459.1, XP_010443598.1, XP_010453943.1	Om006G247570
OG0005897	XP_010483451.1, XP_010443590.1, XP_010453821.1	Om006G247630
OG0005898	XP_010453697.1, XP_010483441.1, XP_010443580.1, XP_010446178.1	Om006G247770
OG0005899	XP_010489944.1, XP_010464791.1, XP_010486721.1	Om002G054280
OG0005900	XP_010453364.1, XP_010443539.1, XP_010483391.1	Om006G247970
OG0005901	XP_010503839.1, XP_010426702.1, XP_010515554.1, XP_010496954.1	Om005G185870, Om004G139890, Om006G257260
OG0005902	XP_010426587.1, XP_010503714.1, XP_010515404.1	Om006G258670
OG0005903	XP_010503572.1, XP_010515266.1, XP_010426432.1	Om006G260600
OG0005904	XP_010426282.1, XP_010515125.1	Om006G263240
OG0005906	XP_010412507.1, XP_010496866.1, XP_010507163.1	Om008G339300
OG0005907	XP_010470841.1, XP_010415510.1, XP_010511908.1	Om005G210050
OG0005909	XP_010415865.1, XP_010427989.1	Om005G206160
OG0005910	XP_010428047.1, XP_010415915.1, XP_010471214.1	Om007G283090, Om004G143280, Om004G143270
OG0005911	XP_010416769.1, XP_010428907.1, XP_010472001.1	Om004G134020
OG0005912	XP_010428812.1, XP_010416674.1, XP_010471927.1	Om004G134890
OG0005913	XP_010416561.1, XP_010428701.1, XP_010471794.1	Om004G136130
OG0005914	XP_019085331.1, XP_019093145.1, XP_019083398.1	Om007G313020, Om004G136640
OG0005915	XP_010428533.1, XP_010416393.1, XP_010471631.1	Om004G137800
OG0005916	XP_010428501.1, XP_019094180.1, XP_010416360.1	Om004G138800
OG0005917	XP_010416321.1, XP_010471555.1, XP_019083365.1	Om004G139130
OG0005918	XP_010476864.1, XP_010498065.2, XP_010459293.1	Om005G198320
OG0005919	XP_010472697.1	Om004G132950
OG0005920	XP_010417476.1, XP_010472705.1	Om004G132830
OG0005921	XP_010429912.1, XP_010472881.1, XP_010417667.1	Om004G130980
OG0005922	XP_019088503.1, XP_010447049.1, XP_010417732.1, XP_010429989.1, XP_010472957.1	Om004G130190
OG0005924	XP_010465071.1, XP_010499645.1, XP_010487019.1	Om002G056750
OG0005925	XP_010487068.1, XP_010500172.1, XP_010465135.1	Om002G057210
OG0005926	XP_010465261.1, XP_010501395.1, XP_010487165.1	Om002G058420
OG0005927	XP_010465352.1, XP_010501993.1, XP_010487262.1	Om002G059630
OG0005928	XP_010487280.1, XP_010502075.1, XP_010465383.1	Om002G059830
OG0005929	XP_010479840.1, XP_010462163.1, XP_010500934.1	Om003G093600
OG0005930	XP_010462109.1, XP_010479777.1, XP_010500870.1	Om003G094270
OG0005931	XP_010505598.1, XP_010465808.1, XP_010487648.1	Om002G064210
OG0005932	XP_010506887.1, XP_010487765.1	Om002G065450
OG0005933	XP_010473356.1, XP_010430158.1	Om007G317760
OG0005934	XP_010466120.1, XP_010487909.1, XP_010507876.1	Om002G067050
OG0005935	XP_010466158.1, XP_010487950.1, XP_010508216.1	Om002G067380
OG0005936	XP_010466211.1, XP_010487999.1, XP_010508763.1	Om002G067990
OG0005937	XP_010489985.2, XP_010466326.1, XP_019082791.1, XP_010488095.1	Om002G069090
OG0005938	XP_010511287.1, XP_010488263.1, XP_010466519.1, XP_010431179.1, XP_019092461.1, XP_010470260.1	Om002G070680
OG0005939	XP_010468376.1, XP_010488265.1, XP_010511305.1	Om002G070690
OG0005940	XP_010488294.1, XP_010511526.1, XP_010466547.1	Om002G070960
OG0005941	XP_010466711.1, XP_010488440.1, XP_010512644.1	Om002G072640
OG0005942	XP_010466739.1, XP_010488459.1, XP_019084598.1, XP_019084613.1	Om002G072880
OG0005943	XP_010468437.1, XP_010488461.1	Om002G072920
OG0005944	XP_010466883.1, XP_010488570.1, XP_010513635.1	Om002G074350
OG0005946	XP_010492235.1, XP_010435374.1, XP_010440672.1	Om003G116590
OG0005947	XP_010467266.1, XP_010517838.1, XP_010488924.1	Om002G080790
OG0005948	XP_010516390.1, XP_010489239.1, XP_010467399.1	Om002G082650
OG0005949	XP_010467608.1, XP_010489500.1, XP_010413120.1	Om002G084940
OG0005950	XP_010489535.1, XP_010414188.1, XP_010414176.1, XP_019092491.1	Om002G085580
OG0005951	XP_010468808.1, XP_010489483.2, XP_010415320.1, XP_010467886.1	Om002G086980
OG0005952	XP_010416849.1, XP_010489155.1, XP_010467909.1	Om002G087240
OG0005953	XP_010489106.1, XP_010416391.1	Om002G087830
OG0005954	XP_010416033.1, XP_010489069.1	Om002G088030
OG0005955	XP_010480154.1, XP_010501218.1, XP_010462453.1	Om003G089790, Om003G090510
OG0005956	XP_010501179.1, XP_010480103.1, XP_010462415.1	Om003G090140
OG0005957	XP_010479921.1, XP_010479923.1, XP_010479924.1, XP_010501006.1, XP_019091341.1	Om003G092770
OG0005958	XP_010479826.1, XP_010462151.1, XP_010500925.1	Om003G093750
OG0005959	XP_010500878.1, XP_010462114.1, XP_010479782.1	Om003G094210
OG0005960	XP_010479305.1, XP_010500416.1, XP_010461704.1	Om003G099130
OG0005961	XP_010500421.1, XP_010479309.1	Om003G099050
OG0005962	XP_010479217.1, XP_010500318.2	Om003G099900
OG0005963	XP_010449892.1, XP_010434920.1, XP_010440250.1	Om003G100920
OG0005964	XP_010515705.2, XP_010515702.1, XP_010515701.1, XP_010515706.1, XP_010503984.1, XP_010426857.1	Om006G256020
OG0005965	XP_010426763.1, XP_010503890.1, XP_010515618.1	Om006G256780
OG0005966	XP_010427183.1, XP_019102358.1, XP_010504288.1	Om006G252920
OG0005967	XP_010516198.1, XP_010431389.1, XP_010427406.1, XP_010504477.1	Om006G251010
OG0005968	XP_010427444.1, XP_010516232.1, XP_010504525.1, XP_010507477.1	Om006G250640
OG0005969	XP_010412808.2, XP_010427547.1	Om003G119920
OG0005970	XP_010427564.1, XP_010504623.1, XP_010516309.1	Om003G120100
OG0005971	XP_010427629.1, XP_010516365.1, XP_010504679.1	Om003G120670
OG0005972	XP_010427630.1, XP_010516364.1, XP_010504680.1	Om003G120680
OG0005973	XP_010469363.1, XP_010512145.1, XP_010413743.1	Om003G123210
OG0005974	XP_010512467.1, XP_010469058.1, XP_010413429.1	Om003G126320
OG0005975	XP_010418582.2, XP_019100991.1	Om003G127030
OG0005976	XP_010469098.1, XP_010512511.1, XP_010413380.1	Om003G126770
OG0005977	XP_010512759.1, XP_010512758.1, XP_010468853.1, XP_010413151.1, XP_010413152.1	Om007G298490, Om003G129240
OG0005978	XP_010413131.1, XP_010512783.1	Om003G129360
OG0005979	XP_010479587.1, XP_010479583.1, XP_010461954.1, XP_010500695.1	Om003G096050
OG0005980	XP_010418871.1, XP_010427900.1, XP_010474265.1, XP_010419145.1, XP_010419146.1, XP_010471098.1	Om004G169100
OG0005981	XP_010507392.1, XP_010412722.1, XP_010431248.1	Om006G257330
OG0005982	XP_010413604.1	Om003G124580
OG0005983	XP_010441593.1, XP_010481461.1, XP_010494803.1	Om008G359930
OG0005985	XP_019095834.1, XP_019095835.1	Om007G291480
OG0005986	XP_010428410.2, XP_010416279.1, XP_010471514.1, XP_010416281.1, XP_010428411.1, XP_010471517.1	Om004G139710
OG0005988	XP_010432569.1, XP_010437767.1, XP_010447246.1	Om001G030750
OG0005989	XP_019090976.1, XP_010490474.1, XP_010480402.1	Om005G188390
OG0005990	XP_010453320.1	Om005G199750, Om005G201960
OG0005991	XP_010439231.1, XP_010448777.1, XP_010439229.1, XP_010448773.1, XP_010448775.1, XP_010433942.1, XP_010440634.1, XP_010435330.1	Om005G200230, Om005G200170
OG0005992	XP_010470780.1, XP_010415452.1, XP_010511822.1	Om005G211080
OG0005993	XP_010428383.1, XP_010416246.1, XP_019093604.1, XP_010428382.1, XP_010474330.1	Om004G139960
OG0005996	XP_010465427.1, XP_010487309.1, XP_010502364.1	Om002G060110
OG0005997	XP_010464878.1, XP_010497482.1, XP_010486829.1	Om002G055160
OG0005998	XP_010424407.1, XP_010455186.1, XP_019084709.1, XP_010491321.1, XP_010452670.1, XP_010423246.1	Om004G169320
OG0005999	XP_010470076.1, XP_010414518.1, XP_010510618.1	Om007G283570
OG0006000	XP_010492322.1	Om007G300460
OG0006001	XP_010450628.1, XP_010436008.1, XP_010441228.1	Om007G317380
OG0006002	XP_010484290.1, XP_010462601.1, XP_010444449.1	Om006G232400
OG0006007	XP_019089371.1, XP_019088049.1, XP_019088048.1	Om007G275850
OG0006008	XP_010491793.1	Om007G309710, Om001G017370, Om004G150170, Om007G309650, Om007G309680
OG0006009	XP_010482485.1, XP_010443353.1, XP_010442652.1	Om003G112580
OG0006016	XP_010451139.2, XP_010438370.1, XP_019086938.1	Om001G023620
OG0006017	XP_010425608.1, XP_010489469.1, XP_010467870.1	Om002G086760
OG0006018	XP_010447723.1, XP_010438184.1, XP_010432991.1	Om001G026110
OG0006019	XP_010472377.1, XP_010429340.1, XP_010417127.1	Om004G155260, Om004G155280, Om004G152320
OG0006020	XP_010438138.1, XP_010447676.1, XP_010432950.1	Om001G026680
OG0006021	XP_019095036.1	Om005G186200
OG0006022	XP_010432905.1, XP_010447617.1, XP_010438080.1	Om001G027420
OG0006023	XP_010432895.1, XP_010445035.1, XP_010447598.1	Om001G027500
OG0006024	XP_010429445.1, XP_010472472.1, XP_010417220.1	Om003G100030
OG0006025	XP_010478406.1, XP_010499550.1, XP_010460817.1	Om007G290780
OG0006026	XP_010437748.1, XP_010432546.1, XP_010447223.1	Om001G031000
OG0006027	XP_010432535.1, XP_010437744.1, XP_010447217.1	Om001G031210
OG0006028	XP_010437740.1, XP_010432534.1, XP_010447214.1	Om001G031240
OG0006029	XP_010517890.1, XP_010467273.1, XP_019096186.1	Om002G080410
OG0006030	XP_010432385.1, XP_010447043.1	Om001G033070
OG0006031	XP_010437566.1, XP_010497814.1, XP_010432376.1	Om001G033330
OG0006032	XP_010447028.1, XP_019086891.1, XP_019088180.1	Om001G033380
OG0006033	XP_010456624.1, XP_010443863.1, XP_010483712.1	Om006G244720
OG0006034	XP_019098703.1, XP_010460964.1, XP_010499687.1, XP_010478885.1	Om007G292100
OG0006035	XP_010499772.1, XP_010461043.1, XP_019094272.1	Om007G277020
OG0006036	XP_010478675.1, XP_010461077.1, XP_010499802.1	Om007G276740
OG0006037	XP_019094500.1, XP_019101864.1, XP_010487833.2, XP_010466041.1	Om007G276520
OG0006038	XP_010434732.1, XP_010449686.1, XP_010440069.1	Om007G276390
OG0006039	XP_010434821.1, XP_010440152.1, XP_010449788.1	Om007G275730
OG0006040	XP_010480203.1, XP_010511225.1	Om006G262900
OG0006041	XP_010511087.1, XP_010414774.1, XP_010470287.1	Om022G375020, Om005G218620
OG0006043	XP_010510950.1, XP_010473222.1, XP_010417977.1	Om005G220690, Om005G220680
OG0006044	XP_010497683.1, XP_010491879.1, XP_010475969.1	Om005G189480
OG0006045	XP_010506870.1, XP_010502063.1, XP_010424849.1, XP_010513816.1, XP_010496938.2	Om001G010800
OG0006046	XP_010421724.1, XP_010494145.1	Om003G116070, Om001G021750
OG0006047	XP_010424913.1, XP_010513865.1	Om006G275380
OG0006049	XP_010513958.1, XP_010424975.1, XP_010502214.1	Om006G274860
OG0006050	XP_010415853.1, XP_010471158.1, XP_010427980.1	Om005G206340
OG0006051	XP_010425043.1, XP_010502278.1, XP_010514041.1	Om002G067430
OG0006052	XP_010502348.1, XP_010425122.1	Om006G274020, Om002G044200
OG0006053	XP_010425177.1, XP_010514149.2, XP_010502401.1	Om006G273620
OG0006054	XP_010494868.1, XP_010458740.1, XP_010476283.1	Om005G192570
OG0006055	XP_010514219.1, XP_019090263.1, XP_010502482.1, XP_010425251.1	Om006G272840
OG0006056	XP_010514303.1, XP_010425356.1	Om006G272290
OG0006057	XP_010502666.1, XP_010514390.1, XP_010425445.1	Om006G271680
OG0006058	XP_010514418.1, XP_010502689.1, XP_010425468.1	Om006G271440
OG0006059	XP_010514441.1, XP_010425486.1, XP_010502710.1	Om006G271270
OG0006060	XP_010425490.1, XP_010502715.1, XP_010514445.1	Om006G271230
OG0006061	XP_010502807.1, XP_010514508.1, XP_010425582.1	Om006G269810
OG0006063	XP_010514537.1, XP_010502829.1, XP_010425614.1	Om002G084490
OG0006064	XP_010425648.1, XP_010514576.1	Om006G270600
OG0006065	XP_010425688.1, XP_010514613.1, XP_010502898.1	Om005G204020, Om007G299450
OG0006066	XP_019102230.1, XP_019085740.1, XP_019100124.1	Om006G269530
OG0006067	XP_010425772.1, XP_010514674.1, XP_010502999.1	Om006G269220
OG0006068	XP_010496346.1, XP_010470550.1, XP_010415211.1	Om005G213410
OG0006069	XP_010511516.1, XP_010415138.2	Om005G214220
OG0006070	XP_019093637.1, XP_010511451.1, XP_010445544.1, XP_010435519.1, XP_010451678.1	Om005G214870
OG0006071	XP_010418522.2, XP_010418520.2, XP_010430588.1, XP_010473719.1	Om005G228630
OG0006072	XP_010419510.1, XP_010430585.1, XP_010473716.1	Om005G228610
OG0006073	XP_010418399.1, XP_010473614.1, XP_010430472.1	Om005G226740
OG0006074	XP_010418362.1, XP_010430438.1, XP_010473581.1	Om005G226280
OG0006075	XP_010430375.1, XP_010418303.1, XP_010473525.1	Om005G225520
OG0006076	XP_010517618.1, XP_010505898.1, XP_010508735.1	Om008G328340
OG0006077	XP_010508757.1, XP_010517596.1, XP_010505877.1	Om008G328630
OG0006078	XP_010471906.1, XP_010464579.1	Om002G051860
OG0006079	XP_010483438.1	Om002G053220
OG0006080	XP_010490355.1, XP_010464784.1, XP_010486715.1	Om002G054210
OG0006081	XP_010491194.1, XP_010452561.1, XP_010423348.1	Om004G170350
OG0006082	XP_010499025.1, XP_010486966.1, XP_010465015.1	Om007G288010, Om007G300180, Om002G056190
OG0006084	XP_010482351.1, XP_010442522.1, XP_010442053.1	Om004G160300
OG0006085	XP_010426303.1, XP_010482445.1, XP_010442596.1	Om006G243860, Om003G112110
