Orthogroup	Camelina_sativa	Brassica_napus
OG0008015	XP_010498705.1, XP_010477493.1, XP_010459986.1	XP_013693545.2, XP_013742512.1
OG0008016	XP_010477511.1, XP_010498721.1, XP_010460006.1	XP_013639983.2, XP_048596939.1
OG0008017	XP_010498738.1, XP_010460016.1, XP_010477519.1	XP_048622485.1, XP_013730522.1, XP_013706500.2, XP_013697469.2
OG0008018	XP_010460080.1, XP_010477586.1, XP_010498806.1	XP_013725935.1, XP_048614918.1, XP_013727256.1, XP_013707451.2
OG0008019	XP_010477639.1, XP_010498853.1, XP_010460132.1	XP_013662881.1, XP_013698330.2, XP_013653330.2, XP_048618652.1
OG0008020	XP_010498886.1, XP_010460155.1, XP_010477683.1	XP_022556416.2, XP_048614949.1, XP_013693490.2, XP_013710965.1, XP_013732637.2
OG0008021	XP_010498953.1, XP_010477748.1, XP_010460205.1	XP_022570516.1, XP_013657221.2, XP_013696584.2, XP_022546729.1
OG0008022	XP_010460362.1, XP_010477913.1	XP_013657117.2, XP_048606774.1, XP_013642092.1, XP_013693112.1
OG0008023	XP_010460359.1, XP_010477912.1, XP_010499089.1	XP_013708799.2, XP_013690339.2, XP_013642093.1, XP_013698042.1
OG0008024	XP_010499100.1, XP_010460347.1, XP_010477900.1	XP_013708554.2, XP_013662799.1, XP_013657125.1, XP_013657190.1
OG0008025	XP_010415400.1, XP_010470734.1, XP_010511766.1	XP_022568093.1, XP_013649128.2, XP_013698829.2, XP_013649295.2
OG0008026	XP_010499168.1, XP_010460449.1, XP_010478007.1, XP_010480670.1	XP_013653264.2, XP_013726910.1, XP_048617817.1, XP_013662675.1, XP_013662560.1
OG0008027	XP_010460485.1, XP_010499204.1, XP_010478054.1	XP_013698258.2, XP_013662536.2, XP_013721610.1, XP_013653282.2
OG0008028	XP_010499202.1, XP_010460484.1, XP_010478052.1	XP_013663213.1, XP_013657155.1, XP_013721611.1, XP_013653283.2
OG0008029	XP_010499221.1, XP_010478082.1, XP_010460501.1, XP_010497486.1	XP_013657164.1, XP_013659837.1, XP_013721541.1
OG0008031	XP_010439065.1, XP_010448588.1, XP_010433797.1	XP_013738019.1, XP_013644233.2, XP_013671525.2, XP_048597458.1
OG0008032	XP_010448581.1, XP_010433790.1, XP_019088774.1	XP_013656487.2, XP_013723591.1, XP_013671537.2, XP_013739105.2
OG0008033	XP_010439023.1, XP_010433762.1, XP_010448557.1	XP_013737989.2, XP_013644220.2, XP_013692636.2, XP_048597585.1
OG0008034	XP_010433753.1, XP_010448548.1, XP_010439011.1	XP_048619302.1, XP_013644216.2, XP_013739290.2, XP_013692386.2
OG0008035	XP_010438929.1, XP_010433694.1, XP_010448484.1	XP_013739633.1, XP_013641386.2, XP_048619445.1, XP_013705982.2
OG0008036	XP_010448475.1, XP_010438925.1, XP_010433683.1	NP_001302784.1, NP_001302774.1, XP_013656997.1
OG0008037	XP_010438903.1, XP_010433668.1, XP_010448455.1	XP_048597936.1, XP_013670612.2
OG0008038	XP_010433655.1, XP_010448447.1, XP_010438895.1	XP_013740148.1, XP_013736654.2, XP_048619084.1, XP_013656988.1
OG0008039	XP_010433653.1, XP_010438892.1, XP_010448446.1	XP_013740139.1, XP_048600143.1, XP_013703785.2, XP_013656987.1
OG0008040	XP_010438547.1, XP_010433305.1, XP_010448074.1	XP_013741592.1, XP_013705399.2, XP_013669956.1, XP_013741524.2
OG0008041	XP_010433289.1, XP_010438529.1, XP_010448060.1	XP_013711900.1, XP_013656389.2, XP_013738036.2, XP_013671657.1, XP_048600264.1
OG0008042	XP_010429477.1, XP_010417239.1, XP_010472499.1, XP_010417241.1, XP_010429478.1, XP_010472501.1, XP_010417243.1	XP_013683878.2, XP_013734988.2
OG0008043	XP_010417216.1, XP_010429443.1, XP_010472469.1	XP_013747039.1, XP_048633670.1, XP_013659074.1, XP_013660045.1
OG0008044	XP_010498375.1, XP_010419301.1, XP_019093822.1, XP_010429407.1	XP_048633652.1, XP_013747028.1
OG0008045	XP_010417090.1, XP_010429283.1, XP_010474423.1	XP_013664106.2, XP_048620987.1, XP_013743659.2, XP_048612316.1
OG0008046	XP_010471513.1, XP_010416277.1, XP_010428408.1	XP_013682476.2, XP_013726397.1, XP_013649749.2, XP_013649709.2
OG0008047	XP_010472274.1, XP_010417034.1, XP_010429210.1	XP_013708386.1, XP_013666848.2, XP_013746954.2, XP_013690593.1
OG0008048	XP_010429209.1, XP_010472272.1, XP_010417033.1	XP_013711069.1, XP_048597465.1, XP_013746953.2, XP_013691463.1
OG0008049	XP_010429202.1, XP_010472265.1, XP_010417029.1	XP_013688345.2, XP_048633595.1, XP_013666840.2, XP_013711808.2
OG0008050	XP_010429180.1, XP_010417018.1, XP_019093160.1	XP_048633583.1, XP_048612279.1, XP_013664152.2, XP_048621010.1
OG0008051	XP_010472243.1, XP_010417013.1, XP_010429176.1	XP_048633578.1, NP_001302826.1, XP_013708009.1, XP_048594932.1
OG0008052	XP_010416957.1, XP_010429118.1, XP_010472195.1	XP_013716996.1, XP_048612251.1
OG0008053	XP_010429105.1, XP_010416940.1, XP_010472186.1	XP_013660934.2, XP_013712253.2, XP_013717066.1, XP_013672517.1
OG0008054	XP_010472170.1, XP_010429098.1, XP_010416932.1, XP_010416933.1	XP_013710448.2, XP_013659152.2
OG0008055	XP_010429058.1, XP_010416892.1	XP_013717103.2, XP_013743530.1, XP_013660958.2, XP_013712236.2
OG0008056	XP_010416872.1, XP_010472110.1, XP_010429028.1	XP_013743519.1, XP_013717083.2, XP_013711924.1, XP_048597505.1
OG0008057	XP_010472105.1, XP_010429024.1	XP_013664317.1, XP_013712245.1
OG0008058	XP_010472093.1, XP_010429009.1, XP_010416856.1	XP_048633537.1, XP_048612218.1, XP_013664311.2, XP_013711840.1
OG0008059	XP_010476590.1, XP_010496854.1	XP_048597675.1, XP_048621210.1, XP_013737001.1, XP_013672675.2
OG0008060	XP_010496772.1, XP_010459022.1, XP_010476579.1	XP_013708101.2, XP_013752100.2, XP_048638278.1, XP_013672670.2
OG0008061	XP_010459018.1, XP_010476576.1, XP_019099004.1	XP_022576450.2, XP_048614060.1, XP_013736992.2, XP_013659549.2, XP_013708193.2
OG0008062	XP_010476566.1, XP_010459004.1, XP_010496621.1	XP_048638270.1, XP_013664657.1, XP_013677770.1
OG0008063	XP_010458996.1, XP_010476551.1	XP_048614050.1, XP_048638264.1, XP_048621221.1, XP_048597684.1
OG0008064	XP_010476522.1, XP_010496263.1, XP_010458964.1	XP_013695743.2, XP_048597690.1, XP_022543884.1, XP_013696212.1
OG0008065	XP_010496071.1, XP_010458940.1, XP_010476497.1	XP_048614023.1, XP_013646565.1, XP_022567657.1, XP_013664710.3
OG0008066	XP_010495732.1, XP_010458877.1, XP_010476439.1	XP_013677802.2, XP_013657370.1, XP_048597707.1, XP_013674730.1
OG0008067	XP_010476433.1, XP_010458871.1, XP_010495703.1	XP_013673152.2, XP_013641355.2, XP_048621237.1, NP_001302833.1
OG0008068	XP_010458833.1, XP_010495542.1, XP_010476396.1	XP_013664659.1, XP_013708735.1, XP_013641375.2, XP_013676303.2
OG0008069	XP_010476303.1, XP_010495004.1, XP_010458755.1	XP_022563306.2, XP_013641236.2, XP_013695504.3
OG0008070	XP_010494910.1, XP_010458746.1	XP_013657332.1, XP_013677831.2, XP_048613966.1, XP_013646514.2
OG0008071	XP_010476290.1, XP_019090754.1, XP_010494900.1	XP_013698054.1, XP_048638171.1, XP_013657331.2, XP_048594180.1
OG0008072	XP_010494434.1, XP_010458692.1, XP_010476233.1	XP_013655226.2, XP_013677857.1
OG0008073	XP_010476222.1, XP_010458677.1, XP_010494243.1	XP_013742609.3, XP_022558476.1, XP_013732380.1, XP_013677863.1
OG0008074	XP_010476213.1, XP_010458670.1, XP_010494153.1	XP_013677867.2, XP_022564621.2, XP_013742618.2, XP_022558998.1
OG0008075	XP_010493642.1, XP_010458625.1, XP_010476157.1	XP_013675232.1, XP_013655275.3, XP_013669989.2, XP_013690964.1
OG0008076	XP_010458594.1, XP_010476124.1, XP_010493385.1	XP_013657463.2, XP_013710059.1, XP_013732214.1, XP_013711229.1
OG0008077	XP_010458591.1, XP_010476121.1, XP_019098949.1	XP_048638143.1, XP_013693511.2, XP_013641206.2, XP_013657455.2, NP_001302688.1
OG0008078	XP_010476093.1, XP_010493054.1, XP_010458565.1	XP_013708832.2, XP_013710250.2, XP_013659528.1, XP_048594206.1
OG0008079	XP_010492941.1, XP_010458550.1, XP_010476077.1	XP_013685135.2, XP_013746290.2
OG0008080	XP_010492825.1, XP_010458543.1, XP_010476064.1	XP_013657436.2, XP_013662135.2, XP_013741844.2, XP_013697298.1
OG0008081	XP_010475937.1, XP_010491516.1, XP_010458419.1	XP_048621343.1, XP_048597801.1, XP_013651520.1, XP_048638089.1
OG0008082	XP_010475902.1, XP_010458386.1, XP_010491084.1	XP_013645799.2, XP_013640917.1, XP_013641343.1, XP_013716134.1
OG0008083	XP_010490782.1	XP_013640935.1
OG0008084	XP_010458348.1, XP_010475872.1, XP_010490720.1	XP_013716478.1, XP_048621356.1, XP_048638066.1, XP_013645928.2
OG0008085	XP_019096893.1, XP_019094382.1, XP_019091591.1	XP_013657723.1, XP_013750839.1, XP_013640967.2, XP_022558776.1
OG0008086	XP_010504250.1, XP_010515974.1, XP_010427149.1	XP_013742488.1, XP_013727634.1, XP_013703195.2, XP_048592962.1
OG0008087	XP_010475692.1, XP_010458142.1	XP_013751964.1, XP_048638029.1, XP_013654569.2, XP_013709269.1
OG0008088	XP_010488978.1, XP_010475654.1, XP_010458093.1	XP_013710669.2, XP_048638019.1, XP_022565978.1, XP_013657616.1
OG0008089	XP_010458095.1, XP_010475656.1, XP_010489017.1	XP_013680454.1, XP_013657617.1, XP_013641073.2, XP_013711293.2
OG0008090	XP_010457935.1, XP_019095062.1, XP_010475514.1	XP_013691160.1, XP_013695732.2, XP_048621604.1, XP_013657502.2
OG0008091	XP_010487239.1, XP_010457887.1, XP_010475474.1	XP_048621411.1, XP_013716102.2, XP_013687151.1, XP_013698117.2
OG0008092	XP_010475457.1, XP_010487055.1, XP_010457868.1	XP_048621595.1, XP_013657534.1, XP_048613807.1, XP_022548843.2
OG0008093	XP_010457787.1, XP_010486350.1	XP_048629239.1, XP_048613792.1, XP_048599453.1, XP_022563346.2
OG0008094	XP_010475427.1, XP_010486650.1, XP_010457827.1	XP_022548847.2, XP_013695509.1, XP_013716543.1, XP_048597888.1
OG0008095	XP_010475403.1, XP_010457790.1, XP_010462500.1	XP_048599451.1, XP_013694276.3, XP_048621582.1, XP_022546198.1
OG0008096	XP_010475392.1, XP_010457788.1, XP_010486339.1, XP_019094950.1, XP_019095301.1	XP_013695637.2, XP_048621581.1, XP_013657514.1
OG0008097	XP_010475381.1, XP_010457776.1	XP_048613785.1, XP_013723210.2
OG0008098	XP_010486184.1, XP_010462583.1, XP_010480366.1	XP_048597893.1, XP_048613784.1, XP_048599450.1
OG0008099	XP_010457761.1, XP_010486016.1, XP_010475364.1	XP_048621571.1, XP_048597900.1
OG0008100	XP_010485720.1, XP_010475334.1, XP_010457729.1	XP_013737649.1, XP_048621567.1, XP_013696355.1
OG0008101	XP_010475305.1, XP_010485424.1, XP_010457695.1	XP_013666652.1, XP_013696984.2, XP_013660615.2, XP_048621558.1
OG0008102	XP_010485120.1, XP_010475268.1	XP_048621452.1, XP_048594288.1, XP_013716150.1
OG0008103	XP_010484563.1, XP_019098523.1, XP_010475177.1, XP_010457575.1	XP_013719866.2, XP_022558770.2, XP_022570318.1, XP_048594305.1
OG0008104	XP_010419975.1, XP_010419974.1, XP_010453466.1, XP_010492146.1	XP_013679794.3, XP_013667902.2, XP_048625174.1
OG0008105	XP_010475117.1, XP_010457507.1, XP_010483949.1	XP_013699228.2, XP_013664815.1, XP_013693783.1, XP_013666471.1
OG0008106	XP_010475104.1, XP_010462556.1, XP_010483835.1	XP_022547603.2, XP_013720498.1, XP_048597924.1
OG0008107	XP_010457488.1, XP_010483777.1, XP_010475098.1	XP_022547247.2, XP_013720516.1, XP_013696864.2, XP_013666479.2
OG0008108	XP_010475067.1, XP_019091655.1, XP_010501310.1, XP_010497414.1	XP_013664826.2, XP_013696313.2, XP_013666391.2
OG0008109	XP_010474979.1, XP_010482193.1	XP_048621941.1, XP_048613661.1, XP_013719265.2
OG0008110	XP_010482259.1, XP_010457365.1, XP_010474982.1	XP_048613657.1, XP_013719323.2, XP_013698302.2, XP_048594332.1
OG0008111	XP_010457366.1, XP_010474983.1, XP_010482270.1	XP_013698070.3, XP_048621942.1, XP_013697695.2, XP_048599352.1
OG0008112	XP_010457375.1, XP_010474993.1, XP_010482352.1	XP_013697047.2, XP_013719321.2, XP_048594327.1, XP_013696545.2
OG0008113	XP_010457398.1, XP_010475011.1, XP_010482550.1	XP_022563395.1, XP_013695325.1, XP_013697679.2, XP_048613666.1
OG0008114	XP_010481801.1, XP_010474946.1, XP_010457333.1	XP_013719258.3, XP_013695554.2, XP_048598004.1, XP_048597939.1
OG0008115	XP_010481668.1, XP_010474936.1, XP_010457322.1	XP_013697022.2, XP_022563656.1, XP_013695702.2, XP_022548696.2
OG0008116	XP_010474919.1, XP_010481572.1, XP_010474929.1	XP_013664864.1, XP_048623006.1, XP_013697102.2, XP_013696398.1
OG0008117	XP_010457279.1, XP_010481261.1, XP_010474869.1	XP_013708835.2, XP_013664882.1, XP_013697984.1, XP_013719153.1
OG0008118	XP_010474653.1, XP_010480945.1, XP_010457215.1	XP_013691006.1, XP_048627085.1, XP_048627646.1, NP_001302845.1, XP_013697940.2
OG0008119	XP_010457222.1, XP_010480965.1, XP_010474656.1, XP_010474657.1, XP_010457221.1	XP_022567112.1, XP_048621813.1, XP_048597973.1
OG0008120	XP_010474660.1, XP_010457224.1, XP_010480975.1	XP_048599188.1, XP_013665605.2, XP_013677286.2, XP_013670380.2
OG0008121	XP_010474648.1, XP_010480893.1, XP_010457207.1	XP_022548931.1
OG0008122	XP_010457170.1, XP_010474701.1, XP_010480633.1	NP_001302594.1, XP_013666342.1, XP_013673030.1, XP_013647606.1
OG0008123	XP_010480022.1, XP_010457099.1, XP_010474771.1	XP_013666304.1, XP_013653599.1, XP_013730458.1, XP_013722157.2
OG0008124	XP_010424028.1, XP_010426455.1	XP_048596131.1
OG0008125	XP_019098287.1, XP_010496470.1	XP_013722204.2, XP_013666255.1, XP_013697078.1, XP_013730465.1
OG0008126	XP_010492249.1, XP_010420081.1, XP_010453565.1	XP_013727859.2, XP_013662401.2
OG0008127	XP_010492225.1, XP_010420054.1, XP_010453542.1	XP_022549260.1, XP_013714600.1, XP_013712912.1, XP_013727093.2
OG0008128	XP_010492284.1, XP_010420120.1	XP_013662384.1, XP_013727961.1, XP_013714386.1
OG0008129	XP_010453601.1, XP_010420123.1, XP_010492285.1	XP_013714486.1, XP_013667700.1, XP_048604399.1
OG0008130	XP_010492299.1, XP_010420130.1, XP_010453611.1	XP_013662377.1, XP_013727973.2, XP_013667710.2
OG0008131	NP_001289911.1, XP_010420224.1, XP_010492400.1	XP_013667780.2, XP_013720882.1, XP_013662344.2, XP_048604549.1
OG0008132	XP_010492398.1, XP_019084191.1, XP_019090431.1	XP_048604544.1, XP_048602334.1, XP_048625104.1, XP_048598246.1
OG0008133	XP_010453692.1, XP_010492396.1, XP_010420218.1	XP_013728269.2, XP_013728908.1, XP_013720931.1, XP_048598247.1
OG0008134	XP_010492491.1, XP_010453765.1, XP_010420291.1	XP_048625091.1, XP_048598229.1
OG0008135	XP_010492553.2, XP_010453805.1, XP_010424120.2	XP_048607953.1, XP_048626739.1, XP_048604756.1, XP_022554931.2
OG0008136	XP_010492557.1, XP_010453808.1, XP_010420343.1	XP_013652432.1, XP_048626264.1, XP_048604772.1, XP_013666037.2, XP_048598224.1
OG0008137	XP_010453817.1, XP_010420348.1, XP_010492564.1	XP_048598222.1, XP_013666042.1, XP_022550707.1, XP_048626803.1
OG0008138	XP_010492574.1, XP_010453825.1, XP_010420360.1	XP_013667572.2, XP_048598215.1, XP_013728430.1, XP_048602368.1, XP_013719864.2
OG0008139	XP_010420403.1, XP_010492628.1	XP_013667505.2, XP_013683072.2, XP_013649820.2, XP_022551528.2
OG0008140	XP_010453941.1, XP_010420469.1, XP_010492700.1	XP_013649792.1, XP_048605000.1, XP_048598187.1, XP_048625042.1
OG0008141	XP_010420501.1, XP_010453974.1, XP_010492733.1	XP_013750529.2, XP_013728821.2, XP_013683108.2, XP_013722362.1
OG0008142	XP_010424152.1, XP_010492751.1, XP_010453988.1	XP_048605254.1, XP_013676051.2, XP_013683114.2, XP_048626686.1, XP_013722268.2
OG0008143	XP_010420515.1, XP_010492752.1	XP_013683115.2, XP_048626685.1, XP_013722267.2, XP_013674675.2, XP_013728808.2
OG0008144	XP_010492766.1, XP_010453995.1, XP_010420524.1	XP_013729877.1, XP_048607984.1, XP_048626684.1, XP_048599161.1, XP_048625024.1
OG0008145	XP_010495274.1	XP_013730009.1, XP_013681847.2, XP_013687421.2, XP_013683143.2
OG0008146	XP_010420604.1, XP_010454083.1, XP_010492846.1	XP_048603691.1, XP_022552014.2, XP_048599129.1
OG0008147	XP_010492850.1, XP_010420609.1, XP_010454087.1	XP_013714824.2, XP_013683166.2, XP_022551539.2, XP_013727741.2
OG0008148	XP_010492866.1, XP_010420624.1, XP_010454104.1	XP_048602401.1, XP_013727688.2, XP_013730210.2, XP_013681879.2
OG0008149	XP_010492898.1	XP_013681901.1, XP_048627239.1, XP_013683189.2, XP_013667477.1
OG0008150	XP_010492920.1, XP_010420659.1, XP_019090710.1	XP_048611600.1, XP_048602405.1, XP_048624981.1, XP_013683194.1
OG0008151	XP_010420690.1, XP_010454167.1, XP_010492943.1	XP_013681259.2, XP_013727711.1, XP_013680854.1, XP_013665931.2
OG0008152	XP_010492945.1, XP_010454170.1, XP_010420692.1	XP_013667395.2, XP_013683487.2
OG0008153	XP_010495294.1, XP_010454174.1, XP_010420695.1	XP_013731311.2, XP_048605389.1
OG0008154	XP_010492965.1, XP_010420708.1	XP_013727724.2, XP_048605425.1
OG0008155	XP_010420735.1, XP_010420734.1, XP_019090459.1, XP_010492991.1	XP_013659827.1, XP_013665926.1, XP_048627405.1, XP_013682033.2
OG0008156	XP_010493888.1, XP_010454976.1, XP_010421496.1	XP_013659114.2, XP_013741376.2, XP_048591105.1, XP_048617895.1
OG0008157	XP_010493895.1, XP_010454981.1, XP_010421501.1	XP_013659113.2, XP_013741375.2, XP_013675301.2, XP_048629336.1, XP_013675360.1
OG0008158	XP_010454983.1, XP_010421502.1	XP_013643809.2, XP_013643984.2
OG0008158	XP_010421503.1, XP_010454987.1, XP_010493897.1	XP_048595346.1, XP_013737455.2
OG0008159	XP_019083967.1, XP_010493910.1, XP_010455003.1	XP_048629328.1, XP_013678158.1, XP_013678025.2, XP_022543416.2, XP_022562531.2
OG0008160	XP_010493940.1, XP_010455044.1, XP_010421542.1	XP_013643954.1, XP_048637622.1, XP_013660832.2, XP_013737442.2
OG0008161	XP_010455080.1	XP_013643939.1, XP_048591139.1
OG0008161	XP_019097544.1, XP_019097450.1, XP_019083972.1	XP_048625669.1, XP_022547978.2
OG0008162	XP_010421579.1, XP_010455088.1, XP_010493977.1	XP_048601944.1, XP_048629337.1, XP_048603967.1, XP_013703565.2, XP_013643935.1
OG0008163	XP_010455109.1, XP_010421595.1	XP_022561446.1, XP_048629357.1, XP_048603958.1, XP_022561907.2, XP_048591146.1
OG0008164	XP_010455131.1, XP_010424384.1, XP_010494021.1	XP_013707194.2, XP_013706267.2, XP_022569038.1, XP_022548039.2
OG0008165	XP_010421722.1, XP_010494128.1, XP_010455216.1	XP_022568432.1, XP_048595305.1, XP_013644063.2, XP_013644130.2
OG0008166	XP_010440169.1, XP_010442365.1, XP_010482194.1	XP_013731943.2, XP_013718711.2, XP_013647374.1, XP_013705273.1
OG0008167	XP_010442383.1, XP_010482202.1, XP_010440359.1	XP_013699364.1, XP_013642742.2, XP_013703199.2, XP_013644146.2
OG0008168	XP_010442332.1, XP_010482149.1, XP_010439707.1	XP_013687395.2, XP_013644344.2, XP_013699535.2, XP_013677960.1
OG0008169	XP_019097256.1, XP_010442300.2, XP_010482116.1	XP_013699575.1, XP_013677963.1, XP_013644324.2, XP_013644204.2
OG0008170	XP_010453476.1, XP_010492153.1, XP_010419981.1	XP_013667386.2, XP_013667896.2, XP_048625168.1
OG0008171	XP_010493684.1, XP_010482105.1, XP_010442280.1	XP_013644310.1, XP_048591226.1, XP_013660755.1
OG0008172	XP_010453453.1, XP_010419958.1, XP_010492133.1	XP_013679763.1, XP_048598296.1, XP_013667909.2
OG0008173	XP_010419942.1, XP_010453436.1, XP_010492118.1	XP_013679723.1, XP_048604124.1, XP_048598311.1, XP_013667917.1
OG0008174	XP_010492112.1, XP_010419938.1, XP_010419939.1, XP_010453431.1	XP_048625185.1, XP_013667924.2
OG0008175	XP_010452650.2, XP_010495094.2, XP_010423263.1	XP_013708529.1, XP_013725614.2, XP_013715733.2, XP_013743235.2
OG0008176	XP_010423309.1, XP_010491254.1, XP_010452614.1	XP_048598518.1, XP_013746764.2
OG0008177	XP_010452592.1, XP_010423326.1, XP_010491222.1	XP_013719021.1, XP_048602996.1, XP_013670833.2, XP_013715498.2
OG0008178	XP_010423337.1, XP_010452580.1, XP_010491210.1	XP_013684201.1, XP_013715588.2, XP_013722536.1, XP_048624620.1
OG0008179	XP_010491186.1, XP_010423360.1, XP_010452555.1	XP_048602649.1, XP_013719042.1, XP_013715179.1, XP_048623190.1
OG0008180	XP_010491048.1, XP_010452419.1, XP_010423495.1	XP_013678537.1, XP_013724233.2
OG0008181	XP_010490969.1, XP_010452354.1	XP_013721451.1, XP_013729427.2, XP_013668177.1, XP_022554206.1
OG0008182	XP_010423567.1, XP_010452351.1, XP_010490966.1	XP_013719053.1, XP_048598578.1, XP_013729406.1
OG0008183	XP_010495305.1, XP_010454207.1, XP_010420736.1	XP_013663203.1, XP_013667373.2, XP_013730567.2, XP_048608047.1
OG0008184	XP_010424312.1, XP_010454864.1, XP_010493792.1	XP_048604274.1, XP_013700079.2, XP_013647234.2, XP_022561664.2
OG0008185	XP_010421356.1, XP_010454831.1, XP_010493754.1	XP_013643716.2, XP_048617913.1, XP_013660877.2, XP_013660975.2
OG0008186	XP_010421305.1, XP_010454795.1, XP_010493716.2	XP_013660988.2, XP_013724660.2, XP_013643695.2, XP_013643627.2
OG0008187	XP_010421290.1, XP_010454785.1, XP_010493711.1	XP_048625705.1, XP_048595369.1, XP_048617926.1, XP_013643619.2
OG0008188	XP_010493710.1, XP_010454780.1, XP_010421287.1	XP_013721777.1, XP_013675330.2, XP_013643615.2, XP_013643687.1
OG0008189	XP_010493580.1, XP_010421261.1, XP_010454739.1	XP_048602431.1, XP_013700501.2, XP_013710960.2, XP_013647148.2
OG0008190	XP_019097902.1, XP_019083920.1, XP_019089909.1	XP_013721833.1, XP_048604333.1, XP_048591051.1, XP_022561222.2
OG0008191	XP_010493498.2, XP_010454663.1, XP_010421184.1	XP_013643480.2, XP_022562888.1, XP_013699378.1, XP_013661038.1
OG0008192	XP_010421178.1, XP_010493492.1, XP_019090598.1	XP_022562685.1, XP_013643486.1, XP_048595394.1, XP_013660362.2
OG0008193	XP_010454632.1, XP_010493467.1	XP_013643506.2, XP_022543360.1, XP_013678228.2, XP_048628280.1, XP_048604345.1
OG0008194	XP_010470749.1, XP_010511787.1, XP_010415415.1	XP_013649283.2, XP_013702160.1, XP_013649138.1, XP_013649143.1
OG0008195	XP_010421118.1, XP_010454600.1, XP_010493430.1	XP_013736886.2, XP_022572389.1, XP_048604348.1, XP_013700786.2, XP_013675376.2
OG0008196	XP_010493423.1, XP_010424246.1, XP_010454591.1	XP_022564653.1, XP_013672933.1, XP_013655593.1, XP_048595406.1
OG0008197	XP_010454588.1, XP_010421106.1, XP_010493420.1	XP_013661062.2, XP_013655589.2, XP_013736896.1, XP_048617956.1
OG0008198	XP_010456855.1, XP_019093220.1, XP_010443908.1, XP_010483751.1	XP_013736980.1, XP_013706616.1
OG0008199	XP_010483807.1, XP_010443957.1, XP_010457270.1	XP_013677638.2, XP_048595414.1, XP_013724278.1, XP_048632666.1, XP_048632667.1
OG0008200	XP_010485275.1, XP_010443989.1, XP_010483848.1, XP_010457606.1	XP_013661098.1, XP_013749325.1, XP_022573412.1, XP_013703354.1
OG0008201	XP_010444020.1, XP_010457875.1	XP_013646985.2, XP_048607594.1, XP_048603221.1, XP_013727957.2, XP_013675387.2
OG0008202	XP_010483908.1, XP_010458474.1, XP_010444052.1	XP_013642167.1, XP_048637838.1, XP_048603313.1, XP_022569801.1
OG0008203	XP_010458497.1, XP_010483906.1, XP_010444047.1	XP_048603315.1, XP_013683503.1, XP_013718266.1, XP_013642168.2, XP_013646995.2
OG0008204	XP_010444044.1, XP_010458525.1, XP_010483902.1	XP_013671160.2, XP_013737031.1, XP_013712188.1
OG0008205	XP_010458988.1, XP_010483966.1, XP_010444100.1	XP_013664561.2, XP_048603324.1, XP_013701480.2, XP_048637848.1, XP_013642895.2
OG0008206	XP_010483970.1, XP_010444105.1, XP_010459032.1	XP_013701460.2, XP_048629746.1, XP_013664558.2, XP_013703672.1, XP_013661173.2
OG0008207	XP_010444126.1, XP_010483986.1, XP_010459268.1	XP_013642914.2, XP_013721100.2, XP_048629737.1, XP_048603332.1
OG0008208	XP_010459469.1, XP_010484008.1, XP_010444159.1	XP_048625769.1, XP_013661194.2, XP_013721024.2, XP_048626604.1, XP_048606683.1
OG0008209	XP_010484031.1, XP_010459810.1, XP_010444183.1, XP_010497695.2	XP_013718952.1, XP_013647033.2, XP_013659203.2, XP_013705812.1
OG0008210	XP_010483449.1, XP_010453794.1, XP_019088795.1	XP_013716834.2, XP_013671816.1, XP_013682415.1, XP_013732229.1
OG0008211	XP_019097382.1, XP_010483448.1, XP_010443587.1, XP_010453783.1	XP_022551637.1, XP_013713720.2, XP_013728098.2, XP_013716615.1
OG0008212	XP_010450471.1, XP_010440822.1, XP_010435546.1	XP_013671810.2, XP_013671808.1, XP_013732205.1
OG0008213	XP_010503800.1, XP_010426656.1, XP_010515505.1	XP_022572439.2, XP_013737153.2, XP_048596997.1, XP_048620489.1
OG0008214	XP_010426653.1, XP_010503797.1, XP_010515502.1	XP_013737053.2, XP_013737170.2, XP_022546779.2, XP_013662991.2
OG0008215	XP_010503793.1, XP_010515492.2	XP_013737051.2, XP_013737172.1, XP_013718186.1, XP_013670032.1
OG0008216	XP_010515459.1, XP_010424898.1, XP_010503754.1	XP_013737038.1, XP_013721795.2
OG0008217	XP_010503724.1, XP_010515428.1, XP_010431216.1	XP_048632416.1, XP_048601920.1, XP_013701638.1, XP_013677894.1
OG0008218	XP_010515367.1, XP_010503671.1, XP_010426541.1	XP_013699388.2, XP_013745441.2, XP_048632695.1, XP_048619498.1
OG0008219	XP_010426469.1, XP_010503614.1	XP_013646987.1, XP_013718195.1
OG0008220	XP_010503613.1, XP_010426468.1, XP_010515305.1	XP_013714847.2, XP_013642396.1, XP_013642831.2, XP_048607604.1
OG0008221	XP_010426430.1, XP_010503573.1, XP_010515267.1	XP_013726072.2, XP_048607608.1, XP_013745104.1, XP_013749846.1
OG0008222	XP_010426330.1, XP_010503467.1, XP_010515157.1	XP_048590829.1, XP_048606559.1, XP_013725141.1, XP_013724858.1
OG0008223	XP_010515000.1, XP_010503295.1, XP_010426121.1	XP_013710591.2, XP_013670082.2, XP_022543950.2, XP_022553979.2
OG0008224	XP_010514791.1, XP_010425879.1, XP_010503111.1	XP_048607194.1, XP_013642708.1
OG0008226	XP_010415354.1, XP_010511727.1, XP_010470694.1, XP_010470690.1	XP_013649257.2, XP_022571213.1, NP_001302805.1, NP_001302968.1
