Orthogroup	Camelina_sativa	Aethionema_saxatile
OG0008038	XP_010433655.1, XP_010448447.1, XP_010438895.1	As007G164690
OG0008039	XP_010433653.1, XP_010438892.1, XP_010448446.1	As007G164750
OG0008040	XP_010438547.1, XP_010433305.1, XP_010448074.1	As007G166640
OG0008041	XP_010433289.1, XP_010438529.1, XP_010448060.1	As007G166690
OG0008042	XP_010429477.1, XP_010417239.1, XP_010472499.1, XP_010417241.1, XP_010429478.1, XP_010472501.1, XP_010417243.1	As007G177540
OG0008043	XP_010417216.1, XP_010429443.1, XP_010472469.1	As007G177920
OG0008044	XP_010498375.1, XP_010419301.1, XP_019093822.1, XP_010429407.1	As007G178190, As007G178250
OG0008045	XP_010417090.1, XP_010429283.1, XP_010474423.1	As007G179570
OG0008046	XP_010471513.1, XP_010416277.1, XP_010428408.1	As007G179800
OG0008047	XP_010472274.1, XP_010417034.1, XP_010429210.1	As007G179960
OG0008048	XP_010429209.1, XP_010472272.1, XP_010417033.1	As007G179970
OG0008049	XP_010429202.1, XP_010472265.1, XP_010417029.1	As007G179980
OG0008050	XP_010429180.1, XP_010417018.1, XP_019093160.1	As007G180130
OG0008051	XP_010472243.1, XP_010417013.1, XP_010429176.1	As007G180160
OG0008052	XP_010416957.1, XP_010429118.1, XP_010472195.1	As007G180580
OG0008053	XP_010429105.1, XP_010416940.1, XP_010472186.1	As007G180650
OG0008055	XP_010429058.1, XP_010416892.1	As007G180960
OG0008056	XP_010416872.1, XP_010472110.1, XP_010429028.1	As007G181760
OG0008057	XP_010472105.1, XP_010429024.1	As007G181800
OG0008058	XP_010472093.1, XP_010429009.1, XP_010416856.1	As007G181910
OG0008059	XP_010476590.1, XP_010496854.1	As008G182330
OG0008060	XP_010496772.1, XP_010459022.1, XP_010476579.1	As008G182400
OG0008061	XP_010459018.1, XP_010476576.1, XP_019099004.1	As008G182430
OG0008062	XP_010476566.1, XP_010459004.1, XP_010496621.1	As008G182500
OG0008063	XP_010458996.1, XP_010476551.1	As008G182650
OG0008064	XP_010476522.1, XP_010496263.1, XP_010458964.1	As008G182810
OG0008065	XP_010496071.1, XP_010458940.1, XP_010476497.1	As008G182990
OG0008066	XP_010495732.1, XP_010458877.1, XP_010476439.1	As008G183360
OG0008067	XP_010476433.1, XP_010458871.1, XP_010495703.1	As008G183410
OG0008068	XP_010458833.1, XP_010495542.1, XP_010476396.1	As008G183650
OG0008070	XP_010494910.1, XP_010458746.1	As008G184290
OG0008071	XP_010476290.1, XP_019090754.1, XP_010494900.1	As008G184300
OG0008072	XP_010494434.1, XP_010458692.1, XP_010476233.1, XP_010462671.1	As008G184630
OG0008073	XP_010476222.1, XP_010458677.1, XP_010494243.1	As008G184730
OG0008074	XP_010476213.1, XP_010458670.1, XP_010494153.1	As008G184810
OG0008075	XP_010493642.1, XP_010458625.1, XP_010476157.1	As008G185300
OG0008076	XP_010458594.1, XP_010476124.1, XP_010493385.1	As008G185520
OG0008077	XP_010458591.1, XP_010476121.1, XP_019098949.1	As008G185570
OG0008078	XP_010476093.1, XP_010493054.1, XP_010458565.1	As008G185810
OG0008080	XP_010492825.1, XP_010458543.1, XP_010476064.1	As008G186010
OG0008081	XP_010475937.1, XP_010491516.1, XP_010458419.1	As008G186980
OG0008082	XP_010475902.1, XP_010458386.1, XP_010491084.1	As008G187220
OG0008084	XP_010458348.1, XP_010475872.1, XP_010490720.1	As008G187870
OG0008085	XP_019096893.1, XP_019094382.1, XP_019091591.1	As008G187970
OG0008086	XP_010504250.1, XP_010515974.1, XP_010427149.1	As008G188130
OG0008087	XP_010475692.1, XP_010458142.1	As008G189490
OG0008088	XP_010488978.1, XP_010475654.1, XP_010458093.1	As008G189820
OG0008089	XP_010458095.1, XP_010475656.1, XP_010489017.1	As008G189840
OG0008090	XP_010457935.1, XP_019095062.1, XP_010475514.1	As008G192490
OG0008091	XP_010487239.1, XP_010457887.1, XP_010475474.1	As008G192990
OG0008092	XP_010475457.1, XP_010487055.1, XP_010457868.1	As008G193100
OG0008093	XP_010457787.1, XP_010486350.1	As008G193300
OG0008094	XP_010475427.1, XP_010486650.1, XP_010457827.1	As008G193340
OG0008095	XP_010475403.1, XP_010457790.1, XP_010462500.1	As008G193500
OG0008096	XP_010475392.1, XP_010457788.1, XP_010486339.1, XP_019094950.1, XP_019095301.1	As008G193550
OG0008097	XP_010475381.1, XP_010457776.1	As008G193600
OG0008098	XP_010486184.1, XP_010462583.1, XP_010480366.1	As008G193630
OG0008099	XP_010457761.1, XP_010486016.1, XP_010475364.1	As008G193780, As008G193800
OG0008100	XP_010485720.1, XP_010475334.1, XP_010457729.1	As008G194080
OG0008101	XP_010475305.1, XP_010485424.1, XP_010457695.1	As008G194340
OG0008102	XP_010485120.1, XP_010475268.1	As008G194660
OG0008103	XP_010484563.1, XP_019098523.1, XP_010475177.1, XP_010457575.1	As008G195440
OG0008104	XP_010419975.1, XP_010419974.1, XP_010453466.1, XP_010492146.1	As008G195720
OG0008105	XP_010475117.1, XP_010457507.1, XP_010483949.1	As008G196020
OG0008106	XP_010475104.1, XP_010462556.1, XP_010483835.1	As008G196150
OG0008107	XP_010457488.1, XP_010483777.1, XP_010475098.1	As008G196170
OG0008108	XP_010475067.1, XP_019091655.1, XP_010501310.1, XP_010497414.1	As008G196400
OG0008109	XP_010474979.1, XP_010482193.1	As008G196790
OG0008110	XP_010482259.1, XP_010457365.1, XP_010474982.1	As008G196810
OG0008111	XP_010457366.1, XP_010474983.1, XP_010482270.1	As008G196820
OG0008112	XP_010457375.1, XP_010474993.1, XP_010482352.1	As008G196850
OG0008113	XP_010457398.1, XP_010475011.1, XP_010482550.1	As008G196990
OG0008114	XP_010481801.1, XP_010474946.1, XP_010457333.1	As008G197230
OG0008115	XP_010481668.1, XP_010474936.1, XP_010457322.1	As008G197320
OG0008116	XP_010474919.1, XP_010481572.1, XP_010474929.1	As008G197370
OG0008117	XP_010457279.1, XP_010481261.1, XP_010474869.1	As008G197640
OG0008118	XP_010474653.1, XP_010480945.1, XP_010457215.1	As008G197970
OG0008119	XP_010457222.1, XP_010480965.1, XP_010474656.1, XP_010474657.1, XP_010457221.1	As008G198000
OG0008120	XP_010474660.1, XP_010457224.1, XP_010480975.1	As008G198010
OG0008121	XP_010474648.1, XP_010480893.1, XP_010457207.1	As008G198130
OG0008122	XP_010457170.1, XP_010474701.1, XP_010480633.1	As008G198470
OG0008123	XP_010480022.1, XP_010457099.1, XP_010474771.1	As008G199010
OG0008124	XP_010424028.1, XP_010426455.1	As008G199540
OG0008125	XP_019098287.1, XP_010496470.1	As008G199620
OG0008126	XP_010492249.1, XP_010420081.1, XP_010453565.1	As009G199990
OG0008127	XP_010492225.1, XP_010420054.1, XP_010453542.1	As009G200160
OG0008128	XP_010492284.1, XP_010420120.1	As009G200450
OG0008129	XP_010453601.1, XP_010420123.1, XP_010492285.1	As009G200460
OG0008130	XP_010492299.1, XP_010420130.1, XP_010453611.1	As009G200570
OG0008131	NP_001289911.1, XP_010420224.1, XP_010492400.1	As009G200930
OG0008132	XP_010492398.1, XP_019084191.1, XP_019090431.1	As009G201000
OG0008133	XP_010453692.1, XP_010492396.1, XP_010420218.1	As009G201010
OG0008134	XP_010492491.1, XP_010453765.1, XP_010420291.1	As009G202010
OG0008135	XP_010492553.2, XP_010453805.1, XP_010424120.2	As009G202410
OG0008136	XP_010492557.1, XP_010453808.1, XP_010420343.1	As009G202440
OG0008137	XP_010453817.1, XP_010420348.1, XP_010492564.1	As009G202490
OG0008138	XP_010492574.1, XP_010453825.1, XP_010420360.1	As009G202570
OG0008139	XP_010420403.1, XP_010492628.1	As009G202880
OG0008140	XP_010453941.1, XP_010420469.1, XP_010492700.1	As009G203400
OG0008141	XP_019085555.1, XP_010420501.1, XP_010453974.1, XP_010492733.1	As009G203680
OG0008142	XP_010424152.1, XP_010492751.1, XP_010453988.1	As009G203780
OG0008143	XP_010420515.1, XP_010492752.1	As009G203790
OG0008144	XP_010492766.1, XP_010453995.1, XP_010420524.1	As009G203900
OG0008145	XP_010495274.1	As009G204120
OG0008146	XP_010420604.1, XP_010454083.1, XP_010492846.1	As009G204300
OG0008147	XP_010492850.1, XP_010420609.1, XP_010454087.1	As009G204320
OG0008148	XP_010492866.1, XP_010420624.1, XP_010454104.1	As009G204430
OG0008149	XP_010492898.1	As009G204580
OG0008150	XP_010492920.1, XP_010420659.1, XP_019090710.1	As009G204650
OG0008151	XP_010420690.1, XP_010454167.1, XP_010492943.1	As009G204880
OG0008152	XP_010492945.1, XP_010454170.1, XP_010420692.1	As009G204890
OG0008153	XP_010495294.1, XP_010454174.1, XP_010420695.1	As009G204930
OG0008154	XP_010492965.1, XP_010420708.1, XP_010456589.2	As009G205020
OG0008155	XP_010420735.1, XP_010420734.1, XP_019090459.1, XP_010492991.1	As009G205180
OG0008156	XP_010493888.1, XP_010454976.1, XP_010421496.1	As009G205200
OG0008157	XP_010493895.1, XP_010454981.1, XP_010421501.1	As009G205330
OG0008158	XP_010454983.1, XP_010421502.1, XP_010421503.1, XP_010454987.1, XP_010493897.1	As009G205340
OG0008159	XP_019083967.1, XP_010493910.1, XP_010455003.1	As009G205420
OG0008160	XP_010493940.1, XP_010455044.1, XP_010421542.1	As009G205700
OG0008161	XP_010455080.1	As009G205950
OG0008162	XP_010421579.1, XP_010455088.1, XP_010493977.1	As009G206000
OG0008163	XP_010455109.1, XP_010421595.1	As009G206180
OG0008164	XP_010455131.1, XP_010424384.1, XP_010494021.1	As009G206550
OG0008165	XP_010421722.1, XP_010494128.1, XP_010455216.1	As009G207280
OG0008166	XP_010440169.1, XP_010442365.1, XP_010482194.1	As009G207940
OG0008167	XP_010442383.1, XP_010482202.1, XP_010440359.1	As009G208010
OG0008168	XP_010442332.1, XP_010482149.1, XP_010439707.1	As009G208410
OG0008169	XP_019097256.1, XP_010442300.2, XP_010482116.1	As009G209500
OG0008170	XP_010453476.1, XP_010492153.1, XP_010419981.1	As009G209650
OG0008171	XP_010493684.1, XP_010482105.1, XP_010442280.1	As009G209880
OG0008172	XP_010453453.1, XP_010419958.1, XP_010492133.1	As009G210310
OG0008173	XP_010419942.1, XP_010453436.1, XP_010492118.1	As009G210480
OG0008174	XP_010492112.1, XP_010419938.1, XP_010419939.1, XP_010453431.1	As009G210520
OG0008175	XP_010452650.2, XP_010495094.2, XP_010423263.1	As009G211270
OG0008176	XP_010423309.1, XP_010491254.1, XP_010452614.1	As009G211690
OG0008177	XP_010452592.1, XP_010423326.1, XP_010491222.1	As009G211950
OG0008178	XP_010423337.1, XP_010452580.1, XP_010491210.1	As009G211990
OG0008179	XP_010491186.1, XP_010423360.1, XP_010452555.1	As009G212370
OG0008180	XP_010491048.1, XP_010452419.1, XP_010423495.1	As009G213920
OG0008181	XP_010490969.1, XP_010452354.1	As009G214510
OG0008182	XP_010423567.1, XP_010452351.1, XP_010490966.1	As009G214530
OG0008183	XP_010495305.1, XP_010454207.1, XP_010420736.1	As009G214780
OG0008184	XP_010424312.1, XP_010454864.1, XP_010493792.1	As009G215330
OG0008185	XP_010421356.1, XP_010454831.1, XP_010493754.1	As009G215580
OG0008186	XP_010421305.1, XP_010454795.1, XP_010493716.2	As009G215880
OG0008187	XP_010421290.1, XP_010454785.1, XP_010493711.1	As009G215920
OG0008188	XP_010493710.1, XP_010454780.1, XP_010421287.1	As009G215950
OG0008189	XP_010493580.1, XP_010421261.1, XP_010454739.1	As009G216110
OG0008190	XP_019097902.1, XP_019083920.1, XP_019089909.1	As009G216460
OG0008191	XP_010493498.2, XP_010454663.1, XP_010421184.1	As009G216820
OG0008192	XP_010421178.1, XP_010493492.1, XP_019090598.1	As009G216900
OG0008193	XP_010454632.1, XP_010493467.1	As009G217090
OG0008194	XP_010470749.1, XP_010511787.1, XP_010415415.1	As009G217230
OG0008195	XP_010421118.1, XP_010454600.1, XP_010493430.1	As009G217320
OG0008196	XP_010493423.1, XP_010424246.1, XP_010454591.1	As009G217390
OG0008197	XP_010454588.1, XP_010421106.1, XP_010493420.1	As009G217410
OG0008198	XP_010456855.1, XP_019093220.1, XP_010443908.1, XP_010483751.1	As009G217640
OG0008199	XP_010483807.1, XP_010443957.1, XP_010457270.1	As009G217980
OG0008200	XP_010485275.1, XP_010443989.1, XP_010483848.1, XP_010457606.1	As009G218250
OG0008201	XP_010444020.1, XP_010457875.1	As009G218410
OG0008202	XP_010483908.1, XP_010458474.1, XP_010444052.1	As009G218740
OG0008203	XP_010458497.1, XP_010483906.1, XP_010444047.1	As009G218760
OG0008204	XP_010444044.1, XP_010458525.1, XP_010483902.1	As009G218850
OG0008205	XP_010458988.1, XP_010483966.1, XP_010444100.1	As009G218980
OG0008206	XP_010483970.1, XP_010444105.1, XP_010459032.1	As009G219020
OG0008207	XP_010444126.1, XP_010483986.1, XP_010459268.1	As009G219160
OG0008208	XP_010459469.1, XP_010484008.1, XP_010444159.1	As009G219370
OG0008209	XP_010497695.2	As009G219470
OG0008210	XP_010483449.1, XP_010453794.1, XP_019088795.1	As009G219860
OG0008211	XP_019097382.1, XP_010483448.1, XP_010443587.1, XP_010453783.1	As009G219870
OG0008212	XP_010450471.1, XP_010440822.1, XP_010435546.1	As009G219920
OG0008213	XP_010503800.1, XP_010426656.1, XP_010515505.1	As010G220430
OG0008214	XP_010426653.1, XP_010503797.1, XP_010515502.1	As010G220450
OG0008215	XP_010503793.1, XP_010515492.2	As010G220470
OG0008216	XP_010515459.1, XP_010424898.1, XP_010503754.1	As010G220700
OG0008217	XP_010503724.1, XP_010515428.1, XP_010431216.1	As010G220950
OG0008218	XP_010515367.1, XP_010503671.1, XP_010426541.1	As010G221330, As012G274920
OG0008219	XP_010426469.1, XP_010503614.1	As010G221730
OG0008220	XP_010503613.1, XP_010426468.1, XP_010515305.1	As010G221740
OG0008221	XP_010426430.1, XP_010503573.1, XP_010515267.1	As010G222070
OG0008222	XP_010426330.1, XP_010503467.1, XP_010515157.1	As010G222760
OG0008223	XP_010515000.1, XP_010503295.1, XP_010426121.1	As010G224340
OG0008224	XP_010514791.1, XP_010425879.1, XP_010503111.1	As010G226050
OG0008226	XP_010415354.1, XP_010511727.1, XP_010470694.1, XP_010470690.1	As010G227790
OG0008227	XP_010415351.1, XP_010511720.1, XP_010470687.1	As010G227920
OG0008228	XP_010419052.1, XP_010511719.1, XP_010470683.1	As010G227970
OG0008229	XP_010415344.1, XP_010470678.1, XP_010511714.1	As010G228060, As010G228070
OG0008230	XP_010511707.1, XP_010415337.1, XP_010470670.1	As010G228230
OG0008231	XP_010470667.1, XP_010415331.1, XP_010511701.1	As010G228240
OG0008232	XP_010504972.2, XP_010516650.1, XP_010509694.1	As010G228430
OG0008233	XP_010511671.1, XP_010511670.1, XP_010470646.1	As010G228830
OG0008234	XP_010470715.1, XP_010415381.1, XP_010511750.1, XP_010501366.1	As010G229490
OG0008235	XP_010470638.1, XP_010511661.1, XP_010415308.1	As010G230510
OG0008236	XP_010415503.1, XP_019093035.1, XP_010511914.1	As010G238090, As010G231770
OG0008237	XP_010511918.1, XP_010415501.1, XP_019093011.1	As010G231800
OG0008238	XP_010415526.1, XP_010470876.1, XP_010511927.1	As010G231860
OG0008239	XP_010512042.1, XP_010415648.1, XP_010470986.1	As010G232870
OG0008240	XP_010498969.1, XP_010460222.1, XP_010477771.1	As010G232910
OG0008241	XP_010466431.1, XP_010510550.1, XP_010488194.1	As010G232950, As011G253840
OG0008242	XP_010512094.1, XP_010415693.1, XP_010471012.1	As010G233160
OG0008243	XP_010415696.1, XP_010512096.1, XP_010471014.1	As010G233180
OG0008244	XP_010471019.1, XP_010415703.1, XP_010512103.1	As010G233220
OG0008245	XP_010427806.1, XP_010415711.1, XP_010471029.1	As010G233290
OG0008246	XP_010471035.1, XP_010415721.1, XP_010427820.1	As010G233330
OG0008247	XP_010415796.1, XP_010471107.1, XP_010427914.1	As010G233940
OG0008248	XP_010415837.1, XP_010427954.1, XP_010471137.1	As010G234190
OG0008249	XP_019083295.1, XP_010471191.1, XP_010428029.1	As010G234610
OG0008250	XP_010471238.1, XP_010428087.1, XP_010414844.1	As010G235070
OG0008251	XP_010428929.1, XP_010416782.1, XP_010472019.1	As010G235290
OG0008252	XP_010428927.1, XP_010472016.1, XP_010416781.1	As010G235310
OG0008253	XP_010416779.1, XP_010428925.1, XP_010472011.1	As010G235330
OG0008254	XP_010428870.1, XP_010471984.1, XP_010416742.1	As010G235590
OG0008255	XP_019093842.1, XP_019085048.1, XP_019083428.1	As010G235620
OG0008256	XP_010471940.1, XP_010416690.1, XP_010428824.1	As010G236010
OG0008257	XP_010428787.1, XP_010471905.1, XP_010416649.1	As010G236270
OG0008258	XP_010471876.1, XP_010428777.1, XP_010416636.1	As010G236340
OG0008260	XP_010471802.1, XP_010416569.1, XP_010428712.1	As010G236990
OG0008261	XP_010416512.1, XP_010428654.1, XP_010471752.1, XP_010416513.1	As010G237460
OG0008263	XP_010471713.1, XP_010416486.1, XP_010471711.1, XP_010428618.1	As010G237680
OG0008264	XP_010416485.1, XP_010471710.1, XP_010471714.1, XP_010428619.1	As010G237690
OG0008265	XP_010416457.1, XP_010471690.1, XP_010428595.1	As010G237830
OG0008266	XP_010416450.1, XP_010471676.1, XP_010428587.1	As010G237900
OG0008267	XP_010493387.1, XP_010454566.1, XP_010428579.2, XP_010416442.1, XP_010471664.1	As012G277330, As010G238000
OG0008268	XP_010471624.1, XP_010428527.1, XP_010416387.1	As010G238370
OG0008269	XP_010416352.1, XP_010428491.1, XP_010471593.1	As010G238620
OG0008270	XP_010471566.1, XP_010428464.1, XP_010416330.1	As010G238800
OG0008271	XP_010471525.1, XP_010428418.1	As010G239160
OG0008272	XP_010428378.1, XP_010419185.1	As010G239390
OG0008273	XP_010471477.1, XP_010428348.1, XP_010416222.1	As010G239580
OG0008274	XP_010416203.1, XP_010471459.1, XP_010428325.1	As010G239690
OG0008275	XP_010428316.1, XP_010471446.1, XP_010471447.2	As010G239760
OG0008276	XP_010471435.1, XP_010428303.1	As010G239920
OG0008277	XP_019094104.1, XP_010428269.1	As010G240190
OG0008278	XP_010471396.1, XP_010428260.1, XP_010416135.1	As010G240250
OG0008279	XP_010428216.1, XP_010416096.1, XP_010471361.1, XP_010416092.1	As010G240590
OG0008281	XP_010428138.1, XP_010416002.2, XP_010471278.1	As010G241250
OG0008282	XP_010414853.1, XP_010415956.1, XP_010471246.1, XP_010428094.1	As010G241550
OG0008283	XP_010417519.1, XP_010429774.1, XP_010472743.1	As010G242430
OG0008284	XP_010472805.1, XP_019085661.1, XP_010417610.1	As010G242880
OG0008285	XP_010472831.1, XP_019085217.1, XP_019083548.1	As010G243070
OG0008286	XP_010429877.1, XP_010417643.1, XP_010472846.1	As010G243170
OG0008287	XP_010417666.1, XP_010429910.1, XP_010472880.1	As010G243420
OG0008288	XP_010429929.1, XP_010474511.1, XP_010417684.1	As010G243510
OG0008289	XP_010417694.1, XP_010429940.1, XP_010472910.1	As010G243660
OG0008290	XP_010429977.1, XP_010417719.1, XP_010472947.1	As010G243860
OG0008291	XP_010429981.1, XP_010417724.1	As010G243910
OG0008292	XP_010417746.1, XP_010430005.1, XP_010472985.1	As010G244130
OG0008293	XP_010417783.1, XP_010430045.1, XP_010473017.1	As010G244430
OG0008294	XP_010499345.1, XP_010468141.2, XP_010486995.1	As011G244630
OG0008295	XP_019092198.1, XP_010421979.1, XP_010499865.1, XP_010421982.1	As011G244880
OG0008296	XP_010465109.1, XP_010499942.1, XP_010487053.1	As011G244910
OG0008297	XP_010500284.1, XP_010487078.1, XP_010465154.1	As011G245150
OG0008298	XP_010500561.1, XP_010465184.1	As011G245370
OG0008299	XP_010501406.1, XP_019092221.1, XP_019092222.1	As011G245870
OG0008300	XP_010456711.1	As011G245890
OG0008301	XP_010465265.1, XP_010501435.1, XP_010487168.1	As011G245900
OG0008302	XP_010487173.1, XP_010465269.1, XP_010419081.1	As011G245940
OG0008304	XP_010487198.1, XP_010465293.1, XP_010501624.1	As011G246170
OG0008305	XP_010487203.1	As011G246220
OG0008306	XP_010487214.1, XP_010489823.1, XP_010465307.1, XP_010501742.1	As011G246270
OG0008307	XP_010487223.1, XP_010501805.1, XP_010465314.1	As011G246340
OG0008309	XP_010465450.1, XP_010502474.1	As011G247200
OG0008310	XP_010465475.1, XP_010487346.1, XP_010502692.1	As011G247370
OG0008311	XP_010502738.1, XP_010487350.1, XP_010465479.1	As011G247400
OG0008312	XP_010500892.1, XP_010500894.1, XP_010479797.1	As012G270440, As011G247770
OG0008313	XP_010487431.1, XP_010465580.1	As011G248080
OG0008314	XP_010487477.1, XP_010465639.1, XP_010504019.1	As011G248420
OG0008315	XP_010504093.1, XP_010419302.1, XP_010487484.1, XP_010465650.1	As011G248470
OG0008316	XP_010465697.1, XP_019102253.1, XP_010487540.1	As011G248950
OG0008317	XP_010487597.1, XP_010487596.1, XP_010465752.1, XP_010465751.1	As011G249360
OG0008318	XP_010505438.1, XP_010465784.1, XP_019096393.1	As011G249470
OG0008319	XP_010505920.1, XP_010487675.1, XP_010465837.1	As011G249860
OG0008320	XP_010465868.1, XP_010487705.1, XP_010506189.1	As011G250010
OG0008321	XP_010465918.1, XP_010506712.1, XP_010487744.1	As011G250380
OG0008323	XP_010465979.1	As011G250760
OG0008324	XP_010507108.1, XP_010487795.1, XP_010465984.1	As011G250830
OG0008325	XP_010507427.1, XP_010466043.1, XP_010487835.1	As011G251190
OG0008326	XP_010487890.1, XP_010466091.1, XP_010507766.1	As011G251550
OG0008327	XP_010487895.1, XP_010507790.1, XP_010466099.1	As011G251580
OG0008328	XP_010489965.1, XP_010468315.1, XP_010420186.1	As011G252360
OG0008329	XP_010427171.1, XP_010504274.1, XP_010517676.1, XP_019102354.1	As011G252590
OG0008330	XP_010488045.1, XP_010488044.1, XP_010466259.1	As011G252880
OG0008331	XP_010435033.1, XP_010451509.1, XP_010440327.1	As011G254090
OG0008332	XP_010488267.1, XP_010511322.1, XP_010466521.1	As011G254410
OG0008333	XP_010488347.1, XP_010466608.1, XP_010512047.2	As011G255020
OG0008334	XP_010488383.1, XP_010466654.1, XP_010512305.1, XP_010488385.1	As011G255300
OG0008335	XP_010513185.1, XP_010466782.1, XP_010488497.1, XP_010421964.1	As011G256150
OG0008336	XP_010513347.1, XP_010488520.1, XP_010466820.1	As011G256280
OG0008338	XP_010442796.1, XP_010482628.1, XP_010445061.1	As011G260660
OG0008339	XP_010414081.1, XP_010467634.1	As011G260780
OG0008340	XP_010488950.1, XP_010467290.1, XP_010518104.1	As011G262670
OG0008341	XP_010517336.1, XP_010467309.1, XP_010488973.1	As011G262830
OG0008342	XP_010489182.1, XP_010467331.1, XP_010517114.1	As011G262970
OG0008343	XP_010489209.1, XP_010516812.1, XP_010467357.1	As011G263330
OG0008344	XP_010467391.1, XP_010516524.1, XP_010489231.1	As011G263510
OG0008345	XP_010489298.1, XP_010467425.1, XP_010515944.1	As011G263740
OG0008346	XP_010467454.1, XP_010515725.1, XP_010489317.1	As011G263870
OG0008347	XP_010489366.1, XP_010515086.1, XP_010467511.1	As011G264400
OG0008348	XP_010489373.1, XP_019098695.1, XP_010515011.1, XP_010467517.1	As011G264440
OG0008349	XP_010467520.1, XP_010489376.1, XP_010514988.1	As011G264450
OG0008350	XP_010467570.1, XP_010514664.1, XP_010489408.1	As011G264740
OG0008351	XP_010467691.1, XP_010489568.1, XP_010414492.1	As011G265130
OG0008352	XP_010414421.1, XP_010489560.1, XP_010467684.1	As011G265150
OG0008353	XP_010414641.1, XP_010489590.1, XP_010467708.1	As011G265580
OG0008354	XP_010502844.1, XP_010425625.1, XP_010514547.1	As011G266000
OG0008355	XP_010489146.1, XP_010495931.1, XP_010416839.1	As011G266310
OG0008356	XP_010415809.1, XP_010489045.1, XP_010467830.1	As011G267090
OG0008357	XP_010462456.1, XP_019099548.1, XP_010480150.1	As012G267930
OG0008358	XP_010480140.1, XP_010501208.1, XP_010462448.1	As012G268030
OG0008359	XP_019091668.1, XP_010480068.1	As012G268660
OG0008360	XP_010481281.1, XP_010441412.1	As012G268680
OG0008361	XP_010480053.1, XP_010501137.1, XP_010462370.1	As012G268770
OG0008362	XP_010462297.1, XP_010501054.1, XP_010479971.1	As012G269360
OG0008363	XP_010462292.1, XP_010501050.1, XP_010479966.1	As012G269380
OG0008364	XP_010479931.1, XP_010501013.1, XP_010462256.1	As012G269650
OG0008365	XP_010500997.1, XP_010479912.1, XP_010462243.1	As012G269720
OG0008366	XP_019091951.1, XP_019094694.1, XP_019099503.1	As012G269790
OG0008367	XP_010479870.1, XP_010462195.1, XP_010500955.1	As012G269910
OG0008369	XP_010500946.1, XP_010479859.1, XP_010462178.1	As012G269970
OG0008370	XP_010500933.1, XP_010462161.1, XP_010479837.1	As012G270070
OG0008371	XP_010500798.1, XP_010462049.1, XP_010479708.1	As012G270970
OG0008372	XP_010500787.1, XP_010462033.1, XP_010479696.1	As012G271060
OG0008373	XP_010500754.1, XP_010462007.1, XP_010479668.1	As012G271360
OG0008374	XP_010500716.1, XP_010461971.1, XP_010479623.1	As012G271880
OG0008375	XP_010461912.1, XP_010479523.1, XP_010500635.1	As012G272050
OG0008376	XP_010479483.1, XP_010461876.1, XP_010500585.1	As012G272290
OG0008377	XP_010479473.1, XP_010500574.1	As012G272340
OG0008378	XP_010479357.1, XP_010500464.1, XP_010461760.1	As012G273050
OG0008379	XP_010479329.1, XP_010461717.1, XP_010500442.1	As012G273310
OG0008380	XP_010440193.1, XP_010449836.1	As012G274290
OG0008381	XP_010434886.1, XP_010449851.1, XP_010440207.1	As012G274450
OG0008382	XP_010504979.1, XP_010516660.1, XP_010509686.1	As012G274860
OG0008383	XP_010509700.1, XP_010504968.1	As012G274900
OG0008384	XP_010509704.1, XP_010516642.1	As012G274950
OG0008385	XP_010426774.1, XP_010503902.1, XP_010515633.1	As012G275480
OG0008386	XP_019084846.1, XP_010515661.1	As012G275690
OG0008387	XP_010503963.1, XP_010515685.1, XP_010426839.1	As012G275840
OG0008388	XP_010515700.1, XP_010503983.1, XP_010426855.1	As012G275920
OG0008389	XP_010426895.1, XP_010507412.1, XP_010515747.1, XP_010507411.1	As012G276240
OG0008390	XP_010515764.1, XP_010426917.1, XP_010504035.1	As012G276440
OG0008391	XP_010515849.1, XP_010504121.1, XP_010427006.1	As012G277260
OG0008392	XP_010427018.1, XP_010504130.1, XP_010515860.1	As012G277360
OG0008393	XP_010427037.1, XP_010515879.1, XP_010504149.1	As012G277610
OG0008394	XP_010504167.1, XP_010515894.1, XP_010427049.1	As012G277760
OG0008395	XP_010504201.1, XP_010515926.1, XP_010427078.1	As012G278280
OG0008396	XP_010503871.1, XP_010426755.1, XP_010515607.1	As012G278960
OG0008397	XP_010427124.1, XP_010515955.1, XP_010504232.1	As012G279870
OG0008398	XP_010427128.1, XP_010504236.1, XP_010515958.1	As012G279900
OG0008399	XP_010504286.1, XP_010427181.1, XP_010516011.1	As012G279910
OG0008400	XP_010515950.1, XP_010504229.1, XP_010427102.1	As012G279990
OG0008401	XP_010516007.1, XP_010427179.1, XP_010504283.1	As012G280030
OG0008402	XP_010504327.1, XP_010427227.1, XP_010516040.1	As012G281030
OG0008403	XP_010516110.1, XP_010504396.1, XP_010427313.1	As012G281830
OG0008404	XP_010504409.1, XP_010427325.1, XP_010516125.1	As012G281960, As012G281970, As012G281980
OG0008405	XP_010504482.1, XP_010427410.1, XP_010516201.1	As012G282560
OG0008406	XP_010516253.1, XP_010504553.1, XP_010427475.1	As012G282950
OG0008407	XP_010427554.1, XP_010504612.1	As012G283490
OG0008408	XP_019102037.1, XP_010504692.1, XP_010427643.1	As012G284090
OG0008409	XP_010516463.1, XP_010504769.1	As012G284580
