Orthogroup	Eutrema_salsugineum	Raphanus_sativus
OG0005498	XP_006400958.1	XP_018472006.1, XP_018476977.1, XP_018456199.1
OG0005499	XP_024012393.1	XP_018456100.1
OG0005500	XP_006400987.1	XP_018476131.1, XP_018454932.1
OG0005501	XP_024012701.1	XP_018474228.1, XP_018453386.1
OG0005502	XP_006401050.1	XP_018468948.1, XP_018468950.1
OG0005503	XP_006401065.1	XP_018473160.1
OG0005504	XP_006401083.1	XP_018471374.1, XP_018476416.1, XP_018473725.1
OG0005505	XP_024012015.1	XP_018468254.1, XP_018454778.1
OG0005507	XP_006401199.1	XP_018455900.1, XP_018455899.1, XP_018474968.1
OG0005508	XP_006401211.1	XP_018446079.1, XP_018476304.1
OG0005509	XP_024012284.1	XP_018454325.1, XP_018453544.1, XP_018468806.1, XP_018476303.1
OG0005510	XP_006401246.1	XP_018465583.1, XP_018474987.1, XP_018463088.1
OG0005511	XP_006402119.1	XP_018473073.1, XP_018435248.1, XP_018436783.1
OG0005513	XP_006401357.1	XP_018475871.1, XP_018453284.1
OG0005514	XP_006401356.1	XP_018460469.1, XP_018460464.1
OG0005515	XP_006401421.1	XP_018472287.1, XP_018472575.1
OG0005517	XP_006401437.1	XP_018453581.1
OG0005518	XP_006401477.1	XP_018456507.1, XP_018470953.1
OG0005519	XP_006401535.1	XP_018452018.1, XP_018472080.1, XP_018473022.1
OG0005520	XP_006401549.1	XP_018462473.1, XP_018454693.1, XP_018461641.1, XP_018475692.1
OG0005521	XP_006404145.1	XP_018472422.1, XP_018433757.1, XP_018488512.1
OG0005522	XP_006396461.1	XP_018471602.1, XP_018476167.1, XP_018464285.1
OG0005523	XP_006396470.1	XP_018462143.1, XP_018475808.1, XP_018457096.1
OG0005524	XP_006396475.1	XP_018474788.1, XP_018452131.1, XP_018462140.1
OG0005525	XP_006396493.2	XP_018471673.1, XP_018471674.1
OG0005526	XP_006399226.1	XP_018472462.1, XP_018475435.1, XP_018460888.1
OG0005527	XP_006399201.1	XP_018475191.1, XP_018475653.1, XP_018442761.1, XP_018469027.1
OG0005528	XP_006399156.1	XP_018464230.1, XP_018474858.1, XP_018468228.1
OG0005529	XP_006399149.1	XP_018444287.1
OG0005530	XP_006399111.1	XP_018446455.1, XP_018473058.1, XP_018473065.1
OG0005531	XP_006399095.1	XP_018475017.1, XP_018469138.1, XP_018444270.1
OG0005532	XP_006399083.1	XP_018473223.1, XP_018462529.1, XP_018447945.1
OG0005533	XP_006414981.2	XP_018448073.1
OG0005534	XP_024011844.1	XP_018473513.1, XP_018445562.1, XP_018458962.1
OG0005535	XP_006398917.1	XP_018445617.1, XP_018442289.1, XP_018468230.1
OG0005536	XP_024006705.1	XP_018436031.1
OG0005537	XP_006398868.1	XP_018447348.1, XP_018444365.1
OG0005539	XP_006398778.1	XP_018442702.1, XP_018476363.1, XP_018468082.1
OG0005540	XP_006398737.1	XP_018445899.1
OG0005541	XP_006398713.1	XP_018444456.1, XP_018475118.1, XP_018468494.1
OG0005542	XP_006398690.1	XP_018473433.1, XP_018458410.1, XP_018445674.1
OG0005543	XP_006398675.1	XP_018475415.1, XP_018444736.1, XP_018444876.1
OG0005544	XP_006398666.2	XP_018447293.1, XP_018444284.1, XP_018467118.1
OG0005545	XP_006398640.1	XP_018442448.1, XP_018479451.1, XP_018466898.1
OG0005547	XP_006398622.1	XP_018475512.1, XP_018468670.1
OG0005548	XP_024012169.1	XP_018468658.1
OG0005548	XP_006411071.1	XP_018434428.1
OG0005549	XP_006405414.1	XP_018454752.1, XP_018454525.1
OG0005550	XP_024013262.1	XP_018482897.1, XP_018482898.1, XP_018452043.1
OG0005551	XP_006389769.1	XP_018442340.1
OG0005552	XP_006389794.1	XP_018454495.1, XP_018461738.1, XP_018468198.1
OG0005553	XP_006389838.1	XP_018446637.1, XP_018472247.1, XP_018457551.1
OG0005554	XP_006389890.1	XP_018455159.1, XP_018444064.1, XP_018457179.1
OG0005555	XP_006389901.1	XP_018459394.1, XP_018456547.1, XP_018443800.1, XP_018443777.1
OG0005556	XP_006389915.1	XP_018443795.1, XP_018443567.1, XP_018454512.1
OG0005557	XP_006389928.1	XP_018466897.1, XP_018446801.1
OG0005558	XP_006389968.1	XP_018455871.1, XP_018452993.1, XP_018458090.1, XP_018469117.1
OG0005559	XP_006389982.1	XP_018458303.1, XP_018481606.1, XP_018455100.1
OG0005560	XP_006390020.1	XP_018444925.1, XP_018448550.1, XP_018453324.1
OG0005561	XP_006390026.1	XP_018456738.1, XP_018461728.1, XP_018461566.1, XP_018472048.1
OG0005562	XP_006390032.1	XP_018457640.1, XP_018459814.1, XP_018443827.1, XP_018452653.1
OG0005563	XP_006390043.1	XP_018468899.1, XP_018466900.1, XP_018444051.1
OG0005564	XP_006416280.1	XP_018451641.1, XP_018481854.1
OG0005565	XP_006408204.1	XP_018490418.1, XP_018490416.1
OG0005566	XP_006395132.1	XP_018482216.1, XP_018457415.1
OG0005568	XP_006390200.1	XP_018463703.1, XP_018443187.1, XP_018454046.1
OG0005570	XP_006390286.1	XP_018442201.1, XP_018462827.1, XP_018460133.1, XP_018463185.1
OG0005571	XP_006390294.1	XP_018447019.1, XP_018442834.1
OG0005572	XP_006390299.1	XP_018469522.1, XP_018444504.1, XP_018466344.1
OG0005573	XP_006390306.1	XP_018446860.1, XP_018444967.1
OG0005574	XP_006406007.1	XP_018490459.1, XP_018469038.1, XP_018463454.1, XP_018467281.1
OG0005575	XP_006390318.1	XP_018462790.1, XP_018444142.1, XP_018444147.1, XP_018441464.1
OG0005576	XP_006390337.1	XP_018460681.1, XP_018460679.1, XP_018446493.1
OG0005577	XP_006390356.1, XP_024009623.1	XP_018464652.1, XP_018464065.1, XP_018469121.1, XP_018468725.1
OG0005578	XP_006396403.1	XP_018454511.1, XP_018454520.1
OG0005579	XP_006415946.1	XP_018433142.1
OG0005579	XP_006391014.1	XP_018453145.1
OG0005581	XP_006409240.1	XP_018491972.1, XP_018466047.1, XP_018434371.1
OG0005582	XP_006392663.1	XP_018451912.1, XP_018441344.1
OG0005583	XP_006392700.1	XP_018460823.1, XP_018488660.1, XP_018451214.1
OG0005584	XP_006392792.1	XP_018439837.1, XP_018490044.1
OG0005585	XP_024005965.1	XP_018447146.1, XP_018492220.1
OG0005586	XP_006392800.1	XP_018492219.1, XP_018451772.1
OG0005587	XP_006410763.1	XP_018473459.1
OG0005588	XP_006410825.2	XP_018483481.1, XP_018440384.1
OG0005589	XP_006410826.1, XP_024011897.1	XP_018439728.1
OG0005590	XP_006401759.1	XP_018468239.1
OG0005591	XP_006401753.2	XP_018455880.1
OG0005592	XP_006401743.1	XP_018453051.1, XP_018452560.1, XP_018462463.1, XP_018471313.1
OG0005593	XP_006414638.1	XP_018463471.1, XP_018466847.1
OG0005594	XP_006390582.1	XP_018457508.1, XP_018463365.1
OG0005595	XP_006390581.1	XP_018472446.1, XP_018457507.1, XP_018457628.1
OG0005596	XP_006390558.1	XP_018449460.1, XP_018457947.1
OG0005597	XP_006390448.1	XP_018442570.1, XP_018442281.1, XP_018437523.1, XP_018442280.1
OG0005598	XP_006390447.1	XP_018460376.1, XP_018443535.1, XP_018438843.1
OG0005599	XP_024009433.1	XP_018442447.1
OG0005600	XP_006395207.1	XP_018452250.1, XP_018484690.1
OG0005601	XP_006390417.1	XP_018464339.1, XP_018444727.1, XP_018469524.1
OG0005602	XP_006390404.2	XP_018468721.1, XP_018444986.1, XP_018443967.1
OG0005603	XP_006390385.1	XP_018443439.1, XP_018443440.1, XP_018444970.1
OG0005604	XP_006391124.1	XP_018442505.1, XP_018469126.1, XP_018457442.1
OG0005605	XP_006391117.1	XP_018468559.1, XP_018455968.1, XP_018442998.1
OG0005606	XP_006391086.1	XP_018461267.1, XP_018444608.1
OG0005607	XP_006391055.1	XP_018461142.1, XP_018468380.1, XP_018454539.1
OG0005608	XP_006415750.1	XP_018448000.1, XP_018448003.1
OG0005609	XP_006391033.1	XP_018446450.1, XP_018442550.1, XP_018452551.1
OG0005610	XP_024005799.1	XP_018464604.1
OG0005611	XP_006412943.1	XP_018464183.1, XP_018450111.1, XP_018468831.1, XP_018478963.1
OG0005612	XP_006412896.1	XP_018467784.1
OG0005613	XP_006412890.1	XP_018451420.1, XP_018477750.1, XP_018470191.1
OG0005614	XP_006412879.1	XP_018447360.1, XP_018471779.1, XP_018484922.1
OG0005615	XP_006399786.1	XP_018470854.1
OG0005616	XP_006412876.1	XP_018482613.1, XP_018483511.1, XP_018465361.1, XP_018448410.1, XP_018467552.1
OG0005617	XP_006404567.1	XP_018484909.1, XP_018433566.1
OG0005618	XP_006391706.1	XP_018453006.1, XP_018455680.1
OG0005619	XP_006395383.1	XP_018438166.1, XP_018482096.1
OG0005620	XP_006395309.1	XP_018484049.1, XP_018439105.1
OG0005621	XP_006395375.1	XP_018435179.1, XP_018435181.1, XP_018483523.1, XP_018456848.1
OG0005622	XP_024007368.1	XP_018439419.1, XP_018453069.1, XP_018485338.1
OG0005623	XP_006395424.1	XP_018441646.1, XP_018441891.1, XP_018483918.1
OG0005624	XP_006396114.1	XP_018492058.1, XP_018492092.1
OG0005626	XP_006395501.1	XP_018457869.1, XP_018441301.1, XP_018477121.1
OG0005627	XP_006395586.1	XP_018464814.1, XP_018479399.1, XP_018465385.1
OG0005628	XP_006395615.1	XP_018454661.1, XP_018436722.1, XP_018480669.1
OG0005629	XP_006390971.1	XP_018449256.1, XP_018471072.1, XP_018452844.1
OG0005630	XP_006390982.1	XP_018442426.1, XP_018442427.1, XP_018449869.1, XP_018452668.1
OG0005631	XP_006390997.2	XP_018451036.1, XP_018462265.1
OG0005632	XP_024011025.1	XP_018462517.1, XP_018477086.1, XP_018456846.1
OG0005633	XP_006398319.1	XP_018452731.1, XP_018452708.1, XP_018478706.1, XP_018478707.1
OG0005634	XP_024011011.1	XP_018483653.1, XP_018434534.1
OG0005635	XP_006398274.1	XP_018437852.1, XP_018437832.1
OG0005636	XP_006397469.1	XP_018489457.1
OG0005637	XP_006398220.1	XP_018441026.1
OG0005638	XP_006398204.1	XP_018437521.1, XP_018480999.1
OG0005639	XP_006393154.1	XP_018486644.1, XP_018477484.1, XP_018486060.1
OG0005640	XP_006393064.1	XP_018449336.1, XP_018487046.1
OG0005641	XP_006392954.1	XP_018491606.1, XP_018460894.1, XP_018449272.1
OG0005642	XP_006410530.1	XP_018478859.1, XP_018465582.1, XP_018464022.1, XP_018437758.1
OG0005643	XP_006410580.1	XP_018476189.1, XP_018433104.1
OG0005644	XP_006410584.1	XP_018437825.1
OG0005645	XP_006416850.1	XP_018438763.1, XP_018472843.1
OG0005646	XP_006404357.1	XP_018436726.1
OG0005647	XP_006410683.1	XP_018485174.1, XP_018441894.1, XP_018459525.1
OG0005648	XP_006410687.1	XP_018467523.1, XP_018463998.1
OG0005649	XP_006413976.1	XP_018467900.1, XP_018467896.1
OG0005650	XP_006413977.1	XP_018452534.1, XP_018478879.1, XP_018467899.1, XP_018467895.1
OG0005651	XP_006413983.2	XP_018467898.1
OG0005652	XP_006414044.1	XP_018466429.1, XP_018485002.1, XP_018454586.1
OG0005653	XP_006414079.1	XP_018458082.1, XP_018480587.1, XP_018481491.1, XP_018447397.1
OG0005654	XP_006414141.1	XP_018449592.1, XP_018480383.1, XP_018468553.1
OG0005655	XP_006414213.1	XP_018447298.1, XP_018448301.1, XP_018461955.1
OG0005656	XP_006414243.1	XP_018475764.1, XP_018450452.1, XP_018465060.1, XP_018464757.1
OG0005658	XP_006403950.1	XP_018465947.1, XP_018480376.1
OG0005659	XP_006403965.1	XP_018477850.1, XP_018436672.1
OG0005660	XP_006413532.1	XP_018460374.1, XP_018484939.1, XP_018472312.1
OG0005661	XP_006413555.1	XP_018472366.1, XP_018472377.1, XP_018477888.1
OG0005662	XP_006401905.1	XP_018475120.1, XP_018457598.1
OG0005663	XP_006401988.2	XP_018467007.1, XP_018467981.1, XP_018467952.1, XP_018454604.1, XP_018453028.1
OG0005665	XP_006393517.1	XP_018433001.1
OG0005666	XP_006409555.1	XP_018486049.1, XP_018454460.1, XP_018461394.1
OG0005667	XP_024016178.1	XP_018440557.1, XP_018491786.1, XP_018463725.1, XP_018453951.1
OG0005668	XP_006413515.1	XP_018462573.1, XP_018447670.1, XP_018484327.1
OG0005669	XP_024005439.1	XP_018459196.1, XP_018449961.1
OG0005670	XP_006413702.1	XP_018482357.1, XP_018480645.1, XP_018465089.1, XP_018469374.1
OG0005671	XP_006413859.1	XP_018450287.1, XP_018471230.1, XP_018485257.1
OG0005672	XP_006413836.1	XP_018481728.1, XP_018448489.1, XP_018468619.1
OG0005673	XP_024005924.1	XP_018448006.1
OG0005675	XP_006413933.1	XP_018447608.1, XP_018447593.1, XP_018449900.1
OG0005678	XP_006414347.1	XP_018480989.1, XP_018460251.1, XP_018468486.1
OG0005679	XP_006415797.1	XP_018445756.1
OG0005680	XP_024005632.1	XP_018468358.1, XP_018480844.1
OG0005681	XP_006414272.1	XP_018447186.1, XP_018461575.1, XP_018484803.1
OG0005682	XP_006401440.1	XP_018468851.1, XP_018462076.1, XP_018453300.1
OG0005683	XP_024007099.1	XP_018433264.1
OG0005684	XP_024012794.1	XP_018459655.1
OG0005685	XP_006402297.1	XP_018459630.1, XP_018489220.1
OG0005686	XP_024012829.1	XP_018445224.1, XP_018460346.1, XP_018432880.1, XP_018432921.1
OG0005687	XP_006402365.1	XP_018462867.1, XP_018478581.1, XP_018491859.1
OG0005688	XP_006402404.2	XP_018462787.1, XP_018488609.1
OG0005689	XP_006391565.1	XP_018443046.1, XP_018455682.1, XP_018444240.1, XP_018467135.1
OG0005690	XP_006402448.1	XP_018444919.1, XP_018460102.1, XP_018460087.1, XP_018462765.1, XP_018482217.1
OG0005691	XP_024013015.1	XP_018477183.1, XP_018465834.1, XP_018442635.1
OG0005692	XP_024012788.1	XP_018493162.1, XP_018478917.1, XP_018443896.1
OG0005693	XP_006402494.1	XP_018485649.1, XP_018485723.1, XP_018477708.1
OG0005694	XP_006402526.1	XP_018445186.1, XP_018445187.1, XP_018477896.1
OG0005695	XP_006402541.1	XP_018442718.1, XP_018481476.1, XP_018486063.1
OG0005696	XP_006402556.1	XP_018489300.1, XP_018489214.1, XP_018482054.1
OG0005697	XP_006402625.1	XP_018490048.1, XP_018459090.1, XP_018459099.1, XP_018461323.1, XP_018444866.1, XP_018444952.1
OG0005698	XP_006397104.1, XP_006402673.2	XP_018432913.1
OG0005699	XP_006397496.1	XP_018485309.1
OG0005700	XP_006402707.1	XP_018460831.1, XP_018488034.1, XP_018461495.1, XP_018461207.1
OG0005701	XP_006402719.1	XP_018492330.1, XP_018462898.1, XP_018459991.1, XP_018442253.1
OG0005703	XP_006411481.1	XP_018440755.1, XP_018485189.1, XP_018480737.1
OG0005704	XP_006402870.1	XP_018489829.1
OG0005705	XP_006402875.1	XP_018489004.1, XP_018458788.1
OG0005706	XP_006402918.1	XP_018462591.1, XP_018446164.1, XP_018491161.1, XP_018460287.1
OG0005707	XP_006402930.1	XP_018492481.1, XP_018458561.1, XP_018446221.1
OG0005708	XP_006402972.1	XP_018458571.1, XP_018459891.1, XP_018459893.1, XP_018488014.1, XP_018487376.1
OG0005709	XP_006402994.1	XP_018486721.1, XP_018459233.1
OG0005710	XP_006403005.2	XP_018461223.1, XP_018443123.1
OG0005711	XP_006403009.1	XP_018467565.1, XP_018461219.1, XP_018460791.1
OG0005712	XP_024012838.1	XP_018446280.1, XP_018484818.1
OG0005713	XP_006403534.1	XP_018481998.1, XP_018489923.1, XP_018444453.1
OG0005714	XP_006403543.1	XP_018484895.1, XP_018444175.1, XP_018485559.1
OG0005715	XP_006416415.2	XP_018450725.1, XP_018479919.1
OG0005716	XP_006403630.1	XP_018461882.1, XP_018459329.1, XP_018485549.1
OG0005717	XP_006403661.1	XP_018478504.1, XP_018443670.1, XP_018442408.1, XP_018489688.1
OG0005719	XP_006401728.1	XP_018455056.1, XP_018468579.1, XP_018475067.1
OG0005720	XP_006401729.2	XP_018452008.1, XP_018468907.1, XP_018475046.1
OG0005721	XP_006418566.1	XP_018486631.1, XP_018486382.1
OG0005722	XP_006396096.1	XP_018433783.1, XP_018491487.1, XP_018485679.1, XP_018485822.1
OG0005723	XP_006391429.1	XP_018434493.1
OG0005724	XP_024011307.1	XP_018469145.1
OG0005725	XP_024013760.1	XP_018471219.1, XP_018445567.1, XP_018446386.1
OG0005726	XP_006391290.2	XP_018443821.1, XP_018470066.1, XP_018442641.1
OG0005727	XP_006391254.1	XP_018461899.1, XP_018445683.1, XP_018443482.1
OG0005728	XP_006391237.1	XP_018446595.1, XP_018463610.1, XP_018447022.1
OG0005729	XP_006391150.1	XP_018442982.1, XP_018453217.1, XP_018466831.1
OG0005730	XP_024006574.1	XP_018454757.1, XP_018468345.1, XP_018461388.1, XP_018443485.1
OG0005731	XP_006391141.1	XP_018468618.1, XP_018444930.1, XP_018455967.1
OG0005732	XP_006409205.1	XP_018486842.1, XP_018433599.1
OG0005733	XP_006409173.1	XP_018437774.1, XP_018492249.1
OG0005734	XP_024015430.1	XP_018441451.1, XP_018488839.1
OG0005735	XP_006409044.1	XP_018435018.1, XP_018437397.1
OG0005736	XP_024016419.1	XP_018451983.1
OG0005737	XP_006411342.1	XP_018485363.1, XP_018485357.1, XP_018473106.1
OG0005738	XP_006411329.1	XP_018474479.1, XP_018484995.1, XP_018441813.1
OG0005739	XP_024016864.1	XP_018479949.1, XP_018441083.1
OG0005740	XP_006411251.1	XP_018476198.1
OG0005741	XP_006411243.2	XP_018434302.1, XP_018473108.1
OG0005742	XP_006411207.1	XP_018476615.1, XP_018467216.1, XP_018441201.1, XP_018467015.1
OG0005743	XP_006411192.1	XP_018433704.1, XP_018483097.1, XP_018474477.1, XP_018466556.1
OG0005744	XP_006411160.1	XP_018439852.1, XP_018483660.1
OG0005745	XP_024016873.1	XP_018474026.1, XP_018454399.1, XP_018441474.1
OG0005746	XP_006411155.1	XP_018472522.1, XP_018458150.1
OG0005747	XP_006397383.1	XP_018485391.1
OG0005748	XP_006411135.1	XP_018437044.1
OG0005749	XP_006411052.1	XP_018441077.1, XP_018441104.1, XP_018481535.1, XP_018473267.1, XP_018473207.1
OG0005750	XP_006411050.1	XP_018472783.1, XP_018484208.1
OG0005751	XP_006411010.1	XP_018473198.1, XP_018433585.1, XP_018466734.1
OG0005752	XP_006410991.1	XP_018487889.1, XP_018460912.1, XP_018483036.1
OG0005753	XP_006410987.1	XP_018460910.1, XP_018480719.1
OG0005754	XP_006410953.1	XP_018441210.1, XP_018476217.1
OG0005755	XP_024004192.1	XP_018479926.1, XP_018437450.1
OG0005756	XP_006410921.1	XP_018481366.1, XP_018433298.1
OG0005757	XP_006410882.1	XP_018481684.1, XP_018482013.1, XP_018459000.1, XP_018475529.1, XP_018475531.1, XP_018438551.1
OG0005758	XP_024008638.1	XP_018460870.1
OG0005759	XP_006396734.1	XP_018457353.1
OG0005760	XP_024007224.1, XP_006396712.1	XP_018455062.1, XP_018452622.1, XP_018452626.1, XP_018454400.1
OG0005762	XP_006396663.1	XP_018452278.1
OG0005763	XP_024009852.1	XP_018468151.1, XP_018469962.1
OG0005764	XP_024014085.1	XP_018463865.1, XP_018485200.1, XP_018441457.1
OG0005765	XP_006404773.1	XP_018485019.1, XP_018485028.1, XP_018438877.1, XP_018438879.1
OG0005766	XP_006404774.1	XP_018438883.1, XP_018436638.1
OG0005767	XP_006404905.1	XP_018440593.1, XP_018479402.1, XP_018480964.1, XP_018461121.1
OG0005768	XP_006393773.1	XP_018492117.1, XP_018453235.1
OG0005769	XP_006393740.1	XP_018493343.1, XP_018486043.1, XP_018460337.1
OG0005770	XP_006415077.2	XP_018475279.1
OG0005771	XP_024009173.1	XP_018486414.1, XP_018463624.1
OG0005772	XP_006397298.1	XP_018442559.1, XP_018476844.1
OG0005773	XP_024009786.1	XP_018476845.1, XP_018473804.1
OG0005775	XP_006396999.1	XP_018474581.1, XP_018468132.1, XP_018458779.1
OG0005776	XP_006396969.1	XP_018473764.1, XP_018467524.1, XP_018455513.1
OG0005777	XP_006396889.1	XP_018476507.1, XP_018471379.1, XP_018461169.1
OG0005778	XP_006396880.1	XP_018447003.1, XP_018462872.1, XP_018464282.1
OG0005779	XP_006396857.1	XP_018468577.1, XP_018464247.1, XP_018463961.1, XP_018452415.1, XP_018462248.1
OG0005780	XP_006400471.1	XP_018471277.1, XP_018446019.1, XP_018472718.1
OG0005781	XP_006394880.1	XP_018478059.1
OG0005782	XP_006394999.1	XP_018483400.1
OG0005783	XP_006408917.2	XP_018438635.1, XP_018438151.1
OG0005784	XP_006408493.1	XP_018490960.1
OG0005785	XP_006408989.1	XP_018467596.1, XP_018437557.1
OG0005786	XP_006397968.1	XP_018476078.1, XP_018439801.1, XP_018478532.1
OG0005787	XP_006397940.1	XP_018473927.1, XP_018473915.1, XP_018435146.1
OG0005788	XP_006397922.1	XP_018481464.1, XP_018481453.1
OG0005789	XP_006397885.1	XP_018474865.1, XP_018434843.1
OG0005790	XP_006397873.2	XP_018439014.1, XP_018478290.1, XP_018478268.1, XP_018483142.1
OG0005791	XP_006397870.1	XP_018434805.1, XP_018478219.1, XP_018478210.1, XP_018483145.1
OG0005792	XP_006397846.1	XP_018480482.1, XP_018437893.1
OG0005793	XP_006416994.1	XP_018478336.1, XP_018473304.1
OG0005794	XP_006397784.1	XP_018436619.1, XP_018478642.1, XP_018479139.1
OG0005796	XP_006397722.1	XP_018436455.1, XP_018436454.1
OG0005797	XP_006397716.1	XP_018477141.1, XP_018463784.1, XP_018440254.1
OG0005798	XP_006397699.2	XP_018480712.1, XP_018476406.1
OG0005799	XP_006397648.1	XP_018473414.1, XP_018483429.1
OG0005800	XP_006397600.1	XP_018472616.1, XP_018484480.1, XP_018439872.1
OG0005801	XP_006410095.2	XP_018483085.1
OG0005802	XP_006397483.1	XP_018439786.1, XP_018476059.1, XP_018481879.1
OG0005803	XP_024003940.1	XP_018483380.1, XP_018477137.1
OG0005805	XP_006411519.1	XP_018436535.1, XP_018476136.1
OG0005806	XP_006411500.1	XP_018438257.1, XP_018482139.1, XP_018473992.1
OG0005807	XP_006391351.1	XP_018456436.1
OG0005808	XP_006411494.1	XP_018437903.1, XP_018484077.1
OG0005809	XP_006411470.1	XP_018473521.1, XP_018434543.1
OG0005810	XP_006411468.1	XP_018478935.1, XP_018474920.1, XP_018437464.1
OG0005811	XP_006411463.2	XP_018475049.1, XP_018437916.1, XP_018478937.1
OG0005812	XP_006411429.1	XP_018437919.1, XP_018466567.1, XP_018482312.1
OG0005813	XP_006398419.1	XP_018466514.1, XP_018434144.1, XP_018453923.1, XP_018454286.1
OG0005814	XP_006408471.1	XP_018433026.1, XP_018489425.1, XP_018465770.1
OG0005815	XP_006392945.1	XP_018486424.1, XP_018485784.1, XP_018487625.1
OG0005816	XP_006408406.1	XP_018440953.1, XP_018491071.1
OG0005817	XP_006408382.1	XP_018491803.1, XP_018489067.1, XP_018440409.1
OG0005818	XP_006408379.1	XP_018493196.1, XP_018491800.1, XP_018440407.1
OG0005819	XP_006408357.1	XP_018488501.1, XP_018488329.1, XP_018491802.1
OG0005820	XP_006408347.1	XP_018485725.1, XP_018490657.1, XP_018436798.1, XP_018436797.1
OG0005821	XP_006408333.1	XP_018489599.1, XP_018437829.1, XP_018490269.1
OG0005822	XP_006408199.1	XP_018486724.1, XP_018489273.1, XP_018434648.1
OG0005823	XP_006408126.1	XP_018493322.1
OG0005824	XP_006408102.1	XP_018490624.1, XP_018485965.1
OG0005825	XP_006408099.1	XP_018465272.1, XP_018488546.1, XP_018491655.1
OG0005826	XP_006408069.1	XP_018485787.1
OG0005827	XP_006408014.1	XP_018492272.1, XP_018432610.1, XP_018489510.1
OG0005828	XP_006407968.2	XP_018492041.1, XP_018486726.1
OG0005829	XP_006407966.1	XP_018490004.1
OG0005830	XP_006407949.1	XP_018440489.1, XP_018492151.1, XP_018490398.1, XP_018490399.1
OG0005831	XP_006407929.1	XP_018486816.1, XP_018434620.1, XP_018434597.1
OG0005832	XP_006407909.1	XP_018437106.1, XP_018437113.1, XP_018486363.1, XP_018486365.1
OG0005833	XP_006407895.1	XP_018491532.1, XP_018486348.1, XP_018441939.1
OG0005834	XP_006407890.1	XP_018491716.1, XP_018488432.1
OG0005835	XP_006407882.1	XP_018486934.1, XP_018433258.1, XP_018491896.1
OG0005836	XP_006407870.1	XP_018491704.1, XP_018439557.1, XP_018491118.1
OG0005837	XP_006407844.2	XP_018441220.1, XP_018485508.1, XP_018487034.1, XP_018493078.1
OG0005838	XP_006407842.1	XP_018488998.1, XP_018462742.1, XP_018489065.1
OG0005839	XP_006407821.1	XP_018487056.1, XP_018487075.1, XP_018435319.1, XP_018437583.1
OG0005840	XP_006407760.1	XP_018486650.1, XP_018487215.1, XP_018487184.1
OG0005841	XP_006407700.2	XP_018489832.1, XP_018489482.1, XP_018437631.1
OG0005842	XP_006407686.1	XP_018491675.1
OG0005843	XP_006406839.1	XP_018465946.1, XP_018488592.1
OG0005844	XP_006407538.1	XP_018488902.1
OG0005845	XP_006407489.1	XP_018460974.1, XP_018490784.1
OG0005846	XP_006407480.1	XP_018437385.1, XP_018487472.1
OG0005847	XP_006407468.1	XP_018488518.1, XP_018465589.1, XP_018492560.1
OG0005848	XP_006407423.2	XP_018489587.1, XP_018437940.1, XP_018437943.1
OG0005849	XP_006407362.1	XP_018491213.1, XP_018463389.1
OG0005850	XP_006407297.1	XP_018490887.1, XP_018490888.1, XP_018492789.1
OG0005851	XP_006407287.1	XP_018436994.1, XP_018463983.1, XP_018488726.1
OG0005852	XP_024015720.1	XP_018490108.1, XP_018490193.1, XP_018438018.1
OG0005853	XP_006418725.1	XP_018489227.1
OG0005854	XP_006407237.1	XP_018433664.1, XP_018489000.1, XP_018488438.1
OG0005855	XP_006414482.1	XP_018471146.1, XP_018471148.1
OG0005856	XP_006407180.1	XP_018459553.1, XP_018489111.1, XP_018490834.1, XP_018439829.1
OG0005857	XP_024015465.1	XP_018488667.1, XP_018489370.1, XP_018459551.1
OG0005858	XP_006407123.1	XP_018440771.1, XP_018440811.1, XP_018490093.1
OG0005859	XP_006407120.1	XP_018490094.1
OG0005860	XP_006407113.1	XP_018440947.1, XP_018441887.1, XP_018490101.1, XP_018466101.1
OG0005861	XP_006407025.1	XP_018480810.1, XP_018491515.1, XP_018491538.1, XP_018464608.1
OG0005862	XP_006407022.1	XP_018438721.1, XP_018485992.1, XP_018485983.1, XP_018489340.1
OG0005863	XP_006406951.1	XP_018467091.1, XP_018466774.1, XP_018493334.1
OG0005864	XP_024015215.1	XP_018434654.1, XP_018434841.1, XP_018485915.1
OG0005865	XP_006406887.1	XP_018441717.1, XP_018440395.1
OG0005866	XP_006406857.1	XP_018487081.1, XP_018492997.1, XP_018442001.1, XP_018441147.1
OG0005867	XP_006406831.1	XP_018463819.1, XP_018489472.1, XP_018437159.1
OG0005868	XP_006403397.1	XP_018458005.1
OG0005869	XP_006406778.1	XP_018490016.1, XP_018441786.1, XP_018487150.1
OG0005870	XP_006406751.1	XP_018435143.1, XP_018438518.1
OG0005871	XP_006406720.1	XP_018486691.1, XP_018461062.1, XP_018488799.1, XP_018488778.1, XP_018488427.1
OG0005872	XP_024015486.1	XP_018433123.1, XP_018486353.1
OG0005873	XP_006406685.1	XP_018490870.1, XP_018440867.1
OG0005874	XP_024015601.1	XP_018492440.1, XP_018489180.1, XP_018489203.1
OG0005875	XP_006406638.1	XP_018441130.1, XP_018492982.1
OG0005876	XP_024015314.1	XP_018486978.1, XP_018485894.1
OG0005877	XP_006406605.1	XP_018434314.1, XP_018481269.1, XP_018459896.1
OG0005878	XP_006406575.1	XP_018487514.1, XP_018434307.1
