Orthogroup	Eutrema_salsugineum	Camelina_sativa
OG0010208	XP_006411737.1	XP_010437052.1, XP_010431901.1, XP_010446473.1
OG0010209	XP_006411747.1	XP_010446493.1, XP_010437067.1, XP_010431919.1
OG0010210	XP_006411770.1	XP_010431964.1, XP_010437090.1, XP_010446532.1
OG0010211	XP_006411776.1	XP_010446540.1, XP_010431960.1, XP_010437102.1
OG0010212	XP_006411781.1	XP_010437108.1, XP_010431955.1, XP_010446548.1
OG0010213	XP_024005262.1	XP_010431968.1, XP_010437114.1, XP_010446555.1
OG0010214	XP_006411813.1	XP_010431994.1, XP_010446566.1, XP_010437142.1, XP_010431993.1
OG0010215	XP_006411820.1	XP_019086383.1, XP_019087850.1, XP_019088851.1
OG0010216	XP_006411821.1	XP_010437151.1, XP_010432001.1, XP_010446595.1
OG0010217	XP_006411823.1	XP_010446596.1, XP_010437153.1
OG0010218	XP_006411850.1	XP_010446620.1, XP_010432028.1, XP_010437181.1
OG0010219	XP_006411856.1	XP_019086601.1, XP_019087040.1, XP_010446630.2
OG0010220	XP_006411863.1	XP_010432041.2, XP_010446638.1, XP_010437194.1
OG0010221	XP_006411879.1	XP_010432052.1, XP_010446651.1, XP_010437220.1
OG0010222	XP_006411889.1	XP_010444927.1, XP_010437230.1, XP_010432061.1, XP_010446660.1
OG0010223	XP_006411904.1	XP_010432069.1, XP_010437240.1, XP_010446675.1, XP_010446674.1
OG0010224	XP_024005746.1	XP_010446685.1, XP_010437247.1, XP_010432076.1
OG0010225	XP_006411924.1	XP_010437256.1, XP_019086374.1, XP_010446695.1
OG0010226	XP_006415013.1	XP_010435371.1, XP_010479980.1, XP_010496525.1
OG0010227	XP_006411965.1	XP_010432140.1, XP_010437309.1, XP_010446747.1
OG0010228	XP_006411987.1	XP_010432165.1, XP_010446777.1
OG0010229	XP_006411992.1	XP_019086925.1, XP_019089805.1, XP_010437335.1
OG0010230	XP_006412011.1	XP_010437358.1, XP_010446807.1, XP_010432182.1
OG0010231	XP_006412034.1	XP_010432204.1, XP_010437391.1, XP_010446840.1
OG0010232	XP_024004382.1	XP_010446877.1, XP_010432227.1, XP_010437421.1
OG0010233	XP_006412064.1	XP_010446882.1, XP_019088201.1, XP_019086874.1
OG0010234	XP_024004664.1	XP_010446962.1, XP_010432311.1, XP_010437502.1
OG0010235	XP_006412137.1	XP_010437508.1, XP_010432315.1, XP_010446965.1
OG0010236	XP_006412158.1	XP_010437530.1, XP_010447003.1, XP_010432344.1
OG0010237	XP_006412171.1	XP_010432364.1, XP_010447018.1, XP_010437549.1
OG0010238	XP_006412190.1	XP_010437570.1, XP_010447038.1, XP_010432380.1
OG0010239	XP_006412199.2	XP_010447046.1, XP_010437576.1, XP_010432388.1
OG0010240	XP_024005396.1	XP_010432403.1, XP_010447065.1, XP_010437601.1
OG0010241	XP_006412221.1	XP_010437609.1, XP_010432407.1, XP_010447070.1
OG0010242	XP_006412222.1	XP_010444969.2, XP_010447074.1, XP_010432409.1
OG0010243	XP_024005755.1	XP_010437616.1, XP_010432414.1, XP_010447081.1
OG0010244	XP_024008004.1	XP_010477994.1, XP_010460429.1, XP_010499155.1
OG0010245	XP_006412229.1	XP_010437620.1, XP_010447082.1, XP_010432417.1
OG0010246	XP_006412395.1	XP_010432621.1, XP_010447295.1, XP_010437811.1
OG0010247	XP_006412451.1	XP_010437885.1, XP_010432691.1, XP_010447366.1
OG0010248	XP_006412445.1	XP_010432685.1, XP_010447360.1, XP_010437876.1
OG0010249	XP_006412440.2	XP_010447355.1, XP_010432676.1
OG0010250	XP_024004428.1	XP_010447317.1, XP_010437830.1, XP_010432635.1
OG0010251	XP_006412407.1	XP_010432632.1, XP_010447315.1, XP_010437828.1
OG0010252	XP_006412394.1	XP_010432618.1, XP_010437808.1, XP_010447292.1
OG0010253	XP_006412391.1	XP_010447289.1
OG0010254	XP_006412383.1	XP_010437790.1, XP_010447271.1, XP_010447272.1, XP_010432599.1
OG0010255	XP_006412369.2	XP_010437776.1, XP_010447256.1, XP_010432577.1
OG0010256	XP_006412367.1	XP_010447248.1, XP_010437771.1, XP_010432572.1
OG0010257	XP_006412362.1	XP_010432568.1, XP_010447245.1, XP_010437766.1
OG0010258	XP_006412361.1	XP_010432567.1, XP_010437765.1, XP_010447244.1
OG0010259	XP_006412359.1	XP_010432563.1, XP_010437763.1, XP_010447241.1
OG0010260	XP_006412358.1	XP_010447240.1, XP_010437762.1, XP_010432562.1
OG0010261	XP_024004419.1	XP_019099891.1, XP_010447218.1
OG0010262	XP_006402108.1	XP_010442529.1, XP_010442105.1, XP_010482355.1
OG0010263	XP_006412293.2	XP_010437694.1, XP_010432490.1, XP_010447170.1
OG0010264	XP_006412286.1	XP_010437681.1, XP_019089286.1, XP_010432479.1
OG0010265	XP_006412509.1	XP_010447435.1, XP_010437949.1, XP_010454730.1, XP_010432768.1
OG0010266	XP_006412549.1	XP_010432810.1, XP_010437987.1, XP_010447548.1
OG0010267	XP_006412561.1	XP_010437999.1, XP_010432821.1
OG0010268	XP_006412564.1	XP_010438002.1, XP_010447537.1, XP_010432824.1
OG0010269	XP_006412581.1	XP_010447512.1, XP_010432847.1, XP_010438022.1
OG0010270	XP_006412583.1	XP_010447508.1, XP_010438025.1, XP_010432851.1
OG0010271	XP_006412584.1	XP_010438027.2, XP_010447507.1, XP_010432852.1
OG0010272	XP_006412593.1	XP_019088837.1, XP_010432864.1, XP_010447556.1
OG0010273	XP_006412600.1	XP_010432871.1, XP_010447580.1, XP_010438048.1
OG0010274	XP_006412743.1	XP_010438114.1, XP_010447649.1, XP_010432927.1
OG0010275	XP_024005219.1	XP_010432936.1, XP_010447656.1, XP_010438121.1
OG0010276	XP_006418815.2	XP_010513114.1, XP_010466772.1, XP_010488484.1
OG0010277	XP_006418809.1	XP_010466779.1, XP_010513150.1, XP_010488492.1
OG0010278	XP_006390627.1	XP_010416035.1, XP_010471303.1, XP_010428169.1
OG0010279	XP_006390643.1	XP_010416015.1, XP_010428148.1, XP_010471285.1, XP_010471286.1
OG0010280	XP_006390677.1	XP_010428111.1, XP_010471254.1, XP_010415973.1
OG0010281	XP_006390684.1	XP_010414849.1, XP_010471244.1, XP_010428092.1
OG0010282	XP_006390685.1	XP_010471243.1, XP_010414848.1, XP_010415953.1, XP_010428090.1
OG0010283	XP_006390708.1	XP_010428062.1, XP_010474289.1, XP_010415935.1
OG0010284	XP_006390712.1	XP_010471225.1, XP_010428056.1, XP_010415931.1, XP_010415929.1
OG0010285	XP_006390726.1	XP_010415914.1, XP_010471213.1, XP_010428046.1
OG0010286	XP_006416000.1	XP_010460217.1, XP_010477770.1, XP_010498967.1
OG0010287	XP_006415995.1	XP_010477773.1, XP_010460224.1, XP_010498970.1
OG0010288	XP_006415981.1	XP_010477790.1
OG0010289	XP_006415953.1	XP_010499001.1, XP_010477821.1, XP_010460269.1
OG0010290	XP_006415926.1	XP_010499037.1, XP_010460305.1, XP_010477850.1
OG0010291	XP_006415903.2	XP_010460339.1, XP_010499073.1, XP_010477885.1
OG0010292	XP_006415775.1	XP_019091968.1, XP_010499206.1, XP_010478056.1
OG0010293	XP_006396434.1	XP_010429456.1, XP_010422614.1, XP_010456054.1
OG0010294	XP_006396433.1	XP_010456055.1
OG0010295	XP_006396427.1	XP_010456065.1, XP_010422621.1, XP_010429375.1
OG0010296	XP_024009993.1, XP_006396414.1	XP_010429356.1, XP_010422626.1, XP_010456067.1
OG0010297	XP_006396422.1	XP_010429273.1, XP_010429285.1, XP_010422632.1, XP_010456976.1, XP_010456071.1
OG0010298	XP_006396410.1	XP_010456980.1, XP_010424668.1, XP_010429204.1
OG0010299	XP_006396404.1	XP_010422645.1, XP_010429125.1
OG0010300	XP_006396401.1	XP_010456092.1, XP_010429065.1, XP_010422649.1
OG0010301	XP_006405478.1	XP_010428847.1, XP_010456119.1, XP_010422682.1
OG0010302	XP_006395366.1	XP_010502835.1, XP_010514544.1, XP_010425622.1
OG0010303	XP_024009874.1	XP_010422694.1, XP_010456129.1, XP_010428671.1
OG0010304	XP_006396348.1	XP_010428353.1, XP_010422715.1
OG0010305	XP_006396347.1	XP_010428341.1, XP_010422717.1, XP_019089937.1
OG0010306	XP_006396344.1	XP_019085071.1, XP_010428315.1, XP_010456156.1, XP_010422720.1
OG0010307	XP_024010003.1	XP_010422762.2, XP_010427871.1, XP_010456201.1
OG0010308	XP_006396285.1	XP_010456229.1, XP_010427624.1, XP_010422786.1
OG0010309	XP_006396279.1	XP_010422800.1, XP_010427535.1, XP_010456234.1
OG0010310	XP_006396269.1	XP_010427357.1, XP_010419629.1
OG0010311	XP_006396263.1	XP_010427301.1, XP_010419618.1, XP_010456255.1
OG0010312	XP_006396262.1	XP_010456256.1, XP_010466626.1
OG0010313	XP_006396259.1	XP_010427239.1, XP_010456261.1, XP_010419609.1
OG0010314	XP_006396254.1	XP_010419601.1, XP_010427140.1, XP_010456270.1
OG0010315	XP_024010505.1	XP_010456281.1, XP_010427067.1, XP_010419591.1
OG0010316	XP_006396231.2	XP_010419563.1, XP_010456302.1, XP_010426845.1
OG0010317	XP_006418627.2, XP_006396222.1	XP_010451102.1, XP_010447626.1, XP_010432912.1, XP_010438089.1
OG0010318	XP_006404543.1	XP_010472079.1, XP_010416843.1, XP_010428995.1
OG0010319	XP_006404545.1	XP_010472085.1, XP_010416850.1, XP_010429001.1
OG0010320	XP_006415810.1	XP_010499168.1, XP_010460449.1, XP_010478007.1, XP_010480670.1
OG0010321	XP_006415882.1	XP_019099209.1, XP_010477902.1, XP_010460349.1
OG0010322	XP_006415895.1	XP_010499081.1, XP_010460369.1, XP_010477896.1
OG0010323	XP_006409815.2	XP_010501844.1, XP_019091279.1, XP_010434622.1
OG0010324	XP_024005208.1, XP_006413202.1	XP_010433514.1, XP_010448282.1, XP_010438768.1
OG0010325	XP_006413122.2	XP_010438676.1, XP_010448191.1, XP_010433422.1
OG0010326	XP_024004656.1	XP_010438674.1
OG0010327	XP_006413109.1	XP_010448178.1, XP_010438659.1, XP_010433407.1
OG0010328	XP_024005795.1	XP_010448150.1, XP_010433381.1, XP_010438629.1
OG0010329	XP_006413075.1	XP_010433371.1, XP_010438616.1, XP_010448135.1
OG0010330	XP_006413073.1	XP_010433366.1, XP_010448133.1, XP_010438613.1
OG0010331	XP_024005224.1	XP_010438606.1, XP_010433361.1
OG0010332	XP_006413066.2	XP_010438597.1, XP_010448121.1, XP_010433354.1
OG0010333	XP_006412995.1	XP_019089398.1, XP_019088554.1, XP_019086589.1
OG0010334	XP_006412984.1	XP_010438495.1, XP_010433250.1, XP_010448016.1
OG0010335	XP_006412978.1	XP_010433245.1, XP_010438489.1
OG0010336	XP_006412974.1	XP_010433240.1, XP_010438483.1, XP_010448001.1
OG0010337	XP_006395680.2	XP_010425170.1, XP_010502394.1, XP_010514142.1
OG0010338	XP_006395679.1	XP_010502395.1, XP_010514143.1
OG0010339	XP_006395669.2	XP_010502404.1, XP_010425181.1, XP_010514152.1
OG0010340	XP_006395641.1	XP_010425206.1, XP_010514178.1
OG0010343	XP_006416487.1	XP_010498383.1, XP_010477181.1
OG0010344	XP_006416350.1	XP_010477347.1, XP_010459785.1, XP_010498534.1
OG0010345	XP_006416105.1	XP_010501562.1, XP_010462858.1
OG0010346	XP_024008794.1	XP_010499112.1, XP_010460383.1, XP_010477929.1, XP_010497915.1
OG0010347	XP_024008661.1	XP_010460406.1, XP_010477975.1, XP_019095569.1, XP_010501603.1
OG0010350	XP_006393069.1	XP_010501954.1, XP_010481105.1, XP_010461955.1
OG0010351	XP_024006082.1	XP_010462268.2, XP_019095331.1, XP_019099519.1
OG0010352	XP_024005978.1	XP_010462292.1, XP_010501050.1, XP_010479966.1
OG0010360	XP_024006345.1, XP_006391170.1, XP_024010415.1	XP_010513652.1, XP_010415439.1
OG0010361	XP_006390655.1	XP_019093131.1, XP_019085321.1, XP_019083308.1
OG0010362	XP_006390532.1	XP_010471426.1, XP_010428291.1, XP_010416177.1
OG0010363	XP_006407810.1	XP_010464402.1, XP_010456509.1, XP_010486335.1
OG0010364	XP_006407326.1	XP_010486973.1, XP_010499078.1, XP_010465020.1
OG0010365	XP_006407150.1	XP_010487168.1, XP_010465265.1, XP_010501435.1
OG0010368	XP_006404681.1, XP_024014638.1	XP_010472215.1, XP_010416980.1, XP_010429139.1
OG0010369	XP_024014199.1	XP_010429168.1, XP_010472235.1, XP_010417005.1
OG0010371	XP_006404988.1, XP_006397301.1	XP_010472464.1, XP_010429436.1, XP_010417211.1
OG0010372	XP_024014058.1	XP_010417216.1, XP_010429443.1, XP_010472469.1
OG0010374	XP_006405206.1	XP_010472542.1, XP_010417312.1, XP_010429535.1
OG0010375	XP_024005596.1	XP_010414778.1, XP_010467722.1, XP_010489604.2, XP_010489602.1, XP_010489603.1, XP_010436352.1
OG0010376	XP_006410396.1	XP_010513122.1, XP_019101348.1, XP_010413968.1, XP_019100796.1, XP_010473885.1, XP_010418685.1
OG0010377	XP_006410761.2	XP_010505117.1
OG0010378	XP_024004164.1	XP_019100746.1
OG0010380	XP_006401093.2	XP_010517759.1
OG0010381	XP_006397887.1	XP_010507950.1, XP_010506717.1
OG0010382	XP_006395829.1	XP_010513930.1, XP_010502199.1, XP_010502192.1
OG0010383	XP_006395616.1	XP_010514214.1, XP_010502473.1, XP_010425246.1
OG0010384	XP_024007352.1	XP_010425544.1, XP_010514477.1, XP_010502771.1
OG0010385	XP_006395336.1	XP_010425665.1, XP_010502884.1, XP_010514601.1
OG0010386	XP_006404228.1	XP_010426360.1, XP_010503501.1
OG0010387	XP_024013806.1	XP_010426541.1, XP_010515367.1, XP_010503671.1
OG0010388	XP_006403712.2	XP_010504082.1, XP_010515815.1, XP_010426962.2
OG0010389	XP_006412254.1	XP_010516335.1, XP_010504650.1
OG0010390	XP_006399920.1	XP_010492209.1, XP_010453525.1, XP_010420033.1
OG0010391	XP_006400800.1	XP_019090085.1, XP_019097409.1
OG0010392	XP_006395039.1	XP_010421716.1, XP_010494125.1, XP_010455200.1
OG0010393	XP_006397048.1	XP_010470055.2, XP_010421968.1, XP_010436973.1, XP_010436935.1, XP_010421967.1, XP_010455450.1
OG0010394	XP_006412856.1	XP_019089479.1, XP_019086586.1, XP_019087781.1
OG0010395	XP_006413259.1	XP_010438823.1, XP_010433575.1, XP_010448353.1
OG0010396	XP_024005864.1	XP_010439068.1, XP_010433796.1, XP_010448589.1
OG0010400	XP_006414251.1	XP_010434694.1, XP_010440032.1
OG0010401	XP_006414728.1, XP_006412888.2	XP_010433144.1, XP_010433145.1, XP_010438359.1, XP_010447898.1
OG0010402	XP_006414745.1	XP_010450069.1, XP_010435157.1, XP_019087723.1, XP_010440497.1
OG0010405	XP_024014755.1	XP_019087694.1, XP_010436090.1, XP_010466480.1, XP_019086523.1
OG0010406	XP_006405321.1	XP_010436116.1, XP_010441332.1, XP_010447792.1
OG0010407	XP_006403331.1	XP_010481928.1, XP_010442103.1, XP_019087791.1, XP_010494249.1
OG0010410	XP_006395120.1	XP_010442331.1, XP_010482148.1, XP_010439694.1
OG0010411	XP_024015263.1	XP_019087608.1, XP_019085978.1
OG0010412	XP_006395072.1	XP_010442396.1, XP_010482211.1, XP_010440493.1
OG0010413	XP_006402209.1	XP_010482289.1, XP_010442467.1, XP_010441261.1
OG0010414	XP_024012298.1	XP_010482481.1, XP_010497644.1, XP_010443279.1, XP_010442648.1
OG0010415	XP_006401879.1	XP_010444203.1, XP_010442711.1, XP_010482546.1
OG0010416	XP_006401816.1	XP_010482614.1, XP_010442777.1, XP_010444954.1
OG0010417	XP_006401763.1	XP_010445402.1, XP_010482673.1, XP_010442845.1
OG0010419	XP_006393849.1	XP_010444783.1, XP_010484630.1, XP_010465327.1
OG0010421	XP_024003964.1	XP_019101003.1, XP_019100456.1
OG0010422	XP_024008982.1	XP_010499214.1, XP_010478070.1, XP_010460493.1
OG0010423	XP_006401726.1	XP_019091598.1, XP_019095771.1, XP_019087905.1
OG0010424	XP_024004450.1	XP_010436768.1
OG0010426	XP_006395316.1	XP_010514617.1, XP_010502905.1, XP_010425692.1
OG0010437	XP_006412701.1	XP_010447708.1, XP_010438174.1
OG0010438	XP_024005152.1	XP_010447704.1, XP_010432978.1, XP_010438169.1
OG0010439	XP_006412689.1	XP_010438161.1, XP_010432973.1, XP_010497295.1, XP_010447698.1
OG0010440	XP_006412688.1	XP_010447697.1, XP_010438157.1, XP_010432969.1
OG0010441	XP_006412679.1	XP_019088892.1, XP_019088696.1, XP_019086674.1
OG0010442	XP_006412672.1	XP_010447675.1, XP_010438136.1, XP_010432949.1
OG0010443	XP_006408801.1	XP_010472601.1, XP_010429588.1, XP_010417358.1
OG0010444	XP_006413579.1	XP_010439228.1, XP_010448772.1
OG0010445	XP_006418877.1	XP_010514986.1, XP_010426102.1, XP_010503277.1
OG0010446	XP_006404232.1	XP_010515182.1, XP_010503499.1, XP_010426358.1
OG0010447	XP_006404241.1	XP_010515174.1, XP_010503491.1, XP_010426350.1
OG0010448	XP_024013629.1	XP_019102291.1, XP_019100213.1, XP_010426342.1
OG0010449	XP_006404266.1	XP_010426329.1, XP_010515156.1, XP_010503466.1
OG0010450	XP_006404312.1	XP_010426268.1, XP_010503418.1, XP_010515108.1
OG0010451	XP_006404291.1	XP_010515128.1, XP_010503439.1, XP_010426284.1
OG0010452	XP_024013824.1	XP_019085529.1, XP_019101878.1, XP_019100236.1
OG0010453	XP_006404335.1	XP_010503390.1, XP_010515089.1, XP_010426234.1
OG0010454	XP_006398498.1	XP_010424846.1, XP_010506873.1
OG0010455	XP_006395860.1	XP_010424944.1, XP_019099975.1, XP_010513898.1, XP_019099976.1
OG0010456	XP_006395801.1	XP_010424999.1, XP_010502233.1, XP_010513997.1
OG0010457	XP_006395826.1	XP_010424991.1, XP_010513948.1, XP_010496875.1
OG0010458	XP_024007551.1	XP_010424955.1, XP_010496989.1, XP_010513911.1
OG0010459	XP_006405496.1	XP_010441189.1, XP_010450664.1, XP_010435896.1
OG0010460	XP_006405503.1	XP_010435909.1, XP_010441172.1, XP_010450676.1
OG0010461	XP_006400351.1	XP_010492800.1, XP_010420545.1
OG0010462	XP_006400327.1	XP_010420514.1, XP_010492749.1
OG0010463	XP_006400322.1	XP_010492745.1, XP_010420507.1, XP_010453980.1
OG0010464	XP_006400304.1	XP_010453961.1, XP_010420493.1, XP_010492722.1
OG0010465	XP_024011612.1	XP_010453951.1, XP_010420479.1, XP_010492709.1
OG0010466	XP_024012483.1	XP_019098083.1, XP_019097371.1, XP_010420475.1, XP_010453948.1
OG0010467	XP_024012175.1	XP_010420455.1, XP_010492693.1, XP_010453930.1
OG0010468	XP_006400271.1	XP_010420448.1, XP_010453923.1, XP_010492684.1
OG0010469	XP_006400252.1	XP_010420427.1, XP_010492664.1, XP_010453905.1
OG0010470	XP_006417869.1	XP_010457843.1, XP_010486811.1, XP_010475441.1
OG0010471	XP_006400213.1	XP_010420374.1, XP_010453837.1, XP_019097247.1
OG0010472	XP_024011764.1	XP_010420369.1, XP_010453830.1, XP_010492581.1
OG0010473	XP_006400190.1	XP_010492562.1, XP_010453816.1, XP_010420345.1, XP_010456550.1
OG0010474	XP_006400188.1	XP_010492559.1, XP_019084750.1, XP_010453809.1
OG0010475	XP_006400176.1	XP_010492537.1, XP_010420327.1, XP_010453798.1, XP_010453797.1
OG0010476	XP_006400150.1	XP_010453773.1, XP_010420298.1, XP_010492498.1
OG0010477	XP_006400147.1	XP_010492495.1, XP_010453768.1, XP_010420295.1
OG0010478	XP_006400138.1	XP_010492478.1, XP_010453761.1, XP_010420283.1
OG0010479	XP_024003697.1	XP_010516636.1, XP_010509707.1, XP_019101316.1, XP_019099744.1
OG0010480	XP_024012337.1	XP_010453680.1, XP_010420201.1, XP_010492380.1
OG0010481	XP_006400063.1	XP_010453678.1, XP_010420198.1, XP_019097707.1
OG0010482	XP_006400028.1	XP_019090051.1, XP_010492334.1, XP_010420162.1
OG0010483	XP_006400007.2	XP_010456537.1, XP_010495196.1
OG0010485	XP_006399987.1	XP_010492286.1, XP_010453602.1, XP_010420124.1
OG0010486	XP_006399984.1	XP_010453599.1
OG0010487	XP_006399977.1	XP_010453592.1, XP_010420109.1, XP_010492276.1
OG0010488	XP_006414836.1	XP_010450143.1, XP_010450122.1
OG0010489	XP_006399946.1	XP_010426097.1, XP_010514983.1, XP_010503270.1
OG0010490	XP_006399893.2	XP_010453494.1, XP_010492173.2, XP_010420000.2
OG0010491	XP_006399879.1	XP_010453484.1, XP_010419990.1, XP_010492161.1
OG0010492	XP_006399878.1	XP_010492160.1, XP_010419985.1, XP_010453482.1
OG0010493	XP_024012192.1, XP_024009696.1	XP_010419983.1, XP_010453478.1, XP_010492156.1
OG0010494	XP_006399866.1	XP_010453459.1, XP_019090380.1, XP_010453464.2, XP_010419967.1, XP_010492143.1
OG0010495	XP_006399862.2	XP_010453455.1, XP_019097322.1, XP_010419961.1
OG0010496	XP_006399845.1	XP_010453430.1, XP_010419936.1, XP_010492111.1
OG0010497	XP_006399837.1	XP_010453420.1, XP_010419924.1, XP_010492098.1
OG0010498	XP_024012630.1	XP_010419885.1, XP_010453377.1, XP_010492066.1
OG0010499	XP_006399808.1	XP_010419884.1, XP_010492065.1, XP_010453376.1
OG0010500	XP_006399785.1	XP_010419861.1, XP_010453351.1
OG0010501	XP_006399776.1	XP_010453340.1, XP_019090046.1, XP_010419849.1, XP_010492026.1
OG0010503	XP_006399772.1	XP_010492018.1, XP_010453333.1, XP_010419842.1
OG0010504	XP_006390882.1	XP_010482024.1, XP_010482020.1, XP_019087789.1, XP_010496077.1
OG0010505	XP_024012339.1	XP_010419818.1, XP_010453294.1
OG0010506	XP_024012243.1	XP_010491981.1, XP_010453290.1, XP_010419813.1
OG0010507	XP_006399730.1	XP_010419795.1, XP_010491968.1, XP_010453276.1
OG0010508	XP_006399727.2	XP_010419793.1, XP_019089906.1, XP_010491966.1
OG0010509	XP_006399698.1	XP_010495160.1, XP_010424065.1
OG0010510	XP_006399696.1	XP_010491932.2, XP_010453238.2, XP_010419763.2
OG0010511	XP_006399683.1	XP_010453219.1, XP_010491914.1, XP_010419752.1
OG0010512	XP_006399662.1	XP_010491888.1, XP_010419728.1, XP_010456493.2
OG0010513	XP_006399657.1	XP_019083774.1, XP_019090010.1, XP_010491886.1
OG0010514	XP_006399652.1	XP_010491878.1, XP_010419717.1
OG0010515	XP_006399616.1	XP_010491811.1, XP_010419669.1
OG0010516	XP_006399590.1	XP_010419649.1, XP_010491786.1, XP_010453129.1
OG0010517	XP_006399587.1	XP_010419645.1, XP_010453125.1
OG0010518	XP_006403366.2	XP_010453123.2, XP_010491775.1, XP_010419642.1
OG0010519	XP_006399539.1	XP_010491712.1, XP_010453068.1, XP_010422842.1
OG0010520	XP_006399535.1	XP_010453064.1, XP_010491709.1, XP_010422846.1, XP_010456745.1
OG0010521	XP_024011456.1	XP_010491698.1
OG0010522	XP_006399500.2	XP_010453031.1, XP_010422893.1, XP_010491663.1
OG0010523	XP_006399467.1	XP_019084437.1, XP_010452984.1, XP_019098449.1, XP_010491627.1
OG0010524	XP_006399458.1	XP_010491614.1, XP_019090312.1, XP_019084628.1
OG0010525	XP_006399438.1	XP_010422969.1, XP_010491598.1
OG0010526	XP_006399427.1	XP_010491578.1, XP_010452940.1, XP_010422978.1
OG0010527	XP_006399420.1	XP_010491570.1, XP_010452933.1, XP_010422985.1
OG0010528	XP_024012548.1, XP_006418592.1	XP_010422990.1, XP_010452926.1, XP_010491563.1
OG0010529	XP_006418581.1	XP_010488677.1, XP_010466991.1, XP_010514429.1
OG0010530	XP_006406612.1	XP_010510550.1, XP_010488194.1, XP_010466431.1
OG0010531	XP_006399347.1	XP_010491486.1, XP_010424721.1, XP_010452846.1
OG0010532	XP_006399345.1	XP_010452843.1, XP_010423077.1, XP_010491483.1
OG0010533	XP_024011637.1	XP_010423093.1, XP_010452833.1, XP_010491480.1
OG0010534	XP_006399332.1	XP_010452824.1, XP_010423098.1, XP_010491473.1
OG0010535	XP_024011634.1	XP_010423095.1, XP_010491474.1, XP_019090634.1
OG0010536	XP_006399291.1	XP_019084466.1, XP_019097611.1, XP_019090607.1
OG0010537	XP_006399281.1	XP_010491418.1, XP_010452767.1, XP_010423154.1
OG0010538	XP_006399261.1	XP_010423170.1, XP_010452746.1
OG0010539	XP_024011353.1	XP_010423187.1, XP_010491381.1, XP_010452730.1
OG0010540	XP_006396517.1	XP_010455944.1, XP_010422518.1, XP_019089046.1
OG0010541	XP_006396520.1	XP_010455955.1, XP_010430544.1, XP_010422515.1
OG0010542	XP_006396526.1	XP_010430592.1, XP_019090371.1, XP_010422511.1
OG0010543	XP_024010148.1	XP_010422497.1, XP_010456963.1, XP_010430725.1
OG0010544	XP_006396543.1	XP_010455976.1, XP_010430745.1, XP_010422493.1
OG0010545	XP_006396544.1	XP_019089108.1, XP_010455975.1, XP_010422495.1
OG0010546	XP_006396547.1	XP_010455977.1, XP_010430752.1
OG0010547	XP_006396556.1	XP_010422479.1, XP_010430819.1, XP_010455908.1
OG0010548	XP_006396559.1	XP_010422476.1, XP_010455906.1, XP_010430933.1, XP_010467272.1
OG0010549	XP_006413340.1	XP_010433684.1, XP_010438936.1, XP_010448477.1
OG0010550	XP_006413345.1	XP_010433692.1, XP_010448487.1, XP_010438931.1
OG0010552	XP_024005500.1	XP_010438966.1, XP_019086477.1, XP_010448517.1
OG0010553	XP_006408603.1	XP_010468152.1, XP_010418991.1
OG0010554	XP_024016011.1	XP_010473085.1, XP_010417839.1, XP_010510837.1
OG0010555	XP_006408584.1	XP_010510824.1, XP_010473092.1
OG0010556	XP_024016053.1	XP_010513310.1, XP_010419413.1, XP_010474533.1
OG0010557	XP_006409730.1	XP_010510774.1, XP_010417889.1, XP_010473128.1
OG0010558	XP_006409752.1	XP_010510746.1, XP_010510749.1, XP_010417918.1, XP_010473158.1
OG0010559	XP_006409783.1	XP_010473169.1, XP_010417925.1, XP_010510731.1
OG0010560	XP_024016846.1	XP_010417929.1, XP_010510726.1
OG0010561	XP_006409794.1	XP_010510720.1, XP_010473181.1, XP_010417935.1
OG0010562	XP_006409807.1	XP_019101477.1, XP_019082843.1, XP_019093869.1
OG0010563	XP_024004277.1	XP_010470129.1, XP_010510676.1, XP_010414581.1
OG0010564	XP_006409850.1	XP_010470120.1, XP_010414575.1, XP_010510667.1, XP_010510664.1
OG0010565	XP_006409861.1	XP_010510632.1, XP_010414535.1, XP_010470094.1
OG0010566	XP_006409870.2	XP_010510621.1, XP_010470079.1, XP_010414523.1
OG0010567	XP_006409890.1	XP_010510609.1, XP_010414500.1, XP_010470064.1
OG0010568	XP_006409925.1	XP_010510565.1, XP_010414466.1
OG0010569	XP_006409964.1	XP_010414413.1, XP_010510522.1, XP_010469983.1
OG0010570	XP_006409968.1	XP_019101448.1, XP_010469978.1, XP_019083068.1
OG0010571	XP_006410013.1	XP_010510477.1, XP_010414373.1, XP_010469940.1
OG0010572	XP_006410038.1	XP_010414333.1, XP_010510428.1, XP_010469914.1
OG0010573	XP_006410140.1	XP_010418763.1, XP_010469880.2, XP_010513216.1
OG0010574	XP_006410149.2	XP_010510354.1, XP_019093073.1
OG0010575	XP_006410170.1	XP_010510304.1, XP_010469812.1
OG0010576	XP_006404661.1	XP_019085683.1, XP_010416967.1, XP_010472199.1
OG0010577	XP_006410194.1	XP_010418746.1, XP_010473940.1, XP_010513187.1
OG0010578	XP_024004300.1	XP_010414194.1, XP_010469779.1, XP_010510265.1
OG0010579	XP_006410223.1	XP_010469769.1, XP_010510253.1
OG0010580	XP_006410251.1	XP_010469748.1, XP_010510225.1, XP_010414168.1
OG0010581	XP_006410252.1	XP_019094036.1, XP_010510224.1, XP_010414167.1
