Orthogroup	Eutrema_salsugineum	Conringia_planisiliqua
OG0010232	XP_024004382.1	CP5_g429_DN3_SP8_c.t1
OG0010233	XP_006412064.1	CP5_g435_DN3_SP5_c.t1
OG0010235	XP_006412137.1	CP5_g492_DN3_SP8_c.t1
OG0010236	XP_006412158.1	CP5_g506_DN3_SP8_c.t1
OG0010237	XP_006412171.1	CP5_g517_DN3_SP0_c.t1
OG0010238	XP_006412190.1	CP5_g535_DN3_SP7_c.t1
OG0010239	XP_006412199.2	CP5_g541_DN3_SP8_c.t1
OG0010240	XP_024005396.1	CP5_g554_DN3_SP0_c.t1
OG0010241	XP_006412221.1	CP5_g558_DN3_SP8_c.t1
OG0010242	XP_006412222.1	CP5_g559_DN3_SP4_c.t1
OG0010243	XP_024005755.1	CP5_g563_DN3_SP1_c.t1
OG0010244	XP_024008004.1	CP7_g45187_DN3_SP3_c.t1
OG0010245	XP_006412229.1	CP5_g565_DN3_SP0_c.t1
OG0010246	XP_006412395.1	CP5_g705_DN3_SP8_c.t1
OG0010247	XP_006412451.1	CP5_g748_DN3_SP8_c.t1
OG0010248	XP_006412445.1	CP5_g742_DN3_SP1_c.t1
OG0010249	XP_006412440.2	CP5_g738_DN3_SP7_c.t1
OG0010250	XP_024004428.1	CP5_g716_DN3_SP8_c.t1
OG0010251	XP_006412407.1	CP5_g714_DN3_SP3_c.t1
OG0010252	XP_006412394.1	CP5_g704_DN3_SP8_c.t1
OG0010253	XP_006412391.1	CP5_g701_DN3_SP8_c.t1
OG0010254	XP_006412383.1	CP5_g694_DN3_SP4_c.t1
OG0010255	XP_006412369.2	CP5_g684_DN3_SP6_c.t1
OG0010256	XP_006412367.1	CP5_g682_DN3_SP0_c.t1
OG0010257	XP_006412362.1	CP5_g677_DN3_SP8_c.t1
OG0010258	XP_006412361.1	CP5_g676_DN3_SP4_c.t1
OG0010259	XP_006412359.1	CP5_g674_DN3_SP8_c.t1
OG0010260	XP_006412358.1	CP5_g673_DN3_SP0_c.t1
OG0010261	XP_024004419.1	CP12_g30781_DN3_SP0_c.t1
OG0010262	XP_006402108.1	CP8_g52864_DN3_SP5_c.t1
OG0010263	XP_006412293.2	CP5_g621_DN3_SP8_c.t1
OG0010264	XP_006412286.1	CP5_g616_DN3_SP2_c.t1
OG0010265	XP_006412509.1	CP5_g789_DN3_SP8_c.t1
OG0010266	XP_006412549.1	CP5_g818_DN3_SP0_c.t1
OG0010267	XP_006412561.1	CP5_g827_DN3_SP8_c.t1
OG0010268	XP_006412564.1	CP5_g829_DN3_SP0_c.t1
OG0010269	XP_006412581.1	CP5_g844_DN3_SP3_c.t1
OG0010270	XP_006412583.1	CP5_g846_DN3_SP0_c.t1
OG0010271	XP_006412584.1	CP5_g847_DN3_SP7_c.t1
OG0010272	XP_006412593.1	CP5_g855_DN3_SP1_c.t1
OG0010273	XP_006412600.1	CP5_g861_DN3_SP0_c.t1
OG0010274	XP_006412743.1	CP5_g988_DN3_SP2_c.t1, CP5_g909_DN2_SP0_c.t1
OG0010275	XP_024005219.1	CP5_g912_DN2_SP8_c.t1
OG0010276	XP_006418815.2	CP12_g30796_DN3_SP7_c.t1
OG0010277	XP_006418809.1	CP12_g30792_DN3_SP3_c.t1
OG0010278	XP_006390627.1	CP9_g28911_DN2_SP0_c.t1
OG0010281	XP_006390684.1	CP9_g28856_DN3_SP1_c.t1
OG0010282	XP_006390685.1	CP9_g28855_DN3_SP0_c.t1
OG0010283	XP_006390708.1	CP9_g28829_DN3_SP7_c.t1
OG0010284	XP_006390712.1	CP9_g28823_DN3_SP2_c.t1
OG0010285	XP_006390726.1	CP9_g28813_DN3_SP8_c.t1
OG0010287	XP_006415995.1	CP7_g45344_DN3_SP0_c.t1
OG0010288	XP_006415981.1	CP7_g45331_DN3_SP8_c.t1
OG0010289	XP_006415953.1	CP7_g45310_DN3_SP3_c.t1
OG0010290	XP_006415926.1	CP7_g45285_DN3_SP8_c.t1
OG0010292	XP_006415775.1	CP7_g45149_DN3_SP3_c.t1
OG0010293	XP_006396434.1	CP11_g32082_DN3_SP3_c.t1
OG0010294	XP_006396433.1	CP11_g32083_DN3_SP8_c.t1
OG0010295	XP_006396427.1	CP11_g32087_DN3_SP0_c.t1
OG0010296	XP_024009993.1, XP_006396414.1	CP11_g32089_DN3_SP8_c.t1
OG0010297	XP_006396422.1	CP11_g32097_DN2_SP0_c.t1
OG0010298	XP_006396410.1	CP10_g43550_DN3_SP0_c.t1, CP11_g32107_DN3_SP0_c.t1
OG0010299	XP_006396404.1	CP11_g32113_DN3_SP8_c.t1
OG0010300	XP_006396401.1	CP11_g32116_DN3_SP8_c.t1
OG0010301	XP_006405478.1	CP11_g32137_DN3_SP2_c.t1
OG0010302	XP_006395366.1	CP13_g19197_DN3_SP0_c.t1
OG0010303	XP_024009874.1	CP11_g32152_DN3_SP7_c.t1
OG0010304	XP_006396348.1	CP8_g54534_DN3_SP0_c.t1
OG0010305	XP_006396347.1	CP8_g54535_DN3_SP2_c.t1
OG0010306	XP_006396344.1	CP8_g54539_DN3_SP6_c.t1
OG0010307	XP_024010003.1	CP8_g54576_DN3_SP4_c.t1
OG0010308	XP_006396285.1	CP8_g54598_DN3_SP6_c.t1
OG0010309	XP_006396279.1	CP8_g54602_DN3_SP8_c.t1
OG0010310	XP_006396269.1	CP8_g54612_DN3_SP8_c.t1
OG0010311	XP_006396263.1	CP8_g54621_DN3_SP0_c.t1
OG0010312	XP_006396262.1	CP8_g54622_DN3_SP8_c.t1
OG0010313	XP_006396259.1	CP8_g54624_DN3_SP1_c.t1
OG0010314	XP_006396254.1	CP8_g54628_DN3_SP8_c.t1
OG0010315	XP_024010505.1	CP8_g54636_DN3_SP0_c.t1
OG0010316	XP_006396231.2	CP8_g54652_DN1_SP0_c.t1
OG0010317	XP_006418627.2, XP_006396222.1	CP8_g54662_DN3_SP7_c.t1
OG0010318	XP_006404543.1	CP16_g54730_DN3_SP8_c.t1
OG0010319	XP_006404545.1	CP16_g54734_DN3_SP2_c.t1
OG0010320	XP_006415810.1	CP7_g45180_DN3_SP6_c.t1
OG0010321	XP_006415882.1	CP7_g45241_DN3_SP8_c.t1
OG0010322	XP_006415895.1	CP7_g45256_DN3_SP8_c.t1
OG0010323	XP_006409815.2	CP4_g25962_DN3_SP8_c.t1
OG0010324	XP_024005208.1, XP_006413202.1	CP19_g18004_DN3_SP8_c.t1
OG0010325	XP_006413122.2	CP5_g1314_DN3_SP4_c.t1
OG0010326	XP_006413121.1	CP5_g1313_DN3_SP7_c.t1
OG0010327	XP_006413109.1	CP5_g1301_DN3_SP7_c.t1
OG0010328	XP_024005795.1	CP5_g1280_DN3_SP0_c.t1
OG0010329	XP_006413075.1	CP5_g1268_DN3_SP8_c.t1
OG0010330	XP_006413073.1	CP5_g1263_DN3_SP8_c.t1
OG0010331	XP_024005224.1	CP5_g1260_DN3_SP8_c.t1
OG0010332	XP_006413066.2	CP5_g1255_DN3_SP0_c.t1
OG0010333	XP_006412995.1	CP5_g1194_DN2_SP0_c.t1
OG0010334	XP_006412984.1	CP5_g1183_DN3_SP0_c.t1
OG0010335	XP_006412978.1	CP5_g1176_DN3_SP0_c.t1
OG0010337	XP_006395680.2	CP13_g19484_DN3_SP8_c.t1
OG0010338	XP_006395679.1	CP13_g19482_DN3_SP8_c.t1
OG0010339	XP_006395669.2	CP13_g19471_DN3_SP0_c.t1
OG0010340	XP_006395641.1	CP13_g19448_DN3_SP0_c.t1
OG0010343	XP_006416487.1	CP7_g45797_DN3_SP5_c.t1, CP9_g28822_DN3_SP0_c.t1
OG0010344	XP_006416350.1	CP7_g45677_DN3_SP4_c.t1
OG0010345	XP_006416105.1	CP7_g45455_DN3_SP0_c.t1
OG0010346	XP_024008794.1	CP7_g45230_DN2_SP0_c.t1
OG0010347	XP_024008661.1	CP7_g45205_DN3_SP1_c.t1
OG0010350	XP_006393069.1	CP1_g37998_DN2_SP7_c.t1
OG0010352	XP_024005978.1	CP7_g46305_DN3_SP4_c.t1
OG0010354	XP_006415165.1	CP2_g49273_DN3_SP3_c.t1, CP2_g49272_DN3_SP0_c.t1
OG0010354	XP_006392165.2	CP2_g49270_DN3_SP1_c.t1, CP2_g49274_DN3_SP2_c.t1
OG0010356	XP_006397514.2	CP4_g24382_DN3_SP1_c.t1
OG0010359	XP_006408222.1	CP10_g42410_DN3_SP0_c.t1
OG0010360	XP_024006345.1, XP_006391170.1, XP_024010415.1	CP9_g28395_DN3_SP0_c.t1
OG0010361	XP_006390655.1	CP9_g28884_DN3_SP0_c.t1
OG0010362	XP_006390532.1	CP9_g28999_DN3_SP5_c.t1
OG0010363	XP_006407810.1	CP10_g42778_DN3_SP1_c.t1
OG0010364	XP_006407326.1	CP10_g43207_DN3_SP0_c.t1
OG0010365	XP_006407150.1	CP10_g43357_DN2_SP0_c.t1
OG0010368	XP_024014638.1	CP16_g54848_DN2_SP8_c.t1
OG0010369	XP_024014199.1	CP16_g54877_DN3_SP0_c.t1
OG0010371	XP_006404988.1, XP_006397301.1	CP16_g55134_DN3_SP0_c.t1
OG0010372	XP_024014058.1	CP16_g55139_DN3_SP8_c.t1
OG0010374	XP_006405206.1	CP16_g55321_DN3_SP0_c.t1
OG0010377	XP_006410761.2	CP4_g25148_DN3_SP0_c.t1
OG0010378	XP_024004164.1	CP3_g13906_DN1_SP0_c.t1
OG0010380	XP_006401093.2	CP8_g53972_DN3_SP0_c.t1
OG0010381	XP_006397887.1	CP9_g28800_DN3_SP0_c.t1
OG0010382	XP_006395829.1	CP13_g19617_DN3_SP1_c.t1
OG0010383	XP_006395616.1	CP13_g19419_DN3_SP0_c.t1
OG0010384	XP_024007352.1	CP13_g19242_DN2_SP3_c.t1
OG0010385	XP_006395336.1	CP13_g19161_DN3_SP0_c.t1
OG0010386	XP_006404228.1	CP3_g14512_DN3_SP2_c.t1
OG0010387	XP_024013806.1	CP3_g14373_DN3_SP0_c.t1
OG0010388	XP_006403712.2	CP3_g14034_DN2_SP0_c.t1
OG0010389	XP_006412254.1	CP5_g587_DN3_SP5_c.t1
OG0010390	XP_006399920.1	CP11_g32556_DN2_SP0_c.t1
OG0010391	XP_006400800.1	CP8_g54110_DN3_SP0_c.t1
OG0010392	XP_006395039.1	CP2_g48670_DN3_SP1_c.t1
OG0010395	XP_006413259.1	CP19_g18052_DN3_SP1_c.t1
OG0010396	XP_024005864.1	CP19_g18227_DN3_SP6_c.t1
OG0010400	XP_006414246.1	CP6_g7104_DN3_SP0_c.t1
OG0010400	XP_006414251.1	CP6_g7109_DN2_SP0_c.t1
OG0010402	XP_006414745.1	CP6_g7528_DN3_SP8_c.t1
OG0010405	XP_024014755.1	CP19_g17887_DN3_SP5_c.t1
OG0010406	XP_006405321.1	CP19_g17857_DN3_SP0_c.t1
OG0010407	XP_006403331.1	CP13_g20461_DN3_SP0_c.t1
OG0010409	XP_006395184.1	CP2_g48787_DN3_SP0_c.t1
OG0010410	XP_006395120.1	CP2_g48747_DN3_SP0_c.t1
OG0010412	XP_006395072.1	CP2_g48700_DN3_SP0_c.t1, CP6_g8274_DN2_SP0_c.t1
OG0010413	XP_006402209.1	CP8_g52188_DN3_SP0_c.t1
OG0010414	XP_024012298.1	CP8_g53047_DN3_SP8_c.t1
OG0010415	XP_006401879.1	CP8_g53142_DN2_SP0_c.t1
OG0010416	XP_006401816.1	CP8_g53201_DN3_SP0_c.t1
OG0010417	XP_006401763.1	CP8_g53243_DN3_SP8_c.t1
OG0010419	XP_006393849.1	CP2_g47576_DN3_SP0_c.t1
OG0010421	XP_024005668.1	CP6_g7189_DN2_SP0_c.t1
OG0010421	XP_024003964.1	CP4_g25165_DN2_SP0_c.t1
OG0010422	XP_024008982.1	CP7_g45145_DN2_SP2_c.t1
OG0010423	XP_006401726.1	CP8_g53290_DN3_SP7_c.t1
OG0010426	XP_006395316.1	CP13_g19146_DN2_SP0_c.t1
OG0010437	XP_006412701.1	CP5_g949_DN3_SP7_c.t1
OG0010438	XP_024005152.1	CP5_g946_DN3_SP8_c.t1
OG0010439	XP_006412689.1	CP5_g943_DN3_SP2_c.t1
OG0010440	XP_006412688.1	CP5_g941_DN3_SP5_c.t1
OG0010441	XP_006412679.1	CP5_g932_DN3_SP8_c.t1
OG0010442	XP_006412672.1	CP5_g924_DN3_SP8_c.t1
OG0010443	XP_006408801.1	CP16_g55721_DN3_SP8_c.t1
OG0010444	XP_006413579.1	CP19_g18362_DN3_SP8_c.t1
OG0010445	XP_006418877.1	CP3_g14740_DN3_SP7_c.t1
OG0010446	XP_006404232.1	CP3_g14514_DN3_SP8_c.t1
OG0010447	XP_006404241.1	CP3_g14523_DN3_SP8_c.t1
OG0010448	XP_024013629.1	CP3_g14537_DN3_SP5_c.t1
OG0010449	XP_006404266.1	CP3_g14546_DN3_SP2_c.t1
OG0010450	XP_006404312.1	CP3_g14589_DN3_SP1_c.t1
OG0010451	XP_006404291.1	CP3_g14571_DN3_SP5_c.t1
OG0010452	XP_024013824.1	CP3_g14567_DN3_SP6_c.t1
OG0010453	XP_006404335.1	CP3_g14612_DN3_SP8_c.t1
OG0010454	XP_006398498.1	CP13_g19700_DN3_SP6_c.t1
OG0010455	XP_006395860.1	CP13_g19643_DN3_SP0_c.t1
OG0010457	XP_006395826.1	CP13_g19612_DN3_SP0_c.t1
OG0010458	XP_024007551.1	CP13_g19628_DN3_SP8_c.t1
OG0010459	XP_006405496.1	CP5_g1373_DN3_SP8_c.t1, CP5_g3192_DN2_SP0_c.t1
OG0010460	XP_006405503.1	CP5_g1382_DN3_SP1_c.t1
OG0010461	XP_006400351.1	CP11_g32167_DN2_SP0_c.t1
OG0010462	XP_006400327.1	CP11_g32189_DN3_SP3_c.t1
OG0010463	XP_006400322.1	CP11_g32194_DN3_SP0_c.t1
OG0010464	XP_006400304.1	CP11_g32209_DN3_SP8_c.t1
OG0010465	XP_024011612.1	CP11_g32218_DN3_SP8_c.t1
OG0010466	XP_024012483.1	CP11_g32222_DN2_SP0_c.t1
OG0010467	XP_024012175.1	CP11_g32232_DN3_SP8_c.t1
OG0010468	XP_006400271.1	CP11_g32239_DN3_SP0_c.t1
OG0010469	XP_006400252.1	CP11_g32253_DN3_SP4_c.t1
OG0010470	XP_006417869.1	CP1_g36977_DN3_SP0_c.t1
OG0010471	XP_006400213.1	CP11_g32295_DN3_SP0_c.t1
OG0010472	XP_024011764.1	CP11_g32301_DN3_SP0_c.t1
OG0010473	XP_006400190.1	CP11_g32318_DN3_SP6_c.t1
OG0010475	XP_006400176.1	CP11_g32334_DN3_SP3_c.t1
OG0010476	XP_006400150.1	CP11_g32354_DN3_SP1_c.t1
OG0010477	XP_006400147.1	CP11_g32356_DN3_SP0_c.t1
OG0010478	XP_006400138.1	CP11_g32367_DN3_SP4_c.t1
OG0010480	XP_024012337.1	CP11_g32426_DN3_SP8_c.t1
OG0010481	XP_006400063.1	CP11_g32428_DN3_SP0_c.t1
OG0010482	XP_006400028.1	CP11_g32460_DN3_SP1_c.t1
OG0010485	XP_006399987.1	CP11_g32494_DN3_SP0_c.t1
OG0010486	XP_006399984.1	CP11_g32497_DN3_SP4_c.t1
OG0010487	XP_006399977.1	CP11_g32503_DN3_SP8_c.t1
OG0010488	XP_006414836.1	CP6_g7595_DN3_SP1_c.t1, CP21_g11013_DN3_SP1_c.t1
OG0010489	XP_006399946.1	CP11_g32532_DN2_SP0_c.t1
OG0010490	XP_006399893.2	CP11_g32579_DN2_SP1_c.t1
OG0010491	XP_006399879.1	CP11_g32590_DN3_SP0_c.t1
OG0010492	XP_006399878.1	CP11_g32591_DN3_SP2_c.t1
OG0010493	XP_024012192.1	CP11_g32592_DN3_SP2_c.t1
OG0010494	XP_006399866.1	CP11_g32600_DN3_SP7_c.t1
OG0010495	XP_006399862.2	CP11_g32604_DN3_SP1_c.t1
OG0010496	XP_006399845.1	CP11_g32617_DN3_SP5_c.t1
OG0010497	XP_006399837.1	CP11_g32623_DN3_SP3_c.t1
OG0010498	XP_024012630.1	CP11_g32646_DN3_SP1_c.t1
OG0010499	XP_006399808.1	CP11_g32647_DN3_SP8_c.t1
OG0010500	XP_006399785.1	CP11_g32666_DN3_SP7_c.t1
OG0010501	XP_006399776.1	CP11_g32675_DN3_SP5_c.t1
OG0010503	XP_006399772.1	CP11_g32680_DN3_SP0_c.t1
OG0010504	XP_006390882.1	CP1_g36579_DN2_SP0_c.t1
OG0010505	XP_024012339.1	CP11_g32704_DN3_SP6_c.t1
OG0010506	XP_024012243.1	CP11_g32708_DN3_SP1_c.t1
OG0010507	XP_006399730.1	CP11_g32720_DN3_SP8_c.t1
OG0010508	XP_006399727.2	CP11_g32723_DN3_SP0_c.t1
OG0010509	XP_006399698.1	CP11_g32747_DN3_SP0_c.t1
OG0010510	XP_006399696.1	CP11_g32749_DN3_SP0_c.t1
OG0010511	XP_006399683.1	CP11_g32763_DN3_SP8_c.t1
OG0010512	XP_006399662.1	CP11_g32779_DN3_SP0_c.t1
OG0010513	XP_006399657.1	CP11_g32783_DN3_SP0_c.t1
OG0010514	XP_006399652.1	CP11_g32788_DN3_SP0_c.t1
OG0010515	XP_006399616.1	CP11_g32814_DN3_SP7_c.t1
OG0010516	XP_006399590.1	CP11_g32834_DN3_SP0_c.t1
OG0010517	XP_006399587.1	CP11_g32838_DN3_SP8_c.t1
OG0010518	XP_024011287.1, XP_006403366.2	CP11_g32840_DN3_SP6_c.t1
OG0010519	XP_006399539.1	CP11_g32885_DN3_SP0_c.t1
OG0010520	XP_006399535.1	CP11_g32890_DN2_SP0_c.t1
OG0010521	XP_024011456.1	CP11_g32897_DN3_SP1_c.t1
OG0010522	XP_006399500.2	CP11_g32919_DN3_SP7_c.t1
OG0010523	XP_006399467.1	CP11_g32948_DN3_SP0_c.t1
OG0010524	XP_006399458.1	CP11_g32956_DN1_SP0_c.t1
OG0010526	XP_006399427.1	CP11_g32978_DN2_SP0_c.t1
OG0010527	XP_006399420.1	CP11_g32985_DN3_SP6_c.t1
OG0010528	XP_024012548.1, XP_006418592.1	CP11_g32989_DN3_SP0_c.t1
OG0010529	XP_006418581.1	CP12_g31030_DN3_SP8_c.t1
OG0010530	XP_006406612.1	CP12_g30538_DN3_SP2_c.t1
OG0010532	XP_006399345.1	CP11_g33040_DN3_SP4_c.t1
OG0010533	XP_024011637.1	CP11_g33045_DN3_SP0_c.t1
OG0010534	XP_006399332.1	CP11_g33049_DN3_SP7_c.t1
OG0010535	XP_024011634.1	CP11_g33050_DN3_SP2_c.t1
OG0010537	XP_006399281.1	CP11_g33097_DN3_SP8_c.t1
OG0010538	XP_006399261.1	CP11_g33115_DN3_SP8_c.t1
OG0010539	XP_024011353.1	CP11_g33133_DN3_SP0_c.t1
OG0010540	XP_006396517.1	CP11_g32004_DN3_SP2_c.t1
OG0010541	XP_006396520.1	CP11_g32002_DN3_SP5_c.t1
OG0010542	XP_006396526.1	CP11_g31995_DN3_SP0_c.t1
OG0010543	XP_024010148.1	CP11_g31981_DN3_SP0_c.t1
OG0010544	XP_006396543.1	CP11_g31980_DN3_SP6_c.t1
OG0010545	XP_006396544.1	CP11_g31979_DN2_SP2_c.t1
OG0010547	XP_006396556.1	CP11_g31967_DN3_SP4_c.t1
OG0010548	XP_006396559.1	CP11_g31964_DN3_SP0_c.t1
OG0010549	XP_006413340.1	CP19_g18137_DN3_SP0_c.t1
OG0010550	XP_006413345.1	CP19_g18141_DN3_SP8_c.t1
OG0010552	XP_024005500.1	CP19_g18171_DN3_SP2_c.t1
OG0010553	XP_006408603.1	CP4_g26804_DN3_SP0_c.t1
OG0010554	XP_024016011.1	CP4_g26578_DN3_SP1_c.t1
OG0010555	XP_006408584.1	CP4_g26435_DN1_SP0_c.t1
OG0010556	XP_024016053.1	CP4_g26128_DN3_SP0_c.t1
OG0010557	XP_006409730.1	CP4_g26074_DN3_SP8_c.t1
OG0010558	XP_006409752.1	CP4_g26025_DN3_SP0_c.t1
OG0010559	XP_006409783.1	CP4_g25995_DN3_SP2_c.t1
OG0010560	XP_024016846.1	CP4_g25988_DN3_SP1_c.t1
OG0010561	XP_006409794.1	CP4_g25980_DN3_SP2_c.t1
OG0010562	XP_006409807.1	CP4_g25971_DN3_SP6_c.t1
OG0010563	XP_024004277.1	CP4_g25932_DN2_SP0_c.t1
OG0010564	XP_006409850.1	CP4_g25927_DN3_SP0_c.t1
OG0010565	XP_006409861.1	CP4_g25915_DN3_SP8_c.t1
OG0010566	XP_006409870.2	CP4_g25902_DN3_SP3_c.t1
OG0010567	XP_006409890.1	CP4_g25884_DN3_SP3_c.t1
OG0010568	XP_006409925.1	CP4_g25854_DN3_SP2_c.t1
OG0010569	XP_006409964.1	CP4_g25830_DN3_SP1_c.t1
OG0010570	XP_006409968.1	CP4_g25828_DN3_SP0_c.t1
OG0010571	XP_006410013.1	CP4_g25792_DN3_SP8_c.t1
OG0010572	XP_006410038.1	CP4_g25772_DN2_SP0_c.t1
OG0010573	XP_006410140.1	CP4_g25732_DN3_SP1_c.t1
OG0010574	XP_006410149.2	CP4_g25710_DN3_SP0_c.t1
OG0010575	XP_006410170.1	CP4_g25689_DN3_SP0_c.t1
OG0010576	XP_006404661.1	CP16_g54839_DN2_SP0_c.t1
OG0010577	XP_006410194.1	CP4_g25665_DN3_SP1_c.t1
OG0010578	XP_024004300.1	CP4_g25663_DN3_SP0_c.t1
OG0010579	XP_006410223.1	CP4_g25655_DN3_SP6_c.t1
OG0010580	XP_006410251.1	CP4_g25629_DN3_SP7_c.t1
OG0010581	XP_006410252.1	CP4_g25628_DN3_SP1_c.t1
OG0010582	XP_006410287.1	CP4_g25596_DN3_SP8_c.t1
OG0010583	XP_006410302.1	CP4_g25580_DN3_SP7_c.t1
OG0010584	XP_006410307.1	CP4_g25574_DN3_SP8_c.t1
OG0010585	XP_024004219.1	CP4_g25562_DN3_SP0_c.t1
OG0010586	XP_006410330.2	CP4_g25557_DN3_SP8_c.t1
OG0010587	XP_006410345.1	CP4_g25541_DN3_SP8_c.t1
OG0010588	XP_006408751.1	CP18_g12109_DN3_SP2_c.t1
OG0010589	XP_006410391.1	CP4_g25532_DN3_SP6_c.t1
OG0010590	XP_006410390.1	CP4_g25531_DN3_SP5_c.t1
OG0010591	XP_024003639.1	CP4_g25518_DN3_SP3_c.t1
OG0010592	XP_024003846.1	CP4_g25515_DN3_SP2_c.t1
OG0010593	XP_006418680.2	CP4_g25511_DN3_SP5_c.t1
OG0010594	XP_006410412.1	CP4_g25475_DN2_SP0_c.t1
OG0010595	XP_006410427.1	CP4_g25464_DN3_SP0_c.t1
OG0010596	XP_006410433.1	CP4_g25458_DN3_SP8_c.t1
OG0010597	XP_006410437.1	CP4_g25452_DN3_SP8_c.t1
OG0010598	XP_006410485.1	CP4_g25405_DN3_SP8_c.t1
OG0010599	XP_006403231.1	CP13_g20277_DN3_SP3_c.t1
OG0010600	XP_006411652.1	CP5_g43_DN3_SP8_c.t1
OG0010601	XP_006403220.1	CP13_g20266_DN3_SP8_c.t1
OG0010602	XP_006403169.1	CP13_g20229_DN3_SP0_c.t1
OG0010603	XP_006403133.1	CP13_g20191_DN1_SP0_c.t1
OG0010604	XP_024009864.1	CP11_g31928_DN3_SP8_c.t1
OG0010605	XP_006396581.1	CP11_g31930_DN3_SP8_c.t1
OG0010606	XP_006396578.1	CP11_g31932_DN1_SP0_c.t1
OG0010607	XP_006396573.1	CP11_g31949_DN3_SP0_c.t1
OG0010608	XP_006396569.1	CP11_g31955_DN3_SP8_c.t1
OG0010609	XP_024006063.1	CP1_g38358_DN3_SP2_c.t1
OG0010610	XP_006393524.1	CP1_g38397_DN3_SP7_c.t1
OG0010611	XP_024006015.1	CP1_g38399_DN3_SP0_c.t1
OG0010612	XP_006393589.1	CP1_g38467_DN3_SP5_c.t1
OG0010613	XP_006415745.1	CP7_g45121_DN3_SP8_c.t1
OG0010614	XP_024006161.1	CP1_g38592_DN3_SP1_c.t1
OG0010615	XP_006415736.1	CP7_g45113_DN3_SP3_c.t1
OG0010616	XP_006415699.1	CP7_g45084_DN3_SP3_c.t1
OG0010617	XP_024008081.1	CP7_g45067_DN3_SP4_c.t1
OG0010618	XP_006415662.1	CP7_g45051_DN3_SP0_c.t1
OG0010619	XP_006415652.1	CP7_g45043_DN3_SP8_c.t1
OG0010620	XP_006415640.1	CP7_g45033_DN3_SP0_c.t1
OG0010621	XP_024008882.1	CP7_g45010_DN3_SP7_c.t1
OG0010622	XP_024008365.1	CP7_g44950_DN3_SP0_c.t1
OG0010623	XP_006415554.1	CP7_g44945_DN3_SP8_c.t1
OG0010624	XP_006415540.1	CP7_g44910_DN3_SP0_c.t1
OG0010625	XP_024008252.1	CP7_g44903_DN1_SP0_c.t1
OG0010626	XP_006415522.1	CP7_g44896_DN3_SP8_c.t1
OG0010627	XP_006415513.1	CP7_g44888_DN3_SP0_c.t1
OG0010628	XP_006415509.1	CP7_g44885_DN3_SP3_c.t1
OG0010629	XP_024008797.1	CP7_g44884_DN3_SP1_c.t1
OG0010630	XP_006415496.1	CP7_g44875_DN3_SP0_c.t1
OG0010631	XP_006415481.1	CP7_g44867_DN3_SP0_c.t1
OG0010632	XP_006415467.1	CP7_g44855_DN3_SP0_c.t1
OG0010633	XP_006415466.1	CP7_g44854_DN3_SP4_c.t1
OG0010634	XP_006405292.1	CP19_g17833_DN3_SP8_c.t1
OG0010635	XP_006404336.1	CP2_g50008_DN2_SP0_c.t1
OG0010636	XP_024008733.1	CP7_g44808_DN2_SP0_c.t1
OG0010637	XP_006415384.1	CP7_g44801_DN3_SP7_c.t1
OG0010638	XP_006415381.1	CP7_g44798_DN3_SP0_c.t1
OG0010639	XP_006415365.1	CP7_g44789_DN3_SP0_c.t1
OG0010640	XP_006415360.1, XP_024008796.1	CP7_g44784_DN3_SP8_c.t1
OG0010641	XP_024008592.1	CP7_g44752_DN3_SP3_c.t1
OG0010643	XP_006415305.1	CP7_g44735_DN3_SP8_c.t1
OG0010644	XP_006415288.1	CP7_g44721_DN3_SP8_c.t1
OG0010645	XP_006415285.1	CP3_g15735_DN1_SP0_c.t1, CP7_g44719_DN3_SP0_c.t1
OG0010646	XP_006415275.1	CP7_g44711_DN3_SP3_c.t1
OG0010647	XP_006415250.1	CP7_g44688_DN3_SP6_c.t1
OG0010648	XP_006415240.1	CP7_g44680_DN3_SP8_c.t1
OG0010649	XP_006415209.1	CP7_g44655_DN3_SP4_c.t1
OG0010650	XP_024008351.1	CP7_g44645_DN3_SP0_c.t1
OG0010651	XP_006415172.1	CP7_g44632_DN2_SP0_c.t1
OG0010652	XP_006415167.1	CP7_g44630_DN3_SP0_c.t1
OG0010653	XP_006415160.1	CP7_g44627_DN3_SP0_c.t1
OG0010655	XP_006395757.1	CP13_g19550_DN3_SP8_c.t1
OG0010656	XP_024006799.1	CP13_g19548_DN3_SP2_c.t1
OG0010657	XP_006411543.1	CP4_g24454_DN3_SP8_c.t1
OG0010658	XP_006395739.1	CP13_g19533_DN3_SP8_c.t1
OG0010659	XP_024006727.1	CP13_g19529_DN3_SP1_c.t1
OG0010660	XP_006395699.1	CP13_g19500_DN3_SP8_c.t1
OG0010661	XP_006393867.1	CP2_g47598_DN3_SP8_c.t1
OG0010662	XP_006393878.1	CP2_g47610_DN3_SP0_c.t1
OG0010663	XP_006400794.1, XP_006393882.1	CP2_g47615_DN3_SP7_c.t1
OG0010664	XP_006393893.1	CP2_g47624_DN3_SP0_c.t1
OG0010665	XP_024007535.1	CP2_g47628_DN1_SP0_c.t1
OG0010666	XP_006393912.1	CP2_g47641_DN3_SP8_c.t1
OG0010668	XP_006393918.1	CP2_g47649_DN3_SP6_c.t1
OG0010669	XP_024007212.1	CP2_g47652_DN3_SP0_c.t1
