Orthogroup	Eutrema_salsugineum	Cardamine_glauca
OG0007365	XP_006394623.1	Cg008G2792500
OG0007366	XP_006394632.1	Cg008G2793600
OG0007367	XP_024007451.1	Cg008G2794100
OG0007368	XP_006394652.2	Cg008G2795400
OG0007369	XP_006394674.1	Cg008G2798400
OG0007370	XP_006394680.1	Cg008G2799100
OG0007371	XP_006394691.1	Cg008G2800000
OG0007372	XP_006394703.1	Cg008G2801400
OG0007374	XP_006394718.1	Cg008G2802600
OG0007375	XP_006394719.1	Cg008G2802700
OG0007376	XP_006394722.1	Cg008G2803100
OG0007377	XP_006394753.1	Cg008G2806100
OG0007378	XP_006394755.1	Cg008G2806300
OG0007379	XP_006394754.1	Cg008G2806400
OG0007380	XP_006394788.1, XP_024007411.1	Cg008G2810100
OG0007381	XP_006394802.1	Cg008G2812000
OG0007382	XP_006394806.1	Cg008G2812500
OG0007383	XP_006394825.1	Cg008G2813800
OG0007384	XP_006400499.1	Cg008G2759200
OG0007385	XP_006400492.1	Cg008G2758200
OG0007386	XP_006400530.1	Cg008G2762200
OG0007387	XP_024011773.1	Cg008G2762300
OG0007388	XP_006400539.1	Cg008G2763100
OG0007389	XP_024011437.1	Cg008G2763700
OG0007390	XP_024011438.1	Cg008G2763800
OG0007391	XP_006400558.1	Cg008G2764700
OG0007392	XP_006400577.1	Cg008G2766100
OG0007393	XP_006400582.1	Cg008G2766600
OG0007394	XP_006400615.1	Cg008G2769800
OG0007395	XP_024011494.1	Cg008G2771900
OG0007396	XP_024011495.1	Cg008G2773400
OG0007397	XP_006400662.1	Cg008G2773800
OG0007398	XP_006400668.1	Cg008G2774100
OG0007399	XP_006400686.1	Cg008G2776000
OG0007400	XP_006400699.1	Cg008G2777100
OG0007401	XP_006400704.1	Cg008G2777600
OG0007402	XP_006400751.1	Cg008G2782600
OG0007404	XP_006400779.1	Cg008G2784500
OG0007405	XP_006400783.1	Cg004G1230600, Cg006G1911700, Cg008G2784900
OG0007406	XP_006400803.1	Cg008G2786600
OG0007407	XP_024011517.1	Cg003G0998200
OG0007408	XP_024011577.1	Cg003G0997500
OG0007409	XP_006400840.1	Cg003G0995800
OG0007410	XP_006393417.1	Cg006G1849000
OG0007411	XP_006400886.1	Cg003G0991800
OG0007412	XP_006401932.1	Cg003G0898300
OG0007413	XP_006400892.1	Cg003G0990500
OG0007414	XP_006400895.1	Cg003G0990200
OG0007415	XP_006410663.1	Cg005G1582700
OG0007416	XP_006400926.1	Cg003G0987500
OG0007417	XP_006400972.1	Cg003G0983600
OG0007419	XP_006401003.1	Cg003G0981000
OG0007420	XP_006401014.1	Cg003G0980100
OG0007421	XP_006401031.2	Cg003G0978700
OG0007422	XP_006401043.1	Cg003G0977800
OG0007423	XP_006401051.1	Cg003G0977200
OG0007424	XP_006401073.1	Cg003G0975100
OG0007426	XP_006401078.1	Cg003G0974400
OG0007427	XP_006401139.1	Cg003G0970000
OG0007428	XP_006401159.1	Cg003G0968400
OG0007429	XP_006401163.1	Cg003G0968200
OG0007430	XP_006401166.1	Cg003G0967900
OG0007431	XP_006401182.1	Cg003G0966600
OG0007432	XP_006401206.1	Cg003G0964500
OG0007433	XP_006402075.1	Cg003G0884500
OG0007434	XP_006401256.1	Cg003G0959500
OG0007435	XP_006401252.1	Cg003G0959800
OG0007436	XP_006401244.1	Cg003G0960700
OG0007437	XP_024012697.1	Cg003G0960800
OG0007438	XP_024012563.1	Cg003G0961500
OG0007439	XP_006401272.2	Cg003G0957800
OG0007440	XP_006401311.1	Cg003G0954500
OG0007441	XP_006401366.1	Cg003G0950300
OG0007442	XP_006401377.1	Cg003G0949400
OG0007443	XP_006401398.1	Cg003G0947800
OG0007444	XP_006412929.1	Cg001G0115300
OG0007445	XP_006401435.1	Cg003G0944800
OG0007446	XP_024011188.1	Cg003G0939300
OG0007447	XP_006401500.1	Cg003G0938800
OG0007448	XP_006401508.1	Cg003G0938000
OG0007449	XP_006404125.1	Cg002G0531900
OG0007450	XP_024013510.1	Cg002G0536200
OG0007451	XP_006404219.1	Cg002G0540300, Cg002G0540100
OG0007452	XP_006401626.1	Cg003G0926300
OG0007453	XP_006401592.1	Cg003G0928200
OG0007454	XP_024011912.1	Cg003G0931200, Cg003G0928300
OG0007455	XP_006396437.1	Cg003G0720400, Cg014G3035200
OG0007456	XP_006396441.1	Cg014G3034800, Cg003G0720800
OG0007457	XP_006396485.1	Cg003G0725500, Cg014G3029100
OG0007458	XP_006396503.1	Cg003G0871300, Cg003G0726600
OG0007459	XP_006399228.1	Cg008G2646700
OG0007460	XP_006399212.2	Cg008G2644900
OG0007461	XP_006399207.1	Cg008G2644400
OG0007462	XP_006399181.1	Cg008G2642400
OG0007463	XP_006399144.1	Cg008G2639000
OG0007464	XP_006399122.1	Cg008G2637200
OG0007465	XP_006399120.1	Cg008G2637000
OG0007466	XP_006399100.1	Cg008G2635400
OG0007467	XP_006399044.1	Cg008G2630200
OG0007468	XP_006399022.1	Cg008G2628000
OG0007469	XP_006398986.1	Cg008G2624700
OG0007470	XP_006398983.1	Cg008G2624400
OG0007471	XP_006398934.1	Cg008G2620200
OG0007472	XP_024011657.1	Cg008G2618100
OG0007473	XP_024011775.1	Cg008G2614800
OG0007474	XP_006398874.1	Cg008G2613200
OG0007475	XP_006407598.1	Cg004G1160900
OG0007476	XP_006398850.1	Cg008G2610800
OG0007477	XP_024009640.1, XP_006398842.1	Cg008G2610000
OG0007478	XP_024011570.1	Cg008G2607000
OG0007479	XP_006398790.1	Cg008G2605300
OG0007480	XP_006402113.1	Cg008G2605200
OG0007482	XP_006398765.1	Cg008G2602800
OG0007483	XP_006398763.1	Cg008G2602500
OG0007484	XP_006398758.2	Cg008G2602000
OG0007485	XP_006398728.1	Cg008G2599000
OG0007486	XP_006398722.1	Cg008G2598500
OG0007487	XP_006398711.1	Cg008G2597100
OG0007488	XP_006398701.1	Cg008G2595800
OG0007489	XP_006398702.1	Cg008G2595900
OG0007490	XP_006398703.1	Cg008G2596000
OG0007491	XP_006398707.1	Cg008G2596400
OG0007493	XP_006398654.1	Cg008G2592100
OG0007494	XP_006398653.1	Cg008G2592000
OG0007495	XP_006398643.1	Cg008G2591000
OG0007496	XP_006398636.2	Cg008G2590500
OG0007497	XP_006398629.1	Cg008G2589300
OG0007498	XP_006398573.1	Cg008G2584500
OG0007499	XP_006405403.1	Cg001G0382900
OG0007500	XP_006405306.1	Cg001G0391200
OG0007501	XP_006405296.1	Cg001G0392300
OG0007502	XP_006405279.1	Cg001G0394000
OG0007503	XP_006389715.1	Cg007G2581200
OG0007504	XP_006389807.1	Cg007G2571900
OG0007506	XP_006389814.1, XP_006405081.2	Cg007G2572800
OG0007507	XP_006389822.1	Cg007G2573600
OG0007508	XP_006389831.1	Cg007G2570700
OG0007509	XP_006389853.1	Cg007G2568600
OG0007510	XP_024006710.1	Cg007G2567700
OG0007511	XP_006402248.1	Cg004G1408100
OG0007512	XP_006389902.1	Cg007G2564100
OG0007513	XP_006389921.1	Cg007G2562800
OG0007514	XP_006389925.1	Cg007G2562000
OG0007515	XP_024008051.1	Cg007G2561900
OG0007516	XP_006389930.1	Cg007G2561600
OG0007517	XP_006389932.1	Cg007G2561400
OG0007518	XP_024011267.1	Cg007G2558700
OG0007519	XP_006389963.1	Cg007G2558200
OG0007520	XP_006389964.1	Cg007G2558100
OG0007521	XP_006389969.1	Cg008G2880800
OG0007522	XP_006390000.1	Cg007G2553500
OG0007523	XP_006390019.1	Cg007G2551700
OG0007524	XP_006390031.1	Cg007G2550900
OG0007525	XP_024007482.1	Cg007G2548900
OG0007526	XP_006390055.1	Cg007G2548600
OG0007527	XP_006390073.1	Cg007G2547000
OG0007528	XP_006390087.1	Cg007G2545600
OG0007529	XP_006390109.1	Cg007G2543500
OG0007530	XP_006390115.1	Cg007G2543100
OG0007531	XP_006390119.1	Cg007G2542800
OG0007532	XP_006390125.1	Cg007G2541800
OG0007533	XP_006390146.1	Cg007G2540000
OG0007534	XP_006390158.1	Cg007G2538600
OG0007535	XP_006390218.1	Cg007G2533900
OG0007536	XP_006390241.1	Cg007G2531800
OG0007537	XP_006390243.1	Cg007G2531600
OG0007538	XP_024008392.1	Cg007G2530900
OG0007539	XP_024010392.1	Cg007G2529000
OG0007540	XP_006390271.1	Cg007G2528900
OG0007541	XP_006390284.1	Cg007G2527500
OG0007542	XP_006395325.1	Cg006G1854100
OG0007543	XP_006390336.2	Cg007G2522700
OG0007544	XP_006390354.1	Cg007G2521400
OG0007545	XP_006409312.1	Cg004G1409600
OG0007546	XP_006409305.1	Cg004G1410200
OG0007547	XP_006409301.1	Cg004G1410400
OG0007548	XP_006409248.1	Cg004G1413600
OG0007549	XP_006404087.1	Cg002G0528600
OG0007550	XP_006404088.1	Cg002G0528700
OG0007551	XP_006404093.1	Cg002G0529100
OG0007552	XP_006401558.1	Cg003G0934000
OG0007553	XP_006401561.1	Cg003G0933600
OG0007554	XP_006404356.1	Cg002G0551400
OG0007555	XP_006392561.2	Cg006G1781100, Cg006G1781200
OG0007556	XP_006392597.1	Cg006G1784400
OG0007557	XP_006398501.1	Cg002G0696200
OG0007558	XP_006392662.1	Cg006G1788900
OG0007559	XP_006392675.1	Cg006G1789800
OG0007560	XP_006392680.1	Cg006G1790200, Cg003G0794300
OG0007561	XP_006392709.1	Cg006G1792700
OG0007563	XP_006392791.1	Cg006G1801300
OG0007564	XP_006392803.1	Cg006G1802300
OG0007565	XP_006392838.1	Cg006G1804900
OG0007566	XP_006410779.1	Cg005G1572600
OG0007567	XP_006410798.1	Cg005G1571000
OG0007568	XP_006410804.1	Cg005G1570200
OG0007569	XP_006419077.1	Cg002G0579300
OG0007570	XP_006419120.1	Cg002G0586400
OG0007571	XP_006402165.1	Cg016G3060000, Cg003G0873100
OG0007572	XP_006402114.1	Cg003G0831100, Cg003G0879700
OG0007573	XP_006401764.1, XP_024009650.1	Cg003G0912000
OG0007574	XP_006401750.1	Cg003G0913500
OG0007575	XP_006401748.1	Cg003G0913600
OG0007576	XP_006401742.1	Cg003G0914200
OG0007577	XP_006402220.1	Cg003G0837500
OG0007578	XP_006402127.1	Cg003G0878100, Cg003G0830000
OG0007579	XP_006397414.1	Cg003G1000800
OG0007581	XP_006395958.1	Cg001G0313200
OG0007582	XP_024005034.1	Cg001G0300400
OG0007583	XP_006414963.1	Cg001G0288400
OG0007584	XP_006414949.1	Cg005G1608200, Cg001G0287200
OG0007585	XP_006414920.1	Cg001G0283400
OG0007586	XP_006414898.2	Cg001G0282400
OG0007587	XP_006414863.2	Cg001G0277200, Cg001G0277000
OG0007588	XP_006414737.1	Cg001G0268900
OG0007589	XP_006414736.1	Cg001G0268800
OG0007590	XP_024005091.1, XP_006410619.1	Cg001G0264600
OG0007591	XP_024005187.1	Cg001G0262000, Cg001G0262100
OG0007592	XP_024016513.1, XP_006414644.1	Cg001G0261700
OG0007593	XP_006414635.1	Cg001G0261100
OG0007594	XP_006414565.1	Cg001G0258300
OG0007595	XP_006414556.1	Cg001G0257400
OG0007597	XP_006414453.2	Cg001G0248600
OG0007598	XP_006390602.1	Cg007G2500200
OG0007599	XP_006390592.1	Cg007G2501200
OG0007600	XP_024007146.1	Cg007G2503600
OG0007601	XP_006390565.1	Cg007G2503700
OG0007602	XP_006390506.1	Cg007G2508000
OG0007603	XP_024008509.1	Cg007G2508200
OG0007604	XP_006390420.1	Cg007G2515600
OG0007605	XP_006390414.1	Cg007G2515900
OG0007606	XP_006390394.1	Cg007G2518000
OG0007607	XP_006391130.1	Cg007G2454200
OG0007608	XP_006402043.1	Cg001G0079300
OG0007610	XP_006391066.1	Cg007G2459500
OG0007611	XP_024005894.1	Cg001G0117000
OG0007612	XP_024010080.1, XP_006412944.1	Cg001G0116500
OG0007613	XP_006412933.1	Cg001G0115400
OG0007614	XP_006412918.1	Cg001G0114300
OG0007615	XP_006412863.2	Cg001G0109800
OG0007616	XP_006403563.1, XP_006401739.1	Cg003G0915300
OG0007617	XP_024007066.1	Cg002G0662600
OG0007619	XP_006391734.1	Cg007G2268100
OG0007620	XP_006391689.1	Cg007G2264800
OG0007621	XP_024014575.1	Cg001G0370400
OG0007622	XP_024014606.1	Cg001G0370500
OG0007623	XP_006395284.1	Cg002G0623500
OG0007625	XP_006395065.1	Cg008G2841600
OG0007626	XP_006395464.1	Cg002G0653900
OG0007627	XP_006395478.1	Cg002G0655300
OG0007628	XP_006395520.1	Cg002G0658800
OG0007629	XP_006395528.1	Cg002G0674500, Cg002G0659800
OG0007630	XP_006395531.1	Cg002G0660100
OG0007631	XP_006395561.1	Cg002G0663300
OG0007632	XP_006395580.1	Cg002G0666000, Cg002G0666100
OG0007633	XP_006402032.1	Cg003G0892200
OG0007634	XP_006390945.1	Cg007G2469700
OG0007635	XP_006390953.1	Cg007G2469000
OG0007636	XP_006390957.1	Cg007G2468600
OG0007637	XP_006390964.1	Cg007G2468200, Cg007G2468300
OG0007638	XP_006390965.1	Cg007G2468100
OG0007639	XP_006396123.1	Cg001G0294900, Cg004G1348800
OG0007641	XP_006398323.1	Cg008G2970900
OG0007642	XP_006398311.1	Cg008G2970400
OG0007643	XP_006395169.2	Cg008G2871900, Cg008G2856400
OG0007644	XP_024011012.1	Cg008G2969500
OG0007645	XP_006398293.1	Cg008G2968500
OG0007646	XP_006398290.1	Cg008G2968400
OG0007647	XP_006398289.1	Cg008G2968100
OG0007649	XP_006398210.1	Cg008G2960500
OG0007650	XP_006395941.1	Cg001G0314600
OG0007651	XP_006398191.1	Cg008G2958700
OG0007652	XP_006393248.1	Cg006G1836500
OG0007653	XP_006393245.1	Cg006G1836400
OG0007654	XP_006413267.1	Cg001G0145100
OG0007655	XP_024006322.1	Cg006G1831500
OG0007656	XP_024006362.1	Cg003G0765200, Cg006G1831000
OG0007657	XP_006393162.1	Cg006G1830200
OG0007658	XP_006393130.1	Cg006G1827700
OG0007659	XP_006393098.1	Cg006G1825400
OG0007660	XP_006393070.1	Cg006G1822200
OG0007661	XP_006393057.1	Cg006G1820800
OG0007662	XP_006393024.1	Cg006G1818700
OG0007663	XP_024006239.1	Cg006G1818400
OG0007664	XP_006392999.1	Cg006G1817500
OG0007666	XP_006418077.1	Cg006G2216800
OG0007667	XP_006392964.1	Cg006G1813600
OG0007668	XP_006392953.1	Cg006G1813300
OG0007669	XP_024006303.1	Cg006G1811700
OG0007670	XP_006392872.1	Cg006G1807700
OG0007671	XP_006416683.1	Cg006G2088400
OG0007672	XP_006403358.1	Cg008G2897000
OG0007673	XP_024014101.1	Cg005G1762600
OG0007674	XP_006403341.1	Cg008G2891400, Cg008G2891200
OG0007675	XP_006403338.1	Cg008G2919900
OG0007676	XP_024003808.1	Cg005G1597800
OG0007677	XP_024003747.1	Cg005G1597300
OG0007678	XP_006410531.1	Cg005G1594300
OG0007679	XP_024016807.1	Cg005G1594200
OG0007680	XP_006410539.1	Cg005G1593400
OG0007681	XP_006410545.1	Cg005G1592600
OG0007682	XP_006410585.1	Cg005G1589000
OG0007684	XP_006410603.1	Cg005G1587500
OG0007685	XP_024016673.1	Cg005G1585000
OG0007686	XP_006395053.1	Cg008G2838800
OG0007687	XP_006410705.1	Cg005G1578500
OG0007688	XP_006410739.1	Cg005G1576300
OG0007689	XP_006417655.1	Cg006G2176700
OG0007690	XP_006410758.1	Cg005G1574600
OG0007691	XP_006410760.1	Cg005G1574400
OG0007692	XP_006413979.1	Cg001G0206600
OG0007693	XP_006414000.1	Cg001G0208600
OG0007694	XP_006414039.1	Cg001G0211700
OG0007695	XP_006414089.1	Cg001G0215600
OG0007696	XP_006414101.1	Cg001G0217100
OG0007697	XP_006414115.1	Cg001G0218400
OG0007698	XP_006414155.1	Cg001G0221100
OG0007699	XP_006414160.1	Cg001G0221600
OG0007700	XP_006414169.1	Cg001G0222300
OG0007701	XP_006414183.1	Cg001G0224100
OG0007702	XP_006414184.1	Cg001G0224300
OG0007703	XP_006414195.1	Cg001G0225400
OG0007704	XP_024005509.1	Cg001G0225600
OG0007705	XP_006414206.1	Cg001G0226300
OG0007706	XP_006414231.2	Cg001G0228900
OG0007707	XP_006398331.1	Cg008G2972300
OG0007708	XP_006403947.1	Cg002G0516800
OG0007709	XP_006403954.1	Cg002G0517200
OG0007710	XP_024013653.1	Cg002G0517300
OG0007711	XP_024013722.1	Cg002G0517900
OG0007712	XP_006403994.1	Cg002G0519900
OG0007713	XP_006403996.1	Cg002G0520100
OG0007714	XP_006413536.1	Cg001G0167700
OG0007715	XP_006413548.1	Cg001G0168900
OG0007716	XP_024012679.1	Cg003G0907400
OG0007717	XP_006401826.1	Cg003G0907200
OG0007718	XP_006401836.1	Cg003G0906500
OG0007719	XP_006401921.1	Cg003G0898800
OG0007720	XP_006401980.1	Cg003G0896300
OG0007722	XP_006402039.1	Cg003G0890400
OG0007723	XP_006402047.1	Cg003G0889000
OG0007724	XP_006396089.1, XP_006403308.1	Cg004G1353000
OG0007725	XP_024016163.1	Cg004G1384300, Cg004G1375500
OG0007726	XP_006409539.1	Cg004G1391700
OG0007727	XP_024016525.1	Cg004G1394600
OG0007728	XP_006409450.1	Cg004G1398100
OG0007729	XP_006409415.1	Cg004G1401100
OG0007730	XP_006409372.1	Cg004G1403900
OG0007731	XP_024016446.1	Cg004G1405100
OG0007732	XP_006409334.1	Cg004G1407600
OG0007733	XP_006413474.2	Cg001G0163200
OG0007734	XP_006413492.1	Cg001G0164500
OG0007735	XP_006413488.1	Cg001G0164200
OG0007736	XP_006413523.1	Cg001G0166500
OG0007737	XP_006413550.1	Cg001G0169100
OG0007738	XP_006413600.1	Cg001G0174900
OG0007739	XP_006413609.1	Cg001G0175400
OG0007740	XP_024005479.1	Cg001G0176900
OG0007741	XP_006413650.2	Cg001G0179100
OG0007742	XP_006413670.1	Cg001G0180900
OG0007743	XP_006413677.1	Cg001G0181500
OG0007744	XP_024015350.1	Cg007G2258100
OG0007745	XP_006413916.1	Cg001G0201600
OG0007746	XP_006413907.1	Cg001G0201000
OG0007747	XP_006413896.1	Cg001G0199900
OG0007748	XP_006413888.1	Cg001G0199000
OG0007750	XP_006413878.1	Cg001G0198500
OG0007751	XP_006413863.1	Cg001G0197200
OG0007752	XP_006413777.1	Cg001G0189800
OG0007753	XP_006413747.1	Cg001G0187400
OG0007754	XP_006413737.1	Cg001G0186100
OG0007755	XP_006400335.1	Cg008G2743000
OG0007756	XP_006393862.1	Cg003G1062600
OG0007757	XP_006397186.1	Cg003G0786200
OG0007758	XP_006405271.1	Cg008G2917300, Cg011G3013700
OG0007759	XP_006403367.1	Cg008G2901800
OG0007760	XP_006414348.1	Cg001G0240500
OG0007761	XP_024005512.1	Cg001G0238200
OG0007762	XP_006414307.1	Cg001G0236600
OG0007763	XP_006414303.1	Cg001G0235900
OG0007764	XP_006414296.1	Cg001G0235400
OG0007765	XP_006407932.1	Cg004G1129600, Cg004G1129200
OG0007766	XP_006408556.2	Cg004G1072400
OG0007767	XP_006408520.2	Cg004G1076200
OG0007768	XP_006408508.2	Cg004G1077100
OG0007769	XP_006408507.1, XP_024016444.1	Cg004G1077200
OG0007770	XP_006408504.1, XP_006409231.1	Cg004G1077400
OG0007772	XP_006393820.1	Cg003G1065700
OG0007773	XP_006413331.1, XP_006393827.1	Cg003G1066200
OG0007774	XP_006393831.2	Cg003G1066500
OG0007775	XP_006403920.1	Cg002G0514700
OG0007776	XP_006402294.1	Cg002G0398200
OG0007777	XP_006402298.1	Cg002G0399000
OG0007778	XP_006402302.1	Cg002G0399400
OG0007779	XP_006402324.1	Cg002G0401400
OG0007781	XP_006402377.1	Cg002G0405700
OG0007782	XP_006402402.1	Cg002G0407800
OG0007783	XP_006402403.1	Cg002G0407900
OG0007784	XP_006402409.1	Cg002G0408600
OG0007785	XP_024012901.1	Cg002G0408900
OG0007786	XP_006403729.1, XP_006402429.1	Cg002G0410400
OG0007787	XP_006402444.1	Cg002G0412400
OG0007788	XP_006402447.1	Cg002G0412700
OG0007789	XP_024012896.1	Cg002G0414200
OG0007790	XP_006409459.1	Cg002G0415100
OG0007791	XP_024012787.1	Cg002G0415600
OG0007792	XP_006402497.1	Cg002G0417000
OG0007793	XP_006402499.2	Cg002G0417400
OG0007794	XP_024012847.1	Cg002G0417800
OG0007796	XP_006402569.1	Cg002G0422700
OG0007797	XP_006402587.1	Cg002G0424400
OG0007798	XP_006402609.1	Cg002G0426200
OG0007799	XP_024012776.1	Cg002G0427000
OG0007800	XP_006397551.1	Cg005G1491700
OG0007801	XP_006402662.1	Cg002G0430200
OG0007802	XP_006402667.1	Cg002G0430700
OG0007803	XP_006402679.1	Cg002G0431600
OG0007804	XP_006402682.1	Cg002G0431800
OG0007805	XP_006402692.1	Cg002G0432700
OG0007806	XP_006397504.1	Cg005G1496300, Cg008G2873700
OG0007807	XP_006402722.1	Cg002G0435500
OG0007808	XP_006402732.1	Cg002G0436300
OG0007809	XP_006402743.1	Cg002G0436900
OG0007810	XP_024014522.1	Cg002G0437000
OG0007811	XP_006402750.1	Cg002G0437800
OG0007812	XP_006402757.1	Cg002G0438400
OG0007813	XP_006402765.1	Cg002G0439200
OG0007814	XP_024012809.1	Cg002G0442800
OG0007815	XP_006402140.1	Cg003G0829000, Cg003G0876900
OG0007817	XP_024012805.1	Cg002G0448100
OG0007818	XP_006402862.1	Cg002G0448600
OG0007819	XP_006402903.1	Cg002G0452700
OG0007820	XP_006402923.2	Cg002G0454400
OG0007821	XP_006402924.1	Cg002G0454500
OG0007822	XP_006402982.1	Cg002G0460000
OG0007823	XP_006403010.1	Cg002G0462700
OG0007824	XP_024006704.1	Cg008G2875800
OG0007825	XP_006403452.2	Cg002G0470900
OG0007826	XP_006403029.1	Cg002G0464300
OG0007827	XP_006403416.1	Cg002G0467200
OG0007828	XP_024013435.1	Cg002G0471500
OG0007830	XP_006403553.1	Cg002G0480700
OG0007831	XP_006403572.1	Cg002G0482400
OG0007832	XP_024013540.1	Cg002G0482600
OG0007833	XP_006403580.1	Cg002G0483000
OG0007834	XP_006403587.1	Cg002G0483500
OG0007835	XP_024013835.1	Cg002G0483600
OG0007836	XP_024013541.1	Cg002G0483700
OG0007837	XP_006403593.1	Cg002G0483900
OG0007838	XP_006403614.1	Cg002G0485800
OG0007839	XP_006417228.1	Cg006G2138700
OG0007840	XP_006403642.1	Cg002G0487900
OG0007841	XP_006403654.1	Cg002G0488700
OG0007842	XP_006403668.1	Cg002G0490100
OG0007843	XP_006403677.1	Cg002G0491200
OG0007844	XP_006403722.1, XP_024016099.1	Cg002G0496000
OG0007845	XP_006403744.1	Cg002G0497700
OG0007846	XP_006403775.1	Cg002G0501000
OG0007847	XP_006401641.1	Cg003G0924400
OG0007848	XP_024011209.1	Cg003G0924000, Cg003G0923800
OG0007850	XP_006401696.1	Cg003G0918600
OG0007851	XP_024005531.1	Cg001G0123700
OG0007852	XP_006401709.1	Cg003G0917700
OG0007853	XP_006401723.1	Cg003G0916400
OG0007854	XP_006401724.1	Cg003G0916300
OG0007856	XP_006418732.1	Cg004G1316000
OG0007857	XP_006418714.1	Cg004G1317600
OG0007858	XP_006418711.1	Cg004G1317700
OG0007859	XP_006418657.1	Cg004G1321400
OG0007860	XP_006418599.1	Cg004G1326900
OG0007861	XP_006418553.1	Cg004G1334700
OG0007862	XP_006396107.1	Cg004G1352000
OG0007863	XP_006391436.1	Cg007G2432800
OG0007864	XP_006391441.1	Cg007G2433100
OG0007865	XP_024012728.1	Cg007G2436800
OG0007866	XP_024010876.1	Cg007G2438200
OG0007867	XP_006391501.2	Cg007G2438900
OG0007868	XP_006391502.1	Cg007G2439000
OG0007869	XP_006391291.2	Cg007G2440300
OG0007871	XP_006394890.1	Cg008G2820600
OG0007872	XP_006391285.1	Cg007G2440900
OG0007873	XP_006391283.1	Cg007G2441100
OG0007874	XP_024011178.1	Cg007G2441300
OG0007875	XP_006391275.1	Cg007G2441800
OG0007876	XP_006391251.1	Cg007G2442900
OG0007877	XP_006391233.1	Cg007G2444100
OG0007878	XP_006391228.1	Cg007G2444300
OG0007879	XP_006391221.1	Cg007G2445000
OG0007880	XP_006415821.1	Cg006G2005800
OG0007881	XP_006391194.2	Cg007G2447300
OG0007882	XP_006391156.1	Cg007G2451200
OG0007883	XP_006391147.1	Cg007G2452000
OG0007884	XP_006391143.1	Cg007G2452500
OG0007885	XP_006409143.1	Cg004G1421500
OG0007886	XP_006398114.1	Cg008G2950800
OG0007887	XP_006409125.1	Cg004G1422800
OG0007888	XP_006409114.1	Cg004G1423800
OG0007889	XP_006409080.1	Cg004G1428700
OG0007890	XP_006395788.1	Cg002G0684800
OG0007891	XP_006409069.1	Cg002G0635700
OG0007892	XP_024015990.1	Cg004G1433400
OG0007893	XP_006411389.1	Cg005G1518000
OG0007894	XP_024003999.1	Cg005G1518600
OG0007895	XP_006411379.1	Cg005G1519100
OG0007896	XP_006411374.1	Cg005G1519500
OG0007897	XP_006403889.1	Cg002G0511700
OG0007898	XP_006411345.1	Cg005G1522300
OG0007899	XP_006411339.1	Cg005G1523400
OG0007900	XP_006411320.1	Cg005G1525200
OG0007901	XP_006411310.1	Cg005G1526000
OG0007902	XP_024003889.1	Cg005G1529700
OG0007903	XP_006411268.1	Cg005G1529900
OG0007904	XP_006411265.1	Cg005G1530100
OG0007905	XP_006411256.1	Cg005G1530900
OG0007906	XP_006411242.1	Cg005G1532000
OG0007908	XP_006411184.1	Cg005G1536500
OG0007909	XP_006411176.1	Cg005G1537400
OG0007910	XP_024016670.1	Cg005G1538500
OG0007911	XP_006411163.1	Cg005G1538600
OG0007912	XP_006411125.1	Cg005G1541800
OG0007913	XP_006407916.2	Cg004G1130900
OG0007914	XP_006411108.2	Cg005G1543300
OG0007915	XP_024004187.1	Cg005G1543600
OG0007916	XP_006411102.1	Cg005G1544200
OG0007917	XP_006411099.1	Cg005G1544500
OG0007918	XP_006411098.1	Cg005G1544600
OG0007919	XP_006411097.1	Cg005G1544700
OG0007920	XP_006411087.2	Cg005G1545300
OG0007921	XP_024007863.1	Cg006G2006900
OG0007922	XP_006404224.2, XP_006411044.1	Cg005G1549600
OG0007923	XP_024003840.1	Cg005G1550200
OG0007924	XP_006410999.1	Cg005G1553000
OG0007925	XP_006410986.1	Cg005G1554400
OG0007926	XP_006407616.1	Cg004G1159300
OG0007927	XP_006410966.1	Cg005G1556000
OG0007928	XP_006410965.1	Cg005G1556100
OG0007929	XP_006410959.1	Cg005G1556700
OG0007930	XP_006410923.1	Cg005G1559600
OG0007931	XP_006410900.1	Cg005G1561600
OG0007932	XP_006410891.1	Cg005G1562600
OG0007933	XP_024016761.1	Cg005G1562900
OG0007934	XP_006410874.1, XP_024004149.1	Cg005G1564300
OG0007935	XP_006396749.1	Cg003G0748600, Cg003G0748700
OG0007936	XP_024010158.1	Cg003G0747600
OG0007937	XP_006398533.1	Cg002G0693800
OG0007938	XP_006396694.1	Cg003G0743400
OG0007939	XP_006396690.1	Cg003G0743100
OG0007940	XP_006396676.1	Cg003G0741400, Cg003G0855800
OG0007941	XP_006396766.1	Cg003G0749500
OG0007942	XP_006404595.1	Cg005G1774200
OG0007943	XP_006404640.1	Cg005G1770700
OG0007944	XP_006404663.1	Cg005G1767500
OG0007945	XP_024013884.1	Cg005G1765000
OG0007946	XP_006404717.1	Cg005G1763300
OG0007947	XP_024014338.1	Cg005G1762700
OG0007948	XP_024014143.1	Cg005G1761500
OG0007949	XP_006415795.1	Cg006G2003500
OG0007950	XP_006404740.1	Cg005G1761000
OG0007951	XP_006404753.1	Cg005G1760000
OG0007952	XP_006404754.1	Cg005G1759900
OG0007953	XP_006404783.1	Cg005G1757700
OG0007954	XP_006404814.2	Cg005G1756400
OG0007955	XP_006404820.1	Cg005G1755600
OG0007956	XP_006404868.2	Cg005G1752100
