Orthogroup	Eutrema_salsugineum	Cardamine_hirsuta
OG0006726	XP_024003939.1	CARHR137440, CARHR269810
OG0006727	XP_006411489.1	CARHR137310
OG0006729	XP_006411408.1	CARHR136550
OG0006730	XP_006411396.1	CARHR136400
OG0006731	XP_006411394.1	CARHR136370
OG0006732	XP_006398401.1	CARHR174330
OG0006733	XP_006412365.1	CARHR241420
OG0006734	XP_006408462.1	CARHR075940
OG0006735	XP_006401573.1	CARHR267710
OG0006736	XP_006408424.1	CARHR076330
OG0006737	XP_024015549.1	CARHR076660
OG0006738	XP_006408375.1	CARHR076860
OG0006739	XP_006408372.1	CARHR076880
OG0006740	XP_006408342.1	CARHR077120
OG0006741	XP_006408310.1	CARHR077410
OG0006742	XP_006408287.1	CARHR077640
OG0006743	XP_006408267.1	CARHR077830
OG0006744	XP_006408257.1	CARHR077880
OG0006745	XP_006408190.1	CARHR078560
OG0006746	XP_006408090.1	CARHR079660
OG0006747	XP_006408088.1	CARHR079680
OG0006748	XP_006408068.1	CARHR079890
OG0006749	XP_006408059.1	CARHR079940
OG0006750	XP_006415813.1	CARHR026560
OG0006751	XP_006408002.1	CARHR080490
OG0006752	XP_006408001.1	CARHR080500
OG0006753	XP_006407901.1	CARHR081420
OG0006754	XP_006407894.1	CARHR081490
OG0006755	XP_024015557.1	CARHR081910
OG0006756	XP_006407848.1	CARHR081970
OG0006757	XP_024008008.1, XP_006407847.1	CARHR081980
OG0006758	XP_006407843.1	CARHR082020
OG0006759	XP_006407839.1	CARHR082060
OG0006760	XP_024014864.1	CARHR082160
OG0006761	XP_006407820.1	CARHR082280, CARHR259910
OG0006762	XP_006407801.1	CARHR082460
OG0006763	XP_006407797.1	CARHR082500
OG0006764	XP_006407796.1	CARHR103500, CARHR082510
OG0006765	XP_024015163.1	CARHR083150
OG0006766	XP_006407723.1	CARHR083320
OG0006767	XP_006392641.1	CARHR083510
OG0006768	XP_006407715.1	CARHR083410
OG0006769	XP_006407692.1	CARHR083650
OG0006770	XP_006407612.1	CARHR084540
OG0006771	XP_006407447.1	CARHR085990
OG0006772	XP_006407490.1	CARHR085490
OG0006773	XP_006407478.1	CARHR085600
OG0006774	XP_006407479.1	CARHR085610
OG0006775	XP_006407450.1	CARHR085960
OG0006776	XP_006407430.1	CARHR086160
OG0006777	XP_006407429.1	CARHR086170
OG0006778	XP_006407426.1	CARHR086200
OG0006779	XP_024015427.1	CARHR086270
OG0006780	XP_006407417.1	CARHR086280
OG0006782	XP_006407328.1	CARHR087000, CARHR151150
OG0006783	XP_024015158.1	CARHR087180
OG0006785	XP_006407283.1	CARHR087430
OG0006786	XP_006407273.1	CARHR087550
OG0006788	XP_006407187.1	CARHR088370
OG0006789	XP_006407176.1	CARHR088460
OG0006790	XP_006407148.1	CARHR088740
OG0006792	XP_006407118.1	CARHR089040
OG0006793	XP_006407115.1	CARHR089070
OG0006794	XP_006407071.1	CARHR089320
OG0006795	XP_006407064.1	CARHR089570, CARHR089560
OG0006796	XP_006407046.1	CARHR089700
OG0006797	XP_024015394.1	CARHR089860
OG0006798	XP_006407001.1	CARHR090180
OG0006799	XP_006406976.1	CARHR090410
OG0006800	XP_006406960.1	CARHR090570
OG0006801	XP_006406909.1	CARHR090940
OG0006802	XP_006406906.1	CARHR090990
OG0006803	XP_006406864.1	CARHR091390
OG0006804	XP_006406856.1	CARHR091450
OG0006805	XP_006418153.1	CARHR003540
OG0006806	XP_006406767.1	CARHR092350
OG0006807	XP_024015069.1	CARHR092470
OG0006808	XP_006406732.1	CARHR092740
OG0006809	XP_006406719.1	CARHR092850
OG0006810	XP_024010316.1	CARHR201190
OG0006811	XP_006406712.1	CARHR092920
OG0006812	XP_006406711.1	CARHR092930
OG0006813	XP_024015517.1	CARHR093100
OG0006814	XP_006406679.1	CARHR093210
OG0006815	XP_006406641.1	CARHR093490
OG0006816	XP_006406635.1	CARHR093550
OG0006817	XP_006406609.1	CARHR093760
OG0006819	XP_006406568.1	CARHR094160
OG0006820	XP_006406555.1	CARHR219250, CARHR099950, CARHR094310
OG0006821	XP_006416559.1	CARHR019490
OG0006822	XP_006406431.1	CARHR095520
OG0006823	XP_006406426.1	CARHR095560
OG0006824	XP_006406395.1	CARHR095990
OG0006825	XP_024015567.1	CARHR096320
OG0006826	XP_006406368.1	CARHR096360
OG0006827	XP_006406367.1	CARHR096370
OG0006828	XP_024015363.1	CARHR096680
OG0006829	XP_006406333.1	CARHR096790
OG0006830	XP_006406321.1	CARHR096930
OG0006831	XP_006406303.1, XP_006406170.1	CARHR097080
OG0006832	XP_006417528.1, XP_024013858.1	CARHR009850
OG0006834	XP_006405878.1	CARHR215480
OG0006835	XP_006395235.1	CARHR184440
OG0006836	XP_006395240.1	CARHR184340
OG0006837	XP_006418841.1	CARHR099740
OG0006838	XP_006406127.1	CARHR098650, CARHR098640
OG0006839	XP_006406169.1	CARHR098290
OG0006840	XP_006406257.1	CARHR097500
OG0006841	XP_006412781.1	CARHR237880
OG0006842	XP_006412786.2	CARHR237850
OG0006843	XP_006397395.1	CARHR056470
OG0006844	XP_006391584.1	CARHR056380
OG0006845	XP_024012478.1	CARHR194300
OG0006846	XP_006400419.1	CARHR194330
OG0006847	XP_006400394.1	CARHR194560
OG0006848	XP_006400375.1	CARHR194790
OG0006849	XP_006395069.1	CARHR182170
OG0006851	XP_006395189.1	CARHR183810
OG0006852	XP_006403798.1	CARHR162270
OG0006853	XP_006403819.2	CARHR162030
OG0006854	XP_006403832.1	CARHR161940
OG0006855	XP_024013838.1	CARHR117420, CARHR161820
OG0006856	XP_006403846.1	CARHR161800
OG0006857	XP_006403850.2	CARHR161760
OG0006858	XP_006403912.1	CARHR161050
OG0006859	XP_006403922.1	CARHR161000
OG0006860	XP_024013851.1	CARHR160870
OG0006861	XP_006403935.1	CARHR160850
OG0006862	XP_006418444.1	CARHR000680
OG0006864	XP_024008453.1	CARHR000880
OG0006865	XP_024009065.1	CARHR001310
OG0006866	XP_024008698.1	CARHR001560
OG0006867	XP_006418345.1	CARHR001740
OG0006868	XP_006418288.1	CARHR002250
OG0006869	XP_006418282.1	CARHR002300
OG0006870	XP_006418272.1	CARHR002390
OG0006871	XP_006418197.1	CARHR003180
OG0006872	XP_006418146.1, XP_024010181.1	CARHR003610
OG0006873	XP_006403629.1, XP_024016434.1	CARHR106040
OG0006874	XP_006418113.1	CARHR003940, CARHR171650
OG0006875	XP_024008777.1	CARHR004040
OG0006876	XP_024008664.1	CARHR004150
OG0006877	XP_006419080.1	CARHR150950
OG0006878	XP_024008311.1	CARHR004350
OG0006879	XP_006418062.1	CARHR004550
OG0006880	XP_006418047.1	CARHR004730
OG0006881	XP_006418002.1	CARHR005120
OG0006882	XP_006417959.1	CARHR005600
OG0006883	XP_006417957.1	CARHR005620
OG0006884	XP_006417911.1	CARHR006100
OG0006885	XP_006417902.1	CARHR006170
OG0006886	XP_006417875.1	CARHR006520
OG0006887	XP_006417864.1	CARHR006620
OG0006888	XP_006417861.1	CARHR006650
OG0006889	XP_006413439.1	CARHR231790
OG0006890	XP_006417731.2	CARHR107500, CARHR007900
OG0006891	XP_006417715.2	CARHR008040, CARHR035120
OG0006892	XP_006417709.1	CARHR008140
OG0006893	XP_006417700.1	CARHR008250
OG0006894	XP_006391219.1	CARHR008370
OG0006895	XP_024008154.1	CARHR008720
OG0006896	XP_024008948.1	CARHR008810
OG0006897	XP_006417625.1	CARHR008880
OG0006898	XP_006417604.1	CARHR009070, CARHR009080
OG0006899	XP_006417585.1	CARHR009290
OG0006900	XP_006417542.1	CARHR009710
OG0006901	XP_006417508.1	CARHR010080
OG0006902	XP_024008687.1	CARHR010240
OG0006903	XP_006417467.1, XP_006392265.1	CARHR053600
OG0006904	XP_006417459.1	CARHR010650
OG0006905	XP_006417418.1	CARHR010990
OG0006906	XP_006417396.1	CARHR011230
OG0006907	XP_006417384.1	CARHR011380
OG0006908	XP_024008633.1	CARHR011420
OG0006909	XP_006417378.1	CARHR011440
OG0006910	XP_024007753.1	CARHR011500
OG0006911	XP_006410751.2, XP_006417369.1	CARHR011550
OG0006912	XP_006417335.1	CARHR011910
OG0006913	XP_006417330.1	CARHR011960
OG0006914	XP_006417316.1	CARHR012070
OG0006915	XP_006408665.1	CARHR012100
OG0006916	XP_006417264.1	CARHR012470
OG0006917	XP_006417252.1	CARHR012570
OG0006918	XP_006417238.1	CARHR012700
OG0006919	XP_006396223.1	CARHR248290
OG0006920	XP_006417215.1	CARHR012920
OG0006921	XP_006417171.1	CARHR013300
OG0006922	XP_006417165.1	CARHR013360
OG0006923	XP_006417097.1	CARHR014110
OG0006924	XP_006417082.2	CARHR014250
OG0006925	XP_006417080.1	CARHR014270
OG0006926	XP_006417073.1	CARHR014330
OG0006927	XP_006417017.1	CARHR014810
OG0006928	XP_006416998.1	CARHR115340
OG0006929	XP_006416969.1	CARHR015330
OG0006930	XP_024008367.1	CARHR015340
OG0006931	XP_006416944.1	CARHR015620
OG0006932	XP_006416933.1	CARHR015750
OG0006933	XP_006416915.1	CARHR015890
OG0006934	XP_006416906.1	CARHR015980
OG0006935	XP_006416881.1	CARHR016270
OG0006936	XP_006416877.1	CARHR016330
OG0006937	XP_006389841.1	CARHR016490
OG0006938	XP_006416842.1	CARHR016660
OG0006939	XP_006395380.1	CARHR149680
OG0006940	XP_006416770.1	CARHR017320
OG0006941	XP_006416762.1	CARHR017370
OG0006942	XP_006416732.1	CARHR017750
OG0006943	XP_006416715.1	CARHR017940
OG0006944	XP_006416686.1	CARHR018230
OG0006945	XP_024016191.1, XP_006416676.1	CARHR018290
OG0006946	XP_006391201.1	CARHR018410
OG0006947	XP_006416664.1	CARHR018430
OG0006948	XP_006416662.1	CARHR018450
OG0006949	XP_006416653.1	CARHR018570
OG0006950	XP_006416613.1	CARHR138110, CARHR018930
OG0006951	XP_006416600.1	CARHR019100
OG0006952	XP_006416588.1	CARHR019230
OG0006953	XP_006416555.1	CARHR019530
OG0006954	XP_006416527.1	CARHR019820, CARHR035530
OG0006955	XP_006416498.1	CARHR020080
OG0006957	XP_006416428.1	CARHR020630
OG0006958	XP_006416379.2	CARHR021080
OG0006959	XP_006416360.1	CARHR021250
OG0006960	XP_006416351.1	CARHR021330
OG0006961	XP_006416337.1	CARHR021490
OG0006962	XP_006416306.1	CARHR021790
OG0006963	XP_006416298.1	CARHR021850
OG0006964	XP_006416262.1	CARHR022190
OG0006965	XP_006416255.1	CARHR022230
OG0006966	XP_006416252.1	CARHR022260
OG0006967	XP_024008943.1	CARHR022420
OG0006968	XP_006398163.1	CARHR177390
OG0006969	XP_006406899.1	CARHR220750
OG0006970	XP_006390744.1	CARHR291000
OG0006971	XP_006390785.1	CARHR064590
OG0006972	XP_006390816.1	CARHR064290
OG0006973	XP_006390940.1	CARHR063070
OG0006974	XP_006413472.1	CARHR231520
OG0006975	XP_006413469.2	CARHR231550
OG0006978	XP_006391788.1	CARHR048580
OG0006979	XP_006391866.1	CARHR049430
OG0006980	XP_024015305.1	CARHR049790
OG0006981	XP_006391971.1	CARHR050600
OG0006982	XP_006391983.1	CARHR050750
OG0006983	XP_024008456.1	CARHR026880
OG0006984	XP_024015511.1	CARHR052240
OG0006985	XP_006392069.1	CARHR052070
OG0006986	XP_006392315.1	CARHR053740
OG0006987	XP_006391666.1	CARHR046800
OG0006988	XP_006390963.1, XP_024012108.1	CARHR062900, CARHR062890
OG0006989	XP_006391710.1	CARHR046210
OG0006990	XP_006405277.1	CARHR212440
OG0006991	XP_006398354.2	CARHR174990
OG0006992	XP_024011065.1	CARHR174880
OG0006993	XP_006398369.1	CARHR174760
OG0006994	XP_006398454.1	CARHR173790
OG0006995	XP_006398463.1	CARHR173670
OG0006996	XP_006398488.1	CARHR173520
OG0006997	XP_024011003.1	CARHR178240
OG0006998	XP_006396602.1	CARHR252170
OG0006999	XP_006412833.1	CARHR109770
OG0007000	XP_006412820.1	CARHR237520
OG0007001	XP_006393493.1	CARHR037660
OG0007003	XP_024007659.1	CARHR068330
OG0007004	XP_006390365.1	CARHR068290
OG0007005	XP_006390372.1	CARHR068230
OG0007006	XP_006411637.1	CARHR294190
OG0007007	XP_006411679.1	CARHR247860
OG0007008	XP_006411713.1	CARHR247610
OG0007009	XP_006411743.1	CARHR247310
OG0007010	XP_006411744.1	CARHR247300
OG0007011	XP_006411811.1	CARHR246550
OG0007012	XP_006411852.1	CARHR246180
OG0007013	XP_006411869.1	CARHR246000
OG0007014	XP_024005823.1	CARHR067690, CARHR245780
OG0007015	XP_006411917.2	CARHR245580, CARHR153410
OG0007016	XP_006411948.1	CARHR245290
OG0007017	XP_006411967.1	CARHR245080
OG0007018	XP_006411969.1	CARHR245070
OG0007019	XP_006412017.1	CARHR244620
OG0007020	XP_006412036.2	CARHR244370
OG0007021	XP_006412065.1	CARHR244090
OG0007022	XP_006412070.1	CARHR244050
OG0007023	XP_006412093.1	CARHR243860
OG0007024	XP_006391996.1	CARHR050920
OG0007025	XP_006412150.1	CARHR243390
OG0007027	XP_006412165.1	CARHR243270
OG0007028	XP_006412178.1	CARHR243150
OG0007029	XP_006412186.1	CARHR243070
OG0007030	XP_024005886.1	CARHR242990
OG0007031	XP_006412504.1	CARHR115700, CARHR240120
OG0007032	XP_006412503.1	CARHR240130
OG0007033	XP_006412493.1	CARHR240200
OG0007034	XP_006412457.1	CARHR240520
OG0007035	XP_006412455.1	CARHR240540, CARHR240550
OG0007036	XP_006412437.1	CARHR240720
OG0007037	XP_006412430.1	CARHR240790
OG0007038	XP_006410526.1	CARHR127900
OG0007039	XP_024015987.1	CARHR286490
OG0007040	XP_006412393.1	CARHR241120
OG0007041	XP_006412374.1	CARHR241300
OG0007042	XP_006412343.1	CARHR241650
OG0007043	XP_006409707.1	CARHR105020
OG0007044	XP_006412326.1, XP_006412325.2	CARHR241760
OG0007045	XP_006412316.1	CARHR241840
OG0007046	XP_006412299.1	CARHR242010
OG0007047	XP_006412295.1	CARHR242040
OG0007048	XP_024004533.1	CARHR242090
OG0007049	XP_006412278.1	CARHR242210
OG0007050	XP_024004447.1	CARHR242730, CARHR242240
OG0007051	XP_006412524.1	CARHR239920
OG0007052	XP_006412532.1	CARHR239890
OG0007053	XP_006412605.1	CARHR239200
OG0007054	XP_006412606.1	CARHR239190
OG0007055	XP_024004362.1	CARHR239070
OG0007056	XP_006412630.1	CARHR239030
OG0007057	XP_006412646.1	CARHR238860
OG0007058	XP_006412654.1	CARHR238820
OG0007059	XP_006412667.1	CARHR238650
OG0007060	XP_006418833.1	CARHR099820
OG0007061	XP_006418779.2	CARHR100260
OG0007062	XP_006390647.1	CARHR065480
OG0007063	XP_006390669.1	CARHR065270
OG0007064	XP_006390687.1	CARHR065060
OG0007065	XP_006416084.2	CARHR023860
OG0007066	XP_006416074.1	CARHR023960
OG0007067	XP_006416012.1	CARHR024640
OG0007068	XP_006396412.1	CARHR290840, CARHR290820, CARHR290830
OG0007069	XP_006396392.1	CARHR249730
OG0007070	XP_006396350.2	CARHR250180
OG0007071	XP_006396329.1	CARHR249490
OG0007073	XP_006396299.1	CARHR249180
OG0007074	XP_006396281.1	CARHR249020
OG0007075	XP_006396265.1	CARHR248820, CARHR248860
OG0007076	XP_006396221.1	CARHR248270
OG0007077	XP_006396199.1	CARHR248050
OG0007078	XP_006404531.1	CARHR292840
OG0007079	XP_024009020.1	CARHR026670
OG0007080	XP_006413463.2	CARHR231610
OG0007081	XP_006412990.1	CARHR235850
OG0007082	XP_024008106.1	CARHR254420, CARHR256520, CARHR001890
OG0007084	XP_006416756.1	CARHR017460
OG0007085	XP_006416708.1	CARHR017990
OG0007086	XP_024008856.1, XP_024008036.1	CARHR023880
OG0007087	XP_006415935.1	CARHR025380
OG0007088	XP_006415820.1	CARHR026500
OG0007089	XP_024008670.1	CARHR026690
OG0007090	XP_024008380.1	CARHR026850
OG0007093	XP_006390651.1	CARHR065430
OG0007095	XP_024006407.1	CARHR284630
OG0007096	XP_024011139.1	CARHR143770
OG0007097	XP_006395625.1	CARHR146700
OG0007098	XP_006395313.1	CARHR152120
OG0007099	XP_006395258.1	CARHR153310
OG0007100	XP_006404512.1	CARHR152950
OG0007101	XP_006404449.1	CARHR155420
OG0007102	XP_024013839.1	CARHR161830
OG0007103	XP_006403717.1	CARHR163130, CARHR060240
OG0007105	XP_006400404.1	CARHR194470
OG0007106	XP_006394909.1	CARHR107860, CARHR058520, CARHR186730, CARHR186740
OG0007107	XP_006397177.1	CARHR260460
OG0007108	XP_006396853.1	CARHR254530
OG0007110	XP_006413239.1	CARHR233550
OG0007111	XP_006413581.1	CARHR230160
OG0007112	XP_024005545.1	CARHR225900
OG0007113	XP_024014764.1	CARHR214600
OG0007115	XP_006395204.1	CARHR184040
OG0007116	XP_006395082.1	CARHR114910, CARHR182420
OG0007129	XP_006413582.1	CARHR230130
OG0007130	XP_024011466.1	CARHR267670
OG0007131	XP_006394290.1	CARHR277180
OG0007132	XP_006404256.1	CARHR157220
OG0007134	XP_006404285.1, XP_024013737.1	CARHR156970
OG0007135	XP_006404314.1	CARHR156660
OG0007136	XP_006404319.1	CARHR156610
OG0007137	XP_006398495.1	CARHR143650
OG0007138	XP_006398516.1	CARHR143810
OG0007139	XP_006412825.1	CARHR237380
OG0007140	XP_006395859.1	CARHR144280
OG0007141	XP_006395804.1	CARHR144830
OG0007142	XP_006410985.1	CARHR132420
OG0007143	XP_006398370.1	CARHR174750
OG0007144	XP_006390018.1	CARHR071600
OG0007145	XP_006400314.1	CARHR195470
OG0007146	XP_006400307.1	CARHR195530
OG0007147	XP_024012049.1	CARHR195760
OG0007148	XP_024012144.1	CARHR195780
OG0007149	XP_006400258.1	CARHR195950
OG0007150	XP_006400251.1	CARHR196000
OG0007151	XP_006400236.1	CARHR196220
OG0007152	XP_006400219.1	CARHR196410, CARHR196390
OG0007153	XP_006400198.1	CARHR196620
OG0007154	XP_006400197.1	CARHR196630
OG0007155	XP_006400192.1	CARHR196700
OG0007156	XP_006400184.1	CARHR196790
OG0007157	XP_006400167.1	CARHR197000
OG0007158	XP_024011914.1	CARHR197180
OG0007159	XP_006410820.1	CARHR130730
OG0007160	XP_006400107.1	CARHR197510
OG0007161	XP_006400097.1	CARHR197580
OG0007162	XP_006400074.1	CARHR197770
OG0007163	XP_006400073.1	CARHR197780
OG0007164	XP_006400040.1	CARHR198080
OG0007165	XP_024012455.1	CARHR198290
OG0007166	XP_006400016.1	CARHR198360
OG0007167	XP_006400015.1	CARHR198370
OG0007168	XP_006400010.1	CARHR198430
OG0007169	XP_006399997.1	CARHR198510
OG0007170	XP_006399992.1	CARHR198560
OG0007172	XP_006397031.2	CARHR256000
OG0007173	XP_006399934.1	CARHR103230, CARHR199100
OG0007174	XP_006399933.1	CARHR199110
OG0007175	XP_024011569.1	CARHR199130
OG0007177	XP_006399910.1	CARHR199310
OG0007178	XP_006399907.1	CARHR199360
OG0007179	XP_006399904.1	CARHR199380
OG0007180	XP_006399902.1	CARHR199390
OG0007181	XP_024011156.1	CARHR199440, CARHR199430
OG0007182	XP_006399898.1	CARHR199450
OG0007183	XP_024012581.1	CARHR199680
OG0007184	XP_024012126.1	CARHR199710
OG0007185	XP_006399868.1	CARHR199730
OG0007186	XP_006399860.1	CARHR199790
OG0007189	XP_006399851.1	CARHR199870
OG0007190	XP_006399846.1	CARHR199930
OG0007191	XP_006399844.1	CARHR199940
OG0007192	XP_006399830.1	CARHR200040
OG0007193	XP_006399821.1	CARHR200140
OG0007194	XP_024011160.1	CARHR269190
OG0007195	XP_006399794.1	CARHR200390
OG0007196	XP_006399788.1	CARHR200430
OG0007197	XP_006399756.1	CARHR200720
OG0007198	XP_006399729.1	CARHR201000
OG0007199	XP_006399721.1	CARHR201090
OG0007200	XP_006399711.1	CARHR201220
OG0007202	XP_024012181.1	CARHR201450
OG0007203	XP_006399654.1	CARHR201740
OG0007204	XP_006399649.1	CARHR201790
OG0007205	XP_006413459.1	CARHR231650
OG0007206	XP_006399636.1	CARHR201910, CARHR201920
OG0007208	XP_024012375.1	CARHR202700
OG0007209	XP_006395210.1	CARHR184160
OG0007210	XP_006399547.1	CARHR202800
OG0007211	XP_006399525.1	CARHR202990
OG0007212	XP_024011738.1	CARHR203130
OG0007213	XP_006399503.1	CARHR203160
OG0007214	XP_006399495.1	CARHR203230
OG0007215	XP_024011813.1	CARHR203540
OG0007216	XP_006399435.1	CARHR203840
OG0007217	XP_024011520.1	CARHR204140
OG0007218	XP_024011656.1	CARHR204350
OG0007219	XP_006399355.1	CARHR204440
OG0007220	XP_024012628.1	CARHR204770
OG0007221	XP_006399303.1	CARHR205010
OG0007222	XP_006399301.1	CARHR205050
OG0007223	XP_006399273.1	CARHR205290
OG0007224	XP_024010153.1	CARHR251270
OG0007225	XP_006396534.1	CARHR251500
OG0007226	XP_006396535.1	CARHR251520
OG0007227	XP_006396551.1	CARHR251660
OG0007228	XP_006413350.1	CARHR232450
OG0007229	XP_006413375.1	CARHR232280
OG0007230	XP_024004475.1, XP_024004464.1	CARHR232060
OG0007231	XP_006397367.1	CARHR118880
OG0007232	XP_006408602.2	CARHR119140
OG0007233	XP_006408647.1	CARHR119520
OG0007234	XP_024016083.1, XP_006408702.1	CARHR119850
OG0007235	XP_024016067.1	CARHR120000
OG0007236	XP_006409774.2	CARHR120160
OG0007237	XP_006409781.1	CARHR120400
OG0007238	XP_024016769.1	CARHR120590
OG0007239	XP_006409855.1	CARHR121240
OG0007240	XP_006409866.1	CARHR121360
OG0007241	XP_006409871.1	CARHR121420
OG0007242	XP_006409891.1	CARHR121640
OG0007243	XP_006409919.1	CARHR122000
OG0007244	XP_024003738.1	CARHR122080
OG0007245	XP_006409943.1	CARHR122250
OG0007246	XP_006409944.2	CARHR122260
OG0007247	XP_006410025.1	CARHR122990
OG0007248	XP_006410030.1	CARHR123000
OG0007249	XP_006410055.2	CARHR123340
OG0007250	XP_006410062.1	CARHR123390
OG0007251	XP_006400762.2	CARHR190980
OG0007252	XP_006410118.1	CARHR123720
OG0007253	XP_024004097.1	CARHR123960
OG0007254	XP_006410215.1	CARHR124530
OG0007255	XP_006410217.1	CARHR124540
OG0007256	XP_006410239.1	CARHR124710
OG0007257	XP_006410272.1	CARHR125010
OG0007258	XP_006410282.1	CARHR125100
OG0007259	XP_006410339.1	CARHR125810
OG0007260	XP_006410379.1	CARHR126290
OG0007261	XP_024004109.1	CARHR126180
OG0007262	XP_006410361.1	CARHR126090
OG0007263	XP_006410398.2	CARHR126590
OG0007265	XP_006410428.1	CARHR126840
OG0007266	XP_006410431.1	CARHR126870, CARHR126000, CARHR120930, CARHR126010
OG0007267	XP_006410435.1	CARHR126920
OG0007268	XP_006410449.1	CARHR127100
OG0007269	XP_006410475.1	CARHR127360
OG0007270	XP_024003828.1	CARHR127390
OG0007271	XP_006403165.2	CARHR179520, CARHR179510
OG0007272	XP_006403130.1	CARHR179070
OG0007273	XP_006413330.1	CARHR232600
OG0007274	XP_006413318.1	CARHR232740
OG0007275	XP_006413287.1	CARHR233060
OG0007276	XP_006413279.1	CARHR233170
OG0007277	XP_006393595.1	CARHR036850
OG0007278	XP_006393603.1	CARHR036810
OG0007279	XP_006393635.1	CARHR036510
OG0007280	XP_006393613.1	CARHR036790
OG0007281	XP_006393611.1	CARHR036780
OG0007282	XP_024009161.1	CARHR027210
OG0007283	XP_024008692.1	CARHR105350, CARHR229380, CARHR035110, CARHR027410
OG0007284	XP_006415696.1	CARHR027570
OG0007285	XP_024009152.1	CARHR027860
OG0007286	XP_024008416.1	CARHR028060
OG0007287	XP_006415611.2	CARHR028440
OG0007288	XP_006415609.1	CARHR028460
OG0007289	XP_006415600.1	CARHR028530
OG0007290	XP_006415589.1	CARHR028620
OG0007292	XP_006415520.1	CARHR029360
OG0007293	XP_006415498.1	CARHR029630
OG0007294	XP_006415488.1	CARHR029690
OG0007295	XP_006415483.1	CARHR029750
OG0007296	XP_006415472.1	CARHR029820
OG0007297	XP_006415465.2	CARHR029900, CARHR029860
OG0007299	XP_006415426.1	CARHR030240
OG0007300	XP_006415398.1	CARHR030360
OG0007301	XP_006415397.1	CARHR030370
OG0007302	XP_006415378.1	CARHR030560
OG0007303	XP_006415349.1	CARHR030750
OG0007304	XP_006415336.1	CARHR030830
OG0007305	XP_006415321.1	CARHR287020
OG0007306	XP_006410713.2	CARHR031460
OG0007307	XP_006415249.1	CARHR031490
OG0007308	XP_006415244.1	CARHR031530
OG0007309	XP_006415234.1	CARHR031610
OG0007310	XP_006415200.1	CARHR031810, CARHR031820
OG0007311	XP_006415196.1	CARHR031900
OG0007312	XP_006395775.1	CARHR145090
OG0007313	XP_006395743.1	CARHR145410
OG0007314	XP_006395741.1	CARHR145430
OG0007315	XP_006395734.1	CARHR145530
OG0007316	XP_006395712.1	CARHR145680
OG0007317	XP_006393866.1	CARHR280990
OG0007318	XP_024007489.1	CARHR280410
OG0007319	XP_006393932.1	CARHR280260
OG0007320	XP_006393935.1	CARHR280240
OG0007321	XP_006412979.1	CARHR235960
OG0007322	XP_006393947.1	CARHR280150
OG0007323	XP_006393988.1	CARHR279770
OG0007324	XP_006393997.1	CARHR279660
OG0007325	XP_006393998.1	CARHR279650
OG0007326	XP_006394027.1	CARHR279450
OG0007327	XP_006394045.1	CARHR279300
OG0007328	XP_006394051.1	CARHR279250
OG0007329	XP_006394079.2	CARHR279000
OG0007330	XP_006394109.1	CARHR278810
OG0007331	XP_006394112.1	CARHR278780
OG0007332	XP_006394126.1	CARHR278650
OG0007333	XP_024006793.1	CARHR278510
OG0007335	XP_006410843.1, XP_006394153.1	CARHR278410
OG0007336	XP_006394154.1	CARHR278400
OG0007337	XP_006394158.1	CARHR278330
OG0007338	XP_006394163.1	CARHR278290
OG0007339	XP_006394196.1	CARHR278040
OG0007340	XP_006394215.1	CARHR277920
OG0007341	XP_006394218.2	CARHR277900
OG0007342	XP_006394230.1	CARHR277800
OG0007343	XP_006394238.1	CARHR277740
OG0007344	XP_006394242.1	CARHR277700
OG0007345	XP_024007142.1	CARHR277030
OG0007346	XP_006394307.1	CARHR277000
OG0007347	XP_024004573.1	CARHR276970
OG0007348	XP_006394311.1	CARHR276960
OG0007349	XP_006394316.1	CARHR276920
OG0007350	XP_006394352.1	CARHR276560
OG0007351	XP_024006786.1	CARHR276240
OG0007352	XP_006394394.1	CARHR276230
OG0007353	XP_006394414.1	CARHR276050
OG0007354	XP_006394448.1	CARHR275750
OG0007355	XP_006414851.1	CARHR219740
OG0007356	XP_006394482.1	CARHR275460
OG0007357	XP_006394489.2	CARHR275380
OG0007358	XP_024006739.1	CARHR275330
OG0007359	XP_006394495.1	CARHR275300
OG0007360	XP_006394517.2	CARHR275100
OG0007361	XP_024007325.1	CARHR274740
OG0007362	XP_024007600.1	CARHR274610
OG0007363	XP_006394554.1	CARHR274600
OG0007364	XP_006394578.1	CARHR190430
OG0007365	XP_006394623.1	CARHR189980
OG0007366	XP_006394632.1	CARHR189840
OG0007367	XP_024007451.1	CARHR189780
OG0007368	XP_006394652.2	CARHR189650
OG0007369	XP_006394674.1	CARHR189350
OG0007370	XP_006394680.1	CARHR189260
OG0007371	XP_006394691.1	CARHR189120
OG0007372	XP_006394703.1	CARHR188940
OG0007373	XP_006394706.1	CARHR158420
OG0007374	XP_006394718.1	CARHR188830
OG0007375	XP_006394719.1	CARHR188820
OG0007376	XP_006394722.1	CARHR188780
OG0007377	XP_006394753.1	CARHR188440
OG0007378	XP_006394755.1	CARHR188420
OG0007379	XP_006394754.1	CARHR188410
OG0007380	XP_006394788.1, XP_024007411.1	CARHR188090
OG0007381	XP_006394802.1	CARHR187900
OG0007382	XP_006394806.1	CARHR187840
OG0007383	XP_006394825.1	CARHR187650
OG0007384	XP_006400499.1	CARHR193550
