Orthogroup	Eutrema_salsugineum	Noccaea_praecox
OG0005773	XP_024009786.1	Np003G1756000
OG0005774	XP_006397075.1	Np003G1783500
OG0005775	XP_006396999.1	Np003G1795200
OG0005776	XP_006396969.1	Np003G1798900
OG0005777	XP_006396889.1	Np003G1808800
OG0005778	XP_006396880.1	Np003G1809500
OG0005779	XP_006396857.1	Np003G1812900
OG0005780	XP_006400471.1	Np003G1470300
OG0005781	XP_006394880.1	Np001G0139800
OG0005782	XP_006394999.1	Np001G0154700
OG0005783	XP_006408917.2	Np007G3725200
OG0005784	XP_006408493.1	Np007G4246300
OG0005785	XP_006408989.1	Np007G3718900
OG0005786	XP_006397968.1	Np006G3209600
OG0005787	XP_006397940.1	Np006G3212600
OG0005788	XP_006397922.1	Np006G3215300
OG0005789	XP_006397885.1	Np006G3221200
OG0005790	XP_006397873.2	Np006G3223200, Np005G3137800
OG0005791	XP_006397870.1	Np006G3223600
OG0005792	XP_006397846.1	Np006G3227400
OG0005793	XP_006416994.1	Np007G4019700, Np007G4016600
OG0005794	XP_006397784.1	Np006G3233900
OG0005796	XP_006397722.1	Np006G3244100
OG0005797	XP_006397716.1	Np006G3244800
OG0005798	XP_006397699.2	Np006G3246900
OG0005799	XP_006397648.1	Np006G3254000
OG0005800	XP_006397600.1	Np006G3259000
OG0005801	XP_006410095.2	Np007G3863900, Np007G3865700, Np007G3866700, Np007G3864700
OG0005802	XP_006397483.1	Np006G3273800
OG0005804	XP_006411528.1	Np006G3282600
OG0005805	XP_006411519.1	Np006G3282900
OG0005806	XP_006411500.1	Np006G3286200
OG0005807	XP_006391351.1	Np002G0959700
OG0005808	XP_006411494.1	Np006G3287100
OG0005809	XP_006411470.1	Np006G3290800, Np006G3290600
OG0005810	XP_006411468.1	Np006G3291200
OG0005811	XP_006411463.2	Np006G3291600
OG0005812	XP_006411429.1	Np006G3298500
OG0005814	XP_006408471.1	Np007G4244200
OG0005815	XP_006392945.1	Np007G4236700
OG0005816	XP_006408406.1	Np007G4232900
OG0005817	XP_006408382.1	Np007G4230200
OG0005818	XP_006408379.1	Np007G4229800
OG0005819	XP_006408357.1	Np007G4227900
OG0005820	XP_006408347.1	Np007G4226400
OG0005821	XP_006408333.1	Np007G4225900
OG0005822	XP_006408199.1	Np007G4207700
OG0005823	XP_006408126.1	Np007G4195100
OG0005824	XP_006408102.1	Np007G4192200
OG0005825	XP_006408099.1	Np007G4191900
OG0005827	XP_006408014.1	Np007G4179200
OG0005828	XP_006407968.2	Np007G4173700
OG0005829	XP_006407966.1	Np007G4173400
OG0005830	XP_006407949.1	Np007G4171700
OG0005831	XP_006407929.1	Np007G4167800
OG0005832	XP_006407909.1	Np007G4165600, Np007G4165900
OG0005833	XP_006407895.1	Np007G4163400
OG0005834	XP_006407890.1	Np007G4162800
OG0005835	XP_006407882.1	Np007G4161600
OG0005836	XP_006407870.1	Np007G4159900
OG0005837	XP_006407844.2	Np007G4155300
OG0005838	XP_006407842.1	Np007G4155100
OG0005839	XP_006407821.1	Np007G4152700
OG0005840	XP_006407760.1	Np007G4144200
OG0005841	XP_006407700.2	Np007G4136300
OG0005843	XP_006406839.1	Np007G3907400, Np007G3908000, Np007G3819300
OG0005844	XP_006407538.1	Np007G4116300
OG0005845	XP_006407489.1	Np007G4110900
OG0005846	XP_006407480.1	Np007G4110000
OG0005847	XP_006407468.1	Np007G4107600
OG0005848	XP_006407423.2	Np007G4100500
OG0005849	XP_006407362.1	Np007G4093000
OG0005850	XP_006407297.1	Np007G4085800
OG0005851	XP_006407287.1	Np007G4084600
OG0005852	XP_024015720.1	Np007G4084400
OG0005853	XP_006418725.1	Np007G4041000, Np007G4071900
OG0005854	XP_006407237.1	Np007G4077900
OG0005855	XP_006414482.1	Np002G1234300, Np005G3025000
OG0005856	XP_006407180.1	Np007G4069500
OG0005857	XP_024015465.1	Np007G4065200
OG0005858	XP_006407123.1	Np007G4060100, Np006G3637200
OG0005860	XP_006407113.1	Np007G4059200
OG0005861	XP_006407025.1	Np007G4048100
OG0005862	XP_006407022.1	Np007G4047600
OG0005863	XP_006406951.1	Np007G4031000
OG0005865	XP_006406887.1	Np007G3903100
OG0005866	XP_006406857.1	Np007G3905000
OG0005867	XP_006406831.1	Np007G3910200
OG0005868	XP_006403397.1	Np001G0428200
OG0005869	XP_006406778.1	Np007G3918600
OG0005870	XP_006406751.1	Np007G3922300
OG0005871	XP_006406720.1	Np007G3927000
OG0005872	XP_024015486.1	Np007G3929100
OG0005873	XP_006406685.1	Np007G3932100
OG0005874	XP_024015601.1	Np007G3935600
OG0005875	XP_006406638.1	Np007G3939600
OG0005876	XP_024015314.1	Np007G3939800
OG0005877	XP_006406605.1	Np007G3943500
OG0005878	XP_006406575.1	Np007G3752100, Np007G3948200
OG0005879	XP_006406567.1	Np007G3949700
OG0005880	XP_006406548.1	Np007G3953100
OG0005881	XP_006406545.1	Np007G3954000
OG0005882	XP_024015783.1	Np007G3959900
OG0005883	XP_006406508.1	Np007G3961300
OG0005884	XP_006406256.1	Np007G3817000
OG0005886	XP_024015568.1	Np007G3977000
OG0005887	XP_006406436.1	Np007G3978000
OG0005888	XP_024015518.1	Np007G3983700
OG0005890	XP_006406401.1	Np007G3992400
OG0005891	XP_006406400.1	Np007G3993000
OG0005892	XP_024015457.1	Np007G3803100
OG0005893	XP_006395286.1, XP_024014635.1	Np001G0188500
OG0005894	XP_006395922.1	Np005G3106700
OG0005895	XP_024015205.1	Np007G3835900
OG0005896	XP_006406003.1	Np007G3850100
OG0005897	XP_006406019.1	Np007G3848200
OG0005898	XP_006406063.1	Np007G3843400
OG0005899	XP_006406066.1	Np007G3843100
OG0005900	XP_006406124.1	Np007G3836700
OG0005901	XP_006406137.1, XP_006410306.1, XP_006396697.2	Np007G3835400
OG0005903	XP_006406154.1	Np007G3833100
OG0005904	XP_006406168.1	Np007G3831200
OG0005905	XP_006406200.1	Np007G3827500
OG0005906	XP_006412732.1	Np005G2738700
OG0005907	XP_024007915.1	Np002G0947100
OG0005908	XP_006395023.1	Np001G0157300
OG0005909	XP_006395042.1	Np001G0161300
OG0005910	XP_006395128.1	Np001G0170800
OG0005911	XP_006408905.1	Np007G3727100
OG0005912	XP_006403838.1	Np001G0540900
OG0005913	XP_006403876.1	Np001G0536900
OG0005914	XP_024013665.1	Np001G0536700
OG0005915	XP_006418450.1	Np004G2593600
OG0005916	XP_024009089.1	Np004G2592900
OG0005917	XP_006418399.1	Np001G0498700, Np004G2586200
OG0005918	XP_024008848.1, XP_006418361.1	Np004G2583000
OG0005920	XP_006418292.1	Np004G2575300
OG0005921	XP_006418245.1	Np004G2570900
OG0005922	XP_006418175.1	Np004G2562900
OG0005923	XP_006418133.1	Np004G2559100
OG0005924	XP_024008485.1	Np004G2555500
OG0005925	XP_006417994.1	Np004G2541700
OG0005926	XP_006417952.1	Np004G2536100
OG0005927	XP_006417870.2	Np004G2527700
OG0005928	XP_006417847.1	Np004G2525600
OG0005929	XP_006417824.1	Np004G2523600
OG0005930	XP_006417760.1	Np004G2515500
OG0005932	XP_006417797.1	Np004G2519900
OG0005933	XP_006417769.1	Np004G2517500
OG0005934	XP_024008970.1	Np004G2514300
OG0005935	XP_006417712.1	Np004G2511000, Np004G2261600
OG0005936	XP_006417699.1	Np004G2509700
OG0005937	XP_006417662.1	Np004G2506200
OG0005938	XP_006417643.1	Np004G2504200
OG0005939	XP_006417634.1	Np004G2503500
OG0005940	XP_006417559.1	Np004G2495800
OG0005941	XP_006417556.1	Np004G2495600
OG0005942	XP_006417545.2	Np004G2493500
OG0005943	XP_006408719.2, XP_006417524.1	Np004G2491600
OG0005945	XP_006417484.1	Np004G2486300
OG0005946	XP_006417478.1	Np004G2485200, Np004G2485300
OG0005947	XP_006417414.2	Np004G2478100
OG0005948	XP_006417411.1	Np004G2477900
OG0005949	XP_006417371.1, XP_006392007.1	Np002G1179200
OG0005950	XP_006417368.1	Np004G2472500
OG0005951	XP_006417290.1	Np004G2461400
OG0005952	XP_006417275.1	Np004G2459000
OG0005953	XP_006417241.1	Np004G2455000
OG0005954	XP_006417219.1	Np004G2451600
OG0005955	XP_006416966.1	Np004G2416400
OG0005956	XP_006416939.1	Np004G2412400
OG0005959	XP_006416805.1	Np004G2396200
OG0005960	XP_006416794.1	Np004G2395700
OG0005961	XP_024007882.1	Np004G2394200
OG0005962	XP_006416777.1	Np004G2394100
OG0005963	XP_006416742.1	Np004G2390800
OG0005964	XP_006416677.1	Np004G2383300
OG0005965	XP_006416638.1	Np004G2377700
OG0005966	XP_006416617.1	Np004G2375700
OG0005967	XP_006416592.1	Np004G2372200
OG0005968	XP_006416533.1	Np004G2365700
OG0005969	XP_006416517.1	Np004G2362800
OG0005970	XP_006416472.1	Np004G2357900
OG0005971	XP_024009111.1	Np004G2354300
OG0005972	XP_006416284.1	Np004G2337500
OG0005973	XP_006416248.1	Np005G3055900, Np004G2329900
OG0005974	XP_024008899.1	Np004G2327100
OG0005975	XP_006416219.1	Np004G2325500
OG0005977	XP_006416194.2	Np004G2321600
OG0005978	XP_006416193.1	Np004G2321300, Np004G2321400
OG0005979	XP_006416153.1	Np004G2313900
OG0005980	XP_006390745.1	Np002G0834600
OG0005981	XP_006390766.1	Np002G0836400
OG0005982	XP_024007640.1	Np002G0840700
OG0005983	XP_006390852.1	Np002G0847200
OG0005984	XP_006415139.1	Np004G2058000
OG0005985	XP_006391745.1	Np002G1224900
OG0005986	XP_024013259.1	Np002G1175100
OG0005987	XP_006392344.1	Np002G1130700
OG0005988	XP_006391597.1	Np002G1247300
OG0005988	XP_006405287.1	Np005G3202200
OG0005989	XP_006391227.1	Np002G0911000
OG0005990	XP_006398365.1	Np001G0344400
OG0005991	XP_006398376.1	Np001G0342500
OG0005992	XP_006398455.1	Np001G0318800
OG0005993	XP_006398458.1	Np001G0320300
OG0005994	XP_006398471.1	Np001G0326200
OG0005995	XP_006396588.1	Np003G1850600
OG0005996	XP_006412816.1	Np005G2748100
OG0005997	XP_006393505.1	Np004G2001500
OG0005998	XP_006411732.1	Np005G2614000
OG0005999	XP_006415759.1	Np004G2102800
OG0006001	XP_006393267.1	Np004G1983600
OG0006002	XP_006411778.1, XP_006396545.2, XP_006404682.1	Np005G2620400
OG0006003	XP_006411795.1	Np005G2622000
OG0006004	XP_006411864.1	Np005G2696100
OG0006005	XP_006411905.1	Np005G2691400
OG0006006	XP_006411934.1	Np005G2687700
OG0006007	XP_006411966.1	Np005G2684400
OG0006008	XP_006411996.1	Np005G2681200
OG0006009	XP_006412001.1, XP_006404939.1	Np005G2680700
OG0006010	XP_006412024.1	Np005G2677400
OG0006011	XP_006412066.1	Np005G2672200
OG0006012	XP_006412157.1	Np005G2657600
OG0006013	XP_006412166.1	Np005G2656600
OG0006015	XP_006412231.1	Np005G2647200
OG0006016	XP_006412416.1	Np005G2630200
OG0006017	XP_006412363.1	Np005G2635100
OG0006018	XP_024005394.1	Np005G2638100
OG0006019	XP_024009460.1, XP_006412334.1	Np005G2638200
OG0006020	XP_006412333.1	Np005G2638300
OG0006021	XP_006412522.1	Np005G2709900
OG0006023	XP_024005076.1	Np005G2722500
OG0006024	XP_006412650.2	Np005G2726600
OG0006025	XP_006412669.1	Np005G2728200
OG0006026	XP_006390717.1	Np002G0831200
OG0006027	XP_006390722.1	Np002G0831700
OG0006028	XP_024008854.1	Np004G2301800
OG0006029	XP_006416054.1	Np004G2297700
OG0006031	XP_006396290.1	Np005G3201100, Np003G1887500
OG0006032	XP_006396284.1	Np003G1888400
OG0006033	XP_006396203.1	Np003G1898400
OG0006034	XP_006396193.1	Np003G1899300
OG0006034	XP_006418499.1	Np004G2598700
OG0006035	XP_006413158.1	Np005G2789700
OG0006036	XP_006413057.1	Np005G2775000
OG0006037	XP_006395681.1	Np001G0241800
OG0006040	XP_024007742.1	Np004G2390900
OG0006041	XP_006415936.1	Np004G2259800
OG0006042	XP_024009132.1	Np004G2092700
OG0006043	XP_006415851.1	Np004G2093900
OG0006047	XP_006407571.1	Np007G4118900
OG0006049	XP_006398500.1	Np001G0285100
OG0006050	XP_006395651.1	Np001G0237600
OG0006051	XP_024007616.1	Np001G0185900
OG0006053	XP_006404022.1	Np001G0520700
OG0006053	XP_024006378.1	Np004G2026400
OG0006055	XP_006414093.1	Np005G2915200
OG0006056	XP_006389698.1, XP_024005702.1	Np005G2924100
OG0006057	XP_024013341.1	Np001G0415500
OG0006068	XP_024009319.1, XP_024009320.1, XP_024015938.1, XP_024013295.1, XP_024014674.1, XP_024010336.1, XP_024004888.1, XP_024004021.1, XP_024014008.1, XP_024011328.1	Np002G0985800
OG0006075	XP_006412704.2	Np005G2732600
OG0006076	XP_006412685.1	Np005G2731000
OG0006077	XP_024005259.1	Np005G2730600
OG0006078	XP_006413586.1	Np005G2844200
OG0006079	XP_006404390.1	Np001G0470700
OG0006080	XP_006404304.1	Np001G0480300
OG0006081	XP_006404294.1	Np001G0480800
OG0006082	XP_006398493.1	Np001G0328700
OG0006083	XP_024010962.1	Np001G0298000
OG0006084	XP_024010955.1	Np001G0277400
OG0006085	XP_006398540.1	Np001G0273800
OG0006086	XP_006400358.1	Np003G1456200
OG0006088	XP_006400311.1	Np003G1450500
OG0006089	XP_006400300.2	Np003G1449400
OG0006090	XP_006400246.1	Np003G1443400
OG0006091	XP_006400244.1	Np003G1442800
OG0006092	XP_006391987.1	Np002G1183800, Np002G1184000
OG0006093	XP_006406593.2	Np007G3945500
OG0006094	XP_006400177.1	Np003G1434700
OG0006095	XP_024011605.1	Np003G1433200
OG0006096	XP_006400149.1	Np003G1432200
OG0006097	XP_006400101.1	Np003G1427000
OG0006098	XP_006395318.1	Np001G0193100
OG0006099	XP_006400089.1	Np003G1426000
OG0006100	XP_006400085.2	Np003G1425600
OG0006101	XP_024011465.1	Np003G1425300
OG0006102	XP_006400061.1	Np003G1423300
OG0006103	XP_006400059.1	Np003G1423100
OG0006104	XP_006400051.1	Np003G1422600, Np003G1422500
OG0006105	XP_024012365.1	Np003G1420800
OG0006106	XP_006408042.1	Np007G4184600
OG0006107	XP_006412727.1	Np005G2735100
OG0006108	XP_006408910.1	Np007G3726200
OG0006109	XP_006396792.1	Np003G1819200
OG0006110	XP_006399986.1	Np003G1416500
OG0006111	XP_006399985.1	Np003G1416400
OG0006112	XP_006395029.1	Np001G0158000
OG0006113	XP_006398531.2	Np001G0277600
OG0006114	XP_006399948.1	Np003G1412600
OG0006115	XP_006399945.1	Np003G1412300
OG0006116	XP_006399943.1	Np003G1412100
OG0006117	XP_006405071.1	Np006G3647200
OG0006118	XP_006399882.1	Np003G1406800
OG0006119	XP_006399871.1	Np003G1405700
OG0006120	XP_006399848.1	Np003G1403500, Np003G1295100
OG0006121	XP_006399839.1	Np006G3683100, Np003G1403000
OG0006122	XP_024012238.1	Np003G1402900
OG0006123	XP_006399819.2	Np003G1400300
OG0006124	XP_006399816.2	Np003G1399900
OG0006125	XP_006399784.1	Np003G1396700
OG0006126	XP_006399779.1	Np003G1396000
OG0006127	XP_006399765.1	Np003G1395000
OG0006128	XP_006399761.1	Np003G1393100
OG0006129	XP_006399758.1	Np003G1392800
OG0006130	XP_006399692.1	Np003G1385000
OG0006131	XP_006399656.1	Np003G1381300
OG0006132	XP_006399624.1	Np003G1378100
OG0006133	XP_006399496.1	Np003G1363100
OG0006134	XP_006399439.1	Np005G2838400, Np003G1358500
OG0006135	XP_006399374.1	Np003G1351700
OG0006136	XP_006399368.1	Np003G1351100
OG0006137	XP_006399353.1	Np003G1349600
OG0006138	XP_006399328.1	Np003G1346300
OG0006139	XP_024007091.1, XP_006399318.1	Np003G1344800
OG0006140	XP_024012707.1	Np003G1343300
OG0006141	XP_006399272.1	Np003G1340400
OG0006142	XP_006399248.1	Np003G1336700
OG0006143	XP_006396525.1	Np003G1857700
OG0006144	XP_006396530.1	Np003G1857200
OG0006145	XP_006396536.1	Np003G1856500
OG0006146	XP_006396552.1	Np003G1854600
OG0006147	XP_006396554.1	Np003G1854300
OG0006148	XP_006396555.1	Np003G1854200
OG0006149	XP_006396558.1	Np003G1853800
OG0006150	XP_006413338.1	Np005G2811800
OG0006151	XP_006413358.1	Np005G2813500
OG0006152	XP_006408675.1	Np006G3615200
OG0006153	XP_006408666.1	Np006G3614500
OG0006154	XP_006408704.1	Np006G3610200
OG0006155	XP_024003730.1	Np006G3607600
OG0006156	XP_006409785.1	Np005G3169000, Np005G3170000, Np006G3582700
OG0006157	XP_006409827.1	Np006G3587900
OG0006158	XP_024003935.1, XP_024003950.1	Np006G3589200
OG0006159	XP_024003976.1, XP_006419016.1	Np006G3558600
OG0006160	XP_006409864.1	Np006G3592100
OG0006161	XP_006409869.2	Np006G3593100
OG0006162	XP_006409904.1	Np006G3598100
OG0006163	XP_006390725.1	Np002G0832000
OG0006164	XP_006409999.1	Np006G3606300
OG0006165	XP_006410010.1	Np008G4281400, Np006G3501400
OG0006166	XP_006410011.1	Np006G3501500, Np008G4281500
OG0006167	XP_024004075.1, XP_024016744.1	Np006G3505800
OG0006168	XP_006410054.2	Np006G3518300
OG0006169	XP_006410141.1	Np006G3525700
OG0006170	XP_006410122.1	Np006G3530100, Np006G3478100
OG0006171	XP_006410121.1	Np006G3530300, Np006G3478000
OG0006172	XP_006410116.1, XP_006410103.2	Np006G3530900, Np006G3477300
OG0006173	XP_024003996.1	Np006G3537500, Np006G3470500
OG0006174	XP_024004280.1	Np006G3468300, Np006G3540000
OG0006175	XP_006410191.1	Np006G3540700, Np006G3489400
OG0006176	XP_006410200.1, XP_024004001.1	Np006G3541500, Np006G3488600
OG0006177	XP_006410291.1	Np006G3553300
OG0006178	XP_006410293.1	Np006G3553500
OG0006179	XP_006410308.1	Np006G3555700
OG0006180	XP_006410309.1	Np006G3555900
OG0006182	XP_006410385.1	Np006G3569600
OG0006183	XP_006410372.1	Np006G3567100
OG0006184	XP_006410352.1	Np006G3561900
OG0006185	XP_006410434.1, XP_024013344.1	Np006G3576000
OG0006186	XP_006403263.1	Np001G0414500
OG0006187	XP_006406021.1	Np007G3848100
OG0006188	XP_006403171.2	Np001G0407100
OG0006189	XP_006403162.1	Np001G0405600
OG0006190	XP_006403154.1	Np001G0405000
OG0006191	XP_006403146.1	Np001G0403700
OG0006192	XP_024005299.1	Np006G3437100, Np005G2809200
OG0006193	XP_006393572.1	Np004G2006700
OG0006194	XP_006393631.1	Np004G2014500
OG0006195	XP_006415733.1	Np004G2105800
OG0006196	XP_006415719.1	Np004G2106800
OG0006197	XP_006415674.2	Np004G2112200
OG0006198	XP_006415647.1	Np004G2114700
OG0006199	XP_006415643.1	Np004G2114900
OG0006200	XP_006415627.1	Np004G2117100
OG0006201	XP_006415604.1	Np004G2120200
OG0006202	XP_006415590.1	Np004G2123500
OG0006203	XP_006415584.1	Np004G2124000
OG0006204	XP_006415549.1	Np004G2130000
OG0006205	XP_006415529.1	Np004G2131700
OG0006206	XP_006415518.1	Np004G2133000
OG0006207	XP_006415516.1	Np004G2133200
OG0006208	XP_006415503.1	Np004G2414900
OG0006209	XP_006415487.1	Np004G2136400
OG0006210	XP_006415479.1	Np004G2137600
OG0006211	XP_006415473.1	Np004G2138400
OG0006212	XP_024007966.1	Np004G2138800
OG0006213	XP_024008957.1	Np004G2155500
OG0006214	XP_006415294.1	Np004G2170700
OG0006215	XP_006415255.1	Np004G2181000
OG0006216	XP_006394169.1	Np001G0046800
OG0006217	XP_006415236.1	Np004G2197100
OG0006218	XP_006395763.1	Np001G0252200
OG0006219	XP_006395753.1	Np001G0251100
OG0006220	XP_024007666.1	Np001G0246200
OG0006221	XP_006395697.1, XP_024016487.1, XP_024016486.1	Np001G0245500
OG0006222	XP_006406632.1	Np007G3940600
OG0006223	XP_024007084.1	Np001G0014100
OG0006224	XP_006393884.1	Np001G0014400
OG0006225	XP_006393945.1	Np001G0021900
OG0006226	XP_006393969.1	Np001G0024200
OG0006227	XP_006393977.1	Np001G0025100
OG0006228	XP_006394012.1	Np001G0028900
OG0006229	XP_006394019.2	Np001G0029200
OG0006230	XP_006394022.1	Np001G0029600
OG0006231	XP_006394048.1	Np001G0032000
OG0006232	XP_024007140.1	Np001G0034600
OG0006233	XP_006394076.1	Np001G0035700
OG0006234	XP_006394087.1	Np001G0037000
OG0006235	XP_006394099.1	Np001G0038100
OG0006236	XP_006394110.1	Np001G0040000
OG0006237	XP_006394124.1	Np001G0041600
OG0006238	XP_024006986.1	Np001G0047200
OG0006239	XP_006394204.1	Np001G0049600
OG0006240	XP_024006756.1	Np001G0051600
OG0006241	XP_006394235.1	Np001G0053000
OG0006242	XP_024007582.1	Np001G0057900
OG0006243	XP_024007071.1	Np001G0065600
OG0006244	XP_006394327.1	Np001G0066600
OG0006245	XP_006394331.1	Np001G0067100
OG0006246	XP_006410654.1	Np006G3410500
OG0006247	XP_006394350.1	Np001G0069100, Np001G0090400
OG0006248	XP_006394351.1	Np001G0069200
OG0006249	XP_024006977.1	Np001G0161200
OG0006250	XP_006394374.1	Np001G0083800, Np001G0071700
OG0006251	XP_006394375.1	Np001G0071900
OG0006252	XP_006394404.1	Np001G0074400
OG0006253	XP_006394408.1	Np001G0075100
OG0006254	XP_006394415.1	Np001G0075800
OG0006255	XP_024007587.1	Np001G0076100
OG0006256	XP_006394423.1	Np001G0077000
OG0006257	XP_006394486.1	Np001G0088800
OG0006258	XP_006394520.1	Np001G0093900
OG0006260	XP_006394533.1	Np001G0094900
OG0006261	XP_024006815.1	Np001G0097300
OG0006262	XP_006394548.1	Np001G0097500
OG0006263	XP_006394552.1	Np001G0097900
OG0006264	XP_006394575.1	Np001G0100800
OG0006265	XP_006394597.1	Np001G0103700
OG0006266	XP_006394598.1	Np001G0103800
OG0006267	XP_006394616.1	Np001G0106400
OG0006268	XP_006394626.1	Np001G0107800
OG0006269	XP_006394669.1	Np001G0112600
OG0006270	XP_006394670.1	Np001G0112700
OG0006271	XP_006394731.1	Np001G0120800
OG0006272	XP_006394732.1	Np001G0120900
OG0006273	XP_006394765.1	Np001G0124900
OG0006274	XP_006394804.1	Np001G0131200
OG0006275	XP_006394828.1	Np001G0133900
OG0006276	XP_006394830.1	Np001G0134100
OG0006277	XP_006394835.1	Np001G0134800
OG0006279	XP_006400506.1	Np003G1474300
OG0006280	XP_006400498.1	Np003G1473500
OG0006281	XP_006400532.1	Np003G1477900
OG0006282	XP_024011664.1	Np003G1481100
OG0006283	XP_006400569.1	Np003G1482600
OG0006284	XP_024012196.1	Np003G1484300
OG0006285	XP_006395062.1	Np001G0163900
OG0006286	XP_006400599.1	Np003G1485900
OG0006287	XP_006400623.1	Np003G1404100
OG0006288	XP_006400681.1	Np003G1495300
OG0006289	XP_006400701.1	Np003G1498900
OG0006290	XP_006400713.1	Np003G1500500
OG0006291	XP_024016051.1	Np003G1501000, Np003G1501300
OG0006292	XP_006400728.2	Np003G1502600
OG0006293	XP_006400824.1	Np003G1516000
OG0006294	XP_024012335.1	Np003G1516900
OG0006295	XP_006400871.1	Np003G1520700
OG0006296	XP_024016043.1	Np007G3724900
OG0006297	XP_006400914.1	Np003G1525600
OG0006298	XP_006401024.1	Np006G3512900, Np003G1538200, Np006G3513000
OG0006299	XP_006414488.1, XP_006401032.1	Np003G1539200
OG0006300	XP_006401095.2	Np003G1546400
OG0006301	XP_006413640.1	Np005G2850300
OG0006302	XP_006417944.1	Np004G2535500
OG0006303	XP_006401114.1	Np003G1547800
OG0006304	XP_006401134.1, XP_006392955.2	Np003G1549900
OG0006305	XP_006414245.1	Np005G2955800, Np005G2885400
OG0006306	XP_006401176.1	Np003G1554300
OG0006307	XP_006401186.1	Np003G1557100
OG0006308	XP_006401188.1	Np003G1557300
OG0006309	XP_024009029.1	Np002G0832400
OG0006310	XP_006401222.1	Np003G1562100
OG0006311	XP_024011461.1	Np003G1565800
OG0006312	XP_006401247.1	Np003G1565000
OG0006313	XP_006404118.1	Np001G0506800
OG0006314	XP_006401264.1	Np003G1567800
OG0006315	XP_024014665.1	Np005G3110900, Np005G3111100
OG0006316	XP_024012117.1	Np003G1575000
OG0006317	XP_006401313.1	Np003G1575100
OG0006318	XP_006401355.1	Np003G1581200
OG0006319	XP_006401379.1	Np003G1583500
OG0006320	XP_006401489.1	Np003G1604700
OG0006321	XP_006403051.1	Np005G3093900
OG0006322	XP_006401548.1	Np003G1633600
OG0006323	XP_006404132.1	Np001G0504800
OG0006324	XP_006404164.1	Np001G0501800
OG0006325	XP_006404167.1	Np001G0501400
OG0006326	XP_006404206.2	Np001G0496000
OG0006327	XP_006404220.1	Np001G0494000
OG0006328	XP_006401623.1	Np003G1622600
OG0006329	XP_006401611.1	Np003G1623800
OG0006330	XP_006396444.1	Np003G1867700
OG0006331	XP_024010069.1	Np003G1861000
OG0006332	XP_006399210.1	Np003G1332000
OG0006333	XP_006399213.1	Np003G1332500
OG0006334	XP_006392393.1	Np002G1117500
OG0006335	XP_006399178.1	Np003G1327100
OG0006336	XP_006399153.1	Np003G1324500
OG0006337	XP_006399129.1	Np003G1321800
OG0006338	XP_006399125.1	Np003G1321100
OG0006339	XP_006399116.1	Np003G1320000
OG0006340	XP_006399107.1	Np003G1317700
OG0006341	XP_006399103.1	Np003G1317300
OG0006342	XP_006399093.1	Np003G1315900
OG0006343	XP_006418886.1, XP_006391811.1	Np001G0462700
OG0006344	XP_006399005.1	Np003G1304600
OG0006345	XP_006398999.1	Np003G1303800
OG0006346	XP_006398980.1	Np003G1299900, Np003G1300000
OG0006347	XP_006398966.1	Np003G1298700
OG0006348	XP_006398949.1	Np003G1296700
OG0006349	XP_006398942.1	Np003G1295500
OG0006350	XP_006398941.1	Np003G1295400
OG0006351	XP_006398912.1	Np003G1291800
OG0006352	XP_024012260.1	Np003G1291200
OG0006353	XP_006398907.1	Np003G1291000
OG0006354	XP_006398899.1	Np003G1290100
OG0006355	XP_024012656.1	Np003G1284500
OG0006356	XP_006398848.1	Np003G1283900
OG0006357	XP_006398784.1, XP_024013271.1	Np003G1276000
OG0006358	XP_024012348.1	Np003G1273500
OG0006359	XP_006398762.1	Np003G1272900
OG0006360	XP_024012321.1	Np003G1271900
OG0006361	XP_006398753.1	Np003G1271700
OG0006362	XP_006398729.1	Np003G1269700
OG0006363	XP_006398697.1	Np003G1265400
OG0006364	XP_006398705.2	Np003G1266700
OG0006365	XP_006398706.1	Np003G1266800
OG0006366	XP_024011417.1, XP_006409157.1	Np003G1264900
OG0006367	XP_006398669.1	Np003G1261800
OG0006368	XP_006419069.1	Np003G1266500
OG0006369	XP_006395209.1	Np001G0179600
OG0006370	XP_006398620.1	Np003G1255300
OG0006371	XP_006406618.2	Np007G3941700, Np002G1054300
OG0006372	XP_006405293.1	Np005G3201600
OG0006373	XP_006389775.1	Np005G3096800
OG0006374	XP_006389779.1	Np005G3117800
OG0006375	XP_006389790.1	Np002G0708300
OG0006376	XP_024007069.1	Np002G0710300
OG0006377	XP_006389826.1	Np002G0712200
OG0006378	XP_006389868.1	Np002G1191400, Np002G0717700
OG0006379	XP_024006940.1	Np002G0722100
OG0006380	XP_024006933.1	Np002G0722200
OG0006381	XP_024005851.1	Np002G0733900, Np002G0734000
OG0006382	XP_006389986.1	Np002G0734500
OG0006383	XP_006390016.2	Np002G0737500
OG0006384	XP_024012726.1	Np002G0744500
OG0006385	XP_006390099.1	Np002G0750700
OG0006388	XP_006390147.1	Np002G0757300
OG0006389	XP_006390199.1	Np002G0764600
OG0006390	XP_006390277.1	Np002G0775000, Np002G0775400
OG0006391	XP_006390280.1	Np002G0776300
OG0006392	XP_006390291.1	Np002G0778100
OG0006393	XP_006390317.2	Np002G0780900
OG0006394	XP_006390329.1	Np002G0782100
OG0006395	XP_006390341.1	Np002G0782900
OG0006396	XP_006409324.1	Np007G3760300
