Orthogroup	Eutrema_salsugineum	Arabidopsis_lyrata_Rawat
OG0009681	XP_006397855.1	AL4G46060
OG0009682	XP_006397843.1	AL4G45930
OG0009683	XP_006413105.1	AL7G25680
OG0009684	XP_024010842.1	AL4G45920
OG0009685	XP_006397840.1	AL4G45910
OG0009686	XP_006397837.2	AL4G45770, AL2G13980
OG0009687	XP_006393723.1	AL1G52370
OG0009688	XP_006397811.1	AL4G45520
OG0009689	XP_024010821.1	AL4G45490
OG0009690	XP_006397800.1	AL4G45410
OG0009691	XP_006397792.1	AL4G45310
OG0009692	XP_006397786.1	AL4G45240
OG0009693	XP_006397756.1	AL4G44940
OG0009694	XP_006397754.1	AL4G44920
OG0009695	XP_006397753.1	AL4G44910
OG0009696	XP_006397742.1	AL4G44810
OG0009697	XP_006397732.1	AL4G44670
OG0009698	XP_006397731.1	AL4G44660
OG0009699	XP_006397723.1	AL4G44590
OG0009700	XP_006397705.1	AL4G44370
OG0009701	XP_006397703.1	AL4G44360
OG0009702	XP_006397700.1	AL4G44320
OG0009703	XP_006392517.1	AL4G44220
OG0009704	XP_006397685.1	AL4G44140
OG0009705	XP_006397683.1	AL4G44120
OG0009706	XP_006397652.1	AL4G43780
OG0009707	XP_006397617.1	AL4G43420
OG0009708	XP_006397598.1	AL4G43140
OG0009709	XP_024010744.1	AL4G43010
OG0009710	XP_006397554.2	AL4G42680
OG0009711	XP_024010699.1	AL4G42240
OG0009712	XP_006397501.1	AL4G42050
OG0009713	XP_006397494.1	AL4G42000
OG0009714	XP_024010781.1	AL4G41970
OG0009715	XP_006411580.1	AL4G41690
OG0009716	XP_006411579.1	AL4G41680
OG0009717	XP_006411566.1	AL4G41570
OG0009718	XP_024016824.1	AL4G41530
OG0009719	XP_024011050.1	AL8G11620
OG0009720	XP_006411551.1	AL4G41430
OG0009721	XP_006411518.1	AL4G41120
OG0009722	XP_024003879.1	AL4G41110
OG0009723	XP_006411499.1	AL4G40840, AL409U10030
OG0009724	XP_006411498.1	AL409U10020, AL4G40830
OG0009725	XP_006411495.1	AL4G40770
OG0009726	XP_006411492.2	AL4G40680
OG0009727	XP_006411436.1	AL4G40020
OG0009728	XP_006411451.1	AL4G40140
OG0009729	XP_006411455.1	nbis-gene-1140
OG0009730	XP_006411413.1	AL4G39560
OG0009731	XP_006406502.2	AL3G32840
OG0009732	XP_024010960.1	AL8G11260
OG0009733	XP_006408463.1	AL3G11140
OG0009734	XP_006408440.1	AL3G11420
OG0009735	XP_006408423.1	AL3G11660
OG0009736	XP_006408420.1	AL3G11700
OG0009737	XP_006408407.1	AL3G11910
OG0009738	XP_006408401.1	AL3G11980
OG0009739	XP_006408376.1	AL3G12260
OG0009740	XP_006408364.1	AL3G12360
OG0009741	XP_006408337.1	AL3G12750
OG0009742	XP_006408330.1, XP_024016592.1	AL3G12810
OG0009743	XP_006408328.1	AL3G12830
OG0009744	XP_006408304.1	AL3G13090
OG0009745	XP_006408290.1	AL3G13330
OG0009746	XP_006408239.1	AL3G13860
OG0009747	XP_006408227.1	AL3G13970
OG0009748	XP_024014975.1, XP_006408153.1, XP_006408196.1	AL3G14330
OG0009749	XP_006408186.1	AL3G14410
OG0009750	XP_006408178.1	AL3G14590
OG0009751	XP_006408177.1	AL3G14600
OG0009752	XP_006408170.1	AL3G14670
OG0009753	XP_006408166.1	AL3G14730
OG0009754	XP_024015077.1	AL3G14760
OG0009755	XP_006408159.1	AL3G14850
OG0009756	XP_006408137.1	AL3G15220
OG0009757	XP_006408123.1	AL3G15090, AL3G15360
OG0009758	XP_006408114.1	AL3G15460
OG0009759	XP_024015083.1	AL3G15560, AL3G15550
OG0009760	XP_006408044.1	AL3G16320
OG0009761	XP_006407988.1	AL3G16890
OG0009762	XP_006407986.1	AL3G16910
OG0009763	XP_006407974.1	AL3G17090
OG0009764	XP_006407965.1	AL3G17160
OG0009765	XP_024015035.1	AL3G17180
OG0009766	XP_006407948.1	AL669U10010, AL3G17370
OG0009767	XP_006407934.1	AL3G17570
OG0009768	XP_006407921.1	AL3G17730
OG0009769	XP_006407900.1	AL3G17920
OG0009770	XP_024005698.1	AL7G26030
OG0009771	XP_006407892.1	AL3G18020
OG0009772	XP_006407874.1	AL3G18300
OG0009773	XP_006407871.1	AL3G18320
OG0009774	XP_006407867.1	AL3G18370
OG0009775	XP_006407859.1	AL3G18460
OG0009776	XP_006415917.1	AL3G18600
OG0009777	XP_006407850.1	AL3G18610
OG0009778	XP_006407845.1	AL3G18650
OG0009779	XP_006407826.1	AL3G18880
OG0009780	XP_006407814.1	AL3G18990
OG0009781	XP_006407812.1	AL3G19010
OG0009782	XP_006407799.1	AL3G19140
OG0009783	XP_006407779.1	AL3G19310
OG0009784	XP_006407778.1	AL3G19330
OG0009785	XP_024015375.1	AL3G19340
OG0009786	XP_006407776.1	AL3G19350
OG0009787	XP_006413024.1	AL7G24830
OG0009788	XP_006407770.1	AL3G19420
OG0009789	XP_006407767.1	AL3G19460
OG0009790	XP_006407758.1	AL3G19610
OG0009791	XP_006407719.1	AL3G20050
OG0009792	XP_006407711.1	AL3G20160
OG0009793	XP_006407693.1	AL3G20400, AL70U10030
OG0009794	XP_006407687.1	AL3G20490
OG0009795	XP_006407679.1	AL3G20570
OG0009796	XP_006407633.1	AL3G21060
OG0009797	XP_006407618.1	AL3G21270
OG0009798	XP_006407606.1	AL3G21450
OG0009799	XP_006407605.1	AL3G21470
OG0009800	XP_006407579.1	AL3G21680
OG0009801	XP_006407557.1	AL3G21900
OG0009802	XP_006407540.1	nbis-gene-1457, AL3G21990
OG0009803	XP_006407534.1	AL2G23980
OG0009804	XP_006407520.2	AL3G22150
OG0009805	XP_006407497.1	AL3G22390
OG0009806	XP_006407485.1	AL3G22500
OG0009807	XP_006407477.2	AL3G22590, AL467U10010
OG0009808	XP_006407448.1	AL3G22960
OG0009809	XP_006407443.1	AL3G23030
OG0009810	XP_006407402.1	AL3G23440
OG0009811	XP_006407388.1	AL3G23560
OG0009812	XP_024015623.1	AL3G23590
OG0009813	XP_006407377.1	AL3G23660
OG0009814	XP_006407360.1	AL3G23830
OG0009815	XP_006407353.1	AL3G23880
OG0009816	XP_006407346.1	AL3G23950
OG0009817	XP_006407339.1	AL3G24010
OG0009818	XP_006407321.1	AL3G24200
OG0009819	XP_024010201.1	AL6G43910
OG0009820	XP_006407303.1	AL3G24390
OG0009821	XP_006407293.1	AL3G24480
OG0009822	XP_006407290.1	AL3G24500
OG0009823	XP_006407274.1	AL3G24680
OG0009824	XP_006407268.1	AL3G24780
OG0009825	XP_006407265.1	AL3G24800
OG0009826	XP_006407264.1	AL3G24810
OG0009827	XP_006407248.1	AL3G25020
OG0009828	XP_006407243.1	AL3G25090
OG0009829	XP_006407230.1	AL3G25210
OG0009830	XP_006407201.1	AL3G25450
OG0009831	XP_024015106.1	AL3G25550
OG0009832	XP_006407175.2	AL180U10010, AL3G25790
OG0009833	XP_006407174.1	AL3G25800
OG0009834	XP_024015596.1	AL3G26300
OG0009835	XP_006407108.1	AL3G26500
OG0009836	XP_006407103.1	AL3G26540
OG0009837	XP_006407098.1	AL3G26560, AL3G26570
OG0009838	XP_006407097.1	AL3G26590
OG0009839	XP_006405269.2, XP_006405270.1	AL8G19650
OG0009840	XP_006407090.1	AL3G26680
OG0009841	XP_024015359.1	AL3G26810
OG0009842	XP_024015498.1	AL3G27050
OG0009843	XP_006407014.1	AL3G27460
OG0009844	XP_006407013.1	AL3G27470
OG0009845	XP_006413145.1	AL7G26100
OG0009846	XP_006406995.1	AL3G27650
OG0009847	XP_006406996.1	AL3G27660
OG0009848	XP_006406992.1	AL3G27690
OG0009849	XP_024015045.1	AL3G27820
OG0009850	XP_024015609.1	AL3G28180
OG0009851	XP_006406914.1	AL3G28500
OG0009852	XP_024015544.1	AL3G28810
OG0009853	XP_006406871.1	AL3G28830
OG0009854	XP_024015733.1	AL3G28850
OG0009855	XP_006406863.1, XP_024015243.1	AL3G28910
OG0009856	XP_006406847.1	AL4G34530, AL3G29070
OG0009857	XP_006406840.1	AL3G29150
OG0009858	XP_006406800.1	AL3G29810
OG0009859	XP_024015041.1	AL3G29820
OG0009860	XP_024015757.1	AL3G30240
OG0009861	XP_006397072.1	AL7G25210, AL7G25190
OG0009862	XP_006406688.1	AL3G30970
OG0009863	XP_006406675.1	AL3G31070
OG0009864	XP_006406660.1	AL3G31210
OG0009865	XP_024013715.1	AL5G29290
OG0009866	XP_006406630.1	AL3G31490
OG0009867	XP_006406622.1	AL3G31530
OG0009868	XP_006395793.1	AL5G11600
OG0009869	XP_024015317.1	AL3G31670
OG0009870	XP_006406607.1	AL3G31710
OG0009871	XP_006406596.1	AL3G31810
OG0009872	XP_006406592.1	nbis-gene-923, AL3G31870
OG0009873	XP_006406584.2	AL3G31930
OG0009874	XP_024015411.1	AL3G31980
OG0009875	XP_006406563.1	AL3G32170
OG0009876	XP_006406546.1	AL3G32350
OG0009877	XP_006406543.2, XP_006406542.1	AL3G32390
OG0009878	XP_024015333.1	AL3G32440
OG0009879	XP_006406537.1	AL3G32460
OG0009880	XP_006406531.1	AL3G32530
OG0009881	XP_024011040.1	AL5G10130
OG0009882	XP_006406495.1	AL3G32900
OG0009883	XP_006406494.2	AL3G32920
OG0009884	XP_006406475.1	AL5G40450, AL3G33090
OG0009885	XP_024015113.1	AL3G33120
OG0009886	XP_006406450.1	AL3G33360
OG0009887	XP_024007814.1	AL1G22990
OG0009888	XP_006406434.1	AL3G33620
OG0009889	XP_006406412.1	AL3G33890
OG0009890	XP_006406411.1	AL3G33900
OG0009891	XP_006406405.1	AL3G33960
OG0009892	XP_006406397.1	AL3G34040
OG0009893	XP_006406361.1	AL3G34560
OG0009894	XP_006406336.1	AL3G34830
OG0009895	XP_006405655.1	AL7G51240
OG0009896	XP_006405687.2	AL7G51560
OG0009897	XP_006404980.1	AL4G14970
OG0009898	XP_006405729.1	AL7G51880
OG0009899	XP_006405760.1	AL7G52040
OG0009900	XP_006405793.1	AL7G52660
OG0009901	XP_006405891.1	AL7G46010
OG0009902	XP_006405972.1	AL7G45470
OG0009903	XP_006405981.1	AL7G45420
OG0009904	XP_006395239.1	AL8G19800
OG0009905	XP_006406029.1	AL3G38090
OG0009906	XP_006406028.1	AL3G38070
OG0009907	XP_006406075.1	AL3G37680
OG0009908	XP_006406109.1	AL3G37320
OG0009909	XP_006409024.1	AL3G54110, AL3G54090
OG0009910	XP_006406129.1	AL3G37100
OG0009911	XP_006406167.1	AL3G36700
OG0009912	XP_006406185.1	AL3G36570
OG0009913	XP_006406190.1	AL3G36520
OG0009914	XP_024015600.1	AL3G36260
OG0009915	XP_024014970.1	AL5G18920, AL3G36190
OG0009916	XP_006406229.1	AL3G36070, AL3G36050
OG0009917	XP_006406230.2	AL3G36060, AL3G36040
OG0009918	XP_006406233.1	nbis-gene-751, nbis-gene-752
OG0009919	XP_006406239.2	AL3G35840
OG0009920	XP_006406264.1	AL3G35600, AL5G19540, AL7G43520
OG0009921	XP_006406283.1	AL3G35390
OG0009922	XP_006412714.1	AL7G21780
OG0009923	XP_006412721.1	AL7G21830
OG0009924	XP_006401968.1	AL64U10030, AL8G25810
OG0009925	XP_006412771.1	AL7G22180
OG0009926	XP_006412784.1	AL7G22300
OG0009927	XP_006391375.1	AL2G24050
OG0009928	XP_006391579.1	AL2G19520
OG0009929	XP_024006352.1, XP_024012020.1	AL2G22130
OG0009930	XP_024016653.1	AL1G64840
OG0009931	XP_006400451.1	AL6G30320
OG0009932	XP_006400444.1	AL6G30260
OG0009933	XP_006395045.1	AL6G41130
OG0009934	XP_006395030.1	AL6G40780
OG0009935	XP_006395031.1	AL6G40790
OG0009936	XP_006395032.1	AL6G40810
OG0009937	XP_006395106.1	AL8G22220
OG0009938	XP_006395108.1	AL8G22200
OG0009939	XP_006402129.1	AL8G24420
OG0009940	XP_006403828.2	AL5G32770
OG0009941	XP_006403841.2	AL5G32680
OG0009942	XP_006403845.2	AL5G32650
OG0009943	XP_006403851.1	AL5G32610
OG0009944	XP_006403870.1	AL5G32390
OG0009945	XP_006403910.1	AL5G31930
OG0009946	XP_006403923.1	AL5G31820
OG0009947	XP_006403934.1	AL5G31700
OG0009948	XP_006403941.1	AL5G31620
OG0009949	XP_006418501.1	AL1G10080
OG0009950	XP_006418486.1	AL1G10200
OG0009951	XP_006418484.2	AL1G10220
OG0009952	XP_006418479.1	AL1G10260
OG0009953	XP_006418441.1	AL1G10720
OG0009954	XP_006418435.1	AL1G10810
OG0009955	XP_006396006.1	AL7G20560
OG0009956	XP_006418414.1	AL1G11140
OG0009957	XP_006418405.2	AL1G11210
OG0009958	XP_006418397.1	AL1G11290
OG0009959	XP_006418385.1	AL1G11400
OG0009960	XP_006418374.1	AL1G11460
OG0009961	XP_006418347.1	AL1G11750
OG0009962	XP_006418338.1	AL1G11800
OG0009963	XP_006418310.1	AL1G12120
OG0009964	XP_006418309.1	AL1G12130
OG0009965	XP_006418301.1	AL1G12200
OG0009966	XP_006418277.1	AL1G12460
OG0009967	XP_006418276.2	AL1G12470
OG0009968	XP_006418267.1	AL1G12540
OG0009969	XP_006418266.1	AL1G12560
OG0009970	XP_006418256.1	AL1G12680
OG0009971	XP_006418231.1	AL1G12970
OG0009972	XP_024005669.1, XP_024008842.1	AL1G13040
OG0009973	XP_024008886.1	AL1G13120
OG0009974	XP_006418218.1	AL1G13130
OG0009975	XP_006418198.1	AL1G13400
OG0009976	XP_006418192.1	AL1G13470
OG0009977	XP_024008535.1	AL1G13560
OG0009978	XP_006418178.1	AL1G13610
OG0009979	XP_006418141.1	AL1G13910
OG0009980	XP_024008771.1	AL1G14150
OG0009981	XP_006418119.1	AL1G14190
OG0009982	XP_024007724.1	AL1G14360
OG0009983	XP_006418102.1	AL1G14380
OG0009984	XP_006418100.1	AL1G14410
OG0009985	XP_006418094.1	AL1G14500
OG0009986	XP_006418093.2	AL1G14510
OG0009987	XP_006418053.1	AL1G14960
OG0009988	XP_006418052.1	AL1G14970
OG0009989	XP_006418033.1	AL1G15250
OG0009990	XP_006418025.2	AL1G15290
OG0009991	XP_024008634.1	AL1G15340
OG0009992	XP_006418011.1	AL1G15460
OG0009993	XP_006417965.1	AL1G15960
OG0009994	XP_006417961.1	AL1G16010
OG0009995	XP_006417941.1	AL1G16240
OG0009996	XP_006417938.1	AL1G16290
OG0009997	XP_006417929.1	AL1G16390
OG0009998	XP_006417905.1	AL1G16560
OG0009999	XP_006417901.1	AL1G16600
OG0010000	XP_006417897.1	AL1G16670
OG0010001	XP_006417820.1	AL1G17410
OG0010002	XP_006417805.1	AL1G17580
OG0010003	XP_006417785.1	AL1G17810
OG0010004	XP_006417743.1	AL1G18310
OG0010005	XP_006417738.1	AL1G18360
OG0010007	XP_006417714.1	AL1G18630
OG0010008	XP_006417705.1	AL1G18740
OG0010009	XP_006417703.1	AL1G18750
OG0010010	XP_006417689.1	AL1G18860
OG0010011	XP_024008851.1	AL1G18930
OG0010012	XP_006417672.2	AL1G19000
OG0010013	XP_006417670.1	AL1G19010
OG0010014	XP_006417666.1	AL1G19050
OG0010015	XP_006415780.1	AL1G40700
OG0010016	XP_006417661.1	AL1G19100
OG0010017	XP_006417656.1	AL4G11080, AL1G19140
OG0010018	XP_024008526.1	AL1G19210
OG0010019	XP_006391561.1	AL2G22090
OG0010020	XP_006417641.1	AL1G19260
OG0010021	XP_006398012.1	AL1G19280
OG0010022	XP_006417617.1	AL1G19500
OG0010023	XP_006412698.2	nbis-gene-222, AL3G13600
OG0010024	XP_006417584.1	AL1G19810
OG0010025	XP_006417579.2	AL1G19880
OG0010026	XP_006392403.1	AL1G66650
OG0010027	XP_006417565.1	AL1G20050
OG0010028	XP_006417564.1	AL1G20060
OG0010030	XP_006417440.1	AL1G21500
OG0010031	XP_006417439.1	AL1G21510
OG0010032	XP_006417435.1	AL1G21520
OG0010033	XP_006417425.1	AL1G21660
OG0010034	XP_006417419.1	AL1G21690
OG0010036	XP_006417405.1	AL1G21850
OG0010037	XP_006398486.1	AL7G39320
OG0010038	XP_006417387.1	AL1G22120
OG0010039	XP_024008334.1	AL1G22180
OG0010040	XP_006417362.1	AL1G22480
OG0010041	XP_006417359.1	AL1G22490
OG0010042	XP_006417349.1	AL1G22630
OG0010043	XP_024008084.1	AL1G22710
OG0010044	XP_024015505.1	AL2G14210
OG0010045	XP_006417322.1	AL1G22860
OG0010046	XP_024007813.1	AL1G23000
OG0010047	XP_024008689.1	AL1G23010
OG0010048	XP_006417287.1	AL1G23110
OG0010049	XP_006417261.1	AL1G23420
OG0010050	XP_006417244.1	AL1G23680
OG0010052	XP_006417169.1	AL1G24630
OG0010053	XP_006417166.1	AL1G24670
OG0010054	XP_006417139.1	AL1G24980
OG0010055	XP_006417129.1	AL1G25100
OG0010056	XP_006417093.1	AL1G25530
OG0010057	XP_024008358.1	AL1G25700
OG0010058	XP_006417062.1	AL1G25920
OG0010059	XP_006417075.1	AL1G25780
OG0010060	XP_006417042.1	AL1G26080
OG0010062	XP_024008553.1	AL1G26150
OG0010063	XP_006415809.1	AL4G19120
OG0010064	XP_006416993.1	AL1G26600
OG0010065	XP_006416955.1	AL1G27030
OG0010066	XP_006416953.2	AL1G27050
OG0010067	XP_006416951.1	AL1G27070
OG0010068	XP_006416948.1	AL1G27110
OG0010069	XP_006416931.1	AL1G27330
OG0010070	XP_006416908.1	AL1G27530
OG0010071	XP_006416904.1	AL1G27560
OG0010072	XP_006416894.1	AL1G27680
OG0010073	XP_006416889.1	AL1G27770
OG0010074	XP_024009146.1	AL1G28130
OG0010075	XP_006416852.2	AL1G28190
OG0010076	XP_006416827.1	AL1G28450
OG0010077	XP_006403333.1, XP_006416824.1	AL1G28490
OG0010078	XP_024008060.1	AL1G28510
OG0010079	XP_006416810.2	AL1G28670
OG0010080	XP_006416807.1	AL1G28700
OG0010082	XP_024007818.1	AL1G29050
OG0010083	XP_024007782.1	AL1G29310
OG0010084	XP_006416736.1	AL1G29370
OG0010085	XP_006416709.1	AL1G29650
OG0010087	XP_006416679.1	AL1G29990
OG0010089	XP_024011201.1, XP_024008054.1	AL1G30600
OG0010090	XP_006416621.1	AL1G30680
OG0010091	XP_006416602.1	AL1G30890
OG0010092	XP_006416591.1	AL1G31020
OG0010093	XP_024009043.1	AL1G31070
OG0010094	XP_006416580.1	AL1G31120
OG0010095	XP_006416570.1	AL1G31210
OG0010096	XP_006416554.1	AL1G31470
OG0010097	XP_006416528.1	AL1G31790
OG0010098	XP_024009192.1	AL1G31850
OG0010099	XP_006416506.1	AL1G32020
OG0010100	XP_006416504.1	AL1G32190
OG0010101	XP_006416501.1	AL1G32230
OG0010102	XP_006416484.1	AL1G32360
OG0010103	XP_006416473.1	AL1G32420
OG0010104	XP_006416462.1	AL1G32520
OG0010105	XP_006416452.1	AL1G32650
OG0010106	XP_024008596.1	AL1G32680
OG0010107	XP_006416445.1	AL1G32710
OG0010108	XP_006416444.1	AL1G32720
OG0010109	XP_006416424.1	AL1G33020
OG0010110	XP_006416423.1	AL1G33030
OG0010111	XP_006416377.1	AL1G33600
OG0010112	XP_006416356.1	AL1G33870
OG0010113	XP_006416355.1	AL1G33880
OG0010114	XP_024008985.1	AL1G34060
OG0010115	XP_006416331.1	AL1G34140
OG0010116	XP_024008679.1	AL1G35420
OG0010117	XP_024008778.1	AL1G35440
OG0010118	XP_006416237.1	AL1G35460
OG0010119	XP_006395871.1	AL5G10720
OG0010120	XP_006416216.1	AL1G35710
OG0010121	XP_006416180.1	AL1G36150
OG0010122	XP_006416171.1	AL1G36240
OG0010123	XP_024009008.1	AL1G36250
OG0010124	XP_006416135.1	AL1G36530
OG0010125	XP_006416126.2	AL1G36660
OG0010126	XP_006390727.1	AL2G31540
OG0010127	XP_006390732.1	AL2G31470
OG0010128	XP_024007738.1	AL2G31450
OG0010129	XP_006390757.1	AL2G31220
OG0010130	XP_024008012.1	AL2G30120
OG0010131	XP_006390869.1	AL2G29980, AL2G29960
OG0010132	XP_024007714.1	AL2G29890
OG0010133	XP_024008363.1	AL2G29800
OG0010134	XP_006390891.1	AL2G29790
OG0010135	XP_006390893.1	AL2G29780
OG0010136	XP_006390895.1	AL2G29680
OG0010137	XP_006390901.1	AL2G29580
OG0010138	XP_006390907.1	AL2G29530
OG0010139	XP_006390934.1	AL2G29240
OG0010140	XP_006415119.1	AL1G47610
OG0010141	XP_006419127.1	AL5G21360
OG0010142	XP_006417024.2	AL8G18770
OG0010143	XP_024004050.1	AL2G11370
OG0010144	XP_006391774.1	AL2G12340
OG0010145	XP_006391790.1	AL2G12580
OG0010146	XP_006391794.1	AL2G12590
OG0010147	XP_006391845.1	AL2G13230
OG0010148	XP_024003815.1	AL2G13590
OG0010149	XP_006415094.2	AL1G47750
OG0010150	XP_006391985.1	AL2G14540
OG0010151	XP_006391988.1	AL2G14630
OG0010152	XP_006391990.1	AL2G14660
OG0010153	XP_006392009.1	AL2G14990
OG0010154	XP_006392023.1	AL2G15050
OG0010155	XP_006392028.1	AL2G15090
OG0010156	XP_006392089.1	AL2G15530
OG0010157	XP_006392132.1	AL2G15920
OG0010158	XP_006392137.1	AL2G15950
OG0010159	XP_006392183.1	AL2G16490
OG0010160	XP_006392188.1	AL2G16630
OG0010161	XP_006392208.1	AL2G16710
OG0010162	XP_006392242.1	AL2G17120
OG0010163	XP_024016146.1	AL2G17340
OG0010164	XP_006392294.1	AL2G17800
OG0010165	XP_024016613.1	AL2G17850
OG0010167	XP_024009901.1	nbis-gene-1671
OG0010168	XP_024004230.1	AL2G18180
OG0010169	XP_006392327.1	AL2G18080
OG0010170	XP_006392395.1	AL1G67160
OG0010171	XP_006414492.1	AL7G40010
OG0010172	XP_006391670.1	AL2G10970
OG0010173	XP_006391624.1	AL2G10480
OG0010174	XP_006391620.1	AL2G10450
OG0010175	XP_006397329.1	AL6G41870
OG0010176	XP_006398362.1	AL8G11690
OG0010177	XP_006398373.1	AL8G11560
OG0010178	XP_006398375.1	AL8G11540
OG0010179	XP_006398467.1	AL8G10270
OG0010180	XP_006398468.1	AL8G10260
OG0010181	XP_006398102.1	AL8G14800
OG0010182	XP_006398094.1	AL8G14840
OG0010183	XP_006403361.1	AL8G18440
OG0010184	XP_006398066.1	AL8G15270
OG0010185	XP_006398059.1	AL8G15380
OG0010186	XP_006413450.1	AL7G28970
OG0010187	XP_006396644.1, XP_024009946.1	AL6G48560
OG0010188	XP_006412850.1	AL7G23070
OG0010190	XP_006412801.1	AL7G22420
OG0010191	XP_024004394.1	AL7G15250
OG0010192	XP_006393358.1	AL1G55510
OG0010193	XP_006393331.1	AL1G55760
OG0010194	XP_006393322.1	AL1G55860
OG0010195	XP_006393319.1	AL1G55890
OG0010196	XP_006393264.1	AL1G56310
OG0010197	XP_006390367.1	AL2G34840
OG0010198	XP_006390369.1	AL2G34820
OG0010199	XP_006411615.1	AL7G10160, AL6G14740
OG0010200	XP_006411617.1	AL7G10170
OG0010201	XP_006411630.1	AL7G44710, AL7G10300
OG0010202	XP_006411644.1	AL7G10390
OG0010203	XP_006411651.1	AL7G10510
OG0010204	XP_006411653.1	AL7G10520
OG0010205	XP_006411690.1	AL7G10860
OG0010206	XP_006411721.1	AL7G11130
OG0010207	XP_024005519.1	AL7G11250
OG0010208	XP_006411737.1	AL7G11340
OG0010209	XP_006411747.1	AL7G11470
OG0010210	XP_006411770.1	AL7G11940
OG0010211	XP_006411776.1	AL7G12010
OG0010212	XP_006411781.1	AL7G12070
OG0010213	XP_024005262.1	AL7G12120
OG0010214	XP_006411813.1	AL7G12450
OG0010215	XP_006411820.1	AL7G12570
OG0010216	XP_006411821.1	AL7G12580
OG0010217	XP_006411823.1	AL7G12600
OG0010218	XP_006411850.1	AL7G12860
OG0010219	XP_006411856.1	AL7G12950
OG0010220	XP_006411863.1	AL7G13110
OG0010221	XP_006411879.1	AL7G13250, AL5G41240
OG0010222	XP_006411889.1	AL7G13360
OG0010223	XP_006411904.1	AL7G13540
OG0010225	XP_006411924.1	AL7G13740
OG0010226	XP_006415013.1	AL9U12240
OG0010227	XP_006411965.1	AL7G14250
OG0010228	XP_006411987.1	AL7G14500
OG0010229	XP_006411992.1	AL7G14530
OG0010230	XP_006412011.1	AL7G14720
OG0010232	XP_024004382.1	AL7G15270
OG0010233	XP_006412064.1	AL7G15340
OG0010234	XP_024004664.1	AL7G15950
OG0010235	XP_006412137.1	AL7G16010
OG0010236	XP_006412158.1	AL7G16160
OG0010237	XP_006412171.1	AL7G16280
OG0010238	XP_006412190.1	AL7G16470
OG0010239	XP_006412199.2	AL7G16540
OG0010240	XP_024005396.1	AL7G16700
OG0010241	XP_006412221.1	AL7G16740
OG0010242	XP_006412222.1	AL7G16750
OG0010243	XP_024005755.1	AL7G16800
OG0010244	XP_024008004.1	AL1G40360
OG0010245	XP_006412229.1	AL7G16820
OG0010246	XP_006412395.1	AL7G18520
OG0010247	XP_006412451.1	AL7G19170
OG0010248	XP_006412445.1	AL7G19110
OG0010249	XP_006412440.2	AL7G19040
OG0010250	XP_024004428.1	AL7G18760
OG0010251	XP_006412407.1	AL7G18740
OG0010252	XP_006412394.1	AL7G18490
OG0010253	XP_006412391.1	AL7G18450
OG0010254	XP_006412383.1	AL7G18370
OG0010255	XP_006412369.2	AL7G18230
OG0010256	XP_006412367.1	AL7G18210
OG0010257	XP_006412362.1	AL7G18160
OG0010258	XP_006412361.1	AL7G18150
OG0010259	XP_006412359.1	AL7G18130
OG0010260	XP_006412358.1	AL7G18120
OG0010261	XP_024004419.1	AL7G17900
OG0010262	XP_006402108.1	AL8G24630
OG0010263	XP_006412293.2	AL7G17460
OG0010264	XP_006412286.1	AL7G17380
OG0010265	XP_006412509.1	AL7G19720
OG0010266	XP_006412549.1	AL7G20150
OG0010267	XP_006412561.1	AL7G20260
OG0010268	XP_006412564.1	AL7G20290
OG0010269	XP_006412581.1	AL343U10010
OG0010270	XP_006412583.1	AL7G20500
OG0010271	XP_006412584.1	AL7G20510
OG0010272	XP_006412593.1	AL7G20630
OG0010273	XP_006412600.1	AL7G20700
OG0010274	XP_006412743.1	AL7G21220
OG0010275	XP_024005219.1	AL7G21260
OG0010276	XP_006418815.2	AL3G39040, AL3G39020
OG0010277	XP_006418809.1	AL3G39110
OG0010278	XP_006390627.1	AL2G32400
OG0010279	XP_006390643.1	AL2G32280
OG0010280	XP_006390677.1	AL2G31980
OG0010281	XP_006390684.1	AL2G31900
OG0010282	XP_006390685.1	AL2G31890
OG0010283	XP_006390708.1	AL2G31710
OG0010284	XP_006390712.1	AL2G31660
OG0010285	XP_006390726.1	AL2G31550
OG0010286	XP_006416000.1	AL1G38390
OG0010287	XP_006415995.1	AL1G38430
OG0010288	XP_006415981.1	AL1G38610, AL1G41130
OG0010289	XP_006415953.1	AL1G38960
OG0010290	XP_006415926.1	AL1G39270
OG0010291	XP_006415903.2	AL1G39560
OG0010292	XP_006415775.1	AL1G40740
OG0010293	XP_006396434.1	AL6G50860
OG0010294	XP_006396433.1	AL6G50870
OG0010295	XP_006396427.1	AL6G50920
OG0010296	XP_024009993.1, XP_006396414.1	AL6G50940
OG0010297	XP_006396422.1	AL6G51000
OG0010298	XP_006396410.1	AL6G51110
OG0010299	XP_006396404.1	AL6G51180
OG0010300	XP_006396401.1	AL6G51220
OG0010301	XP_006405478.1	AL6G51450
OG0010302	XP_006395366.1	AL5G18030
OG0010303	XP_024009874.1	AL6G51640
OG0010304	XP_006396348.1	AL6G51900
OG0010305	XP_006396347.1	AL6G51910
OG0010306	XP_006396344.1	AL6G51950
OG0010307	XP_024010003.1	AL6G52340
OG0010308	XP_006396285.1	AL6G52130
OG0010309	XP_006396279.1	AL6G52090
OG0010310	XP_006396269.1	AL6G52730
OG0010311	XP_006396263.1	AL6G52790
