Orthogroup	Eutrema_salsugineum	Cochlearia_excelsa
OG0008551	XP_024005403.1	g47590
OG0008552	XP_006404544.1	g50849
OG0008553	XP_006415812.1	g50397
OG0008554	XP_006415866.1	g50384
OG0008555	XP_006415884.1	g50376
OG0008556	XP_006415888.1	g32190, g50373
OG0008557	XP_006415890.1	g50372
OG0008558	XP_006413177.1	g23696
OG0008559	XP_006413124.1	g17109
OG0008560	XP_006413078.1	g17088, g23637
OG0008561	XP_006413079.1	g23638, g17089
OG0008562	XP_006413071.1	g47629
OG0008563	XP_006413058.1	g17079, g23622
OG0008564	XP_006413051.1	g23618
OG0008565	XP_006413011.1	g23589
OG0008567	XP_006413003.2	g17070, g17115
OG0008568	XP_006413000.1	g17067
OG0008569	XP_006412999.1	g23581
OG0008570	XP_006412996.1	g17064
OG0008571	XP_006412970.1	g47662
OG0008572	XP_006417933.1	g30993
OG0008573	XP_024008731.1	g27138, g31298
OG0008574	XP_006416965.1	g31557
OG0008575	XP_006416042.1	g32085, g50308
OG0008576	XP_006415939.1	g50361, g32152
OG0008577	XP_006415872.1	g32200
OG0008580	XP_006392753.2	g28171, g28159
OG0008581	XP_006393742.1	g53833
OG0008582	XP_024006623.1	g36358, g36354
OG0008584	XP_006391730.1	g40785
OG0008585	XP_006392175.1	g44123
OG0008586	XP_006391161.1, XP_006391165.1	g18022, g18025, g44851
OG0008587	XP_024009885.1	g44783, g45768, g36533
OG0008588	XP_006390054.2	g17959
OG0008589	XP_006408130.1	g18475, g7729
OG0008592	XP_024015655.1	g7210
OG0008593	XP_006409041.2, XP_006409042.1	g13910
OG0008596	XP_006404634.1	g38520
OG0008598	XP_006404739.1	g38472, g43539
OG0008599	XP_006404743.1	g38470
OG0008600	XP_006404818.1	g50952, g38437
OG0008601	XP_006404918.1	g50973
OG0008602	XP_006404930.1	g50979
OG0008603	XP_006405241.1	g38319, g51067
OG0008604	XP_006410181.2	g39892
OG0008605	XP_006410562.1	g37088, g51432
OG0008607	XP_006395491.1	g10525
OG0008609	XP_006395275.1	g10350
OG0008610	XP_006399712.1	g5337, g29419
OG0008611	XP_006399919.1	g29322
OG0008612	XP_006409320.1, XP_006400237.1	g13733, g29154
OG0008615	XP_024010085.1	g25675
OG0008616	XP_006412428.2	g23239
OG0008617	XP_006413182.1	g17132, g23701
OG0008618	XP_024005869.1	g23846
OG0008619	XP_006413465.2	g47489
OG0008620	XP_006398108.2	g40514
OG0008621	XP_024011177.1	g12314, g12313
OG0008623	XP_006395174.2	g1665
OG0008624	XP_006395212.1	g10290
OG0008625	XP_024007148.1	g1662
OG0008626	XP_006395138.2	g10230, g5771, g5770
OG0008627	XP_006395093.1	g10212
OG0008628	XP_006402078.1	g28281
OG0008629	XP_006401711.1	g917
OG0008630	XP_006401686.1	g927, g28433
OG0008631	XP_006399346.1	g29581
OG0008632	XP_006414747.1	g17728
OG0008633	XP_024014274.1	g47376
OG0008649	XP_006412709.1	g23398
OG0008650	XP_006412706.2	g47746
OG0008651	XP_006413585.1	g23919
OG0008653	XP_006418876.1	g19544
OG0008654	XP_006418865.1	g2822
OG0008655	XP_006404235.1	g19423
OG0008656	XP_006404239.1	g2704
OG0008657	XP_024008824.1	g27118
OG0008658	XP_006404254.1	g2708
OG0008659	XP_006404308.1	g19496
OG0008660	XP_006404293.1	g19486
OG0008661	XP_024013825.1	g19483
OG0008662	XP_006398489.1	g10829
OG0008663	XP_006395848.1	g10761
OG0008664	XP_006405489.1	g6156
OG0008665	XP_006400357.1	g29031
OG0008666	XP_006400329.1	g4950, g29017
OG0008667	XP_006400328.1	g29016
OG0008669	XP_006407210.1	g7233, g13188
OG0008670	XP_006400261.1	g29143
OG0008671	XP_006400218.1	g45739
OG0008672	XP_006400217.1	g5021
OG0008673	XP_006400210.1	g29178
OG0008674	XP_024012219.1	g29179
OG0008675	XP_006400204.1	g5028
OG0008676	XP_006400200.1	g29181
OG0008677	XP_006400187.2	g45733
OG0008678	XP_006400170.1	g5052
OG0008679	XP_006397634.1	g52170
OG0008681	XP_024011780.1	g5062
OG0008682	XP_006400143.2	g29202
OG0008683	XP_006400122.1	g5076
OG0008684	XP_006400106.1	g29268, g29217
OG0008685	XP_006400103.1	g29219
OG0008686	XP_006400102.1	g29220
OG0008687	XP_006396117.1	g11578
OG0008688	XP_006400086.1	g29238
OG0008689	XP_006400083.1	g29239
OG0008690	XP_006400054.1	g29258
OG0008691	XP_006400046.1	g29261
OG0008692	XP_006410418.1	g39767
OG0008693	XP_006400024.1	g29276
OG0008694	XP_006401579.1	g40178
OG0008695	XP_006406965.1	g7078
OG0008696	XP_006399937.1	g5201, g29315
OG0008697	XP_006399929.2	g5209
OG0008698	XP_006399895.1	g5231
OG0008700	XP_006401450.1	g1017
OG0008701	XP_006399861.1	g5256
OG0008702	XP_006399850.1	g45623
OG0008703	XP_006399826.1	g13773, g50766
OG0008704	XP_024011622.1	g29364
OG0008705	XP_006399803.1	g5289
OG0008706	XP_006399802.1	g5291
OG0008707	XP_006399796.1	g29378
OG0008708	XP_006399793.1	g29374
OG0008709	XP_006399792.1	g45609
OG0008710	XP_006399762.2, XP_006399763.2	g45601, g28386
OG0008711	XP_006399760.1	g29396
OG0008712	XP_006399749.1	g45592
OG0008713	XP_006399748.1	g45591, g18351
OG0008714	XP_006399741.1	g5315, g29400
OG0008715	XP_006399735.1	g45587
OG0008716	XP_006399718.1	g5333
OG0008717	XP_006399716.1	g5335, g29418
OG0008718	XP_006399709.2	g29422
OG0008719	XP_006399708.1	g5339
OG0008720	XP_006399702.1	g5344
OG0008721	XP_006399663.1	g29437
OG0008722	XP_006399634.1	g5377
OG0008723	XP_006401492.1	g28506
OG0008724	XP_006399613.1	g5388
OG0008725	XP_006399599.1	g29469
OG0008726	XP_006399598.1	g45559
OG0008727	XP_006399570.1	g29483, g5403
OG0008728	XP_006399562.1	g29489
OG0008729	XP_006399546.1	g45540
OG0008730	XP_006399508.1	g5426, g29513
OG0008731	XP_006399493.1	g29524
OG0008732	XP_024011564.1	g29540
OG0008733	XP_006399453.1	g29550
OG0008734	XP_006399407.1	g29566
OG0008735	XP_006399405.1	g5467
OG0008736	XP_006399394.1	g5473
OG0008737	XP_006399364.1	g29574
OG0008738	XP_006399358.1	g5490
OG0008739	XP_006395347.1	g10402
OG0008740	XP_006402126.1	g1405
OG0008741	XP_024011639.1	g29586
OG0008742	XP_006399310.1	g5509
OG0008743	XP_006399293.1	g5519
OG0008744	XP_006399280.1	g5526
OG0008745	XP_006399274.1	g5531
OG0008746	XP_006399264.1	g29607
OG0008747	XP_006399241.1	g29621
OG0008748	XP_006396506.1	g39615
OG0008749	XP_006396508.1	g39620
OG0008750	XP_006396539.1	g39634
OG0008751	XP_006396540.1	g25501
OG0008752	XP_006396557.1	g45192, g39643
OG0008753	XP_006413341.1	g17182
OG0008754	XP_024005334.1	g23799
OG0008755	XP_006413372.1	g17188
OG0008756	XP_024005811.1	g17189
OG0008757	XP_006396323.1	g39463
OG0008758	XP_006408720.1	g40188
OG0008759	XP_006408724.1	g40185
OG0008760	XP_024010558.1	g40158
OG0008761	XP_006408607.1	g40153
OG0008762	XP_006408683.1	g40125
OG0008763	XP_006408700.1	g40120
OG0008764	XP_024016047.1	g40116
OG0008765	XP_006408711.1	g40115
OG0008766	XP_006409756.2	g40096
OG0008768	XP_006409782.1	g40089
OG0008769	XP_006409787.1	g40086
OG0008770	XP_006409791.1	g40084
OG0008771	XP_006409803.1	g13583
OG0008772	XP_006409814.1	g37813
OG0008773	XP_024004965.1, XP_006409828.2	g40069
OG0008774	XP_006409832.1	g40067
OG0008775	XP_024003803.1	g53382
OG0008776	XP_006409863.1	g40038
OG0008777	XP_006409868.1	g51077
OG0008778	XP_006409889.1	g37844, g39975
OG0008779	XP_006409896.1	g37845, g39981
OG0008780	XP_006409909.1	g40000
OG0008781	XP_006409911.1	g51098
OG0008782	XP_006409913.1	g37848, g40001
OG0008784	XP_006409923.1	g40003
OG0008785	XP_006409928.1	g40013
OG0008786	XP_006409947.1	g40015
OG0008787	XP_006409987.1	g51139
OG0008788	XP_006409998.1	g51158
OG0008789	XP_006410052.1	g39957
OG0008790	XP_006410060.1	g39952
OG0008791	XP_006410064.1	g37893, g5560
OG0008792	XP_006410082.2	g39944
OG0008793	XP_006410135.1	g51194
OG0008794	XP_006410117.1, XP_006410104.1	g39916
OG0008795	XP_006410156.2	g39909, g51213
OG0008796	XP_006410158.1	g51216
OG0008797	XP_006410173.1	g39895
OG0008798	XP_024003825.1	g39873, g51233
OG0008799	XP_006410236.1	g51235
OG0008800	XP_006410237.1	g39869
OG0008801	XP_024004266.1	g51236
OG0008802	XP_006410258.1	g39854
OG0008803	XP_006410260.1	g39850
OG0008804	XP_006410268.1	g39845
OG0008805	XP_024004285.1	g51251
OG0008806	XP_006410305.1	g37914
OG0008807	XP_006410311.1	g51269
OG0008809	XP_006410347.1	g39812, g51291
OG0008810	XP_006410384.1	g51304
OG0008811	XP_006410363.1	g39790
OG0008812	XP_024005230.1	g24798
OG0008814	XP_006410414.1	g39768
OG0008815	XP_006410454.1	g51335
OG0008816	XP_006410466.2	g39750
OG0008817	XP_024004265.1	g39748, g51341
OG0008818	XP_006410470.1	g51342
OG0008819	XP_024003903.1	g51348
OG0008820	XP_006410480.1	g51352
OG0008821	XP_006403265.1	g39738
OG0008822	XP_024013322.1	g11107
OG0008823	XP_006403210.1	g11102
OG0008824	XP_006403196.1	g39713
OG0008825	XP_024013254.1, XP_024016531.1	g39706
OG0008826	XP_006403170.1	g39704
OG0008827	XP_006413421.1	g23833
OG0008828	XP_006403122.1	g11059
OG0008830	XP_006413333.1	g23788
OG0008831	XP_024004503.1	g23787
OG0008832	XP_006413316.1	g17175
OG0008833	XP_006393519.1	g36265
OG0008834	XP_006393523.1	g54016
OG0008835	XP_006393548.1	g36262
OG0008836	XP_006393564.1	g36250, g36257
OG0008837	XP_006393575.2	g54004
OG0008838	XP_024006648.1	g54003
OG0008839	XP_006393661.1	g36186
OG0008840	XP_006393634.1	g36200, g28134
OG0008841	XP_006393615.1	g53945
OG0008842	XP_006415734.1	g50434
OG0008843	XP_006415716.1	g32305
OG0008844	XP_006415690.1	g32320
OG0008845	XP_006418655.1	g11671
OG0008846	XP_006415675.1	g32331
OG0008847	XP_006415658.1	g32346
OG0008848	XP_006415616.1	g32375
OG0008849	XP_006415595.1	g32390
OG0008850	XP_006415594.2	g50503
OG0008851	XP_006415592.1	g32392
OG0008852	XP_006415557.1, XP_006396086.1	g32408
OG0008853	XP_006395077.1	g10203
OG0008854	XP_006415550.1	g27689
OG0008855	XP_006415532.1, XP_024007983.1	g32421
OG0008856	XP_006415524.1	g27693, g32429
OG0008857	XP_006415485.1	g32457
OG0008858	XP_006415439.1	g50552
OG0008859	XP_006415435.1	g27710
OG0008860	XP_006415427.1	g27713
OG0008861	XP_006415419.1	g50565
OG0008862	XP_006415399.1	g32502
OG0008863	XP_006393621.2	g27720
OG0008864	XP_006415383.1	g50569
OG0008865	XP_006415353.1	g27751
OG0008866	XP_006415347.1	g32523, g27749
OG0008867	XP_006402110.1	g28262
OG0008868	XP_006415322.1	g50599
OG0008869	XP_006415292.1	g32540
OG0008870	XP_006415274.1	g32549
OG0008871	XP_006415216.1	g32608
OG0008872	XP_006415175.1	g32630
OG0008873	XP_006410689.1	g37131
OG0008874	XP_006395783.1	g10714, g10710
OG0008875	XP_006395754.1	g16701
OG0008876	XP_006395708.1	g10665
OG0008877	XP_006402420.1	g11157
OG0008878	XP_006393870.1	g41
OG0008879	XP_006393873.1	g19653
OG0008880	XP_006393875.1	g9644
OG0008881	XP_024007163.1	g9660
OG0008882	XP_006393894.1	g54
OG0008883	XP_006393897.2	g59
OG0008884	XP_006393901.1	g61
OG0008885	XP_006393909.1	g9663
OG0008886	XP_006393925.1	g9669
OG0008887	XP_006393928.1	g81
OG0008888	XP_006393951.1	g101
OG0008889	XP_006393962.1	g107
OG0008890	XP_006393972.1	g117, g9687
OG0008891	XP_006393999.1	g9699
OG0008892	XP_006394004.2	g9702
OG0008893	XP_006394014.1	g9704
OG0008894	XP_006394057.1	g9721
OG0008895	XP_006394074.1	g9724
OG0008896	XP_006394075.2	g176
OG0008897	XP_006394077.1	g9725, g178
OG0008898	XP_006394085.1	g197
OG0008899	XP_024007612.1	g200
OG0008899	XP_006394095.1	g18662
OG0008900	XP_006394106.1	g9743
OG0008901	XP_006394130.1	g9753
OG0008902	XP_006394165.1	g240, g9770
OG0008903	XP_006394183.1	g244
OG0008905	XP_006394226.1	g9796
OG0008906	XP_024007063.1	g266
OG0008907	XP_024006992.1	g272
OG0008908	XP_024007457.1	g279
OG0008909	XP_006394273.2	g9814
OG0008910	XP_006394287.2	g305
OG0008911	XP_006394300.1	g312
OG0008912	XP_006394333.2	g327
OG0008913	XP_006394343.1	g331
OG0008914	XP_006394348.1	g9840
OG0008916	XP_006394366.1	g342
OG0008917	XP_006394379.1	g352
OG0008918	XP_006394384.1	g9854
OG0008919	XP_006394396.1	g9860
OG0008920	XP_006394407.1	g9862
OG0008921	XP_006394412.1	g9865
OG0008923	XP_006394440.1	g9874
OG0008924	XP_006394443.1	g385
OG0008925	XP_006394446.1	g9876
OG0008926	XP_024007446.1	g394
OG0008927	XP_006394476.1	g399
OG0008928	XP_006394505.2	g421
OG0008929	XP_024007020.1	g9920
OG0008930	XP_006394569.1	g458
OG0008931	XP_006394583.1	g465
OG0008932	XP_006394587.1	g468
OG0008933	XP_006394599.1	g9959
OG0008934	XP_006394600.1	g483
OG0008935	XP_006394611.1	g490, g9969
OG0008936	XP_006394614.1	g492
OG0008937	XP_006394619.1	g9973
OG0008938	XP_006394655.1	g511
OG0008939	XP_006394678.1	g524
OG0008940	XP_006394697.1	g10016, g10013
OG0008942	XP_006394713.1	g549
OG0008943	XP_006394716.1	g10021
OG0008944	XP_006394724.1	g10024
OG0008945	XP_006394745.2	g577
OG0008946	XP_006394747.2	g578
OG0008947	XP_006394764.1	g581
OG0008948	XP_006394766.1	g583
OG0008949	XP_006394773.1	g10049
OG0008950	XP_006394784.1	g10058
OG0008952	XP_006394836.1	g18551, g14921
OG0008953	XP_024007083.1	g638
OG0008954	XP_006400516.2	g29123
OG0008955	XP_006400526.1	g653, g28980
OG0008956	XP_006400522.1	g29128
OG0008957	XP_006400521.1	g29127
OG0008958	XP_006400520.1	g657
OG0008959	XP_006400517.1	g659
OG0008960	XP_006400534.1	g28975
OG0008962	XP_006400537.1	g664
OG0008963	XP_006400553.1	g28965
OG0008964	XP_006400556.1	g685
OG0008965	XP_006400581.1	g704
OG0008966	XP_006400584.1	g707
OG0008967	XP_024012184.1	g28946
OG0008968	XP_006400592.2	g711
OG0008969	XP_006400614.1	g41402, g28931
OG0008970	XP_006400639.1	g734
OG0008971	XP_006400650.1	g41387
OG0008972	XP_006400652.1	g41386
OG0008973	XP_006400664.1	g743
OG0008974	XP_006400670.1	g41379
OG0008975	XP_006400676.1	g746
OG0008976	XP_006400677.1	g28906, g748
OG0008977	XP_006400697.1	g28897
OG0008978	XP_006400708.1	g770
OG0008980	XP_006400740.1	g28873
OG0008981	XP_006400743.1	g28871
OG0008982	XP_006400768.1	g805
OG0008983	XP_006401633.1	g28450
OG0008984	XP_024012493.1	g816
OG0008985	XP_006400810.1	g41333
OG0008986	XP_006400820.2	g831
OG0008988	XP_024012212.1	g28805
OG0008989	XP_024011949.1	g28785
OG0008990	XP_006400896.1	g28783
OG0008991	XP_006400915.1	g28763
OG0008992	XP_024012538.1	g41303
OG0008993	XP_024012631.1	g28761
OG0008994	XP_006400994.1	g39245
OG0008995	XP_006400998.1	g28706
OG0008996	XP_006401013.1	g1240
OG0008997	XP_006401020.1	g1236
OG0008998	XP_024012711.1	g1233
OG0008999	XP_006401057.1	g39273
OG0009000	XP_006401085.1	g1177
OG0009001	XP_006401105.1	g28698
OG0009002	XP_024012614.1, XP_024012611.1	g1155
OG0009003	XP_024007893.1	g50163
OG0009004	XP_024012712.1	g28681
OG0009006	XP_006401157.1	g28666
OG0009007	XP_006401187.1	g1118
OG0009008	XP_006401195.2	g1112
OG0009009	XP_024011954.1	g39307
OG0009010	XP_006401218.1	g28632
OG0009011	XP_006401221.1	g28631
OG0009012	XP_006401230.1	g28624
OG0009013	XP_024011522.1	g28622
OG0009014	XP_006401235.1	g1099
OG0009015	XP_006401260.1	g1093
OG0009016	XP_006401261.1	g28592
OG0009017	XP_006401274.1	g28574
OG0009018	XP_006401279.2	g28571
OG0009019	XP_006401286.1	g28566
OG0009020	XP_006401289.1	g28564
OG0009021	XP_006401306.1	g28561
OG0009022	XP_006401309.1	g28558
OG0009023	XP_006401342.1	g1068
OG0009024	XP_006401344.1	g28555
OG0009025	XP_006401363.1	g1057
OG0009026	XP_006401353.1	g1061
OG0009027	XP_006401395.1	g28536
OG0009028	XP_006401396.1	g1040
OG0009029	XP_006401404.1	g28530
OG0009030	XP_006401432.1	g1024
OG0009031	XP_006401433.1	g28523
OG0009032	XP_006401445.1	g28516
OG0009033	XP_006401446.1	g28515
OG0009034	XP_006401479.1	g28510
OG0009035	XP_006401490.1	g39384, g39388
OG0009036	XP_006401491.1	g28507
OG0009037	XP_006401498.1	g992
OG0009038	XP_006401503.1	g28497
OG0009039	XP_006404131.1	g2622, g19396
OG0009040	XP_006404161.1	g2631
OG0009041	XP_006404163.1	g11382, g2633, g19413
OG0009042	XP_006404179.1	g2644
OG0009043	XP_006404187.1	g2649
OG0009044	XP_006404204.1	g19441, g19453
OG0009045	XP_024013474.1	g2688
OG0009047	XP_006401590.1	g39428
OG0009048	XP_006396442.2	g45233
OG0009049	XP_024010098.1	g39611
OG0009050	XP_006405251.1	g36847
OG0009051	XP_006399225.1	g5545
OG0009053	XP_006391603.1	g40748
OG0009054	XP_006399160.2	g29653
OG0009055	XP_006399141.1	g5589
OG0009056	XP_006399117.1	g29678
OG0009057	XP_006399113.2	g5595
OG0009058	XP_006399098.1	g29687
OG0009059	XP_024012344.1	g5607
OG0009060	XP_006400396.1	g41472
OG0009061	XP_006397463.2, XP_006403586.1	g4916
OG0009062	XP_006415837.2	g27616
OG0009063	XP_006399066.2	g29696
OG0009064	XP_006415823.1	g32241
OG0009065	XP_006399061.1	g29699
OG0009066	XP_006399062.1	g29700
OG0009067	XP_006399035.2	g29710
OG0009068	XP_006399027.1	g29719
OG0009069	XP_006399018.1	g29721
OG0009070	XP_006399008.1	g45428
OG0009072	XP_006398992.1	g5644
OG0009073	XP_006398982.1	g29738
OG0009074	XP_006398981.1	g29739
OG0009075	XP_006411546.1	g37462
OG0009076	XP_006398962.1	g29750, g5646
OG0009077	XP_006398956.1	g5650, g45409
OG0009078	XP_006398955.1	g5652
OG0009079	XP_006398935.1	g29766
OG0009080	XP_006398904.1	g5687
OG0009081	XP_024011531.1	g29794
OG0009082	XP_024012504.1	g29800
OG0009083	XP_006398876.1	g5698
OG0009084	XP_006396238.1	g25358
OG0009085	XP_024011467.1	g29805
OG0009086	XP_006398854.1	g45376
OG0009087	XP_006398847.1	g29811
OG0009088	XP_006398838.1	g45373, g5716
OG0009089	XP_006398833.1	g5717
OG0009090	XP_006398831.1	g45368
OG0009091	XP_006402053.1	g28298, g1363
OG0009092	XP_006398824.1	g29831
OG0009093	XP_006398806.1	g5724
OG0009094	XP_006398804.1	g5725
OG0009095	XP_006398776.1	g29836
OG0009096	XP_006398768.1	g5750
OG0009097	XP_006398764.1	g5752
OG0009098	XP_006398746.1	g5766
OG0009099	XP_006393768.1	g28180, g53743, g53744
OG0009100	XP_006398710.2	g5783
OG0009101	XP_006398699.1	g29856
OG0009102	XP_006398686.1	g5794
OG0009103	XP_006398676.1	g5798
OG0009104	XP_006398664.1	g45304
OG0009105	XP_006398603.1	g5838, g5842, g5836, g5840
OG0009106	XP_006398598.1	g5846
OG0009107	XP_006398591.1	g5851
OG0009108	XP_006398583.1	g5855
OG0009109	XP_006398579.1	g5859
OG0009110	XP_006398580.1	g5858
OG0009111	XP_006398552.1	g45281
OG0009112	XP_024014633.1	g46664
OG0009113	XP_006405422.1	g16815
OG0009114	XP_006405421.1	g16814
OG0009116	XP_006405402.1	g46653
OG0009117	XP_006405395.1	g16804
OG0009118	XP_006405393.1	g16802
OG0009119	XP_024015197.1	g25028
OG0009120	XP_006405290.1	g46622
OG0009121	XP_006389703.1	g46604
OG0009122	XP_006389707.1	g36646
OG0009123	XP_006389711.1	g46607
OG0009124	XP_006389718.1, XP_024010943.1	g39222
OG0009127	XP_006389755.1	g44273
OG0009128	XP_006389761.2	g44276
OG0009129	XP_006389766.1	g32231
OG0009130	XP_006389772.1	g46593
OG0009131	XP_006389783.1	g46586
OG0009132	XP_006389808.1	g44292, g46571
OG0009133	XP_006405093.2	g44296
OG0009134	XP_006389817.2	g46564
OG0009135	XP_006389818.1	g44297
OG0009136	XP_006389832.1	g46552
OG0009138	XP_006389849.1	g46540
OG0009139	XP_006389854.1	g44307
OG0009140	XP_024009979.1	g13602
OG0009141	XP_006389885.1	g13603
OG0009142	XP_006389922.1	g46500, g44337
OG0009143	XP_006389938.1	g46492
OG0009144	XP_006389958.2	g46476
OG0009145	XP_006389962.2	g13644
OG0009146	XP_006389972.1	g46463
OG0009147	XP_006389985.1	g46452
OG0009149	XP_006389991.1	g46443
OG0009150	XP_006390021.1	g46418
OG0009151	XP_006390030.1	g46408
OG0009152	XP_006390047.1	g46391, g44358
OG0009153	XP_006404521.1	g19613
OG0009154	XP_006390059.1	g46386
OG0009156	XP_006390094.1	g46352
OG0009157	XP_006390095.1	g46351
OG0009158	XP_006390104.1	g46339
OG0009159	XP_006390113.2	g46336
OG0009160	XP_006390122.1	g46324
OG0009161	XP_006390133.1	g44367
OG0009162	XP_006390138.1	g44375
OG0009163	XP_006390188.1	g46278
OG0009164	XP_006390197.1	g44398
OG0009165	XP_006390211.1	g44406
OG0009166	XP_006390232.1	g44411
OG0009168	XP_006407147.1	g7201
OG0009170	XP_024011118.1	g17973
OG0009171	XP_006390283.1	g46228
OG0009172	XP_006408661.2	g6305
OG0009173	XP_024012531.1	g46194
OG0009174	XP_006390328.1	g44472
OG0009175	XP_006390334.1	g46189
OG0009176	XP_024016625.1, XP_006409278.1	g14012, g6078
OG0009179	XP_006409223.1	g13992
OG0009180	XP_024013852.1	g11367
OG0009181	XP_006401555.1	g39406
OG0009182	XP_006401557.1	g39407
OG0009183	XP_024012089.1	g28486
OG0009185	XP_006392579.1	g54370
OG0009186	XP_006392586.2	g54369
OG0009188	XP_024006171.1	g36726
OG0009189	XP_006392648.1	g36708
OG0009190	XP_006392665.1	g36705
OG0009192	XP_006392750.1	g36665
OG0009193	XP_006392752.1	g54305
OG0009194	XP_006392758.1	g36662
OG0009195	XP_024006646.1	g36640
OG0009196	XP_006392783.1	g35868
OG0009197	XP_006392785.1	g36634
OG0009198	XP_006392787.1	g36632, g28003
OG0009199	XP_006391136.1	g41546
OG0009200	XP_006392818.1	g36611
OG0009201	XP_006410773.1	g37145
OG0009202	XP_006410777.1	g51565
OG0009203	XP_006410791.1	g37151
OG0009204	XP_006410795.1	g37160
OG0009205	XP_006410822.1	g51586
OG0009206	XP_006413213.1	g23709
OG0009207	XP_006410857.1	g51608
OG0009208	XP_006419040.1	g19591
OG0009209	XP_006419084.1	g3062, g11447
OG0009210	XP_006419115.1	g19603
OG0009211	XP_024007011.1	g10381
OG0009212	XP_006397365.1	g41147
OG0009213	XP_006402173.1	g1418
OG0009214	XP_006401754.1	g41254
OG0009215	XP_006395927.1	g46857, g47433
OG0009216	XP_006408641.1	g17923
OG0009217	XP_006395952.1	g25206, g46871
OG0009218	XP_024005575.1	g46941
OG0009219	XP_006414990.1	g46946
OG0009220	XP_024005182.1, XP_024005309.1	g17859
OG0009221	XP_006414625.1	g24562
OG0009222	XP_006414767.1	g47039
OG0009223	XP_006411822.1	g22788
OG0009224	XP_024005649.1	g47075
OG0009225	XP_006414642.1	g47077
OG0009226	XP_006414562.2	g24480
OG0009227	XP_006414555.1	g47093
OG0009228	XP_006414507.1	g17657, g24453
OG0009229	XP_006414490.1	g47106
OG0009230	XP_006390603.1	g46026, g44583
OG0009231	XP_024005926.1	g44580
OG0009232	XP_006390593.1	g44578
OG0009233	XP_006390586.1	g46045
OG0009235	XP_006390545.1	g46066
OG0009236	XP_006390526.1	g46085
OG0009237	XP_006390501.1	g46099
OG0009238	XP_006390492.1	g46106
OG0009239	XP_006390466.1	g44546
OG0009241	XP_024006845.1	g4115, g4116, g35991
OG0009242	XP_006390444.1	g44538, g46132
OG0009243	XP_006390434.1	g44534
OG0009244	XP_006391119.1	g41505
OG0009245	XP_006391094.1	g44801
OG0009246	XP_006391072.1	g44784
OG0009247	XP_006391062.1	g44781
OG0009248	XP_006391038.1	g44767
OG0009249	XP_006412946.1	g23548, g17040
OG0009250	XP_006412928.1	g23537
OG0009251	XP_006412926.1	g47677
OG0009253	XP_006412906.1	g47683
OG0009254	XP_006412891.1	g23512
OG0009255	XP_006401737.1	g907
OG0009256	XP_006391703.1	g40800
OG0009257	XP_024016091.1	g40801
OG0009258	XP_006391687.1	g40808
OG0009259	XP_006405568.1	g53075, g43410, g46684
OG0009260	XP_006405543.1, XP_006395372.1	g16851
OG0009261	XP_024014785.1	g16849
OG0009262	XP_006405516.1	g46680
OG0009263	XP_024014723.1	g16848
OG0009264	XP_006402054.1	g1364
OG0009265	XP_006395266.1, XP_024014351.1	g10339
OG0009266	XP_006395401.1	g10459
OG0009267	XP_006395407.1	g10462
OG0009268	XP_006395412.1	g10467
OG0009270	XP_006395418.1	g10475
OG0009271	XP_024007337.1	g10495
OG0009272	XP_006395495.1	g10528
OG0009273	XP_006395497.1	g10529
OG0009274	XP_006395498.1	g10530
OG0009275	XP_006395500.1	g10531
OG0009276	XP_006395502.1	g10533
OG0009277	XP_006395505.1	g1601
OG0009278	XP_006395510.1	g10541
OG0009279	XP_006395524.1	g10548
OG0009280	XP_006395536.1	g10555
OG0009281	XP_024007169.1	g1592
OG0009283	XP_006395559.1	g1589
OG0009284	XP_024006879.1	g10598
OG0009285	XP_006395611.1	g10599
OG0009286	XP_024006763.1	g10607
OG0009287	XP_006402174.1	g1420
OG0009288	XP_006395631.1	g10620
OG0009289	XP_024012318.1	g28288
OG0009290	XP_006391010.1	g45800
OG0009292	XP_024014642.1	g36976
OG0009293	XP_006398281.1	g10960, g40594
OG0009294	XP_024011020.1	g10966
OG0009295	XP_006395172.1	g10256
OG0009296	XP_006398256.1	g10972
OG0009298	XP_006398205.1	g40555
OG0009299	XP_024011957.1	g44898
OG0009300	XP_006398160.1	g11009
OG0009301	XP_024011010.1	g40531
OG0009302	XP_006393219.1	g54149
OG0009303	XP_006393172.1	g28057, g54163
OG0009304	XP_006393164.2	g36435
OG0009305	XP_024006046.1	g54166
OG0009306	XP_006393153.1	g36444
OG0009307	XP_024008431.1	g31587
OG0009308	XP_006393056.1	g36496
OG0009309	XP_006393008.1	g54226
OG0009310	XP_024005996.1	g54229
OG0009311	XP_006392978.1	g36527
OG0009313	XP_006392901.1	g36577
OG0009314	XP_024006360.1	g28010
OG0009315	XP_006392844.1	g36597
OG0009316	XP_006403318.1	g37048
OG0009318	XP_006410514.1	g37966
OG0009319	XP_024016812.1	g51396
OG0009320	XP_006410544.1	g51409
OG0009321	XP_006410549.1	g51413
OG0009322	XP_006410560.1	g51430
OG0009323	XP_006410598.1	g37080
OG0009324	XP_006410601.1	g37093
OG0009325	XP_006410611.1	g51458
OG0009326	XP_006410613.1	g51460
OG0009327	XP_024003700.1	g51463, g37102
OG0009328	XP_006410636.2	g37107
OG0009329	XP_006410640.1	g37108, g51477
OG0009330	XP_006410646.1	g51482
OG0009331	XP_006410674.1	g37993
OG0009332	XP_006410686.1	g51509
