Orthogroup	Eutrema_salsugineum	Euclidium_syriacum
OG0006962	XP_006416306.1	ESY5_g2464_DN3_SP8_c0.t1
OG0006963	XP_006416298.1	ESY5_g2458_DN3_SP8_c0.t1
OG0006964	XP_006416262.1	ESY5_g2390_DN3_SP2_c0.t1
OG0006965	XP_006416255.1	ESY5_g2385_DN3_SP6_c0.t1
OG0006967	XP_024008943.1	ESY5_g2358_DN3_SP0_c0.t1
OG0006968	XP_006398163.1	ESY3_g32309_DN3_SP0_c0.t1, ESY7_g16738_DN3_SP8_c0.t1
OG0006969	XP_006406899.1	ESY17_g39268_DN1_SP0_c0.t1
OG0006970	XP_006390744.1	ESY2_g35720_DN3_SP4_c0.t1
OG0006971	XP_006390785.1	ESY2_g35662_DN3_SP8_c0.t1
OG0006972	XP_006390816.1	ESY2_g35630_DN3_SP0_c0.t1
OG0006973	XP_006390940.1	ESY2_g35486_DN3_SP0_c0.t1
OG0006974	XP_006413472.1	ESY23_g425_DN3_SP8_c0.t1
OG0006975	XP_006413469.2	ESY23_g450_DN3_SP0_c0.t1
OG0006976	XP_006412265.2	ESY4_g25731_DN3_SP0_c0.t1
OG0006977	XP_006391781.1	ESY5_g3851_DN3_SP0_c0.t1
OG0006978	XP_006391788.1	ESY2_g33592_DN3_SP0_c0.t1
OG0006979	XP_006391866.1	ESY2_g33674_DN3_SP3_c0.t1
OG0006981	XP_006391971.1	ESY2_g33813_DN3_SP5_c0.t1
OG0006982	XP_006391983.1	ESY2_g33834_DN3_SP8_c0.t1
OG0006983	XP_024008456.1	ESY13_g57669_DN3_SP8_c0.t1
OG0006984	XP_024015511.1	ESY2_g33896_DN3_SP0_c0.t1
OG0006985	XP_006392069.1	ESY8_g59626_DN3_SP0_c39.t1
OG0006986	XP_006392315.1	ESY2_g34104_DN3_SP2_c0.t1
OG0006987	XP_006391666.1	ESY2_g33335_DN3_SP0_c0.t1
OG0006989	XP_006391710.1	ESY2_g33311_DN3_SP7_c0.t1
OG0006990	XP_006405277.1	ESY8_g59961_DN2_SP0_c0.t1, ESY2_g34321_DN2_SP0_c0.t1, ESY2_g33312_DN3_SP0_c0.t1
OG0006991	XP_006398354.2	ESY10_g15034_DN3_SP0_c0.t1
OG0006992	XP_024011065.1	ESY10_g15021_DN3_SP8_c0.t1
OG0006993	XP_006398369.1	ESY10_g14980_DN3_SP0_c0.t1
OG0006994	XP_006398454.1	ESY10_g14783_DN3_SP8_c0.t1
OG0006995	XP_006398463.1	ESY10_g14759_DN3_SP0_c0.t1
OG0006996	XP_006398488.1	ESY10_g14734_DN3_SP8_c0.t1
OG0006997	XP_024011003.1	ESY7_g16647_DN3_SP0_c0.t1
OG0006998	XP_006396602.1	ESY7_g16518_DN3_SP0_c0.t1
OG0006999	XP_006412833.1	ESY11_g54665_DN3_SP0_c0.t1
OG0007000	XP_006412820.1	ESY4_g24382_DN3_SP4_c0.t1
OG0007001	XP_006393493.1	ESY2_g38310_DN3_SP0_c0.t1
OG0007002	XP_006393474.1	ESY13_g56605_DN3_SP2_c0.t1, ESY2_g38088_DN3_SP6_c0.t1
OG0007003	XP_024007659.1	ESY2_g35970_DN3_SP0_c0.t1
OG0007004	XP_006390365.1	ESY2_g35964_DN3_SP8_c0.t1
OG0007005	XP_006390372.1	ESY2_g35954_DN3_SP8_c0.t1
OG0007006	XP_006411637.1	ESY4_g26931_DN3_SP7_c0.t1
OG0007007	XP_006411679.1	ESY4_g26862_DN3_SP5_c0.t1
OG0007009	XP_006411743.1	ESY4_g26789_DN3_SP0_c15.t1
OG0007011	XP_006411811.1	ESY4_g26643_DN3_SP0_c0.t1
OG0007012	XP_006411852.1	ESY4_g26579_DN3_SP5_c0.t1
OG0007013	XP_006411869.1	ESY4_g26544_DN3_SP0_c0.t1
OG0007015	XP_006411917.2	ESY4_g26459_DN3_SP0_c0.t1
OG0007016	XP_006411948.1	ESY4_g26347_DN3_SP0_c0.t1
OG0007017	XP_006411967.1	ESY4_g26305_DN3_SP5_c0.t1
OG0007018	XP_006411969.1	ESY4_g26304_DN3_SP0_c0.t1
OG0007019	XP_006412017.1	ESY4_g26187_DN3_SP8_c0.t1
OG0007020	XP_006412036.2	ESY4_g26123_DN3_SP0_c0.t1, ESY4_g26121_DN3_SP0_c0.t1
OG0007021	XP_006412065.1	ESY4_g26014_DN3_SP6_c0.t1
OG0007022	XP_006412070.1	ESY4_g25305_DN2_SP0_c0.t1
OG0007023	XP_006412093.1	ESY4_g25359_DN3_SP0_c0.t1
OG0007024	XP_006391996.1	ESY15_g64737_DN3_SP8_c0.t1
OG0007025	XP_006412150.1	ESY4_g25474_DN3_SP0_c0.t1
OG0007027	XP_006412165.1	ESY4_g25504_DN3_SP2_c0.t1
OG0007028	XP_006412178.1	ESY4_g25544_DN3_SP8_c0.t1
OG0007030	XP_024005886.1	ESY4_g25566_DN3_SP4_c0.t1
OG0007031	XP_006412504.1	ESY4_g25094_DN1_SP0_c0.t1
OG0007032	XP_006412503.1	ESY4_g25095_DN3_SP4_c0.t1
OG0007033	XP_006412493.1	ESY4_g25272_DN3_SP5_c0.t1
OG0007034	XP_006412457.1	ESY4_g25197_DN3_SP8_c7.t1
OG0007035	XP_006412455.1	ESY4_g25195_DN3_SP0_c0.t1
OG0007036	XP_006412437.1	ESY4_g25166_DN3_SP4_c0.t1
OG0007037	XP_006412430.1	ESY4_g25152_DN3_SP0_c0.t1
OG0007039	XP_024015987.1	ESY8_g59263_DN3_SP0_c0.t1, ESY4_g25112_DN3_SP0_c0.t1
OG0007040	XP_006412393.1	ESY4_g25985_DN3_SP8_c0.t1
OG0007041	XP_006412374.1	ESY4_g25956_DN3_SP8_c0.t1
OG0007042	XP_006412343.1	ESY4_g25857_DN2_SP0_c0.t1
OG0007043	XP_006409707.1	ESY4_g25458_DN3_SP0_c0.t1, ESY4_g25459_DN2_SP0_c0.t1, ESY11_g53160_DN3_SP0_c0.t1
OG0007044	XP_006412326.1, XP_006412325.2	ESY4_g25830_DN3_SP7_c0.t1
OG0007045	XP_006412316.1	ESY4_g25806_DN2_SP0_c0.t1
OG0007046	XP_006412299.1	ESY4_g25778_DN3_SP7_c0.t1
OG0007047	XP_006412295.1	ESY4_g25674_DN3_SP0_c0.t1
OG0007048	XP_024004533.1	ESY4_g25677_DN3_SP0_c0.t1
OG0007049	XP_006412278.1	ESY4_g25769_DN3_SP8_c0.t1
OG0007050	XP_024004447.1	ESY4_g25766_DN3_SP7_c0.t1
OG0007051	XP_006412524.1	ESY4_g25054_DN3_SP0_c0.t1
OG0007052	XP_006412532.1	ESY4_g25048_DN3_SP8_c0.t1
OG0007053	XP_006412605.1	ESY4_g24868_DN3_SP5_c0.t1
OG0007054	XP_006412606.1	ESY4_g24861_DN3_SP0_c0.t1
OG0007055	XP_024004362.1	ESY4_g24832_DN3_SP0_c5.t1
OG0007056	XP_006412630.1	ESY4_g24821_DN3_SP8_c0.t1
OG0007057	XP_006412646.1	ESY4_g24769_DN3_SP0_c0.t1
OG0007058	XP_006412654.1	ESY4_g24758_DN3_SP0_c0.t1
OG0007059	XP_006412667.1	ESY4_g24729_DN3_SP0_c0.t1
OG0007060	XP_006418833.1	ESY3_g28201_DN3_SP0_c0.t1
OG0007061	XP_006418779.2	ESY3_g28088_DN3_SP0_c0.t1
OG0007062	XP_006390647.1	ESY2_g35825_DN3_SP2_c0.t1
OG0007064	XP_006390687.1	ESY2_g35775_DN2_SP0_c0.t1
OG0007065	XP_006416084.2	ESY5_g2042_DN3_SP8_c0.t1
OG0007066	XP_006416074.1	ESY5_g2022_DN3_SP0_c0.t1
OG0007067	XP_006416012.1	ESY5_g1764_DN2_SP0_c0.t1
OG0007068	XP_006396412.1	ESY20_g13188_DN3_SP1_c0.t1
OG0007069	XP_006396392.1	ESY20_g13163_DN3_SP0_c0.t1
OG0007070	XP_006396350.2	ESY20_g13100_DN3_SP0_c0.t1
OG0007071	XP_006396329.1	ESY20_g13075_DN3_SP1_c0.t1
OG0007072	XP_006396318.1	ESY20_g13055_DN3_SP0_c0.t1
OG0007073	XP_006396299.1	ESY20_g13029_DN2_SP0_c0.t1
OG0007074	XP_006396281.1	ESY20_g13007_DN3_SP0_c0.t1
OG0007075	XP_006396265.1	ESY20_g12984_DN3_SP0_c0.t1
OG0007076	XP_006396221.1	ESY20_g13345_DN3_SP3_c0.t1
OG0007077	XP_006396199.1	ESY20_g13367_DN2_SP7_c0.t1
OG0007078	XP_006404531.1	ESY8_g59946_DN2_SP0_c0.t1
OG0007079	XP_024009020.1	ESY5_g760_DN3_SP0_c0.t1
OG0007080	XP_006413463.2	ESY14_g21628_DN3_SP0_c0.t1
OG0007081	XP_006412990.1	ESY4_g23919_DN3_SP0_c0.t1
OG0007082	XP_024008106.1	ESY5_g5345_DN3_SP0_c0.t1
OG0007084	XP_006416756.1	ESY5_g4389_DN1_SP0_c0.t1
OG0007085	XP_006416708.1	ESY5_g4327_DN3_SP0_c0.t1
OG0007086	XP_024008856.1, XP_024008036.1	ESY5_g2033_DN1_SP0_c0.t1
OG0007087	XP_006415935.1	ESY5_g1367_DN3_SP0_c0.t1
OG0007088	XP_006415820.1	ESY13_g57451_DN2_SP0_c0.t1
OG0007089	XP_024008670.1	ESY5_g749_DN3_SP8_c0.t1
OG0007090	XP_024008380.1	ESY13_g57818_DN3_SP8_c0.t1
OG0007093	XP_006390651.1	ESY2_g35819_DN3_SP0_c0.t1
OG0007095	XP_024006407.1	ESY1_g9639_DN3_SP0_c0.t1
OG0007096	XP_024011139.1	ESY10_g14651_DN3_SP0_c0.t1
OG0007097	XP_006395625.1	ESY10_g14027_DN3_SP0_c0.t1
OG0007098	XP_006395313.1	ESY2_g34547_DN3_SP8_c0.t1
OG0007099	XP_006395258.1	ESY2_g35151_DN3_SP3_c0.t1
OG0007100	XP_006404512.1	ESY10_g15005_DN2_SP0_c0.t1
OG0007101	XP_006404449.1	ESY1_g8242_DN3_SP0_c10.t1
OG0007102	XP_024013839.1	ESY1_g10320_DN2_SP0_c0.t1
OG0007103	XP_006403717.1	ESY1_g11152_DN3_SP1_c0.t1
OG0007105	XP_006400404.1	ESY7_g17021_DN3_SP0_c0.t1
OG0007106	XP_006394909.1	ESY10_g15390_DN2_SP0_c0.t1
OG0007107	XP_006397177.1	ESY19_g41581_DN2_SP0_c0.t1
OG0007108	XP_006396853.1	ESY18_g63164_DN3_SP0_c0.t1
OG0007109	XP_006413176.2	ESY1_g12040_DN3_SP0_c0.t1
OG0007110	XP_006413239.1	ESY13_g56222_DN1_SP0_c0.t1
OG0007111	XP_006413581.1	ESY5_g5002_DN2_SP0_c0.t1
OG0007112	XP_024005545.1	ESY9_g42801_DN3_SP8_c0.t1
OG0007113	XP_024014764.1	ESY8_g61160_DN3_SP0_c0.t1, ESY8_g61184_DN3_SP0_c0.t1
OG0007115	XP_006395204.1	ESY15_g64554_DN3_SP0_c0.t1
OG0007116	XP_006395082.1	ESY15_g64334_DN3_SP0_c0.t1
OG0007128	XP_024012905.1	ESY2_g33597_DN2_SP0_c0.t1, ESY2_g33568_DN3_SP0_c0.t1, ESY2_g33981_DN1_SP0_c0.t1
OG0007129	XP_006413582.1	ESY26_g42411_DN3_SP7_c0.t1
OG0007130	XP_024011466.1	ESY6_g47857_DN3_SP8_c0.t1
OG0007131	XP_006394290.1	ESY6_g49703_DN3_SP7_c0.t1
OG0007132	XP_006404256.1	ESY3_g31906_DN3_SP0_c0.t1, ESY3_g31905_DN3_SP3_c0.t1
OG0007133	XP_024013178.1, XP_006404264.1	ESY1_g9177_DN3_SP8_c0.t1
OG0007134	XP_006404285.1, XP_024013737.1	ESY1_g9106_DN3_SP0_c10.t1
OG0007135	XP_006404314.1	ESY1_g8865_DN3_SP2_c0.t1
OG0007136	XP_006404319.1	ESY1_g9379_DN3_SP0_c0.t1, ESY1_g8774_DN3_SP1_c0.t1
OG0007137	XP_006398495.1	ESY10_g14664_DN3_SP0_c0.t1
OG0007138	XP_006398516.1	ESY10_g14646_DN3_SP2_c0.t1
OG0007139	XP_006412825.1	ESY4_g24371_DN2_SP0_c0.t1
OG0007140	XP_006395859.1	ESY10_g14568_DN3_SP7_c0.t1
OG0007141	XP_006395804.1	ESY10_g14439_DN3_SP1_c0.t1
OG0007142	XP_006410985.1	ESY9_g45123_DN1_SP0_c0.t1
OG0007143	XP_006398370.1	ESY10_g14979_DN3_SP5_c0.t1
OG0007144	XP_006390018.1	ESY2_g35038_DN3_SP3_c0.t1
OG0007146	XP_006400307.1	ESY7_g17141_DN3_SP0_c0.t1
OG0007147	XP_024012049.1	ESY7_g17167_DN1_SP7_c0.t1
OG0007148	XP_024012144.1	ESY7_g17169_DN3_SP3_c0.t1
OG0007149	XP_006400258.1	ESY7_g17194_DN3_SP5_c0.t1
OG0007150	XP_006400251.1	ESY7_g17206_DN3_SP0_c0.t1
OG0007151	XP_006400236.1	ESY7_g17237_DN3_SP8_c0.t1
OG0007152	XP_006400219.1	ESY7_g17253_DN3_SP6_c0.t1
OG0007153	XP_006400198.1	ESY7_g17280_DN2_SP5_c0.t1
OG0007154	XP_006400197.1	ESY7_g17281_DN3_SP6_c17.t1
OG0007155	XP_006400192.1	ESY7_g17287_DN3_SP8_c0.t1
OG0007156	XP_006400184.1	ESY7_g17300_DN3_SP0_c0.t1
OG0007157	XP_006400167.1	ESY7_g17319_DN3_SP1_c0.t1
OG0007158	XP_024011914.1	ESY7_g17354_DN3_SP4_c0.t1
OG0007159	XP_006410820.1	ESY4_g26605_DN2_SP0_c0.t1
OG0007160	XP_006400107.1	ESY7_g17401_DN3_SP7_c0.t1
OG0007161	XP_006400097.1	ESY7_g17410_DN3_SP1_c0.t1
OG0007162	XP_006400074.1	ESY7_g17433_DN3_SP0_c0.t1
OG0007163	XP_006400073.1	ESY7_g17436_DN3_SP0_c0.t1
OG0007164	XP_006400040.1	ESY7_g17476_DN3_SP0_c0.t1
OG0007165	XP_024012455.1	ESY7_g17524_DN3_SP0_c0.t1
OG0007166	XP_006400016.1	ESY7_g17531_DN3_SP6_c0.t1
OG0007167	XP_006400015.1	ESY7_g17532_DN3_SP2_c0.t1
OG0007168	XP_006400010.1	ESY7_g17540_DN3_SP5_c0.t1
OG0007169	XP_006399997.1	ESY7_g17555_DN3_SP3_c0.t1
OG0007170	XP_006399992.1	ESY7_g17560_DN3_SP7_c0.t1
OG0007172	XP_006397031.2	ESY18_g64062_DN2_SP0_c0.t1
OG0007173	XP_006399934.1	ESY7_g17637_DN3_SP8_c0.t1
OG0007174	XP_006399933.1	ESY7_g17638_DN3_SP0_c0.t1
OG0007175	XP_024011569.1	ESY7_g17641_DN3_SP7_c0.t1
OG0007176	XP_024012340.1	ESY7_g17658_DN1_SP1_c0.t1
OG0007177	XP_006399910.1	ESY12_g52227_DN2_SP0_c0.t1
OG0007178	XP_006399907.1	ESY7_g17670_DN3_SP1_c0.t1
OG0007179	XP_006399904.1	ESY7_g17673_DN3_SP0_c0.t1
OG0007180	XP_006399902.1	ESY7_g17675_DN3_SP8_c0.t1
OG0007181	XP_024011156.1	ESY7_g17677_DN3_SP0_c0.t1
OG0007182	XP_006399898.1	ESY7_g17678_DN3_SP0_c4.t1
OG0007183	XP_024012581.1	ESY7_g17705_DN3_SP3_c0.t1
OG0007184	XP_024012126.1	ESY7_g17711_DN3_SP5_c0.t1
OG0007185	XP_006399868.1	ESY7_g17713_DN3_SP8_c0.t1
OG0007186	XP_006399860.1	ESY7_g17720_DN3_SP8_c0.t1
OG0007187	XP_006399859.1	ESY7_g17721_DN3_SP8_c0.t1
OG0007188	XP_024006846.1	ESY15_g64381_DN2_SP0_c0.t1
OG0007189	XP_006399851.1	ESY7_g17731_DN3_SP5_c0.t1, ESY8_g58920_DN3_SP0_c0.t1
OG0007190	XP_006399846.1	ESY7_g17739_DN3_SP0_c0.t1
OG0007191	XP_006399844.1	ESY7_g17740_DN3_SP8_c0.t1
OG0007192	XP_006399830.1	ESY7_g17765_DN3_SP8_c0.t1
OG0007193	XP_006399821.1	ESY7_g18428_DN3_SP8_c0.t1
OG0007194	XP_024011160.1	ESY6_g48095_DN3_SP0_c0.t1
OG0007195	XP_006399794.1	ESY7_g18399_DN3_SP6_c0.t1
OG0007196	XP_006399788.1	ESY7_g18392_DN3_SP8_c0.t1
OG0007197	XP_006399756.1	ESY7_g18346_DN3_SP2_c0.t1
OG0007198	XP_006399729.1	ESY7_g18299_DN3_SP0_c0.t1
OG0007199	XP_006399721.1	ESY7_g18291_DN3_SP8_c0.t1
OG0007200	XP_006399711.1	ESY7_g18270_DN2_SP0_c0.t1
OG0007201	XP_024006854.1	ESY2_g34584_DN2_SP0_c0.t1
OG0007202	XP_024012181.1	ESY7_g18243_DN2_SP0_c0.t1
OG0007203	XP_006399654.1	ESY7_g18191_DN3_SP8_c0.t1
OG0007204	XP_006399649.1	ESY7_g18184_DN3_SP0_c0.t1
OG0007205	XP_006413459.1	ESY13_g57255_DN2_SP0_c0.t1
OG0007206	XP_006399636.1	ESY7_g18167_DN3_SP8_c0.t1
OG0007208	XP_024012375.1	ESY7_g18061_DN3_SP6_c0.t1
OG0007209	XP_006395210.1	ESY18_g63403_DN3_SP0_c0.t1
OG0007210	XP_006399547.1	ESY7_g18044_DN3_SP7_c0.t1
OG0007211	XP_006399525.1	ESY7_g18004_DN3_SP1_c0.t1
OG0007212	XP_024011738.1	ESY7_g17982_DN3_SP6_c0.t1
OG0007213	XP_006399503.1	ESY7_g17978_DN3_SP0_c0.t1
OG0007214	XP_006399495.1	ESY7_g17961_DN3_SP8_c0.t1
OG0007215	XP_024011813.1	ESY7_g17924_DN3_SP7_c0.t1
OG0007216	XP_006399435.1	ESY7_g17866_DN3_SP8_c15.t1
OG0007217	XP_024011520.1	ESY7_g17811_DN2_SP0_c0.t1
OG0007218	XP_024011656.1	ESY7_g17783_DN3_SP0_c0.t1
OG0007219	XP_006399355.1	ESY7_g17766_DN3_SP3_c0.t1
OG0007220	XP_024012628.1	ESY7_g18673_DN2_SP0_c0.t1
OG0007221	XP_006399303.1	ESY7_g18649_DN3_SP8_c0.t1
OG0007222	XP_006399301.1	ESY7_g18645_DN2_SP0_c0.t1
OG0007223	XP_006399273.1	ESY7_g18612_DN3_SP8_c0.t1
OG0007224	XP_024010153.1	ESY8_g58345_DN3_SP0_c0.t1
OG0007225	XP_006396534.1	ESY8_g58320_DN3_SP7_c0.t1
OG0007226	XP_006396535.1	ESY8_g58319_DN3_SP0_c0.t1
OG0007227	XP_006396551.1	ESY8_g58300_DN3_SP8_c0.t1
OG0007228	XP_006413350.1	ESY13_g56861_DN3_SP8_c0.t1
OG0007229	XP_006413375.1	ESY13_g56940_DN3_SP0_c0.t1
OG0007230	XP_024004475.1, XP_024004464.1	ESY13_g57034_DN3_SP0_c29.t1
OG0007231	XP_006397367.1	ESY8_g59149_DN3_SP7_c0.t1
OG0007232	XP_006408602.2	ESY8_g59107_DN3_SP1_c0.t1
OG0007233	XP_006408647.1	ESY8_g59081_DN3_SP0_c0.t1
OG0007234	XP_024016083.1, XP_006408702.1	ESY8_g59055_DN3_SP3_c0.t1
OG0007235	XP_024016067.1	ESY4_g25524_DN3_SP0_c0.t1
OG0007236	XP_006409774.2	ESY8_g59028_DN3_SP1_c0.t1
OG0007237	XP_006409781.1	ESY8_g59011_DN3_SP0_c0.t1
OG0007238	XP_024016769.1	ESY8_g58994_DN3_SP2_c0.t1
OG0007239	XP_006409855.1	ESY8_g58945_DN3_SP8_c0.t1
OG0007240	XP_006409866.1	ESY8_g58930_DN1_SP0_c0.t1
OG0007241	XP_006409871.1	ESY8_g58925_DN3_SP7_c0.t1
OG0007242	XP_006409891.1	ESY8_g58902_DN3_SP3_c0.t1
OG0007243	XP_006409919.1	ESY8_g58863_DN3_SP8_c0.t1
OG0007244	XP_024003738.1	ESY8_g58858_DN3_SP0_c0.t1
OG0007245	XP_006409943.1	ESY8_g58832_DN3_SP7_c0.t1
OG0007246	XP_006409944.2	ESY8_g58831_DN2_SP4_c0.t1
OG0007247	XP_006410025.1	ESY8_g58749_DN3_SP0_c0.t1
OG0007248	XP_006410030.1	ESY8_g58748_DN3_SP0_c0.t1
OG0007249	XP_006410055.2	ESY8_g58714_DN3_SP0_c0.t1
OG0007250	XP_006410062.1	ESY8_g58706_DN3_SP0_c0.t1
OG0007251	XP_006400762.2	ESY6_g49013_DN3_SP0_c0.t1
OG0007252	XP_006410118.1	ESY8_g58660_DN2_SP1_c0.t1
OG0007253	XP_024004097.1	ESY8_g58614_DN2_SP0_c0.t1
OG0007254	XP_006410215.1	ESY8_g58504_DN3_SP0_c0.t1
OG0007255	XP_006410217.1	ESY8_g58510_DN3_SP8_c5.t1
OG0007256	XP_006410239.1	ESY8_g58526_DN3_SP0_c0.t1
OG0007257	XP_006410272.1	ESY8_g58481_DN3_SP2_c0.t1
OG0007258	XP_006410282.1	ESY8_g59123_DN3_SP0_c0.t1, ESY8_g58458_DN3_SP7_c0.t1
OG0007259	XP_006410339.1	ESY8_g58359_DN2_SP0_c0.t1
OG0007260	XP_006410379.1	ESY20_g12681_DN3_SP0_c0.t1
OG0007261	XP_024004109.1	ESY20_g13343_DN3_SP0_c0.t1
OG0007262	XP_006410361.1	ESY20_g13336_DN3_SP8_c0.t1
OG0007263	XP_006410398.2	ESY20_g12711_DN3_SP6_c31.t1
OG0007264	XP_006410419.1	ESY20_g12740_DN3_SP0_c0.t1, ESY20_g12741_DN3_SP0_c0.t1, ESY20_g12730_DN3_SP0_c0.t1
OG0007265	XP_006410428.1	ESY20_g12744_DN3_SP1_c4.t1
OG0007267	XP_006410435.1	ESY20_g12754_DN3_SP0_c0.t1, ESY20_g12753_DN2_SP0_c0.t1
OG0007268	XP_006410449.1	ESY20_g12783_DN3_SP8_c0.t1
OG0007269	XP_006410475.1	ESY20_g12833_DN3_SP0_c0.t1
OG0007270	XP_024003828.1	ESY20_g12836_DN2_SP0_c0.t1
OG0007271	XP_006403165.2	ESY8_g58126_DN3_SP0_c0.t1
OG0007272	XP_006403130.1	ESY8_g58198_DN3_SP0_c0.t1
OG0007273	XP_006413330.1	ESY7_g18642_DN3_SP0_c0.t1
OG0007274	XP_006413318.1	ESY13_g56428_DN3_SP7_c0.t1
OG0007275	XP_006413287.1	ESY13_g56679_DN3_SP0_c0.t1
OG0007276	XP_006413279.1	ESY7_g16215_DN3_SP0_c0.t1
OG0007277	XP_006393595.1	ESY4_g22048_DN2_SP3_c0.t1
OG0007278	XP_006393603.1	ESY4_g21964_DN3_SP2_c0.t1
OG0007279	XP_006393635.1	ESY4_g22236_DN3_SP2_c0.t1
OG0007280	XP_006393613.1	ESY4_g22421_DN3_SP1_c0.t1
OG0007281	XP_006393611.1	ESY4_g22422_DN3_SP8_c0.t1
OG0007282	XP_024009161.1	ESY2_g35209_DN2_SP0_c0.t1
OG0007283	XP_024008692.1	ESY4_g22889_DN3_SP8_c0.t1
OG0007284	XP_006415696.1	ESY4_g22632_DN3_SP3_c0.t1
OG0007286	XP_024008416.1	ESY7_g16620_DN3_SP0_c0.t1, ESY7_g16579_DN3_SP0_c0.t1
OG0007287	XP_006415611.2	ESY4_g23043_DN3_SP8_c0.t1
OG0007288	XP_006415609.1	ESY4_g23045_DN2_SP0_c0.t1
OG0007289	XP_006415600.1	ESY4_g23079_DN3_SP0_c0.t1
OG0007290	XP_006415589.1	ESY3_g31537_DN3_SP0_c0.t1
OG0007292	XP_006415520.1	ESY7_g17761_DN2_SP2_c0.t1
OG0007293	XP_006415498.1	ESY4_g23555_DN3_SP0_c0.t1
OG0007294	XP_006415488.1	ESY4_g23575_DN3_SP8_c0.t1
OG0007295	XP_006415483.1	ESY4_g23638_DN3_SP0_c0.t1
OG0007296	XP_006415472.1	ESY4_g23658_DN3_SP8_c0.t1
OG0007297	XP_006415465.2	ESY9_g45599_DN3_SP8_c0.t1
OG0007298	XP_006415433.1	ESY9_g43242_DN3_SP0_c0.t1
OG0007299	XP_006415426.1	ESY16_g62221_DN3_SP8_c0.t1
OG0007300	XP_006415398.1	ESY16_g62041_DN3_SP0_c0.t1
OG0007301	XP_006415397.1	ESY16_g62040_DN2_SP0_c0.t1
OG0007302	XP_006415378.1	ESY16_g62016_DN2_SP4_c0.t1
OG0007303	XP_006415349.1	ESY16_g61957_DN3_SP0_c0.t1
OG0007304	XP_006415336.1	ESY16_g61927_DN3_SP0_c0.t1
OG0007305	XP_006415321.1	ESY16_g61905_DN3_SP0_c0.t1
OG0007306	XP_006410713.2	ESY16_g61765_DN3_SP0_c0.t1
OG0007307	XP_006415249.1	ESY16_g61763_DN3_SP7_c0.t1
OG0007308	XP_006415244.1	ESY16_g61758_DN3_SP8_c0.t1
OG0007309	XP_006415234.1	ESY16_g61743_DN3_SP6_c0.t1
OG0007310	XP_006415200.1	ESY16_g61703_DN3_SP7_c0.t1
OG0007311	XP_006415196.1	ESY16_g61691_DN3_SP8_c0.t1
OG0007312	XP_006395775.1	ESY10_g14372_DN3_SP8_c0.t1
OG0007313	XP_006395743.1	ESY10_g14316_DN3_SP8_c0.t1
OG0007314	XP_006395741.1	ESY10_g14309_DN3_SP1_c0.t1
OG0007315	XP_006395734.1	ESY10_g14294_DN3_SP0_c0.t1
OG0007316	XP_006395712.1	ESY10_g14229_DN3_SP3_c0.t1
OG0007317	XP_006393866.1	ESY6_g50317_DN3_SP8_c0.t1
OG0007318	XP_024007489.1	ESY6_g50379_DN3_SP8_c0.t1
OG0007319	XP_006393932.1	ESY6_g50400_DN3_SP0_c0.t1
OG0007320	XP_006393935.1	ESY6_g50402_DN3_SP8_c0.t1
OG0007321	XP_006412979.1	ESY4_g23940_DN2_SP7_c0.t1
OG0007323	XP_006393988.1	ESY6_g50452_DN3_SP0_c22.t1
OG0007324	XP_006393997.1	ESY5_g2978_DN3_SP0_c0.t1, ESY6_g50465_DN3_SP0_c0.t1
OG0007325	XP_006393998.1	ESY6_g50466_DN3_SP8_c0.t1
OG0007326	XP_006394027.1	ESY6_g50496_DN3_SP8_c0.t1
OG0007327	XP_006394045.1	ESY6_g50510_DN2_SP0_c0.t1
OG0007328	XP_006394051.1	ESY6_g50515_DN3_SP8_c0.t1
OG0007329	XP_006394079.2	ESY6_g50554_DN3_SP8_c0.t1
OG0007330	XP_006394109.1	ESY6_g50613_DN3_SP8_c0.t1
OG0007331	XP_006394112.1	ESY6_g50615_DN3_SP6_c0.t1
OG0007332	XP_006394126.1	ESY6_g50632_DN3_SP8_c0.t1
OG0007333	XP_024006793.1, XP_024006791.1	ESY2_g35229_DN3_SP0_c0.t1, ESY6_g50666_DN3_SP0_c0.t1
OG0007334	XP_006394060.2	ESY7_g17872_DN3_SP0_c0.t1, ESY6_g50663_DN2_SP0_c5.t1, ESY6_g49342_DN1_SP0_c0.t1, ESY6_g49341_DN2_SP0_c0.t1, ESY6_g50664_DN1_SP0_c0.t1
OG0007335	XP_006410843.1, XP_006394153.1	ESY6_g50678_DN3_SP0_c0.t1
OG0007336	XP_006394154.1	ESY6_g50680_DN3_SP0_c0.t1
OG0007337	XP_006394158.1	ESY6_g50689_DN3_SP0_c0.t1
OG0007338	XP_006394163.1	ESY6_g50695_DN3_SP0_c0.t1
OG0007339	XP_006394196.1	ESY6_g50722_DN3_SP8_c0.t1
OG0007340	XP_006394215.1	ESY6_g50738_DN3_SP0_c0.t1
OG0007341	XP_006394218.2	ESY6_g49595_DN3_SP8_c0.t1, ESY4_g24600_DN3_SP0_c0.t1
OG0007342	XP_006394230.1	ESY5_g3536_DN3_SP0_c0.t1, ESY6_g49605_DN3_SP0_c0.t1, ESY6_g49606_DN3_SP0_c0.t1
OG0007343	XP_006394238.1	ESY6_g49619_DN3_SP8_c0.t1
