Orthogroup	Eutrema_salsugineum	Arabidopsis_arenosa
OG0006020	XP_006412333.1	jg9010
OG0006021	XP_006412522.1	jg9195
OG0006022	XP_006412609.1	jg9272
OG0006023	XP_024005076.1	jg9279
OG0006024	XP_006412650.2	jg9310
OG0006025	XP_006412669.1	jg9331
OG0006026	XP_006390717.1	jg2830
OG0006027	XP_006390722.1	jg2824
OG0006028	XP_024008854.1	jg30919
OG0006029	XP_006416054.1	jg30949
OG0006030	XP_006415927.2	jg31109
OG0006031	XP_006396290.1	jg8113
OG0006032	XP_006396284.1	jg8107
OG0006033	XP_006396203.1	jg8240
OG0006034	XP_006418499.1	jg7246
OG0006035	XP_006413158.1	jg9786
OG0006036	XP_006413057.1	jg9684
OG0006037	XP_006395681.1	jg13173
OG0006038	XP_006417993.1	jg28921
OG0006039	XP_024008775.1	jg29651
OG0006040	XP_024007742.1	jg30232, jg30230
OG0006041	XP_006415936.1	jg31096
OG0006042	XP_024009132.1	jg31179
OG0006043	XP_006415851.1	jg31193
OG0006046	XP_006392432.1	jg1357
OG0006047	XP_006407571.1	jg24978
OG0006049	XP_006398500.1	jg12907
OG0006050	XP_006395651.1	jg13208
OG0006051	XP_024007616.1	jg13844
OG0006052	XP_006414244.1	jg13961
OG0006053	XP_006404022.1	jg14927
OG0006055	XP_006414093.1	jg10741
OG0006056	XP_006389698.1, XP_024005702.1	jg10793
OG0006057	XP_024013341.1	jg20907
OG0006058	XP_006395136.1	jg21467
OG0006075	XP_006412704.2	jg9366
OG0006076	XP_006412685.1	jg9350
OG0006077	XP_024005259.1	jg9347
OG0006078	XP_006413586.1	jg10222
OG0006079	XP_006404390.1	jg14524
OG0006080	XP_006404304.1	jg14608
OG0006081	XP_006404294.1	jg14621
OG0006082	XP_006398493.1	jg12899
OG0006083	XP_024010962.1	jg12904
OG0006084	XP_024010955.1	jg12933
OG0006085	XP_006398540.1	jg12937
OG0006086	XP_006400358.1	jg5653
OG0006087	XP_006396899.2	jg17610, jg17609
OG0006088	XP_006400311.1	jg5603
OG0006089	XP_006400300.2	jg5592, jg5591
OG0006090	XP_006400246.1	jg5541
OG0006091	XP_006400244.1	jg5537
OG0006092	XP_006391987.1	jg790
OG0006093	XP_006406593.2	jg25986
OG0006094	XP_006400177.1	jg5464
OG0006095	XP_024011605.1	jg5451
OG0006097	XP_006400101.1	jg5400
OG0006098	XP_006395318.1	jg13698
OG0006099	XP_006400089.1	jg5392
OG0006100	XP_006400085.2	jg5388
OG0006101	XP_024011465.1	jg5383
OG0006102	XP_006400061.1	jg5365
OG0006103	XP_006400059.1	jg5362
OG0006104	XP_006400051.1	jg5358
OG0006105	XP_024012365.1	jg5345
OG0006106	XP_006408042.1	jg24483
OG0006107	XP_006412727.1	jg9384
OG0006108	XP_006408910.1	jg28195
OG0006109	XP_006396792.1	jg7622
OG0006110	XP_006399986.1	jg5295
OG0006111	XP_006399985.1	jg5294
OG0006112	XP_006395029.1	jg6821
OG0006113	XP_006398531.2	jg12931
OG0006114	XP_006399948.1	jg5255
OG0006115	XP_006399945.1	jg5252
OG0006116	XP_006399943.1	jg5250
OG0006117	XP_006405071.1	jg12163, jg17033
OG0006118	XP_006399882.1	jg5192
OG0006119	XP_006399871.1	jg5183
OG0006120	XP_006399848.1	jg5166
OG0006121	XP_006399839.1	jg5161
OG0006122	XP_024012238.1	jg5160
OG0006123	XP_006399819.2	jg5143
OG0006124	XP_006399816.2	jg5139
OG0006125	XP_006399784.1	jg5110
OG0006126	XP_006399779.1	jg5104
OG0006127	XP_006399765.1	jg5091
OG0006128	XP_006399761.1	jg5085
OG0006129	XP_006399758.1	jg5082
OG0006130	XP_006399692.1	jg5013
OG0006131	XP_006399656.1	jg4982
OG0006132	XP_006399624.1	jg4952
OG0006133	XP_006399496.1	jg4829
OG0006134	XP_006399439.1	jg4776
OG0006135	XP_006399374.1	jg4723
OG0006136	XP_006399368.1	jg4719, jg8241, jg12239
OG0006137	XP_006399353.1	jg4708
OG0006140	XP_024012707.1	jg4662
OG0006141	XP_006399272.1	jg4629
OG0006142	XP_006399248.1	jg4610
OG0006143	XP_006396525.1	jg7897
OG0006144	XP_006396530.1	jg7902
OG0006145	XP_006396536.1	jg7907
OG0006146	XP_006396552.1	jg7918
OG0006147	XP_006396554.1	jg7921
OG0006148	XP_006396555.1	jg7922
OG0006149	XP_006396558.1	jg7925
OG0006150	XP_006413338.1	jg9957
OG0006151	XP_006413358.1	jg9975
OG0006152	XP_006408675.1	jg17569
OG0006153	XP_006408666.1	jg17574
OG0006154	XP_006408704.1	jg17635
OG0006155	XP_024003730.1	jg17658
OG0006156	XP_006409785.1	jg17708
OG0006157	XP_006409827.1	jg17759
OG0006158	XP_024003935.1, XP_024003950.1	jg17770
OG0006159	XP_024003976.1, XP_006419016.1	jg7224, jg17783
OG0006160	XP_006409864.1	jg17802
OG0006161	XP_006409869.2	jg17808
OG0006162	XP_006409904.1	jg17850
OG0006163	XP_006390725.1	jg2822
OG0006164	XP_006409999.1	jg17948
OG0006165	XP_006410010.1	jg17970
OG0006166	XP_006410011.1	jg17971
OG0006167	XP_024016744.1	jg17985
OG0006168	XP_006410054.2	jg18037
OG0006169	XP_006410141.1	jg18063
OG0006170	XP_006410122.1	jg18075
OG0006171	XP_006410121.1	jg18076
OG0006172	XP_006410116.1, XP_006410103.2	jg18081
OG0006173	XP_024003996.1	jg18118
OG0006174	XP_024004280.1	jg18136
OG0006175	XP_006410191.1	jg18142
OG0006176	XP_006410200.1	jg18149
OG0006177	XP_006410291.1	jg18220
OG0006178	XP_006410293.1	jg15322, jg18222
OG0006179	XP_006410308.1	jg18242
OG0006180	XP_006410309.1	jg18244
OG0006181	XP_024004204.1	jg18326
OG0006182	XP_006410385.1	jg18322
OG0006183	XP_006410372.1	jg18311
OG0006184	XP_006410352.1	jg18293
OG0006185	XP_006410434.1, XP_024013344.1	jg18379
OG0006186	XP_006403263.1	jg20902
OG0006187	XP_006406021.1	jg26601
OG0006188	XP_006403171.2	jg20817
OG0006189	XP_006403162.1	jg20804
OG0006190	XP_006403154.1	jg20799
OG0006191	XP_006403146.1	jg20788
OG0006192	XP_024005299.1	jg9937
OG0006193	XP_006393572.1	jg32785
OG0006194	XP_006393631.1	jg32730
OG0006195	XP_006415733.1	jg31297
OG0006196	XP_006415719.1	jg31307
OG0006197	XP_006415674.2	jg31355
OG0006198	XP_006415647.1	jg31380
OG0006199	XP_006415643.1	jg31381
OG0006200	XP_006415627.1	jg31401
OG0006201	XP_006415604.1	jg31437
OG0006202	XP_006415590.1	jg31453
OG0006203	XP_006415584.1	jg31458
OG0006204	XP_006415549.1	jg31517
OG0006205	XP_006415529.1	jg26963, jg31538
OG0006206	XP_006415518.1	jg31548
OG0006207	XP_006415516.1	jg31550
OG0006208	XP_006415503.1	jg31563
OG0006209	XP_006415487.1	jg31579
OG0006210	XP_006415479.1	jg31584
OG0006211	XP_006415473.1	jg31588
OG0006212	XP_024007966.1	jg31601
OG0006213	XP_024008957.1	jg31745
OG0006215	XP_006415255.1	jg31840
OG0006216	XP_006394169.1	jg23421
OG0006217	XP_006415236.1	jg31866
OG0006218	XP_006395763.1	jg13071
OG0006219	XP_006395753.1	jg13083
OG0006220	XP_024007666.1	jg13144
OG0006221	XP_006395697.1, XP_024016487.1, XP_024016486.1	jg13152
OG0006222	XP_006406632.1	jg25946
OG0006223	XP_024007084.1	jg23704
OG0006224	XP_006393884.1	jg23701
OG0006225	XP_006393945.1	jg23636
OG0006226	XP_006393969.1	jg23617
OG0006227	XP_006393977.1	jg23609
OG0006228	XP_006394012.1	jg23571
OG0006229	XP_006394019.2	jg23566
OG0006230	XP_006394022.1	jg23563
OG0006231	XP_006394048.1	jg23543
OG0006232	XP_024007140.1	jg23526
OG0006233	XP_006394076.1	jg23520
OG0006234	XP_006394087.1	jg23507
OG0006235	XP_006394099.1	jg22815, jg23498
OG0006236	XP_006394110.1	jg23487
OG0006237	XP_006394124.1	jg27143, jg27147, jg23473
OG0006238	XP_024006986.1	jg23418
OG0006239	XP_006394204.1	jg23399
OG0006240	XP_024006756.1	jg23388
OG0006241	XP_006394235.1	jg23371
OG0006242	XP_024007582.1	jg23328
OG0006243	XP_024007071.1	jg23280
OG0006244	XP_006394327.1	jg23264
OG0006245	XP_006394331.1	jg23258
OG0006246	XP_006410654.1	jg18615
OG0006247	XP_006394350.1	jg23235
OG0006248	XP_006394351.1	jg23233
OG0006249	XP_024006977.1	jg6906
OG0006250	XP_006394374.1	jg23212
OG0006251	XP_006394375.1	jg23211
OG0006252	XP_006394404.1	jg23192
OG0006253	XP_006394408.1	jg23188
OG0006254	XP_006394415.1	jg23178
OG0006255	XP_024007587.1	jg23176, jg32020
OG0006256	XP_006394423.1	jg23169
OG0006257	XP_006394486.1	jg23110
OG0006258	XP_006394520.1	jg23074
OG0006259	XP_006394527.2	jg23068
OG0006261	XP_024006815.1	jg23042
OG0006262	XP_006394548.1	jg23039
OG0006263	XP_006394552.1	jg23037
OG0006264	XP_006394575.1	jg6146
OG0006265	XP_006394597.1	jg6178
OG0006266	XP_006394598.1	jg6179
OG0006267	XP_006394616.1	jg6201
OG0006268	XP_006394626.1	jg6211
OG0006269	XP_006394669.1	jg6263
OG0006270	XP_006394670.1	jg6264
OG0006271	XP_006394731.1	jg6350
OG0006272	XP_006394732.1	jg6351
OG0006273	XP_006394765.1	jg6388
OG0006274	XP_006394804.1	jg6436
OG0006275	XP_006394828.1	jg6458
OG0006276	XP_006394830.1	jg6461
OG0006277	XP_006394835.1	jg6467
OG0006279	XP_006400506.1	jg5805, jg5806
OG0006280	XP_006400498.1	jg5798
OG0006281	XP_006400532.1	jg5832
OG0006282	XP_024011664.1	jg5854
OG0006283	XP_006400569.1	jg5868, jg19377
OG0006284	XP_024012196.1	jg5883
OG0006285	XP_006395062.1	jg21578
OG0006286	XP_006400599.1	jg5896
OG0006287	XP_006400623.1	jg5926
OG0006288	XP_006400681.1	jg17180
OG0006289	XP_006400701.1	jg5996
OG0006290	XP_006400713.1	jg6010
OG0006291	XP_024016051.1	jg6013
OG0006292	XP_024011739.1, XP_006400728.2	jg6031
OG0006293	XP_006400824.1	jg23005
OG0006294	XP_024012335.1	jg22996
OG0006295	XP_006400871.1	jg22964
OG0006296	XP_024016043.1	jg28217
OG0006297	XP_006400914.1	jg22917, jg21624
OG0006298	XP_006401024.1	jg22817
OG0006299	XP_006414488.1, XP_006401032.1	jg22802
OG0006300	XP_006401095.2	jg22740
OG0006302	XP_006417944.1	jg28972
OG0006303	XP_006401114.1	jg22729
OG0006304	XP_006401134.1, XP_006392955.2	jg22711
OG0006305	XP_006414245.1	jg10889
OG0006306	XP_006401176.1	jg7265, jg22675
OG0006307	XP_006401186.1	jg22666
OG0006308	XP_006401188.1	jg22664
OG0006309	XP_024009029.1	jg2819
OG0006310	XP_006401222.1	jg22624, jg22626
OG0006311	XP_024011461.1	jg22592
OG0006312	XP_006401247.1	jg22600
OG0006313	XP_006404118.1	jg14821
OG0006314	XP_006401264.1	jg22582
OG0006315	XP_024014665.1	jg22568
OG0006316	XP_024012117.1	jg22531
OG0006317	XP_006401313.1	jg22530
OG0006318	XP_006401355.1	jg22477
OG0006319	XP_006401379.1	jg22457, jg2115
OG0006320	XP_006401489.1	jg22340
OG0006321	XP_006403051.1	jg11835
OG0006322	XP_006401548.1	jg22290
OG0006323	XP_006404132.1	jg14805
OG0006324	XP_006404164.1	jg14761
OG0006325	XP_006404167.1	jg14757
OG0006326	XP_006404206.2	jg14713
OG0006327	XP_006404220.1	jg14700
OG0006328	XP_006401623.1	jg22192
OG0006329	XP_006401611.1	jg22202
OG0006330	XP_006396444.1	jg7981
OG0006331	XP_024010069.1	jg7858
OG0006332	XP_006399210.1	jg4565, jg33723
OG0006333	XP_006399213.1	jg4568
OG0006334	XP_006392393.1	jg1333
OG0006335	XP_006399178.1	jg4525
OG0006336	XP_006399153.1	jg4497
OG0006337	XP_006399129.1	jg4454, jg4437
OG0006338	XP_006399125.1	jg4432
OG0006339	XP_006399116.1	jg4422, jg4508
OG0006340	XP_006399107.1	jg4412
OG0006341	XP_006399103.1	jg4406
OG0006342	XP_006399093.1	jg4387
OG0006343	XP_006418886.1, XP_006391811.1	jg14437
OG0006344	XP_006399005.1	jg4299
OG0006345	XP_006398999.1	jg4291
OG0006346	XP_006398980.1	jg4273
OG0006347	XP_006398966.1	jg4258
OG0006348	XP_006398949.1	jg4243
OG0006350	XP_006398941.1	jg4236
OG0006351	XP_006398912.1	jg4204
OG0006352	XP_024012260.1	jg4201
OG0006353	XP_006398907.1	jg4200
OG0006354	XP_006398899.1	jg4190
OG0006355	XP_024012656.1	jg4142
OG0006356	XP_006398848.1	jg4133
OG0006357	XP_006398784.1, XP_024013271.1	jg4075, jg4072
OG0006359	XP_006398762.1	jg4045
OG0006360	XP_024012321.1	jg4039
OG0006361	XP_006398753.1	jg4037
OG0006362	XP_006398729.1	jg4009
OG0006363	XP_006398697.1	jg3971
OG0006364	XP_006398705.2	jg3981
OG0006365	XP_006398706.1	jg3982
OG0006366	XP_024011417.1, XP_006409157.1	jg3963
OG0006367	XP_006398669.1	jg3935
OG0006368	XP_006419069.1	jg14273, jg17675
OG0006369	XP_006395209.1	jg21350
OG0006370	XP_006398620.1	jg3888
OG0006371	XP_006406618.2	jg25956, jg25955
OG0006372	XP_006405293.1	jg12842
OG0006373	XP_006389775.1	jg30597
OG0006374	XP_006389779.1	jg12411
OG0006375	XP_006389790.1	jg3728
OG0006376	XP_024007069.1	jg3708, jg17235
OG0006377	XP_006389826.1	jg3693
OG0006378	XP_006389868.1	jg3651
OG0006379	XP_024006940.1	jg3628
OG0006380	XP_024006933.1	jg3627
OG0006381	XP_024005851.1	jg3523
OG0006382	XP_006389986.1	jg3517
OG0006383	XP_006390016.2	jg3490
OG0006384	XP_024012726.1	jg3449
OG0006385	XP_006390099.1	jg3401
OG0006386	XP_024005822.1	jg10820
OG0006388	XP_006390147.1	jg3351
OG0006389	XP_006390199.1	jg3304
OG0006390	XP_006390277.1	jg3230
OG0006391	XP_006390280.1	jg3228
OG0006392	XP_006390291.1	jg3214
OG0006393	XP_006390317.2	jg3192
OG0006394	XP_006390329.1	jg3177
OG0006395	XP_006390341.1	jg798
OG0006396	XP_006409324.1	jg27863
OG0006397	XP_024016496.1	jg27905
OG0006398	XP_006404102.1	jg14838
OG0006399	XP_006404103.1	jg14837
OG0006400	XP_006401559.1	jg22281
OG0006401	XP_006404355.1	jg14569
OG0006402	XP_006407940.1	jg24592
OG0006403	XP_006392588.1	jg33771
OG0006404	XP_024006305.1	jg33756
OG0006405	XP_006392605.1	jg33755
OG0006406	XP_006392624.1	jg33716
OG0006407	XP_006395672.2	jg27007, jg13182
OG0006408	XP_006392646.1	jg33694
OG0006409	XP_006392691.1	jg33666
OG0006410	XP_006392710.1	jg33648
OG0006411	XP_024006297.1	jg33644
OG0006412	XP_006392726.1	jg33631
OG0006413	XP_024006018.1	jg33592
OG0006414	XP_006392779.1	jg33573, jg33571
OG0006415	XP_006392836.1	jg33509
OG0006416	XP_006392837.1	jg33507
OG0006417	XP_006410765.1	jg18728
OG0006418	XP_006410776.1	jg18736
OG0006419	XP_006415950.1	jg31085, jg31084
OG0006420	XP_024005618.1	jg10743
OG0006421	XP_006404470.1	jg14148
OG0006422	XP_006404464.1	jg14151
OG0006423	XP_006395265.1	jg13829
OG0006424	XP_024013082.1	jg11861
OG0006425	XP_024012346.1	jg22029
OG0006426	XP_006401744.1	jg22035
OG0006427	XP_006402207.1	jg21644
OG0006428	XP_006402132.1	jg21694
OG0006429	XP_006414943.1	jg11562
OG0006430	XP_006414927.1	jg11527
OG0006431	XP_006414900.1	jg11508
OG0006432	XP_006414862.1	jg11440
OG0006433	XP_006414801.1	jg11380
OG0006434	XP_024004544.1, XP_024004545.1	jg11340
OG0006435	XP_006390416.1	jg3104
OG0006436	XP_024005247.1	jg11171
OG0006437	XP_006414505.1	jg11166
OG0006438	XP_006414477.1	jg11138
OG0006439	XP_006414449.1	jg11110
OG0006440	XP_006414418.1	jg11090
OG0006441	XP_006390619.1	jg2913
OG0006442	XP_006390580.1	jg2963
OG0006443	XP_006390546.1	jg2991
OG0006445	XP_006390517.1	jg3015
OG0006446	XP_006390512.1	jg3018
OG0006447	XP_006390495.1	jg3032
OG0006448	XP_006390490.1	jg3038
OG0006449	XP_006389996.1	jg3510
OG0006450	XP_006390419.1	jg3100
OG0006451	XP_006390388.1	jg3131
OG0006452	XP_024010902.1	jg3135
OG0006453	XP_006391103.1	jg2446
OG0006454	XP_006391087.1	jg2466
OG0006455	XP_006391041.1	jg2502
OG0006456	XP_006412942.1	jg9578
OG0006457	XP_006412923.1	jg9562
OG0006458	XP_024005609.1	jg9549
OG0006459	XP_006412899.1	jg9543
OG0006460	XP_006412898.1	jg9542
OG0006462	XP_024004397.1	jg465
OG0006463	XP_006402056.1	jg21743
OG0006464	XP_006395670.1	jg13183
OG0006465	XP_006395292.1	jg13751
OG0006466	XP_006395253.1	jg13864
OG0006467	XP_024006736.1	jg13642
OG0006468	XP_006419158.1	jg14077
OG0006469	XP_006397913.1	jg20130
OG0006470	XP_006395420.2	jg13511
OG0006471	XP_024007428.1	jg13474
OG0006472	XP_006395449.1	jg13469
OG0006473	XP_006395473.1	jg13425
OG0006474	XP_006395485.1	jg13412
OG0006476	XP_006395565.2	jg13323
OG0006477	XP_006395588.1	jg13293
OG0006478	XP_006413446.1	jg10047, jg10049
OG0006479	XP_006395617.1	jg13253
OG0006480	XP_006395381.1	jg13565
OG0006481	XP_006395638.1	jg13224
OG0006482	XP_006390950.2	jg2589
OG0006483	XP_024013869.1	jg2588, jg13738
OG0006484	XP_006390995.1	jg2547
OG0006485	XP_006390998.1	jg2544
OG0006486	XP_006391013.1	jg2529
OG0006487	XP_006391024.1	jg2522
OG0006488	XP_006398288.2	jg20464
OG0006489	XP_006398275.1	jg20488
OG0006490	XP_006398238.1	jg20527
OG0006491	XP_006418378.1	jg28520
OG0006492	XP_006398155.1	jg20607
OG0006493	XP_006393239.1	jg33078
OG0006494	XP_006393226.1	jg33088
OG0006495	XP_006393209.1	jg33112
OG0006496	XP_006393187.1	jg33126, jg33134
OG0006497	XP_006393149.1	jg33183
OG0006498	XP_006401841.1	jg21921
OG0006499	XP_006393032.1	jg33318
OG0006500	XP_006393029.1	jg33320
OG0006501	XP_024006289.1	jg33408
OG0006502	XP_006392924.1	jg33428
OG0006503	XP_006391507.1	jg22299
OG0006504	XP_006410551.1	jg18509
OG0006505	XP_024016689.1	jg18558
OG0006506	XP_006410604.1	jg18560
OG0006507	XP_024004137.1	jg18564
OG0006508	XP_006410633.1	jg18597
OG0006509	XP_006410648.1	jg18609
OG0006510	XP_006410678.1	jg18638
OG0006511	XP_006410719.1	jg18688
OG0006512	XP_006410733.1	jg17994, jg18698
OG0006513	XP_006410744.1	jg18708
OG0006514	XP_006397373.1	jg17488, jg17503, jg17499, jg8466, jg17581, jg17482
OG0006516	XP_006413992.1	jg10655
OG0006517	XP_006413995.1	jg8174, jg10656
OG0006518	XP_006414002.1	jg10662
OG0006519	XP_006414007.1	jg10666
OG0006520	XP_006414047.1	jg10705
OG0006521	XP_006414061.1	jg10712
OG0006522	XP_006414104.2	jg10751
OG0006523	XP_006395296.1	jg13740
OG0006524	XP_006414109.1	jg10754
OG0006525	XP_006414133.1	jg10782
OG0006526	XP_006414142.1	jg10792
OG0006527	XP_006414163.1	jg10807
OG0006528	XP_006414171.1	jg10815
OG0006529	XP_006414177.1	jg10821, jg6349
OG0006530	XP_006414201.1	jg10849
OG0006531	XP_024005048.1	jg10872
OG0006532	XP_006414257.1	jg10896
OG0006533	XP_006414261.2	jg10899
OG0006534	XP_006403958.2	jg14989
OG0006535	XP_006403966.1	jg14983
OG0006536	XP_006403982.1	jg14968
OG0006537	XP_006403988.1	jg14963
OG0006538	XP_006404032.1	jg14906
OG0006539	XP_006413533.1	jg10131
OG0006540	XP_006413552.1	jg10155
OG0006541	XP_006401813.1	jg21951
OG0006542	XP_024011973.1	jg21747
OG0006543	XP_024011819.1	jg21768
OG0006544	XP_006402012.1	jg21773
OG0006545	XP_024016572.1	jg27356
OG0006546	XP_006409583.1	jg27552
OG0006547	XP_006409567.2	jg27558
OG0006549	XP_006409350.1	jg27833
OG0006550	XP_006413484.1	jg10084
OG0006551	XP_006413486.1	jg10085
OG0006552	XP_006413510.1	jg10107
OG0006553	XP_006413522.1	jg10116
OG0006554	XP_006413627.1	jg10255
OG0006555	XP_006413631.1	jg28258, jg10258
OG0006556	XP_006413635.1	jg10261
OG0006557	XP_006413636.1	jg10262
OG0006558	XP_006413675.1	jg10306
OG0006559	XP_006392412.1	jg1363
OG0006560	XP_006391764.1	jg548, jg551
OG0006561	XP_006413883.1	jg10538
OG0006563	XP_006413948.1, XP_024005135.1	jg10480
OG0006564	XP_006413833.2	jg10472
OG0006565	XP_006408652.1, XP_006408817.1	jg17199
OG0006566	XP_006413817.1	jg10453
OG0006567	XP_006413802.1	jg10444
OG0006568	XP_024005342.1	jg10422
OG0006569	XP_006413778.1	jg10420
OG0006570	XP_006413753.1	jg10400
OG0006571	XP_006413740.1	jg10385
OG0006572	XP_024004434.1	jg10367
OG0006573	XP_006413929.1	jg10594
OG0006574	XP_006413940.1	jg10609
OG0006575	XP_024004776.1	jg11010
OG0006576	XP_006414320.1	jg10957
OG0006577	XP_024005473.1	jg10931
OG0006578	XP_006414282.1	jg10917
OG0006579	XP_006393854.1	jg23734
OG0006580	XP_024007524.1	jg23736
OG0006581	XP_006393822.1	jg23756
OG0006582	XP_006402273.1	jg16442
OG0006583	XP_006402300.1	jg16406, jg16397, jg16390
OG0006584	XP_006402327.1	jg16360
OG0006585	XP_006402357.1	jg16334
OG0006586	XP_006402419.1	jg16271
OG0006587	XP_006402424.1	jg16260
OG0006588	XP_006402452.1	jg16233
OG0006589	XP_006402455.1	jg16231
OG0006590	XP_006402493.2	jg16183
OG0006591	XP_006402502.1	jg16177
OG0006592	XP_006402523.1	jg16155
OG0006593	XP_024012939.1	jg16129
OG0006594	XP_006402604.1	jg21069
OG0006595	XP_006402650.1	jg16030
OG0006596	XP_006402754.1	jg15900
OG0006597	XP_006402759.1	jg15896
OG0006598	XP_006402761.1	jg15894
OG0006599	XP_006402060.1	jg21740
OG0006600	XP_024012804.1	jg15768
OG0006601	XP_006402871.1	jg15761
OG0006602	XP_024012826.1	jg15740
OG0006603	XP_006402943.1	jg15701
OG0006604	XP_006402981.1	jg15621
OG0006605	XP_006403012.1	jg15588
OG0006606	XP_006403034.1	jg15570
OG0006607	XP_006403402.1	jg15551, jg15544
OG0006608	XP_006403454.1	jg15485
OG0006609	XP_006403458.1	jg15483
OG0006610	XP_006403488.1	jg15453
OG0006611	XP_006403520.1	jg15426
OG0006612	XP_006403530.1	jg15419
OG0006613	XP_006403667.1	jg15298
OG0006614	XP_006403758.1	jg15212
OG0006615	XP_006401656.1	jg22147
OG0006616	XP_006401665.1	jg22136
OG0006617	XP_006401669.1	jg22131
OG0006618	XP_006414385.2	jg11049
OG0006619	XP_006418702.1	jg26801
OG0006620	XP_006418750.1	jg26748
OG0006621	XP_006391505.1	jg2247
OG0006622	XP_006391216.1	jg2326
OG0006623	XP_006391212.1	jg2335, jg2330
OG0006624	XP_006391176.2	jg2379
OG0006625	XP_006391151.1	jg2392
OG0006626	XP_006395144.2	jg21439
OG0006627	XP_006409192.1	jg27962
OG0006628	XP_006409159.1	jg28002
OG0006629	XP_024016643.1	jg28003
OG0006630	XP_006409088.1	jg28090
OG0006631	XP_006409075.1	jg28113
OG0006632	XP_006395850.1	jg12985
OG0006633	XP_006409057.1	jg28129
OG0006634	XP_006408458.1	jg24000
OG0006635	XP_006408875.1	jg28148
OG0006636	XP_006408876.1	jg28149
OG0006637	XP_006408895.1	jg28173
OG0006638	XP_024016725.1	jg19331
OG0006639	XP_006411309.1	jg19309
OG0006640	XP_024010795.1	jg20002
OG0006641	XP_006411281.1	jg19276
OG0006642	XP_006411274.1	jg19270
OG0006643	XP_006411264.1	jg19254
OG0006644	XP_006411252.1	jg19243
OG0006645	XP_006411222.1	jg19212
OG0006646	XP_006411210.1	jg19198
OG0006647	XP_006411189.1	jg19183
OG0006648	XP_006417786.1	jg29114
OG0006649	XP_006411085.1	jg19047
OG0006650	XP_006411073.1	jg19040
OG0006651	XP_006411061.1	jg19031
OG0006652	XP_006411047.1	jg19010
OG0006653	XP_006411045.1	jg19008
OG0006654	XP_006411028.1	jg19004, jg18997
OG0006655	XP_006411026.1	jg18993
OG0006656	XP_024006935.1	jg13633
OG0006657	XP_006411014.1	jg18980
OG0006658	XP_006411002.1	jg18967
OG0006659	XP_006410994.1	jg18961
OG0006660	XP_006410941.1	jg18911
OG0006661	XP_006410929.2	jg18899
OG0006662	XP_006410920.1	jg18886
OG0006663	XP_006410862.1	jg18829
OG0006664	XP_006396727.1	jg7675
OG0006665	XP_024009833.1	jg7718
OG0006666	XP_006396843.1	jg7583, jg7582
OG0006667	XP_006396844.1, XP_024011420.1	jg7581
OG0006668	XP_024011982.1	jg5779
OG0006669	XP_006404566.1	jg16539
OG0006670	XP_006404573.1	jg16547
OG0006671	XP_006404611.1	jg16574
OG0006672	XP_006404639.1	jg16602
OG0006673	XP_024014287.1	jg16626
OG0006674	XP_006404673.1	jg16649
OG0006675	XP_006404839.1	jg16815
OG0006676	XP_006408857.1	jg10823, jg17261
OG0006677	XP_006405047.1	jg17015
OG0006678	XP_006413188.1	jg9815
OG0006679	XP_006413409.1	jg10016
OG0006680	XP_006396069.1	jg32113
OG0006681	XP_006415049.1	jg32071
OG0006682	XP_024009119.1	jg32067
OG0006683	XP_024009802.1	jg7277
OG0006684	XP_006397127.1	jg7328
OG0006685	XP_006393253.2	jg33069
OG0006686	XP_006396929.1	jg7490
OG0006687	XP_006396930.1	jg7491
OG0006688	XP_006394884.1	jg6545
OG0006689	XP_024007102.1	jg6612
OG0006690	XP_006413430.1	jg10033
OG0006691	XP_006394954.1	jg6642
OG0006692	XP_024007327.1	jg6647
OG0006694	XP_006394984.2	jg6687
OG0006695	XP_006408911.1	jg28196
OG0006696	XP_006408943.1	jg28239
OG0006697	XP_006408958.1	jg28256
OG0006698	XP_006408960.1	jg28259
OG0006700	XP_006397859.1	jg20073
OG0006701	XP_006397854.2	jg20067
OG0006702	XP_006397852.1	jg20066
OG0006703	XP_006397828.1	jg20040
OG0006704	XP_006397816.1	jg20032
OG0006705	XP_006397806.1	jg20021
OG0006706	XP_006397783.1	jg19997
OG0006707	XP_024010816.1	jg19977
OG0006708	XP_006397748.1	jg19963
OG0006709	XP_006397746.1	jg19961
OG0006710	XP_006397724.1	jg19935
OG0006711	XP_006397702.1	jg19910
OG0006712	XP_006397686.1	jg19873
OG0006713	XP_006397676.1	jg19862
OG0006714	XP_006397675.1	jg19861
OG0006715	XP_006397656.1	jg19835
OG0006716	XP_006397610.2	jg19784
OG0006717	XP_006397569.1	jg19743
OG0006718	XP_024010729.1	jg19714
OG0006719	XP_006397541.1	jg19709
OG0006720	XP_006397535.1	jg19702, jg19703
OG0006722	XP_006397499.1	jg19664
OG0006723	XP_006411588.1	jg19638
OG0006725	XP_006411506.2	jg19565
OG0006726	XP_024003939.1	jg19543
OG0006727	XP_006411489.1	jg19529
OG0006728	XP_006411418.2	jg19437
OG0006729	XP_006411408.1	jg19428
OG0006730	XP_006411396.1	jg19411
OG0006731	XP_006411394.1	jg19407, jg19409
OG0006732	XP_006398401.1	jg20351
OG0006733	XP_006412365.1	jg9046
OG0006734	XP_006408462.1	jg23995
OG0006735	XP_006401573.1	jg22245, jg22249
OG0006736	XP_006408424.1	jg24050
OG0006737	XP_024015549.1	jg24086
