Orthogroup	Eutrema_salsugineum	Rorippa_islandica
OG0008408	XP_006391758.1	Roisl.0027s0014.1.p, Roisl.0010s0150.1.p
OG0008409	XP_024013280.1	Roisl.0010s0149.1.p, Roisl.0027s0013.1.p
OG0008411	XP_006391797.1	Roisl.0010s0106.1.p
OG0008412	XP_006415762.1	Roisl.0015s0109.1.p
OG0008413	XP_006391896.1	Roisl.0209s0563.1.p
OG0008414	XP_006415660.1	Roisl.0213s0103.1.p
OG0008415	XP_006391968.1	Roisl.0209s0655.1.p
OG0008416	XP_006391973.1	Roisl.0209s0659.1.p
OG0008417	XP_006391980.1	Roisl.0209s0670.1.p
OG0008418	XP_006392047.1	Roisl.0209s0740.1.p
OG0008420	XP_006392168.1	Roisl.0214s0602.1.p
OG0008421	XP_006392209.1	Roisl.0214s0643.1.p
OG0008422	XP_006392275.1	Roisl.0214s0693.1.p
OG0008423	XP_006392277.1	Roisl.0214s0695.1.p
OG0008424	XP_006392311.1	Roisl.0214s0744.1.p
OG0008425	XP_024005385.1	Roisl.0214s0793.1.p
OG0008426	XP_006392366.1	Roisl.0214s0838.1.p
OG0008427	XP_006415845.1	Roisl.0191s0451.1.p, Roisl.0191s0450.1.p
OG0008428	XP_006391626.1	Roisl.0050s0055.1.p
OG0008429	XP_006391621.1	Roisl.0050s0052.1.p
OG0008430	XP_006391611.1	Roisl.0050s0040.1.p
OG0008431	XP_006391604.1	Roisl.0050s0021.1.p
OG0008432	XP_006391590.1	Roisl.0050s0005.1.p
OG0008433	XP_006398338.2	Roisl.0005s0266.1.p, Roisl.0005s0159.1.p
OG0008434	XP_024011001.1	Roisl.0005s0142.1.p
OG0008435	XP_006398380.1	Roisl.0005s0105.1.p
OG0008436	XP_006398387.1	Roisl.0005s0098.1.p
OG0008437	XP_006398469.1	Roisl.0005s0009.1.p
OG0008438	XP_006398475.1	Roisl.0005s0006.1.p
OG0008439	XP_006398064.1	Roisl.0012s0290.1.p
OG0008440	XP_024011056.1	Roisl.0012s0288.1.p
OG0008441	XP_006403106.1	Roisl.0012s0266.1.p
OG0008442	XP_006403115.1	Roisl.0012s0258.1.p
OG0008443	XP_024005539.1	Roisl.0091s0207.1.p
OG0008444	XP_006396628.2	Roisl.0082s0273.1.p
OG0008445	XP_006396636.1	Roisl.0082s0261.1.p
OG0008446	XP_006396649.1	Roisl.0082s0252.1.p
OG0008447	XP_006412796.1	Roisl.0044s0139.1.p
OG0008448	XP_006414380.1	Roisl.0002s0050.1.p
OG0008449	XP_006414378.1	Roisl.0002s0049.1.p
OG0008450	XP_006393484.2	Roisl.0013s0140.1.p
OG0008451	XP_006393475.1	Roisl.0013s0133.1.p, Roisl.0214s0112.1.p
OG0008452	XP_006393435.1, XP_006393434.1	Roisl.0013s0119.1.p
OG0008453	XP_006393363.1	Roisl.0013s0077.1.p
OG0008454	XP_006393348.1	Roisl.0013s0069.1.p
OG0008455	XP_006393284.1	Roisl.0013s0024.1.p
OG0008456	XP_006390368.1	Roisl.0004s0404.1.p
OG0008457	XP_006411751.1	Roisl.0001s0520.1.p
OG0008458	XP_006411768.1	Roisl.0001s0496.1.p
OG0008459	XP_024005853.1	Roisl.0001s0478.1.p
OG0008460	XP_006411801.1	Roisl.0001s0463.1.p
OG0008461	XP_006411812.1	Roisl.0001s0448.1.p
OG0008462	XP_006411833.1	Roisl.0001s0427.1.p
OG0008463	XP_024004583.1	Roisl.0001s0417.1.p
OG0008464	XP_024004578.1	Roisl.0001s0412.1.p
OG0008465	XP_006411855.1	Roisl.0001s0403.1.p
OG0008466	XP_006411860.2	Roisl.0001s0399.1.p
OG0008467	XP_006411861.1	Roisl.0001s0397.1.p
OG0008468	XP_006411906.1	Roisl.0001s0356.1.p
OG0008469	XP_006411909.1	Roisl.0001s0353.1.p
OG0008470	XP_006411927.1	Roisl.0001s0331.1.p
OG0008471	XP_006411941.1	Roisl.0001s0318.1.p
OG0008472	XP_006411954.1	Roisl.0001s0306.1.p
OG0008473	XP_006411964.1	Roisl.0001s0296.1.p, Roisl.0019s0069.1.p
OG0008474	XP_006411982.1	Roisl.0001s0280.1.p
OG0008475	XP_024005683.1	Roisl.0001s0270.1.p
OG0008476	XP_006412014.1	Roisl.0001s0253.1.p
OG0008477	XP_024004537.1	Roisl.0001s0219.1.p
OG0008478	XP_024005286.1	Roisl.0001s0192.1.p
OG0008479	XP_006412097.1	Roisl.0001s0167.1.p
OG0008480	XP_006412124.1	Roisl.0001s0141.1.p
OG0008481	XP_006412115.1	Roisl.0001s0146.1.p
OG0008482	XP_006412114.1	Roisl.0001s0147.1.p
OG0008483	XP_006412167.1	Roisl.0001s0106.1.p
OG0008484	XP_006412179.1	Roisl.0001s0091.1.p
OG0008485	XP_006412209.2	Roisl.0001s0062.1.p
OG0008486	XP_006412211.1	Roisl.0001s0060.1.p
OG0008487	XP_024005757.1	Roisl.0001s0047.1.p
OG0008488	XP_006412253.1	Roisl.0001s0020.1.p
OG0008489	XP_006412266.1	Roisl.0001s0007.1.p
OG0008490	XP_006412499.1	Roisl.0003s0238.1.p
OG0008491	XP_006412497.1	Roisl.0003s0239.1.p
OG0008492	XP_006412496.1	Roisl.0003s0240.1.p
OG0008493	XP_006412494.1	Roisl.0003s0243.1.p
OG0008494	XP_024005688.1	Roisl.0003s0274.1.p
OG0008495	XP_006412443.1	Roisl.0003s0289.1.p
OG0008496	XP_006412405.1	Roisl.0003s0333.1.p
OG0008497	XP_006412392.1	Roisl.0003s0346.1.p
OG0008498	XP_006412385.1	Roisl.0008s0258.1.p
OG0008499	XP_006412378.1	Roisl.0008s0263.1.p
OG0008500	XP_024005682.1	Roisl.0008s0287.1.p
OG0008501	XP_006412313.1	Roisl.0008s0323.1.p
OG0008502	XP_006412287.1	Roisl.0008s0352.1.p
OG0008503	XP_006412284.1	Roisl.0008s0356.1.p
OG0008504	XP_006412281.1	Roisl.0008s0358.1.p
OG0008505	XP_006412505.1	Roisl.0003s0234.1.p
OG0008506	XP_006412507.1	Roisl.0003s0232.1.p
OG0008507	XP_024004662.1	Roisl.0003s0205.1.p
OG0008508	XP_006412585.1	Roisl.0003s0164.1.p
OG0008509	XP_006412596.1	Roisl.0003s0154.1.p
OG0008510	XP_006412597.1	Roisl.0003s0153.1.p
OG0008512	XP_006412625.1	Roisl.0003s0130.1.p
OG0008513	XP_006404923.2	Roisl.0004s0002.1.p
OG0008514	XP_024009729.1	Roisl.0209s0341.1.p, Roisl.0053s0294.1.p
OG0008515	XP_006418813.1	Roisl.0053s0280.1.p
OG0008516	XP_024009232.1	Roisl.0053s0274.1.p
OG0008517	XP_006418801.2	Roisl.0053s0273.1.p
OG0008518	XP_006418772.1	Roisl.0053s0255.1.p
OG0008519	XP_006390637.1	Roisl.0019s0230.1.p
OG0008521	XP_006390649.1	Roisl.0019s0245.1.p
OG0008522	XP_024011219.1	Roisl.0019s0261.1.p
OG0008523	XP_006390676.1	Roisl.0019s0271.1.p
OG0008524	XP_024007701.1	Roisl.0019s0282.1.p
OG0008525	XP_006390682.1	Roisl.0019s0283.1.p
OG0008526	XP_006390689.2	Roisl.0019s0290.1.p
OG0008527	XP_006390688.1	Roisl.0019s0291.1.p
OG0008528	XP_006390693.1	Roisl.0019s0294.1.p
OG0008529	XP_024008682.1	Roisl.0191s0160.1.p
OG0008530	XP_006416095.1	Roisl.0191s0172.1.p
OG0008531	XP_006416083.1	Roisl.0191s0183.1.p
OG0008532	XP_006416014.1	Roisl.0191s0274.1.p
OG0008533	XP_006415997.1	Roisl.0191s0290.1.p
OG0008534	XP_006415932.1	Roisl.0191s0361.1.p
OG0008535	XP_006415909.1	Roisl.0191s0386.1.p
OG0008536	XP_006415781.1	Roisl.0015s0093.1.p
OG0008537	XP_006413422.1	Roisl.0022s0093.1.p
OG0008539	XP_024011294.1	Roisl.0012s0053.1.p
OG0008540	XP_006396363.1	Roisl.0191s0625.1.p
OG0008541	XP_006396357.1	Roisl.0191s0630.1.p
OG0008542	XP_006396353.1	Roisl.0210s1615.1.p, Roisl.0191s0634.1.p
OG0008543	XP_006396341.1	Roisl.0191s0650.1.p
OG0008544	XP_006396314.1	Roisl.0191s0564.1.p
OG0008545	XP_024009808.1	Roisl.0191s0557.1.p, Roisl.0191s0555.1.p, Roisl.0191s0559.1.p
OG0008546	XP_006396307.1	Roisl.0191s0548.1.p
OG0008547	XP_024010128.1	Roisl.0191s0524.1.p
OG0008548	XP_006396267.1	Roisl.0191s0509.1.p
OG0008549	XP_024009839.1	Roisl.0191s0493.1.p
OG0008550	XP_024010006.1	Roisl.0191s0475.1.p
OG0008551	XP_024005403.1	Roisl.0022s0320.1.p, Roisl.0022s0319.1.p
OG0008552	XP_006404544.1	Roisl.0063s0019.1.p
OG0008553	XP_006415812.1	Roisl.0015s0068.1.p
OG0008554	XP_006415866.1	Roisl.0191s0433.1.p
OG0008555	XP_006415884.1	Roisl.0191s0413.1.p
OG0008556	XP_006415888.1	Roisl.0191s0408.1.p
OG0008557	XP_006415890.1	Roisl.0191s0407.1.p
OG0008558	XP_006413177.1	Roisl.0022s0306.1.p
OG0008559	XP_006413124.1	Roisl.0022s0361.1.p
OG0008560	XP_006413078.1	Roisl.0022s0402.1.p
OG0008561	XP_006413079.1	Roisl.0022s0401.1.p
OG0008562	XP_006413071.1	Roisl.0022s0408.1.p
OG0008563	XP_006413058.1	Roisl.0022s0423.1.p
OG0008564	XP_006413051.1	Roisl.0022s0428.1.p
OG0008565	XP_006413011.1	Roisl.0022s0463.1.p
OG0008566	XP_024008560.1	Roisl.0191s0348.1.p
OG0008567	XP_006413003.2	Roisl.0022s0471.1.p
OG0008568	XP_006413000.1	Roisl.0022s0473.1.p
OG0008569	XP_006412999.1	Roisl.0022s0474.1.p
OG0008570	XP_006412996.1	Roisl.0022s0477.1.p
OG0008571	XP_006412970.1	Roisl.0022s0508.1.p
OG0008572	XP_006417933.1	Roisl.0091s0903.1.p
OG0008573	XP_024008731.1	Roisl.0021s0182.1.p
OG0008574	XP_006416965.1	Roisl.0007s0650.1.p
OG0008575	XP_006416042.1	Roisl.0191s0224.1.p
OG0008576	XP_006415939.1	Roisl.0191s0354.1.p, Roisl.0191s0352.1.p
OG0008577	XP_006415872.1	Roisl.0191s0425.1.p
OG0008581	XP_006393742.1	Roisl.0179s0078.1.p
OG0008582	XP_024006623.1	Roisl.0179s0071.1.p
OG0008583	XP_024006085.1	Roisl.0006s0442.1.p
OG0008584	XP_006391730.1	Roisl.0010s0191.1.p
OG0008585	XP_006392175.1	Roisl.0214s0612.1.p, Roisl.0214s0615.1.p, Roisl.0214s0613.1.p, Roisl.0214s0616.1.p
OG0008586	XP_006391161.1, XP_006391165.1	Roisl.0019s0735.1.p
OG0008587	XP_024009885.1	Roisl.0019s0646.1.p
OG0008589	XP_006408130.1	Roisl.0001s0549.1.p, Roisl.0053s0379.1.p, Roisl.0019s0809.1.p, Roisl.0039s0013.1.p
OG0008591	XP_006391567.1	Roisl.0074s0630.1.p, Roisl.0012s0185.1.p
OG0008592	XP_024015655.1	Roisl.0074s0602.1.p
OG0008595	XP_024014520.1	Roisl.0014s0118.1.p
OG0008596	XP_006404634.1	Roisl.0204s0155.1.p
OG0008597	XP_024014230.1	Roisl.0046s0637.1.p, Roisl.0046s0633.1.p
OG0008599	XP_006404743.1	Roisl.0046s0555.1.p
OG0008600	XP_006404818.1	Roisl.0006s0591.1.p
OG0008601	XP_006404918.1	Roisl.0021s0604.1.p
OG0008602	XP_006404930.1	Roisl.0004s0006.1.p
OG0008603	XP_006405241.1	Roisl.0189s0073.1.p
OG0008604	XP_006410181.2	Roisl.0033s0100.1.p
OG0008605	XP_006410562.1	Roisl.0028s0824.1.p
OG0008606	XP_006395882.1	Roisl.0075s0155.1.p, Roisl.0011s0051.1.p
OG0008607	XP_006395491.1	Roisl.0011s0493.1.p
OG0008609	XP_006395275.1	Roisl.0184s0225.1.p
OG0008610	XP_006399712.1	Roisl.0210s0920.1.p
OG0008611	XP_006399919.1	Roisl.0210s1109.1.p
OG0008612	XP_006409320.1, XP_006400237.1	Roisl.0210s1398.1.p
OG0008613	XP_006394672.1	Roisl.0046s0085.1.p, Roisl.0046s0084.1.p
OG0008615	XP_024010085.1	Roisl.0213s0534.1.p
OG0008616	XP_006412428.2	Roisl.0209s0756.1.p, Roisl.0209s0755.1.p, Roisl.0003s0315.1.p
OG0008617	XP_006413182.1	Roisl.0022s0300.1.p
OG0008618	XP_024005869.1	Roisl.0008s0235.1.p
OG0008619	XP_006413465.2	Roisl.0008s0231.1.p
OG0008621	XP_024011177.1	Roisl.0074s0839.1.p, Roisl.0074s0840.1.p
OG0008623	XP_006395174.2	Roisl.0014s0070.1.p
OG0008624	XP_006395212.1	Roisl.0014s0003.1.p
OG0008626	XP_006395138.2	Roisl.0036s0033.1.p
OG0008627	XP_006395093.1	Roisl.0036s0069.1.p
OG0008628	XP_006402078.1	Roisl.0214s0244.1.p
OG0008629	XP_006401711.1	Roisl.0031s0112.1.p
OG0008630	XP_006401686.1	Roisl.0031s0136.1.p
OG0008631	XP_006399346.1	Roisl.0210s0598.1.p
OG0008632	XP_006414747.1	Roisl.0075s0167.1.p, Roisl.0075s0158.1.p, Roisl.0075s0165.1.p, Roisl.0075s0157.1.p, Roisl.0075s0166.1.p
OG0008633	XP_024014274.1	Roisl.0210s1330.1.p, Roisl.0210s2122.1.p, Roisl.0041s0025.1.p, Roisl.0214s0605.1.p, Roisl.0057s0023.1.p, Roisl.0200s0018.1.p, Roisl.0011s0091.1.p, Roisl.0214s0141.1.p, Roisl.0006s0221.1.p, Roisl.0214s0166.1.p, Roisl.0012s0260.1.p, Roisl.0037s0033.1.p, Roisl.0051s0050.1.p, Roisl.0055s0058.1.p, Roisl.0198s0031.1.p, Roisl.0074s0711.1.p, Roisl.0064s0042.1.p, Roisl.0080s0179.1.p, Roisl.0019s0074.1.p, Roisl.0066s0150.1.p, Roisl.0021s0580.1.p, Roisl.0214s0781.1.p
OG0008649	XP_006412709.1	Roisl.0003s0051.1.p
OG0008650	XP_006412706.2	Roisl.0003s0055.1.p
OG0008651	XP_006413585.1	Roisl.0091s0009.1.p
OG0008652	XP_006413587.1	Roisl.0091s0013.1.p
OG0008653	XP_006418876.1	Roisl.0209s0366.1.p
OG0008654	XP_006418865.1	Roisl.0209s0383.1.p
OG0008655	XP_006404235.1	Roisl.0046s0783.1.p
OG0008656	XP_006404239.1	Roisl.0046s0780.1.p
OG0008657	XP_024008824.1	Roisl.0021s0098.1.p, Roisl.0021s0105.1.p
OG0008658	XP_006404254.1	Roisl.0053s0096.1.p, Roisl.0046s0771.1.p
OG0008659	XP_006404308.1	Roisl.0046s0714.1.p
OG0008660	XP_006404293.1	Roisl.0046s0725.1.p
OG0008661	XP_024013825.1	Roisl.0046s0742.1.p
OG0008662	XP_006398489.1	Roisl.0011s0002.1.p
OG0008663	XP_006395848.1	Roisl.0011s0084.1.p
OG0008664	XP_006405489.1	Roisl.0009s0189.1.p
OG0008665	XP_006400357.1	Roisl.0210s1519.1.p
OG0008666	XP_006400329.1	Roisl.0210s1487.1.p
OG0008667	XP_006400328.1	Roisl.0210s1486.1.p
OG0008668	XP_006400310.1	Roisl.0210s1467.1.p, Roisl.0016s0296.1.p
OG0008669	XP_006407210.1	Roisl.0074s0640.1.p
OG0008670	XP_006400261.1	Roisl.0210s1426.1.p
OG0008671	XP_006400218.1	Roisl.0210s1380.1.p
OG0008672	XP_006400217.1	Roisl.0210s1379.1.p
OG0008673	XP_006400210.1	Roisl.0210s1372.1.p
OG0008674	XP_024012219.1	Roisl.0210s1369.1.p
OG0008675	XP_006400204.1	Roisl.0210s1367.1.p, Roisl.0012s0083.1.p
OG0008676	XP_006400200.1	Roisl.0210s1360.1.p
OG0008677	XP_006400187.2	Roisl.0210s1347.1.p
OG0008678	XP_006400170.1	Roisl.0210s1331.1.p, Roisl.0005s0368.1.p
OG0008679	XP_006397634.1	Roisl.0028s0133.1.p
OG0008681	XP_024011780.1	Roisl.0210s1313.1.p
OG0008682	XP_006400143.2	Roisl.0210s1309.1.p
OG0008683	XP_006400122.1	Roisl.0210s1294.1.p
OG0008684	XP_006400106.1	Roisl.0210s1277.1.p
OG0008685	XP_006400103.1	Roisl.0210s1275.1.p
OG0008686	XP_006400102.1	Roisl.0210s1274.1.p
OG0008687	XP_006396117.1	Roisl.0038s0038.1.p
OG0008688	XP_006400086.1	Roisl.0210s1261.1.p
OG0008689	XP_006400083.1	Roisl.0210s1258.1.p
OG0008691	XP_006400046.1	Roisl.0210s1231.1.p
OG0008692	XP_006410418.1	Roisl.0028s0673.1.p
OG0008693	XP_006400024.1	Roisl.0210s1208.1.p
OG0008694	XP_006401579.1	Roisl.0091s0731.1.p
OG0008695	XP_006406965.1	Roisl.0074s0409.1.p
OG0008696	XP_006399937.1	Roisl.0210s1127.1.p
OG0008697	XP_006399929.2	Roisl.0210s1120.1.p
OG0008698	XP_006399895.1	Roisl.0210s1090.1.p
OG0008699	XP_024011511.1	Roisl.0210s1085.1.p
OG0008700	XP_006401450.1	Roisl.0080s0785.1.p
OG0008701	XP_006399861.1	Roisl.0210s1063.1.p
OG0008702	XP_006399850.1	Roisl.0210s1051.1.p
OG0008703	XP_006399826.1	Roisl.0210s1026.1.p
OG0008704	XP_024011622.1	Roisl.0210s1018.1.p
OG0008705	XP_006399803.1	Roisl.0210s1003.1.p
OG0008706	XP_006399802.1	Roisl.0210s1002.1.p
OG0008707	XP_006399796.1	Roisl.0210s0998.1.p
OG0008708	XP_006399793.1	Roisl.0210s0995.1.p
OG0008709	XP_006399792.1	Roisl.0210s0994.1.p
OG0008710	XP_006399762.2, XP_006399763.2	Roisl.0210s0970.1.p
OG0008711	XP_006399760.1	Roisl.0210s0967.1.p
OG0008712	XP_006399749.1	Roisl.0210s0957.1.p
OG0008713	XP_006399748.1	Roisl.0210s0956.1.p
OG0008714	XP_006399741.1	Roisl.0210s0951.1.p
OG0008715	XP_006399735.1	Roisl.0210s0943.1.p
OG0008716	XP_006399718.1	Roisl.0210s0925.1.p
OG0008717	XP_006399716.1	Roisl.0210s0923.1.p
OG0008718	XP_006399709.2	Roisl.0210s0916.1.p
OG0008719	XP_006399708.1	Roisl.0210s0915.1.p
OG0008720	XP_006399702.1	Roisl.0210s0910.1.p
OG0008721	XP_006399663.1	Roisl.0210s0873.1.p
OG0008722	XP_006399634.1	Roisl.0210s0848.1.p
OG0008723	XP_006401492.1	Roisl.0080s0823.1.p
OG0008724	XP_006399613.1	Roisl.0210s0830.1.p
OG0008725	XP_006399599.1	Roisl.0210s0814.1.p
OG0008726	XP_006399598.1	Roisl.0210s0813.1.p
OG0008727	XP_006399570.1	Roisl.0210s0788.1.p
OG0008728	XP_006399562.1	Roisl.0210s0781.1.p
OG0008729	XP_006399546.1	Roisl.0210s0766.1.p
OG0008730	XP_006399508.1	Roisl.0210s0731.1.p
OG0008731	XP_006399493.1	Roisl.0210s0717.1.p
OG0008732	XP_024011564.1	Roisl.0210s0699.1.p
OG0008733	XP_006399453.1	Roisl.0210s0680.1.p
OG0008735	XP_006399405.1	Roisl.0210s0636.1.p
OG0008736	XP_006399394.1, XP_006394234.1	Roisl.0210s0631.1.p
OG0008737	XP_006399364.1	Roisl.0210s0611.1.p
OG0008738	XP_006399358.1	Roisl.0210s0608.1.p
OG0008739	XP_006395347.1	Roisl.0188s0119.1.p
OG0008740	XP_006402126.1	Roisl.0214s0199.1.p
OG0008741	XP_024011639.1	Roisl.0210s0589.1.p
OG0008742	XP_006399310.1	Roisl.0210s0566.1.p
OG0008743	XP_006399293.1	Roisl.0210s0548.1.p
OG0008744	XP_006399280.1	Roisl.0210s0536.1.p
OG0008745	XP_006399274.1	Roisl.0210s0532.1.p
OG0008746	XP_006399264.1	Roisl.0210s0523.1.p
OG0008747	XP_006399241.1	Roisl.0210s0501.1.p
OG0008748	XP_006396506.1	Roisl.0082s0389.1.p
OG0008749	XP_006396508.1	Roisl.0082s0387.1.p
OG0008750	XP_006396539.1	Roisl.0082s0357.1.p
OG0008751	XP_006396540.1	Roisl.0082s0356.1.p
OG0008752	XP_006396557.1	Roisl.0082s0338.1.p
OG0008753	XP_006413341.1	Roisl.0022s0152.1.p
OG0008754	XP_024005334.1	Roisl.0012s0011.1.p
OG0008755	XP_006413372.1	Roisl.0022s0134.1.p
OG0008756	XP_024005811.1	Roisl.0022s0133.1.p
OG0008757	XP_006396323.1	Roisl.0191s0572.1.p
OG0008758	XP_006408720.1	Roisl.0029s0067.1.p
OG0008759	XP_006408724.1	Roisl.0029s0059.1.p
OG0008760	XP_024010558.1	Roisl.0010s0016.1.p
OG0008761	XP_006408607.1	Roisl.0029s0006.1.p
OG0008762	XP_006408683.1	Roisl.0204s0124.1.p
OG0008763	XP_006408700.1	Roisl.0204s0108.1.p
OG0008764	XP_024016047.1	Roisl.0204s0085.1.p
OG0008765	XP_006408711.1	Roisl.0204s0084.1.p
OG0008766	XP_006409756.2	Roisl.0204s0051.1.p
OG0008767	XP_024006294.1	Roisl.0027s0057.1.p
OG0008768	XP_006409782.1	Roisl.0204s0027.1.p
OG0008769	XP_006409787.1	Roisl.0204s0022.1.p
OG0008770	XP_006409791.1	Roisl.0204s0017.1.p
OG0008771	XP_006409803.1	Roisl.0204s0009.1.p
OG0008772	XP_006409814.1	Roisl.0082s0544.1.p
OG0008773	XP_024004965.1, XP_006409828.2	Roisl.0082s0553.1.p
OG0008774	XP_006409832.1	Roisl.0082s0558.1.p
OG0008775	XP_024003803.1	Roisl.0082s0560.1.p
OG0008776	XP_006409863.1	Roisl.0082s0597.1.p
OG0008777	XP_006409868.1	Roisl.0082s0602.1.p
OG0008778	XP_006409889.1	Roisl.0082s0625.1.p, Roisl.0017s0025.1.p, Roisl.0033s0163.1.p
OG0008779	XP_006409896.1	Roisl.0082s0633.1.p
OG0008780	XP_006409909.1	Roisl.0082s0649.1.p
OG0008781	XP_006409911.1	Roisl.0082s0650.1.p
OG0008782	XP_006409913.1	Roisl.0082s0651.1.p
OG0008783	XP_006409922.1	Roisl.0082s0659.1.p
OG0008784	XP_006409923.1	Roisl.0082s0660.1.p
OG0008785	XP_006409928.1	Roisl.0082s0671.1.p
OG0008786	XP_006409947.1	Roisl.0082s0693.1.p
OG0008787	XP_006409987.1	Roisl.0082s0728.1.p
OG0008788	XP_006409998.1	Roisl.0082s0729.1.p
OG0008789	XP_006410052.1	Roisl.0033s0015.1.p
OG0008790	XP_006410060.1	Roisl.0033s0021.1.p
OG0008791	XP_006410064.1	Roisl.0033s0025.1.p
OG0008792	XP_006410082.2	Roisl.0033s0029.1.p
OG0008793	XP_006410135.1	Roisl.0033s0043.1.p
OG0008794	XP_006410117.1, XP_006410104.1	Roisl.0033s0056.1.p
OG0008795	XP_006410156.2	Roisl.0033s0070.1.p
OG0008796	XP_006410158.1	Roisl.0033s0074.1.p
OG0008797	XP_006410173.1	Roisl.0033s0094.1.p
OG0008798	XP_024003825.1	Roisl.0033s0142.1.p
OG0008799	XP_006410236.1	Roisl.0033s0132.1.p
OG0008800	XP_006410237.1	Roisl.0033s0131.1.p
OG0008801	XP_024004266.1	Roisl.0033s0120.1.p
OG0008802	XP_006410258.1	Roisl.0033s0114.1.p
OG0008803	XP_006410260.1	Roisl.0033s0110.1.p
OG0008805	XP_024004285.1	Roisl.0017s0520.1.p
OG0008806	XP_006410305.1	Roisl.0017s0479.1.p
OG0008807	XP_006410311.1	Roisl.0017s0472.1.p
OG0008809	XP_006410347.1	Roisl.0017s0437.1.p
OG0008810	XP_006410384.1	Roisl.0028s0636.1.p
OG0008811	XP_006410363.1	Roisl.0028s0616.1.p
OG0008812	XP_024005230.1	Roisl.0185s0059.1.p
OG0008814	XP_006410414.1	Roisl.0028s0668.1.p
OG0008815	XP_006410454.1	Roisl.0028s0708.1.p
OG0008816	XP_006410466.2	Roisl.0028s0720.1.p
OG0008817	XP_024004265.1	Roisl.0028s0728.1.p
OG0008818	XP_006410470.1	Roisl.0028s0729.1.p
OG0008819	XP_024003903.1	Roisl.0028s0732.1.p
OG0008820	XP_006410480.1	Roisl.0028s0737.1.p
OG0008821	XP_006403265.1	Roisl.0012s0093.1.p
OG0008822	XP_024013322.1	Roisl.0012s0125.1.p
OG0008823	XP_006403210.1	Roisl.0012s0139.1.p
OG0008824	XP_006403196.1	Roisl.0012s0178.1.p, Roisl.0012s0162.1.p
OG0008825	XP_024013254.1, XP_024016531.1	Roisl.0012s0184.1.p
OG0008826	XP_006403170.1	Roisl.0012s0187.1.p
OG0008827	XP_006413421.1	Roisl.0022s0094.1.p
OG0008828	XP_006403122.1	Roisl.0012s0249.1.p
OG0008830	XP_006413333.1	Roisl.0022s0159.1.p
OG0008831	XP_024004503.1	Roisl.0022s0161.1.p
OG0008832	XP_006413316.1	Roisl.0022s0178.1.p
OG0008833	XP_006393519.1	Roisl.0013s0172.1.p
OG0008834	XP_006393523.1	Roisl.0013s0177.1.p
OG0008835	XP_006393548.1	Roisl.0013s0183.1.p
OG0008836	XP_006393564.1	Roisl.0013s0190.1.p, Roisl.0013s0191.1.p
OG0008838	XP_024006648.1	Roisl.0013s0209.1.p
OG0008839	XP_006393661.1	Roisl.0066s0384.1.p
OG0008840	XP_006393634.1	Roisl.0066s0359.1.p
OG0008841	XP_006393615.1	Roisl.0066s0337.1.p
OG0008842	XP_006415734.1	Roisl.0213s0037.1.p
OG0008843	XP_006415716.1	Roisl.0213s0050.1.p
OG0008844	XP_006415690.1	Roisl.0213s0074.1.p
OG0008845	XP_006418655.1	Roisl.0053s0159.1.p
OG0008846	XP_006415675.1	Roisl.0213s0090.1.p
OG0008847	XP_006415658.1	Roisl.0213s0104.1.p
OG0008848	XP_006415616.1	Roisl.0213s0149.1.p
OG0008849	XP_006415595.1	Roisl.0213s0172.1.p
OG0008850	XP_006415594.2	Roisl.0213s0173.1.p
OG0008851	XP_006415592.1	Roisl.0213s0177.1.p
OG0008852	XP_006415557.1, XP_006396086.1	Roisl.0213s0222.1.p
OG0008853	XP_006395077.1	Roisl.0198s0029.1.p
OG0008854	XP_006415550.1	Roisl.0213s0235.1.p
OG0008855	XP_006415532.1, XP_024007983.1	Roisl.0213s0256.1.p
OG0008856	XP_006415524.1	Roisl.0213s0265.1.p
OG0008857	XP_006415485.1	Roisl.0213s0293.1.p
OG0008858	XP_006415439.1	Roisl.0213s0328.1.p
OG0008859	XP_006415435.1	Roisl.0213s0331.1.p
OG0008860	XP_006415427.1	Roisl.0213s0338.1.p
OG0008861	XP_006415419.1	Roisl.0213s0348.1.p
OG0008862	XP_006415399.1	Roisl.0213s0360.1.p
OG0008863	XP_006393621.2	Roisl.0213s0371.1.p
OG0008864	XP_006415383.1	Roisl.0213s0374.1.p
OG0008865	XP_006415353.1	Roisl.0213s0401.1.p
OG0008866	XP_006415347.1	Roisl.0213s0414.1.p
OG0008867	XP_006402110.1	Roisl.0214s0211.1.p
OG0008868	XP_006415322.1	Roisl.0213s0432.1.p
OG0008869	XP_006415292.1	Roisl.0213s0459.1.p
OG0008870	XP_006415274.1	Roisl.0213s0476.1.p
OG0008871	XP_006415216.1	Roisl.0209s0191.1.p
OG0008872	XP_006415175.1	Roisl.0209s0165.1.p
OG0008873	XP_006410689.1	Roisl.0028s0948.1.p
OG0008874	XP_006395783.1	Roisl.0011s0147.1.p
OG0008875	XP_006395754.1	Roisl.0011s0175.1.p, Roisl.0011s0176.1.p
OG0008876	XP_006395708.1	Roisl.0011s0245.1.p
OG0008877	XP_006402420.1	Roisl.0018s0330.1.p, Roisl.0009s0326.1.p
OG0008878	XP_006393870.1	Roisl.0024s0598.1.p
OG0008879	XP_006393873.1	Roisl.0024s0595.1.p
OG0008880	XP_006393875.1	Roisl.0024s0593.1.p
