Orthogroup	Eutrema_salsugineum	Alyssum_gmelinii
OG0006886	XP_006417875.1	Ag034G3731800
OG0006887	XP_006417864.1	Ag034G3732900
OG0006888	XP_006417861.1	Ag034G3733200
OG0006889	XP_006413439.1	Ag034G3741100
OG0006890	XP_006417731.2	Ag034G3751400
OG0006891	XP_006417715.2	Ag034G3753300
OG0006892	XP_006417709.1	Ag034G3754200
OG0006893	XP_006417700.1	Ag034G3755400
OG0006894	XP_006391219.1	Ag034G3756900
OG0006895	XP_024008154.1	Ag034G3760700
OG0006896	XP_024008948.1	Ag034G3762000
OG0006897	XP_006417625.1	Ag034G3762900
OG0006898	XP_006417604.1	Ag034G3764600
OG0006899	XP_006417585.1	Ag034G3768800
OG0006900	XP_006417542.1	Ag034G3776200
OG0006901	XP_006417508.1	Ag034G3779900
OG0006902	XP_024008687.1	Ag034G3782300
OG0006903	XP_006417467.1	Ag034G3787800
OG0006904	XP_006417459.1	Ag034G3789200
OG0006905	XP_006417418.1	Ag034G3794700
OG0006906	XP_006417396.1	Ag034G3798700
OG0006907	XP_006417384.1	Ag034G3801300
OG0006908	XP_024008633.1	Ag034G3801600
OG0006909	XP_006417378.1	Ag034G3801900, Ag034G3802000, Ag034G3802100
OG0006910	XP_024007753.1	Ag034G3803200
OG0006911	XP_006410751.2, XP_006417369.1	Ag034G3804000
OG0006912	XP_006417335.1	Ag034G3810000
OG0006913	XP_006417330.1	Ag034G3811200
OG0006914	XP_006417316.1	Ag034G3813400
OG0006915	XP_006408665.1	Ag034G3813600, Ag034G3813700
OG0006916	XP_006417264.1	Ag034G3819900
OG0006917	XP_006417252.1	Ag034G3821500
OG0006918	XP_006417238.1	Ag034G3823200
OG0006919	XP_006396223.1	Ag019G2539500, Ag034G3825700, Ag019G2513800, Ag034G4018400, Ag034G4018100
OG0006920	XP_006417215.1	Ag034G3827200
OG0006921	XP_006417171.1	Ag034G3834800
OG0006922	XP_006417165.1	Ag034G3835400
OG0006923	XP_006417097.1	Ag034G3847500
OG0006924	XP_006417082.2	Ag034G3851100
OG0006925	XP_006417080.1	Ag034G3851300
OG0006926	XP_006417073.1	Ag034G3853400
OG0006927	XP_006417017.1	Ag034G3862400
OG0006928	XP_006416998.1	Ag034G3866200
OG0006929	XP_006416969.1	Ag034G3871300
OG0006930	XP_024008367.1	Ag034G3871400
OG0006931	XP_006416944.1	Ag034G3879100
OG0006932	XP_006416933.1	Ag034G3881000
OG0006933	XP_006416915.1	Ag034G3882700
OG0006934	XP_006416906.1	Ag034G3883600
OG0006935	XP_006416881.1	Ag034G3890000
OG0006936	XP_006416877.1	Ag034G3891300
OG0006937	XP_006389841.1, XP_006416856.2	Ag034G3896800
OG0006938	XP_006416842.1	Ag034G3898900
OG0006939	XP_006395380.1	Ag034G3905300
OG0006941	XP_006416762.1	Ag034G3908100
OG0006942	XP_006416732.1	Ag034G3915300
OG0006943	XP_006416715.1	Ag034G3920500
OG0006944	XP_006416686.1	Ag034G3928300
OG0006945	XP_024016191.1, XP_006416676.1	Ag034G3929100
OG0006946	XP_006391201.1	Ag034G3932200, Ag034G3932300
OG0006947	XP_006416664.1	Ag034G3933000
OG0006948	XP_006416662.1	Ag034G3933500
OG0006949	XP_006416653.1	Ag034G3935100
OG0006950	XP_006416613.1	Ag034G3942700
OG0006951	XP_006416600.1	Ag034G3944700
OG0006952	XP_006416588.1	Ag034G3948000
OG0006953	XP_006416555.1	Ag034G3955300
OG0006954	XP_006416527.1	Ag034G3961000
OG0006955	XP_006416498.1	Ag034G3964500
OG0006956	XP_024008149.1	Ag034G3964900
OG0006957	XP_006416429.1, XP_006416428.1	Ag034G3976300, Ag034G3976500, Ag034G3976600
OG0006958	XP_006416379.2	Ag034G3984700
OG0006959	XP_006416360.1	Ag034G3988700
OG0006960	XP_006416351.1	Ag034G3990300
OG0006961	XP_006416337.1	Ag034G3995300
OG0006962	XP_006416306.1	Ag034G4002000
OG0006963	XP_006416298.1	Ag034G4003800
OG0006964	XP_006416262.1	Ag034G4010800
OG0006965	XP_006416255.1	Ag034G4011100
OG0006966	XP_006416252.1	Ag034G4011500
OG0006967	XP_024008943.1	Ag034G4014200
OG0006968	XP_006398163.1	Ag034G4015500, Ag025G2927700
OG0006969	XP_006406899.1	Ag034G4027000
OG0006970	XP_006390744.1	Ag034G4041500
OG0006971	XP_006390785.1	Ag034G4047300
OG0006972	XP_006390816.1	Ag034G4052400
OG0006973	XP_006390940.1	Ag034G4073000
OG0006974	XP_006413472.1	Ag052G4849400
OG0006975	XP_006413469.2	Ag052G4850500
OG0006976	XP_006412265.2	Ag011G1176400
OG0006977	XP_006391781.1	Ag002G0158000
OG0006978	XP_006391788.1	Ag002G0161600, Ag002G0162100
OG0006979	XP_006391866.1	Ag002G0180600
OG0006980	XP_024015305.1	Ag002G0185400
OG0006981	XP_006391971.1	Ag002G0198200
OG0006982	XP_006391983.1	Ag002G0202400
OG0006983	XP_024008456.1	Ag002G0214000
OG0006984	XP_024015511.1	Ag002G0217900
OG0006985	XP_006392069.1	Ag002G0219700
OG0006986	XP_006392315.1	Ag002G0256200
OG0006987	XP_006391666.1	Ag024G2863300
OG0006988	XP_006391657.1	Ag024G2867900
OG0006989	XP_006391710.1	Ag024G2898400
OG0006990	XP_006405277.1	Ag024G2898500, Ag024G2898600
OG0006991	XP_006398354.2	Ag016G2294300
OG0006992	XP_024011065.1	Ag016G2298900
OG0006993	XP_006398369.1	Ag016G2309200
OG0006994	XP_006398454.1	Ag016G2332400
OG0006995	XP_006398463.1	Ag016G2333400
OG0006996	XP_006398488.1	Ag016G2335200
OG0006997	XP_024011003.1	Ag016G2345300
OG0006998	XP_006396602.1	Ag016G2376200
OG0006999	XP_006412833.1	Ag065G5121900
OG0007000	XP_006412820.1	Ag065G5123600
OG0007001	XP_006393493.1	Ag025G2921500
OG0007003	XP_024007659.1	Ag072G5252000
OG0007004	XP_006390365.1	Ag072G5253100
OG0007005	XP_006390372.1	Ag072G5255300
OG0007006	XP_006411637.1	Ag011G1029100
OG0007007	XP_006411679.1	Ag011G1035500
OG0007008	XP_006411713.1	Ag011G1041200
OG0007009	XP_006411743.1	Ag011G1046000
OG0007010	XP_006411744.1	Ag011G1046200
OG0007011	XP_006411811.1	Ag011G1063900
OG0007012	XP_006411852.1	Ag011G1071000
OG0007013	XP_006411869.1	Ag011G1075100
OG0007014	XP_024005823.1	Ag011G1078900
OG0007015	XP_006411917.2	Ag011G1082200
OG0007016	XP_006411948.1	Ag011G1091100
OG0007017	XP_006411967.1	Ag011G1094200
OG0007018	XP_006411969.1	Ag011G1094300
OG0007021	XP_006412065.1	Ag011G1116000
OG0007022	XP_006412070.1	Ag011G1118900
OG0007023	XP_006412093.1	Ag011G1122700
OG0007025	XP_006412150.1	Ag011G1140100
OG0007027	XP_006412165.1	Ag011G1143500
OG0007028	XP_006412178.1	Ag011G1146000
OG0007029	XP_006412186.1	Ag011G1146600
OG0007030	XP_024005886.1	Ag011G1148800
OG0007031	XP_006412504.1	Ag011G1168200
OG0007032	XP_006412503.1	Ag011G1168500
OG0007033	XP_006412493.1	Ag011G1171000
OG0007034	XP_006412457.1	Ag011G1177000
OG0007035	XP_006412455.1	Ag011G1177200
OG0007036	XP_006412437.1	Ag011G1182000
OG0007037	XP_006412430.1	Ag011G1183000
OG0007038	XP_006410526.1	Ag011G1185400, Ag011G1194400
OG0007039	XP_024015987.1	Ag011G1186000
OG0007040	XP_006412393.1	Ag011G1190800
OG0007041	XP_006412374.1	Ag011G1195200
OG0007042	XP_006412343.1	Ag011G1202700
OG0007043	XP_006409707.1	Ag011G1206900
OG0007044	XP_006412326.1, XP_006412325.2	Ag011G1207400
OG0007045	XP_006412316.1	Ag011G1212700
OG0007046	XP_006412299.1	Ag011G1217500
OG0007047	XP_006412295.1	Ag011G1217800
OG0007048	XP_024004533.1	Ag011G1218800
OG0007050	XP_024004447.1	Ag011G1221300
OG0007052	XP_006412532.1	Ag011G1231600
OG0007053	XP_006412605.1	Ag011G1259200
OG0007054	XP_006412606.1	Ag011G1259800
OG0007055	XP_024004362.1	Ag011G1261900
OG0007056	XP_006412630.1	Ag011G1263000
OG0007057	XP_006412646.1	Ag011G1268000
OG0007058	XP_006412654.1	Ag011G1268700
OG0007059	XP_006412667.1	Ag011G1271300
OG0007060	XP_006418833.1	Ag064G5102500
OG0007061	XP_006418779.2	Ag064G5110500
OG0007062	XP_006390647.1	Ag018G2437700
OG0007063	XP_006390669.1	Ag018G2442100
OG0007064	XP_006390687.1	Ag018G2445600
OG0007065	XP_006416084.2	Ag018G2458100
OG0007066	XP_006416074.1	Ag018G2459100
OG0007067	XP_006416012.1	Ag018G2467800
OG0007068	XP_006396412.1	Ag019G2493200
OG0007069	XP_006396392.1	Ag019G2497600
OG0007070	XP_006396350.2	Ag019G2508200
OG0007071	XP_006396329.1	Ag019G2513100
OG0007073	XP_006396299.1	Ag019G2519500
OG0007074	XP_006396281.1	Ag019G2525300
OG0007075	XP_006396265.1	Ag019G2529400
OG0007076	XP_006396221.1	Ag019G2540600
OG0007077	XP_006396199.1	Ag019G2545500
OG0007078	XP_006404531.1	Ag019G2549300
OG0007079	XP_024009020.1	Ag010G0983600
OG0007080	XP_006413463.2	Ag010G1001400
OG0007081	XP_006412990.1	Ag010G1022700
OG0007128	XP_024012905.1	Ag031G3171700, Ag033G3499500, Ag093G5459800, Ag019G2508800
OG0007129	XP_006413582.1	Ag025G2910700, Ag033G3502800, Ag093G5462500, Ag093G5462300, Ag025G2910800
OG0007130	XP_024011466.1	Ag055G4912200
OG0007131	XP_006394290.1	Ag014G2120300, Ag055G4917600
OG0007132	XP_006404256.1	Ag055G4918600
OG0007133	XP_006404264.1	Ag055G4919700
OG0007134	XP_006404285.1, XP_024013737.1	Ag055G4922600
OG0007135	XP_006404314.1	Ag055G4923800
OG0007136	XP_006404319.1	Ag055G4930300
OG0007137	XP_006398495.1	Ag035G4081200, Ag074G5267200
OG0007138	XP_006398516.1	Ag074G5268000, Ag035G4080400
OG0007139	XP_006412825.1	Ag035G4079400, Ag074G5269100
OG0007140	XP_006395859.1	Ag035G4075600, Ag074G5271200
OG0007141	XP_006395804.1	Ag074G5271500, Ag035G4074900
OG0007142	XP_006410985.1	Ag047G4543600, Ag039G4296000
OG0007143	XP_006398370.1	Ag047G4545600, Ag016G2309300
OG0007144	XP_006390018.1	Ag048G4618300, Ag047G4546100
OG0007145	XP_006400314.1	Ag013G1352400
OG0007146	XP_006400307.1	Ag013G1355800
OG0007147	XP_024012049.1	Ag013G1363700
OG0007148	XP_024012144.1	Ag013G1364400
OG0007149	XP_006400258.1	Ag013G1368800
OG0007150	XP_006400251.1	Ag013G1369500, Ag022G2780700
OG0007151	XP_006400236.1	Ag013G1374200
OG0007152	XP_006400219.1	Ag013G1378600
OG0007153	XP_006400198.1	Ag013G1383900
OG0007154	XP_006400197.1	Ag013G1384000
OG0007155	XP_006400192.1	Ag013G1386000
OG0007156	XP_006400184.1	Ag013G1387700
OG0007157	XP_006400167.1	Ag013G1392100
OG0007158	XP_024011914.1	Ag013G1396400
OG0007159	XP_006410820.1	Ag054G4888500, Ag013G1403200
OG0007160	XP_006400107.1	Ag013G1404800
OG0007161	XP_006400097.1	Ag013G1406100
OG0007162	XP_006400074.1	Ag013G1411500
OG0007163	XP_006400073.1	Ag013G1411600, Ag013G1411700
OG0007164	XP_006400040.1	Ag013G1419100
OG0007165	XP_024012455.1	Ag013G1424900
OG0007166	XP_006400016.1	Ag013G1427000
OG0007167	XP_006400015.1	Ag013G1427300
OG0007168	XP_006400010.1	Ag013G1429500
OG0007169	XP_006399997.1	Ag013G1433300
OG0007170	XP_006399992.1	Ag013G1435200
OG0007172	XP_006397031.2	Ag013G1442600, Ag014G1990400, Ag014G1903000
OG0007173	XP_006399934.1	Ag013G1449800
OG0007174	XP_006399933.1	Ag013G1449900
OG0007175	XP_024011569.1	Ag013G1450400
OG0007176	XP_024012340.1	Ag013G1452400
OG0007178	XP_006399907.1	Ag013G1453800
OG0007179	XP_006399904.1	Ag013G1454400
OG0007180	XP_006399902.1	Ag013G1454700
OG0007181	XP_024011156.1	Ag013G1454900
OG0007182	XP_006399898.1	Ag013G1455000, Ag023G2832900
OG0007183	XP_024012581.1	Ag013G1459700
OG0007184	XP_024012126.1	Ag013G1461500
OG0007185	XP_006399868.1	Ag013G1461600
OG0007186	XP_006399860.1	Ag013G1462800
OG0007187	XP_006399859.1	Ag013G1462900
OG0007188	XP_024006846.1	Ag013G1463000
OG0007189	XP_006399851.1	Ag013G1463900
OG0007191	XP_006399844.1	Ag013G1465700
OG0007192	XP_006399830.1	Ag013G1467200
OG0007193	XP_006399821.1	Ag013G1469300
OG0007194	XP_024011160.1	Ag003G0307800, Ag013G1475300
OG0007195	XP_006399794.1	Ag013G1478100
OG0007196	XP_006399788.1	Ag013G1479400
OG0007197	XP_006399756.1	Ag013G1486100
OG0007198	XP_006399729.1	Ag013G1489800
OG0007199	XP_006399721.1	Ag013G1490900
OG0007200	XP_006399711.1	Ag013G1492000
OG0007201	XP_024006854.1	Ag013G1497300
OG0007202	XP_024012181.1	Ag013G1497700
OG0007203	XP_006399654.1	Ag013G1502300
OG0007204	XP_006399649.1	Ag013G1502800
OG0007205	XP_006413459.1	Ag013G1503000
OG0007206	XP_006399636.1	Ag013G1505000
OG0007208	XP_024012375.1	Ag013G1522100
OG0007209	XP_006395210.1	Ag081G5399700, Ag013G1523500
OG0007210	XP_006399547.1	Ag013G1523800
OG0007211	XP_006399525.1	Ag013G1527500
OG0007212	XP_024011738.1	Ag013G1529600
OG0007213	XP_006399503.1	Ag013G1530300
OG0007214	XP_006399495.1	Ag013G1531600
OG0007215	XP_024011813.1	Ag013G1537500
OG0007216	XP_006399435.1	Ag013G1544100
OG0007217	XP_024011520.1	Ag013G1548000
OG0007218	XP_024011656.1	Ag013G1551000
OG0007219	XP_006399355.1	Ag013G1552700
OG0007220	XP_024012628.1	Ag013G1557100
OG0007221	XP_006399303.1	Ag013G1560000
OG0007222	XP_006399301.1	Ag013G1560300
OG0007223	XP_006399273.1	Ag013G1563300
OG0007224	XP_024010153.1	Ag013G1571500
OG0007225	XP_006396534.1	Ag013G1573600
OG0007226	XP_006396535.1	Ag013G1573700
OG0007227	XP_006396551.1	Ag013G1575100
OG0007228	XP_006413350.1	Ag013G1578700
OG0007229	XP_006413375.1	Ag013G1580500
OG0007230	XP_024004475.1, XP_024004464.1	Ag013G1582600
OG0007231	XP_006397367.1	Ag013G1585600
OG0007232	XP_006408602.2	Ag013G1587800
OG0007233	XP_006408647.1	Ag013G1590300
OG0007234	XP_024016083.1, XP_006408702.1	Ag013G1593100
OG0007235	XP_024016067.1	Ag013G1594000, Ag013G1593900
OG0007236	XP_006409774.2	Ag013G1595000
OG0007237	XP_006409781.1	Ag013G1597200
OG0007238	XP_024016769.1	Ag013G1599000
OG0007239	XP_006409855.1	Ag013G1604300
OG0007240	XP_006409866.1	Ag013G1605700
OG0007241	XP_006409871.1	Ag013G1606300
OG0007242	XP_006409891.1	Ag013G1608000
OG0007243	XP_006409919.1	Ag013G1611300
OG0007244	XP_024003738.1	Ag013G1611800
OG0007245	XP_006409943.1	Ag013G1613300
OG0007246	XP_006409944.2	Ag013G1613400
OG0007247	XP_006410025.1	Ag013G1622200
OG0007248	XP_006410030.1	Ag013G1622600
OG0007249	XP_006410055.2	Ag013G1625300
OG0007250	XP_006410062.1	Ag013G1625800
OG0007251	XP_006400762.2	Ag004G0597800, Ag013G1633200, Ag004G0597600
OG0007252	XP_006410118.1	Ag013G1634000, Ag013G1634100
OG0007253	XP_024004097.1	Ag013G1635900
OG0007254	XP_006410215.1	Ag013G1641300
OG0007255	XP_006410217.1	Ag013G1641400
OG0007256	XP_006410239.1	Ag013G1643000
OG0007257	XP_006410272.1	Ag013G1646600
OG0007258	XP_006410282.1	Ag013G1648000
OG0007259	XP_006410339.1	Ag013G1658100
OG0007260	XP_006410379.1	Ag013G1661800
OG0007261	XP_024004109.1	Ag013G1663300
OG0007262	XP_006410361.1	Ag013G1664600
OG0007263	XP_006410398.2	Ag013G1666900
OG0007264	XP_006410419.1	Ag013G1669700
OG0007265	XP_006410428.1	Ag013G1670100
OG0007266	XP_006410431.1	Ag013G1670400
OG0007267	XP_006410435.1	Ag013G1670800
OG0007268	XP_006410449.1	Ag013G1671600
OG0007269	XP_006410475.1	Ag013G1674800
OG0007270	XP_024003828.1	Ag013G1675100
OG0007271	XP_006403165.2	Ag013G1684500, Ag013G1684400
OG0007272	XP_006403130.1	Ag013G1688800
OG0007273	XP_006413330.1	Ag013G1693400
OG0007274	XP_006413318.1	Ag013G1694600
OG0007275	XP_006413287.1	Ag013G1699800
OG0007276	XP_006413279.1	Ag014G2161600, Ag013G1700500
OG0007277	XP_006393595.1	Ag013G1705900
OG0007278	XP_006393603.1	Ag013G1706200
OG0007279	XP_006393635.1	Ag013G1710300
OG0007280	XP_006393613.1	Ag013G1712000
OG0007281	XP_006393611.1	Ag013G1712100
OG0007282	XP_024009161.1	Ag013G1712700
OG0007283	XP_024008692.1	Ag013G1715200
OG0007284	XP_006415696.1	Ag013G1716700
OG0007285	XP_024009152.1	Ag013G1720600
OG0007286	XP_024008416.1	Ag013G1722700
OG0007287	XP_006415611.2	Ag014G1949100, Ag013G1727300
OG0007288	XP_006415609.1	Ag013G1727500
OG0007289	XP_006415600.1	Ag013G1728400
OG0007290	XP_006415589.1	Ag013G1729600
OG0007292	XP_006415520.1	Ag013G1740800
OG0007293	XP_006415498.1	Ag013G1742600
OG0007294	XP_006415488.1	Ag013G1743100
OG0007295	XP_006415483.1	Ag013G1743900
OG0007296	XP_006415472.1	Ag013G1744900
OG0007297	XP_006415465.2	Ag013G1745500
OG0007298	XP_006415433.1	Ag013G1749200
OG0007299	XP_006415426.1	Ag013G1750100
OG0007300	XP_006415398.1	Ag013G1752600
OG0007301	XP_006415397.1	Ag013G1752700, Ag058G4991700
OG0007302	XP_006415378.1	Ag013G1753800
OG0007303	XP_006415349.1	Ag013G1756600
OG0007304	XP_006415336.1	Ag013G1757500
OG0007305	XP_006415321.1	Ag013G1759200
OG0007306	XP_006410713.2	Ag013G1764700
OG0007307	XP_006415249.1	Ag013G1764900
OG0007308	XP_006415244.1	Ag013G1765200
OG0007309	XP_006415234.1	Ag013G1766400
OG0007310	XP_006415200.1	Ag013G1767900
OG0007311	XP_006415196.1	Ag013G1768300
OG0007312	XP_006395775.1	Ag062G5051500
OG0007313	XP_006395743.1	Ag062G5056800
OG0007314	XP_006395741.1	Ag062G5057400
OG0007315	XP_006395734.1	Ag062G5059300
OG0007316	XP_006395712.1	Ag062G5060700
OG0007317	XP_006393866.1	Ag004G0417300, Ag004G0417200
OG0007318	XP_024007489.1	Ag004G0423300
OG0007319	XP_006393932.1	Ag004G0424900
OG0007320	XP_006393935.1	Ag004G0425400
OG0007321	XP_006412979.1	Ag004G0425500
OG0007322	XP_006393947.1	Ag004G0426400
OG0007323	XP_006393988.1	Ag004G0431300
OG0007324	XP_006393997.1	Ag004G0432700, Ag002G0101600, Ag034G3875300
OG0007325	XP_006393998.1	Ag004G0432800, Ag004G0432900
OG0007326	XP_006394027.1	Ag004G0436000
OG0007327	XP_006394045.1	Ag004G0438700
OG0007328	XP_006394051.1	Ag004G0439600
OG0007329	XP_006394079.2	Ag004G0442300
OG0007330	XP_006394109.1	Ag004G0447500
OG0007331	XP_006394112.1	Ag004G0447700
OG0007332	XP_006394126.1	Ag004G0449500
OG0007333	XP_024006793.1, XP_024006791.1	Ag004G0451300
OG0007334	XP_006394060.2	Ag001G0011200, Ag004G0451800
OG0007335	XP_006410843.1, XP_006394153.1	Ag004G0452800
OG0007336	XP_006394154.1	Ag004G0452900
OG0007337	XP_006394158.1	Ag004G0453700
OG0007338	XP_006394163.1	Ag004G0454300
OG0007339	XP_006394196.1	Ag004G0457100
OG0007340	XP_006394215.1	Ag004G0459200
OG0007341	XP_006394218.2	Ag004G0459400
OG0007342	XP_006394230.1	Ag003G0371300, Ag004G0460600
OG0007343	XP_006394238.1	Ag004G0461900
OG0007344	XP_006394242.1	Ag004G0462300
OG0007345	XP_024007142.1	Ag004G0472000
OG0007346	XP_006394307.1	Ag004G0472200
OG0007347	XP_024004573.1	Ag004G0472600
OG0007348	XP_006394311.1	Ag004G0472700
OG0007349	XP_006394316.1	Ag004G0473300
OG0007350	XP_006394352.1	Ag004G0478700
OG0007351	XP_024006786.1	Ag004G0483800
OG0007352	XP_006394394.1	Ag004G0483900
OG0007353	XP_006394414.1	Ag004G0486600
OG0007354	XP_006394448.1	Ag004G0490200
OG0007355	XP_006414851.1	Ag004G0491500
OG0007356	XP_006394482.1	Ag004G0495400
OG0007357	XP_006394489.2	Ag004G0496100
OG0007358	XP_024006739.1	Ag004G0496400
OG0007359	XP_006394495.1	Ag004G0496700
OG0007360	XP_006394517.2	Ag004G0499700
OG0007361	XP_024007325.1	Ag004G0504900
OG0007362	XP_024007600.1	Ag004G0506200
OG0007363	XP_006394554.1	Ag004G0506300
OG0007364	XP_006394578.1	Ag004G0510500
OG0007365	XP_006394623.1	Ag004G0517000, Ag022G2715200
OG0007366	XP_006394632.1	Ag004G0518200
OG0007367	XP_024007451.1	Ag004G0519200
OG0007368	XP_006394652.2	Ag004G0520900
OG0007369	XP_006394674.1	Ag004G0525600
OG0007370	XP_006394680.1	Ag004G0526500
OG0007371	XP_006394691.1	Ag004G0528100
OG0007372	XP_006394703.1	Ag004G0529700
OG0007373	XP_006394706.1	Ag004G0530100, Ag033G3566900, Ag033G3567100, Ag033G3563900, Ag033G3565700, Ag033G3565300, Ag033G3564900, Ag033G3564600, Ag033G3565500, Ag033G3565100, Ag033G3563400, Ag033G3561500
OG0007374	XP_006394718.1	Ag004G0532900
OG0007375	XP_006394719.1	Ag004G0533000
OG0007376	XP_006394722.1	Ag004G0533400
OG0007377	XP_006394753.1	Ag004G0537800
OG0007378	XP_006394755.1	Ag004G0538000
OG0007379	XP_006394754.1	Ag004G0538100
OG0007380	XP_006394788.1, XP_024007411.1	Ag004G0542100
OG0007381	XP_006394802.1	Ag004G0545200
OG0007382	XP_006394806.1	Ag004G0545700
OG0007383	XP_006394825.1	Ag004G0547100
OG0007384	XP_006400499.1	Ag004G0553800
OG0007385	XP_006400492.1	Ag004G0554300
OG0007386	XP_006400530.1	Ag004G0556700
OG0007387	XP_024011773.1	Ag004G0556800
OG0007388	XP_006400539.1	Ag004G0557600
OG0007389	XP_024011437.1	Ag004G0558300
OG0007390	XP_024011438.1	Ag004G0558400
OG0007391	XP_006400558.1	Ag004G0560100
OG0007392	XP_006400577.1	Ag004G0563300
OG0007393	XP_006400582.1	Ag004G0564600
OG0007394	XP_006400615.1	Ag004G0570800
OG0007395	XP_024011494.1	Ag004G0574900
OG0007396	XP_024011495.1	Ag004G0579000
OG0007397	XP_006400662.1	Ag004G0579400
OG0007398	XP_006400668.1	Ag004G0580600
OG0007399	XP_006400686.1	Ag004G0583000
OG0007400	XP_006400699.1	Ag004G0584000
OG0007401	XP_006400704.1	Ag004G0585100
OG0007402	XP_006400751.1	Ag004G0595600
OG0007403	XP_024005716.1	Ag004G0597700
OG0007404	XP_006400779.1	Ag004G0600800
OG0007405	XP_006400783.1	Ag004G0601100
OG0007406	XP_006400803.1	Ag004G0608000
OG0007407	XP_024011517.1	Ag004G0610400
OG0007408	XP_024011577.1	Ag004G0612300
OG0007409	XP_006400840.1	Ag004G0615300
OG0007410	XP_006393417.1	Ag004G0626300, Ag025G2934700
OG0007411	XP_006400886.1	Ag004G0628500
OG0007412	XP_006401932.1	Ag051G4814700, Ag004G0628900
OG0007413	XP_006400892.1	Ag004G0629700
OG0007414	XP_006400895.1	Ag004G0630000
OG0007415	XP_006410663.1	Ag004G0630600
OG0007416	XP_006400926.1	Ag004G0636700
OG0007417	XP_006400972.1	Ag004G0644700
OG0007418	XP_024012540.1	Ag004G0706100, Ag004G0648600, Ag025G2921200, Ag004G0648700
OG0007419	XP_006401003.1	Ag004G0652000
OG0007420	XP_006401014.1	Ag004G0653600
OG0007421	XP_006401031.2	Ag004G0657400
OG0007422	XP_006401043.1	Ag004G0659600
OG0007424	XP_006401073.1	Ag004G0665200
OG0007425	XP_006401075.1	Ag004G0665400
OG0007426	XP_006401078.1	Ag004G0665900
OG0007427	XP_006401139.1	Ag004G0672200
OG0007428	XP_006401159.1	Ag004G0678000
OG0007429	XP_006401163.1	Ag004G0678200
OG0007430	XP_006401166.1	Ag004G0678700
OG0007431	XP_006401182.1	Ag004G0682000
OG0007432	XP_006401206.1	Ag004G0690900
OG0007433	XP_006402075.1	Ag004G0693800
OG0007434	XP_006401256.1	Ag004G0697600
OG0007435	XP_006401252.1	Ag004G0698300
OG0007436	XP_006401244.1	Ag004G0699700, Ag016G2296600
OG0007437	XP_024012697.1	Ag004G0699900
OG0007438	XP_024012563.1	Ag004G0701200
OG0007439	XP_006401272.2	Ag004G0706400
OG0007440	XP_006401311.1	Ag004G0713300
OG0007441	XP_006401366.1	Ag004G0722200
OG0007442	XP_006401377.1	Ag004G0725700
OG0007443	XP_006401398.1	Ag004G0732000
OG0007444	XP_006412929.1	Ag045G4511400, Ag004G0736700
OG0007445	XP_006401435.1	Ag004G0737100
OG0007446	XP_024011188.1	Ag004G0748400
OG0007447	XP_006401500.1	Ag004G0750000
OG0007448	XP_006401508.1	Ag004G0751300
OG0007449	XP_006404125.1	Ag029G3098500, Ag004G0758500
OG0007450	XP_024013510.1	Ag004G0767000
OG0007451	XP_006404219.1	Ag004G0775300
OG0007452	XP_006401626.1	Ag004G0779100, Ag020G2559100
OG0007453	XP_006401592.1	Ag004G0781600, Ag020G2556600
OG0007454	XP_024011912.1	Ag020G2556100, Ag004G0782100
OG0007455	XP_006396437.1	Ag022G2629300
OG0007456	XP_006396441.1	Ag022G2631400
OG0007457	XP_006396485.1	Ag022G2643900
OG0007458	XP_006396503.1	Ag022G2651100
OG0007459	XP_006399228.1	Ag022G2652400
OG0007460	XP_006399212.2	Ag022G2659300
OG0007461	XP_006399207.1	Ag022G2662300
OG0007462	XP_006399181.1	Ag022G2670700
OG0007463	XP_006399144.1	Ag022G2678900
OG0007464	XP_006399122.1	Ag022G2683000
OG0007465	XP_006399120.1	Ag022G2683200
OG0007466	XP_006399100.1	Ag022G2688900
OG0007467	XP_006399044.1	Ag022G2705600
OG0007468	XP_006399022.1	Ag022G2709300, Ag022G2709500, Ag022G2709400
OG0007469	XP_006398986.1	Ag022G2718200
OG0007470	XP_006398983.1	Ag022G2718600
OG0007471	XP_006398934.1	Ag022G2725800
OG0007472	XP_024011657.1	Ag022G2731700
OG0007473	XP_024011775.1	Ag022G2735100
OG0007474	XP_006398874.1	Ag022G2738800, Ag022G2738700
OG0007476	XP_006398850.1	Ag022G2743700
OG0007477	XP_024009640.1, XP_006398842.1	Ag022G2744700
OG0007479	XP_006398790.1	Ag022G2754700
OG0007480	XP_006402113.1	Ag022G2754800
OG0007482	XP_006398765.1	Ag022G2759900
OG0007483	XP_006398763.1	Ag022G2760200
OG0007484	XP_006398758.2	Ag022G2761700
OG0007485	XP_006398728.1	Ag022G2769200
OG0007486	XP_006398722.1	Ag022G2785200, Ag022G2775600, Ag022G2770800
OG0007487	XP_006398711.1	Ag022G2772600
OG0007488	XP_006398701.1	Ag022G2775500
OG0007489	XP_006398702.1	Ag022G2775700
OG0007490	XP_006398703.1	Ag022G2775800
OG0007491	XP_006398707.1	Ag022G2776300
OG0007492	XP_006398685.1	Ag022G2777400
OG0007493	XP_006398654.1	Ag022G2782800
OG0007494	XP_006398653.1	Ag022G2782900
OG0007495	XP_006398643.1	Ag022G2784900
OG0007496	XP_006398636.2	Ag002G0123400, Ag022G2785500
