Orthogroup	Eutrema_salsugineum	Arabidopsis_lyrata_NCBI
OG0009033	XP_006401446.1	XP_002864397.1
OG0009034	XP_006401479.1	XP_002866082.1
OG0009035	XP_006401490.1	XP_002864378.1
OG0009036	XP_006401491.1	XP_002866077.1
OG0009037	XP_006401498.1	XP_020883492.1
OG0009038	XP_006401503.1	XP_002864367.1
OG0009039	XP_006404131.1	XP_002875971.1
OG0009040	XP_006404161.1	XP_020881478.1
OG0009041	XP_006404163.1	XP_002875957.1
OG0009042	XP_006404179.1	XP_002875940.1
OG0009043	XP_006404187.1	XP_020879990.1
OG0009044	XP_006404204.1	XP_020879730.1
OG0009045	XP_024013474.1	XP_020881401.1
OG0009047	XP_006401590.1	XP_002864323.1
OG0009048	XP_006396442.2	XP_020877043.1
OG0009049	XP_024010098.1	XP_020879176.1
OG0009050	XP_006405251.1	XP_020885042.1
OG0009051	XP_006399225.1	XP_002871269.1
OG0009053	XP_006391603.1	XP_002887871.1
OG0009054	XP_006399160.2	XP_020878979.1
OG0009055	XP_006399141.1	XP_020878472.1
OG0009056	XP_006399117.1	XP_002873256.1
OG0009057	XP_006399113.2	XP_002871218.1
OG0009058	XP_006399098.1	XP_020877584.1
OG0009059	XP_024012344.1	XP_020876020.1
OG0009060	XP_006400396.1	XP_020879256.1
OG0009061	XP_006397463.2, XP_006403586.1	XP_020879257.1
OG0009062	XP_006415837.2	XP_002893431.2
OG0009063	XP_006399066.2	XP_020876035.1
OG0009064	XP_006415823.1	XP_002890701.2
OG0009065	XP_006399061.1	XP_002873233.1
OG0009066	XP_006399062.1	XP_020876037.1
OG0009067	XP_006399035.2	XP_002871179.1
OG0009068	XP_006399027.1	XP_002873219.1
OG0009069	XP_006399018.1	XP_020876017.1
OG0009070	XP_006399008.1	XP_020875932.1
OG0009071	XP_006399003.1	XP_002871156.1
OG0009072	XP_006398992.1	XP_002871148.1
OG0009073	XP_006398982.1	XP_020875957.1
OG0009074	XP_006398981.1	XP_020875945.1
OG0009075	XP_006411546.1	XP_020882997.1
OG0009076	XP_006398962.1	XP_002871133.1
OG0009077	XP_006398956.1	XP_002873180.1
OG0009078	XP_006398955.1	XP_002873179.1
OG0009079	XP_006398935.1	XP_020876040.1
OG0009080	XP_006398904.1	XP_002871094.1
OG0009081	XP_024011531.1	XP_020878102.1
OG0009082	XP_024012504.1	XP_002871083.1
OG0009083	XP_006398876.1	XP_020878499.1
OG0009084	XP_006396238.1	XP_002872956.2
OG0009085	XP_024011467.1	XP_020877420.1
OG0009086	XP_006398854.1	XP_002873124.1
OG0009087	XP_006398847.1	XP_020878263.1
OG0009088	XP_006398838.1	XP_002873114.1
OG0009089	XP_006398833.1	XP_020878220.1
OG0009090	XP_006398831.1	XP_020879120.1
OG0009091	XP_006402053.1	XP_002865827.1
OG0009092	XP_006398824.1	XP_020879145.1
OG0009093	XP_006398806.1	XP_020878186.1
OG0009094	XP_006398804.1	XP_002873100.1
OG0009095	XP_006398776.1	XP_002871026.1
OG0009096	XP_006398768.1	XP_002871018.1
OG0009097	XP_006398764.1	XP_020877442.1
OG0009098	XP_006398746.1	XP_020879554.1
OG0009099	XP_006393768.1	XP_002891274.1
OG0009100	XP_006398710.2	XP_002870977.1
OG0009101	XP_006398699.1	XP_002873049.1
OG0009102	XP_006398686.1	XP_002870962.1
OG0009103	XP_006398676.1	XP_020876148.1
OG0009104	XP_006398664.1	XP_020878230.1
OG0009105	XP_006398603.1	XP_002873003.1
OG0009106	XP_006398598.1	XP_002870908.1
OG0009107	XP_006398591.1	XP_002870903.1
OG0009108	XP_006398583.1	XP_020871318.1, XP_020878915.1
OG0009109	XP_006398579.1	XP_020878984.1
OG0009110	XP_006398580.1	XP_002870897.2
OG0009111	XP_006398552.1	XP_020875798.1
OG0009112	XP_024014633.1	XP_002868644.2
OG0009113	XP_006405422.1	XP_020875222.1
OG0009114	XP_006405421.1	XP_020873878.1
OG0009116	XP_006405402.1	XP_002868618.1
OG0009117	XP_006405395.1	XP_020875424.1
OG0009118	XP_006405393.1	XP_002870652.1
OG0009119	XP_024015197.1	XP_002882558.2
OG0009120	XP_006405290.1	XP_002870604.2
OG0009121	XP_006389703.1	XP_002889316.1
OG0009122	XP_006389707.1	XP_020890014.1
OG0009123	XP_006389711.1	XP_020891643.1
OG0009124	XP_024010943.1	XP_020891644.1
OG0009125	XP_024012506.1	XP_020889728.1
OG0009126	XP_024015551.1	XP_002889310.1
OG0009127	XP_006389755.1	XP_002887845.1
OG0009128	XP_006389761.2	XP_002889307.1
OG0009129	XP_006389766.1	XP_020891037.1
OG0009130	XP_006389772.1	XP_002887838.1
OG0009131	XP_006389783.1	XP_002887834.1
OG0009132	XP_006389808.1	XP_020891524.1
OG0009133	XP_006389813.1, XP_006405093.2	XP_020891465.1
OG0009134	XP_006389817.2	XP_020891661.1
OG0009135	XP_006389818.1	XP_020890867.1
OG0009136	XP_006389832.1	XP_020891170.1
OG0009137	XP_024008913.1	XP_020890635.1
OG0009138	XP_006389849.1	XP_020889627.1
OG0009139	XP_006389854.1	XP_002889266.1
OG0009140	XP_024009979.1	XP_020890544.1
OG0009141	XP_006389885.1	XP_020889666.1
OG0009142	XP_006389922.1	XP_002889231.1
OG0009143	XP_006389938.1	XP_002889221.2
OG0009144	XP_006389958.2	XP_002889209.1
OG0009145	XP_006389962.2	XP_002887755.1
OG0009146	XP_006389972.1	XP_002887746.1
OG0009147	XP_006389985.1	XP_002887736.1
OG0009148	XP_006389988.2	XP_002862994.1
OG0009149	XP_006389991.1	XP_020890024.1
OG0009150	XP_006390021.1	XP_020891408.1
OG0009151	XP_006390030.1	XP_002889174.1
OG0009152	XP_006390047.1	XP_020891389.1
OG0009153	XP_006404521.1	XP_020880391.1
OG0009154	XP_006390059.1	XP_020865944.1
OG0009155	XP_006390066.1	XP_020865682.1
OG0009156	XP_006390094.1	XP_020891586.1
OG0009157	XP_006390095.1	XP_002889141.1
OG0009158	XP_006390104.1	XP_020889752.1
OG0009159	XP_006390113.2	XP_002887672.1
OG0009160	XP_006390122.1	XP_002887670.1
OG0009161	XP_006390133.1	XP_020890620.1
OG0009162	XP_006390138.1	XP_020890487.1
OG0009163	XP_006390188.1	XP_002887642.2
OG0009164	XP_006390197.1	XP_002889084.1
OG0009165	XP_006390211.1	XP_002889075.1
OG0009166	XP_006390232.1	XP_020890789.1
OG0009168	XP_006407147.1	XP_002884998.1
OG0009169	XP_024011243.1	XP_002889052.1
OG0009170	XP_024011118.1	XP_020891721.1
OG0009171	XP_006390283.1	XP_002889038.1
OG0009172	XP_006408661.2	XP_002883773.1
OG0009173	XP_024012531.1	XP_020891135.1
OG0009174	XP_006390328.1	XP_002889017.2
OG0009175	XP_006390334.1	XP_002887578.1
OG0009176	XP_024016625.1, XP_006409278.1	XP_002884069.1
OG0009177	XP_006409275.1	XP_002884071.1
OG0009178	XP_006409261.1	XP_020887343.1, XP_020886304.1
OG0009179	XP_006409223.1	XP_002886135.1
OG0009180	XP_024013852.1	XP_002877710.1
OG0009181	XP_006401555.1	XP_002864348.1
OG0009182	XP_006401557.1	XP_020885230.1
OG0009183	XP_024012089.1	XP_002866052.1
OG0009184	XP_006392555.1	XP_002894566.1
OG0009185	XP_006392579.1	XP_020868865.1, XP_020867801.1
OG0009186	XP_006392586.2	XP_002891861.1
OG0009187	XP_024006025.1, XP_006392594.1	XP_020866609.1
OG0009188	XP_024006171.1	XP_020868867.1
OG0009189	XP_006392648.1	XP_020866478.1
OG0009190	XP_006392665.1	XP_002891826.2
OG0009191	XP_006392725.1	XP_002894476.1
OG0009192	XP_006392750.1	XP_020868938.1
OG0009193	XP_006392752.1	XP_002894460.1
OG0009194	XP_006392758.1	XP_020870407.1
OG0009195	XP_024006646.1	XP_002894451.1, XP_020869813.1
OG0009196	XP_006392783.1	XP_020867142.1
OG0009197	XP_006392785.1	XP_002891754.2
OG0009198	XP_006392787.1	XP_002894443.1
OG0009199	XP_006391136.1	XP_002888666.1
OG0009200	XP_006392818.1	XP_002891736.2
OG0009201	XP_006410773.1	XP_020883719.1, XP_020866454.1
OG0009202	XP_006410777.1	XP_020883723.1
OG0009203	XP_006410791.1	XP_020883697.1
OG0009204	XP_006410795.1	XP_002881432.1
OG0009205	XP_006410822.1	XP_020884245.1
OG0009206	XP_006413213.1	XP_020873702.1
OG0009207	XP_006410857.1	XP_020885659.1
OG0009208	XP_006419040.1	XP_002877401.1
OG0009209	XP_006419084.1	XP_020882371.1
OG0009210	XP_006419115.1	XP_020880271.1, XP_020880269.1
OG0009211	XP_024007011.1	XP_020881316.1
OG0009212	XP_006397365.1	XP_020878944.1
OG0009213	XP_006402173.1	XP_020869578.1
OG0009214	XP_006401754.1	XP_020877901.1
OG0009215	XP_006395927.1	XP_002870452.1
OG0009216	XP_006408641.1	XP_020875180.1
OG0009217	XP_006395952.1	XP_020873163.1
OG0009218	XP_024005575.1	XP_020877018.1
OG0009219	XP_006414990.1	XP_002863290.1
OG0009220	XP_024005182.1, XP_024005309.1	XP_020877133.1
OG0009221	XP_006414625.1	XP_002868304.1
OG0009222	XP_006414767.1	XP_020874346.1
OG0009223	XP_006411822.1	XP_002866918.1
OG0009224	XP_024005649.1	XP_020874697.1
OG0009225	XP_006414642.1	XP_002870283.1
OG0009226	XP_006414562.2	XP_002870260.1
OG0009227	XP_006414555.1	XP_020873905.1
OG0009228	XP_006414507.1	XP_020872795.1
OG0009229	XP_006414490.1	XP_002868198.1
OG0009230	XP_006390603.1	XP_020891632.1
OG0009231	XP_024005926.1	XP_020889759.1
OG0009232	XP_006390593.1	XP_002887472.1
OG0009233	XP_006390586.1	XP_002888910.2
OG0009234	XP_006390550.1	XP_002887487.1
OG0009235	XP_006390545.1	XP_002888932.1
OG0009236	XP_006390526.1	XP_002888940.1
OG0009237	XP_006390501.1	XP_020891646.1
OG0009238	XP_006390492.1	XP_020889634.1
OG0009239	XP_006390466.1	XP_002888964.1
OG0009240	XP_024005561.1	XP_002888965.1
OG0009241	XP_024006845.1	XP_020877397.1
OG0009242	XP_006390444.1	XP_002888969.1
OG0009243	XP_006390434.1	XP_020890839.1
OG0009244	XP_006391119.1	XP_020889959.1
OG0009245	XP_006391094.1	XP_020891060.1
OG0009246	XP_006391072.1	XP_020891421.1
OG0009247	XP_006391062.1	XP_002887219.1
OG0009248	XP_006391038.1	XP_002887227.1
OG0009249	XP_006412946.1	XP_002869497.1
OG0009250	XP_006412928.1	XP_020873170.1
OG0009251	XP_006412926.1	XP_002869488.1
OG0009252	XP_006412917.1	XP_002869477.1
OG0009253	XP_006412906.1	XP_002869471.1
OG0009254	XP_006412891.1	XP_020874783.1
OG0009255	XP_006401737.1	XP_002865955.1
OG0009257	XP_024016091.1	XP_020891384.1
OG0009258	XP_006391687.1	XP_020891548.1
OG0009259	XP_006405568.1	XP_002870740.1
OG0009260	XP_006405543.1, XP_006395372.1	XP_002883656.1
OG0009261	XP_024014785.1	XP_020874900.1
OG0009262	XP_006405516.1	XP_020872271.1
OG0009263	XP_024014723.1	XP_020873173.1
OG0009264	XP_006402054.1	XP_002865826.1
OG0009265	XP_006395266.1, XP_024014351.1	XP_002877216.1
OG0009266	XP_006395401.1	XP_002875402.1
OG0009267	XP_006395407.1	XP_020880938.1
OG0009268	XP_006395412.1	XP_020879782.1
OG0009269	XP_006397911.1	XP_002880286.1
OG0009270	XP_006395418.1	XP_020880902.1
OG0009271	XP_024007337.1	XP_002875379.1
OG0009272	XP_006395495.1	XP_020881959.1
OG0009273	XP_006395497.1	XP_002875350.1
OG0009274	XP_006395498.1	XP_020880793.1
OG0009275	XP_006395500.1	XP_020881280.1
OG0009276	XP_006395502.1	XP_020881058.1
OG0009277	XP_006395505.1	XP_020881618.1
OG0009278	XP_006395510.1	XP_020880413.1
OG0009279	XP_006395524.1	XP_020879888.1
OG0009280	XP_006395536.1	XP_020880230.1
OG0009281	XP_024007169.1	XP_002875320.2
OG0009282	XP_024007170.1	XP_002875318.1
OG0009283	XP_006395559.1	XP_002876970.1
OG0009284	XP_024006879.1	XP_002876940.1
OG0009285	XP_006395611.1	XP_020880390.1
OG0009286	XP_024006763.1	XP_020879979.1
OG0009287	XP_006402174.1	XP_020871315.1
OG0009288	XP_006395631.1	XP_020882201.1
OG0009289	XP_024012318.1	XP_002864076.2
OG0009290	XP_006391010.1	XP_002887238.1
OG0009291	XP_006391026.1	XP_020891193.1
OG0009292	XP_024014642.1	XP_020891361.1
OG0009293	XP_006398281.1	XP_002865214.1
OG0009294	XP_024011020.1	XP_020871630.1
OG0009295	XP_006395172.1	XP_020870843.1
OG0009296	XP_006398256.1	XP_002863460.1
OG0009297	XP_006398255.1	XP_020871281.1
OG0009298	XP_006398205.1	XP_002863489.1
OG0009299	XP_024011957.1	XP_002888302.1
OG0009300	XP_006398160.1	XP_020885876.1
OG0009301	XP_024011010.1	XP_002865286.1, XP_002863535.1
OG0009302	XP_006393219.1	XP_020866726.1
OG0009303	XP_006393172.1	XP_002894237.2
OG0009304	XP_006393164.2	XP_020870394.1
OG0009305	XP_024006046.1	XP_002891571.2
OG0009306	XP_006393153.1	XP_020867278.1
OG0009307	XP_024008431.1	XP_020866385.1
OG0009308	XP_006393056.1	XP_020870847.1
OG0009309	XP_006393008.1	XP_020868162.1
OG0009310	XP_024005996.1	XP_002894330.1
OG0009311	XP_006392978.1	XP_020869290.1
OG0009313	XP_006392901.1	XP_020868988.1
OG0009314	XP_024006360.1	XP_020869503.1
OG0009315	XP_006392844.1	XP_002894417.1
OG0009316	XP_006403318.1	XP_002863705.1
OG0009318	XP_006410514.1	XP_020882861.1
OG0009319	XP_024016812.1	XP_020884020.1
OG0009320	XP_006410544.1	XP_002881318.1
OG0009321	XP_006410549.1	XP_020884235.1
OG0009322	XP_006410560.1	XP_002881326.1
OG0009323	XP_006410598.1	XP_020883207.1
OG0009324	XP_006410601.1	XP_002879502.1
OG0009325	XP_006410611.1	XP_002879508.1
OG0009326	XP_006410613.1	XP_002881348.1
OG0009327	XP_024003700.1	XP_002879512.1
OG0009328	XP_006410636.2	XP_020883018.1
OG0009329	XP_006410640.1	XP_020884734.1
OG0009330	XP_006410646.1	XP_002879524.1
OG0009331	XP_006410674.1	XP_002881379.1
OG0009332	XP_006410686.1	XP_002879543.1
OG0009333	XP_024003733.1	XP_020884542.1
OG0009335	XP_024016683.1	XP_002879565.1
OG0009336	XP_006410745.1	XP_002879573.1
OG0009337	XP_006410748.1	XP_002879574.1
OG0009338	XP_006410750.1	XP_020883698.1
OG0009339	XP_024004540.1	XP_002867938.2
OG0009340	XP_024005867.1	XP_002879817.1
OG0009341	XP_006414004.1	XP_020874534.1
OG0009342	XP_006414043.1	XP_020874305.1
OG0009343	XP_006414028.2	XP_002867966.1
OG0009344	XP_006414024.1, XP_006402128.2	XP_002867965.1
OG0009345	XP_006414158.1	XP_020875354.1
OG0009346	XP_006414170.1	XP_020874070.1
OG0009347	XP_006414185.1	XP_002868035.1
OG0009348	XP_006414186.1	XP_002870084.1
OG0009349	XP_006414203.1	XP_002870092.1
OG0009350	XP_006414249.1, XP_006414250.1	XP_002870113.1
OG0009351	XP_006414256.1	XP_002868076.1
OG0009352	XP_006414258.1	XP_002868078.1
OG0009353	XP_006419137.1	XP_002875592.1
OG0009354	XP_006403969.1	XP_002876060.1
OG0009355	XP_006403984.1	XP_002876053.1
OG0009356	XP_024007684.1	XP_002892940.2
OG0009357	XP_006404002.1	XP_002877770.1
OG0009359	XP_006404023.1	XP_002877750.1
OG0009360	XP_024013480.1	XP_020881437.1
OG0009361	XP_006404029.2	XP_002877747.2
OG0009362	XP_024013584.1	XP_020881880.1
OG0009363	XP_006413551.1	XP_020873419.1
OG0009364	XP_006402157.2	XP_020885293.1
OG0009365	XP_006401833.1	XP_020866916.1
OG0009366	XP_006401847.1	XP_002864158.1
OG0009367	XP_006401904.1	XP_002864135.2
OG0009368	XP_006401983.1	XP_002865859.2
OG0009369	XP_006419171.1	XP_002877261.1
OG0009370	XP_024016645.1	XP_002885847.1
OG0009371	XP_006409665.1	XP_020888076.1
OG0009372	XP_006409546.1	XP_020888072.1
OG0009373	XP_006409532.1	XP_002885975.1
OG0009374	XP_006409529.1	XP_020886008.1
OG0009375	XP_006409462.2	XP_002886213.1
OG0009376	XP_024016633.1	XP_020888000.1
OG0009377	XP_006402384.1	XP_002878450.1, XP_002886992.1
OG0009378	XP_006409336.1	XP_020887617.1
OG0009379	XP_006409332.1	XP_020889279.1
OG0009380	XP_006413475.1	XP_002869739.1
OG0009381	XP_006413481.1	XP_020873608.1
OG0009382	XP_006413503.1	XP_002869758.1
OG0009383	XP_006413495.1	XP_020873761.1
OG0009384	XP_024004705.1	XP_020873599.1
OG0009385	XP_006413593.1	XP_002867739.1
OG0009386	XP_024005478.1	XP_020873637.1
OG0009387	XP_006413639.1	XP_002869817.2
OG0009388	XP_024005282.1	XP_020873706.1
OG0009389	XP_006413689.1	XP_002869840.1
OG0009390	XP_006405298.1	XP_020875603.1
OG0009391	XP_006413711.1	XP_020873814.1
OG0009392	XP_006405312.1	XP_002870621.1
OG0009393	XP_006413911.1	XP_002867898.1
OG0009394	XP_006413893.1	XP_020872465.1
OG0009395	XP_006413886.1	XP_002869942.1
OG0009396	XP_006413869.1	XP_020874732.1
OG0009397	XP_006413868.1	XP_002867883.1
OG0009398	XP_006413862.1	XP_002869928.1
OG0009399	XP_006419068.1	XP_002875712.1, XP_002875715.1
OG0009400	XP_006416754.1	XP_020869202.1
OG0009401	XP_024005686.1	XP_020874073.1
OG0009402	XP_024005583.1	XP_020886920.1, XP_020875595.1
OG0009403	XP_006413791.1	XP_002869893.1
OG0009404	XP_006395711.1	XP_002876879.1
OG0009405	XP_006413770.1	XP_020873289.1
OG0009406	XP_006409013.1	XP_002886302.1
OG0009407	XP_006395475.1	XP_002863819.1
OG0009408	XP_006414366.1	XP_002868142.1
OG0009409	XP_006414346.1	XP_002870157.1
OG0009410	XP_006414336.1	XP_020873981.1, XP_020873982.1
OG0009411	XP_006414328.1	XP_020873975.1
OG0009412	XP_006414318.1	XP_020872071.1
OG0009413	XP_006414313.1	XP_002870137.1
OG0009414	XP_006414281.1	XP_002868088.1
OG0009415	XP_006414276.1	XP_002868086.1
OG0009416	XP_006408548.1	XP_020887817.1
OG0009417	XP_006408536.1	XP_020886882.1
OG0009418	XP_006408532.1	XP_002884269.2
OG0009419	XP_006408510.1	XP_020886092.1
OG0009421	XP_006393861.1	XP_002865052.1
OG0009422	XP_006393841.1	XP_020890730.1
OG0009423	XP_006393839.1	XP_002865067.1
OG0009424	XP_006393838.2	XP_002875870.1
OG0009425	XP_006393836.1	XP_002865069.1
OG0009426	XP_006393810.1	XP_020883882.1
OG0009427	XP_024007388.1	XP_020883935.1
OG0009428	XP_006402293.1	XP_020879986.1
OG0009429	XP_006402295.1	XP_020882369.1
OG0009430	XP_006402308.1	XP_002878496.1
OG0009431	XP_006402320.1	XP_002878489.2
OG0009432	XP_006402326.1	XP_020879778.1
OG0009433	XP_006402378.1	XP_020880113.1
OG0009434	XP_006402380.1	XP_020872231.1, XP_020880111.1
OG0009435	XP_006402391.1	XP_002878447.1, XP_002886995.1
OG0009436	XP_006402425.1	XP_002878423.1
OG0009437	XP_006402428.1	XP_020880851.1
OG0009438	XP_006408074.1	XP_020871341.1
OG0009439	XP_006402435.1	XP_020880827.1
OG0009440	XP_006402437.1	XP_020880816.1
OG0009441	XP_006402458.1	XP_020880810.1
OG0009442	XP_006402489.1	XP_002878376.1
OG0009443	XP_024004134.1	XP_020884731.1
OG0009444	XP_006402509.1	XP_020881578.1
OG0009445	XP_006402518.1	XP_020880000.1
OG0009446	XP_006402525.1	XP_020882045.1
OG0009447	XP_006402557.1	XP_020881340.1
OG0009448	XP_024013009.1	XP_002876569.1
OG0009449	XP_006402573.1	XP_020880430.1
OG0009450	XP_006402574.1	XP_002878340.1
OG0009451	XP_024012956.1	XP_002878336.1
OG0009452	XP_006402579.2	XP_002878335.2
OG0009453	XP_006402637.1	XP_020880247.1
OG0009454	XP_006402685.1	XP_020881165.1
OG0009455	XP_006402686.1	XP_020882000.1
OG0009456	XP_024012762.1	XP_020880167.1
OG0009457	XP_006402701.1	XP_020881019.1
OG0009458	XP_006402705.1	XP_020879610.1
OG0009459	XP_006402738.1	XP_002878249.1
OG0009460	XP_006402747.1	XP_002878240.1
OG0009461	XP_006402756.1	XP_020880594.1
OG0009462	XP_024012859.1	XP_002878231.1
OG0009463	XP_006402776.1	XP_002878226.1
OG0009464	XP_006402787.1	XP_002876463.1
OG0009465	XP_006402799.1	XP_020882013.1
OG0009466	XP_006402805.1	XP_002878190.1
OG0009467	XP_006402817.1	XP_002876449.1
OG0009468	XP_006402834.1	XP_002876442.1
OG0009469	XP_024013025.1	XP_020880189.1
OG0009470	XP_006402904.1	XP_002876398.2
OG0009471	XP_006402916.1	XP_020881248.1
OG0009472	XP_006402929.1	XP_002876389.1
OG0009473	XP_006402931.1	XP_020881755.1
OG0009474	XP_006402980.2	XP_020881349.1
OG0009475	XP_006403001.1	XP_002878077.2
OG0009476	XP_006403040.2	XP_002878055.1
OG0009478	XP_006403447.1	XP_002878038.1
OG0009479	XP_006403460.1	XP_020880023.1
OG0009480	XP_006403466.1	XP_020882421.1
OG0009481	XP_006403479.1	XP_002876292.1
OG0009482	XP_006403481.1	XP_002876290.1
OG0009483	XP_006403512.1	XP_020881680.1
OG0009484	XP_006403515.2	XP_002876277.1
OG0009485	XP_006403542.2	XP_020881416.1
OG0009486	XP_006403544.1	XP_020881252.1
OG0009487	XP_006403548.1	XP_020882037.1
OG0009488	XP_006403583.1	XP_020880993.1
OG0009489	XP_006403584.1	XP_002877971.1
OG0009490	XP_006403596.1	XP_002877965.2
OG0009491	XP_006403603.1	XP_020881263.1
OG0009492	XP_006403609.1	XP_020882385.1
OG0009493	XP_006403611.1	XP_002877960.1
OG0009494	XP_006403616.1	XP_002877956.1
OG0009495	XP_006416352.1	XP_002893137.1
OG0009496	XP_006403622.1	XP_002876238.1
OG0009497	XP_006403645.1	XP_020881326.1
OG0009498	XP_006403680.1	XP_020880625.1
OG0009499	XP_006403715.1	XP_020882275.1
OG0009500	XP_024013780.1	XP_020881976.1
OG0009501	XP_024013733.1	XP_020882285.1
OG0009502	XP_024003663.1, XP_006403720.1	XP_002877903.2
OG0009503	XP_006403760.1	XP_020881381.1
OG0009504	XP_006403763.1	XP_002877890.1
OG0009505	XP_024013834.1	XP_002876157.1
OG0009506	XP_006401663.1	XP_002864283.1
OG0009507	XP_006401675.1	XP_002864265.1
OG0009508	XP_006401689.1	XP_020885204.1
OG0009509	XP_006401690.1	XP_002864250.1
OG0009510	XP_006401699.1	XP_020872011.1
OG0009511	XP_024011475.1	XP_002864244.1
OG0009512	XP_006401716.1	XP_002864237.1
OG0009513	XP_006401719.1	XP_020866449.1
OG0009514	XP_006414393.1	XP_002870182.1
OG0009515	XP_006418733.1	XP_020889494.1
OG0009516	XP_006418722.1	XP_002885656.1
OG0009517	XP_006418652.1	XP_002885694.1, XP_002885686.1, XP_002883585.1
OG0009518	XP_006396133.1	XP_020888718.1
OG0009519	XP_006418770.1	XP_002885629.1
OG0009520	XP_006418761.1	XP_002885639.1
OG0009521	XP_006391413.1	XP_020891491.1
OG0009522	XP_006391480.1	XP_020891684.1
OG0009523	XP_024007379.1	XP_020891343.1
OG0009524	XP_024006730.1	XP_020890351.1
OG0009525	XP_006391288.1	XP_020890350.1
OG0009526	XP_006391256.1	XP_020890661.1
OG0009527	XP_006391236.1	XP_020890573.1
OG0009528	XP_024011940.1	XP_020891137.1
OG0009529	XP_006391198.1	XP_002887161.1
OG0009530	XP_006391184.1	XP_002888638.1
OG0009531	XP_006391182.1	XP_020891777.1
OG0009532	XP_006391173.1	XP_020891732.1
OG0009533	XP_006391166.1	XP_002887172.2
OG0009534	XP_006391140.1	XP_002887182.2
OG0009535	XP_006395913.1	XP_002870472.2
OG0009536	XP_006395907.1	XP_020874640.1
OG0009537	XP_006395124.1	XP_002865682.1
OG0009538	XP_006409209.1	XP_002884095.2
OG0009539	XP_024016468.1	XP_002886149.1
OG0009540	XP_006409128.1	XP_002884146.1
OG0009541	XP_006409092.1	XP_002886248.2
OG0009542	XP_006409038.1	XP_020886456.1
OG0009543	XP_006409037.1	XP_020886453.1
OG0009544	XP_006408887.1	XP_020885899.1
OG0009545	XP_024003952.1	XP_020883226.1
OG0009546	XP_006411364.1	XP_020884298.1
OG0009547	XP_024016711.1	XP_020883147.1
OG0009548	XP_006411344.1	XP_020885563.1
OG0009549	XP_006411340.2	XP_002879888.1
OG0009550	XP_006411332.1, XP_024013205.1	XP_020884297.1
OG0009551	XP_006411313.1	XP_002879873.1
OG0009552	XP_006411312.1	XP_020885047.1
OG0009553	XP_006411293.1	XP_002881718.1
OG0009554	XP_006411290.1	XP_002879865.1
OG0009555	XP_006411275.1	XP_020884759.1
OG0009556	XP_006411260.1	XP_020883885.1
OG0009557	XP_024003793.1	XP_020885674.1
OG0009558	XP_024003773.1	XP_020885427.1
OG0009559	XP_006411223.1	XP_020885108.1
OG0009560	XP_006411219.1	XP_002879823.1
OG0009561	XP_006411218.1	XP_020885114.1
OG0009562	XP_006411199.1	XP_002879812.2
OG0009563	XP_024009532.1	XP_020881675.1
OG0009564	XP_006411179.1	XP_002881660.1
OG0009565	XP_006411178.1	XP_020885188.1, XP_020871527.1
OG0009566	XP_006411170.1	XP_020883756.1
OG0009567	XP_006411148.1	XP_002881637.1
OG0009568	XP_006411137.1	XP_002881631.1
OG0009569	XP_006411113.1	XP_002879771.1
OG0009570	XP_024016869.1	XP_020885330.1
OG0009571	XP_024016868.1	XP_002879764.1
OG0009572	XP_006411094.1	XP_020885243.1
OG0009573	XP_024003757.1	XP_020883841.1
OG0009574	XP_006411091.1	XP_020883843.1
OG0009575	XP_006411077.1	XP_020885084.1
OG0009576	XP_024004190.1	XP_002879756.2
OG0009577	XP_006411064.1	XP_020882855.1
OG0009578	XP_006411062.1	XP_002881599.1
OG0009579	XP_006411046.1	XP_020882676.1
OG0009580	XP_006411027.1	XP_020883346.1, XP_002881574.1
OG0009581	XP_006411012.1	XP_020885159.1
OG0009582	XP_006411004.1	XP_020884790.1
OG0009583	XP_024004214.1	XP_002881557.1
OG0009584	XP_006398525.1	XP_002875070.1
OG0009585	XP_006410984.1	XP_002879711.1
OG0009586	XP_006410970.1	XP_020882729.1
OG0009587	XP_006410928.1	XP_020884875.1
OG0009588	XP_006410924.1	XP_020883436.1
OG0009589	XP_006410919.1	XP_020882859.1
OG0009590	XP_006395817.1	XP_002875109.1
OG0009591	XP_006410916.1	XP_002879662.1
OG0009592	XP_006397242.1	XP_002874500.1
OG0009593	XP_006410905.1	XP_002879658.1
OG0009594	XP_006410893.1	XP_002881491.1
OG0009595	XP_006410884.1	XP_020884272.1
OG0009596	XP_006410868.1	XP_002881482.1
OG0009597	XP_006410867.2	XP_002879630.2
OG0009598	XP_024010113.1	XP_020877677.1
OG0009599	XP_006396743.1	XP_020877750.1
OG0009600	XP_006396709.1	XP_002872684.1
OG0009601	XP_024009830.1	XP_002874796.2
OG0009602	XP_006396678.1	XP_002874806.1
OG0009603	XP_006398541.1	XP_002875075.1
OG0009604	XP_006396658.1	XP_002874817.1
OG0009605	XP_006396799.1	XP_020877674.1
OG0009606	XP_006396774.2	XP_020877741.1
OG0009607	XP_006396768.1	XP_020877728.1
OG0009608	XP_006396765.1	XP_002874771.1
OG0009609	XP_006404562.1	XP_020884100.1
OG0009610	XP_006404570.1	XP_020884326.1
OG0009611	XP_024014277.1	XP_020883409.1
OG0009612	XP_006404618.1	XP_020884184.1
OG0009613	XP_006404641.1	XP_020882745.1
OG0009614	XP_006404643.1	XP_002880404.1
