Orthogroup	Aethionema_saxatile	Alyssum_gmelinii
OG0008367	As012G269910	Ag001G006710
OG0008368	As012G269920	Ag001G006720
OG0008369	As012G269970	Ag001G006920
OG0008370	As012G270070	Ag001G007030
OG0008371	As012G270970	Ag001G009600
OG0008372	As012G271060	Ag001G009960
OG0008373	As012G271360	Ag001G010550
OG0008374	As012G271880	Ag001G011200
OG0008375	As012G272050	Ag001G014320
OG0008376	As012G272290	Ag007G627580, Ag001G015820
OG0008378	As012G273050	Ag001G021320
OG0008379	As012G273310	Ag001G022930
OG0008380	As012G274290	Ag001G029170
OG0008381	As012G274450	Ag001G029820, Ag001G031060
OG0008382	As012G274860	Ag002G161880
OG0008383	As012G274900	Ag002G161540
OG0008384	As012G274950	Ag002G161380
OG0008385	As012G275480	Ag001G065120
OG0008386	As012G275690	Ag001G064560
OG0008387	As012G275840	Ag001G064280
OG0008388	As012G275920	Ag001G068520
OG0008389	As012G276240	Ag001G069840
OG0008390	As012G276440	Ag001G070660
OG0008391	As012G277260	Ag001G072730
OG0008392	As012G277360	Ag001G072960
OG0008393	As012G277610	Ag001G073240, Ag002G179370
OG0008394	As012G277760	Ag001G073500
OG0008395	As012G278280	Ag001G074430
OG0008396	As012G278960	Ag001G066250
OG0008397	As012G279870	Ag001G074910
OG0008398	As012G279900	Ag001G074990
OG0008399	As012G279910	Ag001G076020
OG0008400	As012G279990	Ag001G074870
OG0008401	As012G280030	Ag001G075990
OG0008402	As012G281030	Ag001G076500
OG0008403	As012G281830	Ag001G078580
OG0008404	As012G281960, As012G281970, As012G281980	Ag001G080560, Ag001G078720
OG0008405	As012G282560	Ag001G080470
OG0008406	As012G282950	Ag001G081610
OG0008407	As012G283490	Ag001G083390, Ag001G083360
OG0008408	As012G284090	Ag001G085150
OG0008409	As012G284580	Ag001G086370
OG0008410	As012G284720	Ag001G087940
OG0008411	As012G284910	Ag001G088450
OG0008412	As012G284920	Ag001G088460
OG0008413	As012G285000	Ag001G088600
OG0008414	As012G285030	Ag001G088670
OG0008415	As012G285080	Ag001G088830
OG0008416	As012G285090	Ag001G088840
OG0008417	As012G285100	Ag002G195630
OG0008418	As012G285410	Ag002G130870, Ag007G650460, Ag002G130890
OG0008419	As012G285440	Ag001G090640
OG0008420	As012G285540	Ag001G090790
OG0008421	As012G285580	Ag001G090820
OG0008422	As012G285690	Ag001G091220
OG0008423	As012G285730	Ag001G091290
OG0008424	As012G285810	Ag001G091530
OG0008425	As012G286040	Ag001G092160
OG0008426	As012G286130	Ag001G092450
OG0008427	As012G286290	Ag001G092750
OG0008428	As012G286690	Ag001G093190, Ag001G093200
OG0008429	As012G286770	Ag001G093400
OG0008430	As012G287780	Ag001G095570
OG0008431	As012G287930	Ag001G096180
OG0008432	As012G287950	Ag001G096210, Ag004G338380
OG0008433	As012G288040	Ag001G096540
OG0008434	As012G288130	Ag001G096750
OG0008437	As012G288760	Ag001G098210
OG0008438	As012G288790	Ag001G098250
OG0008439	As012G288970	Ag001G098480
OG0008440	As012G289160	Ag001G098730, Ag001G064480, Ag001G064470
OG0008504	As001G000180	Ag003G253790
OG0008505	As001G000550	Ag003G254910
OG0008506	As001G000740	Ag003G255630
OG0008507	As001G000850	Ag003G256070
OG0008508	As001G000890	Ag003G256220
OG0008509	As001G001780	Ag003G259190
OG0008510	As001G001810	Ag003G259350, Ag001G083680
OG0008511	As001G001820	Ag003G259440
OG0008512	As001G001840	Ag003G259700
OG0008513	As001G001920	Ag003G260300
OG0008514	As001G002240	Ag003G261380
OG0008515	As001G002330	Ag003G261860
OG0008516	As001G002420, As001G002430	Ag003G266670, Ag003G265840
OG0008517	As001G002460	Ag003G265570, Ag003G266380
OG0008518	As001G002850	Ag008G719030
OG0008519	As001G002970	Ag003G266830
OG0008520	As001G003000	Ag003G266860
OG0008521	As001G003680	Ag003G268860
OG0008522	As001G003840	Ag003G269820
OG0008523	As001G004010	Ag003G270910
OG0008524	As001G004140	Ag003G271420
OG0008525	As001G004220	Ag003G271620
OG0008526	As001G004640	Ag003G273180
OG0008527	As001G004710	Ag003G279740
OG0008528	As001G004780	Ag003G279610
OG0008529	As001G005390	Ag003G278500
OG0008530	As001G005630	Ag003G277660, Ag003G277650
OG0008531	As001G005730	Ag003G277760
OG0008532	As001G005760	Ag003G277680
OG0008533	As001G006030	Ag003G276740
OG0008534	As001G006490	Ag003G278260
OG0008535	As001G006610	Ag003G276580
OG0008536	As001G006640	Ag003G276570
OG0008537	As001G007120	Ag003G276530
OG0008538	As001G009960	Ag003G276430
OG0008540	As001G012830, As011G262590	Ag003G281140, Ag003G281160
OG0008541	As001G013640	Ag003G273510
OG0008542	As001G013790	Ag003G273900
OG0008543	As001G013820	Ag003G281660
OG0008544	As001G014120	Ag003G281900
OG0008545	As001G014230	Ag003G282090
OG0008546	As001G014430	Ag003G282620
OG0008547	As001G014730	Ag003G283010
OG0008548	As004G078980, As001G015890	Ag007G579360
OG0008549	As004G079200, As001G016210	Ag007G578890
OG0008550	As001G016330	Ag007G578790
OG0008551	As001G016460	Ag007G578640
OG0008552	As001G016700	Ag007G578420
OG0008553	As001G016930	Ag007G578160
OG0008555	As001G017370	Ag001G101330
OG0008556	As001G017690	Ag001G101730
OG0008557	As001G018270	Ag004G315390
OG0008558	As001G018540	Ag004G364900, Ag004G365460
OG0008559	As001G018570	Ag004G365480, Ag004G364940
OG0008560	As001G019050	Ag004G366590
OG0008562	As001G019640	Ag004G368020
OG0008563	As001G019700, As008G187600	Ag004G310800
OG0008564	As001G020010	Ag004G369010
OG0008565	As001G020510	Ag004G370490
OG0008566	As001G020550	Ag004G370680
OG0008567	As001G021060	Ag004G372770
OG0008568	As001G021110	Ag004G372630
OG0008569	As001G021120, As011G256100	Ag005G431620
OG0008570	As001G021510	Ag004G374680
OG0008571	As001G021610	Ag004G375170
OG0008572	As001G021630	Ag004G375430
OG0008573	As001G021750	Ag004G376530
OG0008574	As001G021760	Ag004G375720, Ag004G376760, Ag004G375710, Ag007G623930, Ag004G376780
OG0008575	As001G021800	Ag004G376860
OG0008576	As008G185790	Ag004G314290
OG0008576	As001G021980	Ag004G377840
OG0008577	As008G185580	Ag004G314770
OG0008578	As001G022230	Ag004G322690
OG0008579	As001G022750	Ag005G441270
OG0008580	As001G022920	Ag005G406700, Ag005G406690
OG0008582	As001G023440	Ag005G455180
OG0008583	As001G023730	Ag008G661260
OG0008584	As001G024130	Ag008G662480
OG0008585	As001G024350	Ag008G662980
OG0008586	As001G024620	Ag008G663700
OG0008588	As001G024960	Ag008G665190
OG0008589	As001G025100	Ag008G665820
OG0008590	As001G025420	Ag008G666700
OG0008591	As001G025540	Ag008G667150
OG0008592	As001G025780	Ag008G667800
OG0008593	As001G025800	Ag008G667820
OG0008594	As001G026030	Ag008G668700
OG0008595	As001G026150	Ag008G668990
OG0008596	As001G026230	Ag008G669090
OG0008597	As001G026720	Ag008G671130
OG0008598	As001G026730	Ag008G671210
OG0008599	As001G027020	Ag006G513330
OG0008600	As001G027040	Ag008G672310
OG0008603	As001G027390	Ag008G679240, Ag008G682460
OG0008604	As001G027840	Ag007G608060
OG0008605	As001G027860	Ag006G573590
OG0008606	As001G028920	Ag004G359520
OG0008607	As001G029150	Ag004G304810, Ag007G636090
OG0008608	As001G029290	Ag004G360620
OG0008609	As001G029480	Ag004G364190
OG0008610	As001G030220	Ag004G401990
OG0008611	As001G030290	Ag004G401850
OG0008612	As001G030570	Ag004G400260
OG0008613	As001G030600	Ag004G400190
OG0008614	As001G030840	Ag004G397050
OG0008615	As001G030950	Ag004G390680, Ag004G395410
OG0008616	As001G031050	Ag004G389700, Ag004G394770
OG0008617	As001G031420, As001G031440	Ag006G519370, Ag004G386020
OG0008618	As001G031430	Ag004G386030, Ag006G519360
OG0008619	As001G031660	Ag004G382290
OG0008620	As001G031990	Ag004G380560
OG0008621	As002G032320	Ag005G470870
OG0008622	As002G049150, As002G032530	Ag008G702760
OG0008623	As002G033140, As002G032960	Ag002G189980
OG0008624	As002G033460	Ag002G188730
OG0008625	As002G033520	Ag002G189250
OG0008626	As002G034200	Ag005G477680
OG0008627	As005G108520	Ag006G496060
OG0008628	As002G035500	Ag005G475810
OG0008629	As002G036150	Ag005G474740
OG0008630	As002G036470	Ag005G474440
OG0008631	As002G036760	Ag005G474190
OG0008632	As002G037280	Ag005G472910
OG0008633	As002G037390	Ag005G472740
OG0008634	As002G037840	Ag005G472100, Ag005G471990
OG0008635	As002G038010	Ag005G472020
OG0008636	As002G038040	Ag005G471970, Ag005G472010
OG0008637	As002G038620	Ag005G471600
OG0008638	As002G038930	Ag005G471330
OG0008640	As002G042000	Ag001G041000
OG0008641	As002G042240	Ag001G044820, Ag001G047610
OG0008643	As002G042670	Ag008G675520
OG0008644	As002G042720	Ag008G677360
OG0008645	As002G042820	Ag004G301340, Ag008G664640, Ag002G163030
OG0008646	As002G043610	Ag008G680250
OG0008647	As002G043710, As002G043700	Ag008G680750
OG0008648	As002G044420	Ag008G683450
OG0008650	As002G044820	Ag008G683070
OG0008651	As002G044940	Ag008G684890
OG0008652	As002G045000	Ag008G684830
OG0008653	As002G045240	Ag008G686530
OG0008654	As002G045260	Ag008G686630
OG0008655	As002G045340	Ag008G686990
OG0008657	As002G045520	Ag008G688320, Ag008G690090
OG0008658	As002G045820	Ag008G687540
OG0008659	As002G045910	Ag008G689910, Ag008G688580
OG0008660	As002G046070	Ag008G689610, Ag008G688820
OG0008661	As002G046130	Ag008G689140, Ag008G689420
OG0008662	As002G046740	Ag008G694290
OG0008663	As002G046970	Ag008G694850
OG0008664	As002G047040	Ag008G694940
OG0008665	As002G047300	Ag008G695750
OG0008666	As002G047390	Ag008G696070
OG0008667	As002G047400	Ag008G696120
OG0008668	As002G047860	Ag008G697680
OG0008669	As002G048090	Ag008G698620
OG0008670	As002G048110	Ag008G698640
OG0008671	As002G048250	Ag008G699680
OG0008672	As002G048450	Ag008G699950
OG0008673	As002G048470	Ag008G700030
OG0008674	As002G048630	Ag008G700870
OG0008675	As002G048800	Ag008G701440
OG0008676	As002G048890	Ag008G701880
OG0008677	As002G049000	Ag008G702320
OG0008678	As002G049290	Ag008G703890
OG0008679	As002G049560	Ag008G704570
OG0008680	As002G049830	Ag008G705120
OG0008681	As002G049840	Ag008G705130
OG0008682	As002G049990	Ag007G644200
OG0008683	As002G050190	Ag007G644550
OG0008684	As002G050210	Ag007G644670
OG0008685	As002G050350	Ag007G611470
OG0008686	As002G050370	Ag007G611400
OG0008687	As002G050560	Ag007G610450
OG0008688	As002G050590	Ag007G610360
OG0008689	As002G050610	Ag007G610300
OG0008690	As002G050650	Ag007G610220
OG0008691	As002G050920	Ag007G609420
OG0008692	As002G050930	Ag007G609400
OG0008693	As002G051080	Ag007G609160
OG0008694	As002G051290	Ag007G608560
OG0008695	As002G051380	Ag007G608320
OG0008696	As002G051430	Ag001G091020, Ag005G489340, Ag001G091090, Ag007G608180
OG0008698	As002G051930	Ag007G607160
OG0008699	As002G052500	Ag007G605610
OG0008700	As012G274060, As002G052790	Ag007G604950
OG0008701	As002G052930	Ag007G604680
OG0008702	As002G053160	Ag007G604310
OG0008703	As002G053450	Ag007G603450
OG0008704	As002G053590	Ag007G602970
OG0008705	As002G053670	Ag007G602670
OG0008706	As002G053930	Ag007G602170
OG0008708	As002G054210	Ag007G601640
OG0008709	As002G054460	Ag007G601260
OG0008710	As002G054660	Ag007G600890
OG0008711	As002G054890	Ag007G600550
OG0008712	As002G054920	Ag007G600520
OG0008713	As002G055000	Ag007G600290
OG0008714	As002G055200	Ag007G599900
OG0008715	As003G055620	Ag006G577810
OG0008716	As004G089690, As003G056010	Ag006G577230
OG0008717	As003G056050	Ag006G577180
OG0008718	As003G056140	Ag006G576990
OG0008719	As003G056170	Ag006G576900
OG0008720	As003G056180	Ag006G576880
OG0008721	As003G056340	Ag006G576470
OG0008723	As003G057220	Ag006G573930
OG0008724	As004G087920	Ag002G104070
OG0008724	As003G057560	Ag006G572070
OG0008725	As003G057580	Ag006G572020
OG0008726	As003G057610	Ag006G571880
OG0008727	As003G057770	Ag006G571200
OG0008728	As003G057840	Ag006G570890
OG0008729	As003G057860	Ag006G570700
OG0008730	As003G058190	Ag006G559300
OG0008731	As003G058220	Ag006G559360
OG0008732	As003G058400	Ag006G559880
OG0008733	As004G086690	Ag006G561500
OG0008734	As003G058950	Ag006G563350
OG0008735	As003G059090	Ag006G564070, Ag005G404420
OG0008736	As003G059480	Ag006G565220
OG0008737	As003G059850	Ag006G567160
OG0008738	As003G060570	Ag006G552120, Ag008G705610, Ag005G409050
OG0008739	As004G085080, As003G060630	Ag002G143090
OG0008740	As003G060690	Ag006G551410
OG0008741	As003G060880	Ag006G550910
OG0008742	As003G060970	Ag006G550360
OG0008743	As003G060990	Ag006G550270
OG0008744	As003G061130	Ag006G547510, Ag006G549620
OG0008745	As003G061490	Ag006G548200, Ag006G546470
OG0008746	As003G061620	Ag004G345020
OG0008747	As003G061970	Ag006G544450, Ag006G543120
OG0008748	As004G083660, As003G062650	Ag002G147960
OG0008749	As003G062840, As012G271210	Ag006G539880, Ag006G537400
OG0008750	As003G063220	Ag006G539190, Ag006G536620
OG0008751	As003G063300	Ag006G538820, Ag006G536310
OG0008752	As003G063360	Ag006G536130
OG0008753	As003G063500	Ag006G535700
OG0008754	As003G063830	Ag006G535110
OG0008755	As003G064530	Ag006G532520
OG0008756	As003G064550	Ag002G203200
OG0008757	As003G065960, As003G065970	Ag007G584730
OG0008758	As003G066170	Ag007G584530
OG0008759	As003G067890	Ag007G583930
OG0008760	As003G068780	Ag007G583390
OG0008761	As003G069490, As010G240240	Ag003G236480
OG0008762	As003G069870	Ag007G582310
OG0008763	As003G069900	Ag007G582260
OG0008765	As003G071240	Ag007G580290
OG0008766	As003G071410	Ag007G579930
OG0008767	As003G071550	Ag007G579810
OG0008768	As003G071640	Ag007G579720
OG0008769	As003G072030	Ag003G286380
OG0008770	As003G072060	Ag003G286570
OG0008771	As003G072300	Ag003G287360, Ag003G287700, Ag003G287710
OG0008772	As003G072670	Ag003G288830
OG0008773	As003G072950	Ag003G289310
OG0008774	As003G073260	Ag003G289970
OG0008775	As003G073360	Ag003G290390
OG0008776	As003G073420	Ag003G290720
OG0008777	As003G073460	Ag003G290830
OG0008778	As003G074110	Ag003G292150
OG0008779	As003G074130	Ag003G292170
OG0008780	As003G074410	Ag003G292660
OG0008781	As003G074570	Ag003G292860
OG0008782	As003G074590	Ag003G292880
OG0008783	As003G074860	Ag003G293490
OG0008784	As003G075590	Ag003G295140
OG0008785	As004G076900	Ag003G252450
OG0008786	As004G076920	Ag007G643500
OG0008787	As004G077020	Ag007G644990
OG0008788	As004G077640	Ag007G646550
OG0008789	As004G077680	Ag002G197380
OG0008790	As004G078190	Ag007G648130
OG0008791	As004G078710	Ag007G579730
OG0008792	As004G079270	Ag006G501130, Ag006G501140, Ag006G501120
OG0008793	As004G079420	Ag007G578490
OG0008794	As004G079970	Ag002G164330
OG0008795	As004G080160	Ag002G156090
OG0008796	As004G081320	Ag002G159680
OG0008798	As004G082140	Ag002G157820
OG0008800	As004G082550	Ag002G202240
OG0008801	As004G082920	Ag005G465980
OG0008802	As004G083670	Ag002G147920
OG0008803	As004G084330	Ag004G341360
OG0008804	As004G084900	Ag002G143770
OG0008805	As004G085040	Ag002G144840
OG0008806	As004G085140	Ag002G142680
OG0008807	As004G085170	Ag002G142450
OG0008808	As004G085340	Ag002G141610
OG0008809	As004G085880	Ag002G138390, Ag002G137720
OG0008810	As004G086170	Ag002G131390
OG0008811	As004G086240	Ag002G129640
OG0008812	As004G086700	Ag002G127050
OG0008813	As004G086750	Ag002G126810
OG0008814	As004G087130	Ag002G124940
OG0008815	As004G087430	Ag002G102590
OG0008816	As004G087830	Ag002G103800
OG0008817	As004G088310	Ag002G110150, Ag002G106580
OG0008818	As004G088380	Ag002G110620, Ag002G107120
OG0008819	As004G089190	Ag002G120000
OG0008820	As004G089240	Ag002G120090
OG0008821	As004G089610	Ag002G115530, Ag002G120830
OG0008822	As004G090130	Ag002G123610
OG0008823	As004G090140	Ag002G123620
OG0008824	As004G092100	Ag001G042880
OG0008825	As004G092980	Ag001G043200
OG0008826	As004G093630	Ag001G043780, Ag001G045830
OG0008827	As004G093740	Ag001G039380, Ag001G043920
OG0008828	As004G094340	Ag001G038870
OG0008829	As004G094420	Ag005G430930, Ag005G429900
OG0008830	As004G095210	Ag001G037450
OG0008832	As004G095380	Ag001G036890
OG0008833	As004G095860	Ag001G035540
OG0008834	As004G096200	Ag001G034370
OG0008835	As004G096230	Ag001G034280
OG0008836	As004G096560	Ag001G033700
OG0008837	As004G096600	Ag001G033550
OG0008838	As004G097080	Ag007G651230
OG0008839	As004G097450, As004G097780	Ag002G177840
OG0008840	As004G097470, As008G190170	Ag007G653830
OG0008841	As004G097710	Ag007G655710
OG0008842	As004G097730	Ag007G655670
OG0008843	As004G098060	Ag007G656460
OG0008844	As004G098280	Ag006G555220
OG0008845	As004G098350	Ag007G657560
OG0008846	As005G098680	Ag002G206620
OG0008847	As005G098760	Ag002G206540
OG0008848	As005G098810	Ag002G206500
OG0008849	As005G100300	Ag002G204110
OG0008850	As005G100380	Ag002G203800
OG0008851	As005G100510	Ag002G203630
OG0008852	As005G100930	Ag002G203010
OG0008853	As005G101000	Ag002G202930
OG0008854	As005G101330	Ag002G202380
OG0008855	As005G101710	Ag002G201660
OG0008856	As005G101930	Ag002G201350
OG0008857	As005G102000	Ag002G201150
OG0008858	As005G102080	Ag002G200980
OG0008859	As012G286140, As005G102540	Ag001G092470
OG0008860	As005G103010	Ag002G198820
OG0008861	As005G103150	Ag002G198620
OG0008862	As005G103190	Ag002G198580
OG0008863	As005G103200	Ag002G198570
OG0008864	As005G103400	Ag002G198180
OG0008865	As005G104000	Ag002G196820
OG0008866	As005G104260	Ag002G196250
OG0008867	As005G104370	Ag001G089650
OG0008868	As005G104670	Ag002G194960, Ag003G251900
OG0008869	As005G104890	Ag002G193980
OG0008870	As005G104920	Ag002G193720
OG0008871	As005G104960	Ag002G193570
OG0008872	As005G105000	Ag007G607920, Ag007G607960, Ag007G607910, Ag007G607930
OG0008873	As005G105460	Ag002G191960
OG0008874	As005G105770	Ag002G192550
OG0008875	As005G106130	Ag002G190980
OG0008876	As005G106140	Ag002G190830
OG0008877	As005G106690	Ag006G491690
OG0008878	As005G106830	Ag006G491940, Ag004G387600
OG0008879	As005G106880	Ag006G491990
OG0008880	As005G106970, As005G106960	Ag006G492290
OG0008881	As005G107490	Ag006G493080
OG0008882	As005G107760	Ag006G493810
OG0008883	As005G108060	Ag006G494790
OG0008884	As005G108590	Ag006G496170
OG0008885	As005G108710	Ag006G496580
OG0008886	As005G108880	Ag006G496820
OG0008887	As005G109250	Ag006G497410
OG0008888	As005G109920	Ag008G719520
OG0008889	As005G110230	Ag008G719310
OG0008890	As005G110460	Ag008G719380
OG0008891	As005G110610	Ag008G719170
OG0008892	As005G111310	Ag008G718320
OG0008893	As005G111360	Ag008G718300
OG0008894	As005G111650	Ag008G719150
OG0008895	As005G111820	Ag008G717770
OG0008896	As008G192090	Ag008G724730
OG0008897	As005G112420	Ag008G716770
OG0008898	As005G112450	Ag008G716690
OG0008899	As005G112710	Ag008G716420
OG0008900	As005G112920	Ag008G716350
OG0008901	As005G112950	Ag008G716300
OG0008902	As005G113110	Ag008G716160
OG0008903	As005G113320	Ag008G715110
OG0008904	As005G113360	Ag008G715040
OG0008905	As005G113710	Ag004G342670, Ag008G713990
OG0008906	As005G113870	Ag008G713010
OG0008907	As005G114030	Ag008G712730
OG0008908	As005G114450	Ag008G711400
OG0008909	As005G114520	Ag008G730330
OG0008911	As005G114670	Ag008G710450
OG0008912	As005G114750	Ag008G709970
OG0008913	As005G114820	Ag008G710020
OG0008914	As005G114900	Ag008G709860
OG0008915	As005G115290	Ag008G707760
OG0008916	As010G224270, As005G115400	Ag008G707680
OG0008917	As005G115610	Ag008G709180
OG0008918	As005G115750	Ag008G708140
OG0008919	As005G115810	Ag008G707480
OG0008920	As005G115850	Ag008G707120
OG0008921	As005G115890	Ag008G707050
OG0008922	As005G116720	Ag008G730220
OG0008923	As005G116780	Ag008G730270
OG0008924	As005G116820	Ag004G308220
OG0008925	As005G116880	Ag008G730480
OG0008926	As005G117190	Ag006G502260
OG0008927	As005G117330	Ag008G731060
OG0008928	As005G117630	Ag008G731570
OG0008929	As005G117790	Ag008G731800
OG0008930	As005G118120	Ag008G732240
OG0008931	As005G118210	Ag008G732440, Ag008G698380
OG0008932	As005G118230	Ag008G732490
OG0008933	As005G118980	Ag008G733770
OG0008934	As005G119070	Ag008G733990
OG0008935	As005G119240	Ag008G734180
OG0008936	As005G119360	Ag008G734390
OG0008937	As005G119710	Ag008G734780
OG0008938	As005G119860	Ag008G734980
OG0008939	As005G119870	Ag008G735000, Ag004G318200
OG0008940	As005G120000	Ag001G100120
OG0008941	As005G120250	Ag001G099930
OG0008942	As005G120320	Ag001G099860
OG0008943	As005G120350	Ag001G099810, Ag001G099820
OG0008944	As005G120520	Ag001G099540
OG0008945	As005G120660	Ag001G099350
OG0008946	As005G120880	Ag001G099140
OG0008947	As006G121320	Ag006G516960
OG0008948	As006G121330	Ag004G297750
OG0008949	As006G121570	Ag006G497340
OG0008950	As006G121650	Ag006G519910
OG0008951	As006G121670	Ag006G519850
OG0008952	As006G121800	Ag006G516460
OG0008953	As006G122120	Ag006G515380
OG0008954	As006G122350	Ag006G514890
OG0008955	As006G122870	Ag006G512580
OG0008956	As006G122950	Ag006G512250
OG0008957	As006G123090	Ag006G511610
OG0008958	As006G123550	Ag006G497780, Ag006G509550
OG0008959	As006G123680	Ag006G508570
OG0008960	As006G123860	Ag007G599260
OG0008961	As006G123880	Ag007G599240
OG0008962	As006G124700, As006G125370	Ag007G588220
OG0008963	As006G124740	Ag007G587240
OG0008964	As006G124760	Ag007G587260
OG0008965	As006G124970	Ag007G587630
OG0008966	As006G125010	Ag007G587700
OG0008967	As006G125410	Ag007G588280
OG0008968	As006G125490	Ag007G588490
OG0008969	As006G125560	Ag007G588400
OG0008970	As006G125940	Ag007G617030, Ag007G588790
OG0008971	As006G126000	Ag007G588720
OG0008972	As006G126210	Ag007G589730
OG0008973	As006G126240	Ag006G518260, Ag007G589700
OG0008974	As006G126270	Ag007G589620
OG0008975	As006G126750, As007G153780	Ag001G000020
OG0008977	As006G127280	Ag007G591180
OG0008978	As006G127390	Ag007G591360
OG0008979	As006G127540	Ag007G591570
OG0008980	As006G127750	Ag007G591910
OG0008982	As006G128240	Ag007G592670
OG0008983	As006G128280	Ag007G592710
OG0008984	As006G128900	Ag007G594090
OG0008985	As006G129120	Ag007G594720
OG0008986	As006G129140	Ag007G594780
OG0008987	As006G129300	Ag007G594960
OG0008988	As006G129340	Ag007G594990
OG0008989	As006G129590	Ag007G595350
OG0008990	As006G129630	Ag007G595420
OG0008991	As006G129880	Ag007G595810
OG0008992	As006G129950	Ag007G595920
OG0008993	As006G130070	Ag007G596130
OG0008994	As006G130350	Ag007G596660, Ag007G596670
OG0008995	As006G130360	Ag007G596680
OG0008996	As006G130760	Ag007G597270
OG0008997	As006G130820	Ag007G597120
OG0008998	As006G130860	Ag007G597060
OG0008999	As006G130940	Ag007G596930
OG0009000	As006G131400	Ag007G628250, Ag007G628290
OG0009001	As006G131550	Ag006G527370
OG0009002	As006G132080	Ag006G527800
OG0009003	As006G132180	Ag006G508460
OG0009004	As006G132280	Ag003G251740
OG0009005	As006G132310	Ag003G251690
OG0009006	As006G132590	Ag003G251070
OG0009007	As006G132800	Ag001G100290
OG0009008	As006G132820	Ag001G100320
OG0009009	As006G132830	Ag001G100330
OG0009010	As006G132920, As008G184190	Ag001G100660
OG0009011	As006G132930	Ag001G100640
OG0009012	As006G133240	Ag001G100760
OG0009013	As006G134080	Ag003G248680
OG0009014	As006G134370	Ag003G250980
OG0009015	As006G134500	Ag005G480700
OG0009016	As006G134920	Ag005G490240
OG0009017	As006G135170	Ag005G489920
OG0009018	As006G135550	Ag005G489150
OG0009019	As006G135610	Ag005G489100
OG0009020	As006G135840	Ag005G488500
OG0009021	As006G135930	Ag005G488390
OG0009022	As006G136080	Ag005G488140
OG0009023	As006G136150	Ag005G488060
OG0009024	As006G136160	Ag005G488050
OG0009025	As006G136460	Ag005G487600, Ag005G487620
OG0009026	As006G136720	Ag005G486980
OG0009027	As006G137270	Ag005G486250
OG0009028	As006G137330	Ag005G486150
OG0009029	As006G137340	Ag005G486120
OG0009030	As006G137480	Ag005G485770
OG0009031	As006G137660	Ag005G485560
OG0009032	As006G137830	Ag005G485280
OG0009033	As009G207100, As006G137860	Ag005G485190
OG0009034	As006G137910	Ag005G485140
OG0009035	As006G138100	Ag005G484810
OG0009036	As006G138400	Ag005G484340
OG0009037	As006G138450	Ag005G484220, Ag005G484210
OG0009038	As006G139040	Ag005G483180
OG0009039	As006G139060	Ag004G340650, Ag005G483160
OG0009040	As006G139590	Ag005G482290
OG0009041	As006G139860	Ag005G481910
OG0009042	As006G140160	Ag005G481360
OG0009043	As006G140280	Ag005G481180
OG0009044	As006G140540	Ag005G480690
OG0009045	As006G140780, As009G208470	Ag005G480440
OG0009047	As006G141030	Ag005G480210
OG0009048	As006G141060	Ag005G480170
OG0009049	As006G141080	Ag005G479840
OG0009050	As006G141670	Ag007G656650
OG0009051	As006G141700	Ag001G006800, Ag006G526380
OG0009052	As006G141800	Ag006G506880
OG0009053	As006G141810	Ag005G478900
OG0009054	As006G141880	Ag005G478850
OG0009055	As006G142230	Ag007G584180
OG0009056	As006G142280	Ag002G187380
OG0009057	As006G142350	Ag002G187130
OG0009058	As006G142450	Ag002G186690
OG0009059	As006G142550	Ag002G186430
OG0009060	As006G142590	Ag002G186290
OG0009061	As006G142720	Ag002G185710
OG0009062	As006G143340	Ag002G183080
OG0009063	As006G143350	Ag002G183030
OG0009064	As006G143520	Ag002G181840
OG0009065	As006G143720	Ag002G180490
OG0009066	As006G143920	Ag002G181460, Ag002G181470
OG0009067	As006G143950	Ag002G180120
OG0009068	As006G144360	Ag002G177940
OG0009069	As006G144370	Ag004G354220
OG0009070	As006G144400	Ag002G177850
OG0009071	As006G144660	Ag002G166050
OG0009072	As006G144720	Ag002G166130
OG0009073	As006G144740	Ag002G166350, Ag007G634980
OG0009074	As006G144760	Ag001G069820
OG0009075	As006G145080	Ag002G167360
OG0009076	As006G145190	Ag002G167930
OG0009077	As006G145460	Ag002G169650
OG0009078	As006G145720	Ag002G170780
OG0009079	As006G146050	Ag002G171830
OG0009080	As006G146930	Ag002G174480
OG0009081	As006G146940	Ag002G174470, Ag003G264530
OG0009082	As006G147260	Ag002G177470
OG0009083	As006G147310	Ag002G177460
OG0009084	As006G147940	Ag002G175020
OG0009085	As006G148410	Ag002G176760, Ag002G176770, Ag002G176810
OG0009086	As006G148420	Ag002G176210
OG0009087	As006G148610	Ag002G176060
OG0009088	As006G148830	Ag002G164780
OG0009089	As007G151900	Ag004G322750
OG0009090	As007G151920	Ag004G322770
OG0009091	As007G152000	Ag004G322950
OG0009092	As007G152060	Ag004G323020
OG0009093	As007G152180	Ag004G323130
OG0009094	As007G152210	Ag004G323530
OG0009095	As007G152440	Ag004G324330
OG0009097	As007G152890, As007G162460	Ag004G324950, Ag004G324960
OG0009098	As007G152980	Ag004G325110
OG0009099	As007G153010	Ag004G325200
OG0009100	As007G153290	Ag004G325670
OG0009101	As007G153650, As010G241560	Ag004G326500
OG0009102	As007G153810	Ag004G327170
OG0009103	As007G153920	Ag004G327350
OG0009104	As007G154080	Ag004G327970, Ag007G641810, Ag002G159700, Ag001G007230
OG0009105	As007G154600	Ag004G329440
OG0009106	As007G155010	Ag004G330240
OG0009107	As007G155050	Ag002G152870
