Orthogroup	Aethionema_saxatile	Eutrema_salsugineum
OG0006855	As005G107380	XP_024011417.1, XP_006409157.1
OG0006856	As005G107520	XP_006398705.2
OG0006857	As005G107530	XP_006398706.1
OG0006858	As005G107980	XP_024012321.1
OG0006859	As005G108040	XP_006398762.1
OG0006860	As005G108130	XP_006398768.1
OG0006861	As005G108230	XP_006398778.1
OG0006862	As005G108860	XP_006398848.1
OG0006863	As005G108890	XP_006398851.1
OG0006864	As005G109710	XP_006415627.1
OG0006865	As007G179320, As005G110070	XP_006400530.1
OG0006866	As005G110630	XP_006400552.1, XP_006400551.1
OG0006867	As005G110650	XP_006400562.1
OG0006868	As005G111390	XP_024012196.1
OG0006869	As005G111480	XP_006400599.1
OG0006870	As005G112320, As005G112310	XP_006400650.1
OG0006871	As010G226880, As005G112370	XP_024011495.1
OG0006872	As005G112470, As005G112460	XP_006400668.1
OG0006873	As005G112970	XP_006400699.1
OG0006874	As005G113160	XP_006400713.1
OG0006875	As005G113830, As010G225760	XP_006400803.1
OG0006876	As005G114080, As006G129840	XP_006400824.1
OG0006877	As005G114340	XP_006400856.1
OG0006878	As006G145260, As005G114640	XP_024011949.1
OG0006879	As005G114810	XP_006400914.1
OG0006880	As005G116100	XP_006394307.1
OG0006881	As005G116730	XP_006394242.1
OG0006882	As005G116740	XP_024006992.1
OG0006883	As005G116950	XP_006394215.1
OG0006884	As005G117040	XP_006394204.1
OG0006885	As005G117230	XP_006394182.1
OG0006886	As005G117300	XP_006394169.1
OG0006887	As005G117450	XP_006394154.1
OG0006888	As005G117460	XP_006410843.1, XP_006394153.1
OG0006889	As005G117810	XP_006394112.1
OG0006890	As005G117940	XP_006394099.1
OG0006891	As005G118110	XP_006394087.1
OG0006892	As005G118180	XP_006394079.2
OG0006893	As005G118440	XP_006394045.1
OG0006894	As005G118600	XP_006394022.1
OG0006895	As005G119140	XP_006393951.1
OG0006896	As005G119180	XP_006393947.1
OG0006897	As005G119280	XP_006393932.1
OG0006898	As010G229390, As005G120090	XP_006391188.2
OG0006899	As005G120400	XP_006393820.1
OG0006900	As005G120470	XP_006400262.1
OG0006901	As005G120500	XP_006413331.1, XP_006393827.1
OG0006902	As006G121020	XP_006396199.1
OG0006903	As006G121180, As009G214500	XP_006396223.1
OG0006904	As006G121280	XP_006396265.1
OG0006905	As008G199070, As006G121520	XP_024010006.1
OG0006906	As006G121980	XP_006396299.1
OG0006907	As006G122240	XP_006396329.1
OG0006908	As008G198460	XP_006418385.1
OG0006909	As006G122930	XP_006396410.1
OG0006910	As006G123720	XP_024010153.1
OG0006911	As006G123770	XP_006396525.1
OG0006912	As006G123870	XP_006396536.1
OG0006913	As006G124040	XP_006396555.1
OG0006914	As008G196910, As006G124250	XP_024008671.1, XP_006396587.1
OG0006915	As006G124580	XP_006403154.1
OG0006916	As006G124640	XP_006403162.1
OG0006917	As006G124750	XP_006403171.2
OG0006918	As006G125360	XP_006410475.1
OG0006919	As008G195830	XP_006410449.1
OG0006920	As006G125740	XP_006410352.1
OG0006921	As006G125780, As008G195760	XP_006410398.2
OG0006922	As006G125820	XP_006410404.1
OG0006923	As006G125830	XP_024004286.1
OG0006924	As008G195570, As006G125950	XP_006410419.1
OG0006925	As006G126260	XP_006410385.1
OG0006926	As006G126300	XP_006410379.1
OG0006927	As006G126360	XP_024003926.1
OG0006928	As006G126460	XP_006410339.1
OG0006929	As006G126940	XP_006410309.1
OG0006930	As006G126960	XP_006410308.1
OG0006931	As006G127100	XP_006410291.1
OG0006932	As006G127640	XP_006410217.1
OG0006933	As006G127900	XP_024003996.1
OG0006934	As006G128040	XP_024004097.1
OG0006935	As006G128160	XP_006410121.1
OG0006936	As006G128190	XP_006417864.1
OG0006937	As006G128370	XP_006410082.2
OG0006938	As006G128420	XP_006410062.1
OG0006939	As006G128720	XP_024004075.1, XP_024016744.1
OG0006940	As006G129170, As006G129150	XP_006409943.1
OG0006941	As006G129350	XP_006409922.1
OG0006942	As006G129530	XP_006409904.1
OG0006943	As006G129700	XP_006409883.1
OG0006944	As006G129870	XP_006409864.1
OG0006945	As006G130520	XP_006408590.1
OG0006946	As006G130590	XP_006408666.1
OG0006947	As006G130660	XP_006408647.1
OG0006948	As006G130830	XP_006408704.1
OG0006949	As006G130910	XP_024003730.1
OG0006950	As006G131860	XP_006408857.1
OG0006951	As006G131980	XP_024015987.1
OG0006952	As006G132060	XP_006408652.1, XP_006408817.1
OG0006953	As006G132730	XP_006408493.1
OG0006954	As006G134110	XP_006413188.1
OG0006956	As006G134760	XP_006408481.1
OG0006957	As006G134930	XP_006408462.1
OG0006958	As006G134980	XP_006408460.1
OG0006959	As006G135150	XP_006408443.1
OG0006960	As006G135590	XP_006408404.1
OG0006961	As006G135660	XP_024015549.1
OG0006962	As006G135850	XP_006408375.1
OG0006963	As006G135990	XP_006408357.1
OG0006964	As006G136070	XP_006408347.1
OG0006965	As006G136660	XP_006408287.1
OG0006966	As006G136820	XP_006408274.1
OG0006967	As006G136960	XP_006408257.1
OG0006968	As006G137300	XP_006408230.1
OG0006969	As006G137460	XP_006408204.1
OG0006970	As006G137560	XP_006408190.1
OG0006971	As006G137740, As009G207040	XP_006408178.1
OG0006972	As006G138010	XP_006408148.1
OG0006974	As006G138620	XP_006408088.1
OG0006975	As006G138800	XP_006408068.1
OG0006976	As006G139480	XP_006408002.1
OG0006977	As006G139490	XP_006408001.1
OG0006978	As006G139580	XP_006407986.1
OG0006979	As006G139790	XP_006407968.2
OG0006980	As006G139840	XP_006407965.1
OG0006981	As009G204370, As006G140050	XP_006400399.1
OG0006982	As006G140420	XP_006407902.1
OG0006983	As006G140440	XP_006407900.1
OG0006984	As006G140680	XP_006407882.1
OG0006985	As006G140850	XP_006407863.1
OG0006986	As006G141150	XP_006407839.1
OG0006987	As006G141530	XP_006407797.1
OG0006988	As006G142260	XP_006407723.1
OG0006989	As006G142740	XP_006411274.1
OG0006990	As006G142830	XP_006411264.1
OG0006991	As006G142920	XP_006411252.1
OG0006992	As006G143200	XP_006411222.1
OG0006993	As006G143280	XP_006411210.1
OG0006994	As006G143430	XP_006411189.1
OG0006995	As006G143770	XP_006411155.1
OG0006996	As006G143830	XP_006411163.1
OG0006997	As006G144250	XP_006411108.2
OG0006998	As006G144300	XP_024016869.1
OG0006999	As006G144340	XP_006411098.1
OG0007000	As006G144350	XP_006411097.1
OG0007001	As006G144420	XP_006410758.1
OG0007002	As006G144450	XP_006410760.1
OG0007003	As006G144600	XP_006410776.1
OG0007004	As006G144630	XP_006410779.1
OG0007005	As012G276150, As006G144710	XP_006410791.1
OG0007006	As006G144820	XP_006410798.1
OG0007007	As006G145050	XP_006410820.1
OG0007008	As006G145730	XP_006410891.1
OG0007009	As006G145910	XP_006410905.1
OG0007010	As006G146000, As006G145980, As006G146010	XP_006410916.1
OG0007011	As006G146070	XP_006410920.1
OG0007012	As006G146180	XP_006410928.1
OG0007013	As006G146970	XP_006410987.1
OG0007014	As006G147100	XP_006411028.1
OG0007015	As006G148290	XP_006411064.1
OG0007016	As007G152300	XP_024008062.1
OG0007017	As007G152320	XP_006389822.1
OG0007018	As007G152820	XP_006416827.1
OG0007020	As007G153260	XP_006416770.1
OG0007021	As007G153310	XP_006416762.1
OG0007022	As007G153530	XP_024007782.1
OG0007023	As010G241460, As007G153710	XP_006390676.1
OG0007024	As007G154030	XP_006416686.1
OG0007025	As007G154110, As007G154050	XP_006416677.1
OG0007026	As007G154310	XP_006416662.1
OG0007027	As007G154400	XP_006416653.1
OG0007028	As007G155040	XP_006416588.1
OG0007029	As007G155400	XP_006416545.1
OG0007030	As007G155410	XP_006416544.1
OG0007031	As007G155580	XP_006416528.1
OG0007032	As007G155590	XP_006416527.1
OG0007033	As007G155860	XP_024008149.1
OG0007034	As007G155960	XP_006416473.1
OG0007035	As007G156760	XP_006416374.1
OG0007036	As007G156930, As010G231390	XP_006416352.1
OG0007037	As007G157330	XP_006416306.1
OG0007038	As007G157890	XP_006416255.1
OG0007039	As007G157990	XP_006416248.1
OG0007040	As007G158110	XP_024008943.1
OG0007041	As007G158120	XP_006416232.1
OG0007042	As010G234650, As007G158750	XP_024007738.1
OG0007043	As007G159580	XP_006416084.2
OG0007044	As007G159730	XP_006416056.1
OG0007045	As007G159830, As010G233240	XP_006416042.1
OG0007046	As007G160090	XP_006416014.1
OG0007047	As007G161190	XP_006415884.1
OG0007048	As007G161740	XP_006415820.1
OG0007049	As007G161880	XP_024008670.1
OG0007050	As007G162770	XP_006413446.1
OG0007051	As007G163030	XP_006413416.1
OG0007052	As007G163140	XP_024004464.1, XP_024004475.1
OG0007053	As007G164680	XP_006401934.1
OG0007054	As007G177630, As007G177120	XP_006413051.1
OG0007055	As007G178080	XP_006404976.1
OG0007057	As007G179500	XP_006411002.1
OG0007058	As007G179940	XP_006404743.1
OG0007059	As007G180460	XP_006404673.1
OG0007060	As007G182010	XP_006404544.1
OG0007061	As007G182190	XP_006395212.1
OG0007062	As008G182850	XP_006391633.1, XP_006417000.1
OG0007064	As008G183500	XP_006417080.1
OG0007065	As008G184150	XP_006417145.1
OG0007066	As008G184310	XP_006417165.1
OG0007067	As008G184370	XP_006417171.1
OG0007068	As008G184760	XP_006417231.1
OG0007069	As008G184820	XP_006417238.1
OG0007070	As008G185510	XP_006417298.1
OG0007071	As008G185780	XP_006393676.1, XP_024012435.1, XP_006417297.1, XP_024008083.1, XP_006417332.2
OG0007072	As008G186290	XP_024008633.1
OG0007073	As008G186320	XP_006417384.1
OG0007074	As008G186540	XP_024008457.1
OG0007075	As008G186560	XP_006417396.1
OG0007076	As008G187300	XP_006417478.1
OG0007077	As008G187760	XP_006417503.1
OG0007078	As008G188030	XP_006417542.1
OG0007079	As008G188040	XP_006417545.2
OG0007080	As008G188520	XP_006417589.1
OG0007081	As008G189030	XP_024008327.1
OG0007082	As008G189480	XP_024008154.1
OG0007083	As008G191030	XP_006417709.1
OG0007084	As008G192230	XP_024010842.1
OG0007086	As008G192910	XP_006417816.1
OG0007087	As008G192930	XP_006417818.1
OG0007088	As008G193230	XP_006417870.2
OG0007089	As008G193280	XP_024011973.1
OG0007091	As008G193950	XP_006417945.1
OG0007092	As008G194130, As008G194120	XP_006417959.1
OG0007093	As008G194500	XP_006417994.1
OG0007094	As008G195580	XP_024008311.1
OG0007095	As008G195810	XP_024008664.1
OG0007096	As008G195920	XP_024008777.1
OG0007097	As008G195990	XP_006418113.1
OG0007098	As008G196030	XP_006418117.1
OG0007099	As008G196320	XP_006418146.1, XP_024010181.1
OG0007100	As008G196750	XP_006418229.1
OG0007101	As008G197010	XP_006418197.1
OG0007102	As008G197520	XP_024007802.1
OG0007103	As008G197540	XP_006418282.1
OG0007104	As008G197590	XP_006418288.1
OG0007105	As008G197600	XP_006418292.1
OG0007106	As008G198770	XP_024008453.1
OG0007107	As008G199340	XP_006403907.1
OG0007108	As008G199480	XP_006418486.1
OG0007109	As009G200050	XP_006399948.1
OG0007110	As009G200070	XP_006399945.1
OG0007111	As009G200090	XP_006399943.1
OG0007112	As009G200190	XP_024011569.1
OG0007113	As009G200580	XP_006399997.1
OG0007114	As009G201200	XP_006400059.1
OG0007115	As009G201420	XP_006400035.1
OG0007116	As009G201470	XP_006400089.1
OG0007117	As009G202360	XP_006400177.1
OG0007118	As009G202540	XP_006400197.1
OG0007119	As009G202550	XP_006400198.1
OG0007120	As009G202930	XP_006409320.1
OG0007121	As009G203160	XP_006400258.1
OG0007122	As009G203260	XP_024012144.1
OG0007123	As009G204540	XP_006400419.1
OG0007124	As009G205050	XP_024011982.1
OG0007125	As009G205370	XP_024006675.1
OG0007126	As009G205450	XP_006394890.1
OG0007127	As009G205890	XP_006394932.1
OG0007128	As009G206330	XP_006394966.1
OG0007130	As009G207530	XP_006395062.1
OG0007131	As009G208100	XP_006395106.1
OG0007132	As009G208300	XP_006395132.1
OG0007133	As009G209190	XP_024006704.1
OG0007134	As009G209550	XP_006395149.1
OG0007135	As009G210540	XP_006399844.1
OG0007136	As009G211320	XP_006399178.1
OG0007137	As009G211560	XP_006399153.1
OG0007138	As009G211900	XP_006399129.1
OG0007139	As009G212000	XP_006399839.1
OG0007140	As009G212180	XP_024012238.1
OG0007141	As009G212340	XP_006399103.1
OG0007142	As009G213140	XP_024011523.1
OG0007143	As009G214010	XP_006398966.1
OG0007144	As009G214070	XP_006398941.1
OG0007145	As009G214130	XP_006398949.1
OG0007146	As009G214570	XP_006398907.1
OG0007147	As009G214770	XP_006400506.1
OG0007148	As009G214980	XP_006394835.1
OG0007149	As009G215010	XP_006394830.1
OG0007150	As009G215080	XP_006394828.1
OG0007151	As009G215570	XP_006394754.1
OG0007152	As009G215590	XP_006394753.1
OG0007153	As009G215790	XP_006394732.1
OG0007154	As009G215800	XP_006394731.1
OG0007155	As009G216380	XP_006394680.1
OG0007156	As009G216500	XP_006394670.1
OG0007157	As009G216510	XP_006394669.1
OG0007158	As010G222330, As009G216880	XP_006404206.2
OG0007159	As009G216960	XP_006394626.1
OG0007160	As009G217050	XP_006394616.1
OG0007161	As009G217200	XP_006394598.1
OG0007162	As009G217210	XP_006394597.1
OG0007163	As009G217590	XP_006402176.1, XP_006394557.1
OG0007164	As009G217610	XP_006394554.1
OG0007165	As009G217670	XP_006394548.1
OG0007166	As009G217870	XP_006394527.2
OG0007167	As009G218150	XP_006394495.1
OG0007168	As009G218880	XP_006394396.1
OG0007169	As009G218970	XP_006394388.1
OG0007170	As009G219040	XP_006394375.1
OG0007171	As009G219190	XP_006394352.1
OG0007172	As010G223100	XP_006404304.1
OG0007173	As009G219390	XP_006394331.1
OG0007174	As009G219640	XP_006401051.1
OG0007175	As010G220670	XP_006403988.1
OG0007176	As010G221470	XP_006404103.1
OG0007177	As010G221650	XP_006404124.1
OG0007178	As010G223040	XP_006404293.1
OG0007179	As010G223220	XP_024006858.1
OG0007181	As010G224110	XP_006404430.2
OG0007182	As010G224850	XP_024012539.1
OG0007183	As010G225630	XP_006419069.1
OG0007184	As010G225690	XP_006419077.1
OG0007185	As010G226260	XP_006404470.1
OG0007186	As010G226490	XP_006419158.1
OG0007187	As010G228540, As010G229140	XP_006391275.1
OG0007188	As010G228820	XP_024011178.1
OG0007191	As010G232470	XP_006391024.1
OG0007192	As010G232670	XP_006390998.1
OG0007193	As010G232810	XP_006391176.2
OG0007194	As010G232960	XP_024013869.1
OG0007195	As010G232970	XP_006390950.2
OG0007196	As010G233010	XP_006390940.1
OG0007198	As010G233840	XP_006390823.1
OG0007199	As010G233930	XP_006390816.1
OG0007201	As010G234560	XP_006390744.1
OG0007202	As010G234780	XP_006390726.1
OG0007203	As010G234820	XP_024011437.1
OG0007204	As010G235140	XP_006389997.1
OG0007205	As010G235730	XP_006390066.1
OG0007206	As010G235790	XP_024011111.1, XP_006398178.1
OG0007207	As010G236130	XP_006390099.1
OG0007208	As010G236220	XP_006390109.1
OG0007209	As010G236700	XP_006390158.1
OG0007210	As010G237060	XP_006390199.1
OG0007211	As010G237260	XP_006390218.1
OG0007212	As010G237440	XP_006390241.1
OG0007213	As010G237760	XP_006390277.1
OG0007214	As010G237790	XP_006390280.1
OG0007215	As010G238570	XP_006390365.1
OG0007216	As010G238650	XP_006390372.1
OG0007217	As010G238710	XP_024010902.1
OG0007218	As010G238730	XP_006390388.1
OG0007219	As010G239040	XP_006390419.1
OG0007220	As010G239790	XP_006390512.1
OG0007221	As010G240490	XP_006390580.1
OG0007222	As010G240770	XP_006398007.1
OG0007223	As010G240990	XP_006390619.1
OG0007224	As010G241380	XP_024011219.1
OG0007225	As010G241640	XP_006389991.1
OG0007226	As010G242070	XP_006389964.1
OG0007227	As010G242180	XP_024012434.1
OG0007228	As010G242660	XP_006389901.1
OG0007229	As010G242750	XP_024006933.1
OG0007230	As010G243030	XP_006389868.1
OG0007231	As010G243260	XP_006416856.2, XP_006389841.1
OG0007232	As010G243280, As010G244230	XP_024012506.1
OG0007233	As010G243350	XP_006389837.1
OG0007234	As010G243400	XP_006389832.1
OG0007235	As010G243450	XP_006389826.1
OG0007236	As010G243600	XP_024007069.1
OG0007237	As010G243650	XP_006416881.1
OG0007238	As010G243970	XP_006389775.1
OG0007239	As010G244020	XP_006389769.1
OG0007240	As011G244850	XP_006407273.1
OG0007241	As011G244870	XP_006407271.1
OG0007242	As011G245550	XP_006391567.1
OG0007243	As011G245680	XP_006407176.1
OG0007244	As011G245810	XP_006407159.1
OG0007245	As011G246240	XP_006407118.1
OG0007246	As011G246290	XP_006407113.1
OG0007247	As011G246770	XP_006407064.1
OG0007248	As011G247550	XP_006406976.1
OG0007249	As011G247690	XP_006406960.1
OG0007250	As011G247750	XP_024015609.1
OG0007251	As011G247960	XP_006406920.1
OG0007252	As011G248010	XP_006406916.1
OG0007253	As011G248230	XP_006406887.1
OG0007254	As011G248240, As012G270780	XP_024015454.1
OG0007255	As011G248310	XP_006406871.1
OG0007256	As011G248360	XP_006406864.1
OG0007257	As011G248680	XP_006406618.2
OG0007258	As011G249230	XP_006406773.1
OG0007259	As011G249340	XP_024015069.1
OG0007260	As011G249560	XP_006406726.1
OG0007261	As011G249850	XP_006406689.1
OG0007262	As011G249870	XP_006406688.1
OG0007263	As011G250000	XP_006406670.1
OG0007264	As011G250130	XP_006406653.1
OG0007265	As011G250210	XP_006406641.1
OG0007266	As011G250540	XP_006406599.1
OG0007267	As011G250850	XP_006406568.1
OG0007268	As011G250980	XP_006406556.1
OG0007269	As011G251360	XP_006406518.1
OG0007270	As011G251410	XP_006406508.1
OG0007271	As011G251470	XP_006406503.1
OG0007272	As011G251570	XP_006406497.1
OG0007273	As011G251790	XP_006406471.1
OG0007274	As011G252100	XP_006406431.1
OG0007275	As011G252500	XP_006406406.1
OG0007276	As011G253140	XP_006406335.1
OG0007277	As011G253320	XP_006406303.1, XP_006406170.1
OG0007278	As011G253400	XP_006406257.1
OG0007279	As011G253510	XP_006406271.1
OG0007280	As011G253520	XP_006406274.1
OG0007281	As011G253590, As012G271280	XP_006406283.1
OG0007282	As011G254160	XP_006406205.1
OG0007283	As011G254170	XP_006406203.1
OG0007284	As011G254290	XP_006406187.2
OG0007285	As011G254300	XP_006406185.1
OG0007286	As011G254480	XP_006406158.1
OG0007287	As011G254580	XP_006406142.1, XP_024014952.1
OG0007288	As011G254680	XP_006406132.1
OG0007289	As011G255510	XP_006406003.1
OG0007290	As011G255640	XP_006418851.1
OG0007291	As011G255700	XP_006418841.1
OG0007292	As011G256080	XP_006418813.1
OG0007293	As011G256180	XP_024009230.1
OG0007294	As011G256440	XP_006418750.1
OG0007295	As011G256640	XP_006418732.1
OG0007296	As011G260430	XP_006409707.1
OG0007297	As011G261230	XP_006419016.1, XP_024003976.1
OG0007298	As011G261850	XP_024016572.1
OG0007299	As011G262630	XP_006409583.1
OG0007300	As011G263420	XP_006408927.1, XP_006409811.1
OG0007301	As011G264170	XP_006409350.1
OG0007302	As011G264340	XP_006409324.1
OG0007304	As011G265080	XP_006409192.1
OG0007305	As011G265680	XP_006409105.2
OG0007306	As011G265960	XP_006409075.1
OG0007307	As011G266300	XP_006408876.1
OG0007308	As011G267100	XP_006408960.1
OG0007309	As012G267680	XP_024015158.1
OG0007310	As012G268340	XP_006392624.1
OG0007311	As012G268730	XP_006392654.1
OG0007312	As012G268840	XP_006392675.1
OG0007313	As012G269430	XP_006392750.1
OG0007314	As012G270580	XP_006392901.1
OG0007315	As012G270840	XP_024006289.1
OG0007316	As012G270920	XP_006392953.1
OG0007317	As012G271320	XP_006392999.1
OG0007318	As012G271420	XP_006393029.1
OG0007319	As012G272440	XP_006393187.1
OG0007320	As012G272970	XP_006393264.1
OG0007321	As012G273110	XP_006393363.1
OG0007322	As012G273370	XP_006393331.1
OG0007323	As012G273780	XP_006393417.1
OG0007324	As012G273920	XP_006393463.1
OG0007325	As012G274190, As012G274180, As012G274200	XP_006393505.1
OG0007326	As012G274270	XP_006414376.1
OG0007327	As012G274300	XP_006414378.1
OG0007328	As012G274620	XP_006414418.1
OG0007329	As012G274940	XP_006410633.1
OG0007330	As012G274960	XP_024016673.1
OG0007331	As012G275610	XP_006403850.2
OG0007332	As012G275630	XP_006403846.1
OG0007333	As012G275870	XP_006403813.1
OG0007334	As012G276020	XP_006403799.1
OG0007335	As012G276040	XP_006403798.1
OG0007336	As012G276720	XP_006403717.1
OG0007337	As012G278680	XP_024013665.1
OG0007338	As012G279050	XP_006403887.1
OG0007339	As012G279530	XP_006403580.1
OG0007340	As012G280270	XP_006403556.1
OG0007341	As012G280940	XP_006403520.1
OG0007342	As012G281940	XP_006403454.1
OG0007343	As012G282120	XP_006412468.1, XP_006412516.1
OG0007345	As012G282960	XP_006402981.1
OG0007346	As012G283280	XP_006402943.1
OG0007347	As012G284950	XP_006402761.1
OG0007348	As012G284980	XP_006402759.1
OG0007349	As012G285660	XP_006397104.1, XP_006402673.2
OG0007350	As012G286720	XP_006402566.1
OG0007351	As012G286820	XP_024012939.1
OG0007352	As012G287380	XP_006402493.2
OG0007353	As012G288010	XP_006402419.1
OG0007354	As012G288070	XP_006402409.1
OG0007355	As012G289070	XP_006402300.1
OG0007413	As001G000150	XP_006412979.1
OG0007414	As001G000370	XP_024005894.1
OG0007415	As001G000390	XP_006412946.1
OG0007416	As001G000570	XP_006412926.1
OG0007417	As001G000650	XP_006412918.1
OG0007418	As001G000730	XP_024005609.1
OG0007420	As001G001520	XP_006412816.1
OG0007421	As001G001720	XP_006412801.1
OG0007422	As001G001890	XP_006412777.1
OG0007423	As001G002040	XP_006412761.1
OG0007424	As001G002290	XP_006412727.1
OG0007425	As001G002640	XP_006412685.1
OG0007426	As001G003380	XP_006412625.1
OG0007428	As001G003640	XP_006412600.1
OG0007429	As001G003690	XP_006412596.1
OG0007430	As001G003780	XP_006412585.1
OG0007431	As001G003800	XP_006412583.1
OG0007432	As001G003990	XP_006412564.1
OG0007433	As003G071030, As003G071040, As003G070990, As001G004430, As001G004440, As006G131020, As006G131130	XP_006417292.1
OG0007434	As001G004660	XP_006412505.1
OG0007435	As001G004670	XP_006412504.1
OG0007436	As001G004700	XP_006412499.1
OG0007437	As001G004730	XP_006412496.1
OG0007438	As001G004880	XP_006402043.1
OG0007439	As001G005170	XP_024005688.1
OG0007440	As001G006410	XP_006412437.1
OG0007442	As001G010220	XP_006412391.1
OG0007443	As001G010250, As001G015350	XP_006412358.1
OG0007444	As001G010280, As001G015340	XP_006412359.1
OG0007445	As001G012310	XP_006412313.1
OG0007446	As001G012840	XP_006412253.1
OG0007447	As003G064330, As004G092950, As001G013360, As001G013040	XP_024004507.1
OG0007448	As001G013680	XP_006412281.1
OG0007449	As001G013720	XP_006412284.1
OG0007450	As001G013760	XP_006412287.1
OG0007451	As001G014130	XP_024005757.1
OG0007452	As001G014200, As011G263190	XP_006412221.1
OG0007453	As001G014260	XP_006412211.1
OG0007454	As001G014280	XP_006412209.2
OG0007455	As001G014480	XP_006412186.1
OG0007456	As001G014770	XP_006412167.1
OG0007457	As001G015760, As001G015770	XP_006415365.1
OG0007458	As001G016010, As004G079130	XP_006415322.1
OG0007459	As001G016030	XP_006415321.1
OG0007460	As001G016440	XP_006415277.1
OG0007461	As001G016650	XP_006415250.1
OG0007462	As001G016680	XP_006415244.1
OG0007463	As001G016740	XP_006415236.1
OG0007464	As001G017540	XP_006414303.1
OG0007465	As001G017760	XP_024005512.1
OG0007466	As001G018070	XP_006414348.1
OG0007467	As001G018240	XP_006414363.1
OG0007468	As001G018360	XP_006392532.1
OG0007469	As001G018600	XP_006392492.1
OG0007470	As001G019110	XP_006414492.1
OG0007471	As001G019140	XP_006392412.1
OG0007472	As001G019200	XP_006399228.1
OG0007473	As001G019690	XP_006392315.1
OG0007474	As001G020310	XP_006392265.1, XP_006417467.1
OG0007475	As001G021380	XP_006392069.1
OG0007476	As001G021500	XP_024013259.1
OG0007477	As008G186460, As001G021550	XP_006417386.1
OG0007478	As001G021730	XP_006391988.1
OG0007479	As001G021870	XP_006391973.1
OG0007480	As001G021900	XP_006391968.1
OG0007481	As001G022200	XP_006398489.1
OG0007482	As001G022300	XP_006398501.1
OG0007483	As001G022400	XP_006398516.1
OG0007484	As001G022940, As009G212260	XP_006395848.1
OG0007485	As001G022980, As008G182690	XP_006416977.2
OG0007486	As001G023750	XP_006395753.1
OG0007487	As001G023850	XP_006395741.1
OG0007488	As001G023910	XP_006395734.1
OG0007489	As001G024010	XP_006395712.1
OG0007490	As001G024150	XP_024016486.1, XP_024016487.1, XP_006395697.1
OG0007492	As001G024610	XP_006395642.1
OG0007493	As001G024800	XP_006395625.1
OG0007494	As001G024930	XP_006395612.1
OG0007495	As001G025310	XP_006395561.1
OG0007496	As001G025350	XP_024007170.1
OG0007497	As001G025690	XP_006395520.1
OG0007498	As001G025820	XP_006395502.1
OG0007499	As001G025890	XP_006395495.1
OG0007500	As001G025930	XP_024006778.1
OG0007501	As001G026080	XP_006395473.1
OG0007502	As001G026090	XP_006395472.1
OG0007503	As001G026280	XP_024007337.1
OG0007504	As001G026630, As001G026650	XP_006395407.1
OG0007505	As001G027680	XP_006395300.1
OG0007506	As001G027720	XP_006395296.1
OG0007507	As001G027870	XP_006405653.2
OG0007508	As001G027900	XP_006395275.1
OG0007509	As001G028100	XP_006395253.1
OG0007510	As001G028260	XP_006391502.1
OG0007511	As001G028440	XP_024012728.1
OG0007512	As001G028570	XP_006391436.1
OG0007513	As001G029040	XP_006391351.1
OG0007514	As001G029070	XP_006391348.1
OG0007515	As001G029280	XP_006391520.1
OG0007516	As001G029510	XP_006391565.1
OG0007517	As009G203740, As001G030150	XP_006400322.1
OG0007518	As001G030360	XP_006391604.1
OG0007519	As001G030410	XP_006392691.1
OG0007520	As001G030810	XP_006391666.1
OG0007521	As001G030970	XP_006391689.1
OG0007522	As001G031230	XP_006391734.1
OG0007523	As001G031450	XP_024013280.1
OG0007525	As001G031600	XP_006391781.1
OG0007526	As001G031670	XP_006391794.1
OG0007527	As001G032080	XP_006391866.1
OG0007528	As001G032120	XP_006391896.1
OG0007529	As001G032210	XP_024015305.1
OG0007530	As002G032330	XP_006407312.1
OG0007531	As002G032350	XP_006407314.1
OG0007532	As002G032360	XP_006407315.1
OG0007533	As002G039160	XP_006407328.1
OG0007534	As002G032470	XP_006413003.2
OG0007535	As002G032510	XP_006413267.1
OG0007536	As002G032610	XP_024005693.1
OG0007537	As002G032670	XP_006413239.1
OG0007538	As002G033640	XP_024016711.1
OG0007539	As002G033720	XP_006411342.1
OG0007540	As002G033740	XP_006411339.1
OG0007541	As002G034000	XP_006392641.1
OG0007542	As002G034010	XP_006407708.1
OG0007543	As002G034070	XP_006407701.1
OG0007544	As002G034350	XP_006407669.1
OG0007545	As002G034380	XP_006407665.1
OG0007546	As002G034700	XP_006407642.1
OG0007547	As002G034850	XP_006407633.1
OG0007548	As002G035160, As002G035170	XP_006398831.1
OG0007549	As002G035190	XP_006407615.1
OG0007550	As002G035290	XP_024015772.1
OG0007551	As002G035580	XP_006407579.1
OG0007552	As002G035940, As002G035880	XP_006407557.1
OG0007553	As002G035980	XP_006398917.1
OG0007554	As002G036350	XP_006407507.1
OG0007555	As002G036990	XP_006407465.1
OG0007556	As002G037160	XP_006407460.1
OG0007557	As002G037210	XP_006407450.1
OG0007558	As002G037380	XP_006407438.1
OG0007559	As002G037460	XP_006407429.1
OG0007560	As002G037530	XP_006407422.1
OG0007561	As002G037550	XP_006407417.1
OG0007562	As002G037620	XP_024015780.1
OG0007563	As002G037770	XP_006412996.1
OG0007564	As002G037980	XP_006407391.1
OG0007565	As002G038000	XP_006407390.1
OG0007566	As002G038170	XP_024015623.1
OG0007567	As002G038870	XP_006407346.1
OG0007568	As002G038890	XP_006407342.1
OG0007569	As002G039630	XP_006412254.1
