Orthogroup	Aethionema_saxatile	Cochlearia_excelsa
OG0006440	As010G242760	g46517
OG0006441	As010G243550	g46569
OG0006442	As011G244710	g13148
OG0006443	As011G246180	g12200
OG0006444	As011G247090	g54284, g36620
OG0006445	As011G247610	g7081
OG0006446	As011G247760	g7067
OG0006447	As011G248040	g1451, g12107, g7054
OG0006448	As011G248340	g12096, g7038
OG0006449	As011G249260	g12057, g6975
OG0006450	As011G249430, As012G276940	g2640, g36001, g19415
OG0006451	As011G249520	g13283, g6945
OG0006452	As011G249570	g6941
OG0006453	As011G249600	g6937
OG0006454	As011G249680	g12041
OG0006455	As011G249820	g12034, g12033
OG0006456	As011G249900	g6916, g13294
OG0006457	As011G249930, As012G273690	g6915
OG0006458	As011G249960	g12030, g6914
OG0006459	As011G250050	g6910
OG0006460	As011G250220	g17688
OG0006461	As011G250300	g12016
OG0006462	As011G250490	g13307, g916
OG0006463	As011G250920	g6856
OG0006464	As011G250950	g6853
OG0006465	As011G251630	g6793
OG0006466	As011G252140	g11941, g6755
OG0006467	As011G252600	g11918
OG0006468	As011G253000, As011G252990	g6707
OG0006469	As011G253080	g13372
OG0006470	As011G253170	g11885
OG0006471	As011G253390	g11862, g13393
OG0006472	As011G254260	g13413
OG0006473	As011G254330	g6591, g11820
OG0006474	As011G254730	g6569
OG0006475	As011G254800	g6564
OG0006476	As011G255180	g6545
OG0006477	As011G255220	g6543
OG0006478	As011G255430	g11755
OG0006479	As011G256270	g13486, g6468
OG0006480	As011G258950	g13547, g11653
OG0006481	As011G262730	g13695
OG0006482	As011G264260	g6110, g14042
OG0006483	As011G264540	g14013
OG0006484	As011G264810	g6043
OG0006485	As011G265110	g13949
OG0006486	As011G265320	g13959
OG0006487	As011G265450	g13973, g6019, g36032
OG0006488	As011G266100	g5959, g13913
OG0006489	As011G266150	g5955, g13911
OG0006491	As011G267230	g5900, g13848
OG0006492	As012G268100	g54306
OG0006494	As012G268640	g36710
OG0006495	As012G269050	g27992
OG0006496	As012G269140	g54348
OG0006497	As012G269160	g54349
OG0006498	As012G269760	g36630, g54292
OG0006499	As012G269810	g36621
OG0006500	As012G270930	g36548
OG0006501	As012G271050	g36531
OG0006502	As012G271790	g36492
OG0006503	As012G271890	g36496
OG0006504	As012G272200	g36443
OG0006505	As012G272590	g36412
OG0006506	As012G272720	g28074
OG0006507	As012G274130	g28109
OG0006508	As012G274360	g24392
OG0006509	As012G275160	g51458
OG0006510	As012G275210	g37096
OG0006511	As012G275270	g51454
OG0006512	As012G275290	g37093
OG0006513	As012G275660	g2429
OG0006514	As012G275700	g2425, g19277
OG0006515	As012G280650	g2265
OG0006516	As012G281890	g2199, g19085
OG0006517	As012G281920, As012G281910, As012G281900	g2196
OG0006518	As012G282380	g2182
OG0006519	As012G282850	g2151, g19029
OG0006520	As012G283040	g19019
OG0006521	As012G283810	g2085
OG0006522	As012G285020	g18932
OG0006523	As012G286080	g18856
OG0006524	As012G286790	g1898
OG0006526	As012G287740	g1819
OG0006527	As012G287960	g11160
OG0006528	As012G288830, As012G288820	g18750
OG0006529	As012G289090	g18772
OG0006530	As012G289100	g11968
OG0006531	As012G289390	g18704
OG0006570	As001G000410	g17038
OG0006571	As001G000540	g23538
OG0006572	As001G000600	g17028, g23534
OG0006574	As001G001050	g23488
OG0006575	As001G001070	g23486
OG0006576	As001G001440	g23461
OG0006577	As001G001830	g23451, g47722
OG0006578	As001G002150	g10287
OG0006579	As001G002480	g17816
OG0006580	As001G003400	g47770, g16961
OG0006581	As001G003550	g23340, g23336
OG0006582	As001G003720	g47783, g23327
OG0006583	As001G004460	g23293
OG0006584	As001G004680	g23280
OG0006585	As001G005280	g23256
OG0006586	As001G006560, As007G155190	g50052
OG0006587	As001G006590	g23248
OG0006589	As001G012220	g18181
OG0006590	As001G012600	g23147, g18185
OG0006592	As001G014380	g23066
OG0006593	As001G014570	g47895
OG0006594	As001G014780	g47902
OG0006595	As001G014790	g23037
OG0006596	As001G014890	g47906
OG0006597	As001G015510	g23017, g47912
OG0006598	As001G015690	g32513
OG0006599	As001G016970	g50637, g32618
OG0006600	As001G017270	g17558, g24293
OG0006601	As001G017490	g24307
OG0006602	As001G017500	g24308
OG0006603	As001G017750	g47172
OG0006604	As001G018080	g51542
OG0006605	As001G018550	g4754
OG0006606	As008G188090, As001G019370	g27094
OG0006607	As001G020130	g41050
OG0006608	As001G020480	g13859
OG0006609	As001G021440	g40980
OG0006610	As001G021770, As008G186060	g31313
OG0006611	As008G186020, As001G021810	g31316, g27155
OG0006612	As008G185620, As001G022110	g49779
OG0006613	As001G022290	g31573, g27292
OG0006615	As001G022520	g18963
OG0006616	As001G022850	g10764
OG0006617	As001G023830	g10681
OG0006618	As001G024100, As008G183520	g31482, g49896
OG0006619	As001G024260	g49892
OG0006620	As001G024470	g10638
OG0006621	As001G024660	g16648
OG0006622	As001G024870	g10606
OG0006623	As001G025300	g10574
OG0006624	As001G025340	g1589
OG0006625	As001G025580	g10552
OG0006626	As001G025610	g1598
OG0006628	As001G025920	g10525
OG0006629	As001G026460	g10478
OG0006630	As001G026510	g10476
OG0006631	As001G026870	g10441
OG0006632	As001G027140	g10409
OG0006633	As001G027240	g10402
OG0006634	As001G027600	g10374
OG0006635	As002G046370, As001G028960	g39407
OG0006636	As001G029710	g41687, g44897
OG0006637	As001G029720	g26022
OG0006639	As001G029950	g18070
OG0006640	As001G029990	g17889
OG0006641	As001G030110	g43701
OG0006642	As001G030210	g46619
OG0006643	As001G030270	g16767
OG0006644	As001G030990	g40805
OG0006645	As001G031490	g40848
OG0006647	As002G033810	g37363, g51943
OG0006648	As002G033930	g7516
OG0006649	As002G033980	g12409
OG0006650	As003G071750, As003G071770, As002G034130	g22998
OG0006651	As002G034160	g12405
OG0006652	As005G108050	g5753
OG0006653	As002G035210	g13068, g7449
OG0006654	As002G036010	g12366
OG0006655	As009G214000, As002G036340	g12356
OG0006656	As002G036500	g7404
OG0006657	As002G036660	g7398
OG0006658	As002G036670	g7399
OG0006659	As002G037230	g7381
OG0006660	As002G037480	g13122, g12316
OG0006661	As002G037560	g7360
OG0006662	As002G037690, As002G037660	g13125
OG0006663	As002G038360, As002G038470	g7334
OG0006664	As002G038680	g12293
OG0006665	As002G039060	g13140
OG0006666	As002G040680	g1459
OG0006667	As002G041760	g695
OG0006668	As002G042490, As007G164030	g23806, g47526
OG0006669	As002G042890	g1344
OG0006670	As002G043320	g28331
OG0006671	As002G044250	g28370, g41222
OG0006672	As002G044320, As007G164900	g883
OG0006673	As002G044890	g906, g41268
OG0006674	As002G044900	g28404
OG0006675	As002G045140	g46820, g917
OG0006676	As002G045430	g947
OG0006677	As002G045750	g934
OG0006678	As002G046180	g958
OG0006679	As002G046240	g963
OG0006680	As002G046340	g39414, g28487
OG0006681	As002G046420	g41744, g39405
OG0006682	As002G046760	g39395
OG0006684	As002G047510	g1029, g39364
OG0006685	As002G048030	g28553, g1060
OG0006686	As002G048230	g39345
OG0006687	As002G048860	g28619
OG0006688	As002G048980	g28630
OG0006689	As002G049180	g28643
OG0006690	As002G049300	g1119
OG0006691	As002G050140	g10304
OG0006692	As002G050670	g29384
OG0006693	As002G050730	g5298, g29388
OG0006694	As002G050820	g29394, g5303
OG0006695	As002G050860	g5309
OG0006696	As002G052620	g45546
OG0006697	As005G118560, As002G052780	g29495, g45541
OG0006698	As002G053150	g5425
OG0006699	As002G053210	g5428
OG0006700	As002G053480	g29541, g5444
OG0006701	As002G053890	g250
OG0006703	As002G054280	g45061, g5493
OG0006704	As002G054510	g5503
OG0006705	As002G054610	g29592
OG0006706	As002G054800	g5519
OG0006707	As002G055120	g5536
OG0006708	As003G055630	g47199
OG0006709	As003G055670	g24271
OG0006710	As003G055990	g24246
OG0006711	As003G056030	g47227, g17530
OG0006712	As003G056400	g24228
OG0006713	As003G056430	g17504
OG0006714	As003G056600	g17486
OG0006715	As003G056970	g24182
OG0006716	As003G057430	g17451
OG0006717	As003G057670	g17437, g24138
OG0006718	As003G057930	g24119
OG0006719	As003G057980	g24116
OG0006720	As004G087180, As003G058180	g11029
OG0006721	As003G058470, As004G087010	g47336, g24066
OG0006722	As003G058530	g24063
OG0006723	As003G058790	g24278
OG0006724	As003G059470	g24009
OG0006725	As003G059760	g47397, g27191
OG0006726	As003G059940	g17319
OG0006727	As003G060610	g17286
OG0006728	As003G061480	g47458
OG0006729	As003G061520	g23894
OG0006731	As003G061870	g23874
OG0006732	As003G061910	g47475
OG0006733	As004G084060, As003G062050	g23858
OG0006734	As003G062070	g23856
OG0006735	As003G062100	g23853, g17235
OG0006736	As003G062230	g17228
OG0006737	As003G062270	g17226
OG0006738	As003G062960	g32704, g50715
OG0006739	As003G063990	g50773
OG0006741	As003G064610	g53812
OG0006742	As003G064760	g53742
OG0006743	As003G065070	g31581, g46551
OG0006744	As003G065480	g36257, g36250
OG0006745	As003G065830	g53985, g36228
OG0006746	As003G066870	g32303, g32299
OG0006747	As003G067040, As008G191580	g31073
OG0006748	As003G067370	g47491
OG0006749	As004G082010, As003G067930	g50431
OG0006750	As004G082250	g53958, g28135, g36199
OG0006751	As003G068280	g50437, g27640
OG0006752	As003G068710, As011G266700	g5936, g13865
OG0006753	As003G069180	g27665
OG0006754	As003G069720	g27675
OG0006755	As003G069780	g27676
OG0006756	As003G069810	g32384, g27677
OG0006757	As003G069950	g32399
OG0006758	As003G070240	g50515, g32412
OG0006759	As003G070660	g32441
OG0006760	As003G070850	g27699, g32456
OG0006761	As012G275100, As003G071050	g50538, g32467
OG0006762	As003G071270	g32482
OG0006763	As003G071560	g32504
OG0006764	As003G072010	g22978
OG0006765	As003G072480	g22942
OG0006766	As003G072800	g22916
OG0006767	As003G072930	g22906, g18257
OG0006768	As003G073330	g22871
OG0006769	As003G073410	g22862
OG0006770	As003G073900	g22826
OG0006771	As003G073960	g22820
OG0006772	As003G074150, As003G074170, As003G074160	g18286
OG0006773	As003G074380, As007G180110	g38482
OG0006774	As007G180490	g38508
OG0006775	As007G181790, As003G075940	g38541
OG0006776	As003G075980, As007G181820, As007G181830	g18325
OG0006777	As003G076210	g18343
OG0006778	As003G076560	g18359
OG0006780	As004G077780	g46742, g18094
OG0006781	As004G079510	g51523
OG0006782	As004G080490	g40235
OG0006783	As004G080960, As004G080980	g28178
OG0006784	As004G081170	g37088, g51432
OG0006785	As004G081470	g51395, g37969
OG0006786	As004G082220	g37055
OG0006787	As004G082270	g37040
OG0006788	As004G082580	g36998, g18841
OG0006789	As004G083030	g7851
OG0006791	As004G084410	g40357
OG0006792	As004G084610	g40379, g25693
OG0006793	As004G084680	g25687
OG0006794	As004G084690	g40168, g40377, g47808, g14960, g40380
OG0006795	As004G084750	g25680, g40384
OG0006796	As004G084970	g25670
OG0006797	As004G085670	g40441
OG0006799	As004G086480	g25524
OG0006800	As004G086550	g40486
OG0006801	As004G086740	g11050
OG0006802	As004G087410	g17079, g23622
OG0006803	As004G088300	g10967
OG0006804	As004G088620	g10957
OG0006805	As004G089090	g40639
OG0006806	As004G089140	g40643
OG0006807	As004G089200	g40645
OG0006808	As004G089260	g10919
OG0006809	As004G089480	g10914
OG0006810	As004G089660	g10902, g40679
OG0006811	As006G147080, As004G089740	g51689, g37240
OG0006812	As004G090250	g40713
OG0006813	As004G090510	g10841
OG0006815	As004G092680, As011G258230	g35820
OG0006816	As011G257610, As004G093430	g6421
OG0006817	As004G093730	g6443
OG0006818	As004G093800	g46978
OG0006819	As004G095140	g24570
OG0006820	As004G095750	g24515
OG0006821	As007G164520, As004G095880	g24499
OG0006822	As004G095960	g47080
OG0006823	As004G096490	g17658, g24460
OG0006824	As004G096570	g24452
OG0006825	As004G096660	g24442
OG0006826	As004G097580	g16828
OG0006827	As004G097700	g16815
OG0006828	As004G098440	g16758
OG0006829	As004G098480	g46621
OG0006830	As005G098620	g37777
OG0006831	As012G288890, As005G098650	g37774
OG0006832	As005G099380	g47005
OG0006833	As005G099490	g37729
OG0006834	As005G100190	g37080
OG0006835	As005G100210	g37698
OG0006836	As005G100340	g37682
OG0006837	As005G100720	g37661
OG0006838	As005G100810	g38248
OG0006839	As005G101060	g52292
OG0006840	As005G101110	g52291, g37637
OG0006841	As005G101240	g52283
OG0006842	As005G101380	g37622
OG0006843	As005G101400	g37620
OG0006844	As005G101700	g37611
OG0006845	As005G102320, As012G286240	g37569
OG0006846	As005G104040	g52115
OG0006847	As005G104180	g52107
OG0006848	As005G104510	g52085, g38197
OG0006849	As005G104560	g52083, g37464
OG0006850	As005G104900	g37445
OG0006851	As005G105250	g52047
OG0006853	As005G106170	g51992
OG0006854	As005G107190	g45310, g40742
OG0006856	As005G107520	g5787
OG0006857	As005G107530	g5786
OG0006858	As005G107980	g5761
OG0006859	As005G108040	g5754
OG0006860	As005G108130	g5750
OG0006861	As005G108230	g5742
OG0006862	As005G108860	g29810
OG0006863	As005G108890	g29808
OG0006864	As005G109710	g22267
OG0006865	As007G179320, As005G110070	g41421, g660
OG0006867	As005G110650	g28963
OG0006868	As005G111390	g41406
OG0006869	As005G111480	g41559, g41403
OG0006870	As005G112320, As005G112310	g41387
OG0006871	As010G226880, As005G112370	g28912, g41383
OG0006872	As005G112470, As005G112460	g28908
OG0006873	As005G112970	g28896
OG0006874	As005G113160	g28886
OG0006875	As005G113830, As010G225760	g41335
OG0006878	As006G145260, As005G114640	g28785
OG0006879	As005G114810	g41301, g28765
OG0006880	As005G116100	g9823, g316
OG0006881	As005G116730	g273
OG0006882	As005G116740	g272
OG0006883	As005G116950	g9791
OG0006884	As005G117040	g255, g9788
OG0006885	As005G117230	g243
OG0006886	As005G117300	g242, g9773
OG0006887	As005G117450	g9763, g232
OG0006888	As005G117460	g18645
OG0006889	As005G117810	g18654, g204
OG0006890	As005G117940	g201
OG0006891	As005G118110	g9729
OG0006892	As005G118180	g184
OG0006893	As005G118440	g157
OG0006894	As005G118600	g9708
OG0006895	As005G119140	g101
OG0006896	As005G119180	g98
OG0006897	As005G119280	g85
OG0006898	As010G229390, As005G120090	g44863
OG0006899	As005G120400	g19643
OG0006900	As005G120470	g4995
OG0006901	As005G120500	g19633
OG0006902	As006G121020	g25335
OG0006903	As006G121180, As009G214500	g39451
OG0006904	As006G121280	g25369
OG0006905	As008G199070, As006G121520	g25363
OG0006906	As006G121980	g39472
OG0006907	As006G122240	g39462
OG0006908	As008G198460	g26878
OG0006909	As006G122930	g39539
OG0006910	As006G123720	g39622, g45209
OG0006911	As006G123770	g25494
OG0006912	As006G123870	g25500
OG0006913	As006G124040	g39641
OG0006914	As008G196910, As006G124250	g30837
OG0006915	As006G124580	g39693, g11085
OG0006916	As006G124640	g39698, g11087
OG0006917	As006G124750	g39705
OG0006918	As006G125360	g51349
OG0006919	As006G125430, As008G195830	g51328, g39757
OG0006920	As006G125740	g39785
OG0006921	As006G125780, As008G195760	g51310, g39774, g37931
OG0006922	As006G125820	g51314
OG0006924	As008G195570, As006G125950	g51318, g39766
OG0006925	As006G126260	g37929
OG0006926	As006G126300	g51301
OG0006927	As006G126360	g51294
OG0006928	As006G126460	g39818
OG0006929	As006G126940	g51268
OG0006930	As006G126960	g51266
OG0006931	As006G127100	g39833
OG0006932	As006G127640	g51232
OG0006933	As006G127900	g39896
OG0006934	As006G128040	g51212, g39910
OG0006935	As006G128160	g51202
OG0006936	As006G128190	g26994, g49557
OG0006937	As006G128370	g39944
OG0006938	As006G128420	g39950
OG0006939	As006G128720	g39967
OG0006940	As006G129170, As006G129150	g37859
OG0006942	As006G129530	g37847
OG0006943	As006G129700	g40024
OG0006944	As006G129870	g37840
OG0006945	As006G130520	g40145
OG0006946	As006G130590	g40138
OG0006947	As006G130660	g40129
OG0006948	As006G130830	g40118
OG0006949	As006G130910	g40107
OG0006950	As006G131860	g38296
OG0006951	As006G131980	g38306
OG0006952	As006G132060	g36837
OG0006953	As009G200680	g12735
OG0006953	As006G132730	g47732
OG0006954	As006G134110	g17134, g47583
OG0006955	As006G134400	g17109
OG0006956	As006G134760	g12710
OG0006957	As006G134930	g7913
OG0006958	As006G134980	g7912, g12696
OG0006959	As006G135150	g7897
OG0006960	As006G135590	g7864, g12681
OG0006961	As006G135660	g12678
OG0006962	As006G135850	g12759
OG0006963	As006G135990	g12760
OG0006964	As006G136070	g7837
OG0006965	As006G136660	g7819
OG0006966	As006G136820	g7813
OG0006967	As006G136960	g7807
OG0006968	As006G137300	g7794
OG0006969	As006G137460	g7782
OG0006970	As006G137560	g7766, g7775
OG0006971	As006G137740, As009G207040	g12596
OG0006974	As006G138620	g7707
OG0006975	As006G138800	g12552
OG0006976	As006G139480	g12906, g12511
OG0006977	As006G139490	g12907, g12510
OG0006978	As006G139580	g12507
OG0006979	As006G139790	g12498
OG0006980	As006G139840	g7657
OG0006981	As009G204370, As006G140050	g29047
OG0006982	As006G140420	g7626
OG0006983	As006G140440	g7625
OG0006984	As006G140680	g12945, g7613, g12461
OG0006985	As006G140850	g12450
OG0006986	As006G141150	g7593
OG0006987	As006G141530	g12432
OG0006988	As006G142260	g7521
OG0006989	As006G142740	g51870
OG0006990	As006G142830	g51863
OG0006991	As006G142920	g38137
OG0006992	As006G143200	g51464, g51814
OG0006993	As006G143280	g37330
OG0006994	As006G143430	g38129
OG0006995	As006G143770	g37315
OG0006996	As006G143830	g38125
OG0006997	As006G144250	g38109, g37297
OG0006998	As006G144300	g51739
OG0006999	As006G144340	g37291
OG0007000	As006G144350	g51738
OG0007002	As006G144450	g51551
OG0007003	As006G144600	g51564
OG0007004	As006G144630	g23508, g51568
OG0007005	As012G276150, As006G144710	g37151
OG0007006	As006G144820	g38031
OG0007007	As006G145050	g51585
OG0007008	As006G145730	g37196
OG0007009	As006G145910	g37203
OG0007010	As006G146000, As006G145980, As006G146010	g37207
OG0007011	As006G146070	g37209
OG0007012	As006G146180	g37212
OG0007013	As006G146970	g51678
OG0007014	As006G147100	g51710, g37261
OG0007015	As006G148290	g37280
OG0007016	As007G152300	g31620
OG0007017	As007G152320	g46561
OG0007018	As007G152820	g27340
OG0007019	As007G152840	g7288
OG0007020	As007G153260	g31670
OG0007021	As007G153310	g49983, g31675
OG0007022	As007G153530	g31685, g49991
OG0007023	As010G241460, As007G153710	g44611
OG0007024	As007G154030	g50010
OG0007025	As007G154110, As007G154050	g31720
OG0007026	As007G154310	g50017, g31734
OG0007027	As007G154400	g31742
OG0007028	As007G155040	g31790
OG0007029	As007G155400	g50061
OG0007030	As007G155410	g50062, g27425
OG0007031	As007G155580	g31826
OG0007032	As007G155590	g50070, g31827
OG0007033	As007G155860	g31861
OG0007035	As007G156760	g31946, g27465
OG0007037	As007G157330	g31993
OG0007038	As007G157890	g32013
OG0007039	As007G157990	g50220
OG0007040	As007G158110	g50227
OG0007042	As010G234650, As007G158750	g44633
OG0007043	As007G159580	g27546
OG0007044	As007G159730	g50302
OG0007045	As007G159830, As010G233240	g50308, g32085
OG0007046	As007G160090	g27566, g50325
OG0007047	As007G161190	g50376
OG0007048	As007G161740	g32243
OG0007049	As007G161880	g32253
OG0007050	As007G162770	g17219, g1673
OG0007051	As007G163030	g23830
OG0007052	As007G163140	g17202
OG0007053	As007G164680	g28346
OG0007054	As007G177630, As007G177120	g23618
OG0007055	As007G178080	g50984
OG0007056	As007G179390	g50953
OG0007057	As007G179500	g51691
OG0007058	As007G179940	g38470
OG0007059	As007G180460	g50892, g38507
OG0007060	As007G182010	g50849
OG0007061	As007G182190	g10290
OG0007062	As008G182850	g27280
OG0007064	As008G183500	g27250
OG0007065	As008G184150	g27210
OG0007066	As008G184310	g31423
OG0007067	As008G184370	g49858
OG0007068	As008G184760	g49821
OG0007069	As008G184820	g49820
OG0007070	As008G185510	g49785, g31339
OG0007071	As008G185780	g11092
OG0007072	As008G186290	g27144
OG0007073	As008G186320	g31301
OG0007074	As008G186540	g27137
OG0007075	As008G186560	g31296
OG0007076	As008G187300	g31247
OG0007077	As008G187760	g31233
OG0007078	As008G188030	g31212
OG0007079	As008G188040	g49698
OG0007080	As008G188520	g27068, g31175
OG0007081	As008G189030	g31154
OG0007082	As008G189480	g31138
OG0007083	As008G191030	g49617
OG0007084	As008G192230	g50782
OG0007085	As008G192660	g31067
OG0007086	As008G192910	g31056, g27004
OG0007087	As008G192930	g31055
OG0007088	As008G193230	g31031
OG0007089	As008G193280	g28299
OG0007090	As008G193810	g23205
OG0007091	As008G193950	g26970
OG0007092	As008G194130, As008G194120	g49533
OG0007093	As008G194500	g30950
OG0007094	As008G195580	g49478
OG0007095	As008G195810	g26948, g30903
OG0007096	As008G195920	g26943
OG0007097	As008G195990	g49457
OG0007098	As008G196030	g49456
OG0007099	As008G196320	g49448
OG0007100	As008G196750	g49435
OG0007101	As008G197010	g30841
OG0007103	As008G197540	g49395, g30802
OG0007104	As008G197590	g49393
OG0007106	As008G198770	g30742
OG0007107	As008G199340	g2469, g19306
OG0007108	As008G199480	g49289
OG0007109	As009G200050	g5192
OG0007110	As009G200070	g29313, g5194
OG0007111	As009G200090	g5198
OG0007112	As009G200190	g5207
OG0007113	As009G200580	g5157
OG0007114	As009G201200	g5117, g29257
OG0007115	As009G201420	g5131
OG0007116	As009G201470	g29236
OG0007117	As009G202360	g29195
OG0007118	As009G202540	g29182
OG0007119	As009G202550	g5033
OG0007120	As009G202930	g29154, g13733
OG0007121	As009G203160	g29144
OG0007122	As009G203260	g29133
OG0007123	As009G204540	g4913
OG0007124	As009G205050	g29098
OG0007125	As009G205370	g4862
OG0007126	As009G205450	g10106
OG0007127	As009G205890	g4798
OG0007128	As009G206330	g10147
OG0007130	As009G207530	g10190
OG0007131	As009G208100	g4536, g10233
OG0007132	As009G208300	g18500, g10226, g17978
OG0007133	As009G209190	g10274
OG0007134	As009G209550	g10241, g1646, g1654
OG0007135	As009G210540	g29350
OG0007136	As009G211320	g5575, g45467
OG0007137	As009G211560	g29659, g45460
OG0007138	As009G211900	g29670
OG0007139	As009G212000	g5268
OG0007140	As009G212180	g5269
OG0007141	As009G212340	g5600
OG0007142	As009G213140	g5632
OG0007143	As009G214010	g5647, g29749
OG0007144	As009G214070	g29762
OG0007145	As009G214130	g5658, g29759
OG0007146	As009G214570	g29789
OG0007147	As009G214770	g29117
OG0007148	As009G214980	g618
OG0007149	As009G215010	g10078, g616
OG0007150	As009G215080	g10077
OG0007151	As009G215570	g10038
OG0007152	As009G215590	g10035
OG0007153	As009G215790	g563
OG0007154	As009G215800	g562
OG0007156	As009G216500	g522
OG0007157	As009G216510	g9996
OG0007158	As010G222330, As009G216880	g2680
OG0007159	As009G216960	g498
OG0007160	As009G217050	g493, g18587
OG0007161	As009G217200	g9958
OG0007162	As009G217210	g9957
OG0007163	As009G217590	g9943
OG0007164	As009G217610	g445, g9941
OG0007165	As009G217670	g443, g9932
OG0007166	As009G217870	g9912
OG0007167	As009G218150	g417
OG0007168	As009G218880	g9860
OG0007169	As009G218970	g9855
OG0007170	As009G219040	g347
OG0007171	As009G219190	g334
OG0007172	As009G219270, As010G223100	g2759
OG0007173	As009G219390	g325
OG0007174	As009G219640	g1217
OG0007175	As010G220670	g2524
OG0007176	As010G221470	g2609
OG0007178	As010G223040	g19486
OG0007179	As010G223220	g18615
OG0007181	As010G224110	g2812, g19526
OG0007182	As010G224850	g28770
OG0007183	As010G225630	g3005
OG0007184	As010G225690	g11446
OG0007185	As010G226260	g11467
OG0007186	As010G226490	g19616, g11500
OG0007187	As010G228540, As010G229140	g41688
OG0007188	As010G228820	g44904
OG0007191	As010G232470	g45794
OG0007192	As010G232670	g44753
OG0007193	As010G232810	g44854
OG0007194	As010G232960	g45822, g44715
OG0007195	As010G232970	g45823
OG0007197	As010G233720	g18009
OG0007198	As010G233840	g45884
OG0007199	As010G233930	g45893
OG0007200	As010G234090	g45909
OG0007201	As010G234560	g44636
OG0007202	As010G234780	g44624
OG0007203	As010G234820	g28966, g41417
OG0007204	As010G235140	g46441
OG0007205	As010G235730	g46384
OG0007206	As010G235790	g11000, g40543, g6261
OG0007207	As010G236130	g46348
OG0007208	As010G236220	g44364
OG0007209	As010G236700	g44386
OG0007210	As010G237060	g44399, g46274
OG0007211	As010G237260	g46263
OG0007212	As010G237440	g44416
OG0007213	As010G237760	g44436, g43487
OG0007214	As010G237790	g44440
OG0007215	As010G238570	g46177, g44489
OG0007216	As010G238650	g44496
OG0007217	As010G238710	g44498
OG0007218	As010G238730	g44501
OG0007219	As010G239040	g44519, g46142
OG0007220	As010G239790	g46091
OG0007221	As010G240490	g44575, g46052
OG0007222	As010G240770	g52162
OG0007223	As010G240990	g46018
OG0007224	As010G241380	g44608
OG0007225	As010G241640	g46443
OG0007226	As010G242070	g46470
OG0007227	As010G242180	g7425
OG0007228	As010G242660	g46514
OG0007229	As010G242750	g44327
OG0007230	As010G243030	g44313, g46533
OG0007231	As010G243260	g46545
OG0007232	As010G243280, As010G244230	g46600
OG0007233	As010G243350	g46548
OG0007234	As010G243400	g46552
OG0007235	As010G243450	g46559
OG0007236	As010G243600	g44295
OG0007237	As010G243650	g27313
OG0007238	As010G243970	g19596
OG0007239	As010G244020	g44278
OG0007240	As011G244850	g7267
OG0007241	As011G244870	g7265
OG0007243	As011G245680	g12220
OG0007244	As011G245810	g13201
OG0007245	As011G246240	g7186, g12197
OG0007246	As011G246290	g7179
OG0007247	As011G246770	g12175, g13221
OG0007248	As011G247550	g7086
OG0007249	As011G247690	g7074
OG0007250	As011G247750	g13238
OG0007252	As011G248010	g12108, g7057
OG0007253	As011G248230	g13250
OG0007254	As011G248240, As012G270780	g12102
OG0007255	As011G248310	g7040
OG0007256	As011G248360	g12094, g7036
OG0007257	As011G248680	g6883
OG0007258	As011G249230	g6978, g12058
OG0007259	As011G249340	g6959
OG0007260	As011G249560	g12046, g6944, g13287
OG0007261	As011G249850	g6919
OG0007262	As011G249870	g12031
OG0007263	As011G250000	g6913
OG0007264	As011G250130	g6905
OG0007265	As011G250210	g13300
OG0007266	As011G250540	g6872, g12007
OG0007267	As011G250850	g13321
OG0007268	As011G250980	g6850
OG0007269	As011G251360	g11962
OG0007270	As011G251410	g11960
OG0007271	As011G251470	g13336
OG0007272	As011G251570	g6799, g13338
OG0007273	As012G272410	g6779
OG0007274	As011G252100	g6758
OG0007275	As011G252500	g6750
OG0007276	As011G253140	g11888
OG0007277	As011G253320	g6685
OG0007278	As011G253400	g6663
OG0007279	As011G253510	g6672
OG0007280	As011G253520	g6673
OG0007281	As011G253590, As012G271280	g11870
OG0007282	As011G254160	g6596, g13410
OG0007283	As011G254170	g6595
OG0007284	As011G254290	g13415
OG0007286	As011G254480	g13425
OG0007287	As011G254580	g6573
OG0007288	As011G254680	g13434
OG0007289	As011G255510	g6513
OG0007290	As011G255640	g11750
OG0007291	As011G255700	g13474, g6507
OG0007292	As011G256080	g11734
OG0007293	As011G256180	g13478
OG0007294	As011G256440	g11724
OG0007295	As011G256640	g6450, g13510
OG0007296	As011G260430	g6301
OG0007297	As011G261230	g40058
OG0007298	As011G261850	g6310
OG0007299	As011G262630	g6171
OG0007300	As011G263420	g14182, g14181, g14193
OG0007301	As011G264170	g14045
OG0007302	As011G264340	g14033
OG0007303	As011G264710	g14006
OG0007304	As011G265080	g6026
OG0007305	As011G265680	g13934
OG0007306	As011G265960	g13918, g13802
OG0007307	As011G266300	g13808
OG0007308	As011G267100	g13853, g5907
OG0007309	As012G267680	g13144, g7292
OG0007310	As012G268340	g36721
OG0007311	As012G268730	g27984
OG0007312	As012G268840	g36700, g54335
OG0007313	As012G269430	g36665
OG0007314	As012G270580	g36577
OG0007315	As012G270840	g54254, g36559
OG0007316	As012G270920	g36553
OG0007317	As012G271320	g36521, g28031
OG0007318	As012G271420	g36512, g54218
OG0007319	As012G272440	g36422
OG0007320	As012G272970	g36391
OG0007321	As012G273110	g28098, g36356
