Orthogroup	Aethionema_saxatile	Brassica_oleracea
OG0007278	As011G253400	XP_013584095.1, XP_013583854.1
OG0007279	As011G253510	XP_013587123.1, XP_013583934.1
OG0007280	As011G253520	XP_013638068.1, XP_013625853.1
OG0007281	As011G253590, As012G271280	XP_013627418.1
OG0007282	As011G254160	XP_013584546.1, XP_013584736.1
OG0007283	As011G254170	XP_013607599.1, XP_013586359.1
OG0007284	As011G254290	XP_013623118.1, XP_013583598.1
OG0007285	As011G254300	XP_013625739.1, XP_013583584.1
OG0007286	As011G254480	XP_013630067.1, XP_013638715.1, XP_013638464.1
OG0007287	As011G254580	XP_013589284.1
OG0007288	As011G254680	XP_013609362.1, XP_013583754.1
OG0007289	As011G255510	XP_013596709.1, XP_013590294.1
OG0007290	As011G255640	XP_013593660.1, XP_013606771.1
OG0007291	As011G255700	XP_013598769.1, XP_013606721.1
OG0007292	As011G256080	XP_013630198.1, XP_013597433.1
OG0007293	As011G256180	XP_013598338.1
OG0007294	As011G256440	XP_013592959.1, XP_013617359.1
OG0007295	As011G256640	XP_013593227.1, XP_013630574.1
OG0007296	As011G260430	XP_013612958.1, XP_013622533.1
OG0007297	As011G261230	XP_013633748.1
OG0007298	As011G261850	XP_013622308.1, XP_013606256.1
OG0007299	As011G262630	XP_013593597.1, XP_013607184.1
OG0007300	As011G263420	XP_013610995.1
OG0007301	As011G264170	XP_013623132.1, XP_013593789.1
OG0007302	As011G264340	XP_013625570.1, XP_013595898.1
OG0007303	As011G264710	XP_013625373.1, XP_013593176.1
OG0007304	As011G265080	XP_013615564.1, XP_013596295.1, XP_013596217.1
OG0007305	As011G265680	XP_013609131.1, XP_013614943.1, XP_013626490.1
OG0007306	As011G265960	XP_013606372.1, XP_013615456.1
OG0007307	As011G266300	XP_013604300.1, XP_013615142.1
OG0007308	As011G267100	XP_013608607.1, XP_013593105.1
OG0007309	As012G267680	XP_013617148.1, XP_013586038.1
OG0007310	As012G268340	XP_013627960.1, XP_013588326.1
OG0007311	As012G268730	XP_013590341.1, XP_013590137.1
OG0007312	As012G268840	XP_013588107.1, XP_013590205.1
OG0007313	As012G269430	XP_013592700.1, XP_013588134.1
OG0007314	As012G270580	XP_013590748.1, XP_013590860.1
OG0007315	As012G270840	XP_013592400.1, XP_013592582.1
OG0007316	As012G270920	XP_013621760.1, XP_013592012.1
OG0007317	As012G271320	XP_013592902.1, XP_013591951.1
OG0007318	As012G271420	XP_013588325.1, XP_013590865.1
OG0007319	As012G272440	XP_013628374.1, XP_013589852.1
OG0007320	As012G272970	XP_013583880.1, XP_013614205.1
OG0007321	As012G273110	XP_013613775.1, XP_013602984.1
OG0007322	As012G273370	XP_013592627.1, XP_013637895.1
OG0007323	As012G273780	XP_013585914.1, XP_013604277.1
OG0007324	As012G273920	XP_013604738.1, XP_013587899.1, XP_013590212.1
OG0007325	As012G274190, As012G274180, As012G274200	XP_013589892.1
OG0007326	As012G274270	XP_013596793.1
OG0007327	As012G274300	XP_013593284.1, XP_013604339.1
OG0007329	As012G274940	XP_013628268.1, XP_013628261.1, XP_013615393.1, XP_013637172.1
OG0007330	As012G274960	XP_013629409.1, XP_013636258.1, XP_013636437.1
OG0007331	As012G275610	XP_013598320.1, XP_013614178.1, XP_013599560.1
OG0007332	As012G275630	XP_013602936.1, XP_013636098.1
OG0007333	As012G275870	XP_013603470.1, XP_013636222.1
OG0007334	As012G276020	XP_013631571.1
OG0007335	As012G276040	XP_013637314.1, XP_013593998.1
OG0007336	As012G276720	XP_013605508.1, XP_013591858.1
OG0007337	As012G278680	XP_013608796.1, XP_013604397.1
OG0007338	As012G279050	XP_013593921.1, XP_013603056.1
OG0007339	As012G279530	XP_013637247.1, XP_013605659.1
OG0007340	As012G280270	XP_013631821.1, XP_013631281.1
OG0007341	As012G280940	XP_013605310.1, XP_013592874.1
OG0007342	As012G281940	XP_013635449.1, XP_013602480.1
OG0007343	As012G282120	XP_013628456.1, XP_013601256.1
OG0007345	As012G282960	XP_013633773.1, XP_013601986.1
OG0007346	As012G283280	XP_013587795.1, XP_013605050.1, XP_013631588.1
OG0007347	As012G284950	XP_013602328.1, XP_013633660.1
OG0007348	As012G284980	XP_013600058.1, XP_013590012.1
OG0007349	As012G285660	XP_013600528.1
OG0007350	As012G286720	XP_013604900.1, XP_013631556.1, XP_013592259.1
OG0007351	As012G286820	XP_013634135.1, XP_013603429.1
OG0007352	As012G287380	XP_013636667.1, XP_013605889.1
OG0007353	As012G288010	XP_013631362.1, XP_013605925.1
OG0007354	As012G288070	XP_013604603.1, XP_013588097.1
OG0007355	As012G289070	XP_013602528.1, XP_013631282.1
OG0007413	As001G000150	XP_013615832.1, XP_013594109.1
OG0007414	As001G000370	XP_013592887.1
OG0007415	As001G000390	XP_013609952.1, XP_013596215.1
OG0007416	As001G000570	XP_013636513.1, XP_013595377.1
OG0007417	As001G000650	XP_013603028.1, XP_013622153.1, XP_013638369.1
OG0007418	As001G000730	XP_013596365.1, XP_013617263.1
OG0007420	As001G001520	XP_013609777.1, XP_013611141.1
OG0007421	As001G001720	XP_013629159.1
OG0007422	As001G001890	XP_013625493.1, XP_013595856.1
OG0007423	As001G002040	XP_013594669.1, XP_013593026.1
OG0007424	As001G002290	XP_013622915.1, XP_013598677.1
OG0007425	As001G002640	XP_013599031.1, XP_013602422.1
OG0007426	As001G003380	XP_013593103.1, XP_013611659.1
OG0007427	As001G003490	XP_013626685.1, XP_013636985.1
OG0007428	As001G003640	XP_013596811.1, XP_013627592.1
OG0007429	As001G003690	XP_013611317.1, XP_013622233.1
OG0007430	As001G003780	XP_013595646.1, XP_013626375.1
OG0007431	As001G003800	XP_013630327.1, XP_013608155.1
OG0007432	As001G003990	XP_013598973.1, XP_013583703.1
OG0007433	As006G131030	XP_013612254.1
OG0007433	As003G071030, As003G071040, As003G070990, As001G004430, As001G004440, As006G131020, As006G131130	XP_013585437.1
OG0007434	As001G004660	XP_013596746.1, XP_013614216.1
OG0007435	As001G004670	XP_013616422.1, XP_013614690.1, XP_013600266.1
OG0007436	As001G004700	XP_013595854.1, XP_013602058.1
OG0007437	As001G004730	XP_013596750.1, XP_013585967.1
OG0007438	As001G004880	XP_013612218.1
OG0007439	As001G005170	XP_013627862.1, XP_013591793.1
OG0007440	As001G006410	XP_013613181.1
OG0007441	As001G009850	XP_013629712.1
OG0007442	As001G010220	XP_013594076.1, XP_013638771.1
OG0007443	As001G010250, As001G015350	XP_013591863.1, XP_013627476.1
OG0007444	As001G010280, As001G015340	XP_013639407.1, XP_013595751.1
OG0007445	As001G012310	XP_013595625.1, XP_013596638.1
OG0007446	As001G012840	XP_013583565.1, XP_013598754.1
OG0007448	As001G013680	XP_013595398.1, XP_013621867.1
OG0007449	As001G013720	XP_013630245.1, XP_013593839.1, XP_013615841.1
OG0007450	As001G013760	XP_013626104.1
OG0007451	As001G014130	XP_013587878.1, XP_013626838.1
OG0007452	As001G014200, As011G263190	XP_013597697.1, XP_013622735.1
OG0007453	As001G014260	XP_013595500.1, XP_013602336.1
OG0007454	As001G014280	XP_013602263.1, XP_013622766.1
OG0007455	As001G014480	XP_013597148.1, XP_013589112.1, XP_013627821.1
OG0007456	As001G014770	XP_013597119.1, XP_013587746.1
OG0007457	As001G015760, As001G015770	XP_013619258.1
OG0007458	As001G016010, As004G079130	XP_013586715.1, XP_013604876.1
OG0007459	As001G016030	XP_013604878.1, XP_013584070.1
OG0007460	As001G016440	XP_013586629.1, XP_013586984.1
OG0007461	As001G016650	XP_013583958.1
OG0007462	As001G016680	XP_013584317.1, XP_013602905.1
OG0007463	As001G016740	XP_013586275.1, XP_013586232.1
OG0007464	As001G017540	XP_013600048.1, XP_013607634.1
OG0007465	As001G017760	XP_013592285.1, XP_013605551.1
OG0007466	As001G018070	XP_013596296.1, XP_013602409.1
OG0007467	As001G018240	XP_013604378.1
OG0007468	As001G018360	XP_013625959.1, XP_013606304.1
OG0007469	As001G018600	XP_013606107.1, XP_013612608.1
OG0007470	As001G019110	XP_013601672.1, XP_013605216.1
OG0007471	As001G019140	XP_013635060.1, XP_013612961.1
OG0007472	As001G019200	XP_013629278.1, XP_013609505.1
OG0007473	As001G019690	XP_013611047.1, XP_013605075.1
OG0007474	As001G020310	XP_013613190.1, XP_013585673.1
OG0007475	As001G021380	XP_013623245.1
OG0007476	As001G021500	XP_013606087.1, XP_013636647.1
OG0007477	As008G186460, As001G021550	XP_013601926.1, XP_013583496.1
OG0007478	As001G021730	XP_013595005.1, XP_013595105.1, XP_013634326.1
OG0007479	As001G021870	XP_013635550.1, XP_013594477.1, XP_013616865.1
OG0007480	As001G021900	XP_013634929.1, XP_013590813.1
OG0007481	As001G022200	XP_013620714.1, XP_013598124.1
OG0007482	As001G022300	XP_013616558.1, XP_013594258.1
OG0007483	As001G022400	XP_013595268.1, XP_013619291.1
OG0007484	As001G022940, As009G212260	XP_013620596.1, XP_013597833.1
OG0007485	As001G022980, As008G182690	XP_013604736.1, XP_013586371.1
OG0007486	As001G023750	XP_013621461.1, XP_013599420.1
OG0007487	As001G023850	XP_013594068.1, XP_013612000.1
OG0007488	As001G023910	XP_013597731.1, XP_013609687.1
OG0007489	As001G024010	XP_013596079.1, XP_013616663.1, XP_013616172.1
OG0007490	As001G024150	XP_013606519.1, XP_013618269.1
OG0007491	As001G024210	XP_013584357.1, XP_013600332.1
OG0007492	As001G024610	XP_013596504.1, XP_013619495.1
OG0007493	As001G024800	XP_013609905.1, XP_013596362.1
OG0007494	As001G024930	XP_013597254.1, XP_013619368.1
OG0007495	As001G025310	XP_013593486.1, XP_013606331.1
OG0007496	As001G025350	XP_013597548.1, XP_013613376.1
OG0007497	As001G025690	XP_013597284.1, XP_013613409.1
OG0007498	As001G025820	XP_013613375.1, XP_013609039.1
OG0007499	As001G025890	XP_013593645.1, XP_013611941.1
OG0007500	As001G025930	XP_013618568.1, XP_013615127.1, XP_013595548.1
OG0007501	As001G026080	XP_013615984.1, XP_013599378.1
OG0007502	As001G026090	XP_013599376.1, XP_013615983.1
OG0007503	As001G026280	XP_013595964.1
OG0007504	As001G026630, As001G026650	XP_013620361.1, XP_013597692.1
OG0007505	As001G027680	XP_013618448.1, XP_013595761.1
OG0007506	As001G027720	XP_013593750.1, XP_013607090.1
OG0007507	As001G027870	XP_013635002.1
OG0007508	As001G027900	XP_013599307.1, XP_013615777.1, XP_013620370.1, XP_013613305.1, XP_013615767.1
OG0007509	As001G028100	XP_013596925.1, XP_013619539.1, XP_013609592.1
OG0007510	As001G028260	XP_013621011.1, XP_013591508.1
OG0007511	As001G028440	XP_013613517.1, XP_013588536.1
OG0007512	As001G028570	XP_013618944.1, XP_013590691.1
OG0007513	As001G029040	XP_013616138.1
OG0007514	As001G029070	XP_013614779.1, XP_013591289.1
OG0007515	As001G029280	XP_013616340.1, XP_013588084.1
OG0007516	As001G029510	XP_013590131.1, XP_013618256.1
OG0007517	As009G203740, As001G030150	XP_013606749.1, XP_013630677.1
OG0007518	As001G030360	XP_013610121.1, XP_013610036.1
OG0007519	As001G030410	XP_013592730.1, XP_013629644.1
OG0007520	As001G030810	XP_013611718.1, XP_013612333.1
OG0007521	As001G030970	XP_013606273.1, XP_013606797.1
OG0007522	As001G031230	XP_013606936.1, XP_013609174.1
OG0007523	As001G031450	XP_013613896.1
OG0007525	As001G031600	XP_013613894.1, XP_013608699.1
OG0007526	As001G031670	XP_013612230.1, XP_013612070.1
OG0007527	As001G032080	XP_013610475.1, XP_013635339.1, XP_013610181.1
OG0007528	As001G032120	XP_013615136.1, XP_013609839.1, XP_013609235.1, XP_013633943.1
OG0007529	As001G032210	XP_013637406.1, XP_013611428.1
OG0007530	As002G032330	XP_013609511.1, XP_013629411.1
OG0007531	As002G032350	XP_013587733.1, XP_013590827.1
OG0007532	As002G032360	XP_013630256.1, XP_013604840.1
OG0007533	As002G039160	XP_013583996.1
OG0007534	As002G032470	XP_013595926.1, XP_013601138.1
OG0007535	As002G032510	XP_013586555.1, XP_013596339.1
OG0007536	As002G032610	XP_013598491.1, XP_013614961.1
OG0007537	As002G032670	XP_013596493.1, XP_013585355.1
OG0007538	As002G033640	XP_013631048.1, XP_013631342.1
OG0007539	As002G033720	XP_013636066.1
OG0007540	As002G033740	XP_013636898.1, XP_013628906.1
OG0007541	As002G034000	XP_013587363.1, XP_013625744.1
OG0007543	As002G034070	XP_013625336.1, XP_013595546.1, XP_013620259.1, XP_013615811.1
OG0007544	As002G034350	XP_013615165.1, XP_013596315.1
OG0007545	As002G034380	XP_013613220.1, XP_013587178.1
OG0007546	As002G034700	XP_013635597.1, XP_013637710.1
OG0007547	As002G034850	XP_013638386.1, XP_013594777.1
OG0007548	As002G035160, As002G035170	XP_013611348.1, XP_013629528.1
OG0007549	As002G035190	XP_013583561.1, XP_013622550.1
OG0007550	As002G035290	XP_013583560.1, XP_013586632.1
OG0007551	As002G035580	XP_013583658.1, XP_013614951.1
OG0007552	As002G035940, As002G035880	XP_013586554.1, XP_013616078.1
OG0007553	As002G035980	XP_013613047.1, XP_013619166.1
OG0007554	As002G036350	XP_013587518.1, XP_013614510.1
OG0007555	As002G036990	XP_013584366.1
OG0007556	As002G037160	XP_013622117.1, XP_013583693.1
OG0007557	As002G037210	XP_013617403.1, XP_013587090.1
OG0007558	As002G037380	XP_013625699.1, XP_013583956.1
OG0007559	As002G037460	XP_013628144.1, XP_013585714.1
OG0007560	As002G037530	XP_013583612.1, XP_013585085.1
OG0007561	As002G037550	XP_013625392.1, XP_013637659.1
OG0007562	As002G037620	XP_013628470.1, XP_013638397.1
OG0007563	As002G037770	XP_013597500.1, XP_013604060.1, XP_013601385.1
OG0007564	As002G037980	XP_013586816.1, XP_013622747.1
OG0007565	As002G038000	XP_013586814.1, XP_013622230.1
OG0007566	As002G038170	XP_013585594.1, XP_013584750.1
OG0007567	As002G038870	XP_013628369.1, XP_013638069.1
OG0007568	As002G038890	XP_013583774.1, XP_013623430.1
OG0007569	As002G039630	XP_013595734.1, XP_013620707.1
OG0007570	As002G040500	XP_013629491.1, XP_013621096.1
OG0007571	As002G041250, As002G041300, As002G041320, As004G089330	XP_013597689.1
OG0007572	As002G041540, As003G065590	XP_013602002.1, XP_013592426.1
OG0007573	As002G042350	XP_013627372.1, XP_013619352.1
OG0007574	As002G042420	XP_013627522.1, XP_013627716.1
OG0007575	As002G042580	XP_013590968.1, XP_013626227.1
OG0007576	As002G042650	XP_013622791.1, XP_013618314.1
OG0007577	As002G042750	XP_013617739.1, XP_013628818.1
OG0007578	As002G044270	XP_013621176.1, XP_013626073.1
OG0007579	As002G044710	XP_013606114.1, XP_013627791.1, XP_013623887.1
OG0007580	As002G044760	XP_013627459.1, XP_013619177.1, XP_013610117.1
OG0007581	As002G044880	XP_013606570.1, XP_013620483.1
OG0007582	As002G044950	XP_013620770.1, XP_013613185.1
OG0007583	As002G044990	XP_013610837.1
OG0007584	As002G045050	XP_013627783.1, XP_013611292.1
OG0007585	As002G045160	XP_013623006.1, XP_013608644.1
OG0007586	As002G045510	XP_013621672.1, XP_013609785.1
OG0007587	As002G045650	XP_013619317.1, XP_013606976.1
OG0007588	As002G046150	XP_013616374.1, XP_013606478.1
OG0007589	As002G046360	XP_013626445.1, XP_013607323.1
OG0007590	As002G046700	XP_013606913.1, XP_013626155.1
OG0007591	As002G047370	XP_013619759.1, XP_013612557.1
OG0007592	As002G047630, As006G134350	XP_013612637.1, XP_013627084.1
OG0007593	As002G047840	XP_013608218.1
OG0007594	As002G047940	XP_013613988.1, XP_013607121.1
OG0007595	As002G048210, As008G185900	XP_013603999.1, XP_013587317.1
OG0007596	As002G048580	XP_013611576.1, XP_013620668.1
OG0007597	As002G048660	XP_013619390.1, XP_013606727.1
OG0007598	As002G048710	XP_013622022.1, XP_013606172.1
OG0007599	As002G048760	XP_013606016.1, XP_013613292.1
OG0007600	As002G049080	XP_013608757.1, XP_013616424.1
OG0007601	As002G049130	XP_013610756.1, XP_013620009.1
OG0007602	As002G049330	XP_013612908.1, XP_013621617.1
OG0007603	As002G049470	XP_013619357.1, XP_013612749.1
OG0007604	As002G049960	XP_013615914.1, XP_013611392.1
OG0007605	As002G050100	XP_013617887.1, XP_013612538.1
OG0007606	As002G050240	XP_013611612.1, XP_013620238.1
OG0007607	As007G162250, As002G050510	XP_013610217.1, XP_013626913.1
OG0007608	As002G050580	XP_013609964.1
OG0007609	As002G050630	XP_013605985.1, XP_013630224.1
OG0007610	As002G050750	XP_013626103.1, XP_013606014.1
OG0007611	As002G050880	XP_013620558.1, XP_013607375.1
OG0007612	As002G050980	XP_013619105.1
OG0007613	As002G051150	XP_013611488.1, XP_013629064.1
OG0007614	As002G051200	XP_013625182.1
OG0007615	As002G051310	XP_013626618.1, XP_013610127.1
OG0007616	As002G051480	XP_013622633.1, XP_013616334.1
OG0007617	As002G051800	XP_013623326.1, XP_013606803.1
OG0007618	As002G051820	XP_013609172.1
OG0007619	As002G052020	XP_013612355.1
OG0007620	As002G052200	XP_013609123.1
OG0007621	As002G052610	XP_013611910.1
OG0007622	As002G054000	XP_013610218.1, XP_013618942.1
OG0007623	As002G054180	XP_013629315.1, XP_013611208.1
OG0007624	As002G054260	XP_013626621.1, XP_013611481.1
OG0007625	As002G054330	XP_013629567.1
OG0007626	As002G054700	XP_013625634.1, XP_013612992.1
OG0007627	As002G054730	XP_013622922.1, XP_013606136.1
OG0007628	As002G054930	XP_013626176.1, XP_013621049.1
OG0007629	As002G055450	XP_013606944.1, XP_013622218.1
OG0007630	As002G055510	XP_013622352.1, XP_013612966.1
OG0007632	As003G056210	XP_013597532.1, XP_013604423.1
OG0007633	As003G056350	XP_013603814.1, XP_013605318.1
OG0007634	As003G056410	XP_013618779.1, XP_013592946.1
OG0007635	As003G056470	XP_013600314.1, XP_013593515.1
OG0007636	As003G056830	XP_013612472.1, XP_013627135.1, XP_013597217.1
OG0007637	As003G057290	XP_013611539.1
OG0007638	As003G057330	XP_013597106.1, XP_013593572.1
OG0007639	As003G057410	XP_013597274.1
OG0007640	As003G057600	XP_013622155.1, XP_013604963.1
OG0007641	As003G057780	XP_013598561.1, XP_013591310.1
OG0007642	As003G058150	XP_013597945.1, XP_013614142.1
OG0007643	As004G087160	XP_013614991.1
OG0007644	As003G058290	XP_013610581.1
OG0007646	As003G058900	XP_013628404.1, XP_013608064.1, XP_013608216.1
OG0007647	As004G086180, As003G059420	XP_013609722.1, XP_013612620.1
OG0007648	As003G059450	XP_013599308.1, XP_013607763.1
OG0007649	As003G059710	XP_013597903.1, XP_013604010.1
OG0007650	As003G060110	XP_013627061.1, XP_013589140.1
OG0007651	As003G060230	XP_013622665.1, XP_013601201.1
OG0007652	As003G060310	XP_013596680.1
OG0007653	As003G060380	XP_013593374.1, XP_013632237.1
OG0007654	As003G060510	XP_013630480.1, XP_013598454.1
OG0007655	As003G060590	XP_013587279.1, XP_013597313.1
OG0007656	As003G060680, As004G085030	XP_013593596.1
OG0007657	As003G060890	XP_013593540.1, XP_013634329.1
OG0007658	As003G061000	XP_013596734.1, XP_013588049.1
OG0007659	As003G061020	XP_013593792.1
OG0007660	As003G061680	XP_013622907.1, XP_013637030.1
OG0007661	As003G061830	XP_013616539.1, XP_013598127.1
OG0007662	As003G062020	XP_013593765.1, XP_013599246.1
OG0007663	As003G062600, As004G083690	XP_013591866.1, XP_013604806.1
OG0007664	As003G062640	XP_013592909.1
OG0007665	As003G062770	XP_013637736.1
OG0007666	As003G063120	XP_013591479.1, XP_013605579.1
OG0007667	As003G063470	XP_013584025.1, XP_013589803.1
OG0007668	As003G064170	XP_013600012.1, XP_013637463.1
OG0007669	As003G064450	XP_013588682.1, XP_013599924.1
OG0007670	As003G065430	XP_013638405.1, XP_013599779.1
OG0007671	As003G065880	XP_013599787.1, XP_013586446.1
OG0007672	As003G066810	XP_013638746.1, XP_013599578.1
OG0007673	As003G067020, As008G191680	XP_013638654.1, XP_013625906.1
OG0007674	As003G068540	XP_013598795.1, XP_013613550.1
OG0007675	As003G068870	XP_013585180.1, XP_013597236.1
OG0007676	As003G068950, As006G121750, As011G266980	XP_013614888.1
OG0007677	As003G069090	XP_013585498.1, XP_013628720.1
OG0007678	As003G069190	XP_013587025.1, XP_013629688.1
OG0007679	As003G069840	XP_013622254.1, XP_013594058.1
OG0007680	As003G070710	XP_013624748.1, XP_013625102.1, XP_013585689.1
OG0007681	As003G070870	XP_013628872.1, XP_013638361.1
OG0007682	As003G071260, As012G274930	XP_013586976.1, XP_013598649.1
OG0007683	As003G071280	XP_013596848.1
OG0007685	As003G071760	XP_013593000.1
OG0007686	As003G071850, As010G236490	XP_013610375.1, XP_013626966.1
OG0007687	As003G072110	XP_013617141.1, XP_013627895.1
OG0007688	As003G072240	XP_013638504.1
OG0007689	As003G072290	XP_013598032.1
OG0007690	As003G072520	XP_013596368.1, XP_013589684.1
OG0007691	As003G072710	XP_013595760.1
OG0007692	As003G072730, As003G072750	XP_013588727.1, XP_013627032.1
OG0007693	As003G072960	XP_013584296.1, XP_013629099.1
OG0007694	As003G073210	XP_013604448.1, XP_013626760.1
OG0007695	As007G179490, As003G073250	XP_013604942.1, XP_013637595.1
OG0007696	As003G073340	XP_013617634.1
OG0007697	As003G073830	XP_013595574.1, XP_013636936.1, XP_013610244.1
OG0007698	As003G073980	XP_013594030.1, XP_013630832.1
OG0007699	As003G074030	XP_013638165.1, XP_013596376.1
OG0007700	As003G074040	XP_013594025.1, XP_013621763.1
OG0007701	As003G074180	XP_013601469.1, XP_013596120.1
OG0007702	As003G074430	XP_013636137.1, XP_013629701.1
OG0007703	As003G074580	XP_013622374.1, XP_013584527.1
OG0007704	As003G074820	XP_013636630.1, XP_013595791.1
OG0007705	As003G074990	XP_013626060.1, XP_013585873.1
OG0007706	As003G075150	XP_013600822.1, XP_013598775.1
OG0007707	As003G076310, As007G182140	XP_013598230.1, XP_013630829.1
OG0007708	As004G076700	XP_013615293.1, XP_013615058.1
OG0007709	As004G077200	XP_013635066.1, XP_013634999.1
OG0007710	As004G078010	XP_013631532.1, XP_013635197.1
OG0007711	As004G078720	XP_013631102.1, XP_013634117.1
OG0007712	As004G078790	XP_013636009.1, XP_013628306.1
OG0007713	As004G078900	XP_013629583.1, XP_013636267.1
OG0007714	As004G078920	XP_013602662.1, XP_013585984.1
OG0007715	As004G078940	XP_013585997.1
OG0007716	As004G079590	XP_013613051.1, XP_013623157.1
OG0007717	As004G079720	XP_013622094.1, XP_013631257.1
OG0007718	As004G079760	XP_013635808.1, XP_013635638.1, XP_013635694.1
OG0007719	As004G080100	XP_013630814.1, XP_013606417.1
OG0007720	As004G080430	XP_013630791.1, XP_013607378.1
OG0007721	As004G080950	XP_013623231.1
OG0007722	As004G080990	XP_013593759.1, XP_013611938.1
OG0007723	As004G081130	XP_013636944.1, XP_013632269.1
OG0007724	As004G081250	XP_013634256.1, XP_013634807.1
OG0007725	As004G081340	XP_013631127.1, XP_013631443.1
OG0007726	As004G081410	XP_013623115.1, XP_013637217.1
OG0007727	As004G081420	XP_013622353.1, XP_013637097.1
OG0007728	As004G081720	XP_013634192.1, XP_013633643.1
OG0007729	As004G081790	XP_013637511.1, XP_013630857.1
OG0007730	As004G082240	XP_013612880.1, XP_013637191.1
OG0007731	As004G083650	XP_013627811.1, XP_013612508.1
OG0007732	As004G084180	XP_013627576.1, XP_013624552.1, XP_013615690.1
OG0007733	As004G084400	XP_013630142.1, XP_013611963.1
OG0007734	As004G084650	XP_013611767.1, XP_013622445.1
OG0007735	As004G085160	XP_013627667.1, XP_013610340.1, XP_013627455.1
OG0007736	As004G085390	XP_013606472.1
OG0007737	As004G085640	XP_013609954.1, XP_013623496.1
OG0007738	As004G085990	XP_013611284.1, XP_013630419.1
OG0007739	As004G086010	XP_013611343.1, XP_013625180.1
OG0007740	As004G086080	XP_013625665.1, XP_013609532.1
OG0007741	As004G087040	XP_013593085.1
OG0007742	As004G087600	XP_013598348.1
OG0007743	As004G087870	XP_013595404.1, XP_013609049.1
OG0007744	As004G088070	XP_013596088.1, XP_013616627.1
OG0007745	As004G088360	XP_013620302.1
OG0007746	As004G088470	XP_013598835.1, XP_013616590.1
OG0007747	As004G088590	XP_013609433.1, XP_013595997.1
OG0007748	As004G088700	XP_013620181.1
OG0007749	As004G088750	XP_013593052.1, XP_013616677.1
OG0007750	As004G088970	XP_013606148.1, XP_013618968.1
OG0007751	As009G214560, As004G089000	XP_013609546.1, XP_013619591.1
OG0007752	As004G089070	XP_013617687.1, XP_013596941.1
OG0007753	As004G089120	XP_013596672.1, XP_013610538.1
OG0007754	As004G089510	XP_013607209.1, XP_013615089.1
OG0007755	As004G091350, As004G091390	XP_013618563.1
OG0007756	As004G092060	XP_013602391.1, XP_013588050.1, XP_013633866.1
OG0007757	As009G212100, As004G092180	XP_013602420.1, XP_013636175.1
OG0007758	As004G092630	XP_013630100.1, XP_013603872.1
OG0007759	As004G093490, As011G257150	XP_013623041.1, XP_013595620.1
OG0007760	As004G093780	XP_013625252.1, XP_013593725.1
OG0007761	As004G094050	XP_013613641.1, XP_013637116.1
OG0007762	As004G094850	XP_013631998.1, XP_013600377.1
OG0007763	As004G095370, As011G255340	XP_013636278.1
OG0007765	As004G097770	XP_013587989.1, XP_013632036.1
OG0007766	As004G098220	XP_013633712.1, XP_013590438.1
OG0007767	As004G098420	XP_013633725.1, XP_013590026.1
OG0007768	As004G098510	XP_013590379.1, XP_013590481.1
OG0007769	As005G098880	XP_013625213.1, XP_013631258.1
OG0007770	As005G099130, As005G099110, As005G099120	XP_013634680.1
OG0007771	As005G099200, As005G099190	XP_013633677.1, XP_013634703.1
OG0007772	As005G099560	XP_013631928.1, XP_013622604.1
OG0007773	As005G099660	XP_013634028.1, XP_013636457.1
OG0007774	As005G099730	XP_013614364.1
OG0007775	As005G099750	XP_013634795.1, XP_013614370.1
OG0007776	As005G100460	XP_013633891.1, XP_013633549.1
OG0007777	As005G100520	XP_013629009.1, XP_013637091.1
OG0007778	As005G100880	XP_013625395.1, XP_013614730.1
OG0007779	As005G100990	XP_013635676.1, XP_013631633.1, XP_013633475.1
OG0007780	As005G101010	XP_013636886.1, XP_013635674.1
OG0007781	As005G101040	XP_013634190.1, XP_013635672.1
OG0007782	As005G101070	XP_013626085.1, XP_013635527.1
OG0007783	As005G101080	XP_013626080.1, XP_013635524.1, XP_013593850.1
OG0007784	As005G101160	XP_013637162.1, XP_013636705.1
OG0007785	As005G101390	XP_013625964.1, XP_013631243.1
OG0007786	As005G101740	XP_013634282.1, XP_013634042.1
OG0007787	As005G102300	XP_013636620.1, XP_013634474.1
OG0007788	As005G102800	XP_013636827.1, XP_013622879.1
OG0007789	As005G103080	XP_013637158.1, XP_013623315.1
OG0007790	As005G103160	XP_013622017.1, XP_013634633.1
OG0007791	As005G103300	XP_013633854.1, XP_013636709.1
OG0007792	As005G104450	XP_013637201.1, XP_013629606.1, XP_013615291.1
OG0007793	As005G104780	XP_013634230.1, XP_013635915.1
OG0007794	As005G105020	XP_013626059.1, XP_013635756.1
OG0007795	As005G105180	XP_013637567.1, XP_013637069.1
OG0007796	As005G106420, As006G142140	XP_013628626.1
OG0007797	As005G106670	XP_013619339.1, XP_013625870.1
OG0007798	As005G106860	XP_013611876.1, XP_013589105.1
OG0007799	As005G106980	XP_013630275.1, XP_013616435.1
OG0007800	As005G107100	XP_013627180.1, XP_013612227.1
OG0007801	As005G107440	XP_013610614.1, XP_013627738.1
OG0007802	As005G107540	XP_013610799.1, XP_013630168.1
OG0007803	As005G107580	XP_013622935.1, XP_013612080.1
OG0007804	As005G107590	XP_013618783.1, XP_013625743.1, XP_013609054.1
OG0007805	As005G107780	XP_013612618.1, XP_013621183.1
OG0007806	As005G108810, As005G107820	XP_013621108.1, XP_013614451.1
