Orthogroup	Aethionema_saxatile	Arabis_alpina
OG0005942	As011G255750	Aa_G179010.h1.t1
OG0005943	As011G255790	Aa_G179060.h1.t1
OG0005944	As011G256800	Aa_G378050.h1.t1
OG0005945	As011G261470	Aa_G204490.h1.t1
OG0005946	As011G261940, As011G261930	Aa_G241660.h1.t1
OG0005947	As011G262430	Aa_G269020.h1.t1
OG0005948	As011G263550	Aa_G323500.h1.t1
OG0005949	As011G264980	Aa_G197320.h1.t1
OG0005950	As011G265420	Aa_G99880.h1.t1
OG0005951	As011G266080	Aa_G143420.h1.t1
OG0005952	As011G266280	Aa_G230120.h1.t1
OG0005953	As011G266660	Aa_G513430.h1.t1
OG0005954	As011G266950	Aa_G576220.h1.t1
OG0005955	As012G267950	Aa_G109020.h1.t1
OG0005956	As012G268270	Aa_G600290.h2.t1, Aa_G600290.h1.t1
OG0005957	As012G269670	Aa_G74270.h1.t1
OG0005958	As012G270120	Aa_G396660.h1.t1
OG0005959	As012G270510	Aa_G465500.h1.t1
OG0005960	As012G273120	Aa_G161160.h1.t1, Aa_G161170.h1.t1
OG0005961	As012G273190	Aa_G464600.h1.t1
OG0005962	As012G274040	Aa_G57540.h1.t1
OG0005963	As012G274760	Aa_G565110.h1.t1
OG0005964	As012G275940	Aa_G478760.h1.t1
OG0005965	As012G278490	Aa_G722850.h1.t1, Aa_G741090.h1.t1
OG0005966	As012G280370	Aa_G349660.h1.t1
OG0005967	As012G282520	Aa_G287300.h1.t1
OG0005968	As012G282740	Aa_G224860.h1.t1
OG0005969	As012G283470	Aa_G483540.h1.t1
OG0005970	As012G283580	Aa_G238700.h1.t1
OG0005971	As012G284020	Aa_G114900.h1.t1
OG0005972	As012G284030	Aa_G114890.h1.t1
OG0005973	As012G285230	Aa_G350890.h1.t1
OG0005974	As012G287360	Aa_G81150.h1.t1
OG0005975	As012G287540	Aa_G14120.h1.t1, Aa_G33450.h1.t1, Aa_G33470.h1.t1, Aa_G33490.h1.t1
OG0005976	As012G287560	Aa_G128010.h1.t1
OG0005977	As012G289310	Aa_G273100.h1.t1
OG0005978	As012G289470	Aa_G273220.h1.t1
OG0006016	As011G266650, As001G000800	Aa_G251780.h1.t1
OG0006017	As011G265900, As001G001870	Aa_G484140.h1.t1
OG0006018	As001G002410	Aa_G158860.h1.t1
OG0006019	As001G002490, As007G179100	Aa_G312640.h1.t1
OG0006020	As001G002830	Aa_G456110.h1.t1
OG0006021	As001G003250	Aa_G151770.h1.t1
OG0006022	As007G178210	Aa_G122950.h1.t1
OG0006022	As001G003350	Aa_G556830.h1.t1
OG0006023	As001G003440	Aa_G33010.h1.t1
OG0006024	As007G177940, As001G003950	Aa_G41470.h1.t1, Aa_G720740.h1.t1
OG0006025	As001G005300	Aa_G417020.h1.t1
OG0006026	As001G010530	Aa_G592040.h1.t1, Aa_G592060.h1.t1
OG0006027	As001G010610	Aa_G258410.h1.t1
OG0006028	As001G010720	Aa_G258400.h1.t1
OG0006029	As011G262500, As001G012720	Aa_G269070.h1.t1
OG0006030	As001G014400	Aa_G238230.h1.t1
OG0006031	As001G014500	Aa_G385070.h1.t1, Aa_G313560.h1.t1
OG0006032	As001G014560	Aa_G385130.h1.t1
OG0006033	As001G015530	Aa_G379270.h1.t1
OG0006034	As011G256000, As004G079060, As001G015920	Aa_G414390.h1.t1
OG0006035	As001G016750	Aa_G109190.h1.t1
OG0006036	As001G017050	Aa_G16480.h1.t1
OG0006037	As001G017210	Aa_G16620.h1.t1
OG0006038	As001G017380	Aa_G173260.h1.t1
OG0006039	As001G018050	Aa_G49420.h1.t1
OG0006040	As001G018690	Aa_G316180.h1.t1
OG0006041	As001G019590	Aa_G100870.h1.t1, Aa_G100840.h1.t1
OG0006042	As001G020610	Aa_G147490.h1.t1, Aa_G121230.h1.t1
OG0006043	As001G020800	Aa_G645840.h1.t1
OG0006044	As008G186780, As001G021070	Aa_G43240.h1.t1
OG0006045	As001G022260	Aa_G177220.h1.t1, Aa_G623720.h1.t1
OG0006046	As001G022450, As011G261420	Aa_G116270.h1.t1
OG0006047	As001G022570	Aa_G278060.h1.t1
OG0006048	As001G022680	Aa_G509960.h1.t1
OG0006049	As001G023240	Aa_G186460.h1.t1
OG0006051	As001G023620	Aa_G344870.h1.t1
OG0006052	As001G024020	Aa_G480340.h1.t1
OG0006053	As001G024400	Aa_G560130.h1.t1
OG0006054	As008G184340, As001G025380, As001G024700	Aa_G26640.h1.t1
OG0006055	As001G024950	Aa_G257380.h1.t1
OG0006056	As001G025480	Aa_G25700.h1.t1, Aa_G375040.h1.t1
OG0006057	As001G025960	Aa_G120840.h1.t1
OG0006058	As001G026140	Aa_G424640.h1.t1
OG0006059	As001G026290	Aa_G437810.h1.t1
OG0006060	As001G026340	Aa_G437770.h1.t1
OG0006061	As001G026850	Aa_G403910.h1.t1, Aa_G34280.h1.t1
OG0006062	As001G026880	Aa_G34310.h1.t1
OG0006063	As001G026980	Aa_G303230.h1.t1
OG0006064	As001G027190	Aa_G142390.h1.t1
OG0006066	As001G027580	Aa_G486800.h1.t1, Aa_G169370.h1.t1
OG0006067	As001G028060	Aa_G263580.h1.t1
OG0006068	As001G028660	Aa_G481090.h1.t1
OG0006069	As001G029160	Aa_G282740.h1.t1
OG0006070	As001G029370	Aa_G562940.h1.t1
OG0006071	As001G030460	Aa_G488490.h1.t1
OG0006072	As001G030480	Aa_G488460.h1.t1
OG0006073	As001G031210	Aa_G234480.h1.t1
OG0006074	As001G031350	Aa_G316690.h1.t1
OG0006075	As001G031690	Aa_G274760.h1.t1
OG0006076	As002G033100, As012G283520	Aa_G124000.h1.t1
OG0006077	As002G033280	Aa_G88510.h1.t1
OG0006078	As002G034220	Aa_G403670.h1.t1, Aa_G329890.h1.t1
OG0006079	As002G035610	Aa_G338720.h1.t1
OG0006080	As002G036510	Aa_G136810.h1.t1
OG0006081	As002G037500, As009G212250	Aa_G414770.h1.t1
OG0006082	As002G039070	Aa_G40400.h1.t1
OG0006084	As002G042230	Aa_G442830.h1.t1
OG0006085	As002G043110	Aa_G498080.h1.t1
OG0006086	As002G043640	Aa_G687770.h1.t1
OG0006087	As002G044240	Aa_G29690.h1.t1
OG0006088	As002G045030	Aa_G308720.h1.t1
OG0006089	As002G045040	Aa_G159970.h1.t1
OG0006090	As002G045330	Aa_G372320.h1.t1
OG0006091	As002G045370	Aa_G623700.h1.t1
OG0006092	As002G045410	Aa_G82340.h1.t1
OG0006093	As002G046040	Aa_G516250.h1.t1
OG0006094	As002G046310, As007G179400	Aa_G123500.h1.t1
OG0006095	As002G046410	Aa_G123370.h1.t1, Aa_G123380.h1.t1
OG0006096	As002G046470	Aa_G439470.h1.t1
OG0006097	As002G046880	Aa_G483110.h1.t1
OG0006098	As002G047480	Aa_G418000.h1.t1
OG0006099	As002G048490	Aa_G21980.h1.t1
OG0006100	As002G049200	Aa_G307690.h1.t1
OG0006101	As002G049280	Aa_G228160.h1.t1
OG0006102	As002G049500	Aa_G163830.h1.t1
OG0006103	As002G049660, As002G049690	Aa_G31670.h1.t1
OG0006104	As002G049740, As008G183560	Aa_G437610.h1.t1
OG0006105	As002G049810	Aa_G31640.h1.t1
OG0006106	As002G050840	Aa_G491620.h1.t1
OG0006107	As002G050890	Aa_G138260.h1.t1
OG0006108	As002G051780	Aa_G116840.h1.t1
OG0006109	As002G052970	Aa_G159100.h1.t1
OG0006110	As002G053180	Aa_G579950.h1.t1
OG0006111	As002G053730	Aa_G231050.h1.t1
OG0006112	As002G054150	Aa_G521460.h1.t1
OG0006113	As002G054520	Aa_G210610.h1.t1
OG0006114	As002G054740	Aa_G392890.h1.t1
OG0006115	As002G054770	Aa_G392860.h1.t1
OG0006116	As002G055100	Aa_G76340.h1.t1, Aa_G76360.h1.t1
OG0006117	As009G218510, As002G055470	Aa_G61430.h1.t1
OG0006118	As003G055680	Aa_G96200.h1.t1
OG0006120	As003G056280	Aa_G152210.h1.t1
OG0006121	As003G056330	Aa_G152170.h1.t1
OG0006122	As003G056760	Aa_G423060.h1.t1
OG0006123	As003G056850	Aa_G423120.h1.t1
OG0006124	As003G057020	Aa_G339910.h1.t1
OG0006125	As003G057850	Aa_G460300.h1.t1
OG0006126	As003G058490	Aa_G432290.h1.t1
OG0006127	As003G058520	Aa_G221260.h1.t1, Aa_G221250.h1.t1, Aa_G202740.h1.t1
OG0006128	As003G059050	Aa_G37590.h1.t1
OG0006129	As003G059250, As004G086200	Aa_G59020.h1.t1
OG0006130	As003G059660	Aa_G599230.h1.t1
OG0006131	As003G060000	Aa_G117420.h1.t1
OG0006132	As003G060720, As012G283800, As003G060730, As003G060740	Aa_G585490.h1.t1
OG0006133	As003G060830, As003G060840	Aa_G429170.h1.t1
OG0006134	As003G061440	Aa_G537940.h1.t1
OG0006135	As003G061720	Aa_G240870.h1.t1
OG0006136	As003G061900	Aa_G692610.h1.t1
OG0006137	As003G062120	Aa_G556320.h1.t1
OG0006138	As004G083970	Aa_G107440.h1.t1
OG0006139	As003G063130	Aa_G57240.h1.t1
OG0006140	As003G064410, As006G137780	Aa_G458990.h1.t1
OG0006141	As003G064700	Aa_G605330.h1.t1
OG0006142	As003G065310	Aa_G29550.h1.t1
OG0006143	As005G103240, As003G066770	Aa_G360580.h1.t1
OG0006144	As003G067360	Aa_G130780.h1.t1
OG0006145	As003G067510	Aa_G38190.h1.t1, Aa_G48010.h1.t1
OG0006146	As003G068060	Aa_G767080.h1.t1
OG0006147	As003G069030	Aa_G472880.h1.t1
OG0006148	As003G069050	Aa_G472910.h1.t1
OG0006149	As003G069820	Aa_G688990.h1.t1
OG0006151	As003G069940	Aa_G299130.h1.t1
OG0006152	As003G069980	Aa_G223750.h1.t1
OG0006153	As003G070640, As012G275280	Aa_G679310.h1.t1
OG0006154	As003G070720	Aa_G538620.h1.t1
OG0006155	As003G070880	Aa_G389870.h1.t1
OG0006156	As003G070970	Aa_G138670.h1.t1
OG0006157	As003G072050	Aa_G376390.h1.t1
OG0006158	As003G072920	Aa_G223120.h1.t1
OG0006159	As003G073290	Aa_G139570.h1.t1
OG0006160	As003G073630	Aa_G672590.h1.t1
OG0006161	As003G074690	Aa_G486230.h1.t1, Aa_G407250.h1.t1
OG0006162	As007G180710	Aa_G352080.h1.t1
OG0006163	As003G076200	Aa_G138070.h1.t1
OG0006164	As004G077250	Aa_G758040.h1.t1
OG0006165	As004G077820	Aa_G110100.h1.t1
OG0006166	As004G077920	Aa_G421550.h1.t1
OG0006167	As004G078960	Aa_G75520.h1.t1
OG0006168	As004G079000	Aa_G414350.h1.t1
OG0006169	As004G079160	Aa_G463070.h1.t1
OG0006170	As004G079790, As004G079800	Aa_G369620.h1.t1
OG0006171	As004G080090	Aa_G3250.h1.t1, Aa_G3240.h1.t1
OG0006172	As004G080690, As004G080700	Aa_G12600.h1.t1
OG0006175	As004G082710	Aa_G39440.h1.t1, Aa_G39450.h1.t1
OG0006176	As004G083230	Aa_G661730.h1.t1
OG0006177	As004G083640	Aa_G425070.h1.t1
OG0006179	As004G084590	Aa_G597260.h1.t1
OG0006180	As004G084710	Aa_G409240.h1.t1
OG0006182	As004G085020	Aa_G35070.h1.t1
OG0006183	As004G085420	Aa_G337960.h1.t1
OG0006184	As004G085650	Aa_G320600.h1.t1
OG0006185	As004G085730	Aa_G476470.h1.t1
OG0006186	As004G086120	Aa_G137410.h1.t1
OG0006187	As004G087630	Aa_G254470.h1.t1
OG0006188	As004G087820	Aa_G149490.h1.t1
OG0006189	As004G088730	Aa_G58320.h1.t1
OG0006190	As004G088740	Aa_G750830.h1.t1
OG0006191	As004G088960	Aa_G160500.h1.t1
OG0006192	As004G090100	Aa_G63570.h1.t1
OG0006193	As004G091670	Aa_G368750.h1.t1, Aa_G194450.h1.t1
OG0006194	As004G093270	Aa_G469750.h1.t1
OG0006195	As004G093390, As004G093370, As004G093350	Aa_G76730.h1.t1, Aa_G76720.h1.t1
OG0006196	As011G256520	Aa_G284280.h1.t1
OG0006196	As004G094030	Aa_G66730.h1.t1
OG0006197	As004G094600	Aa_G79770.h1.t1
OG0006198	As004G095440, As004G095450	Aa_G523910.h1.t1, Aa_G523890.h1.t1
OG0006199	As004G095490	Aa_G55000.h1.t1
OG0006200	As004G096190	Aa_G764510.h1.t1
OG0006201	As004G096700	Aa_G448610.h1.t1
OG0006202	As004G097880	Aa_G603470.h1.t1
OG0006203	As004G098030	Aa_G165240.h1.t1, Aa_G165260.h1.t1
OG0006204	As005G100090	Aa_G177940.h1.t1
OG0006205	As005G100220	Aa_G638280.h1.t1
OG0006206	As005G100250	Aa_G638250.h1.t1
OG0006207	As005G100410	Aa_G332640.h1.t1
OG0006208	As005G100480	Aa_G332570.h1.t1
OG0006210	As005G100900	Aa_G381110.h1.t1
OG0006211	As005G101720	Aa_G16260.h1.t1
OG0006212	As005G101790	Aa_G289630.h1.t1
OG0006213	As005G102060	Aa_G175180.h1.t1, Aa_G125370.h1.t1
OG0006214	As005G102160	Aa_G175270.h1.t1
OG0006215	As005G102390	Aa_G252340.h1.t1
OG0006216	As005G103430	Aa_G445410.h1.t1
OG0006217	As005G103550	Aa_G633950.h1.t1
OG0006218	As005G104050	Aa_G125400.h1.t1
OG0006219	As005G104770	Aa_G415330.h1.t1, Aa_G648000.h1.t1, Aa_G155820.h1.t1
OG0006220	As005G105330	Aa_G114840.h1.t1
OG0006221	As012G283820, As005G106020	Aa_G369760.h1.t1
OG0006222	As005G106040	Aa_G188410.h1.t1
OG0006223	As005G106650	Aa_G54100.h1.t1
OG0006224	As005G107420	Aa_G85250.h1.t1
OG0006225	As005G107900	Aa_G260760.h1.t1
OG0006226	As005G107920	Aa_G209610.h1.t1
OG0006228	As005G109010	Aa_G259000.h1.t1
OG0006229	As005G110670	Aa_G478050.h1.t1
OG0006230	As005G111880	Aa_G15510.h1.t1
OG0006231	As005G112080	Aa_G15400.h1.t1
OG0006234	As005G113180	Aa_G8770.h1.t1
OG0006235	As005G114160, As010G225350	Aa_G127100.h1.t1
OG0006236	As005G114480	Aa_G234710.h1.t1
OG0006237	As005G115190, As010G224500	Aa_G99340.h1.t1
OG0006238	As005G115340	Aa_G225480.h1.t1
OG0006239	As005G115950	Aa_G246260.h1.t1
OG0006240	As005G116030	Aa_G320890.h1.t1
OG0006241	As005G116430	Aa_G75100.h1.t1
OG0006242	As005G116480	Aa_G559290.h2.t1, Aa_G559290.h1.t1
OG0006243	As005G116910	Aa_G268210.h1.t1
OG0006245	As005G117690	Aa_G21000.h1.t1
OG0006246	As005G117730	Aa_G20970.h1.t1
OG0006247	As005G118430	Aa_G37390.h1.t1
OG0006248	As005G118550	Aa_G527000.h1.t1
OG0006249	As005G118620	Aa_G81480.h1.t1
OG0006250	As005G118690	Aa_G81370.h1.t1
OG0006251	As005G120150	Aa_G43630.h1.t1
OG0006252	As005G120480	Aa_G44010.h1.t1
OG0006253	As006G121170	Aa_G242350.h1.t1
OG0006254	As006G121810, As006G121790	Aa_G53260.h1.t1
OG0006255	As006G122420	Aa_G347430.h1.t1
OG0006256	As006G122790	Aa_G46570.h1.t1
OG0006257	As006G123170	Aa_G99700.h1.t1
OG0006258	As006G123390	Aa_G179970.h1.t1, Aa_G237620.h1.t1
OG0006259	As006G123410	Aa_G807840.h1.t1, Aa_G179990.h1.t1
OG0006260	As006G123430	Aa_G180010.h1.t1
OG0006261	As006G124620	Aa_G89670.h1.t1
OG0006262	As006G125260	Aa_G208590.h1.t1
OG0006263	As006G125470	Aa_G388030.h1.t1
OG0006264	As008G195460, As006G126050	Aa_G404550.h1.t1
OG0006265	As006G126160	Aa_G243650.h1.t1
OG0006266	As006G126900	Aa_G154760.h1.t1
OG0006267	As006G126980, As006G126970, As006G126990	Aa_G445710.h1.t1
OG0006268	As006G127500	Aa_G359500.h1.t1
OG0006269	As006G127630	Aa_G263070.h1.t1
OG0006271	As006G128680	Aa_G302680.h1.t1
OG0006272	As006G128690	Aa_G154160.h1.t1
OG0006273	As006G128790	Aa_G199750.h1.t1
OG0006274	As006G128800	Aa_G199740.h1.t1
OG0006275	As006G129810	Aa_G18210.h1.t1
OG0006276	As006G130310	Aa_G151780.h1.t1
OG0006277	As006G132370, As006G132360	Aa_G183300.h1.t1
OG0006278	As006G132790	Aa_G326980.h1.t1
OG0006279	As006G133660	Aa_G271690.h1.t1
OG0006280	As006G133710	Aa_G500870.h1.t1
OG0006282	As006G134240	Aa_G69730.h1.t1
OG0006283	As006G134840	Aa_G357010.h1.t1, Aa_G14710.h1.t1
OG0006284	As006G135000	Aa_G14580.h1.t1
OG0006285	As009G201550, As006G135280	Aa_G383510.h1.t1
OG0006286	As006G136430	Aa_G746150.h1.t1
OG0006287	As006G136590	Aa_G47530.h1.t1
OG0006288	As006G136830	Aa_G45040.h1.t1
OG0006289	As006G137140	Aa_G185510.h1.t1
OG0006290	As006G137550	Aa_G305010.h1.t1
OG0006291	As006G138900	Aa_G75580.h1.t1
OG0006293	As006G140760	Aa_G78870.h1.t1
OG0006294	As006G140990	Aa_G78660.h1.t1
OG0006295	As006G142370	Aa_G518440.h1.t1
OG0006296	As006G142380	Aa_G518450.h1.t1
OG0006297	As006G143290	Aa_G451140.h1.t1
OG0006298	As006G143490	Aa_G461880.h1.t1
OG0006299	As006G143970	Aa_G202410.h1.t1
OG0006300	As006G144330	Aa_G594400.h1.t1
OG0006301	As006G144460	Aa_G286510.h1.t1
OG0006302	As006G144890, As012G276300	Aa_G282280.h1.t1
OG0006303	As006G145100	Aa_G11760.h1.t1
OG0006304	As012G277370	Aa_G311320.h1.t1
OG0006305	As009G212840, As006G146330	Aa_G197100.h1.t1
OG0006306	As006G146810	Aa_G272450.h1.t1
OG0006308	As007G152290	Aa_G707360.h1.t1
OG0006309	As007G152680	Aa_G457800.h1.t1
OG0006310	As007G153040	Aa_G103890.h1.t1
OG0006311	As007G153050	Aa_G103880.h1.t1
OG0006312	As007G153230	Aa_G131900.h1.t1
OG0006313	As007G153390	Aa_G126400.h1.t1
OG0006314	As007G153520	Aa_G274990.h1.t1
OG0006315	As007G154140, As007G154410	Aa_G278290.h1.t1
OG0006317	As007G154640	Aa_G190830.h1.t1
OG0006318	As007G155530	Aa_G531040.h1.t1, Aa_G189430.h1.t1, Aa_G192210.h1.t1
OG0006319	As007G156450	Aa_G393510.h1.t1
OG0006320	As007G156560	Aa_G622570.h1.t1
OG0006321	As010G237190, As007G156700	Aa_G315340.h1.t1
OG0006322	As007G156810, As010G237110	Aa_G546730.h1.t1
OG0006323	As007G156860	Aa_G334150.h1.t1
OG0006325	As007G158930	Aa_G121820.h1.t1
OG0006326	As007G160600	Aa_G665500.h1.t1
OG0006327	As007G160720	Aa_G617570.h1.t1
OG0006328	As007G162000	Aa_G7170.h1.t1
OG0006329	As007G162160	Aa_G613120.h1.t1
OG0006330	As007G162380	Aa_G415740.h1.t1
OG0006331	As007G162410	Aa_G593930.h1.t1
OG0006332	As007G162650	Aa_G415730.h1.t1
OG0006334	As007G162720	Aa_G92280.h1.t1
OG0006335	As007G163100	Aa_G92200.h1.t1
OG0006336	As007G163620	Aa_G622920.h2.t1, Aa_G622920.h1.t1, Aa_G427150.h1.t1
OG0006337	As007G164640	Aa_G90870.h1.t1
OG0006338	As007G179690	Aa_G142440.h1.t1
OG0006339	As007G180340	Aa_G407240.h1.t1
OG0006340	As007G181080, As007G181720, As007G181380	Aa_G157650.h1.t1
OG0006341	As008G182300	Aa_G121090.h1.t1
OG0006342	As008G182600	Aa_G284090.h1.t1
OG0006343	As010G233450, As008G182630	Aa_G284110.h1.t1
OG0006344	As008G183000	Aa_G117730.h1.t1
OG0006345	As010G239020, As008G183030	Aa_G547190.h1.t1
OG0006346	As008G184660	Aa_G319710.h1.t1
OG0006347	As008G184750	Aa_G10810.h1.t1
OG0006348	As008G185660	Aa_G70390.h1.t1
OG0006349	As008G186210	Aa_G535400.h1.t1
OG0006350	As008G187010	Aa_G286020.h1.t1
OG0006351	As008G187590	Aa_G463940.h1.t1
OG0006352	As008G187880	Aa_G495670.h1.t1
OG0006353	As008G189270	Aa_G80610.h1.t1
OG0006354	As008G191050	Aa_G368370.h1.t1
OG0006355	As008G192640	Aa_G781660.h1.t1
OG0006356	As008G193000	Aa_G308960.h1.t1, Aa_G182220.h1.t1
OG0006357	As008G193180	Aa_G429850.h1.t1
OG0006358	As008G193260	Aa_G22360.h1.t1
OG0006359	As008G193360	Aa_G122480.h1.t1
OG0006360	As008G193890, As008G193900	Aa_G22980.h1.t1
OG0006361	As008G194010	Aa_G517590.h1.t1
OG0006362	As008G195300, As008G195320	Aa_G600510.h1.t1
OG0006363	As008G196560	Aa_G400340.h1.t1
OG0006364	As008G197180	Aa_G135080.h1.t1
OG0006365	As008G197200	Aa_G135050.h1.t1
OG0006366	As008G197900	Aa_G6490.h1.t1, Aa_G278800.h1.t1
OG0006367	As008G198210	Aa_G325260.h1.t1
OG0006368	As009G200220	Aa_G72830.h1.t1
OG0006369	As009G200790	Aa_G304360.h1.t1
OG0006371	As009G201410	Aa_G320970.h1.t1
OG0006372	As009G202250	Aa_G96780.h1.t1
OG0006373	As009G202780	Aa_G162330.h1.t1
OG0006374	As009G203490	Aa_G220400.h1.t1, Aa_G394600.h1.t1
OG0006375	As010G228010, As009G203520	Aa_G184420.h1.t1
OG0006376	As009G203630	Aa_G325610.h1.t1
OG0006377	As009G203760	Aa_G106490.h1.t1
OG0006378	As009G204460	Aa_G280280.h1.t1
OG0006379	As009G209250	Aa_G102090.h1.t1
OG0006380	As012G275740	Aa_G339200.h1.t1
OG0006381	As009G211760	Aa_G420730.h1.t1
OG0006382	As009G212580	Aa_G570070.h1.t1
OG0006383	As009G212610	Aa_G307550.h1.t1
OG0006384	As009G212720	Aa_G195240.h1.t1
OG0006385	As009G214490	Aa_G242320.h1.t1
OG0006386	As009G215270	Aa_G552730.h1.t1
OG0006387	As009G215350	Aa_G70630.h1.t1
OG0006388	As009G215970	Aa_G349650.h1.t1
OG0006389	As009G216260	Aa_G45380.h1.t1
OG0006390	As009G216410	Aa_G46110.h1.t1
OG0006392	As009G216790	Aa_G823700.h1.t1
OG0006393	As009G216840	Aa_G630850.h1.t1, Aa_G475240.h1.t1
OG0006394	As009G217730	Aa_G94900.h1.t1
OG0006395	As009G218220	Aa_G51810.h1.t1, Aa_G583400.h1.t1, Aa_G7700.h1.t1
OG0006396	As009G218480	Aa_G61450.h1.t1
OG0006397	As009G218620	Aa_G131080.h1.t1
OG0006398	As009G218710	Aa_G315940.h1.t1
OG0006399	As009G218820	Aa_G13390.h1.t1
OG0006400	As009G219050	Aa_G13720.h1.t1
OG0006401	As009G219210	Aa_G406140.h1.t1
OG0006402	As009G219220	Aa_G406150.h1.t1
OG0006403	As009G219630	Aa_G147950.h1.t1
OG0006404	As009G219980	Aa_G344360.h1.t1
OG0006405	As010G220440	Aa_G326320.h1.t1
OG0006406	As010G220490	Aa_G309450.h1.t1
OG0006407	As010G220540	Aa_G309400.h1.t1
OG0006408	As010G221460	Aa_G52810.h1.t1
OG0006409	As010G222440	Aa_G426100.h1.t1
OG0006410	As010G223260	Aa_G492000.h1.t1
OG0006411	As010G225240	Aa_G557690.h1.t1
OG0006412	As010G225310	Aa_G468390.h1.t1
OG0006413	As010G225700	Aa_G208410.h1.t1
OG0006415	As010G227860	Aa_G396200.h1.t1
OG0006416	As010G228720	Aa_G55960.h1.t1
OG0006417	As010G231690	Aa_G304210.h1.t1
OG0006418	As010G232090	Aa_G632360.h1.t1
OG0006419	As010G232690	Aa_G540910.h1.t1
OG0006420	As010G232840	Aa_G391760.h1.t1
OG0006421	As010G233000	Aa_G555370.h1.t1
OG0006422	As010G233440	Aa_G952670.h1.t1, Aa_G947830.h1.t1
OG0006423	As010G234320	Aa_G319490.h1.t1
OG0006424	As010G234760	Aa_G344030.h1.t1
OG0006425	As010G234850	Aa_G259640.h1.t1
OG0006426	As010G235020	Aa_G168460.h1.t1
OG0006427	As010G235090	Aa_G252170.h1.t1
OG0006428	As010G235280	Aa_G485940.h1.t1
OG0006429	As010G235680	Aa_G121560.h1.t1
OG0006430	As010G235710	Aa_G121520.h1.t1, Aa_G121520.h2.t1, Aa_G272220.h1.t1
OG0006431	As010G236280	Aa_G215700.h1.t1
OG0006432	As010G237930	Aa_G64770.h1.t1
OG0006433	As010G238220	Aa_G348740.h1.t1
OG0006434	As010G238720	Aa_G64450.h1.t1
OG0006435	As010G239820	Aa_G342660.h1.t1
OG0006436	As010G240500	Aa_G640650.h1.t1
OG0006437	As010G241220	Aa_G187150.h1.t1
OG0006438	As010G242400	Aa_G444540.h1.t1
OG0006439	As010G242540	Aa_G80410.h1.t1
OG0006440	As010G242760	Aa_G145290.h2.t1, Aa_G145290.h1.t1
OG0006441	As010G243550	Aa_G21500.h1.t1
OG0006443	As011G246180	Aa_G237540.h1.t1
OG0006444	As012G269830, As011G247090	Aa_G603620.h1.t1
OG0006445	As011G247610	Aa_G396650.h1.t1
OG0006447	As011G248040	Aa_G233690.h1.t1
OG0006448	As011G248340	Aa_G223370.h1.t1
OG0006449	As011G249260	Aa_G71150.h1.t1
OG0006450	As011G249430, As012G276940	Aa_G102630.h1.t1
OG0006451	As011G249520	Aa_G53590.h1.t1
OG0006452	As011G249570	Aa_G53530.h1.t1
OG0006454	As011G249680	Aa_G682950.h1.t1, Aa_G682950.h2.t1
OG0006455	As011G249820	Aa_G498860.h1.t1
OG0006456	As011G249900	Aa_G807510.h1.t1, Aa_G310240.h1.t1, Aa_G520860.h1.t1
OG0006457	As011G249930, As012G273690	Aa_G176870.h1.t1
OG0006458	As011G249960	Aa_G176900.h1.t1
OG0006459	As011G250050	Aa_G177000.h1.t1
OG0006460	As011G250220	Aa_G346180.h1.t1
OG0006461	As011G250300	Aa_G549470.h1.t1
OG0006462	As011G250490	Aa_G213240.h1.t1
OG0006463	As011G250920	Aa_G429490.h1.t1, Aa_G689720.h1.t1
OG0006464	As011G250950	Aa_G429460.h1.t1
OG0006465	As011G251630	Aa_G604180.h1.t1
OG0006466	As011G252140	Aa_G550500.h1.t1
OG0006467	As011G252600	Aa_G152410.h1.t1
OG0006468	As011G253000, As011G252990	Aa_G133300.h1.t1
OG0006469	As011G253080	Aa_G133230.h1.t1
OG0006470	As011G253170	Aa_G136620.h1.t1
OG0006471	As011G253390	Aa_G72010.h1.t1
OG0006472	As011G254260	Aa_G198860.h1.t1
OG0006473	As011G254330	Aa_G326750.h1.t1
OG0006474	As011G254730	Aa_G265530.h1.t1
OG0006475	As011G254800	Aa_G413600.h1.t1
OG0006476	As011G255180	Aa_G460860.h1.t1
OG0006477	As011G255220	Aa_G664320.h1.t1
OG0006478	As011G255430	Aa_G87560.h1.t1
OG0006479	As011G256270	Aa_G254690.h1.t1
OG0006480	As011G258950	Aa_G230.h1.t1
OG0006481	As011G262730	Aa_G405240.h1.t1
OG0006482	As011G264260	Aa_G421710.h1.t1, Aa_G306380.h1.t1
OG0006483	As011G264540	Aa_G344740.h1.t1
OG0006484	As011G264810	Aa_G249600.h1.t1
OG0006485	As011G265110	Aa_G426610.h1.t1
OG0006486	As011G265320	Aa_G415470.h1.t1
OG0006487	As011G265450	Aa_G148000.h1.t1, Aa_G99910.h1.t1
OG0006488	As011G266100	Aa_G143440.h1.t1
OG0006489	As011G266150	Aa_G143480.h1.t1
OG0006490	As011G267150	Aa_G194820.h1.t1
OG0006491	As011G267230	Aa_G194710.h1.t1
OG0006493	As012G268150	Aa_G278660.h1.t1
OG0006494	As012G268640	Aa_G231440.h1.t1
OG0006495	As012G269050	Aa_G118220.h1.t1
OG0006496	As012G269140	Aa_G118290.h1.t1
OG0006497	As012G269160	Aa_G118310.h1.t1
OG0006498	As012G269760	Aa_G74150.h1.t1
