Orthogroup	Aethionema_saxatile	Brassica_rapa
OG0005407	As007G155290	XP_009117582.1, XP_009110313.2, XP_033128804.1
OG0005408	As007G155310	XP_009117579.2, XP_009110311.1, XP_033128967.1
OG0005409	As007G155490	XP_009117566.2, XP_009110301.1, XP_009149386.1
OG0005410	As007G155980, As010G238120	XP_009110261.1, XP_009149456.2
OG0005411	As007G156250	XP_009110243.1, XP_009149499.1, XP_009103361.1
OG0005412	As007G156740	XP_033133658.1
OG0005413	As007G157620	XP_009149677.2, XP_009103289.2, XP_009110179.2
OG0005414	As010G235650, As007G158030	XP_009104603.1, XP_009128252.1
OG0005415	As007G158210	XP_009110755.1, XP_033137061.1, XP_009103251.2
OG0005416	As007G158310	XP_009110143.1
OG0005417	As010G234630, As007G158760	XP_033130528.1
OG0005418	As007G158920	XP_033130511.1
OG0005419	As007G160140	XP_009115442.2, XP_009103128.2, XP_033130977.1, XP_018509344.2
OG0005420	As007G160270	XP_009115433.1, XP_009110057.1
OG0005421	As007G160420	XP_009103114.2, XP_009115418.1, XP_009110047.2
OG0005422	As007G160840	XP_009109918.1, XP_009115357.1
OG0005423	As007G161750	XP_033132618.1
OG0005424	As007G161800	XP_033131514.1, XP_009113807.2, XP_033132613.1
OG0005425	As007G161820	XP_009103039.1, XP_009109842.2, XP_009113806.2
OG0005426	As007G164240	XP_009138787.1, XP_009109230.1, XP_009137491.1
OG0005427	As007G165270	XP_009137535.1, XP_009139321.1, XP_009109202.1
OG0005429	As007G178550	XP_009117251.1, XP_009140520.1
OG0005431	As008G182660	XP_009111172.1
OG0005432	As008G185190	XP_009118110.1, XP_018509487.1
OG0005433	As008G185260	XP_009148618.1, XP_009118116.1, XP_009110675.1
OG0005434	As008G186720	XP_009144410.1, XP_009148419.2, XP_009118215.1
OG0005435	As008G186740	XP_009148421.1, XP_009144411.1, XP_009118213.1
OG0005436	As008G187770	XP_009148324.1, XP_009144479.1
OG0005437	As008G187800	XP_009148326.1, XP_009144477.2
OG0005438	As008G188070	XP_009148271.1, XP_009110809.1
OG0005439	As008G188380	XP_009148234.1, XP_009118319.1
OG0005440	As008G188430	XP_009110835.1, XP_009148184.1
OG0005441	As008G189400	XP_009118347.1, XP_009148135.1, XP_009110871.1
OG0005442	As008G190710	XP_009110902.2, XP_018510627.1
OG0005444	As008G193410	XP_009118525.1, XP_018511124.2
OG0005446	As008G194650	XP_009111043.2, XP_018510799.2, XP_009118577.1
OG0005447	As008G198530	XP_009118797.1, XP_033142434.1, XP_009115293.1
OG0005448	As009G199760	XP_033137826.1, XP_033139770.1, XP_033143151.1
OG0005449	As009G199880	XP_009131416.1, XP_009121656.1
OG0005450	As009G200330	XP_033137833.1, XP_009131384.3, XP_033139807.1
OG0005451	As009G200560	XP_009121632.1, XP_009126006.1
OG0005452	As009G202220	XP_033138485.1, XP_033139547.1, XP_033143156.1
OG0005453	As009G202520	XP_009121475.2, XP_009126119.1, XP_009131548.2
OG0005454	As009G203370	XP_033141730.1, XP_009131592.1, XP_009107504.1
OG0005455	As009G203540	XP_033141731.1, XP_009131601.1
OG0005456	As009G203720	XP_009121057.2, XP_009126206.2, XP_009131607.2
OG0005457	As009G204260	XP_009131665.1, XP_009120977.1
OG0005458	As009G205380	XP_033136523.1, XP_009129924.1
OG0005459	As009G206170	XP_009129870.1, XP_009111750.1
OG0005460	As009G207070	XP_009151253.1, XP_009129820.1
OG0005461	As009G208680	XP_009111854.1, XP_009151679.1
OG0005462	As009G211500	XP_009130962.1, XP_018510816.1, XP_009125662.1
OG0005463	As009G212510	XP_009130920.1, XP_009122905.3
OG0005464	As009G213280	XP_033141545.1, XP_009122151.1, XP_033145099.1
OG0005465	As009G213960	XP_033145066.1, XP_009125589.1, XP_009122124.1
OG0005466	As009G214080	XP_009125580.2, XP_009122555.2, XP_009130846.1
OG0005467	As009G214330	XP_009125576.2, XP_009122571.1, XP_009130835.1
OG0005468	As009G214350	XP_009122573.1, XP_009125575.1, XP_009130834.1
OG0005469	As009G214590	XP_009125560.1
OG0005470	As009G215170	XP_009129949.1
OG0005471	As009G218530	XP_009112005.1, XP_033140510.1, XP_009151321.1
OG0005472	As009G218540	XP_009151322.1, XP_009130190.1, XP_009130189.2
OG0005473	As009G218600	XP_009151332.1, XP_033140935.1
OG0005474	As009G218900, As010G223550	XP_009151366.1, XP_009130215.1
OG0005475	As009G220040	XP_009132059.2, XP_033137700.1, XP_009126757.2
OG0005476	As010G220650	XP_033144649.1, XP_009115768.1, XP_009149387.1
OG0005478	As010G223900, As010G227850	XP_009149927.1
OG0005479	As010G224970	XP_033128506.1
OG0005480	As010G227370	XP_009126407.1, XP_009131760.1, XP_009120839.2
OG0005481	As010G227770	XP_009105321.1, XP_009127575.1, XP_009105102.1
OG0005482	As010G230120	XP_033147226.1, XP_033142923.1, XP_009124500.2
OG0005484	As010G231250	XP_033130248.1, XP_033139583.1, XP_009105029.1
OG0005485	As010G232340	XP_009127720.1, XP_009105004.1, NP_001288843.1
OG0005486	As010G232680	XP_009104994.1, XP_009127744.1, XP_009105513.1
OG0005487	As010G233660	XP_009104941.1, XP_009127824.1, XP_009105741.1
OG0005488	As010G234000	XP_009127844.1, XP_009105776.1, XP_009104929.1
OG0005489	As010G234410	XP_009127862.1, XP_033130290.1, XP_009104908.1
OG0005490	As010G235270	XP_033140052.1, XP_009104587.1, XP_009106520.1
OG0005491	As010G235360	XP_009106455.1, XP_009128273.1, XP_009104590.2
OG0005492	As010G236640	XP_033132088.1, XP_033141650.1
OG0005493	As010G236980	XP_033132214.1, XP_033129834.1, XP_009103319.1
OG0005494	As010G237580	XP_009106247.1, XP_009104692.1
OG0005495	As010G237980	XP_009128574.1, XP_009106205.1, XP_009104701.1
OG0005496	As010G238020	XP_033131089.1, XP_033140559.1, XP_033131080.1
OG0005497	As010G238170	XP_009106194.1, XP_009128099.1, XP_009104706.1
OG0005498	As010G239260	XP_009128036.1, XP_009106083.1, XP_009127913.2
OG0005499	As010G239280	XP_009106082.1, XP_033131169.1, XP_009104778.1
OG0005500	As010G239620	XP_009104786.1, XP_009128015.1
OG0005501	As010G239980	XP_009111765.2, XP_033129928.1
OG0005502	As010G240960	XP_009105948.2, XP_009104844.2
OG0005503	As010G241410	XP_033131725.1, XP_033131726.1, XP_009104862.1
OG0005504	As010G241690	XP_009128297.1, XP_009106551.1, XP_009106552.2
OG0005505	As010G243330	XP_009104494.1, NP_001288924.1
OG0005506	As010G243530	XP_009106731.2, XP_009128402.2
OG0005507	As010G243800	XP_009104460.1, XP_009128424.1, XP_009106749.1
OG0005508	As011G244660, As012G267750	XP_009135248.1, XP_009124671.1, XP_009146588.1
OG0005509	As011G245180	XP_009124738.2, XP_009135295.2, XP_009146535.1
OG0005510	As011G247140	XP_009146296.2, XP_009116532.1, XP_009135418.2
OG0005511	As011G247560	XP_009146248.1, XP_009135440.1
OG0005512	As011G247600	XP_009126115.1
OG0005514	As011G248700	XP_009146082.1, XP_009135486.1, XP_033132692.1
OG0005515	As011G248780	XP_033147768.1
OG0005516	As011G248860	XP_009136721.1, XP_009107867.2
OG0005517	As011G249180	XP_009135511.1, NP_001288846.1, XP_009146047.1
OG0005518	As011G249590	XP_009146008.1, XP_033144839.1
OG0005519	As011G250260	XP_009145924.2, XP_009113437.1
OG0005520	As011G250780	XP_033143070.1, XP_009145866.1, XP_009112538.1
OG0005521	As011G250870	XP_009135597.1, XP_009145860.1, XP_009112407.1
OG0005522	As011G250990	XP_009135602.2, XP_009145848.1
OG0005523	As011G251240, As011G257370	XP_009135619.1
OG0005524	As011G251620	XP_009145775.1, XP_033136470.1, XP_033144817.1
OG0005525	As011G252560	XP_009145646.2, XP_009111188.2, XP_009135678.2
OG0005526	As011G252910	XP_009135701.2, XP_009145607.1
OG0005527	As011G254490	XP_009145325.1
OG0005528	As011G257670, As011G257660	XP_009102562.1
OG0005529	As011G262000, As011G262680	XP_009117916.1
OG0005530	As011G262240	XP_018510133.2, XP_009108777.1
OG0005531	As011G263780	XP_009136347.2, XP_009121176.2, XP_009112411.1
OG0005532	As011G263890	XP_009112413.1, XP_009136365.1, XP_009121166.1
OG0005533	As011G264950	XP_009102288.1, XP_033129566.1, XP_033136225.1
OG0005535	As011G266540	XP_009102130.2, XP_009117515.2, XP_018509705.2
OG0005536	As012G268750	XP_009106890.2, XP_009147515.2, XP_009103742.1
OG0005537	As012G269120	XP_009147543.2, XP_009107064.1
OG0005538	As012G269130	XP_009106930.2, XP_009147542.1
OG0005539	As012G269280	XP_009107060.1, XP_009106946.1, XP_009147559.1
OG0005540	As012G269570	XP_033147241.1, XP_009123971.1, XP_033128666.1
OG0005541	As012G269860	XP_009147613.1, XP_033132410.1
OG0005542	As012G272150	XP_009107216.1, XP_009147837.1, XP_033148026.1
OG0005544	As012G273870	XP_009147973.1, XP_009107366.1, XP_009145011.1, XP_009129432.1
OG0005545	As012G273980	XP_009107391.1
OG0005546	As012G277470	XP_009139379.1, XP_009103880.1, XP_009117167.2
OG0005547	As012G278040	XP_009103891.1, XP_009139273.1, XP_009116092.1
OG0005548	As012G279160	XP_009115856.1, XP_009136628.1
OG0005549	As012G279470	NP_001289050.1, XP_009115845.1, XP_009136621.1
OG0005550	As012G283980	XP_009139033.1, XP_009104060.1, XP_009116447.1
OG0005551	As012G284120	XP_009116469.1, XP_009104068.1, XP_009139024.1
OG0005552	As012G284430	XP_009104099.1, XP_009138990.1, XP_009116500.2
OG0005553	As012G284600	XP_033131121.1, XP_009116508.1
OG0005554	As012G286950	XP_009138810.1, XP_009104277.1, XP_009116763.1
OG0005555	As012G288020	XP_009138738.1, XP_009116880.1
OG0005556	As012G288420	XP_009138725.1, XP_033131563.1, XP_009116921.1
OG0005557	As012G288720	XP_009104401.1, XP_018510418.1
OG0005592	As001G000970	XP_009137829.2, XP_033133004.1, XP_033136904.1
OG0005593	As001G002110	XP_009109003.1, XP_009109004.1
OG0005594	As006G136630, As001G002230	XP_009110890.1, XP_009148105.1
OG0005595	As001G002670	XP_009127718.1, XP_009137949.1
OG0005596	As001G002890	XP_009137966.1, XP_009108968.1, XP_009127520.1
OG0005597	As001G002940	XP_033133498.1, XP_009137969.1, XP_009127511.2
OG0005598	As001G003080	XP_009137978.1, XP_033133505.1, XP_009127405.1
OG0005599	As001G003160	XP_009108958.1, XP_009127388.2
OG0005600	As001G003530	XP_033144482.1, XP_033135840.1
OG0005601	As001G003860	XP_009138025.2
OG0005602	As001G004790	XP_033135280.1, XP_009138076.2, XP_009108882.1
OG0005603	As001G005240	XP_009108869.2, XP_009125844.1, XP_009138136.2
OG0005605	As001G005830	XP_009125288.1, XP_009138148.1
OG0005606	As001G012120	XP_009138204.1
OG0005607	As001G013590	XP_009108754.1, XP_009116941.1, XP_009138261.1
OG0005608	As001G015710	XP_009107405.1, XP_009118938.1
OG0005609	As004G079180, As001G016190	XP_009143647.1, XP_009141500.1
OG0005610	As001G018030	XP_009145886.1
OG0005611	As008G188180, As001G019310	XP_009113340.1, XP_009102548.2
OG0005612	As001G019680	XP_009121842.1
OG0005613	As001G021190	XP_009104119.1, XP_018510638.1, XP_033139484.1, XP_033135930.1, XP_033136283.1
OG0005614	As001G021890	XP_009105161.2, XP_009113117.1
OG0005615	As001G022220	XP_009101375.1, XP_009107095.1
OG0005616	As001G023370	XP_009129165.1, XP_009101268.1
OG0005617	As001G023570	XP_009129134.1, XP_033128095.1
OG0005618	As001G024320	XP_009129078.1, XP_033136451.1, XP_009152152.2
OG0005620	As001G024500	XP_009128927.1, XP_009129055.1
OG0005621	As001G024560	XP_009152143.1, XP_033139886.1
OG0005622	As001G025080	XP_009152088.1
OG0005623	As001G025110	XP_018512078.1, XP_009114097.1, XP_009152081.1
OG0005624	As001G025980	XP_009151992.1, XP_009111555.1, XP_009129450.1
OG0005625	As001G026930	XP_009151892.2, XP_009111589.1
OG0005626	As004G078310, As001G027760	XP_009129304.1, XP_033129716.1
OG0005627	As001G027810	XP_009151779.1, XP_009129297.2
OG0005628	As001G028350	XP_033139388.1
OG0005629	As004G076910	XP_009124244.2, XP_009144647.2
OG0005630	As001G030320	XP_009112851.1
OG0005630	As004G098390	XP_009125212.1
OG0005631	As001G031070	XP_033135380.1, XP_009112777.1
OG0005632	As001G031180, As009G201530	XP_009126067.1, XP_009131495.1
OG0005634	As001G031680	XP_009113029.1, XP_009148579.1
OG0005635	As002G032560	XP_009109191.1, XP_009139610.1, XP_009137561.1
OG0005636	As002G033070	XP_009141981.1
OG0005636	As012G283610	XP_009116413.1
OG0005637	As002G033850	NP_001288831.1, XP_009142702.1, XP_009141922.2
OG0005638	As002G034410	XP_009146916.2
OG0005638	As005G107710	XP_009130745.1
OG0005639	As002G034720, As005G108070	XP_009146905.1, XP_009135042.2
OG0005640	As002G035100	XP_033143196.1, XP_033131100.1, XP_009146879.2, XP_009135033.1
OG0005641	As002G038610	XP_009146635.1, XP_009120881.1, XP_009135214.1
OG0005642	As002G043760	XP_009132586.1, XP_009107129.2
OG0005643	As002G044740	XP_033139994.1
OG0005644	As002G044970	XP_009132504.1, XP_033137321.1
OG0005645	As002G046580	XP_009120008.1, XP_009127064.1, XP_009132423.2
OG0005646	As002G047000	XP_009127025.2, XP_033138731.1, XP_009143850.1
OG0005647	As006G134300, As002G047690	XP_009132347.1, XP_009126972.2, XP_009120106.1
OG0005648	As002G047990	XP_009126955.1, XP_009132320.1, XP_033138424.1
OG0005649	As002G048200	XP_009126936.1, XP_009120163.1, XP_009132291.1
OG0005650	As002G048770	XP_033138097.1, XP_009132150.1, XP_009126903.1
OG0005651	As002G049090	XP_009132132.1, XP_033141905.1, XP_009126843.2
OG0005652	As002G049520	XP_009132104.1, XP_009132100.2
OG0005653	As002G049860	XP_009126791.1, XP_009120322.2
OG0005654	As002G050000	XP_009151578.2, XP_033136576.1
OG0005655	As002G050360	XP_009121777.1
OG0005656	As002G050400	XP_009125898.1, XP_033142481.1, XP_009121780.1
OG0005657	As002G050640	XP_033142478.1, XP_009125878.1, XP_009121810.1
OG0005659	As002G051500	XP_009131227.1, XP_009125829.1
OG0005660	As002G051530	XP_009131229.1, XP_009125828.1, XP_033138385.1
OG0005661	As002G051570	XP_009121919.1, XP_018513344.2
OG0005663	As002G053900	XP_009125757.1
OG0005664	As002G054020	XP_009125751.1, XP_033137494.1
OG0005665	As002G054720	XP_009122427.1, XP_009125718.1
OG0005666	As003G055610	XP_033132743.1, XP_018513030.1
OG0005667	As003G055790	XP_033131193.1, XP_009136841.1
OG0005668	As004G089530, As003G056060	XP_009128909.2, XP_009114312.1
OG0005669	As003G057730	XP_009137007.1, XP_009132755.1
OG0005670	As003G057810	XP_009132837.2
OG0005671	As003G058060	XP_009108440.1, XP_009133235.1
OG0005672	As003G058080, As004G087440	XP_009137019.1, XP_009133245.1
OG0005673	As003G059120	XP_033142753.1, XP_033133300.1, XP_009134573.1
OG0005674	As003G060330	XP_009137245.1, XP_018508192.1
OG0005675	As003G060650	XP_009136072.1
OG0005676	As003G060780	XP_009137278.1
OG0005678	As003G063370	XP_009114736.1, XP_009107930.1
OG0005680	As003G068930	XP_009109737.1, XP_009113678.2, XP_009102919.1
OG0005681	As003G069990	XP_009115242.1
OG0005682	As003G070090	XP_009115230.1
OG0005683	As003G071570	XP_009115027.1, XP_009102682.1, XP_009107755.1
OG0005684	As003G072040	XP_009109277.1
OG0005685	As003G072410	XP_009138408.1, XP_033133159.1, XP_009147025.1
OG0005686	As003G072600	XP_009138426.1, XP_009129875.1, XP_033130810.1
OG0005687	As003G073130	XP_009140872.1, XP_009109349.2
OG0005688	As003G073860, As007G179770	XP_009140450.1, XP_009117314.1
OG0005689	As003G074090	XP_009109392.1, XP_009138531.1, XP_009133094.1
OG0005691	As003G074760	XP_009138548.1, XP_009109428.1
OG0005693	As003G075440	NP_001288884.1, XP_009121710.1, XP_033133071.1
OG0005694	As003G075450	XP_009101880.2, XP_009109470.1, XP_009120729.1
OG0005695	As004G077720	XP_009125068.1
OG0005696	As004G079390	XP_033147508.1
OG0005697	As004G079740	XP_009141474.1, XP_009143688.2
OG0005698	As004G081030	XP_009132983.1, XP_009143782.1
OG0005699	As004G081880	XP_009101797.1, XP_009114010.1
OG0005700	As004G081900	XP_009125876.1
OG0005701	As004G081910	XP_033140638.1, XP_033135691.1
OG0005702	As011G261400, As004G082260	XP_009119797.1
OG0005703	As004G085090	XP_009144486.1
OG0005704	As004G085370	XP_009114609.1, XP_009134283.2
OG0005705	As004G087970, As004G087950	XP_009128804.1
OG0005707	As004G088580	XP_009114379.1, XP_009101551.1
OG0005708	As004G088860, As004G088830	XP_009114359.1
OG0005709	As004G089100	XP_033128266.1
OG0005710	As004G090190	XP_009114268.1, XP_009128981.1, XP_009101409.1
OG0005711	As004G090210	XP_009128982.1, XP_009114266.2
OG0005712	As004G090660	XP_033129786.1, XP_033136878.1
OG0005714	As004G092450	XP_009136158.1, XP_009124255.1
OG0005715	As004G094330	XP_033148736.1, XP_033146643.1, XP_009107702.1
OG0005716	As004G095850	XP_009107800.1, XP_009148303.1
OG0005717	As004G096500	XP_009135760.1, XP_009145470.1
OG0005718	As005G099150	XP_009133823.1, NP_001288970.1, XP_009142507.1
OG0005719	As005G099460	XP_009133816.1, XP_009142534.1
OG0005720	As005G099650	XP_033139299.1, XP_033148464.1
OG0005721	As005G100240	XP_033146769.1, XP_009142448.1
OG0005722	As005G100400	XP_009142624.1
OG0005723	As005G100500	XP_009142635.1
OG0005724	As005G100700, As012G287700	XP_009104334.1, XP_009116837.1
OG0005725	As005G101370	XP_009133745.1
OG0005726	As012G287060, As005G101510	XP_009104284.1, XP_009138799.1
OG0005727	As005G101650	XP_009143147.1, XP_009142341.1
OG0005728	As005G102170	XP_009143083.1, XP_033142586.1, XP_009142308.1
OG0005729	As012G286250	XP_033134107.1
OG0005730	As005G102520	XP_009143055.1
OG0005731	As005G102890	XP_009143016.1, XP_033144396.1, XP_009142255.2
OG0005732	As005G102920	XP_009143014.1
OG0005733	As005G103870	XP_033148364.1, XP_009133603.1
OG0005734	As005G104020	XP_009142190.1, XP_009142927.1, XP_009133597.1
OG0005735	As005G104870	XP_009142070.1, XP_009133538.2
OG0005736	As005G106100	XP_009141994.2
OG0005738	As005G107360	XP_009122794.1, NP_001288956.1, XP_009130690.1
OG0005739	As005G109570	XP_009129916.1, XP_009111688.1
OG0005740	As005G109650	XP_033129694.1
OG0005742	As005G110700	XP_033138617.1, XP_009126387.2, XP_009131750.2
OG0005743	As005G111620	NP_001288874.1
OG0005744	As010G227100, As005G112230	XP_009120774.1, XP_009131811.1
OG0005745	As005G112270	XP_009131816.1, XP_009120769.1
OG0005746	As005G113210	XP_009120677.1, XP_009131867.1
OG0005747	As005G113420	XP_009131881.1, XP_033140831.1, XP_009120656.1
OG0005748	As005G113530	XP_009126547.1, XP_009120648.2
OG0005749	As005G114100	XP_009126597.2, XP_009120598.1
OG0005750	As005G114350	XP_018513359.1, XP_009131923.1, XP_009120566.1
OG0005751	As005G115900	XP_009126725.1, XP_009132023.1
OG0005752	As005G116790	XP_009112108.1, XP_009150449.1, XP_009130277.1
OG0005753	As005G116850	XP_009150458.2, XP_009112112.2
OG0005754	As005G117610	XP_009112145.1, XP_009150543.1
OG0005755	As005G117720	XP_033128206.1
OG0005756	As005G118270	XP_033137297.1, XP_009130495.1, XP_009150599.1
OG0005757	As005G119990	XP_009112325.3, XP_033131224.1
OG0005758	As005G120170	XP_033131241.1
OG0005759	As006G121240	XP_009111469.2, XP_009134533.2
OG0005760	As006G121530	XP_009134553.1, XP_033137123.1
OG0005761	As006G121710, As006G121870	XP_009134524.1, XP_033135209.1
OG0005762	As006G121920	XP_009111425.1, XP_009134518.2
OG0005763	As006G122470	XP_033143209.1, XP_009111355.1
OG0005764	As006G123560	XP_009144542.1, XP_009149713.2
OG0005765	As006G124020	XP_009122006.3, XP_009134367.1
OG0005766	As006G124130	XP_009134350.1, XP_009121906.1
OG0005767	As006G124260	XP_009113930.1, XP_009123938.1
OG0005768	As006G124290	XP_009113932.1, XP_009101727.2
OG0005769	As006G124440	XP_009119351.1
OG0005770	As006G124500	XP_033137159.1, XP_009101739.3, XP_033140608.1
OG0005771	As006G125230	XP_009143858.1, XP_009141318.1
OG0005772	As006G125240	XP_009141315.1
OG0005773	As006G125800	XP_018514769.1
OG0005774	As006G126490	XP_009141202.1, XP_009132829.2, XP_033147651.1
OG0005775	As006G128310	XP_009144320.1, XP_009141048.1
OG0005776	As006G128500	XP_009132708.1, XP_018513674.2, XP_009144337.1
OG0005777	As012G269220, As006G129360	XP_009133862.1, XP_009103716.1, XP_009140949.1
OG0005778	As006G129460	XP_009144200.1, XP_009132792.1, XP_009141161.1
OG0005779	As006G130120	XP_033143912.1, XP_033132161.1
OG0005780	As006G130690	XP_033145820.1, XP_033142352.1
OG0005781	As006G130710	XP_033130906.1
OG0005782	As006G131560	XP_009138176.1, XP_009123672.1, XP_009108810.2
OG0005783	As006G131600	XP_009117009.1
OG0005784	As009G199830, As006G133520	XP_009125957.1, XP_009121708.1, XP_009131375.2
OG0005785	As006G134900	XP_018514324.1, XP_009117713.1
OG0005786	As006G135270	XP_009134658.1
OG0005787	As006G135360	XP_018510351.2, XP_009134663.1, XP_009134660.1
OG0005788	As006G135410	XP_009147354.1, XP_009118001.1
OG0005789	As006G136390	XP_009130362.1
OG0005790	As006G139310	XP_033141211.1
OG0005791	As006G140230	XP_009147147.1, XP_009124805.1
OG0005792	As006G140370	XP_009147190.2, XP_009124686.2
OG0005793	As006G140430	XP_009147130.1, XP_009135975.2, XP_009124652.1
OG0005794	As006G140500	XP_009124613.1, XP_009147123.1, XP_009134934.1
OG0005795	As006G141280	XP_009124297.1, XP_009147056.1
OG0005796	As006G141300	XP_009113128.1, XP_009104717.1
OG0005797	As006G141540	XP_009134993.1, XP_009124140.1
OG0005798	As006G141920	XP_009146998.1, XP_009135100.1
OG0005799	As006G142460	XP_009142686.1, XP_009141893.1
OG0005800	As006G142780	XP_009133418.1, XP_009143240.1
OG0005801	As006G143030	XP_009141667.1, XP_033147981.1
OG0005802	As006G143590	XP_009141812.1, XP_009143313.1
OG0005803	As006G145440	XP_009141615.1, XP_009133102.1, XP_009143547.1
OG0005804	As006G146090	XP_009139397.1, XP_009116044.1
OG0005805	As006G146130	XP_009141654.1, XP_009143503.1
OG0005806	As006G146600	XP_009133196.1
OG0005807	As006G146740	XP_009141685.1, XP_033142650.1
OG0005808	As006G147110	XP_009141731.1, XP_009143404.1
OG0005809	As006G147130	XP_009141755.2, XP_009133281.2, XP_009143367.2
OG0005810	As006G147400	XP_018514662.1, XP_009133264.1
OG0005811	As006G148400	XP_009141743.1, XP_009143383.1, XP_009133259.1
OG0005812	As007G151980	XP_009148925.1, XP_009110488.2, XP_009117835.1
OG0005813	As007G152850	XP_033128774.1, XP_009149070.2
OG0005814	As007G152900, As007G162490	XP_009149078.1
OG0005815	As007G153110	XP_009149104.1, XP_009110447.1, XP_009117750.1
OG0005816	As007G153210	XP_009110773.3, XP_009149114.1
OG0005817	As007G153560	XP_009117720.1, XP_009149152.1
OG0005818	As007G154250, As010G240610	XP_018508689.1, XP_033131147.1, XP_033131146.1
OG0005819	As007G154280, As007G177410	XP_009127587.1
OG0005820	As007G155920	XP_009103381.1, XP_009149447.1, XP_033133906.1
OG0005821	As007G156600	XP_033129920.1, XP_033147143.1, XP_009103341.1
OG0005822	As007G156720	XP_009110221.1, XP_009149539.1, XP_009103334.1
OG0005823	As007G157840	XP_009103283.1, XP_033133866.1, XP_009149704.1
OG0005824	As007G158530	XP_009123119.1, XP_009110135.2, XP_009103235.1
OG0005825	As007G159610	XP_009103174.1, XP_009115525.1, XP_009110100.1
OG0005826	As007G159750	XP_009115500.1, XP_009110081.2
OG0005827	As007G159900	XP_009115477.1
OG0005828	As009G200310, As007G162190	XP_009131385.1, XP_009121698.1
OG0005829	As007G162370	XP_009102966.1, XP_009109794.1
OG0005830	As007G162630	XP_009113762.1, XP_009109802.1
OG0005831	As007G162920	XP_009138049.2, XP_009109247.1
OG0005832	As007G163340	XP_033134465.1, XP_009117042.1
OG0005833	As007G163990	XP_009138709.1, XP_009137486.2
OG0005834	As007G164230	XP_009137490.1, XP_009138776.1
OG0005835	As007G164670	XP_009137513.1, XP_009139119.1
OG0005836	As007G178540	XP_009117246.1, XP_033146394.1
OG0005837	As009G216810, As007G179080	XP_033145469.1
OG0005839	As008G182710	XP_033133750.1, XP_009117881.1, XP_033130089.1
OG0005840	As008G183450	XP_009117949.1, XP_009148678.1, XP_033133768.1
OG0005841	As008G184040	XP_009148524.1
OG0005842	As008G184480	XP_009110619.1, XP_033135465.1
OG0005843	As008G184600	XP_009148574.1, XP_009110630.1, XP_009118064.2
OG0005844	As008G184720	XP_009118077.1, XP_009148583.1
OG0005845	As008G185090	XP_009110661.2, XP_033128160.1, XP_018509748.1
OG0005846	As008G185210	XP_009118113.1, XP_009110669.1
OG0005847	As008G185500	XP_009118168.1, XP_009110690.1
OG0005848	As008G185770	XP_009110709.1, XP_033136606.1, XP_009148493.1
OG0005849	As008G186170	XP_009148458.1, NP_001288934.1
OG0005850	As008G186180	XP_009110726.1, XP_009133046.1
OG0005851	As008G187020	XP_009148395.1
OG0005852	As008G187110	XP_009148378.1, XP_009144438.1
OG0005853	As008G187720	XP_009148315.1, XP_009118285.1
OG0005854	As008G188170	XP_009118304.1, XP_033133457.1
OG0005855	As008G188460	XP_033133464.1, XP_033130079.1
OG0005856	As008G190000	XP_009110877.1
OG0005857	As008G190730	XP_009118377.1, XP_009148097.1, XP_033133216.1
OG0005858	As008G191080	XP_009118399.1, XP_009148048.1, XP_033132512.1
OG0005859	As008G191910	XP_009148023.1, XP_009110921.1
OG0005860	As008G192550	XP_018510934.1, XP_009118431.1, XP_009118432.1
OG0005861	As008G193070	XP_009118464.1, XP_009110962.1, XP_009118998.1
OG0005862	As008G195890	XP_009119264.1, XP_009111087.1, XP_033131303.1
OG0005863	As008G195900	XP_009119265.2, XP_009118623.2
OG0005865	As008G197460	XP_009118718.1, XP_009111170.1, XP_009119579.1
OG0005866	As008G197980	XP_009119634.1, XP_009118769.2, XP_009111199.1
OG0005867	As008G198380	XP_018509476.2, XP_033138119.1
OG0005868	As008G199050	XP_009101392.1, XP_009119721.1
OG0005870	As009G200040	XP_009121672.1, XP_009131400.1, XP_033139804.1
OG0005872	As009G200830	NP_001288849.1, XP_009126032.1, XP_009131440.1
OG0005873	As009G200900	XP_009126060.1, XP_033138820.1, XP_009131486.1
OG0005874	As009G201810	XP_009121531.1, XP_009126079.1
OG0005875	As009G203450	XP_009126191.1, XP_009107526.1
OG0005876	As009G204330	XP_009131670.1, XP_009126255.1
OG0005877	As009G205000	XP_009120915.1
OG0005878	As009G206730	XP_033136592.1, XP_018508070.1
OG0005879	As009G207310	XP_009151279.1, XP_009111918.1
OG0005880	As009G207380	XP_009151296.2, XP_009111884.1
OG0005881	As009G207620	XP_009151303.1, XP_009111875.2, XP_009129779.2
OG0005882	As009G207830	XP_009129757.2, XP_009151708.1
OG0005883	As009G208760	XP_009151671.1, XP_018509742.1
OG0005884	As009G209480	XP_009131357.1, XP_009125940.1
OG0005885	As009G213290	XP_009130881.1, XP_009125600.1, XP_033137774.1
OG0005886	As009G215000, As009G214990	XP_009151104.2, XP_009111678.2
OG0005887	As009G215730	XP_009111646.1, XP_009129997.1, XP_009151017.1
OG0005888	As009G216730	XP_009141810.1, XP_009150914.1
OG0005889	As009G217700	XP_009136423.1, XP_009130140.1, XP_009111969.1
OG0005890	As009G218040	XP_009130171.1
OG0005891	As009G218670	XP_033141845.1, XP_009112011.2
OG0005892	As010G223620	XP_009149912.1
OG0005893	As009G219200	XP_009112033.1, XP_009151404.1
