Orthogroup	Aethionema_saxatile	Arabidopsis_thaliana
OG0007916	As006G134830	AT3G01200.1
OG0007917	As006G134870	AT3G01160.1
OG0007918	As006G134890, As009G201310	AT5G15270.1
OG0007919	As006G135130	AT3G02140.1
OG0007920	As006G135370	AT3G02360.1
OG0007921	As006G135670	AT3G02650.1
OG0007922	As006G135800	AT3G02800.1
OG0007923	As006G135880	AT3G02880.1
OG0007924	As006G136110	AT3G03100.1
OG0007925	As009G203430, As006G136480	AT3G03440.1
OG0007926	As006G136880	AT3G03770.1
OG0007927	As006G137360	AT3G04090.1
OG0007928	As006G137900	AT3G04700.1
OG0007929	As006G137940	AT3G04730.1
OG0007930	As006G138110	AT3G04910.1
OG0007931	As006G138210	AT3G05090.1
OG0007932	As006G138340	AT3G04980.2
OG0007933	As009G206580, As006G138430	AT3G05160.1
OG0007934	As006G138470	AT3G05200.1
OG0007935	As006G138630	AT3G05327.1
OG0007936	As006G138780	AT3G05520.2
OG0007937	As006G138840	AT3G05470.1
OG0007938	As006G139070	AT3G05690.2
OG0007939	As006G139390	AT3G05937.1
OG0007940	As006G139520	AT3G06020.1
OG0007941	As006G139700	AT3G06130.1
OG0007942	As006G140130	AT3G06483.1
OG0007943	As006G140180	AT3G06540.1
OG0007944	As006G140200	AT3G06550.2
OG0007945	As006G140220	AT3G06580.1
OG0007946	As006G140240	AT3G06600.1
OG0007947	As006G140250	AT3G06610.1
OG0007948	As006G140690	AT5G48870.1
OG0007949	As006G140810	AT3G07120.1
OG0007950	As006G141050	AT3G07320.1
OG0007951	As006G141220	AT3G07540.1
OG0007952	As006G141400	AT3G07660.1
OG0007953	As006G141490	AT3G07750.1
OG0007954	As006G141500	AT3G07760.3
OG0007955	As006G141690	AT3G07950.1
OG0007956	As006G141840	AT3G08500.1
OG0007957	As006G142100	AT3G08840.7
OG0007958	As006G142770	AT2G40180.1
OG0007959	As006G142800	AT2G40150.1
OG0007960	As006G142820	AT2G40130.2
OG0007961	As006G142990	AT2G39980.1
OG0007962	As006G143150	AT2G39870.1
OG0007963	As006G143540	AT2G39490.1
OG0007964	As006G144270	AT2G38820.2
OG0007965	As006G144610	AT2G36050.1
OG0007966	As006G144640	AT2G36090.1
OG0007967	As006G144730	AT2G36220.1
OG0007968	As006G145060	AT2G36450.1
OG0007969	As006G145090	AT2G36480.1
OG0007970	As006G145230	AT2G36690.1, AT2G06960.1
OG0007971	As006G145480	AT2G36930.1
OG0007972	As006G145520	AT2G36970.1
OG0007973	As006G145690	AT2G37080.1
OG0007974	As006G145840	AT2G37200.2
OG0007975	As006G146570	AT2G37610.1
OG0007976	As006G146760	AT2G37678.1
OG0007977	As006G146800	AT2G37740.1
OG0007978	As006G146960	AT2G37880.1
OG0007979	As006G147600	AT2G38110.1
OG0007980	As006G147980	AT2G38250.1
OG0007981	As006G148510	AT2G38370.2
OG0007982	As006G149020	AT2G35790.1
OG0007983	As007G152010	AT1G15400.3
OG0007984	As007G152770	AT1G16270.1
OG0007985	As007G153170	AT1G16740.1
OG0007986	As007G154300	AT1G17820.1
OG0007987	As007G154490	AT1G18320.1, AT3G10110.1
OG0007988	As007G154580	AT1G18210.1
OG0007989	As007G154780	AT1G18370.1
OG0007991	As007G154880	AT1G18480.1
OG0007992	As007G155060	AT1G18620.2
OG0007993	As007G155110	AT1G18660.4
OG0007994	As007G155270	AT1G18840.1
OG0007995	As007G155640	AT1G19270.1
OG0007996	As007G155660	AT1G19300.1
OG0007997	As010G238350, As007G155760	AT1G19440.1
OG0007998	As007G155800	AT1G19485.1
OG0007999	As007G156060	AT1G19860.2
OG0008000	As007G156070	AT1G19870.1
OG0008001	As007G156150	AT1G19960.1
OG0008002	As007G156350	AT1G20180.1
OG0008003	As007G156480	AT1G20310.1
OG0008004	As007G156880	AT1G20840.1
OG0008005	As010G237040, As007G156900	AT1G76440.1
OG0008006	As007G157040	AT1G20990.1
OG0008007	As007G157260	AT1G21340.1
OG0008008	As010G236370, As007G157380	AT1G21450.1
OG0008009	As007G157410	AT1G21480.1
OG0008010	As007G157420, As010G236320	AT1G77120.1
OG0008011	As007G157440	AT1G21500.1
OG0008012	As007G157580	AT1G21590.1
OG0008013	As007G157670	AT1G21660.1
OG0008014	As007G158270	AT1G22250.1
OG0008015	As007G158330	AT1G22330.1
OG0008016	As007G158540	AT1G22500.1
OG0008017	As007G158630	AT1G22620.1
OG0008018	As007G159200	AT1G23040.1
OG0008019	As007G159590	AT1G23440.1
OG0008020	As010G233280, As007G159740	AT1G23790.1
OG0008021	As007G160100	AT1G27200.1
OG0008022	As007G161140	AT1G25988.1, AT1G25682.1
OG0008023	As007G161150	AT1G25580.1
OG0008024	As007G161220	AT1G25510.1
OG0008025	As007G161500	AT1G68160.1
OG0008026	As007G161840	AT1G24490.1
OG0008027	As007G162140	AT1G27300.1
OG0008028	As007G162150	AT1G27290.1
OG0008029	As007G162260	AT1G27435.1
OG0008030	As007G162670	AT4G24204.3
OG0008031	As007G162730	AT4G24250.1
OG0008032	As007G162780	AT4G24290.2
OG0008033	As007G162970	AT4G24490.1
OG0008034	As007G163040	AT4G24560.1
OG0008035	As007G164310	AT4G25050.2
OG0008036	As007G164390	AT4G25130.1
OG0008037	As007G164580	AT4G25250.1
OG0008038	As007G164690	AT4G25320.1
OG0008039	As007G164750	AT4G25340.1
OG0008040	As007G166640	AT4G27810.1
OG0008041	As007G166690	AT4G27940.1
OG0008042	As007G177540	AT2G24820.1
OG0008043	As007G177920	AT2G24610.2
OG0008044	As007G178190, As007G178250	AT2G24310.1
OG0008045	As007G179570	AT2G23360.1
OG0008046	As007G179800	AT1G74260.1
OG0008047	As007G179960	AT2G22770.1
OG0008048	As007G179970	AT2G22760.1
OG0008049	As007G179980	AT2G22720.2
OG0008050	As007G180130	AT2G22600.1
OG0008051	As007G180160	AT2G22540.1
OG0008052	As007G180580	AT2G22000.1
OG0008053	As007G180650	AT2G21870.1
OG0008055	As007G180960	AT2G21470.2
OG0008056	As007G181760	AT2G21300.1
OG0008057	As007G181800	AT2G21260.1, AT2G21250.1
OG0008058	As007G181910	AT2G21150.1
OG0008059	As008G182330	AT1G15110.2
OG0008060	As008G182400	AT1G15020.2
OG0008061	As008G182430	AT1G15000.1
OG0008062	As008G182500	AT1G14890.1
OG0008063	As008G182650	AT1G14780.1
OG0008064	As008G182810	AT1G14600.1
OG0008065	As008G182990	AT1G14430.1
OG0008066	As008G183360	AT1G14060.1
OG0008067	As008G183410	AT1G14000.1
OG0008068	As008G183650	AT1G13710.1
OG0008070	As008G184290	AT1G13050.1
OG0008071	As008G184300	AT1G13040.1
OG0008072	As008G184630	AT1G12630.1
OG0008073	As008G184730	AT1G12500.1
OG0008074	As008G184810	AT1G12420.1
OG0008075	As008G185300	AT1G12030.1
OG0008076	As008G185520	AT1G11860.3
OG0008077	As008G185570	AT1G11840.6
OG0008078	As008G185810	AT1G11600.1
OG0008080	As008G186010	AT1G11440.1
OG0008081	As008G186980	AT1G10610.1
OG0008082	As008G187220	AT1G10410.1
OG0008084	As008G187870	AT1G10130.1
OG0008085	As008G187970	AT1G09790.1
OG0008086	As008G188130	AT3G54470.1
OG0008087	As008G189490	AT1G08790.1
OG0008088	As008G189820	AT1G08540.1
OG0008089	As008G189840	AT1G08560.1
OG0008090	As008G192490	AT1G07540.1
OG0008091	As008G192990	AT1G07220.1
OG0008092	As008G193100	AT1G07050.2
OG0008094	As008G193340	AT1G06780.2
OG0008095	As008G193500	AT1G06660.1
OG0008096	As008G193550	AT1G06560.1
OG0008097	As008G193600	AT2G30942.1, AT1G06515.1
OG0008098	As008G193630	AT1G06490.1
OG0008099	As008G193780, As008G193800	AT1G06340.1
OG0008100	As008G194080	AT1G06110.1
OG0008101	As008G194340	AT1G05850.1
OG0008102	As008G194660	AT1G05620.1
OG0008103	As008G195440	AT1G05020.1
OG0008104	As008G195720	AT5G13730.1
OG0008105	As008G196020	AT1G04560.1
OG0008106	As008G196150	AT1G04450.1
OG0008107	As008G196170	AT1G04430.1
OG0008108	As008G196400	AT1G04210.1
OG0008109	As008G196790	AT1G03550.1
OG0008110	As008G196810	AT1G03590.1
OG0008111	As008G196820	AT1G03600.1
OG0008112	As008G196850	AT1G03630.1
OG0008113	As008G196990	AT1G03820.1
OG0008114	As008G197230	AT1G03270.1
OG0008115	As008G197320	AT1G03170.1
OG0008116	As008G197370	AT1G03110.1
OG0008117	As008G197640	AT1G02860.1
OG0008118	As008G197970	AT1G02400.1
OG0008119	As008G198000	AT1G02430.1, AT1G02440.1
OG0008120	As008G198010	AT1G02450.1
OG0008121	As008G198130	AT1G02340.1
OG0008122	As008G198470	AT1G01140.3
OG0008123	As008G199010	AT1G01650.1
OG0008125	As008G199620	AT1G02140.1
OG0008126	As009G199990	AT5G14440.1
OG0008127	As009G200160	AT5G14240.1
OG0008128	As009G200450	AT5G14710.1
OG0008129	As009G200460	AT5G14720.1
OG0008130	As009G200570	AT5G14790.1
OG0008131	As009G200930	AT5G15580.1
OG0008132	As009G201000	AT5G15540.1
OG0008133	As009G201010	AT5G15530.1
OG0008134	As009G202010	AT5G16120.4
OG0008135	As009G202410	AT5G16460.1
OG0008136	As009G202440	AT5G16490.1
OG0008137	As009G202490	AT5G16530.1
OG0008138	As009G202570	AT5G16620.1
OG0008139	As009G202880	AT5G16930.1
OG0008140	As009G203400	AT5G17450.1
OG0008141	As009G203680	AT5G17710.2
OG0008142	As009G203780	AT5G17850.1
OG0008143	As009G203790	AT5G17860.1
OG0008144	As009G203900	AT5G17910.1
OG0008145	As009G204120	AT5G18230.4
OG0008146	As009G204300	AT5G18440.1
OG0008147	As009G204320	AT5G18460.1
OG0008148	As009G204430	AT5G18550.1
OG0008149	As009G204580	AT5G18700.1, AT1G33940.1
OG0008150	As009G204650	AT5G18830.3
OG0008151	As009G204880	AT5G19040.1
OG0008152	As009G204890	AT5G19050.1
OG0008153	As009G204930	AT5G19090.1
OG0008154	As009G205020	AT5G19150.1
OG0008155	As009G205180	AT5G19340.1
OG0008156	As009G205200	AT5G26230.1
OG0008157	As009G205330	AT5G26330.1
OG0008158	As009G205340	AT5G26340.1
OG0008159	As009G205420	AT5G26740.1
OG0008160	As009G205700	AT5G26850.1
OG0008162	As009G206000	AT5G27740.1
OG0008163	As009G206180	AT5G27610.1
OG0008164	As009G206550	AT5G27380.1
OG0008165	As009G207280	AT5G30510.1
OG0008166	As009G207940	AT5G49120.1
OG0008167	As009G208010	AT5G49220.1
OG0008168	As009G208410	AT5G48830.2
OG0008169	As009G209500	AT5G48640.1
OG0008170	As009G209650	AT5G13760.1
OG0008171	As009G209880	AT5G48545.1
OG0008172	As009G210310	AT5G13650.2
OG0008173	As009G210480	AT5G13570.2
OG0008174	As009G210520	AT5G13510.1
OG0008175	As009G211270	AT5G07030.1
OG0008176	As009G211690	AT5G06740.2
OG0008177	As009G211950	AT5G06530.1
OG0008178	As009G211990	AT5G06470.1
OG0008179	As009G212370	AT5G06300.1
OG0008180	As009G213920	AT5G05180.1
OG0008181	As009G214510	AT5G04550.1
OG0008182	As009G214530	AT5G04530.1
OG0008183	As009G214780	AT5G19350.1
OG0008184	As009G215330	AT5G25370.1
OG0008185	As009G215580	AT5G25080.1
OG0008186	As009G215880	AT5G24690.1
OG0008187	As009G215920	AT5G24630.6
OG0008188	As009G215950	AT5G24600.1
OG0008189	As009G216110	AT5G24330.1
OG0008190	As009G216460	AT5G24165.1
OG0008191	As009G216820	AT5G23750.3
OG0008192	As009G216900	AT5G23710.1
OG0008193	As009G217090	AT5G23450.3
OG0008194	As009G217230	AT1G68010.2
OG0008195	As009G217320	AT5G23190.1
OG0008196	As009G217390	AT5G23100.1
OG0008197	As009G217410	AT5G23080.1
OG0008198	As009G217640	AT5G60950.1
OG0008199	As009G217980	AT5G61380.1
OG0008200	As009G218250	AT5G61660.1
OG0008201	As009G218410	AT5G61850.2
OG0008202	As009G218740	AT5G62270.2
OG0008203	As009G218760	AT5G62290.1
OG0008204	As009G218850	AT5G62390.1
OG0008205	As009G218980	AT5G62520.1
OG0008206	As009G219020	AT5G62560.1
OG0008207	As009G219160	AT5G62740.1
OG0008208	As009G219370	AT5G62940.1
OG0008210	As009G219860	AT5G58510.1
OG0008211	As009G219870	AT5G58500.1
OG0008212	As009G219920	AT5G37055.1
OG0008213	As010G220430	AT3G51150.2
OG0008214	As010G220450	AT3G51120.1
OG0008215	As010G220470	AT3G51090.1
OG0008216	As010G220700	AT3G50830.1
OG0008217	As010G220950	AT3G50560.1
OG0008218	As010G221330, As012G274920	AT3G50040.1
OG0008219	As010G221730	AT3G49540.1
OG0008220	As010G221740	AT3G49530.1
OG0008221	As010G222070	AT3G49240.1
OG0008222	As010G222760	AT3G48420.1
OG0008223	As010G224340	AT3G46750.1
OG0008224	As010G226050	AT3G44620.2
OG0008226	As010G227790	AT1G67730.1
OG0008227	As010G227920	AT1G67710.1
OG0008228	As010G227970	AT1G67690.1
OG0008229	As010G228060, As010G228070	AT1G67660.1
OG0008230	As010G228230	AT1G67590.1
OG0008231	As010G228240	AT1G67560.1
OG0008232	As010G228430	AT2G34860.1
OG0008233	As010G228830	AT1G67410.1
OG0008234	As010G229490	AT1G67850.1
OG0008235	As010G230510	AT1G67330.1
OG0008236	As010G238090, As010G231770	AT1G68910.1
OG0008237	As010G231800	AT1G68920.1
OG0008238	As010G231860	AT1G69010.1
OG0008239	As010G232870	AT1G69840.1
OG0008240	As010G232910	AT1G27090.1
OG0008241	As010G232950, As011G253840	AT3G21740.1
OG0008242	As010G233160	AT1G70160.1
OG0008243	As010G233180	AT1G70180.2
OG0008244	As010G233220	AT1G70230.1
OG0008245	As010G233290	AT1G70350.1
OG0008246	As010G233330	AT1G70430.3
OG0008247	As010G233940	AT1G71015.1
OG0008248	As010G234190	AT1G71270.1, AT1G71300.1
OG0008249	As010G234610	AT1G71820.2
OG0008250	As010G235070	AT1G72180.1
OG0008251	As010G235290	AT1G78140.1
OG0008252	As010G235310	AT1G78120.1
OG0008253	As010G235330	AT1G78100.1
OG0008254	As010G235590	AT1G77850.2
OG0008255	As010G235620	AT1G77800.3
OG0008256	As010G236010	AT1G77470.1
OG0008257	As010G236270	AT1G77200.1
OG0008258	As010G236340	AT1G77100.1
OG0008260	As010G236990	AT1G76490.1
OG0008261	As010G237460	AT1G76060.1
OG0008263	As010G237680	AT1G75810.1
OG0008264	As010G237690	AT1G75800.1
OG0008265	As010G237830	AT1G75680.1
OG0008266	As010G237900	AT1G75620.1
OG0008267	As012G277330, As010G238000	AT1G75510.1
OG0008268	As010G238370	AT1G75200.1
OG0008269	As010G238620	AT1G74940.1
OG0008270	As010G238800	AT1G74730.1
OG0008271	As010G239160	AT1G74370.1
OG0008272	As010G239390	AT1G74100.1
OG0008273	As010G239580	AT1G73940.1
OG0008274	As010G239690	AT1G73840.1
OG0008275	As010G239760	AT1G73805.1
OG0008276	As010G239920	AT1G73680.2
OG0008277	As010G240190	AT1G73430.1
OG0008278	As010G240250	AT1G73360.1
OG0008279	As010G240590	AT1G73120.1
OG0008281	As010G241250	AT2G09970.1, AT1G72510.1
OG0008282	As010G241550	AT1G72250.3
OG0008283	As010G242430	AT1G79050.1
OG0008284	As010G242880	AT1G79480.1
OG0008285	As010G243070	AT1G79640.1
OG0008286	As010G243170	AT1G80950.1
OG0008287	As010G243420	AT1G80750.1
OG0008288	As010G243510	AT1G80640.1
OG0008289	As010G243660	AT1G80530.1
OG0008290	As010G243860	AT1G80350.1
OG0008291	As010G243910	AT1G80310.1
OG0008292	As010G244130	AT1G80130.1
OG0008293	As010G244430	AT1G79870.1
OG0008294	As011G244630	AT3G12690.1
OG0008295	As011G244880	AT3G13050.1
OG0008296	As011G244910	AT3G13070.1
OG0008297	As011G245150	AT3G13235.1
OG0008298	As011G245370	AT3G13440.1
OG0008299	As011G245870	AT3G13890.1
OG0008300	As011G245890	AT5G25760.1
OG0008301	As011G245900	AT3G13910.2
OG0008302	As011G245940	AT3G13940.1
OG0008304	As011G246170	AT3G14110.3
OG0008305	As011G246220	AT3G14140.1
OG0008306	As011G246270	AT3G14190.1
OG0008307	As011G246340	AT3G14230.1
OG0008309	As011G247200	AT3G15090.1
OG0008310	As011G247370	AT3G15270.1
OG0008311	As011G247400	AT3G15300.1
OG0008312	As012G270440, As011G247770	AT1G52760.1
OG0008313	As011G248080	AT3G15880.2
OG0008314	As011G248420	AT3G16250.1
OG0008315	As011G248470	AT3G16300.1
OG0008316	As011G248950	AT3G16730.1
OG0008317	As011G249360	AT3G17220.1
OG0008318	As011G249470	AT3G17365.2
OG0008319	As011G249860	AT3G17800.2
OG0008320	As011G250010	AT3G17950.1
OG0008321	As011G250380	AT3G18290.1
OG0008323	As011G250760	AT3G18680.2
OG0008324	As011G250830	AT3G18760.1
OG0008325	As011G251190	AT3G19090.2
OG0008326	As011G251550	AT3G19460.3
OG0008327	As011G251580	AT3G19500.1
OG0008328	As011G252360	AT3G20155.1
OG0008329	As011G252590	AT3G54630.1
OG0008330	As011G252880	AT3G20580.1
OG0008331	As011G254090	AT4G15180.1
OG0008332	As011G254410	AT3G22420.3
OG0008333	As011G255020	AT3G23090.3
OG0008334	As011G255300	AT3G23290.2
OG0008335	As011G256150	AT3G24110.1
OG0008336	As011G256280	AT3G23940.1
OG0008338	As011G260660	AT5G52600.1
OG0008339	As011G260780	AT2G18230.1
OG0008340	As011G262670	AT2G15290.1
OG0008341	As011G262830	AT2G15620.1
OG0008342	As011G262970	AT2G15860.2
OG0008343	As011G263330	AT2G16365.1
OG0008344	As011G263510	AT2G16630.1
OG0008345	As011G263740	AT2G16910.1
OG0008346	As011G263870	AT2G17030.1
OG0008347	As011G264400	AT2G17410.1
OG0008348	As011G264440	AT2G17450.1
OG0008349	As011G264450	AT2G17480.1
OG0008350	As011G264740	AT2G17760.1
OG0008351	As011G265130	AT2G18630.1
OG0008352	As011G265150	AT2G18550.1
OG0008353	As011G265580	AT2G18750.1
OG0008354	As011G266000	AT3G28430.1
OG0008355	As011G266310	AT2G19600.1
OG0008356	As011G267090	AT2G20400.2
OG0008357	As012G267930	AT1G55915.2
OG0008358	As012G268030	AT1G55840.1
OG0008359	As012G268660	AT1G55325.2
OG0008360	As012G268680	AT5G47710.1
OG0008361	As012G268770	AT1G55260.1
OG0008362	As012G269360	AT1G53885.1, AT1G53903.1
OG0008363	As012G269380	AT1G53860.1
OG0008364	As012G269650	AT1G53580.1
OG0008365	As012G269720	AT1G53490.1
OG0008366	As012G269790	AT1G53345.1
OG0008367	As012G269910	AT1G53190.1
OG0008369	As012G269970	AT1G53140.1
OG0008370	As012G270070	AT1G53040.1
OG0008371	As012G270970	AT1G52080.1
OG0008372	As012G271060	AT1G51940.1
OG0008373	As012G271360	AT1G51700.1
OG0008374	As012G271880	AT1G51405.1
OG0008375	As012G272050	AT1G50610.1
OG0008376	As012G272290	AT1G50300.1
OG0008377	As012G272340	AT1G50200.2
OG0008378	As012G273050	AT1G49230.1
OG0008379	As012G273310	AT1G49000.1
OG0008380	As012G274290	AT4G16180.2
OG0008381	As012G274450	AT4G16110.1
OG0008382	As012G274860	AT2G34910.1
OG0008383	As012G274900	AT2G34830.2
OG0008384	As012G274950	AT2G34790.1
OG0008385	As012G275480	AT3G51930.1
OG0008387	As012G275840	AT3G52270.1
OG0008388	As012G275920	AT3G52380.1
OG0008389	As012G276240	AT3G52740.1
OG0008390	As012G276440	AT3G52890.1
OG0008391	As012G277260	AT3G53530.2
OG0008392	As012G277360	AT3G53620.1
OG0008393	As012G277610	AT3G53780.2
OG0008394	As012G277760	AT3G53900.2
OG0008395	As012G278280	AT3G54120.1
OG0008396	As012G278960	AT3G51750.1
OG0008397	As012G279870	AT3G54320.1
OG0008398	As012G279900	AT3G54340.1
OG0008399	As012G279910	AT3G54720.1
OG0008400	As012G279990	AT3G54290.1
OG0008401	As012G280030	AT3G54690.1
OG0008402	As012G281030	AT3G54950.1
OG0008403	As012G281830	AT3G55420.1
OG0008404	As012G281960, As012G281970, As012G281980	AT3G55510.1
OG0008405	As012G282560	AT3G56050.1
OG0008406	As012G282950	AT3G56480.1
OG0008407	As012G283490	AT3G56990.1
OG0008408	As012G284090	AT3G57600.1
OG0008409	As012G284580	AT3G58160.1
OG0008410	As012G284720	AT3G58450.1
OG0008411	As012G284910	AT3G58630.1
OG0008412	As012G284920	AT3G58640.1
OG0008413	As012G285000	AT3G58710.1
OG0008414	As012G285030	AT3G58760.3
OG0008415	As012G285080	AT3G58840.1
OG0008416	As012G285090	AT3G58850.1
OG0008417	As012G285100	AT2G42880.1
OG0008418	As012G285410	AT2G04660.1
OG0008419	As012G285440	AT3G59400.1
OG0008420	As012G285540	AT3G59510.1
OG0008421	As012G285580	AT3G59530.1
OG0008422	As012G285690	AT3G59670.1
OG0008423	As012G285730	AT3G59710.2
OG0008424	As012G285810	AT3G59820.2
OG0008425	As012G286040	AT3G60110.1
OG0008426	As012G286130	AT3G60200.1
OG0008427	As012G286290	AT3G60380.1
OG0008428	As012G286690	AT3G60570.1
OG0008429	As012G286770	AT3G60650.1
OG0008430	As012G287780	AT3G61770.1
OG0008431	As012G287930	AT3G61930.1
OG0008432	As012G287950	AT3G61960.1
OG0008433	As012G288040	AT3G62080.2
OG0008434	As012G288130	AT3G62180.2
OG0008437	As012G288760	AT3G62910.1
OG0008438	As012G288790	AT3G62940.2
OG0008439	As012G288970	AT3G63095.1
OG0008440	As012G289160	AT3G63250.1
OG0008504	As001G000180	AT4G28260.1
OG0008505	As001G000550	AT4G28640.2
OG0008506	As001G000740	AT4G28830.1
OG0008507	As001G000850	AT4G29000.1
OG0008508	As001G000890	AT4G29070.1
OG0008509	As001G001780	AT4G29900.1
OG0008510	As001G001810	AT4G29910.2
OG0008511	As001G001820	AT4G29920.2
OG0008512	As001G001840	AT4G29940.1
OG0008513	As001G001920	AT4G30060.1
OG0008514	As001G002240	AT4G30230.1
OG0008515	As001G002330	AT4G30320.1
OG0008516	As001G002420, As001G002430	AT4G30410.1
OG0008518	As001G002850	AT5G19860.1
OG0008519	As001G002970	AT4G30830.1
OG0008520	As001G003000	AT4G30850.1
OG0008521	As001G003680	AT4G31400.1
OG0008522	As001G003840	AT4G31560.1
OG0008523	As001G004010	AT4G31750.1
OG0008524	As001G004140	AT4G31830.1
OG0008525	As001G004220	AT4G31880.1
OG0008526	As001G004640	AT4G32160.1
OG0008527	As001G004710	AT4G32272.2
OG0008528	As001G004780	AT4G32290.1
OG0008529	As001G005390	AT4G32650.1
OG0008530	As001G005630	AT4G32950.1
OG0008531	As001G005730	AT4G32920.1
OG0008532	As001G005760	AT4G32930.2
OG0008533	As001G006030	AT4G33180.1
OG0008534	As001G006490	AT4G32700.2
OG0008535	As001G006610	AT4G33330.2
OG0008536	As001G006640	AT4G33350.1
OG0008537	As001G007120	AT4G33355.1
OG0008538	As001G009960	AT4G33420.2
OG0008540	As001G012830, As011G262590	AT4G34250.1
OG0008541	As001G013640	AT4G34100.1
OG0008542	As001G013790	AT4G33950.1
OG0008543	As001G013820	AT4G34419.1
OG0008544	As001G014120	AT4G34430.4
OG0008545	As001G014230	AT4G34530.1
OG0008546	As001G014430	AT4G34730.1
OG0008547	As001G014730	AT4G34940.1
OG0008548	As004G078980, As001G015890	AT1G31300.1
OG0008549	As004G079200, As001G016210	AT1G31770.1
OG0008550	As001G016330	AT1G31817.1
OG0008551	As001G016460	AT1G31970.1
OG0008552	As001G016700	AT1G32190.1
OG0008553	As001G016930	AT1G32400.1
OG0008554	As001G017310	AT4G17070.1
OG0008555	As001G017370	AT4G17040.1
OG0008556	As001G017690	AT4G16660.2
OG0008557	As001G018270	AT1G12150.1
OG0008558	As001G018540	AT2G32910.1
OG0008559	As001G018570	AT1G54680.4
OG0008560	As001G019050	AT1G56440.1
OG0008561	As001G019300, As010G232740	AT4G33030.1
OG0008562	As001G019640	AT1G58215.1
OG0008563	As008G187600	AT1G09880.3
OG0008564	As001G020010	AT1G58420.1
OG0008565	As001G020510	AT1G60010.1
OG0008566	As001G020550	AT1G60060.1
OG0008567	As001G021060	AT1G60770.1
OG0008568	As001G021110	AT1G60670.2
OG0008569	As001G021120, As011G256100	AT3G24150.1
OG0008570	As001G021510	AT1G61150.1
OG0008571	As001G021610	AT1G61260.1
OG0008572	As001G021630	AT1G61340.1
OG0008573	As001G021750	AT1G61620.1
OG0008574	As001G021760	AT1G61630.1
OG0008575	As001G021800	AT1G61660.1
OG0008576	As008G185790, As001G021980	AT1G61850.2
OG0008577	As008G185580	AT1G11820.2
OG0008578	As001G022230	AT1G15190.1
OG0008579	As001G022750	AT2G01610.1
OG0008580	As001G022920	AT2G01810.1
OG0008581	As001G023070	AT2G01913.1
OG0008582	As001G023440	AT2G02370.1
OG0008583	As001G023730	AT2G02850.1
OG0008584	As001G024130	AT2G03500.1
OG0008585	As001G024350	AT2G03730.1
OG0008586	As001G024620	AT3G25600.1
OG0008587	As001G024880	AT3G25870.1
OG0008588	As001G024960	AT3G25920.1
OG0008589	As001G025100	AT3G26090.1
OG0008590	As001G025420	AT3G26510.7
OG0008591	As001G025540	AT3G26670.1
OG0008592	As001G025780	AT3G26890.1
OG0008593	As001G025800	AT3G26910.3
OG0008594	As001G026030	AT3G27160.2
OG0008595	As001G026150	AT3G27260.3
OG0008596	As001G026230	AT3G27325.2
OG0008597	As001G026720	AT3G27810.1
OG0008598	As001G026730	AT3G27820.1
OG0008599	As001G027020	AT3G28420.1
OG0008600	As001G027040	AT3G28450.1
OG0008601	As001G027250	AT3G28750.1
OG0008602	As001G027370	AT3G28850.1
OG0008603	As001G027390	AT3G28860.1
OG0008604	As001G027840	AT4G04404.1, AT3G29340.1
OG0008606	As001G028920	AT1G66330.1
OG0008607	As001G029150	AT2G03820.1
OG0008608	As001G029290	AT1G65700.3
OG0008609	As001G029480	AT1G65410.1
OG0008610	As001G030220	AT1G64680.1
OG0008611	As001G030290	AT1G64640.1
OG0008612	As001G030570	AT1G64390.1
OG0008613	As001G030600	AT1G64370.1
OG0008614	As001G030840	AT1G64090.2
OG0008615	As001G030950	AT1G64000.1
OG0008616	As001G031050	AT1G63855.4
OG0008617	As001G031420, As001G031440	AT1G63260.1
OG0008618	As001G031430	AT1G63270.1
OG0008619	As001G031660	AT1G63020.1
OG0008620	As001G031990	AT1G62640.1
OG0008621	As002G032320	AT3G12650.1
OG0008622	As002G049150, As002G032530	AT5G57460.1
OG0008623	As002G033140, As002G032960	AT2G41230.1
OG0008624	As002G033460	AT2G40990.1
OG0008625	As002G033520	AT2G41070.4
OG0008626	As002G034200	AT3G09320.1
OG0008627	As005G108520	AT5G03630.1
OG0008628	As002G035500	AT3G10260.3
OG0008629	As002G036150	AT3G10680.1
OG0008630	As002G036470	AT3G10870.1
OG0008631	As002G036760	AT3G10960.1
OG0008632	As002G037280	AT3G11490.1
OG0008633	As002G037390	AT3G11540.1
OG0008634	As002G037840	AT3G11890.2, AT3G11860.1
OG0008635	As002G038010	AT3G11960.1
OG0008636	As002G038040	AT3G11964.2
OG0008637	As002G038620	AT3G12150.1
OG0008638	As002G038930	AT3G12360.1
OG0008639	As002G040600	AT5G49920.1
OG0008640	As002G042000	AT5G50330.1
OG0008641	As002G042240	AT5G50380.1
OG0008642	As002G042340	AT5G50670.1, AT5G50570.1
OG0008643	As002G042670	AT5G50860.1
OG0008644	As002G042720	AT5G50900.1
OG0008645	As002G042820	AT5G51040.3
OG0008646	As002G043610	AT5G51700.1
OG0008647	As002G043710, As002G043700	AT5G51800.1
OG0008648	As002G044420	AT5G52660.2
OG0008649	As002G044670	AT5G52920.1
OG0008650	As002G044820	AT5G53170.1
OG0008651	As002G044940	AT5G53070.1
OG0008652	As002G045000	AT5G53030.1
OG0008653	As002G045240	AT5G53486.4
