Orthogroup	Aethionema_saxatile	Erysimum_linariifolium
OG0007754	As004G089510	El007G365890
OG0007755	As004G091350, As004G091390	El003G172020, El004G204700
OG0007756	As004G092060	El003G183340
OG0007757	As009G212100, As004G092180	El003G183430
OG0007758	As004G092630	El003G181540, El005G277500
OG0007760	As004G093780	El005G268040
OG0007761	As004G094050	El003G177740
OG0007762	As004G094850	El003G176620
OG0007763	As004G095370, As011G255340	El003G175180
OG0007764	As004G096450, As011G253760	El003G173040
OG0007765	As004G097770	El003G192140
OG0007766	As004G098220	El003G193310
OG0007767	As004G098420	El003G193590
OG0007768	As004G098510	El004G199380
OG0007769	As005G098880	El006G279960
OG0007770	As005G099130, As005G099110, As005G099120	El006G280080
OG0007771	As005G099200, As005G099190	El006G280130
OG0007772	As005G099560	El006G280490
OG0007773	As005G099660	El006G280590
OG0007774	As005G099730	El006G280690
OG0007775	As005G099750	El006G280710
OG0007776	As005G100460	El006G281360
OG0007777	As005G100520	El006G281480
OG0007778	As005G100880	El006G281900
OG0007779	As005G100990	El006G282030
OG0007780	As005G101010	El006G282050
OG0007781	As005G101040	El006G282060
OG0007782	As005G101070	El006G282090
OG0007783	As005G101080	El006G282100
OG0007784	As005G101160	El006G282360
OG0007785	As005G101390	El006G282670
OG0007786	As005G101740	El006G283030
OG0007787	As005G102300	El006G283700
OG0007788	As005G102800	El006G284280
OG0007789	As005G103080	El006G284690
OG0007790	As005G103160	El006G284770
OG0007791	As005G103300	El006G284920
OG0007792	As005G104450	El006G286010
OG0007793	As005G104780	El006G286450
OG0007794	As005G105020	El006G287220
OG0007795	As005G105180	El006G286950
OG0007796	As005G106420, As006G142140	El001G081820
OG0007797	As005G106670	El001G081550
OG0007798	As005G106860	El001G081360
OG0007799	As005G106980	El001G081210
OG0007800	As005G107100	El001G081110
OG0007801	As005G107440	El001G080760
OG0007802	As005G107540	El001G080650
OG0007803	As005G107580	El001G080570
OG0007804	As005G107590	El001G080560
OG0007805	As005G107780	El001G080150
OG0007806	As005G108810, As005G107820	El001G078820
OG0007808	As005G108770	El001G078860
OG0007809	As005G108920	El001G078680
OG0007810	As005G109140, As005G108940	El001G078490
OG0007811	As005G109220	El001G078430
OG0007812	As005G109340	El001G078310
OG0007813	As005G109430	El001G078240
OG0007814	As005G109910	El001G060940
OG0007815	As005G109990	El001G060480
OG0007817	As005G111960	El001G059430
OG0007818	As005G112250	El001G059280
OG0007819	As005G112500	El001G059040
OG0007820	As008G198270, As005G112570	El001G058980
OG0007821	As005G112620	El001G058900
OG0007822	As005G112660	El001G058870
OG0007823	As005G113030	El001G058590
OG0007824	As005G113460	El001G058050
OG0007825	As005G113670	El001G057560
OG0007826	As005G113900	El007G330130
OG0007827	As005G114010	El007G330210
OG0007828	As005G114200	El007G330420
OG0007829	As005G114470	El007G330740
OG0007830	As005G114630	El007G330970
OG0007831	As005G114930	El007G331290
OG0007833	As005G115820	El007G332240
OG0007834	As005G115970	El007G332500
OG0007835	As005G116020	El007G327470
OG0007836	As005G116110	El007G327400
OG0007837	As005G116120	El007G327390
OG0007838	As005G116370	El007G327100, El003G151980
OG0007839	As005G116540	El007G334940
OG0007840	As005G116920	El007G326560
OG0007841	As005G117000	El007G326510
OG0007842	As005G117540	El007G325870
OG0007843	As005G117680	El007G325740
OG0007844	As005G117830	El007G325510
OG0007845	As005G117850	El007G325490
OG0007846	As005G118320	El007G325020
OG0007847	As005G118350	El007G324960
OG0007849	As005G118720	El007G324430
OG0007850	As005G118730	El007G324410
OG0007851	As005G118830	El007G324290, El007G326480
OG0007852	As005G119030	El007G323950
OG0007853	As005G119260	El007G323700
OG0007854	As005G119330, As010G221280	El001G020120
OG0007855	As005G119420	El007G323500
OG0007857	As005G120310	El007G322520
OG0007858	As005G120510	El001G021400
OG0007859	As005G120540	El007G322340
OG0007860	As006G121250	El001G000810
OG0007861	As006G121380	El001G000680
OG0007862	As006G121780	El001G000950
OG0007863	As006G122040	El001G001210
OG0007864	As006G122090	El001G001280
OG0007865	As006G122370	El004G228500, El001G001620
OG0007866	As006G122570	El001G001860
OG0007867	As006G122920	El001G002400
OG0007868	As006G123080	El001G002780
OG0007869	As006G123110	El001G002810
OG0007870	As006G123140	El001G002850
OG0007871	As006G123520	El001G003310
OG0007872	As006G123570	El001G003410
OG0007873	As006G123810	El001G003700
OG0007874	As006G123990	El001G003900
OG0007875	As006G124350	El007G360270
OG0007876	As006G124670	El007G359830
OG0007877	As006G125220	El007G358740
OG0007878	As006G125270	El006G298510
OG0007879	As006G125310, As008G196130	El006G298540
OG0007880	As006G125650	El006G299940
OG0007881	As006G125670	El006G299960
OG0007882	As006G125690	El006G299990
OG0007884	As006G126120	El003G162200, El006G299860
OG0007885	As008G194640, As006G126930	El006G300520
OG0007886	As006G127420	El006G301230
OG0007887	As006G127530	El006G301380
OG0007888	As006G127650	El006G301540
OG0007890	As006G127730, As008G193570	El002G088910
OG0007891	As006G127810	El006G301770
OG0007892	As006G128030	El006G302140
OG0007893	As006G128140	El006G302320
OG0007894	As006G128170	El006G302350
OG0007895	As006G128290	El006G302500
OG0007896	As006G128450	El002G089580
OG0007897	As006G128460	El006G302810
OG0007898	As006G129430	El006G304620
OG0007899	As006G129440	El006G304640
OG0007900	As006G129790	El006G305090
OG0007901	As006G129830	El006G305260
OG0007902	As006G129940	El006G305430
OG0007903	As006G130240	El006G306110
OG0007904	As006G130560	El006G308240
OG0007905	As006G131190	El006G309640
OG0007906	As006G131510	El001G075470, El001G074970
OG0007907	As006G131650	El006G311870
OG0007908	As006G131740	El006G312560
OG0007909	As006G132380	El003G156850
OG0007910	As006G132570	El003G157190
OG0007911	As006G132860, As009G200510	El001G066720
OG0007912	As006G133110	El005G235490
OG0007913	As006G133400	El001G067450
OG0007914	As006G133970	El003G168760, El003G185170
OG0007915	As006G134170	El003G157990
OG0007916	As006G134830	El005G235950
OG0007917	As006G134870	El005G236000
OG0007918	As006G134890, As009G201310	El001G066180
OG0007919	As006G135130	El005G236290
OG0007920	As006G135370	El005G236520
OG0007921	As006G135670	El005G236890, El004G219040, El004G219030, El004G219020, El004G221610
OG0007922	As006G135800	El005G237050
OG0007923	As006G135880	El005G237150
OG0007924	As006G136110	El005G237380
OG0007925	As009G203430, As006G136480	El005G237770
OG0007926	As006G136880	El005G238220
OG0007927	As006G137360	El005G238690
OG0007928	As006G137900	El005G239430
OG0007929	As006G137940	El005G239480
OG0007930	As006G138110	El007G362480, El005G239680
OG0007931	As006G138210	El005G239950
OG0007932	As006G138340	El005G239800
OG0007933	As009G206580, As006G138430	El005G240040
OG0007934	As006G138470	El005G240080
OG0007935	As006G138630	El005G240210
OG0007936	As006G138780	El005G240430
OG0007937	As006G138840	El005G240380
OG0007938	As006G139070	El005G240650
OG0007939	As006G139390	El005G241000
OG0007940	As006G139520	El005G241120
OG0007941	As006G139700	El005G241290
OG0007942	As006G140130	El005G241730
OG0007943	As006G140180	El005G241790
OG0007944	As006G140200	El005G241810
OG0007945	As006G140220	El005G241830
OG0007946	As006G140240	El005G241860
OG0007947	As006G140250	El005G241870
OG0007948	As006G140690	El007G347000
OG0007949	As006G140810	El005G242390
OG0007950	As006G141050	El005G242600
OG0007951	As006G141220	El005G242850
OG0007952	As006G141400	El005G243070
OG0007953	As006G141490	El005G243160
OG0007954	As006G141500	El005G243170
OG0007955	As006G141690	El005G243410
OG0007956	As006G141840	El005G243540
OG0007958	As006G142770	El006G289440
OG0007959	As006G142800	El006G289510, El006G289490
OG0007960	As006G142820	El006G289530
OG0007961	As006G142990	El006G289780
OG0007962	As006G143150	El006G289940
OG0007963	As006G143540	El006G290400, El006G290440
OG0007964	As006G144270	El006G291310
OG0007965	As006G144610	El006G294820
OG0007966	As006G144640	El006G294770
OG0007967	As006G144730	El006G294630
OG0007968	As006G145060	El006G294280
OG0007969	As006G145090	El006G294240
OG0007970	As006G145230	El006G294020
OG0007971	As006G145480	El006G293600
OG0007972	As006G145520	El006G293570
OG0007973	As006G145690	El006G293450
OG0007974	As006G145840	El006G293300
OG0007975	As006G146570	El006G292710
OG0007976	As006G146760	El006G292620
OG0007977	As006G146800	El006G292530
OG0007978	As006G146960	El006G292400
OG0007979	As006G147600	El006G292150
OG0007980	As006G147980	El006G291990
OG0007981	As006G148510	El006G291840
OG0007982	As006G149020	El006G295190
OG0007983	As007G152010	El002G099470
OG0007984	As007G152770	El002G100260
OG0007985	As007G153170	El002G100720
OG0007986	As007G154300	El002G101960
OG0007987	As007G154490	El002G102450
OG0007988	As007G154580	El002G102350
OG0007989	As007G154780	El002G102510
OG0007991	As007G154880	El002G102640
OG0007992	As007G155060	El002G102800
OG0007993	As007G155110	El002G102850
OG0007994	As007G155270	El002G103030
OG0007995	As007G155640	El002G103550
OG0007996	As007G155660	El002G103570
OG0007997	As010G238350, As007G155760	El002G103740
OG0007998	As007G155800	El002G103770
OG0007999	As007G156060	El002G104180
OG0008000	As007G156070	El002G104190
OG0008001	As007G156150	El002G104270
OG0008002	As007G156350	El002G104520
OG0008003	As007G156480	El002G104610
OG0008004	As007G156880	El002G105200
OG0008005	As010G237040, As007G156900	El004G229360
OG0008006	As007G157040	El002G105370
OG0008007	As007G157260	El002G105770
OG0008008	As010G236370, As007G157380	El002G105900
OG0008009	As007G157410	El002G105920
OG0008010	As007G157420, As010G236320	El004G230140
OG0008011	As007G157440	El002G105930
OG0008012	As007G157580	El002G106040
OG0008013	As007G157670	El002G106130
OG0008014	As007G158270	El002G107200
OG0008015	As007G158330	El002G107380
OG0008016	As007G158540	El002G107590, El002G107580
OG0008017	As007G158630	El002G107730
OG0008018	As007G159200	El002G108300
OG0008019	As007G159590	El002G108770
OG0008020	As010G233280, As007G159740	El002G109200
OG0008021	As007G160100	El002G109690
OG0008022	As007G161140	El002G111820
OG0008023	As007G161150	El002G111860
OG0008024	As007G161220	El002G111940
OG0008025	As007G161500	El006G319480, El004G230290, El004G218790
OG0008026	As007G161840	El002G112610
OG0008027	As007G162140	El002G112910
OG0008028	As007G162150	El002G112900
OG0008029	As007G162260	El002G113070
OG0008030	As007G162670	El003G160580
OG0008031	As007G162730	El003G160530
OG0008032	As007G162780	El003G160470
OG0008033	As007G162970	El003G160230
OG0008034	As007G163040	El003G160150
OG0008035	As007G164310	El003G159570
OG0008036	As007G164390	El003G159500
OG0008037	As007G164580	El003G159350
OG0008038	As007G164690	El003G159190
OG0008039	As007G164750	El003G159210
OG0008040	As007G166640	El003G156230
OG0008041	As007G166690	El003G156110
OG0008042	As007G177540	El006G316080, El006G316060
OG0008043	As007G177920	El006G316710
OG0008044	As007G178190, As007G178250	El006G317100, El006G317110
OG0008045	As007G179570	El006G318570
OG0008046	As007G179800	El004G226810
OG0008047	As007G179960	El006G319410
OG0008048	As007G179970	El006G319430
OG0008049	As007G179980	El006G319500
OG0008050	As007G180130	El006G319610
OG0008051	As007G180160	El006G319660
OG0008052	As007G180580	El006G320340
OG0008053	As007G180650	El006G320460
OG0008055	As007G180960	El006G321140
OG0008056	As007G181760	El006G321310
OG0008057	As007G181800	El006G321400
OG0008058	As007G181910	El006G321550
OG0008059	As008G182330	El002G099170
OG0008060	As008G182400	El002G099090
OG0008061	As008G182430	El002G099070
OG0008062	As008G182500	El002G098950
OG0008063	As008G182650	El002G098840
OG0008064	As008G182810	El002G098610
OG0008065	As008G182990	El002G098360
OG0008066	As008G183360	El002G097930
OG0008067	As008G183410	El002G097860
OG0008068	As008G183650	El002G097390
OG0008069	As008G184200	El002G126700
OG0008070	As008G184290	El002G096610
OG0008071	As008G184300	El002G096600
OG0008072	As008G184630	El002G096120
OG0008073	As008G184730	El002G095970
OG0008074	As008G184810	El002G095890
OG0008075	As008G185300	El002G095440
OG0008076	As008G185520	El002G095230
OG0008077	As008G185570	El002G095210
OG0008078	As008G185810	El002G094910
OG0008080	As008G186010	El002G094720
OG0008081	As008G186980	El002G093650
OG0008082	As008G187220	El002G093370
OG0008084	As008G187870	El002G093100
OG0008085	As008G187970	El002G092590
OG0008086	As008G188130	El001G025240
OG0008087	As008G189490	El002G091540
OG0008088	As008G189820	El002G091270
OG0008089	As008G189840	El002G091290
OG0008090	As008G192490	El002G090110
OG0008091	As008G192990	El002G089690
OG0008092	As008G193100	El002G089500
OG0008093	As008G193300	El002G088950
OG0008094	As008G193340	El002G089170
OG0008095	As008G193500	El007G345360, El002G089030
OG0008096	As008G193550	El002G088940
OG0008098	As008G193630	El002G088860
OG0008099	As008G193780, As008G193800	El002G088720
OG0008100	As008G194080	El002G088480
OG0008101	As008G194340	El002G088200
OG0008102	As008G194660	El002G087850
OG0008103	As008G195440	El002G087150
OG0008104	As008G195720	El001G067930
OG0008105	As008G196020	El002G086580
OG0008106	As008G196150	El002G086470
OG0008107	As008G196170	El002G086430
OG0008108	As008G196400	El002G086110
OG0008109	As008G196790	El002G085390
OG0008110	As008G196810	El002G085410
OG0008111	As008G196820	El002G085420
OG0008112	As008G196850	El002G085450
OG0008113	As008G196990	El002G085630
OG0008114	As008G197230	El002G085100
OG0008115	As008G197320	El002G085010
OG0008116	As008G197370	El002G084920
OG0008117	As008G197640	El002G084580
OG0008118	As008G197970	El002G084090
OG0008119	As008G198000	El002G084140
OG0008120	As008G198010	El002G084150
OG0008121	As008G198130	El002G084030
OG0008122	As008G198470	El002G083750
OG0008123	As008G199010	El002G083130
OG0008124	As008G199540	El001G000030
OG0008125	As008G199620	El002G082470
OG0008126	As009G199990	El001G067050
OG0008127	As009G200160	El001G067300
OG0008128	As009G200450	El001G066770
OG0008129	As009G200460	El001G066760
OG0008130	As009G200570	El001G066680
OG0008131	As009G200930	El001G065790
OG0008132	As009G201000	El001G065840
OG0008133	As009G201010	El001G065900
OG0008134	As009G202010	El001G065220
OG0008135	As009G202410	El001G064560
OG0008136	As009G202440	El001G064530
OG0008137	As009G202490	El001G064470
OG0008138	As009G202570	El001G064340
OG0008139	As009G202880	El001G064020
OG0008140	As009G203400	El001G063510
OG0008141	As009G203680	El001G063150
OG0008142	As009G203780	El001G062950
OG0008143	As009G203790	El001G062930
OG0008144	As009G203900	El001G062830
OG0008145	As009G204120	El001G062430
OG0008146	As009G204300	El001G062250
OG0008147	As009G204320	El001G062220
OG0008148	As009G204430	El001G062090
OG0008149	As009G204580	El001G061890
OG0008150	As009G204650	El001G061670
OG0008151	As009G204880	El001G061440
OG0008152	As009G204890	El001G061420
OG0008153	As009G204930	El001G061370
OG0008154	As009G205020	El001G061250
OG0008155	As009G205180	El001G061000
OG0008156	As009G205200	El001G051530
OG0008157	As009G205330	El001G051470
OG0008158	As009G205340	El001G051450
OG0008159	As009G205420	El001G051350
OG0008160	As009G205700	El001G050810
OG0008161	As009G205950	El001G050280
OG0008162	As009G206000	El001G049990
OG0008163	As009G206180	El001G049650
OG0008164	As009G206550	El001G049360
OG0008165	As009G207280	El001G047510, El004G199240
OG0008166	As009G207940	El007G346230
OG0008167	As009G208010	El007G346040
OG0008168	As009G208410	El007G347030
OG0008169	As009G209500	El007G347850, El007G347860, El007G348830
OG0008170	As009G209650	El001G067900
OG0008171	As009G209880	El007G348330
OG0008172	As009G210310	El001G068010, El003G185960
OG0008173	As009G210480	El001G068090
OG0008174	As009G210520	El001G068150
OG0008175	As009G211270	El001G074800
OG0008176	As009G211690	El001G075150
OG0008177	As009G211950	El001G075380
OG0008178	As009G211990	El001G075430
OG0008179	As009G212370	El001G075850
OG0008180	As009G213920	El001G077120
OG0008181	As009G214510	El001G077970
OG0008182	As009G214530	El001G077990
OG0008183	As009G214780	El001G060990
OG0008184	As009G215330	El001G052950
OG0008185	As009G215580	El001G054070
OG0008186	As009G215880	El001G054770
OG0008187	As009G215920	El001G055040
OG0008188	As009G215950	El001G055070, El001G055100
OG0008189	As009G216110	El001G055530
OG0008190	As009G216460	El001G055750
OG0008191	As009G216820	El001G056270
OG0008192	As009G216900	El001G056340
OG0008193	As009G217090	El001G056580
OG0008194	As009G217230	El004G218580
OG0008195	As009G217320	El001G056920
OG0008196	As009G217390	El001G057030
OG0008197	As009G217410	El001G057060
OG0008198	As009G217640	El007G329950
OG0008199	As009G217980	El007G329450
OG0008200	As009G218250	El007G329100
OG0008201	As009G218410	El007G328870
OG0008202	As009G218740	El007G328420
OG0008203	As009G218760	El007G328400
OG0008204	As009G218850	El007G328300
OG0008205	As009G218980	El007G328140
OG0008206	As009G219020	El007G328100
OG0008207	As009G219160	El005G278300, El007G327870
OG0008208	As009G219370	El007G327680
OG0008210	As009G219860	El007G332970
OG0008211	As009G219870	El007G332980
OG0008212	As009G219920	El006G304220, El007G333030
OG0008213	As010G220430	El001G021420
OG0008214	As010G220450	El001G021380
OG0008215	As010G220470	El001G021360
OG0008216	As010G220700	El001G021020
OG0008217	As010G220950	El001G020640
OG0008218	As010G221330, As012G274920	El001G020100
OG0008219	As010G221730	El001G019450
OG0008220	As010G221740	El001G019440
OG0008221	As010G222070	El001G053790, El001G019130
OG0008222	As010G222760	El001G018030
OG0008223	As010G224340	El001G016050
OG0008224	As010G226050	El001G012830, El002G133100
OG0008226	As010G227790	El004G218150
OG0008227	As010G227920	El004G218130
OG0008228	As010G227970	El004G218110
OG0008229	As010G228060, As010G228070	El004G218090, El004G218080
OG0008230	As010G228230	El004G217980
OG0008231	As010G228240	El004G217820, El004G217810
OG0008232	As010G228430	El006G296310
OG0008233	As010G228830	El004G217560
OG0008234	As010G229490	El004G218330
OG0008235	As010G230510	El004G217460
OG0008236	As010G238090, As010G231770	El004G219880
OG0008237	As010G231800	El004G219910
OG0008238	As010G231860	El004G220060
OG0008239	As010G232870	El004G221120
OG0008240	As010G232910	El002G109830
OG0008241	As010G232950, As011G253840	El007G350220, El007G350270, El005G260110
OG0008242	As010G233160	El004G221690
OG0008243	As010G233180	El004G221720
OG0008244	As010G233220	El004G221770
OG0008245	As010G233290	El004G221880
OG0008246	As010G233330	El004G222010
OG0008247	As010G233940	El004G222850
OG0008248	As010G234190	El004G223180
OG0008249	As010G234610	El004G223610
OG0008250	As010G235070	El004G224110
OG0008251	As010G235290	El004G231470
OG0008252	As010G235310	El004G231450
OG0008253	As010G235330	El004G231410
OG0008254	As010G235590	El060G376090, El004G231010
OG0008255	As010G235620	El004G230950
OG0008256	As010G236010	El004G230540
OG0008257	As010G236270	El004G230210
OG0008258	As010G236340	El004G230100
OG0008260	As010G236990	El004G229410
OG0008261	As010G237460	El004G228840
OG0008263	As010G237680	El004G228460
OG0008264	As010G237690	El004G228450
OG0008265	As010G237830	El004G228300
OG0008266	As010G237900	El004G228240
OG0008267	As012G277330, As010G238000	El004G228110
OG0008268	As010G238370	El004G227740
OG0008269	As010G238620	El004G227480
OG0008270	As010G238800	El004G227280
OG0008271	As010G239160	El004G226910
OG0008272	As010G239390	El004G226660
OG0008273	As010G239580	El004G226350
OG0008274	As010G239690	El004G226240
OG0008275	As010G239760	El004G226180
OG0008276	As010G239920	El004G226050
OG0008277	As010G240190	El004G225680
OG0008278	As010G240250	El004G225590
OG0008279	As010G240590	El004G225230
OG0008281	As010G241250	El004G224580
OG0008282	As010G241550	El004G224200
OG0008283	As010G242430	El004G232500
OG0008284	As010G242880	El004G232990
OG0008285	As010G243070	El004G233230
OG0008286	As010G243170	El004G233370
OG0008287	As010G243420	El004G233610
OG0008288	As010G243510	El004G233740
OG0008289	As010G243660	El004G233890
OG0008290	As010G243860	El004G234150
OG0008291	As010G243910	El004G211670
OG0008292	As010G244130	El004G234380
OG0008293	As010G244430	El004G234680
OG0008294	As011G244630	El005G248500
OG0008295	As011G244880	El005G248950
OG0008296	As011G244910	El005G248990
OG0008297	As011G245150	El005G249220
OG0008298	As011G245370	El005G271970
OG0008299	As011G245870	El005G249970
OG0008300	As011G245890	El001G052440
OG0008301	As011G245900	El005G250000
OG0008302	As011G245940	El005G250030, El004G203340, El001G047600
OG0008303	As011G245980	El005G250060
OG0008304	As011G246170	El005G250270
OG0008306	As011G246270	El007G352450, El005G250360, El006G307930, El006G307800
OG0008307	As011G246340	El005G250490
OG0008309	As011G247200	El005G251490
OG0008310	As011G247370	El005G251730
OG0008311	As011G247400	El005G251760
OG0008312	As012G270440, As011G247770	El002G137670
OG0008313	As011G248080	El005G252560
OG0008314	As011G248420	El005G252990
OG0008315	As011G248470	El005G253040
OG0008316	As011G248950	El005G253490
OG0008317	As011G249360	El005G254140
OG0008318	As011G249470	El005G254300
OG0008319	As011G249860	El005G254710
OG0008320	As011G250010	El005G254970
OG0008321	As011G250380	El005G255480
OG0008322	As011G250740	El005G255970
OG0008323	As011G250760	El005G255990
OG0008324	As011G250830	El005G256060
OG0008325	As011G251190	El005G256510
OG0008326	As011G251550	El005G256960
OG0008327	As011G251580	El005G256990
OG0008328	As011G252360	El005G257880
OG0008329	As011G252590	El001G025420
OG0008330	As011G252880	El005G258440
OG0008331	As011G254090	El003G173630
OG0008332	As011G254410	El005G236540
OG0008333	As011G255020	El005G263650
OG0008334	As011G255300	El005G264680
OG0008335	As011G256150	El005G266970
OG0008336	As011G256280	El001G045250
OG0008338	As011G260660	El007G340900
OG0008339	As011G260780	El005G276560, El005G276590, El005G276460
OG0008340	As011G262670	El005G272730
OG0008341	As011G262830	El005G272990
OG0008342	As011G262970	El005G273230
OG0008343	As011G263330	El005G273600
OG0008344	As011G263510	El005G273820
OG0008345	As011G263740	El005G274160
OG0008346	As011G263870	El005G274320
OG0008347	As011G264400	El005G274830
OG0008348	As011G264440	El005G274880
OG0008349	As011G264450	El005G274900
OG0008350	As011G264740	El005G275290
OG0008351	As011G265130	El005G277030, El007G362660
OG0008352	As011G265150	El005G276950
OG0008353	As011G265580	El005G277180
OG0008354	As011G266000	El001G043630
OG0008355	As011G266310	El005G278060
OG0008356	As011G267090	El005G278840
OG0008357	As012G267930	El002G141070
OG0008358	As012G268030	El002G140960
OG0008359	As012G268660	El002G140330
OG0008360	As012G268680	El007G366900
OG0008361	As012G268770	El002G140260
OG0008362	As012G269360	El002G139480
OG0008363	As012G269380	El002G139460
OG0008364	As012G269650	El002G139050
OG0008365	As012G269720	El002G138880
OG0008366	As012G269790	El002G138230
OG0008367	As012G269910	El002G138490
OG0008369	As012G269970	El002G138660, El002G138580, El002G138780
OG0008370	As012G270070	El002G138060
OG0008371	As012G270970	El002G136690
OG0008372	As012G271060	El002G136550, El002G136560
OG0008373	As012G271360	El002G136190
OG0008374	As012G271880	El002G135730
OG0008375	As012G272050	El002G134820
OG0008376	As012G272290	El002G134540
OG0008377	As012G272340	El002G134480
OG0008378	As012G273050	El002G133190
OG0008379	As012G273310	El002G132890
OG0008380	As012G274290	El003G171470
OG0008381	As012G274450	El003G171630
OG0008382	As012G274860	El006G296200
OG0008383	As012G274900	El006G296340
OG0008384	As012G274950	El006G296370, El005G276040, El005G275930
OG0008385	As012G275480	El001G022280
OG0008386	As012G275690	El001G022490
OG0008387	As012G275840	El001G022640
OG0008388	As012G275920	El001G022730
OG0008389	As012G276240	El001G023250
OG0008390	As012G276440	El001G023420
OG0008391	As012G277260	El001G024160
OG0008392	As012G277360	El001G024250
OG0008393	As012G277610	El001G024430
OG0008394	As012G277760	El001G024550
OG0008395	As012G278280	El001G024830
OG0008396	As012G278960	El001G022020
OG0008397	As012G279870	El001G025070
OG0008398	As012G279900	El001G025080
OG0008399	As012G279910	El001G025510
OG0008400	As012G279990	El001G025040
OG0008401	As012G280030	El001G025480
OG0008402	As012G281030	El001G025830
OG0008403	As012G281830	El001G026410
OG0008404	As012G281960, As012G281970, As012G281980	El001G026510
OG0008405	As012G282560	El001G027320
OG0008406	As012G282950	El001G027810
OG0008407	As012G283490	El001G028350
OG0008408	As012G284090	El001G029060
OG0008409	As012G284580	El001G029730
OG0008410	As012G284720	El001G030070
OG0008411	As012G284910	El001G030250
OG0008412	As012G284920	El001G030270
OG0008413	As012G285000	El001G030360
OG0008414	As012G285030	El001G030410
OG0008415	As012G285080	El006G286120, El001G030470
OG0008416	As012G285090	El001G030480
OG0008417	As012G285100	El006G286100
OG0008418	As012G285410	El005G269640
OG0008419	As012G285440	El001G030990
OG0008420	As012G285540	El001G031080
OG0008421	As012G285580	El001G031110
OG0008422	As012G285690	El001G031280
OG0008423	As012G285730	El001G031330
OG0008424	As012G285810	El001G031420
OG0008425	As012G286040	El001G031740
OG0008426	As012G286130	El001G031890
OG0008427	As012G286290	El001G032090
OG0008428	As012G286690	El001G032340
OG0008429	As012G286770	El001G032410
OG0008430	As012G287780	El001G033940
OG0008431	As012G287930	El001G034190
OG0008432	As012G287950	El001G034230
OG0008433	As012G288040	El008G369950, El001G034360, El001G033760
OG0008434	As012G288130	El001G034460
OG0008436	As012G288730	El001G035190
OG0008437	As012G288760	El001G035200
OG0008438	As012G288790	El001G035230
OG0008439	As012G288970	El001G035420
OG0008440	As012G289160	El001G035620
OG0008504	As001G000180	El003G155680
OG0008505	As001G000550	El003G155230
OG0008506	As001G000740	El003G154980
OG0008507	As001G000850	El003G154810
OG0008508	As001G000890	El003G154670
OG0008509	As001G001780	El003G153280
OG0008510	As001G001810	El001G013720, El001G027240, El003G153260
OG0008511	As001G001820	El003G153250
OG0008512	As001G001840	El003G153220
OG0008513	As001G001920	El003G153090
OG0008514	As001G002240	El003G152870
OG0008515	As001G002330	El003G152750
OG0008516	As001G002420, As001G002430	El003G152650
OG0008517	As001G002460	El003G152620
OG0008518	As001G002850	El001G060300
OG0008519	As001G002970	El003G152200
OG0008520	As001G003000	El003G152170
OG0008521	As001G003680	El003G151560
OG0008522	As001G003840	El003G151400
OG0008523	As001G004010	El003G151180
OG0008524	As001G004140	El003G151080
OG0008525	As001G004220	El003G151020
OG0008526	As001G004640	El003G150680
OG0008527	As001G004710	El003G150600
OG0008528	As001G004780	El003G150570
OG0008529	As001G005390	El003G150100
OG0008530	As001G005630	El003G149720
OG0008531	As001G005730	El003G149750
OG0008532	As001G005760	El003G149740
OG0008533	As001G006030	El003G149490
OG0008534	As001G006490	El003G150050
OG0008535	As001G006610	El003G149360
OG0008536	As001G006640	El003G149350
OG0008537	As001G007120	El003G149340
OG0008538	As001G009960	El003G149280
OG0008539	As001G010010	El003G161850
OG0008540	As001G012830, As011G262590	El003G148240
OG0008541	As001G013640	El003G148450
OG0008542	As001G013790	El003G148620
OG0008543	As001G013820	El003G148030
OG0008544	As001G014120	El003G148010
OG0008545	As001G014230	El003G147910
OG0008546	As001G014430	El003G147690
OG0008547	As001G014730	El003G147510
OG0008548	As004G078980, As001G015890	El002G118410
OG0008549	As004G079200, As001G016210	El002G118940
OG0008550	As001G016330	El002G119020
OG0008551	As001G016460	El002G124560, El002G119190
OG0008552	As001G016700	El002G119550
OG0008553	As001G016930	El002G119790
OG0008554	As001G017310	El003G170020
OG0008555	As001G017370	El003G170080
OG0008556	As001G017690	El003G170700
OG0008557	As001G018270	El002G095630
OG0008558	As001G018540	El006G299130
OG0008559	As001G018570	El004G210060
OG0008560	As001G019050	El004G207570, El004G207590
OG0008561	As001G019300, As010G232740	El003G149650
OG0008562	As001G019640	El004G204600
OG0008563	As001G019700	El004G204500
OG0008563	As008G187600	El002G092840
OG0008564	As001G020010	El004G203060
OG0008565	As001G020510	El004G201490
OG0008566	As001G020550	El004G201450
OG0008567	As001G021060	El004G200510
OG0008568	As001G021110	El004G200600
OG0008569	As001G021120, As011G256100	El005G266920
OG0008570	As001G021510	El004G199840
OG0008571	As001G021610	El004G199710
OG0008572	As001G021630	El004G199610
OG0008573	As001G021750	El004G199320
OG0008574	As001G021760	El004G199280
OG0008575	As001G021800	El004G199250
OG0008576	As008G185790, As001G021980	El004G198990
OG0008577	As008G185580	El002G095180
OG0008578	As001G022230	El002G099250
OG0008579	As001G022750	El001G036550
OG0008580	As001G022920	El001G036770
OG0008581	As001G023070	El001G036890
OG0008582	As001G023440	El001G037540
OG0008583	As001G023730	El001G037940
