Orthogroup	Aethionema_saxatile	Euclidium_syriacum
OG0008294	As011G244630	ESY3_g30102_DN3_SP8_c0.t1
OG0008295	As011G244880	ESY3_g30153_DN3_SP8_c0.t1
OG0008296	As011G244910	ESY3_g30157_DN3_SP8_c0.t1
OG0008297	As011G245150	ESY3_g30183_DN3_SP8_c0.t1
OG0008298	As011G245370	ESY3_g30214_DN2_SP0_c0.t1
OG0008299	As011G245870	ESY3_g30298_DN3_SP6_c0.t1
OG0008300	As011G245890	ESY6_g49933_DN3_SP8_c0.t1
OG0008301	As011G245900	ESY3_g30301_DN3_SP0_c0.t1
OG0008302	As011G245940	ESY3_g30304_DN3_SP0_c0.t1
OG0008303	As011G245980	ESY3_g30307_DN3_SP0_c0.t1
OG0008304	As011G246170	ESY3_g30338_DN3_SP6_c0.t1
OG0008305	As011G246220	ESY3_g30343_DN3_SP0_c0.t1
OG0008306	As011G246270	ESY3_g30351_DN3_SP0_c0.t1
OG0008307	As011G246340	ESY3_g30371_DN3_SP0_c0.t1
OG0008308	As011G247020	ESY3_g30501_DN3_SP1_c0.t1
OG0008309	As011G247200	ESY3_g30524_DN3_SP8_c0.t1
OG0008310	As011G247370	ESY3_g30543_DN3_SP1_c0.t1
OG0008311	As011G247400	ESY3_g30547_DN3_SP0_c0.t1
OG0008312	As012G270440, As011G247770	ESY2_g37016_DN3_SP6_c0.t1
OG0008313	As011G248080	ESY3_g30643_DN3_SP8_c0.t1
OG0008314	As011G248420	ESY3_g29986_DN3_SP8_c0.t1
OG0008315	As011G248470	ESY3_g29981_DN3_SP0_c0.t1
OG0008316	As011G248950	ESY3_g29901_DN3_SP0_c0.t1
OG0008318	As011G249470	ESY3_g29806_DN3_SP0_c0.t1
OG0008319	As011G249860	ESY3_g29753_DN3_SP1_c0.t1
OG0008320	As011G250010	ESY3_g29733_DN3_SP0_c0.t1
OG0008321	As011G250380	ESY3_g29691_DN3_SP8_c0.t1
OG0008322	As011G250740	ESY3_g29636_DN3_SP8_c0.t1
OG0008323	As011G250760	ESY3_g29633_DN3_SP7_c0.t1
OG0008325	As011G251190	ESY3_g29497_DN3_SP7_c0.t1
OG0008326	As011G251550	ESY3_g29425_DN3_SP2_c0.t1
OG0008327	As011G251580	ESY3_g29422_DN3_SP0_c0.t1
OG0008328	As011G252360	ESY3_g29276_DN3_SP0_c0.t1
OG0008329	As011G252590	ESY1_g10891_DN3_SP0_c0.t1, ESY1_g10975_DN1_SP0_c0.t1
OG0008330	As011G252880	ESY3_g29206_DN3_SP2_c0.t1
OG0008331	As011G254090	ESY22_g41121_DN2_SP0_c0.t1
OG0008332	As011G254410	ESY3_g28770_DN3_SP7_c0.t1
OG0008333	As011G255020	ESY3_g28629_DN3_SP0_c0.t1
OG0008334	As011G255300	ESY3_g28499_DN3_SP8_c0.t1
OG0008335	As011G256150	ESY3_g28098_DN3_SP5_c0.t1
OG0008336	As011G256280	ESY3_g28084_DN3_SP8_c0.t1
OG0008337	As011G257630	ESY3_g27520_DN3_SP6_c0.t1
OG0008338	As011G260660	ESY6_g46883_DN3_SP7_c0.t1
OG0008339	As011G260780	ESY11_g54251_DN3_SP8_c0.t1
OG0008340	As011G262670	ESY11_g53627_DN3_SP6_c0.t1
OG0008341	As011G262830	ESY11_g53670_DN3_SP8_c0.t1
OG0008342	As011G262970	ESY11_g53723_DN3_SP4_c0.t1
OG0008343	As011G263330	ESY11_g53790_DN3_SP0_c0.t1
OG0008344	As011G263510	ESY11_g53859_DN3_SP0_c0.t1
OG0008345	As011G263740	ESY11_g53929_DN3_SP1_c0.t1
OG0008346	As011G263870	ESY11_g53830_DN1_SP0_c0.t1, ESY11_g53829_DN2_SP0_c0.t1, ESY11_g53946_DN1_SP0_c0.t1
OG0008347	As011G264400	ESY11_g54025_DN3_SP1_c0.t1
OG0008348	As011G264440	ESY11_g54044_DN3_SP0_c0.t1
OG0008349	As011G264450	ESY11_g54045_DN3_SP5_c0.t1
OG0008350	As011G264740	ESY11_g54112_DN3_SP7_c0.t1
OG0008351	As011G265130	ESY11_g54326_DN2_SP0_c0.t1
OG0008353	As011G265580	ESY11_g54356_DN3_SP8_c0.t1
OG0008354	As011G266000	ESY10_g14671_DN3_SP8_c0.t1
OG0008355	As011G266310	ESY11_g54654_DN3_SP8_c0.t1
OG0008356	As011G267090	ESY11_g54893_DN3_SP0_c0.t1, ESY11_g54894_DN3_SP0_c0.t1
OG0008357	As012G267930	ESY2_g36380_DN3_SP0_c0.t1
OG0008358	As012G268030	ESY2_g36362_DN3_SP8_c0.t1, ESY2_g36368_DN1_SP0_c0.t1
OG0008359	As012G268660	ESY2_g36281_DN3_SP7_c0.t1
OG0008360	As012G268680	ESY10_g14753_DN3_SP7_c0.t1
OG0008361	As012G268770	ESY2_g36271_DN1_SP0_c0.t1
OG0008362	As012G269360	ESY2_g36196_DN3_SP0_c0.t1
OG0008363	As012G269380	ESY2_g36192_DN3_SP5_c0.t1
OG0008364	As012G269650	ESY2_g36870_DN3_SP8_c0.t1
OG0008365	As012G269720	ESY2_g36879_DN3_SP5_c0.t1
OG0008366	As012G269790	ESY2_g36907_DN2_SP0_c0.t1
OG0008367	As012G269910	ESY2_g36942_DN3_SP1_c0.t1
OG0008368	As012G269920	ESY2_g36943_DN3_SP0_c0.t1
OG0008369	As012G269970	ESY2_g36953_DN3_SP8_c13.t1
OG0008370	As012G270070	ESY2_g36971_DN3_SP4_c0.t1
OG0008371	As012G270970	ESY2_g37144_DN3_SP0_c0.t1
OG0008372	As012G271060	ESY2_g37167_DN3_SP8_c0.t1
OG0008373	As012G271360	ESY2_g37220_DN3_SP0_c0.t1
OG0008374	As012G271880	ESY2_g37269_DN3_SP0_c0.t1
OG0008375	As012G272050	ESY2_g37433_DN3_SP0_c0.t1
OG0008376	As012G272290	ESY2_g37483_DN3_SP8_c0.t1
OG0008377	As012G272340	ESY2_g37492_DN3_SP8_c0.t1
OG0008378	As012G273050	ESY2_g37736_DN2_SP0_c0.t1
OG0008379	As012G273310	ESY2_g37852_DN3_SP0_c0.t1
OG0008380	As012G274290	ESY2_g38375_DN3_SP8_c0.t1
OG0008381	As012G274450	ESY2_g38419_DN3_SP1_c0.t1
OG0008383	As012G274900	ESY1_g5642_DN3_SP0_c0.t1
OG0008384	As012G274950	ESY4_g26370_DN2_SP8_c0.t1
OG0008385	As012G275480	ESY1_g10291_DN3_SP0_c0.t1
OG0008386	As012G275690	ESY1_g10328_DN1_SP0_c0.t1
OG0008388	As012G275920	ESY1_g10380_DN3_SP0_c0.t1
OG0008389	As012G276240	ESY1_g10453_DN2_SP0_c0.t1
OG0008390	As012G276440	ESY1_g10489_DN3_SP3_c0.t1
OG0008391	As012G277260	ESY1_g11098_DN2_SP2_c0.t1
OG0008392	As012G277360	ESY1_g11084_DN3_SP8_c0.t1
OG0008393	As012G277610	ESY1_g11048_DN3_SP4_c0.t1
OG0008394	As012G277760	ESY1_g11030_DN3_SP7_c0.t1
OG0008395	As012G278280	ESY1_g10993_DN3_SP0_c0.t1
OG0008396	As012G278960	ESY1_g10229_DN2_SP0_c0.t1
OG0008397	As012G279870	ESY1_g10966_DN3_SP2_c15.t1
OG0008398	As012G279900	ESY1_g10964_DN3_SP8_c0.t1
OG0008399	As012G279910	ESY1_g10874_DN3_SP0_c0.t1
OG0008400	As012G279990	ESY1_g10972_DN3_SP2_c0.t1
OG0008401	As012G280030	ESY1_g10878_DN3_SP8_c0.t1
OG0008402	As012G281030	ESY1_g10813_DN3_SP8_c0.t1
OG0008403	As012G281830	ESY1_g10753_DN2_SP0_c0.t1
OG0008404	As012G281960, As012G281970, As012G281980	ESY1_g10735_DN3_SP0_c0.t1, ESY1_g10734_DN3_SP0_c0.t1
OG0008405	As012G282560	ESY1_g10609_DN3_SP1_c0.t1
OG0008406	As012G282950	ESY1_g10518_DN3_SP2_c0.t1
OG0008407	As012G283490	ESY1_g11765_DN3_SP0_c0.t1
OG0008408	As012G284090	ESY1_g11638_DN3_SP0_c14.t1
OG0008409	As012G284580	ESY1_g11501_DN3_SP8_c3.t1
OG0008410	As012G284720	ESY1_g11433_DN3_SP1_c0.t1
OG0008411	As012G284910	ESY1_g11402_DN1_SP0_c0.t1
OG0008412	As012G284920	ESY12_g51589_DN3_SP0_c0.t1
OG0008413	As012G285000	ESY1_g11390_DN3_SP7_c0.t1
OG0008414	As012G285030	ESY1_g11385_DN3_SP6_c0.t1
OG0008415	As012G285080	ESY1_g11369_DN1_SP0_c0.t1
OG0008416	As012G285090	ESY1_g11368_DN3_SP0_c0.t1
OG0008417	As012G285100	ESY12_g51561_DN3_SP8_c0.t1
OG0008419	As012G285440	ESY1_g11215_DN3_SP0_c0.t1
OG0008420	As012G285540	ESY1_g11201_DN1_SP0_c0.t1
OG0008421	As012G285580	ESY1_g11198_DN3_SP7_c0.t1
OG0008422	As012G285690	ESY1_g11869_DN3_SP1_c0.t1
OG0008423	As012G285730	ESY1_g11878_DN3_SP0_c0.t1, ESY8_g58593_DN3_SP0_c0.t1
OG0008424	As012G285810	ESY1_g11898_DN3_SP5_c0.t1
OG0008425	As012G286040	ESY1_g11978_DN3_SP0_c0.t1
OG0008426	As012G286130	ESY1_g12003_DN3_SP0_c0.t1
OG0008427	As012G286290	ESY1_g12061_DN3_SP0_c0.t1
OG0008428	As012G286690	ESY1_g12116_DN3_SP0_c0.t1
OG0008430	As012G287780	ESY1_g12358_DN3_SP7_c0.t1
OG0008431	As012G287930	ESY1_g12392_DN3_SP0_c0.t1, ESY1_g12393_DN2_SP0_c0.t1
OG0008432	As012G287950	ESY1_g12397_DN3_SP3_c0.t1
OG0008433	As012G288040	ESY1_g12414_DN3_SP0_c0.t1
OG0008434	As012G288130	ESY1_g12423_DN2_SP0_c0.t1
OG0008435	As012G288170	ESY1_g12420_DN3_SP4_c0.t1
OG0008436	As012G288730	ESY5_g2548_DN2_SP0_c0.t1
OG0008437	As012G288760	ESY1_g12521_DN3_SP8_c0.t1
OG0008438	As012G288790	ESY1_g12524_DN3_SP0_c0.t1
OG0008439	As012G288970	ESY1_g12548_DN3_SP0_c0.t1
OG0008440	As012G289160	ESY1_g12564_DN3_SP4_c0.t1
OG0008504	As001G000180	ESY4_g23946_DN2_SP0_c0.t1
OG0008505	As001G000550	ESY4_g24131_DN3_SP5_c0.t1
OG0008506	As001G000740	ESY4_g24199_DN3_SP8_c0.t1
OG0008507	As001G000850	ESY4_g24215_DN3_SP0_c0.t1
OG0008508	As001G000890	ESY4_g24228_DN2_SP0_c0.t1, ESY1_g11809_DN2_SP0_c0.t1
OG0008509	As001G001780	ESY4_g24443_DN3_SP8_c0.t1
OG0008510	As001G001810	ESY4_g24445_DN3_SP0_c0.t1
OG0008511	As001G001820	ESY4_g24449_DN3_SP0_c7.t1
OG0008512	As001G001840	ESY4_g24464_DN3_SP0_c0.t1
OG0008513	As001G001920	ESY4_g24486_DN3_SP6_c0.t1
OG0008514	As001G002240	ESY4_g24564_DN3_SP0_c0.t1
OG0008515	As001G002330	ESY4_g24601_DN3_SP0_c0.t1
OG0008516	As001G002420, As001G002430	ESY4_g24618_DN2_SP0_c0.t1
OG0008517	As001G002460	ESY4_g24625_DN3_SP0_c0.t1
OG0008518	As001G002850	ESY6_g49288_DN3_SP0_c0.t1
OG0008519	As001G002970	ESY4_g24733_DN3_SP0_c0.t1
OG0008520	As001G003000	ESY4_g24751_DN3_SP4_c0.t1
OG0008521	As001G003680	ESY4_g24890_DN3_SP0_c0.t1
OG0008522	As001G003840	ESY4_g24923_DN3_SP0_c0.t1
OG0008523	As001G004010	ESY4_g24995_DN3_SP8_c0.t1
OG0008524	As001G004140	ESY4_g25017_DN3_SP0_c0.t1
OG0008525	As001G004220	ESY4_g25023_DN3_SP0_c0.t1
OG0008526	As001G004640	ESY4_g25080_DN3_SP4_c0.t1
OG0008527	As001G004710	ESY4_g25099_DN2_SP8_c7.t1
OG0008528	As001G004780	ESY4_g25273_DN3_SP0_c0.t1
OG0008529	As001G005390	ESY4_g25178_DN3_SP0_c0.t1
OG0008530	As001G005630	ESY4_g25109_DN3_SP0_c0.t1
OG0008531	As001G005730	ESY4_g25113_DN3_SP8_c0.t1
OG0008532	As001G005760	ESY4_g25111_DN3_SP8_c0.t1
OG0008533	As001G006030	ESY4_g25970_DN3_SP3_c0.t1
OG0008534	As001G006490	ESY4_g25172_DN3_SP1_c0.t1
OG0008535	As001G006610	ESY4_g25943_DN3_SP4_c0.t1
OG0008536	As001G006640	ESY4_g25942_DN3_SP8_c0.t1
OG0008537	As001G007120	ESY4_g25911_DN3_SP0_c0.t1
OG0008538	As001G009960	ESY4_g25904_DN3_SP1_c0.t1
OG0008539	As001G010010	ESY22_g40902_DN2_SP0_c0.t1
OG0008540	As001G012830, As011G262590	ESY4_g25712_DN2_SP0_c0.t1
OG0008541	As001G013640	ESY4_g25769_DN3_SP8_c0.t1
OG0008542	As001G013790	ESY4_g25676_DN3_SP8_c0.t1
OG0008543	As001G013820	ESY4_g25633_DN3_SP0_c0.t1
OG0008544	As001G014120	ESY4_g25627_DN3_SP0_c0.t1
OG0008545	As001G014230	ESY4_g25587_DN3_SP0_c0.t1
OG0008546	As001G014430	ESY4_g25560_DN3_SP4_c0.t1
OG0008547	As001G014730	ESY4_g25518_DN3_SP0_c0.t1
OG0008548	As004G078980, As001G015890	ESY16_g61956_DN3_SP8_c0.t1
OG0008549	As004G079200, As001G016210	ESY16_g61839_DN3_SP8_c0.t1
OG0008550	As001G016330	ESY16_g61828_DN3_SP0_c0.t1
OG0008551	As001G016460	ESY16_g61792_DN3_SP7_c0.t1
OG0008552	As001G016700	ESY16_g61750_DN3_SP7_c0.t1
OG0008553	As001G016930	ESY16_g61703_DN3_SP7_c0.t1
OG0008554	As001G017310	ESY16_g61625_DN3_SP0_c0.t1
OG0008555	As001G017370	ESY16_g61616_DN3_SP8_c0.t1
OG0008556	As001G017690	ESY16_g61505_DN3_SP8_c0.t1
OG0008557	As001G018270	ESY5_g3770_DN3_SP7_c0.t1
OG0008558	As001G018540	ESY2_g34270_DN3_SP0_c0.t1
OG0008559	As001G018570	ESY2_g34268_DN3_SP0_c0.t1
OG0008560	As001G019050	ESY2_g34203_DN3_SP0_c0.t1
OG0008561	As001G019300, As010G232740	ESY4_g25997_DN3_SP8_c0.t1
OG0008562	As001G019640	ESY2_g34107_DN1_SP0_c0.t1
OG0008563	As001G019700, As008G187600	ESY5_g3379_DN3_SP0_c0.t1
OG0008564	As001G020010	ESY2_g34087_DN3_SP0_c0.t1
OG0008565	As001G020510	ESY2_g34023_DN3_SP0_c0.t1
OG0008566	As001G020550	ESY2_g34018_DN3_SP8_c0.t1
OG0008567	As001G021060	ESY2_g33945_DN3_SP0_c0.t1
OG0008568	As001G021110	ESY2_g33956_DN3_SP0_c0.t1
OG0008569	As001G021120, As011G256100	ESY3_g28150_DN3_SP0_c0.t1
OG0008570	As001G021510	ESY2_g33888_DN3_SP8_c0.t1
OG0008571	As001G021610	ESY2_g33869_DN3_SP0_c0.t1
OG0008572	As001G021630	ESY2_g33864_DN3_SP0_c0.t1
OG0008573	As001G021750	ESY2_g33834_DN3_SP8_c0.t1, ESY5_g3661_DN3_SP0_c0.t1
OG0008574	As001G021760	ESY2_g33829_DN3_SP0_c0.t1
OG0008575	As001G021800	ESY2_g33826_DN3_SP3_c0.t1
OG0008576	As008G185790	ESY5_g3698_DN3_SP2_c0.t1
OG0008577	As001G022130, As008G185580	ESY5_g3724_DN3_SP7_c0.t1
OG0008578	As001G022230	ESY5_g2888_DN3_SP0_c0.t1
OG0008579	As001G022750	ESY10_g14597_DN3_SP0_c0.t1
OG0008580	As001G022920	ESY10_g14551_DN3_SP0_c0.t1, ESY18_g63747_DN2_SP0_c0.t1
OG0008581	As001G023070	ESY10_g14519_DN3_SP0_c0.t1
OG0008582	As001G023440	ESY10_g14399_DN3_SP8_c0.t1
OG0008583	As001G023730	ESY10_g14336_DN3_SP0_c0.t1
OG0008584	As001G024130	ESY10_g14201_DN3_SP7_c0.t1
OG0008585	As001G024350	ESY10_g14146_DN3_SP8_c0.t1
OG0008586	As001G024620	ESY10_g14053_DN2_SP0_c0.t1
OG0008587	As001G024880	ESY10_g14017_DN3_SP0_c0.t1
OG0008588	As001G024960	ESY10_g14001_DN3_SP4_c0.t1
OG0008589	As001G025100	ESY10_g13977_DN3_SP1_c0.t1
OG0008590	As001G025420	ESY10_g13914_DN2_SP0_c0.t1
OG0008591	As001G025540	ESY10_g13838_DN3_SP8_c0.t1
OG0008592	As001G025780	ESY10_g13819_DN3_SP4_c0.t1
OG0008593	As001G025800	ESY10_g13816_DN3_SP1_c0.t1
OG0008594	As001G026030	ESY10_g13763_DN3_SP7_c0.t1
OG0008595	As001G026150	ESY10_g13724_DN3_SP1_c0.t1
OG0008596	As001G026230	ESY10_g13715_DN3_SP1_c0.t1
OG0008597	As001G026720	ESY21_g55722_DN3_SP8_c0.t1
OG0008598	As001G026730	ESY21_g55717_DN3_SP8_c0.t1
OG0008599	As001G027020	ESY21_g55425_DN2_SP0_c0.t1
OG0008600	As001G027040	ESY21_g55411_DN3_SP0_c0.t1
OG0008601	As001G027250	ESY21_g55255_DN3_SP0_c0.t1
OG0008602	As001G027370	ESY21_g55236_DN2_SP0_c0.t1
OG0008603	As001G027390	ESY21_g55193_DN3_SP8_c20.t1
OG0008604	As001G027840	ESY2_g34584_DN2_SP0_c0.t1
OG0008605	As001G027860	ESY2_g34587_DN3_SP0_c0.t1
OG0008606	As001G028920	ESY2_g35251_DN3_SP8_c0.t1
OG0008607	As001G029150	ESY2_g35276_DN2_SP0_c0.t1
OG0008608	As001G029290	ESY2_g35316_DN3_SP8_c0.t1
OG0008609	As001G029480	ESY2_g34383_DN3_SP8_c0.t1
OG0008610	As001G030220	ESY2_g33311_DN3_SP7_c0.t1
OG0008612	As001G030570	ESY2_g33292_DN3_SP8_c0.t1
OG0008613	As001G030600	ESY2_g33297_DN3_SP0_c0.t1
OG0008614	As001G030840	ESY2_g33346_DN3_SP3_c0.t1
OG0008615	As001G030950	ESY2_g33358_DN3_SP6_c0.t1
OG0008616	As001G031050	ESY4_g24091_DN3_SP1_c0.t1, ESY2_g33392_DN2_SP0_c0.t1
OG0008617	As001G031420, As001G031440	ESY2_g33531_DN3_SP8_c0.t1
OG0008618	As001G031430	ESY2_g33527_DN3_SP0_c0.t1
OG0008619	As001G031660	ESY2_g33589_DN3_SP0_c0.t1
OG0008620	As001G031990	ESY2_g33645_DN3_SP8_c0.t1
OG0008621	As002G032320	ESY3_g30097_DN3_SP0_c0.t1
OG0008622	As002G049150, As002G032530	ESY6_g48437_DN3_SP0_c0.t1
OG0008624	As002G033460	ESY12_g51027_DN3_SP0_c0.t1
OG0008625	As002G033520	ESY12_g51042_DN1_SP0_c0.t1, ESY12_g51041_DN3_SP1_c0.t1
OG0008626	As002G034200	ESY3_g30913_DN3_SP8_c0.t1
OG0008627	As011G245630, As002G035070, As005G108520	ESY8_g59210_DN3_SP0_c0.t1
OG0008628	As002G035500	ESY3_g31059_DN3_SP7_c0.t1
OG0008629	As002G036150	ESY3_g31140_DN3_SP0_c0.t1
OG0008630	As002G036470	ESY3_g31172_DN3_SP0_c0.t1
OG0008631	As002G036760	ESY3_g31183_DN3_SP0_c30.t1
OG0008632	As002G037280	ESY3_g31262_DN3_SP8_c0.t1
OG0008633	As002G037390	ESY3_g31270_DN3_SP8_c0.t1
OG0008634	As002G037840	ESY3_g31303_DN3_SP0_c0.t1
OG0008635	As002G038010	ESY3_g31293_DN3_SP8_c0.t1
OG0008636	As002G038040	ESY3_g31329_DN3_SP0_c0.t1
OG0008637	As002G038620	ESY3_g31336_DN3_SP8_c0.t1
OG0008638	As002G038930	ESY3_g30066_DN3_SP8_c0.t1
OG0008639	As002G040600	ESY15_g65188_DN3_SP1_c0.t1
OG0008640	As002G042000	ESY24_g33080_DN3_SP2_c0.t1
OG0008641	As002G042240	ESY9_g42980_DN3_SP0_c0.t1, ESY24_g33019_DN3_SP0_c0.t1
OG0008643	As002G042670	ESY24_g33237_DN3_SP8_c0.t1
OG0008644	As002G042720	ESY24_g33228_DN3_SP0_c0.t1
OG0008645	As002G042820	ESY11_g52348_DN3_SP0_c0.t1
OG0008646	As002G043610	ESY6_g46489_DN3_SP0_c0.t1
OG0008647	As002G043710, As002G043700	ESY6_g49410_DN3_SP0_c0.t1
OG0008648	As002G044420	ESY6_g46871_DN3_SP8_c0.t1
OG0008649	As002G044670	ESY6_g47169_DN3_SP8_c0.t1
OG0008650	As002G044820	ESY6_g47230_DN3_SP8_c0.t1
OG0008651	As002G044940	ESY6_g47202_DN3_SP5_c0.t1
OG0008652	As002G045000	ESY6_g47188_DN3_SP0_c0.t1
OG0008653	As002G045240	ESY6_g47416_DN2_SP0_c0.t1
OG0008654	As002G045260	ESY6_g47419_DN3_SP0_c0.t1
OG0008655	As002G045340	ESY6_g47461_DN3_SP7_c0.t1
OG0008656	As002G045360	ESY6_g47481_DN1_SP0_c0.t1
OG0008657	As002G045520	ESY6_g47601_DN3_SP7_c0.t1
OG0008658	As002G045820	ESY6_g47506_DN3_SP0_c0.t1
OG0008659	As002G045910	ESY6_g47616_DN3_SP7_c0.t1
OG0008660	As002G046070	ESY6_g47628_DN3_SP7_c0.t1
OG0008662	As002G046740	ESY6_g47972_DN3_SP0_c0.t1
OG0008663	As002G046970	ESY6_g47987_DN3_SP8_c0.t1
OG0008664	As002G047040	ESY6_g48003_DN3_SP3_c0.t1
OG0008665	As002G047300	ESY6_g48056_DN3_SP0_c0.t1
OG0008666	As002G047390	ESY6_g48068_DN3_SP0_c0.t1
OG0008667	As002G047400	ESY6_g48069_DN1_SP0_c0.t1
OG0008668	As002G047860	ESY6_g48161_DN3_SP7_c0.t1
OG0008669	As002G048090	ESY6_g48210_DN3_SP0_c0.t1
OG0008670	As002G048110	ESY6_g48212_DN3_SP0_c0.t1
OG0008671	As002G048250	ESY6_g48271_DN3_SP0_c0.t1
OG0008672	As002G048450	ESY6_g48294_DN3_SP1_c0.t1
OG0008673	As002G048470	ESY6_g48296_DN3_SP8_c0.t1
OG0008674	As002G048630	ESY6_g48359_DN3_SP0_c0.t1
OG0008675	As002G048800	ESY6_g48381_DN3_SP8_c0.t1
OG0008676	As002G048890	ESY6_g48402_DN2_SP0_c0.t1
OG0008677	As002G049000	ESY6_g48423_DN3_SP8_c0.t1
OG0008678	As002G049290	ESY6_g48473_DN3_SP0_c0.t1
OG0008679	As002G049560	ESY6_g48523_DN3_SP0_c0.t1
OG0008680	As002G049830	ESY6_g48543_DN3_SP8_c0.t1
OG0008681	As002G049840	ESY6_g48544_DN3_SP0_c0.t1
OG0008682	As002G049990	ESY15_g65080_DN3_SP6_c0.t1
OG0008683	As002G050190	ESY15_g64844_DN3_SP8_c0.t1
OG0008684	As002G050210	ESY15_g64860_DN3_SP0_c0.t1
OG0008685	As002G050350	ESY7_g18428_DN3_SP8_c0.t1
OG0008686	As002G050370	ESY7_g18426_DN3_SP8_c0.t1
OG0008687	As002G050560	ESY7_g18403_DN3_SP8_c0.t1
OG0008688	As002G050590	ESY7_g18397_DN3_SP8_c0.t1
OG0008689	As002G050610	ESY7_g18395_DN3_SP0_c0.t1
OG0008690	As002G050650	ESY7_g18390_DN3_SP7_c0.t1
OG0008691	As002G050920	ESY7_g18338_DN3_SP0_c0.t1
OG0008692	As002G050930	ESY7_g18337_DN3_SP5_c0.t1
OG0008693	As002G051080	ESY7_g18317_DN3_SP0_c0.t1
OG0008694	As002G051290	ESY7_g18281_DN3_SP8_c0.t1
OG0008695	As002G051380	ESY7_g18257_DN3_SP8_c0.t1
OG0008696	As002G051430	ESY7_g18252_DN3_SP0_c0.t1
OG0008697	As002G051510	ESY7_g18243_DN2_SP0_c0.t1
OG0008698	As002G051930	ESY7_g18165_DN3_SP3_c0.t1
OG0008699	As002G052500	ESY7_g18077_DN3_SP8_c0.t1
OG0008700	As012G274060, As002G052790	ESY7_g18043_DN3_SP0_c0.t1
OG0008701	As002G052930	ESY7_g18020_DN3_SP0_c0.t1
OG0008702	As002G053160	ESY7_g17981_DN3_SP0_c0.t1
OG0008703	As002G053450	ESY7_g17931_DN3_SP1_c0.t1
OG0008704	As002G053590	ESY7_g17896_DN3_SP0_c0.t1
OG0008705	As002G053670	ESY7_g17877_DN3_SP2_c0.t1
OG0008706	As002G053930	ESY7_g17821_DN3_SP2_c0.t1
OG0008707	As002G054190	ESY7_g17779_DN3_SP0_c0.t1
OG0008708	As002G054210	ESY7_g17771_DN3_SP8_c0.t1
OG0008709	As002G054460	ESY7_g18688_DN3_SP8_c0.t1
OG0008710	As002G054660	ESY7_g18659_DN3_SP0_c0.t1
OG0008711	As002G054890	ESY7_g18616_DN3_SP0_c0.t1
OG0008712	As002G054920	ESY7_g18613_DN3_SP8_c0.t1
OG0008713	As002G055000	ESY7_g18603_DN2_SP0_c0.t1
OG0008714	As002G055200	ESY7_g18563_DN3_SP0_c0.t1
OG0008715	As003G055620	ESY9_g42422_DN3_SP4_c0.t1
OG0008716	As004G089690, As003G056010	ESY9_g42478_DN3_SP6_c0.t1
OG0008717	As003G056050	ESY9_g42485_DN3_SP2_c0.t1
OG0008718	As003G056140	ESY9_g42499_DN3_SP0_c0.t1
OG0008719	As003G056170	ESY9_g42501_DN3_SP0_c0.t1
OG0008720	As003G056180	ESY9_g42502_DN3_SP0_c0.t1
OG0008721	As003G056340	ESY9_g42530_DN3_SP0_c0.t1
OG0008722	As003G056510	ESY9_g42590_DN3_SP0_c6.t1, ESY9_g42589_DN3_SP0_c5.t1, ESY3_g28676_DN3_SP0_c0.t1, ESY3_g28675_DN3_SP0_c0.t1
OG0008723	As003G057220	ESY9_g42737_DN3_SP0_c0.t1, ESY9_g42736_DN3_SP0_c0.t1
OG0008724	As004G087920, As003G057560	ESY9_g42885_DN3_SP0_c0.t1
OG0008725	As003G057580	ESY9_g42887_DN3_SP0_c0.t1
OG0008726	As003G057610	ESY9_g42897_DN3_SP0_c0.t1
OG0008728	As003G057840	ESY9_g42983_DN3_SP7_c0.t1
OG0008729	As003G057860	ESY9_g43006_DN3_SP0_c0.t1
OG0008730	As003G058190	ESY9_g43222_DN3_SP0_c0.t1, ESY9_g43227_DN3_SP0_c0.t1
OG0008731	As003G058220	ESY9_g43232_DN3_SP6_c0.t1
OG0008732	As003G058400	ESY9_g43260_DN3_SP0_c0.t1
OG0008733	As004G086690	ESY7_g16587_DN3_SP0_c0.t1
OG0008734	As003G058950	ESY9_g43401_DN3_SP0_c0.t1
OG0008735	As003G059090	ESY9_g43442_DN3_SP8_c0.t1
OG0008736	As003G059480	ESY1_g10904_DN1_SP0_c0.t1, ESY9_g43538_DN3_SP8_c0.t1
OG0008737	As003G059850	ESY9_g43571_DN3_SP1_c0.t1
OG0008738	As003G060570	ESY9_g43798_DN2_SP0_c0.t1
OG0008739	As004G085080, As003G060630	ESY18_g62995_DN3_SP0_c0.t1
OG0008740	As003G060690	ESY26_g42245_DN3_SP5_c0.t1
OG0008741	As003G060880	ESY26_g42323_DN3_SP0_c0.t1
OG0008742	As003G060970	ESY26_g42359_DN3_SP0_c0.t1
OG0008743	As003G060990	ESY26_g42366_DN3_SP8_c0.t1
OG0008744	As003G061130	ESY23_g32_DN3_SP8_c0.t1
OG0008746	As003G061620	ESY2_g35566_DN3_SP0_c0.t1
OG0008747	As003G061970	ESY23_g296_DN3_SP2_c0.t1
OG0008748	As004G083660, As003G062650	ESY25_g62577_DN3_SP2_c0.t1
OG0008749	As003G062840, As012G271210	ESY14_g20388_DN2_SP0_c0.t1
OG0008750	As003G063220	ESY14_g19991_DN2_SP0_c0.t1
OG0008751	As003G063300	ESY14_g20548_DN3_SP1_c0.t1
