Orthogroup	Aethionema_saxatile	Noccaea_praecox
OG0006262	As006G125260	Np006G345230, Np009G431980
OG0006264	As008G195460, As006G126050	Np006G357590
OG0006265	As006G126160	Np006G356700
OG0006266	As006G126900	Np006G355670
OG0006267	As006G126980, As006G126970, As006G126990	Np006G355540
OG0006268	As006G127500	Np006G354710, Np006G348210
OG0006269	As006G127630	Np006G348690, Np006G354270
OG0006270	As006G128120	Np006G353080, Np006G347720
OG0006271	As006G128680	Np006G350640
OG0006272	As006G128690	Np006G350620
OG0006273	As006G128790	Np008G428150, Np006G350140
OG0006274	As006G128800	Np008G428140, Np006G350130
OG0006275	As006G129810	Np006G359300
OG0006276	As006G130310	Np006G358260, Np005G316990, Np005G316890
OG0006277	As006G132370, As006G132360	Np005G278020
OG0006278	As006G132790	Np007G424720
OG0006279	As006G133660	Np003G124870
OG0006280	As006G133710	Np007G414410
OG0006281	As006G133930	Np003G125040
OG0006282	As006G134240	Np005G279120
OG0006283	As006G134840	Np007G424420
OG0006284	As006G135000	Np007G424150
OG0006285	As009G201550, As006G135280	Np003G142690
OG0006286	As006G136430	Np007G422210
OG0006287	As006G136590	Np007G422000, Np007G422030
OG0006288	As006G136830	Np007G421650
OG0006289	As006G137140	Np007G421450
OG0006290	As006G137550	Np007G420770
OG0006291	As006G138900	Np007G418930
OG0006292	As010G227200, As006G140640, As006G140630	Np005G262160
OG0006293	As006G140760	Np007G416030
OG0006293	As009G208460	Np001G017110
OG0006294	As006G140990	Np007G415800
OG0006295	As006G142370	Np006G331560
OG0006296	As006G142380	Np006G331570
OG0006297	As006G143290	Np006G333180
OG0006298	As006G143490	Np006G333570, Np006G333610
OG0006299	As006G143970	Np006G334340
OG0006300	As006G144330	Np006G334910
OG0006301	As006G144460	Np001G056680, Np006G339820
OG0006302	As006G144890, As012G276300	Np006G339300
OG0006303	As006G145100	Np006G339080
OG0006304	As012G277370	Np001G056480
OG0006305	As009G212840, As006G146330	Np006G337070
OG0006306	As006G146810	Np006G336760
OG0006307	As006G148450	Np006G335490
OG0006308	As007G152290	Np004G240470
OG0006309	As007G152680	Np004G240070
OG0006310	As007G153040	Np004G239620
OG0006311	As007G153050	Np004G239610
OG0006312	As007G153230	Np004G239400
OG0006313	As007G153390	Np004G239250
OG0006314	As007G153520	Np004G239070
OG0006315	As007G154140, As007G154410	Np004G238290
OG0006316	As007G154500	Np004G237590
OG0006318	As007G155530	Np004G236560
OG0006319	As007G156450	Np004G235220
OG0006320	As007G156560	Np004G235090
OG0006321	As010G237190, As007G156700	Np003G159880, Np003G159750, Np002G076650
OG0006322	As007G156810, As010G237110	Np004G234730
OG0006323	As007G156860	Np004G234620
OG0006325	As007G158930	Np004G231380
OG0006326	As007G160600	Np004G226310
OG0006327	As007G160720	Np004G225880
OG0006328	As007G162000	Np002G091340
OG0006329	As007G162160	Np004G210140
OG0006330	As007G162380	Np004G210370
OG0006331	As007G162410	Np004G210360
OG0006332	As007G162650	Np004G210300
OG0006334	As007G162720	Np005G282630
OG0006335	As007G163100	Np005G281970
OG0006336	As007G163620	Np005G281540
OG0006337	As007G164640	Np005G281020
OG0006338	As007G179690	Np001G019600
OG0006339	As007G180340	Np006G368970
OG0006340	As007G181080, As007G181720, As007G181380	Np006G370690
OG0006341	As008G182300	Np004G241230
OG0006342	As008G182600	Np004G241630
OG0006343	As010G233450, As008G182630	Np004G241650
OG0006344	As008G183000	Np004G242280
OG0006345	As010G239020, As008G183030	Np002G079160
OG0006346	As008G184660	Np004G245150
OG0006347	As008G184750	Np004G245320
OG0006348	As008G185660	Np001G017950
OG0006349	As008G186210	Np004G247320
OG0006350	As008G187010	Np004G251320
OG0006351	As008G187590	Np004G249150
OG0006352	As008G187880	Np004G248740
OG0006353	As008G189270	Np004G250330
OG0006354	As008G191050	Np004G250970
OG0006355	As008G192640	Np004G251540
OG0006356	As008G193000	Np004G252350
OG0006357	As008G193180	Np004G252680
OG0006358	As008G193260	Np004G252790
OG0006359	As008G193360	Np001G053010
OG0006360	As008G193890, As008G193900	Np004G253480
OG0006362	As008G195300, As008G195320	Np004G255010
OG0006363	As008G196560	Np004G256280
OG0006364	As008G197180	Np004G257080
OG0006365	As008G197200	Np004G257060
OG0006366	As008G197900	Np004G257840
OG0006367	As008G198210	Np004G258290
OG0006368	As009G200220	Np003G141050
OG0006370	As009G201250	Np003G142250, Np003G142240
OG0006371	As009G201410	Np003G142070
OG0006372	As009G202250	Np003G143380
OG0006373	As009G202780	Np003G143980
OG0006374	As009G203490	Np003G144900
OG0006375	As010G228010, As009G203520	Np002G091210
OG0006376	As009G203630	Np003G145040
OG0006377	As009G203760	Np003G145190
OG0006378	As009G204460	Np003G146400
OG0006379	As009G209250	Np001G017770
OG0006380	As012G275740	Np001G054140
OG0006381	As009G211760	Np003G132370
OG0006382	As009G212580	Np003G131460
OG0006383	As009G212610	Np003G131400
OG0006384	As009G212720	Np003G131230
OG0006385	As009G214490	Np006G365750
OG0006386	As009G215270	Np001G013120
OG0006387	As009G215350	Np001G012820
OG0006388	As009G215970	Np001G057920, Np002G118560
OG0006389	As009G216260	Np001G011810
OG0006390	As009G216440, As009G216430, As009G216420	Np001G011410
OG0006391	As009G216650	Np004G202320, Np004G202280
OG0006392	As009G216790	Np001G010990
OG0006393	As009G216840	Np001G010960
OG0006394	As009G217730	Np001G009690
OG0006395	As009G218220	Np001G008880
OG0006396	As009G218480	Np001G008500
OG0006397	As009G218620	Np001G007780
OG0006398	As009G218710	Np001G007610
OG0006399	As009G218820	Np001G007510
OG0006400	As009G219050	Np001G008380, Np001G007170, Np001G008390
OG0006401	As009G219210	Np001G009040, Np001G006910
OG0006402	As009G219220	Np001G006900
OG0006403	As009G219630	Np003G154110
OG0006404	As009G219980	Np001G040920
OG0006405	As010G220440	Np001G052850
OG0006406	As010G220490	Np001G052750
OG0006407	As010G220540	Np001G052700
OG0006408	As010G221460	Np001G050900
OG0006409	As010G222440	Np001G049400
OG0006410	As010G223260	Np001G047850
OG0006411	As010G225240	Np006G344710, Np009G432720, Np006G344340, Np001G045130, Np006G344100, Np006G344360
OG0006412	As010G225310	Np002G089210
OG0006413	As010G225700	Np001G044720, Np001G048330
OG0006414	As010G227660	Np002G090920
OG0006415	As010G227860	Np004G209830
OG0006416	As010G228720	Np002G090810
OG0006417	As010G231690	Np002G088210
OG0006418	As010G232090	Np002G087550
OG0006419	As010G232690	Np002G086770
OG0006420	As010G232840	Np002G086380
OG0006421	As010G233000	Np002G086100
OG0006422	As010G233440	Np004G241660
OG0006423	As010G234320	Np002G083640
OG0006424	As010G234760	Np002G083240
OG0006425	As010G234850	Np002G083120
OG0006426	As010G235020	Np003G136930
OG0006427	As010G235090	Np002G082780
OG0006428	As010G235280	Np002G073750
OG0006429	As010G235680	Np002G074490
OG0006430	As010G235710	Np002G074550, Np004G232890
OG0006431	As010G236280	Np002G075280
OG0006432	As010G237930	Np002G077810
OG0006433	As010G238220	Np002G078100
OG0006434	As010G238720	Np002G078790
OG0006435	As010G239820	Np002G080330, Np002G080340, Np002G080390
OG0006436	As010G240500	Np002G081380
OG0006437	As010G241220	Np002G082250
OG0006438	As010G242400	Np002G072690
OG0006439	As010G242540	Np002G072510
OG0006440	As010G242760	Np002G072210
OG0006441	As010G243550	Np002G120570
OG0006443	As011G246180	Np006G363710, Np007G406010
OG0006444	As012G269830, As011G247090	Np004G193220
OG0006445	As011G247610	Np007G403820
OG0006446	As011G247760	Np007G403100
OG0006447	As011G248040	Np007G390070
OG0006448	As011G248340	Np007G390420
OG0006449	As011G249260	Np007G391960
OG0006450	As011G249430, As012G276940	Np001G050140
OG0006451	As011G249520	Np007G392570
OG0006452	As011G249570	Np007G392640
OG0006454	As011G249680	Np007G392800
OG0006455	As011G249820	Np007G393030
OG0006456	As011G249900	Np007G393200
OG0006457	As011G249930, As012G273690	Np007G393220
OG0006458	As011G249960	Np007G393280
OG0006459	As011G250050	Np007G393550
OG0006460	As011G250220	Np005G303570
OG0006461	As011G250300	Np007G394000
OG0006462	As011G250490	Np007G394340
OG0006463	As011G250920	Np004G198410
OG0006464	As011G250950	Np007G395080
OG0006465	As011G251630	Np007G396710
OG0006466	As011G252140	Np007G398100
OG0006467	As011G252600	Np007G399350
OG0006468	As011G253000, As011G252990	Np007G380410
OG0006469	As011G253080	Np007G380520
OG0006470	As011G253170	Np007G380650
OG0006471	As011G253390	Np007G381690
OG0006472	As011G254260	Np007G382950
OG0006473	As011G254330	Np007G383070
OG0006474	As011G254730	Np007G383610
OG0006475	As011G254800	Np007G383770
OG0006476	As011G255180	Np007G384300
OG0006477	As011G255220	Np007G384330
OG0006478	As011G255430	Np007G384810
OG0006479	As011G256270	Np007G386280
OG0006480	As011G258950	Np007G388680
OG0006481	As011G262730	Np002G078720, Np007G378230
OG0006482	As011G264260	Np007G376140
OG0006483	As011G264540	Np007G375710
OG0006484	As011G264810	Np007G385290, Np007G375310
OG0006485	As011G265110	Np007G374210
OG0006486	As011G265320	Np007G374570
OG0006487	As011G265450	Np007G374700
OG0006488	As011G266100	Np007G373380
OG0006489	As011G266150	Np007G373310
OG0006490	As011G267150	Np007G372020
OG0006491	As011G267230	Np007G371880
OG0006493	As012G268150	Np004G190720
OG0006494	As012G268640	Np009G431010, Np004G191200
OG0006495	As012G269050	Np004G191710
OG0006496	As012G269140	Np004G191860
OG0006498	As012G269760	Np004G193020
OG0006499	As012G269810	Np004G193190, Np002G090110
OG0006500	As012G270930	Np004G194830
OG0006501	As012G271050	Np004G194980
OG0006503	As012G271890	Np004G195650
OG0006504	As012G272200	Np004G196730
OG0006505	As012G272590	Np004G197320
OG0006506	As012G272720	Np004G197890
OG0006507	As012G274130	Np004G200060
OG0006508	As012G274360	Np005G301180
OG0006509	As012G275160	Np006G341790
OG0006510	As012G275210	Np006G341830
OG0006511	As012G275270	Np006G341900
OG0006512	As012G275290	Np006G341920
OG0006513	As012G275660	Np001G054010
OG0006514	As012G275700	Np001G054090
OG0006515	As012G280650	Np001G058070
OG0006517	As012G281920, As012G281910, As012G281900	Np001G059190
OG0006518	As012G282380	Np001G059860
OG0006519	As012G282850	Np001G060540
OG0006520	As012G283040	Np001G060800
OG0006521	As012G283810	Np001G061880
OG0006522	As012G285020	Np006G334740, Np001G063680
OG0006523	As012G286080	Np001G065570
OG0006524	As012G286790	Np001G066490
OG0006525	As012G287080	Np001G066840
OG0006526	As012G287740	Np001G067740
OG0006528	As012G288830, As012G288820	Np001G069370
OG0006529	As012G289090	Np001G069680
OG0006530	As012G289100	Np007G395980
OG0006531	As012G289390	Np001G069930
OG0006571	As001G000540	Np005G276150
OG0006572	As001G000600	Np005G276050
OG0006573	As001G000660	Np005G275970
OG0006574	As001G001050	Np005G275370
OG0006575	As001G001070	Np005G275340
OG0006576	As001G001440	Np005G274890
OG0006577	As001G001830	Np005G274490
OG0006578	As001G002150	Np001G017960
OG0006579	As001G002480	Np005G273250
OG0006580	As001G003400	Np005G272280
OG0006581	As001G003550	Np005G272110
OG0006582	As001G003720	Np005G271780
OG0006583	As001G004460	Np005G271040
OG0006584	As001G004680	Np005G270580
OG0006585	As001G005280	Np005G270050
OG0006586	As001G006560, As007G155190	Np004G236960
OG0006587	As001G006590	Np005G269930
OG0006589	As001G012220	Np005G263960
OG0006590	As001G012600	Np005G264120
OG0006591	As001G013670	Np007G424210
OG0006592	As001G014380	Np005G265260
OG0006593	As001G014570	Np005G265480
OG0006594	As001G014780	Np005G265650
OG0006595	As001G014790	Np005G265660
OG0006596	As001G014890	Np005G265860
OG0006597	As001G015510	Np005G266050
OG0006598	As001G015690	Np004G214990
OG0006599	As001G016970	Np004G205250
OG0006600	As001G017270	Np005G296190
OG0006601	As001G017490	Np005G297380
OG0006602	As001G017500	Np005G297180
OG0006603	As001G017750	Np005G298960
OG0006604	As001G018080	Np006G340020, Np002G117190
OG0006605	As001G018550	Np001G016120
OG0006606	As008G188090, As001G019370	Np004G249450
OG0006607	As001G020130	Np002G114250
OG0006608	As001G020480	Np004G248240
OG0006609	As001G021440	Np002G117350
OG0006610	As001G021770, As008G186060	Np004G247020
OG0006611	As008G186020, As001G021810	Np004G246940
OG0006612	As008G185620, As001G022110	Np004G246380
OG0006613	As001G022290	Np004G241310
OG0006614	As001G022360	Np001G028120, Np001G028020, Np001G028100
OG0006615	As001G022520	Np001G027760
OG0006616	As001G022850	Np001G026690
OG0006617	As001G023830	Np001G024970
OG0006618	As001G024100, As008G183520	Np004G243000
OG0006619	As001G024260	Np004G243130
OG0006620	As001G024470	Np001G023840
OG0006621	As001G024660	Np001G023610
OG0006622	As001G024870	Np001G023340
OG0006623	As001G025300	Np001G022620
OG0006624	As001G025340	Np001G022580
OG0006625	As001G025580	Np001G022230
OG0006626	As001G025610	Np001G022200
OG0006628	As001G025920	Np001G021630
OG0006629	As001G026460	Np001G020670
OG0006630	As001G026510	Np001G020640
OG0006631	As001G026870	Np001G020160
OG0006633	As001G027240	Np001G019610
OG0006634	As001G027600	Np001G019160, Np001G019270
OG0006635	As002G046370, As001G028960	Np003G163220
OG0006636	As001G029710	Np002G091650
OG0006637	As001G029720	Np002G100440
OG0006638	As001G029760	Np007G403190
OG0006639	As001G029950	Np007G373250
OG0006640	As001G029990	Np005G309400
OG0006641	As001G030110	Np007G392390
OG0006642	As001G030210	Np002G075490
OG0006643	As001G030270	Np005G320150
OG0006644	As001G030990	Np002G123470
OG0006645	As001G031490	Np005G301830, Np002G122060
OG0006646	As001G031640	Np002G121360
OG0006647	As002G033810	Np006G331220
OG0006648	As002G033930	Np007G413800, Np007G412390
OG0006649	As002G033980	Np007G413730
OG0006650	As003G071750, As003G071770, As002G034130	Np005G266520
OG0006651	As002G034160	Np007G413540
OG0006652	As005G108050	Np003G127290
OG0006653	As002G035210	Np007G412560
OG0006654	As002G036010	Np007G411630
OG0006655	As009G214000, As002G036340	Np007G411290
OG0006656	As002G036500	Np007G411100
OG0006657	As002G036660	Np007G410940
OG0006658	As002G036670	Np007G411000
OG0006659	As002G037230	Np007G410360
OG0006660	As002G037480	Np007G410110, Np004G235190
OG0006661	As002G037560	Np007G410010
OG0006662	As002G037690, As002G037660	Np007G409860
OG0006663	As002G038360, As002G038470	Np007G409390
OG0006664	As002G038680	Np007G409300
OG0006665	As002G039060	Np007G408960
OG0006666	As002G040680	Np003G174390
OG0006667	As002G041760	Np003G148250
OG0006668	As002G042490, As007G164030	Np005G281340
OG0006669	As002G042890	Np003G169630
OG0006670	As002G043320	Np003G184500
OG0006671	As002G044250	Np003G165930
OG0006672	As002G044320, As007G164900	Np003G165630
OG0006673	As002G044890	Np003G164480
OG0006674	As002G044900	Np003G164490
OG0006675	As002G045140	Np003G163910
OG0006676	As002G045430	Np003G162370
OG0006677	As002G045750	Np003G161680
OG0006678	As002G046180	Np003G162970
OG0006679	As002G046240	Np001G001400
OG0006680	As002G046340	Np003G163180
OG0006681	As002G046420	Np003G163350
OG0006682	As002G046760	Np003G160690
OG0006684	As002G047510	Np003G159250
OG0006685	As002G048030	Np003G158110
OG0006686	As002G048230	Np003G157480
OG0006687	As002G048860	Np003G156370
OG0006688	As002G048980	Np003G156200
OG0006689	As002G049180	Np003G155920
OG0006690	As002G049300	Np003G155700
OG0006691	As002G050140	Np001G018230
OG0006692	As002G050670	Np003G139660
OG0006693	As002G050730	Np003G139590
OG0006694	As002G050820	Np003G139490
OG0006695	As002G050860	Np003G139270
OG0006696	As002G052620	Np003G136920
OG0006697	As005G118560, As002G052780	Np003G136820
OG0006698	As002G053150	Np003G136450
OG0006699	As002G053210	Np003G136350
OG0006700	As002G053480	Np003G136070
OG0006701	As002G053890	Np001G004910
OG0006704	As002G054510	Np003G134660
OG0006705	As002G054610	Np003G134470
OG0006706	As002G054800	Np003G134220
OG0006707	As002G055120	Np003G133660
OG0006708	As003G055630	Np005G295930
OG0006709	As003G055670	Np005G288530, Np005G295570
OG0006710	As004G079890, As003G055990	Np005G293920
OG0006711	As003G056030	Np005G293850
OG0006712	As003G056400	Np005G292810
OG0006713	As003G056430	Np005G292650
OG0006714	As003G056600	Np005G292170
OG0006715	As003G056970	Np005G291530
OG0006716	As003G057430	Np005G290480
OG0006717	As003G057670	Np005G290150
OG0006718	As003G057930	Np005G289470
OG0006719	As003G057980	Np005G289370, Np005G289380
OG0006720	As004G087180, As003G058180	Np001G038830
OG0006721	As003G058470, As004G087010	Np005G288520
OG0006722	As003G058530	Np005G288420
OG0006723	As003G058790	Np005G295790
OG0006724	As003G059470	Np005G288050
OG0006725	As003G059760	Np005G286650
OG0006726	As003G059940	Np005G286380
OG0006727	As003G060610	Np005G284940
OG0006728	As003G061480	Np005G283530
OG0006729	As003G061520	Np005G283590
OG0006730	As004G084360, As003G061700	Np005G283420
OG0006731	As003G061870	Np005G283230, Np003G179980
OG0006732	As003G061910	Np005G283170
OG0006733	As004G084060, As003G062050	Np005G283010
OG0006734	As003G062070	Np005G282960
OG0006735	As003G062100	Np005G282930
OG0006736	As003G062230	Np005G282780
OG0006737	As003G062270	Np007G394770, Np005G282760
OG0006738	As003G062960	Np004G206840
OG0006739	As003G063990	Np004G204640
OG0006740	As003G064520	Np004G237540
OG0006741	As003G064610	Np004G202870
OG0006742	As003G064760	Np004G203140
OG0006743	As003G065070	Np004G241140
OG0006744	As003G065480	Np004G200610
OG0006745	As003G065830	Np004G200930
OG0006746	As003G066870	Np004G210670
OG0006747	As003G067040, As008G191580	Np004G251880
OG0006748	As003G067370	Np005G282690
OG0006749	As004G082010, As003G067930	Np004G210530
OG0006750	As003G068020, As004G082250	Np004G201580
OG0006751	As003G068280	Np004G210600
OG0006752	As003G068710, As011G266700	Np007G372480
OG0006753	As003G069180	Np004G211460
OG0006754	As003G069720	Np004G211920
OG0006755	As003G069780	Np004G211940
OG0006756	As003G069810	Np004G212010
OG0006757	As003G069950	Np004G212390
OG0006758	As003G070240	Np004G212990
OG0006759	As003G070660	Np004G213310
OG0006760	As003G070850	Np004G213630
OG0006761	As012G275100, As003G071050	Np004G213840
OG0006762	As003G071270	Np004G214230
OG0006763	As003G071560	Np004G214770
OG0006764	As003G072010	Np005G267130, Np005G267170
OG0006765	As003G072480	Np005G267880
OG0006766	As003G072800	Np005G268270
OG0006767	As003G072930	Np005G268420
OG0006768	As003G073330	Np007G378390, Np005G268800, Np005G268830
OG0006769	As003G073410	Np005G268940
OG0006770	As003G073900	Np005G269560
OG0006771	As003G073960	Np005G269610
OG0006772	As003G074150, As003G074170, As003G074160	Np005G269840
OG0006774	As007G180490	Np006G369290
OG0006775	As007G181790, As003G075940	Np006G370880
OG0006776	As003G075980, As007G181820, As007G181830	Np005G260820
OG0006777	As003G076210	Np005G260460
OG0006778	As003G076560	Np005G260280
OG0006779	As004G076800	Np004G198420, Np007G395590
OG0006780	As004G077780	Np005G313490
OG0006781	As004G079510	Np006G340560
OG0006782	As004G080490	Np003G175990
OG0006783	As004G080960, As004G080980	Np004G203030
OG0006784	As004G081170	Np006G342690
OG0006785	As004G081470	Np006G343360
OG0006786	As004G082220	Np001G042140
OG0006787	As004G082270	Np001G042200
OG0006788	As004G082580	Np001G042590
OG0006789	As004G083030	Np007G422930
OG0006790	As004G083220, As004G083210, As004G083200	Np003G177700
OG0006791	As004G084410	Np003G180300
OG0006792	As004G084610	Np003G180940
OG0006793	As004G084680	Np003G181190
OG0006794	As004G084690	Np003G181230
OG0006795	As004G084750	Np003G181480
OG0006796	As004G084970	Np003G181780
OG0006797	As004G085670	Np003G183350
OG0006798	As004G085800, As004G085830	Np003G183720
OG0006799	As004G086480	Np003G185050
OG0006800	As004G086550	Np001G039920
OG0006801	As004G086740	Np001G039590
OG0006802	As004G087410	Np005G277500
OG0006803	As004G088300	Np001G036210
OG0006804	As004G088620	Np001G036090
OG0006805	As004G089090	Np001G034550
OG0006806	As004G089140	Np001G034440
OG0006807	As004G089200	Np001G034380
OG0006808	As004G089260	Np001G034260
OG0006809	As004G089480	Np001G034040
OG0006810	As004G089660	Np001G033300
OG0006811	As006G147080, As004G089740	Np006G336210
OG0006812	As004G090250	Np001G032030
OG0006813	As004G090510	Np001G032640
OG0006815	As011G258230	Np007G388510
OG0006816	As011G257610, As004G093430	Np007G387810
OG0006818	As004G093800	Np005G308490
OG0006819	As004G095140	Np005G306220
OG0006820	As004G095750	Np005G304560
OG0006820	As011G254890	Np007G383900
OG0006821	As004G095880	Np005G304250
OG0006822	As004G095960	Np005G304080
OG0006823	As004G096490	Np005G303000
OG0006825	As004G096660	Np002G123420, Np005G302490
OG0006826	As004G097580	Np005G318220
OG0006827	As004G097700	Np005G318320
OG0006828	As004G098440	Np005G320250
OG0006829	As004G098480	Np005G320230
OG0006830	As005G098620	Np006G320470
OG0006831	As012G288890, As005G098650	Np006G320540
OG0006832	As005G099380	Np005G307260
OG0006833	As005G099490	Np006G321360
OG0006834	As005G100190	Np006G341950
OG0006835	As005G100210	Np006G322300
OG0006836	As005G100340	Np006G322530
OG0006837	As005G100720	Np006G322950
OG0006838	As005G100810	Np006G323050
OG0006839	As005G101060	Np006G323330
OG0006840	As005G101110	Np006G323400
OG0006841	As005G101240	Np006G323610
OG0006842	As005G101380	Np006G323910
OG0006843	As005G101400	Np006G323960
OG0006844	As005G101700	Np006G324360, Np006G324370
OG0006845	As005G102320, As012G286240	Np006G325140
OG0006846	As005G104040	Np006G327060
OG0006847	As005G104180	Np006G327470
OG0006848	As005G104510	Np006G327900
OG0006849	As005G104560	Np006G327940
OG0006850	As005G104900	Np006G328640
OG0006851	As005G105250	Np004G227100, Np006G328790, Np003G173410
OG0006852	As005G105510, As005G105530	Np006G329600
OG0006853	As005G106170	Np006G330150
OG0006854	As005G107190	Np003G126220
OG0006855	As005G107380	Np003G126480
OG0006856	As005G107520	Np003G126660
OG0006857	As005G107530	Np003G126670
OG0006858	As005G107980	Np003G127180
OG0006859	As005G108040	Np003G127280
OG0006860	As005G108130	Np003G127380
OG0006861	As005G108230	Np003G127530
OG0006862	As005G108860	Np003G128380
OG0006863	As005G108890	Np003G128410
OG0006864	As005G109710	Np004G211700
OG0006865	As007G179320, As005G110070	Np003G147760
OG0006866	As005G110630	Np003G148020
OG0006867	As005G110650	Np003G148190
OG0006868	As005G111390	Np003G148420
OG0006869	As005G111480	Np003G148580
OG0006870	As005G112320, As005G112310	Np003G149150
OG0006871	As010G226880, As005G112370	Np003G149210
OG0006872	As005G112470, As005G112460	Np003G149340
OG0006873	As005G112970	Np003G149860
OG0006874	As005G113160	Np003G150040
OG0006875	As005G113830, As010G225760	Np003G151190
OG0006876	As005G114080, As006G129840	Np003G151590
OG0006877	As005G114340	Np003G151910
OG0006878	As006G145260, As005G114640	Np003G152300
OG0006880	As005G116100	Np001G006470
OG0006881	As005G116730	Np001G005380
OG0006882	As005G116740	Np001G005350
OG0006883	As005G116950	Np001G005130
OG0006884	As005G117040	Np001G004960
OG0006885	As005G117230	Np001G004760
OG0006886	As005G117300	Np001G004680
OG0006887	As005G117450	Np001G004500
OG0006888	As005G117460	Np001G004470
OG0006889	As005G117810	Np001G004010
OG0006890	As005G117940	Np001G003810
OG0006891	As005G118110	Np001G003700
OG0006892	As005G118180	Np001G003600
OG0006893	As005G118440	Np001G003160
OG0006894	As005G118600	Np001G002960
OG0006895	As005G119140	Np001G002260, Np005G266840
OG0006896	As005G119180	Np001G002230, Np006G353130
OG0006897	As005G119280	Np001G002050
OG0006898	As010G229390, As005G120090	Np002G089980
OG0006899	As005G120400	Np001G000460
OG0006900	As005G120470	Np003G144470
OG0006901	As005G120500	Np001G000580
OG0006902	As006G121020	Np003G189880
OG0006904	As006G121280	Np003G189110
OG0006905	As008G199070, As006G121520	Np003G189300
OG0006906	As006G121980	Np003G188560
OG0006907	As006G122240	Np003G188180
OG0006908	As008G198460	Np004G258520
OG0006909	As006G122930	Np003G187070
OG0006910	As006G123720	Np003G185920
OG0006911	As006G123770	Np003G185760
OG0006912	As006G123870	Np003G185640
OG0006913	As006G124040	Np003G185410
OG0006914	As008G196910, As006G124250	Np004G256670, Np003G185060
OG0006915	As006G124580	Np001G040500
OG0006916	As006G124640	Np001G040560
OG0006917	As006G124750	Np001G040710
OG0006918	As006G125360	Np009G431070, Np006G346040
OG0006919	As006G125430, As008G195830	Np006G357680
OG0006920	As006G125740	Np006G356180
OG0006921	As006G125780, As008G195760	Np006G357190
OG0006922	As006G125820	Np006G357270
OG0006923	As006G125830	Np006G357280
OG0006924	As008G195570, As006G125950	Np006G357440
OG0006925	As006G126260	Np006G356950
OG0006926	As006G126300	Np006G356840
OG0006927	As006G126360	Np006G356140
OG0006928	As006G126460	Np006G356010
OG0006929	As006G126940	Np006G355580
OG0006930	As006G126960	Np006G355560
OG0006931	As006G127100	Np006G355320
OG0006932	As006G127640	Np006G348730, Np006G354260
OG0006933	As006G127900	Np006G353740, Np006G347040
OG0006934	As006G128040	Np006G347330, Np006G353390
OG0006935	As006G128160	Np006G353020, Np006G347790
OG0006936	As006G128190	Np004G252710
OG0006937	As006G128370	Np006G352380
OG0006938	As006G128420	Np006G351520
OG0006939	As006G128720	Np006G350570
OG0006940	As006G129170, As006G129150	Np006G360110
OG0006942	As006G129530	Np006G359800
OG0006943	As006G129700	Np006G359520
OG0006944	As006G129870	Np006G359200
OG0006945	As006G130520	Np006G361560
OG0006946	As006G130590	Np006G361440
OG0006947	As006G130660	Np006G361300
OG0006948	As006G130830	Np006G361010
OG0006949	As006G130910	Np006G360750
OG0006950	As006G131860	Np006G362960
OG0006951	As006G131980	Np006G363120
OG0006952	As006G132060	Np006G363190
OG0006953	As006G132730	Np007G424630
OG0006954	As006G134110	Np005G279270
OG0006955	As006G134400	Np005G278640
OG0006956	As006G134760	Np007G424520
OG0006957	As006G134930	Np003G159480
OG0006958	As006G134980	Np007G424170
OG0006959	As006G135150	Np007G423830
OG0006960	As006G135590	Np007G423240
OG0006961	As006G135660	Np002G123510, Np003G133840, Np007G423160
OG0006962	As006G135850	Np007G422950
OG0006963	As006G135990	Np007G422790
OG0006964	As006G136070	Np007G422640
OG0006965	As006G136660	Np007G421900
OG0006966	As006G136820	Np007G421660
OG0006967	As006G136960	Np007G421530
OG0006968	As006G137300	Np007G421220
OG0006969	As006G137460	Np007G420810
OG0006970	As006G137560	Np007G420590
OG0006971	As006G137740, As009G207040	Np007G420450
OG0006972	As006G138010	Np007G420050
OG0006974	As006G138620	Np003G188990, Np007G419000
OG0006975	As006G138800	Np007G418760
OG0006976	As006G139480	Np007G417750
OG0006977	As006G139490	Np007G417740
OG0006978	As006G139580	Np007G417620
OG0006979	As006G139790	Np007G417370
OG0006980	As006G139840	Np007G417330
OG0006981	As009G204370, As006G140050	Np003G146330
OG0006982	As006G140420	Np007G416440
OG0006983	As006G140440	Np007G416420
OG0006984	As006G140680	Np007G416160
OG0006985	As006G140850	Np007G415900
OG0006986	As006G141150	Np007G415480
OG0006987	As006G141530	Np007G414990
OG0006988	As006G142260	Np007G413930, Np005G317300
OG0006989	As006G142740	Np006G332040
OG0006990	As006G142830	Np006G332170
OG0006991	As006G142920	Np006G332460
OG0006992	As006G143200	Np006G333020
OG0006993	As006G143280	Np006G333170
OG0006994	As006G143430	Np006G333520, Np006G333470
OG0006995	As006G143770	Np006G334010
OG0006996	As006G143830	Np006G333880
OG0006997	As006G144250	Np006G334710
OG0006998	As006G144300	Np006G334870
OG0006999	As006G144340	Np006G334930, Np007G391580
OG0007000	As006G144350	Np006G334950, Np006G334940
OG0007001	As006G144420	Np006G337400, Np006G339880
OG0007002	As006G144450	Np006G339860
OG0007003	As006G144600	Np006G339680
OG0007004	As006G144630	Np006G339620
OG0007005	As012G276150, As006G144710	Np006G339500
OG0007006	As006G144820	Np006G339380
OG0007007	As006G145050	Np006G339130
OG0007008	As006G145730	Np006G337780
