Orthogroup	Aethionema_saxatile	Capsella_rubella
OG0009165	As008G183180	XP_006303818.1
OG0009166	As008G183270	XP_006305210.1
OG0009167	As008G183440	XP_006303979.1
OG0009168	As008G183960	XP_006305128.1
OG0009169	As008G183980	XP_006303753.1
OG0009170	As008G184350	XP_006304429.1
OG0009171	As008G184880	XP_006306027.1
OG0009172	As008G185600	XP_023645952.1
OG0009173	As008G185680	XP_006304473.1
OG0009174	As008G186050	XP_006305573.1
OG0009175	As008G186790	XP_023644825.1
OG0009176	As008G186830	XP_006307406.1
OG0009177	As008G186930	XP_006304028.1
OG0009178	As008G187340	XP_006303228.1
OG0009179	As008G187540	XP_006307232.1
OG0009180	As008G187640	XP_023633235.1
OG0009181	As008G188250	XP_006303172.1
OG0009182	As008G188450	XP_006307268.1
OG0009184	As008G188920	XP_023645314.1
OG0009185	As008G189090	XP_023644973.1, XP_023644972.1
OG0009186	As008G189310	XP_006290154.1
OG0009187	As008G189380	XP_006305743.1
OG0009188	As008G189500	XP_006305732.2
OG0009189	As008G189850	XP_006305501.1
OG0009190	As008G189870	XP_006303435.1
OG0009191	As008G190010	XP_006304461.1
OG0009192	As008G190070	XP_006303885.1
OG0009193	As008G190600	XP_006304165.1
OG0009194	As008G190940	XP_023645182.1
OG0009195	As008G191250	XP_006304005.2
OG0009196	As008G191310	XP_006303631.1
OG0009197	As008G192130	XP_006306385.1
OG0009198	As008G192730	XP_006307527.1
OG0009199	As008G193010	XP_006306685.1
OG0009200	As008G193650	XP_006307661.1
OG0009201	As008G193700	XP_006306755.1
OG0009202	As008G193870	XP_006304620.1
OG0009203	As008G193910	XP_006306316.1
OG0009204	As008G194220	XP_006304386.1
OG0009205	As008G194430	XP_023633111.1
OG0009206	As008G194920	XP_006307581.1
OG0009207	As008G194930	XP_023645167.1
OG0009208	As008G195010	XP_006305430.2
OG0009209	As008G195110, As010G244040	XP_023637896.1, XP_023642929.1
OG0009210	As008G195560	XP_006307177.1
OG0009211	As008G195710	XP_006307498.1
OG0009212	As008G195790	XP_023645011.1
OG0009213	As008G196040	XP_006303752.1
OG0009214	As008G196300	XP_006306986.1
OG0009215	As008G196590	XP_023645530.1
OG0009216	As008G197030	XP_006305426.2
OG0009217	As008G197410	XP_006303883.1
OG0009218	As008G197490	XP_006303520.1
OG0009219	As008G197680	XP_006305628.2
OG0009220	As008G197910, As008G198100	XP_006305500.1
OG0009221	As008G198030	XP_006303966.2
OG0009222	As008G198230	XP_006307364.1
OG0009223	As008G198350	XP_006305173.1
OG0009224	As008G198410	XP_006305480.1
OG0009225	As008G198510	XP_006307157.2
OG0009226	As008G198580	XP_006305645.1
OG0009227	As008G198620	XP_006303868.1
OG0009228	As008G198690	XP_006306887.1
OG0009229	As008G199110	XP_023636725.1
OG0009230	As008G199460	XP_023632849.1
OG0009231	As008G199630	XP_006306188.1
OG0009232	As009G199790	XP_006287619.1, XP_023633385.1
OG0009233	As009G199840	XP_006286842.1
OG0009234	As009G200170	XP_006287122.1
OG0009235	As009G200290	XP_006289000.1
OG0009236	As009G200650	XP_006286392.1
OG0009237	As009G200690	XP_006286932.1
OG0009238	As009G200750	XP_023637570.1
OG0009239	As009G200890	XP_006288208.1
OG0009240	As009G201180	XP_006289759.1
OG0009241	As009G201350	XP_006288945.1
OG0009242	As009G201560	XP_006287924.1
OG0009243	As009G202040	XP_006290178.1
OG0009244	As009G202110	XP_006287611.1
OG0009245	As009G202630	XP_006288493.1
OG0009246	As009G202710	XP_006288234.1
OG0009247	As009G202960	XP_006289489.1
OG0009248	As009G203050	XP_006288645.1
OG0009249	As009G203530	XP_023637340.1
OG0009250	As009G204000	XP_006288371.1
OG0009251	As009G204710	XP_006289793.1
OG0009252	As009G204800	XP_006288788.1
OG0009253	As009G205120	XP_006286808.1
OG0009254	As009G205130	XP_023636211.1
OG0009255	As009G206510	XP_006290042.1
OG0009256	As009G207140	XP_006288854.1
OG0009257	As009G207300, As009G207960	XP_006279985.2
OG0009258	As009G207350	XP_006281348.1
OG0009259	As009G207900	XP_006281889.2
OG0009260	As009G208150	XP_006280165.1
OG0009261	As009G208170	XP_006281529.2
OG0009262	As009G210270	XP_006286627.1
OG0009263	As009G210410	XP_006289625.1
OG0009264	As009G210690	XP_006287140.1
OG0009265	As009G210710	XP_023637538.1
OG0009267	As009G211490	XP_006287238.1
OG0009268	As009G211750	XP_006288124.1
OG0009269	As009G211780	XP_006289455.1
OG0009270	As009G212010	XP_006288520.2
OG0009272	As009G212460	XP_006288431.1
OG0009273	As009G212660	XP_006289430.1
OG0009274	As009G212700	XP_006288491.1
OG0009275	As009G212950	XP_006288654.1
OG0009276	As009G213350	XP_023636136.1, XP_006282317.2, XP_006289188.1
OG0009277	As009G213860	XP_006286489.1
OG0009278	As009G213890	XP_006287970.1
OG0009279	As009G214220	XP_006288264.1
OG0009280	As009G214270	XP_006288265.2
OG0009281	As009G215050	XP_006288767.1
OG0009282	As009G215100	XP_006287605.2
OG0009283	As009G215260	XP_006289060.1
OG0009284	As009G215360	XP_006286840.1
OG0009285	As009G215430	XP_006289043.1
OG0009286	As009G215500	XP_006286673.1
OG0009287	As009G215670	XP_023637549.1
OG0009288	As009G215690	XP_006287997.1
OG0009289	As009G215870	XP_006286796.1
OG0009290	As009G215930	XP_023637708.1
OG0009291	As009G215990	XP_023638575.1
OG0009292	As009G216000	XP_006288246.2
OG0009293	As009G216200	XP_006289354.1
OG0009294	As009G216710	XP_006287648.1
OG0009295	As009G217070	XP_006287150.1
OG0009296	As009G217120	XP_006287340.1
OG0009297	As009G217170	XP_006287878.1
OG0009298	As009G217190	XP_023637717.1
OG0009299	As009G217340	XP_006286897.1
OG0009300	As009G217800	XP_006280178.1
OG0009301	As009G218320	XP_023639280.1
OG0009302	As009G218440	XP_023635882.1
OG0009303	As009G219260	XP_006281223.1
OG0009304	As009G219350, As010G223030	XP_023638264.1
OG0009305	As009G219410	XP_006281521.1
OG0009306	As009G219580	XP_006280863.1
OG0009307	As009G219970	XP_023635520.1
OG0009308	As010G220370	XP_006290733.1
OG0009309	As010G220390	XP_006292468.1
OG0009310	As010G220400	XP_006291894.1
OG0009311	As010G220520	XP_006292776.1
OG0009313	As010G220860	XP_006290928.1
OG0009314	As010G220970	XP_006290766.1
OG0009315	As010G221350	XP_006291812.1
OG0009316	As010G221380	XP_006290911.1
OG0009317	As010G221400	XP_006293131.1
OG0009318	As010G221660	XP_006292916.1
OG0009319	As010G222050	XP_006291064.1
OG0009320	As010G222170	XP_006292100.1
OG0009321	As010G222430	XP_006291034.1
OG0009322	As010G222580	XP_006291957.1
OG0009323	As010G222710	XP_006291232.1
OG0009324	As010G222780, As010G222770	XP_006291299.1
OG0009325	As010G223160	XP_006290873.1
OG0009326	As010G223290	XP_006292170.1
OG0009327	As010G223700	XP_006291868.1
OG0009328	As010G226210	XP_006290866.1
OG0009329	As010G226500	XP_006293541.1
OG0009330	As010G226860	XP_006286081.1
OG0009331	As010G227410	XP_023641694.1
OG0009332	As010G228440	XP_023643087.1
OG0009333	As010G230630	XP_006302636.1
OG0009334	As010G231180	XP_006301071.1
OG0009335	As010G231380	XP_006302435.1
OG0009336	As010G231550	XP_023644109.1
OG0009337	As010G232020	XP_006302244.1
OG0009338	As010G232270	XP_006302500.1
OG0009339	As010G232390	XP_006303005.2
OG0009340	As010G232590	XP_006302669.1
OG0009341	As010G232790	XP_006294759.1
OG0009342	As010G232850	XP_006302260.1
OG0009343	As010G232860	XP_006301936.1
OG0009344	As010G233030	XP_006302702.1
OG0009345	As010G233310	XP_023643768.1
OG0009346	As010G233620	XP_006300531.2
OG0009347	As010G234080	XP_006300424.1
OG0009348	As010G234210	XP_023641022.1, XP_023643284.1
OG0009349	As010G234400	XP_006301319.1
OG0009350	As010G234680	XP_006302154.1
OG0009351	As010G234770	XP_006302544.1
OG0009352	As010G235040	XP_006302172.1
OG0009353	As010G235110	XP_006302268.1
OG0009354	As010G235120	XP_006302895.1
OG0009355	As010G235130	XP_006302881.2
OG0009356	As010G235220	XP_023644360.1
OG0009357	As010G236180	XP_023643017.1
OG0009358	As010G236250	XP_023642875.1
OG0009359	As010G236430	XP_023643124.1
OG0009360	As010G236460	XP_006298460.1
OG0009361	As010G236520	XP_006301556.1
OG0009362	As010G236590	XP_006300884.2
OG0009363	As010G237810	XP_006302949.1
OG0009364	As010G238360	XP_006300634.1
OG0009365	As010G238610	XP_006302729.1
OG0009366	As010G238630	XP_006302833.1
OG0009367	As010G239000	XP_006302897.1
OG0009368	As010G239030	XP_006301143.1
OG0009369	As010G239050	XP_006302424.1
OG0009370	As010G239700	XP_006302692.1
OG0009371	As010G240080	XP_006300880.1
OG0009372	As010G240120	XP_006304212.1
OG0009373	As010G240130	XP_006303119.2, XP_023643108.1, XP_023643105.1, XP_006290234.2, XP_006302888.1
OG0009374	As010G240160	XP_006302218.1
OG0009375	As010G240260	XP_006302810.1
OG0009377	As010G240790	XP_023643754.1
OG0009378	As010G241100	XP_023643580.1
OG0009379	As010G241190	XP_006302822.1
OG0009381	As010G241310	XP_006302712.1
OG0009382	As010G241470	XP_023643186.1
OG0009383	As010G241610	XP_006302806.1
OG0009384	As010G241650	XP_006302015.2
OG0009385	As010G241670	XP_006302337.1
OG0009386	As010G241980	XP_006302566.1
OG0009387	As010G242010	XP_006302525.1
OG0009388	As010G242030	XP_006302116.2
OG0009389	As010G242110	XP_006301760.2
OG0009390	As010G242300	XP_023643969.1
OG0009391	As010G242490	XP_006302502.1
OG0009392	As010G243160	XP_006302129.2
OG0009393	As010G243180	XP_023642914.1
OG0009394	As010G243320	XP_006302564.1
OG0009395	As010G243620	XP_023643758.1
OG0009396	As010G243980	XP_006301335.1
OG0009397	As010G244080	XP_006302357.1
OG0009398	As010G244290	XP_006302956.1
OG0009399	As010G244310	XP_006301331.1
OG0009400	As010G244450	XP_006301046.1
OG0009401	As011G244680	XP_006298224.1
OG0009402	As011G244840	XP_006299058.1
OG0009403	As011G244890	XP_023641089.1
OG0009404	As011G244900	XP_006300119.1
OG0009405	As011G245090	XP_006299721.1
OG0009406	As011G245260	XP_006297605.1
OG0009407	As011G245500	XP_006298373.1
OG0009408	As011G245700	XP_006300095.1
OG0009409	As011G246350	XP_006298945.1
OG0009410	As011G246370	XP_006296819.1
OG0009411	As011G246460	XP_006300068.1
OG0009412	As011G246510	XP_006297156.1
OG0009413	As011G246710	XP_006298718.1
OG0009414	As011G246840	XP_006297267.1
OG0009415	As011G246860	XP_023642114.1
OG0009416	As011G247180	XP_006297504.1
OG0009417	As011G247210	XP_006299372.1
OG0009418	As011G247230	XP_006298103.1
OG0009419	As011G247860	XP_006298699.1
OG0009420	As011G247980	XP_023641316.1
OG0009421	As011G248000	XP_006297846.1
OG0009422	As011G248030	XP_006298164.2
OG0009423	As011G248050	XP_006299759.1
OG0009424	As011G248300	XP_023641560.1
OG0009425	As011G248320	XP_006297255.1
OG0009426	As011G248370	XP_006299171.1
OG0009427	As011G249000	XP_006298033.1
OG0009428	As011G249040	XP_006297662.1
OG0009429	As011G249060	XP_006297106.1
OG0009430	As011G249350	XP_006298852.1
OG0009431	As011G249400	XP_006298881.1
OG0009432	As012G276930, As011G249410	XP_006297081.1
OG0009433	As011G249500	XP_006286484.1
OG0009434	As011G249700, As012G273820	XP_006297847.1
OG0009435	As011G250100	XP_006297874.2
OG0009436	As011G250330	XP_006297776.1
OG0009437	As011G250440	XP_023641868.1
OG0009438	As011G250680	XP_006298499.1
OG0009439	As011G250720	XP_006298055.1
OG0009440	As011G251070	XP_023641863.1
OG0009441	As011G251480	XP_006299092.2
OG0009442	As011G251590	XP_006298893.1
OG0009443	As011G251600	XP_023641273.1
OG0009444	As011G252010	XP_006298094.1
OG0009445	As011G252060	XP_006299593.1
OG0009446	As011G252580	XP_006297900.1
OG0009447	As011G252730	XP_006298783.1
OG0009448	As011G252750	XP_023641572.1
OG0009449	As011G252840	XP_006297970.2
OG0009450	As011G253130	XP_006300196.1
OG0009451	As011G253280	XP_006300116.1, XP_006299141.1
OG0009452	As011G253770	XP_023642146.1
OG0009453	As011G254280	XP_006300003.1
OG0009454	As011G254450	XP_006296765.1
OG0009455	As011G254840	XP_023642765.1
OG0009456	As011G255370	XP_006296686.1
OG0009457	As011G255380	XP_006297022.1
OG0009458	As011G257650	XP_006297446.1
OG0009459	As011G259020	XP_006280007.1
OG0009460	As011G259660	XP_023634119.1
OG0009461	As011G259670	XP_023641295.1
OG0009462	As011G260590	XP_023641658.1
OG0009463	As011G260720	XP_006300066.1
OG0009464	As011G260730	XP_006297832.1
OG0009465	As011G260910	XP_006296803.1
OG0009466	As011G262610	XP_006288247.2
OG0009467	As011G262870	XP_006299551.1
OG0009468	As011G262880	XP_006297640.1
OG0009469	As011G262910	XP_006298159.1
OG0009470	As011G262920	XP_006298409.1
OG0009471	As011G264240	XP_023642741.1
OG0009472	As011G264430	XP_006297403.1
OG0009473	As011G264460	XP_006299821.1
OG0009474	As011G264840	XP_006297310.1
OG0009475	As011G265230	XP_006298137.1
OG0009476	As011G265820	XP_006299799.1
OG0009477	As011G266250	XP_006297590.1
OG0009478	As011G266970	XP_006299077.1
OG0009479	As011G266990	XP_006299260.1
OG0009480	As011G267060	XP_006298816.1
OG0009481	As011G267130	XP_006299305.1
OG0009482	As011G267450	XP_006299868.1
OG0009483	As012G267870	XP_006304022.1
OG0009484	As012G268740	XP_006307597.2
OG0009485	As012G268870	XP_006304226.1
OG0009486	As012G269250	XP_023632783.1
OG0009487	As012G269450	XP_006303266.1
OG0009488	As012G269470	XP_006304699.1
OG0009489	As012G269690	XP_006307019.1
OG0009490	As012G269960	XP_006303186.2
OG0009491	As012G270110	XP_006305471.1
OG0009492	As012G270180	XP_006306429.1
OG0009493	As012G270670	XP_023645800.1
OG0009494	As012G271610	XP_006304507.1
OG0009495	As012G271760	XP_006304254.1
OG0009496	As012G272230	XP_023633232.1
OG0009497	As012G272380	XP_006306237.1
OG0009498	As012G272420	XP_006306569.1
OG0009500	As012G272670	XP_006305174.1
OG0009501	As012G272770	XP_006303310.1
OG0009502	As012G272800	XP_023645453.1
OG0009503	As012G273070	XP_023638977.1
OG0009504	As012G273290	XP_006305410.1
OG0009505	As012G273320	XP_006306473.1
OG0009506	As012G273350	XP_006305592.1
OG0009507	As012G275130	XP_006294230.1
OG0009508	As012G275230	XP_023640706.1
OG0009509	As012G275440	XP_023640554.1, XP_006307028.1
OG0009510	As012G275450	XP_006290679.2
OG0009511	As012G275640	XP_006290689.1
OG0009512	As012G275710	XP_006291723.1
OG0009513	As012G276410	XP_006291074.1
OG0009514	As012G276710	XP_006290999.1
OG0009515	As012G276780	XP_006292242.2
OG0009516	As012G277230	XP_006291805.1
OG0009517	As012G277710	XP_023639241.1
OG0009518	As012G278120	XP_006291210.1
OG0009519	As012G278300	XP_006292719.1
OG0009520	As012G278580	XP_006292735.1
OG0009521	As012G279180, As012G279190	XP_006292209.1
OG0009522	As012G279430	XP_006291452.1
OG0009523	As012G279850	XP_006280555.2
OG0009524	As012G280040	XP_006291849.1
OG0009525	As012G280100	XP_023637979.1
OG0009526	As012G280400	XP_023639588.1
OG0009527	As012G280410	XP_023638191.1
OG0009528	As012G280980	XP_006290949.1
OG0009529	As012G281780	XP_006291398.1
OG0009530	As012G282470	XP_023639066.1
OG0009531	As012G282490	XP_006290951.1
OG0009532	As012G282690	XP_006290350.1
OG0009533	As012G282790	XP_006291922.1
OG0009534	As012G283440	XP_006291223.1
OG0009535	As012G283500	XP_023638522.1
OG0009536	As012G283600	XP_006290322.1
OG0009537	As012G284410	XP_006292283.1
OG0009538	As012G284550	XP_006291177.1
OG0009539	As012G284620	XP_006292973.1
OG0009540	As012G285050	XP_006290475.2
OG0009541	As012G285150	XP_023638009.1
OG0009542	As012G285350	XP_006291096.1
OG0009543	As012G285500	XP_006291674.1
OG0009544	As012G286210	XP_006288359.1
OG0009545	As012G286640	XP_006293294.1
OG0009546	As012G286650	XP_006291749.1
OG0009547	As012G286810	XP_006291944.1
OG0009548	As012G287120	XP_023638040.1
OG0009549	As012G287300	XP_006292176.1
OG0009550	As012G287320	XP_006292623.1
OG0009551	As012G287580	XP_006291512.1
OG0009552	As012G288340	XP_006292773.1
OG0009553	As012G288350	XP_023638055.1
OG0009554	As012G288980	XP_006293019.1
OG0009555	As012G289080	XP_006291308.1
OG0009556	As012G289170	XP_006292989.1
OG0009557	As012G289460	XP_006291359.1
OG0009635	As011G267520	XP_006298061.1
OG0009636	As001G000990, As003G056310	XP_006285196.2
OG0009637	As001G001220, As009G211040	XP_006284225.1
OG0009639	As001G001670	XP_023640835.1
OG0009640	As001G001770	XP_006285614.1
OG0009641	As001G002120	XP_006282534.1
OG0009642	As001G002360	XP_006282551.1
OG0009643	As009G214200, As001G002400	XP_006284084.2
OG0009644	As001G002840	XP_006288702.1
OG0009646	As001G003310	XP_006284912.1
OG0009647	As001G003360	XP_006305800.1, XP_006303465.1, XP_023632978.1
OG0009648	As001G003970	XP_006284737.1
OG0009649	As001G004990	XP_006283276.2
OG0009650	As001G005880	XP_006283109.1
OG0009651	As001G006070	XP_023642017.1, XP_006282989.1
OG0009652	As001G006750	XP_006284027.1
OG0009653	As001G010190	XP_023635183.1
OG0009654	As001G012040, As001G012030	XP_023636446.1
OG0009655	As001G012270	XP_006282895.1
OG0009656	As001G012360	XP_006285312.1
OG0009657	As001G013740	XP_006284949.1
OG0009658	As011G262930	XP_006297983.1
OG0009659	As001G013920	XP_006283682.1
OG0009660	As001G014760	XP_006284488.1
OG0009662	As001G015030	XP_006287001.1
OG0009663	As001G015490	XP_006284955.1
OG0009664	As001G015670	XP_006305190.1
OG0009665	As001G016100, As001G016130, As001G016150, As001G016080	XP_006305680.1
OG0009666	As001G016360	XP_006307042.1
OG0009667	As001G016380	XP_006305506.1
OG0009668	As001G016450	XP_006303381.1
OG0009669	As001G016810	XP_006279081.2, XP_006306899.2
OG0009670	As001G016890	XP_006305028.1
OG0009671	As001G016980	XP_006304564.1
OG0009672	As001G017070	XP_006303359.1
OG0009673	As001G017110	XP_023634794.1, XP_006305083.1
OG0009674	As001G017130, As004G079770	XP_006303928.1
OG0009675	As001G017170	XP_006305626.1
OG0009676	As001G017180	XP_023632632.1
OG0009677	As001G017200	XP_006305346.1
OG0009678	As001G017420	XP_006285173.1
OG0009679	As001G017450	XP_023635546.1
OG0009680	As001G018100	XP_006282965.1
OG0009681	As001G018310	XP_023633647.1
OG0009682	As001G018940	XP_006300807.1
OG0009683	As001G019220	XP_006303041.1
OG0009684	As001G019250	XP_006302295.1
OG0009685	As001G019270	XP_006302637.1
OG0009686	As001G019540	XP_006302042.1
OG0009687	As001G019710	XP_006302570.1
OG0009688	As008G187290, As001G020180	XP_006300434.1
OG0009689	As001G020190, As001G020200	XP_006302056.1
OG0009690	As001G020470	XP_006302316.1
OG0009691	As001G021370, As001G021300	XP_006301185.1
OG0009692	As009G211840, As001G021390	XP_023643181.1
OG0009693	As001G021930	XP_006302991.1
OG0009694	As001G022310	XP_023639132.1
OG0009695	As001G022480	XP_023638114.1
OG0009696	As001G022500	XP_006292389.2
OG0009697	As001G022550	XP_006292412.1
OG0009698	As001G022560	XP_006304251.2
OG0009699	As001G022610	XP_006291538.2
OG0009700	As001G022760	XP_006291589.1
OG0009701	As008G182830, As001G023290	XP_006307428.1
OG0009702	As001G023360	XP_006290683.1
OG0009703	As001G023870	XP_006291657.2
OG0009704	As001G024330	XP_006292771.2
OG0009705	As001G024390	XP_006291617.1
OG0009706	As001G024410	XP_006291111.1
OG0009707	As001G024720	XP_006291121.1
OG0009708	As001G024730	XP_006291336.2
OG0009709	As001G024980	XP_006290413.2
OG0009710	As001G025370	XP_006291140.2
OG0009711	As001G025460	XP_023638225.1
OG0009712	As001G025650	XP_006291573.1
OG0009713	As001G025660	XP_006291556.1
OG0009714	As001G026360	XP_006292822.1
OG0009715	As001G026600	XP_006293022.1
OG0009716	As001G027450	XP_006292529.1
OG0009717	As001G027470	XP_006290511.1
OG0009718	As001G027540	XP_006291578.1
OG0009719	As001G027780	XP_006291885.2
OG0009720	As001G027960	XP_006290837.1
OG0009721	As001G027970	XP_006291277.1
OG0009722	As001G028070	XP_006283142.1
OG0009723	As001G028330	XP_006302436.1
OG0009724	As001G028340	XP_006301498.1
OG0009725	As001G028740	XP_023644057.1
OG0009726	As001G029100	XP_023643337.1
OG0009727	As001G029130	XP_023643062.1
OG0009728	As001G029400	XP_006302752.1
OG0009729	As001G029460	XP_006300644.2
OG0009730	As001G029470	XP_006301973.1
OG0009731	As001G029660	XP_006302131.2
OG0009732	As001G029700	XP_006301779.1
OG0009733	As001G029770	XP_006302492.1
OG0009734	As001G030310	XP_023642850.1
OG0009735	As001G030340	XP_006300843.1
OG0009736	As001G030500	XP_006302089.1
OG0009737	As001G030590	XP_006302524.1
OG0009738	As001G030870	XP_006300370.1
OG0009739	As001G031020	XP_006301440.1
OG0009740	As001G031150	XP_006302430.1
OG0009741	As001G031560	XP_006302563.1
OG0009742	As001G031710	XP_006301544.1
OG0009743	As001G031730	XP_006303710.1
OG0009744	As001G032270	XP_006302067.1
OG0009745	As002G032450	XP_006295579.1
OG0009746	As002G032570	XP_023634091.1
OG0009747	As002G032640	XP_006282783.1
OG0009748	As002G032950, As002G033130	XP_006294890.1
OG0009749	As002G033160	XP_006293558.1
OG0009750	As002G033590	XP_006295236.1
OG0009751	As002G033610	XP_006295975.1
OG0009752	As002G033630	XP_006294585.1
OG0009753	As002G033650	XP_006296032.2
OG0009754	As002G033690	XP_006295098.1
OG0009755	As002G033700	XP_023640660.1
OG0009756	As002G034150, As002G034120	XP_006299709.1
OG0009757	As002G034470, As002G034560, As002G034630	XP_006298963.1
OG0009758	As002G035300	XP_006279664.1
OG0009760	As002G036650	XP_023642236.1, XP_006297667.1
OG0009761	As002G036850	XP_023642100.1
OG0009762	As002G037130	XP_006296704.1
OG0009763	As002G037850	XP_006296711.1
OG0009764	As002G038830	XP_006296688.1
OG0009765	As002G040280	XP_006298318.1
OG0009767	As002G041820	XP_023641416.1
OG0009768	As002G041860	XP_006280326.1
OG0009769	As002G041980	XP_006280250.1
OG0009770	As002G042120	XP_006280184.1
OG0009771	As002G042740	XP_006281278.1
OG0009772	As002G043120	XP_006280586.1
OG0009773	As002G043130	XP_006280292.1
OG0009774	As002G043360	XP_023640403.1
OG0009775	As002G043400	XP_006280628.1
OG0009776	As002G043420	XP_006288432.1
OG0009777	As002G043720	XP_006280621.1
OG0009778	As002G043920	XP_006280779.1
OG0009779	As002G044040	XP_006282112.1
OG0009780	As002G044130	XP_006280002.1
OG0009781	As002G044180	XP_006280961.1
OG0009782	As002G044290	XP_006280138.1
OG0009783	As002G044610	XP_006280963.1
OG0009784	As002G044660	XP_006279561.1
OG0009785	As002G044680	XP_006279963.1
OG0009786	As002G044700	XP_006282121.2
OG0009787	As002G044750	XP_006279677.1
OG0009788	As002G044800	XP_006279858.1
OG0009789	As002G045070	XP_006279604.1
OG0009790	As002G045320	XP_006281523.1
OG0009791	As002G045590	XP_006281795.1
OG0009792	As002G045710	XP_006279563.1
OG0009793	As002G045760	XP_006280970.1
OG0009794	As002G045840	XP_006280559.1
OG0009795	As002G046060	XP_006280962.1
OG0009796	As002G046380	XP_006281141.1
OG0009797	As002G046480	XP_006281165.1
OG0009798	As002G046850	XP_006280143.1
OG0009799	As002G046990	XP_006282076.1
OG0009800	As002G047380	XP_006280139.1
OG0009801	As002G047470	XP_006280293.1
OG0009802	As002G047580	XP_023638928.1
OG0009803	As002G048050	XP_023639322.1
OG0009804	As002G048190	XP_006281761.1
OG0009805	As002G048260	XP_006280707.1
OG0009806	As002G048460	XP_006280735.1
OG0009807	As002G048510	XP_006280948.2
OG0009808	As002G048640	XP_006279738.1
OG0009809	As002G049220	XP_006279674.1
OG0009810	As002G049380	XP_006279472.1
OG0009811	As002G049420	XP_006282050.1
OG0009812	As002G049450	XP_006281107.1
OG0009813	As002G049820	XP_006281450.1
OG0009814	As002G049900	XP_006280397.1
OG0009815	As002G049920	XP_006281594.1
OG0009816	As002G050040	XP_006291160.1
OG0009817	As002G050200	XP_006306707.1
OG0009818	As002G050470	XP_006288880.1
OG0009819	As002G050500	XP_006287412.2
OG0009820	As002G050970	XP_006287316.1
OG0009821	As002G050990	XP_023637449.1
OG0009822	As002G051010	XP_006288920.1
OG0009823	As002G051020	XP_006288949.1
OG0009824	As002G051130	XP_023636610.1
OG0009826	As002G051260	XP_006287382.1
OG0009827	As002G051330	XP_006288699.1
OG0009828	As002G051720	XP_006287000.1
OG0009829	As002G051770	XP_006287007.1
OG0009830	As002G052170	XP_006286928.1
OG0009831	As002G052250	XP_006286536.1
OG0009832	As002G052330	XP_023637226.1
OG0009833	As002G052390	XP_006286628.1
OG0009834	As002G052900, As002G052890	XP_006287980.1
OG0009835	As002G053130	XP_006287209.1
OG0009836	As002G053750	XP_006289146.1
OG0009837	As002G053760	XP_023637322.1
OG0009838	As002G053960	XP_006288823.2
OG0009839	As002G054340	XP_006286937.1
OG0009840	As002G054480	XP_023636012.1
OG0009841	As002G054820	XP_006288987.2
OG0009842	As002G054900	XP_006288943.1
OG0009843	As002G055110	XP_006288140.1
OG0009844	As002G055280	XP_006289951.1
OG0009845	As003G055690	XP_006292030.1
OG0009846	As003G055840	XP_006284323.1
OG0009847	As003G056160	XP_006284068.2
OG0009848	As003G056710	XP_006282855.1
OG0009849	As003G056730	XP_023635261.1
OG0009850	As003G056890	XP_006282804.2
OG0009851	As003G057180	XP_006285967.2
OG0009852	As003G057380	XP_006282457.1
OG0009853	As003G057640	XP_006283865.1
OG0009854	As003G057760	XP_006283887.1
OG0009855	As003G058110	XP_023635682.1
OG0009856	As003G059000	XP_006286293.1
OG0009857	As003G059080	XP_006284192.1
OG0009858	As003G059810	XP_006284907.1
OG0009859	As003G059980	XP_006282474.1
OG0009860	As003G061010	XP_023634182.1
OG0009861	As003G061030	XP_006285853.1
OG0009862	As003G061410	XP_006284275.1
OG0009863	As003G061500	XP_023635289.1
OG0009864	As003G061550, As003G061530, As003G061540	XP_023634389.1
OG0009865	As003G062180	XP_006282779.2
OG0009866	As003G062290	XP_006304672.1
OG0009867	As003G063000	XP_006305078.2
OG0009868	As003G063240	XP_006306856.1
OG0009869	As003G063330	XP_006307386.1
OG0009870	As003G063340	XP_006306779.1
OG0009871	As003G063380	XP_023632610.1
OG0009872	As003G063940	XP_023633002.1
OG0009873	As003G064790	XP_006305300.1
OG0009874	As003G065500	XP_023645221.1
OG0009875	As003G066330	XP_006306602.2
OG0009876	As003G066780	XP_006307222.1
OG0009877	As003G068460	XP_006303429.1
OG0009879	As003G069930	XP_023645719.1
OG0009880	As003G070130	XP_006305157.1
OG0009881	As003G070150	XP_006307132.1
OG0009882	As003G070330	XP_006304076.1
OG0009883	As003G070470	XP_006305775.1
OG0009884	As003G070480	XP_006303170.1
OG0009885	As003G070790	XP_006304331.1
OG0009886	As003G070840	XP_023644924.1
OG0009887	As003G070860	XP_006306714.1
OG0009888	As003G071070	XP_006303548.1
OG0009889	As003G071320	XP_006306276.1
OG0009890	As003G071540	XP_006304042.1
OG0009891	As003G071690	XP_023633710.1
OG0009892	As003G071730	XP_006283467.1
OG0009893	As003G072440	XP_006283880.2
OG0009894	As003G072550	XP_006283516.2
OG0009895	As003G072880	XP_006282615.2
OG0009896	As003G072900	XP_006286209.1
OG0009897	As003G072980	XP_006284125.1
OG0009898	As003G073060	XP_023634772.1
OG0009899	As003G073220	XP_023634605.1
OG0009900	As003G073240	XP_006284580.1
OG0009901	As007G179610	XP_006294990.1
OG0009902	As003G073540	XP_006284634.1
OG0009903	As003G073680, As007G179700	XP_006294004.2
OG0009904	As003G073760	XP_006283789.1
